,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,broom,bucket,can,car,cat,chair,couch,crayon,crib,cup,dog,doll,door,elephant,face,finger,fish,flower,frog,glasses,glove,grass,hair,hand,hat,helicopter,horse,jacket,jeans,ladder,lamp,melon,mitten,motorcycle,nail,napkin,necklace,orange,pants,pencil,pillow,plant,plate,pumpkin,purse,rock,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,sock,sprinkler,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
plate,1.2449449,0.37967557,0.60077095,1.2970825,1.1416113,0.85026735,1.1916904,0.7564859,1.2230068,1.369595,1.2224553,1.2274497,1.2960099,1.2095708,1.2509989,1.2030425,0.8915462,0.3766234,0.31028926,1.1372721,0.8523689,0.6245578,0.845701,0.59644616,1.0296216,1.0859063,0.7774755,0.2793641,1.3433719,0.23078907,0.87927705,1.0820872,1.2108968,1.2311138,1.1059198,0.95016754,0.7813203,1.1096578,1.1094489,0.8190792,0.92183733,1.1442615,1.2853907,1.1880665,0.90664077,0.9349741,1.3229048,1.2127749,1.3899388,1.1203066,0.48649168,1.2745372,0.7500167,0.9639831,0.4162951,0.8489716,0.8738961,1.0756667,1.3237456,0.5236753,0.7963452,1.0742142,0.0,0.911317,1.2179596,1.2313217,1.1945679,1.220143,1.3356366,1.1531081,0.9741877,1.2034713,1.3216853,0.5001289,1.1221766,1.0520105,1.219031,1.2702135,0.4318967,0.8622073,0.91436446,0.9584322,0.92224824,0.95833534,1.158499,0.8866095,0.6955637,1.0907838
pumpkin,1.0565001,0.8834884,0.5504615,1.230268,0.622829,0.52156556,0.903791,0.9137795,1.2172474,1.382719,1.062163,1.247572,1.1573132,1.1084464,1.2662954,1.1354167,0.90632963,0.7731254,0.7902298,1.0266676,0.9512933,0.69579226,1.0203414,0.9974482,1.1084013,1.0670534,0.9450738,0.66331637,1.3025993,0.80796397,1.0915202,0.9613493,1.3612453,1.1166713,1.2218175,0.9289304,0.820682,0.9126441,0.62357724,0.9089498,0.8912475,1.1519263,1.2752724,0.8108433,0.8714593,0.91677266,1.1444722,1.0974803,1.2796519,1.1612165,0.85669583,0.7312177,0.9361226,0.8576071,0.8243569,1.0972102,0.950239,0.8797058,1.3756256,0.98195237,0.9473765,0.87533367,0.911317,0.0,1.0936944,1.1776764,1.107779,0.91448194,1.2749696,1.043797,1.0189917,1.1443439,1.0226704,0.7901101,1.3072238,0.8728579,1.2469654,1.2455333,0.89359903,0.77115023,0.8876142,1.1169829,0.581734,0.88126206,1.0534635,1.1095241,0.7516144,1.2151692
purse,0.9972531,1.135028,1.1873572,0.88711554,0.9153656,1.1524934,0.97281784,1.1424683,0.8769542,0.79838455,0.6659945,1.0283301,0.84291553,1.0417076,0.9249863,0.81854844,1.1376799,1.26914,1.285541,0.9184075,1.2867107,1.18727,1.1425737,1.1879103,0.96011716,1.2041583,1.0254297,1.2377318,1.0209401,1.2542286,1.0956724,1.1497103,0.9804076,0.8617338,0.94423217,0.975671,1.1944181,1.0949235,1.0188818,1.0838258,1.0816828,1.0492694,0.8465822,0.9216512,1.0362449,1.1608775,0.9378989,0.8715207,0.7031706,1.1576488,1.2666174,0.89651364,1.1911772,1.1629946,1.1628757,1.0428523,1.0679624,1.1335903,0.71094906,1.0812349,1.0499274,1.1489933,1.2179596,1.0936944,0.0,0.9111264,1.0085772,0.9392161,0.76010597,0.5618026,1.212817,0.90854913,0.7943785,1.2045636,0.99380213,1.1601152,0.9938597,0.8307449,1.2346381,1.1374555,0.9891994,1.032281,1.0927765,1.0934811,1.0263665,1.1844004,1.0373325,1.1005545
rock,0.8181193,1.2868277,1.1912614,0.8639557,0.94499224,1.141283,0.93921524,1.0716672,0.8904924,0.8056284,0.97874373,0.9241736,0.93120015,0.7310647,0.8045728,0.83318794,1.108437,1.2859575,1.2251805,0.96696025,1.1336616,1.1372458,1.0922425,1.2879837,0.89111567,1.1325438,1.1153433,1.3161527,0.9144714,1.3076644,1.022352,0.9570022,0.9304132,0.9290894,1.0078146,1.0727488,1.0835925,0.87532353,1.0267156,1.2505736,1.216224,0.89736325,0.8926819,0.9466822,1.1438215,1.0348058,0.9408182,0.9517658,0.78164876,1.076346,1.2811891,0.9384635,1.1259289,0.9074838,1.2163234,1.0616828,1.2381884,0.99503905,0.8817452,1.1519481,1.0592908,0.73224306,1.2313217,1.1776764,0.9111264,0.0,0.876814,1.037669,0.9137504,0.928143,0.9525252,0.82081926,0.89726675,1.280851,0.82792306,1.0555416,0.837368,0.930541,1.2762176,1.1678061,1.1739278,0.97333074,1.1040735,1.0843382,0.96024424,0.9703174,1.3329475,1.0881156
rooster,0.6671658,1.1694254,1.0493122,0.950192,1.0119811,1.1315086,1.0954018,1.057745,1.0565723,0.9757452,1.0664238,0.92980564,0.92855257,0.9925337,0.9173381,1.1713191,1.017639,1.1074191,1.1504133,1.0295042,1.0901082,1.156199,0.9692836,0.8675502,0.9323071,0.954331,1.0941383,1.2227284,0.9432397,1.1766115,0.715243,1.0070566,0.84982574,1.1115415,0.923521,1.018478,1.0297351,0.9929941,1.1487893,0.8465925,0.97162235,1.0529951,0.8664651,0.9590862,0.96967167,1.0159063,0.8360635,1.0217425,0.91418487,0.94574314,1.0394568,1.1201011,0.958864,1.1134751,1.1050458,0.95003426,0.7722907,0.9316119,0.8904627,1.0590569,0.8917308,0.9154637,1.1945679,1.107779,1.0085772,0.876814,0.0,1.1020164,0.86875856,1.1495202,1.0674013,0.9538391,1.137818,1.0699253,1.1078792,0.9248186,1.0393178,1.0250919,1.0997412,1.1252575,1.1127357,0.93383396,1.2037327,0.97226906,1.0832967,0.96840626,1.1350664,0.92952263
scissors,0.8917961,1.3328545,1.1157106,0.74930584,0.80544496,0.802062,0.41943598,1.3437037,0.85408837,0.8189007,0.8858898,0.9538532,0.8546021,0.9242311,1.0890688,0.69601595,1.103469,1.2295376,1.3533556,1.0778841,1.2613325,1.0452596,1.3886908,1.4867754,1.1952597,1.1237284,1.1583989,1.1393493,0.90427995,1.2342162,1.3911788,0.9535538,1.0864027,0.89327693,0.95576286,1.1849798,0.7447777,0.89029396,0.37766528,1.300941,1.2217622,0.91374636,0.8615055,0.88781846,1.1536301,1.2133418,0.8120446,0.97664547,0.83904755,0.99650717,1.3540378,0.3896811,1.3270357,0.9313792,1.2295065,1.3554945,1.3329828,0.8602889,1.0481836,1.1504223,1.31936,0.99936676,1.220143,0.91448194,0.9392161,1.037669,1.1020164,0.0,0.9545874,0.8663289,0.93301976,0.8497543,0.5140686,1.4133885,0.9920681,1.032898,0.6743251,0.7659452,1.3067394,1.2387052,1.1254281,1.2823462,0.39075816,1.0687274,0.8884123,1.2854271,1.2808602,1.1733843
shirt,0.9306708,1.3308464,1.3402908,0.66843194,0.9904225,1.2999713,0.9522554,1.3292437,0.91077054,0.5608013,0.8192633,0.99548626,0.28955054,0.9203612,0.7499802,0.86759686,1.273612,1.3842475,1.3891679,1.0758556,1.2337228,1.3787731,1.2430308,1.1935935,0.85833645,1.1768819,1.1949897,1.4386904,0.8427853,1.3894271,1.09365,1.1573431,0.7179921,0.6966406,0.80254906,1.0233048,1.2536157,1.0649412,1.1397943,1.1223477,1.1525097,0.8561961,0.62696075,0.974944,0.990159,1.193335,0.6351595,0.8586301,0.43426096,1.1167911,1.4003,0.91640836,1.2461412,1.2381378,1.2886288,1.0971773,0.9891408,0.8901596,0.41541517,1.1594682,1.1465155,1.2128935,1.3356366,1.2749696,0.76010597,0.9137504,0.86875856,0.9545874,0.0,0.7876843,1.2516413,0.97780824,0.78404826,1.4190311,0.7798846,1.1659677,0.93602216,0.81783634,1.3054289,1.2017975,1.1089184,1.0373336,1.2314802,1.2106943,0.85891235,1.2176669,1.2306578,0.9240406
shoe,1.0002854,1.2112505,1.1837573,0.93223256,0.87143326,1.0501962,0.89629686,1.0991805,0.9613446,0.80123925,0.7083682,1.1205484,0.80352217,0.92492414,0.98843,0.7540387,1.1591674,1.278815,1.2598356,1.0885748,1.2763536,1.1348251,1.2825602,1.2746787,0.94009876,1.2598509,1.1500245,1.1730244,0.97658956,1.2460456,1.2161168,0.97110933,1.0315998,0.82358235,1.0462184,1.0879095,1.1790653,1.143217,0.91175884,1.1655037,1.1309367,0.96375793,0.9070973,0.9911345,1.0431858,1.1076818,0.8459188,0.9611029,0.7856933,1.082474,1.2359864,0.83443856,1.1929533,0.9447896,1.1493976,1.1593306,1.182524,1.1191179,0.8043525,1.0464184,1.253026,1.1328555,1.1531081,1.043797,0.5618026,0.928143,1.1495202,0.8663289,0.7876843,0.0,1.1904635,1.0707481,0.6998282,1.1700146,0.8128831,1.1608405,0.9043391,0.9164863,1.2797306,1.115892,1.0058954,1.1429085,0.9305429,1.1465193,0.98503274,1.1659765,1.0228966,1.109437
shovel,0.96418154,1.0104879,1.0746293,1.1474054,1.164953,0.91141224,0.9260528,0.939511,0.97997874,1.1060405,1.1700286,0.81183916,1.1746376,1.1573021,1.1471535,0.9317906,1.0016508,0.97745484,0.864354,0.91174895,0.6862102,0.7281906,0.7031449,0.93765235,1.0580266,0.793484,0.80709845,0.89715505,1.0636468,1.0040855,0.9992005,0.7734484,1.0290451,1.0851282,1.1545534,1.1123402,0.57844067,0.91595376,0.9034008,1.0882546,0.87763107,0.9968248,1.2501764,1.0564109,1.2277709,0.8902886,1.0719007,1.1865634,1.1459174,0.94471115,0.8978532,1.0231326,0.88657373,0.8254331,1.0936055,0.96388745,1.1282307,1.0561693,1.258461,1.0903084,0.95557964,0.68837976,0.9741877,1.0189917,1.212817,0.9525252,1.0674013,0.93301976,1.2516413,1.1904635,0.0,1.0364876,1.0134609,0.8030077,1.1652529,0.95376456,0.8445936,0.9522446,0.94205374,0.97473866,0.95815307,1.0033188,0.8210815,0.9910047,0.99659055,0.56887984,1.0479618,1.0113595
sink,1.035366,1.3306744,1.286675,0.90278316,0.95583016,1.094862,0.77613306,0.93204653,0.585276,0.5741508,1.0293814,0.4924668,1.003471,1.0075585,0.8128601,0.77070177,0.68916273,1.2305632,1.1770707,0.64713234,1.2287962,0.9351491,0.8615458,1.1840734,1.0186964,0.8010484,0.8563774,1.3186607,0.76065195,1.27617,1.0992094,1.1194236,0.826705,0.98791635,1.0340822,1.2096729,1.1381972,1.0889,1.0031072,1.3594497,1.1433059,1.0666623,1.0158432,1.0431076,1.3040586,1.1797549,1.1698495,0.88190067,0.91155577,0.89005363,1.269676,0.9046509,1.2107086,0.9966177,1.3272341,1.0369253,1.2319824,0.90431297,0.96800673,1.1644391,0.88542026,1.106594,1.2034713,1.1443439,0.90854913,0.82081926,0.9538391,0.8497543,0.97780824,1.0707481,1.0364876,0.0,0.76188123,1.1912355,0.98626477,1.0716492,0.9388899,0.3168267,1.2421583,1.1884788,1.1692709,0.9298968,0.97658837,0.66400295,1.1592209,0.9852068,1.317659,0.87796587
slide,1.001585,1.4193411,1.3541474,0.7575493,0.5181059,1.046205,0.54078496,1.3477886,0.39649785,0.43938148,0.9310205,0.83337516,0.75359535,0.82896864,0.91096294,0.19971943,1.1469462,1.4546367,1.4487333,0.63085693,1.3137314,0.9600962,1.171074,1.5471706,1.1214068,1.0930612,1.1887282,1.3253525,0.6469374,1.4073125,1.4214007,0.9301302,0.8903127,0.88337976,1.025716,1.3832741,1.0110564,1.0165558,0.73143905,1.4859561,1.3201606,0.8490241,0.9091543,1.1612817,1.1358589,1.164749,0.7968544,0.842142,0.8048125,1.0102926,1.4677542,0.6301045,1.4508617,1.0547874,1.3193511,1.3532952,1.3901677,0.9293585,0.91455495,1.1481858,1.4154308,1.10668,1.3216853,1.0226704,0.7943785,0.89726675,1.137818,0.5140686,0.78404826,0.6998282,1.0134609,0.76188123,0.0,1.4943559,0.7259804,1.1529776,0.7711437,0.551509,1.4018935,1.3496913,1.2577407,1.2352812,0.720297,1.0873823,0.81544626,1.1352267,1.460854,1.043038
slipper,1.1741083,0.4376893,0.6267519,1.4296787,1.1680524,0.8292686,1.3358891,0.6923667,1.3804519,1.5360368,1.1340642,1.1858013,1.401682,1.3045204,1.1946189,1.4488397,0.84898263,0.42710721,0.42839032,1.1556519,0.7776046,0.63579684,0.73015165,0.4601699,1.0058279,0.92021227,0.73161674,0.46369982,1.4678867,0.46259522,0.71269745,0.84132326,1.3352834,1.2500619,1.228815,0.7996204,0.7915101,1.2189537,1.193938,0.6195892,0.5511063,1.2998142,1.3553882,1.0164698,0.84441316,0.87014294,1.3552916,1.195646,1.3907394,1.1077305,0.35616535,1.3405194,0.5543176,0.90682936,0.5092931,0.55841625,0.7370943,1.1785841,1.3157285,0.738343,0.54822683,1.0308266,0.5001289,0.7901101,1.2045636,1.280851,1.0699253,1.4133885,1.4190311,1.1700146,0.8030077,1.1912355,1.4943559,0.0,1.3319349,0.9527122,1.3027301,1.3078645,0.5287141,0.4560122,0.6927435,0.7287272,1.005445,0.86873627,1.3587186,0.8455076,0.39617515,1.0993341
snow,1.1013683,1.216222,1.297457,0.6050657,1.0364766,1.247459,0.9212033,1.0974691,0.89844257,0.6327281,0.9315992,1.0256377,0.8228601,0.4277885,0.91352904,0.7248231,1.1536,1.322293,1.2522887,1.1312796,1.1587415,1.2991197,1.175384,1.248899,0.71937793,1.1753626,1.1898872,1.2518847,0.71457034,1.2563233,1.2155464,1.0230072,0.64431024,0.812606,0.94747376,1.1153986,1.2144189,1.0630147,1.1575704,1.2477808,1.3496467,0.7319107,0.8571631,1.0953493,1.0994117,1.0265659,0.8217798,1.0095571,0.8676064,0.9499967,1.2104417,0.99725497,1.1481973,1.1130562,1.1450737,1.2262381,1.1318566,0.99974924,0.85558677,0.9493593,1.1956666,1.1182904,1.1221766,1.3072238,0.99380213,0.82792306,1.1078792,0.9920681,0.7798846,0.8128831,1.1652529,0.98626477,0.7259804,1.3319349,0.0,1.0935172,0.8695902,0.9293368,1.2606572,1.1401844,1.2316891,1.2025622,1.2401383,1.1329312,0.7582069,1.1690154,1.3325672,0.8224745
sock,0.91115856,0.9715688,0.9278247,1.0909097,0.9307643,0.9144112,1.0092058,0.8107101,1.1164631,1.1803045,1.0575236,0.979585,1.089455,0.9724279,1.0480474,1.1628082,1.0724547,0.9933212,0.9052979,1.0586585,0.88901746,0.91795325,0.96349585,0.9526044,1.0207664,0.92775756,1.036697,0.96837145,1.0150352,0.96668935,0.9103372,0.91274,1.1018968,1.1729121,1.0759566,0.9776028,0.8319663,1.0199884,0.98196965,0.85937387,0.80172956,1.0327171,1.0505353,1.0235056,0.9240693,0.8984301,0.9982193,0.9825936,1.1803455,0.98915607,0.92864084,1.1029359,0.9689136,0.9777126,0.9985225,1.0333643,0.8635394,0.96318126,1.1749084,0.99122643,0.9111828,0.88415873,1.0520105,0.8728579,1.1601152,1.0555416,0.9248186,1.032898,1.1659677,1.1608405,0.95376456,1.0716492,1.1529776,0.9527122,1.0935172,0.0,1.0796821,1.1172332,1.0005238,1.0000159,0.9299397,1.0369351,0.95930123,1.0429478,1.1213926,0.9613699,0.95188046,1.0642005
sprinkler,0.77270496,1.3405807,1.2877854,0.64586174,0.9534147,1.0629023,0.8795839,1.262399,0.8821598,0.77278215,0.9538609,0.8637382,0.9789107,0.80128765,1.0947028,0.7945638,1.1679677,1.1984369,1.3334963,1.061483,1.0632937,1.1611266,1.177192,1.2370415,1.1365116,0.93768775,1.1952208,1.2680283,0.7383093,1.2422912,1.2285157,0.78858054,0.9140904,0.9155742,0.9696057,1.1687548,0.90623295,0.94513214,0.7666309,1.3178616,1.2956636,0.94587517,0.9254494,1.0533472,1.244011,0.85965043,0.9306766,1.037444,0.7556405,0.81550753,1.1727332,0.7809957,1.2571453,0.74345464,1.213525,1.2691076,1.3150146,1.1728483,0.8879246,1.1398816,1.3377767,0.81759095,1.219031,1.2469654,0.9938597,0.837368,1.0393178,0.6743251,0.93602216,0.9043391,0.8445936,0.9388899,0.7711437,1.3027301,0.8695902,1.0796821,0.0,0.8446983,1.2943748,1.2500243,1.2161736,1.2086734,0.73778987,1.0864041,0.88658214,0.92839575,1.2750401,1.0484614
table,1.0995066,1.3915832,1.4391174,0.8925554,0.92110217,1.2007664,0.79421043,1.113038,0.53260213,0.3939737,0.9907734,0.23944795,0.89402264,1.0462216,0.837562,0.65320957,0.8228977,1.365682,1.3277676,0.626862,1.1977992,1.0833231,0.93596256,1.278523,1.0497013,0.5866692,0.9483267,1.37585,0.54307276,1.3848002,1.2092365,1.0933174,0.77514416,0.9072175,0.9761234,1.3222258,1.1396918,1.053837,1.0198524,1.4184127,1.1813381,0.93125725,0.96861434,1.1472212,1.2948537,1.1867539,1.0391008,0.86099386,0.857773,0.77006525,1.3406541,0.92361724,1.2844274,1.0788195,1.3754076,1.1138865,1.3102791,0.9921261,0.8496208,1.2057797,1.1148779,1.141115,1.2702135,1.2455333,0.8307449,0.930541,1.0250919,0.7659452,0.81783634,0.9164863,0.9522446,0.3168267,0.551509,1.3078645,0.9293368,1.1172332,0.8446983,0.0,1.3397,1.2762365,1.1228529,1.0132371,0.94238263,0.77555597,0.99375933,0.9186,1.3780091,0.8656339
tape,1.1761662,0.37786525,0.5388223,1.314383,1.2002141,0.81568366,1.0894859,0.7211486,1.2385045,1.4507887,1.1764134,1.2513897,1.2107155,1.2030182,1.1886836,1.2392466,0.8867786,0.40890622,0.32716185,1.1164114,0.75372463,0.6350785,0.8035698,0.4523095,1.1330042,1.0846468,0.8128355,0.46960694,1.370889,0.35356116,0.66338444,1.118461,1.18353,1.2716628,1.1106683,0.82680476,0.83090055,1.0502572,1.133593,0.71943617,0.734735,1.1544445,1.259691,1.1091661,0.8927576,0.92785513,1.2503386,1.2573094,1.3517807,1.1420002,0.5556879,1.2250302,0.7556726,1.0848217,0.6114358,0.7624645,0.72606486,0.9068028,1.2363276,0.6659824,0.6249957,1.0561787,0.4318967,0.89359903,1.2346381,1.2762176,1.0997412,1.3067394,1.3054289,1.2797306,0.94205374,1.2421583,1.4018935,0.5287141,1.2606572,1.0005238,1.2943748,1.3397,0.0,0.8632487,0.8730335,0.9172754,1.0087903,0.9412334,1.1740284,0.86027473,0.67400885,1.0930669
