,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
cookie,0.89220095,0.8344969,1.1390365,0.8893783,1.025794,0.744528,1.0967952,1.139803,1.0564392,1.2305384,0.94389075,1.1426675,1.2758505,0.89333534,1.1792903,1.2012377,0.74298966,0.93161106,0.84817827,1.0512581,0.44474947,1.0715165,1.142791,0.88253397,1.0306317,1.0254546,0.7447308,1.1812633,1.2393496,0.6172675,0.7695877,1.188663,1.2072964,0.88142824,0.0,0.75073975,1.2361693,1.0709752,0.7840795,1.1737052,0.95218045,0.8383212,1.1287626,1.1349792,1.1498829,0.8981339,1.2343019,0.8127794,0.78768146,1.2362641,1.0885661,0.9816828,0.81998134,1.0923114,0.6989462,0.9464361,0.77240896,1.1591256,0.8403097,1.1750247,0.76663566,1.0903246,0.80366755,1.155551,0.81331396,1.1799765,1.0873705,1.216274,0.9886166,1.1748645,0.9970905,1.1678574,0.9036039,1.119227,0.9882331,1.1339526,1.0959015,1.2011253,0.87085104,0.8890339,0.82411027,0.895233,0.91350645,0.8122847,1.1768167,1.2251785,1.1772686,0.8398795,0.832974,0.832978,0.79642284,0.9697911,1.1145473,1.1603652,0.68606794,0.829725,1.0622973,0.9029451,1.1884356,1.0118669,1.1738331,0.8426846,1.2522699,0.89734674,1.1114746,0.9188581,1.2336205,1.0868366,1.187584,0.7792411,0.8577483,1.0272175,0.9786496,1.1310275,0.8408634,1.0395179,1.1964936,1.1868681,0.8465588,0.8372982,0.8615821,1.0017849,0.7564032,0.98324794,1.0730752,1.0976745,1.0884516,1.1823545,0.90138644,1.2112937,1.2445433
corn,0.88994795,0.89160883,1.0926594,0.72882044,0.91908556,0.7252166,1.0006709,1.1834185,0.9148739,1.1801562,1.0174316,1.2445879,1.1285977,0.99070036,1.1527195,0.9549337,1.0134807,1.051573,0.9139771,0.88852555,0.6846908,1.0993135,1.0652995,0.6565994,0.97687984,1.1664146,0.77198344,1.1650085,1.2788292,0.66866493,0.9097331,1.2019862,1.2217026,0.96668005,0.75073975,0.0,1.2159784,0.8691586,0.880332,1.1369102,0.9969545,0.76910675,1.187676,1.0239804,1.1913137,1.0793983,1.1718026,1.0459095,0.7514864,1.01084,1.0975802,0.9653459,0.9789405,1.0574121,0.99770886,0.927624,0.705933,1.0745637,1.1039155,1.0550038,0.7982635,1.132791,0.7291018,1.0942943,0.9987625,1.0111974,1.1187229,1.1733346,1.0527186,1.1712558,0.9161078,1.1491797,1.0150776,1.0829674,1.1089524,0.8771055,0.98910403,0.9910141,0.75002205,1.0021938,1.0961998,1.0659875,1.0920274,0.7477808,1.1792731,1.1669068,1.1979889,1.0009427,0.93824995,0.8796951,0.6289761,1.14402,1.161133,1.0308452,0.84023875,0.7751454,1.1015874,0.9799364,1.1719656,1.1798942,1.1340463,0.78578424,1.2093065,0.99851817,1.1210041,1.006939,1.2443681,1.0846771,0.91925174,0.9671544,1.0465469,1.0522517,0.92050725,0.9219971,0.9046287,1.1665846,1.1853452,1.1254526,0.8770265,0.9962571,1.0218296,1.0166643,1.0856603,0.7409503,0.94579774,1.0208017,1.0950072,1.0459235,1.0822511,1.2616224,1.1411505
couch,0.79241216,1.4472734,0.5203737,1.207787,1.3162848,1.324182,0.88322616,0.7904196,0.83411103,0.14256155,1.2705241,0.27159232,0.7942989,1.4127097,0.24524415,0.76976335,1.1872494,1.3901377,1.3816826,1.0933254,1.406523,1.006093,1.0603327,1.2295226,1.072133,1.1331663,1.4767406,0.68343675,0.23480606,1.3042428,1.3062797,0.6582034,0.6590831,1.120797,1.2361693,1.2159784,0.0,0.85166585,1.4810312,0.4246468,1.3984629,1.1177435,0.5174088,0.82557213,0.8046962,0.87301135,0.58478624,1.1080023,1.2993257,0.86274517,0.71714747,1.2801731,1.2007253,1.13001,1.2427514,1.3721025,1.3201995,0.88454247,1.2667572,0.74464375,1.3824525,0.7631685,1.2072133,0.8698923,1.3230509,0.80957425,0.9503506,0.5178643,0.95312494,0.39606118,1.402114,0.61337376,1.4045846,0.8624185,0.96729714,1.0304811,1.0492741,0.74988526,1.0253035,1.3629156,1.3048182,1.3519218,1.1134732,1.397573,0.90612185,0.5185495,0.48573267,0.97695416,1.4342961,1.443799,1.223206,0.75589466,0.69283503,1.1879607,1.42273,1.3368678,0.9517493,1.1116499,0.6832557,1.136726,0.8142432,1.2974362,0.50148463,1.2085791,0.8098552,1.4076033,0.63899887,1.1618459,0.7536174,1.4274054,1.3468988,0.9391602,1.3472522,1.10354,1.4771932,1.0335779,0.512022,0.4992835,1.3542542,1.2840681,1.3548245,1.4232394,1.2425207,1.0590833,0.84933317,0.9953835,1.1967796,1.1285866,1.356348,0.63187444,0.73146445
cracker,0.7283201,1.2542938,0.53977555,1.113411,1.2675985,1.1043208,1.1956434,1.2312121,0.6947698,0.6984519,1.4151735,0.96507275,0.7222601,1.3180743,0.82463914,0.76584554,1.4118755,1.4374205,1.3870096,1.2331843,1.0987858,1.141709,1.1364985,0.98671097,1.3196759,1.2979503,1.2274129,0.87850237,1.0862634,1.0858738,1.2591126,1.0397117,1.0208033,1.0686834,1.0709752,0.8691586,0.85166585,0.0,1.3796108,0.77843034,1.3770223,0.956593,0.6934304,0.99443525,1.1149769,1.2236924,0.67546195,0.99706733,1.0853359,0.622946,0.7693624,1.061127,1.0322726,1.097688,1.2483687,1.2106044,1.1280054,0.76615286,1.147315,0.92112327,1.1416733,0.8542498,0.69046533,0.62551594,1.3932974,0.64590377,0.9751751,0.6026628,0.84752226,0.71545106,1.1756818,0.92511183,1.4256662,0.81208575,0.7145871,0.8322658,1.060747,0.6413445,0.4753636,1.2758458,1.3479121,1.3618081,1.1043758,1.2819184,1.156074,0.6696316,0.779771,0.96602476,1.3132527,1.2657214,0.93863344,1.3813379,0.86615777,1.2163091,1.2971456,1.2013978,1.201886,1.3261712,0.87246776,1.0879822,0.99092233,1.0985429,0.6657248,1.1990097,1.0932403,1.2664768,0.8558077,1.3377335,0.7430467,1.3740796,1.2148905,1.0527548,1.1522062,1.0713927,1.2046661,1.1089919,0.5574101,0.7010894,1.3492551,1.100688,1.2015243,1.1096383,1.3271444,1.0588353,0.7192434,0.97977537,1.1704718,1.2652657,1.3134307,0.9683927,0.83034486
crayon,1.1518166,0.28035772,1.4317347,0.94461155,0.60357714,0.8010237,1.267095,0.99251086,1.1656172,1.5544224,0.27118194,1.4170167,1.3783112,0.35156262,1.4964637,1.1204659,0.55621684,0.46421838,0.47661442,1.0233252,0.6506875,0.9510627,1.1852834,1.0102282,0.91365826,0.8178758,0.38802254,1.1233606,1.3417063,0.6333922,0.70136714,1.2905259,1.3264145,0.9008436,0.7840795,0.880332,1.4810312,1.3796108,0.0,1.5110497,0.54979277,1.1199392,1.4361771,1.2797136,1.1729077,1.0218725,1.5338122,0.74695253,0.66081667,1.2581947,1.2932161,0.7111613,0.47092927,1.0627763,0.4969964,0.6320975,0.78651905,1.4746096,0.4703011,1.2185054,0.61765957,1.2510164,1.1965091,1.3365891,0.5277674,1.2961829,1.1131605,1.532688,1.3511806,1.4524575,0.74351704,1.3020654,0.50533664,1.2957301,1.1146193,1.2547455,1.1646525,1.5825245,1.3816915,0.19151872,0.3340416,0.27186924,0.90662384,0.54781437,1.2686371,1.5016439,1.4397264,1.1848845,0.11952418,0.16994202,0.594145,0.723902,1.3708701,0.94570667,0.51477545,0.8160988,1.1509897,0.78589594,1.4511639,0.93797904,1.2789817,0.8638365,1.5017593,0.8765782,1.1350871,0.5369446,1.4198582,0.90626115,1.3269012,0.1860236,0.67125565,1.0470686,0.93258476,1.1544926,0.35596782,1.068828,1.5268323,1.5619168,0.50370395,0.5245314,0.34266156,0.34418017,0.45433104,1.1564552,1.4660236,1.1463319,0.83619916,0.8403911,0.19374502,1.315871,1.2960081
crib,0.74549365,1.4944179,0.70390725,1.2231965,1.3000224,1.2505112,0.70220965,0.75930923,0.9074366,0.22509241,1.3772993,0.37863922,0.7493506,1.4461023,0.52843356,0.6456696,1.0863408,1.3945594,1.3072627,0.82354987,1.4674382,0.974876,0.88418454,1.1451776,0.8512188,1.1535883,1.5448803,0.8938005,0.43882716,1.3477526,1.3204147,0.66218877,0.7270415,1.1472025,1.1737052,1.1369102,0.4246468,0.77843034,1.5110497,0.0,1.3398125,1.0104121,0.72508264,0.751733,0.7709464,0.81046784,0.58638847,1.2778687,1.3894075,0.8743346,0.77602977,1.5140557,1.2663974,1.0568454,1.4618788,1.2999344,1.1683449,0.6949959,1.3322508,0.94451046,1.3795941,0.86894006,1.2066838,1.032694,1.3509309,0.80266654,0.9436139,0.64949,0.7913178,0.59368527,1.2464678,0.40651655,1.4280953,0.9028969,1.0873883,1.021309,0.93433553,0.70919245,1.0101445,1.4302671,1.4873352,1.5213556,1.1152161,1.4760134,0.8445438,0.5672686,0.68399686,0.796409,1.4798977,1.4964151,1.2926116,1.1426413,0.56811255,1.2103902,1.3004606,1.4000858,0.79968643,1.0285913,0.5404937,1.0543643,0.98964256,1.068155,0.6149649,1.2163702,0.983794,1.2947203,0.6213882,1.0221889,0.48294443,1.5543058,1.4087471,0.9888564,1.190817,1.0589978,1.5353988,1.0498306,0.6065058,0.3700738,1.307776,1.4825025,1.4436938,1.4045329,1.4395504,0.6988021,0.5175492,0.96271384,1.1538421,1.0084269,1.4656093,0.640839,0.7568476
cup,1.2831678,0.52184767,1.4764471,0.9010898,0.65933204,0.7584442,0.81905764,0.96992815,1.3356076,1.4907712,0.6545562,1.3293401,1.3196374,0.64368355,1.4648526,1.228419,0.66385084,0.20521176,0.34398305,0.65485495,0.76584136,0.9675499,0.42456406,0.92339236,0.5580878,0.7527633,0.65377843,1.3682408,1.2151353,0.93934304,0.816854,1.2031785,1.0893395,1.0989451,0.95218045,0.9969545,1.3984629,1.3770223,0.54979277,1.3398125,0.0,1.0016142,1.511349,1.0891618,1.1526362,1.077016,1.4562465,0.97547317,0.82679355,1.4191777,1.3288255,0.9886127,0.9234331,0.8924295,0.88072515,0.90431046,0.9066768,0.9521458,0.906144,1.1496794,0.70889264,1.332099,1.0699924,1.3581107,0.724825,1.410191,1.0915484,1.4545794,0.8989996,1.4614625,0.80662525,1.2585278,0.6050784,1.2389276,1.1550518,1.0239717,0.86467826,1.305714,1.1911045,0.6232042,0.65632623,0.74472356,1.1303173,0.6488454,0.8291582,1.4447606,1.4424218,1.1119164,0.68469745,0.7273459,0.9736024,0.8314425,1.1998141,0.64326406,0.6212313,0.7007903,0.8881626,0.6652074,1.1383688,0.8884257,1.2114705,0.9222043,1.4758023,0.8633779,1.0682684,0.46516037,1.2773728,0.52637553,1.2361244,0.660477,0.5831608,1.0766037,0.84879524,0.9592549,0.574702,0.7147596,1.417662,1.2455635,0.4290552,0.9156266,0.8236251,0.6657466,0.70217323,0.9310542,1.2217791,1.1245973,0.7481222,0.78567463,0.62678117,1.293973,1.361908
dish,0.99676716,1.1016303,1.006795,0.79272413,0.8625965,0.8085585,0.93360525,1.094495,1.0216447,1.0669386,1.1807572,1.185314,1.0255804,1.1023259,1.0466084,1.1192522,1.0364724,1.1411538,0.8589571,0.9493236,0.7743722,1.1966289,0.9109477,0.8831712,0.87145376,1.1162022,0.93576694,1.2106262,1.1543614,0.8365272,0.86332065,1.133928,1.0711256,0.9851042,0.8383212,0.76910675,1.1177435,0.956593,1.1199392,1.0104121,1.0016142,0.0,1.1255755,0.85846233,1.1345845,1.0343114,1.1072887,1.0654945,0.82273686,1.1413468,1.0061646,1.145965,1.0876812,1.0607967,1.0758985,0.85233337,0.75046504,0.9033608,1.1624895,1.0201322,0.8742511,1.0458167,0.8049445,0.99233615,0.9767129,1.1002669,1.0533978,1.0743673,1.0293587,1.1295829,0.9033928,1.0925658,0.972684,1.1499358,0.99317896,0.8056843,0.98573166,0.87799656,0.7584124,1.1423453,1.1833987,1.2065651,1.0549079,0.8378927,0.9626033,1.0661436,1.1339532,0.87222815,1.1851825,1.1165328,0.96792305,1.1693438,1.0166763,1.1059189,0.6724579,0.8208854,1.0921758,1.0791247,0.9957335,1.0163847,1.1255289,0.7499976,1.0582373,1.0762908,1.1780146,0.9973543,1.0368652,0.96984076,0.8749918,1.1763695,0.9798079,1.1363158,0.7484225,0.79350644,1.0352017,1.1297928,1.0529618,0.946438,0.8702134,1.1116955,1.17972,1.1714481,1.1677921,0.69306463,0.7393685,1.0802289,1.1119872,1.146839,1.2748661,1.1797341,1.1905274
dog,0.5512003,1.4143456,0.49538738,1.1036443,1.3297102,1.1836822,1.169019,1.1137787,0.6761768,0.48962075,1.3228676,0.64979196,0.69421935,1.2304785,0.49916697,0.7586525,1.3250206,1.4900341,1.4780914,1.3171983,1.1474105,1.1239117,1.2427807,1.1098181,1.3453599,1.2011983,1.3618993,0.49665225,0.7945129,1.1805459,1.2549362,0.9673112,0.93375224,0.98113257,1.1287626,1.187676,0.5174088,0.6934304,1.4361771,0.72508264,1.511349,1.1255755,0.0,0.8841323,1.0656055,1.1523643,0.52814585,0.97751635,1.1886011,0.56949866,0.59761715,1.1217772,1.0621487,1.0723609,1.0973186,1.2973258,1.0979111,0.9370584,1.05422,0.7737589,1.2639214,0.5844846,1.0214937,0.6928296,1.1529778,0.52270365,0.9963996,0.62637943,1.0079572,0.48468578,1.3270686,0.8919836,1.4269795,0.9005581,0.84054714,1.0280952,1.1012166,0.7140037,0.9823417,1.2926432,1.3251631,1.2752938,0.9608695,1.3732405,1.1504201,0.5714,0.5665542,1.0411541,1.3300909,1.3793638,1.1348194,0.9611767,0.733801,1.1896925,1.4234312,1.2521954,1.0525028,1.1863978,0.94091296,0.99823904,0.8938936,1.2481534,0.47216845,1.0542768,0.9885266,1.3948919,0.80612737,1.2980533,0.9054385,1.2963881,1.1376076,0.97053546,1.3049989,1.115421,1.376306,1.085653,0.5383842,0.73033285,1.4325348,1.0530967,1.2145417,1.3058681,1.2407227,1.1518503,0.9706755,0.9637571,1.1447659,1.30083,1.2313049,0.8177246,0.75221604
doll,1.0406978,1.170913,1.0034628,0.97022206,1.0469402,0.9450865,0.8121607,1.1011885,1.08368,0.73667586,1.2399046,0.9545872,0.6370252,1.2249134,0.77446914,0.85791147,1.065011,1.1511772,1.1458404,0.92594147,1.1109953,1.0939045,0.9247985,0.94358045,0.9957628,1.0149001,1.1729093,1.1450739,0.97410333,1.2227494,1.1297216,0.9771006,0.9721481,1.1564353,1.1349792,1.0239804,0.82557213,0.99443525,1.2797136,0.751733,1.0891618,0.85846233,0.8841323,0.0,1.0639404,1.1111195,0.7914467,1.1556131,1.1406211,1.0057749,0.8915052,1.1788169,1.2015238,0.9637738,1.1609361,1.1117188,0.9904852,0.8443754,1.1643403,0.7235702,1.1934583,0.9241442,1.074897,0.90461063,0.9972204,1.0055907,1.0696659,0.9053993,0.9275204,0.9990664,1.0507481,0.9733019,1.1726258,0.98862594,0.9697374,0.97621936,0.89278126,0.682415,0.9410959,1.2059842,1.2862306,1.2888107,0.76844716,1.1045644,0.98203635,0.518806,1.0421774,0.9121892,1.2986786,1.2664756,1.2163695,1.0003507,0.82830054,1.0183944,1.1706425,0.9592836,0.9383272,1.1238089,0.8839155,1.0482283,0.94810694,0.9717732,0.9420776,1.051456,1.0355101,1.0881487,0.97534007,1.1299422,0.83228844,1.260008,1.0672754,1.0422207,0.9791908,0.9120119,1.2090871,1.0624608,0.9271743,0.7825817,1.1455467,1.1974247,1.2244549,1.2063458,1.2212223,0.48770058,0.7332532,0.99392325,1.054228,0.9700176,1.3010626,0.9893193,0.9242629
door,1.1851391,1.2340951,0.95848304,1.2397162,1.0790204,1.1577206,0.9449272,0.573494,1.1196731,0.84930986,1.0110164,0.73765755,1.0303513,1.1768965,0.92029804,0.9676909,1.1417593,1.0735248,1.2364511,1.0262911,1.3564358,0.7805859,1.0063202,1.0786536,0.9011381,0.9851543,1.2479203,0.77781856,0.5223379,1.176205,1.0171747,0.117144585,0.91266364,1.0734987,1.1498829,1.1913137,0.8046962,1.1149769,1.1729077,0.7709464,1.1526362,1.1345845,1.0656055,1.0639404,0.0,0.6227959,0.88720703,1.20831,1.3881989,0.98839414,0.96426255,1.1762332,1.274401,0.9723094,1.2159729,1.0503736,1.182619,1.0213013,1.1863564,1.1380849,1.3863947,0.9942761,1.2442609,1.0840563,1.1893156,0.9811511,0.84529215,0.8710805,1.0578201,0.917976,1.025369,0.47336495,0.9710165,0.9798999,1.0698062,1.0018227,1.013217,1.1394825,1.0860177,1.1702677,1.0471176,1.1115773,1.1909837,1.2306653,0.6010052,0.96108615,0.8270364,1.0078052,1.2023456,1.1440948,1.2524889,1.0544049,0.92818165,0.93775874,1.2663338,1.2581966,0.9508409,1.0259678,0.552678,0.9411725,0.8632244,1.115419,0.88915277,1.1800725,0.944377,1.071876,0.35051322,0.81041783,0.8711078,1.2213743,1.332818,1.0715479,1.0258254,0.8957925,1.2314837,0.9066913,0.9173519,0.9431485,1.2116803,1.2656639,1.1099033,1.2564365,1.0494912,1.1346296,0.9731873,0.8273059,1.0363946,0.68130034,1.1886494,0.5359591,0.8680726
drawer,1.0394896,1.2077819,1.0477979,1.0919095,1.1163249,1.188303,0.8891487,0.46366656,1.253359,0.95962274,0.90503013,0.5966384,1.2278752,0.9996702,1.014762,1.0518973,0.7587277,1.0084317,1.0691863,0.79588234,1.2008387,0.5376078,0.9827691,1.0850668,0.7525888,1.0644433,1.1151676,1.0636479,0.6628806,0.963255,0.9083892,0.79653215,0.8034699,0.9527951,0.8981339,1.0793983,0.87301135,1.2236924,1.0218725,0.81046784,1.077016,1.0343114,1.1523643,1.1111195,0.6227959,0.0,1.1526027,1.0937698,1.1602638,1.2418069,1.1187428,0.98163015,1.1230093,1.0464962,0.99398124,0.72225356,1.0215526,1.0116861,1.1530917,1.0874381,1.1653537,1.1416717,1.1181898,1.051266,1.1403973,1.1880949,0.8436239,1.0970713,0.9455737,1.035536,0.8463161,0.6896007,0.85910267,1.0064063,1.1288325,1.0337863,1.045114,1.0949966,1.0813518,1.1659698,1.0058504,1.0278969,0.97535634,1.1001997,0.5933733,1.176105,1.0306844,0.7080951,0.9740488,0.8874748,1.0880582,0.85788023,1.0338765,1.0078561,0.9764659,1.1111605,0.8080907,0.8709483,0.7105684,0.9231405,1.0149143,0.8851769,1.156174,1.0595686,0.9719875,1.0619771,0.80861604,0.6840413,1.1250904,1.0573255,1.0744582,0.99040663,0.78538054,0.91695786,1.1472982,1.1437235,1.1383438,0.9186839,1.1087843,1.1022363,1.1276876,1.1567502,0.9851679,1.0853125,0.89865565,1.0329181,1.0706527,0.6584554,1.1218946,0.80169106,1.1230925
dress,0.77466357,1.487017,0.606103,1.166441,1.326452,1.3472092,0.9004529,1.0521952,0.7483138,0.4615062,1.3566813,0.6398977,0.32004762,1.4262767,0.5168404,0.7513375,1.3308485,1.4134784,1.4789655,1.1685033,1.4535569,1.0624719,1.0913368,1.1041888,1.2649885,1.1825966,1.5143111,0.7599168,0.7186581,1.3540174,1.3114437,0.8022329,0.8343699,1.0282078,1.2343019,1.1718026,0.58478624,0.67546195,1.5338122,0.58638847,1.4562465,1.1072887,0.52814585,0.7914467,0.88720703,1.1526027,0.0,1.191452,1.4244118,0.72386265,0.7147011,1.2781639,1.2194579,1.0067015,1.348793,1.3765368,1.2484208,0.78811604,1.2451895,0.81467426,1.2889376,0.7531235,1.1269553,0.85116225,1.2761176,0.72418773,0.9465891,0.41838217,0.9210742,0.4743322,1.3383489,0.7518511,1.4730307,0.73100996,0.9545736,0.9490703,1.0124258,0.6551016,0.9323061,1.3796399,1.3148885,1.3142114,1.1365626,1.5178685,0.979139,0.3579445,0.47532487,0.9428302,1.4837677,1.5012395,1.2183566,1.2140918,0.6883359,1.1474792,1.4861016,1.4453982,0.9225745,1.2519969,0.7316253,1.1394801,0.57592016,1.2319559,0.32557142,1.0983049,0.75945604,1.3843658,0.68438005,1.270175,0.75949746,1.4554967,1.3191512,0.8652579,1.2964526,1.0880535,1.4353688,0.95954067,0.40900123,0.57861793,1.401022,1.3227324,1.3300629,1.3969612,1.2793541,0.99272966,0.79717684,0.8992472,1.1358554,1.1881821,1.381438,0.72681135,0.5762689
ear,1.0887579,0.69652677,1.0063401,1.0016677,1.0710388,1.0524228,1.3473116,1.1646751,0.97061485,1.2219381,0.8659635,1.1545422,1.0753196,0.97402906,1.184364,1.1591295,0.97728467,0.9606538,1.0104415,1.2930981,0.6940321,0.947861,1.2440429,1.1658406,1.1500578,1.1091846,0.68767273,1.0915729,1.1854963,0.63382906,0.96388924,1.1759483,1.1123233,0.8825054,0.8127794,1.0459095,1.1080023,0.99706733,0.74695253,1.2778687,0.97547317,1.0654945,0.97751635,1.1556131,1.20831,1.0937698,1.191452,0.0,0.6289833,1.0611963,0.94128656,0.5576132,0.53473043,1.2374618,0.50078356,0.9559611,1.096886,1.1689757,0.61487114,1.0415571,0.76266783,0.8714611,0.85589,0.7988368,0.868517,1.1169463,1.0522532,1.089606,1.0477629,0.9951783,1.0936434,1.2578832,0.9889384,1.0098733,0.7011723,1.1464603,1.260896,1.139112,1.0964178,0.7931092,0.63338876,0.6347083,0.6991655,0.9303521,1.2334946,1.104383,0.9892031,1.1539768,0.73170173,0.75724375,0.5990811,0.8578165,1.2029603,1.1770712,0.9283472,0.9704775,1.2597628,1.1090692,1.2494396,0.949618,1.0353155,1.1294562,1.0509118,1.0546854,0.96541286,1.011051,1.167812,1.1812196,1.257598,0.70635855,0.7740719,0.8707582,1.1668594,1.185434,0.6661606,1.0709051,1.0963287,1.3088065,0.9848639,0.4743901,0.7297501,0.7802938,0.69188225,1.2582176,1.3490691,1.2657957,1.1608126,1.1954188,0.79180235,1.1357723,1.1364275
egg,1.1110744,0.4421996,1.183485,0.49478436,0.55212283,0.73866093,1.2523904,1.3302928,1.0446279,1.3340384,0.86777985,1.3555586,1.3438911,0.86530006,1.3225963,1.2010365,0.95584077,0.824738,0.7139978,1.1025445,0.41603625,1.1929753,1.1879485,0.92979383,1.1118878,1.0564022,0.37817574,1.2466966,1.3998227,0.48465085,0.84610814,1.3710995,1.2319245,1.0500505,0.78768146,0.7514864,1.2993257,1.0853359,0.66081667,1.3894075,0.82679355,0.82273686,1.1886011,1.1406211,1.3881989,1.1602638,1.4244118,0.6289833,0.0,1.1646494,1.0693331,0.63482416,0.700847,1.1927611,0.62789255,1.0613413,0.84130603,1.2595723,0.6902163,1.1316806,0.5140894,1.0152649,0.65607417,0.9813963,0.68140537,1.1526269,1.2118167,1.2988958,1.1766979,1.2177293,1.0395623,1.3680319,0.7938118,1.107726,1.0013381,0.96787524,1.1656451,1.1703575,0.85974354,0.6272519,0.78552866,0.7569233,0.76762396,0.2007724,1.3110338,1.3331027,1.2230314,1.1011851,0.74268556,0.73899156,0.56149995,0.8963291,1.1812191,1.1514637,0.70708543,0.3302492,1.2884927,1.0504985,1.4055376,1.101041,1.2701839,1.0398744,1.2760246,0.97564983,1.108833,0.90825284,1.3241494,1.0769161,1.2058395,0.64914984,0.6196483,1.0983157,1.0995696,1.0812964,0.5418653,1.1307646,1.2920835,1.3655478,0.7078822,0.5431932,0.67848456,0.6979633,0.831115,0.95447046,1.2363352,1.2577269,1.0503361,1.2511045,0.70715964,1.394049,1.2337431
elephant,0.7985654,1.2744184,0.6269623,1.1676625,1.1931273,1.1013242,1.2422637,1.0439172,0.44790012,0.72413635,1.220232,1.0548522,0.73331475,1.2039373,0.74616265,0.6661173,1.3589679,1.4140189,1.3226743,1.2775759,1.2348326,1.1542813,1.2313745,1.1517735,1.338224,1.1392293,1.2721459,0.47221017,1.0225847,1.1890192,1.1401248,0.98801047,1.1153077,1.0718727,1.2362641,1.01084,0.86274517,0.622946,1.2581947,0.8743346,1.4191777,1.1413468,0.56949866,1.0057749,0.98839414,1.2418069,0.72386265,1.0611963,1.1646494,0.0,0.8684551,0.99173534,1.0720263,1.1769929,1.2302876,1.1298375,1.1762071,0.99171364,1.0096292,0.9471654,1.178133,0.8279337,1.0159357,0.7213433,1.2280557,0.27778828,0.88870245,0.69038844,1.0880198,0.7272209,1.1261111,0.9541597,1.1808691,0.8127816,0.89640045,1.0764737,1.0758168,0.79063296,0.9380187,1.1488518,1.2701637,1.1712611,0.97865355,1.2799993,1.1419693,0.653952,0.7547446,1.1426096,1.1476547,1.2098842,1.1205883,1.21714,0.9565955,1.2422992,1.276999,1.2173661,1.2031046,1.2627596,0.97215235,1.1242591,0.9098307,1.2107592,0.6810036,1.1037519,0.9803955,1.3531759,0.864264,1.1783644,0.7502417,1.2082567,1.1884878,0.9196461,1.1225317,0.97329086,1.2560179,1.1631981,0.6768887,0.91103214,1.2799767,1.027617,1.089183,1.1336055,1.2438003,1.1885216,0.9696667,0.82933986,1.0577321,1.2060518,1.1152062,0.886372,0.51424235
face,0.87126607,1.2192159,0.7173307,1.0075743,1.193366,1.1874516,1.1551471,1.1372958,0.9404896,0.61920905,1.2731273,0.871537,0.8376155,1.3510109,0.8244956,0.8094407,1.2839069,1.344388,1.3189185,1.180112,1.146078,1.1071316,1.1681598,1.043398,1.2983893,1.1016947,1.2784569,0.91367435,0.9199306,1.222105,1.1803483,0.85346633,1.0029864,1.1193413,1.0885661,1.0975802,0.71714747,0.7693624,1.2932161,0.77602977,1.3288255,1.0061646,0.59761715,0.8915052,0.96426255,1.1187428,0.7147011,0.94128656,1.0693331,0.8684551,0.0,1.1346152,1.0195754,1.0673307,1.1220099,1.2333983,1.1329672,0.81147075,0.8348323,1.0743258,1.1241978,0.12886012,1.0547827,0.8122262,0.9654623,0.780423,1.1248031,0.7928575,0.99636304,0.70899856,1.2453327,0.8912908,1.3255378,0.8845998,0.8995036,1.031413,1.0026656,0.9306381,0.8819538,1.1312056,1.3034854,1.2626076,0.82761943,1.2461007,1.0952499,0.77874637,0.7587731,1.029111,1.2796944,1.3284469,1.1272542,1.2130218,0.8519132,1.2060632,1.2707022,1.2104769,1.1438503,1.2066388,0.780945,1.2190996,1.079233,1.2091081,0.542574,1.193079,1.1635557,1.3284287,0.751173,1.2912333,0.78991556,1.2472342,1.1849803,1.1226712,1.2683787,1.0894712,1.2508674,1.093287,0.5831796,0.7709943,1.2631855,0.9726432,1.1067868,1.201327,1.3516902,1.0130161,0.8522016,0.91999966,1.0897527,1.1979713,1.2428584,0.8101411,0.97901386
