,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
pajamas,0.8038069,1.4065728,0.5511121,1.2211463,1.3809731,1.3403951,0.9362066,1.0182303,0.7242735,0.39065957,1.3335747,0.6797431,0.42633736,1.4633514,0.43530917,0.75608784,1.3263394,1.4682554,1.4723214,1.192563,1.4210902,1.0394537,1.1230754,1.1858476,1.2159793,1.2175013,1.452426,0.7499465,0.7624359,1.318928,1.4061542,0.8485582,0.89721525,1.0320772,1.2251785,1.1669068,0.5185495,0.6696316,1.5016439,0.5672686,1.4447606,1.0661436,0.5714,0.518806,0.96108615,1.176105,0.3579445,1.104383,1.3331027,0.653952,0.77874637,1.2507987,1.1535499,1.1737442,1.2990139,1.340452,1.3128242,0.81136143,1.2380809,0.691457,1.3662521,0.8076314,1.1029513,0.7819983,1.3169425,0.6803249,0.95976806,0.381433,0.9357568,0.4161088,1.3383417,0.81630456,1.5232317,0.7110483,0.83453834,1.0210245,1.0508487,0.5875589,0.9281368,1.3669543,1.3580012,1.3292994,1.0478045,1.4550375,1.0703087,0.0,0.45570707,0.991271,1.4388528,1.4284041,1.2578762,1.1060477,0.70612097,1.2719381,1.4664409,1.3827353,1.0466194,1.2787902,0.82192826,1.1412988,0.60783094,1.2107708,0.38025773,1.1256341,0.7162278,1.4279431,0.75853574,1.2931657,0.6935339,1.4326848,1.3726779,0.811651,1.2547286,1.1565299,1.4285271,1.0336498,0.38373542,0.5780136,1.4149325,1.2952123,1.345346,1.3828485,1.3292906,0.9678511,0.79493743,0.94070315,1.1959345,1.153442,1.407156,0.8109789,0.45254093
pants,0.827348,1.4085348,0.5028131,1.2247348,1.4080207,1.4305942,1.0882523,0.9740925,0.7313611,0.5161644,1.2706445,0.51438546,0.7579096,1.4376758,0.581877,0.8636452,1.3650053,1.4281602,1.4737577,1.2573789,1.3723185,0.96139425,1.1046054,1.2545477,1.1549904,1.275804,1.3481543,0.694049,0.5714569,1.1800026,1.3272747,0.77337915,0.90357244,0.9142776,1.1772686,1.1979889,0.48573267,0.779771,1.4397264,0.68399686,1.4424218,1.1339532,0.5665542,1.0421774,0.8270364,1.0306844,0.47532487,0.9892031,1.2230314,0.7547446,0.7587731,1.0812347,1.1104589,1.1922163,1.109838,1.3274298,1.3698788,0.9231353,1.1465929,0.7799642,1.300066,0.732094,1.1237363,0.7686584,1.3227886,0.71285784,0.92438066,0.3291471,1.0040357,0.085499644,1.3890716,0.76516473,1.4845555,0.66030234,0.9306188,1.0677794,1.131809,0.79002094,1.0209585,1.3457602,1.1478667,1.1937819,1.0970622,1.4179761,0.933845,0.45570707,0.0,1.0690385,1.364918,1.3445035,1.1092908,1.1326091,0.8569064,1.2797748,1.5228391,1.4021511,1.0242919,1.2525978,0.8255826,1.1501629,0.56425655,1.2658134,0.29385483,1.1310846,0.4775474,1.3769174,0.6668423,1.260704,0.8510344,1.36433,1.3316209,0.8649975,1.359132,1.1462556,1.3923028,0.8422215,0.38414532,0.7357832,1.3907726,1.1036154,1.3116587,1.3356318,1.1278186,1.212697,0.9895973,1.0465372,1.2683046,1.1930002,1.3072405,0.7806133,0.6342333
paper,0.9127379,1.2414489,1.0313687,1.0569842,1.0646708,1.1256826,0.8301683,0.8306485,1.130881,0.87851816,1.1541331,0.9062537,0.9500248,1.1504275,0.9213762,1.0104073,0.60098094,1.0127703,1.1066762,0.73373145,1.1276873,0.801778,0.9579613,0.90080035,0.9906397,1.0508295,1.17249,1.1742625,0.9579011,1.0092068,1.0225173,1.0366467,0.81342053,1.0895464,0.8398795,1.0009427,0.97695416,0.96602476,1.1848845,0.796409,1.1119164,0.87222815,1.0411541,0.9121892,1.0078052,0.7080951,0.9428302,1.1539768,1.1011851,1.1426096,1.029111,1.196786,1.1086967,0.92806846,1.2026845,0.9587551,0.8898954,0.7819135,1.2369308,1.0829787,1.0364795,1.1048455,0.90812993,1.0476446,1.2157106,1.1099916,0.903988,1.0092058,0.8187239,1.052177,0.95907575,0.9109974,1.0728673,1.0110956,1.0673546,0.81079686,0.8366538,0.9347839,0.947218,1.21067,1.2022626,1.2256708,1.0173407,1.1014888,0.91461766,0.991271,1.0690385,0.0,1.1859994,1.1514186,1.119425,0.9949737,0.8872411,0.99177736,0.89173454,1.0487325,0.90489894,0.9239534,0.78692985,1.0390038,1.1633015,0.61848044,1.0342188,1.150039,1.0840701,1.2334557,0.9441733,0.9804015,0.97658545,1.2847178,1.0697805,1.0183687,0.7666862,1.0971681,1.1939847,1.0850492,0.9922065,0.5708431,1.1154609,1.2195771,1.1838995,1.2315264,1.16451,0.7959266,0.55333817,0.9450997,1.0130391,0.96462876,1.2465904,0.8915854,1.097554
pen,1.1238995,0.46994805,1.3280618,1.014633,0.71593654,0.87340254,1.2767386,0.91336584,1.0642253,1.5175574,0.3064388,1.358178,1.3109088,0.35913968,1.4354357,1.1320322,0.5540369,0.6064079,0.5753801,1.0490685,0.7538456,0.8636221,1.1809757,1.0986251,0.93997127,0.85512996,0.50061953,1.0162524,1.3060133,0.67089176,0.7455152,1.3245101,1.2559974,0.79810816,0.832974,0.93824995,1.4342961,1.3132527,0.11952418,1.4798977,0.68469745,1.1851825,1.3300909,1.2986786,1.2023456,0.9740488,1.4837677,0.73170173,0.74268556,1.1476547,1.2796944,0.63856786,0.50786406,1.1230247,0.51571345,0.4894805,0.88266486,1.4133337,0.5050389,1.1958636,0.67776567,1.2176217,1.1655213,1.1778567,0.655385,1.2444472,0.9122164,1.452997,1.2869837,1.372649,0.6375897,1.3136721,0.5603505,1.2700989,1.0563927,1.2657527,1.1741842,1.467155,1.3954222,0.36766195,0.42758197,0.3038835,0.8632435,0.69459,1.2785156,1.4388528,1.364918,1.1859994,0.0,0.08832747,0.6814558,0.7458403,1.394852,1.0254087,0.55172455,0.90177244,1.1228807,0.7636384,1.4735388,0.93346024,1.2224737,0.81346524,1.4433401,0.8541608,1.0653268,0.6336901,1.4277132,0.9359708,1.3473706,0.25816774,0.71409774,0.906115,0.8001745,1.0958365,0.49731612,1.090092,1.4528364,1.540552,0.59760386,0.54986334,0.44728506,0.39237505,0.54573375,1.2353565,1.4553177,1.1775478,0.8785035,0.7977876,0.27310085,1.2987629,1.22503
pencil,1.1310154,0.51602215,1.2738441,1.0306512,0.7533864,0.86370444,1.2602714,0.9155119,1.1402166,1.5537741,0.32176375,1.3374696,1.3200984,0.36641967,1.4490433,1.149462,0.6274003,0.65384257,0.673012,1.0792812,0.7545235,0.81686234,1.194978,1.0896928,0.91744167,0.95116115,0.47264874,1.0777528,1.2836334,0.61350024,0.7390777,1.2759423,1.2428988,0.7794026,0.832978,0.8796951,1.443799,1.2657214,0.16994202,1.4964151,0.7273459,1.1165328,1.3793638,1.2664756,1.1440948,0.8874748,1.5012395,0.75724375,0.73899156,1.2098842,1.3284469,0.5519831,0.58080715,1.1291538,0.4741131,0.42465198,0.91157484,1.4226909,0.59880835,1.150067,0.76910317,1.2814691,1.0939834,1.0794737,0.7210694,1.2620764,0.88362455,1.4184548,1.2801023,1.3769603,0.621787,1.2523696,0.55876803,1.1932361,1.0112342,1.220544,1.1804597,1.4377819,1.3200107,0.4721434,0.414351,0.29450577,0.88381416,0.66929346,1.2205137,1.4284041,1.3445035,1.1514186,0.08832747,0.0,0.6414427,0.7753883,1.43511,1.0115988,0.62585425,0.8688314,1.1256688,0.8148696,1.4564482,0.91623414,1.1736481,0.7723061,1.4609735,0.90196997,1.0102003,0.61191106,1.4176512,0.9364391,1.3523912,0.295794,0.8050978,0.9162772,0.74118197,1.0497336,0.48385966,1.0616409,1.4604418,1.5500441,0.6954199,0.5430187,0.5201462,0.4201007,0.53270304,1.2455374,1.4379743,1.1675932,0.9694441,0.73414373,0.3783282,1.3065722,1.2572889
pickle,1.0287879,0.59323454,1.1569351,0.7873357,0.9127643,0.83928615,1.2690048,1.2559816,0.94935787,1.297626,0.75393045,1.131347,1.1178021,0.82627684,1.2151548,1.1947044,0.92348886,0.91834307,0.9018506,1.2174559,0.60847825,1.030455,1.2551787,0.9902618,1.0380603,1.1666859,0.57375574,1.1271554,1.2629693,0.48939306,0.9424372,1.271782,1.1457518,0.87731236,0.79642284,0.6289761,1.223206,0.93863344,0.594145,1.2926116,0.9736024,0.96792305,1.1348194,1.2163695,1.2524889,1.0880582,1.2183566,0.5990811,0.56149995,1.1205883,1.1272542,0.6860267,0.489941,1.099328,0.5780908,0.93909335,0.7587779,1.2437823,0.6411519,1.0292857,0.70211273,1.0577965,0.8244089,1.0094808,0.86252034,1.2066427,1.0711707,1.1659503,1.0790511,1.1270174,1.1229522,1.2815633,1.0121872,1.1611984,0.92573655,0.87074214,1.1984644,1.2125325,1.01569,0.69713223,0.61763316,0.58412594,0.8734741,0.73077416,1.3108981,1.2578762,1.1092908,1.119425,0.6814558,0.6414427,0.0,0.95218897,1.2207594,1.0086918,0.8463373,0.905367,1.1672013,1.0719494,1.2995639,1.0158398,1.0904967,0.93205094,1.2135013,1.0181898,1.0564718,0.90396893,1.2874942,1.2480392,1.2494086,0.6508072,0.82108176,1.0129864,1.0882676,1.1295321,0.6513275,1.1328095,1.2612318,1.3398671,0.9018458,0.6197285,0.6968919,0.69070965,0.70540905,1.0499191,1.2824953,1.1641448,1.1385121,1.1795354,0.6692195,1.3211412,1.2385303
pillow,1.1379876,0.8203822,1.179317,1.0635718,0.83022267,0.9841735,0.9464606,0.6727471,1.1021892,0.94282234,0.6417165,0.8264184,1.1241418,0.68943065,0.6411607,1.1510127,0.63680494,0.74806213,0.75047195,0.97701085,0.83574235,0.8712173,1.1206728,1.1844798,0.84751123,0.8261639,0.8221598,0.86830544,0.79081416,0.9263585,0.9045511,1.0467311,0.94046825,1.0394815,0.9697911,1.14402,0.75589466,1.3813379,0.723902,1.1426413,0.8314425,1.1693438,0.9611767,1.0003507,1.0544049,0.85788023,1.2140918,0.8578165,0.8963291,1.21714,1.2130218,0.8805424,0.84408975,1.0974524,0.7044195,0.94383246,1.056501,1.3745141,0.9496331,0.6646277,0.9856138,1.1721298,1.0994802,1.1271427,0.78048086,1.2652481,1.0615313,1.2212068,1.2382017,1.0832058,1.0126424,1.2044333,0.7745211,1.1655723,1.1263518,1.0991287,1.1792225,1.0962449,1.2990572,0.7808188,0.63476294,0.7377485,0.9286861,0.7838253,1.0608486,1.1060477,1.1326091,0.9949737,0.7458403,0.7753883,0.95218897,0.0,0.9262525,0.91369885,0.830835,0.7998768,0.93666446,0.71580386,1.2553259,0.8407206,0.9690973,1.0960555,1.2178493,0.81760657,0.8773215,0.93034357,1.1697593,0.7852815,1.3691568,0.66021824,0.7632646,0.8183179,1.0384951,1.1838534,0.8924843,1.0157899,1.2927008,1.2585413,0.78575015,0.86153764,0.8380382,0.9335983,0.56423646,1.1638775,1.3701414,1.208617,0.9358891,0.90776885,0.6498441,1.071063,1.0499904
pizza,0.90777004,1.2998285,0.82268465,1.0552304,1.0651236,1.083351,0.66272014,0.94937724,0.93494385,0.54404384,1.3191304,0.69048643,0.83717036,1.2686682,0.5637376,0.9757264,1.0487192,1.1585306,1.2071017,0.9328305,1.1736944,1.0651766,0.9932156,1.1249763,1.0328727,1.0714549,1.2530222,0.8082964,0.80120283,1.1671247,1.1365874,0.8652857,0.7872019,0.99044365,1.1145473,1.161133,0.69283503,0.86615777,1.3708701,0.56811255,1.1998141,1.0166763,0.733801,0.82830054,0.92818165,1.0338765,0.6883359,1.2029603,1.1812191,0.9565955,0.8519132,1.3182162,1.1522981,0.97964287,1.2839811,1.3245022,1.1139772,0.7841532,1.2281537,0.84922874,1.1526433,0.9169736,1.0099525,0.9961089,1.1931121,0.90311444,0.9616997,0.83302504,0.9411221,0.7756177,1.2619355,0.8260601,1.2657971,0.914691,1.09861,0.9189085,0.99075514,0.713307,0.92198646,1.2482722,1.311776,1.4043977,1.1241096,1.1874634,0.9706066,0.70612097,0.8569064,0.8872411,1.394852,1.43511,1.2207594,0.9262525,0.0,1.0091778,1.1807446,1.1481981,0.8944037,1.0287219,0.7836813,0.9405411,1.0102304,1.1162672,0.7530111,1.0651481,1.0869501,1.2587227,0.77700967,1.0396663,0.7696682,1.3506346,1.0765646,0.98177457,1.187979,1.0925192,1.3732238,1.0898929,0.806947,0.60843873,1.1905591,1.3364873,1.1995353,1.2536157,1.2544394,0.8276094,0.77763957,0.9570617,1.1029124,1.1121758,1.2545028,0.7489708,0.8134561
plant,1.0375204,0.9230428,1.3567449,0.9341352,0.8415921,0.82549834,0.83845043,0.88240343,1.2667996,1.315333,0.917533,1.0663333,1.1263698,0.76089084,1.2115113,1.2173083,0.9138429,0.6715804,0.8537867,0.8664885,1.0085526,0.89387345,0.7234823,0.7103003,0.8371395,0.6666467,0.94793636,1.111085,0.9690189,1.0033383,0.9195857,0.97515756,0.8946519,1.053434,1.1603652,1.0308452,1.1879607,1.2163091,0.94570667,1.2103902,0.64326406,1.1059189,1.1896925,1.0183944,0.93775874,1.0078561,1.1474792,1.1770712,1.1514637,1.2422992,1.2060632,1.0920836,1.0717934,0.29325545,1.1415275,0.8654754,0.7971262,0.87760335,1.211749,1.0587838,1.1025213,1.1630597,0.9887593,1.238509,0.96094644,1.3138576,1.110067,1.2869515,0.81901026,1.3351202,0.8481262,1.043361,0.756676,1.165738,1.1928247,0.7448547,0.79961526,1.1230844,0.9963842,1.0354477,0.92747504,0.97749484,1.1551952,0.9481557,0.85415256,1.2719381,1.2797748,0.99177736,1.0254087,1.0115988,1.0086918,0.91369885,1.0091778,0.0,0.8691976,0.94448996,0.88703394,0.8713877,1.0169942,0.73147106,0.9577936,0.96294296,1.2792873,0.99609685,1.1165403,0.7207258,1.0448605,0.74901545,1.1716881,1.0781084,0.8736696,1.1746619,0.8067511,0.92533207,0.9141567,0.8311978,1.2993844,1.1032888,0.91763616,1.2570342,1.016384,1.0297302,0.9090425,1.0135776,1.036513,0.6102201,0.76607984,0.8064884,0.9684967,0.7284641,1.1773019
plate,1.124505,0.63878113,1.4349259,0.7962451,0.6577307,0.63007426,1.0468311,0.8788913,1.1826178,1.4219205,0.6570422,1.3736194,1.302402,0.61864066,1.3370264,1.1749213,0.50886357,0.7205992,0.32219648,0.7960452,0.60324275,1.07597,0.98419064,0.9097638,0.85214126,0.7875073,0.65302134,1.2848227,1.3381083,0.71749896,0.59734595,1.3111094,1.1525117,0.97725624,0.68606794,0.84023875,1.42273,1.2971456,0.51477545,1.3004606,0.6212313,0.6724579,1.4234312,1.1706425,1.2663338,0.9764659,1.4861016,0.9283472,0.70708543,1.276999,1.2707022,1.0209268,0.65458,0.9130839,0.8991193,0.56619716,0.643644,1.1130391,0.87902147,1.2327142,0.5399667,1.294448,0.8567034,1.3169798,0.7720493,1.3428025,1.0785303,1.5087763,1.0168139,1.492741,0.6113199,1.3258305,0.5688565,1.3061624,1.1747022,0.9974197,1.0212536,1.2475226,1.0418048,0.69958955,0.8121152,0.78242326,1.0575051,0.6004151,1.1317633,1.4664409,1.5228391,0.89173454,0.55172455,0.62585425,0.8463373,0.830835,1.1807446,0.8691976,0.0,0.69003177,1.064687,0.77860856,1.3049115,0.86404043,1.3561864,0.67298025,1.4850316,0.8973521,1.254503,0.7543267,1.3024671,0.71429896,1.2634273,0.6698003,0.6458236,1.0747685,0.65025234,0.8781643,0.6933572,1.1427835,1.4542016,1.2314312,0.36700845,0.9323908,0.8001467,0.76639754,0.84633774,0.91300243,0.90812004,1.1170096,0.85730743,1.0344416,0.71023536,1.2605956,1.3383204
pumpkin,1.1790293,0.5354891,1.3046277,0.6208701,0.6210801,0.56390154,0.99177635,1.2206204,1.1402942,1.3990128,0.8875909,1.3912139,1.328032,0.80388224,1.2675004,1.2563492,0.8740222,0.7202573,0.62472403,0.87711525,0.39032292,1.2237463,1.0169373,0.7532939,0.9700231,0.8919862,0.41193455,1.248555,1.3526495,0.70071673,0.83778083,1.2474396,1.1630796,1.1288568,0.829725,0.7751454,1.3368678,1.2013978,0.8160988,1.4000858,0.7007903,0.8208854,1.2521954,0.9592836,1.2581966,1.1111605,1.4453982,0.9704775,0.3302492,1.2173661,1.2104769,0.7911116,1.038218,0.9681593,0.7796408,0.965926,0.7101092,1.2339292,0.96793556,1.0476698,0.7335355,1.1881666,0.68001133,1.0555625,0.6120295,1.2385395,1.1999375,1.3709273,1.1190884,1.4007993,0.76914763,1.3197031,0.724857,1.1334507,1.0471615,0.9351741,1.068211,1.0738786,0.7936366,0.8320638,0.9017595,0.90603673,0.9264273,0.14834237,1.1163838,1.3827353,1.4021511,1.0487325,0.90177244,0.8688314,0.905367,0.7998768,1.1481981,0.94448996,0.69003177,0.0,1.0461797,0.87973994,1.2763975,0.9219861,1.257965,0.87015855,1.4433339,0.8785349,1.1156309,0.72090256,1.3516201,0.822079,1.2169926,0.75523376,0.7432381,1.175254,0.86534756,0.9430347,0.59883326,0.9969988,1.3792148,1.3400552,0.66477084,0.81692886,0.86287874,0.8277579,0.8690913,0.78392076,1.111618,1.1516335,0.8958748,1.0176518,0.87199616,1.3713162,1.280052
purse,1.0116061,1.1673417,1.1761606,1.0491242,1.1523917,0.96495694,0.45012176,0.98292965,1.1598122,0.9435657,1.0311334,0.7335464,0.92981213,0.96889764,0.92496645,1.0928192,0.8018028,0.8597032,0.9377807,0.5895875,1.152522,0.8237361,0.74683404,0.91952074,0.6522766,0.88821244,1.1901654,1.1613486,0.8051293,1.2433333,1.051784,0.94824064,0.8568414,0.9537039,1.0622973,1.1015874,0.9517493,1.201886,1.1509897,0.79968643,0.8881626,1.0921758,1.0525028,0.9383272,0.9508409,0.8080907,0.9225745,1.2597628,1.2884927,1.2031046,1.1438503,1.2734531,1.2510983,0.8258085,1.1099713,0.9193647,0.9320064,0.93279296,1.1817901,0.7936308,1.1381739,1.1399788,1.119347,1.2074252,0.94696164,1.1651797,0.91482705,0.9795558,0.9615577,1.0534413,0.8308888,0.9188707,1.025146,1.0657158,1.1087575,1.048566,0.8748116,0.85630095,1.0496048,1.2265152,1.0291562,1.1032934,1.1801819,1.1641146,0.84218144,1.0466194,1.0242919,0.90489894,1.1228807,1.1256688,1.1672013,0.93666446,0.8944037,0.88703394,1.064687,1.0461797,0.0,0.6551855,0.8731372,0.92957747,0.8653147,0.7954402,1.0787693,0.72461396,0.85739493,0.7759215,1.0205255,0.8148422,1.0485278,1.0608773,1.0425375,0.98402566,0.83482474,0.92514336,1.107931,0.9434126,1.0598143,0.88826513,0.9813383,1.2395064,1.2885599,1.1142638,0.94283056,0.8558236,0.8936801,1.0300416,0.9188102,0.7645651,1.1190698,1.067461,1.0664332
radio,1.1025172,0.87810624,1.2385925,1.031875,0.93564975,0.9926279,0.8590136,0.7823732,1.1571313,1.1721191,0.6996888,1.0198307,1.2424122,0.7070926,1.1593333,1.1193635,0.49045885,0.5311829,0.74206483,0.6302962,1.001821,0.8880383,0.82537997,0.9014153,0.64193594,0.7688548,0.92388695,1.1229521,0.94959354,1.0015155,0.87794346,1.0622541,0.9775816,0.9372091,0.9029451,0.9799364,1.1116499,1.3261712,0.78589594,1.0285913,0.6652074,1.0791247,1.1863978,1.1238089,1.0259678,0.8709483,1.2519969,1.1090692,1.0504985,1.2627596,1.2066388,1.1520377,1.0273446,0.9052401,0.9549872,0.8835665,0.8804773,1.1480907,1.0678879,1.0894809,0.99870735,1.209486,1.1203885,1.2968143,0.8533627,1.2295265,0.96461165,1.2537179,1.0570139,1.2445285,0.7982139,1.1210934,0.78995335,1.139097,1.2698549,1.141053,0.919906,1.2143992,1.2277133,0.9212961,0.8323278,0.87499297,1.1728809,0.8992238,0.9250376,1.2787902,1.2525978,0.9239534,0.7636384,0.8148696,1.0719494,0.71580386,1.0287219,0.8713877,0.77860856,0.87973994,0.6551855,0.0,0.9979614,0.84670657,1.1372819,0.8927512,1.2815051,0.7760353,0.8992771,0.7246972,1.1165056,0.64499617,1.2006001,0.81700146,0.8920245,0.9038017,0.90607613,1.0727005,0.88993984,0.94497156,1.2770891,1.1537001,0.7945499,1.1069901,1.0125306,0.99492866,0.82105243,0.9933054,1.146547,1.089066,0.7681122,0.75150007,0.76539946,1.095831,1.1655469
refrigerator,1.0113636,1.3882873,0.847471,1.199374,1.2810634,1.2497773,0.7833244,0.8546166,1.0708302,0.6396192,1.2813278,0.6899735,0.8899658,1.3587464,0.8450888,0.88618743,1.0718558,1.1000524,1.3074832,0.8465564,1.3914268,0.8484245,0.75621885,0.96215177,0.89117897,1.0608913,1.4211615,1.0395803,0.6504997,1.3202407,1.2500407,0.57635164,0.6790823,1.1974462,1.1884356,1.1719656,0.6832557,0.87246776,1.4511639,0.5404937,1.1383688,0.9957335,0.94091296,0.8839155,0.552678,0.7105684,0.7316253,1.2494396,1.4055376,0.97215235,0.780945,1.3388855,1.3939955,0.91442585,1.4091932,1.1744105,1.165592,0.7130712,1.2875226,1.0525666,1.3655775,0.8127816,1.1607977,0.99759066,1.2548239,0.95732135,1.0060687,0.7565172,0.77598625,0.8366157,1.0720059,0.5578984,1.2992635,0.9344506,0.9925477,0.93734056,0.8141915,0.91726935,0.91491795,1.3916736,1.3265731,1.3653083,1.1649758,1.3692693,0.48601985,0.82192826,0.8255826,0.78692985,1.4735388,1.4564482,1.2995639,1.2553259,0.7836813,1.0169942,1.3049115,1.2763975,0.8731372,0.9979614,0.0,0.994554,0.9308161,1.0042927,0.80361164,1.2441347,0.9997135,1.173276,0.5108884,0.8709502,0.77192396,1.4887207,1.3464928,1.140061,0.9982874,0.9846719,1.3486116,0.96278924,0.685608,0.4999073,1.3230636,1.3972825,1.383381,1.3400673,1.3253609,0.901945,0.63499767,0.8799721,1.0452758,0.8147652,1.3936963,0.6881983,0.9608045
rooster,0.93227917,0.88618785,1.1731412,1.082491,1.0457683,0.89282703,1.0054744,0.8548267,0.99758804,1.2333975,0.90653396,0.9410082,1.1114621,0.7765492,1.0892434,1.2376802,0.8625785,0.8732265,0.89093566,1.0888993,0.9235827,0.94011605,0.974487,1.098473,0.86317265,0.84019125,0.8817912,0.91743547,0.95574987,0.9516711,0.98418725,0.9419646,0.9306458,0.8700462,1.0118669,1.1798942,1.136726,1.0879822,0.93797904,1.0543643,0.8884257,1.0163847,0.99823904,1.0482283,0.9411725,0.9231405,1.1394801,0.949618,1.101041,1.1242591,1.2190996,1.0724335,0.9418573,0.7157161,0.94872046,0.8501675,0.841584,1.0294801,1.1282601,0.9965784,1.1399753,1.1911126,0.97849137,1.1303656,0.9561823,1.2095242,0.9354704,1.1947345,0.8390999,1.1689638,0.8467009,0.9992972,0.9196774,1.1180071,0.9937324,0.95119846,1.0411425,0.9949876,1.0661385,1.0774357,0.854609,0.91936,1.1114488,0.98679596,0.9097132,1.1412988,1.1501629,1.0390038,0.93346024,0.91623414,1.0158398,0.8407206,0.9405411,0.73147106,0.86404043,0.9219861,0.92957747,0.84670657,0.994554,0.0,0.98557353,0.8661246,1.2034339,0.9413993,1.0581511,0.69538474,1.0145774,0.80768895,1.1799101,0.9454751,0.9668257,1.0655764,0.8399774,1.0121034,0.83699554,0.96549517,1.2300858,1.160502,0.96161324,1.1793032,1.0290027,0.9964685,0.80915296,1.0615689,1.1374667,1.0788952,1.0226859,0.8692598,0.9134341,0.8784595,1.1602874
scarf,1.1117983,1.2515633,0.8764598,1.1405169,1.1891737,1.2191309,0.87293285,0.989649,0.92783815,0.9161535,1.1105019,0.7656102,0.6805153,1.1740497,0.7353767,1.0382799,1.2507857,1.1755564,1.2824259,1.1689639,1.2626524,0.9351695,1.0347468,1.0894338,1.0351412,1.098531,1.2373141,0.84609735,0.77852976,1.2004569,1.1981428,0.857669,0.8700616,0.9021562,1.1738331,1.1340463,0.8142432,0.99092233,1.2789817,0.98964256,1.2114705,1.1255289,0.8938936,0.94810694,0.8632244,1.0149143,0.57592016,1.0353155,1.2701839,0.9098307,1.079233,0.95287997,1.1752023,1.0186199,1.0397208,1.1182057,1.266187,1.0036553,1.1800836,0.708007,1.2601165,1.0153917,1.0812117,0.90612954,1.1116456,0.97992927,0.9865377,0.516799,0.9655004,0.71322554,1.1636951,0.9781555,1.1876937,0.80897784,0.8994208,0.9919484,1.064945,0.78795826,1.036117,1.2462454,0.9500295,0.96907806,1.112648,1.2659106,0.9274181,0.60783094,0.56425655,1.1633015,1.2224737,1.1736481,1.0904967,0.9690973,1.0102304,0.9577936,1.3561864,1.257965,0.8653147,1.1372819,0.9308161,0.98557353,0.0,1.1891935,0.6697453,0.9106286,0.59312665,1.1311042,0.91188246,1.0996519,1.0818638,1.1186411,1.1433685,0.7859032,1.1094022,0.99636674,1.2438383,0.7660623,0.7027265,1.0269741,1.2468865,1.1293615,1.2128474,1.1914593,0.9080819,1.1522837,1.1018776,0.9726544,1.0966569,1.0160528,1.1422201,0.87361056,0.56128585
scissors,0.89883363,1.008578,1.2242444,0.92131597,0.9819249,0.75732774,0.87806475,1.0239642,1.1527635,1.2426512,0.95372313,1.1926408,1.1325005,0.8257353,1.2361159,1.1240131,0.7101215,0.94317454,0.79093,0.80177915,0.90381587,0.8195139,0.9223351,0.82799083,0.8637903,1.0010141,0.9465364,1.2527938,1.1922388,0.88807,0.9519455,1.1778306,1.0079279,0.9248841,0.8426846,0.78578424,1.2974362,1.0985429,0.8638365,1.068155,0.9222043,0.7499976,1.2481534,0.9717732,1.115419,0.8851769,1.2319559,1.1294562,1.0398744,1.2107592,1.2091081,1.0527152,0.99073905,0.8653178,1.0127686,0.5184194,0.52168167,0.9868523,1.1136873,1.0566701,0.82785624,1.2008009,0.97080964,1.1466131,0.939926,1.2368228,0.82688046,1.2406065,0.9628795,1.282583,0.5217202,1.0485102,0.92246604,1.2123665,1.0234706,0.8879569,0.91525406,1.0168569,0.983487,1.1452973,1.0281391,0.98628014,1.0592661,0.9516313,1.0585052,1.2107708,1.2658134,0.61848044,0.81346524,0.7723061,0.93205094,1.0960555,1.1162672,0.96294296,0.67298025,0.87015855,0.7954402,0.8927512,1.0042927,0.8661246,1.1891935,0.0,1.3107057,0.9225698,1.15299,0.66796714,1.2195809,0.94934815,1.040002,0.99914336,1.037771,1.0061828,0.2998016,0.8786584,0.9318662,1.0750803,1.237693,0.9691113,0.8148598,1.1599934,1.1634247,0.8781302,1.0270265,0.6491123,0.80131155,1.0811876,1.0319265,0.7911476,1.0740463,1.1961625,1.2661068
