,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
raisin,1.3311293,0.82608247,0.700799,1.0186521,1.2110431,0.46445757,0.45309615,0.93356705,1.1212686,1.289175,1.1432292,1.3666885,0.9943519,1.2688096,1.2338804,1.0538083,1.3410656,1.0356071,0.94046736,0.9654234,1.3563664,0.74084467,1.0798062,1.1477845,0.8076794,1.0304962,1.0927113,0.8518601,1.1811738,1.3250229,1.243782,0.75709486,1.2200207,1.2228633,1.0920405,1.127246,0.91166615,0.9730206,1.3601794,0.7948631,0.7569688,1.4211185,0.8851334,1.0544972,1.2412933,1.1292875,1.2478709,1.055188,1.2556074,0.67548823,1.1271386,0.5696406,1.046462,0.58139646,1.2113936,0.80187154,1.1272129,0.9277869,0.87686706,1.0294758,1.3606353,0.6249089,0.93626773,0.63726497,1.0838789,1.0009696,0.9058034,0.69667226,1.1350096,1.0577612,1.3186123,0.9346163,1.2086278,0.7742026,1.3524878,0.85783434,0.8160447,0.83331394,1.1040845,1.2140453,1.0078667,1.115563,1.0958793,0.5557869,0.9099916,0.76566386,0.5300211,0.7186981,1.2303829,0.97445464,1.246165,1.2463776,1.1597047,0.8414991,0.8273966,0.7229981,1.1416159,1.0111638,0.825134,0.9530177,0.880092,0.8337256,1.1435888,1.1011248,0.0,1.2867396,1.0915126,0.89863586,1.1960571,1.0561919,1.2113929,0.88937986,1.1300013,0.75202334,1.2222818,1.1055431,1.213375,0.68623155,0.7242273,0.94988596,0.81219804,1.0389462,1.2077839,1.2863947,1.3606863,0.6935077,0.48194134,0.6945134,0.8852867,0.9311215,0.7690287,1.0768615,1.0965627,1.1725506,0.55041003,1.2410805
refrigerator,0.96757793,1.1873237,1.292029,1.0437783,0.9065115,1.2272416,1.2822769,1.2120085,0.74207366,0.63223886,0.9620711,0.83528185,1.0103188,0.7160609,0.9919539,1.1021361,0.95418334,1.0006763,1.0124031,1.1265273,0.6312428,1.3810538,0.6542134,0.7110233,1.1127286,0.74006057,0.9331117,1.2949929,1.0522155,0.5506528,1.0325108,1.039223,0.37596643,0.69561034,0.89602315,1.0384171,1.2129881,1.0297832,0.81230044,1.3153609,1.269805,0.67007756,0.999688,0.8668897,1.0555799,1.0646787,0.23643452,0.53207827,0.88123155,1.2862321,0.9433791,1.2569983,1.1188388,1.3789055,0.58794487,1.1841651,1.0962834,1.1160212,1.1533569,1.1740079,0.85806936,1.3024085,1.106989,1.3084339,1.0305125,1.1124086,1.2005864,1.2010546,1.0057327,0.95439696,0.76585555,0.86845875,0.93932563,1.1302594,0.58836377,1.0023661,1.1608407,1.137521,0.8770821,1.0779549,0.74544275,0.8930041,1.0691962,1.3556061,0.9775269,1.1785378,1.3726716,1.2763655,0.29819542,1.1396698,0.96611834,0.889944,0.90687674,1.2577822,1.230218,1.3139765,1.090029,1.1414305,1.3006861,1.0147816,1.1523399,1.1743416,0.91638684,0.92244196,1.2867396,0.0,0.871256,1.194711,0.9675845,0.9651959,0.9950727,1.0402267,0.9225416,1.1531264,0.5516362,0.714728,0.8343846,1.3049628,1.1037974,1.1516447,1.2149656,0.94312364,0.6439462,0.8847167,0.81238556,1.1743007,1.4148703,1.3300316,1.1819323,0.9523051,1.1704245,0.8803981,0.91803426,0.6006687,1.3160039,0.60837007
rooster,0.68934804,1.0486419,1.2072389,0.90648437,0.80657315,1.2188009,1.0955633,1.1743404,1.1156529,1.1191245,1.0098134,1.0226728,0.9159634,0.8745978,0.95913863,1.1953992,0.9748611,1.1869986,1.075238,1.3200827,1.1731884,1.0592539,0.7820606,1.209706,0.97659785,1.051948,0.9307266,1.0405711,0.8248577,0.81090593,0.86762506,1.1444633,0.76702386,0.64162076,1.1193141,1.0355892,1.1465337,1.1394092,0.8899985,0.9700954,1.1826416,1.0539819,1.1626903,1.056899,0.76323867,0.93182695,0.7987739,1.0856848,1.0014225,1.2379708,1.0510285,1.0926822,1.0094683,0.95272493,1.2028422,0.99154335,0.9585767,0.9710214,1.0269179,0.9708647,0.8085524,1.0129987,0.82713795,1.1909994,0.8717774,0.99869716,0.77711385,0.89825827,0.984817,0.865183,0.8109655,1.0136949,0.7748396,0.9214701,0.8495337,1.0229421,0.76056063,1.114991,1.179456,0.862627,0.96208096,1.0372359,0.84574544,1.1031121,0.94113976,0.9575021,1.0724418,1.2162017,0.83416283,1.1049896,0.9071829,0.75243515,1.1012673,1.1659938,1.1009789,1.0789449,0.90809387,1.059424,0.9667961,0.87979794,1.2676847,1.0696373,0.9459101,0.90535355,1.0915126,0.871256,0.0,1.0992793,0.99910164,1.1043187,0.9126258,1.0677996,0.8885097,0.93197894,0.951023,1.1504664,1.0684006,1.1149604,1.2180405,0.9168354,1.0208726,0.93123364,1.020998,0.9520284,0.9898563,1.349441,0.9482318,1.003187,0.967374,0.9787683,1.2741044,1.0511534,1.0655015,0.67976004,1.0923867,0.86856455
sandwich,0.93451494,1.0296758,1.0039511,0.8957816,1.1261085,1.0103904,0.9940846,0.6457698,1.0123041,1.175324,1.0593213,1.1973176,1.0881572,1.0871539,1.1116686,1.0935125,1.0649225,1.0289245,1.1617599,1.0859196,1.0656084,0.3725788,1.0607597,1.0964917,0.99979657,1.185978,1.046473,0.9266864,1.1006417,1.1866865,0.74701726,0.9432088,1.1480436,1.2297496,1.1451974,0.9779238,0.8831998,0.8538711,1.1669102,0.5204865,1.0289602,1.1628869,1.1261523,1.0036342,1.0209653,0.9973512,1.2237563,1.0327003,1.1321946,0.9336863,1.1340361,0.96423846,1.0720655,0.99298745,1.0392659,0.96788895,0.8504172,0.9565666,0.90158826,0.77780443,1.0460894,1.0548944,1.0130664,0.8318811,1.1449485,0.52209246,0.9528767,1.1316497,1.1475616,0.9890386,1.1563691,0.881691,1.1488603,1.0234014,1.1434921,1.053738,0.992796,0.93893594,1.0238463,1.0410501,1.0367962,0.9923756,0.59335643,1.0563638,1.0205884,1.0938187,0.9903226,0.99503297,1.1849986,1.0962912,1.1590025,1.1431288,0.96906006,1.089446,1.0188,0.8812983,0.9543785,1.0674696,0.56079376,1.00705,0.76938915,1.1189493,0.9397639,0.9038747,0.89863586,1.194711,1.0992793,0.0,1.1296167,1.0200207,1.1510328,1.017639,1.0966215,1.0831556,1.2217846,1.062743,1.132841,1.0743076,0.991316,0.9263392,0.9051783,0.9753399,1.1016763,1.1100585,1.1297241,0.93672657,0.93669736,0.9533107,1.0301158,1.0151631,1.0228527,0.9506816,1.0320795,1.1283395,1.0243723,1.1458176
scarf,0.70020145,1.2010474,1.2368349,1.0125504,0.7222188,1.1758919,1.142319,1.250061,1.2158729,0.9019249,0.7967223,0.5622674,1.3589797,1.0608093,0.5878437,1.2513086,0.81239957,1.3521699,1.2094809,1.2898788,0.9296393,1.3100629,0.9984595,1.1842301,1.2080247,1.3507898,0.91771376,1.1032268,0.8331169,0.9916414,0.93655974,1.3814746,0.98113865,0.77227175,1.0973814,1.0417924,0.9705828,1.1804895,0.7321519,1.2682154,1.3680892,0.6483531,1.3268218,1.0606518,0.7059214,0.8537625,0.8882583,1.1489642,0.6409236,1.1441009,0.7347931,1.114409,0.4229715,1.2040887,0.7161799,1.2895969,1.1052887,1.0745704,1.4217337,1.1278833,0.78264135,1.1110699,1.2711036,1.2466798,0.19964981,1.0481577,0.89245754,1.0353599,0.60859185,0.9349147,0.5740594,1.1199653,0.8178036,1.4812996,0.8102791,1.2595328,1.1577748,1.2063549,0.9464495,0.8326881,1.1311295,0.8422345,0.8964286,1.2092769,1.3526468,1.3806772,1.12322,1.2119673,1.1117369,1.0382849,0.43330956,0.6617047,0.99289674,1.3170131,1.3935432,1.3464557,0.7660265,1.3056514,1.3194289,1.28779,1.3363822,1.1986036,1.0597252,0.9113443,1.1960571,0.9675845,0.99910164,1.1296167,0.0,1.227693,0.39733362,1.2723461,0.885084,1.3934022,0.7200786,1.3073908,0.83193356,1.3409922,1.3283943,1.0975772,1.453295,1.0073669,0.8957689,0.3589725,0.6092074,1.2747467,1.2318288,1.3044572,1.2872572,1.3553462,1.1708087,0.8541876,0.81870174,1.1628965,1.3118753,0.84212273
scissors,1.0820154,1.1150203,0.92868024,0.97198415,1.0245347,0.9011519,0.9976113,0.6934953,0.6920174,0.946922,1.0540149,1.251986,0.8729037,1.121565,1.2238344,0.983392,1.0920422,0.6899976,1.02447,0.9141898,0.9131184,0.99557894,0.8141441,0.95802045,0.7960229,1.022764,0.8972376,1.1116544,1.2776479,1.1133676,1.0455517,0.716538,1.1473551,1.2494887,0.84455514,0.6354969,0.99621797,0.9373257,1.2955667,0.92475414,0.73090386,1.0768332,0.964212,0.8763865,1.2607388,1.0331305,1.132175,0.7961186,1.1702716,0.9604566,1.1176797,1.066304,1.2264537,1.1670196,0.9960355,0.8053212,0.880494,1.1459781,0.744917,0.6401691,1.0352045,1.0727949,0.8652791,0.8770573,1.2904618,1.0947962,1.1606226,1.0432193,1.1219084,0.80579144,1.2696676,0.9443091,1.2100751,0.71050465,1.11955,0.87760293,1.0645676,0.9130217,0.97269845,1.1482886,0.8035389,0.9983756,1.0563629,1.1554945,0.95332503,0.9769446,1.2394496,0.9413409,1.0560814,1.027458,1.2962623,1.2738204,0.74598014,0.8229236,0.66527474,0.83407515,1.1731501,1.1577263,0.99409944,0.87902373,0.854488,1.0338361,0.768114,1.0903445,1.0561919,0.9651959,1.1043187,1.0200207,1.227693,0.0,1.3212106,0.7552074,1.2019162,0.781475,1.1749526,0.90957004,0.91982436,0.97803235,0.82495296,1.0518211,0.73536634,0.892803,0.9793135,1.26774,1.1357676,0.7297144,1.1958672,1.0711143,0.5593023,0.88087654,0.66983753,0.92706126,1.0446738,0.80368876,0.93391,1.1253502
shirt,0.6006038,1.2580913,1.34025,1.0139608,0.5455457,1.2968884,1.2166283,1.3655097,1.342982,0.8048506,0.7635785,0.40418273,1.2940153,0.9628353,0.50656015,1.2219025,0.6790849,1.5141664,1.3268385,1.3906244,0.99608356,1.3732609,1.049651,1.3047417,1.2645276,1.4165909,0.99515235,0.9974654,0.59024084,0.9262692,0.9551012,1.5132368,0.87713945,0.63581806,1.1584963,1.0197744,0.9867201,1.205646,0.57508004,1.359235,1.4803185,0.54813504,1.4476209,1.0306957,0.52887714,0.9106139,0.8846835,1.1802231,0.62767863,1.2672313,0.52495867,1.15005,0.44335932,1.1669216,0.74914765,1.3901281,1.2230908,0.9574253,1.5168856,1.1666691,0.6551003,1.1626879,1.2930839,1.3296385,0.42103982,1.055094,0.7671771,1.1850512,0.46994877,0.8654011,0.2592855,1.2388918,0.5441472,1.55114,0.69489825,1.3282311,1.0774854,1.2666423,0.99372745,0.7566063,1.2711536,0.8363828,0.89974874,1.2935607,1.4719223,1.4139354,1.1088693,1.3152626,1.092332,0.84846175,0.34861612,0.33227193,1.0072603,1.3921591,1.4892116,1.4532853,0.68453205,1.3027195,1.4017469,1.4305531,1.441584,1.3457223,1.1200329,0.96408325,1.2113929,0.9950727,0.9126258,1.1510328,0.39733362,1.3212106,0.0,1.275075,0.6950434,1.4560562,0.64229965,1.2979467,0.7284677,1.4268643,1.4627938,1.0009425,1.5465631,0.9356224,0.9106029,0.23738462,0.4893788,1.4082905,1.2400799,1.409193,1.405804,1.4790685,1.3350431,0.8209058,0.803934,1.2364507,1.3588803,0.8009231
shoe,1.1412665,1.0350847,1.1185006,1.0000125,1.0471301,0.9196103,0.9921279,0.92986834,0.7196,1.106961,1.084523,1.2307206,0.63855886,0.9779295,1.1048448,1.0294111,1.0369498,0.84628826,1.0064203,1.003627,0.98717684,0.9892866,0.90156996,0.9178841,0.84921634,0.8711088,0.9162917,1.1157751,1.2063577,1.0200287,1.185186,0.8132566,1.0604666,1.0237536,0.96695226,0.879122,1.2148908,0.8540498,1.228261,0.9351473,0.94805914,1.2018478,0.9364058,0.97360444,1.1574652,0.9904401,1.14863,0.8922072,1.0558199,1.1011466,0.9484997,0.94886327,1.2825692,1.0328858,1.0358632,0.8893313,1.0586706,0.46059203,0.8399546,1.0598915,1.232445,1.0650526,0.4825552,0.9873611,1.2933769,0.99891806,1.060401,0.8829697,1.1083118,0.9486722,1.1505904,0.8852483,1.1642407,0.81833655,1.2033728,0.84105784,1.0693797,0.8283583,0.9881715,0.8095261,0.8034387,1.0006368,1.096611,1.0780404,0.839784,0.8492228,1.1041541,1.1194259,0.84576046,1.041259,1.1765645,1.137676,0.9832235,0.99192965,0.9376148,0.94100773,1.1590099,0.98939914,1.017734,0.9429211,0.96648383,0.92282856,0.647312,1.0878941,0.88937986,1.0402267,1.0677996,1.017639,1.2723461,0.7552074,1.275075,0.0,0.9701964,0.82767344,1.2291634,0.95313436,1.1046091,0.8773326,0.84761596,0.62096804,0.917255,1.0744511,0.9399833,1.2266625,1.250978,0.84263796,0.9153725,1.0200627,0.912614,0.7908281,0.90073264,1.134533,1.1394453,0.865151,0.83841485,1.1764095
shorts,0.82005745,0.9537037,1.2848918,1.0670848,0.630212,1.2655082,1.1346049,1.237912,1.1035515,0.85777354,1.0109818,0.6677985,0.78979987,0.7767976,0.6848122,1.1602049,0.59328735,1.271935,1.3404222,1.2970991,0.9645319,1.2342737,1.03245,1.1026089,1.0596939,1.1590776,1.0540403,0.95249885,0.8896231,0.7560388,1.0003086,1.2975373,0.81024206,0.6976361,1.0567069,0.8681446,1.1346215,1.1510758,0.64062583,1.265588,1.3597634,0.8621551,1.3356655,0.9451547,0.91221607,0.92535734,0.9350968,0.9688986,0.6626786,1.2207003,0.7620145,0.9810613,0.968599,1.0016856,0.98622966,1.2700016,1.2310894,0.7856934,1.3216679,1.1833892,0.8846735,1.1028595,0.98401517,1.2259622,0.91062504,1.0858986,0.87719357,1.2021902,0.8202855,0.87536246,0.50323,1.0639926,0.5534859,1.2819728,0.85250497,1.1781714,0.91127056,1.1662412,1.027706,0.6777985,1.164635,0.9796401,0.9197196,1.285315,1.2072982,1.1897788,1.0697343,1.248034,0.77797806,1.0279034,0.68810904,0.36314732,1.0189408,1.3189079,1.296095,1.3398288,0.9506854,1.0359023,1.2095237,1.2697909,1.2941283,1.2317216,0.9427419,0.97479427,1.1300013,0.9225416,0.8885097,1.0966215,0.885084,1.2019162,0.6950434,0.9701964,0.0,1.2323124,0.8705756,1.0746019,0.88756824,1.2881017,1.3985083,0.7035972,1.3462936,1.0662129,0.92760915,0.5803775,0.79286104,1.3145037,1.0495132,1.311993,1.1275231,1.1662921,1.3592346,0.9190755,1.0591605,1.0025063,1.16966,0.9499902
shovel,1.4914341,0.74955726,0.62192756,1.1935229,1.3892903,0.822214,0.9208082,0.7968582,0.9532834,1.3694849,1.3100917,1.5444616,0.63084596,1.0644528,1.5202495,0.55489576,1.4287602,0.59273565,0.5323123,0.6282879,1.351249,0.7307787,1.010408,0.96990454,0.60590804,0.42543948,1.0420904,0.7276623,1.223733,1.0858464,1.2190104,0.6257805,1.0326535,1.0711521,1.1061476,1.1926988,1.2246065,0.9112391,1.355587,0.66255295,0.31526768,1.5557765,0.47749984,1.2976823,1.3479135,1.3246442,1.1813656,1.0964595,1.3390801,0.8007903,1.287793,0.798172,1.2973126,0.6540873,1.3679173,0.6263847,0.8979362,1.178745,0.36825752,0.98529166,1.4736276,0.61141187,0.7437102,0.94174314,1.2858243,1.2182585,1.2883549,0.4599408,1.223892,1.1609292,1.3379083,0.95114607,1.1050265,0.23826075,1.3306293,0.76191616,0.72934556,0.8279975,1.1924554,1.3988768,0.8724321,1.2303547,1.3815095,0.5507158,0.31260407,0.23092389,0.66567856,0.65277547,0.9131848,1.0360131,1.4955201,1.3402234,1.3185222,0.41327643,0.30501884,0.41738725,1.3074372,0.58954734,0.6057699,0.5802209,0.6718025,0.64931226,1.0920248,1.2299114,0.75202334,1.1531264,0.93197894,1.0831556,1.3934022,0.781475,1.4560562,0.82767344,1.2323124,0.0,1.3607638,0.773254,1.3598939,0.32485497,0.5938189,1.1291536,0.28084135,1.3242595,1.1265451,1.4759157,1.5711288,0.7299384,0.61012095,0.33477545,0.42526752,0.36843216,0.8103317,1.5243894,1.2807013,0.7623965,0.46791333,1.3466628
shower,0.7597561,1.1596671,1.3493984,1.1703783,0.71859443,1.2394584,1.2191471,1.3423393,1.0610911,0.36626077,0.8183844,0.51391745,1.1943922,0.7993574,0.76258314,1.159018,0.71887577,1.3302686,1.1852244,1.2067481,0.83327764,1.4183726,0.7762432,0.9743208,1.2536426,1.0985191,0.9630789,1.1423109,0.7864291,0.7238183,1.0158297,1.2181249,0.6028083,0.8217176,1.0083503,1.0470409,1.1027269,1.183883,0.6620357,1.3572378,1.367955,0.54403675,1.2360171,0.97322184,0.7666819,1.0356439,0.43709266,0.78535527,0.80426085,1.2705271,0.8187599,1.1604285,0.8027376,1.257753,0.69012964,1.2422019,1.2496808,1.0846605,1.3536873,1.2300296,0.8587934,1.2305851,1.2692094,1.311289,0.765234,1.2042644,0.9870603,1.2233584,0.8590913,0.75381386,0.6157142,1.1153715,0.7452753,1.3899499,0.58697957,1.0786824,1.1294094,1.2015495,0.9209156,0.86145544,1.0118006,0.9951653,0.94702387,1.261156,1.2490145,1.294734,1.2292267,1.3266766,0.7058808,0.8940557,0.74722826,0.6264531,0.82295936,1.270114,1.3913571,1.430753,0.8584997,1.1724324,1.4197301,1.2363158,1.2282662,1.2238119,1.0299308,1.0206158,1.2222818,0.5516362,0.951023,1.2217846,0.7200786,1.1749526,0.64229965,1.2291634,0.8705756,1.3607638,0.0,0.96825165,0.63055086,1.346234,1.2263718,1.0879217,1.4015017,0.82854736,0.8861922,0.6655918,0.63739216,1.2197678,1.3100562,1.3665205,1.3444862,1.2481254,1.2969594,0.7462216,0.8410034,1.0147218,1.3637435,0.6044538
sink,1.3561573,0.66949165,0.9122409,1.0985193,1.2456365,1.0285366,1.0315583,1.0073076,0.784017,0.79990923,1.2185371,1.2543325,0.67252606,0.6202322,1.3688385,0.6488756,1.2456934,0.57417315,0.7285518,0.5065608,0.7696171,1.0371675,0.940491,0.5246611,1.0798184,0.35450244,1.0154697,0.99767107,1.2086551,0.79952466,1.1075988,0.71904826,0.8420875,1.0444677,0.7864486,1.0328163,1.1296921,0.81035465,0.98639107,1.1128644,0.7540522,1.1295165,0.52130896,1.0426286,1.3393122,1.2880101,0.7679223,0.6326665,1.265074,0.9395751,1.1883144,1.1644688,1.3416026,1.0353789,1.1536388,0.8553228,1.0502794,1.1567565,0.7222476,1.1784152,1.080495,1.144455,1.0511795,1.1201278,1.3417274,1.1084539,1.2487862,1.0076326,1.2533052,1.1084186,1.1788222,0.6827113,1.0008057,0.6243768,0.977493,0.80941933,1.0141131,0.9375002,1.0418098,1.3336403,0.80343175,0.94531566,1.2132878,1.0313842,0.6958164,0.8115575,1.0795363,0.8768556,0.6764399,1.0610561,1.3319681,1.1956134,0.9159801,0.76948917,0.6781775,0.9360803,1.236999,0.58887595,0.95946485,0.7224026,0.6496736,1.0027936,0.9736958,0.9692465,1.1055431,0.714728,1.1504664,1.062743,1.3073908,0.90957004,1.2979467,0.95313436,1.0746019,0.773254,0.96825165,0.0,1.1333688,0.8304928,0.7729219,1.130055,0.73359835,0.9733992,1.0054514,1.2511706,1.1724817,0.8463202,1.0867699,0.89895135,0.9375359,0.70951855,1.0829057,1.021336,1.1730559,0.69186157,0.9622462,0.990118
slide,0.7549626,1.1931535,1.3215156,1.0512123,0.59680676,1.241047,1.2090104,1.1716841,0.9939755,0.49521858,0.72752047,0.48790163,1.1487838,0.83919567,0.7757777,1.2556736,0.62736315,1.2728324,1.2352531,1.1673195,0.8448858,1.3226209,0.9177315,1.1041746,1.2580812,1.3122494,0.99052876,1.0919541,0.84670484,0.69278795,1.0547271,1.2614696,0.85867834,0.9885419,0.89109236,0.85053366,1.124206,1.1474943,0.7576918,1.2584058,1.3077958,0.43181348,1.2680522,0.8627671,0.78838354,0.97545666,0.79054743,0.80186915,0.79464763,1.256933,0.6859518,1.1597693,0.9477776,1.292146,0.6512598,1.2895298,1.1838249,1.0724776,1.2436495,1.1616205,0.8257651,1.2034438,1.1752684,1.2178302,0.9448044,1.0776173,0.9901592,1.3387284,0.72838485,0.72827756,0.70566064,1.1903155,0.87769884,1.3395236,0.531158,1.095897,1.1977793,1.2117536,0.979327,0.82981694,1.0508175,0.91736895,0.9566958,1.2631711,1.3111049,1.3776588,1.299767,1.3107562,0.9242796,0.84868574,0.8078413,0.7677283,0.73606604,1.2434658,1.2931404,1.3719541,0.8959255,1.3186421,1.3364224,1.3409388,1.1416253,1.1927962,1.033858,1.0328075,1.213375,0.8343846,1.0684006,1.132841,0.83193356,0.91982436,0.7284677,1.1046091,0.88756824,1.3598939,0.63055086,1.1333688,0.0,1.316402,1.3229762,0.9777996,1.2894487,0.9610188,0.89386165,0.6706056,0.49707383,1.1797636,1.3423861,1.3435112,1.2364197,1.2708855,1.1673231,0.6375122,0.7849555,1.1010103,1.2460563,0.69772464
slipper,1.5611627,0.56463003,0.55463034,1.16793,1.3938203,0.7316762,0.9064694,0.8511963,0.99363273,1.3398018,1.2811147,1.5322094,0.7761241,1.2266827,1.5112262,0.53895783,1.4650662,0.58483577,0.32648647,0.37361628,1.3256176,0.73100626,1.1604867,1.0340073,0.7924901,0.4838801,1.0928619,0.7456643,1.2353406,1.2659807,1.273444,0.5935153,1.2052627,1.2963964,1.0429295,1.2375948,1.1250488,0.8975023,1.410609,0.69307226,0.18849593,1.5697138,0.34798348,1.3103013,1.3742056,1.3128421,1.2194822,1.0757867,1.3804187,0.77813816,1.2269831,0.7379587,1.1858693,0.5263148,1.3224144,0.6689693,0.9451172,1.172239,0.45678788,1.1560957,1.4950404,0.46035004,0.9224132,0.80242395,1.2656842,1.1751862,1.1907816,0.52908146,1.2512535,1.2335858,1.4992906,1.0511371,1.1888983,0.40761983,1.4231535,0.7394965,0.88846546,0.825763,1.2009143,1.3953304,0.9190864,1.2402384,1.4063046,0.20623505,0.41365337,0.23781466,0.56036556,0.60346097,1.1481291,0.9179074,1.4451625,1.4437103,1.2677886,0.19951314,0.29482567,0.37625557,1.3120751,0.5125214,0.68112135,0.64345044,0.5584036,0.42665166,1.2571976,1.3291599,0.68623155,1.3049628,1.1149604,1.0743076,1.3409922,0.97803235,1.4268643,0.8773326,1.2881017,0.32485497,1.346234,0.8304928,1.316402,0.0,0.51010555,1.0505594,0.39785844,1.2366717,1.3211701,1.4882143,1.5775867,0.6512972,0.46750283,0.18495792,0.61634666,0.47197974,0.7407391,1.5083126,1.1726773,1.0745137,0.30771327,1.2958884
soap,1.5701532,0.7552395,0.4808089,1.1225561,1.4854323,0.43352914,0.76826656,0.6087129,0.7861674,1.2365425,1.2364529,1.5767817,1.0550822,1.3495849,1.4193475,0.7980448,1.5150259,0.6062767,0.45637953,0.49513555,0.962608,0.63079906,1.0805768,0.5654832,0.71857363,0.53056586,1.0015669,1.1457102,1.3580604,1.3308307,1.2212263,0.38883865,1.1955938,1.2746744,1.0002544,1.3254606,0.9382135,0.8363284,1.5226442,0.5883624,0.4151225,1.4929484,0.3859135,1.0496821,1.4653835,1.2270935,1.1444008,1.0120392,1.3256254,0.5537296,1.3276798,0.97887784,1.2673146,0.9591338,1.2343024,0.5254099,0.7759331,1.2108345,0.50723517,0.87351626,1.4480317,0.87342954,0.82709825,0.6351744,1.3488955,1.0922812,1.3838482,0.72392493,1.3297441,1.396457,1.4947314,0.7388791,1.4456205,0.5381413,1.4645013,0.67515904,1.1818361,0.57136613,0.76038927,1.4615899,0.70181745,1.2222714,1.2618889,0.5609505,0.45585757,0.61641407,0.9226746,0.5085,1.0351704,1.0693898,1.4631121,1.5921522,1.0279284,0.55450493,0.5411018,0.4091084,1.3172601,0.7675319,0.6385903,0.5361103,0.5260947,0.45635754,1.0186441,1.1987479,0.7242273,1.1037974,1.2180405,0.991316,1.3283943,0.82495296,1.4627938,0.84761596,1.3985083,0.5938189,1.2263718,0.7729219,1.3229762,0.51010555,0.0,1.3021102,0.47889566,1.0980221,1.1256084,1.4875981,1.5455205,0.37030894,0.8191446,0.5091444,0.70405185,0.47236484,0.50622916,1.378886,1.1404883,1.0818589,0.6805469,1.2591462
sock,0.7586749,0.9690671,1.2590325,0.9058154,0.70559704,1.1316943,0.9651161,1.0640297,0.9991461,1.0270923,1.0193968,0.9713782,0.8253106,0.9742545,0.8305999,1.1223501,0.75226295,1.1006566,1.3727912,1.2638798,1.0825353,1.0293518,1.0688082,1.1493112,1.0350736,1.2409407,1.1269957,0.780613,0.98526174,1.0117977,1.0774916,1.1855755,1.067728,0.9432292,0.97634715,0.64086723,1.0957628,0.9244638,0.970355,1.0914054,1.1840396,1.0503798,1.3227566,0.8557058,0.9049294,0.7823343,1.1811467,1.0232893,0.83860666,1.1961021,0.87216425,0.8432322,1.0511469,0.69972605,1.0059459,1.1947154,1.1792716,0.6000606,1.2876772,1.0079249,0.9910053,1.0305285,0.63457644,0.904704,1.081399,0.87006927,0.5285221,1.1555508,0.955108,0.7989844,0.92283374,1.1645703,0.9666951,1.1882321,1.0704939,1.1098188,0.77380633,0.9711567,1.0633979,0.4005282,1.2007145,1.0483474,0.90902543,1.1699004,1.204666,1.059802,0.9405328,1.2482146,1.089801,1.0115366,0.9047432,0.84250194,0.927243,1.2315848,1.1106883,1.2238322,0.93380356,1.0686808,1.1300178,1.2528948,1.2731857,1.1640867,1.025225,1.0825315,0.94988596,1.1516447,0.9168354,0.9263392,1.0975772,1.0518211,1.0009425,0.62096804,0.7035972,1.1291536,1.0879217,1.130055,0.9777996,1.0505594,1.3021102,0.0,1.2609638,1.0695955,1.158918,0.93387157,0.9813962,1.141847,0.6820616,1.1592159,0.90651506,1.1680688,1.073742,0.86370426,1.1983045,1.0521593,1.0255495,1.1139812
