,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bear,0.60061723,1.2037373,1.2431198,1.0244874,0.65843654,1.2001443,1.1973437,1.2237002,1.0563872,0.81351733,0.0,0.695838,1.174809,1.1569262,0.7458127,1.1570638,0.72491413,1.2292197,1.1286339,1.2177022,1.0031537,1.2353151,1.0548501,1.2247674,1.1950305,1.2786665,0.8854159,1.1474658,0.5476524,1.1090957,0.9026141,1.158978,0.97252476,0.9043798,1.0357022,0.9730246,1.0562851,1.0974374,0.966385,1.191858,1.2675809,0.66337264,1.243492,0.9910202,0.5401478,0.9415308,0.90593815,1.1034381,0.7687781,1.2279596,0.6322311,1.0904692,0.9459141,1.247659,0.7505556,1.0446388,1.1266475,1.0840706,1.285236,1.0776916,0.8086009,1.2073419,0.98674095,1.2248647,0.96908355,1.0642532,0.9669588,1.29235,0.5761452,0.9717558,0.76406294,1.1906369,0.9082387,1.2487416,0.90509665,1.1013378,1.077838,1.177378,0.95293933,0.7888591,1.0784698,0.94179654,0.98080593,1.1932774,1.1912307,1.2543945,1.2171174,1.2437623,1.0567297,0.57738715,0.72924924,0.8446226,0.91774017,1.1454946,1.3017265,1.2873372,0.695005,1.2746332,1.2045417,1.1834075,1.30593,1.1651905,1.038965,1.0448923,1.1432292,0.9620711,1.0098134,1.0593213,0.7967223,1.0540149,0.7635785,1.084523,1.0109818,1.3100917,0.8183844,1.2185371,0.72752047,1.2811147,1.2364529,1.0193968,1.3068526,1.0055647,0.95626634,0.7491529,0.7818279,1.2330421,1.3272685,1.3061776,1.1937389,1.1802465,1.1395845,0.8689657,0.7244139,1.2061057,1.2015905,0.7790584
bed,0.43646336,1.298481,1.4647837,1.0674044,0.5280133,1.4134603,1.276926,1.4235002,1.1487148,0.52314323,0.695838,0.0,1.1327684,0.6405232,0.44036406,1.2068894,0.23826021,1.4013214,1.4435148,1.4501307,0.78104746,1.4959036,0.9047518,1.2357944,1.317595,1.4054898,1.0096238,1.1033801,0.5669315,0.5725901,0.89166474,1.5622823,0.7553052,0.785993,0.9766705,0.89065886,1.0611614,1.2949042,0.22375858,1.4598805,1.6078758,0.19397974,1.5447202,0.9251166,0.49185646,0.7427637,0.7302251,0.97349244,0.53133243,1.3546839,0.6687373,1.210904,0.6926875,1.3384233,0.6546031,1.4286532,1.2861171,0.9397644,1.5742635,1.1606685,0.6684498,1.3322458,1.2545252,1.3860847,0.6429648,1.0759513,0.90371096,1.3445573,0.71933866,0.6833317,0.34464812,1.2800977,0.5124217,1.6041589,0.42776185,1.3626844,1.1669832,1.3059207,0.95187134,0.606935,1.2845724,0.86457324,0.8791317,1.4353043,1.5261676,1.5293305,1.2509176,1.4239767,0.8766608,0.8775404,0.4069556,0.3543368,0.86164844,1.4820828,1.5634414,1.5773598,0.5700357,1.1017833,1.4939665,1.4884472,1.4548131,1.3844445,0.9629528,0.827098,1.3666885,0.83528185,1.0226728,1.1973176,0.5622674,1.251986,0.40418273,1.2307206,0.6677985,1.5444616,0.51391745,1.2543325,0.48790163,1.5322094,1.5767817,0.9713782,1.622477,0.9676798,0.74003816,0.40642524,0.28829408,1.4410846,1.4240274,1.5557077,1.4661214,1.5176581,1.3620396,0.6859911,0.7857214,1.0918843,1.4894106,0.71009415
belt,1.1908338,0.7622095,1.1418443,1.1210827,1.0782902,1.2180599,1.130112,1.0784266,0.9823895,0.9147208,1.174809,1.1327684,0.0,0.505809,1.2049707,0.6663346,0.9762221,0.75470406,0.99482894,0.91859245,1.1024041,1.0736355,0.8644004,1.049443,0.85728353,0.5754221,1.0598458,0.792585,1.0058334,0.68681115,1.1653808,0.89052075,0.83207464,0.8927464,0.9202499,0.87800896,1.2791955,0.91251755,0.8738513,1.0943723,0.81390834,1.2335854,0.9365362,1.0860894,1.150113,1.2072921,0.91573215,0.7604641,1.1828576,1.221586,1.068715,0.9246431,1.3096384,0.74455285,1.3423405,0.9318918,1.1928662,0.88545847,0.7829028,1.1986517,1.2150182,0.9482752,0.777609,1.1635773,1.2479541,1.1083071,1.0239309,0.7913717,1.1426502,0.79808855,1.0813259,1.0795689,0.76357675,0.5643909,0.9837417,0.89151293,0.70252335,1.0428231,1.205951,1.0326627,0.89447296,1.0816665,1.2285949,1.034482,0.80674577,0.51826775,0.8679663,1.1502168,0.7693971,0.99465436,1.1943548,0.93035036,1.0559219,0.7380689,0.73418933,0.9023788,1.1816975,0.50143254,0.95193905,0.88058406,0.9343549,1.0741472,0.86802757,1.0531342,0.9943519,1.0103188,0.9159634,1.0881572,1.3589797,0.8729037,1.2940153,0.63855886,0.78979987,0.63084596,1.1943922,0.67252606,1.1487838,0.7761241,1.0550822,0.8253106,0.8269448,1.1030245,1.0138999,1.2599075,1.1846536,1.1290578,0.79395807,0.91658217,0.8767235,0.7981308,1.2895688,1.1692613,1.2101971,0.64256114,0.68568915,1.0717881
bench,0.8470628,1.0095174,1.3695151,1.1059899,0.9810284,1.3540306,1.1664289,1.2914959,0.9712447,0.6521207,1.1569262,0.6405232,0.505809,0.0,0.9828207,0.82289314,0.71296585,0.9506945,1.2398074,1.1109354,0.72515655,1.3046309,0.6977839,0.93147504,1.1808347,0.76105034,1.055885,0.9661293,0.8759095,0.22321975,0.8823334,1.2600055,0.5304035,0.81632686,0.821886,0.8359467,1.1333745,1.083264,0.34734523,1.3432286,1.2943609,0.66235816,1.1491776,1.0494356,0.88983667,1.0440714,0.60879767,0.6772513,1.0065101,1.3076394,1.0734397,1.1815952,1.1181452,1.1689942,1.088167,1.1558388,1.2559063,0.9113784,1.1586782,1.1772135,0.773144,1.285799,1.1264703,1.3730677,1.0188075,1.030513,1.0544088,1.1382337,1.1484208,0.61841506,0.8011738,1.0077342,0.6258054,1.0329471,0.38526022,1.1161225,0.95001465,1.2020197,1.1694812,0.9525264,0.97825617,0.86490595,0.9666992,1.3754573,1.1223178,1.0769457,1.1449499,1.312513,0.5592242,1.1014647,0.95572144,0.63111407,0.90530926,1.2283653,1.1401081,1.3111775,0.9708763,0.6937225,1.2377162,1.1216158,1.1707034,1.3891231,0.75613654,0.7656539,1.2688096,0.7160609,0.8745978,1.0871539,1.0608093,1.121565,0.9628353,0.9779295,0.7767976,1.0644528,0.7993574,0.6202322,0.83919567,1.2266827,1.3495849,0.9742545,1.1817876,0.997537,0.72276914,0.92416716,0.63288146,1.3546655,1.1983998,1.258508,1.297687,1.1028502,1.4120718,0.89015317,1.0322284,0.4954809,1.2558308,0.78526735
bib,0.48243678,1.3294765,1.3775554,0.7943796,0.55233395,1.2833351,1.1660537,1.3064454,1.1396663,0.7792793,0.7458127,0.44036406,1.2049707,0.9828207,0.0,1.3568771,0.46565652,1.3796453,1.4107803,1.4695172,0.9003425,1.3224361,1.0314171,1.1196407,1.2125951,1.4526179,1.0439978,1.1658456,0.7607331,0.9063082,0.86361617,1.4394232,1.0273484,0.83003366,1.0567919,0.91952187,1.011597,1.1325512,0.68109477,1.271375,1.5952635,0.5127099,1.462528,0.7998923,0.6408006,0.5942522,1.0118499,1.18059,0.37012768,1.2269564,0.70644176,1.1864514,0.7801862,1.242219,0.7989819,1.3428711,1.1752884,0.8396707,1.4958154,1.0911814,0.66576165,1.3038325,1.0191486,1.1112902,0.7059316,0.8562566,0.77224827,1.2744466,0.73216033,0.8816385,0.5019698,1.075122,0.811832,1.6054528,0.8077631,1.290118,1.1121064,1.2830191,0.75020313,0.47055942,1.1920091,0.9432794,0.74765193,1.3635168,1.406415,1.4040272,1.2032297,1.358235,1.040104,1.0099034,0.18021256,0.5634627,0.79608274,1.5181844,1.5708234,1.4665136,0.7269008,1.2863432,1.3470914,1.4098234,1.3903108,1.2074168,0.8907547,0.84368795,1.2338804,0.9919539,0.95913863,1.1116686,0.5878437,1.2238344,0.50656015,1.1048448,0.6848122,1.5202495,0.76258314,1.3688385,0.7757777,1.5112262,1.4193475,0.8305999,1.5516418,1.0157778,0.8356705,0.48238122,0.44023407,1.3386699,1.2495037,1.4622297,1.3292845,1.3921248,1.22921,0.6231477,0.9130673,1.2233756,1.4198279,0.87353474
bird,1.2826335,0.7076016,0.7440513,1.259674,1.3005912,0.97399545,0.99116474,0.9608967,1.0344951,1.0633126,1.1570638,1.2068894,0.6663346,0.82289314,1.3568771,0.0,1.1713411,0.5835333,0.6917975,0.5011426,1.078987,0.99041855,1.0977777,0.93275833,0.8823649,0.4908057,1.0325605,0.6929306,0.9713833,0.9837214,1.0785521,0.74888915,0.999045,1.0789039,0.9504063,1.1188846,1.0560777,1.0296419,0.99470437,1.0153563,0.50743747,1.2034044,0.66695595,1.2490698,1.1476823,1.1994632,1.0120841,0.97499377,1.1873834,0.91770965,1.152508,0.9763777,1.201973,0.84983826,1.1456804,0.7525834,0.9487698,1.1486995,0.72796774,0.9662305,1.2401876,0.9131902,1.117038,1.0595695,1.2351665,1.2490832,1.269598,0.8880659,1.1136472,1.1386279,1.199794,1.0741585,0.89194727,0.58535886,1.0812874,0.894334,0.86262125,0.9248461,1.1407355,1.2950095,1.0832752,1.0802956,1.3315177,0.782762,0.76529014,0.49533564,0.751789,0.75371957,0.94336474,0.93545526,1.2839267,1.1665828,1.2387798,0.45128036,0.4823408,0.7167177,1.1624687,0.4476688,0.8773097,0.6745753,0.73894787,0.9193902,1.0937172,1.1323633,1.0538083,1.1021361,1.1953992,1.0935125,1.2513086,0.983392,1.2219025,1.0294111,1.1602049,0.55489576,1.159018,0.6488756,1.2556736,0.53895783,0.7980448,1.1223501,0.6651669,1.1168923,1.1199447,1.285426,1.2515659,0.9162499,0.89690685,0.7270266,0.8111911,0.79689485,0.99591404,1.3111359,1.0735292,0.91762674,0.7721237,1.0636296
blanket,0.4507699,1.2788687,1.4236281,1.0620358,0.5384501,1.4014962,1.2408564,1.2367754,0.9770926,0.6398819,0.72491413,0.23826021,0.9762221,0.71296585,0.46565652,1.1713411,0.0,1.2440518,1.4960262,1.4222968,0.8845438,1.3142347,0.91729766,1.2247345,1.1938473,1.3996642,1.0958904,1.0725931,0.6128288,0.69661796,0.8234162,1.4237103,0.8245906,0.86638916,0.93474066,0.7377305,1.0891892,1.1845663,0.4319694,1.291934,1.5069647,0.47358584,1.5517715,0.9393808,0.55064267,0.7850714,0.9226762,1.0099748,0.51178277,1.3298101,0.6940278,1.1346227,0.9519899,1.2819042,0.8030548,1.240431,1.1495674,0.84984916,1.4572307,1.021029,0.7403172,1.3345747,1.0223017,1.2854996,0.9277433,1.0833814,0.89615506,1.4207759,0.807714,0.6548929,0.42929268,1.2459831,0.5659806,1.4471409,0.64561546,1.2665169,1.0737761,1.1960378,1.0043504,0.5143291,1.2501378,0.99511254,0.8021817,1.4543041,1.3403664,1.3878424,1.2704241,1.3851609,0.8660178,0.8274448,0.5877539,0.45149255,0.86383915,1.3924358,1.4160484,1.4414974,0.65573657,0.9794966,1.3107992,1.3567432,1.3564167,1.3747921,0.7973635,0.91627336,1.3410656,0.95418334,0.9748611,1.0649225,0.81239957,1.0920422,0.6790849,1.0369498,0.59328735,1.4287602,0.71887577,1.2456934,0.62736315,1.4650662,1.5150259,0.75226295,1.4851798,0.969975,0.9183925,0.63882387,0.5433687,1.379753,1.3385476,1.4938474,1.290226,1.284888,1.3608048,0.71509945,0.9256414,1.1163217,1.4474226,0.8562465
book,1.4285779,0.7814205,0.7124709,1.0559365,1.3298154,0.8481071,0.91533375,0.8034872,0.6026825,1.1901426,1.2292197,1.4013214,0.75470406,0.9506945,1.3796453,0.5835333,1.2440518,0.0,0.59664077,0.51902604,0.72036237,0.86239594,1.0226592,0.76283276,0.7403223,0.55458933,0.94287694,0.90374154,1.3915884,1.0697371,1.1805421,0.62085545,1.1503339,1.297635,0.6517438,0.9055673,1.0937017,0.88052905,1.2597278,0.8446657,0.44914275,1.2823031,0.5437318,1.0443135,1.4580207,1.1515219,1.1623387,0.82291263,1.2332299,0.81851393,1.3492134,0.98961985,1.313385,0.9183768,1.1097205,0.6678053,0.8302371,1.2029531,0.5263603,0.91132224,1.2317977,0.9132251,1.0003647,0.729404,1.3780267,1.0706115,1.2927452,0.88822937,1.3565156,1.1545838,1.4534073,0.9333936,1.228412,0.46736664,1.2680066,0.86968267,1.1045233,0.8122799,0.97427714,1.4097532,0.89412975,1.1748277,1.3587817,0.7627804,0.6015776,0.6706425,0.98289514,0.72750854,0.96352035,1.1281093,1.4079603,1.4892873,0.8816625,0.50184906,0.437173,0.5912932,1.2856629,0.59948707,0.7363467,0.548835,0.56855303,0.83216494,0.8974687,1.019594,1.0356071,1.0006763,1.1869986,1.0289245,1.3521699,0.6899976,1.5141664,0.84628826,1.271935,0.59273565,1.3302686,0.57417315,1.2728324,0.58483577,0.6062767,1.1006566,0.5214925,1.2303041,1.0568528,1.5007427,1.324449,0.6413468,0.9217845,0.65932417,0.6600064,0.5541559,0.69843537,1.1444,1.1779583,0.8296999,0.78175914,1.1533998
bottle,1.4998426,0.64104307,0.5318092,1.12929,1.3587769,0.7239486,0.99761623,0.934541,0.9392138,1.2420835,1.1286339,1.4435148,0.99482894,1.2398074,1.4107803,0.6917975,1.4960262,0.59664077,0.0,0.2748952,1.0934186,0.9375981,1.0563297,0.7536464,0.8689182,0.41284108,0.93717,1.0735778,1.2672551,1.1857395,1.2147053,0.6058245,1.0655332,1.1360569,1.0190884,1.3906214,1.1480145,0.9025531,1.3741512,0.812962,0.33319187,1.3794422,0.14055705,1.2398266,1.3642589,1.3128316,1.0163656,1.0706135,1.3161825,0.76537955,1.1859515,1.0668229,1.2204854,0.9353776,1.1635247,0.6777724,0.8104859,1.2716271,0.50065386,1.2284875,1.3505498,0.74171245,0.97989917,0.9240034,1.2413924,1.1931609,1.3842659,0.6603611,1.1952856,1.3426881,1.3844205,0.86057466,1.2206209,0.5615411,1.2831197,0.71451885,1.1442941,0.923741,0.9918006,1.4815679,0.7245268,1.1541134,1.379498,0.2851522,0.34183514,0.5217706,0.89111227,0.5824319,0.94019175,0.9965538,1.3409008,1.4388916,1.1736963,0.27564192,0.5190141,0.5144675,1.2981966,0.6824198,0.8238595,0.54867864,0.578029,0.41787946,1.1494051,1.2182907,0.94046736,1.0124031,1.075238,1.1617599,1.2094809,1.02447,1.3268385,1.0064203,1.3404222,0.5323123,1.1852244,0.7285518,1.2352531,0.32648647,0.45637953,1.3727912,0.4936942,1.1875416,1.0875483,1.3328977,1.4214866,0.70458573,0.8864424,0.3444363,0.8225218,0.38555342,0.7328759,1.4139414,1.021756,0.98735493,0.46894056,1.0890843
bowl,1.5779802,0.5777016,0.56323004,1.1910253,1.4262255,0.7358094,0.9353334,0.83228433,0.8869748,1.0377185,1.2177022,1.4501307,0.91859245,1.1109354,1.4695172,0.5011426,1.4222968,0.51902604,0.2748952,0.0,0.9538072,0.8766867,1.1150494,0.5931026,0.96966755,0.4571337,1.0062492,0.9638852,1.3181382,1.2027472,1.1958054,0.58536583,1.1949092,1.290817,0.8938634,1.203486,1.026391,0.8609017,1.3479681,0.8751298,0.32046187,1.3327299,0.15576982,1.1278658,1.4409689,1.2858524,1.1255296,0.9224911,1.3773749,0.7211667,1.2258874,1.0162971,1.245434,0.90988016,1.1094767,0.6952061,0.8624808,1.2108139,0.50409025,1.1493084,1.2961441,0.78854656,1.0824121,0.854783,1.3351896,1.1963085,1.341768,0.832309,1.230774,1.2916254,1.4570286,0.78799486,1.2379638,0.5652251,1.2691435,0.7336676,1.1104838,0.8682236,0.999783,1.4521894,0.81308645,1.1269927,1.3040154,0.4338776,0.5525713,0.6038703,0.8780465,0.5837642,1.0423907,1.0045729,1.4400485,1.4859115,1.0580779,0.2948017,0.42792982,0.562595,1.3124357,0.59713805,0.803825,0.6223424,0.4004581,0.57566535,1.1754313,1.2319902,0.9654234,1.1265273,1.3200827,1.0859196,1.2898788,0.9141898,1.3906244,1.003627,1.2970991,0.6282879,1.2067481,0.5065608,1.1673195,0.37361628,0.49513555,1.2638798,0.46679068,1.1106715,1.1813594,1.3991613,1.3679792,0.5476446,0.9047278,0.48337287,0.8227914,0.5655131,0.7263698,1.222902,1.0785402,1.0537685,0.5787073,1.155916
box,0.96244824,1.2005819,1.244116,0.9251059,0.9923903,1.1464798,1.1929691,1.1319637,0.57812905,0.7105651,1.0031537,0.78104746,1.1024041,0.72515655,0.9003425,1.078987,0.8845438,0.72036237,1.0934186,0.9538072,0.0,1.2558031,0.896065,0.52761585,1.1780341,0.9250855,0.942009,1.3488678,1.125705,0.7259043,0.9314597,1.04663,0.8350217,1.0237957,0.7582665,0.8069088,1.0494552,1.010914,0.81490135,1.2532699,1.2615258,0.5594465,1.0025809,0.6944349,1.05084,0.8264247,0.7663599,0.6695304,0.86153424,1.148504,1.0035008,1.2449917,1.0216422,1.4152315,0.7509076,1.1664273,1.0218343,0.9972223,1.1821659,1.0196426,0.78550786,1.326627,1.1647748,0.96155274,1.0195359,0.87634325,1.1452423,1.3161366,1.056417,0.9930651,0.9220983,0.85209495,1.0306085,1.2884383,0.76261175,1.1001751,1.2503258,1.0485692,0.5987413,0.9788529,0.9087267,0.8671682,0.9504777,1.3401663,1.2033186,1.3543339,1.4223613,1.1983656,0.76678455,1.1865562,0.91688114,1.012114,0.7040448,1.2715745,1.2397552,1.325724,1.0090126,1.0936807,1.2492417,1.0877438,1.0475532,1.1268661,0.7702536,0.71967036,1.3563664,0.6312428,1.1731884,1.0656084,0.9296393,0.9131184,0.99608356,0.98717684,0.9645319,1.351249,0.83327764,0.7696171,0.8448858,1.3256176,0.962608,1.0825353,1.2521402,1.0275689,0.68081844,0.92645925,0.7342111,1.002238,1.4164484,1.362466,1.2299987,1.1286132,0.97002065,0.7310913,0.93973,0.8492376,1.3540701,0.8534733
bread,1.2477784,0.8409157,0.6054064,0.879337,1.3469745,0.7509302,0.85584867,0.4109162,1.0460819,1.4176414,1.2353151,1.4959036,1.0736355,1.3046309,1.3224361,0.99041855,1.3142347,0.86239594,0.9375981,0.8766867,1.2558031,0.0,1.2521927,1.0565753,0.79266375,1.0084605,1.1048698,0.79361767,1.213633,1.3893299,0.83911633,0.80053854,1.3669959,1.3353508,1.2106726,1.1576061,0.8169606,0.80974245,1.4160782,0.1079092,0.6899752,1.5076659,0.8534018,1.1199253,1.184264,1.0983882,1.437027,1.1809045,1.3068719,0.5749537,1.3200138,0.8685184,1.1689937,0.68269557,1.2810115,0.78047925,0.676301,1.0365846,0.48788488,0.7113372,1.234016,0.7931848,0.79627883,0.63187796,1.2746918,0.67215765,0.91409737,0.84153986,1.269372,1.3108108,1.4189492,0.8515034,1.3533349,0.60930586,1.4373137,0.95126194,0.910235,0.7347342,1.097363,1.1568539,1.0492077,1.1877632,0.745191,0.74132746,0.7487698,0.80821896,0.78248477,0.61460996,1.266882,1.0895787,1.4086502,1.4058456,1.0939286,0.8191123,0.67023385,0.47819066,1.1267076,0.87401,0.1291908,0.82601506,0.4984684,0.74652785,1.0411109,1.0108845,0.74084467,1.3810538,1.0592539,0.3725788,1.3100629,0.99557894,1.3732609,0.9892866,1.2342737,0.7307787,1.4183726,1.0371675,1.3226209,0.73100626,0.63079906,1.0293518,0.4496349,1.0763655,1.2910529,1.392054,1.4066203,0.6804299,0.59051335,0.50358725,0.7171664,0.7990119,0.8000135,1.2032903,1.2103399,1.1855458,0.77341384,1.4146063
broom,0.95323443,1.0233475,1.3014898,1.0588814,1.0423149,1.200475,1.1480591,1.143752,0.90211797,0.8045994,1.0548501,0.9047518,0.8644004,0.6977839,1.0314171,1.0977777,0.91729766,1.0226592,1.0563297,1.1150494,0.896065,1.2521927,0.0,0.90939224,1.0583296,0.9017708,0.96233636,1.1711984,1.1054363,0.59228635,1.0177442,1.1165788,0.6768603,0.9175221,0.9937231,0.9024733,1.1489255,1.0341543,0.835989,1.1385878,1.1181135,0.8539332,1.0341811,1.0481837,1.0126439,0.9927026,0.6616523,0.7805451,1.0888352,1.263212,1.0402561,1.0843061,1.114943,1.2022659,0.9388375,0.97808665,1.0784769,0.951252,1.0197393,1.0715448,0.90289575,1.1738031,0.97078586,1.2732244,1.009136,1.0875201,1.1098412,0.9886761,1.1483302,0.5460636,0.94030124,0.99370176,0.8985244,0.9742546,0.6090833,1.0362899,1.1086352,1.1131718,1.0234649,1.0465914,0.6786422,1.009301,0.9994076,1.1794306,0.94311756,1.0853504,1.1942232,1.2761513,0.64119154,1.1282271,1.0121,0.89223665,0.95539,1.1151137,1.022374,1.1427772,1.064156,0.98721,1.2326733,0.9544335,1.1721597,1.14167,0.6981213,1.0465758,1.0798062,0.6542134,0.7820606,1.0607597,0.9984595,0.8141441,1.049651,0.90156996,1.03245,1.010408,0.7762432,0.940491,0.9177315,1.1604867,1.0805768,1.0688082,1.0308847,0.99189913,0.699178,1.017364,0.9290433,1.2017624,1.1952995,1.1776421,1.1278878,0.93776906,1.2050563,1.007422,0.91882193,0.4102869,1.1480017,0.8285529
bucket,1.2894692,0.9479544,0.9031132,0.9848933,1.3345726,0.8008507,0.85218984,0.94382775,0.6786224,0.8518525,1.2247674,1.2357944,1.049443,0.93147504,1.1196407,0.93275833,1.2247345,0.76283276,0.7536464,0.5931026,0.52761585,1.0565753,0.90939224,0.0,0.98372114,0.5343292,0.9929018,1.2709718,1.3583575,0.89289737,1.0521162,0.7172735,0.9419441,1.0337243,0.85232675,1.1121795,1.0458308,0.9043247,1.1140076,1.0756481,0.97149044,1.0409997,0.4935707,0.8409437,1.3664377,0.9950683,0.8793427,0.8052523,1.105628,0.8515348,1.2184359,1.2108126,1.246176,1.2162255,0.99963516,0.8185445,0.86992526,1.001309,0.89096576,1.015839,1.0133796,1.1824796,0.8123642,0.88200366,1.2468504,0.9721022,1.271816,1.0298864,1.263577,1.2517605,1.1690631,0.47823155,1.2448792,0.9828861,1.0620977,0.8152118,1.178559,0.7939853,0.63143253,1.1172967,0.77426606,0.95854527,1.063661,1.0560231,0.75986433,0.9893339,1.2232116,0.88139606,0.7365256,1.2613682,1.2334067,1.3100089,0.9265184,1.0430009,0.99581283,1.0304123,1.2133285,0.8782807,1.0328869,0.7849683,0.79790276,0.8367478,0.74620265,0.9747354,1.1477845,0.7110233,1.209706,1.0964917,1.1842301,0.95802045,1.3047417,0.9178841,1.1026089,0.96990454,0.9743208,0.5246611,1.1041746,1.0340073,0.5654832,1.1493112,0.8825977,1.0442296,0.7476797,1.2158266,1.1280581,0.6879134,1.1389079,1.0448035,0.97205496,0.7333138,0.7479511,0.9410418,1.104143,0.8237134,1.087596,1.0055135
butterfly,1.2166898,0.899976,0.78492856,1.0506649,1.2712727,0.8289993,0.84531,0.8775148,0.8732604,1.2941364,1.1950305,1.317595,0.85728353,1.1808347,1.2125951,0.8823649,1.1938473,0.7403223,0.8689182,0.96966755,1.1780341,0.79266375,1.0583296,0.98372114,0.0,0.88895255,1.0031953,0.83271503,1.2140021,1.0922371,1.1989005,0.7634901,1.0704107,1.0686765,1.0497411,1.068562,1.0730225,0.95344406,1.2350106,0.74483454,0.69552416,1.3220513,0.8676026,1.156992,1.2510039,1.0650306,1.1811904,1.062285,1.1124773,0.8727606,1.1780267,0.85514206,1.1613656,0.7776454,1.1282347,0.7532365,0.92941105,1.0678153,0.70705026,0.71513003,1.1414413,0.8515229,0.8746682,0.7767947,1.1983373,1.1017952,1.1415198,0.8026027,1.1866536,1.1602712,1.2045189,0.9914157,1.1719472,0.6931915,1.2023708,0.94599247,0.9305027,0.80610454,1.016925,1.2282779,1.05972,1.2213975,1.2270035,0.81880355,0.75678253,0.72357386,0.82442,0.84352875,1.080997,1.0514697,1.242553,1.2370341,1.2021002,0.78234076,0.74023014,0.68990374,1.13809,0.9022758,0.69362366,0.72226816,0.85833573,0.9381052,0.8640986,1.0860776,0.8076794,1.1127286,0.97659785,0.99979657,1.2080247,0.7960229,1.2645276,0.84921634,1.0596939,0.60590804,1.2536426,1.0798184,1.2580812,0.7924901,0.71857363,1.0350736,0.6710104,1.1304967,1.0883929,1.2924842,1.2823888,0.75741196,0.75188017,0.7560111,0.6964792,0.7416066,0.7640688,1.2842185,1.0616351,0.9427087,0.77581966,1.1989826
can,1.5191151,0.6414228,0.8123289,1.1673229,1.4376175,0.9144343,1.0682139,1.0059028,0.80853385,1.0662682,1.2786665,1.4054898,0.5754221,0.76105034,1.4526179,0.4908057,1.3996642,0.55458933,0.41284108,0.4571337,0.9250855,1.0084605,0.9017708,0.5343292,0.88895255,0.0,1.0589498,0.99067956,1.2212284,0.80162275,1.2260971,0.57564056,0.7192246,0.9311453,0.89147335,1.310007,1.2699335,0.8403396,1.1192598,0.9833003,0.49779958,1.3417039,0.30794787,1.2296537,1.4147604,1.337975,0.706862,0.8352126,1.3036356,0.98329735,1.2403669,1.0189025,1.3470628,0.8978808,1.2905886,0.7090947,0.9825291,1.2040846,0.58948547,1.2681189,1.3460324,0.90409917,0.88068163,1.1359754,1.3214588,1.1855721,1.3962688,0.6762664,1.2807487,1.2378519,1.2660774,0.74541897,0.9830365,0.4480452,1.1207179,0.6730971,0.9432544,0.9025774,1.0687035,1.4582715,0.6433748,1.1044314,1.4263115,0.7450066,0.29663503,0.349056,0.92199975,0.817163,0.57877636,1.0862389,1.3880131,1.289211,1.1611533,0.53672844,0.51135486,0.69266146,1.3288456,0.39134628,0.8806717,0.5455472,0.6975888,0.6738601,0.9749013,1.147595,1.0304962,0.74006057,1.051948,1.185978,1.3507898,1.022764,1.4165909,0.8711088,1.1590776,0.42543948,1.0985191,0.35450244,1.3122494,0.4838801,0.53056586,1.2409407,0.57410866,1.2025459,0.93836504,1.4040332,1.444605,0.8522679,0.8732793,0.5763715,0.8435049,0.34380305,0.98810285,1.4285595,1.2041909,0.62338936,0.70879793,1.0181953
