,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
finger,1.0765015,0.45791614,0.60654294,0.9434851,1.090208,0.9506218,0.7705703,1.0595796,1.2585795,1.2608914,1.4218163,0.93839335,1.3955784,1.2270759,1.0330147,1.3249938,1.0563861,0.9751974,1.1571778,1.3512326,0.42393345,0.94883716,1.1084064,1.0985842,0.8749469,1.2405208,0.44319093,1.2559386,1.2441398,0.72547007,1.321069,1.111109,1.242537,1.0289996,0.82545686,1.3127897,1.1548836,0.6204667,1.4143138,0.8193228,1.1689175,1.0870007,1.2750176,1.0267379,1.1577288,0.79916716,1.2568374,0.96439546,0.0,1.0045202,1.0235926,0.7929284,0.9024528,1.1751521,0.5775262,0.76973885,0.59166664,1.090456,1.1377828,0.37520945,0.67692196,1.0846092,1.2356472,1.1684415,1.2976755,0.8604333,0.7064073,1.3745352,1.0037081,1.1703424,1.1407934,1.0028969,1.20225,0.6289475,0.59331024,0.9368059,0.6556323,0.42265093,0.6240485,1.3039907,1.1395284,1.2261093,0.9297022,1.191864,0.46608412,0.3566392,0.8558302,0.85838866,1.1907257,1.2007267,0.97550845,0.693041,0.8892808,1.0473411,1.2480022,1.3484051,1.0778699,1.1691908,0.9809016,1.2153051,0.7967857,1.0142874,0.9429894,1.317912,1.1478194,1.2861271,0.49199545,1.1214876,0.85382694,1.2364556,0.81593764,0.7981322,1.2042583,1.2107193,1.3453107,0.85137653,0.06875938,0.65429336,0.7513567,1.0140065,1.0404065,1.1998161,1.205584,1.1997496,0.37056875,1.3039836
fish,0.81732106,0.9292214,1.1177337,1.0119671,0.82380545,1.0549148,1.1785272,0.8749566,1.0239247,0.91967624,0.91586393,1.27883,0.8996658,0.9075086,0.91661453,0.81744087,0.9442923,1.3331935,1.1738101,1.034396,0.9421239,1.1205587,1.1603495,0.90822333,1.3469923,0.8323023,0.98258,0.94087815,1.1457057,0.8411046,1.1034428,1.0668961,0.94951344,0.81822526,1.0602981,1.0502573,0.8967739,1.14565,0.902246,1.2824397,0.88227767,0.93818116,1.1923947,1.0031145,1.0185142,1.0540468,1.0324012,1.0560564,1.0045202,0.0,1.1756307,1.1154653,0.8029257,0.6533914,1.22773,0.7999258,0.8735435,1.0682312,0.86018354,0.8716179,1.1858515,1.1266469,1.0132436,1.0295826,0.9449955,0.8573618,1.0685794,1.0485098,0.99436045,0.8599278,1.2139416,0.7417478,0.9457698,1.0848607,1.1905892,1.2179382,1.2947267,0.9849169,1.1025265,1.2979265,0.84044695,1.0407661,1.0206355,0.9297894,1.0881963,1.058748,1.0463144,1.0539975,0.8128224,0.92689383,1.1726787,0.83506006,1.083598,0.68788797,1.0124515,1.1314447,0.70667464,1.0566741,0.7294165,1.0532954,0.8028484,1.1038854,1.2688268,1.0530378,1.0422423,0.9609872,1.1907873,1.0735178,0.7493943,0.7571721,1.1036038,1.2412816,0.84611726,1.032048,0.8554662,0.9930844,1.0347333,1.1881198,1.2174367,1.2369101,0.9724159,0.78094745,1.0320255,1.0783713,1.1605537,0.9872408
flower,0.88580805,1.1090758,0.6674635,1.0361502,1.2244775,0.77179897,0.7549635,1.1933086,0.92641824,1.2801454,1.304725,0.8179902,1.3284906,1.2543592,0.7504809,1.2685068,1.0126476,0.6350359,0.76192176,1.1386292,0.7652143,0.87124264,0.9624234,0.98218,0.6957552,1.2125976,0.93255186,1.1896167,1.1927485,0.87189937,1.1336464,1.2374493,1.136382,0.98323095,0.8153693,1.2715385,1.1245793,0.6282822,1.274146,0.65793276,1.1629751,1.0835837,1.0768903,1.0130448,1.1882397,0.79068536,1.088997,1.1739669,1.0235926,1.1756307,0.0,0.6616825,0.7781836,1.2080686,0.70651805,1.1588844,0.9261679,1.1325095,1.1078964,1.1889864,0.80974245,1.0937321,1.1059638,1.2963895,1.1869186,1.2753713,0.86594445,1.0283523,0.66240466,1.0222208,0.8748559,1.2759707,1.1091809,1.0814931,0.6560775,0.74243546,0.73251,1.1137993,0.7597734,0.8503362,1.2081277,1.2173053,1.3940635,1.1419058,0.7000995,0.7453464,0.7405536,0.95997024,1.1765263,0.61597955,0.6582815,1.1115091,0.8221005,1.1131991,1.0724367,1.1170651,0.9115427,1.1285611,1.0036608,1.222914,1.2317399,1.2315869,0.7939915,1.1519202,1.076439,1.2443423,0.7344449,0.7130018,1.1390967,1.1315893,0.65671456,0.6337656,1.224715,1.2455027,1.3054854,0.86855614,0.9386787,0.66935754,0.5871632,0.7609958,0.9342803,1.2092289,0.6657132,0.9786438,0.8681882,1.0395217
fork,0.9580787,0.8574562,0.6510111,0.87683403,1.3767824,0.92373115,0.7839488,1.170474,0.8910542,1.1901077,1.5660926,0.7158037,1.453711,1.3477488,0.7115999,1.4337045,0.8469552,0.59035164,0.4907745,1.2582171,0.5859803,0.5999708,0.78344107,0.90063936,0.5066619,1.3088343,0.7457977,1.3031783,1.1321659,0.74065113,1.2979785,1.4296842,1.2276375,0.7904377,0.7547727,1.4144399,0.9930168,0.47428358,1.5060964,0.4690218,1.39275,1.1802714,1.1628377,0.82137287,1.3847251,0.8298938,1.2676184,1.3007755,0.7929284,1.1154653,0.6616825,0.0,0.7106411,1.2090728,0.63761425,1.141155,0.7753681,1.3781576,1.0323372,1.0937359,0.7120787,1.1920481,1.1582665,1.4170382,1.2870303,1.2077587,0.23033977,1.1691289,0.60684955,1.2103568,0.9378956,1.3784488,1.2463931,1.0526621,0.6595682,0.50956297,0.48957068,0.9035352,0.66873497,0.8408825,1.2610084,1.4135907,1.3706042,1.1827196,0.29487872,0.28241938,0.65888333,0.74742645,1.162757,1.1418921,0.3644358,0.9342854,0.72789925,1.2020679,1.1241806,1.2448709,0.997465,1.3542341,0.7502119,1.4609636,1.0339597,1.26238,0.5121097,1.2892444,0.7567539,1.3721665,0.518905,0.7374855,1.0449064,1.0286015,0.03461218,0.62698877,1.3867316,1.454681,1.4542685,0.69236743,0.7271193,0.5937433,0.41286558,0.625515,1.0401115,1.1514888,1.2042599,0.9379264,0.6268173,1.2881422
frog,0.40011007,0.82530344,0.6326716,1.0430915,1.4220929,0.7661181,0.79861176,1.1233897,1.101996,1.3407482,1.3978446,0.8208871,1.3611037,1.3212242,0.43590462,1.2339772,0.809796,0.7883189,0.9053767,1.247474,0.7207004,0.7833566,0.9100199,0.44908214,0.75386333,1.1552339,0.88365734,1.1463037,1.3706806,0.69415194,1.3194118,1.3877041,1.0717816,0.97968405,0.60468805,1.3074337,0.97675145,0.5502225,1.3335979,0.7300296,1.1985815,1.083693,1.2490015,0.8869159,1.3874131,0.76446587,1.3492004,1.1762185,0.9024528,0.8029257,0.7781836,0.7106411,0.0,1.2238259,0.8002418,1.0548892,0.546356,1.2848487,0.9404212,1.1756521,0.75540423,1.3204145,1.2755104,1.3645535,1.2569852,0.9900611,0.7702461,1.3017422,0.8480375,1.1244535,1.067976,1.2802398,1.0947423,1.1095724,0.6822144,0.73244035,0.73226357,1.0177493,0.68139,1.1332921,1.0743043,1.4130456,1.3817261,1.177356,0.61631083,0.69412637,0.6615203,0.7381549,0.9222424,0.9106146,0.77465034,0.5384493,0.8566732,1.107455,1.0207398,1.3683066,0.6337574,1.372411,0.5656959,1.4105881,1.0471566,1.2266448,0.8705191,1.296696,1.1760645,1.4058019,0.67752504,0.7204571,1.1570933,1.0855843,0.68837255,0.7858745,1.1617284,1.4282784,1.3926659,0.47110987,0.82259625,0.7155108,0.6797333,0.8200757,0.71549004,1.0664307,1.0343571,1.2032276,0.74851257,1.33814
glass,1.204649,1.2997503,1.2148988,0.80717003,0.76948756,0.9301529,1.1835045,0.86346495,0.833717,0.76037073,0.76047504,1.392163,0.8290683,0.7540903,1.2532816,0.8076362,1.0307176,1.3563725,0.9982991,0.88520324,1.1630032,1.359889,0.8080706,1.0587918,1.4808022,0.82409173,1.3511525,0.97209024,1.0350589,1.0389879,0.979383,0.89498204,0.8702705,0.91968477,1.2827015,0.99380827,0.93990463,1.491902,0.71125746,1.2003562,0.9104416,0.8518177,1.1163505,1.1177891,0.8038831,1.0563431,0.765183,1.0237818,1.1751521,0.6533914,1.2080686,1.2090728,1.2238259,0.0,1.3901422,0.82392853,1.0141563,0.96489507,0.7481468,0.76713014,1.3899943,1.0060369,0.7969228,0.89597625,0.58047235,0.9712562,1.2993934,0.96218336,1.0584122,0.5958227,1.0017525,0.681899,0.95613784,1.0907255,1.3730084,1.4028239,1.4808884,1.0668453,1.2858496,1.1316005,0.8538906,0.8024273,0.9426638,0.77796614,1.4087224,1.3357499,1.1037009,1.311807,0.9515028,0.9717794,1.292464,1.1262604,1.1038362,0.7082268,0.89472675,0.89175516,0.946306,0.97270155,1.0248752,0.8347391,0.83777386,1.0270994,1.2760481,0.9038306,0.87813556,0.80772835,1.5040531,0.9043516,0.8432469,0.55968463,1.17204,1.3349936,0.71474195,0.81194806,0.6949491,1.143369,1.2759211,1.400744,1.4083364,1.3620197,0.9243967,0.7678836,0.97431046,1.0422206,1.3993031,0.8191358
glasses,0.9555301,0.7233168,0.5628327,1.1391183,1.3072333,0.95031524,0.65954995,1.0744375,1.2705362,1.3906788,1.4141922,0.62847054,1.4474509,1.3798325,0.79848814,1.4003965,1.023768,0.60751086,0.82664883,1.3280717,0.5685371,0.88356066,1.003006,0.96493596,0.4994927,1.0767212,0.42897165,1.1139699,1.3322504,0.63769454,1.3047876,1.2525294,1.2395244,1.0827676,0.8053747,1.3465246,1.1581254,0.207026,1.3809114,0.42159128,1.1893587,1.254442,1.236481,1.0642573,1.3269995,0.77535903,1.2742827,0.9766667,0.5775262,1.22773,0.70651805,0.63761425,0.8002418,1.3901422,0.0,1.258748,0.5947724,1.1176949,1.1607393,1.1318204,0.37313527,1.1264541,1.2881494,1.3155656,1.315582,0.99940324,0.65932435,1.2081019,0.82964396,1.3261843,1.0686654,1.3725243,1.016535,0.8466902,0.12490696,0.76652443,0.35693693,0.62803966,0.5099895,1.1870238,1.2704561,1.3354669,1.2571067,1.3115476,0.31834614,0.45570385,0.92788327,0.8718941,1.1434194,1.1466209,0.47878623,0.83778226,1.003039,1.2274518,1.2640531,1.3511841,1.0947797,1.2282356,1.0315685,1.2878915,1.0902526,1.1435106,0.67313397,1.2706021,1.2284948,1.288918,0.15667474,1.0423564,1.2813268,1.3391249,0.62555444,0.48935473,1.2413548,1.3409603,1.4607689,0.6597965,0.44229847,0.21215945,0.37031686,0.8569778,1.067706,1.3432584,1.1176941,1.2173554,0.32295656,1.2549256
glove,0.9415691,0.8802926,1.1579806,0.9267776,0.72848046,1.0726761,1.1301575,0.8251229,1.0756415,0.9033821,0.967047,1.2327837,0.80338347,0.80987495,1.0846477,0.8166988,0.9847166,1.2375734,1.3180041,1.0257081,0.9923398,1.2255533,1.0056385,0.9111807,1.2748581,1.1389234,1.0492815,1.008689,0.94276017,1.1892496,1.0398586,0.9871352,0.9016357,0.8593761,1.1378175,0.8727168,0.95099795,1.2628363,1.0195359,1.227622,0.926425,0.8136519,1.1084365,1.02703,0.8858106,1.1449318,0.90240544,1.0634959,0.76973885,0.7999258,1.1588844,1.141155,1.0548892,0.82392853,1.258748,0.0,1.0124817,1.0618763,1.0603547,0.4056266,1.0688528,1.0615047,0.9273614,0.9078675,1.0720748,0.7686515,1.0280437,1.256205,1.2090334,0.9337378,1.1490347,0.26913172,1.1365854,0.9977871,1.2598212,1.1070157,1.2294621,0.9203943,1.1216005,1.0881718,0.9067307,0.90610915,0.756901,0.9383033,1.1100639,0.95208997,0.9839218,0.900573,1.0099192,1.0032912,1.3730903,0.93108785,1.0431914,0.83274007,0.77158463,1.1004223,0.9317618,0.99980503,0.7795506,0.9161254,0.50171024,0.94878,1.0090252,1.1122335,0.97378564,1.0056375,1.1747994,1.1883641,0.48650503,1.0430343,1.1801057,1.2048603,0.8624305,0.91457915,0.94124043,1.1139514,0.88971496,1.2864153,1.2308112,1.1023314,0.93972445,0.9802485,1.1258662,0.93370205,1.0082738,1.1486168
gum,0.7577487,0.7878559,0.52441436,0.83692884,1.2892938,0.6068578,0.57922447,0.89209807,1.063405,1.4380487,1.4848115,0.9879329,1.4441639,1.226278,0.86466,1.3396925,0.7970246,0.80859,0.9064336,1.2511483,0.5085082,1.0327579,0.727023,0.9147821,0.8755671,1.1483104,0.64857835,1.2776881,1.4591318,0.5271589,1.413412,1.3499761,1.0833728,0.8885989,0.74832195,1.4597676,0.8674128,0.46770066,1.3682038,0.5938233,1.3067727,1.1267998,1.4271632,1.1014526,1.3012636,0.6139657,1.3472886,1.1547561,0.59166664,0.8735435,0.9261679,0.7753681,0.546356,1.0141563,0.5947724,1.0124817,0.0,1.2543755,0.95162666,0.88752633,0.7690038,1.2729318,1.3600547,1.3283069,1.0668602,0.93864053,0.8159789,1.4194033,0.88954544,1.0105077,1.054603,1.1347071,1.1352923,0.7989057,0.49456298,0.937376,0.76764476,0.7244421,0.5259304,1.3717136,1.1427243,1.3308895,1.2906966,1.1095076,0.50319123,0.54785687,0.78329253,0.94096065,0.92793125,1.1383507,0.7584631,0.6710025,0.9884797,1.0234925,1.1832331,1.4533032,0.93389016,1.335122,0.78754675,1.3589729,0.9335623,1.2324501,0.9769108,1.4220891,1.2248591,1.30931,0.5691872,0.855719,0.95465475,1.0825629,0.7623619,0.69840735,1.1579028,1.3651981,1.3118978,0.38767052,0.56667995,0.5794922,0.6098539,1.0205076,0.5867805,1.071759,1.2466727,1.3733187,0.5388141,1.4383041
hair,1.2364501,1.1867677,1.2861799,1.0790014,0.7229325,1.1827698,1.2995808,0.94007707,1.1886675,1.002224,0.80550575,1.2437934,0.9337019,0.90956074,1.247927,0.9838366,1.3062117,1.2951128,1.2553941,1.0560912,1.2242512,1.1995866,1.3217432,1.1701745,1.3235757,0.9113399,1.1992443,0.80931056,1.0426395,1.2012043,0.82560235,0.40612018,1.0395427,1.2057604,1.1883944,0.88132566,1.1198465,1.3372715,0.8125961,1.3319576,0.587168,0.90163136,0.8888604,1.2381264,0.43370974,1.177172,0.935423,0.1927247,1.090456,1.0682312,1.1325095,1.3781576,1.2848487,0.96489507,1.1176949,1.0618763,1.2543755,0.0,1.036726,0.8672267,1.1146668,0.55878544,0.8350874,0.6591154,0.87033546,1.028925,1.3593982,0.88197106,1.229773,0.8847973,1.0300969,0.90580285,0.7945729,0.82527703,1.184809,1.4231999,1.2950809,0.92362034,1.3322723,1.182183,1.0501801,0.6061801,0.8437459,0.97440356,1.3739812,1.2999609,1.2693279,1.4115874,1.0262643,0.9235337,1.3363397,1.1507117,1.1312165,1.0125873,1.0801133,0.79725003,1.0408102,0.18571758,1.2597517,0.5294918,1.1403713,0.953409,1.2188565,0.90168166,1.2399517,0.816229,1.2743161,1.1331639,1.2069962,0.97641426,1.3906112,1.2218902,0.92885035,0.31640798,0.78466165,1.3121803,1.117115,1.2004441,1.2973099,1.3572334,1.184661,1.0000609,0.8976549,0.99389637,1.2544769,0.8095108
hamburger,0.9440482,1.1193675,1.1304185,0.99979097,0.9996508,1.022245,1.0865664,0.9852803,0.925298,0.9958971,0.98899186,1.0677909,0.97277445,0.95029986,1.0246464,0.9453572,0.90183544,1.1332849,0.9075472,0.9799349,1.0439463,1.0670332,0.93898875,1.013643,1.167573,1.0023078,1.2000258,1.0010924,1.0198071,0.8759889,0.93578,1.1019857,0.78643596,0.85029984,1.0212672,1.0738565,0.85045433,1.1830059,0.9675039,1.1206626,1.0301304,0.9934664,0.9887779,1.0444161,1.0446594,1.0775086,1.0486704,1.0476915,1.1377828,0.86018354,1.1078964,1.0323372,0.9404212,0.7481468,1.1607393,1.0603547,0.95162666,1.036726,0.0,0.98258746,1.2049305,1.1099273,0.9579342,1.0842452,0.90994877,0.9838944,1.1109343,1.1048121,0.9831411,0.9461495,1.0047581,0.94774497,1.0574985,1.012211,1.1905333,1.1416316,1.1413147,1.1069158,1.149938,1.0224726,1.0151402,1.0144901,1.0208333,0.85650325,1.1708497,1.1512624,1.0397896,1.1365296,0.8897659,1.0026206,1.0696499,1.0410967,1.1202652,0.89083016,1.0219935,1.0060517,0.95000935,1.0435413,0.99593896,1.0140492,0.9362467,1.068847,1.0616485,1.0324814,0.977932,0.97794557,1.1751264,0.8254248,1.1039215,0.6683687,1.0390214,1.0731144,1.0609047,0.98351634,0.9251149,0.9821169,1.1611543,1.1122421,1.1892334,1.1510444,0.97828573,0.82944226,1.0286919,1.0956503,1.1764442,0.98756987
hand,1.1588163,0.8244712,1.070859,0.8232857,0.68020064,1.080059,1.1209402,0.87176573,1.1540093,0.94703496,1.0540643,1.2699549,1.0463486,0.888741,1.2787652,0.98244965,1.0594645,1.3202285,1.2380631,1.1411783,0.811409,1.2145919,1.175189,1.1677927,1.3660121,1.1400324,0.9223831,1.086873,1.0920496,1.0842305,1.0323918,0.8540175,1.0238281,0.9624036,1.0958339,1.0744237,1.0492738,1.2040763,1.0642447,1.242566,0.94174534,0.81993574,1.1264807,1.0568736,0.7804003,1.0935512,1.0162491,0.84179497,0.37520945,0.8716179,1.1889864,1.0937359,1.1756521,0.76713014,1.1318204,0.4056266,0.88752633,0.8672267,0.98258746,0.0,1.13064,0.99522823,0.92221105,0.9211353,1.0020453,0.89533126,1.0458148,1.2494557,1.2251371,0.843619,1.1258563,0.5244905,1.0969559,0.73075485,1.1442802,1.3269911,1.2140929,0.64428365,1.1157472,1.2731215,1.0083307,0.88422054,0.7824422,0.91808337,0.9897784,0.7792715,1.0981921,1.1543044,1.0675957,1.0665923,1.3165512,0.9024824,1.0930507,0.8583792,1.0902728,1.0761985,1.0476635,0.9217992,0.9640345,0.8902072,0.7150805,0.9756056,1.2255378,1.1053783,1.0200063,1.008699,1.100138,1.1517019,0.72443295,0.95043004,1.1408708,1.2231717,0.9796546,0.82544357,0.88226175,1.1926099,0.5556639,1.1772323,1.2259378,1.3329186,1.0193493,0.904499,1.0809424,1.076294,0.95825356,1.0618869
hat,0.9088652,0.78418654,0.57040954,1.1151054,1.4179139,0.8630188,0.65353787,1.0900167,1.1169945,1.4041388,1.3951714,0.65578777,1.3546511,1.2722688,0.7581574,1.3282642,0.92239034,0.65004116,0.8847555,1.1614034,0.57755995,0.85507125,0.8484749,0.87347746,0.5234844,1.2227253,0.60716105,1.2446538,1.1724914,0.7403029,1.3225553,1.2732971,1.1387836,1.0505668,0.7017731,1.3133872,1.0896236,0.43742537,1.3602258,0.50564724,1.2502353,0.95128757,1.1726763,0.9722174,1.3963953,0.75392467,1.3497849,0.9447457,0.67692196,1.1858515,0.80974245,0.7120787,0.75540423,1.3899943,0.37313527,1.0688528,0.7690038,1.1146668,1.2049305,1.13064,0.0,1.1839275,1.3776942,1.3018683,1.2969797,1.0349178,0.7158514,1.1783695,0.8338566,1.2909096,0.98757344,1.303899,1.1757605,0.922579,0.419133,0.68941903,0.4690184,0.7315689,0.4982986,1.0259311,1.1336741,1.4097798,1.2400911,1.3041811,0.50231826,0.57113487,0.7457087,0.7393093,1.1821423,1.1448783,0.6141188,0.8988416,0.84521544,1.1025163,1.0592098,1.312746,1.0273112,1.1740313,0.90714604,1.3871286,0.9331816,1.1216369,0.65205574,1.3915875,1.2104819,1.3167557,0.3484912,0.94151413,1.1269239,1.392787,0.6990963,0.55241024,1.1079017,1.3869538,1.4189465,0.6289874,0.5716703,0.4703523,0.51405567,0.7670778,0.83398163,1.3356801,1.1518648,1.1207695,0.47868258,1.2829653
horse,1.1752928,1.0694852,1.2103103,1.1548066,0.70148164,1.2481974,1.2577765,0.8695251,1.2046175,0.9197812,0.8340692,1.1203372,0.97388184,0.7650878,1.185662,0.98340183,1.3863289,1.222173,1.2632995,1.1182337,1.1799912,1.102167,1.3560655,1.186656,1.1576934,0.86951226,1.0723577,0.55275285,0.98537993,1.22489,0.88979775,0.53853536,1.1316352,1.1006407,1.1732442,0.96932936,1.1702479,1.2185432,0.89144665,1.2796104,0.4753852,1.0762404,0.90033984,1.3150935,0.42462516,1.2706239,0.7187002,0.87681,1.0846092,1.1266469,1.0937321,1.1920481,1.3204145,1.0060369,1.1264541,1.0615047,1.2729318,0.55878544,1.1099273,0.99522823,1.1839275,0.0,1.0054557,0.43843347,0.9674997,0.97332835,1.1288044,0.8930199,1.0990279,1.0042899,1.1015978,0.9135495,0.845836,0.95756346,1.1860145,1.1654614,1.064886,1.0461162,1.3193995,1.0899334,1.03799,0.4620847,0.7120645,1.1065531,1.1721046,1.1578442,1.0987386,1.269267,1.0128924,0.9569834,1.2949986,1.0767676,0.9466403,1.0030063,0.98750955,0.92199373,1.1436055,0.42211938,1.1939192,0.47496355,1.0774091,0.72193897,0.9920891,0.78357124,1.1392665,0.7634368,1.1954622,1.2369645,1.0963728,1.1152376,1.2057859,1.227543,1.0760139,0.500025,0.8902224,1.3821301,1.1255939,1.2134858,1.1562748,1.0979596,1.3270835,1.1349319,0.8748867,1.0293496,1.0506821,0.78529423
hose,1.1525763,1.2042857,1.4206585,1.1007652,0.7751249,1.1752261,1.2922683,0.93192536,0.8475467,0.5320226,0.65401304,1.2728604,0.6892494,0.88448083,1.211836,0.77751976,1.1556641,1.2625318,1.065819,0.89164746,1.3363742,0.9981923,1.1003026,1.0916494,1.3500361,1.0218433,1.2944361,0.96520966,0.8692666,1.2687078,0.7079531,0.7943937,0.9116,1.0546672,1.2630643,0.73810774,1.1260104,1.3713717,0.6400016,1.3854277,0.93657947,0.89911467,0.80131936,0.8497182,0.7925993,1.254286,0.80005395,0.8944286,1.2356472,1.0132436,1.1059638,1.1582665,1.2755104,0.7969228,1.2881494,0.9273614,1.3600547,0.8350874,0.9579342,0.92221105,1.3776942,1.0054557,0.0,0.83353597,0.8874798,1.0806559,1.1654401,0.745399,1.1811996,0.84123373,0.8973807,0.7787505,0.99949783,0.98193127,1.346397,1.3435609,1.3595539,1.1276757,1.4203563,0.9381597,0.92304957,0.84003633,0.9295026,0.8263755,1.3421514,1.2675378,1.2979267,1.3163753,1.0762823,0.9463104,1.2592801,1.1335301,1.1081682,0.9996933,0.92939216,0.6209758,0.9938356,0.86720884,0.9128305,0.82398295,0.9750302,1.0261533,1.1990719,0.6843245,0.815101,0.640377,1.398711,1.1922793,1.0332541,0.77687323,1.1918615,1.2899415,0.8846984,0.7509031,0.6900383,1.3474844,1.2994668,1.340883,1.2645961,1.2905322,1.0777795,0.85630304,0.8627697,0.4469025,1.3793731,0.78015065
jacket,1.1704204,1.1117983,1.3884113,1.2200586,0.4924364,1.2104354,1.3326133,0.83156407,1.2179762,0.69649136,0.46104252,1.3167629,0.6301367,0.6345109,1.2831678,0.65555453,1.2312455,1.3838155,1.3853078,0.9874377,1.3716139,1.233999,1.3426137,1.1449745,1.4047167,0.8216375,1.3052902,0.6539594,0.8965336,1.3459642,0.8867531,0.34690177,0.89091605,1.1641793,1.2318642,0.6984726,1.131145,1.3926103,0.54725397,1.4717641,0.6714803,0.8832363,0.9729789,1.1863443,0.4402166,1.3023608,0.59392744,0.787579,1.1684415,1.0295826,1.2963895,1.4170382,1.3645535,0.89597625,1.3155656,0.9078675,1.3283069,0.6591154,1.0842452,0.9211353,1.3018683,0.43843347,0.83353597,0.0,0.9526115,0.7771851,1.3452234,0.8165666,1.2901163,0.93145823,1.1172982,0.73806006,0.9373278,1.0677664,1.3645084,1.352767,1.3871549,1.1348383,1.440322,1.1498778,0.87137616,0.36456013,0.5007411,0.92012906,1.3624442,1.3013041,1.2969594,1.3151239,1.036874,1.030649,1.4507494,1.1283549,1.0973588,1.0032845,0.8437432,0.86533326,1.1481636,0.5680931,1.0280823,0.37923992,0.9581043,0.7330884,1.2854755,0.670419,1.1387494,0.55149245,1.4142663,1.3277738,0.99498796,1.0477643,1.4475751,1.3904341,0.8163419,0.31095517,0.66008425,1.3738664,1.2691487,1.4360932,1.3711228,1.2717664,1.1814722,1.0427682,0.86896414,1.0069922,1.2686948,0.8155378
jar,1.1469122,1.2980759,1.2989712,0.6791363,0.9560833,0.95036364,1.1000487,0.8405212,0.7476789,0.7817069,0.83835745,1.1684508,0.9399759,0.85789025,1.1753032,0.9510268,1.0191648,1.0473584,0.8890401,0.7581748,1.2530487,1.1652046,0.6532312,1.1425158,1.2425338,0.79010755,1.2887986,0.9261006,0.95694417,1.0654509,0.92658746,0.852785,0.9978276,1.065481,1.2188597,0.9686145,0.7748567,1.360568,0.7767135,1.0579172,0.8624213,0.911185,0.9828108,1.1343193,0.8833118,1.070106,0.8852668,0.91295475,1.2976755,0.9449955,1.1869186,1.2870303,1.2569852,0.58047235,1.315582,1.0720748,1.0668602,0.87033546,0.90994877,1.0020453,1.2969797,0.9674997,0.8874798,0.9526115,0.0,1.0586529,1.3209515,0.83993804,1.115799,0.70237285,0.8098098,0.8555051,0.8021033,1.033441,1.3032224,1.2854966,1.3020474,1.1843048,1.244158,1.0673085,0.88364923,0.9420846,0.9791562,0.8209511,1.3906491,1.4212718,1.2608769,1.2996479,0.95095754,1.0356424,1.1605241,1.1255394,1.1689767,0.8396157,0.9811585,0.7895406,1.0303397,0.83691394,1.1428581,0.93524534,1.0864248,1.0464721,1.2595077,0.8655118,0.8265646,0.8241595,1.3850026,0.82037854,0.90933394,0.70831597,1.2240984,1.2194763,0.8472403,0.86426216,0.66740346,1.0599461,1.3142942,1.2771941,1.2738557,1.2308156,0.79560494,0.8432315,1.0121768,0.9924144,1.4037874,0.8496233
jeans,0.9276281,0.7581981,1.0857844,1.2156968,0.7874906,1.1024024,1.0741398,0.985903,1.3451858,0.88206446,0.8471573,0.9749403,0.78571385,0.96516,0.92189854,0.759763,1.0881909,1.2659435,1.2796142,1.1369263,1.1156684,1.0950203,1.1975032,0.98163974,1.1546028,0.756029,0.93450993,0.74853414,0.92168736,0.9677708,1.0212133,0.8828193,0.97884405,0.9845491,1.1333936,0.72215044,1.1438942,1.0713367,0.96717507,1.2185057,0.795175,1.0744615,1.0899704,1.1102328,1.0340272,1.0626227,0.9763795,0.9851262,0.8604333,0.8573618,1.2753713,1.2077587,0.9900611,0.9712562,0.99940324,0.7686515,0.93864053,1.028925,0.9838944,0.89533126,1.0349178,0.97332835,1.0806559,0.7771851,1.0586529,0.0,1.0369282,1.155119,1.1658361,1.1118444,1.2727735,0.80926335,0.91424173,1.0149095,1.0733953,1.0621032,1.0767993,0.85642433,1.0300535,1.2305108,0.8093336,0.8801309,0.54068005,1.014305,1.0346627,1.0490887,1.1166557,0.7917154,1.0028065,1.0520788,1.242602,0.8679171,1.1616616,1.0345736,0.9867705,1.1505568,0.9772341,1.0250037,1.0118753,0.85584795,0.8867568,0.77884,1.0145029,0.9654252,1.0448669,0.98783994,1.0198725,1.3021069,0.92802656,1.0341722,1.18915,1.1977775,0.86280274,0.92366654,0.9459037,1.0680946,0.9200474,1.1284417,1.2185087,1.0664797,1.1632698,0.96827805,1.0692921,1.0945444,0.8470638,1.0348785
