,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
shower,0.94703025,1.3865583,0.8199276,1.2597008,1.2852185,1.4387616,1.1295211,0.5579046,0.47099853,1.3418508,0.70619136,0.7353989,0.69537467,1.2307082,1.3585138,1.2979372,0.8007028,1.3565522,0.9789348,1.1836032,1.1042613,1.0838152,1.1399575,0.9429142,0.7390206,1.3929355,0.30641603,0.73854905,0.980332,0.95705116,1.1840837,0.5833492,0.9159959,1.4235331,0.5491599,1.3252234,0.9883314,0.79009736,0.9310399,0.52725065,0.8171557,0.75162035,1.2048134,1.2659222,0.84931725,1.237766,0.6436366,1.208254,1.3756801,1.0324777,1.2363789,1.3010238,1.2715683,0.925524,1.1769519,1.30665,1.1294129,0.6510211,0.8528146,0.9191907,1.3574297,0.6185094,1.1886481,0.9102868,1.3131388,0.69016665,1.2659996,0.8199979,0.8791112,1.1954998,0.9102651,0.888601,0.9588421,1.137886,1.3383195,1.387355,1.4413922,1.0148234,1.4210832,0.61774445,1.0415024,0.66805387,0.6341816,0.9003736,1.4160129,1.4053836,1.3349411,1.1781834,1.0912472,1.1840149,1.2005035,1.2293931,1.2158127,0.56930125,1.1815419,0.918666,1.1787559,0.69854057,1.4035382,1.2535944,0.0,1.1499954,0.61337453,1.4787465,1.1373897,1.161726,0.924899,1.3060241,1.0561664,1.3773247,0.9774549,0.57723635,0.5070833,1.25404,1.2945169,1.1896334,0.8813055,1.343702,1.3329128,0.9290245,0.9818063,1.218129,0.5997975
sink,1.0002116,0.95238215,1.2350755,1.041381,1.0259559,0.97706664,0.72756815,0.8066566,1.2784296,0.80500424,1.0006169,1.3583074,1.2550269,0.6995263,0.7664337,0.51912487,0.96058446,1.0682616,0.77798474,0.66219497,0.59263295,0.8580197,0.98871773,1.1825345,0.7581557,0.92586327,1.1543076,1.0959833,0.59671164,0.98648375,0.87833446,1.0622463,1.24402,0.8857801,1.0662799,0.5716971,0.92969245,1.3675635,1.1467665,0.87176377,0.8323699,1.1855986,1.1089586,0.9671873,1.1824979,1.0965173,1.375025,1.1997708,0.88168633,0.91035664,1.0221999,0.79624975,0.932973,0.88266456,1.197756,0.99217796,1.089545,1.3899004,1.1186123,1.2768624,1.04203,1.2664161,0.7246693,1.1706637,0.73397297,0.9977249,0.7603427,1.1822844,1.2187406,0.8052919,0.9405656,1.2591358,1.0719101,0.99911445,1.09454,0.62092376,0.9967093,1.307725,0.9349393,0.8646752,1.1261271,1.2917855,1.2162434,1.0522902,0.7652154,0.77715635,0.8482331,1.231992,0.8359029,0.5581424,1.0744988,0.6727744,0.62012064,0.80682254,0.94599915,1.2901483,0.79550135,1.2956538,0.82339406,0.6323591,1.1499954,0.0,1.127621,0.98279667,0.6850107,0.99320835,0.96938753,0.7522794,0.95778733,0.91095877,1.0091586,1.3011687,1.157574,0.65809894,1.1734253,0.9915329,1.0845215,0.7653942,0.90828216,0.59179825,0.88128054,0.8987263,1.086745
slide,1.0016186,1.3380774,0.8370689,1.2317933,1.3181145,1.3812001,1.049806,0.6593833,0.54741514,1.2430623,0.9271319,0.75965464,0.7702756,1.0853927,1.2958732,1.179552,0.78235555,1.135891,1.105063,1.1116961,1.130767,1.049496,1.0994989,0.8680084,1.0021192,1.3003871,0.7374086,0.69338745,1.065651,0.9994627,1.1201634,0.8729257,0.8803992,1.2711096,0.62881696,1.2437831,0.97143227,0.8713962,0.9426691,0.865903,0.8988367,0.74077666,1.2685733,1.239197,0.714388,1.2625486,0.72999877,1.2094743,1.2730054,1.1010007,1.2699461,1.1545433,1.2287307,0.9767335,1.2375429,1.2635386,1.092518,0.79061,0.808333,0.9254563,1.3400496,0.679172,1.1601566,0.86469686,1.1700906,0.75294566,1.1349216,1.0013344,0.78049874,1.1742244,0.840295,0.82592505,1.0286298,1.1091125,1.29949,1.3519533,1.3832512,1.1404773,1.3407667,0.90003794,1.0937759,0.55282766,0.8672954,0.8096748,1.2320575,1.1997024,1.3582773,1.251898,1.1781714,1.0820626,1.072284,1.1978884,1.1561568,0.7923877,1.102789,0.9515554,1.0878532,0.5998961,1.3065604,1.2846553,0.61337453,1.127621,0.0,1.424967,1.2243512,1.0117356,0.88747424,1.1959143,0.9946423,1.294922,1.0153791,0.54661083,0.64998317,1.237932,1.2886536,1.2233279,0.7976066,1.3110352,1.2680211,0.89014846,0.9961916,1.2126142,0.6369959
slipper,1.1975466,0.3920877,1.3501873,0.5664071,0.46470284,0.48028845,1.0813152,1.4002286,1.5236447,0.3835253,1.3155276,1.4296843,1.4534538,1.0233747,0.43548024,0.6691629,1.4067602,0.5013308,1.0032997,0.98692507,0.87071204,0.9874093,0.79708076,1.0405778,1.3252907,0.4398569,1.5035932,1.4357445,1.2025476,1.1113842,0.9551303,1.4280969,1.2873118,0.25170016,1.5599854,0.6266661,1.2364795,1.202923,1.2130494,1.3034991,1.2218803,1.2494416,0.62549,0.6089755,1.2230248,0.45418453,1.1807373,0.6143993,0.48573077,1.1194162,0.717358,0.7556138,0.803428,1.3719637,0.44810152,0.65775657,1.0813363,1.1901133,1.2614875,1.1377031,0.391151,1.4396311,0.93942976,1.3108393,0.71533114,1.4269917,0.66578853,1.1932712,1.1566632,0.84931326,1.2521116,1.3440595,1.1613966,0.98607934,0.2014457,0.5992311,0.3181697,0.7802348,0.3341108,1.3354043,0.9778612,1.483979,1.3426583,1.3226953,0.44780725,0.37103707,0.5393877,0.5910487,0.91927,0.8687017,0.88444334,1.0582541,0.7460358,1.4372424,1.0226907,1.15569,0.9535131,1.4002689,0.45146745,0.7734894,1.4787465,0.98279667,1.424967,0.0,0.83501315,1.0343693,1.2964994,0.73214084,1.040281,0.4296223,1.1702276,1.5296056,1.6041968,0.56148887,0.40288037,0.50562644,1.2446784,0.6456749,0.5887488,1.3116279,0.90554905,0.48758864,1.3756611
soap,1.0694399,0.69013405,1.1654963,0.9133522,0.79982734,0.85099256,0.81567407,1.0825678,1.3202927,0.7602213,1.0714107,1.3300879,1.3634955,0.9747868,0.52288747,0.7227719,1.1591072,0.90674245,0.5954114,0.739331,0.4837733,0.96190196,1.1558529,1.1915045,0.8128558,0.80568063,1.0768445,1.1678913,0.96235186,1.1738892,0.94736725,1.1303506,1.2147107,0.79506963,1.1905713,0.5931258,1.1356504,1.2309837,1.0917888,0.7862408,0.87537634,1.1980182,0.9915419,0.8632883,1.3183421,1.1030426,1.32622,1.100013,0.7187232,0.78316915,0.9927108,0.83612716,0.7663951,1.0827248,1.1866136,1.0119704,1.1445127,1.2626188,1.2014465,1.278866,0.71620655,1.109627,0.59402925,1.2959638,0.81646824,1.1380084,0.7148852,1.1517693,1.2276555,0.62928945,0.8990044,1.253166,1.0295243,0.88027143,0.8473861,0.54171526,0.82720053,1.2241985,0.7014301,0.68872774,1.1936407,1.3535569,1.1880183,1.257752,0.80350816,0.79773676,0.78695947,1.0807927,0.738109,0.86127,1.0403401,0.7508254,0.8203189,0.98089147,0.7986311,1.1521547,1.0742451,1.3602592,0.8358878,0.7045803,1.1373897,0.6850107,1.2243512,0.83501315,0.0,1.1321483,1.1358591,0.8216884,0.9667018,0.66453654,1.0278467,1.3088069,1.274074,0.80215466,0.97284436,1.0215071,1.1653551,0.6097013,0.9191458,1.1851325,0.7096294,0.9173962,1.0899445
sock,0.9159311,1.1321354,0.6908227,1.1483293,1.2793326,1.1074334,0.9177867,0.98987293,0.9870251,1.2190951,0.86753595,0.93486434,0.7354369,1.0089519,1.2942955,1.0338033,0.9753926,1.0250707,1.165251,0.8850299,1.0250106,1.2239382,0.9311946,1.0446261,0.92637134,1.1118784,1.1033666,0.9154494,0.9181075,1.0495561,0.86827016,0.9119446,0.77501094,1.2050196,1.0051786,1.1370008,0.908507,0.9591438,0.7515694,1.2052512,1.0663998,0.9730133,1.0096054,0.986167,0.9086714,0.9842028,1.168446,0.77388304,1.2309813,1.1338044,0.74563265,1.1221149,0.99106693,0.9484512,1.1505758,0.6308677,0.89909613,1.1317446,1.0264248,0.7024945,1.262418,1.0767409,1.2334436,0.8620486,1.1097628,0.96756667,1.1287773,0.7053536,0.9968979,1.1283242,1.0123168,0.38562363,1.1076674,1.1056855,1.190654,0.98845375,0.9554416,0.9493403,1.1253192,1.0199664,1.1446227,0.85741174,0.87718964,1.0434417,1.1855286,1.1520791,0.77718306,0.9360339,1.0978922,0.99392045,1.0068638,0.8589769,1.2480673,1.1630694,0.9653536,0.8903263,0.9784196,0.9352917,0.7904474,1.0557896,1.161726,0.99320835,1.0117356,1.0343693,1.1321483,0.0,0.9348198,1.1142361,0.90385306,1.0855421,1.0513426,0.95106703,1.0333595,1.1135347,0.82227445,0.8661356,0.89064187,0.9152759,1.0656624,0.9435093,1.1091409,1.0795207,1.127932
soup,1.0139046,1.1483898,0.91140616,1.114233,1.1487371,1.042327,0.8058008,1.0023725,0.937104,1.2360275,1.0322214,0.90415114,0.88225675,0.97875535,1.185761,0.89311135,0.875549,0.9825593,1.1860898,0.8698442,0.98907816,1.017385,1.230535,1.133488,1.0117229,1.137251,0.95852256,1.0286331,0.9810918,1.0222346,0.71475995,1.012269,0.92998374,1.2376741,0.9091617,0.93957394,0.80934596,1.0541508,0.9387845,1.0550641,0.99951285,0.9719684,1.1374276,1.0338924,1.0625188,1.2317147,1.0075297,1.1952735,1.1486318,0.9270694,1.1950214,1.0000563,1.048714,0.8049823,1.2227554,1.078318,0.8783541,0.9807424,0.7695173,0.97548485,1.2035387,1.0631117,0.99939585,0.90631795,1.0696186,0.8904886,1.0749062,0.9848416,0.9531424,1.0460497,0.8617112,0.8690885,1.049025,0.9231583,1.2396973,1.1909947,1.2909367,1.122674,1.1727118,1.0166011,1.0449257,0.97723085,1.0318006,0.90687346,1.208813,1.2312441,1.1438375,1.1644168,1.0588561,0.779069,1.0086901,0.9751848,1.1355153,0.8689966,0.91071665,1.0465261,1.0222727,1.0179857,1.201236,1.1028612,0.924899,0.96938753,0.88747424,1.2964994,1.1358591,0.9348198,0.0,0.92930907,0.990039,1.1739576,1.0645697,0.98086023,0.8313549,1.0531238,1.222097,1.1365347,0.9158431,1.1839921,1.0893562,0.8382436,1.1500607,1.075675,1.0271405
spoon,0.97536373,0.67355263,1.348389,0.708001,0.7317287,0.68893945,1.0099288,1.1724792,1.4390459,0.683764,1.3604715,1.4283297,1.4809316,0.9545914,0.6881957,0.49785793,1.2840891,0.9173274,0.9365019,0.8900102,0.8446446,0.87978506,1.0522662,1.1861469,1.2532362,0.57746243,1.3898699,1.2836213,1.051257,1.1347129,0.833542,1.4603014,1.1694558,0.55584115,1.3881538,0.5841739,0.8964844,1.4293871,1.150778,1.1675812,1.0037835,1.2178131,1.0984173,0.71671283,1.2434837,0.9637,1.31762,1.042948,0.49289346,0.9307408,1.0831434,0.13595116,0.7633813,0.94535196,0.9533594,0.8809241,0.99171835,1.3273542,1.1300901,1.1795245,0.7824751,1.4379702,0.8217102,1.2186707,0.17021978,1.1832199,0.5295012,1.2515285,1.2788905,0.812655,0.9855975,1.3070586,1.0887232,1.0525148,0.7725393,0.8531499,0.7788297,1.2147093,0.6823815,1.227916,1.0931414,1.4255862,1.399508,1.1503159,0.2679423,0.46470755,1.0048051,1.1116709,0.96036077,0.55622935,1.0180978,0.96782076,0.8811705,1.2623787,0.7907912,1.3054129,0.48136985,1.3828198,0.7693107,0.56306356,1.3060241,0.7522794,1.1959143,0.73214084,0.8216884,1.1142361,0.92930907,0.0,0.75058323,0.70085347,1.0597777,1.4379205,1.2939671,0.6794455,0.9564125,0.97162515,0.7548616,0.92845565,0.65824753,1.0119457,0.7127232,0.6984766,1.1982949
sprinkler,0.7724894,1.0613732,1.0721911,1.0902953,1.0101619,0.8603176,1.0038636,0.99840814,1.1547496,1.086348,1.1848582,1.1705248,1.2287807,1.0735202,1.0759323,1.0367101,1.111084,1.1681795,0.89396155,0.9893455,0.9854443,0.9683969,1.0555596,1.0917346,1.0232819,0.6864339,1.0844263,0.95471877,1.100377,1.0838252,0.8961913,1.2127217,0.99762434,0.94309866,1.0702002,1.073428,0.85081315,1.1817718,0.92190707,0.9493804,0.8461088,1.0616632,1.1080245,1.0472349,1.1436483,1.025608,1.1487385,0.9253831,0.8880881,1.0100318,0.89610577,0.7799921,1.0067694,0.87656766,1.0131598,0.99455816,1.0556413,1.1737165,1.0524502,0.95489985,1.0362384,1.15302,1.0424932,1.0543412,0.71787596,0.75959325,0.7829057,0.986367,1.1342578,1.0496169,0.9520411,1.0526544,0.90475285,1.07516,1.0707531,1.0217997,0.8828255,1.0095555,1.0815016,1.0659862,1.049912,1.1967442,1.127969,1.1392169,0.8421648,0.8969884,1.0884581,1.034855,1.0194103,0.97271043,1.037136,1.0123805,1.0216396,1.0744624,0.94941866,1.0921202,0.75988585,1.2212626,1.0233468,0.8571037,1.0561664,0.95778733,0.9946423,1.040281,0.9667018,0.90385306,0.990039,0.75058323,0.0,1.0515001,0.96850204,1.1882623,1.2164357,1.0996146,0.907396,1.0199959,0.62021863,0.9918879,0.9915126,0.8976623,0.7768649,0.8543013,0.9676377
strawberry,1.2271726,0.2946654,1.4799752,0.40905046,0.5048541,0.5941521,0.933102,1.3552232,1.4676759,0.4283055,1.4587431,1.3657202,1.4309533,0.9376459,0.30002856,0.53665334,1.3044679,0.6041483,0.886574,0.76488185,0.6978724,0.88212526,1.0121849,1.2000909,1.3058971,0.57401687,1.3752267,1.3513622,1.1302807,1.2847549,1.0288479,1.4441661,1.2405279,0.32440567,1.4746723,0.46855998,0.9644811,1.4557202,1.0991418,1.0870655,1.0811112,1.1305807,1.0117464,0.6634413,1.2478535,0.9220204,1.3069471,1.0084425,0.3666538,0.9088087,1.0758708,0.71193975,0.72529244,1.2992234,0.9232875,0.89432055,1.0257058,1.3128108,1.1916606,1.3307154,0.45926148,1.3592485,0.7218256,1.3042672,0.68581355,1.3865627,0.5644701,1.4000878,1.2042859,0.72082937,1.008031,1.330008,1.0309306,1.0017715,0.373765,0.6112559,0.6817223,1.2274708,0.2762791,1.1687334,1.1909364,1.4475931,1.488534,1.2356668,0.53109753,0.51920426,0.7050843,0.9860628,0.95899147,0.6853561,0.8617526,0.8867979,0.7359936,1.225202,0.87841,1.1924295,0.852806,1.4066684,0.62882555,0.7705599,1.3773247,0.91095877,1.294922,0.4296223,0.66453654,1.0855421,1.1739576,0.70085347,1.0515001,0.0,0.94467217,1.4731286,1.474265,0.5883762,0.8430308,0.81918585,1.2152817,0.65227383,0.35373497,1.2303526,0.7477052,0.6309544,1.2598126
stroller,0.9663952,1.0471327,1.0537094,1.0508981,0.9870437,0.993168,0.90169054,1.0656122,1.0620744,1.1496683,1.0178977,1.0390619,1.128498,0.9794987,1.0651765,1.0826968,0.9694538,1.287721,0.9197215,0.95301265,1.1265349,0.73239833,1.0511297,1.1510289,0.9590941,1.110033,0.98196113,1.1367095,0.8327395,0.95243436,1.1222091,1.0154665,1.006648,1.1740744,0.95991445,0.99108297,0.81869537,0.9535973,0.79146314,1.0259695,0.99100703,0.97532004,1.1781459,1.1419438,1.124707,1.2031317,1.0085291,1.1934736,1.0011399,0.8160005,1.1020284,1.0661839,0.8299214,0.8986011,1.1070035,0.9451512,0.91523206,1.0220873,0.93030363,1.1401353,0.9397157,0.98323184,0.9170259,1.075416,1.0816615,0.938267,1.1186839,1.1790347,1.1380186,1.0155754,0.9125303,1.0986298,0.30076504,0.9494709,1.1887448,1.1408414,1.2266784,1.0690994,1.1188673,0.9648809,0.90051275,1.0666423,1.0968573,1.0805285,1.1305687,1.208016,1.2026212,1.1654042,0.96997166,1.0787792,0.9145768,0.73308665,0.9286976,0.91887057,0.87088263,1.0486207,0.8337734,1.0770576,0.87215567,0.96737075,0.9774549,1.0091586,1.0153791,1.1702276,1.0278467,1.0513426,1.0645697,1.0597777,0.96850204,0.94467217,0.0,1.0779835,0.99816984,1.0120796,1.2106941,1.2414291,1.0148685,1.1416783,0.70553255,0.92297703,0.90886104,1.1190156,0.9890364
sweater,0.9949131,1.4867187,0.53388226,1.354486,1.3735676,1.4826175,1.1970893,0.7444947,0.42249948,1.4170011,0.70757735,0.43579364,0.49130267,1.2387791,1.4832602,1.5046028,0.7596097,1.243224,1.1625783,1.2909169,1.3216761,1.168617,1.1249728,0.72085077,0.86342824,1.4897921,0.6169681,0.3565954,1.0511055,0.8971504,1.1986954,0.5511803,0.82855034,1.5431222,0.5518271,1.4780571,1.0541741,0.6112393,0.8956119,0.88037735,1.0619546,0.7058849,1.161143,1.3170123,0.5857199,1.2456234,0.5164885,1.1145368,1.504061,1.1404173,1.1391006,1.3994064,1.3826691,0.9040145,1.1492597,1.2019067,1.1380647,0.58337045,0.86114955,0.747242,1.3890669,0.25243437,1.2426757,0.5989849,1.4444973,0.72598416,1.4321555,0.7231297,0.6837283,1.2620027,1.0333772,0.6029989,1.0537754,1.0939529,1.388654,1.4204223,1.3700383,0.90479714,1.4967414,0.8104892,1.0118768,0.1281485,0.41379964,0.8184846,1.5190743,1.4746995,1.3864751,1.1518341,1.2501144,1.3922939,1.1343193,1.1640484,1.3364916,0.78075886,1.2195312,0.72842145,1.2907553,0.13872302,1.3814344,1.3684349,0.57723635,1.3011687,0.54661083,1.5296056,1.3088069,0.95106703,0.98086023,1.4379205,1.1882623,1.4731286,1.0779835,0.0,0.4258269,1.3935065,1.2672935,1.2392805,0.9433754,1.335306,1.5024252,0.99518335,1.1777887,1.386611,0.6878748
table,0.9680093,1.432345,0.6725739,1.2889403,1.4129686,1.5291997,1.1225924,0.6373589,0.3555091,1.438973,0.47812122,0.6358094,0.541765,0.945623,1.4434733,1.2993152,0.5329578,1.2783085,1.0649984,1.1775105,1.3366793,1.1267937,1.1724925,0.90087116,0.6424924,1.509191,0.5699685,0.7462407,0.8429726,0.75229883,1.1044842,0.46436656,0.79789305,1.5205122,0.39851886,1.3182588,0.92297995,0.71915746,0.9667418,0.86965775,0.8141242,0.7995701,1.2780966,1.2741379,0.7832484,1.3250568,0.66927505,1.2606072,1.5281433,1.0386242,1.2868718,1.3180408,1.3035083,0.7219244,1.2791827,1.3525546,0.93235534,0.7270814,0.7779312,0.84638155,1.506439,0.68241584,1.2335202,0.7400755,1.3707222,0.5849359,1.3877355,0.7558143,0.82373464,1.2080237,0.9143263,0.727896,1.0171665,1.0847958,1.433433,1.5230653,1.5468282,1.0200466,1.4937079,0.85557014,1.0049118,0.46397966,0.63901883,0.6400142,1.4723177,1.4397459,1.4495261,1.2116038,1.1495459,1.1720558,1.1446464,1.2045295,1.2597518,0.68065894,1.1175601,0.9671096,1.1424707,0.51601994,1.4264162,1.2590729,0.5070833,1.157574,0.64998317,1.6041968,1.274074,1.0333595,0.8313549,1.2939671,1.2164357,1.474265,0.99816984,0.4258269,0.0,1.3000457,1.4170489,1.2335362,0.84979975,1.5205964,1.3389056,0.7353475,1.167342,1.4052303,0.60706043
tape,1.1978471,0.5194851,1.3808873,0.5836495,0.5304385,0.6513384,0.99321586,1.3055404,1.439353,0.7542429,1.2957155,1.3482763,1.4395138,0.90569395,0.552047,0.4831823,1.1113137,0.80366504,0.8502943,0.68829817,0.79979074,0.97921765,0.9884936,1.3258687,1.2251542,0.7048528,1.4243939,1.3699248,0.996106,1.1893542,0.7916701,1.3090904,1.2359387,0.57599473,1.381908,0.25682938,0.95356506,1.3970267,1.1236488,1.2497609,1.0175129,1.2049999,0.9577576,0.62484384,1.3068453,0.9427821,1.2363994,0.97454345,0.5948762,0.9098213,0.9480451,0.77496994,0.7638679,1.092072,0.8665539,0.81942296,0.85137117,1.2689922,1.0627761,1.2414377,0.58395183,1.3923296,0.64982545,1.2855625,0.7539383,1.2774022,0.6918784,1.3343236,1.2625233,0.6442407,0.9860157,1.2465955,1.0650434,1.0194572,0.60841805,0.7588668,0.8497167,1.1012179,0.565333,1.1890604,1.0666211,1.3911872,1.380805,1.1680081,0.67086893,0.72075367,0.8177397,0.95996976,0.8935467,0.59336954,0.9525982,0.8256624,0.6675452,1.1902183,0.99602395,1.351691,0.866736,1.3303177,0.6600236,0.64840305,1.25404,0.65809894,1.237932,0.56148887,0.80215466,1.1135347,1.0531238,0.6794455,1.0996146,0.5883762,1.0120796,1.3935065,1.3000457,0.0,0.8369633,0.87252146,1.1828212,0.87854326,0.46058005,1.0207022,1.0069656,0.71792585,1.3826501
toe,1.2000344,0.6375283,1.0486965,0.7926334,0.6974654,0.74182713,1.3448074,1.3673778,1.3981316,0.8879789,1.2414571,1.1386559,1.3073541,1.169432,0.923478,0.9673251,1.3507572,0.6962612,0.9874283,1.138867,1.1013024,1.1952032,0.76672477,1.104164,1.346527,0.75032336,1.379936,1.2731438,1.2908468,1.0876042,0.8686118,1.3387222,1.0625498,0.65617836,1.5148816,0.9669216,1.243045,1.043195,1.0866611,1.3353491,1.0946336,1.1704193,0.44471502,0.6030912,1.230649,0.50583756,0.9661316,0.116102815,0.8333348,1.2461325,0.36419153,0.94432807,0.8969175,1.1499516,0.46248114,0.61152583,0.9538042,0.9198072,1.1624931,0.537958,0.6946187,1.2528377,1.1908215,1.0754112,0.9613855,1.3483393,1.0090219,0.8129077,1.1770085,0.93604636,1.2052513,0.9491837,1.164139,1.0360242,0.451721,0.867432,0.37116504,0.38748896,0.5893148,1.3206167,1.1002914,1.2608545,1.0417652,1.2266446,0.8035692,0.7229203,0.6899199,0.3191229,1.043961,1.0845505,0.96539533,1.2147697,1.0425515,1.4375248,1.0269345,0.92651767,1.1851919,1.1997138,0.7993186,1.0117556,1.2945169,1.1734253,1.2886536,0.40288037,0.97284436,0.82227445,1.222097,0.9564125,0.907396,0.8430308,1.2106941,1.2672935,1.4170489,0.8369633,0.0,0.6052158,1.0880573,0.8836442,0.914928,1.2591267,1.0720917,0.69737035,1.3573172
tooth,1.1007272,0.7314209,1.0753219,0.8189672,0.77378905,0.86599475,1.1413028,1.1151977,1.2029496,0.7811283,1.0204127,1.1763674,1.1058606,0.9915769,0.8811498,0.9506617,1.151238,0.6728797,1.1668366,1.1044488,1.0647016,1.2030554,0.6651114,0.9204164,1.1175508,0.8539397,1.1867332,1.1637678,1.0308644,0.97191006,0.92616606,1.109279,1.1113795,0.6514856,1.243948,0.99166334,1.2092553,1.0445908,1.2189304,1.2113868,1.2059908,1.102885,0.590073,0.73901856,1.0627469,0.5810498,1.1211452,0.6611129,0.8362723,1.2997859,0.76103073,0.99736565,0.9892104,1.199701,0.742517,0.8392915,1.0035315,1.1241231,1.1048205,1.0045199,0.8574626,1.2414815,1.2142577,1.1759126,0.95397353,1.097791,0.9300635,0.8921565,1.0331292,0.9609246,1.2396662,1.0758134,1.163263,0.96885717,0.5744947,0.8190932,0.588845,0.78912294,0.69975054,1.2121015,0.88004714,1.2237017,1.0184668,1.1015834,0.812055,0.7343414,0.68424374,0.5639248,0.99921274,1.0515277,0.9734305,1.1711154,1.0041068,1.2240038,1.1365478,1.0160569,1.0994208,1.1780992,0.8528552,0.9574833,1.1896334,0.9915329,1.2233279,0.50562644,1.0215071,0.8661356,1.1365347,0.97162515,1.0199959,0.81918585,1.2414291,1.2392805,1.2335362,0.87252146,0.6052158,0.0,0.9757068,0.8494739,0.8963796,1.1391633,1.0328536,0.8087521,1.2442932
toothbrush,0.9066048,1.2246094,0.9212996,1.0376756,1.2234962,1.2263222,1.1427182,0.8215402,0.9582324,1.1485738,1.033422,0.9803005,0.9880861,1.0762465,1.2070012,1.0899119,1.013886,1.2207938,1.042048,1.07509,1.126497,1.0519466,0.9832898,1.0158783,1.0689002,1.0994935,1.0044225,0.8776175,1.0766597,0.85898197,1.0071404,1.0599543,0.923709,0.97159284,0.968354,1.2162105,0.9023924,1.0813515,1.0846092,0.9675327,0.94838583,0.9729393,1.1318505,1.1696194,1.0371071,1.077039,0.960322,0.98741764,1.0120226,1.1056658,1.1908798,0.7514801,1.1525087,0.7244936,1.0798923,1.0986365,0.91659594,0.96323353,0.9489729,0.82630384,1.3034393,0.97272927,1.2004685,0.9258908,0.7384484,0.71102256,0.9291713,0.8789009,1.08799,1.068642,0.83923495,0.7948921,1.0279828,1.2358114,1.2164645,1.2093902,1.1174728,1.0197564,1.2954297,1.0573816,1.0378883,0.96091217,0.94889426,0.86256474,0.84965163,0.8787811,1.2717032,1.1156749,1.149491,1.0304251,1.2050288,1.226712,1.0935553,1.009328,1.047504,0.9908824,0.7273382,0.9780423,1.1988937,0.8859561,0.8813055,1.0845215,0.7976066,1.2446784,1.1653551,0.89064187,0.9158431,0.7548616,0.62021863,1.2152817,1.0148685,0.9433754,0.84979975,1.1828212,1.0880573,0.9757068,0.0,1.174908,1.0768607,0.8871619,0.6921468,1.0647346,0.87711143
towel,0.9472043,0.84311867,1.1504843,0.9557141,0.89104205,0.7603959,0.7913996,1.18084,1.266216,0.5711528,1.0742937,1.2687117,1.0489628,0.92500335,0.515841,0.8557104,1.2767711,0.827529,0.9035036,0.7203656,0.46552187,0.96497965,0.8325397,1.0720979,0.963278,0.831664,1.1908756,1.0570039,0.9513198,1.2121056,1.0599513,1.0985788,1.0233791,0.65149236,1.2907034,0.787354,1.1558911,1.1816878,0.8996777,0.99320626,1.1620446,1.0980386,0.81064713,1.0303001,1.0886655,0.8691279,1.4681621,0.9781639,0.67078066,0.8815695,0.81705576,0.868713,0.83699954,1.3053985,1.0515916,0.7567252,1.1708374,1.419843,1.2659338,1.2486442,0.7723661,1.039816,0.7608983,1.1617019,0.78614736,1.2196108,0.8432132,1.1605388,1.132995,0.85731757,1.0522261,1.06939,1.1554749,1.0250765,0.7797333,0.059636593,0.62310284,1.1857221,0.78551775,0.62243766,1.1181319,1.2817708,1.114468,1.1681594,0.71903133,0.7221896,0.42055154,0.9052733,0.7800927,0.94659173,1.0925504,0.6744431,0.80059826,1.0779154,0.9435465,0.9052963,0.8688195,1.3288002,0.6386566,0.603465,1.343702,0.7653942,1.3110352,0.6456749,0.6097013,0.9152759,1.1839921,0.92845565,0.9918879,0.65227383,1.1416783,1.335306,1.5205964,0.87854326,0.8836442,0.8494739,1.174908,0.0,0.88149726,1.2299327,0.74558353,0.8941762,1.263431
