,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
face,1.0900326,1.239126,0.7924639,1.1246092,1.0890428,1.220908,1.2892122,0.94851106,0.6707001,1.2900122,0.90393376,0.58583003,0.79330695,1.2241127,1.3318843,1.3273718,0.9077036,1.1505628,1.1275622,1.3637395,1.4293969,1.0644504,1.1293554,0.85058063,1.1063977,1.2547305,0.7838166,0.85427797,1.1380261,0.84823895,1.1424447,0.80165833,0.94692636,1.3067868,0.80706346,1.3339263,1.070172,0.65482664,0.9921537,1.0243624,1.1083972,0.8180276,0.9550195,1.1185956,0.86297554,0.9802062,0.0,0.91300464,1.3016127,1.1040878,1.1193091,1.2879994,1.2306678,0.92407274,0.70430464,1.1726794,1.0605588,0.161381,0.88115084,0.74705374,1.0581824,0.6735175,1.2420827,0.82717603,1.3605102,0.95111686,1.3089104,0.8948607,0.86155486,1.2123263,1.0550114,0.91543597,0.93438405,1.049773,1.1181452,1.5078833,1.2022034,0.599826,1.2498909,1.1205883,0.8797071,0.60336185,0.7011398,0.935667,1.3352759,1.2879726,1.3180981,0.9452377,1.1820705,1.2851319,1.0288068,1.3204463,1.1992179,0.97690994,1.1985273,0.835772,1.2870822,0.55429506,1.2606407,1.415549,0.6436366,1.375025,0.72999877,1.1807373,1.32622,1.168446,1.0075297,1.31762,1.1487385,1.3069471,1.0085291,0.5164885,0.66927505,1.2363994,0.9661316,1.1211452,0.960322,1.4681621,1.265089,1.0388491,1.2154708,1.1994911,0.79035175
finger,1.2106662,0.83427167,0.9801646,0.94364375,0.8863902,0.9126156,1.3911359,1.2607772,1.251843,0.97882885,1.1720338,1.0314213,1.1785082,1.1699235,1.0756629,1.1028717,1.2720082,0.79808736,1.0297143,1.1830292,1.1492405,1.2071494,0.7558279,1.0182003,1.2520858,0.9115842,1.2620711,1.1114235,1.2586507,0.98933977,0.96149814,1.2346401,0.9857607,0.80917114,1.3768737,1.1323512,1.2294233,0.9774538,1.0522741,1.2603481,1.061388,1.0806205,0.48557585,0.74182165,1.1181335,0.59407866,0.91300464,0.0,1.0317011,1.2860141,0.4010824,0.98810685,1.0208887,1.057981,0.574805,0.6371106,0.87292373,0.8686387,1.0687737,0.33314055,0.8838026,1.1671765,1.2702091,0.96050864,1.0209277,1.2594974,1.120714,0.69558793,1.114523,1.0533187,1.194144,0.78964955,1.1663176,1.039191,0.62174565,0.9778568,0.45576072,0.37001646,0.7731352,1.3074908,1.0620632,1.0886691,0.9589525,1.1238416,0.91221845,0.8235427,0.7817608,0.3150257,1.1167316,1.1750345,0.99697447,1.2708533,1.0868382,1.3439701,1.0916697,0.8806303,1.2038325,1.0498209,0.9706866,1.0787615,1.208254,1.1997708,1.2094743,0.6143993,1.100013,0.77388304,1.1952735,1.042948,0.9253831,1.0084425,1.1934736,1.1145368,1.2606072,0.97454345,0.116102815,0.6611129,0.98741764,0.9781639,1.0667912,1.2004676,1.0957234,0.8190248,1.2422153
fish,1.0142362,0.40148938,1.4089496,0.4889568,0.4416796,0.5260981,1.0350722,1.310995,1.5171226,0.49850243,1.4761229,1.450303,1.4990969,0.93136424,0.41677976,0.5496185,1.3820035,0.67557865,0.89657474,0.9318515,0.85849977,0.7854357,0.9179149,1.1809219,1.3555503,0.52679235,1.4398777,1.4082525,1.106305,1.1772716,0.88514096,1.4718912,1.244633,0.32316417,1.5330408,0.57214516,0.9739187,1.3414237,1.1770823,1.208638,1.183357,1.2162721,1.0651083,0.68524456,1.2931607,0.9131395,1.3016127,1.0317011,0.0,0.91051334,0.9664351,0.4726417,0.5651196,1.2191609,0.9080653,0.8693799,1.0442977,1.2943587,1.1647536,1.326062,0.43760145,1.3323228,0.72963756,1.2909386,0.47069716,1.3205874,0.4942962,1.413961,1.2643715,0.6030963,1.0828623,1.4671361,1.066558,1.0149115,0.49030656,0.6292906,0.7479483,1.2540702,0.42346108,1.2366033,1.1210017,1.5309184,1.4226109,1.2055548,0.3518952,0.45851862,0.77501285,1.0252819,0.906767,0.66850936,0.8587818,0.9633558,0.75406545,1.3128709,0.80354565,1.265921,0.6893251,1.4772077,0.6689272,0.6310967,1.3756801,0.88168633,1.2730054,0.48573077,0.7187232,1.2309813,1.1486318,0.49289346,0.8880881,0.3666538,1.0011399,1.504061,1.5281433,0.5948762,0.8333348,0.8362723,1.0120226,0.67078066,0.45005167,1.2002256,0.832772,0.71923107,1.2299738
flower,0.94163525,0.9300524,1.0895813,0.9485688,1.020818,0.863514,0.7409725,1.1986525,1.1230826,1.0163684,1.0935344,1.1282511,1.125805,0.8743858,0.7524725,0.90241414,0.952883,1.1694123,0.8526113,0.82598794,0.8661165,0.7476275,1.2764384,1.2065748,0.9561724,0.9971582,0.9939646,1.1171834,0.8623232,1.1222496,1.1007274,1.0859823,0.9807094,1.0638111,1.0085305,0.8076047,0.9354774,1.0952079,0.7769705,0.9385424,0.98229074,1.001465,1.1858947,1.1077521,1.1571742,1.2942569,1.1040878,1.2860141,0.91051334,0.0,1.1864827,0.89863497,0.7970251,0.89299273,1.1920805,0.8736139,0.9784658,1.0525815,0.96922517,1.1828465,0.95612377,1.0339283,0.54119945,1.1315194,0.95874625,1.1133232,0.9261798,1.1705711,1.0796369,0.804569,0.86881244,1.153064,0.84958977,1.017581,1.1104275,0.8668634,1.2746122,1.2796049,1.0395527,0.7977019,0.9572061,1.1626731,1.2318476,1.0432414,1.0086936,1.1137298,1.0557681,1.1877326,0.5594482,0.941201,1.1076608,0.7342187,0.93679994,0.85101336,0.87489676,1.1117487,0.91358006,1.1621798,0.8519441,0.9576218,1.0324777,0.91035664,1.1010007,1.1194162,0.78316915,1.1338044,0.9270694,0.9307408,1.0100318,0.9088087,0.8160005,1.1404173,1.0386242,0.9098213,1.2461325,1.2997859,1.1056658,0.8815695,0.8370249,0.9786387,0.93833685,1.0953964,0.9226311
foot,0.9194795,0.90159357,0.84222245,1.0753117,0.93068737,0.85657465,1.2372661,1.2100129,1.2619205,1.0019981,0.9803244,1.1381421,1.1268553,1.0482397,1.0371228,1.1074083,1.2254338,0.86134744,0.96449894,1.1862031,1.1478612,1.1119232,0.67262477,1.069387,1.0553868,0.96984905,1.1934513,1.1313937,1.0430198,0.9969734,0.8706268,1.0788012,0.9957421,0.8860016,1.3150039,1.0749377,1.2243941,0.85719335,0.93575877,1.2672355,1.1607639,1.1715018,0.6283316,0.82510126,1.148489,0.73214406,1.1193091,0.4010824,0.9664351,1.1864827,0.0,1.0494456,0.8611368,1.1100535,0.7602251,0.567416,0.96125877,1.0242729,1.1271073,0.5913723,0.9030058,1.1138148,1.1088122,0.8677521,1.0354877,1.1779286,1.1343695,0.64674103,1.1421763,0.9639771,1.2366123,0.9264182,1.1053654,0.95696664,0.829987,0.80536366,0.57788897,0.65792364,0.8494102,1.1768147,1.0246377,1.1344236,0.8375405,1.1855363,0.94999045,0.90779924,0.6541715,0.47810352,0.8552134,1.1818107,0.9777379,0.9881058,1.0290725,1.2853985,1.0268532,0.88179845,1.1239605,1.1376238,0.7945974,0.9241682,1.2363789,1.0221999,1.2699461,0.717358,0.9927108,0.74563265,1.1950214,1.0831434,0.89610577,1.0758708,1.1020284,1.1391006,1.2868718,0.9480451,0.36419153,0.76103073,1.1908798,0.81705576,1.0804366,1.1777313,1.1215763,0.95708096,1.289858
fork,0.87094367,0.74707896,1.3100281,0.79726034,0.7868775,0.6792544,1.0361161,1.1262074,1.3992656,0.64484084,1.3888016,1.451692,1.4093534,0.9129736,0.6924746,0.60085887,1.2779438,0.92676246,0.88773346,0.98499155,0.8726719,0.8321631,1.0595491,1.1270213,1.2979996,0.6298802,1.3712852,1.2404008,1.0384305,1.0691228,0.9352774,1.4289905,1.1563618,0.5451127,1.3673973,0.7401786,0.9473851,1.3770845,1.1037529,1.1288477,1.0409219,1.2123083,1.1434209,0.8699341,1.2035766,0.9856634,1.2879994,0.98810685,0.4726417,0.89863497,1.0494456,0.0,0.7074026,0.99309176,1.0058978,0.8992382,1.0259745,1.2847145,1.151401,1.1183805,0.7999686,1.4003448,0.849639,1.1536832,0.058958113,1.1641784,0.5857082,1.2280157,1.2151452,0.8287612,1.0132142,1.2869123,1.1033325,1.0732512,0.7940014,0.80304056,0.78490716,1.283683,0.76154983,1.2618682,1.041446,1.3795557,1.3877172,1.0807875,0.1537143,0.42442977,0.9062964,1.0682353,0.9524821,0.6820399,1.0568652,0.9684683,0.88409346,1.2821132,0.7448994,1.2934774,0.39351124,1.3599321,0.7880628,0.6201542,1.3010238,0.79624975,1.1545433,0.7556138,0.83612716,1.1221149,1.0000563,0.13595116,0.7799921,0.71193975,1.0661839,1.3994064,1.3180408,0.77496994,0.94432807,0.99736565,0.7514801,0.868713,0.7278433,1.0175035,0.7065851,0.80458874,1.1481266
frog,0.893945,0.5848066,1.2729534,0.78563327,0.69255173,0.60705835,0.9274153,1.328659,1.3262842,0.95949656,1.3086329,1.333513,1.2587152,0.8723432,0.85486484,0.74795604,1.1845685,0.8351704,0.8419984,0.96891695,1.045342,0.9847046,1.0317086,1.246503,1.2837577,0.8291916,1.3186203,1.3380908,1.0418419,1.1689061,0.85806876,1.3630626,1.0281382,0.79684556,1.3199322,0.7841701,0.92061937,1.1065435,0.7694285,1.247815,1.0479015,1.0834644,1.0948377,0.67738426,1.2361376,1.0609896,1.2306678,1.0208887,0.5651196,0.7970251,0.8611368,0.7074026,0.0,1.0557139,1.1110113,0.71982753,0.8901608,1.2101023,1.0980836,1.1499575,0.6700387,1.3099408,0.76553595,1.3089857,0.7424592,1.2809538,0.91182137,1.2911005,1.1699924,0.6411826,1.0464116,1.1680636,0.9471566,0.8131099,0.88975775,0.8190218,0.9295176,1.1695154,0.6563859,1.181314,1.0894353,1.3713733,1.3640707,1.1437962,0.7346292,0.8578988,0.8211784,0.97644764,0.8492656,0.82980275,0.66371787,0.82040286,1.0132078,1.2843285,0.22666907,1.216566,0.71072906,1.3767297,0.80021197,0.858408,1.2715683,0.932973,1.2287307,0.803428,0.7663951,0.99106693,1.048714,0.7633813,1.0067694,0.72529244,0.8299214,1.3826691,1.3035083,0.7638679,0.8969175,0.9892104,1.1525087,0.83699954,0.5537208,1.0085697,1.1590207,0.89481086,1.2544681
glass,0.9925114,1.1991984,0.8367815,1.1464477,1.2037113,1.1868021,1.0433506,0.93797475,0.9981977,1.3370237,0.98385507,0.91055185,1.0158176,1.0131314,1.2213494,1.0129195,0.88656175,1.3331702,0.9171622,0.894969,1.0713565,1.0099183,1.1125547,1.1077414,0.99918264,1.1319011,0.9803558,0.92823744,0.90133536,0.8533405,0.8936034,0.97577846,0.90820956,1.3747573,0.95046324,0.946564,0.9306957,1.0204965,0.9846467,1.032345,0.8852148,0.9593935,1.1063069,1.1407773,1.0765994,1.2307143,0.92407274,1.057981,1.2191609,0.89299273,1.1100535,0.99309176,1.0557139,0.0,1.092746,1.0511576,0.74475324,0.93432313,0.79315305,0.8213419,1.2738948,1.0040435,0.99907994,0.8647264,1.0800599,0.977955,1.0879123,0.8891717,1.1068989,0.90689164,0.81946176,0.8361759,0.93278706,1.0442326,1.3240263,1.2429899,1.2555395,0.94491786,1.3141638,1.0135769,0.863854,0.91399837,0.96241176,0.8839777,1.2246587,1.2970328,1.3180954,1.0975134,0.9911683,0.97171,1.1333098,0.98570544,1.0844615,0.95271194,0.958905,1.0104485,1.0707706,0.9028053,1.2328389,1.0460976,0.925524,0.88266456,0.9767335,1.3719637,1.0827248,0.9484512,0.8049823,0.94535196,0.87656766,1.2992234,0.8986011,0.9040145,0.7219244,1.092072,1.1499516,1.199701,0.7244936,1.3053985,1.1842711,0.80324733,1.2081215,1.169265,0.8923714
glasses,1.1493303,0.8405036,1.1280885,0.86716044,0.6952176,0.71981084,1.2665327,1.2885805,1.2389991,0.8496742,1.1430514,1.0188284,1.2106564,1.1507292,0.9337359,1.0530407,1.2343726,0.8535034,1.1209615,1.2072318,1.2317263,1.0525328,0.80661225,0.9332942,1.2867277,0.72087824,1.2156469,1.2028325,1.1763549,1.0296947,1.0245167,1.203246,1.1793158,0.71904945,1.3036764,1.0020287,1.2284759,0.9227582,1.1914594,1.2326468,1.1735702,1.1121844,0.48344254,0.84195745,1.0728772,0.27278686,0.70430464,0.574805,0.9080653,1.1920805,0.7602251,1.0058978,1.1110113,1.092746,0.0,0.84790236,1.0447257,0.6926148,1.1125032,0.8584249,0.66070926,1.1024276,1.1871388,1.068834,1.0097263,1.1982945,0.9985227,0.9951979,1.0031093,1.1000936,1.2482295,1.2194138,1.0238656,1.0081118,0.5673628,1.0493073,0.49801672,0.38474524,0.7622105,1.2731051,0.9253495,1.1680069,1.0237703,1.1626141,0.82493466,0.7512623,0.913037,0.54327273,1.0204631,1.1350653,0.9915432,1.1952597,1.0215442,1.2739228,1.2525576,0.8925055,1.1045983,1.0766076,0.9041089,1.1104777,1.1769519,1.197756,1.2375429,0.44810152,1.1866136,1.1505758,1.2227554,0.9533594,1.0131598,0.9232875,1.1070035,1.1492597,1.2791827,0.8665539,0.46248114,0.742517,1.0798923,1.0515916,0.9654999,1.200556,1.043837,0.7096057,1.1408861
glove,0.9612622,0.86213374,0.9245384,0.93107694,0.8655624,0.7378255,0.9586949,1.4215766,1.2547157,1.0188038,1.1039009,1.2072451,1.107926,1.0239141,0.9841857,1.0750585,1.1862566,1.0431033,1.0626906,1.0565717,1.1253096,1.072544,0.9195739,1.1506871,1.1832255,0.96538997,1.2974185,1.1695294,1.0246112,1.1344211,0.9251914,1.1663857,0.86376464,0.94164234,1.313124,0.8878912,1.0962243,0.9636137,0.65213346,1.3783426,1.2124453,1.0218445,0.77178705,0.8480625,1.1283742,0.8922189,1.1726794,0.6371106,0.8693799,0.8736139,0.567416,0.8992382,0.71982753,1.0511576,0.84790236,0.0,0.90453285,1.1299455,1.1135587,0.61714566,0.78622866,1.1864054,0.9261862,0.9890011,0.9279651,1.2980082,1.0832106,0.8552484,1.110156,1.0345929,1.1315975,0.8074286,1.0103526,1.0229892,0.89750654,0.8055057,0.807025,0.848211,0.88235635,1.1206126,0.89922583,1.1763022,1.0657063,1.2121463,0.949955,1.0155551,0.746542,0.7128637,0.95954067,1.160317,0.96385664,0.7773775,1.0527182,1.2409983,0.92273825,1.00657,0.8839685,1.1933459,0.4967835,0.8402805,1.30665,0.99217796,1.2635386,0.65775657,1.0119704,0.6308677,1.078318,0.8809241,0.99455816,0.89432055,0.9451512,1.2019067,1.3525546,0.81942296,0.61152583,0.8392915,1.0986365,0.7567252,0.75853384,1.1623454,1.1292344,0.87755483,1.3801253
gum,1.2161117,0.93417615,1.1145309,0.90500355,0.9770099,0.9110148,1.0023351,1.2801614,1.0949035,1.231016,1.1258136,0.9710567,1.0773772,0.6742692,0.9964971,0.98545057,0.8068801,1.0715344,1.088233,0.81366646,1.1127474,1.0231088,1.0336411,1.3143518,1.1659082,1.0676199,1.1807803,1.2186611,1.003035,1.0373528,0.91913855,1.1466062,0.82492805,1.0301517,1.0497869,0.8513641,0.8493016,1.1392213,0.91277665,1.2816849,1.0093532,1.00148,0.9635149,0.90077513,1.1367263,1.0817529,1.0605588,0.87292373,1.0442977,0.9784658,0.96125877,1.0259745,0.8901608,0.74475324,1.0447257,0.90453285,0.0,1.073629,0.53549755,0.84162843,1.0545477,1.2145832,0.86731815,1.0038702,1.0596181,1.1193428,1.1039487,1.1002063,1.1628667,0.88998014,0.6647851,0.8618139,0.97793764,0.9827047,1.0414464,1.1271479,1.1096779,0.9700466,1.0129858,1.1742289,0.98249155,1.0945903,1.2026489,0.77423805,1.0984205,1.1276014,1.0817171,0.90533614,1.0247344,0.9284489,0.9700191,0.9597381,0.9848807,1.038536,0.981165,1.1366507,1.0460938,1.0922275,1.0337135,1.0495877,1.1294129,1.089545,1.092518,1.0813363,1.1445127,0.89909613,0.8783541,0.99171835,1.0556413,1.0257058,0.91523206,1.1380647,0.93235534,0.85137117,0.9538042,1.0035315,0.91659594,1.1708374,0.74703246,0.8622307,1.2361554,0.93612856,1.1895804
hair,1.0219039,1.2440704,0.78927267,1.1610209,1.1029599,1.2336829,1.2519572,0.94720227,0.73154116,1.2959497,0.8578829,0.6152185,0.820378,1.2576034,1.327625,1.374645,0.9442199,1.136527,1.1308516,1.3304298,1.3692417,1.0316688,1.0767729,0.8877745,1.0296721,1.2779968,0.7264488,0.9124505,1.1041132,0.8736357,1.194958,0.79558146,0.9256908,1.3206489,0.84431887,1.3522215,1.138405,0.61955756,1.0021687,0.988747,1.1035401,0.87251437,0.83459777,1.1189878,0.9548556,0.9707279,0.161381,0.8686387,1.2943587,1.0525815,1.0242729,1.2847145,1.2101023,0.93432313,0.6926148,1.1299455,1.073629,0.0,0.9346901,0.72441155,0.9822601,0.67942107,1.2272253,0.85069954,1.3419836,0.97757727,1.3181841,0.8304864,0.85811627,1.188835,1.0204992,0.88740313,0.9595797,1.0392604,1.126934,1.4550555,1.1414638,0.58152354,1.2486767,1.0426043,0.91019857,0.69448805,0.6771392,0.98709977,1.3390608,1.2946204,1.246714,0.8543855,1.1036232,1.335566,1.02938,1.2473934,1.2157018,0.9526875,1.1771302,0.78955865,1.2922752,0.6502178,1.2561791,1.378459,0.6510211,1.3899004,0.79061,1.1901133,1.2626188,1.1317446,0.9807424,1.3273542,1.1737165,1.3128108,1.0220873,0.58337045,0.7270814,1.2689922,0.9198072,1.1241231,0.96323353,1.419843,1.3228211,1.1228477,1.1342053,1.1615016,0.7866414
hamburger,1.1468481,1.1550702,0.95690936,1.1213486,1.114044,1.1402286,1.0336456,1.0017171,0.8624938,1.2441694,0.99879336,0.87471735,0.9465929,0.99563885,1.1510539,1.1162204,0.8019486,1.1436661,1.1523722,0.98668396,1.1429894,1.0402685,1.0850886,1.0711311,1.068156,1.2278811,0.9050242,0.9719012,1.0192776,1.0265733,1.0797987,0.93419075,0.90901357,1.2085525,0.8668513,1.0589836,0.91866213,1.0134037,1.0119237,1.0347381,1.0036272,0.92838645,1.1275334,1.1406897,0.93316513,1.1651957,0.88115084,1.0687737,1.1647536,0.96922517,1.1271073,1.151401,1.0980836,0.79315305,1.1125032,1.1135587,0.53549755,0.9346901,0.0,0.9104417,1.2136676,0.9298491,1.0229031,0.92321897,1.1893876,0.96198964,1.1866127,1.0196106,0.97168976,1.0620842,0.8071011,0.9527712,0.8961663,1.026533,1.1919007,1.2781707,1.2633947,1.0189506,1.1966394,1.0320654,0.9964786,0.84428096,0.9804179,0.89566416,1.2582707,1.264431,1.2923082,1.1102264,1.0116546,1.0495942,1.0544717,1.0689415,1.0851176,0.83788383,1.0929717,1.0102094,1.1248049,0.8474908,1.2049484,1.2120235,0.8528146,1.1186123,0.808333,1.2614875,1.2014465,1.0264248,0.7695173,1.1300901,1.0524502,1.1916606,0.93030363,0.86114955,0.7779312,1.0627761,1.1624931,1.1048205,0.9489729,1.2659338,1.043797,0.8863996,1.2010512,1.1055733,0.9081167
hand,1.0521859,1.236481,0.6794719,1.2064905,1.2408246,1.2389499,1.3091846,1.0723815,0.90244305,1.3269837,0.9781687,0.820544,0.8797074,1.1446649,1.4176973,1.3189524,1.0193094,1.1490031,1.1144644,1.28491,1.3400224,1.224313,0.9803083,0.98009443,1.1065245,1.2891896,0.9459712,0.84177774,1.1768141,0.87871444,0.97916996,0.99440044,0.7834312,1.2618655,1.03243,1.3417301,1.0645287,0.806373,0.825302,1.1376011,1.01342,0.90305585,0.7600712,1.0617719,0.9693567,0.9215466,0.74705374,0.33314055,1.326062,1.1828465,0.5913723,1.1183805,1.1499575,0.8213419,0.8584249,0.61714566,0.84162843,0.72441155,0.9104417,0.0,1.2625656,0.9247629,1.3240368,0.5799057,1.2013648,1.0443109,1.355329,0.49388504,0.97944576,1.2175919,1.0644937,0.48280507,1.0950748,1.0984175,1.1262894,1.2966989,0.9761203,0.57240725,1.2236855,1.1679454,0.98848706,0.7528124,0.7520994,0.90806466,1.2435336,1.1895292,1.1131362,0.6501828,1.2173855,1.2852917,1.0897367,1.2131834,1.2594932,1.1074907,1.10943,0.8292166,1.1964439,0.7879851,1.1672863,1.2319041,0.9191907,1.2768624,0.9254563,1.1377031,1.278866,0.7024945,0.97548485,1.1795245,0.95489985,1.3307154,1.1401353,0.747242,0.84638155,1.2414377,0.537958,1.0045199,0.82630384,1.2486442,1.2958024,0.9923044,1.2224892,1.1170236,1.0311211
hat,1.1970141,0.38590103,1.3947196,0.5236233,0.15160978,0.36086082,1.0394378,1.4889466,1.4636797,0.6315751,1.4051162,1.2247179,1.4687245,1.0488768,0.49993324,0.7489096,1.355519,0.64524925,0.9034039,0.97923094,0.906252,0.8569025,1.0525581,1.1440231,1.3337705,0.5174496,1.3591778,1.4169996,1.1679218,1.26683,1.0365578,1.3978733,1.2599598,0.49282193,1.4749517,0.5648924,1.095087,1.1598886,1.0100151,1.2225952,1.1694167,1.147851,0.8170464,0.5616215,1.2856587,0.83443475,1.0581824,0.8838026,0.43760145,0.95612377,0.9030058,0.7999686,0.6700387,1.2738948,0.66070926,0.78622866,1.0545477,0.9822601,1.2136676,1.2625656,0.0,1.2973264,0.76858413,1.3216035,0.7883493,1.4090445,0.66196525,1.3623371,1.1576514,0.73623914,1.1322379,1.4063442,0.9881054,0.7962255,0.42215395,0.7406638,0.6251174,0.94279337,0.34045184,1.2178936,1.0501138,1.401972,1.3825123,1.3408983,0.6437703,0.6534802,0.7206454,0.88196766,1.020475,0.8929609,0.6771843,0.89053655,0.80106103,1.3224297,0.90015566,1.1321619,0.96555036,1.3296486,0.6113167,0.793269,1.3574297,1.04203,1.3400496,0.391151,0.71620655,1.262418,1.2035387,0.7824751,1.0362384,0.45926148,0.9397157,1.3890669,1.506439,0.58395183,0.6946187,0.8574626,1.3034393,0.7723661,0.47399008,1.3481481,0.9141369,0.69616073,1.3148096
jacket,0.95622456,1.435764,0.55325645,1.3112075,1.3020036,1.3992885,1.1291794,0.81205654,0.5868051,1.2786167,0.7332647,0.37751245,0.5850745,1.2543291,1.3136464,1.4843585,0.86352015,1.2861114,1.1062721,1.2008001,1.1734138,1.1019745,0.9608768,0.7687574,0.84862685,1.3984902,0.62008786,0.46298754,1.0406175,0.96255094,1.2336416,0.6019659,0.89935744,1.4330798,0.6875076,1.4469184,1.0550458,0.6594709,0.9706221,0.7967421,1.1266719,0.8000965,1.0639677,1.3671429,0.72613907,1.1935688,0.6735175,1.1671765,1.3323228,1.0339283,1.1138148,1.4003448,1.3099408,1.0040435,1.1024276,1.1864054,1.2145832,0.67942107,0.9298491,0.9247629,1.2973264,0.0,1.0616034,0.6985916,1.3935292,0.7851608,1.3746767,0.85733795,0.7827843,1.220648,1.0126109,0.74930626,1.002021,1.1159374,1.3391441,1.1529679,1.2672715,0.96980923,1.4389203,0.6183405,0.98684424,0.42040896,0.3238324,0.93013924,1.4526961,1.415022,1.2825288,1.1095924,1.1162064,1.3989313,1.1687369,1.0058433,1.2477925,0.7548932,1.2439291,0.453063,1.2141575,0.38590682,1.2849076,1.2438428,0.6185094,1.2664161,0.679172,1.4396311,1.109627,1.0767409,1.0631117,1.4379702,1.15302,1.3592485,0.98323184,0.25243437,0.68241584,1.3923296,1.2528377,1.2414815,0.97272927,1.039816,1.4328815,1.0826958,1.0203252,1.3564882,0.72055376
jar,1.0779206,0.7929827,1.2065477,0.8601885,0.81036353,0.7814232,0.8139404,1.2214932,1.2961961,0.816648,1.2385609,1.2238085,1.3367023,0.82645077,0.4886058,0.751557,1.0638301,1.0531113,0.7565931,0.6700474,0.66907823,0.7432773,1.087719,1.1913477,1.0362487,0.8454153,1.1695129,1.136329,0.90227956,1.1609788,0.99374795,1.2624258,1.1368122,0.82020366,1.1826793,0.5198512,0.9044193,1.269362,0.9587731,0.9201942,1.0516915,1.0756143,1.143822,0.97839427,1.25741,1.2391014,1.2420827,1.2702091,0.72963756,0.54119945,1.1088122,0.849639,0.76553595,0.99907994,1.1871388,0.9261862,0.86731815,1.2272253,1.0229031,1.3240368,0.76858413,1.0616034,0.0,1.2569411,0.8575375,1.2426901,0.7896899,1.3016775,1.1572922,0.6567515,0.7821765,1.3058403,1.0188781,0.9451612,0.9892101,0.6882471,1.0492774,1.3565818,0.8366149,0.8834876,1.0060878,1.2869701,1.2758569,1.1370474,0.88261783,0.95526814,0.9760973,1.1550967,0.7662876,0.8200288,1.0370595,0.73361623,0.7083766,0.88282555,0.8958791,1.1521002,0.9094839,1.2495797,0.7706212,0.7316532,1.1886481,0.7246693,1.1601566,0.93942976,0.59402925,1.2334436,0.99939585,0.8217102,1.0424932,0.7218256,0.9170259,1.2426757,1.2335202,0.64982545,1.1908215,1.2142577,1.2004685,0.7608983,0.6994235,1.0466083,0.8656215,0.9325346,1.0842421
jeans,0.90588063,1.3078002,0.5422544,1.231086,1.2982926,1.3378416,1.1880906,0.87553906,0.75420415,1.2210584,0.8339053,0.7047249,0.66660666,1.078436,1.2969149,1.3036575,0.8840132,1.2118872,1.1140265,1.1820945,1.2576076,1.0745448,1.0298033,0.9174966,0.9977598,1.3451707,0.8441526,0.7211174,1.0492336,0.8529834,1.043808,0.73840064,0.80741775,1.2949772,0.8258684,1.3081949,1.0936135,0.80830675,0.9242083,1.0533003,1.0678668,0.8579522,1.0365919,1.2532165,0.7815441,1.1520371,0.82717603,0.96050864,1.2909386,1.1315194,0.8677521,1.1536832,1.3089857,0.8647264,1.068834,0.9890011,1.0038702,0.85069954,0.92321897,0.5799057,1.3216035,0.6985916,1.2569411,0.0,1.1912637,0.8313624,1.2657028,0.72280395,0.9155623,1.1865466,1.0754541,0.6382526,1.1270684,1.170298,1.2270821,1.206844,1.2067044,0.9903515,1.3338132,1.0121309,0.8849914,0.56847036,0.5936049,0.82534456,1.2355242,1.2368894,1.1021757,1.0109751,1.1454891,1.2616308,1.1303815,1.0700854,1.1467247,0.97122425,1.2083681,0.7558557,1.1289191,0.65138745,1.1276572,1.1551481,0.9102868,1.1706637,0.86469686,1.3108393,1.2959638,0.8620486,0.90631795,1.2186707,1.0543412,1.3042672,1.075416,0.5989849,0.7400755,1.2855625,1.0754112,1.1759126,0.9258908,1.1617019,1.3386481,0.92826974,1.108775,1.3256469,0.9292159
