,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
foot,1.2021155,1.0393999,0.94346225,1.2435658,1.0124958,0.80741763,0.8951695,0.9925404,1.2142441,1.2765086,0.58417386,1.2025657,1.1082315,1.0994427,1.2010204,0.9263814,0.92439806,0.8871183,0.956216,1.0815954,0.8940051,1.0476521,1.0145098,1.182109,0.70341647,0.85189635,0.83233947,1.0766985,1.1059331,1.1899176,0.8498147,1.1689165,1.1182086,1.0466802,0.9775454,1.2283784,0.7485406,0.7115465,1.2587326,0.92859447,1.0860167,0.97666216,1.1084454,1.2274648,0.9166048,0.86117506,1.2203817,1.0900198,0.608109,0.90635,0.9966753,0.0,1.0359548,1.0264935,1.2722329,0.6634855,0.77871275,1.0153302,1.122478,1.1467521,1.131567,0.912622,0.7370427,1.1637923,1.0558236,1.1505772,1.0736405,1.1050642,0.86088824,0.75428116,0.8174565,1.2036543,1.1812224,1.2067738,1.0953984,1.0403644,0.8884374,0.8499956,0.6908838,0.5501657,0.8650305,0.96769863,1.1608387,1.0584785,1.074386,1.1746366,0.80234647,0.7717637,1.122712,0.84744674,0.900894,1.058202,1.0062768,0.6525566,1.0018574,0.8474248,1.157004,0.8929745,0.7778781,1.1549022,0.94449455,1.1917489,0.5754996,1.0373122,0.84816223,1.2336198,1.0201116,1.1281203,0.49406832,0.8814579,0.7751734,0.9547663,0.5818571,1.0513091,1.0394666,0.9743309,1.0360023,1.2877481,1.0810151,1.372924,0.9322597,0.52978194,0.8046899,1.1304351,0.72765136,1.0748075,1.0407536,1.0871533,0.7308525,0.5619328,1.1372349
fork,0.9921509,0.9096293,0.9443805,1.2408929,1.031165,0.85949314,0.9452298,0.9399796,1.0265017,1.312732,0.82802045,1.2594792,1.220091,0.9215208,1.205439,1.1073259,0.8771309,0.8926932,0.41733742,1.0124803,0.8290656,0.6460881,0.8174114,0.8548585,0.8875231,0.9028093,1.0755258,1.2029331,1.2077793,0.69027513,0.73357856,1.1448501,1.1842263,1.0764009,0.9920491,1.3423204,0.97217405,0.77979493,1.2176555,0.7868142,1.271048,1.0206419,1.1032945,0.94209456,1.1396196,0.83653694,1.1919906,1.2268896,1.0116363,0.921025,1.0006413,1.0359548,0.0,0.89922833,0.8871255,0.98290485,0.997591,0.9583044,0.9876329,1.272662,1.1349461,0.9419947,1.0621815,1.1399311,1.1440575,1.2118297,0.83748204,1.3686321,0.58347696,1.0165985,0.6749872,1.121203,0.712907,0.9076575,1.2229437,0.6685723,1.0831478,1.0293405,0.9209154,0.85603005,1.082804,0.90578324,1.0278381,1.3083076,1.3350143,0.9803545,0.69998837,0.5659009,0.91001546,1.0086615,1.0145869,1.1547441,0.30031055,0.9323818,1.0715374,0.8103354,1.137969,0.90549034,0.80348396,1.1812568,0.53737307,1.2924792,0.90796757,1.271903,0.5550847,1.1695275,0.7054809,1.2985294,0.834188,0.92400974,0.98626554,0.99098283,0.9629942,0.06809759,1.1779133,0.97969735,1.1159551,1.2578455,1.2664826,1.0743254,0.88339263,1.0307176,0.9492451,0.68587136,0.9326802,1.1788663,0.52081907,1.2082025,0.7914719,0.9052081,1.2276028
frog,1.1683778,1.0405544,0.68396115,1.3496103,0.706016,0.8554908,0.6604396,0.9940636,1.2617548,1.2045038,0.9883314,1.1560389,1.1255467,0.6547609,1.1669987,0.71922934,0.79338384,1.0422609,0.8965469,0.8960143,0.7750014,0.9574469,0.89809936,0.6922064,1.0348603,0.89750904,1.0434465,1.3776039,1.2228781,0.8828424,0.9181177,1.2528156,1.1918213,1.0259517,1.1176604,1.2214811,1.1547979,0.97799724,1.0804013,0.95557404,1.027679,0.79549193,1.2175664,1.0924821,1.0419533,0.9138921,1.2601769,1.1085571,1.0923494,0.7988054,0.6644279,1.0264935,0.89922833,0.0,0.9835328,1.076642,0.76646984,1.2125845,0.8635763,1.2315882,0.9568023,1.0739397,0.89030886,1.0162139,0.9452124,1.2194484,0.8195474,1.2472415,0.9462695,1.0386536,0.9633212,1.1625606,0.7351985,0.96199864,1.0203235,0.88937294,0.7933887,1.157456,1.0786456,1.0876296,1.1188353,0.91154087,1.1350882,1.2745864,1.2902148,1.0907363,0.9726112,0.9778287,0.5839559,0.74749947,0.9673613,1.0977191,0.79724395,1.034214,0.9416883,0.9057938,1.0294039,0.7573962,0.9950089,1.0898294,0.6753678,1.3092802,0.8620719,1.1944959,0.80076146,1.1733396,1.0324644,1.0741851,0.8954532,1.2054594,0.7648269,1.0176558,0.9197103,0.7763238,0.8976554,1.1666609,0.8980677,1.2741584,1.0842148,1.1766671,0.6913675,1.0582485,0.94013774,1.03887,1.0568334,0.49530613,0.9032997,1.1143322,1.0585865,0.9373476,1.2895741
glass,0.6583752,0.955543,1.343845,0.7204511,1.2927693,1.3618629,1.1371195,0.90396905,0.6755281,0.756145,1.4267771,0.8202558,0.90786254,1.0054394,0.8575138,0.99032104,1.0870199,1.2971104,1.1748513,0.83539623,1.3658772,1.0873636,1.0211089,0.9953943,1.3225914,1.1681406,1.1712815,0.8808521,0.84941256,0.924603,1.0127242,0.9440169,0.9249349,0.7306031,0.97000045,0.7986673,1.1849577,1.520668,0.5909822,1.1579458,0.7905829,0.93739164,0.98896754,0.82292926,1.110955,1.2498935,0.83095056,0.9759296,1.2591047,1.2541058,1.2048678,1.2722329,0.8871255,0.9835328,0.0,1.2409734,1.1660995,1.0029476,0.75788134,0.8674571,0.8289889,0.80071825,1.5013292,0.74065655,0.8640058,0.85663205,0.51659644,0.81405175,1.4107249,1.1727091,1.2662239,0.64578164,0.72952044,0.89657617,0.6763903,0.76680064,1.1468239,1.3271377,1.5183263,1.365544,1.001598,1.3316778,1.0106887,0.841107,0.8774593,0.74710774,1.4832902,1.3689466,1.0618811,1.1494802,1.2990274,0.96447444,0.88464797,1.2782575,0.89980096,1.3039758,0.9221405,1.2178295,1.1101896,0.8414808,1.0850362,0.72228456,1.113583,0.9073936,1.2895634,0.8124958,1.0823464,0.79775107,1.5392096,0.92748845,1.2853746,0.90002316,1.3357284,0.8928908,0.8790499,1.2770619,0.91715646,0.7171016,0.82183266,0.3944999,1.177249,1.3507376,1.3448765,0.76323056,1.534444,0.9381288,0.64324224,1.0104287,1.3513076,1.4629332,0.79783577
glasses,1.2508054,1.1478479,0.8161167,1.1845124,0.84240353,0.7057583,0.78060085,1.2388915,1.3180655,1.2216305,0.7337808,1.2696986,1.140173,1.1323433,1.1958404,1.0400525,1.0671076,0.858588,0.9428869,1.2781082,0.72917557,1.144659,1.1418447,1.2257814,0.90927523,0.85340816,0.55927753,1.0324227,1.3008862,1.1349217,0.834003,1.1947607,1.1394402,1.1860752,1.0729674,1.2079949,0.6470459,0.6073078,1.2951808,0.9157936,1.1984493,1.0299567,1.1947337,1.1825528,1.0232719,0.7418235,1.1915492,0.7174483,0.4973303,0.9363351,0.9325429,0.6634855,0.98290485,1.076642,1.2409734,0.0,0.8970154,1.0546855,1.1887679,0.86063594,1.1000564,0.8782346,0.39760298,1.1981637,1.1606752,1.157985,1.1674767,1.0659912,0.71556395,1.0653355,0.8734196,1.2168427,1.2408684,1.2648826,1.1534503,1.1252755,0.79250807,0.519554,0.74470603,0.6050391,0.44156528,0.7815942,1.2979239,1.0420042,1.0572907,1.2611434,0.715279,0.7546476,1.1362491,0.9187648,0.9159148,1.1815702,1.0659107,0.6524722,1.1747764,0.75716484,1.1434131,0.78909284,0.80584204,1.1495605,0.99183947,1.0704615,0.94772315,0.97134435,0.8901899,1.1811075,1.0690532,1.1919719,0.53297997,0.90985,0.9404355,1.1821208,0.6092739,1.0294611,1.1651337,0.7442689,1.0707364,1.2022496,1.1559767,1.3456686,0.8402356,0.3988573,0.5886471,1.0650895,0.7371712,1.0817765,1.2129698,1.150303,0.9952698,0.4714626,1.2103968
glove,1.1027662,0.94144136,0.9186164,1.1753914,0.8842103,0.9896235,0.7649435,0.8061704,1.2094425,1.1536696,0.782538,1.1461014,0.90848,1.0330896,1.0329136,0.90086967,0.7742622,0.89415795,0.9713654,1.0238054,0.7823725,1.1770638,0.93169236,1.1377017,0.79395777,0.921236,0.77141094,1.1407678,1.0810465,1.0295917,1.0057667,1.2227639,1.2098606,0.95608234,0.9058981,1.1702384,0.93591136,0.79891956,1.1770108,0.84169245,1.0011725,0.742882,1.1909815,1.1728537,0.92282665,0.934625,1.170937,1.3154621,0.68844736,0.85930455,0.8343712,0.77871275,0.997591,0.76646984,1.1660995,0.8970154,0.0,1.2523156,0.98702294,1.3181274,0.9766367,0.76542616,0.7504337,1.0947993,1.1754922,1.0872872,1.0394126,1.0545971,0.8941685,0.9698804,0.9735824,0.99941987,1.0021799,1.1822729,0.6157129,1.0728023,0.69191444,1.0622988,0.6998218,0.76216805,1.0455446,0.9898532,1.0511054,0.9318449,0.97458315,1.0875574,0.83468616,0.84608716,1.0348259,0.7270869,0.6224066,1.224045,1.0199544,0.79912925,0.9566421,0.78966475,1.1341872,0.92139107,0.98809123,1.2532947,0.836703,1.1766393,0.7520869,0.9089783,0.7787423,1.3029737,0.8787259,1.1778833,0.676087,0.964265,0.78136146,0.7996861,0.7929076,1.0319251,1.1432194,1.1079415,0.85672545,1.2630597,1.1672472,1.3042414,0.81952864,0.7379578,0.9726093,1.0435126,0.7130313,0.86499596,1.0115521,1.1755698,1.0074797,0.6288773,1.3444135
grass,0.8661504,0.9954905,1.1047995,0.84623665,1.0862192,0.95540243,1.1135168,1.2457353,0.6698185,0.9356829,1.0013007,1.0198733,1.1495268,1.0749758,0.9375456,1.0638947,1.1874344,1.1242769,1.1182649,1.2415172,1.1506224,0.91264284,1.1624236,1.0516374,1.0559657,1.0716447,0.93518823,0.61633766,1.0680571,1.1178377,0.8572321,0.8925916,0.94230235,1.1258767,0.98629254,0.9899489,0.9628272,0.9653145,1.0107595,1.1141891,0.97757417,1.2414119,0.7969338,0.9789931,1.0633919,0.97786576,0.8262215,1.030061,1.0074543,0.9801051,1.2977947,1.0153302,0.9583044,1.2125845,1.0029476,1.0546855,1.2523156,0.0,1.1029714,0.98072606,1.044922,1.0156331,1.1608213,0.9678961,0.9144962,1.0084937,1.1852818,1.0336759,0.9454077,0.9898923,0.9208447,1.033989,1.1583194,1.103575,1.0822593,0.91372174,1.1103387,0.8985027,1.07164,0.9640452,1.0256625,1.1474459,1.0183238,0.99448884,0.98200256,0.96335286,0.9499106,0.93398476,1.066567,1.0760883,1.0567865,0.9030832,1.0501262,1.0325562,1.1936351,1.079377,1.0659015,1.1648397,0.98571813,1.0033488,1.0771344,0.8831306,1.115103,1.0200254,1.0518146,0.8672235,1.0684371,0.90205467,1.0924076,0.6219433,1.1155846,1.066612,1.0424935,0.966851,0.9278016,0.9204987,1.0592878,0.99638075,1.0827607,0.98518544,1.0852313,1.0400215,1.0126884,0.9879887,1.0902752,1.2332593,1.038052,0.9272851,0.9229337,1.0379374,0.7566719
gum,0.9802002,0.8380263,1.0024269,1.077934,0.9577695,1.1009917,0.95169264,0.7805986,0.93360806,0.99587715,1.2705603,1.0419109,0.9130944,0.97168505,1.0472152,0.7836744,0.80429226,1.0473766,0.97332066,0.63380194,1.2135112,1.0804318,0.7231036,0.9493415,1.1752967,1.1878107,1.1899191,1.2216492,1.0118273,0.91741765,0.94257253,1.0156065,1.0649532,0.89294314,0.93584216,1.0485979,1.1362898,1.2561417,0.86379194,0.89407706,1.0601207,0.892273,1.0871652,0.85020787,1.1333445,0.9744212,1.1547477,1.0125583,1.1676047,1.1549151,1.1386278,1.122478,0.9876329,0.8635763,0.75788134,1.1887679,0.98702294,1.1029714,0.0,1.0492266,1.0615246,0.9323846,1.2160242,0.99959993,0.890765,1.063683,0.55928284,1.1546814,1.265033,1.2169745,1.1127651,0.98383135,0.6789859,0.65644455,0.84373283,1.0393714,1.1432314,1.1260834,1.3089157,1.3020353,1.0352056,1.1374711,0.9446958,1.0737555,1.1679543,0.68802094,1.2944319,1.2241619,0.7829259,1.1233951,1.105968,1.1995766,0.7846589,1.0724175,0.8332287,1.1409987,0.80175275,1.2676029,1.0254844,0.9254394,0.9950881,1.1075327,0.9837547,1.033998,1.0472988,0.9723151,1.1673197,0.79083174,1.2239603,1.1795388,1.0082284,0.71964526,1.1697363,0.9624387,0.85565877,1.1179771,0.88341355,1.0801859,0.9270048,0.7841462,0.70804864,1.1684749,1.1051353,0.69836646,1.3094184,0.56624633,0.66528183,1.1073314,1.2123442,1.234792,1.0622438
hair,0.77068895,1.111501,1.2435241,0.61876595,1.2230973,1.2475218,1.1093136,1.238284,0.8818011,0.68274826,1.2698597,0.8428555,0.8199614,1.1373662,0.83966243,1.1320957,1.2759011,1.285908,1.3676537,1.130132,1.2715179,1.2330848,1.308446,1.1353785,1.3113616,1.0836236,0.97728604,0.692153,0.96347195,1.1014045,1.2240725,0.76214206,0.6407726,1.0099951,0.9957375,0.6945215,1.0755028,1.2997524,0.84203696,1.3361778,0.77479446,1.0687793,0.942891,1.0349216,0.99318,1.239472,0.7811135,0.20256555,0.9891631,1.304175,1.165137,1.1467521,1.272662,1.2315882,0.8674571,0.86063594,1.3181274,0.98072606,1.0492266,0.0,0.8512795,0.86392725,1.0237768,0.9223784,0.93241125,0.652932,1.1261044,0.6028765,1.2963109,1.2291865,1.317448,0.79312325,1.203744,1.0464292,0.8583121,1.1788363,1.0495921,0.98826814,1.2755078,1.1963748,0.64418936,1.2210526,1.1133466,0.68377554,0.6726691,0.9176219,1.291623,1.3244804,1.1687529,1.1670635,1.1655124,0.9955438,1.297339,1.1343068,1.1097251,1.284009,0.8029252,1.1298577,1.1191776,0.77395856,1.3510287,0.5439121,1.2028812,0.72355175,1.422364,0.6163814,1.3438326,0.90280867,1.3285284,0.98227394,1.3273697,1.0864818,1.2322528,1.3212845,0.9664221,1.0868055,1.101252,0.33910024,0.8387352,0.7079594,1.2980391,0.96979433,1.0369796,1.0110703,1.2827464,1.1469212,1.1829413,0.95954496,1.292343,1.2549832,0.79417586
hamburger,0.6107025,1.0633373,1.2028003,0.71762115,1.173388,1.2351052,0.9071195,0.9922064,0.8811823,0.67666733,1.3139595,0.8367901,0.81973326,1.1076052,0.6371717,1.0282122,1.1236035,1.361255,1.1535455,0.94929457,0.8961331,1.3307549,1.2975366,1.1246206,1.3834903,1.1932282,0.9520773,0.7741183,0.9530818,0.81078744,1.0327725,0.9810698,0.892441,0.8533611,1.0549293,0.69089556,1.0542552,1.3271708,0.80372775,1.3827294,0.60045385,0.8416356,1.0510229,1.0236576,1.0612184,1.2163633,0.7543171,0.93044716,1.1134303,1.046925,1.0820823,1.131567,1.1349461,0.9568023,0.8289889,1.1000564,0.9766367,1.044922,1.0615246,0.8512795,0.0,0.8129485,1.1950245,0.6943393,0.99856806,0.85105085,1.103015,0.8173455,1.2832384,1.1264954,1.2006629,0.5052289,0.9832287,0.9355827,0.5414469,1.1258404,1.0559313,1.139655,1.3566341,1.2160007,0.9565861,1.0705944,1.1961559,0.7502892,0.87130195,0.88483566,1.29924,1.3086433,1.0545201,0.9681501,1.0294899,0.9989602,1.0001415,1.2628127,1.0139494,1.1897954,0.9070632,1.0920173,0.8827374,0.920323,1.1916726,0.7755063,1.0836148,0.8431883,1.4017464,0.8805745,1.2647709,0.9463828,1.2567192,0.92262775,1.3575798,0.95789695,1.1762371,1.1835119,0.99379003,1.1409516,0.99029136,0.69753885,0.940139,0.75350595,1.2905484,1.1498867,1.1322646,1.0507185,1.3385106,0.971178,1.0539656,0.99099857,1.4295368,1.2500646,0.8966017
hand,0.7344694,0.7004845,1.2054148,0.6647261,1.1874437,1.1679986,0.7831111,1.1600515,0.98343974,0.8620886,1.2261517,1.0581393,0.8850618,1.1368734,0.79683185,1.0931743,1.0591654,1.3320062,1.2720996,1.1006709,1.1474003,1.2262825,1.3297637,1.2493687,1.3172235,1.1717519,0.6973757,0.91081595,1.0571696,1.1043835,0.9284895,1.0518976,0.99388355,0.9392299,0.87802637,0.8941288,0.88435936,1.1681584,1.0276651,1.2900202,0.8686694,0.63486564,1.1049153,1.0525521,1.0721236,1.0287777,0.98355734,0.8332863,0.41768563,1.0885559,1.2228508,0.912622,0.9419947,1.0739397,0.80071825,0.8782346,0.76542616,1.0156331,0.9323846,0.86392725,0.8129485,0.0,1.149065,0.99172837,1.123639,0.9033408,0.9612282,0.8146775,1.1808969,1.1650131,1.2060244,0.69418347,0.9184413,1.1723702,0.5233515,1.0354508,0.9831313,0.971012,1.3060944,0.9685052,0.5546706,1.2441723,1.2437389,0.71388483,0.7800305,0.8524524,1.2122232,1.0618172,1.1182069,0.8113657,0.89876133,1.195252,1.0818197,0.8176283,1.1239028,1.2480127,1.0334667,1.2594707,0.9851235,0.9973162,1.1476179,0.81348246,1.0368508,0.6577307,1.3150346,0.9689492,1.2721832,1.086654,1.1289151,0.83490986,1.2784958,0.9415156,1.119177,1.082608,1.1241704,1.1504874,1.0211053,0.85795546,1.0421917,0.8509601,1.146203,0.5411353,1.0261259,0.8152698,1.3124564,1.0933812,0.9423262,1.1528544,1.366252,1.0213704,1.1339355
hat,1.4478345,1.1198475,0.45546317,1.3739111,0.45416915,0.3427986,0.78811896,1.155383,1.5213274,1.3814458,0.5456726,1.4369695,1.0790972,1.0154959,1.3352084,0.965856,0.9699306,0.47535348,0.72152764,1.2795033,0.46823353,1.095366,0.84878826,1.0211112,0.6852672,0.75550944,0.68141633,1.1563572,1.3625822,1.1423599,0.84949344,1.3052589,1.1979349,1.3349311,1.0968472,1.3623283,0.65238065,0.40080714,1.5102843,0.57286304,1.2901355,1.0751351,1.2954785,1.3578683,0.9878906,0.472687,1.3393803,0.87672806,0.6026441,0.6751054,0.7061994,0.7370427,1.0621815,0.89030886,1.5013292,0.39760298,0.7504337,1.1608213,1.2160242,1.0237768,1.1950245,1.149065,0.0,1.3029263,1.2735138,1.2816577,1.2266785,1.2374238,0.54807836,1.0643364,0.6085446,1.3768649,1.1132548,1.1739174,1.3235317,1.2907602,0.7469915,0.43681836,0.44347072,0.59529364,0.7700868,0.41985953,1.22318,1.2735815,1.2237008,1.4012651,0.5077465,0.6313859,0.9336856,0.87124133,0.74039537,1.2296351,1.0351015,0.55278575,1.1488531,0.6595454,1.2225648,0.57981896,0.8644352,1.2264185,0.9221079,1.3332843,0.947215,1.1764961,0.6010676,1.3813556,0.8952059,1.2756717,0.3009075,1.141409,0.6571126,1.0782623,0.51686454,1.0621018,1.23235,0.52656305,1.0919935,1.3656735,1.2583021,1.5529459,0.64494365,0.46318054,0.50392354,1.2502239,0.4024787,0.9176928,1.2879268,1.2213558,0.77993953,0.321128,1.363944
horse,0.7378891,1.0175525,1.251019,0.8411425,1.2808514,1.2500833,1.162756,1.0265535,0.7601639,0.7925207,1.2470117,0.79982173,0.9403568,1.0083971,0.80630255,1.1160855,0.977411,1.2238061,1.2182482,0.8668568,1.1258591,1.1122968,1.166475,1.0607845,1.2281101,0.9560365,1.065523,0.7832204,0.7649143,0.99751264,1.0387774,0.8830571,0.8353432,0.84162104,1.0194732,0.78956014,1.1042541,1.3293676,0.7440558,1.2661607,0.56281316,0.92798847,0.9266301,0.9551589,1.1011727,1.2817311,0.877883,1.0472115,1.2191304,1.1343315,0.9589167,1.1637923,1.1399311,1.0162139,0.74065655,1.1981637,1.0947993,0.9678961,0.99959993,0.9223784,0.6943393,0.99172837,1.3029263,0.0,1.011957,0.7768923,0.9204254,0.8157751,1.2479544,1.0182732,1.1984912,0.7360369,0.9944793,0.9683088,0.7947384,0.92987686,1.0820032,1.2035137,1.2547412,1.1372287,1.0365052,1.2375271,0.9214098,0.8868342,0.8627914,0.87817013,1.2602744,1.3066577,1.1218809,0.9286102,1.1275661,0.8023626,1.1154408,1.2376218,0.9305277,1.2039534,0.9258003,0.9777402,1.1386456,0.8884923,1.1617672,0.8576667,1.0139819,0.9426216,1.1913958,0.82440937,1.1258703,0.9299929,1.2650028,0.9335666,1.1596607,1.0163988,1.1870708,1.1032429,0.99505967,1.1308621,0.9720775,0.8368799,0.9029935,0.762599,1.2325999,1.239479,1.1297297,1.1166489,1.2404971,1.102462,1.0263804,0.8602642,1.2631574,1.2170788,0.69963616
hose,0.90280074,1.0575049,1.1724288,0.912967,1.1766527,1.2045219,1.0047663,1.0941032,0.92500263,0.8841312,1.2614268,0.8069489,1.1277044,0.8977728,0.8992771,0.80972683,1.0883554,1.2226113,1.2376666,1.0318524,1.2591844,0.8525024,1.1603267,0.9718825,1.2422056,1.1174728,1.2049022,1.0242957,1.0379733,1.0423188,1.0557255,1.0305637,1.0056763,0.97342885,0.97570497,0.9231563,1.2411891,1.204712,0.8479998,1.2521536,1.059094,1.0209553,0.9998212,0.99342114,1.0544903,1.2935328,0.9398169,0.94716567,1.2594482,1.1414535,1.1373369,1.0558236,1.1440575,0.9452124,0.8640058,1.1606752,1.1754922,0.9144962,0.890765,0.93241125,0.99856806,1.123639,1.2735138,1.011957,0.0,1.0273513,1.0059948,0.9929348,1.1657114,1.067318,1.1276273,1.0184069,1.0403979,1.0158097,0.91331553,0.8497102,1.1166708,1.1999503,1.2673817,1.2615354,1.0546,1.2570548,1.1313585,1.0294071,1.0354086,0.8847427,1.1682465,1.1453836,1.0064396,1.1360677,1.2065344,0.74646056,1.1353198,1.2361193,0.9137329,1.1883849,1.005615,1.215768,1.1750803,0.9027734,0.90402865,0.9367514,0.95270854,1.0005252,1.1156723,0.95167327,1.2804077,0.5746554,1.227535,1.0142673,1.0983678,0.90750134,1.2309635,1.1026161,0.06712985,1.1468304,0.88363844,0.9618451,0.6950498,0.84297884,1.0046871,1.2377325,1.1681432,0.7419728,1.269491,0.8031937,1.0351855,0.7427171,1.0539098,1.3221424,0.8990052
jacket,0.6077231,0.98290604,1.333355,0.6780227,1.2818849,1.4180553,1.2777168,1.0744773,0.81379426,0.63298875,1.2669977,0.7983164,0.6772909,1.1593381,0.6608572,1.1923006,1.1709667,1.332113,1.3446625,1.0562662,1.3471576,1.2147741,1.2689084,1.1996415,1.2607172,1.1776307,1.1142454,0.70272464,0.7723161,1.0585135,1.2679883,0.7791303,0.1671933,0.84452915,0.97334087,0.63173294,1.1702509,1.4262111,0.7804458,1.332614,0.65165746,0.9397415,0.92647624,0.9329182,0.87871057,1.3147575,0.54565877,0.8057379,1.1033323,1.2866825,1.2253919,1.1505772,1.2118297,1.2194484,0.85663205,1.157985,1.0872872,1.0084937,1.063683,0.652932,0.85105085,0.9033408,1.2816577,0.7768923,1.0273513,0.0,1.0449992,0.47002137,1.383878,1.0967865,1.3973601,0.6936661,1.1308773,1.0410292,0.72667867,1.0765438,1.0501406,1.2313514,1.2320061,1.1622438,1.0015893,1.3261259,0.8966336,0.4874974,0.445719,0.87325543,1.3841735,1.3698106,1.1684818,1.0218219,0.9519535,1.0290862,1.23036,1.2792192,0.92257017,1.2856536,0.87777543,1.2394156,1.1831027,0.9121027,1.3688188,0.43994778,1.0918272,0.48209155,1.4445959,0.73135555,1.1751198,1.029783,1.4204583,0.93182015,1.2598665,0.95217586,1.2917614,1.2231939,1.0411842,1.2369063,1.0496736,0.3811847,0.90215,0.7081728,1.3244054,1.1959927,1.334317,1.1024897,1.2564261,1.2802382,1.1082453,0.97263813,1.2968255,1.3343867,0.84932876
jar,1.0618913,0.8940077,1.083288,1.162664,1.0638361,1.0920855,1.0214611,0.674289,1.0330423,1.1320994,1.2276202,1.0685401,1.0018984,0.95804954,1.0908306,1.0042069,0.91863924,0.8961451,0.8833239,0.654839,1.0802704,0.9304187,0.5126668,0.94571567,1.026676,1.0577432,1.1370015,1.2473434,0.9518825,0.8987746,0.8810118,1.0420446,1.0958346,0.8586862,1.093454,1.0894766,1.0957216,1.2840763,0.9436091,0.70994294,1.0374991,0.9086462,1.0532316,0.8328769,0.9979526,1.0225449,1.1144924,1.092001,1.1508342,1.1778042,0.9677312,1.0736405,0.83748204,0.8195474,0.51659644,1.1674767,1.0394126,1.1852818,0.55928284,1.1261044,1.103015,0.9612282,1.2266785,0.9204254,1.0059948,1.0449992,0.0,1.1569638,1.2206428,1.0806863,1.049809,1.0851407,0.57984376,0.6167609,0.9663255,0.8342029,1.0279146,1.2554353,1.169592,1.1493058,1.0114555,1.0893425,0.82455945,1.1467091,1.1695701,0.9025489,1.2833581,1.1919153,0.8912983,1.0552679,1.1181173,1.1106298,0.68580043,1.0146837,0.85861814,1.1203245,0.82524574,1.024576,0.98113203,1.0377401,0.967577,1.1190076,0.94301,1.1626246,0.9888374,1.0549008,0.83255064,1.0166206,1.2036662,1.1601578,0.97177637,0.91676885,1.1209319,0.77789295,0.98115486,1.18063,0.80504876,1.1204789,0.9233374,0.8313364,0.9097705,1.1567494,1.1906232,0.93233395,1.1750891,0.8229763,0.59564805,1.0723842,1.0901973,1.1609466,1.0616109
jeans,0.6085365,1.1441926,1.3821751,0.5446863,1.3348612,1.4037097,1.1124904,1.2477509,0.6693039,0.38734734,1.2329952,0.5987321,0.8102145,1.2235603,0.5538084,1.1083819,1.298785,1.4293075,1.4683105,1.1509925,1.3368822,1.3252146,1.4685665,1.28232,1.3086643,1.1832404,0.9058594,0.59001267,0.6955905,1.2011576,1.2974768,0.84210813,0.60993576,0.77800393,1.0925267,0.3800118,1.0462146,1.3711461,0.6824384,1.4422345,0.5672947,0.9640876,0.94038635,1.0224062,0.8464005,1.3182247,0.49549824,0.7680704,0.9548157,1.2757454,1.2707378,1.1050642,1.3686321,1.2472415,0.81405175,1.0659912,1.0545971,1.0336759,1.1546814,0.6028765,0.8173455,0.8146775,1.2374238,0.8157751,0.9929348,0.47002137,1.1569638,0.0,1.3752785,1.0507569,1.4655504,0.60436857,1.2669451,1.2123613,0.66598594,1.1424441,0.9993074,1.1116695,1.2737994,1.1356547,0.9171116,1.3208698,1.0823181,0.39075541,0.09881854,0.96998376,1.3620858,1.3775673,1.2722657,0.91585374,0.85579735,0.96545565,1.3899175,1.2745509,1.0808512,1.291614,0.9891581,1.2380087,1.1909152,0.913592,1.3825433,0.33741742,1.057238,0.34901714,1.4806364,0.64076674,1.2837255,0.92480147,1.3602593,0.7675883,1.2392323,1.0023634,1.2570442,1.3796093,1.0350175,1.2087748,1.0424887,0.4113673,0.86813426,0.6002491,1.3528153,1.0267981,1.225883,1.0935476,1.2880434,1.2655836,1.2056081,0.9693456,1.3970706,1.2616751,0.8330667
