,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
face,0.96254665,1.1957738,1.1264896,0.8360722,1.1034384,1.1788253,1.1682574,1.2605364,1.0875062,0.8388221,1.2166595,0.97540784,0.90628946,1.0865473,0.9801974,0.95372534,1.152723,1.2549971,1.2951065,1.1145331,1.0909103,1.2420528,1.2961361,1.1544358,1.2840343,1.0689116,1.0735816,0.9141457,1.1279745,1.0270631,1.2122235,0.94467276,0.6856078,1.0243374,1.0996746,1.0211676,0.8577634,0.9628918,1.2267884,0.87951124,1.2528162,1.0067937,0.91603476,0.8322092,0.99041075,1.0968047,0.82838154,1.1003717,1.0357547,0.8720151,0.0,0.99150175,0.95632845,1.1288527,1.0410837,0.9988308,1.2175572,1.1147262,0.7934722,0.9626166,1.1374793,1.162105,0.070406914,0.99992687,0.82086575,0.90119076,1.0882007,1.197978,0.88381064,0.952549,0.8842464,1.138338,0.9361183,1.2619556,1.264324,0.94522506,1.0436414,1.0751848,0.8435743,0.81336945,0.9486519,1.0850909,1.4107255,1.1462207,0.8962319,1.093654,1.1700116,0.9973864,0.7999362,0.91090673,0.92864215,1.285017,1.2568817,1.0721935,1.0951304,1.3354595,0.91933805,1.0253652,1.1218402,1.0694646,1.0344247,1.1884658,1.2455469,1.0327958,0.9718029,0.86096454,0.41807365,1.2523278,0.61147547,1.1172974,1.0000093,1.0895846,0.86079395,1.252709,0.9621033,1.1320872,0.92992914,1.1838138,1.1483998,0.9088626,1.1867299,1.1402494,1.1502953,0.7934731,0.56031156,0.88631934,1.2230766,0.95542425,1.0683602,1.254196,1.3892798,1.0503265,1.0167668,0.95545655,1.150987,1.0835972,0.945385,1.0145061
finger,1.2939849,0.67679423,0.6293688,1.0411081,0.7857474,0.8830273,0.9114233,1.3239928,1.2998132,1.4403646,0.7512311,1.2817054,1.2131919,1.2322726,1.4116429,1.2797033,1.1706891,0.8905709,0.9131225,1.2899154,0.792247,0.8059163,0.9535899,1.0378171,0.768363,1.1116396,0.6265069,1.2295927,1.2255031,1.189972,1.1581281,1.2832669,1.17644,1.0551758,1.2007554,0.9994916,1.3163999,1.1453552,0.54241437,1.4833095,0.7567031,0.96878105,1.3336844,1.1126087,1.2826716,1.1313726,1.288712,0.6844564,1.1431978,0.4381274,0.99150175,0.0,1.1442273,0.81219816,1.2762527,0.4487152,0.5901553,0.9786484,1.3743434,0.5346102,0.79088366,0.7151092,1.0875958,0.87359184,0.4393043,0.62488824,1.173347,1.1240854,1.287616,1.340306,0.81173754,0.91567916,1.36047,0.9232521,0.82244843,1.145001,0.9220717,1.267313,0.99455875,0.46140313,0.7995906,0.6463431,0.87874055,0.42684126,0.53458524,0.67235434,1.332674,1.1905262,1.241323,0.90932155,1.3583789,0.5780184,0.5959465,0.4780692,1.185833,0.82666105,1.3710487,1.2615964,1.0979414,1.1783879,0.67581993,1.2506251,0.9358941,0.5798029,1.3797224,1.2803571,1.1879714,0.90644103,1.2020407,0.87396324,0.8415274,0.99990535,1.2632172,1.0997117,1.2894223,0.30455852,1.3296783,1.228249,0.7052875,1.2913945,0.34700263,0.7075474,0.831691,1.244349,1.236275,1.4419186,0.8416727,0.08126825,0.268314,0.808049,0.8327434,1.1620886,1.3419201,1.3012669,1.0830064,0.25318503,1.3178134,0.9655386
firetruck,0.7983515,1.1587327,1.1521701,0.8667675,1.2118598,1.1699102,1.1100984,1.008471,1.0528419,0.77068204,1.1848272,0.78302866,0.79603255,1.0449092,0.84965754,0.8670298,0.9781156,1.157635,1.1837447,0.93910885,1.0738776,1.2126807,1.1312593,1.0530392,1.2053845,0.82608724,0.9915247,0.87765765,1.0690129,0.9599932,1.2543471,1.0262605,0.903561,1.1316003,0.9982032,1.0454937,0.8726655,0.86329496,1.2010036,0.735945,1.1711211,1.0738475,0.9780925,0.92822576,1.0813864,1.0801393,0.81109923,1.2322861,0.8436175,1.0981356,0.95632845,1.1442273,0.0,1.0521152,0.7962628,0.96287847,1.2763257,1.0557816,0.6964896,1.1173404,1.0337719,1.0729675,0.9366889,0.94124186,1.0436587,1.2375228,1.0312852,1.2164502,0.90119433,0.9121025,0.9023372,1.0314548,0.88728356,1.3405327,1.2116665,0.976561,1.0375539,0.98225594,0.82881224,1.0597266,1.0105989,1.115636,1.245473,1.2539468,1.1493858,1.1435456,1.0474182,0.9154362,0.8440218,0.8905655,0.86965775,1.2416444,1.253597,1.2036707,1.1326245,1.2578056,0.7496953,0.92518556,1.0658913,1.1327242,0.9697624,0.9977626,1.1124214,1.1617742,0.90505624,0.7555568,0.8949603,1.1208394,0.7671559,0.9606068,0.9899561,0.9598416,0.9002819,1.2258933,0.8844194,1.18116,0.7309458,1.0853914,1.0475578,0.9405874,1.223036,1.1169838,1.1098076,0.8890953,0.84690875,0.7315366,1.214439,1.1375194,1.0661747,1.18839,1.2397913,0.98817396,0.83967346,0.8373326,1.0486798,1.2032993,0.9334863,1.0557703
fish,0.7273598,0.87588155,0.68791175,1.1692351,0.8529461,0.7639858,0.7153909,1.1215112,1.1344726,1.4188687,0.77824783,1.3935386,1.2091887,0.8004219,1.3243715,1.1414881,1.0271674,0.81060654,0.8647629,1.3014617,0.6824634,0.8647245,0.9244837,0.765457,0.90322006,0.7046921,0.69739616,0.9384707,1.3357702,0.9816307,0.93022144,1.2615548,1.3262519,0.9605253,0.91831166,1.0262356,1.368417,0.70217425,0.6064728,1.432517,0.84286386,1.1364684,0.9737213,1.071497,1.2607627,1.1166357,1.3256164,0.8663732,1.1701022,1.045692,1.1288527,0.81219816,1.0521152,0.0,1.05015,0.825031,0.6434917,0.5735904,1.1004752,0.794289,0.74018717,0.81082773,1.1968949,0.9173265,0.9773208,0.886714,1.1490372,0.9566044,1.323859,1.1468756,1.3147948,0.8501196,1.3679008,0.7540319,0.85293514,0.99401456,0.75731415,1.0971658,1.0767214,0.96526855,0.8233141,0.751186,0.724093,0.7252376,0.85657066,0.6779637,1.3090367,0.95526636,1.3020798,1.3135684,1.1819745,0.5731997,0.578179,0.92940444,0.907302,0.87837696,1.0028439,1.106576,0.88155127,0.9414506,0.63713837,1.1309639,0.9086641,0.9160503,1.3516654,0.9814836,1.2782829,0.71176183,1.3557696,0.97476614,1.1891652,1.0265858,1.3110037,0.9446371,1.1845558,0.6803683,1.0462126,0.9502219,1.0272574,1.0889205,0.57300496,0.7998998,0.7299233,1.2369019,1.4276822,1.3716623,0.8497637,0.82617855,0.6615629,0.656924,0.7864933,1.0165974,1.1305265,1.1218629,1.2044804,0.78131866,1.1509311,1.0765097
flower,0.84460926,1.1907344,1.1510227,1.0719543,1.0636712,0.8427216,1.1110221,0.809741,1.0569333,0.94939744,1.1351855,0.94317377,0.9456618,0.9833569,0.87476206,0.93060964,0.8947821,1.0219843,1.0139272,0.8382399,1.1250634,1.1332307,1.0452057,0.9177041,1.1448454,1.019036,1.1705116,1.0655804,1.0480231,0.8902143,1.0264294,1.0093869,1.0426817,1.0699255,1.0600874,1.0940639,0.92897683,0.9130532,1.1676813,0.9039023,1.0724964,1.1067642,0.89279974,0.89031994,1.0422657,1.0182962,0.7221831,1.1156728,1.0984647,1.2136662,1.0410837,1.2762527,0.7962628,1.05015,0.0,1.1770265,1.2327936,0.97209096,0.8771013,1.1341399,0.9340766,1.0174105,0.98833525,0.8679894,1.106421,1.1653674,1.0471609,1.1384612,0.9836449,0.928934,1.1752353,1.2178671,1.0053668,1.0847015,1.1836894,0.96714175,1.0018226,0.9061651,0.89883554,1.1400801,1.1589764,1.0940592,1.0965772,1.2073488,1.1602551,1.185932,0.93572736,0.44545114,1.0693228,1.1691928,0.853811,1.177896,1.1680593,1.1670852,0.9930057,1.1183057,0.8891661,0.24578303,1.0027343,0.99344254,1.0067145,0.78247213,1.0478413,1.1814256,0.93753767,0.50830644,0.9699817,1.1231313,1.0660342,1.1304313,1.1273017,1.0483572,1.0272366,1.1100488,1.0635982,1.2832232,0.8463323,0.94738925,1.2018585,0.92899936,1.2987362,1.1482294,1.0437578,0.83347285,0.98100823,0.83888984,1.1372392,1.2853203,1.2360142,1.0562853,1.1169345,0.9166812,0.87403554,0.1904968,1.0157478,1.2477541,0.91855514,1.101428
foot,1.145704,0.72955996,0.6753561,1.0637914,0.82395065,0.94280976,0.8305754,1.0908971,1.3982016,1.3586893,0.8059372,1.2329017,1.1705022,1.1895288,1.2879432,1.2677753,1.0836048,0.718922,0.91304976,1.2190007,0.73171777,0.92596316,0.83319926,1.0278978,0.740273,1.1084392,0.8642972,1.2510281,1.2306036,1.100763,1.1576482,1.3131205,1.1559073,1.0927161,1.1403145,0.8437916,1.2519996,1.0149199,0.61870843,1.4173832,0.6852586,1.043737,1.1935617,0.9791476,1.3488128,1.1864986,1.1787859,0.7226924,1.170736,0.73903966,0.9988308,0.4487152,0.96287847,0.825031,1.1770265,0.0,0.7176588,0.94437766,1.3291981,0.5970975,0.7061709,0.9104384,1.0701027,0.895716,0.81932783,0.6280943,1.1930082,1.2514186,1.17983,1.2634552,0.96207505,1.1013662,1.2593188,0.93049175,0.76783496,1.1553596,1.0067003,1.1354488,1.0051744,0.60644895,0.7746179,0.63628936,0.71465236,0.5570549,0.6012335,0.68464404,1.1932917,1.0414573,1.2264787,0.994155,1.2894483,0.6394137,0.6647552,0.64434713,1.126593,0.8000241,1.1762221,1.1984533,1.0885464,1.1444645,0.7041059,1.0562265,0.8607339,0.74993014,1.3657767,1.1853832,1.1575172,1.0346158,1.2385073,0.64508647,0.7810106,1.076937,1.3898932,1.2411635,1.3929175,0.33083856,1.2508559,1.0727009,0.6757258,1.298712,0.6242789,0.67476714,0.8226886,1.1185911,1.2601409,1.3995237,0.8287337,0.32828426,0.49962842,0.81072074,0.70183986,1.060227,1.3626003,1.2490768,1.1296904,0.4708975,1.3549851,1.0444336
fork,1.2091075,0.64770263,0.73940116,1.1920408,0.8355551,0.8100591,0.8858802,0.9362637,1.0353074,1.5173146,0.5796076,1.3305224,1.4200472,1.2443035,1.4236361,1.2745793,1.093317,0.72063327,0.81198287,1.2229197,0.82392335,0.5706574,0.8360702,0.82959163,0.62106067,0.8388115,0.7475653,1.048517,1.1198171,1.117765,0.8167746,1.1859378,1.3370957,0.87312865,0.6559738,0.91493595,1.4307324,0.92695785,0.4804389,1.510478,0.723934,0.9707626,1.2565112,1.3008456,1.1049523,0.9293117,1.3964958,0.8389696,1.1430216,0.7506012,1.2175572,0.5901553,1.2763257,0.6434917,1.2327936,0.7176588,0.0,0.83136785,1.3351419,0.6361557,0.8287545,0.9048736,1.2568806,1.1896062,0.9641093,0.70816,1.2185559,0.75999665,1.4001473,1.2207408,1.2346743,0.6261077,1.226947,0.60138226,0.5682697,1.1002486,0.85120285,1.1666765,1.2973536,0.813773,0.8261198,0.71260816,0.6158131,0.47957754,0.7869276,0.7558922,1.1007978,1.135952,1.395541,1.2510097,1.3025056,0.3614059,0.4005795,0.63374966,1.1117508,0.6975758,1.2259643,1.1380159,0.95375335,1.1563178,0.7015407,1.1258665,0.71439517,0.7294091,1.2144032,1.3806889,1.2939855,0.62341285,1.3659238,0.77502394,1.0739683,0.88144386,1.2703345,0.69419587,1.332449,0.38751638,1.2478802,1.0118883,0.81261444,1.2466424,0.41037023,0.6189157,0.7283071,1.3875924,1.4753994,1.500386,0.7982332,0.57942057,0.53938454,0.6483513,0.6160654,1.2541097,1.3306217,1.2496517,0.87290764,0.4973333,1.1275946,1.0218486
frog,0.5186669,0.98103297,0.7530245,1.2990276,0.8995416,0.78938365,0.7816548,1.1652002,1.2265655,1.2743965,0.9748945,1.2927814,1.0596449,0.79354286,1.2831285,0.95142883,0.8052516,0.9809344,0.9096389,1.0883267,0.73000836,0.7849729,1.0293101,0.5349337,0.95421666,0.8442075,0.98681426,1.0563147,1.350809,0.9632555,0.9942439,1.2804904,1.2862703,0.8865728,1.070946,0.85014004,1.3117685,0.7295477,0.7749888,1.1924795,0.97571766,1.0199538,0.7069727,0.82854474,1.2897372,1.0183314,1.1554241,1.0527027,1.2841848,1.034596,1.1147262,0.9786484,1.0557816,0.5735904,0.97209096,0.94437766,0.83136785,0.0,1.0478173,0.971459,0.8612782,0.74543905,1.1601831,0.9174566,1.1603564,0.9308555,1.0339012,1.1774008,1.1775291,1.0062947,1.3083726,0.9721329,1.2950743,0.96808237,0.98705304,1.0803568,0.9328021,0.974108,1.1491605,1.0197929,0.9515291,0.8887158,0.97468895,0.9206296,1.0777045,0.82283497,1.2683682,0.7224482,1.2950524,1.2767115,1.0183978,0.7778674,0.7951763,0.7713039,0.81809974,1.0618858,0.95775604,1.0085502,0.9535358,0.8930712,0.8113677,1.0583855,0.9410148,0.84288484,1.3086128,0.76953995,1.2311034,0.46333742,1.295711,1.0264096,1.1426244,1.1307895,1.2937816,1.2189987,1.1169307,0.8456386,1.1396642,0.8618304,1.0887303,1.1739125,0.75757515,0.78711426,0.8555354,1.1044097,1.3321395,1.1527913,0.68517226,0.97005385,0.89942086,0.8583623,1.021076,0.6521975,1.0745351,1.0999985,1.204633,0.98435825,1.2239527,0.9292174
glass,0.7199863,1.3712137,1.2250248,0.8770474,1.1324086,1.1118087,1.0376145,0.9788521,0.95506984,0.70422816,1.4509454,0.83478814,0.7374695,1.0059522,0.8443134,0.8624986,0.99562955,1.219418,1.0574733,0.8459997,0.9947398,1.3534436,1.0606524,1.1531845,1.4270526,0.7045363,0.93509877,0.77619386,1.0401713,0.91018444,1.0822655,0.9018691,0.9145296,0.7432085,0.89177454,1.097804,0.82397,0.6961379,1.4848473,0.5749546,1.1741982,0.7035235,0.863664,0.81326205,0.9686033,1.0916629,0.88819176,1.1949978,0.8868334,1.1610508,0.7934722,1.3743434,0.6964896,1.1004752,0.8771013,1.3291981,1.3351419,1.0478173,0.0,1.353891,1.0937859,0.9120556,0.7792225,0.94761837,0.93448704,1.3767388,1.0128058,0.96234035,0.94462043,0.4432894,0.98479074,0.9231628,0.8007424,1.3091044,1.4842502,0.9701262,0.7752903,0.8869808,0.69148934,1.1715693,0.8085732,1.358928,1.5245227,1.5355297,1.2813491,1.2546425,1.0522755,0.9849528,0.6932329,0.9612848,0.753022,1.5272213,1.5048255,1.3289992,1.1068804,1.5095778,0.5913588,0.9690577,0.9541347,1.115445,1.1361725,1.0286168,1.3037021,1.3097041,0.8236438,0.7482085,0.808498,1.0050944,0.6904477,1.114022,1.1543711,0.8682198,0.7987506,1.0958856,0.663389,1.5139625,0.6675143,0.9336418,1.1518718,0.7372818,1.3039179,1.1441791,1.2512286,0.8100076,0.7331188,0.5446322,1.0237434,1.408617,1.408104,1.1567662,1.5461442,0.7030059,0.4939726,0.85025907,1.1007472,1.4340926,0.7821954,1.0185312
glasses,1.4105686,0.7334468,0.36589396,1.2635808,0.7181908,0.77643937,0.94612336,1.2025878,1.2638192,1.4058712,0.36076832,1.4132378,1.3798971,1.1876994,1.4298447,1.1541377,1.2092993,0.5866097,0.8073808,1.3672384,0.89479375,0.88161564,0.92812455,1.0285586,0.6380981,1.038029,1.0190659,1.1522199,1.3417403,1.2243931,0.962887,1.2111973,1.1753922,1.0390474,1.185889,1.0171497,1.3627812,1.1631539,0.21550977,1.4419534,0.54054564,1.123433,1.266261,1.2450266,1.217236,1.183748,1.2852267,0.65514565,1.1326122,0.7265669,0.9626166,0.5346102,1.1173404,0.794289,1.1341399,0.5970975,0.6361557,0.971459,1.353891,0.0,1.0272222,0.97991467,1.0470109,1.127671,1.0800325,0.42571533,1.1258533,1.1462178,1.322844,1.2950668,1.2205987,1.1596851,1.3074723,0.6922709,0.7010138,1.2560592,1.1159705,1.1648514,1.3861737,0.60779047,0.9583505,0.15002912,0.75981003,0.34511578,0.24946523,0.36504257,1.2662047,1.0169429,1.3700194,1.2560039,1.3835158,0.3245288,0.32491362,0.61104095,1.1304095,0.9595947,1.2596959,1.1883378,1.0527709,1.0963644,0.76581144,1.2841405,0.85076386,0.5792277,1.3231716,1.2665914,1.2226231,1.0254595,1.2749816,1.093853,1.0484918,1.1706777,1.2427186,1.0043062,1.3044174,0.29948735,1.2125049,1.0429527,1.1318486,1.2086091,0.7041453,0.7918185,0.58920455,1.3000259,1.3441843,1.4708925,0.7868824,0.5696442,0.2857033,0.78899497,0.7190907,1.1817226,1.5335715,1.1131675,1.1384808,0.236732,1.2291576,1.0692512
glove,0.94024974,0.928523,0.9512614,1.0843289,0.83996606,0.8622928,0.836749,0.88100934,1.332811,1.3286111,1.0618788,1.2161411,1.0938158,1.0092542,1.1329457,1.2505908,1.1010252,0.84582627,0.82539606,1.1855261,0.7696124,1.0800451,0.81589985,0.8728918,0.941273,1.088445,0.9067986,1.0401022,1.0583239,0.9918249,1.0438211,1.2020023,1.2227095,1.0656371,0.9681255,0.90653455,1.2096881,0.88083166,0.996496,1.400521,0.811548,1.0675925,0.888523,0.7904922,1.2543457,1.2371715,1.149458,0.8507412,1.0258479,1.0885959,1.1374793,0.79088366,1.0337719,0.74018717,0.9340766,0.7061709,0.8287545,0.8612782,1.0937859,1.0272222,0.0,0.90508765,1.1601458,0.81956875,0.69601274,0.8238641,0.98237467,1.069318,0.90176594,1.1227324,1.0254681,1.1555679,1.2636881,0.9525915,1.0105898,1.0023128,0.8653617,1.0315574,0.61352634,1.0173187,0.8946345,0.982268,0.60203785,0.8584528,1.0058403,0.9526385,0.9763208,0.78298503,1.1262364,1.0295955,1.2187049,0.9867131,0.97830117,0.92195773,0.81088394,0.7889364,1.0394279,1.0087053,1.1246506,0.828438,0.6277865,0.68634385,0.97661614,0.97920257,1.2602919,0.9431165,1.099778,0.9897495,1.1486553,0.7046735,0.7199305,0.98471683,1.3590071,1.1574422,1.2870464,0.7522542,1.2310972,0.9653251,0.7562023,1.2019601,0.78181034,0.8050697,0.8903282,0.9980469,1.183534,1.3318198,0.88318294,0.75084984,0.92721164,0.8157926,0.6176038,0.9549627,1.21417,1.147361,0.9922823,0.8985894,1.2344494,0.9999705
gum,0.9451606,1.022586,0.70807385,1.271129,0.64054906,0.61809504,0.9347008,1.0148731,1.2807499,1.3040152,1.059899,1.2443317,0.95012903,0.9673602,1.2409576,1.0530192,0.68913746,0.79874957,0.67934954,0.9293335,0.864942,1.0035776,0.78693444,0.88079935,0.97700125,0.99572754,0.7923461,1.3697749,1.3318841,0.8991911,0.95866394,1.3031384,1.2394443,0.7666826,0.8869896,0.89588106,1.3462055,0.90542895,0.8107655,1.2185352,0.7230919,0.77795637,1.13052,0.961669,1.3326545,1.1074361,1.1649421,0.70746124,1.3221881,0.8580375,1.162105,0.7151092,1.0729675,0.81082773,1.0174105,0.9104384,0.9048736,0.74543905,0.9120556,0.97991467,0.90508765,0.0,1.1915517,0.7619337,0.7931831,1.0406393,1.1624007,1.0901151,1.3255953,0.71066964,1.236061,1.0097371,1.3527396,0.9966121,1.095181,1.1026632,0.7262877,0.7974288,1.0007846,0.8152752,0.8435622,0.8414202,1.1113983,0.962678,0.8753542,0.8283645,1.2642732,1.0560985,1.1561265,1.2580898,0.95795256,0.9076908,0.9080504,0.80643916,1.0463188,1.1179645,1.0644728,1.1833924,0.8537109,1.0463097,0.8081453,0.97804415,0.99541265,0.7083614,1.3107313,1.0019213,1.2551286,0.80749524,1.3430619,0.95699674,1.2651935,0.96414673,1.2384652,1.0829934,1.0606579,0.8564305,1.270379,0.7929168,0.90601355,1.0892491,0.8551778,0.97811675,0.80331427,1.231705,1.2781346,1.0348377,0.64056313,0.7894552,0.76142067,0.73453593,1.0982492,0.5529685,0.83540857,1.2249231,1.1864686,0.81976855,1.2240468,0.9886744
hair,0.9372334,1.1794178,1.2180911,0.82445174,1.1495366,1.2327604,1.2319028,1.2383757,1.0424688,0.8042145,1.2592119,0.9252846,0.8853632,1.0717646,0.9480411,0.93489045,1.1522768,1.262686,1.3558841,1.0828748,1.1566195,1.2541316,1.303859,1.1545942,1.2962834,1.0892905,1.1291136,0.89711666,1.0397134,1.0076324,1.2174017,0.8880577,0.59343475,1.0427377,1.1014222,1.0503789,0.8019303,0.9507653,1.2985781,0.8346038,1.303754,1.0127451,0.89979416,0.8371603,0.9098825,1.1094501,0.7391499,1.1208364,1.0167364,0.94936335,0.070406914,1.0875958,0.9366889,1.1968949,0.98833525,1.0701027,1.2568806,1.1601831,0.7792225,1.0470109,1.1601458,1.1915517,0.0,1.0441942,0.85663474,0.958929,1.0951416,1.159071,0.8108014,0.9548108,0.8654052,1.1367942,0.84366804,1.2736726,1.2883136,0.87994194,1.0326247,1.050938,0.82842946,0.90760595,1.0063539,1.1480768,1.4244418,1.2174815,0.979779,1.1846663,1.083873,0.9890887,0.7404639,0.8830706,0.90072787,1.3435562,1.3175077,1.077512,1.093668,1.3369473,0.8863085,0.92156243,1.1465297,1.0755603,1.1118181,1.1491494,1.2635874,1.1080172,0.89156497,0.83869106,0.26205742,1.2855356,0.51691645,1.1762692,0.960643,1.0611691,0.80700874,1.2360723,0.96412516,1.2400519,0.94207156,1.1724055,1.1557854,0.86644787,1.2704067,1.1660511,1.1966271,0.7370974,0.45274067,0.83750856,1.3109951,1.0490819,1.1589845,1.2470386,1.3949871,1.0945878,1.0026339,0.90682125,1.0602944,1.1643131,0.8485749,1.0402015
hamburger,0.85096955,1.155228,0.908966,1.0556403,0.84449774,0.85279953,0.7127268,1.1362517,1.2796254,1.1759248,1.2238187,1.1904634,0.99327946,0.86889505,1.1225309,1.0286444,1.0032772,1.0703738,0.8925373,1.0539479,0.44922644,1.1854955,1.066534,0.98561627,1.2392483,1.2375975,0.96673363,1.1970011,1.3401237,0.56995106,0.9263774,1.2700212,1.0830865,0.9013717,1.1216863,0.59981644,1.2346699,0.97200495,1.124453,1.1488677,0.97336227,0.93025964,0.9426365,0.9112865,1.3327607,1.0913557,0.9196288,0.84000146,1.1280777,0.9464543,0.99992687,0.87359184,0.94124186,0.9173265,0.8679894,0.895716,1.1896062,0.9174566,0.94761837,1.127671,0.81956875,0.7619337,1.0441942,0.0,0.8280163,1.0358542,1.0757754,1.239075,1.1088145,0.97854924,1.0924928,1.1983497,1.2812971,1.074472,1.2384112,0.9736426,0.8438973,0.9683081,0.82439685,0.8077651,0.83169353,1.0707563,1.0835583,1.0912918,0.99546325,0.9433253,1.2326907,0.7765344,1.1111138,1.1513898,0.9911082,1.1673228,1.157071,0.99004775,0.98782706,1.2121109,0.95036346,1.0339575,0.6894612,0.9814775,0.93915975,0.9973046,1.0888681,0.9060903,1.2356453,0.7766252,1.1031939,1.0560089,1.1405449,1.0117488,1.0757477,0.9797525,1.2255182,1.2537622,1.1121755,1.02168,1.0570858,0.89317524,1.0875446,0.8593639,0.9381459,1.0242972,0.9732113,1.0183054,1.0360646,1.025338,0.8486045,0.856563,0.9853652,1.1118504,1.1832955,0.8457085,0.9514542,0.9895796,1.3295252,1.0260792,1.2805896,1.0262356
hand,0.91600394,0.97316116,1.2048508,0.5606764,1.124045,1.2185626,1.1051434,1.2303717,1.1025836,1.0059552,1.264507,0.9661707,0.77473,1.1633344,0.9726435,1.0308369,1.0536406,1.3026948,1.2234321,1.0735326,0.99005634,1.2345665,1.229747,1.1325359,1.3076067,1.154006,0.6623956,0.94086194,1.0363328,1.0248995,1.2953148,1.0299804,0.9863591,1.0716729,0.9606887,1.1043923,0.97609776,0.9344535,1.2143705,1.058792,1.1841335,0.94879746,1.0729625,0.79174465,1.0840092,1.0560901,0.9855446,1.0447487,0.86681163,0.6653876,0.82086575,0.4393043,1.0436587,0.9773208,1.106421,0.81932783,0.9641093,1.1603564,0.93448704,1.0800325,0.69601274,0.7931831,0.85663474,0.8280163,0.0,1.0288553,1.0563138,1.0503805,0.97325903,1.0478508,0.6426896,0.7908638,1.0929357,1.31528,1.1807868,0.84727705,0.8376132,1.2024919,0.42382836,0.81041825,0.8177093,1.2200506,1.2758131,1.0469309,0.9205953,1.167901,1.2263105,1.207,0.72068846,0.7137763,0.91787076,1.2229195,1.2086172,0.926942,1.1479845,1.0594599,1.0337247,1.0797089,1.092506,1.1288822,0.92042166,1.1103754,1.2361479,1.0627874,1.1039342,0.99276817,0.872351,1.0015438,0.8031846,0.8192037,0.8321892,0.86080277,1.0241677,1.1576704,1.0033884,0.93779784,1.0354697,1.3407406,0.7459769,1.0115386,0.75049245,1.0387236,1.1458158,0.9438784,0.8143582,0.93803656,1.2139871,0.4895345,0.9277191,1.0261225,1.2406598,1.071706,0.82195735,1.0817791,1.1086489,0.85183454,1.0665865,0.9400087
hat,1.3547795,0.64813614,0.608124,1.3051519,0.6910945,0.7609684,0.9591053,1.0792065,1.2193651,1.4139843,0.5717685,1.3068504,1.2970114,1.1051162,1.3424091,1.1954191,1.1266897,0.6812726,0.7436502,1.1985276,0.9451156,0.83745885,0.75654936,0.9773616,0.63570505,1.1348006,1.0885761,1.2129908,1.1160231,1.2035518,0.8628526,1.2024745,1.1320639,0.95725507,1.1454448,0.924929,1.3107725,1.2697905,0.5537298,1.4292272,0.5963825,1.0673051,1.1943773,1.0665687,1.1952299,1.0436896,1.257488,0.6411102,1.1706526,0.8013327,0.90119076,0.62488824,1.2375228,0.886714,1.1653674,0.6280943,0.70816,0.9308555,1.3767388,0.42571533,0.8238641,1.0406393,0.958929,1.0358542,1.0288553,0.0,1.1315727,1.0560158,1.0696515,1.2673558,1.152501,1.1763734,1.3467541,0.6773531,0.7789916,1.2204251,1.1708882,1.1054931,1.2217036,0.6917758,0.9601099,0.51575017,0.69682693,0.44638407,0.51599616,0.5500274,1.1200451,1.0143173,1.339993,1.1761588,1.3805918,0.56995064,0.5754777,0.56915516,1.0565641,0.75311744,1.3629072,1.1808932,1.1105494,1.0500916,0.8343005,1.0052322,0.7286153,0.6165107,1.302726,1.2297032,1.1187966,1.0217451,1.2362995,0.83376867,0.803027,1.2376592,1.3238119,0.9577868,1.3496931,0.3732295,1.3340333,0.9898607,0.91474295,1.248872,0.74539536,0.81536835,0.6986195,1.1985615,1.2647038,1.4819398,0.75643927,0.55918384,0.59777457,0.90453285,0.670686,1.0564846,1.4639574,1.1942561,1.07661,0.41563946,1.2275958,1.0670662
