,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
scarf,0.90096354,1.1905273,1.3660698,0.65251195,1.2897524,1.3344946,1.2271802,1.100769,1.0120631,0.7566234,1.3010983,0.7527788,0.73256576,1.0463797,0.812448,0.9280565,1.1113544,1.2984997,1.3798887,1.0142571,1.2322315,1.2425069,1.2579285,1.1587119,1.2518022,1.057957,1.0732443,0.78048027,0.8334508,1.0251249,1.2320552,0.8153757,0.553317,1.1599603,1.0587579,1.1748302,0.72970617,0.962258,1.3917658,0.772394,1.3536241,1.0816978,0.87458664,0.8818042,0.84559065,1.1264943,0.5930513,1.2606574,0.85643554,1.0375215,0.41807365,1.1879714,0.8949603,1.2782829,0.9699817,1.1575172,1.2939855,1.2311034,0.808498,1.2226231,1.099778,1.2551286,0.26205742,1.1031939,0.872351,1.1187966,1.0388776,1.096766,0.61935127,0.9817855,0.7289572,1.0216157,0.78113294,1.3109151,1.2211999,0.8316079,1.0581152,1.0678797,0.7285791,1.0512881,1.037035,1.2979393,1.2844887,1.2295796,1.1898941,1.3392009,0.9400263,1.0095649,0.55262244,0.69565916,0.86765933,1.3859735,1.3857427,1.0919867,1.0875468,1.2475832,0.8415524,0.8212089,1.1860325,1.0892315,1.1392419,0.97734576,1.2638037,1.233453,0.81383896,0.83270806,0.0,1.2439041,0.39889967,1.1339592,0.8465216,1.003924,0.8454221,1.2161623,0.90636796,1.3612375,0.8872105,1.2409769,1.0830466,0.86857176,1.3059609,1.1746719,1.2710578,0.7269857,0.34501326,0.7928923,1.4188725,1.1924648,1.2668847,1.1914499,1.2294481,1.163032,0.8983001,0.9075568,0.8827464,1.221865,0.8139822,1.0575855
scissors,0.77184004,0.9376132,0.9707987,1.0944479,1.040593,0.9522439,0.702366,1.0305755,0.9953289,1.1884148,0.98476434,1.076904,1.0953826,0.999653,1.1806421,0.9157391,0.8655045,1.0460256,0.8303499,0.99360996,0.9408227,0.65009,0.97460127,0.7313913,1.003164,0.87194383,0.7322029,1.1803639,1.0556804,1.0045878,0.9028912,1.1906317,1.2021166,0.9477242,0.750509,0.92122155,1.2050991,0.97683614,0.80351305,1.0918798,0.9785692,1.0314541,1.0955579,1.0168015,1.1323298,0.831284,1.2068564,1.1543756,1.1215144,0.9723416,1.2523278,0.90644103,1.1208394,0.71176183,1.1231313,1.0346158,0.62341285,0.46333742,1.0050944,1.0254595,0.9897495,0.80749524,1.2855356,1.0560089,1.0015438,1.0217451,1.081553,0.660663,1.1249914,1.0105888,1.1502935,0.47343028,1.0687813,0.9531549,0.93740565,1.0878694,0.89066803,1.0753856,1.1035745,1.0252361,0.9522956,1.0638881,0.91715217,0.8891123,1.1804023,1.0024443,1.1599088,1.092187,1.1902207,1.1473815,1.0459409,0.68658906,0.6984204,0.84206647,1.0302391,1.0229322,1.1713217,1.0776184,0.92686445,1.085469,0.9612326,0.9567451,0.89342713,0.99102616,1.2012142,1.0503025,1.2439041,0.0,1.2370689,0.85697657,1.1509949,0.6910989,1.21914,0.9615278,0.82119036,0.8521192,1.053034,0.9900395,0.9756399,1.107694,0.516526,0.801741,1.0301051,1.1658055,1.2591703,1.0634651,0.6430009,0.97026706,0.93864447,0.57463914,0.94508135,0.7667173,0.9554749,1.1772947,0.75762165,0.91315556,1.1772066,0.9676637
shirt,0.9145289,1.2214171,1.4266567,0.46933573,1.3732866,1.4858872,1.3374825,1.1326666,0.8687207,0.4824742,1.3314276,0.64210224,0.53000677,1.1239516,0.57577455,0.756756,1.1579518,1.4445249,1.5247874,0.98972905,1.2800512,1.3519384,1.3678572,1.2258933,1.3690264,0.932375,1.0819348,0.5819466,0.7466732,1.1268562,1.320626,0.78404665,0.479046,1.2597102,1.0650787,1.2681532,0.55100256,0.97579414,1.4519632,0.5720298,1.509414,1.1161376,0.94262874,0.91473204,0.8136885,1.1027163,0.5453802,1.3408037,0.55860513,1.054237,0.61147547,1.2020407,0.7671559,1.3557696,1.0660342,1.2385073,1.3659238,1.295711,0.6904477,1.2749816,1.1486553,1.3430619,0.51691645,1.1405449,0.8031846,1.2362995,0.9198236,1.0961602,0.41552186,0.95980465,0.4155972,0.86236453,0.70161134,1.4465244,1.3196917,0.8414933,1.1186093,1.171619,0.6322188,1.1038449,1.0739976,1.3625,1.3625686,1.3040483,1.2718308,1.4120843,0.96004266,1.1211796,0.28028655,0.40603685,0.7787163,1.4427915,1.4486647,1.1937958,1.1657528,1.229309,0.76672864,0.98424876,1.2660387,1.1637381,1.1859007,1.0592602,1.3176682,1.315923,0.7631079,0.9597109,0.39889967,1.2370689,0.0,1.1085542,0.62715995,0.92389095,0.6930291,1.1699724,0.6341181,1.418414,0.68344104,1.3357854,1.0811586,0.92452645,1.2880254,1.2130694,1.386348,0.6430499,0.1742062,0.58719,1.5106971,1.2159326,1.2720239,1.2883098,1.273819,1.1946677,0.8236711,0.8679863,0.9945541,1.3115077,0.74245405,1.0440093
shoe,0.9993571,0.84133804,1.1963125,0.91477,1.0668194,1.0993216,0.99637556,0.7015126,1.0730835,1.0463655,1.0680647,0.90291494,0.88969624,1.0718567,0.8741256,1.0945652,0.98144424,1.1172413,0.9861214,0.9784164,1.066064,1.0259651,0.95318234,0.85918313,1.0429964,1.0496948,0.90306544,1.0390736,0.91495854,1.0604304,0.97114676,1.0962255,1.0071228,1.0784888,0.70055,1.0312319,1.055281,1.0479727,1.1015532,1.0855329,1.0646399,1.0584917,1.0938312,0.8349933,1.1528068,0.92743355,1.0826681,1.144503,0.8969253,0.7877306,1.1172974,0.87396324,0.9606068,0.97476614,1.1304313,0.64508647,0.77502394,1.0264096,1.114022,1.093853,0.7046735,0.95699674,1.1762692,1.0117488,0.8192037,0.83376867,0.99995756,0.8991213,0.8808078,1.0741581,0.8694774,0.8349081,1.0688418,1.0564642,0.9070698,1.0699694,1.0620594,1.1033901,0.82514864,0.9235603,0.9206503,1.1434923,0.88710725,0.93587196,1.087052,1.1652527,1.0217925,1.0765538,0.93092996,0.87950844,1.1387475,1.0157378,1.0399103,0.92899585,1.0830629,0.8400157,1.0853274,1.135699,1.1134408,1.1030836,0.9967556,0.709899,0.9111245,0.99202836,1.1703155,1.1179283,1.1339592,0.85697657,1.1085542,0.0,0.85172665,0.9059111,1.2219076,1.1127939,1.0162932,0.6443057,1.0343918,1.1487031,0.5135703,1.1846619,0.8111243,0.9754266,0.9847443,0.9354693,1.1396354,1.1287231,0.96217173,0.7553902,1.0305821,0.996131,0.870451,0.93961006,0.9780336,1.180819,0.9791923,0.863685,1.1891137,0.83802605
shorts,1.0610769,0.8039176,1.1607659,0.82243586,1.0826502,1.3005192,1.0956773,1.0579208,1.0198649,0.92087775,1.0322253,0.76747537,0.8931909,1.161517,0.86035603,1.1080948,1.2048063,1.1152252,1.2183845,1.020928,1.0425897,1.0384587,1.033443,1.1162151,0.89860046,1.0955269,1.0247666,0.8199254,0.6980807,1.1665409,1.2438533,0.9717186,0.8534179,1.2600695,1.2027867,1.1343555,0.7989545,1.066034,1.1130049,1.0233872,1.1308968,1.0533899,0.985582,0.98504543,0.9589343,1.0488648,0.8725197,1.0472226,0.8638729,0.96827096,1.0000093,0.8415274,0.9899561,1.1891652,1.1273017,0.7810106,1.0739683,1.1426244,1.1543711,1.0484918,0.7199305,1.2651935,0.960643,1.0757477,0.8321892,0.803027,1.0742021,1.0803881,0.61377966,1.2832056,0.41940266,0.9068372,0.94067526,1.1668322,0.999581,0.9178526,1.0846411,1.1913269,0.78622156,0.9996915,1.0970948,1.1232765,0.84778965,0.95017344,1.0971013,1.1691487,0.7960149,1.1119629,0.82343316,0.3766917,1.1327232,1.0793703,1.1201328,0.80450034,1.0810199,0.75483626,0.9915797,0.98134315,1.2863371,1.1124647,0.9507405,0.8482893,0.96297884,1.0758787,0.95011604,1.134656,0.8465216,1.1509949,0.62715995,0.85172665,0.0,1.0227201,1.0148829,1.0652733,1.0459067,0.9129888,1.1272762,1.2172024,0.7835953,1.1502367,0.9571074,0.86638963,1.2059888,0.6920967,0.7904928,1.0753767,1.2198626,0.7883093,0.98344827,1.0512456,0.7884128,1.2605284,1.1555145,1.0650564,0.86301094,0.92742026,0.9532424,1.0725305
shovel,0.9608602,0.9909728,1.204795,0.8641492,1.1484777,1.1669599,1.0203093,0.93496954,0.86712766,0.90669525,1.0763603,0.83143353,1.0337259,1.0886866,0.94312423,0.9032694,0.99764204,1.0611165,0.92821354,0.8598099,1.0746833,0.8673042,0.96345574,1.1169962,1.1001964,0.97973704,0.7598033,1.0831462,0.87484574,1.0172279,1.0249835,1.0273926,0.9010754,1.0968666,0.75361836,1.0147204,0.94274414,1.0337226,1.0456396,0.8762864,1.0122569,0.92066514,1.1438062,1.019114,1.0038111,0.89756775,1.0136852,1.1475489,0.9313778,1.0772828,1.0895846,0.99990535,0.9598416,1.0265858,1.0483572,1.076937,0.88144386,1.1307895,0.8682198,1.1706777,0.98471683,0.96414673,1.0611691,0.9797525,0.86080277,1.2376592,1.08811,0.82802254,1.0126007,0.91539884,0.9221756,0.6543903,0.85681266,1.0815904,1.0114785,0.9228457,0.93299323,1.0386757,0.7872088,1.1808518,0.9270674,1.1853155,1.0510463,1.1298053,1.2238705,1.211188,0.9947481,1.1685718,0.90191853,0.9422775,0.96168756,0.98453945,0.95631003,1.1991363,1.1484631,1.0850527,0.9586051,0.9933348,0.988777,1.1260319,1.0707746,0.9620775,0.9646114,1.2575724,0.9472101,1.0466541,1.003924,0.6910989,0.92389095,0.9059111,1.0227201,0.0,0.9155243,0.8653902,0.8568477,1.1366142,0.92974883,1.0177846,0.97765756,0.8937033,0.80093837,0.9462598,1.2214348,0.9823318,0.86993027,0.8237599,1.020186,1.0842817,1.0589478,0.8134341,1.0537732,1.0337752,0.783409,1.077418,0.6911608,1.133624,1.0267792,1.0116649
shower,1.0336411,1.1207402,1.3300694,0.8217259,1.2477013,1.2920256,1.3354657,1.0407614,0.3491063,0.52038926,1.2182679,0.7652771,0.886053,1.0418286,0.7060415,0.85974544,1.145659,1.2092018,1.2492471,0.91074437,1.3197546,1.1274291,1.1081306,1.1521372,1.236669,1.0033982,1.2015219,0.8041721,0.7387464,1.062437,1.0801952,0.5060177,0.7924769,1.2063481,1.0537418,1.1397626,0.6107727,1.147383,1.3335061,0.51306224,1.2857606,1.039929,1.0315533,1.0590585,0.39809883,0.72628427,0.82162535,1.2078614,0.7366343,1.0985953,0.86079395,1.2632172,0.9002819,1.3110037,1.0272366,1.3898932,1.2703345,1.2937816,0.7987506,1.2427186,1.3590071,1.2384652,0.80700874,1.2255182,1.0241677,1.3238119,0.8774656,0.8327724,0.90343124,0.967668,0.80432737,0.9386029,0.52263,1.163894,1.2078769,0.92414075,1.0779016,0.9146317,0.96135783,1.2231321,1.1909926,1.2466751,1.289571,1.3858404,1.2106233,1.3254741,0.60970366,1.1017039,0.74844044,0.8344524,0.83835024,1.3488268,1.3421414,1.2983387,1.1249052,1.1560851,0.93129927,0.9406216,1.1208441,1.0708604,1.3107724,1.1191534,1.1212487,1.2045219,0.36556983,1.0254395,0.8454221,1.21914,0.6930291,1.2219076,1.0148829,0.9155243,0.0,0.68358743,0.6626358,1.4346025,0.75921667,0.9855832,1.145209,0.7533859,1.2822462,1.2768754,1.3192981,0.7848643,0.7103266,0.6843365,1.3300208,1.279026,1.2662987,1.2071398,1.254759,1.1431276,0.84230196,0.8820658,0.78710216,1.3565159,0.52770394,1.0256726
sink,1.2785318,0.75514233,1.0548233,1.1460463,0.968512,0.84898645,1.0875876,0.8002388,0.34854573,1.1264805,0.69597656,1.017551,1.2797291,1.1049792,1.0963727,1.089204,1.0341856,0.6361667,0.6794881,0.9389272,1.1928824,0.7320274,0.586575,1.0571971,0.72741467,0.87613004,1.01704,0.9981218,0.77530646,1.0514824,0.75127125,0.84763485,1.1635139,1.009459,0.7720236,1.0915087,1.0558091,1.1917385,0.8577418,1.1090978,0.7221063,0.9914444,1.209404,1.332423,0.64270663,0.6480056,1.2209796,0.91205347,1.0110954,1.2016786,1.252709,1.0997117,1.2258933,0.9446371,1.1100488,1.2411635,0.69419587,1.2189987,1.0958856,1.0043062,1.1574422,1.0829934,1.2360723,1.2537622,1.1576704,0.9577868,1.1151984,0.46285796,1.2157034,0.94611263,1.1490029,0.77122986,0.9105641,0.5969098,0.7668234,1.0207472,1.0507776,0.81103164,1.33883,1.2233176,1.1772023,0.9832111,0.716774,0.894498,0.9999257,1.0020465,0.6140523,1.1886789,1.1613917,1.1327544,1.084524,0.76512975,0.770838,1.0867023,1.0177599,0.6629801,1.1637983,1.0555451,0.82529366,1.0297999,1.1618598,1.0466496,0.60471946,1.0930524,0.64749146,1.3235838,1.2161623,0.9615278,1.1699724,1.1127939,1.0652733,0.8653902,0.68358743,0.0,0.98630553,1.0068362,1.0620034,0.6804359,0.9955099,0.90723014,0.9527942,0.8989415,0.97977835,1.2434559,1.2071772,1.1435478,0.94717765,1.0941402,1.0490829,0.81003976,0.7332616,1.2096442,1.0069852,1.0464047,0.6785934,1.0190879,0.76413906,1.1677543
slide,0.8703837,1.2862631,1.3206947,0.6957264,1.292446,1.2709532,1.1221771,0.967732,0.65076584,0.44075572,1.2852147,0.6172935,0.70554256,0.9449876,0.5995805,0.6248011,0.973253,1.3735365,1.1778096,0.83382773,1.2523103,1.2008574,1.1955779,1.1662225,1.395413,0.7959147,0.86847544,0.7708863,0.7463176,1.0697427,1.144545,0.725051,0.7796812,1.1893034,0.9240471,1.2401502,0.6018372,1.0643481,1.3108826,0.41748703,1.3611627,1.1802763,1.0034388,0.95739365,0.7532269,0.8669532,0.8140735,1.3382677,0.6285689,1.124632,0.9621033,1.2894223,0.8844194,1.1845558,1.0635982,1.3929175,1.332449,1.1169307,0.663389,1.3044174,1.2870464,1.0606579,0.96412516,1.1121755,1.0033884,1.3496931,0.84394157,0.8166789,0.7525002,0.833472,0.7593177,0.6977463,0.6241199,1.3315735,1.2271541,0.951825,1.0858574,1.091656,0.8711467,1.21871,1.190023,1.32612,1.3219436,1.4109648,1.3119965,1.239553,0.97582424,1.1379267,0.5475912,0.7769606,0.7827656,1.3058567,1.2960787,1.1965109,1.083449,1.211731,0.88677055,1.0641369,1.1425548,1.0640366,1.3016031,1.0481206,1.2272383,1.3266008,0.7699655,0.9996024,0.90636796,0.82119036,0.6341181,1.0162932,1.0459067,0.8568477,0.6626358,0.98630553,0.0,1.4161654,0.5697049,1.2205013,1.155387,0.9488307,1.1817086,1.2346436,1.257638,0.88043094,0.67713606,0.5190533,1.1732631,1.3610414,1.3395486,0.9579724,1.2970659,0.74076104,0.64699364,0.90833557,0.8778066,1.3154385,0.7739918,0.9382114
slipper,1.4068556,0.564367,0.43370962,1.2897861,0.6376138,0.72845626,0.8079027,1.087524,1.3205533,1.5844022,0.44549716,1.4186215,1.4013419,1.2063892,1.4974934,1.3338034,1.1842009,0.5919614,0.6931431,1.3628314,0.7833973,0.69182146,0.7603232,0.8833341,0.5282284,1.0244211,0.8740548,1.2525192,1.2908566,1.2335552,0.9219548,1.3493975,1.28133,1.0013157,1.0820075,0.9119246,1.4834781,1.1869477,0.27177382,1.6392359,0.51338565,1.0797267,1.3555942,1.204726,1.3307779,1.1129804,1.4051732,0.62521124,1.215029,0.6068193,1.1320872,0.30455852,1.18116,0.6803683,1.2832232,0.33083856,0.38751638,0.8456386,1.5139625,0.29948735,0.7522542,0.8564305,1.2400519,1.02168,0.93779784,0.3732295,1.1685495,1.062294,1.3235931,1.3897214,1.1194935,1.0225577,1.4350564,0.6228348,0.58880657,1.2989731,1.0646755,1.2064326,1.3269842,0.49916965,0.85565627,0.3477581,0.554895,0.19858551,0.43184555,0.44966632,1.2626872,1.0716226,1.4497029,1.1688848,1.5381445,0.27185535,0.30431414,0.4573552,1.1316978,0.6888815,1.3949559,1.336054,1.0776039,1.1387873,0.6631271,1.1380229,0.7023325,0.44117022,1.471756,1.3936815,1.3612375,0.8521192,1.418414,0.6443057,0.9129888,1.1366142,1.4346025,1.0068362,1.4161654,0.0,1.3668246,1.0451624,0.7552973,1.3881171,0.3677737,0.58988726,0.5988872,1.3786294,1.485574,1.6526077,0.6137961,0.24999225,0.22436786,0.6929082,0.5348934,1.1546222,1.573947,1.3459837,1.0902007,0.14633602,1.3905313,1.0307573
snow,0.83233476,1.2447673,1.271971,0.61870337,1.2940934,1.2161227,1.1699655,0.89169323,0.7648016,0.50964063,1.2274628,0.79549825,0.74839264,0.95587313,0.56788087,0.61034614,1.0319604,1.3399439,1.2576202,0.9302333,1.094323,1.2320156,1.2583592,1.1761099,1.3736477,0.6268712,0.93621796,0.63791424,0.9749991,1.0451891,1.0878729,0.88471323,0.84576654,1.1038368,0.93265414,1.1518939,0.7295207,0.90276617,1.2912142,0.58634216,1.3678558,1.1588356,0.9472765,0.969545,0.9242566,1.027742,0.8234371,1.2890441,0.6378665,1.1455406,0.92992914,1.3296783,0.7309458,1.0462126,0.8463323,1.2508559,1.2478802,1.1396642,0.6675143,1.2125049,1.2310972,1.270379,0.94207156,1.0570858,1.0354697,1.3340333,0.84137964,0.9605619,0.86881626,0.8879397,0.8588991,0.8463777,0.84074473,1.2084627,1.1982393,0.9732292,1.1150285,1.1079812,0.81198597,1.2142937,1.0069802,1.2656782,1.2311611,1.3591107,1.2609605,1.229317,1.1233798,0.9696243,0.6358573,0.8714307,0.75997734,1.2641908,1.2613165,1.2746394,1.0717689,1.1523242,0.71265185,0.8861562,1.0507576,1.0560905,1.2281,1.0762767,1.2038895,1.3458619,0.88136435,0.8497942,0.8872105,1.053034,0.68344104,1.0343918,1.1272762,0.92974883,0.75921667,1.0620034,0.5697049,1.3668246,0.0,1.1792141,1.1096411,0.89054626,1.2342207,1.3346488,1.1830435,0.8742517,0.7538773,0.596381,1.2645049,1.3757784,1.2795645,1.1571302,1.2326591,1.045682,0.67997944,0.70933586,1.1150846,1.307505,0.81485754,1.0355061
soap,1.094054,0.99329007,0.7892189,1.4286851,0.6979111,0.6369684,0.8617271,0.82481045,0.9256782,1.2298381,0.9115487,1.2825146,1.1833572,0.9481694,1.2448809,1.131237,0.9377308,0.40396118,0.58821106,0.9864906,0.9165563,0.89193434,0.47923803,0.87034136,0.8029789,1.0923951,1.2878036,1.2901857,1.1308736,0.8424645,0.61775374,1.1133795,1.1397688,0.83908737,1.0286304,0.7581756,1.2501395,1.1484041,0.900559,1.1485269,0.56818616,0.87904185,1.0416294,1.0465038,1.0414459,0.9998994,1.1295261,0.67907685,1.2989241,1.330646,1.1838138,1.228249,1.0853914,0.9502219,0.94738925,1.0727009,1.0118883,0.8618304,0.9336418,1.0429527,0.9653251,0.7929168,1.1724055,0.89317524,1.3407406,0.9898607,1.0417554,0.9070786,1.1950393,0.68177295,1.4007576,1.271846,1.1319288,0.5844668,0.9211313,1.1528474,0.99446994,0.18932575,1.3592587,1.205401,1.1076125,0.8959756,0.7742572,0.96906203,1.0469377,0.83308536,0.8394495,0.85678303,1.3028797,1.3477852,1.1117357,0.93082815,0.889714,1.0697131,0.90666795,0.9733306,1.0891111,1.0339111,0.7629045,0.9348028,1.0569831,0.870051,0.8468003,0.964437,0.9721118,1.0343642,1.2409769,0.9900395,1.3357854,1.1487031,1.2172024,1.0177846,0.9855832,0.6804359,1.2205013,1.0451624,1.1792141,0.0,1.0903329,0.90750754,1.0648956,0.83144104,0.8337177,1.1685611,1.2467656,1.1443833,0.65390193,1.1592731,1.0996029,0.8183519,0.8512771,0.8281119,1.038468,1.0785714,0.9803488,1.1350216,1.0581589,1.1785579
sock,1.0568507,0.62774897,1.1341491,0.8735472,1.0551227,1.0474843,1.0123647,0.85972035,1.0821041,1.0908266,1.095966,1.0079434,0.8504452,1.1624384,0.87997836,1.150029,1.0113147,1.0027058,1.0155989,0.966002,1.0060213,0.93636644,0.85179853,1.054213,0.9107531,1.1662047,0.77847,1.0686909,0.85269094,1.0663995,0.9769292,1.0954325,1.0370347,0.9601644,0.9278933,0.9939484,1.0049568,1.0697237,1.0924581,1.1635479,0.94383454,0.86282885,1.1071938,0.8020036,1.0930924,1.0827578,1.0918245,0.9104386,0.97487175,0.80028355,1.1483998,0.7052875,1.0475578,1.0272574,1.2018585,0.6757258,0.81261444,1.0887303,1.1518718,1.1318486,0.7562023,0.90601355,1.1557854,1.0875446,0.7459769,0.91474295,1.1039324,0.8554308,0.9579249,1.0748693,0.78485906,0.9099214,1.0767707,0.98603964,0.7978689,0.994453,1.0252402,1.0123694,0.77882266,0.93652093,0.8072533,1.1977514,0.8134763,0.91737694,1.044636,1.0827773,0.9786568,1.0991701,0.9576057,0.7722757,1.1135367,1.0736692,1.0965782,0.8613759,1.1058601,0.5557739,1.1748188,1.1452526,1.1062444,1.1413485,1.0098473,0.8889879,1.0550011,1.014026,1.1259915,1.0690974,1.0830466,0.9756399,1.0811586,0.5135703,0.7835953,0.97765756,1.145209,0.9955099,1.155387,0.7552973,1.1096411,1.0903329,0.0,1.1684412,0.77452403,0.90677637,0.99985945,0.9891645,1.1029178,1.2093033,0.9713136,0.61104614,0.9442762,1.0112618,0.7674222,1.0257943,1.075228,1.1976714,0.9225861,0.90884286,1.137311,0.9231893
soup,0.9218969,1.1246095,1.1847587,0.9442506,1.1249713,1.0960574,0.97514474,1.0712454,0.9103714,0.8062421,1.2153957,0.9655475,0.9039153,0.90416944,0.834445,0.897435,1.0067089,1.1764523,1.0129043,0.9493062,0.9951634,1.224033,1.1500412,1.1078753,1.306658,1.1566886,1.0903293,1.0299839,1.0638707,0.61917293,1.0032881,1.0249745,0.86715496,0.9048738,1.0264773,0.9470528,0.9037162,0.9764916,1.295979,0.8083134,1.1449412,0.7660277,0.9742164,0.9875026,0.9957818,1.0316449,0.7915783,1.0767398,0.9794104,1.1072236,0.9088626,1.2913945,0.9405874,1.0889205,0.92899936,1.298712,1.2466424,1.1739125,0.7372818,1.2086091,1.2019601,1.0892491,0.86644787,0.8593639,1.0115386,1.248872,1.0105047,0.9782107,1.0269653,0.8053723,1.0276576,1.0787654,0.9204632,1.1822553,1.2468578,0.8772564,0.8809271,0.8759496,0.8739277,1.1094898,1.0001708,1.216556,1.2525667,1.3207798,1.1520356,1.1613907,0.9621294,1.0621203,0.92068666,1.02684,0.8167418,1.3217139,1.3014951,1.2740664,1.0483749,1.2412481,0.861603,0.94328237,0.6132371,1.0173783,1.2069964,1.01001,1.2302381,1.1981314,0.81606513,0.827,0.86857176,1.107694,0.92452645,1.1846619,1.1502367,0.8937033,0.7533859,0.90723014,0.9488307,1.3881171,0.89054626,0.90750754,1.1684412,0.0,1.2459395,1.301581,1.1971588,0.85884446,0.8087365,0.7046771,1.1264015,1.2893066,1.2848129,1.2104174,1.3138337,1.0162632,0.7250893,0.9089154,1.0576406,1.312525,0.9533073,1.0428851
spoon,1.1146398,0.7004442,0.7252063,1.0815678,0.84280986,0.87071234,0.73261726,1.167223,1.1347746,1.4380288,0.79446626,1.2894661,1.2986808,1.1146953,1.3889966,1.2811995,1.1948707,0.8837796,0.78648627,1.3196551,0.69534445,0.6631994,0.886068,0.8987319,0.84213215,0.92963886,0.5730093,1.123023,1.1775392,1.1653519,0.9327522,1.260128,1.2856863,0.99879503,1.023899,0.9664882,1.3243436,1.0340267,0.55363,1.4734794,0.7974186,1.0012074,1.2575413,1.1274433,1.2183225,1.0148351,1.3640581,0.8293596,1.1223714,0.59695095,1.1867299,0.34700263,1.223036,0.57300496,1.2987362,0.6242789,0.41037023,0.75757515,1.3039179,0.7041453,0.78181034,0.8551778,1.2704067,0.9381459,0.75049245,0.74539536,1.1579002,0.8824237,1.2929325,1.3103099,0.99832606,0.67098606,1.2762582,0.7328478,0.7750594,1.112504,0.9237006,1.2314202,1.1027842,0.6440344,0.7380156,0.78494775,0.71967876,0.47743583,0.79008543,0.7229215,1.2860742,1.1299064,1.2732167,1.0600332,1.3885554,0.47842437,0.501963,0.6264764,1.1085591,0.73633265,1.2709309,1.2556815,1.0309447,1.1439942,0.775092,1.1918185,0.8732684,0.7180387,1.3615102,1.3012294,1.3059609,0.516526,1.2880254,0.8111243,0.9571074,0.80093837,1.2822462,0.9527942,1.1817086,0.3677737,1.2342207,1.0648956,0.77452403,1.2459395,0.0,0.61711043,0.8511722,1.290947,1.346705,1.4749596,0.7172515,0.4007371,0.41052425,0.60427094,0.7285552,1.144732,1.3112633,1.3448888,0.9033452,0.41704226,1.2732058,1.023199
sprinkler,1.0656013,0.8267718,0.70370555,1.2269129,0.73333824,0.77103496,0.74107873,1.1246828,1.1272768,1.4771842,0.6767633,1.2229497,1.350154,1.1734022,1.472895,1.3662977,1.2632428,0.6113718,0.87378025,1.1961323,0.78216666,0.6125903,0.7480834,0.91280955,0.60699016,0.9656292,0.8470403,1.0099119,1.0667526,1.1153542,0.92664945,1.109869,1.3083831,0.9261335,1.0253221,0.867422,1.3056989,0.9485942,0.66548157,1.4450012,0.70777416,0.996511,1.1077596,1.1312407,1.0444351,1.092076,1.2910835,0.78043735,1.2451175,0.9706341,1.1402494,0.7075474,1.1169838,0.7998998,1.1482294,0.67476714,0.6189157,0.78711426,1.1441791,0.7918185,0.8050697,0.97811675,1.1660511,1.0242972,1.0387236,0.81536835,1.2086985,0.9299065,1.1806688,1.0824093,1.1176088,0.8764643,1.0946846,0.68368256,0.62610656,1.0127316,0.84828615,0.9840311,1.2046224,0.9683186,0.8849368,0.7845752,0.65018845,0.5634522,0.8235903,0.7220335,0.97911763,1.017491,1.3147273,1.0325247,1.4043949,0.6438945,0.66107094,0.750934,1.0352588,0.78044903,1.1203854,1.0674345,1.0140892,1.0817928,0.78809476,1.1478808,0.83660936,0.7968411,1.1921539,1.1963999,1.1746719,0.801741,1.2130694,0.9754266,0.86638963,0.9462598,1.2768754,0.8989415,1.2346436,0.58988726,1.3346488,0.83144104,0.90677637,1.301581,0.61711043,0.0,0.8137258,1.233561,1.367455,1.4160093,0.7978307,0.6380936,0.7017061,0.704197,0.6669332,1.0558625,1.3536,1.1530087,0.823566,0.6971487,1.1519054,1.1065104
