,alligator,apple,ball,balloon,banana,basket,bathtub,bed,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coffee,corn,couch,crayon,crib,cup,dog,doll,door,drawer,ear,face,firetruck,fish,flower,frog,glasses,glove,grass,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,melon,mitten,nail,napkin,oven,pants,paper,pen,pencil,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,spoon,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,window
shirt,0.9079,1.1078664,1.2335961,1.1314332,0.9288265,1.3278942,1.0470743,0.78011084,1.0647291,0.75447106,0.87520736,1.3649206,1.2935011,1.2585858,1.1732029,1.1697358,1.3601558,1.1915953,1.0901748,1.1935856,1.181494,1.1226418,1.2307293,0.8877581,0.9329311,0.7420806,1.2351933,0.94665045,1.2936082,0.8353278,1.0262232,1.1434729,1.1688676,0.8592052,0.29812503,0.87605035,0.9056014,1.369077,1.0072659,1.0424259,1.1410549,0.98382443,1.0474368,0.6465,0.82662237,0.99264187,0.16926837,0.75312257,1.2300804,0.985769,1.1992188,1.0363737,1.0640465,1.0785524,1.2711759,1.0640093,0.66537,1.1927452,1.236037,0.96159947,1.2683593,1.3182174,1.280763,1.2402303,1.1946471,1.2527442,0.9691485,0.96628016,0.851929,1.2032605,0.0,1.0576601,1.1990923,1.1799856,1.1748207,1.2202675,1.1410888,1.0119697,1.0750836,0.6138065,0.9058633,1.1838367,0.92475563,1.1242938,1.3157964,1.1177542,1.0772631,1.0179167,1.2731146,0.8805616
shoe,0.8343891,0.9619444,0.9729376,0.9702159,1.0752933,0.95993036,1.1358919,0.87306046,1.0289028,0.93981034,0.77395356,0.9660314,0.98945016,1.0634145,1.0104221,1.0492697,0.95099026,0.9249374,1.0699118,1.0538745,1.2266818,1.0100543,1.2541015,1.2681429,0.7471733,1.2827086,0.85731393,1.1777303,0.94263566,1.0822487,0.9647747,1.3284633,0.9887954,1.0035605,1.1257352,1.0608351,0.82903117,1.1502168,0.7459157,0.74192923,0.6141712,0.8378073,0.88434,0.97442925,1.0053744,0.8976874,1.0653849,1.0694351,0.9917997,1.1668932,1.193007,1.0948559,0.6886679,0.97770643,0.97370064,1.2175168,1.038534,1.0461287,0.90555656,1.0667486,1.0822778,1.0392127,1.0117548,0.9976603,1.0699291,1.1198002,1.2907245,0.96107036,1.0040772,0.91438484,1.0576601,0.0,0.8829636,1.2745004,1.0789927,0.4805482,1.014474,0.74268603,0.78028166,1.0656072,1.3255526,0.9658828,0.73948914,0.90713096,0.9685009,0.870493,1.148558,1.2291882,1.0187935,1.3182087
shovel,1.4495591,0.42354888,0.55049133,0.7613361,1.1383994,0.6668904,1.0736561,1.5146655,1.330016,1.1954489,1.4791082,0.6027941,0.3222618,0.35787392,0.8371753,0.6100882,0.5992677,0.5395717,0.8615813,0.6988745,0.97940725,0.8752868,0.86507386,1.4014133,1.3511643,1.483907,0.44175464,1.4498767,0.2807399,1.2014085,1.1511344,1.1136268,1.094852,0.97663873,1.2491374,1.1942345,1.1826375,0.7306317,1.3485637,0.46544814,1.1784934,1.2271631,1.2056596,0.8808992,1.1947902,0.5829241,1.3418336,1.2522979,0.8559209,1.2679932,0.98221827,1.2363751,1.3227526,0.41897714,0.5330534,1.2298263,1.2321868,1.1030746,0.66228575,1.1082047,0.8844114,0.9017012,0.5496001,0.49026978,1.1360971,0.86380774,1.3935933,1.0616195,0.9935886,0.88599277,1.1990923,0.8829636,0.0,1.168624,0.91167074,0.33195525,0.5036149,1.3009932,0.5651649,1.3937871,1.5439689,0.49947602,0.37136108,0.99155897,0.5053579,1.2356008,1.359797,1.2278836,0.44825637,1.3502631
sink,1.0949223,1.2010932,1.0673082,1.1252488,1.1202267,0.92650247,0.7832149,1.1276926,0.74735034,1.1280926,1.1517223,1.0002754,1.0052382,0.9410442,0.85203445,1.0718619,0.8503304,1.150117,1.0197335,1.0183626,0.5845517,1.0472605,0.60390353,0.8259511,1.0336428,0.9817266,1.2090847,0.767694,0.9689981,1.0370668,1.0561081,0.5963576,0.6924236,1.1037775,1.178641,0.9968359,1.1386025,0.78549516,1.1518235,1.1544734,1.1053133,1.0684671,1.0822154,1.1344064,1.0774993,1.2115432,1.1800317,1.1129669,0.90679544,0.8709261,0.74642694,1.0141417,1.0648218,1.202792,1.0269227,0.605533,1.1023089,0.7868022,1.0618777,1.0342017,0.9003672,0.7687688,1.0270125,1.1102886,0.717221,0.7544559,0.6085416,1.0564141,1.2090049,1.0569384,1.1799856,1.2745004,1.168624,0.0,0.86750305,1.2683992,1.0388644,0.9942552,1.1957912,1.0965385,0.7299904,1.1001196,1.3377476,1.0381914,1.010518,1.1195767,0.7852099,0.94548714,0.99282026,0.8602083
slide,1.1483666,1.0590996,1.091348,1.0294946,1.0336608,0.8535955,0.928048,1.2083472,0.9663513,1.0801048,1.1885712,0.88050944,0.9282017,0.8742266,0.925005,0.75770044,0.8229985,0.9825667,0.8641551,0.8099352,0.8574455,0.99090934,0.81850576,1.2021451,1.0659901,1.1821909,0.9090614,1.0826905,0.9204583,1.181413,0.93889236,0.9435418,0.9014036,0.9785775,1.2456968,1.0488964,1.0745583,0.77651584,1.2128234,0.8467072,1.0525483,1.0634705,1.0068388,1.1355834,1.0792265,0.93636197,1.2851151,1.2734475,0.82451326,1.0758398,0.9029332,0.94795036,1.0991725,0.99301237,0.78462744,1.0497433,1.295872,0.92719173,0.88548124,1.0633508,0.69431967,0.87294483,0.76250845,0.879859,0.815987,0.943496,1.1296238,1.0498085,1.0086572,0.7208688,1.1748207,1.0789927,0.91167074,0.86750305,0.0,0.94086665,0.8641124,1.0046114,1.0190694,1.2862177,1.134806,1.0034864,1.0786506,0.6393167,0.75078213,1.0152848,0.9870312,1.0267698,0.9518117,1.0310717
slipper,1.3340142,0.52184594,0.656635,0.69642776,1.083064,0.71324253,1.136924,1.3845837,1.2788798,1.1944971,1.3234057,0.5431108,0.59582615,0.56195664,0.8809676,0.7409893,0.649888,0.6180229,0.9295329,0.81785583,1.1492771,0.7937618,1.1193053,1.4562538,1.2232866,1.5467368,0.41718835,1.4303927,0.4975711,1.1591913,1.0284832,1.3351744,0.9585372,0.8862121,1.273679,1.2310598,1.1422242,0.91502863,1.203359,0.44986188,0.8606715,1.1492378,1.027798,0.9030857,1.0724896,0.62106955,1.3614924,1.3087626,0.9992736,1.30385,1.0148942,1.1619599,1.0825889,0.52386737,0.71860224,1.302135,1.2919397,0.9919652,0.6017272,1.0524222,0.8543267,0.96569955,0.5947221,0.5644973,1.1395276,0.96713585,1.4673631,1.0525178,1.072959,0.71489996,1.2202675,0.4805482,0.33195525,1.2683992,0.94086665,0.0,0.7466442,1.0336827,0.5160034,1.3818152,1.5943828,0.5545349,0.24202907,0.8002689,0.68558455,1.1371197,1.1887273,1.3169837,0.5393462,1.4838728
soap,1.2214644,0.3246982,0.47480613,0.9440659,1.2461735,0.6023383,1.1957014,1.2765677,1.2537192,1.274742,1.2348702,0.5766407,0.23310393,0.43162543,0.911785,0.66409403,0.5853028,0.42898834,1.1102258,0.90061975,1.0381882,0.8692963,0.9423983,1.2830051,1.2533026,1.3102465,0.48689306,1.4022846,0.40254527,1.134869,1.0934441,1.0449383,1.1428163,1.0887828,1.1720147,0.9797616,1.1999254,0.7545602,1.232729,0.8306776,1.3455601,1.1330576,1.1373315,1.051173,1.2628454,0.6513847,1.2291464,1.2708013,0.6986789,1.2539737,0.9305235,1.2404182,1.3044068,0.30767274,0.83041155,1.2661831,1.289658,0.97472876,0.8882892,1.2314855,0.96627605,0.8982109,0.66774076,0.6588162,1.0929649,0.79487014,1.242713,1.165356,1.2739136,0.9173168,1.1410888,1.014474,0.5036149,1.0388644,0.8641124,0.7466442,0.0,1.2073741,1.0071867,1.3040183,1.3446245,0.71826184,0.70970666,1.0160971,0.78436375,0.95854104,1.2229533,1.0959401,0.7508246,1.1993629
sock,0.6895771,1.2824972,1.1835285,1.1255093,0.974931,1.142858,1.1848366,0.7169479,0.8759042,0.97620165,0.67885494,1.2150526,1.2694037,1.4039543,1.064318,1.1342372,1.2665211,1.2911396,1.2306128,1.149368,1.1122293,1.1318467,1.0683901,1.0529503,0.57449734,0.9846608,1.1891899,1.0516557,1.3111889,0.86937076,0.790043,1.0937268,1.0550592,0.8069836,0.9861317,1.1633284,0.8588441,1.1518946,0.6755885,1.1399974,0.5994738,0.8800886,0.8873063,0.9414612,0.74830776,1.1138232,1.0049762,1.0137058,1.0682129,1.0195696,1.0896603,0.88635164,0.39931476,1.2239282,1.178098,1.0798917,1.0040514,0.93655866,1.1521933,0.83742595,1.0228055,0.9586729,1.2599509,1.1892487,0.9557894,1.1059675,1.0175508,1.118518,1.0531533,1.1038878,1.0119697,0.74268603,1.3009932,0.9942552,1.0046114,1.0336827,1.2073741,0.0,1.1182251,1.0190096,0.9578126,1.2383704,1.0676228,0.95333266,1.1956761,0.8282106,0.9590983,1.0703259,1.2410423,1.0396854
spoon,1.2164725,0.8365648,0.9637766,0.75293666,0.91464114,1.0405562,0.9088287,1.226054,1.2838192,1.1353328,1.1927556,0.81002027,0.96971107,0.7329168,0.99755937,0.9148494,0.963084,0.9436199,0.8251215,0.78921306,1.2229033,0.8724435,1.1695298,1.2171068,1.1485964,1.317131,0.7466191,1.2150674,0.875168,1.1342473,0.97590363,1.2424754,0.89892375,0.97267705,1.124889,1.0693393,1.0461017,0.90967476,1.0114659,0.6108577,0.94671226,1.0488575,1.0038846,0.8609291,1.0052212,0.85087,1.1635768,1.0981791,1.0862052,1.0963051,1.0190765,1.0482422,1.0492051,0.9119875,0.82920146,1.1823763,1.0715102,1.1185441,0.7466794,0.98205346,1.0503546,1.0339012,0.68245053,0.9359,1.1913966,1.117341,1.3050331,0.94453114,0.9366084,0.80311525,1.0750836,0.78028166,0.5651649,1.1957912,1.0190694,0.5160034,1.0071867,1.1182251,0.0,1.2105585,1.3543975,0.75940335,0.6404996,0.80744946,0.8499686,1.1033334,1.1251605,1.1785579,0.67871463,1.2827635
sweater,0.7610223,1.2680413,1.3653506,1.1733254,0.79695433,1.364919,0.9654634,0.6062735,0.86089563,0.598593,0.7037442,1.4721951,1.4206072,1.4346318,1.2358243,1.3215628,1.4697849,1.3794363,1.0510353,1.2913629,1.0771798,1.1850299,1.1198642,0.796894,0.8287122,0.48604566,1.4410107,0.6979969,1.4374132,0.8071369,1.0247378,1.0405755,1.1402571,0.9081312,0.57591563,0.9419123,0.8374918,1.4044071,0.86278284,1.2738403,0.89365566,0.9217891,1.05125,0.9787535,0.84792674,1.1847012,0.30241024,0.56438327,1.242522,0.8824306,1.2012138,0.8904921,0.94516176,1.3169535,1.2398263,0.88874686,0.44993734,1.146608,1.2792404,0.8209338,1.145221,1.3211446,1.4610338,1.2583716,1.1165061,1.2231044,0.77213115,0.913304,0.75490505,1.2353578,0.6138065,1.0656072,1.3937871,1.0965385,1.2862177,1.3818152,1.3040183,1.0190096,1.2105585,0.0,0.7519919,1.3593818,1.1635145,1.2179114,1.302844,1.0623492,1.0045148,1.0008094,1.334188,0.79470974
table,0.8390065,1.4887869,1.3143382,1.3255922,0.9820605,1.2676336,0.876021,0.67219627,0.42976618,0.8457371,0.78682697,1.3204806,1.4641366,1.4396888,1.1502861,1.4018333,1.3075583,1.3800199,1.0639724,1.2122777,0.5296545,1.2137239,0.8798136,0.20432222,0.8506919,0.33799165,1.5103168,0.34368467,1.4765298,0.927801,0.99314016,0.7015934,0.9724545,1.1122568,0.86387205,0.8354539,0.97936434,1.0742189,0.9188271,1.487914,1.1171783,1.0029299,0.93061715,1.1276586,0.93576294,1.3747873,0.79293716,0.68297803,1.0985603,0.5411732,0.9890824,0.87594664,0.9831001,1.4141774,1.2984321,0.6439301,0.7792062,0.9673576,1.3274645,1.0088896,1.172154,1.0313708,1.3590438,1.3884664,0.9533879,1.0478218,0.53765064,0.998817,0.9777835,1.267277,0.9058633,1.3255526,1.5439689,0.7299904,1.134806,1.5943828,1.3446245,0.9578126,1.3543975,0.7519919,0.0,1.3800843,1.5251248,1.1670053,1.346433,1.0259194,0.51596785,0.7640343,1.3379886,0.46487522
tape,1.338277,0.43422937,0.45198852,0.3883369,0.9748946,0.6413337,1.16953,1.4053183,1.3925072,1.2432008,1.3724066,0.6424473,0.47999227,0.5154748,0.8113942,0.6384535,0.5562826,0.6220848,0.9771822,0.7209779,1.105153,0.7540267,1.066833,1.2924176,1.297907,1.3992908,0.6096243,1.3899828,0.3977245,1.1760272,1.0139762,1.1654041,1.1475377,1.0531015,1.1714357,1.1764612,1.2725518,0.88423014,1.2125027,0.72654927,1.1896906,1.1515372,0.9476205,0.9851673,1.2449691,0.6651598,1.2856,1.278377,1.0300845,1.150063,0.803306,1.0300462,1.2186192,0.5634372,0.87778497,1.317564,1.3120193,1.088652,0.8042395,1.1358639,0.95164067,0.987275,0.5213655,0.5130262,0.9342644,0.8853653,1.3132384,1.1180594,1.1622818,0.8471069,1.1838367,0.9658828,0.49947602,1.1001196,1.0034864,0.5545349,0.71826184,1.2383704,0.75940335,1.3593818,1.3800843,0.0,0.6763656,1.0099005,0.8374439,0.9221415,1.1502175,1.1010941,0.65128547,1.3074487
toe,1.3109136,0.4339007,0.7782434,0.69212115,0.92630154,0.97942674,1.1480142,1.3347437,1.3210479,1.1032786,1.3131744,0.76072836,0.6691818,0.6286619,1.0292137,0.7774403,0.8730905,0.7063344,0.93160343,0.8073301,1.256633,0.86206424,1.2169648,1.4058518,1.187417,1.3328047,0.5107043,1.3885336,0.5850128,0.9613321,1.0298507,1.3976043,1.0522678,0.6596591,1.0294772,1.2342695,1.1032923,1.1590211,1.2460302,0.49070555,1.0083452,1.1317463,1.0453129,0.7244227,0.85311204,0.5913551,1.0806725,1.1390156,1.1854551,1.2236547,1.0690899,1.1081374,1.1370409,0.4414519,0.80640554,1.2827158,1.1209316,1.1397963,0.8230344,0.91001654,0.9621516,1.2033265,0.7478476,0.584437,1.3102372,1.1472764,1.3663901,0.93160826,0.9731053,0.99529874,0.92475563,0.73948914,0.37136108,1.3377476,1.0786506,0.24202907,0.70970666,1.0676228,0.6404996,1.1635145,1.5251248,0.6763656,0.0,1.0397605,0.8322847,1.2034695,1.2478454,1.277037,0.7411003,1.3690177
toothbrush,1.0510163,1.0314233,1.0566422,1.0434585,1.1239403,0.8470694,1.0312958,1.0050693,1.0935917,1.162853,1.0276067,0.7722281,1.0311792,0.977261,0.9784404,0.9502605,0.96944326,1.0228517,0.9832715,0.99789,1.0798895,1.1026214,1.0557096,1.1290054,1.0329193,1.2065527,0.69262147,1.1556551,1.0302073,1.2085364,1.0847573,1.1128709,0.9091648,1.0397782,1.1967309,1.0515106,0.9675163,0.96346605,0.98481995,0.908474,0.93836236,0.9696356,0.9936146,1.0882324,1.1289923,0.9529488,1.1847992,1.1660277,0.842608,1.0998765,1.1013963,1.0157458,0.9715816,0.98881555,0.9287861,1.0635393,1.1707993,0.9394567,0.70179343,1.1085044,0.90309536,1.0037745,0.8975573,0.9296869,0.97359675,0.93529624,1.23088,1.0988421,0.98454475,0.30836856,1.1242938,0.90713096,0.99155897,1.0381914,0.6393167,0.8002689,1.0160971,0.95333266,0.80744946,1.2179114,1.1670053,1.0099005,1.0397605,0.0,0.8758114,0.9290089,0.9447834,1.1634146,0.8190738,1.2202307
towel,1.3209555,0.87163097,0.8253531,0.98884404,1.1114259,0.7972548,0.9752276,1.3962306,1.1140398,0.9918421,1.3863536,0.7905005,0.59145105,0.6835143,0.90879834,0.81008416,0.6498954,0.7418396,0.77548766,0.79935277,0.826103,0.89135003,0.6508025,1.313605,1.2302095,1.2848026,0.71416545,1.2751051,0.6063047,1.2308803,1.10981,0.9283309,0.9932968,1.0382864,1.400084,1.0744549,1.0662466,0.66725594,1.3133794,0.82087934,1.0224493,1.260338,1.2114718,1.140368,1.2779701,0.98573196,1.3892202,1.0370706,0.7373885,1.2862873,0.9486095,1.1220621,1.2987295,0.8444351,0.027431488,0.7690027,0.92258525,0.86642444,0.6973939,1.2232969,0.6236168,0.717491,0.7518029,0.7269241,0.86461,0.90784013,1.1514032,0.98192775,0.7715978,0.84238166,1.3157964,0.9685009,0.5053579,1.010518,0.75078213,0.68558455,0.78436375,1.1956761,0.8499686,1.302844,1.346433,0.8374439,0.8322847,0.8758114,0.0,1.2676226,1.1504798,1.121929,0.5910467,1.230752
toy,0.39176613,0.957776,0.8773375,0.7415005,1.0975524,0.82676387,1.2380884,0.5946325,1.1935264,1.0995764,0.41420233,0.9572656,1.0167881,1.1839765,1.007296,1.010041,1.0015672,1.0276694,1.306006,1.0489427,1.2359122,1.0180076,1.2137439,1.0983859,0.9364283,1.0431628,0.90083766,1.1200601,1.1308113,0.9793161,0.80964434,1.0982707,1.1089978,1.1474967,1.0484948,1.0642359,1.0067174,1.0318084,0.3272636,1.0914751,0.9473029,0.9054667,0.85806835,1.0657853,1.1701035,0.7921808,1.0641074,1.1634165,0.9449742,1.0070267,1.0280279,0.9649152,0.6791209,0.997238,1.2996055,1.3136272,1.267482,1.039288,1.0850492,1.1394926,1.0624998,0.9797014,1.0117519,0.9295001,0.88771534,0.90228814,1.1375456,1.195037,1.1879045,0.9052004,1.1177542,0.870493,1.2356008,1.1195767,1.0152848,1.1371197,0.95854104,0.8282106,1.1033334,1.0623492,1.0259194,0.9221415,1.2034695,0.9290089,1.2676226,0.0,0.9958349,1.0659674,1.1719295,1.1140603
tray,0.990879,1.264874,1.1708801,0.99484026,0.94451016,1.1123967,1.0043187,0.9682088,0.6739025,0.9436946,0.99649966,0.9073649,1.3064058,1.2382106,1.0500052,1.1878757,1.1024284,1.2111038,0.99229926,0.93818164,0.89842856,1.0563769,1.0595182,0.51133,0.97018635,0.79412913,1.2427328,0.68156105,1.295658,0.8870489,0.95815635,1.0029202,0.9068402,0.9994336,1.0679859,0.96842617,1.0371648,0.97697103,1.0032878,1.279725,0.95932263,1.1374063,0.8233219,1.1693692,0.9243579,1.2570115,1.0591791,0.9742524,1.0237815,0.8137177,0.9887217,0.90128684,0.93754405,1.2373878,1.1176646,0.78356695,0.97832376,0.86079633,1.1435757,0.9508876,0.98545957,0.95070004,1.0124456,1.1351188,0.83603525,0.9780479,0.7709516,0.9502632,1.0450457,1.05834,1.0772631,1.148558,1.359797,0.7852099,0.9870312,1.1887273,1.2229533,0.9590983,1.1251605,1.0045148,0.51596785,1.1502175,1.2478454,0.9447834,1.1504798,0.9958349,0.0,0.95877826,1.1630807,0.8880667
tree,0.95026,1.1664903,1.1176068,1.1322991,1.1024148,1.0752287,0.8471538,0.8856498,0.9392313,1.124003,0.953512,1.1607578,1.0978999,1.0962315,1.0450186,1.0224097,1.0910388,1.0296636,0.979961,1.0819362,0.87299883,1.0126047,0.96006244,0.75875235,1.0070573,0.83841956,1.2030914,0.9146009,1.1704203,0.9809616,1.0846983,0.79457986,1.0384752,1.0638629,0.95972914,0.84754574,0.98506904,0.8373448,1.0399344,1.2539746,1.1858383,0.972647,1.0009964,1.0367879,0.95181656,1.1991947,0.99217016,0.96952206,1.0165621,0.93038356,0.9457584,1.0232059,1.0872905,1.1014104,1.141799,0.91843486,1.0393157,0.99533373,1.0423644,1.1435428,1.0940119,0.7609211,1.1399279,1.1518025,1.0424219,0.99415815,0.90532327,1.0642128,1.1447617,1.1287353,1.0179167,1.2291882,1.2278836,0.94548714,1.0267698,1.3169837,1.0959401,1.0703259,1.1785579,1.0008094,0.7640343,1.1010941,1.277037,1.1634146,1.121929,1.0659674,0.95877826,0.0,1.095493,0.41174042
vacuum,1.3412706,0.6569643,0.65285516,0.9100548,1.1667495,0.6470537,0.91160566,1.391942,1.2893867,1.2250717,1.3638123,0.56453574,0.59873605,0.55425125,0.8039965,0.7911954,0.6909692,0.637227,0.89081836,0.9473117,0.91415644,0.8087981,0.8084324,1.183531,1.2586241,1.4082904,0.48645496,1.2914053,0.53628665,1.1602539,1.1753662,0.9835299,0.8893194,1.0912712,1.2440064,1.1520901,1.2041065,0.72808766,1.2627419,0.7602047,1.0917867,1.2153846,1.1940372,1.1065598,1.3013332,0.85258937,1.3475826,1.259992,0.83788776,1.1882844,0.8207989,1.2329583,1.254549,0.63731575,0.66894263,1.0950255,1.23359,0.92466736,0.4762385,1.1186408,0.8919697,0.8981963,0.73037916,0.7145735,1.1180271,0.90051764,1.2521772,1.0495744,1.0135792,0.71151567,1.2731146,1.0187935,0.44825637,0.99282026,0.9518117,0.5393462,0.7508246,1.2410423,0.67871463,1.334188,1.3379886,0.65128547,0.7411003,0.8190738,0.5910467,1.1719295,1.1630807,1.095493,0.0,1.3036871
window,0.8887397,1.3160114,1.2507696,1.3002334,1.0416626,1.211073,0.84551084,0.74390656,0.6700215,0.96366745,0.86740774,1.3566697,1.3069643,1.2558641,1.1485231,1.1931145,1.2711267,1.2112302,0.93756974,1.183654,0.6726615,1.1428087,0.85903466,0.5536705,0.95408255,0.5216987,1.3830483,0.6127255,1.3356872,0.9950459,1.0358255,0.590642,1.0706632,1.0433083,0.8157012,0.79037625,0.95863503,0.95811874,1.0243658,1.3842359,1.2191501,0.99600345,1.0469258,1.0351844,0.9334986,1.314121,0.8123838,0.7801603,1.1444254,0.7122321,1.0021224,0.97433865,1.1216813,1.2316518,1.2109184,0.75999033,0.8445831,1.0771164,1.2609673,1.0902178,1.123576,0.94544584,1.3122318,1.3107972,1.0878837,1.0293623,0.67169034,1.0356107,1.0471513,1.233001,0.8805616,1.3182087,1.3502631,0.8602083,1.0310717,1.4838728,1.1993629,1.0396854,1.2827635,0.79470974,0.46487522,1.3074487,1.3690177,1.2202307,1.230752,1.1140603,0.8880667,0.41174042,1.3036871,0.0
