,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
face,1.0175023,0.9053361,1.0856817,0.7580421,1.0643264,1.0995002,1.1935948,1.2340777,1.0797834,0.76107943,1.293504,1.0003031,0.76762104,1.2093506,0.8927582,0.7767811,1.1018288,1.3011426,1.3131664,1.0446332,1.2068954,1.3409835,1.3512979,1.1625732,1.3679736,0.9738444,1.1895144,0.90291625,1.2360679,1.2190764,1.2466075,0.9303916,0.7641423,1.1368369,1.0422815,1.0687151,0.88613325,1.1291243,1.3001746,0.8094295,1.3046727,0.747663,0.7762373,0.80776966,1.0329957,1.1769836,0.8903009,0.9275176,1.1149076,0.8138397,1.0937978,0.0,0.9700969,0.9766798,1.1064824,1.1436796,1.2749248,1.1580768,0.8854047,0.7997542,0.8810027,1.0608411,0.9849025,1.0408812,0.16373795,0.9972956,0.8238803,1.044754,0.8652582,1.02948,0.589883,1.1155272,0.77901256,1.3792485,0.9469296,1.3188839,1.1706737,1.0210309,0.9225281,1.0915716,0.81147206,1.2249726,1.0520864,0.74236196,0.93056786,1.0755501,1.4091399,1.3022776,0.8615303,1.1352379,1.256603,0.8349277,0.72596145,0.8641558,1.0045784,1.3293831,1.3089054,1.0362037,1.3770394,0.9125164,1.0834243,1.2325054,0.8269813,1.0380058,1.1268995,1.22122,1.1352981,1.0897825,1.0123302,1.1099423,0.9468834,1.2510896,0.58245134,1.1432551,1.0737796,1.3065109,0.7709069,1.2932012,0.68280923,1.1846579,0.92841583,1.3168662,1.0871179,1.1878991,1.3329467,1.1480815,0.8583166,1.1648564,0.84525687,0.58911693,0.7953423,1.2471057,1.040137,1.1395035,1.224289,1.3688465,1.0498846,0.9647722,0.8412881,1.2872325,1.2193271,0.9544362,0.8429163
finger,1.2615869,0.27299786,0.6699518,0.9951996,0.9515271,0.9392417,0.78691083,1.3837293,1.0863892,1.4257185,0.82298833,1.2916769,1.2118499,0.9025793,1.3305622,1.2530203,1.2018834,0.98969734,1.0879667,1.3295765,0.80495465,0.91506344,1.1018169,1.0798838,0.95977414,1.304988,0.37365568,1.155586,1.2166415,1.0090439,1.1361194,1.2956884,1.3287168,1.0289406,1.2090263,0.6798663,1.2679334,1.012679,0.7203066,1.4635019,0.994961,0.99163306,1.1746991,1.1593428,1.2991726,1.1079086,1.2860359,0.25391817,0.4430533,1.1847341,0.742478,0.9700969,0.0,1.1942327,1.2175834,0.4990422,0.6721711,1.0543451,1.0180275,1.2670476,0.6585269,0.5070528,1.1671224,0.80031514,1.0553819,1.0482981,0.39333677,0.8734726,1.2417557,1.1496865,1.2477943,1.1903865,1.0975635,0.85061324,1.2758045,1.0409766,0.8314239,0.79028416,0.7782101,1.2066844,0.9652792,1.0179023,1.157141,0.52841055,1.24216,0.7197747,0.9044863,0.66311306,0.46981132,0.8616033,1.3616066,1.1809759,1.2247624,1.0352006,1.2528503,0.71586835,0.6446515,0.6458072,0.8275137,1.253314,1.291122,1.0537354,1.0777543,0.4291072,0.7782258,1.2536906,1.2814906,0.5515613,1.3825976,1.2910953,1.2228283,1.1539752,1.2179371,0.8685626,0.87526983,0.7064316,1.2646291,1.0956405,1.1788579,0.557146,1.144866,0.9603604,0.73656166,0.9010669,0.8121554,0.9687121,0.73147327,0.70445865,1.2772198,1.2529663,1.3654783,0.9419204,0.17364502,0.803195,0.8588823,0.97276723,1.1958385,1.2426441,1.2837894,1.0670921,0.65504813,1.2449088,1.1405252
fish,0.55142856,1.2036692,1.1437695,0.8502338,1.0222723,1.0137095,0.833999,1.1010908,1.0434929,0.89941156,1.1843133,0.94196165,0.9019756,0.9289264,0.90154606,0.93190396,0.99702704,1.1588049,1.1194103,0.9450341,0.965168,1.2178649,1.1812973,0.8864327,1.2095239,1.0149597,1.1369098,0.8003073,1.1803917,0.97219145,1.1310709,1.1088248,0.90644044,1.0373949,1.0018591,0.9494263,1.0048054,0.8070228,1.1679149,0.9094429,1.151501,0.8345442,0.5844561,0.9583225,1.0909758,1.0382525,0.9088206,1.1370058,1.206715,1.0359753,1.0851554,0.9766798,1.1942327,0.0,1.0673687,1.1603916,1.0930183,0.7350513,1.0138211,0.811944,1.1807601,0.9565943,1.0105982,1.0215038,0.98473155,0.95949787,0.93099153,1.135157,1.0177494,0.91207534,0.9834896,1.004942,0.9402094,1.1014962,0.9601766,1.2261839,1.0127616,0.86132646,1.0155454,1.0905398,0.6776959,1.1196471,1.0957216,1.0175512,0.8302905,1.1021639,1.1938686,1.2542177,1.0714877,1.0838648,1.1466072,0.9163977,0.91712725,0.97913647,0.8645193,1.1377722,1.137061,1.0238283,1.1608716,0.9481741,0.8635401,1.0619984,0.72237587,1.1877192,1.0146333,1.0511693,1.0003397,1.148955,1.0116181,0.8404763,1.0371906,0.84563166,0.948214,1.0934758,1.1976926,1.1842532,0.9580461,1.111167,0.8277756,1.2009265,0.9015889,1.139789,1.0963409,1.0435026,1.0495914,0.8941739,1.059077,1.1633451,0.93365854,0.92442214,0.8295754,1.191179,1.159592,1.0659912,1.0449492,1.1873451,1.0173614,0.8310394,0.87884814,1.182534,1.1832772,1.0897516,0.66944396
flower,0.8477389,1.2541707,1.042549,1.1007943,1.0258429,1.0385311,1.1698102,0.8171729,1.1228279,0.93811554,1.0269227,0.99024785,1.0106723,0.9533039,0.7767551,0.92995286,0.9568207,0.9024514,0.9806868,1.0290213,1.0885688,1.0345141,0.84948146,0.77174723,1.0065837,0.8206205,1.1901017,1.0457093,1.0136241,1.0042545,0.9165519,0.9803303,0.991603,1.1166788,0.9708242,1.1641042,0.96712613,0.9536048,0.9363898,0.96596515,0.97270167,1.1375055,0.97677165,0.9811751,0.99513006,1.020853,0.9265985,1.1909776,1.1817417,1.0084695,1.0557027,1.1064824,1.2175834,1.0673687,0.0,1.130249,1.0526184,0.82759047,1.0626014,0.9538224,1.0636129,1.0913175,0.96419686,0.9841362,1.0315197,0.96000063,1.1595783,1.0362736,1.0215068,1.0411985,1.0025887,0.9388304,1.113759,0.99593955,1.0424558,0.9236497,0.989302,1.0602856,1.1381068,0.89242387,1.0763531,1.0599674,0.898656,1.106537,1.0034568,1.0331966,0.9079556,0.9482031,1.2245013,1.0886117,0.86434746,0.8523272,0.99153,1.1443441,0.9574608,0.9646421,0.9847075,1.2371466,0.8522004,0.65613866,0.46338236,1.0243798,0.9776909,1.1819754,1.0226312,0.84334975,0.97711384,1.160153,1.0056562,0.9035465,0.93233323,0.9738527,1.082597,1.0403873,1.1457616,1.0214113,0.9892198,1.1013106,1.0765841,1.0623082,0.93798923,0.934196,1.0536506,1.0937767,1.0500944,1.0611154,1.1461564,0.78473294,1.024763,1.0388702,1.0034964,1.0193856,1.2065347,0.9927014,0.8872775,0.8744661,0.9134869,1.0241326,0.65580237,1.0048662,1.0075108,0.8554827,1.0089927
foot,1.2183361,0.5888166,0.68945754,1.0601612,0.9895181,0.99529356,0.9066651,1.1650519,1.0576172,1.4258807,0.48001927,1.2627914,1.2929406,0.7010497,1.31234,1.333705,1.1640725,0.6975075,0.86789954,1.3329312,0.76728046,0.7705774,0.81704444,0.9820766,0.66023135,1.1625378,0.55905616,1.0362399,1.0420587,0.9718905,0.8335371,1.2170707,1.4156315,0.99123955,1.1178749,0.80523086,1.224581,1.0820653,0.54769707,1.4774847,0.7402139,0.9638385,1.1839199,1.1926156,1.1828277,1.074379,1.2680275,0.6899969,0.50100523,1.2378688,0.8375324,1.1436796,0.4990422,1.1603916,1.130249,0.0,0.73246145,0.9647601,1.2193049,1.383387,0.6863304,0.6987931,1.0950946,0.9845562,1.1614062,1.0216641,0.9110077,0.6027843,1.2110951,1.3082005,1.3486246,1.0878057,1.2452761,0.69170356,1.2989578,0.77671814,0.94549847,0.9138285,1.0347837,1.0140389,1.2037803,0.7845035,1.0659448,0.85447073,1.1671941,0.6430579,0.60693175,0.5538658,0.690064,0.8044973,1.1993971,1.208306,1.3362024,1.128894,1.3034407,0.59768164,0.576577,0.7570646,0.5545776,1.2280445,1.1817126,1.0171944,1.1985556,0.56940323,0.8093881,1.0822872,1.1211883,0.664948,1.3235196,1.0136665,1.2682785,1.1125704,1.3108777,0.6929917,0.8746324,0.57635415,1.3304219,0.92814827,1.291145,0.37414753,1.1556752,0.68339413,0.6691118,0.7493887,0.7738028,0.9478596,1.0364127,0.74411964,1.2012103,1.3625381,1.5109311,0.8591409,0.34985393,0.6577163,0.8506999,0.6868009,1.2316236,1.3957043,1.3060944,0.96719235,0.53580475,1.1498208,1.2042812
fork,1.1451337,0.857244,0.73681957,1.2961478,0.86433434,0.82290447,0.7746563,1.0198216,1.0810345,1.4857414,0.7506147,1.3674811,1.3231685,0.8577991,1.4007123,1.2338226,1.0067793,0.7319341,0.6678052,1.2995015,0.7450274,0.72468907,0.76374745,0.92364,0.9172366,0.9914568,0.81291807,1.1954463,1.1469703,0.90519845,0.7991482,1.2368728,1.2098569,0.9558327,0.9492096,0.8756234,1.4204388,0.97056484,0.59462273,1.4525687,0.66962296,1.195043,1.2819407,1.1854577,1.1940657,0.9629159,1.2820547,0.83906907,0.743539,1.2313313,0.9486335,1.2749248,0.6721711,1.0930183,1.0526184,0.73246145,0.0,0.91100115,1.0762668,1.035156,0.78283286,0.68376875,1.0828196,0.9564941,1.2802204,1.1298862,0.7532581,0.81754845,1.1863384,0.972175,1.3780167,0.897501,1.4052122,0.4021864,1.2946534,0.66541463,1.0931146,1.0153918,1.1023147,0.9685217,1.1595913,0.88654274,1.0033776,0.9457745,1.0594666,0.8204767,0.7026551,0.5809631,0.87990946,0.79547334,1.1388203,1.2488583,1.322834,1.37136,1.1429513,0.4103799,0.34782267,0.9850352,0.88994914,1.1528639,1.0564667,0.7259673,1.2690318,0.7908704,0.85458076,0.9904841,1.0462409,0.8248598,1.2325908,0.8547078,1.1538999,0.7390658,1.3272536,0.87396955,1.1525226,0.5053796,1.2962737,0.86133593,1.0975981,0.6679622,1.1542355,0.7405628,0.9003688,0.86633325,0.105198145,0.86795884,0.82524014,0.80677974,1.2467742,1.2422793,1.3270259,0.79132235,0.6764581,0.7656712,0.35903376,0.7641221,1.0685096,1.0151376,1.2405505,0.8917874,0.6370197,1.1414326,1.1760225
frog,0.40868157,1.0401261,0.93972707,1.3216577,0.8057791,0.9600477,0.7080453,0.9536462,1.1527236,1.2737445,0.9006478,1.2554255,1.0904388,0.64781404,1.1777717,1.1694311,0.8674397,0.969634,0.9122404,1.0229907,0.7469822,0.9702092,0.9454777,0.4326179,0.99251914,1.0267253,1.0185609,1.1013651,1.2969706,0.63707095,0.84735155,1.2522316,1.2904832,0.8622049,1.0415182,0.89159304,1.298738,0.95639324,0.76767325,1.2008022,0.94438785,1.2206126,0.9256375,0.86670494,1.2239164,0.8989983,1.1326476,1.0696646,0.99267614,1.3570316,0.7312181,1.1580768,1.0543451,0.7350513,0.82759047,0.9647601,0.91100115,0.0,1.0798908,1.1112928,0.9661639,0.99665743,1.031647,0.7325909,1.1899941,1.0908282,1.161185,0.80751884,1.2815523,0.93916464,1.3178457,0.9920225,1.3124182,0.7360326,1.266599,0.8748164,1.1977062,1.0536661,0.93586946,1.0199246,0.9996332,0.9363958,0.7349186,1.0886252,0.9564094,0.95138764,0.8953345,0.8693856,0.84071124,0.8821074,1.1497792,0.7004814,1.269304,1.3864172,1.0589569,0.77436364,0.7697718,0.9893538,0.92810893,0.9742608,0.9183048,0.83489394,0.9014913,1.0274808,0.8238017,0.9649975,0.8599661,0.82457864,1.3030106,0.82162815,1.2698611,0.43776917,1.3621936,0.7880886,1.3042493,0.8974966,1.2684941,1.1264963,1.1820532,0.8681141,1.0013489,0.80736595,1.1418661,0.87267137,0.83623135,0.89000326,1.1560683,0.69579625,1.0409945,1.314188,1.2296813,0.6133106,0.9918683,0.9714474,0.910939,0.94354886,0.62782323,1.0756941,1.0376765,0.9787806,0.92374253,1.1386777,0.99913526
game,0.85833585,1.0952344,1.1795828,0.8334477,1.0731639,1.053099,1.0078495,0.97327876,1.0275136,0.691018,1.2903655,0.9645444,0.6517621,1.2909257,0.759586,0.8270134,0.6594451,1.2327335,1.1538315,0.78923756,1.1703932,1.2386396,1.1453342,1.1244041,1.3009686,0.9637742,1.107829,1.0715318,1.121529,1.0968504,1.1743755,1.0749202,0.84955996,1.1389862,0.91213,1.1761556,0.979473,0.940134,1.2038397,0.6681887,1.1946542,1.0990123,0.9456233,0.575806,1.125247,1.0880859,0.71514237,1.1006143,1.2138159,0.91992474,1.1720318,0.8854047,1.0180275,1.0138211,1.0626014,1.2193049,1.0762668,1.0798908,0.0,0.82737696,1.1960795,0.96928287,1.0132765,0.80780053,0.9056909,0.90380913,0.7148033,1.1942265,0.929832,0.9282455,0.8718909,1.0514545,0.9528453,1.1399871,1.0120401,1.2625198,0.99673724,1.0407367,1.0475067,1.0017244,0.7387897,1.1786842,0.9760341,1.0137329,1.0365415,1.2213608,1.2859032,1.2258571,1.1976342,1.1776421,1.1497717,0.99167836,0.5956533,1.0728859,0.7862611,1.1616161,1.1602441,1.086708,1.1629387,0.8348098,1.1347955,1.0493333,1.0066061,1.1927401,1.1652343,1.0558356,0.9589652,1.1704266,1.0863986,1.1947033,1.0218617,0.9754026,0.88729525,1.0567031,1.0654579,1.292958,0.9827962,1.1730328,0.76868093,1.2475175,0.9066685,1.2073637,1.0616474,1.2031071,1.1793103,1.1709769,0.7577163,1.0610942,0.97374475,0.8087151,0.6747165,1.0659816,1.1948471,1.2551563,1.0068399,1.261549,0.57972753,0.8273757,0.9616871,1.1028075,1.2667481,0.9844481,0.8007568
glass,0.8010833,1.2262995,1.3094674,0.7538054,1.0130882,0.8771526,1.1868296,0.86623067,0.9298605,0.61660814,1.5161254,0.85001737,0.67286676,1.3609825,0.75575435,0.765345,1.0645765,1.3448623,1.0968978,0.7422825,1.2925727,1.3146679,1.111949,1.1053392,1.2823551,0.9467589,1.3160197,0.86664706,1.0675662,1.1856039,1.2547315,0.93990815,0.6872707,0.9515468,0.84588015,1.2588689,0.859287,0.8446946,1.4936833,0.53854454,1.2446232,0.90876275,0.76799107,0.7344568,1.0050358,1.0936021,0.81299806,1.1687887,1.3866775,0.77185935,1.2711151,0.7997542,1.2670476,0.811944,0.9538224,1.383387,1.035156,1.1112928,0.82737696,0.0,1.3539112,1.0557488,1.0172375,0.98539263,0.7877815,0.9171735,0.7979264,1.4147617,0.7782966,0.703574,0.7517935,0.73809355,0.85279536,1.3496978,0.8452542,1.2357571,0.9685267,0.9292961,1.0676602,1.0923235,0.6036652,1.267867,1.058313,1.0980064,0.77026343,1.4028276,1.4866736,1.4095196,1.2757798,1.2910722,1.0481372,0.9456084,0.6419168,0.95118487,0.8052856,1.4341366,1.4107221,1.1478218,1.4396305,0.7301463,0.9079664,1.055711,0.9056364,1.3112171,1.1877296,0.98781747,1.0252237,1.3446996,0.8219005,0.9978408,0.8397603,0.9852611,0.6599454,1.145398,1.1376629,1.3392408,0.76918817,1.065196,0.67046267,1.5388169,0.8335247,1.262638,1.0958046,1.2100137,0.9658268,0.8057944,0.9111573,1.2692578,0.85987914,0.6316803,0.47913647,1.2314285,1.3931894,1.3097757,0.99589413,1.4570692,0.8261625,0.5769547,0.8315873,1.2156111,1.4406168,0.8392976,0.77366555
glasses,1.321816,0.43021435,0.4460709,1.3562325,0.9193611,1.0461307,1.0719697,1.2692049,1.2690766,1.4499856,0.51970714,1.4038749,1.3581531,0.58153963,1.4411552,1.1892099,1.1011817,0.47299504,0.8075005,1.4246132,0.79087794,0.9288827,0.8479623,1.056536,0.96167624,0.9887132,0.78349304,1.1290566,1.3022038,1.0523951,0.78631127,1.2307552,1.3473444,1.0161604,1.1685487,0.6840867,1.3638294,1.1942501,0.34204972,1.463789,0.53389996,1.1230478,1.2610066,1.2662303,1.240174,1.1371363,1.35018,0.6631991,0.4059137,1.2395059,0.6186037,0.8810027,0.6585269,1.1807601,1.0636129,0.6863304,0.78283286,0.9661639,1.1960795,1.3539112,0.0,0.9904621,0.99023575,0.91293067,0.9826066,1.1892912,1.1381242,0.4120776,1.2164128,1.2706592,1.3334737,1.1903441,1.2871597,0.6860629,1.3378812,0.79487026,1.1894193,1.0709105,0.82401764,0.9791351,1.3937094,0.98764133,0.90730655,0.6876385,1.1496272,0.2054019,0.61525977,0.52206016,0.40897232,0.5984649,1.2601519,0.9556352,1.3995903,1.3028791,1.3199576,0.40591747,0.45417863,0.8579189,0.8325788,1.2328576,1.1974504,0.96401244,1.1249177,0.45520425,0.787553,1.161277,1.0294348,0.45158625,1.3596348,1.0758649,1.3209206,1.1895313,1.2981846,0.93881524,1.1385705,0.52685225,1.3075612,1.1726142,1.2623079,0.23044813,1.0663471,0.6867665,1.1048222,0.99457943,0.8106109,1.1912885,1.1189629,0.61322796,1.2155505,1.3674501,1.500851,0.72524625,0.45326555,0.4150095,0.7607472,0.59905744,1.1546272,1.4098067,1.2118485,1.0733432,0.25529408,1.161664,1.2381904
glove,0.98714525,0.6756622,0.9667633,0.76394796,0.9989419,0.9921567,0.6598089,1.0813624,1.1239622,1.149888,1.1614858,1.0666738,0.8306496,1.1317004,0.90175104,1.2265493,1.1327014,1.1877942,1.0694675,1.1374162,0.8610017,1.2266927,1.1181005,1.0053668,1.0147995,1.1518013,0.7411758,1.0540671,1.1369889,1.020635,1.2995312,1.2097442,1.0379584,1.1627378,1.0682673,0.9834533,1.0114086,0.90306735,1.0632526,1.229425,1.0938994,1.0107597,0.8707862,0.82032704,1.3424613,1.1756184,1.0061424,0.7483817,0.91586816,1.0967606,1.0617089,1.0608411,0.5070528,0.9565943,1.0913175,0.6987931,0.68376875,0.99665743,0.96928287,1.0557488,0.9904621,0.0,1.1852216,0.9543079,1.0866356,0.9087989,0.3318925,0.8979949,1.0686911,0.99528927,0.974807,1.0783752,0.8783986,0.98566,1.1875689,1.1616745,0.7772039,0.86865944,1.0260379,1.2466118,0.4493609,1.2211347,1.058397,0.89731455,1.1386807,1.111354,0.9575285,0.90966725,0.9321334,1.0235212,1.1335402,1.1034627,0.92080426,0.853793,1.0356293,0.92342615,0.93016666,0.8613144,0.7424298,1.0050745,1.1226915,1.1259278,1.0635512,0.9645785,0.7754424,0.9451297,1.0879447,1.006599,1.2425529,0.8529589,0.84546655,0.8724586,0.96026534,0.6217433,0.75322926,0.8582355,1.2099253,1.1529145,1.0723256,0.93230075,1.1569983,1.1560214,0.5223648,1.1917458,0.72996324,1.0663513,0.60478586,0.88186336,1.0314658,1.0201861,1.1773936,1.0308735,0.621703,1.0740373,0.8541948,1.0526286,0.9897561,1.0620948,1.2358755,1.0017614,0.99623656,1.3166599,0.97488713
grass,1.0459447,1.1763511,1.0649582,1.0018173,1.0646089,1.0690347,1.1176101,1.0652567,0.842064,0.9392762,0.9037167,1.0868095,1.0317917,0.9107501,0.9401756,0.98367524,1.0906886,1.0219018,1.0504311,1.153927,1.05698,1.049705,1.1555868,0.9327005,1.0363331,0.93185234,1.0959382,0.63602257,0.97711617,1.1051157,0.9199753,0.8461165,0.99278945,1.0483874,0.7772573,1.0453315,0.9864475,0.84871393,1.0314044,0.99819106,1.0835559,1.0530287,0.9394611,1.1544704,0.8562054,1.099246,1.0116838,1.1075927,1.1271784,0.8947422,0.97770995,0.9849025,1.1671224,1.0105982,0.96419686,1.0950946,1.0828196,1.031647,1.0132765,1.0172375,0.99023575,1.1852216,0.0,1.1641531,1.0203322,1.04472,1.1214563,1.0133452,0.85528946,0.96982795,1.0392838,1.0932618,0.97157514,1.0258152,0.9976271,0.9179805,0.9760876,0.95201474,1.1196746,1.055168,1.1528398,0.955557,0.98404765,1.0574019,0.8378895,0.9844277,1.0428952,1.0264914,1.0593654,1.0221822,1.0842407,0.8597454,1.0103737,1.0198121,1.0725632,1.0244054,1.0701168,1.055014,1.0522584,0.99248624,0.987268,1.0127571,0.9629888,1.0798917,1.1624786,1.1773134,1.167279,1.0559222,0.93864596,0.9228529,0.95981586,1.1190456,0.90585434,1.1313183,1.0835339,1.1282017,0.9721107,0.9335149,1.085791,0.98524207,0.87863994,1.128566,1.1630505,0.9061582,1.1257082,0.9628546,1.1800306,1.0429208,1.0502808,1.0619795,1.0009444,1.1401384,1.1569362,0.90584195,1.1335845,1.0178531,1.194559,1.0139313,0.85164404,1.0589657,1.0027523,0.80803704,0.9093526
gum,1.0051825,0.841085,0.6767264,1.1719693,0.5077667,0.62447435,0.898025,0.93951523,1.1171883,1.2021649,1.0157663,1.2063888,1.0957878,1.0006561,1.1552866,1.1433353,0.70758486,0.9598159,0.8495234,0.7796275,0.7664951,1.1706836,0.84540176,0.9340889,1.0547359,1.0775506,0.7428696,1.2391273,1.3619254,0.9056134,0.9005133,1.2414428,1.3050622,0.7588177,1.0496404,0.78416014,1.2755684,0.86429524,0.85031515,1.153285,0.90984166,1.1409647,1.1299112,0.90858346,1.3071396,1.081422,1.2409587,0.8808445,0.76957905,1.3688595,0.64861614,1.0408812,0.80031514,1.0215038,0.9841362,0.9845562,0.9564941,0.7325909,0.80780053,0.98539263,0.91293067,0.9543079,1.1641531,0.0,1.1080319,0.91528904,0.8418213,0.9528046,1.3553251,1.0104934,1.2847368,0.9236782,1.2429101,1.1070148,1.2927327,1.0503389,1.1842338,0.85084116,0.626698,0.92593014,0.89136314,1.2343342,0.9414465,0.86926913,0.86921114,0.83278716,1.1383495,1.0542579,0.7717788,0.6881734,1.3037021,0.9638326,1.1643639,1.3187792,0.90895176,0.93198717,0.8970959,0.8859161,1.0075704,0.8624948,1.1492295,0.7649152,1.0506024,0.8353515,0.814617,1.0921974,0.9219475,0.7173806,1.3096948,1.2743235,1.2717211,0.9526522,1.2845587,0.9316555,1.1828996,1.1215847,1.2201673,1.1154315,1.0779643,0.9091941,0.9377305,0.80620635,1.0855327,1.0283802,0.95395267,0.91763264,0.8997047,0.69480646,1.1874969,1.1937613,1.0206528,0.5507912,0.8568432,0.83281076,0.84869397,1.1538023,0.44534427,0.9110412,1.1940882,1.1701386,0.90988046,1.2076429,1.059214
hair,0.9955488,1.0024472,1.1463141,0.7398215,1.0979314,1.1100867,1.2843761,1.1720479,1.1224934,0.7536668,1.330051,0.9817342,0.71383137,1.2541567,0.8765243,0.7884357,1.1326813,1.3021036,1.3486457,1.0462912,1.3127246,1.3183466,1.3080745,1.1807418,1.3205984,0.93603903,1.2484937,0.8500439,1.1314262,1.268005,1.2908266,0.8297777,0.7027268,1.179802,1.0076325,1.157408,0.8553596,1.1471553,1.3500184,0.7883153,1.3228195,0.6990936,0.7449181,0.7667482,0.9258426,1.1820003,0.77445483,0.9893592,1.1810117,0.69501466,1.1565862,0.16373795,1.0553819,0.98473155,1.0315197,1.1614062,1.2802204,1.1899941,0.9056909,0.7877815,0.9826066,1.0866356,1.0203322,1.1080319,0.0,0.9856934,0.8385162,1.0531017,0.7705294,1.0362972,0.5012183,1.0568423,0.7662053,1.3395983,0.89805686,1.3057704,1.1224478,1.0823357,1.0053097,1.0791805,0.8197822,1.2171555,1.0391879,0.82427496,0.9407204,1.1481547,1.3883433,1.2571167,0.96821356,1.2254562,1.1450288,0.88794315,0.6627113,0.83879364,1.0042387,1.3684578,1.362528,1.1158029,1.3731189,0.8949648,0.9149852,1.2941328,0.881139,1.1154397,1.1701982,1.1364881,1.1187084,1.160087,0.92495346,1.0448511,0.81703526,1.2489418,0.48376328,1.2129805,1.0640043,1.2804704,0.72805876,1.3096406,0.654858,1.274591,0.9361168,1.3417335,1.0580955,1.2314401,1.3330449,1.168529,0.8782527,1.1864871,0.81792414,0.42704785,0.7848856,1.3188403,1.1086833,1.1792514,1.1989492,1.3366472,1.0811554,0.96290344,0.7952095,1.2612884,1.2534726,0.88655007,0.8793239
hamburger,0.90642464,1.1593049,1.1371806,0.751654,1.0719413,1.022233,0.99319917,0.9121921,1.005831,0.8181783,1.2548773,0.8857898,0.8364341,1.2056503,0.77373755,0.96966964,0.91134125,1.2051423,1.1250522,0.8220772,1.0145707,1.2422625,1.1331835,1.0672513,1.0951275,1.0761498,1.0234871,1.0819271,0.97204226,1.0033637,1.2024151,0.97515094,0.95014405,0.9842824,1.0303992,0.97717875,0.8708534,0.8711144,1.2331961,0.85056275,1.1865137,0.9096668,0.95982325,0.8709966,1.0492494,1.1097716,0.9270249,1.0843732,1.1547964,0.94574,1.1573204,0.9972956,1.0482981,0.95949787,0.96000063,1.0216641,1.1298862,1.0908282,0.90380913,0.9171735,1.1892912,0.9087989,1.04472,0.91528904,0.9856934,0.0,0.87001634,1.2077982,0.9908581,0.959283,0.8992436,0.9798913,0.82809544,1.2672732,0.96215105,1.2130326,0.76238275,0.7687141,1.0769595,1.079556,0.77794635,1.1500794,1.2015887,0.9631737,0.91435254,1.2038455,1.2172107,1.2073988,1.1920485,1.0759306,1.032541,1.0154538,0.81213975,0.8823203,0.9012198,1.2689079,1.2333345,1.0713344,1.0581402,0.8407971,0.9719151,1.0768838,0.94608116,1.1630062,0.9424695,1.0235497,1.0144372,1.2104551,0.93713766,1.0055757,0.9415721,1.0166699,0.92021227,1.1237829,0.8249837,1.2158415,0.92623687,1.1013908,0.8868016,1.216419,1.0013843,1.1454587,0.98130155,1.1692756,1.0752434,0.96273315,0.93159866,1.0942601,1.0503736,0.84827507,0.8615985,1.1154821,1.1544487,1.1949973,1.0823781,1.2242053,0.95657736,0.9255819,0.95274127,1.1272514,1.242315,1.0089784,0.94087505
