,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
sweater,0.6503581,0.9839442,1.4335089,0.93658906,0.39267814,1.3291535,1.4780589,1.2939944,1.1275398,0.84656346,0.8861924,0.5356608,1.4095469,1.0974592,0.45086837,1.0435416,0.6577304,0.6846686,1.1855778,1.3317875,1.1418023,0.9093505,1.425842,1.248491,1.18245,1.4296,0.87168515,1.4626356,0.7699188,0.87895846,1.0804166,0.91004443,0.67300093,0.9901024,1.0527463,1.3189775,0.6918692,0.97115827,1.4810643,0.5817505,1.2495412,1.1947714,0.8655515,0.91659415,0.8232558,1.08243,0.85765433,1.3223853,1.338428,0.48290557,0.6420797,1.1932747,0.8352414,1.4442625,1.3571683,1.4509388,1.3176363,1.4137309,0.7779403,1.3607467,0.9499369,1.324096,0.5415648,0.7572036,0.7747487,1.3312182,0.9534057,0.97748363,0.59237593,0.85755426,0.550199,1.2574916,0.7433434,1.2385035,0.8453832,1.3240571,0.91409683,0.6610876,0.85215926,1.3413515,1.4356915,1.3794069,1.3135779,1.3754926,0.9905437,0.5047383,0.6072366,0.82167614,1.4415158,1.4004304,1.3062726,1.3296682,1.1054602,1.3,1.2264618,0.8481437,1.1039591,0.97161204,1.2925315,1.324852,0.8247044,1.2125489,0.6658429,1.0000852,0.20750672,1.2540578,0.8330396,1.2425555,0.63180876,1.1030147,0.5845021,1.4762751,1.0613574,1.416919,1.077639,1.0726969,1.4291942,1.1264,1.1958835,1.3751601,0.91736215,0.0,0.441849,1.1035368,1.3560443,1.1247702,0.93300176,1.4119234,1.1722883,0.8020082,1.0974904,1.4294671,0.8109834
table,0.6304189,1.1648155,1.5058708,0.78234434,0.5031198,1.3908985,1.4798079,1.2680719,1.0801897,0.6400037,1.0295392,0.39119178,1.424784,0.8490863,0.47779208,1.0222577,0.55141747,0.6517428,0.95870006,1.3966326,0.97949815,0.72789377,1.471775,1.1862333,1.1640425,1.4993117,0.7616108,1.4500704,0.7791014,0.7394575,1.1306492,0.80850863,0.9216518,0.8670411,1.0593549,1.3745784,0.5843758,0.7183508,1.5218748,0.39458978,1.2114155,0.96643054,0.8270887,0.8902873,0.82484615,0.9753106,0.8921561,1.4055483,1.3622329,0.7772875,0.7467405,1.2654128,0.7423637,1.4473399,1.3974345,1.4988587,1.2930933,1.3252308,0.55874664,1.432163,1.0392725,1.2407047,0.74713874,0.6428056,0.7810504,1.4380898,0.86100686,0.9754774,0.7161343,0.7903409,0.63092214,1.197392,0.6149357,1.3557639,0.77249223,1.3778222,0.9254893,0.6732787,0.9006195,1.4097342,1.5319206,1.5343528,1.3486818,1.4054475,0.9684584,0.5746665,0.66082495,0.5577892,1.4958814,1.4286947,1.321333,1.2646909,1.096809,1.4277439,1.0377237,0.79659367,1.1493223,0.9447121,1.3003871,1.4238582,0.7157322,1.2707772,0.917254,0.8477676,0.49008775,1.3098607,0.95261014,1.3463938,0.6495703,0.9762625,0.5611144,1.6007345,1.0206549,1.4393412,1.2141509,0.7956865,1.4498588,1.1747673,1.277962,1.4340792,0.7450188,0.441849,0.0,1.0665244,1.4611542,1.1032201,0.7549679,1.5863093,1.0215225,0.43762958,1.0625925,1.5324106,0.73189425
tape,1.1816522,0.88565946,1.0688946,1.0175092,1.0605818,0.94431806,0.7832658,0.97765815,0.698609,0.9755414,1.076552,1.1388184,1.0114447,1.1418842,1.0812593,1.1035439,1.0637254,1.052584,0.68471074,0.8119911,0.5099033,0.7056103,0.82985693,0.5048941,1.0511149,0.8658395,1.0201426,1.0732384,1.2695826,0.99523616,0.86372954,1.1151625,1.1542847,1.0440546,0.8861842,1.1539869,1.2835237,1.2826792,0.8716739,1.1126006,0.4127245,0.97105336,1.2684479,1.0223118,1.0984248,0.8993154,1.2120026,1.1022506,0.8738071,1.1693815,1.2488791,1.2305604,0.9143231,1.1584076,1.0609794,1.1483878,0.82932293,1.1317012,1.0395688,1.1130725,0.9703739,0.9300028,1.1843257,1.040133,1.1666325,0.9432203,1.0841458,0.7727241,1.1898844,0.80849755,1.177181,0.80889344,1.1820797,0.88103163,1.1312419,0.95719963,0.7630264,1.0650398,1.0078151,1.1063207,0.8802782,1.0938039,1.2417176,1.0094988,0.9122578,1.1741468,1.2399333,0.97760856,0.9692763,0.9848974,0.97326493,1.1638598,0.9154934,1.0456176,0.65344596,1.0859535,1.0399042,0.84448266,0.7697029,1.0043548,0.93996924,1.1009961,1.1110746,0.774515,1.208325,0.97240937,0.9863217,0.75263536,1.1522231,0.7194152,0.9610193,1.0760438,1.1174325,0.92365974,0.878032,0.8865607,0.8362957,0.81557345,0.8021808,0.94951403,1.2216516,1.1035368,1.0665244,0.0,1.201656,0.9724468,0.77123076,0.9878759,0.7370016,0.8439783,0.94104254,1.1501087,1.054079
toe,1.2754078,0.93680775,0.43563044,1.1501527,1.2120116,0.68858474,0.693498,0.7512897,1.3620273,1.3193855,1.0938487,1.4369024,0.5915425,1.0572803,1.3038971,1.1317577,1.4075668,1.298011,1.2279037,0.86141986,1.0900552,1.2977884,0.8629253,1.0709922,0.89202374,0.7821964,1.334137,0.5172584,1.173884,1.282869,1.1342708,1.3869126,1.2189875,1.0271553,1.0668588,0.4389801,1.1879148,1.008877,0.61753345,1.5397195,1.0137613,0.89519906,1.052874,1.0549124,1.3645735,1.2025355,1.0894834,0.45299464,0.6776188,1.1564554,0.88660824,0.1975441,1.2560692,0.60134023,0.8088202,0.21253717,0.8630603,0.59683955,1.2889453,0.3610363,0.6573159,0.6832402,1.0601274,1.2825758,0.6542643,0.57569027,1.2066978,1.3212148,1.2917035,1.3312387,1.0689015,0.90489537,1.3478985,1.0330454,1.1128336,0.88168454,1.2463454,1.0047868,1.1423138,0.5559424,0.8082355,0.46268094,0.22130483,0.6635767,1.3927777,1.2521594,1.1123868,1.3107896,0.60831684,0.6522055,0.75374603,0.8100271,0.97686666,0.8584931,1.105848,1.2143263,0.7183706,1.3166811,0.998467,0.52813715,1.4742674,0.7029797,1.0942123,1.2744216,1.3078809,0.42485297,1.0785666,0.9873201,1.3776741,1.2400839,1.2640133,0.28595936,1.0483978,0.8534219,0.7417697,1.0755503,0.7342285,1.0263045,1.0131725,0.6445681,1.0919989,1.3560443,1.4611542,1.201656,0.0,0.83336604,1.2745456,0.72052145,1.0154122,1.3173348,1.2795709,0.299083,1.3454129
tooth,1.0259911,0.9290503,0.74967337,0.9851398,1.1000308,0.7062014,0.736071,0.81672716,1.0901212,1.0259047,1.0069354,1.1982388,0.952689,1.2701824,1.0724318,0.91997343,1.1526244,1.0849913,0.95798814,0.9454598,0.88415015,1.0230898,0.96892893,1.0793164,0.8997665,1.0852509,0.9126689,0.81499755,1.0058471,1.2753224,0.96676475,1.274346,1.0917428,1.1588986,1.0578426,0.89232326,1.2887968,1.0994599,0.8467537,1.2448204,0.9377744,0.9460174,0.95057875,0.8629972,1.2519472,1.1576902,1.2731416,0.95474535,0.827484,1.0752623,1.0665174,0.8135588,0.959107,0.90104294,0.8637852,0.98862857,0.87865573,0.79208696,1.0623817,0.84587955,0.7544923,0.55108726,1.1346995,1.0921652,0.8018234,0.82424283,1.1271867,1.021286,1.3059354,1.2280753,1.2133737,0.9242377,1.2875675,0.9692697,1.0102286,0.92881495,1.1179703,0.7890341,0.99360156,0.7331649,1.0720398,0.9675177,0.82606196,0.7979719,1.3119311,1.0773011,1.2376927,1.0192398,0.8883814,0.9072684,0.8228863,1.1510798,0.96816695,0.9357354,0.8867804,1.1018027,0.83101004,1.2176204,1.0472153,0.84464574,1.2232423,0.92476845,1.1268926,0.9412206,1.1625364,0.88023293,1.1501106,0.8888741,1.2700701,1.1281532,0.99796695,0.776476,1.1427102,1.0133524,1.0365802,0.9827597,0.80762875,0.8061249,0.9317175,0.71454316,1.2365248,1.1247702,1.1032201,0.9724468,0.83336604,0.0,0.97016543,1.0653517,0.62326086,0.8758361,1.2572703,0.7939843,1.108895
toothbrush,0.8775543,1.0728788,1.3092055,1.0380694,0.82261497,1.1763878,1.1406624,1.216888,0.90237117,0.97119856,1.087963,0.8932322,1.2160718,1.0329726,0.85744864,0.9967687,0.8363165,1.0190586,0.7427172,1.2473727,1.0598451,0.8101151,1.2400779,1.0427817,1.0360296,1.2784076,0.9975916,1.2033956,1.1100955,0.96674514,1.0412793,0.9768604,1.1487855,0.9885295,0.6809313,1.3416358,1.0998431,0.89118713,0.88133836,0.87458926,1.0726811,1.1107763,1.015652,0.9257054,0.9617603,0.89077204,1.0268493,1.3097813,1.2339915,1.0910156,1.0961375,1.0827746,0.92800224,1.0702039,1.1297841,1.3253459,0.8021923,0.9377895,0.8135941,1.2891569,0.83298945,0.8587563,0.9997681,0.7935302,0.8313863,1.2307208,1.0496825,0.6346509,1.0177543,0.9676026,0.99324816,0.48300934,0.7648648,1.1226705,0.88346064,1.114811,1.0369827,0.77452254,1.063731,1.2629508,1.1997591,1.3282459,1.2826927,1.3045123,1.0073938,0.9348929,1.0652148,0.45564997,1.0819039,1.0226767,1.221183,1.2049834,0.9777281,1.1792524,1.12343,0.85571575,1.0153275,0.8299203,1.0829581,1.1699365,0.89672434,1.1961819,1.0967885,0.11544919,0.9587751,1.005365,1.0671134,0.8468177,0.9096492,0.9897226,0.78726876,1.311835,1.0062246,1.3041866,0.94965374,0.9421809,0.96370155,0.8497807,0.8726204,1.137361,0.9525118,0.93300176,0.7549679,0.77123076,1.2745456,0.97016543,0.0,1.2856326,0.7909732,0.78182995,0.77029216,1.3083494,1.0311179
towel,1.4323322,0.97283757,0.5436523,1.0719745,1.4495504,0.6777228,0.71042275,0.81451625,0.91495985,1.3519953,0.9949789,1.5076594,0.6226426,0.9678826,1.4382074,1.0349655,1.3685695,1.3565257,0.9158368,0.29701626,0.9222228,1.1762745,0.4613669,0.6244974,1.0048085,0.2864591,1.3243141,0.6059678,1.2522135,0.95941323,1.0407176,1.0611117,0.98516434,1.2006371,1.0965352,0.7667682,1.172023,1.2932917,0.48578495,1.4972992,0.6091952,1.0622633,1.271238,1.1955384,1.0633085,1.0878894,1.0875748,0.62779796,0.7438283,1.2777871,1.3304124,0.97662723,1.3147148,0.72308254,0.568256,0.52286595,0.7667436,0.9309937,1.4429417,0.65059674,1.1405306,0.99087524,1.2938808,1.3427795,1.4115254,0.6963243,1.2329689,1.1690259,1.1076728,1.0649658,1.340223,0.8700961,1.2583939,0.76184416,1.1767939,0.70327127,0.9372016,1.5013142,1.1222719,0.5508075,0.07604265,0.3314569,0.8821763,0.59847593,0.7755655,1.360724,1.255866,1.3066295,0.51220435,0.57803494,0.79468524,0.67752177,0.7754152,0.4843955,0.84737337,1.1657648,1.1130403,0.9273356,0.6570494,0.7730498,1.1265471,0.77084017,1.0402422,1.1965443,1.4320432,0.89014524,0.9456115,0.5781038,1.2879392,0.9187633,1.4081576,0.4312824,1.0423249,0.39473438,0.8468056,1.2257954,0.68905425,1.0013055,0.72686183,0.66719824,1.1676306,1.4119234,1.5863093,0.9878759,0.72052145,1.0653517,1.2856326,0.0,1.1031857,1.413231,0.7525479,0.4847808,1.157857
toy,1.0639932,0.84868443,0.8559692,1.0638773,1.1841226,0.66909444,0.7296061,0.7520617,0.91253257,1.1599109,1.2652311,1.0153455,1.2210909,1.2085501,0.9472078,1.0705729,0.96806586,1.1279652,0.6808816,0.8842733,0.8229508,0.6692183,0.9452428,0.68629813,0.9072653,1.1227502,1.0200042,0.95604795,1.315867,1.3315724,0.9800954,1.3098696,1.3439709,1.0938301,1.1206888,0.942088,1.2814361,1.0068182,0.89017826,1.0585176,0.7269237,0.8682575,0.9362176,0.5002642,1.3385172,1.093317,1.1810066,1.1880615,0.7576163,1.2511967,1.0557839,1.0519208,0.953208,0.9837859,0.81160635,1.1425161,1.0124371,0.6775223,0.972274,1.0447484,0.80924654,0.4670592,1.0777488,1.0236052,0.9937603,0.679678,1.1734716,1.05777,1.2788223,1.0221097,1.2432935,0.9664086,1.2516389,1.1135262,1.0139283,0.7861122,0.9360944,0.8297422,0.9004127,0.96102524,1.053388,1.2527447,0.9784933,0.8747668,1.2447218,0.9681109,1.3384621,0.9369439,1.0512152,1.037253,0.7439846,1.169277,1.0340719,0.9247317,0.87867033,0.84113204,0.85116804,1.0845406,0.7996274,0.85862446,1.2043723,0.9549692,1.1084795,0.85400206,1.2480013,0.95765835,1.2544975,0.9524951,1.2168489,1.1195583,0.8782346,1.0302684,1.2087228,0.8555826,0.958961,0.7701309,0.975255,0.72199476,0.95216024,0.71481436,1.1694475,1.1722883,1.0215225,0.7370016,1.0154122,0.62326086,0.7909732,1.1031857,0.0,0.87858915,1.1182661,1.0484061,1.2387325
tray,0.85932326,1.1560385,1.296107,0.846105,0.8145183,1.2343905,1.1271715,0.957548,0.83965933,0.5169617,1.1977516,0.868423,1.2009261,0.98448575,0.7848635,1.0638993,0.79700696,0.8254906,0.7513418,1.275372,0.52492434,0.7702017,1.0458632,0.9516221,0.95031655,1.3258531,0.8352845,1.2543482,1.0736309,0.9942729,1.0733721,1.0603085,1.1494663,0.8852035,0.9884579,1.180139,1.0877734,0.7480645,1.2976867,0.82243764,0.961291,0.7177764,0.9986033,0.97165334,1.0498836,0.8223152,1.1511098,1.3056996,1.0599444,1.1059412,1.0265613,1.1064425,0.8119819,1.1919205,1.250577,1.399276,0.96743554,1.1271857,0.65172946,1.3547354,0.98384684,0.85193014,1.0231433,0.74508774,0.7740409,1.3290857,1.097569,0.9222855,1.1059173,0.84736806,1.0718212,0.9360596,1.0036441,1.1923244,0.85327363,1.0765764,0.8497398,0.7937315,0.8573406,1.3113148,1.2811236,1.4117109,1.2404791,1.2239608,1.0285239,0.9524106,1.09721,0.56934834,1.2956233,1.2504184,0.93612045,1.2036359,0.788001,1.3138795,0.44274473,0.952283,0.9337741,1.0015241,1.0062422,1.093714,0.8854899,1.2465053,1.0832074,0.81921816,0.94201523,1.1962829,1.0906632,0.9940131,0.94598883,0.6692489,0.85257256,1.4106705,0.94946706,1.2801788,1.21132,0.49135834,1.0042247,0.93839836,1.0244284,1.0367836,1.0919598,0.8020082,0.43762958,0.8439783,1.3173348,0.8758361,0.78182995,1.413231,0.87858915,0.0,1.1740165,1.3913257,1.0310138
vacuum,0.95264107,1.0407206,1.2937006,0.9845942,1.0696231,1.278522,1.2240133,1.3127247,0.8845247,0.95757365,1.1286424,1.0411509,1.0090162,0.6522685,1.230103,1.069004,1.1655072,1.1049006,0.88327867,0.8590274,1.1499301,0.9339813,1.0067031,0.75209314,1.065374,0.73675317,1.0413725,1.2194045,1.138506,0.45541394,1.0981293,0.46609437,0.9269973,1.0270699,0.90798515,1.3635201,0.76482624,1.0552564,0.9858701,0.78512526,0.88611275,1.1549098,1.1691278,1.1406806,0.45702815,0.61651033,0.81914234,1.1005396,1.2973092,1.152288,1.2196907,1.2353644,1.1237743,1.1386569,0.9536019,1.0699973,0.8281541,1.1776693,0.88659775,1.2327355,1.1111482,1.2820041,1.087267,1.1151278,1.2034062,1.098941,1.0254588,0.73007596,0.7362011,0.7817465,1.031557,0.70767075,0.51377887,0.96627045,0.9795963,1.1031139,0.83381665,1.2137207,1.2136763,1.2406284,0.723216,0.9481996,1.2755651,1.2590678,0.37557572,1.1225326,0.9620411,1.1110353,1.0148861,1.0277994,1.2428705,0.8756155,1.2379394,0.85383475,1.1044283,0.90400594,1.2660412,0.64948726,0.7868988,1.1752543,0.47985256,0.99230415,0.96701133,0.7340964,1.1186382,1.081646,0.88087493,0.5528351,0.742897,0.6836554,1.0359929,1.1867735,1.1201138,0.86792976,0.8684374,1.2125856,0.9313845,0.8317432,0.86571014,1.1843269,0.75884306,1.0974904,1.0625925,0.94104254,1.2795709,1.2572703,0.77029216,0.7525479,1.1182661,1.1740165,0.0,1.1731144,0.80901957
watch,1.4480157,1.0350122,0.20988584,1.1696236,1.3885343,0.46506488,0.6057004,0.6489668,1.2107823,1.412523,0.9976052,1.4739095,0.49386448,1.0700344,1.4599311,0.9865778,1.4506307,1.3158976,1.0937831,0.45997524,0.9605147,1.3193738,0.7146712,0.9906217,0.8985914,0.5956031,1.2478768,0.37276232,1.1536738,1.2817283,1.1200387,1.3316575,1.1523787,1.03443,1.0770779,0.40134454,1.2292713,1.1293234,0.33575773,1.5397679,0.83420086,0.93035036,1.1425807,1.1790512,1.3511733,1.2198743,1.2323923,0.43962032,0.6678314,1.203676,1.0844108,0.5399933,1.2738059,0.52947253,0.61182696,0.31704187,0.8390135,0.6182838,1.3908705,0.1977433,0.9848781,0.73541135,1.195612,1.3206452,1.0686709,0.5076319,1.1811235,1.3167548,1.3878777,1.3329835,1.2837422,0.878567,1.3584385,0.9537703,1.1755909,0.75385725,1.2781782,1.3745843,1.159225,0.20387,0.6114338,0.38268054,0.3751824,0.37788212,1.29447,1.3732892,1.2894465,1.3328471,0.3137511,0.36144376,0.71013004,0.8147774,0.7997779,0.628165,0.98072994,1.3197061,0.9282055,1.3091345,0.8758445,0.59751284,1.4273093,0.5997317,1.1403408,1.2305466,1.420442,0.64825875,1.1778432,0.8629997,1.4305224,1.1912653,1.3746128,0.11305064,1.1148055,0.6720364,1.0021802,1.1311647,0.6679532,1.1050912,0.93655515,0.6599525,1.1600403,1.4294671,1.5324106,1.1501087,0.299083,0.7939843,1.3083494,0.4847808,1.0484061,1.3913257,1.1731144,0.0,1.2972934
window,0.91777575,1.1079459,1.2477491,0.95054096,0.8433447,1.2099221,1.2005762,1.266536,0.91529703,0.83273554,0.702251,0.6925782,1.2093631,0.96710134,0.9155587,0.93942267,0.89293236,0.6668509,1.0451782,1.1036851,1.1707973,0.9339165,1.1241531,1.1311024,1.200304,1.0765446,0.76221406,1.2416968,0.72624105,0.6354153,0.8583358,0.50855434,0.74230206,0.98889536,0.9693324,1.3286312,0.7610589,1.1477481,1.2765615,0.64372367,1.1172317,1.2171843,0.9990471,1.0623275,0.5468476,0.9220993,0.98299867,1.1526268,1.2827429,0.7839105,0.89310384,1.2835233,0.9492757,1.31478,1.1439482,1.2953162,1.1906978,1.3502108,0.90302974,1.173461,1.2470366,1.395601,0.8322484,0.94858116,1.1018705,1.158385,0.8483517,0.8826497,0.86225426,0.8926205,0.9791191,1.245887,0.6929263,0.8214944,1.0142096,1.2512301,0.9109303,1.084067,1.0434877,1.1644576,1.173818,1.1701937,1.2488655,1.1507049,0.78779876,0.8671142,0.932733,0.9550303,1.2437268,1.2398527,1.2574599,1.1210356,1.0840684,1.0531669,1.1707816,0.912597,1.2567006,0.71050555,1.1668943,1.3190908,0.6708793,1.1894404,0.78969747,1.0419321,0.7786393,1.3615458,0.9767065,1.2035159,0.64259475,0.96405035,0.7930093,1.2814531,0.8807964,1.1768308,1.1138697,1.2411242,1.2655083,1.0570712,1.0656904,1.2763867,1.0108961,0.8109834,0.73189425,1.054079,1.3454129,1.108895,1.0311179,1.157857,1.2387325,1.0310138,0.80901957,1.2972934,0.0
