,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bread,0.8087276,0.8371421,0.50578505,1.4541085,0.588821,0.6991769,0.6013199,0.9865537,1.5270532,1.542633,0.6195387,1.4491606,1.2787769,1.1924152,1.4567084,1.4080322,1.0112956,0.6738285,0.84906304,1.0677102,0.0,1.0017313,0.96318144,0.7616804,0.8204588,0.91999537,1.2469074,1.2115802,0.7920462,1.3301123,1.2889274,1.0364783,0.25383997,0.67076457,1.408169,0.40322948,0.66496754,1.4008517,0.6630493,1.1565548,1.2219944,0.7799446,1.38468,1.0789405,1.2100372,1.1182321,0.5956969,1.2490674,0.9791107,1.2252816,0.85012954,1.2204496,0.68697166,0.70215964,1.0571965,0.646459,0.6648011,1.302347,0.79692805,0.98169875,1.218855,0.8027108,1.2980999,1.2622558,0.78007627,1.1922258,1.2907908,1.3650634,0.6011832,1.4549977,0.81268823,1.0018799,1.0068172,1.016989,1.0783322,1.3747303,1.2419462,0.12998772,0.6566662,0.7902594,0.8409596,0.9727969,0.48695928,1.2997013,0.9594358,1.4280941,1.3705649,1.260757,0.7971483,0.09680116,0.6963088,0.7726955,0.8062178,0.75109494,0.3908013,0.9789452,0.65182424,0.8453566,0.533874,1.1590121,0.9158437,1.3678577,1.1293627,1.0227667,1.3730705,1.3327739,1.3582535,1.1312788,1.1886438,0.9257383,1.1187062,1.3484085,0.7149059,0.5831789,1.1896198,0.61112773,0.6947797,0.86512816,1.1615587,1.4557711,1.3147826,0.5699097,0.6892087,0.77650595,1.2953155,0.9402036,0.9947766,1.0908041,1.1770096,1.2419603,0.9595781,1.1898996,0.67175424,1.3327895,1.2619957
bucket,0.88464534,0.7506971,1.0011575,1.2792045,0.84112877,0.78080136,0.8439941,0.38437212,1.0322365,1.0648601,0.8329101,1.012626,1.3242657,1.2420471,1.2981658,1.0503125,0.577222,0.5392992,0.3625226,0.6598215,1.0017313,0.0,0.924796,0.45398527,0.73715174,1.3542335,1.1684867,0.6230998,0.62066895,1.086509,0.7909969,0.9803516,0.9986524,1.1274989,1.2513242,1.0635535,0.85519236,0.94186836,0.4041618,1.0628245,1.1468958,0.8969208,1.1138085,0.8218955,1.2969955,1.2997439,0.8402128,1.1751468,1.1650848,1.2990094,1.251703,1.0760517,0.9671951,0.7098153,0.79682994,0.74856687,0.85343516,1.134116,1.1701748,0.9197217,1.0833431,1.1769224,1.4335382,1.3346155,0.85264456,1.1731534,1.083166,1.3961245,0.6956108,1.3916233,0.66210806,0.5988039,0.70515835,0.7862295,0.9508014,1.1714709,1.0680792,0.9874544,1.0949975,0.6042466,1.0787565,1.2689145,0.99750847,0.85715485,0.9518718,1.4170175,1.4433012,0.9129014,1.0470806,1.0228018,0.9327071,0.9713162,0.88761306,0.7294168,0.8665781,0.84552956,0.8139563,1.0554669,1.1509039,0.69533,0.6750486,0.9948447,1.1728444,1.280041,1.311236,1.0605878,1.4036412,0.87959874,1.1251736,0.8333872,0.63781494,1.1791902,0.77214783,1.0265392,0.8754909,0.88600147,0.62092733,0.6439361,0.8109918,1.307689,1.2275742,0.7317604,1.1211048,1.1145313,0.8483578,0.61859137,0.68927276,0.6395459,1.0563071,1.2306545,0.73870546,0.74249136,1.0421137,1.0944874,1.1625997
butterfly,0.5675221,1.2048117,1.0774074,1.1760503,0.98603415,0.95704174,1.0171838,0.7678244,1.208529,1.1550407,1.1808114,1.109844,1.1474135,0.9515996,1.1265984,1.1151856,0.8251438,0.99692094,0.9859869,1.0038035,0.96318144,0.924796,0.0,1.0626409,0.8889375,1.2144573,0.9580215,1.0568851,0.87843674,0.9996789,1.0332004,0.833246,0.8638628,1.0633352,1.19239,0.851513,1.0799961,1.0468621,1.0449141,1.0472467,0.9523631,1.0118492,1.1625873,0.778286,1.1210631,1.1381528,1.0297371,1.1081177,0.9010134,1.0818018,1.2056682,0.9274891,0.48132312,0.82209724,1.0418477,0.82518566,0.38367194,1.1362481,1.1257496,1.220575,0.9853999,1.1009109,1.2108629,1.2141073,1.0734135,1.1414969,1.1650381,1.1840291,0.93930197,1.3028705,0.9912848,0.9249207,0.818753,1.0460379,1.105276,1.1749178,1.0201811,0.95143026,1.1913178,0.8563292,1.129209,1.032771,1.0391381,1.1438524,0.04472965,1.2467976,1.3183708,0.8681927,0.8291474,0.9189719,1.094947,1.1182004,1.0940746,1.0860143,0.9610476,0.81759644,0.9249197,1.0279477,1.134208,0.92861986,1.0024409,1.1184939,1.0269943,0.9055792,1.0903733,1.1095254,1.153639,0.96612763,1.1729409,1.1279863,1.1428603,1.1122456,1.1542513,1.1473266,1.0941287,0.99706167,0.99443746,0.82489085,1.0279016,1.1755564,1.0928086,1.0499288,1.2379518,1.1626873,1.040188,0.8585558,0.9700847,0.93371,0.8185166,1.1454904,0.7757489,1.0333257,1.1199262,1.1103504,1.1187006
can,0.9485949,0.5066201,0.6474723,1.4667518,0.7887653,0.82644737,0.7321973,0.70400333,1.3264403,1.3351507,0.36173546,1.2288529,1.2386354,1.3503087,1.446029,1.3598517,0.8420391,0.29446757,0.57869935,0.86731076,0.7616804,0.45398527,1.0626409,0.0,0.72183216,1.1186137,1.32066,0.6851962,0.5906843,1.146188,1.0490208,0.9267846,0.98221654,0.8348651,1.3211035,1.06838,0.46448344,1.224597,0.25008297,1.3228414,1.2763827,0.73853534,1.0990232,1.0085087,1.2460904,1.2183158,0.5946914,1.1214956,1.1505193,1.3365006,0.93335253,1.2436867,0.7134115,0.6692952,0.819033,0.73541,0.94837505,1.2506578,0.80852854,0.76512134,1.1768646,1.0849148,1.3641976,1.4253991,0.67519754,1.064464,1.2799505,1.3845297,0.7437395,1.4583466,0.7703371,0.6246088,0.6786932,0.65438473,1.0559092,1.3198736,1.2775667,0.85758114,0.7136297,0.7375972,0.765699,1.2443595,0.6818507,0.96640754,1.0581475,1.4486339,1.3723954,1.1380997,1.1959012,0.9171471,0.4891135,0.6033435,0.86427575,0.47038442,0.5093215,0.9148536,1.0371253,0.7525438,0.87863886,0.90919083,0.69134253,1.1210624,1.1711044,1.0946727,1.3675447,1.3399513,1.3860538,1.0136112,1.2219238,0.8030942,0.76958716,1.367122,0.50416404,0.515166,0.86186373,1.0180705,0.58303,0.78173447,0.9947118,1.4173937,1.494771,0.6909705,0.7302063,0.65113175,1.0615702,0.7913006,0.9334408,1.0843421,1.138788,1.2132723,0.89902484,0.7678485,0.5257139,1.0517825,1.1180477
car,0.94458526,0.8977297,0.77748215,1.3613086,0.8790227,0.92803204,0.75313425,0.7311006,1.3339378,1.2662375,0.69195354,1.1626759,1.3218569,1.1440841,1.3730705,1.189479,0.755179,0.5384345,0.6940751,1.0382899,0.8204588,0.73715174,0.8889375,0.72183216,0.0,1.2785538,1.1424555,0.86052567,0.7339,1.1661723,1.1376256,0.9955292,0.95036423,1.0374346,1.2969894,1.0459932,0.7960326,1.2055378,0.5528781,1.2601073,1.1125809,0.8809828,1.2600021,0.9037584,1.2936049,1.2254852,0.72386056,1.153221,1.0619389,1.1541408,1.1658354,0.6758289,0.86067253,0.5256619,0.9823388,0.60069174,0.8411908,1.3360066,0.9531627,1.001153,0.9443364,1.2637432,1.3115811,1.3576252,0.79031146,1.1987293,1.3585461,1.3452117,0.75783163,1.3636272,0.6564613,0.6776432,0.80828863,1.0588653,1.1371973,1.415626,0.8832141,0.8663902,0.9604919,0.66424716,1.0582924,1.2020463,0.7800708,1.1279341,0.8892694,1.4151777,1.3865521,1.1155694,1.004299,0.8646233,0.70686144,0.7793953,0.89519125,0.7004485,0.6914494,0.846505,0.91815037,0.85868704,0.9947542,0.9415156,0.5093447,1.1778439,1.1792557,1.1729002,1.376718,1.0153265,1.3302755,0.8670783,1.2022395,1.0186433,0.8759228,1.064247,0.7911823,0.80817056,1.0891731,1.1248511,0.6938034,0.65632707,0.7367071,1.3716004,1.3638083,0.79004914,1.0521917,0.9758567,1.1643087,0.7253704,0.80338335,0.85599035,0.9218681,1.0641229,0.16492766,1.018561,0.8355738,1.152735,1.1650772
carrot,1.1977247,0.9309892,0.6899688,0.9397259,0.7943223,0.7628036,0.99619615,1.4131615,1.0225468,1.1095852,0.93172693,1.1273942,0.80833316,1.0109344,0.98270327,1.0414875,1.2586223,1.1848265,1.2401507,1.1451967,0.91999537,1.3542335,1.2144573,1.1186137,1.2785538,0.0,1.1533554,1.3274212,1.1931931,1.0687497,1.2364669,1.019984,0.9811934,0.6803197,0.97956854,1.0478276,0.7620995,1.1191095,1.2208744,1.0215554,1.1721075,1.1476631,1.0540272,1.2934687,0.849842,0.7609134,0.9219,0.9479413,0.78678817,0.94724035,0.5222954,1.0615679,0.9624896,1.3180819,1.1903828,1.2939049,1.215229,0.93224514,0.73592657,1.0196595,1.1255213,0.4167434,0.683017,0.78522164,1.0224,0.9259553,0.90378475,0.8656869,1.201409,0.8383298,1.263859,1.336849,1.2568055,1.0077664,0.88652116,0.9715705,1.0621353,0.97224444,0.5288522,1.380908,0.780773,0.84808403,0.74060065,1.1052673,1.2308707,0.8877844,0.7373657,1.0779141,1.1362419,0.97641647,0.91689795,0.8748198,0.8475937,1.081869,0.9757082,1.3045002,1.19792,1.012423,0.50697756,1.2879778,1.20667,1.106014,1.0018196,0.8746225,0.9347184,1.0263231,0.84527254,1.2562432,0.9475356,1.0718946,1.1225666,1.0240482,1.0186611,0.7246397,1.1221833,0.8177177,1.1514007,1.3642689,1.3210902,0.90354633,1.0421386,0.9651429,0.5790267,0.6233942,1.0097905,1.4092939,1.1461668,1.3047202,1.1305319,0.8659886,1.3286161,1.270571,0.7532965,1.0515007,0.9441321
cat,1.0949954,1.3061501,1.288805,0.7724235,1.2233982,1.2394265,1.2386583,1.1057394,0.7752342,0.7580334,1.3605844,0.8049044,0.95036274,0.2113831,0.6566774,0.86021423,1.0152848,1.2748027,1.1824305,1.0144385,1.2469074,1.1684867,0.9580215,1.32066,1.1424555,1.1533554,0.0,1.0877111,1.231425,0.9843559,0.8611002,1.0990212,1.1705006,1.2884384,0.7587284,1.057339,1.3771175,0.7917488,1.2925327,0.8770339,0.012074888,0.93137395,0.9111821,1.0132145,1.0671082,0.57977563,1.2527474,0.943111,1.0187721,0.7699071,1.2837113,0.9071111,1.1014845,1.1683028,1.0376947,1.1995668,1.0382222,0.9568985,1.1822743,1.1867675,0.87817955,1.1958618,0.92223597,1.0126815,1.185662,1.0128828,0.90985495,0.849218,1.0772119,0.8194032,1.2017331,1.1281682,1.1564139,1.1252201,0.98631203,0.92208207,0.9205522,1.1889423,1.3424273,1.1402546,1.3414545,0.93784475,1.2366126,0.9718286,0.96596766,0.788252,0.82619154,0.9162875,0.9956806,1.1531363,1.3145008,1.2611289,1.2314177,1.2929107,1.2556064,0.98509574,1.0719818,0.8354694,1.2541087,0.9379907,1.1448243,0.8711759,0.9349101,0.38886297,0.8961477,0.89061666,0.8701049,1.0008665,0.89123493,1.1426487,1.1123925,0.8776856,1.3002083,1.3448973,1.0406014,1.0627136,1.2684911,1.0603157,0.9622053,0.81929547,0.6972636,1.1915709,1.3540618,1.2501153,1.0361956,1.0745858,1.0144479,0.97120106,0.9363655,0.9330065,1.0499347,1.057781,1.3352127,0.9319608,0.9370126
chair,1.0762249,0.88143504,1.2347921,1.1173037,1.224966,1.1030536,1.1156778,0.519127,0.7618977,0.7245052,0.8531274,0.6406565,1.1278787,1.1431842,0.9775784,1.0565817,0.8710273,0.88483036,0.7742855,0.7747854,1.2115802,0.6230998,1.0568851,0.6851962,0.86052567,1.3274212,1.0877111,0.0,0.9345123,0.7897997,0.5846915,0.9148027,1.206126,1.0667952,0.83828044,1.1573554,1.0914019,0.6375248,0.82636416,1.0540535,1.0650285,0.92276216,0.65925217,0.7769517,1.0656767,1.2268709,1.1352626,1.0847164,1.2237467,1.1586633,1.1939534,1.0861257,1.1366414,0.8694025,0.94052154,0.896464,1.1092408,1.0068163,1.1667807,0.9199749,1.077128,1.3494545,1.1777912,1.1837937,0.9221558,1.1157637,1.0278128,1.0784004,0.9802207,1.1263839,0.80281144,0.613344,0.74524474,0.82752013,1.0333349,0.9715648,1.0592251,1.2246733,1.290268,0.77442086,1.0222623,1.2598151,1.2446226,0.5480959,1.0480516,1.0711039,1.0839235,0.9919953,1.0636867,1.2172256,1.0709695,1.0896304,1.0806347,0.698617,1.1194568,0.84353685,0.9452547,1.0085003,1.3227494,0.7892059,0.5970132,0.6194794,1.132088,1.1856837,1.0688751,1.1522095,1.1066296,0.9763892,1.0135899,0.8196769,0.6613358,1.0475967,0.97033596,1.127303,0.9164827,1.0957751,0.85386646,0.8075911,0.76795536,0.97109747,0.9437959,1.2077128,1.1702775,1.0892292,0.9301386,0.74923867,0.9674801,0.7123928,0.9174263,1.0230802,0.8390254,0.6594782,1.1700537,0.5596386,1.064225
clock,0.8195443,0.7437337,0.7875117,1.3707181,0.6239165,0.6826701,0.68982196,0.8011993,1.2823396,1.3167412,0.7344265,1.2573768,1.370206,1.236451,1.4779644,1.2216384,0.9067832,0.58698404,0.5119247,1.0520571,0.7920462,0.62066895,0.87843674,0.5906843,0.7339,1.1931931,1.231425,0.9345123,0.0,1.1534148,1.0371066,0.84834105,0.8179508,1.0240748,1.4196666,0.94464344,0.7468041,1.292579,0.4829402,1.0485631,1.2189391,0.9125431,1.1741599,0.7698866,1.2498144,1.045012,0.4679994,1.1040579,0.88074434,1.2613715,1.1528769,1.0713526,0.7721809,0.6891287,0.9288156,0.5819402,0.76183194,1.3267049,0.9177492,1.0630019,1.0960066,1.1119719,1.399362,1.3891065,0.7576736,1.1148208,1.2582891,1.391555,0.5894249,1.4476669,0.71631277,0.7831646,0.47365165,0.8636334,1.0253346,1.4187865,1.1433105,0.7447654,0.83684397,0.7325045,0.93887633,1.1055266,0.77808785,1.1577705,0.9121866,1.5159774,1.4586647,1.0698181,1.1074092,0.8473694,0.6903748,0.7540745,0.89838254,0.80402416,0.66944754,0.9344407,0.8673284,0.923201,0.93865675,1.0665535,0.7643125,1.2326249,1.0869507,1.1193433,1.4331561,1.1848612,1.4380867,1.004012,1.2449765,0.8908834,0.7623701,1.2496803,0.7932712,0.8364816,1.0823858,0.93684304,0.5363327,0.6162929,1.0039377,1.4005742,1.3969283,0.51212615,0.969266,0.97718686,1.0375712,0.8772688,0.9735534,0.8915036,1.06023,1.2505058,0.8149737,0.87854403,0.7403399,1.1208302,1.1252853
closet,1.0782318,1.2490859,1.3303277,0.77397525,1.3163544,1.2715981,1.2102759,1.0345389,0.53439,0.6770627,1.2317498,0.7369112,0.82207286,0.9593327,0.8939581,0.95671254,1.1285782,1.2122442,1.1895924,0.95552367,1.3301123,1.086509,0.9996789,1.146188,1.1661723,1.0687497,0.9843559,0.7897997,1.1534148,0.0,0.824267,1.0540079,1.2068697,1.1390648,0.779686,1.1308695,1.2958391,0.6758427,1.2374613,0.91730076,1.0302756,1.2276726,0.3749066,0.8705671,0.8497406,0.90186983,1.2972246,0.77843547,1.0297959,0.91366935,1.1427588,0.8492248,1.2060997,1.1353769,1.1416625,1.1723653,1.1451257,0.78900105,1.0944932,1.1732346,0.95328313,1.2227492,0.8214248,0.8377099,1.2480862,0.91464955,0.9121922,0.8489251,1.2005867,0.8055769,1.102899,0.9600295,0.8695371,0.9953509,1.0327668,0.90654165,0.90542835,1.2934841,1.2966032,1.1996379,1.0682504,0.9275312,1.3157294,0.6109144,0.9849798,0.8050072,0.8479606,0.90215456,0.9575819,1.2776961,1.2362471,1.1778828,1.1965383,1.2973325,1.2463789,0.9679216,1.1034746,1.1166791,1.2987475,0.9813093,1.2361023,0.48897302,0.93029964,1.0594784,0.7142387,0.87351245,0.7968535,1.1003813,1.0347364,1.108607,1.0195634,0.83065283,1.3172923,1.2695601,1.0994431,1.1707054,1.2200027,1.1054332,0.99303645,0.68278754,0.7844637,1.2942353,1.2404153,1.1601529,0.9353961,1.1507722,1.1253504,1.0140355,0.8041339,0.90737605,1.0117973,0.8409692,1.2787509,0.47917825,0.83791363
coffee,1.1404134,1.1162117,1.3141593,0.6857764,1.1982526,1.1408867,1.2477939,0.8479059,0.64838755,0.6204236,1.2560561,0.6003289,0.9436187,0.8594786,0.7777413,0.84047914,0.97072446,1.1370447,0.8717071,0.79520655,1.2889274,0.7909969,1.0332004,1.0490208,1.1376256,1.2364669,0.8611002,0.5846915,1.0371066,0.824267,0.0,1.170101,1.2226834,1.2933813,0.60449314,1.1103535,1.3913962,0.61972463,1.0406786,0.70821995,0.8568592,0.9745635,0.7329773,0.8886548,1.0029919,1.1240852,1.2391455,1.0874945,1.1555523,0.97882396,1.2630483,1.0036454,1.3113567,1.0995862,0.96036506,1.203566,1.1958447,0.755208,1.2749808,1.0595279,0.99996823,1.2627916,1.072581,0.9124927,1.1980807,1.0875121,0.85823274,0.8888596,1.0189184,0.8361765,1.109517,0.91193944,0.97628313,0.9714807,1.0491103,0.79675436,0.9156538,1.223723,1.3348383,1.0097147,1.216662,1.0539026,1.2998006,0.64328647,1.0219253,0.7934921,0.8830942,0.88231105,1.0150999,1.2201747,1.3312384,1.2787029,1.1963311,1.1244582,1.2451096,0.9779616,0.8560486,1.1314961,1.2836902,0.81050956,1.0278902,0.6073262,1.0541717,1.0686715,0.8985253,0.96857476,0.90097415,1.0246515,0.89640146,0.9523055,0.8559022,0.9053022,1.221776,1.3205588,0.97031605,1.0754192,1.1731333,1.0068222,0.78582,0.77083933,0.52320635,1.175315,1.308538,1.2782614,0.9091626,0.9530863,0.9561822,0.73096573,0.9556502,0.88209295,1.0093389,0.74901396,1.3941481,0.7166653,1.0627753
comb,0.770386,0.8862083,1.0743912,1.1109213,1.0376339,1.0255476,0.8857936,0.88022166,1.1713073,1.1297187,0.87139124,1.1053025,1.1596441,1.1380198,1.137372,1.0541866,0.9674282,0.93257976,0.9812958,1.0261333,1.0364783,0.9803516,0.833246,0.9267846,0.9955292,1.019984,1.0990212,0.9148027,0.84834105,1.0540079,1.170101,0.0,1.0199414,0.91975987,1.2354871,1.1023408,0.7603502,1.0981014,0.9680054,1.0908849,1.10241,1.0755718,1.1420308,0.8656357,1.1443826,0.95419914,0.9823617,1.015865,0.9354988,1.1694845,1.0061717,0.97386956,0.72742593,0.8841971,0.9409772,0.7308292,0.78509307,1.102252,1.0275152,0.8883212,1.0160125,0.9059013,1.1268895,1.1103492,1.0089886,0.99991035,1.1188083,1.2340055,1.0346637,1.1806264,0.7643152,0.9475453,0.82593787,0.83524096,0.9816552,1.021388,1.117779,1.0011076,1.0435292,0.9249624,0.88965017,1.0276731,1.0651531,1.0883685,0.8606896,1.2000467,1.2348413,0.93489516,0.9877365,1.00656,0.85312414,0.8856867,0.94779927,0.70883274,0.9682516,0.88624656,1.0592394,1.108391,1.0693314,1.0362817,0.9908269,1.1259915,0.9644114,0.96995366,1.1134571,1.0711515,1.2318742,0.94559616,1.2228576,0.7718885,0.79739165,1.160394,0.8610238,1.033718,0.7983178,1.0200285,0.6815691,0.72315776,1.1266093,1.215404,1.2547612,1.0364906,0.99821484,0.8526851,0.78186405,0.94358784,1.0616257,0.96021384,1.0121901,1.2293288,1.0163388,1.034741,0.9054307,1.1158228,1.04159
cookie,0.68358856,1.0398637,0.8014703,1.3416759,0.68813586,0.7313235,0.68912375,0.9897579,1.3668495,1.4180734,0.9418872,1.3608629,1.2977929,1.1168044,1.3998616,1.2665352,0.94638336,0.8508755,0.9080442,1.0348208,0.25383997,0.9986524,0.8638628,0.98221654,0.95036423,0.9811934,1.1705006,1.206126,0.8179508,1.2068697,1.2226834,1.0199414,0.0,0.79188627,1.3853333,0.13885134,0.8589371,1.3257645,0.8692015,1.0052105,1.1623591,0.89089596,1.2912154,0.914894,1.1798526,1.0880704,0.7977401,1.2171988,0.9023168,1.189664,0.96905875,1.1815321,0.81654716,0.79230297,1.0524738,0.63293254,0.4960863,1.1866237,0.9777799,1.1174133,1.1762334,0.7643019,1.2871864,1.1814318,0.97538596,1.2039832,1.212563,1.3236811,0.68562603,1.417231,0.84601545,0.96412027,0.9393543,1.0057533,1.0639776,1.2773438,1.1299818,0.36148274,0.89696854,0.7865846,0.98884755,0.9887386,0.7720238,1.2664429,0.87886244,1.3641278,1.3796822,1.1217545,0.6229142,0.30718446,0.90283155,0.95285094,0.880677,1.0121651,0.63699806,0.9181104,0.531078,0.96814245,0.77937806,1.0736642,0.946641,1.2597446,1.0824058,1.0766711,1.2893667,1.194778,1.3185036,1.0777144,1.1158894,0.93018794,1.1387279,1.2399652,0.959263,0.8922213,1.2021195,0.5119921,0.73408663,0.8271688,1.1038973,1.3639932,1.1594458,0.6784071,0.89908934,0.93044615,1.1010206,0.9377607,1.0072045,0.93455297,1.1121521,1.2162144,0.98130304,1.1126516,0.9238101,1.2805883,1.2394869
