,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
rock,1.0179086,0.9953347,1.1697042,0.8183246,1.1534894,1.1956613,1.1992397,1.0430107,0.8996124,0.7940563,1.1070201,0.9662222,0.875929,1.0241559,0.73728555,0.95573336,1.1264585,1.2197797,1.2302848,1.1693469,1.1293627,1.1728444,1.0269943,1.1711044,1.1792557,1.0018196,0.9349101,1.132088,1.0869507,0.93029964,1.0541717,0.9644114,1.0824058,1.0980518,0.94951546,1.0717891,1.1433592,1.0110191,1.2133439,1.0476458,0.9787148,1.1656718,0.9404257,1.0927187,0.9925355,0.8536633,1.1501992,0.56304365,0.9223261,1.075041,1.0567188,1.0540267,1.1224171,1.1056843,1.0243406,1.039902,1.0722027,1.1494899,1.1738203,0.87845725,0.82314456,1.1936741,0.9689973,0.93361735,1.184154,0.66430426,0.9595202,0.8124052,1.0390444,0.7334839,1.1244311,1.1981006,1.0945206,1.0028269,1.0151734,0.85723424,0.9162092,1.0467908,1.1430833,0.9494969,1.0548275,1.0758429,1.175395,1.1516805,1.0181899,0.8525524,0.8168422,0.9812087,1.145405,1.1259285,1.1216073,1.1004645,0.9649854,1.0371743,1.0646466,1.1339748,1.2099588,1.1775433,1.1379058,0.927739,1.1679045,1.1110191,0.0,1.058456,0.8958083,0.92355525,0.83924747,0.8936984,0.9940547,1.0963676,1.1594073,0.84863174,0.9781393,1.1505922,0.7873274,1.0893315,1.1414099,1.0245191,0.97819996,0.86199856,0.95292634,1.1152515,1.0696915,1.0402547,1.0334386,0.8850561,1.1797976,1.1410677,0.9827976,0.9010811,1.1167367,1.0952486,1.080291,1.0190612,0.6161096
rooster,0.92959934,1.108043,0.9726755,1.0056449,1.0620598,1.1114546,1.0907824,1.3466125,0.97943246,1.0349803,1.0240793,1.016633,0.9196754,0.42683595,0.8810475,1.0947638,1.232039,1.1216538,1.2053745,1.1918243,1.0227667,1.280041,0.9055792,1.0946727,1.1729002,0.8746225,0.38886297,1.1856837,1.1193433,1.0594784,1.0686715,0.96995366,1.0766711,0.9955659,0.9076303,1.0496383,1.0924958,1.045102,1.1587162,0.98579246,0.36586618,0.95347506,0.97105086,1.1232822,0.98723286,0.5246372,1.0111451,1.0003427,0.888854,0.8008118,0.9774331,1.0468494,0.74237317,1.1742159,1.1576611,1.1760945,0.95819545,0.9517578,0.79424566,1.1239389,1.0200077,0.9407814,0.80067134,1.0767332,0.92851067,0.99467,1.0926154,0.94268703,1.1167185,0.9846607,1.2352765,1.2084335,1.1551721,0.96352684,0.952422,1.0747715,1.1704873,0.99578804,0.9889487,1.2719891,1.0088599,0.7894992,0.9620962,1.0217665,0.9345479,0.95470774,0.8847622,1.0330842,1.0718602,0.99060965,1.0072569,1.0253631,1.1586664,1.1428663,1.0695747,1.0456891,1.1889703,0.5847409,0.934641,1.1410189,1.1477705,0.95155466,1.058456,0.0,0.954736,1.2028188,0.9343887,1.1818279,1.052664,1.0858026,1.1235878,1.114907,1.1770507,0.9375521,1.1439298,1.0564058,1.1747588,1.1359376,1.2715359,0.9312407,1.0102082,1.0749549,0.99248326,0.95601183,1.2476636,1.2633044,1.228195,1.2508695,0.9884385,1.0105785,1.2087388,1.1993271,0.918841,0.9560574,1.0027108
scarf,1.0949583,1.1513903,1.368858,0.548475,1.374249,1.3379717,1.3423238,1.2218621,0.65715134,0.6472376,1.3137237,0.7559496,0.4778731,0.8751861,0.45536983,0.79208934,1.1877884,1.4548004,1.4102566,1.0018169,1.3730705,1.311236,1.0903733,1.3675447,1.376718,0.9347184,0.8961477,1.0688751,1.4331561,0.7142387,0.8985253,1.1134571,1.2893667,1.0938816,0.58422405,1.165843,1.4042584,0.7639883,1.480729,0.8337156,0.9246564,1.2182738,0.7233738,1.1487045,0.54294854,0.9080508,1.4271511,0.6974703,1.1044171,0.73300666,1.0427572,0.8777297,1.3023425,1.4089592,1.0995759,1.4171237,1.3026206,0.63457614,1.1001258,1.0127059,1.002069,1.0671399,0.58621025,0.6655202,1.1600643,0.7341081,0.77299845,0.4921037,1.3260818,0.39771008,1.3106345,1.2611768,1.2602599,1.0239887,1.0241681,0.47312963,0.9360415,1.3081764,1.2506142,1.3019729,0.8887074,0.713705,1.3509011,0.8346915,1.0615903,0.4329896,0.4185179,0.8410242,0.9658006,1.3183012,1.3692191,1.2977126,1.2529804,1.3020291,1.4442081,1.1995864,1.1954207,1.1392822,1.2284638,0.92603993,1.326545,0.7331158,0.8958083,0.954736,0.0,0.84970194,0.40453392,1.0337837,0.81602705,1.1259798,1.1755645,0.82696897,1.2813803,1.2708465,0.95702904,1.1515836,1.4351072,1.4010487,1.0248344,0.4819411,0.6849718,1.3929598,1.1529267,1.2397221,0.9853371,1.2038983,1.1776148,1.1225275,0.9518477,0.7681088,1.2774881,0.9972837,1.2876309,0.8350342,0.7197702
scissors,1.0590662,1.292757,1.2436857,0.69100857,1.1463144,1.1131423,0.9509485,1.0550787,0.7369671,0.7351631,1.3865645,0.8276522,1.014907,0.9567688,0.86114436,0.4974746,0.9092367,1.2806997,1.1988466,0.8032917,1.3327739,1.0605878,1.1095254,1.3399513,1.0153265,1.0263231,0.89061666,1.1522095,1.1848612,0.87351245,0.96857476,1.0711515,1.194778,1.243042,0.77538,1.1644334,1.171257,0.6553491,1.2785822,0.894256,0.92373705,1.1755216,0.93395936,0.9818426,1.0270507,1.0374073,1.2687505,0.9315535,1.0544205,0.87043786,1.1826574,0.7696781,1.2833796,1.155607,1.0535767,1.1016119,1.06605,0.9368477,1.2479796,1.1706443,0.8082931,1.1095983,0.9165956,0.81240726,1.253723,0.9937603,0.65726805,0.85732055,1.2588063,0.701442,1.0030264,1.0268421,1.0712961,1.156078,0.95641005,0.8257592,0.34651083,1.2919338,1.1940846,1.1477238,1.3198811,0.9932276,1.1906484,1.0198231,1.1082953,0.83135015,0.8707426,0.8273648,1.0005249,1.2049862,1.2449524,1.168496,0.9455439,1.3135169,1.2684927,1.1514245,1.1612912,1.3142364,1.1999663,0.9832133,1.1866163,0.9488982,0.92355525,1.2028188,0.84970194,0.0,0.9057015,0.93715096,0.89874405,0.9822873,1.127807,0.38305116,1.2325324,1.3440562,1.057214,1.1772214,1.0486666,1.0208123,0.61935747,0.8014274,0.69618696,1.030325,1.3182515,1.3008825,0.6391391,1.1451335,0.5634829,0.98610264,0.9572784,0.8071831,0.94165003,0.93470156,1.2340438,1.0652225,0.9526026
shirt,1.2459781,1.2099893,1.2415442,0.5672302,1.3399092,1.33962,1.3929702,1.334254,0.6498455,0.68943506,1.3018336,0.81356585,0.2161808,0.863378,0.49830276,0.85607463,1.2971694,1.4146992,1.4383141,1.1204262,1.3582535,1.4036412,1.153639,1.3860538,1.3302755,0.84527254,0.8701049,1.1066296,1.4380867,0.7968535,0.90097415,1.2318742,1.3185036,1.0863011,0.57449645,1.2187862,1.4163883,0.8206668,1.4625343,0.87545615,0.90610343,1.2878809,0.68813574,1.2247493,0.5052494,0.8810279,1.3584818,0.6737182,1.0434586,0.5889021,0.9875824,0.9765779,1.3311131,1.410954,1.1453247,1.4299737,1.3643334,0.73461866,1.0139165,1.0422881,0.84662986,1.0971122,0.50069785,0.7156213,1.1529261,0.66456115,0.8557724,0.12123275,1.3381776,0.39912003,1.391551,1.2941905,1.3041496,1.2061646,1.0515988,0.71477807,0.8755035,1.3213435,1.1592269,1.4468675,0.94694537,0.92535406,1.2417611,0.80721647,1.1446221,0.29467094,0.31870306,0.92759484,1.0876421,1.3419063,1.3186939,1.2409257,1.2294984,1.4118489,1.3631783,1.1960273,1.2616441,1.0921537,1.1425693,1.0385067,1.2985675,0.72203493,0.83924747,0.9343887,0.40453392,0.9057015,0.0,1.0919054,0.67499185,1.2719959,1.2312101,0.74986774,1.338859,1.1738309,1.0337547,1.2715527,1.5345808,1.3884733,0.9653089,0.27590448,0.60790783,1.3776554,1.141611,1.1523153,1.1558363,1.3503801,1.260474,1.20378,0.86447406,0.6283516,1.2020882,1.0912204,1.2429276,0.7846775,0.6388793
shoe,0.94433033,0.7616441,1.1862597,1.0473087,1.1397129,1.068589,1.0906259,0.74068046,1.1488464,1.0351162,1.0614133,1.012458,1.0842551,1.0330987,0.9208825,0.9969083,0.88139623,1.0482972,1.001822,1.0125406,1.1312788,0.87959874,0.96612763,1.0136112,0.8670783,1.2562432,1.0008665,0.9763892,1.004012,1.1003813,1.0246515,0.94559616,1.0777144,1.0640755,1.1030066,1.0552119,1.109883,1.0546583,1.046949,1.1028225,0.9943308,0.96539694,1.2002115,0.8461701,1.0685163,1.1819769,1.1367496,1.0607312,0.9930152,1.1417024,1.0997713,0.9822172,1.1445723,0.9605901,0.5211457,0.94527364,0.9987513,1.0601907,1.0805767,0.44883883,0.9568856,1.2081276,1.1298355,0.9953897,0.9554419,1.0372891,1.0040386,1.1240557,0.986229,0.93635535,0.8895718,0.8779418,0.91726947,0.9882095,1.0891001,0.76470745,0.9543369,1.1185012,1.2013177,0.66227144,0.96450615,1.0850618,1.1807069,1.0814741,0.94377244,1.0424044,1.0202373,1.0766692,0.9588082,1.1371658,1.1425132,1.1632168,0.90777373,0.7530164,1.1299586,0.9270257,1.0350059,1.0971644,1.2034043,0.66320884,0.9579602,1.1501766,0.8936984,1.1818279,1.0337837,0.93715096,1.0919054,0.0,0.9644783,0.9642075,1.0470735,1.0667316,0.60784507,1.2040076,0.4032476,1.0199033,0.86407244,0.83895814,0.7461588,1.1355029,1.1582663,1.0479884,1.0190862,1.1631517,0.88081515,0.5441592,0.99414665,0.83415383,1.0230309,0.97517884,0.86783123,0.8704685,1.0779785,1.1931566,1.0198967
shorts,1.1375043,1.0525274,1.173099,0.7037824,1.1382272,1.0978323,1.2055337,1.1730573,0.7938648,0.8602911,1.1539212,0.8719845,0.7938488,0.8129811,0.7542865,0.79711825,1.0372933,1.2556773,1.1425418,0.9089013,1.1886438,1.1251736,1.1729409,1.2219238,1.2022395,0.9475356,0.89123493,1.0135899,1.2449765,1.0347364,0.89640146,1.2228576,1.1158894,1.1355159,0.8124186,1.0106837,1.1812726,0.9879341,1.1945719,0.99442226,0.8963984,1.0256574,0.94498944,0.98014814,0.7648554,1.0237176,1.2047333,1.0536659,0.9983262,0.853705,0.8003484,1.1222116,1.2424484,1.2090523,1.0319681,1.2254585,1.1874266,0.70945245,1.1372236,0.857622,1.0276837,0.91238284,0.859023,0.5951111,1.1472957,0.98249555,0.87385297,0.6784953,1.1748822,0.6803553,1.0816083,1.0072894,1.2302234,1.1767482,1.0366107,0.73901665,0.9924073,1.1809441,1.033315,1.1939516,1.1233058,1.0466175,1.1806117,0.7802727,1.1948926,0.6558933,0.65152556,0.9435011,1.0742536,1.1528054,1.1538887,1.0739715,1.0810821,1.1587577,1.2281575,1.0585415,1.0612658,1.0980703,1.090036,0.954367,1.0477968,0.88830686,0.9940547,1.052664,0.81602705,0.89874405,0.67499185,0.9644783,0.0,0.98274946,1.0172988,0.9505355,1.0577005,1.1708851,0.9157233,1.0230888,1.2153046,1.1644884,0.9644457,0.7075437,0.78916264,1.1441742,0.95512694,1.0677977,0.9876872,1.1680329,1.1434113,0.9384952,1.0400313,0.7963127,1.1639817,0.95502937,1.187926,0.95513403,0.9869069
shovel,0.9593214,0.78713936,1.0041673,1.0271195,1.0311666,0.98879075,0.8318764,0.92736936,1.13201,1.1970239,0.83288085,1.1717242,1.1341957,1.1163971,1.2417512,1.0393007,0.9835686,0.86740047,0.92740387,1.0126926,0.9257383,0.8333872,1.1279863,0.8030942,1.0186433,1.0718946,1.1426487,0.8196769,0.8908834,1.108607,0.9523055,0.7718885,0.93018794,0.8716472,1.2281975,0.8847753,0.76068527,1.1429335,0.8610603,1.0648091,1.1176769,0.88619757,1.1276275,0.95728713,1.0286734,1.10568,0.98197985,1.1794398,1.0959476,1.2028027,0.9070565,1.1335675,1.0635749,0.94618326,0.9836646,0.6243082,0.9902662,0.84032327,0.9491677,0.83116496,1.2440453,0.98209155,1.1582665,0.9195765,0.9086615,1.1251954,0.9037903,1.2758296,0.9615715,1.1906338,0.38805413,0.77870774,0.8069272,0.6760769,1.0448413,0.9520104,1.2304984,0.99656826,0.9995617,0.8223764,0.8462739,1.1065742,1.0040822,0.96440554,1.135306,1.2236362,1.174449,1.0869792,1.0230417,0.94093114,0.84136295,0.8757664,0.8790418,0.735199,1.0366706,0.90986353,0.90871125,1.0164353,1.0117097,0.9239186,0.84486604,1.0575477,1.0963676,1.0858026,1.1259798,0.9822873,1.2719959,0.9642075,0.98274946,0.0,0.85181606,1.2262678,0.80319107,0.9778541,0.9570163,0.7864822,0.3249566,0.79886395,0.98932594,1.1928556,1.1352633,0.97452426,0.87345135,0.92055726,0.63344234,0.89756477,1.0793391,0.819319,1.148118,1.1893225,1.1031741,0.8239293,0.79984176,1.1115377,1.1690899
sink,1.0479285,0.84525853,1.1685953,1.0784276,1.0756804,0.99888766,0.9389166,0.80399185,0.6743832,0.72590554,0.79630053,0.6691507,1.2027477,1.0847298,1.0774295,0.83889186,0.8575503,0.8882258,0.4169829,0.95733374,1.1187062,0.63781494,1.1428603,0.76958716,0.8759228,1.1225666,1.1123925,0.6613358,0.7623701,1.0195634,0.8559022,0.79739165,1.1387279,1.1438296,1.0666467,1.1860473,0.83451945,0.8611472,0.7166308,0.7672086,1.1182266,1.1590679,0.8609925,0.6634761,1.0897466,1.0998874,0.95904016,1.0551941,1.1158957,1.1679811,1.1267862,1.0450386,1.0424497,1.0550872,1.0361695,0.90544164,1.1125178,0.990614,1.1851966,1.0580128,0.95756394,1.0228449,1.1510681,1.1219006,1.0426048,1.0506235,0.98010695,1.2429099,1.0238911,1.0807652,0.7395322,0.87380695,0.8152279,0.8499873,0.8518221,1.1477395,1.1620002,1.1556237,1.1121497,0.89546525,1.0766813,1.1444268,1.1805898,0.6161651,1.1348548,1.2116554,1.0975673,0.8550999,1.0545175,1.1490963,0.77496964,0.7452929,1.198435,0.72587717,0.99668473,0.9994171,0.684538,1.229404,1.203693,1.025088,0.6186974,0.79971874,1.1594073,1.1235878,1.1755645,1.127807,1.2312101,1.0470735,1.0172988,0.85181606,0.0,1.0977242,0.9560665,0.96624,0.9989601,0.87731856,0.8023501,0.9490704,1.1180745,1.0800153,0.98289305,1.0362597,1.1287341,0.90198314,0.8151609,0.90604967,1.0449663,0.508809,1.0991806,1.1525447,0.957166,0.93111646,1.0398239,0.8719243,1.0362452
slide,1.1841292,1.3064879,1.2229266,0.74344844,1.1967338,1.1687012,1.0696834,1.1401813,0.61412054,0.6010915,1.3486085,0.69780284,0.86833787,0.95414615,0.77178204,0.48475814,1.1111996,1.2989461,1.2001002,0.979408,1.3484085,1.1791902,1.1122456,1.367122,1.064247,1.0240482,0.8776856,1.0475967,1.2496803,0.83065283,0.9053022,1.160394,1.2399652,1.2042093,0.65700394,1.1993908,1.2641218,0.60430175,1.3046718,0.82033277,0.9201885,1.1809723,0.7499537,1.1177378,0.9497675,0.9915247,1.2626164,0.8283043,1.1084503,0.7714244,1.1919475,0.7195165,1.2722709,1.2066104,1.1530468,1.2593727,1.2261857,1.0055652,1.2433602,1.2720946,0.4931023,1.1540936,0.86103755,0.9174012,1.3250759,0.9093052,0.66846234,0.7004118,1.2749615,0.65121233,1.2573438,1.1858224,1.1933517,1.107855,0.9884041,0.90273786,0.33116043,1.3069526,1.1923959,1.2522318,1.3239168,1.046021,1.2065467,0.9449793,1.1107091,0.71568984,0.76649547,0.89819205,1.051087,1.2354164,1.2367858,1.1641924,1.0810246,1.4115307,1.2764505,1.1770362,1.1537597,1.235274,1.1988688,1.1369132,1.096148,0.8488528,0.84863174,1.114907,0.82696897,0.38305116,0.74986774,1.0667316,0.9505355,1.2262678,1.0977242,0.0,1.3705583,1.2613125,1.1127441,1.1781,1.3428779,1.2015842,0.71652895,0.71135044,0.590598,1.1585629,1.3306339,1.256621,0.8582698,1.2147576,0.73658234,1.0329816,0.75824815,0.6996684,0.9730643,1.0830133,1.2917931,0.8442424,0.85486245
slipper,0.9345968,0.19550818,0.61802965,1.2948344,0.7434224,0.7695851,0.7975352,0.810125,1.4592052,1.3750978,0.41830784,1.3091768,1.2416785,1.3252099,1.2802186,1.2880869,0.8955801,0.5775321,0.8028513,1.0327786,0.7149059,0.77214783,1.1542513,0.50416404,0.7911823,1.0186611,1.3002083,0.97033596,0.7932712,1.3172923,1.221776,0.8610238,0.959263,0.77882415,1.3560368,1.1022513,0.40980983,1.3962581,0.5818262,1.3987906,1.2666198,0.8210734,1.3723472,1.0587616,1.1324942,1.2191482,0.6270206,1.1973327,1.0667458,1.3920759,0.6694133,1.2857945,0.83935285,0.7960089,0.50007457,0.74473906,0.99159485,1.361292,0.75462025,0.28859806,1.2271787,0.93642175,1.3443317,1.1140712,0.6401465,1.1046984,1.2076997,1.343828,0.8201603,1.2438302,0.6875987,0.8207669,0.927704,0.8155885,1.1199886,0.97519606,1.2573345,0.7862517,0.5848727,0.6358014,0.62516826,1.169793,0.65255797,1.3097639,1.1388899,1.3369623,1.2307818,1.1809777,1.2229027,0.86277926,0.5579289,0.6449377,0.625363,0.31731123,0.6492297,1.0947089,1.1546966,0.8162929,0.6835235,0.9878639,0.7894541,1.4294755,0.9781393,1.1770507,1.2813803,1.2325324,1.338859,0.60784507,1.0577005,0.80319107,0.9560665,1.3705583,0.0,0.57813954,0.38940918,0.9692148,0.58472335,0.83901054,1.0366191,1.4424262,1.55854,0.6860962,0.41420555,0.5941861,0.9067819,0.6732003,0.9455074,1.1566095,1.3004649,1.2532424,0.98076093,0.9857292,0.43634772,1.3278565,1.1826476
soap,1.0632389,0.59643227,0.36919808,1.3590786,0.67289835,0.8147247,0.68377274,1.1682757,1.3960781,1.4198964,0.29887128,1.347051,1.0645832,1.3078588,1.3411107,1.3141809,1.0702845,0.42588246,0.8253583,1.1857133,0.5831789,1.0265392,1.1473266,0.515166,0.80817056,0.7246397,1.3448973,1.127303,0.8364816,1.2695601,1.3205588,1.033718,0.8922213,0.6281953,1.2906231,1.017926,0.31356716,1.3914263,0.5003952,1.3052783,1.3136606,0.8698507,1.2453402,1.2256434,1.0573782,1.037014,0.51528764,1.0908477,0.93925834,1.183769,0.61698616,1.2375612,0.66737735,0.8527695,1.021326,0.90137607,1.0406263,1.2477272,0.54810476,0.83653194,1.1344415,0.74868476,1.0880109,1.2004468,0.62972975,1.0210392,1.268745,1.1830709,0.8565902,1.2763082,0.9563773,1.0667503,1.0296148,0.8989225,1.0283887,1.3444443,1.2702947,0.7173854,0.31268585,0.96219134,0.63040584,1.0398165,0.46919894,1.2463313,1.1348046,1.2643621,1.1544638,1.2454731,1.2333382,0.7710267,0.27345085,0.351678,0.7951432,0.6546766,0.39836228,1.1323757,1.0940342,0.65159905,0.50485575,1.2583778,0.87479335,1.3416449,1.1505922,0.9375521,1.2708465,1.3440562,1.1738309,1.2040076,1.1708851,0.9778541,0.96624,1.2613125,0.57813954,0.0,1.0733101,1.0469354,0.8111928,1.0811354,1.2613839,1.3256395,1.4402581,0.689741,0.43610215,0.40898192,1.2400168,1.0291122,1.0329765,1.3359958,1.2280225,1.125336,1.0973363,1.1652068,0.3048594,1.2046525,1.084442
sock,1.0312376,0.4640295,1.1352547,0.927477,1.09721,1.0415457,1.1378677,0.8658762,1.1228812,0.98959446,0.95691854,1.0054328,0.97258264,1.1042325,0.796372,0.98857033,0.9860461,1.047964,1.0025785,1.0271808,1.1896198,0.8754909,1.0941287,0.86186373,1.0891731,1.1221833,1.0406014,0.9164827,1.0823858,1.0994431,0.97031605,0.7983178,1.2021195,0.98656356,1.0458875,1.1753217,0.94866097,1.0706145,1.0207957,1.0896245,1.0310719,0.94236416,1.1347299,1.007908,0.94728744,1.1436862,1.1044023,1.0452912,1.0601197,1.2254779,0.86667305,1.1113205,1.1319758,1.1225348,0.36059123,1.1480465,1.1372167,1.104445,1.0920566,0.22523963,1.0561584,1.0670303,1.1453491,0.8609741,0.97192734,0.9621974,1.0030606,1.0548955,1.097691,0.8985877,1.0310419,0.9817688,1.0573946,0.7861141,1.1033143,0.52485055,1.058836,1.1506239,1.0481807,0.73579526,0.8319585,1.0816401,1.161526,1.0780094,1.0623721,0.9310563,0.9634608,1.0061647,1.079073,1.1958452,1.0782825,1.0936421,0.8632131,0.6325077,1.1569086,1.0867728,1.1434152,0.9884521,1.0875415,0.7746492,1.0301765,1.1310089,0.7873274,1.1439298,0.95702904,1.057214,1.0337547,0.4032476,0.9157233,0.9570163,0.9989601,1.1127441,0.38940918,1.0733101,0.0,0.9964433,0.9884993,1.0217514,0.9951878,1.0869795,1.1774784,1.075859,0.7911836,0.9452254,0.7548162,0.6107651,1.0091746,1.0145198,1.0853568,1.1149083,1.0876526,0.9215239,0.94572294,1.1056182,1.0133696
soup,0.9283816,0.96852404,0.8995721,1.1838347,0.767489,0.71838135,0.93982196,0.99327654,1.1004455,1.1532791,1.056646,1.1131401,1.1803942,1.0031703,1.1538012,1.0786053,0.95848376,1.050833,0.72459537,1.0532821,0.61112773,0.88600147,0.99706167,1.0180705,1.1248511,0.8177177,1.0627136,1.0957751,0.93684304,1.1707054,1.0754192,1.0200285,0.5119921,0.82980794,1.2198373,0.56400764,0.9181456,1.1460502,0.9619238,0.7656574,1.0678862,0.9846216,1.1710807,1.0460806,1.0289222,1.0507125,0.8751122,1.2487056,1.0516605,1.1274661,0.9325734,1.1073079,1.0024886,1.1230359,0.9314597,0.96704453,0.87713945,1.0337116,1.0721767,1.070775,1.1798424,0.715216,1.1436408,1.035232,1.0505522,1.1865568,0.9277556,1.3137627,0.85574543,1.223183,0.881364,1.1266819,1.0418363,0.8723941,0.9173485,0.9796041,1.2015703,0.67072177,0.9111064,0.8754242,0.9803307,1.0456241,0.88076115,1.0448828,0.998978,1.2669222,1.2351325,1.0485481,0.6376214,0.6495694,1.057677,1.042743,0.96991926,0.9953284,0.8475983,1.0501093,0.5152325,1.1131392,0.82505274,1.0456003,0.98655903,1.0925984,1.0893315,1.0564058,1.1515836,1.1772214,1.2715527,1.0199033,1.0230888,0.7864822,0.87731856,1.1781,0.9692148,1.0469354,0.9964433,0.0,0.77708614,1.0473723,1.2712078,1.2694837,0.9836445,0.8212507,0.8906716,0.9088819,0.8441326,0.9454713,1.032923,0.7441599,1.147683,1.2357924,1.1547034,1.1299212,1.0234249,1.14288,1.2389476
spoon,0.8219985,0.6532044,0.77587485,1.4435154,0.7914071,0.7657076,0.5925108,0.7473591,1.4312761,1.4823161,0.5794283,1.4117312,1.4038069,1.3029695,1.58285,1.265632,0.8492514,0.55597097,0.6561438,1.063172,0.6947797,0.62092733,0.99443746,0.58303,0.6938034,1.1514007,1.2684911,0.85386646,0.5363327,1.2200027,1.1731333,0.6815691,0.73408663,0.83313286,1.5330255,0.8572662,0.51261705,1.3480208,0.5413772,1.2510738,1.2409747,0.8270868,1.3298469,0.8479879,1.2869905,1.1761377,0.67126405,1.2462357,1.0372369,1.350744,0.97571486,1.1396997,0.8089149,0.6176824,0.9088506,0.32197553,0.72120124,1.2254682,0.8428166,0.81690204,1.2347822,1.0341369,1.3967052,1.2616259,0.69117314,1.2327588,1.2002761,1.531499,0.743303,1.5115293,0.24882483,0.6466097,0.46949458,0.70990425,1.03608,1.3167789,1.1847159,0.7480792,0.86704886,0.6268781,0.79573303,1.222913,0.7604263,1.1643715,1.0047868,1.5921235,1.5311959,1.1855563,0.9938298,0.7511021,0.6166018,0.7169643,0.67481005,0.5550946,0.7378017,0.84302175,0.8408588,0.9383132,0.9000594,0.97333443,0.7198538,1.2864628,1.1414099,1.1747588,1.4351072,1.0486666,1.5345808,0.86407244,1.2153046,0.3249566,0.8023501,1.3428779,0.58472335,0.8111928,0.9884993,0.77708614,0.0,0.45844448,0.90516514,1.4961753,1.4963665,0.69377583,0.8312339,0.8530953,0.71848226,0.7711064,0.93485224,0.8167305,1.1760976,1.3106891,0.85214543,0.84852594,0.6054849,1.280596,1.2744155
sprinkler,0.7533956,0.98181885,0.93993956,1.304039,0.85322785,0.8436965,0.8008939,0.63071537,1.3134229,1.2939686,0.87348205,1.2437804,1.382956,1.1219631,1.4192684,1.2089806,0.7516326,0.6352715,0.6794367,0.9162091,0.86512816,0.6439361,0.82489085,0.78173447,0.65632707,1.3642689,1.0603157,0.8075911,0.6162929,1.1054332,1.0068222,0.72315776,0.8271688,1.0910853,1.3717582,0.8957419,0.8852058,1.1944554,0.61104107,1.1607361,1.0294906,0.82700074,1.2285503,0.7896473,1.3561409,1.1402624,0.76901,1.1660376,0.9532355,1.2254882,1.2239594,1.0737276,0.8021718,0.40348184,0.82062805,0.41662765,0.57849455,1.2251548,1.0218345,0.9255005,1.0951592,1.2022389,1.3658437,1.3018473,0.8195442,1.1810771,1.2656381,1.3786618,0.7096264,1.4768076,0.5771927,0.58639044,0.64339375,1.0007651,1.0319076,1.3112867,1.0402128,0.80300254,1.088152,0.597929,1.0852444,1.2345047,0.9069625,1.174365,0.85107493,1.4182096,1.4922214,1.0615327,0.9925639,0.84302866,0.9036293,0.96835464,0.818849,0.76280326,0.8190852,0.6024507,0.875331,0.9958939,1.08318,0.85997856,0.7984148,1.1919796,1.0245191,1.1359376,1.4010487,1.0208123,1.3884733,0.83895814,1.1644884,0.79886395,0.9490704,1.2015842,0.83901054,1.0811354,1.0217514,1.0473723,0.45844448,0.0,0.8032314,1.3389273,1.2975502,0.7684752,1.1374606,1.078579,0.95259845,0.7004403,0.8305986,0.8070134,0.98002356,1.2569213,0.6525457,0.92976856,0.9759994,1.158335,1.1787038
