,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
drawer,1.122797,0.9289806,1.0942045,1.1020474,1.1367905,1.1019361,1.1773356,0.862655,0.9541857,1.1277156,0.96285814,0.85217845,0.7841425,1.3134928,0.9859076,1.1005185,0.8171992,0.89134675,0.9801645,1.078384,0.8099131,1.0708133,0.67672545,0.9163693,1.1251079,0.62743866,0.9310821,0.9631678,1.0196608,0.613809,1.2066718,0.9724497,0.8449855,1.1204036,0.9293827,0.6835846,0.9793313,1.1581819,0.8157614,1.1178901,0.953615,0.9309131,1.0234642,0.9563424,1.1112194,1.2246618,0.65864635,0.0,1.0040259,0.9768685,1.1432378,1.1971091,0.99904835,0.9268787,0.9393809,1.02042,0.94469446,1.0760564,1.0482992,1.0016059,1.0913526,0.8729124,1.0786717,1.2028229,1.1585379,1.1101573,1.0331553,1.0245341,0.9640027,1.0856867,0.97814345,1.1046418,0.8783998,0.8661238,0.7221477,1.0496252,1.2192638,1.0175557,1.0695912,0.9621185,1.1493095,1.1361088,1.100591,0.89683634,0.9317187,1.0055431,1.0548753,0.57900363,1.1350803,1.2121094,0.97975904,0.91659045,1.1340619,0.8945404,0.9332974,1.1421149,1.0204821,0.8746135,1.2701483,1.13829,1.0853068,1.094081,1.0912013,1.166424,0.973837,0.88736475,0.8518316,0.642174,0.9664584,1.0899488,1.1432226,1.1574701,0.9272066,0.8117245,1.1160425,1.0487952,0.96973145,0.98570454,0.7189287,0.9604778,1.0853982,0.9958289,1.0019759,1.0889606,1.0467631,1.1567256,0.9646572,0.6974214,1.0458045,0.9056472,1.0972114,0.712995,1.0092974,1.0350404,0.9378334,1.0763055,0.8717375,1.1360191,1.0197171,1.0239891,0.7452209,1.0289338,0.7981016
dress,1.034409,0.9073075,1.3098845,0.6478468,1.0937078,1.1275591,1.2523037,1.0720067,0.99990004,0.8891473,0.76155066,1.2285061,0.6296838,0.8769262,1.1395735,0.6602567,1.0148544,1.228579,1.1742768,1.2490067,1.0507467,1.224979,1.0927463,1.1036006,1.1342065,1.1568009,0.98134315,1.2944274,0.71670085,0.9579481,1.0198648,1.0956309,0.73807186,0.6435836,1.0127096,0.95445216,1.263029,0.97571784,0.8330701,1.1864284,1.3532401,0.93855965,1.254954,1.0222795,0.82171136,1.116595,0.8137085,1.0040259,0.0,1.0341139,1.2879965,0.83402586,1.1361575,1.3386335,1.1072453,0.7881766,1.2970315,1.2879814,0.924421,1.2055547,0.9878418,0.9111646,1.2656815,0.73897034,1.0574814,0.9325448,1.2099319,0.97271,0.88029206,0.6759863,1.1501435,0.56806874,1.2236376,0.7191717,1.1905994,1.059071,1.1114881,1.00006,0.7717289,0.8626346,1.0173111,1.1790885,1.2994916,1.2160584,0.8204832,1.153151,1.3527962,0.74226487,0.80530584,0.48432583,0.3785962,0.9503805,1.1455284,1.2293668,1.2706858,1.3191738,0.8986264,1.1811665,1.0734566,0.9392997,1.2123368,0.8897018,1.3166225,1.1520882,0.8135121,0.9265679,1.1189569,0.74042666,0.9422106,1.1412249,1.0738875,1.0784955,0.9290508,1.257755,0.4638536,0.86033547,0.5298239,1.3079863,0.77960527,1.032296,0.9006229,1.2579126,0.9108348,1.3733287,0.9891944,1.1291305,1.2683353,1.0085585,1.2218273,1.0001599,0.38067275,0.76384616,1.3396813,1.1532964,1.1889182,1.0710226,1.0554497,1.3041487,1.0585836,0.9171885,1.0220034,1.1792616,0.86269677
ear,1.1697514,0.9368886,0.6859665,1.1753106,1.0898174,1.0250787,0.8774508,1.2491684,1.3531344,1.0302219,1.320685,0.60764766,1.2461599,1.1052252,0.92419267,1.2211037,0.89376456,1.2223749,0.8486003,1.2620527,1.3405455,0.88077474,0.831695,1.1059372,1.0625803,0.7543445,0.99590904,0.5803752,0.8323051,0.98977304,1.0406145,1.17066,1.2487383,1.1547806,1.1893913,0.8072911,0.728848,1.0871742,1.1294423,0.91527605,0.6476557,1.3453255,0.7863823,1.2273116,1.098665,1.1164248,1.0765225,0.9768685,1.0341139,0.0,0.6516588,1.1560562,0.5780255,0.648655,0.8715588,1.0020903,0.8430373,1.0314845,1.259805,0.5353975,0.9598711,0.9308424,1.0983657,0.9464392,1.1621445,1.0230879,0.7398298,1.0579295,1.0059962,1.259499,1.0897169,1.1227039,0.9618497,1.1854279,0.6868787,0.9890374,1.0164789,1.1210957,1.19184,1.216995,0.91453856,0.8287674,0.68576294,0.7479609,0.59405655,0.5466798,0.6724715,1.1650506,1.0636595,1.2798512,1.0105983,1.283447,0.9311255,0.5645871,0.7082393,0.6611725,1.1666474,0.7532744,1.1505109,1.0535549,1.2216789,1.2440536,0.61836517,0.69087744,1.216969,1.2340044,0.62106,1.0492541,1.1805108,0.8850329,1.1372347,1.2536058,1.1098672,0.73171735,1.2082492,1.3035607,0.91807616,0.9581958,1.0530475,1.3391836,1.2949281,0.72130185,1.2134707,0.70896626,0.8571934,1.1962848,0.9804387,0.83829105,0.9263821,1.2226105,1.162993,1.3291936,0.8956436,0.54422796,0.6955906,1.1829422,0.6738411,1.1196396,1.3274252,1.0207869,1.1700613,0.6044016,0.8938261
egg,1.2069595,0.949459,0.29549682,1.3263443,0.6707751,0.5875959,0.6949515,1.0710737,1.4049222,1.1903169,1.5244551,0.54862165,1.4962316,1.0396807,0.98187035,1.4394339,0.8014665,0.99167913,0.5410354,1.0239127,1.1271855,0.7647976,1.0294688,0.7312284,0.84085965,0.5473885,0.91899353,0.5122167,1.2555555,0.95422655,1.0814419,1.0405722,1.4446002,1.1997278,1.2265468,1.2128851,0.7164795,1.1101638,1.2666707,1.0230845,0.41273707,1.4157165,0.4529733,1.2454329,1.3031296,0.9453291,1.2362982,1.1432378,1.2879965,0.6516588,0.0,1.2180638,0.45357078,0.6214551,0.6345929,1.1051143,0.74899644,0.7706921,1.3799108,0.45013654,0.8253683,1.2177979,0.96551937,1.123119,1.1564448,1.0764619,0.39215958,1.2174001,1.2199444,1.3943093,0.988285,1.3241453,0.99515796,1.3832548,0.62684405,1.0985831,0.9285917,1.086656,1.2345542,1.374043,1.0049671,0.9027126,0.3344363,0.6363892,0.68095744,0.59106034,0.46023464,1.4161419,1.2043314,1.4399474,1.3006921,1.3680048,0.9257053,0.4482895,0.5952346,0.41733623,1.3003814,0.6383046,1.0787684,1.2173957,1.0359784,1.2406237,0.27285457,0.29172975,1.2077295,1.3370684,0.7747153,1.2307628,1.2617387,0.60017186,1.1962827,1.1875471,0.97078,0.72222704,1.3748277,1.3047807,1.1060722,0.7873256,1.4135401,1.3793846,1.3541927,0.52337575,1.2829988,0.42189884,0.6268182,1.0852501,0.8079461,1.1080722,0.64379156,1.1850489,1.3591754,1.498893,0.44589156,0.37034154,0.6436986,1.2342716,0.6400727,0.63366425,1.3698469,1.254142,1.2973567,0.39475942,1.2111393
face,0.9919737,0.92417264,1.1925914,0.6712744,1.0876733,1.1406766,1.2272202,1.1421838,0.8393539,0.8927493,0.7539283,1.2094369,0.8874795,0.6871221,1.1110535,0.7698641,1.1427214,1.0955567,1.2352755,1.1146036,1.0364797,1.1521765,1.1366122,1.2462337,1.081706,1.3682568,1.037558,1.289101,0.8357982,1.2194356,1.0321071,0.9720363,0.7282508,0.6625477,0.9830138,0.9693012,1.1831623,0.9662045,1.0378617,1.0837464,1.3120443,0.8729629,1.2462614,1.0255332,0.80067396,0.9530394,0.93834037,1.1971091,0.83402586,1.1560562,1.2180638,0.0,1.0490911,1.2304008,1.2368369,0.97784925,1.2571702,1.1427404,0.8456716,1.1030767,1.2318243,0.89187235,1.0885855,0.2509023,1.0042675,0.8358399,1.1963518,0.7707973,0.93959856,0.65744203,1.1469772,0.72132134,1.2336892,0.8631491,1.2860777,1.0375915,1.1316416,0.9394827,0.9536021,0.8827242,0.7812333,1.0779629,1.1548772,1.3218769,1.0803757,1.094894,1.2464942,0.9610635,0.88397723,0.5976101,0.82028985,0.81742567,1.1178298,1.2954844,1.2686158,1.2996078,1.0232589,1.2630098,1.0006472,0.95292705,1.1011117,0.6994568,1.1185634,1.0926526,1.0938089,0.9083096,1.1052186,1.1092263,0.83728033,1.194773,0.9717383,1.0212601,1.1792992,1.2470832,0.54458404,0.9356422,0.9752819,1.2824221,0.91739583,0.87743247,0.81561655,1.2195116,0.8546296,1.2524221,1.211037,1.0839342,1.3587885,1.0244714,1.2138326,1.0557853,0.56350946,0.9962692,1.3023095,1.0879432,1.2073579,1.0015436,1.3934481,1.1756974,0.91209126,0.88348335,1.1176155,1.2154111,0.91804165
finger,1.1971765,0.64566666,0.5340307,0.9871613,0.9779857,0.90574086,1.0013943,1.2909813,1.378523,1.0610832,1.4021924,0.63295805,1.2802452,1.1024699,1.041497,1.2312382,0.9666133,1.1762946,0.8130502,1.3647056,1.3085369,0.95275337,0.73647356,1.0360036,1.0618446,0.7113331,1.0971874,0.6465666,1.0958978,0.9763261,1.162536,1.184425,1.3296385,1.0989488,1.3206005,0.9785811,0.77170557,1.2270012,1.2362852,0.9531889,0.6411168,1.4251301,0.7613423,1.2749801,1.2151648,1.0041937,1.1522977,0.99904835,1.1361575,0.5780255,0.45357078,1.0490911,0.0,0.77975255,0.79677486,0.7065943,0.82255644,1.0878581,1.1802056,0.38734627,0.68293196,1.071217,0.9539368,0.8454897,1.2098495,0.5049459,0.6487343,1.14179,1.2498732,1.2128556,1.1420046,1.0079038,1.006557,1.2917644,0.8411828,1.023947,1.1420658,1.19566,0.9079027,1.187534,0.63140815,0.85174805,0.5479802,0.69748646,0.3570062,0.50372875,0.67759067,1.279564,0.9396488,1.2391942,0.97224486,1.2433057,0.8747415,0.5518323,0.7089839,0.74585605,1.3427861,0.8533801,1.1940446,1.1759206,1.4067996,1.1343868,0.38487566,0.53487986,1.1284394,1.3365185,0.4211638,1.1900823,1.1840092,0.9205029,1.1659353,1.2081001,1.0954499,0.786607,1.1056798,1.1393838,0.7684106,1.0054142,1.2305257,1.3851106,1.3404257,0.61847126,1.2279167,0.8119198,0.5251821,1.3174703,0.9609339,0.83995223,0.9696469,1.22469,1.103453,1.4472888,0.92289615,0.083642185,0.6689082,0.97724307,0.780238,1.0539768,1.4305587,1.2492647,1.1109343,0.35496187,1.1839718
fish,1.1076216,0.97824895,0.5153632,1.4228688,0.87279177,0.7694098,0.8832677,1.1245556,1.4051414,1.1863507,1.4308021,0.36596775,1.373106,1.0855851,0.7357343,1.2696576,0.8297357,0.9773167,0.56836563,1.0450197,1.2142318,0.9298184,0.73593986,0.8726959,0.9111604,0.57895494,0.9473743,0.55333036,0.945059,0.93002033,1.1938295,0.8879161,1.3650632,1.250856,1.2126453,0.9366699,0.81500584,1.0374173,1.1322225,1.028265,0.29771113,1.4366378,0.44288588,1.2722557,1.1646138,1.1185114,1.1782453,0.9268787,1.3386335,0.648655,0.6214551,1.2304008,0.77975255,0.0,0.7244018,1.0961978,0.6211967,0.70144147,1.3259095,0.4873389,0.9084966,1.0990702,0.95910704,1.2271694,1.274729,1.2677459,0.5376184,1.1260172,1.0554408,1.2999108,0.8848803,1.2811512,0.7680329,1.300375,0.39199024,1.0771291,1.0666869,1.1311318,1.215392,1.237863,1.1354412,0.98926544,0.5211876,0.72548664,0.829731,0.62405014,0.61237174,1.3057079,1.239165,1.5077466,1.2845404,1.1913209,1.0680432,0.35514712,0.40866876,0.66247046,1.1788039,0.40158677,1.2039459,0.9875423,1.0983257,1.2402685,0.62654847,0.68774724,1.2517495,1.3038025,0.7738702,1.2141848,1.1229789,0.70693123,1.2211285,1.2934762,1.0422376,0.38398916,1.4013493,1.2618197,1.1295235,0.65597475,1.208677,1.3618612,1.3295581,0.39703393,1.1765612,0.6109468,0.826767,1.1143426,0.78792036,0.8646505,0.81371343,1.1245764,1.4048326,1.4413607,0.5336077,0.6218769,0.5666666,1.2079072,0.47633976,0.83858347,1.3485496,0.97321117,1.0857465,0.5632969,1.008398
flower,1.1267836,0.98592865,0.59155947,1.3903356,0.76156086,0.7158779,1.0338055,0.7836857,1.4747843,1.1840932,1.3511916,0.63900775,1.2851207,1.136423,0.9119038,1.25913,0.65616703,0.9014766,0.5249518,1.1360472,0.9449146,1.0173328,0.86315787,0.7012912,0.77242005,0.5100284,0.7412513,0.8910679,1.1685787,0.71617997,1.1276672,1.0496292,1.1547987,1.2043962,1.2849252,1.1227899,0.9855771,1.0816319,0.99831116,1.1206359,0.55929327,1.2285582,0.54875994,1.3440236,1.0713453,0.87056696,1.0954255,0.9393809,1.1072453,0.8715588,0.6345929,1.2368369,0.79677486,0.7244018,0.0,1.1068805,0.74841166,0.7556118,1.3554043,0.5682562,0.86728776,1.1633228,0.96079457,1.1217598,1.2954228,1.2407817,0.4876399,1.1522222,1.129119,1.1166396,0.97088414,1.3767443,1.0124152,1.1418672,0.62897015,1.1104248,1.146531,1.0603564,1.225163,1.0293732,1.096203,1.0982348,0.6198002,0.9084402,0.8288814,0.6988082,0.91203105,1.2063061,1.1814659,1.3797004,1.2530018,1.2959287,1.0073248,0.54414946,0.6419625,0.89033616,1.0748985,0.7061566,1.1524696,0.7376599,1.1775802,1.1818264,0.7037996,0.5355119,0.97519547,1.2673137,0.7710592,0.85243535,1.2733182,0.31083804,1.3107014,1.1879851,0.7929673,0.6497375,1.3475611,1.1857451,1.1469696,0.8081796,1.2221658,1.4896344,1.3086112,0.623681,1.1532365,0.83881956,0.92719406,1.1884332,0.8217645,1.0684556,0.67159903,0.82445073,1.262378,1.1697828,0.6572001,0.72109973,0.77023983,1.2833631,0.7282413,0.6329541,1.3542064,1.0419644,0.90552914,0.512799,1.1429329
foot,0.9244438,0.5664919,1.0750389,0.86610335,1.1313496,1.1356143,1.0829213,1.2228051,1.2023681,0.95992875,1.0780724,1.0880125,0.8817341,1.1249579,0.98015666,0.8972988,1.1684277,1.1871047,1.0687081,1.3263838,1.2039647,1.0452887,0.84669256,1.1284791,1.1467452,1.0369302,1.1283238,1.0332146,1.0270724,1.013141,1.01055,1.1223642,0.9996914,0.9465055,1.0475888,0.95907927,0.89033324,1.0996252,1.0279943,0.89594316,1.152894,1.1942583,1.1031365,1.1317048,0.9563049,1.0319773,0.9801923,1.02042,0.7881766,1.0020903,1.1051143,0.97784925,0.7065943,1.0961978,1.1068805,0.0,1.0990052,1.1865762,0.9058074,0.9860115,0.68645257,1.060103,0.9794329,0.88612294,1.0349925,0.6350368,1.0838203,1.0846481,1.0091385,0.95248663,1.0732106,0.70214385,1.0259616,1.0212928,1.1647024,0.9185627,1.0869751,1.0841049,0.57475376,0.9129082,0.80334103,0.89262426,1.1056633,0.8866726,0.6783582,0.9505389,1.0574127,1.0189192,0.799312,0.9220987,0.56703603,1.0754904,0.8968028,1.0627164,1.1206087,1.094036,0.9548011,1.174721,1.167908,1.0998181,1.3796682,0.9694556,0.98807645,1.0450618,0.6891526,1.0250113,0.7825505,1.0286175,0.9682792,1.0984404,0.98083794,0.9989938,1.1257969,1.0934676,0.86056286,0.3753295,0.57325685,1.1266295,1.0154517,1.1958152,1.1252224,0.8992596,1.1136432,1.1122478,0.6550089,1.1517036,1.0590181,0.83745235,1.1975079,0.99461067,0.82858795,1.1645551,1.2013077,0.66621727,0.9852915,0.8851464,0.94620717,1.226998,1.1848949,1.1911603,0.8625569,0.8890727,1.1930954
fork,0.96128136,1.1026621,0.81487405,1.3322306,0.9415341,0.9517509,0.84510493,0.9680845,1.1836638,1.157917,1.4495282,0.8160114,1.4792664,1.2432477,0.73615515,1.4228646,0.79630005,0.8416247,0.789765,0.86545193,0.9934776,0.8079226,0.8323109,0.8866939,0.74586123,0.76534677,0.9091709,0.76769346,1.2467562,0.94430405,1.1114125,0.88452244,1.3122101,1.28443,1.1293602,0.9624289,0.78015935,1.092639,1.2288494,0.9083153,0.5765895,1.2626133,0.7723695,0.99984366,1.294758,1.0126318,1.121858,0.94469446,1.2970315,0.8430373,0.74899644,1.2571702,0.82255644,0.6211967,0.74841166,1.0990052,0.0,0.7445432,1.0806865,0.68942446,0.9663829,1.1392683,0.98203075,1.2387184,1.1010299,1.068657,0.72389174,1.2300203,1.0332601,1.3725662,0.9576866,1.4456778,0.2542559,1.2097114,0.64236957,1.0518533,0.9879365,0.9840275,1.307314,1.2193077,1.0742352,0.9551853,0.7634241,0.75533646,0.836347,0.8707158,0.8022064,1.1457448,1.2206366,1.4499344,1.3899393,1.1345234,1.0006051,0.5314915,0.46194375,0.77030826,1.1655064,0.83674204,1.044304,1.0743968,0.8560419,1.3201697,0.8376086,0.7274623,1.1220092,1.1147685,0.9002306,1.0163574,1.3257933,0.7030376,1.1196232,1.058999,0.84699965,0.46403313,1.4427072,1.1189278,1.2887995,0.49103856,1.0718498,1.117391,1.3063371,0.7916683,1.1714658,0.7704438,0.8796712,0.940189,0.24628007,0.79026765,0.82759225,1.001408,1.414156,1.302249,0.6646781,0.75609624,0.7204702,0.7751986,0.795128,0.8565119,1.0442557,1.0633497,0.9438143,0.57844156,1.0605763
frog,0.39652258,1.1583519,0.885627,1.379513,0.7799129,0.7882259,0.7799338,1.0042853,1.2383568,1.1112419,1.2531908,0.9695823,1.4079247,1.0842971,0.726635,1.1882865,0.87466794,0.77495867,0.8954612,1.0042889,0.97631186,0.7289675,1.0932364,0.881362,0.48867607,0.9209751,0.8445374,0.87737453,1.1631644,1.0509285,1.0202951,0.80115104,1.2965853,1.3084192,1.1061141,1.1876482,0.6567936,0.9292253,1.1686586,0.76722103,0.75541747,1.1194651,0.84127736,1.1429731,0.8582802,0.603896,1.2496483,1.0760564,1.2879814,1.0314845,0.7706921,1.1427404,1.0878581,0.70144147,0.7556118,1.1865762,0.7445432,0.0,1.2133433,0.9300038,0.88790107,1.1582123,0.7816418,1.215013,1.0466251,1.2315606,0.7904178,1.1409209,0.97687715,1.2210605,0.88979894,1.3499415,0.8799281,1.2700973,0.89099026,0.77232635,1.0172782,1.038061,1.0799223,1.0890768,1.1925685,0.8458516,0.9287275,0.601169,1.1316932,1.0563333,0.8323714,1.3557627,1.1975913,1.2802505,1.4279646,0.9788518,0.75704277,0.8687048,0.74661016,0.79854393,0.94098526,0.881564,0.89772034,0.7988295,0.9396212,1.1726868,0.8783793,0.73458195,0.9758355,1.1925073,1.0426246,1.1940787,1.1962526,0.54152167,1.154574,1.0964181,0.9339359,0.5827896,1.3313893,1.0203274,1.2868217,0.8482852,1.2143346,1.1935625,1.0221974,0.9356514,0.9618813,0.78292763,1.0450761,0.88617,0.72000945,0.96984816,0.68244857,0.9198319,1.3269143,1.2463999,0.69515216,1.0315539,0.9242736,1.1263312,0.85527986,0.5408603,1.1096443,0.9418335,1.1403259,0.8668,1.1571745
glass,0.94633883,1.1144283,1.4041154,0.75338745,1.0950923,1.2118492,1.1160896,1.0466242,0.7318908,0.9962842,0.92208886,1.4165297,0.86741626,1.0786107,0.84399074,0.95894545,1.148629,1.0718619,1.3636603,0.8490323,0.99332213,1.0498782,1.0719616,1.2268417,1.1104149,1.4531564,1.0984442,1.2749996,1.0462832,1.3185811,0.8657606,1.0460576,0.8708085,0.9345541,0.63947177,0.9093833,1.1240171,0.87246716,1.1479673,0.9042569,1.4888427,0.9110731,1.3691087,0.6046665,0.9630625,1.0274976,0.8868739,1.0482992,0.924421,1.259805,1.3799108,0.8456716,1.1802056,1.3259095,1.3554043,0.9058074,1.0806865,1.2133433,0.0,1.400573,0.96566284,1.0173342,0.82208997,0.86494136,0.69728357,0.6244051,1.4822197,0.8793994,0.92770845,0.9420607,0.88473034,0.8328622,0.8108383,0.8686178,1.3933136,0.9250444,0.9628324,1.0042922,0.7546328,0.82263935,0.8908319,0.94588673,1.4065297,1.2091982,1.1499752,1.3347598,1.2262588,0.78809774,0.9810203,0.7839777,0.86750054,0.7849661,0.8965216,1.438916,1.3777403,1.2835503,0.8544616,1.4412057,0.83156085,0.89637476,0.9313239,0.8618096,1.306221,1.3533456,0.9461253,0.73500454,1.1646442,0.97131324,0.7901181,1.2713265,0.6765115,0.61802495,0.95504236,1.2856238,0.784294,0.8459512,0.9809465,1.0694085,0.81493104,0.67925423,0.99300265,1.445493,0.91746306,1.199611,1.1648561,0.6511603,0.8694134,0.6647424,1.218981,0.94933444,0.8335291,0.880635,1.287185,1.2801542,1.3531755,0.6060931,1.3665544,1.2903433,0.7951124,0.9683395,0.8220279,1.3123467,1.0785153
glasses,1.3299515,0.78466463,0.28227627,1.3382537,0.929396,0.81554365,1.1075134,1.1227102,1.4698724,1.1406912,1.4347963,0.24369174,1.3692356,0.9882111,1.022069,1.320865,0.7797492,0.9973332,0.43244666,1.1719347,1.2035618,1.054658,0.81238055,0.8020561,0.92213166,0.40325642,0.88327724,0.7093661,0.993434,0.83380425,1.300533,0.94382966,1.301003,1.1943281,1.402134,1.0594317,0.9326486,1.2427664,1.1745505,1.1949577,0.24032676,1.439446,0.3540342,1.3303698,1.2343773,1.0687166,1.1454191,1.0016059,1.2055547,0.5353975,0.45013654,1.1030767,0.38734627,0.4873389,0.5682562,0.9860115,0.68942446,0.9300038,1.400573,0.0,0.9403336,1.0558327,1.0618681,0.92923164,1.4361584,1.1205821,0.19887853,1.1680616,1.1797128,1.2660916,1.0608286,1.2583659,1.0010288,1.3469,0.4093445,1.2413828,1.2924936,1.1322348,1.3282385,1.2452613,0.8509221,1.1065356,0.22651517,0.8611599,0.4831509,0.22811276,0.7705598,1.2646482,1.1107359,1.4515953,1.1888071,1.3241948,1.179158,0.21943843,0.44838774,0.7979429,1.3639123,0.49081576,1.299933,1.1470336,1.2381287,1.16827,0.42679393,0.41761923,1.1920942,1.345654,0.47078365,1.1226859,1.2196388,0.7064503,1.3937011,1.3476715,0.9544286,0.5301552,1.3406821,1.2574139,1.0002196,0.7428552,1.2752479,1.4694545,1.3175117,0.20641947,1.2496808,0.7081741,0.7831559,1.3293451,0.907275,0.9480897,0.89183956,1.1931628,1.2910737,1.4445283,0.5473836,0.28737634,0.5328815,1.3326147,0.6200621,0.76771885,1.4849465,1.1643498,1.1442983,0.18000078,1.0411004
glove,0.93298167,0.84844005,0.9932488,0.96414626,0.91798174,0.8670962,0.94697934,0.9467149,1.3651161,1.0650631,1.1749353,0.956642,0.98242706,1.1008987,0.8348174,0.86546993,0.92983216,1.0517368,0.94969255,1.2789847,1.1305871,1.071427,0.8658677,0.8634895,0.9830641,0.84923035,1.0633991,0.86354625,1.0377764,0.85989726,0.964701,1.1682632,1.2259713,1.0199199,1.1080263,0.9930047,1.0324252,0.8227722,0.9218096,1.0321436,0.9312911,1.1551497,0.94143224,1.1060159,1.0048686,0.79584014,1.2053816,1.0913526,0.9878418,0.9598711,0.8253683,1.2318243,0.68293196,0.9084966,0.86728776,0.68645257,0.9663829,0.88790107,0.96566284,0.9403336,0.0,1.1551738,0.7619417,1.1204941,1.0860914,0.6652101,0.90493244,1.2093085,1.0206091,1.0230807,0.9576981,0.82547283,1.0094254,1.2503735,1.0551782,1.0496243,1.0156245,1.1742162,0.42337894,0.8161032,1.0501173,1.0126038,1.0414728,0.6692042,0.72052926,1.020484,0.87683886,1.187529,1.0225617,0.99476826,0.85080934,1.0749917,0.8181534,0.92822474,0.9779803,0.8210221,1.0921953,0.87393,1.1181498,0.97296375,1.3271079,1.1529428,0.9024331,0.8454512,0.7042279,1.1015383,0.8983919,1.1619474,1.1663111,0.949673,1.0513602,1.1163697,0.9472645,0.94341254,0.96719825,0.77173364,0.6716939,0.99845016,1.1811655,1.328764,1.1566339,0.9111836,1.1652718,1.0031142,0.3485905,1.1392195,0.8628625,0.9838652,1.0104692,0.9069852,0.9700919,1.2208309,1.0189308,0.70850503,0.95730025,0.8754411,0.57472736,0.91168797,1.34622,1.2524467,0.9529016,0.77201426,1.214777
grass,1.0468789,1.0595363,1.1277992,0.84680164,1.1708229,1.1567252,1.2620933,1.0750434,0.8643337,0.7052486,0.7040618,1.0433406,0.86399615,1.0181412,1.0576756,0.80690765,1.1022049,1.189033,1.1040735,1.0975718,1.1249219,1.2251356,1.0453923,1.1250967,1.0829995,1.0900453,1.080344,1.1744851,0.59421134,1.0076431,1.0948906,0.99459016,0.73595953,0.83185875,0.978664,0.84858185,1.1876922,0.9779954,0.9470982,1.1659697,1.1109303,0.8747196,1.1202899,1.0672164,0.9393373,1.1669623,0.8080913,0.8729124,0.9111646,0.9308424,1.2177979,0.89187235,1.071217,1.0990702,1.1633228,1.060103,1.1392683,1.1582123,1.0173342,1.0558327,1.1551738,0.0,1.1988935,0.9135079,1.126279,1.0005543,1.1135405,0.8243949,0.8885666,0.9216069,1.0699298,0.8019552,1.0689027,0.87404585,0.9680286,1.1684881,1.1960393,1.1190231,1.0477372,0.9877398,1.0613863,1.145409,1.0804123,1.1638827,0.98663753,1.0273701,1.1886055,0.827808,0.6976774,0.9065698,0.8734212,1.0011957,1.189503,1.0403328,1.1345605,1.2518206,1.0345399,1.0277363,1.092068,1.0453676,1.0735095,1.0346516,1.1286368,1.1410724,1.1352854,0.9140022,1.0060545,0.83032674,0.6730446,1.1786532,1.156292,1.1147963,1.0535337,1.068537,0.8757771,1.1083417,0.9330581,1.1039113,0.59207237,0.9198882,0.8314793,1.1076015,0.94490474,1.2097353,1.1801609,1.1463574,1.1681004,0.95421195,1.1804811,1.119818,0.8655558,0.9075431,1.191227,1.1144204,1.0229858,1.0747868,1.0891964,1.2180402,0.9910862,0.8386127,1.039321,1.0749403,0.7096391
