,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jar,1.1044955,1.0904782,1.0077413,1.2685504,0.8285145,0.81389034,1.0841464,0.75511515,1.1128323,1.2082951,1.1549302,0.9475062,1.1763457,1.0788342,1.0483787,1.193682,0.99451816,0.8230582,0.61364484,0.8113342,0.69492143,0.9786571,0.9603299,0.57785565,1.0311201,0.76076365,0.9390482,0.9769079,1.1960957,0.8605075,1.0376674,0.8015499,1.1216018,1.0908839,0.7749764,1.1100234,1.0477707,0.95486695,0.9729784,1.1153903,0.9708489,0.9815353,0.62677515,0.8694455,1.1516942,0.86359584,0.9812911,0.97814345,1.1501435,1.0897169,0.988285,1.1469772,1.1420046,0.8848803,0.97088414,1.0732106,0.9576866,0.88979894,0.88473034,1.0608286,0.9576981,1.0699298,0.8076548,1.2275391,0.9909104,1.1941552,0.92573863,1.0988681,1.0743908,1.1874536,0.0,1.2516055,0.97525924,1.0211129,0.7644888,1.0568068,1.0956298,0.79955876,1.0282991,1.1183741,1.1130714,1.0659399,1.0138038,0.92981297,1.0604883,0.9925271,0.99480224,1.0354582,1.2127821,1.1589333,1.2109793,1.0727341,1.0352365,1.0209423,0.97625357,1.0263367,1.014862,0.83533967,1.0899996,1.0675857,0.96897733,1.2335632,1.0541643,1.1071649,1.0024341,0.9286116,0.97219014,0.87182176,1.0790255,0.9598204,1.031277,0.8677656,0.8758661,0.93677133,1.2094026,1.013955,1.125349,0.7996013,1.1276422,1.0623436,1.104791,0.9776206,1.0153506,0.81209064,1.0126185,0.734164,0.8808238,0.9863517,0.89636385,0.80538464,1.2182024,0.9809908,0.75704455,1.0720872,0.99299407,1.0952742,0.8202774,0.7383596,1.0634325,0.98621744,0.80987763,1.0688561,0.9734442
jeans,0.9457713,0.7551905,1.3723205,0.33115858,1.2225999,1.1960093,1.2474619,1.228751,0.8341056,0.7542995,0.45283842,1.2390136,0.3968035,0.78304887,1.1271901,0.25497186,1.2484928,1.2378609,1.3676689,1.3651285,1.1766673,1.4166062,1.0034742,1.2540193,1.1743853,1.3458468,1.1863599,1.1902828,0.44364655,0.9737952,0.9897555,1.143846,0.7831223,0.51022303,1.0306103,0.9334168,1.3348739,1.0144252,0.7415395,1.2279673,1.3889502,0.836632,1.4048364,1.0104212,0.702541,1.0888743,1.0495936,1.1046418,0.56806874,1.1227039,1.3241453,0.72132134,1.0079038,1.2811512,1.3767443,0.70214385,1.4456778,1.3499415,0.8328622,1.2583659,0.82547283,0.8019552,1.2063951,0.74409676,1.1752868,0.68435335,1.341682,0.85223347,0.90351725,0.4016322,1.2516055,0.0,1.286865,0.74668825,1.4185739,1.1560773,1.0788438,1.1719589,0.4804017,0.6368022,0.88691646,1.2601635,1.3472025,1.1708965,0.92009115,1.2673446,1.1952511,0.76529497,0.5869164,0.39978147,0.21382391,0.7735176,1.1757162,1.3202385,1.3813863,1.2847525,1.0668077,1.1371032,1.192795,1.0363344,1.3081498,0.63006014,1.235122,1.2553632,0.7376119,0.8930431,1.0818417,1.0630463,0.7441063,1.3694861,1.1128371,1.1328712,1.2025081,1.3094816,0.2445085,0.7059906,0.27384818,1.4559362,0.7342776,0.8998858,0.6876235,1.2349882,0.8699666,1.5229844,0.87223464,1.3042972,1.4453064,0.98259234,1.3814781,1.1200044,0.2974193,0.8168962,1.5054674,1.095557,1.2203794,0.9568767,1.1001823,1.4050572,1.0693463,1.021656,0.9838432,1.2649398,0.9511751
knife,0.87249947,1.1224573,1.065256,1.1565263,1.0627548,1.1298084,0.80641395,1.0752573,0.9742819,1.177712,1.334414,1.0464635,1.2425351,1.2679366,0.6604815,1.3320901,1.0053358,0.96030587,1.0285072,0.84228706,1.0152565,0.8393854,0.72021174,1.058701,0.8878933,1.0004039,1.0489382,0.83387303,1.2452924,1.0771177,1.0103185,1.0321758,1.2179149,1.2052255,0.93849736,0.9067966,0.81066155,0.97339904,1.1784225,0.8268658,0.8267603,1.1979299,1.0096077,0.8885207,1.2145183,1.0378023,1.0127524,0.8783998,1.2236376,0.9618497,0.99515796,1.2336892,1.006557,0.7680329,1.0124152,1.0259616,0.2542559,0.8799281,0.8108383,1.0010288,1.0094254,1.0689027,0.9535814,1.2430588,0.8824493,0.9316105,1.0602626,1.2059913,0.8741697,1.344356,0.97525924,1.286865,0.0,1.0144949,0.88665134,0.95618457,0.8815923,0.97877884,1.0887306,1.0382059,1.104282,0.91686624,1.0401065,0.8491777,1.0019113,1.0929146,0.88836926,1.0230397,1.2203119,1.3027532,1.2119534,1.0651457,0.8886743,0.7678567,0.6202638,0.8669279,1.0022768,1.0566763,0.9242915,1.0156845,0.8292449,1.2163099,1.0798764,1.0001835,1.0958266,1.0208006,1.036259,0.9674546,1.1467164,0.9027376,0.87866586,0.84825754,0.9123658,0.6980722,1.312735,1.0154029,1.1916872,0.4368587,0.9055443,0.9037252,1.2826812,1.0213977,1.165687,0.91771734,0.9571503,0.83680797,0.17575586,0.68480456,0.98502606,0.9252889,1.2911702,1.1247212,0.9266044,0.9942401,0.88409925,0.4180144,0.91414016,1.0656086,0.8932919,1.0741441,0.7395663,0.87897915,1.1395011
ladder,0.98174214,1.0911578,1.345617,0.7748171,1.0850303,1.1247576,1.2272974,0.9323016,0.74637294,0.98324895,0.56582206,1.3085601,0.5654667,1.0212234,1.1148608,0.77904624,1.1426725,1.1120772,1.1938858,1.1779335,0.8789506,1.2647784,0.98238546,1.0699606,1.1806885,1.1983181,1.1191303,1.2750554,0.8526559,0.8719431,1.1337519,1.0224875,0.49679625,0.65691686,0.8619515,0.84977645,1.2272637,1.0841193,0.7968744,1.1407403,1.3017147,0.6601397,1.2838638,0.9004704,0.9844948,1.2160366,0.6030893,0.8661238,0.7191717,1.1854279,1.3832548,0.8631491,1.2917644,1.300375,1.1418672,1.0212928,1.2097114,1.2700973,0.8686178,1.3469,1.2503735,0.87404585,1.2056109,0.9097973,1.0941308,1.0700661,1.3097115,0.8134309,0.8187486,0.6485086,1.0211129,0.74668825,1.0144949,0.0,1.0871602,1.1625334,1.1137711,0.95292026,1.0171595,0.8806199,1.0256937,1.2098283,1.2889843,1.2993321,1.2334621,1.2659905,1.2824389,0.6584254,0.9180816,0.7250706,0.70451844,0.76046324,1.1846262,1.288066,1.154329,1.3260045,0.92608476,1.3049886,1.1652957,0.89244616,1.168434,0.6530385,1.3210819,1.3459415,1.0613494,0.8730108,1.2618548,0.59443307,0.81388795,1.0915847,1.0142204,1.0626775,1.0251114,1.1596227,0.72628933,0.95139503,0.98804843,1.1465605,0.50543207,0.7930404,0.729489,1.3335488,0.8106767,1.317681,1.1414734,1.1771334,1.2392244,0.9303138,1.2155621,0.8464805,0.631876,0.64857435,1.2694824,1.327095,1.1309716,0.83340114,1.1810952,1.2311931,0.94529533,0.841061,0.7228789,1.3842758,0.71494764
lamp,1.3523293,1.0247341,0.47936392,1.4971566,0.8656922,0.7668857,1.0896724,0.8567641,1.3960721,1.1377068,1.3580754,0.31096113,1.3168337,1.1682365,1.0624068,1.3919505,0.70983374,0.92145956,0.3702724,0.95339584,1.0038211,1.1057048,0.82694757,0.62436527,0.9988076,0.2965886,0.812838,0.79494095,1.0298371,0.6339625,1.3593297,0.7978781,1.1419294,1.1669511,1.1874981,0.97170806,1.0567836,1.1535732,0.9402769,1.3230098,0.29043257,1.2820513,0.32304716,1.2144442,1.3673652,1.2267885,0.8546823,0.7221477,1.1905994,0.6868787,0.62684405,1.2860777,0.8411828,0.39199024,0.62897015,1.1647024,0.64236957,0.89099026,1.3933136,0.4093445,1.0551782,0.9680286,1.1346096,1.2721844,1.3965957,1.4356203,0.3685007,1.0777118,1.06392,1.3615271,0.7644888,1.4185739,0.88665134,1.0871602,0.0,1.3542061,1.2277629,1.016065,1.4944842,1.3982464,1.2043995,1.2541587,0.43923748,0.937938,0.8101085,0.5035479,0.86866975,1.0439222,1.2011144,1.5002632,1.3272359,1.3081548,1.296,0.32793796,0.43736947,0.8451309,1.1769968,0.38792467,1.309727,1.1498394,1.0724604,1.2889676,0.7446977,0.71407944,1.3134267,1.1684142,0.9028016,0.81430054,1.1537954,0.7273275,1.3563395,1.3199037,0.7801696,0.4132325,1.4820586,1.3292153,1.248915,0.5152113,1.035225,1.3761714,1.3135004,0.40051633,1.2005265,0.6387985,0.87099826,1.1557286,0.805251,0.9404727,0.75118196,1.0042927,1.405899,1.211438,0.39032626,0.66102123,0.5435313,1.3591461,0.496754,0.7277302,1.3631587,0.956327,0.9856137,0.5363606,0.7437066
meat,0.6492699,0.9888166,1.1331531,1.0593743,1.1270082,1.1518965,0.75882643,1.2891045,0.9543609,1.059223,1.1891296,1.3153005,1.1182221,1.1472093,0.8555697,1.0668447,1.1645888,1.177465,1.3144618,0.99655765,1.0741576,0.28309983,1.0393153,1.3356683,0.9797064,1.2627954,1.1269115,0.8934168,1.1292235,1.2112045,0.62979156,1.1917272,1.1266679,1.18218,0.85047776,1.072591,0.39897764,0.9953,1.1503183,0.26412147,1.3010017,1.2015712,1.2843914,0.9779528,0.6184099,0.84492564,1.0752691,1.0496252,1.059071,0.9890374,1.0985831,1.0375915,1.023947,1.0771291,1.1104248,0.9185627,1.0518533,0.77232635,0.9250444,1.2413828,1.0496243,1.1684881,1.0330492,0.9961844,0.45141703,0.8646567,1.2773631,1.1144576,1.170108,1.0949767,1.0568068,1.1560773,0.95618457,1.1625334,1.3542061,0.0,0.80128753,0.9880016,0.8092729,1.0195423,1.0014808,0.23873454,1.2223428,0.56770736,1.0462528,1.170471,0.9144084,1.0684593,1.0819595,1.068581,1.0378388,1.1278415,0.26653838,1.259786,1.2891235,0.8959394,0.59189457,1.2802081,0.49332857,0.99684954,0.9103757,1.1068014,0.96857566,0.9463924,0.91009367,0.9840576,0.7898675,1.152579,1.088166,0.9217747,0.5752283,0.8013307,1.1992995,1.1944554,1.048343,0.9682898,1.0380139,1.1819823,1.1045809,0.9192284,1.1524767,1.2400076,1.070085,0.9023733,1.182704,0.7103623,0.9575657,0.8674227,1.0649327,1.055143,1.062998,1.0342554,1.2486097,1.0862068,1.1440657,0.9529756,1.1767349,1.232834,0.7626821,1.136218,1.0447276,1.1518935,1.2588898
melon,0.93702215,1.0416781,1.1190128,1.0294684,1.011738,1.0260377,0.15132928,1.0976889,0.8796356,1.1376276,1.1162593,1.2215852,1.0887489,1.1323289,0.9264952,1.0648667,1.156989,1.083281,1.2251458,0.76966894,1.0258185,0.74228156,1.065006,1.121991,0.8991728,1.2035892,1.2171092,0.69404006,1.1797667,1.1487459,0.66159356,1.1343145,1.156968,1.0954187,0.96954644,1.1302581,0.74194956,0.91231257,1.0121716,0.72894377,1.1596872,1.0332536,1.1702987,0.80020356,1.0704271,0.9956857,1.1667161,1.2192638,1.1114881,1.0164789,0.9285917,1.1316416,1.1420658,1.0666869,1.146531,1.0869751,0.9879365,1.0172782,0.9628324,1.2924936,1.0156245,1.1960393,0.9991216,1.1763345,0.67268074,1.0211256,1.2470326,1.0487905,1.0139272,1.1274259,1.0956298,1.0788438,0.8815923,1.1137711,1.2277629,0.80128753,0.0,0.9559882,0.98980564,0.963617,0.88947564,0.80569875,1.2303147,0.90555304,1.1528053,1.2523812,0.60418916,1.1063757,1.1952949,1.0531808,1.0953624,1.0756273,0.76103956,1.2237446,1.1260684,0.4079007,0.9722342,1.0865402,0.76746774,1.0140644,0.6071468,1.0485826,1.0007732,1.0869672,0.96524006,0.9436638,1.1713626,1.2357154,1.1270965,1.0426635,0.6228798,0.74662757,1.0377678,1.1321393,1.110999,1.0144479,1.0947258,1.0310435,1.1319366,0.8369768,0.9899544,1.2339443,1.0964028,0.8109376,0.93571264,0.7551757,0.85199356,1.1183531,0.86084557,1.0551773,1.1522745,1.0082488,1.027092,1.1518734,1.0518745,0.85135406,1.0561023,1.0350082,0.7291442,1.0559129,1.0754231,1.21596,1.1479454
milk,1.0340409,1.1606085,1.1001849,1.0800247,0.9101917,0.97534287,1.0120556,0.8137015,0.9597808,1.0621918,1.0149721,1.0952623,1.105037,1.0272018,1.1512327,1.1391829,0.95909196,0.76406777,0.91560036,0.8442993,0.5297452,0.9438478,1.1171806,0.8169373,1.0253297,1.0337095,0.9523401,1.1202251,1.1273059,1.01345,1.0098007,0.9152941,0.94917446,1.0449915,0.85845995,1.0437125,1.0865364,0.9434255,0.9936066,1.01944,1.1103363,0.8853263,1.0167751,0.8714864,1.0943698,1.0112767,0.9549501,1.0175557,1.00006,1.1210957,1.086656,0.9394827,1.19566,1.1311318,1.0603564,1.0841049,0.9840275,1.038061,1.0042922,1.1322348,1.1742162,1.1190231,1.0050858,1.0201377,0.92436844,1.1234739,1.0920458,1.016289,0.9861686,1.1248313,0.79955876,1.1719589,0.97877884,0.95292026,1.016065,0.9880016,0.9559882,0.0,1.196373,1.045866,1.0369812,1.0193245,1.094241,1.1191126,1.1229393,1.0436128,1.114194,0.9781816,1.0903201,1.0438608,1.1241814,0.90774256,1.1024214,1.1040223,1.0516196,1.0667555,0.98140407,1.0684217,0.90523666,0.9866375,0.9071555,1.0917556,1.1632252,1.1261381,1.041951,0.89518106,1.1557289,0.93119013,1.1039138,1.0644035,0.92932963,0.93314457,0.9573684,1.095376,1.0655168,1.0078816,1.2011611,0.90076417,1.0068686,0.9498025,1.0212715,1.108777,0.9610473,0.9807789,1.0941522,0.83096826,0.9825144,1.1223209,0.9845351,0.84957147,1.0584311,0.9753213,0.99295044,1.1612213,1.1128652,1.0020535,1.1413233,0.9374554,0.91345215,0.9259402,0.99265665,1.1818557,0.9344406
mitten,0.80018955,0.7215861,1.297836,0.6013619,1.0966574,1.0921602,1.0566306,1.1288052,1.0165732,0.9966418,0.83860296,1.3215249,0.67006487,0.9059979,0.9519214,0.5345174,1.2427275,1.1528254,1.3031447,1.3159666,1.1272724,1.147065,0.8863642,1.1816539,1.0949905,1.2533225,1.2290671,1.086315,0.88943243,1.029612,0.83836615,1.1609433,0.94458,0.80467784,0.9146037,0.91451436,1.0330663,0.9221914,0.9191139,0.9386406,1.3842142,0.9717407,1.3269813,1.0047934,0.7106193,0.7557198,1.0705506,1.0695912,0.7717289,1.19184,1.2345542,0.9536021,0.9079027,1.215392,1.225163,0.57475376,1.307314,1.0799223,0.7546328,1.3282385,0.42337894,1.0477372,0.8206856,0.8769557,0.92443424,0.49215305,1.3367857,1.092298,0.9935352,0.6966797,1.0282991,0.4804017,1.0887306,1.0171595,1.4944842,0.8092729,0.98980564,1.196373,0.0,0.5871574,0.97958213,0.92288107,1.376979,0.80063045,0.8804732,1.3247709,1.1047641,0.95814174,0.85261965,0.56974125,0.5199432,0.8802993,0.7828653,1.3777564,1.3697159,1.1350461,0.89207417,1.2207875,1.045884,0.9503417,1.3409281,0.95903957,1.1112225,1.1731442,0.55227214,0.93454933,0.9111086,1.120876,0.93114305,1.2308582,0.89589083,0.9110253,1.1703084,1.2628646,0.5422835,0.6307523,0.41279078,1.3423525,1.0005914,1.0072007,0.93956524,1.2782413,0.9945814,1.2997105,0.68860734,1.0461164,1.1452856,0.9335561,1.2472663,0.9763576,0.62497663,0.9385321,1.4071203,1.037591,1.1031832,0.7026291,0.9063272,1.2236996,1.0726403,1.1839006,0.84843755,1.2096367,1.242071
motorcycle,0.8367543,0.9386957,1.3359206,0.6827927,1.1904635,1.1696756,1.1125213,0.88230246,0.9385808,1.1446011,0.7331153,1.2171522,0.60849404,0.9874116,0.9045851,0.6528615,0.980411,0.9631113,1.2440145,1.2134546,0.9240225,1.2667224,0.83413446,1.0754395,0.95824695,1.210139,0.9428373,1.1600817,0.78845084,0.94357073,0.863391,1.0968603,0.8452203,0.9788138,0.99389404,0.9034123,1.2404047,1.0298883,0.8665665,1.0699041,1.2774076,0.73051023,1.2886466,1.0083623,0.6967804,0.8253673,1.0373843,0.9621185,0.8626346,1.216995,1.374043,0.8827242,1.187534,1.237863,1.0293732,0.9129082,1.2193077,1.0890768,0.82263935,1.2452613,0.8161032,0.9877398,0.9030311,0.83983445,1.0492864,0.8282597,1.2612262,0.93527585,0.88143,0.6499606,1.1183741,0.6368022,1.0382059,0.8806199,1.3982464,1.0195423,0.963617,1.045866,0.5871574,0.0,0.94853526,1.1669877,1.3620504,1.2218332,1.0876492,1.3129187,1.1598701,0.8507601,1.0682673,0.7333189,0.64523923,0.7795148,1.0408312,1.2506378,1.2814741,1.2014799,0.93285835,1.162307,1.09641,0.83867,1.1426848,0.7278605,1.2896684,1.3042568,0.62823963,0.87078273,1.0623901,0.9144962,0.88699245,1.1676466,0.9816578,1.0153387,1.1506169,1.1699462,0.62337816,0.7516238,0.67530894,1.2631445,0.88038266,0.9519458,0.7660246,1.2274611,0.89639515,1.4526,1.0218092,1.1534328,1.10425,0.9247338,1.2285851,0.8294919,0.7335007,0.7695491,1.3826565,1.293993,1.1859756,0.7806912,1.1516064,1.0094906,0.95306337,1.0445479,0.6969184,1.221543,1.1017694
mouth,1.0735446,0.7936971,0.9835405,0.82859635,1.0549057,1.0656372,0.9283233,1.216402,0.9686941,1.0351113,1.0591471,1.0833433,1.0035391,1.0229881,1.0991658,1.0374918,1.1403216,1.169512,1.144948,1.140088,1.1668311,1.0423161,0.9712876,1.2098639,1.1055003,1.1808628,1.1396303,0.99916565,1.0845617,1.204358,1.0144906,1.1328942,1.029587,0.9463773,1.1313505,0.9325714,0.9130808,1.0325291,1.1570328,0.8962788,1.089572,1.1017871,1.0937247,0.9948993,1.0756483,1.1176724,1.0933388,1.1493095,1.0173111,0.91453856,1.0049671,0.7812333,0.63140815,1.1354412,1.096203,0.80334103,1.0742352,1.1925685,0.8908319,0.8509221,1.0501173,1.0613863,0.9504879,0.70479596,0.9671909,0.70253646,1.0716299,0.9849477,1.0194595,0.95069325,1.1130714,0.88691646,1.104282,1.0256937,1.2043995,1.0014808,0.88947564,1.0369812,0.97958213,0.94853526,0.0,0.93588644,0.9910887,1.1258321,0.7534166,0.8531964,0.9588641,1.0938106,0.96458316,0.9392703,0.8986325,0.9910178,0.9716487,1.0934317,1.0854894,0.9840818,1.1231399,1.1891046,1.070501,1.015977,1.1443841,0.881141,0.9238152,1.0248729,1.127903,1.0925608,0.73294264,1.1892319,1.0164992,1.1827047,0.8679366,0.9204662,1.089478,1.1119654,0.8687211,0.9390354,0.88821554,1.1491181,1.0873822,0.9926,1.0159179,1.027844,1.0592303,1.0394505,0.9537381,1.0721426,1.1051444,0.9295998,1.1085459,1.192874,0.9060971,1.1354762,1.1607342,0.6845639,1.0101848,0.8563861,1.1840229,1.168737,1.0631645,1.0614626,1.0741029,0.88437665,1.1013659
muffin,0.7358848,0.9714864,0.99542606,1.1366596,1.0690434,1.0990555,0.687477,1.3294518,1.0099816,1.1214608,1.3501728,1.2223092,1.3094773,1.1714101,0.82131934,1.2402982,1.2233795,1.2483919,1.2463738,0.9633217,1.156237,0.22721171,1.0261583,1.3081843,1.0507967,1.2027988,1.1548185,0.8378018,1.2454726,1.3287649,0.559635,1.2395583,1.1916144,1.1856382,0.8548666,1.081551,0.25777626,0.9988718,1.323249,0.08992332,1.1848164,1.3014901,1.1725432,1.0306063,0.8459896,0.90367264,1.1072062,1.1361088,1.1790885,0.8287674,0.9027126,1.0779629,0.85174805,0.98926544,1.0982348,0.89262426,0.9551853,0.8458516,0.94588673,1.1065356,1.0126038,1.145409,1.0091212,0.9832849,0.43337977,0.82861185,1.1430591,1.0999445,1.1811745,1.2127072,1.0659399,1.2601635,0.91686624,1.2098283,1.2541587,0.23873454,0.80569875,1.0193245,0.92288107,1.1669877,0.93588644,0.0,1.0637197,0.55708504,0.9759798,1.0635896,0.8214912,1.1732033,1.1481376,1.1945776,1.1134493,1.1891507,0.3037461,1.1447226,1.1414679,0.7409091,0.7683487,1.2562753,0.44341886,1.0098791,0.93325645,1.1154197,0.803561,0.8327342,1.0776569,1.1012707,0.76168275,1.2378228,1.0562662,0.8684233,0.5111971,0.8412602,1.1908274,1.1235521,1.15669,1.0538236,1.1094179,1.0937767,1.1945823,0.96199816,1.3029497,1.147445,1.1454302,0.64005554,1.0485129,0.66351694,0.90442103,0.87563133,0.97008085,1.168623,1.1556957,1.240228,1.0620657,0.91184366,1.0222579,0.9330337,1.1148286,1.2024906,0.8200995,1.1490438,1.1071846,1.0206171,1.3107417
nail,1.3624238,0.9726314,0.09687376,1.3497782,0.75653774,0.6655524,1.0651424,1.0450121,1.3264171,1.0977224,1.4072684,0.33989692,1.3842528,0.8656982,1.1064426,1.3757052,0.80834746,0.9469698,0.42176294,0.9498266,1.109906,0.97104573,1.0422374,0.7634964,0.9666617,0.4874463,0.8987202,0.7727405,1.116039,0.96654916,1.2587706,0.85095984,1.2565832,1.1403898,1.2727184,1.1317613,0.936065,1.2068851,1.2322501,1.193598,0.20833194,1.379655,0.29807675,1.253078,1.3500571,1.1408894,1.1070113,1.100591,1.2994916,0.68576294,0.3344363,1.1548772,0.5479802,0.5211876,0.6198002,1.1056633,0.7634241,0.9287275,1.4065297,0.22651517,1.0414728,1.0804123,0.97693366,1.0988821,1.3084612,1.2163669,0.19542825,1.1225281,1.2037216,1.283229,1.0138038,1.3472025,1.0401065,1.2889843,0.43923748,1.2223428,1.2303147,1.094241,1.376979,1.3620504,0.9910887,1.0637197,0.0,0.8746307,0.78008586,0.3056872,0.7771585,1.2959547,1.1215175,1.406669,1.3154991,1.3076788,1.1696036,0.2937833,0.5106167,0.78561366,1.3018975,0.6161082,1.1872114,1.1739643,1.0544745,1.1094198,0.32285208,0.4545942,1.3446679,1.3150694,0.70540994,1.1452413,1.1525304,0.7025393,1.305909,1.1986462,1.0083983,0.660236,1.3756052,1.3565943,1.1914984,0.70447534,1.3088837,1.3215364,1.2821931,0.20425564,1.2105393,0.5304028,0.81959456,1.2036914,0.96661055,1.1322585,0.7608297,1.2034492,1.3424418,1.4306288,0.38656104,0.39661837,0.5785039,1.3100946,0.6574332,0.6393157,1.3397757,1.152297,1.2702539,0.30752337,1.0740726
napkin,0.79651546,0.88859683,0.80467796,1.2475117,1.0472339,0.98603547,0.6466749,1.2253423,1.2832599,1.1636391,1.3753667,0.89028496,1.2785288,1.2262139,0.820268,1.1483363,0.9505065,1.062113,0.9473443,1.1080463,1.1469078,0.49467546,0.8873124,0.9927066,0.9575971,0.7339071,1.0760112,0.5088363,1.1876302,0.87511957,0.943142,1.1302588,1.3550984,1.2276125,1.049024,1.0507143,0.34224355,1.0642657,1.1467397,0.5748985,0.8165935,1.3708768,0.89924383,1.087622,1.0300117,0.9493103,1.1921947,0.89683634,1.2160584,0.7479609,0.6363892,1.3218769,0.69748646,0.72548664,0.9084402,0.8866726,0.75533646,0.601169,1.2091982,0.8611599,0.6692042,1.1638827,1.0071881,1.2853575,0.97286403,0.98601663,0.8671231,1.26382,1.2185174,1.2111294,0.92981297,1.1708965,0.8491777,1.2993321,0.937938,0.56770736,0.90555304,1.1191126,0.80063045,1.2218332,1.1258321,0.55708504,0.8746307,0.0,0.77311575,0.95871556,0.55535483,1.1695867,1.1675364,1.345125,1.0963744,1.2230885,0.5298809,0.8172432,0.8673258,0.54518634,1.057609,0.84854054,0.94873166,1.1519785,1.0649182,1.2588801,0.5952718,0.6382854,0.91332984,1.1604159,0.67099327,1.1864741,1.1601814,0.76625365,1.0262983,1.1445143,1.0948021,0.75138843,1.2555089,1.0363673,0.93374157,0.934241,1.2098715,1.2175112,1.3198581,0.8567631,1.2042768,0.56995475,0.72137564,1.0000002,0.76782346,0.92542225,0.88759434,1.0496395,1.2475446,1.2696326,0.8410891,0.65816575,0.7161424,1.1354947,0.48894393,1.0622265,1.1421505,1.2754444,1.0939949,0.77569044,1.2881293
necklace,1.181056,0.77452195,0.7224792,0.99621487,1.08788,1.0074636,1.0741521,1.2121432,1.4139684,1.142679,1.3457716,0.6798271,1.2117555,1.0639275,0.97059995,1.1025841,0.95367867,1.1906573,0.7716403,1.3607185,1.2600653,1.0467403,0.72232753,0.96813035,1.0312318,0.63937676,1.057154,0.759866,0.97667176,0.8194639,1.0929891,1.1249588,1.2622054,0.9657006,1.2368987,1.039249,0.89599717,1.2065997,1.147554,1.0470662,0.76215315,1.3759724,0.77137095,1.1917951,1.1236502,1.0457547,1.0805091,0.9317187,0.8204832,0.59405655,0.68095744,1.0803757,0.3570062,0.829731,0.8288814,0.6783582,0.836347,1.1316932,1.1499752,0.4831509,0.72052926,0.98663753,1.1583223,0.90888953,1.258712,0.76505256,0.7034886,1.2150398,1.0530586,1.2041684,1.0604883,0.92009115,1.0019113,1.2334621,0.8101085,1.0462528,1.1528053,1.1229393,0.8804732,1.0876492,0.7534166,0.9759798,0.78008586,0.77311575,0.0,0.5994418,0.861153,1.084869,1.0023413,1.1349127,0.7571522,1.26663,1.0156126,0.5511556,0.73933476,0.8939686,1.2277962,0.8033755,1.3090162,1.1459758,1.3805625,1.2691662,0.6444525,0.5752603,0.91509366,1.2120341,0.4333489,0.9633435,1.2473401,0.8789204,1.2118332,1.2152084,0.9483627,0.79952645,0.9410594,1.0769215,0.56201535,0.9767735,1.0476404,1.3876488,1.3255305,0.7007688,1.2351669,0.94196224,0.6976664,1.2624521,0.89954185,0.7665358,1.0427549,1.1221488,0.9296312,1.3265126,1.0009099,0.3867203,0.71775424,1.0905229,0.7414114,1.1332173,1.4203649,1.2527195,0.97956663,0.45560527,1.1504897
