,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
fish,1.0460513,0.9804535,0.5712594,1.548583,0.80147636,0.46595037,0.7687628,0.53228676,1.3267739,1.4114571,0.34613472,1.4216542,1.4461861,0.9961582,1.3856983,0.5961335,0.6667471,0.37739098,1.1426746,1.0559521,0.99139,0.7750757,0.8351133,0.38759327,0.6832056,0.763124,0.75612926,1.1024323,1.2295462,0.54503834,0.86818874,0.49866903,1.0550927,1.0589184,0.85271525,1.3773507,1.2167482,0.3513769,1.3564198,0.50085974,1.2037805,0.62350166,1.0771704,1.113474,1.1431171,1.4501033,0.7700796,1.2448269,1.2654128,0.87676364,0.9993897,0.0,0.6969967,1.0667268,0.36907113,0.60854053,1.3289087,0.3180014,1.1691539,0.9976198,0.81069005,1.21262,1.1505116,1.3497261,0.71767837,1.188508,1.3257766,1.0801754,1.3851213,0.737442,1.0425963,0.2946198,0.57852185,1.1340833,1.1385901,1.2436988,1.273236,1.2489781,0.9030831,0.45642662,0.80491304,0.51925325,0.806674,0.8749659,1.2893156,0.9813037,1.4716961,1.2702916,1.098048,1.3113947,0.70530534,0.71645343,1.227481,0.7230778,0.53671956,0.4818651,0.95210737,0.96648276,1.2446427,0.8243492,1.0637932,1.0804416,1.131135,1.2733941,1.3085321,1.328264,0.6252613,1.4361372,1.1903344,0.99608445,1.1010965,1.164403,1.4259703,1.4144988,0.4635492,0.7312485,1.0260651,1.0582103,0.9179901,0.9025569,1.1041492,1.0328122,1.4103227,1.523808,0.66707313,0.7564419,0.48395282,1.3656211,0.48298377,0.85360897,1.1768811,0.8772514,0.95771205,1.31951,0.54955184,0.9904337,1.2846773
flower,1.097672,0.9986757,0.629352,1.3230386,0.7933293,0.6720238,0.75432813,0.643211,1.2804883,1.3416452,0.8600334,1.4238214,1.2226074,1.2064317,1.3332568,0.77566606,0.74144363,0.50735646,1.1270752,0.8377861,0.8756292,0.7439674,0.9103056,0.66448796,0.7686844,0.9959163,1.1559932,1.0231702,1.0848292,0.7591888,0.7063107,0.9527723,1.2513399,0.96326554,1.0109782,1.3716099,1.1396945,0.5515524,1.2683976,0.60767746,1.1095606,1.0154831,0.9753819,1.1293341,1.2879932,1.1817015,0.81257635,1.0693065,1.201835,0.9813665,1.0085083,0.6969967,0.0,0.9777855,0.8323611,0.7994664,1.2800181,0.65448236,1.01534,1.1474503,0.68983024,1.1329563,1.0389103,1.2591956,0.72289836,1.2404182,1.2782526,0.8583997,1.413607,0.6796677,1.1092212,0.64030993,0.8290368,1.0995308,1.1637962,1.0532911,1.1165093,1.1958668,0.9585084,0.6393361,0.88855016,0.76019686,0.88565,1.01898,1.2875311,0.9721173,1.238836,1.280446,1.1072876,1.1433918,0.6075637,0.6129303,1.0762557,1.2224774,0.58127165,0.5530782,0.87189627,1.0803251,1.0574133,1.0046055,1.0443029,0.9726125,1.2246622,1.0973127,1.1291684,1.234538,0.7470579,1.344949,1.0036497,1.3029048,1.1123714,1.194236,1.3047173,1.2774326,0.6305717,0.58263946,0.9019446,1.1642425,1.0985744,0.6991693,1.0781083,1.2745143,1.3117815,1.3492179,0.7444966,0.80141705,0.73958004,1.1629593,0.7160567,0.744831,0.9864225,0.95962733,0.8288534,1.2751242,0.76414096,1.0774049,1.2959294
foot,1.1178143,0.8844613,1.1761088,1.0329624,1.0447025,1.0537299,0.9428307,1.0072966,1.1643052,1.2543918,0.97974974,1.177649,1.0810353,1.0014604,1.1145854,0.96111155,1.0254223,1.0652022,1.0414114,0.94740677,0.8863744,0.92833334,0.9729406,1.0281379,1.1040074,1.2167751,1.1940539,0.91828805,1.0534527,0.9098593,1.0153993,1.0787454,1.0888599,0.95654047,1.1218559,1.221146,1.0271157,1.0625836,1.1997545,0.9960524,0.92306536,1.049775,0.93067276,1.0776548,1.1175673,0.9864339,1.0186445,1.1019832,1.0982273,0.8533273,1.1218933,1.0667268,0.9777855,0.0,1.021824,0.9781616,1.198292,1.0427256,0.12468809,1.1902984,0.9132831,1.0889689,1.1064818,0.8917012,0.85557425,1.0780498,1.1001496,0.7967433,0.92223215,0.98582184,0.94661397,1.1443584,1.0669997,1.020961,0.986064,0.97541416,0.18348527,1.0841182,0.9630221,1.1100141,0.8994689,0.84400564,0.91768086,1.0306027,1.1233095,0.9541521,1.0514972,0.96610403,1.0982035,1.0786216,0.9494823,0.9553509,1.0481578,1.069864,1.037406,1.0234038,1.1001012,0.9572106,0.8380454,1.0250343,0.88671637,1.0169383,1.0563904,1.133148,1.1390063,0.93852973,0.9014693,1.0533001,0.103354335,0.7695514,1.0612987,1.2450597,1.1573274,1.1612566,0.5742979,0.94109976,0.6215195,1.1314744,0.9889573,0.8585958,1.0687128,1.0764122,1.0662959,1.2300935,1.0226866,0.7866261,1.053477,0.9409789,0.8953674,0.9689376,1.1320276,1.0183007,0.984264,1.0311219,0.8417364,1.0970174,1.0604594
fork,1.047209,0.9408854,0.84492123,1.3077312,0.97750646,0.6807138,0.9341135,0.63393205,1.2946271,1.4407701,0.40449703,1.2724447,1.3799126,0.94300246,1.3197037,0.66531885,0.63202596,0.5612142,1.2433662,1.1516743,1.0414569,0.780052,0.93097246,0.5184835,0.8684549,0.7803792,0.77317774,0.93134403,1.2889372,0.69489646,0.88118416,0.64316654,0.822297,1.2333497,0.7624457,1.4206825,1.2642658,0.39507836,1.2608408,0.63857406,1.2309028,0.69985807,1.1314899,1.0070294,1.0286925,1.3710225,0.7447633,1.2339294,1.3096677,0.7012509,1.0743841,0.36907113,0.8323611,1.021824,0.0,0.8038589,1.4122016,0.41207993,1.1410563,0.970337,0.99229175,1.2119536,1.2461524,1.1081183,0.86001426,1.0022591,1.3397216,1.0205001,1.2689022,0.5070942,0.84747475,0.52999943,0.6333667,1.0284296,1.0305425,1.3043754,1.2532668,1.3449702,0.890846,0.65236354,0.7499604,0.48577315,0.82846546,0.8719375,1.1781534,1.0777794,1.3919277,1.0721929,1.0050449,1.3773257,0.5554251,0.5698305,1.1467954,0.7353152,0.71367353,0.5478516,1.0750834,0.86493886,1.146941,0.6245067,0.93410856,1.0060748,1.168229,1.263386,1.3490795,1.2496389,0.602062,1.3912842,1.1789451,0.9485267,0.8904542,1.1054356,1.3373944,1.3234651,0.55191535,0.6914352,0.8898828,1.2191912,0.6821419,0.851707,1.220851,1.0382963,1.2606931,1.4543309,0.8071008,0.76006866,0.55227405,1.1320856,0.6351558,1.0284482,1.2195035,0.9135642,1.0385605,1.2977103,0.592553,0.9304367,1.2004304
frog,0.6183033,0.9134275,1.0126998,1.3470957,0.88703334,0.7462573,0.85420024,0.6439075,1.2124559,1.172534,0.86492693,1.2949476,1.1228608,0.8148746,1.1570749,0.9566477,0.70668876,0.90174574,1.037931,0.8340785,0.9557977,0.96183294,0.9072646,0.88091433,0.83229387,1.0147755,1.0824251,1.190552,1.0744699,0.83733714,0.87035865,0.8491911,1.1564778,0.9356036,1.0978013,1.2049698,0.9491499,0.7794138,1.1920244,0.9178895,0.99494237,0.7557534,0.62287456,1.1485306,1.0817543,1.2432772,0.9288281,1.2279042,1.0687124,1.0477618,0.979639,0.60854053,0.7994664,0.9781616,0.8038589,0.0,1.1695815,0.89405686,0.9800522,1.0785384,0.79896724,1.1138586,0.98006755,1.2106967,0.76578826,1.0943701,1.2271303,0.8826017,1.2561634,0.8718837,1.0796086,0.9073886,0.9582648,0.9987306,1.1947569,1.0801874,1.0399488,1.115662,0.7990278,0.9361707,0.9166267,0.9095908,1.0040159,1.0120125,1.2572595,0.44202054,1.249428,1.2190483,0.92771566,1.0954882,0.8656988,0.87713957,1.1253561,0.9015384,0.8341484,0.80421305,0.9735415,0.9147685,0.96696573,1.0080925,0.99477166,1.0818372,0.86196804,0.89411354,1.037458,1.259427,0.60513586,1.1517444,1.0152482,1.1437188,1.0370951,1.1759773,1.1930026,1.1794581,0.7863445,0.97232807,1.0513613,1.0795038,0.8866626,0.8905372,1.0216088,1.0880891,1.2863438,1.2095015,0.63610744,0.9706416,0.9136716,1.1225787,0.8414711,0.3834504,1.037491,1.0223551,0.9508568,1.2190448,0.83209944,1.1627233,1.2843144
glass,0.8167685,1.1298704,1.2379756,0.6962442,0.9436538,1.3315423,1.237118,1.3979825,0.6198627,0.6546351,1.4146376,0.6864095,0.81176037,0.91087484,0.7359586,1.321728,1.3324709,1.4143293,0.72103816,1.0916889,1.2955229,1.1724925,0.86154956,1.419481,0.968766,1.1112647,0.94729584,1.0478803,0.90532994,1.3206394,1.358754,1.2182295,0.7967713,1.0788242,0.9687803,0.65464866,0.92680264,1.5251414,0.7699379,1.3027653,0.8057779,1.1504879,1.0653027,0.9530167,0.8153131,0.821177,1.3170767,0.87350935,0.6366965,1.2485789,0.8482908,1.3289087,1.2800181,1.198292,1.4122016,1.1695815,0.0,1.3811882,1.0713682,0.8995741,1.2775774,0.7383308,1.0007608,0.78481823,1.232965,0.7688688,0.7118139,0.82565427,0.7059877,1.3956172,1.073658,1.2335193,1.2828276,0.9589502,0.8919427,0.7914779,0.9242132,0.51213944,1.2444705,1.3659098,1.2892127,1.3847647,1.2156614,1.105067,0.72263145,0.99399567,0.7744731,0.9281332,0.9116964,0.834724,1.4221137,1.4304838,1.0105407,1.125359,1.3352759,1.3244646,1.0518686,1.1259261,0.8319335,1.1786355,1.1208265,1.0494629,0.7136873,0.8237668,0.7749903,0.71685857,1.2564042,0.7635306,1.0655408,1.128716,1.0296626,0.7647549,0.57796085,0.6623259,1.5174869,1.436692,1.2187632,0.75651294,0.9928023,1.0651193,0.7866979,0.71624243,0.83000296,0.56286436,1.2690067,1.3029399,1.3432479,0.8472492,1.4392693,1.1525092,0.87199664,0.9718586,0.9923125,0.6760956,1.41874,0.97413015,0.77243274
glasses,1.2633443,0.8174572,0.32333577,1.457453,0.73636264,0.5196674,0.8503073,0.6628715,1.3571196,1.4520519,0.41104662,1.4516236,1.4413745,1.1398934,1.4502219,0.42264503,0.75752276,0.2280817,1.2650932,1.1344938,0.9868806,0.74081516,0.81507677,0.27593565,0.83385015,0.7016653,0.7577831,0.9983434,1.3140064,0.6295668,0.7854418,0.6682003,1.1092585,1.20361,0.88296235,1.4304812,1.3554919,0.2880395,1.4336544,0.3857813,1.2943933,0.67649585,1.1020585,1.1595452,1.2715555,1.4000479,0.54739857,1.2026201,1.2009027,0.6727992,1.0802113,0.3180014,0.65448236,1.0427256,0.41207993,0.89405686,1.3811882,0.0,1.1724584,1.0015246,0.79918265,1.1025989,1.2348466,1.2183696,0.6381974,1.1152508,1.326609,1.0235016,1.3692982,0.6713158,0.99266696,0.21883309,0.48723316,1.1405492,1.1446451,1.2577002,1.3142719,1.3229177,0.9390972,0.18463504,0.93864584,0.32056427,0.5417434,0.74294686,1.3136976,1.116905,1.4281647,1.2378821,1.2155838,1.4228296,0.61566836,0.61209416,1.1936268,0.8826383,0.6278228,0.4662602,0.9933006,0.8403176,1.2164358,0.7370322,1.0549791,1.1152291,1.2870122,1.4024854,1.3877007,1.3404114,0.7536223,1.4331627,1.1907125,1.0332052,1.1313733,1.1232287,1.4554824,1.4444699,0.30368292,0.5746751,0.8190052,1.2729312,0.99187845,0.8135323,1.2866032,1.0901309,1.3380234,1.5790122,0.7607196,0.4931742,0.34238636,1.368252,0.62936056,0.9699678,1.2317573,0.9601204,1.0254455,1.3702527,0.26786995,1.0038186,1.2008178
glove,1.0782797,0.96799874,1.2273666,0.94067216,1.0486832,1.1157098,1.000957,1.0611483,1.0651718,1.0414509,1.0767745,1.0410697,0.9641545,0.97612035,0.94770235,1.1151108,1.0661061,1.1781751,0.96546483,0.9154365,1.0014328,1.0117557,0.95115536,1.1561329,1.0273582,1.2558336,1.1533422,0.8646593,1.0139766,1.0641184,1.1124505,1.0792747,1.0581051,0.9802486,1.158954,1.0389376,1.0367748,1.170731,1.0343966,1.1044724,0.8488411,1.0803847,0.91009045,1.1062481,1.1309572,0.90176135,1.1812062,1.0372938,1.0695136,1.0152403,1.0479449,1.1691539,1.01534,0.12468809,1.1410563,0.9800522,1.0713682,1.1724584,0.0,1.1726899,0.98019356,1.0752097,1.0821067,0.88906455,0.88995576,0.99690115,0.91273606,0.85126,0.7784333,1.0621717,1.0768751,1.2347938,1.1915536,1.0102811,1.0338339,0.9415314,0.04589784,0.9020318,1.0811806,1.2548541,0.92811334,1.0631535,1.1126972,1.1738385,1.0465174,0.9459901,0.9194004,0.9737599,1.0345637,1.0045265,1.0279787,1.0326834,1.0505061,1.0223602,1.0980221,1.1533576,1.0954778,1.1180757,0.7182742,1.1059709,0.9610656,1.0672102,0.98150367,1.0726962,1.0976359,0.90573823,0.9081601,0.9341475,0.04682517,0.85204124,1.0952523,1.1152511,1.0258785,0.98805815,0.6899631,1.0795552,0.63242364,1.0899003,1.0495023,0.9135859,1.0593144,1.0632746,0.953119,1.0882312,1.1165631,0.9812901,1.202527,0.87219787,0.93437624,0.90578467,1.049694,1.0249634,0.9223392,0.96564764,0.9639981,1.0595009,1.0387405
grass,0.9651115,1.1644716,0.99233085,0.91322225,1.066567,1.0262488,1.2456604,1.1520321,0.6550951,0.79050124,1.0353216,0.826745,1.0425218,0.9610518,0.7947522,1.1013478,1.1460025,1.0850755,1.0558476,1.1546364,1.1961647,1.0283599,1.1371303,1.0830743,0.94412506,1.1061978,0.5404698,0.9683802,1.0518798,0.9052665,1.0914085,0.989189,0.769598,1.1581806,0.92083645,0.8629065,1.1835897,1.1382719,0.8069119,1.139011,1.1132132,0.9976972,1.2699164,0.73664355,0.84593934,0.94109064,1.1154889,0.7732873,0.94017804,1.160235,0.8112465,0.9976198,1.1474503,1.1902984,0.970337,1.0785384,0.8995741,1.0015246,1.1726899,0.0,1.1757901,0.9983608,1.1084951,1.0556512,1.2805183,0.8757404,0.87505364,1.1590998,0.8852632,1.1899003,1.163075,0.8954733,1.0205704,1.0079129,1.0042909,1.1451677,1.171128,0.95830655,1.076714,1.072846,1.0503356,1.0256146,1.0805615,1.0182061,0.7986115,0.9141023,0.88981473,0.8209541,0.9028504,1.0896046,1.1661229,1.1695133,1.193798,0.8953741,1.0697501,1.1151773,1.1439459,1.1638473,1.125787,1.0797707,1.2693373,0.93324035,1.0486966,1.0497581,1.0321883,1.0538281,1.0226438,0.99302465,1.1888541,1.0833194,1.1399996,0.5482981,0.7895539,0.8254638,1.2037534,1.1037182,1.0967631,0.8954601,1.1229874,0.9275468,1.0644282,1.0753908,0.89942175,0.9144668,1.1634424,1.174985,1.1088051,1.0762588,1.1073257,1.209102,1.0102438,0.9118454,0.95128167,1.0315447,1.1824,0.6429037,0.8867252
gum,1.1632373,0.89616984,0.8136618,1.3973122,0.84261936,0.7666513,0.36121786,0.78557366,1.2627405,1.4157467,0.9719938,1.4810073,1.1806266,1.0886673,1.4191979,0.8132274,0.8717129,0.744961,0.96648175,0.95696896,0.2488448,0.9395451,0.97194886,0.87317204,1.0116603,0.87213844,1.2326164,1.1465348,0.96342504,0.8029332,0.8246841,1.0660337,1.2571021,0.5335983,1.0699464,1.41278,0.7245854,0.7092625,1.3970692,0.81237674,1.0474428,1.0905406,1.0312248,1.2712858,1.3037351,1.3030481,0.7230172,1.1635996,1.3021438,0.85245174,1.1560508,0.81069005,0.68983024,0.9132831,0.99229175,0.79896724,1.2775774,0.79918265,0.98019356,1.1757901,0.0,1.2476707,0.7839943,1.119135,0.61433953,1.2354901,1.1623093,0.86538446,1.3857613,0.80829227,1.0861429,0.79731333,0.9401672,0.9485637,1.0487251,1.0584525,1.0749018,1.2628407,0.7133647,0.71767807,0.9983541,0.84968233,0.9055514,0.6223134,1.324929,0.9709897,1.3345299,1.238975,1.2340503,0.9585002,0.7430184,0.74632907,0.7439524,1.294771,0.5509495,0.8136488,0.7666099,0.7722901,1.1929519,1.048154,0.777823,1.0907531,1.1507261,0.97659147,1.033825,1.3080118,0.8533541,1.3781006,0.9438632,1.2222496,0.9136787,1.2833891,1.2674835,1.3044028,0.7162372,0.611756,0.8207292,1.1049345,0.9707178,0.8251561,0.8818149,1.2701327,1.3130181,1.3656206,0.5947413,0.7252722,0.6248539,1.1375308,0.9135294,0.8118488,1.0284438,1.0336627,1.0589328,1.3395292,0.7015275,1.157748,1.3137989
hair,0.9173955,0.93783367,1.1242738,0.6890411,1.0516276,1.2365288,1.2596376,1.3230839,0.97324544,0.81001437,1.2563012,0.85403484,0.8366788,0.9287952,0.8441647,1.0434417,1.3648242,1.2671535,1.1362461,1.1918541,1.2069793,1.1711215,1.2234724,1.1841642,1.039749,1.0678246,0.8681088,1.0586483,1.0471162,1.2787094,1.1085454,1.0934728,0.90464646,1.0599074,0.88496774,0.75039846,1.0200253,1.3554156,0.8744152,1.3058095,1.1026101,0.919453,0.7870562,0.94095063,1.0427448,0.6990101,1.012533,0.92933017,0.25312543,0.87221175,0.96589416,1.21262,1.1329563,1.0889689,1.2119536,1.1138586,0.7383308,1.1025989,1.0752097,0.9983608,1.2476707,0.0,1.0921696,0.6659114,1.1572169,1.0159178,0.986666,1.1276684,0.76886714,1.3545341,0.8496647,1.2244384,1.0461345,1.0100259,0.9969048,0.8915441,0.9728998,0.8598357,1.0193486,1.0229871,1.3010571,1.0309511,0.7611342,1.0073987,0.91262233,1.0100883,0.69989896,0.91088414,1.0272533,1.0484326,1.3434111,1.3384473,1.1127211,0.9703052,1.2157407,0.97840965,1.3333639,0.81587964,0.9999903,1.1355823,0.9884136,1.0502057,0.8138058,0.89840347,1.0317689,0.7155919,1.2796628,0.5720139,1.1001885,0.88636106,1.1252551,1.0221953,0.9888673,0.9659889,1.2453871,1.2608896,1.2565756,0.9073119,1.1147738,1.1981313,0.972642,0.5630034,0.7065838,0.9000042,1.3489225,0.8260534,1.0915217,0.9688703,1.3094364,1.1898524,1.2339605,0.99003255,0.9680303,0.8101924,1.1519655,0.9016921,0.69297665
hamburger,1.0178583,1.1030153,1.0693737,0.97352785,1.0380733,1.1634403,0.61159515,1.1520612,0.9290113,1.0240425,1.216056,1.1592276,0.99432904,1.0009258,1.0459864,1.1984046,1.1369449,1.1995746,0.7951307,1.0853549,0.49206084,1.0993885,1.1394459,1.2630162,1.173139,0.92026925,1.2023383,1.2427297,0.28206998,1.08214,1.1210579,1.1608796,1.1628834,0.59286237,1.1295903,1.0526289,0.3125131,1.181542,1.0963999,1.2195561,0.88174695,1.236899,1.1256708,1.2084699,1.1412231,1.0416111,1.0548619,1.0808244,0.9880943,1.1301581,1.0159593,1.1505116,1.0389103,1.1064818,1.2461524,0.98006755,1.0007608,1.2348466,1.0821067,1.1084951,0.7839943,1.0921696,0.0,1.0477002,1.0497903,1.0451442,0.8987421,1.0580673,1.0194026,1.1724658,1.2808068,1.16591,1.1394584,0.9644114,0.9150164,1.0401399,1.0573646,1.037624,0.8463822,1.1088995,1.0801232,1.2715802,1.1559746,0.836881,1.0192102,0.99376965,1.0538288,1.0791162,1.0218387,0.13475633,1.1591309,1.1467099,0.570807,1.2142286,0.993445,1.2302418,0.51423496,0.9494294,1.1549884,1.1569088,0.9146863,1.2444329,1.0462372,0.42072737,0.6296253,1.0930263,1.1985251,1.0700037,1.0606121,1.1920302,0.8694459,1.0164908,0.91849095,1.027209,1.1848402,1.0615073,1.2065684,0.92585486,1.0463498,1.1303251,0.7408887,1.1662468,1.0935771,0.90481466,0.9605549,1.1319107,1.1166435,1.0749182,1.159443,1.0715526,0.84435797,1.1285123,1.113192,1.184969,1.2097319,1.1545224,1.1012158
hand,0.8993341,0.9217185,1.2681836,0.45761353,1.1638944,1.311935,1.1237177,1.3845081,0.947179,0.9467559,1.2651602,0.8702277,0.7139983,0.88217914,0.86290765,1.1484141,1.2497716,1.389061,1.0426648,1.1927623,0.98492503,1.2025352,1.1789294,1.3538139,1.3348447,0.82562566,1.0777217,1.1699721,1.0140805,1.2941629,1.3044708,1.2044859,0.9980058,1.067819,1.0510609,0.87403786,0.88032037,1.2930856,1.0465989,1.2653902,1.0134155,1.1431367,0.9007448,1.0367128,0.9696238,0.78291285,0.9488207,0.99364376,0.73380876,0.38342023,1.2434096,1.3497261,1.2591956,0.8917012,1.1081183,1.2106967,0.78481823,1.2183696,0.88906455,1.0556512,1.119135,0.6659114,1.0477002,0.0,1.3012924,0.95623887,1.0749309,1.0328597,0.62895846,1.1151977,0.84632623,1.4049973,1.0072533,0.6304429,0.7266412,0.9374395,0.8038908,0.99687326,0.9846311,1.1574206,1.1364444,1.0065287,0.8555264,0.9155989,1.0161622,1.0054685,0.77815527,0.73905116,0.9507916,1.0370401,1.1822919,1.1591462,0.79937387,1.0579613,1.3600469,1.2223576,1.2719449,0.7142592,0.9489096,1.079895,0.81642103,1.217983,0.9068478,0.9189303,0.9699,0.7504847,1.1918821,0.7185852,0.9350481,0.8383149,0.9534322,1.0702415,0.8663999,0.9189768,1.2279083,1.1792575,0.9826163,0.9518801,0.86823964,1.132035,0.92565334,0.83296126,0.8155451,0.8592204,1.3184035,0.6935661,0.98809904,0.53627473,1.3356918,1.2354224,1.1614374,1.0051012,1.232152,0.8850144,1.0631101,1.1042628,0.81540704
hat,1.2909609,0.7404295,0.79318935,1.5024347,0.6235883,0.5482859,0.75955904,0.62421155,1.3552902,1.3848889,0.76315105,1.4034914,1.3525441,1.1215577,1.3752364,0.7448357,0.83899194,0.5558729,0.9718757,0.8176918,0.75676644,0.7752168,0.6251564,0.57360995,0.85092604,1.0803562,1.0734626,0.79890263,1.1536189,0.6792065,0.6432955,0.8214049,1.2270849,0.78413945,1.1604158,1.3583078,1.0675038,0.6787047,1.3953311,0.56362474,1.03091,0.68607175,0.87513673,1.1697985,1.2521029,1.3493139,0.8043932,1.3027645,1.1742823,0.96825564,1.1722741,0.71767837,0.72289836,0.85557425,0.86001426,0.76578826,1.232965,0.6381974,0.88995576,1.2805183,0.61433953,1.1572169,1.0497903,1.3012924,0.0,1.218734,1.0637431,0.75995755,1.3716292,0.7878306,1.0994828,0.6468173,0.8619261,1.042918,1.0955421,1.0673189,1.0097129,1.1281066,0.88925076,0.6405255,0.8985095,0.8066298,0.88851136,0.79460025,1.2724507,0.9431166,1.3975533,1.273699,1.2868347,1.1531119,0.74867904,0.75899774,1.0404122,0.9452502,0.7672436,0.6613302,0.92581606,0.878002,0.85530794,0.95517695,0.7992749,1.0302154,0.9599536,1.2805082,1.2286971,1.3191257,0.87933934,1.3008425,0.8623253,1.0206003,1.0353059,1.2806511,1.3678906,1.3940463,0.4998464,0.69244313,0.6660279,1.2339689,0.9308094,0.86216676,1.0542444,0.99173206,1.2933865,1.4097564,0.5197468,0.7110961,0.8540752,1.305284,0.64766645,0.7739409,1.0568695,1.0788461,1.0018504,1.2036071,0.6108362,1.1769198,1.2828939
hose,0.8278651,0.9738083,1.1920213,0.83828574,1.0477564,1.1593002,1.2010232,1.2194551,0.8230642,0.8111917,1.1315261,0.7279019,0.961071,0.84487486,0.74079776,1.1993978,1.1013166,1.2906072,0.98841053,1.1763276,1.2194891,1.0172837,1.0343152,1.2140608,1.1190052,1.0953462,0.7722498,0.9389839,1.0347842,1.1567932,1.2335026,1.0600007,0.73549616,1.1670611,1.0265889,0.80778253,0.9926133,1.1735003,0.91381705,1.2874715,0.9988469,1.007551,1.18823,1.0253865,0.9541994,0.9231603,1.1064062,0.94958216,0.916785,1.0968971,0.8989676,1.188508,1.2404182,1.0780498,1.0022591,1.0943701,0.7688688,1.1152508,0.99690115,0.8757404,1.2354901,1.0159178,1.0451442,0.95623887,1.218734,0.0,0.82058984,1.1284208,0.67705464,1.0794336,1.0608286,1.1706905,1.0498502,0.9653251,1.0605395,1.0866973,0.9313144,0.8140034,1.0267878,1.2424717,1.136064,1.1180594,1.1246731,1.072949,0.85244167,1.0166588,0.87068295,0.88482004,0.94775164,0.9828004,1.1205988,1.1381956,1.0472007,0.90208876,1.295198,1.2130779,1.0951904,1.0860691,0.73732865,0.88690835,1.0498828,1.1452008,0.7913934,0.9048779,0.97497404,0.90196943,0.80814654,0.8660352,1.0252573,0.9707353,1.0582297,0.81852996,0.8351488,0.722837,1.1783543,1.2470922,1.0430783,0.94331676,0.9546949,1.0158097,1.1121008,0.92453694,0.90443516,0.7882941,1.1514393,1.232103,1.188014,0.9231515,1.1920319,1.1762685,0.98424923,1.031757,1.1208843,0.87735397,1.172365,0.973883,0.8140974
jacket,0.905713,1.2009343,1.1721891,0.6333457,1.1240394,1.3350167,1.139531,1.3388011,0.681568,0.4179039,1.2088267,0.64058316,0.67892694,0.8678448,0.50620914,1.1997883,1.2035007,1.3221397,1.0346335,1.0455403,1.1852995,1.1592984,1.1583912,1.3402071,0.87731653,1.1763113,0.8778122,0.73077524,0.898811,1.2101259,1.1862308,1.1825254,0.95541704,1.1501008,1.1867466,0.5034896,1.0072395,1.3962853,0.63686407,1.3701439,0.98185617,1.140221,1.1104884,0.9560637,0.9984943,0.7008112,1.3338518,0.7914757,0.7880763,1.3407066,0.8338904,1.3257766,1.2782526,1.1001496,1.3397216,1.2271303,0.7118139,1.326609,0.91273606,0.87505364,1.1623093,0.986666,0.8987421,1.0749309,1.0637431,0.82058984,0.0,1.2630925,0.4837644,1.3003411,1.1087327,1.2763796,1.2482355,1.2053379,1.0662763,1.0024419,0.899245,0.44144952,1.3150269,1.3246193,1.1724814,1.4117305,1.3609089,1.233252,0.7815762,1.0108888,0.5939012,0.90177304,0.86521417,0.78633463,1.2921795,1.3018699,1.0795636,0.91004276,1.1710749,1.3796198,1.0683907,1.1857064,0.83398604,1.1708652,1.234331,1.0165538,0.76365095,0.84336233,0.953532,0.7777319,1.281437,0.6961553,0.9219003,1.0460727,1.115339,0.544529,0.6743169,0.50230426,1.3200772,1.3348274,0.9714366,1.0091337,1.297225,1.1458094,1.0479746,0.9523571,0.5567751,0.6488637,1.3557276,1.324528,1.3577683,1.0366019,1.220154,1.1738429,0.91115224,0.9371374,0.8881519,0.8714757,1.3506542,0.85953355,0.6987142
