,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
scarf,0.928711,0.96503353,1.2543542,0.5623652,1.2536618,1.360156,1.2601147,1.3210726,0.95931315,0.7192475,1.263916,0.65588814,0.5635463,0.78412384,0.442047,1.0990145,1.2965899,1.3879051,1.1240604,1.1821891,1.2234287,1.227272,1.1958393,1.3730751,1.0932263,1.1850961,1.026568,1.0104704,0.9991763,1.4246476,1.2683494,1.1879289,0.8549657,1.1333683,0.9412741,0.6895549,1.0190682,1.4256587,0.82406044,1.3901675,1.0211542,1.1447519,0.86353135,0.9726876,0.9759931,0.46606588,1.1796352,0.8228163,0.7404239,1.081299,1.0128074,1.328264,1.234538,0.93852973,1.2496389,1.259427,0.71685857,1.3404114,0.90573823,1.0538281,1.3080118,0.7155919,1.0930263,0.7504847,1.3191257,0.90196943,0.7777319,1.0835892,0.55633,1.2997365,0.8061055,1.4248126,1.1345856,0.9616935,1.0650117,0.93199664,0.79909414,0.7505375,1.0996008,1.3318348,1.0926826,1.1194348,1.0584533,1.1923852,0.82399625,0.95886654,0.40813267,0.65664476,0.96372527,0.9859822,1.3111268,1.3198981,1.1279044,0.83430505,1.2625782,1.2407022,1.2590717,1.0550828,0.8091381,1.1698912,1.0628955,1.0106716,0.87133443,0.8179103,0.9152204,0.0,1.2500409,0.49072617,0.90115184,0.6690446,1.0554352,0.95530456,0.9303111,0.7840005,1.321737,1.3176534,1.0403979,0.87473583,1.1369848,1.1676146,1.0241197,0.75824374,0.5245693,0.7563281,1.4618661,1.1330492,1.2233267,0.8823925,1.0740477,1.2253737,1.1949232,0.93508327,1.0559721,0.732797,1.2920703,1.0191827,0.59872884
scissors,0.8781414,1.0061705,0.95963705,1.3418306,0.9819739,0.6965802,0.88875365,0.6721507,1.2038589,1.2878225,0.7176337,1.2773352,1.2180821,1.0415231,1.2382307,0.91691864,0.63014936,0.7507474,0.94954234,0.9360136,1.0587231,0.6911063,0.8793921,0.7686715,0.8947376,1.0167372,1.0703135,1.0214413,1.1837958,0.72715205,1.0042093,0.8909023,1.0723821,1.0145969,0.9229318,1.31244,1.18206,0.5515559,1.221028,0.7738506,0.8725022,0.874619,1.0413496,1.1079768,1.1287069,1.2952709,0.93929464,1.1161195,1.3027456,0.99174625,1.0119238,0.6252613,0.7470579,0.9014693,0.602062,0.60513586,1.2564042,0.7536223,0.9081601,1.0226438,0.8533541,1.2796628,1.1985251,1.1918821,0.87933934,0.80814654,1.281437,0.9150037,1.2897471,0.60471153,1.0981113,0.78670335,0.86025476,1.1095998,1.1387783,1.1026713,0.9906769,1.1618593,1.0152695,0.9315827,0.74321055,0.67267185,1.003984,1.1268489,1.3054047,0.8491876,1.333148,1.1666927,0.85318553,1.2300671,0.6239835,0.6311533,1.1664579,1.0167584,0.8087772,0.78369653,0.8840587,1.0354872,0.936471,0.7758193,0.95372397,1.0602735,1.1338454,1.1732111,1.190222,1.2500409,0.0,1.2818196,0.94897604,1.1570513,0.99166477,1.1874098,1.1381,1.0150534,0.7016225,0.8218402,0.94447774,1.1218333,0.7789455,0.61766857,1.1144757,1.2040437,1.3318075,1.2468228,0.691718,0.99167526,0.82329917,0.915501,0.69070137,0.6464083,0.9719546,0.98040396,0.94368696,1.213999,0.7574479,1.0923625,1.3008082
shirt,0.78709656,1.0499169,1.2979977,0.42518783,1.2786326,1.3503664,1.3780563,1.3225211,0.82931983,0.5320084,1.2654532,0.62083644,0.44849133,0.70424116,0.48811352,1.2922301,1.3481617,1.4439178,1.0698155,1.0614831,1.3023503,1.3199196,1.2272093,1.3677621,1.100487,1.2005496,0.92964876,1.0575116,0.9929783,1.4285642,1.1996266,1.151763,0.9661247,1.1880051,1.0372145,0.5158064,1.0472476,1.5073175,0.711746,1.4067444,0.98577,1.0387021,0.7956766,0.94419515,0.9845011,0.38271427,1.240891,0.8411385,0.60438836,1.0999842,0.9154713,1.4361372,1.344949,1.0533001,1.3912842,1.1517444,0.7635306,1.4331627,0.9341475,0.99302465,1.3781006,0.5720139,1.0700037,0.7185852,1.3008425,0.8660352,0.6961553,1.2059214,0.39962363,1.3927282,0.88960516,1.4995676,1.1457005,1.0028753,1.0586782,0.89248234,0.82919914,0.7052059,1.1654458,1.3664751,1.2643964,1.294477,1.1422533,1.2407435,0.8013824,0.8713646,0.3091303,0.6139472,0.8952824,0.9536389,1.4119062,1.4056504,1.1469743,0.85499084,1.3158952,1.3103888,1.3025913,1.0382154,0.8456143,1.1852723,1.1369084,1.0242152,0.75186545,0.8029474,0.93705297,0.49072617,1.2818196,0.0,0.98702824,0.5872768,1.0558667,0.7943424,0.7774822,0.7041542,1.4203973,1.3503703,1.1047553,0.87021786,1.172145,1.2894096,1.0312173,0.7291044,0.3460784,0.63127935,1.440942,1.2091447,1.3313584,0.83650756,1.2619884,1.1746902,1.1124593,1.0745157,0.9755297,0.72600126,1.3308246,1.004377,0.583284
shoe,1.0911702,0.96327186,1.2038791,0.96598613,1.0451767,1.1317693,0.99067336,1.0577201,1.0574938,1.0540123,1.1039397,1.0352116,0.9642818,1.0532734,0.98069996,1.1056973,1.0449593,1.152757,0.94357353,0.8895888,0.9592313,0.9993189,0.9636995,1.1365123,1.0650418,1.2670299,1.2207603,0.8612286,0.9900652,1.0309522,1.0838965,1.1109374,1.0604014,0.93686503,1.1672866,1.0595622,0.9841201,1.1754744,1.0439469,1.0946923,0.85639244,1.1487917,0.9555536,1.0824265,1.0867989,0.9142556,1.1919678,1.0295857,1.0822029,1.043767,1.0657364,1.1903344,1.0036497,0.103354335,1.1789451,1.0152482,1.0655408,1.1907125,0.04682517,1.1888541,0.9438632,1.1001885,1.0606121,0.9350481,0.8623253,1.0252573,0.9219003,0.80855155,0.7964872,1.0570269,1.0750911,1.2232744,1.2000846,1.0367948,1.0447478,0.9259954,0.07967055,0.9100241,1.0720816,1.2469927,0.9426671,1.0680987,1.1048524,1.1532896,1.0342871,0.9735135,0.9509306,1.008022,1.0508201,0.96302134,1.0164626,1.0238806,1.0193069,1.1011988,1.0936456,1.1575629,1.0546914,1.1300372,0.74579656,1.0800309,0.9399999,1.0245857,1.0268594,1.0706061,1.0358614,0.90115184,0.94897604,0.98702824,0.0,0.89845455,1.07364,1.1278732,1.0230111,1.0009791,0.6766819,1.060102,0.6284557,1.0572104,1.0553035,0.89910537,1.0309275,1.1056371,0.9923768,1.0639681,1.0988923,0.9837179,1.2228761,0.8922193,0.96969897,0.9155363,0.9986664,1.0179338,0.93080354,0.94056684,0.9506587,1.0747612,1.0439355
shorts,1.0598104,0.82620746,1.2294989,0.881494,1.2566929,1.0665431,1.22134,0.9929981,1.2191877,1.0857795,0.8036393,0.8758689,0.9490367,0.5837952,0.8041369,0.92630696,1.1782165,1.1532328,1.1776017,1.0765203,1.0788425,1.1842065,0.9440406,0.9673888,1.1231161,1.091833,0.80146277,0.9564412,1.1543334,1.1922768,1.0660744,0.82609457,0.90394104,1.1133022,0.90349865,0.9594082,1.1325479,1.1558945,1.0834175,1.0334058,1.1080451,0.73589545,0.81956744,0.94099456,0.97763187,0.71162057,0.9992367,0.9632648,1.0058585,0.77021915,1.1164049,0.99608445,1.3029048,0.7695514,0.9485267,1.1437188,1.128716,1.0332052,0.85204124,1.0833194,1.2222496,0.88636106,1.1920302,0.8383149,1.0206003,0.9707353,1.0460727,1.1180918,0.7133308,1.1779485,0.7086193,1.2260257,0.799587,0.9174134,1.059648,1.0662984,0.8145491,1.0678239,0.8894584,1.1063936,0.9936909,0.84661704,0.7982092,1.0336802,0.93924767,0.9816914,0.71653503,0.59409106,1.1262279,1.2091354,1.1965343,1.207093,1.1750717,0.5336064,1.1834534,0.956586,1.3923366,0.86130863,0.8601872,1.074106,0.9034299,0.9737063,0.79711425,1.065116,1.1792208,0.6690446,1.1570513,0.5872768,0.89845455,0.0,1.0406437,1.1372015,1.2414241,1.1939863,0.9893919,1.1453168,0.787776,0.95367473,0.9971316,1.2115315,1.151775,0.62906873,0.6145244,1.1058713,1.2000798,0.89943874,0.9704975,1.0568104,0.84850895,1.2170981,1.3991214,1.0300223,1.1243963,0.8611624,0.9477139,1.0275744,0.7330866
shovel,1.0235585,1.1057993,1.2049077,1.0194392,1.2398448,1.1932081,0.79862547,1.0214897,1.025553,1.1669807,1.0082613,0.96825707,1.0825971,1.1279147,1.1905481,1.0628973,0.87381,1.0932903,0.79087955,0.99715275,0.7456083,1.0034697,0.92825973,1.0642272,1.1536404,0.9406817,1.2421547,1.0193391,0.9283115,1.0982693,0.95548856,1.0068144,1.0417258,0.81672996,0.9896531,1.1146226,0.7555653,0.9901083,1.104423,1.0397228,0.9360929,1.0835403,1.0114095,0.9737605,0.81346333,1.1633302,1.1361142,1.2286788,1.1052195,1.077133,1.132127,1.1010965,1.1123714,1.0612987,0.8904542,1.0370951,1.0296626,1.1313733,1.0952523,1.1399996,0.9136787,1.1252551,0.8694459,0.9534322,1.0353059,1.0582297,1.115339,0.75074565,1.1717988,0.7293843,0.86797816,1.1569114,1.0996724,0.89810663,0.9006343,0.84946674,1.1091129,1.0506694,0.82478136,1.2391231,0.78532565,1.079851,1.0990088,0.97907245,0.83129853,1.1841335,1.2017174,0.94343823,0.9460795,0.8717047,0.8500161,0.83779097,0.73011595,1.0974007,0.8591147,1.0447379,0.819689,1.033999,0.99197775,0.7813468,0.84779716,0.86065054,0.9842126,0.9255338,0.81391597,1.0554352,0.99166477,1.0558667,1.07364,1.0406437,0.0,1.0394322,0.94613373,1.0540096,1.1394054,0.8776112,1.092807,0.7974127,0.2720967,0.94977045,0.8459166,1.0101138,1.1483959,0.8655331,0.96013296,1.1840951,1.0761006,0.8632698,1.0469874,1.0646802,0.7676145,1.087959,1.0624404,0.87627745,1.1072518,1.2491835,1.2109618
shower,0.84536767,1.314594,1.0286212,0.7056632,1.1540664,1.201245,1.2625667,1.2576625,0.53405446,0.5166086,1.0415887,0.6701311,0.8078265,1.033454,0.6948465,1.2017983,1.14649,1.1695418,1.0473671,1.0180213,1.2869277,1.088457,1.1110901,1.1383559,0.96693015,1.1275402,0.72792053,0.8453899,1.0087063,1.0230662,1.0589255,0.96379495,0.8937611,1.2425973,1.0875714,0.62724984,1.1255523,1.2543867,0.5412658,1.207668,1.0524783,1.1111926,1.1959901,0.64493334,0.7452671,0.797984,1.2896562,0.79029965,0.917132,1.3075843,0.8995937,1.164403,1.194236,1.2450597,1.1054356,1.1759773,0.7647549,1.1232287,1.1152511,0.5482981,1.2833891,1.0221953,1.0164908,1.0702415,1.2806511,0.81852996,0.544529,1.2233568,0.6821425,1.2501389,1.1666917,1.0429021,1.1554372,1.1552374,1.0274284,1.0106626,1.1212019,0.7697383,1.2291783,1.2046217,1.0767243,1.2541806,1.2859462,1.2043954,0.52506065,1.0434408,0.7188176,0.9033424,0.7581842,0.92292964,1.2417004,1.2452862,1.1540718,0.92018676,1.0695627,1.2929862,1.0832646,1.3169258,1.0206738,1.0684164,1.4063807,0.8002157,0.9163251,0.98789084,1.0267524,0.95530456,1.1874098,0.7943424,1.1278732,1.1372015,1.0394322,0.0,0.5802184,0.56897765,1.3279727,1.2247653,1.1591101,0.9886504,1.1983144,1.0169765,1.0887309,1.1107103,0.75689423,0.6356126,1.3256586,1.345088,1.2831148,0.9646144,1.2169331,1.2092252,0.8584959,1.0052264,0.8906319,0.8887152,1.3212733,0.7333345,0.8009861
sink,0.8222134,1.3262777,1.2365406,0.5821965,1.0698411,1.2984354,1.2271163,1.390588,0.10787964,0.52491283,1.3929825,0.622497,0.66555774,1.0094206,0.6824707,1.4190718,1.1482394,1.4488426,0.4520558,1.0078508,1.2297267,1.2045484,1.0735636,1.4445684,1.0994079,1.2146116,1.0368634,0.94972956,0.84619325,1.146207,1.3204291,1.1853408,0.93565655,1.1039323,1.1802603,0.62062514,0.9701527,1.4393771,0.63098407,1.33726,0.45887417,1.3558561,1.2862183,0.9123167,0.73280954,0.8220765,1.3323492,0.853435,0.85242695,1.2830765,0.94847053,1.4259703,1.3047173,1.1573274,1.3373944,1.1930026,0.57796085,1.4554824,1.0258785,0.7895539,1.2674835,0.9888673,0.91849095,0.8663999,1.3678906,0.8351488,0.6743169,1.0097026,0.6904945,1.2241205,1.2838563,1.2430779,1.3455126,1.0732201,0.9647717,0.77108717,0.9505675,0.7201972,1.2826844,1.4096438,1.0247834,1.4724746,1.366349,1.1093824,0.68867445,1.0497162,0.76390857,0.88072735,0.6126131,0.7460643,1.2832804,1.2739214,1.045608,1.1393764,1.3231564,1.4764471,0.6498078,1.2421055,1.0130904,1.1868634,1.2087171,1.0862205,0.975784,0.8209078,0.73356473,0.9303111,1.1381,0.7774822,1.0230111,1.2414241,0.94613373,0.5802184,0.0,0.3811679,1.5273075,1.3599181,1.1470891,0.8292932,0.9741963,1.0791988,0.8648859,1.1516485,0.7773001,0.3178239,1.2256937,1.3894097,1.4131994,0.62709826,1.3371352,1.2091165,0.46241856,1.078796,1.0259715,0.8675592,1.4715985,0.8856481,0.8075731
slide,0.76028955,1.2501956,1.2015291,0.51518774,1.1861749,1.347369,1.2633152,1.3726388,0.40874422,0.38498735,1.3679309,0.5289203,0.5741222,0.9781716,0.54411054,1.3561063,1.0856297,1.3613727,0.87295234,1.030969,1.2984359,1.1427927,1.2102255,1.4450477,1.032523,1.1563994,1.0348508,0.85196906,0.98297447,1.2395508,1.2996432,1.2754949,0.8774298,1.2002261,1.090169,0.49713993,0.99015856,1.3508097,0.50788385,1.3558534,0.84622335,1.2694244,1.1063453,0.9534339,0.8687734,0.68364626,1.296797,0.7692114,0.8210013,1.3105564,0.87380457,1.4144988,1.2774326,1.1612566,1.3234651,1.1794581,0.6623259,1.4444699,0.98805815,0.8254638,1.3044028,0.9659889,1.027209,0.9189768,1.3940463,0.722837,0.50230426,1.1312003,0.5744193,1.1798903,1.1554224,1.3426131,1.2724903,1.0971571,0.9722631,0.89445347,0.90800846,0.5857761,1.271191,1.4059191,1.0051769,1.4053118,1.3759487,1.288522,0.77441525,1.0538192,0.6235435,0.9072489,0.677419,0.87032497,1.2026569,1.2006303,0.99765146,1.0360019,1.3651125,1.4211111,0.9476175,1.3088017,0.8637192,1.1718792,1.2305067,1.0195645,0.933253,0.855454,0.85000896,0.7840005,1.0150534,0.7041542,1.0009791,1.1939863,1.0540096,0.56897765,0.3811679,0.0,1.4491038,1.3015629,1.1000954,0.9449777,1.1854442,1.1543778,0.9913549,1.0883422,0.72421587,0.43338013,1.3657366,1.3758407,1.3692025,0.7236341,1.2160575,1.0258006,0.63946587,0.9723697,0.9525834,0.7971701,1.4520838,0.8541332,0.8329595
slipper,1.307183,0.643778,0.5375127,1.4634473,0.7642288,0.592062,0.79159945,0.5537125,1.4389873,1.4821377,0.5378809,1.4816182,1.3770971,1.0996405,1.4366846,0.50833035,0.6923209,0.3342986,1.2558818,1.0190583,0.87141895,0.7754869,0.8350796,0.400127,0.85533726,0.828546,1.0257057,1.042705,1.2919858,0.70314515,0.7206682,0.84753,1.2324382,1.1148319,1.0276273,1.4460938,1.2648749,0.32591677,1.5096412,0.45141852,1.2473621,0.7228148,0.9574983,1.2749009,1.3131226,1.3552568,0.55040175,1.2351439,1.2866673,0.6448537,1.0988536,0.4635492,0.6305717,0.5742979,0.55191535,0.7863445,1.5174869,0.30368292,0.6899631,1.2037534,0.7162372,1.2453871,1.1848402,1.2279083,0.4998464,1.1783543,1.3200772,0.918429,1.2976676,0.60939866,0.9864703,0.44739425,0.6399702,1.0756149,1.182236,1.243186,0.8303548,1.3030629,0.9075488,0.30983204,0.9076843,0.41350597,0.64199793,0.8760314,1.4143916,1.0154766,1.4173713,1.2757642,1.2837827,1.3889546,0.54855186,0.54677904,1.1526209,0.94213027,0.6976078,0.5262071,1.000827,0.7873015,1.0532922,0.76044554,0.93326014,1.1465875,1.2216623,1.4081113,1.3732755,1.321737,0.7016225,1.4203973,0.6766819,0.9893919,1.1394054,1.3279727,1.5273075,1.4491038,0.0,0.4978431,0.66037357,1.2939408,0.9740776,0.8210657,1.2759521,1.1056004,1.3732388,1.65286,0.6671476,0.4072317,0.4204138,1.3355498,0.5357414,0.7619953,1.1893853,1.0649372,1.0359545,1.331033,0.23072684,1.2119396,1.2495666
soap,1.3277178,0.9515184,0.65638274,1.3280578,0.8990776,0.76264274,0.6949586,0.55976737,1.293665,1.4727738,0.7764158,1.4406146,1.2882249,1.1722473,1.4980533,0.6522823,0.7585945,0.42836678,1.1839386,0.9875776,0.738256,0.78423595,1.0045586,0.63488436,0.83614457,0.8344587,1.1294069,1.079474,1.2007099,0.71404576,0.58925056,0.9602467,1.2372637,1.0031598,0.8073375,1.4724758,1.1262068,0.4440837,1.3762652,0.49999487,1.2421603,0.99073,1.0906625,1.0835577,1.2249852,1.3118498,0.65119517,1.1593497,1.3308275,0.84318453,1.090413,0.7312485,0.58263946,0.94109976,0.6914352,0.97232807,1.436692,0.5746751,1.0795552,1.1037182,0.611756,1.2608896,1.0615073,1.1792575,0.69244313,1.2470922,1.3348274,0.80171347,1.4600463,0.5156605,0.80188537,0.5536375,0.820024,1.0998626,0.8564383,1.0333544,1.218691,1.3710583,0.94363517,0.5468184,0.8522167,0.65862846,0.8679976,0.8127955,1.3174436,1.0742356,1.37328,1.2002308,1.2920393,1.2800949,0.4564172,0.44720024,0.85561097,1.2267164,0.56808674,0.6458682,0.9449678,0.90825015,1.2374606,0.8132219,0.91738266,0.83968896,1.3333294,1.251306,1.2089723,1.3176534,0.8218402,1.3503703,1.060102,1.1453168,0.8776112,1.2247653,1.3599181,1.3015629,0.4978431,0.0,0.73300374,1.214087,0.9020798,0.67517793,1.1231472,1.3083582,1.2572504,1.4871788,0.6468029,0.65563107,0.5610641,1.1386799,0.7178434,0.9152614,1.0560095,1.009834,0.9369582,1.257642,0.60163784,1.1185946,1.2400273
sock,1.2605293,0.9008442,1.0113262,1.0112069,0.9590694,0.9058033,1.0250136,0.84159625,1.1073079,1.2097611,0.8123108,1.1230539,1.0839561,1.0316806,1.0952221,0.8285978,0.87100214,0.83865416,1.0632633,0.9016379,0.9205957,0.92364264,0.66520566,0.85278964,0.9356949,1.0935689,1.0375209,0.6761228,1.1627207,0.92914337,0.9819043,0.93644375,1.0535225,1.13335,1.0814748,1.1992044,1.2557776,0.82589465,1.215853,0.7094243,1.0420272,1.0271951,1.0165323,1.1346601,1.1685541,0.9797401,0.9870142,1.0471277,1.2543098,0.83102584,1.2190897,1.0260651,0.9019446,0.6215195,0.8898828,1.0513613,1.2187632,0.8190052,0.63242364,1.0967631,0.8207292,1.2565756,1.2065684,0.9826163,0.6660279,1.0430783,0.9714366,0.82891834,0.9457937,0.7706365,1.015951,0.9154677,0.9584714,1.0608003,0.9770752,1.0476921,0.77020586,1.0787973,1.0965475,0.95286906,0.87821305,0.8676558,0.99509704,0.96333826,1.1248629,1.0159382,1.0303516,0.9846149,1.218854,1.228592,0.7297393,0.7505716,1.0313449,0.89502513,1.0239307,1.0027262,1.094271,1.0006337,0.86555785,0.9472724,0.9158978,1.0233762,1.1457981,1.2459941,1.219811,1.0403979,0.94447774,1.1047553,0.6284557,0.787776,1.092807,1.1591101,1.1470891,1.1000954,0.66037357,0.73300374,0.0,1.2211268,1.0555547,0.8286452,1.2307401,1.1866508,0.96807283,1.2520663,0.9057567,0.8209272,0.92643124,1.007034,0.8393706,1.0406725,1.0931944,0.9377253,0.9765745,1.1675197,0.7219308,0.9749746,1.0968101
soup,0.9151013,1.1898847,1.2077957,0.94359154,1.1461803,1.1680548,1.0853459,1.13537,0.84780484,0.90354407,1.164045,0.8878939,0.955172,1.0675963,0.86453795,1.1383256,1.2653708,1.294729,0.56855994,1.0905064,0.9847174,1.192898,0.99237293,1.2100934,1.1403235,1.0905982,0.8593565,1.2200433,0.9098067,1.1924525,1.1068059,0.9599164,0.98283637,0.77810097,0.8878958,0.8556337,0.7837535,1.2902131,0.96713424,1.283394,0.868961,1.0285909,1.1024102,0.99734414,0.90073603,0.9513713,1.1960087,0.999704,0.8798871,1.1760828,1.0028641,1.0582103,1.1642425,1.1314744,1.2191912,1.0795038,0.75651294,1.2729312,1.0899003,0.8954601,1.1049345,0.9073119,0.92585486,0.9518801,1.2339689,0.94331676,1.0091337,0.98635495,0.92833585,1.2589662,1.1021608,1.1926391,1.1076854,0.9570626,1.0480925,0.9452149,0.9832684,0.90447164,0.86074495,1.2503664,1.1961867,1.1377814,1.1131285,1.0778409,0.9149113,0.98017776,0.9701759,1.0170611,1.039397,0.8189001,1.2888473,1.2768619,1.0030419,0.94845104,1.0003918,1.08175,0.9770243,1.0981382,0.9617263,1.0484351,0.896842,1.105229,0.93620044,0.85768735,0.44644547,0.87473583,1.1218333,0.87021786,1.0572104,0.95367473,0.7974127,0.9886504,0.8292932,0.9449777,1.2939408,1.214087,1.2211268,0.0,0.84680545,1.1922548,0.7265451,0.7813376,0.9721806,0.8183635,1.1320643,1.2450001,1.1891178,0.9177821,1.2443755,1.1827235,0.77150214,0.9720974,1.0270916,0.8647267,1.2751305,1.0635741,0.90730953
spoon,1.0251629,0.95489997,1.2356483,1.147444,1.0694023,0.98976326,0.88837785,0.9993602,1.071283,1.3513253,0.9194455,1.1299164,1.2390597,1.0617374,1.3158342,1.0520221,0.91727227,1.040486,0.6963569,1.0920466,0.8611324,0.8625659,0.8008729,1.0143906,1.1666738,0.90788853,1.1880466,1.1396029,1.0984819,0.9925143,1.0306165,0.9826098,1.0284077,0.9095701,0.9975078,1.2634429,0.8629876,0.8594048,1.2875887,0.94776857,0.81938,0.923533,1.000546,1.0230099,0.82764,1.2959731,0.93982655,1.2911807,1.1539273,0.8860149,1.2111285,0.9179901,1.0985744,0.9889573,0.6821419,0.8866626,0.9928023,0.99187845,1.0495023,1.1229874,0.9707178,1.1147738,1.0463498,0.86823964,0.9308094,0.9546949,1.297225,0.71919054,1.2577062,0.62649906,0.8842973,0.9816913,0.9898523,0.8030483,0.841557,0.894519,1.0464214,1.1437085,0.77111495,1.1173953,0.8483302,0.87399983,0.9873885,0.885911,1.0565585,1.0367647,1.3506356,1.0272847,0.996792,1.0598816,0.7557167,0.75328505,0.8285487,1.0426704,0.9699434,0.89562243,0.88498574,0.8647691,0.9579259,0.7450595,0.7346302,1.0191177,0.9030042,1.0845246,0.9390891,1.1369848,0.7789455,1.172145,1.0553035,0.9971316,0.2720967,1.1983144,0.9741963,1.1854442,0.9740776,0.9020798,1.0555547,0.84680545,0.0,0.7737032,0.8652971,0.8908587,1.2734494,1.0449578,0.8360284,0.9956413,0.93376005,0.7805599,1.0194865,1.0328312,0.90111786,1.1143742,1.1509008,0.93034667,0.90942734,1.2822098,1.1822776
sprinkler,1.2017761,1.075374,0.921681,1.2436975,0.9218663,0.87861586,1.0070816,0.8133705,1.0456648,1.2459395,1.0136288,1.2108091,1.2817023,1.2177004,1.2770491,0.9095357,0.95883006,0.78793454,1.0878239,0.9126993,1.0362836,0.63638,0.89228916,0.9278185,0.8912674,1.1517241,1.1944017,0.903012,1.1410948,0.69077176,0.87237597,1.0857852,1.0850945,1.0729032,0.94551635,1.2832723,1.1908567,0.7690856,1.111181,0.8575022,1.0577703,1.1006405,1.0966161,0.7637249,0.8773593,1.1680697,1.0232291,1.0096557,1.2259387,1.0769122,1.0582433,0.9025569,0.6991693,0.8585958,0.851707,0.8905372,1.0651193,0.8135323,0.9135859,0.9275468,0.8251561,1.1981313,1.1303251,1.132035,0.86216676,1.0158097,1.1458094,0.6958002,1.3029253,0.7302202,0.9349294,0.71209556,1.0419452,1.1741809,1.0391105,0.8608419,1.0179791,1.0619454,1.130865,0.9575637,1.002979,0.7685144,1.0378584,1.0942261,1.0421363,0.97177017,1.2204974,1.1308603,1.1702265,1.1336497,0.6184409,0.6413319,1.0038557,1.2318494,0.8067332,0.84030616,1.048632,1.0826802,0.96682525,0.88192683,1.0112529,0.78318036,1.1983426,1.230955,1.1068939,1.1676146,0.61766857,1.2894096,0.89910537,1.2115315,0.94977045,1.0169765,1.0791988,1.1543778,0.8210657,0.67517793,0.8286452,1.1922548,0.7737032,0.0,1.092202,1.2265084,1.2448039,1.2730937,0.8637711,0.9613779,0.92417324,1.0470574,0.91836566,0.86843264,1.0212742,0.95811534,0.87745315,1.0607882,0.8520682,0.94923013,1.1662287
strawberry,0.9981658,1.1490095,1.1480287,1.0313936,0.9238292,1.0567997,0.7692934,1.230074,0.8887516,1.0699794,1.2308079,1.0794101,1.0487312,1.185687,1.1346309,1.2410862,1.125404,1.2525187,0.6850407,1.014737,0.6774169,1.0634296,1.0568591,1.2991596,1.1714518,0.8528602,1.2596163,1.2575436,0.71059126,1.05707,1.1811767,1.124117,1.1427939,0.45537853,1.1221714,1.049311,0.51234657,1.2106915,1.1020916,1.146318,0.8044652,1.2316294,1.0839952,1.0613459,0.98459595,1.105919,1.0779138,1.0243925,0.95121175,1.0672446,1.10804,1.1041492,1.0781083,1.0687128,1.220851,1.0216088,0.7866979,1.2866032,1.0593144,1.0644282,0.8818149,0.972642,0.7408887,0.92565334,1.0542444,1.1121008,1.0479746,0.8729286,1.1713525,1.1515533,1.1407149,1.1495153,1.256113,0.84713215,0.7488133,0.85798407,0.9896471,1.0917411,0.7571771,1.1547325,0.9684443,1.1415046,1.0745409,0.81296587,1.0393167,1.1571603,1.1003562,1.1016297,1.0188576,0.6552178,1.1743397,1.1688726,0.6695565,1.240162,0.9692357,1.1712373,0.79334986,0.96741503,1.1166044,1.0846835,0.88423896,1.125262,1.0146219,0.9478502,0.6298079,1.0241197,1.1144757,1.0312173,1.0309275,1.151775,0.8459166,1.0887309,0.8648859,0.9913549,1.2759521,1.1231472,1.2307401,0.7265451,0.8652971,1.092202,0.0,1.0319672,1.1113102,0.9157085,0.90812695,1.0792216,1.179045,0.9035882,1.1489257,1.1250404,0.8179035,0.98010045,1.1001827,0.9421194,1.230051,1.1461493,1.0852339
