,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
horse,0.8993598,1.118339,1.103351,1.197763,1.1332421,1.0364205,1.0672939,0.92095304,1.1723607,0.9453766,1.1833162,1.1054775,1.0486423,0.9698811,0.78145444,1.1443064,1.0184977,1.0534897,0.97937536,1.1030701,0.9848878,0.9315095,1.0739182,1.0638051,0.7741431,1.0179116,0.99623793,1.0929277,0.90373963,0.9549943,0.9397958,1.1075397,1.0628083,1.1275654,1.0020584,0.9600486,1.0534823,1.1269922,0.9245129,1.0895317,1.0155138,1.1070852,0.72476393,1.0769259,0.8856538,0.86770684,1.067153,1.0065341,0.9840957,1.0751976,1.1834795,0.8925461,0.99106914,1.1486127,1.1305089,0.9713888,0.8909977,0.75353754,1.0946586,0.86383,0.9018511,0.9307049,0.99494123,1.0261365,0.9130892,1.010889,1.1331047,1.1065704,1.0790067,0.9910894,0.0,1.05732,0.92073643,0.990034,0.96996754,0.95434225,1.0052193,0.9586913,1.0255092,1.1848204,1.1306508,0.9371255,0.9524808,1.0641782,0.91349435,1.1433241,1.1148821,1.0167034,1.095454,1.170102,1.1071627,0.82310975,1.0174861,0.96041775,1.160425,1.0197825,1.0386102,1.066849,1.0988705,1.0300441,1.0986649,0.9740047,0.6967064,1.1272509,0.18176472,1.0651942,1.088907,0.9718152,0.88405424,1.0022599,1.066557,0.89020103,1.052259,1.0855832,0.89041084,0.97679037,1.1144793,0.9339824,0.9471238,1.12218,1.1517193,1.1562555,1.116955,0.9062325,1.0749772,1.122041,1.0516602,0.88450706,0.8447055,1.0590361,0.97819275,1.0351781,1.1943367,1.1486657,1.1361203,0.96901035,1.0527246,1.107373,0.99063975,1.064542,0.86889684,0.9217441,0.9543255,1.049283,1.0690502
hose,0.6760941,1.1727357,1.2136256,0.6894251,1.398356,1.2039462,1.0123707,1.2162086,0.37549663,0.8972773,0.5712573,1.315778,0.65721583,0.81308234,1.1562505,0.82179195,0.6985862,1.2440685,1.3539212,1.1486293,0.81307364,1.2636518,1.035894,0.942097,1.2302605,1.3560964,1.2431359,1.3507957,1.0165677,0.81267214,1.2504709,0.70791495,0.8226421,1.1300597,0.9384758,1.0870016,1.3147871,0.8255717,1.1731659,1.3834119,0.5876676,1.4011183,0.8888805,0.8398441,0.93427783,0.9992033,0.83844626,0.8833257,0.8605538,1.1801873,1.2542968,1.0495379,1.0876763,0.90824074,1.2337865,0.7968137,1.5220616,1.2933064,1.2432464,1.2400563,1.0054412,0.82315576,0.5858583,1.2877018,1.0592781,0.85527205,1.3814626,0.8968375,0.8929939,1.3935783,1.05732,0.0,0.9532265,0.8422408,0.822932,1.2068039,0.64826035,1.3808161,0.8376925,0.8530921,0.85742146,0.906746,1.227107,0.62131345,1.1946912,1.4008923,0.97460675,1.4302781,1.3245195,1.2627498,0.6270477,0.96917176,0.7242773,0.8783303,1.1128209,0.7807605,1.3826221,1.2828631,1.2632202,1.1704576,1.4968683,1.2395905,1.1603831,0.9909217,0.8986014,1.22316,1.1515018,0.8312496,1.0402375,1.3875197,0.67197764,1.1394029,0.80968034,0.8821547,1.0388143,0.7491039,0.882858,1.0375394,0.9937713,0.59411806,0.591991,0.5668195,1.4607608,0.96194327,1.4472668,0.9719902,0.88199276,1.15433,0.75372446,1.3603055,0.657714,0.66882885,0.65878636,1.278801,1.3186852,1.4013734,1.2747527,0.9323405,1.1869714,0.7807831,0.88024735,1.2087498,0.76894766,1.3586664,0.95473564
jacket,0.8232436,1.0605812,1.107336,0.8940662,1.2330086,1.2131555,1.0853701,0.9264589,0.951915,1.0312859,0.83528304,1.2252386,0.8786441,0.85180306,1.0239933,0.7178727,0.9852395,1.072939,1.0914131,1.1309841,0.8639191,0.9054976,1.1157051,0.9125668,0.89395577,0.99989265,1.0332724,1.2972901,1.0035576,0.7326846,1.1688349,0.85619354,0.8556479,1.0055604,1.0123969,1.1101851,1.248688,0.81768245,0.97891206,1.3083442,0.8709421,1.1871028,0.9881788,1.0105556,0.7389376,0.8946309,0.90394306,0.8843576,0.867682,1.2464433,1.185117,0.9846058,1.0924277,1.0445538,1.2363734,1.1227584,1.2145646,0.8180431,1.1198428,1.2480505,0.9981838,0.96464795,0.9436313,1.3195655,0.68612045,1.0434875,1.2733916,0.967268,1.0124747,1.0551661,0.92073643,0.9532265,0.0,0.99043304,0.8767926,1.1313734,0.88324696,1.1239437,0.7916572,1.12187,0.8759971,0.7046033,0.9547692,0.97180223,0.84159607,1.2953191,0.6129535,1.2119374,1.2416918,1.2673856,0.8879708,0.9152664,0.86602235,0.8359077,0.9430814,1.1192199,1.2744493,1.2683191,1.0159639,1.1875902,1.0412092,1.244968,0.8526586,1.1474416,0.8829617,1.0613883,1.0297902,0.7283798,0.9372326,0.98513734,0.87386143,1.0015928,1.0882041,0.8466923,1.0135108,0.8153192,0.8205296,0.9036587,0.9571743,0.9461413,0.8615125,1.0276242,1.3132131,1.0686243,1.2081673,0.7243835,1.0687197,1.0863484,0.97238535,1.1306934,0.97411025,0.76423717,0.8678283,1.2437552,1.2513119,1.2155164,1.3091414,0.6222271,1.1725192,0.882427,0.98719627,0.9360423,0.83905834,1.22557,0.9565216
jar,1.1702597,1.2580949,0.9501915,1.0728232,1.0333222,0.97898483,0.8951396,0.8821764,0.9129276,1.1988978,0.98557746,1.159152,1.0685136,0.98505217,1.1485081,1.0088137,0.97295696,1.0703404,0.88580644,0.7599571,0.78059065,0.99861723,1.0074711,0.41122007,1.2208213,1.1020849,1.0929419,1.3103046,1.2191883,1.042978,1.0330027,0.883825,1.1013948,1.1935295,1.126839,0.83070767,1.2118491,1.1387182,1.0607431,1.2657888,0.95787734,0.94450885,0.97100633,0.56985795,1.0190686,0.90234935,0.93770117,0.9748887,0.97959375,1.2808954,1.0273027,1.3160284,1.133349,1.063823,1.2790879,0.9590931,1.2466964,1.0005137,1.2404852,1.1590769,1.0869927,0.9033689,0.7560762,1.3302087,0.95833445,1.1409827,1.1391016,1.0715064,1.1112064,1.2121861,0.990034,0.8422408,0.99043304,0.0,1.2025372,1.1080847,0.96187854,1.1248238,0.9440454,0.8919996,0.49511868,0.8859025,0.91964084,0.9473273,0.96513945,1.2382979,0.9899428,1.2347269,1.1966053,1.0456884,0.8840289,1.0362929,0.97684646,1.1497647,0.94354403,0.7519772,1.2428763,1.2191875,1.0197517,0.9334045,1.3173989,1.017562,0.9769544,0.85244465,0.94462425,0.9838824,0.9150645,0.90545285,1.0369009,1.2311319,0.85149026,1.1838193,0.6676044,1.0595915,1.0533938,1.025053,0.9466182,1.1650181,0.77750874,0.9218193,0.71964693,0.9465921,1.3471351,1.0666047,1.1207137,1.0342677,0.62881064,0.9617351,0.87314737,1.0763226,0.92954457,1.015409,0.962819,0.9925641,1.2792188,1.1863437,1.167452,1.0008523,1.0104848,0.7637147,0.938135,0.9187647,0.94999784,1.2417216,0.97497207
jeans,0.56788486,0.7320908,1.3298601,0.48014992,1.465358,1.2880604,1.128828,1.3664889,0.72216076,0.67454064,0.5692555,1.2943604,0.56045234,0.5900347,0.9045709,0.743942,0.9277441,1.3330436,1.5033648,1.4344937,1.0206863,1.3354175,1.0923299,1.2198622,0.8111912,1.1962916,1.277067,1.1044866,0.61702645,0.7152983,1.4865053,0.7856114,0.6629852,0.77354467,0.72190696,1.2499352,1.0103104,0.43529826,1.052104,1.3650211,0.6564777,1.4861617,0.9421165,1.1589427,0.7394715,1.2381736,0.86339545,1.2030197,0.5750176,0.98707396,1.2889276,0.5293114,1.1023208,0.7710968,1.027935,0.75095594,1.290406,1.3683286,0.7898957,1.3700821,1.1766912,1.003979,0.7394088,1.1385251,0.96728635,0.6424639,1.3331821,0.7044538,0.79763603,1.253347,0.96996754,0.822932,0.8767926,1.2025372,0.0,1.3266382,0.5325492,1.4716963,0.7731483,1.1359752,1.1896226,0.89927423,1.1775501,0.85146,1.2326442,1.3343477,1.0586449,1.297158,1.3092744,1.3760246,0.67902565,0.94127965,0.45476246,0.10046971,1.161677,0.97630626,1.3870114,1.3939644,1.389639,0.9784781,1.1516923,1.1253603,1.1931807,1.2993453,0.97804147,1.245839,1.2922934,0.8983808,1.140172,1.3527243,0.69614315,0.82451475,1.0731455,0.64555657,1.3139987,0.36157584,0.673959,0.55446994,1.4146819,0.74934506,1.01134,0.8015793,1.2714548,0.7366146,1.419183,0.7857538,1.0818266,1.461304,1.2901721,1.3158395,0.8155173,0.30765808,0.63789696,1.4644701,1.0396855,1.2143397,1.2803183,0.9730814,1.4625388,1.1615863,0.9248823,1.3002895,0.8460578,1.3507125,0.97527766
knife,1.2588339,1.1028868,0.89187485,1.3903056,0.73474973,0.893806,0.911816,0.78506505,1.4332149,1.2256615,1.4606788,0.64594555,1.1306467,1.4261494,0.74667054,1.2472892,1.0843753,0.4822173,0.5168282,0.6180767,1.1737796,0.8883232,0.56305504,0.99305737,0.8421731,0.54896116,0.59331125,0.7469307,1.2009773,1.016288,0.63521874,1.366892,1.2175392,1.0508054,0.992234,0.97179854,0.8911954,1.3584822,1.0410045,0.3372649,1.4285414,0.5183964,1.1416886,1.0520108,1.3397439,1.0462666,1.1791118,0.72030956,1.28269,1.0453713,0.99559087,1.0948683,1.0423441,1.3719625,0.90017045,1.2206194,0.63544834,0.7979512,0.99011767,0.27926093,0.86093074,1.2673143,1.2482445,0.7970134,1.0559065,1.2521709,0.6402399,1.3835375,1.2285128,0.74150145,0.95434225,1.2068039,1.1313734,1.1080847,1.3266382,0.0,1.3229628,0.3912812,1.2703403,1.1793048,0.9856874,1.2293642,0.7925781,1.2476925,1.028536,0.7482816,0.8599721,0.5172928,0.8376433,0.9467294,1.212854,1.1252484,1.5009615,1.3642186,0.6478717,1.2081947,0.2675135,0.45163184,0.74892664,0.9753254,0.6378369,0.9149014,0.9567637,0.73468876,1.0567205,0.91109115,0.9533588,0.91556156,0.76467663,0.71703583,1.1896785,1.1326486,1.2384518,1.2465011,0.3469218,1.5346102,1.3693364,1.1996323,0.38105798,1.38199,0.97723025,1.4839265,0.6098696,1.0970931,0.4218216,1.0733716,1.1723131,0.1520766,0.77818835,0.8431488,1.2870648,1.5161126,1.3715622,0.601133,0.9156008,0.7693124,0.45013118,0.94340014,0.76824427,0.9716737,1.2660004,0.71517533,0.7255679,0.61875767,1.0512171
ladder,0.6413209,1.0460742,1.3427007,0.5375175,1.5323597,1.3550596,1.1743783,1.1350572,0.5568635,0.90078753,0.39610934,1.3998988,0.27425313,0.7836882,1.097363,0.79270005,0.7952355,1.327831,1.4278672,1.4005439,0.72956675,1.307579,0.87772924,1.0517533,1.074889,1.232425,1.2766647,1.3313015,0.9010642,0.3733703,1.3638258,0.4242239,0.9011256,0.88574517,0.8043811,1.1564865,1.1921926,0.38624018,1.0740845,1.5259423,0.34432125,1.4787605,0.8321192,1.0223744,0.7777906,1.0615745,0.46966738,1.0118915,0.7820966,1.1800796,1.3223814,1.0226827,1.0875049,0.7765945,1.2699225,0.8452572,1.4603615,1.2297492,1.1432079,1.3522012,1.1909475,0.82260704,0.654763,1.3535798,1.1498349,0.65544367,1.5276396,0.73384297,0.9467928,1.4556799,1.0052193,0.64826035,0.88324696,0.96187854,0.5325492,1.3229628,0.0,1.3960397,0.7623426,1.0633607,0.85823774,1.0044433,1.1611044,0.7330113,1.1349126,1.4573607,1.1567605,1.4507354,1.406502,1.3777411,0.5725615,1.1494168,0.56924397,0.49750072,1.104336,0.90933114,1.4789398,1.4509188,1.363432,1.1424414,1.4000459,1.1950166,1.0450431,1.2525375,0.8673459,1.3285145,1.2811191,0.8749908,1.0779611,1.4414458,0.46955204,0.871659,0.97206557,0.7307802,1.3401586,0.5269835,0.71285665,0.792782,1.1844308,0.4343869,0.79998326,0.5363728,1.5039674,0.9741859,1.5421088,0.9809321,0.9897018,1.3312807,1.0107735,1.4364314,0.69843936,0.5067692,0.46191567,1.5448579,1.3144784,1.2753239,1.3403611,1.0842959,1.3993748,0.98624784,0.8221882,1.1823494,0.44755685,1.4680381,0.823269
lamp,1.4098566,1.1022666,0.861301,1.495635,0.531942,0.73531085,1.0278935,0.7154889,1.411949,1.2380081,1.5238752,0.39716864,1.2933936,1.5356243,1.0008671,1.3732094,1.2536373,0.60965395,0.35798573,0.701203,1.262882,0.86806345,0.60157126,1.0271205,0.81010234,0.2702908,0.5962851,0.7047607,1.0234679,1.0060248,0.3372165,1.2767117,1.1990329,0.89055395,1.1296253,0.9418617,0.6635929,1.3366348,1.11134,0.3216052,1.4269392,0.32420313,1.2098505,1.1952053,1.3895092,1.0884295,0.95296824,0.75210816,1.3287382,0.9246228,0.8520546,1.018524,1.0416698,1.3038933,0.90171343,1.2877469,0.535548,0.6843065,1.0082343,0.39300513,1.0147293,1.2526861,1.3866547,0.66936207,1.2098266,1.1594814,0.61942023,1.3234487,1.3688482,0.5957075,0.9586913,1.3808161,1.1239437,1.1248238,1.4716963,0.3912812,1.3960397,0.0,1.3161559,1.177323,0.98079425,1.3772649,0.7772494,1.3546035,0.9812199,0.5088054,1.0295255,0.31124294,0.556522,0.75570154,1.3101577,1.1635549,1.5603688,1.4345742,0.7308836,1.3600595,0.27699625,0.38393247,0.43322694,0.94893545,0.42567897,1.0127307,0.8445754,0.8341834,1.118031,0.8960657,0.93128806,1.2131006,0.74044776,0.509211,1.131459,1.1218506,1.3813372,1.286217,0.52162653,1.5473924,1.4961578,1.1928344,0.7579002,1.2871839,1.1184206,1.4951916,0.41448426,1.0590678,0.33704817,1.2180661,1.3053392,0.48996234,0.83747524,0.7083298,1.434396,1.5874453,1.4784927,0.46600938,0.83819777,0.5643083,0.5585799,1.129311,0.7399683,1.1911639,1.2272992,0.68254066,0.8667455,0.4689629,0.8327404
meat,0.71048653,1.2128083,1.180775,0.77951425,1.3495128,1.2630435,1.1627792,0.9710257,0.6732906,0.8787904,0.63897574,1.2586929,0.8058145,0.6660818,1.0999908,0.7581458,0.88275194,1.1972059,1.2894399,1.2316487,0.793017,1.2003696,1.1440371,0.9835598,1.0696583,1.2116015,1.1038659,1.350369,0.79603684,0.97347665,1.2458413,0.57082224,0.749482,1.1392268,0.8523488,1.2525363,1.2568902,0.82089615,1.1202365,1.3903688,0.5718986,1.333756,1.0076342,0.9189223,0.6854143,1.0004878,0.84009004,0.9937306,0.85853195,1.2246168,1.3089142,0.8854342,1.1441466,0.8443368,1.276206,0.77349645,1.2507032,1.0531378,1.1820104,1.3391762,1.1307411,0.98240733,0.85546553,1.31671,0.77625656,0.82995826,1.3526293,0.9238448,0.9778001,1.3529358,1.0255092,0.8376925,0.7916572,0.9440454,0.7731483,1.2703403,0.7623426,1.3161559,0.0,1.0979822,0.92036694,0.6672163,0.97274405,0.7965293,1.0552995,1.3004166,0.903821,1.2956212,1.3404726,1.3916255,0.6992979,0.93623227,0.691646,0.84187084,1.0427648,0.8774419,1.3635613,1.322963,1.1954343,1.2510656,1.264121,1.0684321,1.0432554,1.162623,1.0303746,1.213468,1.1201614,0.85323477,1.0639864,1.3300442,0.7161023,0.9989148,0.8999793,0.7764536,1.1519725,0.72920465,0.78050804,0.9432622,1.0998154,0.65892345,0.8788326,0.7707361,1.3810587,0.7890356,1.3921229,0.9135092,0.992169,1.25756,0.9797079,1.2607505,0.77047694,0.68298864,0.8107097,1.3297706,1.2859272,1.1374391,1.2974784,0.80554205,1.2850378,0.9562589,0.85397446,1.0255362,0.9617098,1.3220632,0.8865097
melon,0.950194,0.9459758,0.96643156,0.88811046,0.949574,0.86396605,0.8168511,1.1064233,0.7638504,1.049085,0.9650704,1.1975734,1.083359,1.0032334,0.9552565,0.9303132,0.8875687,1.1900933,1.2170641,0.86808753,1.0370452,1.0728993,1.0968394,0.92971265,1.1234046,1.264328,1.2791948,0.95834744,1.0023143,1.2095059,1.0484354,0.9647397,1.0096097,0.94452524,0.93014693,0.8667688,1.0012621,1.1831126,0.9746127,1.1635802,1.029766,1.1487331,1.0367881,0.6817875,1.0582156,1.0828261,1.0284703,1.0585464,1.0717603,0.87623006,0.7578566,1.1073415,0.8497648,0.95279235,0.8516898,1.074352,1.1256571,1.1832442,0.91762745,1.1847812,0.9024167,1.0080079,0.8796644,1.0315855,1.0685958,0.95738184,0.98877704,0.8382107,0.7070792,1.1157614,1.1848204,0.8530921,1.12187,0.8919996,1.1359752,1.1793048,1.0633607,1.177323,1.0979822,0.0,0.8818216,0.97847116,1.2071757,0.98437566,1.1326879,1.0663984,1.0161488,1.1506153,0.96185505,0.7813754,1.0012438,1.010485,0.99938047,1.0949371,1.0568308,1.0232952,1.1455241,1.0877572,1.0648795,0.8490793,1.2409854,0.85262775,1.1664438,0.8333322,1.1728646,0.9999046,0.9849357,1.0448297,1.1835746,1.0211805,1.0749518,0.9454456,0.6817893,1.0979325,1.1653571,0.9873464,0.9456697,1.0618459,1.0150936,0.8648101,0.7321913,0.9033284,1.1273263,1.0723336,1.1509502,0.8715501,0.68447804,1.110138,1.0598025,0.9355629,1.0081372,0.99863195,0.94488037,0.9993268,0.8993081,1.0266705,1.0241754,1.0248737,1.0678968,0.82022595,0.98732936,1.2242577,1.1690636,1.1517925,0.9782995
milk,1.1299574,1.2529227,1.129264,0.99433964,1.1179109,1.0989488,0.9436714,0.72007346,0.83828837,1.2911191,0.9645455,1.154487,0.90165734,0.94397324,1.0977298,1.0126673,0.9062456,0.8540268,0.938836,0.7895812,0.6582184,1.074282,0.78844166,0.47810888,1.1613257,0.93090504,1.0473877,1.2622241,1.2474782,0.910901,0.9121925,0.8083039,1.1661644,1.1359415,1.0378336,0.9526086,1.1926633,1.0336642,1.1033193,1.1991954,0.88809144,0.91427964,1.0438085,0.62559485,1.0669308,0.92729276,0.7721405,0.80803883,0.9363829,1.2542326,1.1066335,1.3754809,1.1526881,1.1206892,1.2380866,1.1006415,1.2220585,1.0279914,1.2216355,1.1807512,1.0188379,1.0014956,0.82597566,1.3482475,1.0155396,1.1042721,1.1001081,1.1088545,1.091423,1.2775549,1.1306508,0.85742146,0.8759971,0.49511868,1.1896226,0.9856874,0.85823774,0.98079425,0.92036694,0.8818216,0.0,0.9635423,0.91572356,1.0048562,1.0016791,1.2860594,0.852807,1.161063,1.1715949,1.1216266,0.8309279,1.0639944,1.020151,1.1042638,0.6181121,0.9513757,1.1836886,1.1535174,0.9951133,1.0489805,1.1562872,1.0485342,1.0145775,0.8575738,1.0524212,1.1734878,1.0942863,0.81114715,0.83841556,1.2173462,0.72529525,1.1528716,0.72254467,1.0616125,0.9675848,1.0526457,0.9495969,1.1179782,0.751738,0.7746536,0.5582142,0.97061676,1.3261508,1.0669783,1.0758743,0.9134808,0.709516,0.9335447,0.8662735,1.1077033,1.0006233,1.0480591,0.91676486,1.0133862,1.2835336,1.190789,1.090321,0.88803566,1.052481,0.7580638,0.9715556,0.8772902,0.736174,1.2580853,0.8275299
mitten,0.76521623,1.0086118,1.033212,0.88981885,1.2388026,1.172202,0.9677844,1.1287849,0.9944764,0.9452819,0.88593686,1.304055,0.9836373,0.75736755,0.9414587,0.8127702,0.9889301,1.1695242,1.3162788,1.1825124,1.0048454,0.99508566,1.2538972,0.6565268,1.0933391,1.3563628,1.1449459,1.2515676,1.0131459,1.1223872,1.3181196,0.9628702,0.8445737,1.0743481,0.9635076,1.1292243,1.2525363,0.97289175,0.9009709,1.3632058,0.9256947,1.3189583,0.96268046,0.88062584,0.24375933,0.87500644,1.1020485,1.0722406,0.9344405,1.1629082,1.0584781,1.0145031,0.98802567,1.0354149,1.100619,1.0077916,1.1184965,0.986335,0.8848393,1.2825084,0.96721923,0.8679283,0.90380406,1.2945613,0.06346023,0.99287957,1.1946499,0.9878821,0.8273295,1.0740091,0.9371255,0.906746,0.7046033,0.8859025,0.89927423,1.2293642,1.0044433,1.3772649,0.6672163,0.97847116,0.9635423,0.0,1.0658773,0.64836884,0.9541704,1.3078138,0.7057297,1.3286176,1.214123,1.2151779,0.99630123,0.85054827,0.8237926,0.940654,1.0553217,0.9352328,1.3493931,1.3270917,1.2389798,1.0835667,1.2308437,1.1152798,1.0111159,1.1639478,0.89393693,1.0218848,0.9809443,0.8841987,1.1388679,1.2111328,1.0615177,0.9775715,0.9097203,0.772493,1.1220652,0.84907794,0.6461841,0.9725146,0.97477776,1.0430375,0.9571822,0.9763591,1.3649775,1.0011363,1.3233024,0.7251731,0.89212674,1.1415491,0.8818454,1.1436316,0.6089239,0.8101893,0.93246377,1.282996,1.1195428,1.2119899,1.2140934,0.67010146,1.1527214,0.9362877,0.9065385,1.051668,1.0835874,1.3092029,0.99607474
mop,1.2563109,1.1142367,0.8421617,1.2870483,0.79351145,0.86069953,1.0482515,0.69917536,1.3132687,1.2302289,1.3098553,0.89041245,1.2678399,1.003344,0.8710037,1.1618302,1.1348944,0.7942532,0.61916715,0.87957245,1.0095377,0.91092503,0.898852,0.9032049,0.76360106,0.6973571,0.81495905,0.8972889,1.2029045,1.06066,0.7999666,1.1254833,1.1936065,1.2604859,1.1026195,1.0293093,1.0480208,1.1764708,1.0373813,0.81884915,1.1879703,0.66903627,1.1333301,1.0871303,1.1874772,0.8454331,1.0727022,1.0267981,0.90614134,1.0112083,1.0327806,1.0944151,1.1416504,1.1658399,0.9940812,1.038595,0.7633087,0.76964176,1.078438,0.76511705,0.998846,1.0567856,1.1299934,0.9862099,0.9818171,1.2708272,0.85623634,1.2404783,1.1657264,0.85472006,0.9524808,1.227107,0.9547692,0.91964084,1.1775501,0.7925781,1.1611044,0.7772494,0.97274405,1.2071757,0.91572356,1.0658773,0.0,1.238268,0.9590857,0.8516076,0.9677999,0.7299486,0.8952693,0.9693953,1.2284304,0.9192799,1.1476988,1.1404332,0.9019137,1.0728031,0.8215387,0.86883676,0.78209925,1.1522241,0.7027241,0.9702603,0.9642342,1.0368253,0.99173176,0.85186386,0.8471788,1.0248426,0.8759531,0.9413081,1.1424477,1.0012457,1.1813352,0.9184565,0.73379236,1.2038577,1.12408,0.9514174,0.8296851,1.2126924,1.2483974,1.237789,0.86715186,1.1087451,0.6945755,1.0899289,1.178678,0.76981413,0.968387,0.65080094,1.1847667,1.2310637,1.2999432,0.76184136,0.95351315,0.89297765,0.72143257,0.9911619,0.7453624,1.1257914,1.241901,0.7904401,0.93071073,0.84649456,1.1429994
motorcycle,0.8225607,1.2210919,1.0916886,0.73469985,1.2934377,1.2577136,1.2125266,1.3229059,0.6267922,0.8128009,0.56224674,1.1839792,0.75959337,0.80363715,1.1841103,0.8095994,0.80718786,1.289224,1.2763001,1.2361412,1.0266243,1.173554,1.1397913,0.87757933,1.3424975,1.3860525,0.97113985,1.4157195,0.90273166,0.9827821,1.2910162,0.80960524,0.74589103,1.1078005,1.0850677,1.1227415,1.3064219,0.8485982,1.1943965,1.3617516,0.73846096,1.3345296,0.99017537,0.93613464,0.61461085,1.0074748,0.9860395,1.0970588,0.9163737,1.281335,1.1908824,1.0241991,1.0609035,0.89398277,1.2445616,0.8191068,1.3038474,1.1689811,1.1736948,1.2402682,1.2049091,0.7906419,0.80274796,1.2629505,0.7510363,0.6722909,1.3888297,0.8985296,0.9624717,1.2469921,1.0641782,0.62131345,0.97180223,0.9473273,0.85146,1.2476925,0.7330113,1.3546035,0.7965293,0.98437566,1.0048562,0.64836884,1.238268,0.0,1.0955397,1.2470582,1.0201333,1.3825496,1.2757728,1.2885275,0.8154334,0.9957919,0.7055993,0.93782663,1.1673895,0.7974356,1.3030822,1.2382766,1.184561,1.2766113,1.4164532,1.2143861,1.0513514,1.1590393,1.0058306,1.1292677,1.0452762,0.9208799,1.0896531,1.333859,0.8275662,1.1597351,0.85285467,0.9252274,1.1434275,0.7261478,0.91150886,1.1730399,1.0201511,0.7451688,0.86938787,0.6642747,1.4111183,0.7917489,1.4147639,1.00742,0.92710906,1.1866287,0.7915361,1.3653332,0.15708679,0.6782291,0.6924455,1.3430827,1.262717,1.2119768,1.3367887,0.96802413,1.3133949,0.9390631,0.6251185,0.91561407,0.88983953,1.2234337,0.96223265
muffin,1.1092399,1.0735574,0.71043617,1.2247815,0.87378603,1.0225583,0.92518187,0.85540223,1.2187264,0.9755566,1.1568286,1.0580384,1.1835097,1.1037853,1.0132796,1.1168791,1.1617069,1.0526965,0.8773868,0.84484464,1.0658348,0.13154888,1.0999026,0.9544741,1.0355343,1.0862744,0.9451729,1.0484216,1.1362379,1.1147779,0.8917433,1.159159,1.0386788,1.0585114,1.3276521,0.8740986,1.0747788,1.1013236,0.41149902,1.0595224,1.1659286,0.95793384,0.95228267,0.9472436,0.8332302,0.73847055,1.1100178,1.0432346,1.0308584,1.1615902,0.93706566,1.1787544,0.9854383,1.0987955,1.1408286,1.1936692,0.8762613,0.79920685,1.1297724,1.0572336,0.845029,0.81951666,1.1685548,1.1199553,0.89167684,1.1810589,1.0222478,1.157208,1.1157051,0.93608296,0.91349435,1.1946912,0.84159607,0.96513945,1.2326442,1.028536,1.1349126,0.9812199,1.0552995,1.1326879,1.0016791,0.9541704,0.9590857,1.0955397,0.0,1.0426946,0.91701865,1.0357721,1.0503846,0.8657582,1.160103,0.9331258,1.1361423,1.1731595,1.1297487,0.97746277,1.0531931,1.0580199,0.94519895,1.0022523,1.0035276,0.9228261,0.8980058,0.9990534,0.85903436,0.6715547,0.66822076,1.0172902,0.9993688,0.7883441,1.2032841,1.0733974,0.90198165,1.053536,0.9307922,1.1478596,1.0273689,1.1777982,0.79421496,1.2065132,1.1451056,1.129154,1.0374111,1.125315,0.93003786,1.0827701,0.89730746,0.8479276,0.8942454,0.95107925,1.0799918,1.1791489,1.1405948,0.9343816,1.0719882,1.0845554,1.0774381,0.91643536,0.8530894,1.0209484,1.1011416,0.8099296,1.100765,1.0333409,1.2123392
