,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
egg,1.4099588,0.6436577,0.31563157,1.1263769,0.31918,0.40391982,0.9108028,1.1069584,1.2509058,1.1267895,1.3944788,0.9414469,1.4404132,1.2980673,0.94810957,1.2609367,1.290904,1.0873226,0.8062953,0.96781445,1.3184468,0.8420962,1.0693244,1.021786,1.0256582,1.0046358,1.0081384,0.5865376,1.2120912,1.2683876,0.7869836,1.3513862,1.2007099,0.7697346,1.2721887,1.0003122,0.75810945,1.2869414,0.9259178,0.79891706,1.4288228,0.7418587,1.1310762,1.1640729,1.1390702,1.0474776,1.2197967,1.0220102,1.2527683,0.62874824,0.0,1.1313215,0.79078853,0.9691975,0.5135581,1.2388781,0.73208624,1.0313061,0.66159886,0.91373265,1.0601537,1.1024865,1.2512197,0.65827936,0.9689269,1.2298654,0.5830395,0.86782354,0.83736795,0.67115283,1.1834795,1.2542968,1.185117,1.0273027,1.2889276,0.99559087,1.3223814,0.8520546,1.3089142,0.7578566,1.1066335,1.0584781,1.0327806,1.1908824,0.93706566,0.502254,1.1088812,0.7962605,0.5047819,0.26510018,1.40233,1.0893103,1.3080189,1.1876007,1.1158721,1.0557419,0.8144094,0.7754785,0.8232472,0.7510097,0.8910555,1.0441195,1.0972071,1.0957112,1.1720729,0.3886307,0.4013685,1.2559499,1.1918867,0.67815006,1.4146502,0.79865307,1.1116364,1.1734179,1.1236501,1.273295,1.1347815,0.8955705,1.0294192,1.2679167,1.1716809,1.1688174,0.64641464,1.2444416,0.7071959,0.8410301,1.0163615,0.9297019,1.0804381,0.52599704,1.2486825,1.2806981,1.2905107,0.7534294,0.47411925,0.9498408,0.8632636,1.1880032,0.8476634,1.2649674,1.2224213,1.0303222,1.3195825,0.6697317,1.2510052
elephant,0.71106076,0.85543954,1.1911342,0.93287736,1.1749959,1.0738022,1.1010605,1.2135819,0.87028193,0.5043227,0.83517134,0.96660995,0.92175466,0.88052833,0.8967587,0.80352986,0.9940701,1.197145,1.200617,1.273055,1.2679667,1.1555123,1.1264848,1.3181903,0.686057,0.8841974,1.177004,0.8293216,0.36737835,0.9790331,1.0503293,1.0389647,0.72222996,0.8911854,0.7279186,1.1368198,0.76673114,0.86529994,0.9975237,0.9671997,0.95451933,1.145659,1.0335438,1.3246696,0.9108319,1.3069104,0.9582309,1.2405689,0.94277006,0.8534827,1.1313215,0.0,0.9908207,1.0198271,0.97004694,0.78205323,0.98517483,1.2392118,0.82899463,0.95023096,1.0999749,1.1592878,1.0460067,0.82618773,1.0203114,0.5594686,1.1279956,0.990901,1.0511262,1.0106701,0.8925461,1.0495379,0.9846058,1.3160284,0.5293114,1.0948683,1.0226827,1.018524,0.8854342,1.1073415,1.3754809,1.0145031,1.0944151,1.0241991,1.1787544,0.9589097,0.93605614,0.8895956,1.0014467,1.1322482,0.9156223,0.728446,0.85929817,0.61341023,1.1460583,1.1177822,0.9910263,1.0414073,1.1488457,0.8973905,0.8303722,0.9545297,1.2022626,1.1082639,1.1057926,1.1276708,1.2004626,1.0872632,1.0866376,0.9685393,0.90901464,0.9117329,1.2157972,0.87738,1.1359739,0.78246576,1.0317489,0.7989381,1.3659549,0.958127,1.182967,1.0330162,0.8414512,0.66156656,1.0423727,1.0405204,1.1896456,1.2409254,1.1990143,1.0932524,1.0415232,0.7937649,0.94973993,1.1625414,0.93024594,0.84689546,1.0536381,0.88640153,1.2713337,1.2043033,1.0734749,1.2627219,1.1339097,0.98640174,0.96886456
eye,1.0492195,0.88241875,0.9672558,1.0553304,0.9037206,0.87943137,0.9331804,1.2218378,1.153173,0.92758393,1.147172,1.1301874,1.1434728,1.119482,0.91073537,0.9936058,1.1550034,1.0786079,1.1459321,1.0819992,1.1666845,0.9517359,1.0854973,1.1379731,1.0083582,1.1722264,1.0991403,0.8146937,1.0513716,1.2178313,0.98140544,1.1040113,1.0405641,0.91182655,1.0045558,0.83396983,0.8678508,1.193312,0.8666316,1.0044711,1.1487446,1.1246393,0.9634505,1.0693607,0.953178,0.99785316,1.0664635,0.99299234,1.1130222,0.7403532,0.79078853,0.9908207,0.0,0.893225,0.8382065,0.9861557,0.9456982,1.0806384,0.8453298,0.98992324,0.88464427,0.9991194,1.1239269,0.7141298,0.98518586,1.0091522,0.90192485,0.92505056,0.8602505,0.91795325,0.99106914,1.0876763,1.0924277,1.133349,1.1023208,1.0423441,1.0875049,1.0416698,1.1441466,0.8497648,1.1526881,0.98802567,1.1416504,1.0609035,0.9854383,0.952072,1.016322,1.0406286,0.66192573,0.7551086,1.1103917,1.0011115,1.1451576,1.1030022,1.1037644,1.0219975,1.0046495,1.0315151,1.0297655,0.9336543,1.1478206,0.8617253,1.0257124,1.0003811,0.97015625,0.9934383,1.0064912,1.1140078,1.1391089,0.8747839,1.1684369,0.79718125,0.99158645,1.1569461,1.0760375,1.1536611,0.9931649,0.92745733,1.0803477,1.1121398,1.0620999,1.0489975,0.9091539,1.0952152,1.0344036,0.9515727,0.955811,1.0213997,0.9441919,0.9507019,1.107544,1.1667331,1.1764725,0.975678,0.83514565,0.9492472,1.0390484,1.0222882,1.0351241,0.9783994,1.0311536,1.0854069,1.2012919,0.93797976,0.9475347
face,0.86825424,0.8327073,1.0995007,0.67472506,1.1687814,1.1032174,1.1174237,1.2857777,0.8941114,0.8973535,0.81527495,1.212184,0.9567383,0.85016805,1.0430173,0.9609388,1.011409,1.2992263,1.2679772,1.3361418,1.0660604,1.1937271,1.152852,1.1863511,1.1060752,1.2469513,1.1266844,1.0749574,0.89824486,0.995192,1.193527,0.84790903,0.8708685,0.83278894,0.93561673,1.1023726,0.97259986,0.76408684,0.96819496,1.2822354,0.84602994,1.2654501,1.0733361,1.1092741,0.9111148,1.0217793,0.9211349,1.2692151,0.87655175,0.6719126,0.9691975,1.0198271,0.893225,0.0,0.89613605,0.9212427,1.1415768,1.2101516,0.8365309,1.2627972,1.1381992,0.8913942,0.8402501,0.85818744,1.1211346,0.9007833,1.2231312,0.22093904,0.7118634,0.95481515,1.1486127,0.90824074,1.0445538,1.063823,0.7710968,1.3719625,0.7765945,1.3038933,0.8443368,0.95279235,1.1206892,1.0354149,1.1658399,0.89398277,1.0987955,1.0602134,1.2620853,1.1397669,0.930391,1.054023,0.9376535,1.1283808,0.77175075,0.75280845,1.243828,0.9460884,1.2843581,1.2148482,1.1253483,1.0123842,1.1850172,1.1344948,1.083112,1.2517986,1.1059992,1.0994681,1.0934628,1.1027126,1.1492474,1.1611993,0.9550507,0.6819565,0.9569583,0.79302716,1.3099747,0.7074146,0.786592,0.78241765,1.2912953,0.82153225,1.1396888,0.79021525,1.084614,1.0094386,1.2885401,1.0078721,0.9737981,1.3590161,1.0845962,1.1212243,0.9091915,0.6111823,0.8598725,1.2995641,0.8096119,1.1795923,1.2636187,1.2013435,1.241053,1.1668892,0.862617,1.1493678,1.0578003,1.1135978,0.94714344
finger,1.1404939,0.28078043,0.81162345,0.84818524,0.79647946,0.861918,0.90253395,1.1236271,1.2817659,1.1152043,1.3945527,0.90100414,1.3035011,1.1934781,0.6523894,1.30306,1.3669093,0.98743534,1.0243455,1.1344932,1.2855419,1.0505539,1.024611,1.236621,0.7316664,0.86905384,1.1320422,0.25970387,1.109689,1.1718197,1.0418851,1.3372846,1.089816,0.68067515,1.001256,1.0668179,0.52698153,1.1189209,0.85885924,0.6828712,1.3472937,0.8940178,1.105596,1.3199152,1.1641665,1.1956006,1.2261095,1.1151685,1.1596264,0.3085034,0.5135581,0.97004694,0.8382065,0.89613605,0.0,1.1276047,0.67877156,1.1384408,0.2755052,0.8375399,1.0235752,1.1531351,1.2184674,0.5056986,0.95308906,1.2035812,0.6256304,0.80611897,0.34211278,0.70496064,1.1305089,1.2337865,1.2363734,1.2790879,1.027935,0.90017045,1.2699225,0.90171343,1.276206,0.8516898,1.2380866,1.100619,0.9940812,1.2445616,1.1408286,0.58198833,1.1962482,0.6263814,0.45664227,0.6782037,1.2968514,1.025703,1.2203516,0.9795101,1.0219665,1.2053013,0.6704116,0.64167404,0.9351391,0.69487524,0.7009874,0.8453938,1.1834633,1.1411281,1.1299807,0.7567759,0.9228284,1.2587392,1.1058018,0.7986605,1.3496331,0.583565,1.2429503,1.1339546,1.0847746,1.1579304,1.0885763,0.64534086,1.2112099,1.2539072,1.3070002,1.3080666,0.45997787,1.2589902,0.7931764,0.6481217,1.2292122,0.99255234,1.2536756,0.53894776,1.2301786,1.1502384,1.3242157,0.9559688,0.12110579,0.8621953,0.6448779,1.2238569,1.0171705,1.3650706,1.267834,1.1853186,1.1905477,0.67528665,1.1779156
firetruck,0.745556,1.1047213,1.1596909,0.7872123,1.2253636,1.1372672,1.0765815,1.0401176,0.72133607,0.754436,0.77893674,1.1463906,0.8409283,0.7309195,1.0970194,1.0007898,0.8295188,1.0837897,1.2214736,1.2039739,0.7667446,1.1916,1.1532112,1.0714699,1.121078,1.2182044,1.1506865,1.1152956,0.8135109,1.1337332,1.1944438,0.8401299,0.81166303,1.2018034,0.7477542,1.1021568,1.1357683,0.96350354,1.0504297,1.1629484,0.62342227,1.2174251,1.0331429,0.9656046,0.9361797,0.906201,1.0544133,1.0879898,0.91109496,1.1225541,1.2388781,0.78205323,0.9861557,0.9212427,1.1276047,0.0,1.2487118,1.1502435,1.1431742,1.179427,0.92186177,0.90009606,0.84705806,1.1066129,1.1225059,0.78231114,1.1073269,0.94898087,0.9811655,1.2540087,0.9713888,0.7968137,1.1227584,0.9590931,0.75095594,1.2206194,0.8452572,1.2877469,0.77349645,1.074352,1.1006415,1.0077916,1.038595,0.8191068,1.1936692,1.1806628,1.1683018,1.2750577,1.1931465,1.2139654,0.83279467,0.8919708,0.70261896,0.8652957,1.0978111,0.9358467,1.2032276,1.1271996,1.177724,1.1501219,1.2610646,0.97413754,1.1424582,1.1082145,0.95446384,1.1697093,1.1417568,0.9988862,1.1048162,1.2717459,0.8737688,0.9783376,0.97405034,1.0104995,1.0800556,0.74284434,0.95168954,1.016467,1.2224951,0.8329944,1.0274833,0.67764163,1.2082912,0.7335743,1.2164308,1.1173807,1.0613736,1.2816448,1.0551887,1.1626452,0.73015296,0.8064801,0.8532746,1.1488585,1.1616001,1.0472999,1.0525166,1.1048061,0.9353254,1.0035751,0.98249125,1.1584735,1.0487853,1.1938593,0.9981419
fish,1.2152947,0.82036245,0.7781768,1.4156239,0.52969927,0.70082057,0.90903366,0.894049,1.5994134,1.1207668,1.6177154,0.58456594,1.4538525,1.2932692,0.7162412,1.4096469,1.3711687,0.7494271,0.5747219,0.7824516,1.3495154,0.77557546,1.0090226,0.9792615,0.7215777,0.66555136,0.67315745,0.5331175,1.0364449,1.3079624,0.6098678,1.502428,1.2597755,0.95215225,1.1017319,1.0222497,0.62298965,1.3526819,0.83566874,0.43333662,1.5762873,0.47431433,1.0636588,1.2151064,1.0837513,1.0687554,1.3672495,1.0668631,1.2069194,0.7186291,0.73208624,0.98517483,0.9456982,1.1415768,0.67877156,1.2487118,0.0,0.6890926,0.77268374,0.59559214,0.86218035,1.2282808,1.2919471,0.5971738,0.90386975,1.2565255,0.42203116,1.2048132,1.0903268,0.5187995,0.8909977,1.5220616,1.2145646,1.2466964,1.290406,0.63544834,1.4603615,0.535548,1.2507032,1.1256571,1.2220585,1.1184965,0.7633087,1.3038474,0.8762613,0.5035264,1.082624,0.38569045,0.5841226,0.65500754,1.4323287,1.0292552,1.4781874,1.2982602,0.9657865,1.247959,0.43546075,0.52874124,0.6889485,0.7200174,0.44887257,0.77721894,0.8414817,0.9575623,1.0151966,0.7832905,0.86997044,1.239578,0.9835134,0.57699996,1.433948,0.70453477,1.2451608,1.1899651,0.7631909,1.4461684,1.2461231,1.0328095,0.93409264,1.490794,1.3799446,1.4685853,0.38603032,1.0192431,0.428793,1.1098886,1.1125087,0.6547039,1.012291,0.5778731,1.3164867,1.4836382,1.5001478,0.5854059,0.62017,0.6025579,0.5302243,1.1498759,0.7120006,1.3166358,1.1680104,0.86373854,1.2090828,0.5117677,1.1876686
flower,1.2141589,1.239449,0.8376334,1.3658667,0.72825783,0.8615588,1.0612626,0.6946502,1.3726208,1.2465334,1.3000319,0.7865857,1.2577469,1.2290068,1.075754,1.1942335,1.1874468,0.802124,0.53425807,0.8534148,0.95446414,0.7576461,0.9908994,0.96505827,1.0133283,0.7842876,0.6724277,1.0854068,1.1952995,1.0529357,0.77519715,1.1211994,1.1497716,1.2367246,1.1874707,0.958568,1.1359957,1.2067621,0.9801638,0.79100406,1.2129991,0.66756475,0.9196033,1.0927483,1.0771241,0.72251946,1.1109723,0.8914485,1.1189642,1.1741047,1.0313061,1.2392118,1.0806384,1.2101516,1.1384408,1.1502435,0.6890926,0.0,1.2219625,0.7772748,0.9004195,1.1142553,1.1268966,1.0228852,0.91824794,1.2178161,0.7948428,1.1952069,1.267774,0.73645216,0.75353754,1.2933064,0.8180431,1.0005137,1.3683286,0.7979512,1.2297492,0.6843065,1.0531378,1.1832442,1.0279914,0.986335,0.76964176,1.1689811,0.79920685,0.85980475,1.0262756,0.78434825,0.95394653,0.9635748,1.2392851,1.1741724,1.2799914,1.3352525,0.94054544,1.1126059,0.76408005,0.8047236,0.70007604,1.2277238,0.7755064,1.0750089,0.19218951,1.0340161,0.833028,0.8352134,0.82368207,1.0676877,0.8712884,0.7220286,1.2020755,1.0410357,1.129175,1.0622305,0.65515697,1.3191183,1.1940691,1.1950431,0.772573,1.2632874,1.2455394,1.2214787,0.9042926,1.087579,0.76675624,1.1347389,1.1695502,0.72468656,0.75194687,0.84150374,1.133934,1.2947122,1.2428906,0.81557935,1.0935224,0.83657825,0.82914436,1.0494484,0.6716007,1.0726435,0.68036926,0.6712591,0.9585183,0.8099163,1.040294
foot,1.0398035,0.21122462,0.94328123,0.81324637,1.0363437,1.0300245,0.9147823,1.1505979,1.2511051,1.0265446,1.2606015,1.0673003,1.1185594,1.0857809,0.58127844,1.1416115,1.2986301,1.0566064,1.208305,1.1952927,1.2759153,1.0687474,1.039733,1.1727271,0.5677735,0.9132993,1.2242446,0.3795768,0.9779979,1.0435076,1.191666,1.3122059,1.0621662,0.49045074,0.9761764,1.1155468,0.48935926,0.95812553,0.8025118,0.90294373,1.2598587,1.0747534,1.0169432,1.2898858,0.9367526,1.2505944,1.172356,1.2110097,1.0208638,0.3635754,0.66159886,0.82899463,0.8453298,0.8365309,0.2755052,1.1431742,0.77268374,1.2219625,0.0,0.99111533,1.0353305,1.1407012,1.1275711,0.5841501,0.7530952,1.0432208,0.8586477,0.72472364,0.4947471,0.75577873,1.0946586,1.2432464,1.1198428,1.2404852,0.7898957,0.99011767,1.1432079,1.0082343,1.1820104,0.91762745,1.2216355,0.8848393,1.078438,1.1736948,1.1297724,0.813708,1.0332932,0.7624464,0.59667695,0.8465884,1.2181015,0.9658917,1.121478,0.6981448,1.0331076,1.2701557,0.9256027,0.9793774,1.1556518,0.6472915,0.7508637,0.85777223,1.2350067,1.1994349,1.1138268,0.8631123,1.0199733,1.1520503,1.124962,0.8375981,1.2757922,0.5853456,1.244934,0.95939124,1.2045696,1.0552343,0.80738384,0.49780518,1.2460365,1.2561672,1.2511034,1.2883697,0.56806713,1.1282634,0.9170393,0.52342653,1.1823123,1.0819751,1.2682986,0.68396044,1.1625369,1.0426509,1.2183058,1.1314937,0.17822754,0.9781736,0.8391648,1.0477086,1.184551,1.317142,1.2580649,1.2252967,1.1305845,0.8824405,1.158132
fork,1.3482351,1.0851892,0.91463554,1.4425402,0.610399,0.8441892,1.0184959,0.893787,1.4363011,1.16873,1.4697349,0.51666296,1.3479599,1.3645383,0.8141476,1.2955688,1.1532886,0.6437987,0.4022885,0.7561938,1.2925079,0.8936975,0.70534825,1.1137879,0.85317504,0.58036727,0.6016783,0.6204739,1.19447,1.1612138,0.49919236,1.3461792,1.2021346,1.1179806,1.0921427,0.91364807,0.8851913,1.4178679,1.0167431,0.25000572,1.4601002,0.3976171,1.0886502,1.2237829,1.359191,1.0009063,1.1833391,0.9702504,1.2664242,0.8782149,0.91373265,0.95023096,0.98992324,1.2627972,0.8375399,1.179427,0.59559214,0.7772748,0.99111533,0.0,0.9483162,1.1539614,1.3258811,0.5133868,1.1496165,1.2534575,0.642769,1.3128785,1.2543919,0.55741787,0.86383,1.2400563,1.2480505,1.1590769,1.3700821,0.27926093,1.3522012,0.39300513,1.3391762,1.1847812,1.1807512,1.2825084,0.76511705,1.2402682,1.0572336,0.44657588,1.0557048,0.4202084,0.6746973,0.796353,1.3327634,1.1069993,1.4584309,1.3733952,0.88232744,1.1983694,0.23595524,0.34135842,0.6822829,1.0340316,0.6027658,0.95706594,0.91323304,0.82842875,0.9649105,0.9051317,0.9913828,1.1194828,0.8522635,0.6644262,1.3116466,1.0236336,1.30861,1.2286294,0.5145001,1.4591107,1.4207454,1.1865762,0.72592,1.350363,1.2566142,1.4250755,0.43684226,1.2029351,0.3271867,1.2411362,1.269398,0.36863363,0.798323,0.74283546,1.2456293,1.4841962,1.4139509,0.5428603,0.78273183,0.58473176,0.41865844,1.0862576,0.65008885,1.1785231,1.2197235,0.80304474,0.9878869,0.3897835,1.1433746
frog,0.73201555,1.0486449,1.0459597,1.1076386,0.9653898,0.8958142,0.467409,0.79404485,1.1285038,1.1018751,1.2268064,1.1605666,1.0638236,0.87270975,0.7639595,1.1051216,0.9135875,0.7777589,1.070792,0.9757681,0.83292615,0.829878,0.9730682,0.97089934,0.7967897,1.1502626,1.1249993,0.89234185,1.2002748,1.1923257,0.87683547,1.2240224,1.1849275,1.1428611,0.9405212,0.8329894,0.98359895,1.2230223,0.7357411,0.91197413,1.0998054,1.0688988,0.88062793,0.96852916,1.0508287,0.80489117,1.1886888,0.9286831,1.0833223,1.0411307,1.0601537,1.0999749,0.88464427,1.1381992,1.0235752,0.92186177,0.86218035,0.9004195,1.0353305,0.9483162,0.0,0.9398696,1.0885817,1.0791808,0.93583536,1.1850644,0.70982015,1.1841011,0.9643146,1.0132831,0.9018511,1.0054412,0.9981838,1.0869927,1.1766912,0.86093074,1.1909475,1.0147293,1.1307411,0.9024167,1.0188379,0.96721923,0.998846,1.2049091,0.845029,1.1714272,0.87893516,1.0802933,1.0999911,0.883533,1.1646732,0.915135,1.1067426,1.1668848,0.9320709,1.0209271,1.0223354,1.0380828,1.1537358,0.7787775,1.0319197,0.7925866,1.0020176,0.9261375,0.83527344,1.0708125,1.0692495,0.9064685,0.94311434,0.84534657,1.2715595,0.8854119,0.9444984,1.1395748,0.7420642,1.1733463,0.7780667,1.1070244,0.8613274,1.1189908,0.9797636,0.9620227,1.003698,1.1212627,0.8546494,0.96442044,0.89599127,0.8458514,0.7583736,0.8387948,1.0843971,1.2502933,1.124259,0.85846794,1.060184,1.0937576,0.72171056,0.9325071,0.5350972,0.8960979,1.1619816,1.1146867,1.0594846,1.1424494,1.2038658
giraffe,0.83345836,1.0532738,1.0693934,0.9060981,1.1927836,1.1328647,0.99835813,1.1376926,0.8494528,0.846379,0.807806,1.1914914,0.8982151,0.87157255,1.1220978,0.93222463,1.0190043,1.1716063,1.1934993,1.19805,0.9204353,0.9482999,1.0840316,1.0406804,1.1757658,1.2728311,1.1035668,1.2330362,1.052598,1.0574293,1.1602564,0.8886375,0.98524356,1.087833,1.0638672,0.9115503,1.1479753,0.900268,0.9670447,1.2435086,0.79531825,1.242938,0.9606316,0.98161465,0.7629613,0.8514229,1.0002651,1.1014204,0.957128,1.1001034,1.1024865,1.1592878,0.9991194,0.8913942,1.1531351,0.90009606,1.2282808,1.1142553,1.1407012,1.1539614,0.9398696,0.0,0.93141526,1.151128,0.9703899,0.94008565,1.2592205,0.95235646,0.98348653,1.1893626,0.9307049,0.82315576,0.96464795,0.9033689,1.003979,1.2673143,0.82260704,1.2526861,0.98240733,1.0080079,1.0014956,0.8679283,1.0567856,0.7906419,0.81951666,1.2051973,1.0198421,1.2552701,1.155939,1.145797,1.0021915,0.9935337,0.7861561,1.0030769,1.1195415,0.8921995,1.267285,1.1801741,1.1163819,1.1088473,1.2672192,1.1826633,1.0451473,1.1466999,0.7514928,1.1010284,1.0291849,0.99258465,1.0738046,1.1391972,0.99348956,1.0437413,0.90087587,0.8902569,1.1940125,0.82557875,0.88142,1.0915459,1.1342916,0.8539119,1.0763515,0.7420667,1.2504108,1.0150981,1.2282773,1.0305156,0.91890246,1.2325757,0.9314491,1.2268088,0.7688129,0.89274704,0.91127753,1.2323034,1.1479734,1.1535671,1.1705116,0.9760055,1.0199243,0.99059814,0.90792865,1.0631964,0.98795515,1.2293093,1.0619264
glass,0.7215255,1.0460297,1.2773659,0.6594058,1.3802732,1.1655252,1.0882299,1.0806181,0.6679725,1.0315819,0.6856518,1.3625915,0.6948368,0.73185205,1.0962021,0.8072268,0.7690505,1.2090075,1.2267613,1.0023236,0.7624773,1.2501035,1.1514217,0.6781473,1.1239768,1.2499409,1.2064378,1.3382378,1.0069216,0.77453345,1.3108462,0.8074328,0.96100456,1.0674478,0.8443655,1.1117129,1.2317452,0.7612711,1.1032397,1.4709308,0.7024965,1.2149945,0.9217446,0.77334857,0.90126646,1.0728253,0.9606453,1.0035704,0.731085,1.1779841,1.2512197,1.0460067,1.1239269,0.8402501,1.2184674,0.84705806,1.2919471,1.1268966,1.1275711,1.3258811,1.0885817,0.93141526,0.0,1.312504,0.9996937,0.9318928,1.2823064,0.83919847,0.8443654,1.3586037,0.99494123,0.5858583,0.9436313,0.7560762,0.7394088,1.2482445,0.654763,1.3866547,0.85546553,0.8796644,0.82597566,0.90380406,1.1299934,0.80274796,1.1685548,1.4343948,0.97116846,1.4094174,1.3728545,1.333174,0.62768793,1.0067976,0.7356462,0.7531217,1.0187438,0.78277177,1.4207485,1.3963814,1.3269823,1.0325621,1.3845955,1.0341232,1.0575314,0.9335858,0.9435489,1.2839428,1.2316297,0.79772377,1.0771525,1.3835175,0.6608018,0.95872426,0.69236976,0.79821265,1.1998081,0.7138045,0.83419216,0.9058627,0.9735628,0.755831,0.6310092,0.8044107,1.4793205,0.81725085,1.4247305,0.9707313,0.69729364,1.1301087,1.011702,1.2898567,0.7802496,0.62037885,0.5983057,1.2824105,1.3010414,1.3615334,1.2392474,0.95019954,1.2933862,0.7660912,0.83352816,1.1742027,0.78425467,1.4143478,0.9049846
glasses,1.2632369,0.6808937,0.8961949,1.2300884,0.68344235,0.9052868,1.0412341,1.16522,1.3312689,1.0207804,1.3852705,0.5687848,1.3974696,1.2473719,0.8307784,1.2862954,1.2784371,0.87523705,0.7250612,1.0339168,1.3995569,0.96442693,1.0132886,1.3188145,0.84235644,0.78912324,0.79527974,0.39997298,1.0038201,1.2744346,0.79034626,1.3364354,1.1049435,0.8509928,1.0583314,1.0184416,0.5757631,1.2637298,0.95196617,0.4239391,1.4040129,0.6301494,1.1314365,1.3358636,1.2699913,1.1291404,1.2208695,1.2083535,1.2122688,0.33870387,0.65827936,0.82618773,0.7141298,0.85818744,0.5056986,1.1066129,0.5971738,1.0228852,0.5841501,0.5133868,1.0791808,1.151128,1.312504,0.0,1.187744,1.1542518,0.64821565,0.8511681,0.94138545,0.43254155,1.0261365,1.2877018,1.3195655,1.3302087,1.1385251,0.7970134,1.3535798,0.66936207,1.31671,1.0315855,1.3482475,1.2945613,0.9862099,1.2629505,1.1199553,0.27354765,1.2299646,0.4667076,0.39152473,0.7101635,1.3172666,1.1002775,1.3373103,1.1592185,1.1012244,1.2542421,0.44077253,0.44232333,0.7468173,0.8898047,0.6045825,0.92029077,1.049517,1.0195314,1.1449778,0.8714137,0.99871373,1.259513,1.0874292,0.6237783,1.3495059,0.70980626,1.297751,1.1482334,0.93767905,1.2789041,1.261163,0.88379896,1.1848843,1.3240318,1.3720193,1.2847348,0.24122804,1.1518899,0.57040185,1.1201022,1.2740057,0.8753771,1.1633178,0.6773353,1.299022,1.283886,1.368812,0.737605,0.3846221,0.5929216,0.63894093,1.2462311,0.8802446,1.3278548,1.1772316,1.0492482,1.2908227,0.28250474,1.1382403
glove,0.8847352,0.8833648,0.93253005,0.9864953,1.1226007,1.1218239,0.9247949,1.0568124,1.1932203,1.020072,1.0848095,1.2243588,1.09779,0.86633664,0.83256745,0.9234606,1.106032,1.0520627,1.1861427,1.0893222,1.0986006,0.8840258,1.2499892,0.6358387,0.9602677,1.2169675,1.0372791,1.0807747,1.0777496,1.1388822,1.2246803,1.1355418,0.909691,1.0092188,1.0533515,1.1349137,1.142373,1.0321382,0.85873306,1.2087226,1.1184962,1.160598,0.99364144,0.95721906,0.30830574,0.8954953,1.1999061,1.0385143,1.0041846,1.0886503,0.9689269,1.0203114,0.98518586,1.1211346,0.95308906,1.1225059,0.90386975,0.91824794,0.7530952,1.1496165,0.93583536,0.9703899,0.9996937,1.187744,0.0,1.1081727,1.0452341,1.0758976,0.8068091,0.92713135,0.9130892,1.0592781,0.68612045,0.95833445,0.96728635,1.0559065,1.1498349,1.2098266,0.77625656,1.0685958,1.0155396,0.06346023,0.9818171,0.7510363,0.89167684,1.1931096,0.6484519,1.156672,1.1087608,1.1426194,1.1235666,0.8405922,0.9910427,0.9957167,0.9970585,1.0333526,1.1828225,1.2112589,1.1711166,1.008712,1.0466273,1.0694745,0.9966392,1.1469682,0.8881383,0.90294677,0.90841997,0.90333354,1.1102029,1.0737765,1.1797087,0.93027717,1.0312583,0.8312767,0.9992153,1.004751,0.73864514,0.9531507,0.8889626,1.2229856,1.0420742,1.1530637,1.1895237,1.0225303,1.1357841,0.6648866,0.9790623,0.96772975,0.8890475,1.0040827,0.7246589,0.96123064,1.0893569,1.1673099,0.959137,1.1380017,1.0780069,0.65350556,1.0853227,1.0055429,1.020871,0.9501233,1.0964066,1.1813083,1.0712967
