,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
eye,1.1043514,1.059831,0.7566652,0.8643567,1.097392,0.8414083,0.93755877,0.94852144,1.0798168,1.1271453,1.1510496,0.9647823,1.2403724,1.0007809,0.916662,1.1193027,1.0900189,1.0410112,1.0639558,1.0184404,1.0585736,0.94390726,1.003202,1.119097,1.083809,1.0824395,0.895327,0.74223286,0.96524775,1.184934,0.884878,1.1685208,1.0591987,0.9762163,0.9904578,0.9392832,1.1285709,1.2152668,1.1492932,0.94206685,1.1212415,1.0234008,0.9139963,1.1286328,1.0866627,1.1099106,1.0824533,1.124572,0.9684665,0.8836955,0.78082967,1.0723279,0.0,0.9049698,1.0134827,0.9698755,1.0661724,1.0555687,0.96760726,1.0646439,0.89885503,0.927708,1.0461642,0.9093043,1.0601537,0.89196485,0.7934575,1.0714623,0.9083,1.0597782,1.0044731,1.1450584,1.0321187,1.1116825,1.2163405,1.0778263,1.1970704,0.9953219,1.0558676,0.99534523,1.1310604,1.073456,0.96422285,0.73133034,1.0059106,0.8611099,1.1778189,0.9633517,0.5840957,0.68820006,1.1611567,1.173301,1.1472108,1.0865794,1.040782,0.9825866,0.99875814,1.069487,0.8849569,1.1616927,1.0337791,0.9979784,0.93822664,0.83783484,1.1394186,1.1312519,1.2012218,0.9794788,0.95574045,1.0174539,0.9323597,1.1333086,1.1781858,0.91300225,1.0961813,1.0597392,1.0696783,1.099236,0.9300812,0.87799394,0.92193615,1.1309123,0.9043442,1.0114962,1.0043539,0.89165604,1.0369853,1.1247749,1.1973023,0.75383675,0.9253498,0.8540742,1.1300081,1.1459748,0.9317971,1.073688,0.9439204,1.3114808,0.8808258,1.0372857
face,0.7285867,1.2032328,1.2735947,0.93689615,0.7470109,1.2611163,1.2300894,1.3394653,1.1440116,0.7741779,0.7344183,1.3596509,0.79785687,1.0302206,1.0448444,0.82102525,0.8650832,1.2485569,1.2758896,1.1984236,0.9081997,1.0356183,1.2180701,1.2625616,1.1992819,1.3180281,0.98645425,1.0164939,0.9621137,1.1754631,1.1786616,0.7269274,0.8819369,0.98885065,0.94622296,1.0399996,1.2118407,0.6574166,0.9278195,1.3666773,0.8586604,1.3392612,0.96999025,0.9363533,0.8458576,0.88641685,1.0383626,0.750136,0.91550004,0.87973595,1.2222471,1.0579451,0.9049698,0.0,0.9944619,0.9454115,1.3082341,1.2835283,0.9882944,1.4574145,1.1640122,0.96870357,0.67784333,1.1726515,1.223661,0.99408805,1.3315476,0.25517178,0.79230493,0.72744465,1.2184691,0.75224173,1.0242966,1.1619349,0.6149478,1.3866613,0.8947893,1.3549542,1.0684481,1.2055765,1.133125,0.79018945,0.7319075,0.7833407,0.988499,1.1349467,1.4271518,1.1462847,0.95560795,1.0965608,0.872191,0.5828556,0.6856724,0.9680507,1.2212901,1.3850231,1.3501076,1.0407398,1.2838298,1.2050683,0.94471294,1.1315885,1.2598358,0.9848878,1.0449406,1.3152046,1.0006416,1.057381,1.0470631,1.1107061,0.7106923,1.2786195,0.51516056,0.85288095,0.9595451,1.3969716,0.87651855,0.83028126,0.89776826,1.2661988,1.2560976,1.1643289,1.0978823,1.4377401,1.058169,1.2841341,0.64265007,0.56439924,0.75223505,1.4015019,0.9833577,1.1899354,0.87564915,1.4358697,1.2302338,0.93667305,0.90871006,1.1428075,1.1362293,0.87167764
finger,1.2364421,0.5902316,0.73984003,0.6262586,0.8481712,0.8799273,0.86366135,1.1275998,1.3174747,1.3259054,1.3211516,0.73539627,1.215112,1.1285282,0.9213861,1.2196624,1.3312441,1.1882727,0.87317973,1.3196652,1.3814123,0.9343759,0.97342736,1.0985085,1.0458515,0.92275155,1.0789996,0.5407688,1.1935166,1.1523795,0.9697005,1.3146148,1.0901396,1.209477,0.7161775,1.0264287,0.9746023,1.1864111,0.89745975,0.77235603,1.3732207,0.97078276,1.12802,1.3147085,0.96531266,1.1847234,1.1155202,1.042515,0.91617113,0.49598235,0.7871154,1.0395391,1.0134827,0.9944619,0.0,1.2616057,0.8993051,0.8995227,0.36441362,0.85734093,1.0860571,1.1303118,1.1091337,0.72192216,0.7547931,1.2632151,0.6155196,0.91442156,1.2206028,0.40791225,0.8253795,1.2471118,0.8933147,1.1606755,0.9141362,0.96882427,1.1417382,0.9950918,1.1665176,1.0881097,1.1005982,0.8180121,1.1835604,0.5813061,0.7941929,0.72552806,0.95186627,0.6388104,0.6953019,0.65051365,1.2891257,1.079102,0.9575635,1.1043394,1.0305886,0.81419563,0.6781851,0.95453984,0.79526794,0.8112205,1.0095004,0.93774873,1.3055036,0.86307716,1.0901747,0.93260145,1.2960533,0.92285377,1.0970644,1.1694635,1.0193707,1.1963742,1.0698297,0.8245037,0.69253343,0.881708,1.3001932,1.320172,1.361655,0.73974,0.74911964,0.7532645,1.1497927,0.83328724,1.086128,0.87359524,1.0517392,1.0469153,1.3850918,1.0536864,0.22927922,0.64789176,0.81004643,1.0425795,1.1658336,1.3848565,1.1278546,1.0744673,0.7043929,1.1525505
firetruck,0.81744415,1.1559877,1.2184494,1.2248297,0.8526525,1.1514316,1.2617555,1.195163,0.81014085,0.812624,0.6370256,1.194244,0.8706902,1.0098338,1.1101665,0.7872425,0.52185374,0.99301744,1.2176737,1.0617082,0.6717353,1.0656062,1.083808,1.0727627,1.1252947,1.1743283,0.9623155,1.088413,0.92377234,1.0753446,1.0240127,0.74031895,0.8410495,0.9973954,1.0587717,1.0221685,1.1486534,0.8095962,1.0127602,1.2286655,0.66554904,1.2440369,0.98189807,0.98205006,0.91145104,1.0110997,1.0341837,0.9147536,1.0223657,1.1123677,1.2412729,0.8779734,0.9698755,0.9454115,1.2616057,0.0,1.3327131,1.2033672,1.1655625,1.2713678,1.0655597,0.7217146,0.92435396,1.2008171,1.1626476,0.78064686,1.204493,0.9866676,0.9352477,1.0742753,1.2226876,0.7549749,1.0893805,1.081166,0.9335096,1.2619941,1.0146164,1.2587767,1.0650449,1.2468889,0.9372734,0.9337674,0.7625046,1.0914872,1.1284896,1.1733503,1.2900217,1.141596,1.0299671,1.2112505,0.9179807,0.7833005,0.9039682,0.9122017,1.0331722,1.3013592,1.3526134,1.1599703,1.1967907,1.2112215,1.0456764,1.23672,1.0830535,1.0895133,0.92868364,1.1207143,0.9784798,1.1742644,1.0539672,1.075421,0.897857,1.0161642,0.8088202,1.0640162,1.0567856,1.2952867,0.86359096,0.8439673,0.45053828,1.2120218,1.3215761,1.1321347,0.98503214,1.3408005,1.0506165,1.2059357,0.89208364,0.9361465,0.73766667,1.1721563,1.2265738,1.1734736,1.0022057,1.2366916,0.8602934,0.84590614,1.0272403,1.009694,1.1732962,0.8998181
fish,1.1975579,0.76029927,0.46870583,0.9776013,1.3609792,0.5273522,0.551775,0.6242857,1.157946,1.2872145,1.3544271,0.5365499,1.2971483,1.0004681,0.81914616,1.2363868,1.2826754,0.9522641,0.6165902,0.8969948,1.4012159,0.9835234,1.0013967,0.81443334,0.5955236,0.70020425,0.87341154,1.0165268,0.9823795,1.0737168,0.6334099,1.3362361,1.2014892,0.91566515,0.9481688,1.1596965,0.6834397,1.315941,1.0433466,0.4846844,1.4268904,0.6348645,1.1414177,1.0711762,1.2764192,1.1891998,1.0818784,1.422517,0.9486634,1.0699637,0.57702005,1.0242765,1.0661724,1.3082341,0.8993051,1.3327131,0.0,0.65570426,0.9727066,0.38233256,0.7096633,1.270241,1.2262881,0.61219424,0.9163449,1.0548538,0.57344985,1.2922102,1.2255616,1.3189762,0.66243863,1.4541543,1.0928224,0.917112,1.3369462,0.6600926,1.158495,0.49678683,1.0443697,0.71110314,1.1166209,1.3715729,1.2572429,1.1284053,0.9982509,0.6455169,0.44849908,0.9345079,0.92071795,0.841839,1.2608907,1.4788465,1.3394313,1.0177824,0.89650685,0.5388378,0.56544477,0.8984632,0.7154896,0.6848193,1.1739789,0.7100662,0.7758875,0.9896447,1.2372789,0.643965,1.2027792,0.8365704,0.9779415,1.0280335,1.4232721,0.91564333,1.466244,1.0591303,1.2348744,0.5773766,1.256033,1.2339091,1.3124424,0.5414376,0.56338525,0.9134178,0.8534364,0.55970734,0.9087992,0.68834233,1.3445439,1.3072829,1.3496068,0.5763086,0.8748182,0.6366997,1.2340313,0.59709,0.91140974,1.1503787,1.0009936,0.99678767,0.72316265,1.1629106
flower,1.4360061,0.77647555,0.5541304,1.1524012,1.4288168,0.52838635,0.5180762,0.82955885,0.96164596,1.5056641,1.3459976,0.5776805,1.4851898,0.96330255,0.77436197,1.3687603,1.2892675,0.8564544,0.3205666,1.0292381,1.295565,1.2306525,1.0375792,0.7015587,0.7165772,0.55295503,0.71734613,1.0423914,1.131386,0.9932052,0.50245094,1.3088504,1.1914071,1.2790809,1.0151262,1.1459953,0.93314433,1.3656523,1.2162968,0.34293187,1.2725966,0.57255167,1.3777875,0.9108509,1.0493404,1.1561623,1.2048796,1.2137767,1.0088788,0.9517952,0.662042,1.0338494,1.0555687,1.2835283,0.8995227,1.2033672,0.65570426,0.0,0.9392087,0.6442161,0.71167916,1.2367626,1.3016572,0.49235624,0.87893146,1.0741974,0.5218733,1.1760837,1.2798325,1.3328986,0.35948384,1.4290344,1.0824696,0.8050827,1.4059952,0.75562346,1.1557131,0.551749,1.0389867,0.7679272,1.1335019,1.3840531,1.0510792,1.1049689,1.0139773,0.3684442,0.8042921,0.85559714,0.8922771,0.9060331,1.2444751,1.3584006,1.390119,1.1525284,0.841958,0.4362936,0.4728644,1.0058095,0.9496983,0.94600344,1.0641968,0.44533902,0.84935004,0.94645303,1.0734324,0.691092,1.037857,0.7348914,1.1382897,1.091364,1.1954877,0.98927337,1.38835,0.91646194,1.1337593,0.5787701,1.2777019,1.535352,1.3089595,0.37684888,0.42393368,1.108597,1.2840984,0.60272133,0.92426884,0.3386904,1.1461598,1.30547,1.479406,0.68190813,0.7413273,0.49514413,1.2215552,0.72139925,0.5501138,1.3926241,0.9353784,0.89227235,0.38721645,1.2313635
foot,1.2358636,0.46186757,0.76304585,0.79817235,0.97584426,1.0475304,1.0480889,1.1229162,1.2839029,1.4001281,1.3106065,0.6215491,1.2164421,1.0695531,0.8196565,1.1802497,1.352921,1.1776347,0.92250896,1.4046186,1.4164245,0.9282321,0.7829424,1.0473878,1.1051198,0.72449666,1.0794606,0.4944291,1.0687052,1.079776,0.96115243,1.3387971,0.83168805,1.3332343,0.7913028,1.012908,1.0732093,1.1431956,1.0874311,0.7840701,1.4033579,1.0233328,1.1743053,1.2670594,0.98242825,1.17881,1.2614406,0.9584118,0.76785314,0.4187765,0.97470987,1.0204835,0.96760726,0.9882944,0.36441362,1.1655625,0.9727066,0.9392087,0.0,0.8198165,1.0037636,1.1252896,1.2565501,0.62351626,0.7909183,1.1765009,0.7061227,0.9058233,1.1855149,0.6521607,0.7123202,1.2751039,0.75664675,1.1810209,0.89431393,1.0676913,1.1869135,1.0682298,1.2149183,1.2044562,1.130958,0.84078467,1.1618278,0.6695926,0.8975274,0.7830919,0.9218563,0.5523828,0.538596,0.8479488,1.3237609,1.1165856,0.85652566,1.186224,1.066718,0.91371644,0.83697987,0.91870743,0.7423611,0.7160474,1.1329347,0.8887638,1.371747,1.0398649,1.0227094,0.78884023,1.2840688,0.773017,1.1093266,1.1770642,1.0226098,1.229184,1.0362904,0.64136326,0.49725622,0.73431796,1.2013037,1.4283576,1.3653439,0.6188146,0.69333947,0.82764643,1.0427167,0.76440686,1.0686492,0.8935736,0.9036626,1.0794212,1.4487598,1.0283918,0.187213,0.6476289,1.0049618,0.96992683,1.2130836,1.4820819,1.1232371,0.9714666,0.6211895,1.2636325
fork,1.447794,0.60758364,0.6861141,1.0422256,1.3553944,0.6335033,0.7296769,0.5662887,1.0429791,1.4004776,1.4457388,0.44967216,1.3606669,0.91331977,0.7493448,1.3946847,1.3212847,0.7994758,0.5346202,0.9942369,1.3982584,1.0504816,0.72167706,0.77091074,0.67122406,0.5484069,0.8163091,0.997021,1.0423388,0.8889854,0.57178795,1.3597188,1.2061638,1.1577729,0.89672124,1.180671,0.7670974,1.4691668,1.172918,0.3628809,1.3953454,0.6346627,1.17215,1.1695266,1.2766714,1.1388922,1.0270282,1.3858426,0.9507297,0.9833544,0.66684926,1.0233843,1.0646439,1.4574145,0.85734093,1.2713678,0.38233256,0.6442161,0.8198165,0.0,0.7238877,1.2456735,1.4420534,0.55938464,0.89067495,1.1155646,0.58570254,1.392532,1.2777144,1.3393426,0.5965953,1.4741894,1.0121479,0.9222244,1.4330308,0.37927473,1.0731785,0.4301716,1.0665562,0.918174,1.0449948,1.4606292,1.278764,1.0462145,1.0966403,0.64510727,0.30229324,0.77096194,0.8862371,0.9303045,1.2111928,1.5292848,1.3633109,1.0304023,0.91489744,0.3299663,0.346515,0.99028325,0.7882819,0.6979097,1.2059771,0.798015,0.7225588,1.113911,1.1694506,0.4994557,1.0731288,0.83767825,0.9808594,1.1212164,1.3957667,0.7619915,1.5016711,1.023776,1.0899421,0.4033351,1.2261432,1.3626716,1.3807703,0.44494462,0.5179631,0.88760597,1.0788754,0.34102148,0.77610964,0.63082004,1.2956429,1.4217026,1.471228,0.52308345,0.74018824,0.57730687,1.1769189,0.46711648,0.8724488,1.2508855,1.0843277,0.7988237,0.61197984,1.1318014
frog,0.9923087,0.95822245,0.74668276,0.96746767,1.401548,0.7688116,0.81919706,0.7364654,1.1160469,1.416597,1.2283891,0.84384876,1.3483987,1.0385877,0.36952162,1.2109287,0.99234706,0.8398375,0.91953415,1.1676108,1.1803371,0.98491526,0.963309,0.93650925,0.67110306,0.9358004,0.8421407,0.8387135,1.1172497,1.1237786,0.78054965,1.3238114,1.2200578,1.1515448,1.0180807,0.8881618,0.822145,1.2967978,1.0592887,0.8072839,1.280049,1.0147035,1.2730005,0.73073536,0.6877253,1.2068199,1.1168358,1.2397074,0.5859913,1.0482076,0.8079939,1.1202072,0.89885503,1.1640122,1.0860571,1.0655597,0.7096633,0.71167916,1.0037636,0.7238877,0.0,1.0501642,1.3016995,0.914085,0.66992503,0.95829093,0.64830244,1.2273934,1.0084441,1.2482173,0.6862585,1.2044334,0.9596952,0.9337572,1.340519,0.7889891,1.1229632,0.8545145,1.110755,0.91183627,1.10131,1.1836908,0.9165024,1.0202279,0.8964762,0.93159807,0.8761251,1.02777,0.886816,0.8355415,1.2966267,1.3897007,1.3114824,1.0491024,0.8061034,0.7816771,0.79195917,0.70721126,0.7763809,0.9866918,1.1370742,0.5131273,1.020928,0.81944096,0.96838236,0.9549568,1.2408537,0.3544531,1.151143,1.0277604,1.2299194,0.77135396,1.3313329,0.7725959,1.1853261,0.8508686,1.34252,1.396889,1.1271546,0.7598672,0.84850794,1.0799236,1.0321867,0.71699536,0.8100368,0.80758864,0.9607789,1.3599974,1.381639,0.6348928,0.9691608,0.879601,1.160172,0.82777375,0.5798987,1.2491657,0.82114637,1.1417899,0.89626706,1.2907406
game,0.86778855,1.226816,1.183593,1.0313529,0.76538616,1.1170547,1.1779096,1.0820634,0.8501405,0.86455446,0.77445513,1.2529755,0.8996094,0.9549683,1.1906067,0.76969534,0.6973469,0.63561296,1.2738369,1.0004606,0.5725832,0.998778,1.2175043,1.1215968,1.1271776,1.266412,1.1989734,1.0772669,1.083329,1.1168308,1.0898062,0.9397557,0.9566761,0.9998581,1.0236503,0.91320586,1.0833108,0.91802996,0.938446,1.2222791,0.81203,1.1951505,0.88636535,0.96203077,0.8449551,1.1125673,1.0001869,0.9500835,1.0986828,1.1216205,1.1221049,1.1025982,0.927708,0.96870357,1.1303118,0.7217146,1.270241,1.2367626,1.1252896,1.2456735,1.0501642,0.0,0.94433284,1.282439,1.0095689,0.7346697,1.0996659,1.0358793,0.8659048,0.80564797,1.2618372,0.8204061,0.93078023,1.0422425,0.9402242,1.0729529,1.1189024,1.2676997,0.92664754,1.0798097,0.9988901,0.80293846,0.9707902,1.1105651,1.0735983,1.2420869,1.2141415,1.1460209,1.1536988,1.0426787,0.91929245,0.830933,1.005139,0.74761224,1.0736243,1.1797113,1.1898985,1.0294619,1.081337,1.2198422,0.93344384,1.2159231,1.0574356,0.9456472,0.90301937,1.1932731,1.0621619,1.191377,1.0424366,1.0206141,0.84176844,0.89913934,0.91010517,1.0726776,1.099637,1.2351327,0.9990924,0.88211703,0.6732856,1.2897472,1.3369565,1.0999277,0.98297226,1.2279294,1.0660348,1.2315285,1.0652257,0.9057127,0.84553087,1.0399116,1.2092292,1.2517295,0.8421275,1.2086265,0.89490104,0.777829,1.1013505,1.207396,1.2502625,0.95802087
glass,0.60306406,1.3746699,1.3292471,0.88948214,0.6520282,1.139525,1.1240693,1.3791394,0.95384413,0.52436423,0.6719762,1.4664459,0.6932388,1.208975,1.2160944,0.72049785,0.88877803,1.3360496,1.2910323,0.87054795,0.8881046,1.084404,1.1717937,1.1703956,1.1977817,1.3357995,1.0561506,1.1728435,0.85945356,1.0696185,1.3668419,0.5867626,0.86266506,0.7661623,0.95204586,1.0546333,1.2975695,0.6528547,0.84732324,1.4698403,0.67582166,1.1958324,0.75089604,0.86315185,1.03436,0.795769,0.8763363,0.85196316,1.145853,1.1230869,1.2003417,0.940118,1.0461642,0.67784333,1.1091337,0.92435396,1.2262881,1.3016572,1.2565501,1.4420534,1.3016995,0.94433284,0.0,1.3015248,1.1203433,0.90169084,1.3534216,0.68520916,0.9290922,0.7460586,1.3059399,0.5469766,0.9405663,1.0907681,0.639943,1.3142269,0.81087565,1.244928,1.0122981,1.1511185,1.0347768,0.71850795,0.7878058,0.9757575,1.0375198,1.2886238,1.3113258,1.2244992,1.058538,1.1410564,0.7445158,0.64723957,0.6093582,1.0353127,1.2488549,1.4034076,1.3768759,1.0759615,1.3962208,1.1526111,0.96810406,1.1930258,1.1154131,1.0799925,0.84539473,1.2971498,0.8127221,1.1849556,1.066333,0.9632694,0.8215728,1.0920312,0.6780506,1.0787367,0.96853304,1.3625507,0.7334633,0.51464397,0.80333364,1.4608004,1.3830993,1.1026973,0.949545,1.2827382,1.0472486,1.3309554,0.7479913,0.68818563,0.5556387,1.3222734,1.3002343,1.318958,0.7890432,1.345788,1.3190858,0.7550931,0.960583,0.9395183,1.3155797,0.7413304
glasses,1.5218801,0.49843633,0.49021596,1.0484065,1.3461924,0.622778,0.68082863,0.9669931,1.1905916,1.4869902,1.3813875,0.2638567,1.450308,1.0591478,0.8861194,1.4099281,1.3762596,1.087562,0.38998914,1.2248576,1.4995747,1.2556822,0.7978865,0.93549377,0.81470823,0.46077496,0.73615676,0.8714567,0.8276945,1.0034536,0.34247243,1.2902778,1.0978652,1.2879591,0.90287036,1.3390822,1.1362259,1.3577083,1.4343429,0.21443081,1.4015126,0.6713058,1.3092824,1.1910672,1.3084803,1.0718918,1.1904248,1.310191,1.0554607,0.6397159,0.7446302,0.89519423,0.9093043,1.1726515,0.72192216,1.2008171,0.61219424,0.49235624,0.62351626,0.55938464,0.914085,1.282439,1.3015248,0.0,1.1237981,1.0798888,0.653118,1.0516614,1.3569947,1.217623,0.41788912,1.497876,1.1391687,1.0443156,1.3080847,0.78363407,1.1668949,0.36742038,1.2442905,0.97578174,1.2845643,1.4418939,1.1093462,0.823172,1.1946131,0.18958825,0.77679193,0.52121663,0.55722415,0.9826717,1.2772858,1.3798498,1.2539418,1.2061216,1.1306072,0.38401788,0.4294253,1.1037265,0.8403099,0.72706264,1.3723544,0.6255145,1.023527,1.0984197,1.2407591,0.47051084,1.1031921,0.9131741,1.1452069,1.235286,1.274099,1.1384405,1.3753374,0.9688908,0.9202872,0.37557214,1.1330423,1.4930971,1.3483068,0.117981076,0.31603652,1.0018204,1.1498882,0.4913938,0.87681544,0.43007666,1.142272,1.2748023,1.5184851,0.7222519,0.4261707,0.26849777,1.2568189,0.79973257,0.9016866,1.5584133,1.0396327,0.828388,0.14996314,1.1297089
glove,0.91192776,1.0090519,0.8583407,0.8128388,1.0776458,0.880064,0.84525025,0.80338275,1.112571,1.2699606,1.2960479,1.0125942,1.193666,0.95608395,0.89955556,1.0184357,1.2194555,1.0119838,1.0095545,1.0295329,1.1915622,0.76965564,0.9351253,0.80495155,0.9946326,1.007069,1.1524816,0.7131892,1.2356824,1.0403392,1.2401872,1.36618,1.1057345,1.1116346,0.99777013,0.7600309,0.798331,1.2160923,0.8747843,1.0075766,1.2387202,0.89329684,1.0567061,0.82445854,0.61705625,1.3214369,1.2849435,0.96268445,0.97625375,0.94671535,0.8437186,1.0660299,1.0601537,1.223661,0.7547931,1.1626476,0.9163449,0.87893146,0.7909183,0.89067495,0.66992503,1.0095689,1.1203433,1.1237981,0.0,1.1806151,0.6266152,1.2,1.1259829,0.7725858,0.756702,1.0519032,0.65211254,0.9086174,1.0645608,0.894756,1.1888732,1.1196938,1.0592813,0.8353621,0.92223513,0.5681469,1.0606964,0.96535003,0.80871826,1.0991844,0.7187251,0.9058337,0.93122745,0.73996973,1.287435,1.0938737,1.0812398,1.1394942,0.78525627,0.96366066,0.90221316,0.7423886,0.65222144,0.8671875,0.9106109,0.8490548,1.1332403,0.7771069,0.63081485,1.147442,1.2635467,0.7995832,1.0974174,0.961864,1.0448349,0.7399599,1.0929109,0.6637082,0.87807184,0.9173812,1.3637533,1.2330273,1.1231982,0.9941839,0.941997,0.81618,1.0708174,0.73946786,1.0474273,0.8984791,0.9867357,1.2000551,1.2916937,0.85589594,0.83307624,0.997511,0.79317105,0.62838036,0.8227697,1.1803551,0.97686553,1.1283755,1.0716263,1.2733254
grass,0.83008224,1.1485322,1.0647035,1.1501949,0.9644004,1.081645,1.1325829,1.0582778,0.8371739,0.96687776,0.7787438,1.0560975,0.97358173,1.0065907,1.0384743,0.84638447,0.57142735,0.9111987,1.1096896,1.0679402,0.88365936,1.2569634,0.9835485,1.2016257,1.0054748,1.1457064,0.8188087,1.1105107,0.69913274,1.103314,0.89742494,0.9589286,1.0104498,0.95903456,1.1001675,1.1050142,1.1168532,0.98298866,1.1075253,1.0586317,0.8101492,1.1827285,0.98715633,0.8189025,1.0175867,1.0854086,1.1362988,0.99689925,1.0818874,1.0907803,1.1487632,0.8171942,0.89196485,0.99408805,1.2632151,0.78064686,1.0548538,1.0741974,1.1765009,1.1155646,0.95829093,0.7346697,0.90169084,1.0798888,1.1806151,0.0,1.1682353,1.019246,0.94850296,1.1364821,1.1891055,0.9627714,0.9778672,1.0531979,1.0442684,1.0957344,1.1517583,1.0666378,0.97353745,1.0843998,1.1903701,1.1416049,0.700696,1.065292,1.2324936,1.1224463,1.1641281,1.123371,1.0551012,1.2053142,1.0687404,0.94391084,0.97934294,0.9293988,1.1450565,1.0937531,1.120458,1.2025926,1.1881583,1.1322988,0.984388,0.9378942,1.027426,1.0635586,1.1764174,1.0772804,1.0417914,1.0894643,1.0947213,1.1813459,0.9385306,0.9512998,0.96574724,1.2096235,1.1625729,1.0848744,0.9101647,0.9807147,0.7521574,1.1008945,1.2263548,1.1066334,1.0230491,1.159566,1.0310019,1.0589535,1.0032848,0.9624624,0.8680779,0.96722203,1.2036837,1.1821722,1.0403402,1.12118,0.88815725,0.96014506,0.68578076,1.0991762,1.1180769,0.9502683
gum,1.4191451,0.74765795,0.3725121,0.74519324,1.4285468,0.47218084,0.50116026,0.6702957,1.1564796,1.5431436,1.4817921,0.6294542,1.5291067,0.88456625,0.68054616,1.3464575,1.3095865,0.8117058,0.5642216,1.0905459,1.3302578,0.8818721,1.0152017,0.78410417,0.92214847,0.74971044,0.78016025,0.59158117,1.2717829,1.2988305,0.6193007,1.5278392,1.2404261,1.2030115,0.8749863,1.0396827,0.83210576,1.4738214,0.9708468,0.45338404,1.4626815,0.6121233,1.1581362,1.1365019,1.0440112,1.3928895,1.2765343,1.2621014,0.81404513,0.8076071,0.40774643,1.1967278,0.7934575,1.3315476,0.6155196,1.204493,0.57344985,0.5218733,0.7061227,0.58570254,0.64830244,1.0996659,1.3534216,0.653118,0.6266152,1.1682353,0.0,1.3359565,1.2205235,1.1060885,0.5346035,1.5270756,1.0668293,0.9555127,1.3675945,0.8364829,1.3428942,0.73845536,1.1778547,0.7870294,1.0797987,1.156597,1.1145692,0.8418845,0.8769003,0.49156302,0.67724496,0.84086895,0.6888175,0.4864866,1.495844,1.4763119,1.3820502,1.2064073,0.7772509,0.6323961,0.6198303,0.8615345,0.5568636,0.96395946,1.0852928,0.64988387,0.8928079,0.74820966,1.013775,0.8378136,1.4126303,0.72356737,1.1111984,1.1240582,1.2327862,0.9873968,1.4756924,0.820976,1.0545446,0.7738863,1.483069,1.501389,1.2617489,0.44410592,0.45252216,1.0336596,1.0777913,0.6832042,1.0082743,0.5235568,1.2003586,1.429764,1.5904722,0.5091421,0.55993116,0.37791848,1.1240822,0.6922088,0.61905974,1.3237598,0.97231084,1.2443149,0.5224561,1.358002
hair,0.79975927,1.1124732,1.2818487,0.89310807,0.7350254,1.2500397,1.2050782,1.3613527,1.1530601,0.863335,0.8175465,1.3034079,0.85239494,1.0706569,1.1157392,0.90244186,0.9774044,1.2750391,1.2115071,1.2526965,1.020788,1.1048362,1.0928817,1.2278531,1.1507648,1.2099321,1.0802573,0.9944544,0.90286475,1.10575,1.2008286,0.73925996,0.8457983,1.0294455,0.88323545,1.0516008,1.2412575,0.6973182,0.9273301,1.3254125,0.9015896,1.3448607,1.0328841,0.913013,0.9270359,0.84916586,1.0744371,0.70617276,1.0026487,0.76017356,1.238827,0.82403576,1.0714623,0.25517178,0.91442156,0.9866676,1.2922102,1.1760837,0.9058233,1.392532,1.2273934,1.0358793,0.68520916,1.0516614,1.2,1.019246,1.3359565,0.0,0.92900425,0.67131656,1.0977086,0.8001445,0.99872744,1.1270921,0.6325951,1.3053112,0.91559076,1.288051,1.0670724,1.1658098,1.127816,0.8151897,0.8008362,0.825994,0.96372867,1.1138984,1.3964269,0.9824052,0.94292575,1.1499867,0.886489,0.5680972,0.66253567,0.9783771,1.2339175,1.3027198,1.2592956,1.0439559,1.2945527,1.100051,0.93554497,1.0632342,1.3400567,1.0497988,1.0485786,1.238114,0.928643,1.0445902,1.0364835,1.133967,0.7240049,1.2438385,0.5169773,0.8566543,0.8602812,1.2505507,0.88584685,0.9125105,1.0250839,1.2321031,1.1845121,1.0826733,1.1107466,1.2899779,1.1043437,1.2468362,0.67839074,0.58338463,0.81748426,1.4555612,0.8953404,1.1478283,0.87300336,1.3924752,1.303066,1.0658777,0.9979479,1.0465517,1.0666248,0.8169123
