,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
hat,1.5248128,0.6998192,0.5005462,1.136884,1.4660583,0.37113565,0.40824914,0.82969356,1.1156403,1.5621899,1.441045,0.50931174,1.5120806,1.0311383,0.7281295,1.421588,1.3651676,1.0041856,0.32512993,1.1041129,1.4398428,1.1735473,0.99353296,0.5602286,0.8286134,0.42316085,0.83972347,0.978089,1.0907946,0.82735443,0.56744194,1.3404155,1.123751,1.3604403,0.9606837,1.159734,0.99309635,1.3822863,1.4590306,0.40797698,1.4166608,0.54428434,1.315639,1.0203298,1.011612,1.1605374,1.2584807,1.3134068,0.9277491,0.7835963,0.5082049,0.99741083,1.0044731,1.2184691,0.8253795,1.2226876,0.66243863,0.35948384,0.7123202,0.5965953,0.6862585,1.2618372,1.3059399,0.41788912,0.756702,1.1891055,0.5346035,1.0977086,1.3181088,1.3087565,0.0,1.467541,1.0195454,0.8529824,1.3088764,0.7254331,1.1811249,0.5057776,1.2158058,0.8992193,1.0788853,1.3478131,1.1903329,0.9961663,1.1117772,0.35402334,0.7327958,0.71807885,0.71193945,0.80387187,1.2704335,1.4102888,1.2454683,1.2682148,0.9445533,0.4686696,0.48863047,0.8117643,0.9120683,0.7903712,1.3616297,0.6928987,0.96696967,0.9145408,0.9268642,0.56782097,1.0842996,0.7249356,1.1576269,1.1921598,1.3402643,1.0259608,1.3560985,0.70798,0.845647,0.38783312,1.2722012,1.5599878,1.3849249,0.30737078,0.28022552,0.90371597,1.311114,0.42329645,0.9170579,0.41096932,1.0997301,1.2709457,1.5489883,0.5381131,0.5408107,0.5060279,1.3092529,0.66259545,0.5860041,1.5259546,1.088872,0.8524314,0.34805048,1.2877929
hose,0.50138587,1.3210995,1.4764954,1.0789256,0.55096424,1.410665,1.4150354,1.3124013,0.860228,0.42613482,0.48769277,1.523315,0.5441957,1.1640509,1.1438318,0.6413583,0.65794516,1.1216898,1.4412553,0.90913856,0.6493951,1.0382005,1.1462528,1.1693883,1.209586,1.438548,1.160157,1.1601479,1.0908412,0.92129743,1.3923248,0.5902364,0.89974207,0.830451,1.0880799,0.89300257,1.1586117,0.55104184,0.8076191,1.5369906,0.5017642,1.2718792,0.71836746,0.8239158,0.80098975,0.8698325,0.8198516,0.7506364,1.0032065,1.2045261,1.4085095,1.0577121,1.1450584,0.75224173,1.2471118,0.7549749,1.4541543,1.4290344,1.2751039,1.4741894,1.2044334,0.8204061,0.5469766,1.497876,1.0519032,0.9627714,1.5270756,0.8001445,0.8131324,0.7883389,1.467541,0.0,0.9475675,1.0793861,0.60693204,1.2298207,0.7414111,1.4154923,0.99902815,1.2180899,0.8829787,0.60526305,0.84453773,1.0979803,1.0626645,1.4819763,1.371553,1.3144252,1.3600333,1.2233824,0.71238846,0.59418154,0.66720015,0.91602176,1.1801348,1.4273638,1.4283864,1.0017314,1.2990484,1.2004175,0.89795375,1.2553078,1.1540415,1.1186762,0.76663965,1.3325993,0.81894755,1.1346387,1.0765685,0.91381395,0.8364357,0.865893,0.640304,1.1065803,1.0324794,1.4432932,0.7889178,0.43901193,0.6304482,1.5670688,1.5468638,1.0648189,0.89260226,1.3351204,0.90322447,1.4643869,0.7141562,0.67046076,0.43573475,1.358786,1.4092445,1.46578,0.712126,1.370832,1.1899812,0.6380848,1.029998,0.7699246,1.4607515,0.8356531
jacket,0.8027668,0.9289558,1.1943325,0.96249163,0.82415795,1.2103491,1.2130654,1.1071172,1.0952998,1.0982001,1.0177158,1.0441858,0.902258,1.034054,1.0125028,0.7270792,1.2086848,1.1286827,1.2086222,1.2146994,1.1892161,0.9468581,0.7916205,1.1338985,1.0273205,1.0135574,1.0596281,0.8245337,0.92654234,0.97247696,1.2609396,0.9823673,0.80273277,1.2080837,0.9059021,0.87538725,1.0480233,0.90695894,0.91275734,1.189054,1.0697813,1.221296,0.9637873,0.9857235,0.90799147,0.8856392,0.9749311,0.8068739,0.97593373,0.8473814,1.2797189,0.9203911,1.0321187,1.0242966,0.8933147,1.0893805,1.0928224,1.0824696,0.75664675,1.0121479,0.9596952,0.93078023,0.9405663,1.1391687,0.65211254,0.9778672,1.0668293,0.99872744,1.083973,0.7317395,1.0195454,0.9475675,0.0,1.1453631,0.744966,1.0534648,0.97755027,1.2264845,1.0664825,1.1513,1.1276567,0.65097564,0.9348585,1.0193539,0.9653413,1.2644641,0.8085629,0.9618786,0.98895866,1.0880842,1.0320752,0.8529763,0.70525897,1.0644541,1.0951369,1.172152,1.1421775,0.89092565,1.0271473,0.66275394,0.9549554,1.013946,1.2742727,1.1369252,0.72057354,1.0236695,1.0255373,0.88711005,1.0273598,1.0559781,0.86242074,1.0619009,0.7972082,0.8470532,0.63364136,0.9910099,0.992576,1.1115245,1.1351129,1.1590624,1.1661354,0.7400136,1.093462,1.0277952,1.1329141,1.1477386,0.7720792,1.0271118,1.0872972,1.1693257,0.92526424,1.1752696,0.9536749,0.7545678,1.2724458,1.2004519,1.0069822,0.9255173,1.1759162,0.9908874
jar,1.2618539,1.0035412,0.9391428,1.0116341,1.2278943,0.84216285,0.7846,0.8607891,0.6640987,1.1074274,1.1633217,0.89626944,1.1566087,0.98838204,1.0885729,1.2769868,1.084874,0.71609616,0.6004087,0.7525112,0.84988105,1.081001,1.0787272,0.33823645,0.8020681,0.57465965,1.1005558,1.2466788,1.1706462,0.8036448,0.9790111,1.1044683,1.123378,0.9391436,1.1132399,0.99627155,0.8428271,1.1852838,1.0763835,0.9342263,0.97507,0.48753524,1.0452857,1.0094874,0.9439704,0.98530334,1.0262834,1.0805352,1.1780186,1.2113388,0.86658823,1.1050706,1.1116825,1.1619349,1.1606755,1.081166,0.917112,0.8050827,1.1810209,0.9222244,0.9337572,1.0422425,1.0907681,1.0443156,0.9086174,1.0531979,0.9555127,1.1270921,1.0307469,1.2413703,0.8529824,1.0793861,1.1453631,0.0,1.2996308,0.89660066,0.92493665,0.825772,0.8494357,0.7781717,0.36801457,1.1836854,1.0680587,1.2201564,1.119701,1.0149245,1.0036697,1.0306702,1.2114975,1.0265399,0.9096271,1.200254,1.2745147,0.97643524,0.89469635,0.8990093,0.92704517,0.94731176,1.0088351,1.0681938,0.94892615,0.9864558,0.8388504,0.9195769,1.01735,0.8516246,0.732091,1.0523522,0.9434231,0.8408567,1.1380478,0.87955093,1.1637825,0.9371305,1.141394,0.82251126,1.0849998,1.085006,1.1245716,1.0095588,0.792594,1.0313299,1.0081067,0.853137,1.0150614,0.8719704,1.0699542,1.1850493,1.1163384,0.8151243,1.162148,1.1455336,1.0669069,0.93410003,0.7499951,1.0018672,1.0573872,0.9088079,1.0518802,1.0688269
jeans,0.5682951,1.0255551,1.3948503,1.0244511,0.4996279,1.4277868,1.4040091,1.4449832,1.2246917,0.59870577,0.60975474,1.2826192,0.40050006,1.0820167,1.1523796,0.49628836,0.83699906,1.3030741,1.4444535,1.2383387,0.9246127,1.0161923,1.0409613,1.3832965,1.3460063,1.3674943,1.0616994,0.87658656,0.85555357,1.0103772,1.3731052,0.6738112,0.80564284,1.0442137,0.9509473,1.1098831,1.2094611,0.312603,0.80432194,1.4724035,0.8552985,1.4172623,0.8678424,0.857672,0.9520516,0.8839425,0.9782834,0.55029076,0.8974241,1.005434,1.4334433,0.878613,1.2163405,0.6149478,0.9141362,0.9335096,1.3369462,1.4059952,0.89431393,1.4330308,1.340519,0.9402242,0.639943,1.3080847,1.0645608,1.0442684,1.3675945,0.6325951,0.94765955,0.6395058,1.3088764,0.60693204,0.744966,1.2996308,0.0,1.3617052,0.69780684,1.4863905,1.1360183,1.355218,1.1699938,0.54774106,0.8855319,1.026312,1.0881087,1.3500197,1.1483527,1.2116148,1.1299675,1.2233331,0.81057864,0.39344192,0.11110401,0.97391576,1.3724937,1.497737,1.4734292,0.97599614,1.2337275,0.7755763,0.98564434,1.1565634,1.4148009,1.2346069,0.82218695,1.2187328,0.98080194,1.0822897,1.0370786,1.1323235,0.8100028,1.2883102,0.34299183,1.0297323,0.42564106,1.4091399,0.8203613,0.6293691,0.9060757,1.4072604,1.427225,0.696442,0.9988978,1.43296,1.2444685,1.4721806,0.59707695,0.44501448,0.49750125,1.5107651,1.0791299,1.2542316,0.89424956,1.2260326,1.4823768,0.91568863,1.0149738,0.80238235,1.2900356,0.9067871
knife,1.2930365,0.8926769,0.8467552,1.0551252,1.2409259,0.7661738,0.81850946,0.5985642,0.909691,1.2231648,1.2761735,0.72462356,1.1358567,0.9588296,0.9516134,1.3241272,1.166673,0.5981372,0.69594175,0.9468734,1.0883725,1.2287316,0.8689048,0.81562734,0.67402077,0.72699046,0.8940575,1.09162,1.1450795,0.65321803,0.8179916,1.1938068,1.2089946,1.2410593,0.81102043,1.2278938,0.8233189,1.3696198,1.2173357,0.55847645,1.1398065,0.77014035,1.156283,1.0330602,1.1347157,1.038086,0.8541847,1.3087922,1.1136124,1.0800476,0.7821826,1.0835974,1.0778263,1.3866613,0.96882427,1.2619941,0.6600926,0.75562346,1.0676913,0.37927473,0.7889891,1.0729529,1.3142269,0.78363407,0.894756,1.0957344,0.8364829,1.3053112,1.2781565,1.2431042,0.7254331,1.2298207,1.0534648,0.89660066,1.3617052,0.0,0.9399985,0.57047725,1.0231993,0.9251199,1.0085775,1.3099341,1.2063841,1.1027675,1.1947877,0.878619,0.5399651,0.8947627,1.1023853,0.9817776,0.9261012,1.421421,1.334467,0.9369817,0.9897846,0.24364704,0.24368942,0.9014151,0.8734915,0.8429201,1.1597412,0.7774375,0.8196841,1.0631971,0.8877437,0.64441663,0.8840644,0.9603888,0.9989483,1.0583215,1.2612476,0.50291073,1.4269307,1.0240872,1.1272343,0.44781578,1.147632,1.2028177,1.1700068,0.7490758,0.7786311,0.88464284,1.2251465,0.29938138,0.7768378,0.76833177,1.2102976,1.3493996,1.2732203,0.56173176,0.9773764,0.8834886,0.9423378,0.56082714,0.78097796,1.0949309,1.0394967,0.67993927,0.8554967,1.035513
ladder,0.9664798,1.0311863,1.3185658,1.1852582,0.9697052,1.2505989,1.1795652,1.240801,0.8361395,0.72094,0.806417,1.1264497,0.5933524,1.2729869,1.0219728,1.0099621,0.9380932,1.0862973,1.0757602,1.05878,0.84620565,1.2000455,0.8799616,0.9840085,1.0169121,0.95878536,1.0148853,1.1657543,1.0105555,0.71267784,1.1267437,0.5983211,1.0293772,1.0398476,0.9908183,1.06472,1.0796261,0.6884542,0.9830198,1.1626326,0.7271013,1.0766051,0.9659804,0.9385577,1.0468732,0.5408153,0.6635422,0.87592,0.94530994,1.2068024,1.2905998,1.0318714,1.1970704,0.8947893,1.1417382,1.0146164,1.158495,1.1557131,1.1869135,1.0731785,1.1229632,1.1189024,0.81087565,1.1668949,1.1888732,1.1517583,1.3428942,0.91559076,1.0590665,1.0430434,1.1811249,0.7414111,0.97755027,0.92493665,0.69780684,0.9399985,0.0,0.9525745,1.0509603,1.1859157,0.82224244,1.000897,0.8882836,1.1415483,1.1150062,1.2225466,1.0473069,1.232306,1.1873811,1.2561625,0.64733785,0.9448317,0.70450634,0.9547035,1.2310804,1.0966821,1.1030835,0.9583091,1.2697201,0.954883,1.1312867,1.0522388,1.1183482,1.2301545,0.9522387,1.0153775,0.5379075,0.9862465,1.0418192,1.0021849,1.0691696,1.016162,0.83741593,1.1078209,0.9264091,1.0841107,0.7398857,0.7410203,1.0234922,1.2533903,1.1785811,0.86379766,1.1531067,1.1183577,0.93117034,1.2636502,0.6855545,0.83758265,0.6231096,1.2111716,1.2506096,1.2335595,0.9337731,1.0881774,1.1806844,0.9543741,0.9495827,0.5221826,1.1926649,0.72750485
lamp,1.5498676,0.7267081,0.55153686,1.1570798,1.4264581,0.49240726,0.49061,0.8144647,0.96613085,1.3532016,1.3787398,0.4131322,1.3962692,1.1316731,0.86121625,1.4905326,1.2908237,0.980254,0.32767856,0.9320602,1.3691638,1.319026,0.8017056,0.6409472,0.6499575,0.37936258,0.77165276,1.2174382,0.85574025,0.770363,0.3961228,1.172163,1.2320077,1.1098369,1.0729548,1.2853293,0.9955587,1.3995743,1.4777279,0.2953279,1.2524755,0.47165066,1.1527269,1.1097662,1.3622335,0.8343448,0.8569353,1.439937,1.1178079,1.0611166,0.6044172,0.9483797,0.9953219,1.3549542,0.9950918,1.2587767,0.49678683,0.551749,1.0682298,0.4301716,0.8545145,1.2676997,1.244928,0.36742038,1.1196938,1.0666378,0.73845536,1.288051,1.413127,1.467653,0.5057776,1.4154923,1.2264845,0.825772,1.4863905,0.57047725,0.9525745,0.0,1.1460056,0.78560966,1.0320537,1.6275351,1.1699165,1.0939738,1.2917264,0.4120568,0.60413045,0.78866416,0.8346503,0.98175025,1.0227561,1.4967687,1.4101784,1.1665305,1.0081068,0.33446848,0.3838837,1.0737741,0.9175726,0.75074273,1.3838334,0.7600073,0.7750998,1.0738851,1.2538238,0.45909715,0.7558799,0.95865494,1.111746,1.1378317,1.396358,0.84862936,1.4922929,1.1566017,1.1814265,0.34441388,0.94773114,1.308342,1.3282812,0.37038648,0.36457133,0.96481586,1.1831269,0.4317258,0.64191544,0.4946497,1.3001915,1.3191925,1.4040582,0.48089182,0.8517162,0.569962,1.2973206,0.6551505,0.751912,1.3955115,1.0151978,0.72890323,0.4947561,0.8709076
meat,0.9498492,1.2135768,1.1855114,1.0250392,0.9725774,1.1404222,1.0339211,0.8508195,0.9447536,0.97362036,1.0172952,1.2031919,1.0171044,0.91930956,1.2393808,0.981186,0.97242683,0.8378032,1.1048276,0.7318584,0.732671,0.7757964,1.1840739,1.0209142,0.9428055,1.1702912,1.192326,1.2383947,1.1077329,1.0403798,1.1942495,1.0292566,1.0844762,0.7085689,1.0925677,0.7894715,0.7761083,1.0486109,0.68796843,1.1497426,0.9776649,1.062053,1.004965,0.9944345,0.93796855,1.0656741,1.0328614,0.9675981,1.2253811,1.1855383,1.0983593,1.0092905,1.0558676,1.0684481,1.1665176,1.0650449,1.0443697,1.0389867,1.2149183,1.0665562,1.110755,0.92664754,1.0122981,1.2442905,1.0592813,0.97353745,1.1778547,1.0670724,0.5048471,1.0026988,1.2158058,0.99902815,1.0664825,0.8494357,1.1360183,1.0231993,1.0509603,1.1460056,0.0,0.8442871,0.87296414,1.0559185,1.1326635,1.091578,0.6291133,1.1902411,1.0589315,1.0928849,1.1774622,1.0661073,0.9696053,0.9901986,1.1768216,0.9362377,0.74547505,1.093167,1.0820215,1.1739521,1.0382956,1.1813692,0.3106464,1.1989021,0.69128275,0.8592983,1.0989773,1.1596483,1.0133637,1.248293,0.7712637,0.6281436,0.9428542,0.90553164,1.0412706,1.1890403,1.2558985,1.1514528,1.048511,0.9834896,0.94303393,1.2344351,1.2070023,1.1182426,0.77229106,1.1547883,1.0314265,1.1035299,1.1693364,0.99232805,0.97245276,1.0829334,1.2593908,1.2334974,0.8714885,1.002568,0.9761333,0.7123194,1.0228611,1.1704578,1.2196543,0.99505967
melon,1.1000962,1.1302629,0.61225724,0.802009,1.2008264,0.73635983,0.5875492,0.48537558,0.96996576,1.1343826,1.3194672,0.94641054,1.2457467,0.8573073,1.0990263,1.2255507,1.1891629,0.9099648,0.79154444,0.69025826,1.0501657,0.7844034,1.1300435,0.8263757,0.7683827,0.9184641,1.0550593,1.0760232,1.1319202,1.057046,0.9168601,1.2398971,1.1396418,0.8774365,1.2998589,0.79160297,0.6966932,1.2963918,0.9441531,0.85055554,1.1376615,0.70617443,1.0445521,0.99421483,1.0034684,1.1455804,1.0526102,1.2045382,1.1762364,1.1457212,0.6472914,1.0913831,0.99534523,1.2055765,1.0881097,1.2468889,0.71110314,0.7679272,1.2044562,0.918174,0.91183627,1.0798097,1.1511185,0.97578174,0.8353621,1.0843998,0.7870294,1.1658098,0.9194486,1.1533201,0.8992193,1.2180899,1.1513,0.7781717,1.355218,0.9251199,1.1859157,0.78560966,0.8442871,0.0,0.9767096,1.109826,1.1504947,1.2071658,0.8340995,0.83742404,0.8261978,1.0869713,1.064247,0.71336234,1.1073014,1.2464389,1.3757305,1.0600033,0.7485708,0.865087,0.876631,0.98030317,0.572942,1.0564601,0.8645809,0.9207841,0.6947444,0.7895981,1.2318623,1.0214509,1.0814561,1.0462153,0.8113822,0.799724,1.0683486,0.867135,1.2922128,1.0981361,1.2476637,0.8670705,1.1727161,1.0777236,1.1550113,0.92402554,0.73778313,1.1072137,0.89965737,0.9081847,0.9967184,0.69480187,1.2815071,1.1709187,1.2133634,0.88426757,1.110134,0.9118054,1.1087025,0.8527248,0.83184016,0.88072747,0.9724547,1.2473756,0.9390964,1.1141175
milk,1.1429957,1.0732118,1.1901705,0.93327796,1.0112177,1.0353028,0.9956065,1.0008936,0.72061723,0.8444294,1.0771755,1.1758829,1.0230672,1.0417385,1.084513,1.1800076,0.9636845,0.85270447,0.8607418,0.75924665,0.7428783,0.9493284,1.031469,0.39630163,0.9992542,0.77035,1.3208392,1.2060249,1.2767394,0.78684604,1.2162663,0.9950499,0.9718509,0.79686034,1.076331,0.85135794,0.8623148,1.0975289,0.9524274,1.1937099,0.8841574,0.6117228,0.80918014,1.1396941,0.8687647,0.882208,0.86153615,0.9924467,1.0698923,1.149417,0.9754672,1.181969,1.1310604,1.133125,1.1005982,0.9372734,1.1166209,1.1335019,1.130958,1.0449948,1.10131,0.9988901,1.0347768,1.2845643,0.92223513,1.1903701,1.0797987,1.127816,0.9592457,1.0371882,1.0788853,0.8829787,1.1276567,0.36801457,1.1699938,1.0085775,0.82224244,1.0320537,0.87296414,0.9767096,0.0,0.950741,1.1093323,1.0983818,1.0046681,1.2354176,1.0968451,1.0215687,1.2344499,1.006583,0.8592073,1.0656114,1.1491592,0.9141532,0.8230881,1.1262422,1.1240354,0.81964827,1.058691,1.2399487,0.92375547,1.283102,0.9187597,0.9420459,0.93481416,1.0673639,0.705296,1.135293,0.9180218,0.8017734,1.0366092,0.8764305,1.0612855,0.84941006,1.0570904,1.0292394,0.9618056,0.832347,1.0290569,1.2444302,0.9457565,0.9932236,0.91740996,1.046364,0.94162285,1.174239,1.0876162,1.1106749,0.9421791,0.9785482,1.1619412,1.2520607,0.8382508,1.0724586,0.89913106,0.85433674,1.2070173,0.8994062,1.2372235,0.99336934
mitten,0.51206374,1.1642911,1.2846981,0.820483,0.5259304,1.3412607,1.3420783,1.2751598,1.1600649,0.7311827,0.8454466,1.4276216,0.6551978,1.0384246,1.1978489,0.6234013,0.94764733,1.1667387,1.5415795,1.0638058,0.82923925,0.7905612,1.0545857,1.2175009,1.3293202,1.4255252,1.257597,0.73108363,1.0653814,1.1578814,1.538337,0.9318091,0.7004682,0.9183046,0.9151106,0.7399454,1.1250776,0.7042463,0.6778469,1.5136884,0.9051698,1.3012779,0.80181855,1.0132886,0.6932226,1.0816057,1.0090514,0.66816497,1.0278126,0.9119575,1.3362603,1.0681998,1.073456,0.79018945,0.8180121,0.9337674,1.3715729,1.3840531,0.84078467,1.4606292,1.1836908,0.80293846,0.71850795,1.4418939,0.5681469,1.1416049,1.156597,0.8151897,0.8054439,0.3540671,1.3478131,0.60526305,0.65097564,1.1836854,0.54774106,1.3099341,1.000897,1.6275351,1.0559185,1.109826,0.950741,0.0,0.90958905,0.87148476,0.8070262,1.4637547,1.2205304,1.0762001,1.0013124,0.9256881,0.9913497,0.5960515,0.6108803,0.9456975,1.1020133,1.4764153,1.4059104,0.90302324,1.0323086,1.0160569,0.8342736,1.1561424,1.3552053,1.0103693,0.58619404,1.3955317,1.2048769,1.0919846,1.0420251,0.89725316,0.68389815,1.01278,0.57042974,0.80199987,0.70195496,1.4233978,1.056882,0.7121094,0.8308224,1.5070808,1.4786868,0.88648754,0.8442261,1.3445556,1.1573892,1.3479688,0.7573311,0.8214319,0.70868826,1.4186878,1.076443,1.3369632,0.52793586,1.2081577,1.3256185,0.8293458,1.0528412,1.0899534,1.4419081,0.98991203
motorcycle,0.75405365,1.1097721,1.1959589,1.0150484,1.0099765,1.2114416,1.2061657,1.2451077,0.91963625,1.003748,0.7683834,1.2021471,0.8067423,1.1574926,0.92671245,0.9244207,0.8142557,1.0821192,1.1724586,1.2254639,0.921947,1.2194958,0.9369569,1.1403347,1.110371,1.1183189,0.56056154,0.8922061,0.846256,1.0353693,1.0346433,0.8070637,0.98398536,1.113575,1.0183347,1.0296702,1.2998571,0.8099874,1.0125315,1.2430978,0.7423439,1.2465155,1.0638087,0.7341886,0.8309805,0.83570653,0.96598405,0.80874175,0.9744707,1.063945,1.2956028,0.9915257,0.96422285,0.7319075,1.1835604,0.7625046,1.2572429,1.0510792,1.1618278,1.278764,0.9165024,0.9707902,0.7878058,1.1093462,1.0606964,0.700696,1.1145692,0.8008362,0.9921919,0.99298745,1.1903329,0.84453773,0.9348585,1.0680587,0.8855319,1.2063841,0.8882836,1.1699165,1.1326635,1.1504947,1.1093323,0.90958905,0.0,0.92331994,1.1057762,1.1714811,1.2709002,1.2264041,0.9214977,1.1440414,0.8791963,0.8644543,0.87311417,1.0737327,1.1714623,1.2826469,1.3190961,1.0190107,1.2079078,1.1018225,0.9899533,0.667958,1.2617654,1.0043861,0.9053821,1.1376662,0.8932632,0.8728182,1.1559166,1.1546323,0.8201407,1.0969625,0.760755,0.98191875,0.97908825,1.2665849,0.94792414,1.0033126,0.8616932,1.1918173,1.2163123,1.1221231,1.1716796,1.2988498,1.1044279,1.1554554,0.4154843,1.0192559,0.8258409,1.2236693,1.1793183,1.1600891,1.0390918,1.219601,1.0075163,1.087232,0.36371994,0.9825047,1.136087,0.9229636
mouth,1.1207395,0.87633157,0.94785273,0.63404346,1.0393996,1.0027045,1.0395933,1.1200756,1.2401153,1.1433436,1.1862141,0.9938097,1.2507261,1.102445,0.9474208,1.1791501,1.1097772,1.2132561,1.1005682,1.2170808,1.2260842,0.94260615,0.92618144,1.2121425,1.1470073,1.0935591,1.0305432,0.6952606,1.1293067,1.2426645,1.051263,1.1536138,1.0186412,0.9909213,0.7398177,1.0003664,1.076489,1.1751375,1.0033575,0.9870894,1.1979005,1.1502213,0.8984848,1.2540885,1.0478405,1.0840861,1.02916,1.0697745,0.9621751,0.4544841,0.9581516,1.035465,0.73133034,0.7833407,0.5813061,1.0914872,1.1284053,1.1049689,0.6695926,1.0462145,1.0202279,1.1105651,0.9757575,0.823172,0.96535003,1.065292,0.8418845,0.825994,1.0213052,0.63815546,0.9961663,1.0979803,1.0193539,1.2201564,1.026312,1.1027675,1.1415483,1.0939738,1.091578,1.2071658,1.0983818,0.87148476,0.92331994,0.0,0.8727424,0.8666162,1.2214651,0.6308448,0.6156281,0.83963025,1.1911786,1.0579504,1.0181596,1.1096579,1.0053787,1.0157644,0.91402876,1.007456,0.8958837,1.1363542,1.0076872,1.0005932,1.1948438,0.87570757,1.0250802,1.1425899,1.2542729,0.9876939,1.0878725,1.101186,0.8608138,1.0929554,1.023357,0.66119474,0.87522525,1.0290266,1.1622031,1.1436354,1.1547484,0.88596237,0.9446857,1.0794398,1.0448071,0.9597943,1.0406222,1.0143983,0.8718538,1.0545195,1.2505941,0.9866733,0.5207988,0.84648824,0.7588732,1.207056,1.1540272,1.2053233,1.0096333,1.183068,0.85006714,1.0689099
muffin,0.856209,1.1069102,1.0927552,0.7232311,0.9938155,1.072964,1.0042305,0.83367425,1.1971841,1.09195,1.1142291,1.2663021,1.0803739,0.96952,0.9001533,1.0033103,1.1053467,1.074686,1.2028183,0.96200955,1.0109333,0.52867484,1.1642605,1.2067635,1.085887,1.3519895,1.1818342,0.903813,1.2342427,1.2619128,1.2334813,1.1839361,1.0460322,0.81005585,0.9156436,0.42503655,0.78803855,1.0805564,0.5004344,1.2081997,1.1614132,1.1937175,1.0564517,0.9567469,0.7753073,1.1923014,1.1111133,1.0100307,0.8613922,0.93682885,0.9640915,1.0615069,1.0059106,0.988499,0.7941929,1.1284896,0.9982509,1.0139773,0.8975274,1.0966403,0.8964762,1.0735983,1.0375198,1.1946131,0.80871826,1.2324936,0.8769003,0.96372867,0.68413854,0.6704076,1.1117772,1.0626645,0.9653413,1.119701,1.0881087,1.1947877,1.1150062,1.2917264,0.6291133,0.8340995,1.0046681,0.8070262,1.1057762,0.8727424,0.0,1.0842127,1.1368556,1.0700041,0.9732946,0.75889516,1.1300606,1.0495293,1.1074595,1.068976,0.4495437,1.1636597,1.1086073,0.89595854,0.8574425,1.2025423,0.5925694,1.0400522,0.8961013,0.74190027,1.072102,1.3103421,1.2720051,0.8265699,0.7555865,0.74479496,0.9860858,1.0723485,1.071696,0.89145464,1.134763,1.3289614,1.2537769,1.0764728,1.0707816,1.115194,1.0892537,1.1058501,0.8184645,1.1655173,1.1655232,1.0982975,1.0625196,1.0889356,1.0869063,1.2015939,0.8836236,0.96889776,0.8440592,1.1362091,1.0458705,0.84557915,1.0964911,1.3613892,1.08581,1.167325
nail,1.5424252,0.654578,0.40809882,1.0598552,1.3532369,0.42200077,0.47087663,0.88229465,1.1915809,1.4536438,1.3571583,0.4611981,1.5399451,0.96180236,0.816459,1.3906674,1.3143914,1.0422034,0.25906116,1.0886445,1.4351563,1.1927364,1.0357544,0.88777345,0.89735806,0.6152119,0.68398947,0.991162,1.0360805,1.132074,0.26717615,1.2833803,1.2019047,1.2384287,1.0255483,1.2654094,1.0432353,1.3684187,1.3455728,0.16980016,1.3843708,0.54142034,1.3112231,1.1977458,1.2288225,1.1696724,1.2613832,1.331664,1.0106251,0.75667495,0.53875697,0.9984116,0.8611099,1.1349467,0.72552806,1.1733503,0.6455169,0.3684442,0.7830919,0.64510727,0.93159807,1.2420869,1.2886238,0.18958825,1.0991844,1.1224463,0.49156302,1.1138984,1.2616978,1.2568755,0.35402334,1.4819763,1.2644641,1.0149245,1.3500197,0.878619,1.2225466,0.4120568,1.1902411,0.83742404,1.2354176,1.4637547,1.1714811,0.8666162,1.0842127,0.0,0.8542501,0.72552884,0.6816737,0.8140156,1.3054127,1.3668743,1.3261304,1.1997823,0.98181766,0.38389027,0.42048466,1.1476798,0.91118777,0.96532863,1.2677588,0.75482196,0.8426111,0.94499224,1.2731777,0.67233247,1.1727346,0.9278502,1.1539743,1.2022399,1.2721977,1.1544242,1.3841283,1.0185173,1.1085473,0.5560913,1.1784372,1.4753001,1.2953091,0.109891534,0.26442337,1.1565875,1.2348359,0.6438033,0.8507001,0.27504802,1.2804078,1.2172433,1.4994346,0.6707693,0.4864983,0.164514,1.2255375,0.85932577,0.65618277,1.4288464,1.0640113,0.9950127,0.08851552,1.2132597
