,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sandwich,1.0425239,0.84859526,0.93264496,1.0456274,0.92387366,1.1086997,1.0520529,0.54835725,0.99368167,1.1512067,1.2111081,1.1708723,1.1297721,1.1403311,1.0638418,1.0497999,1.0502695,1.1295123,1.0733111,1.0917735,0.9457307,1.1242017,0.43042153,1.2007114,1.0315304,1.0019274,1.1454116,1.0383133,0.8227376,1.2061462,1.1046337,1.168644,1.1896803,1.0612686,1.0858731,1.1566961,0.6507149,0.7618496,1.1122068,0.6602845,1.1063027,1.190955,1.0232197,1.0341054,0.926453,0.93081945,1.1713783,1.0750864,1.0205301,0.99063015,1.0221804,1.039512,0.9800692,0.8723547,1.0891281,0.9265364,0.8329971,0.9440406,0.99481285,0.97413033,1.0319746,0.8402201,1.2037764,1.0401489,0.97714585,0.20738882,0.73572606,1.0724844,1.0179722,1.1197768,1.1009113,0.98068476,1.0857222,1.1745831,1.0806879,1.0855143,0.90139526,0.8005581,1.0573974,0.8603827,1.1225681,0.97905636,0.47908294,1.1161668,0.97725344,0.9423119,1.0193644,0.8403724,1.1435835,1.2237875,1.0304176,1.109104,1.1890415,1.1012999,0.9650251,0.95753896,0.68639123,1.0416505,1.0624602,0.68209577,0.99055207,0.81839514,0.8402204,0.9078432,0.8413929,0.99596125,0.9861202,1.0712852,1.1943268,1.0515646,0.0,0.8019303,0.93372977,1.0948604,1.1083183,1.0298865,1.1556236,1.0999379,1.2351921,1.0261494,1.2082616,1.0750408,1.1515218,0.9724539,0.9536413,1.0223157,1.0397972,1.0682468,0.9279659,0.9625176,1.0138981,1.1444604,1.0316043,0.9618966,1.008133,1.0740323,1.0770435,1.036163,0.81842154,1.022486,0.9956473,1.1961732,1.049449,1.213741
sauce,0.7440866,1.1059337,1.1687962,0.7501646,0.80296767,1.2198313,1.1754665,0.7722274,1.23167,0.5725777,0.994017,0.81225175,1.3579167,0.86038136,0.74475205,1.1661681,0.9057453,0.80603343,0.9688024,1.3292394,0.75456035,0.826676,1.0058765,1.2921445,0.8556613,1.0560632,1.4559408,1.2213076,1.1082515,1.0697162,1.1988672,1.1668905,0.90008605,0.89002407,1.0004944,1.0149796,0.83829063,1.0649632,0.94112146,0.77289355,1.3609455,0.7980412,1.114012,0.9188799,0.9771971,0.99849063,1.1160203,0.90657544,0.9696186,1.0714813,1.1002736,0.8659836,0.83277524,1.2228792,1.3183029,1.1164223,1.154476,1.0044354,0.8969872,0.82840836,1.2497631,1.3388965,0.9845756,0.9477893,0.9240591,0.910972,0.8989143,1.4303548,1.0915353,1.184344,0.7681966,0.92321616,1.0031909,0.95777315,1.1745998,1.3299806,0.8411116,0.78812057,0.8423054,0.9990586,0.8951466,0.96600443,0.7986631,1.3294654,1.2350464,1.2130389,1.2325275,1.0704377,1.063376,0.9686674,0.9187883,1.0699669,1.001069,1.3891959,1.3468609,1.0313976,0.8681588,1.1047287,1.4204304,0.9564894,1.3684908,0.22550493,1.102425,1.2485552,0.9772776,0.8888148,1.24568,1.1648996,0.97888076,1.2355018,0.8019303,0.0,0.8892311,0.716208,0.8787084,0.985834,1.2876279,1.077683,0.9333517,0.46048343,0.6896515,1.4222265,0.87939024,1.1873709,1.2892324,1.2300626,0.8503655,1.035952,1.0125211,1.056986,0.81295365,0.76895684,1.0805724,1.3180685,1.3016727,0.9227224,1.346397,1.1191345,0.20703655,1.0939987,1.1335886,1.2849628,1.2837257,0.9648392
scarf,0.5400583,1.1258758,1.4071543,0.8500589,0.46827638,1.404259,1.3297025,0.9904198,1.2879329,0.91864234,0.7435148,0.7326246,1.480391,0.669937,0.5378531,1.3077946,0.5282988,0.92603946,1.0751644,1.3650594,1.2874868,0.95928794,1.0118598,1.3670485,1.1428246,1.27909,1.4180098,1.3525261,0.87825644,0.90478534,0.978414,1.4045333,0.82469726,0.6289149,1.13873,0.80804056,1.1488326,1.2129042,0.63828135,0.88166946,1.5280452,0.7939589,1.3906989,1.0497389,0.66193795,0.9514427,1.0952977,1.2080421,0.83794534,0.8303442,1.3333972,0.64664793,0.7031749,1.0007467,1.3321189,1.0242348,0.8372693,1.1365681,1.069901,0.57331127,1.1031653,0.88983715,0.91628754,0.9303931,0.66363704,0.90428597,0.55418926,1.339685,1.116764,1.1919664,0.57055545,1.1301967,0.50703084,1.0689095,1.0823623,1.4651061,0.6191982,1.1979499,0.86703205,0.3833933,0.9409084,0.8808094,0.9126892,1.335053,1.2101848,0.83108735,1.048786,1.3111707,0.99209803,0.7415407,0.49146354,0.65730375,0.99690557,1.4872432,1.2932806,0.9660833,1.0824329,0.8806367,1.0501748,0.8858761,1.2618413,1.0099717,1.2060513,1.1055719,1.2199787,0.6347797,1.3885517,1.2694016,0.8674336,1.1732945,0.93372977,0.8892311,0.0,0.82787263,0.4961213,0.758039,1.1143144,1.3057283,0.9067504,0.96748704,0.86670995,1.4753704,0.9746269,1.4555125,1.0613282,1.3723226,1.2432762,1.09313,0.8296778,0.83361316,0.5101186,0.8215985,1.4258448,1.0745223,1.1226329,0.9136791,1.1036714,1.3968511,0.8616488,1.2116287,1.1178068,1.3020649,1.315458,0.9753772
scissors,0.6236775,1.2469672,1.4871721,0.86141264,0.60894024,1.4589536,1.4130908,0.98873645,1.3064598,0.55993354,0.9568677,0.70012957,1.3427871,0.5256837,0.72843975,1.1804321,0.84940946,0.9408173,0.9396932,1.4218975,1.0755755,0.740665,1.3231244,1.3489995,1.0279378,1.1161466,1.3890667,1.2463534,1.1057715,0.96091473,0.86617136,1.2855561,0.7651069,0.9122575,1.0801618,0.78036195,1.1933855,1.2088073,0.74654496,0.94776607,1.3310559,0.6153091,1.2955041,0.86674076,0.7869252,0.9600102,0.98162204,0.9121925,0.9602211,1.0027926,1.3110331,0.8136944,0.8791775,1.2302537,1.3843102,1.124913,1.0214001,0.686546,0.9692601,0.6473929,1.2891258,1.121258,0.87873507,1.0770173,0.89486814,1.1116608,0.7529012,1.448904,1.0732079,1.0037339,0.75275373,1.0493008,0.740279,0.29237103,0.6820542,1.386972,0.9066528,1.0597341,0.8843951,0.7777637,0.77088183,1.077544,1.1153631,1.5001478,1.1787635,1.1666969,1.2994546,1.4179703,0.93001544,0.82991236,0.7765361,0.80075014,0.86872447,1.2959547,0.9798034,0.96454525,1.0479566,1.0820103,1.2584126,1.0630579,1.3263468,0.737453,1.1364932,1.3530394,1.2754071,0.6084753,1.2315176,1.0567862,0.89410996,1.1560049,1.0948604,0.716208,0.82787263,0.0,0.77577037,0.7056328,1.2442479,0.5400379,0.8015101,0.58739185,0.75172144,1.4431138,0.7131254,1.5392839,1.2050997,1.360601,0.43654633,0.78765863,0.9588754,0.73847723,0.70955956,0.6338494,1.3369281,1.3509276,1.2357249,0.3746329,1.249531,1.2773526,0.59996736,1.2111826,1.1071141,0.83575726,1.2348491,0.8958197
shirt,0.5390228,1.2586746,1.4907622,0.82545936,0.32851303,1.4872127,1.464411,1.1685989,1.429231,0.61406106,0.72781044,0.49513417,1.4723744,0.48709613,0.38315487,1.3444753,0.47812158,0.7800437,1.0384557,1.4428327,1.3321755,0.92897135,1.2332271,1.3853538,1.2263209,1.3332701,1.4538975,1.2719369,1.088503,0.68594325,0.86212564,1.4231981,0.7393628,0.36544842,1.1670791,0.80429244,1.3271139,1.3760278,0.46207845,1.1094337,1.5503165,0.6410558,1.4915903,0.9826131,0.6619328,0.98979247,1.1052932,1.1863492,0.84041214,0.87537336,1.4303124,0.61342525,0.5396559,1.1333632,1.3691888,1.2670174,1.0044177,1.2173979,1.1223873,0.60363823,1.160088,1.0974216,0.806208,1.1482589,0.5831409,1.0316596,0.620097,1.407669,0.948806,1.149951,0.23487002,1.2375207,0.23538375,1.0542871,1.0717998,1.5426831,0.67702526,1.2905123,0.901122,0.58816254,0.78045195,0.9395894,1.1154691,1.4001353,1.316791,1.0248772,1.0775692,1.3919737,0.90447897,0.685859,0.2930826,0.4346233,0.9950953,1.4937377,1.3661075,0.994899,1.220773,0.67166376,1.0959952,1.028033,1.3084013,0.9889669,1.2000833,1.1274613,1.3588386,0.8184891,1.4281775,1.2071736,0.8488149,1.1689782,1.1083183,0.8787084,0.4961213,0.77577037,0.0,0.9278336,1.152008,1.3870181,0.72712183,0.7404381,0.5947933,1.5388639,0.7481052,1.5056672,1.1804442,1.3573782,1.2748933,1.104083,0.9427888,0.95814633,0.15186536,0.6402607,1.5363479,1.1954656,1.2354318,0.9302211,1.2803237,1.5128204,0.7730863,1.1270907,1.1350667,1.2933836,1.3979356,0.79887825
shoe,0.6283326,0.8597536,1.2609608,1.0031735,0.85770965,1.3280933,1.2425568,0.96547693,1.0223705,0.9790947,1.0473965,0.96754014,1.1728481,0.83736384,0.811752,0.9455051,0.882171,0.90057975,1.0011616,1.3206308,1.1184344,0.86125356,1.025727,1.2926388,1.0384003,0.99265194,1.1962222,1.1141591,0.9159013,1.032638,0.94580287,1.1836647,0.95122176,0.9827933,1.161662,0.9586949,0.97430426,1.0543085,0.87414813,0.7625521,1.2146132,0.8681663,1.1983622,0.911388,0.74795985,1.0056051,1.1881391,1.084536,1.0667334,0.90870786,1.2058371,0.90001976,1.1079779,1.0265633,1.1278373,0.95299196,0.7228011,0.90161115,0.77174586,0.88240355,1.1283777,0.66432023,1.0245867,0.87239486,1.0772127,1.0760478,0.912771,0.9243065,1.1287377,1.0548123,0.8082973,1.1309067,0.7335031,0.72888875,0.9946658,1.2573385,1.0211323,1.064785,0.9899142,0.6076174,0.9362276,1.0586884,0.9670606,1.2744882,0.9210134,0.8855517,1.1417891,1.183705,0.91964895,0.8871141,0.7682511,0.714476,0.8866757,1.2222564,1.1107341,0.874117,1.078896,1.0065151,0.90250564,0.94349945,1.1170728,1.0185994,1.0502028,1.0648142,1.1749068,0.5125389,0.9261272,1.2084969,1.0793166,0.8879629,1.0298865,0.985834,0.758039,0.7056328,0.9278336,0.0,0.935129,0.8051948,1.1257424,0.98143995,0.9010455,0.99012595,1.1343763,1.2841597,0.9177929,1.241473,0.89410686,0.94802535,1.0428501,0.65368366,0.9093983,1.0193884,1.1453928,1.0569942,1.0115232,0.85752,0.8937291,1.099143,0.94929034,1.2002676,0.9763972,1.0550671,0.95216775,1.3029085
shorts,1.1981648,0.9169211,0.920795,1.1823702,1.2885491,0.96715873,0.8604464,1.1449819,0.92407835,1.2532265,1.1268088,1.2482188,0.6114868,1.1524487,1.2951672,0.9878479,1.1210406,1.1546586,1.1453873,0.88219345,1.0699483,1.1747237,0.9571731,0.60492736,1.0502645,1.1011499,0.5558139,1.013483,0.8281722,0.90496457,0.78514886,0.94500816,1.0762613,1.0869355,0.79252064,0.9636935,1.0001816,0.9951573,1.0873159,1.1084105,0.71828353,1.2417544,1.0328085,1.1079035,1.0738052,1.2534835,0.85506487,1.0275296,1.2197862,0.9272709,1.0718874,1.2631494,1.2702991,0.715471,0.6453852,0.9871906,0.7942165,0.9730834,1.1035283,1.1824797,0.7680094,0.83508354,1.0526648,1.0431178,1.0830681,1.160253,1.082495,0.6334209,1.0953058,0.71169454,1.253514,1.1124209,0.95779455,1.00713,0.9878548,0.8183203,1.1129668,1.1521802,1.0765141,1.0668905,1.210388,1.0056227,0.991822,0.77886015,0.6422901,0.5701846,0.839095,0.91839063,0.9406223,1.099085,1.2097886,0.8875628,0.9178692,0.7340767,0.7788916,0.837333,1.0324614,0.883313,0.47081143,1.1099002,0.6503383,1.2466985,1.1625298,0.8706262,1.1296153,1.0607575,0.7624842,0.94810736,1.1036347,0.7453816,1.1556236,1.2876279,1.1143144,1.2442479,1.152008,0.935129,0.0,1.0044289,1.0088944,1.2198117,1.2480175,0.59259605,1.1752932,0.8293755,0.8379068,0.61691076,1.1160841,1.1196938,1.0469518,1.1519133,1.2127389,1.2007318,1.035809,0.6493786,0.6494076,1.1214253,0.63678753,1.1164678,1.3600218,0.9167412,0.9724382,0.7965565,0.6738227,1.1151466
shovel,1.1600707,0.8753147,1.0202376,1.1349475,1.146996,0.9770731,0.98481894,0.92717195,0.9258136,1.02099,1.1924193,1.1854326,0.72459227,1.0294553,1.3769505,0.85935533,1.2341251,1.2004089,1.0181686,0.9172622,0.8763744,0.99054986,1.0723958,0.84555626,0.8646238,0.9072837,0.72485936,0.83627236,1.1549618,1.11914,0.91903865,0.9240079,1.0881765,1.2924923,0.9830975,1.0318501,0.93935484,0.80005,1.1897058,1.006432,0.74421614,1.1104871,0.8436731,0.98807865,1.0946065,1.0722088,0.8496568,0.74614954,1.1725178,1.1585255,0.8572783,1.0712619,1.3272977,1.1002518,0.99316645,0.9704562,1.032097,0.61597073,1.0998825,1.1377591,1.1321344,0.8543066,1.0079013,1.1417922,1.2959815,1.1181633,1.2153311,0.83766675,1.0733341,0.86393654,1.3319142,0.85164243,1.2206707,0.25887907,0.68721044,0.7969597,1.2609518,0.89719063,1.0166795,1.2245893,1.119403,1.1947122,1.1029663,1.0632616,0.7087441,1.0385834,1.1429931,1.0823889,0.9444057,1.1067185,1.2587712,1.1135292,0.97361815,0.724884,0.65576416,1.0573587,0.91510934,1.1407595,0.90053326,1.1704873,0.96552956,0.98323,0.9386292,1.0672193,0.9935319,0.94691855,0.72978204,0.74942815,0.92028874,0.9733587,1.0999379,1.077683,1.3057283,0.5400379,1.3870181,0.8051948,1.0044289,0.0,1.0487078,0.9567665,1.2004005,0.7890247,0.98860246,0.9776505,0.8150573,0.9369444,0.2273221,0.7323343,1.1409017,0.94480264,1.2881585,1.0530629,0.8346087,1.0857651,0.99620545,0.6242783,0.7849754,0.8980673,1.0700934,1.0321388,0.8620136,0.56851655,0.7590238,1.1369492
shower,0.7531347,1.2223964,1.3963709,1.0010539,0.75778115,1.3229644,1.3579762,1.2690605,1.2085216,0.5420068,0.7709898,0.6075246,1.2019644,0.59569854,0.9072286,1.2356619,0.74511254,0.9601502,1.250028,1.1843604,1.1948192,0.92271656,1.315478,0.94955385,1.0389942,1.2597831,1.0105047,1.0858016,1.2206182,0.5734267,0.69829196,1.1377504,0.5040622,0.75361055,0.9632312,0.7397938,1.3294328,1.2753959,0.6524237,1.2048553,1.2794524,0.6203767,1.2691967,1.0263338,0.8957345,1.2075372,0.37230808,0.89620167,1.0236663,1.1006515,1.2869228,0.7875757,0.8532884,1.2612436,1.260684,1.1562674,1.1789174,1.1707808,1.2995478,0.92983353,1.1864716,1.3467407,0.680303,1.4008207,0.8431821,1.2143096,1.0249063,1.2561569,0.90473723,0.79946995,0.8801181,1.0844961,0.6933444,0.9405563,0.6516938,1.1570945,0.8337997,1.2201009,0.82605714,1.0373292,0.95693207,1.1994952,1.1896533,1.2953644,1.0159602,1.165759,1.1738987,1.3618104,0.73354983,0.76085734,0.8640892,0.64343154,0.9588442,1.2471879,1.2722938,1.1172247,1.2833908,0.7933742,0.9209342,1.1885343,1.0775988,0.9984945,1.2488862,1.3221436,1.2802746,0.9620532,1.2140083,0.7220515,0.7041113,1.1696125,1.2351921,0.9333517,0.9067504,0.8015101,0.72712183,1.1257424,1.0088944,1.0487078,0.0,0.68773705,0.7247977,1.3052254,0.5800117,1.3314025,1.2554911,1.037861,1.0842998,0.90162814,0.92579967,1.092718,0.7315662,0.7035934,1.3560922,1.275639,1.2377,0.98194677,1.0490746,1.424068,0.8950745,0.97260135,1.0489142,0.9420812,1.2678868,0.4746427
sink,0.7828621,1.1610764,1.3882257,0.8402366,0.74463534,1.221608,1.2505854,1.0614536,1.3366226,0.10736036,1.0097411,0.69033784,1.3639761,0.5200897,0.7773041,1.3174073,0.82407004,0.891321,1.0629189,1.4151266,0.555382,0.8080864,1.2070328,1.3531251,0.8156208,1.2133915,1.4444813,1.1787003,1.1364933,0.9337872,0.9162507,1.2518778,0.8244393,0.8452414,0.80079484,0.8679569,1.0247889,1.2674646,0.71697253,0.9215116,1.455918,0.7272326,1.1001995,0.524666,0.9821655,1.2171248,0.99866384,0.837453,1.0736084,1.0556713,1.0604002,0.82750183,0.8658662,1.3343811,1.3694478,1.2583203,1.2124276,1.0127217,1.1603462,0.6844683,1.3211367,1.3676088,0.83066094,1.0964696,0.8975704,1.1384134,0.92666703,1.4711671,1.0657619,1.1602527,0.73127013,0.87401164,0.80154204,0.7771796,0.9737695,1.4320434,0.8445127,0.9417784,0.76391995,1.0278474,0.8736576,1.1058801,0.955617,1.3733492,1.07254,1.2741661,1.2293776,1.2322508,0.9149822,0.8891307,0.87290853,0.8329638,0.84224975,1.4448376,1.3893892,1.1588563,1.0423318,1.0216941,1.2461184,1.019405,1.3407851,0.25549316,1.2567285,1.2745312,1.2278116,0.9120793,1.2117119,1.0805954,0.9376764,1.2601632,1.0261494,0.46048343,0.96748704,0.58739185,0.7404381,0.98143995,1.2198117,0.9567665,0.68773705,0.0,0.65223706,1.4293915,0.63262427,1.3497137,1.3377798,1.1730893,0.7454574,0.8722906,1.075912,1.0432249,0.6991595,0.39757037,1.1521795,1.4052927,1.2844708,0.86893106,1.2455282,1.4146111,0.21886635,1.2328255,1.1170546,1.1893102,1.3839207,0.8226052
slide,0.5161903,1.1769834,1.3491206,0.71899974,0.6548879,1.2731369,1.1803644,1.1683024,1.1780735,0.49554896,0.7433187,0.34138048,1.395895,0.54832,0.4392717,1.2461796,0.5557459,0.27202624,0.9106168,1.3546164,1.0786003,0.6902035,1.3124847,1.2583349,0.94798493,1.1548606,1.38062,1.1874521,1.2314467,0.8630656,0.854589,1.2406044,0.6629898,0.82290316,1.178759,0.9346378,1.296565,1.259449,0.50900924,1.1186589,1.4355702,0.36918396,1.2741206,0.8524886,0.7950169,0.77439463,1.0330347,0.9932843,0.8016968,1.1264982,1.2308395,0.61282635,0.8374206,1.3731171,1.3740416,1.2739155,1.2909786,1.2445318,0.91711867,0.93774307,1.2989889,1.2586503,0.81735516,1.0215734,0.9588753,1.1572034,1.0020452,1.3687724,0.9555017,1.1320531,0.44850838,1.072881,0.69241714,1.0275828,1.0074079,1.4292147,0.8316077,1.1234195,0.89329183,0.8899804,0.7299712,1.1075027,1.2425041,1.3825934,1.2986133,1.3522925,1.2638906,1.3226902,0.97938377,0.7660039,0.54068637,0.8470742,0.96504676,1.4241207,1.4347847,0.9762198,1.2695264,0.7738058,1.1693271,1.1081005,1.4815818,0.8008941,1.1026899,1.331835,1.1690589,0.78027177,1.2834237,1.1818882,0.8218487,1.2871917,1.2082616,0.6896515,0.86670995,0.75172144,0.5947933,0.9010455,1.2480175,1.2004005,0.7247977,0.65223706,0.0,1.462723,0.7602813,1.3903868,1.1820303,1.3459636,1.1586809,1.096481,1.0370383,0.85324335,0.6046968,0.59173787,1.2182896,1.421878,1.443834,0.9862083,1.2456272,1.0790532,0.5946107,1.1905593,1.1206656,1.2247775,1.3426831,0.77670324
slipper,1.5103908,0.78225386,0.3659413,1.3520942,1.5704746,0.50988793,0.64564663,1.0452147,0.61253226,1.4830003,1.2317079,1.5236479,0.28582418,1.5426315,1.6195354,0.59871835,1.4357779,1.2780713,1.0203041,0.3951037,0.8696861,1.3183513,0.7250759,0.46423686,1.0902344,0.79706943,0.37073493,0.7242119,0.76679873,1.1007342,1.1490836,0.52554286,1.4138507,1.3380878,0.97335047,1.1867172,0.82465684,0.6790726,1.4626002,1.0504572,0.1646682,1.5332229,0.557915,1.1301088,1.3575773,1.2179339,1.0554655,1.0305232,1.2896262,0.93210375,0.655483,1.3510659,1.3671384,0.6105002,0.3910023,0.9145326,0.8948591,0.8304148,0.97096986,1.4732835,0.5551826,0.72402096,1.1619132,0.9097056,1.3274693,1.1435091,1.3570046,0.279055,1.0738522,0.8920797,1.4978896,1.0692872,1.4430566,1.0542976,1.1020331,0.27785397,1.3375651,1.0387629,1.3041607,1.3863881,1.267555,0.9978625,1.0565232,0.24313438,0.5881329,0.7587609,0.55308664,0.53016,1.1369894,1.2125634,1.5241146,1.3039765,0.96598285,0.23625183,0.4481523,1.0660385,0.8649285,1.1033311,0.67625153,1.0199523,0.5487282,1.3067129,0.88501155,0.6452787,0.8472527,1.3228756,0.43335706,0.94074285,1.1691078,0.57033706,1.0750408,1.4222265,1.4753704,1.4431138,1.5388639,0.99012595,0.59259605,0.7890247,1.3052254,1.4293915,1.462723,0.0,1.3145413,0.29720002,0.7304089,0.550167,1.0191184,1.1684418,1.1254478,1.2075466,1.5631437,1.5024669,0.5030107,0.46530604,0.40218878,1.1499457,0.4760449,0.5514592,1.5295603,0.9210856,0.96514356,0.7259307,0.40766585,1.3326988
snow,0.73994076,1.2699245,1.3286884,0.9410804,0.7436491,1.2190464,1.3059022,1.2043818,1.2539297,0.47429895,0.81237304,0.58812475,1.2228576,0.5217172,0.8984957,1.2140079,0.7908079,0.9388025,1.1229266,1.1820008,1.1370918,0.9456142,1.1618053,1.1240003,1.1993234,1.2332351,1.234117,1.1346041,1.2338555,0.5852974,0.9081426,1.2063209,0.75332934,0.76242536,1.0061034,0.7627752,1.2262809,1.1367927,0.6835011,1.1147726,1.272505,0.734602,1.2511947,0.9648863,0.76315403,1.0924041,0.7874029,1.0505694,0.98344725,1.0669844,1.2111607,0.7317139,0.8269174,1.2252891,1.1987411,1.0947975,1.1121315,1.1648037,1.2234086,0.77948767,1.1888958,1.3459878,0.5878001,1.2626215,0.8140039,1.0904232,0.93387616,1.3381212,0.784014,0.8987849,0.7759477,1.0257795,0.7670609,0.887269,0.7669245,1.2177385,0.84822845,1.1770923,1.0119928,1.0778024,0.8056756,1.1576506,1.1071914,1.2655127,1.2191191,1.1890931,1.0971488,1.3543607,1.0476589,0.81720436,0.7878686,0.79109025,1.0110024,1.2743101,1.2181504,1.2021722,1.2134964,0.8432231,1.1998758,0.97588307,1.0474595,0.92289495,1.17532,1.2998422,1.2287434,1.0057853,1.335174,1.0154454,0.64431715,1.1401443,1.1515218,0.87939024,0.9746269,0.7131254,0.7481052,1.1343763,1.1752932,0.98860246,0.5800117,0.63262427,0.7602813,1.3145413,0.0,1.3565601,1.2509316,1.0274125,1.0106164,0.96441555,1.0465816,0.9446721,0.68090206,0.50295204,1.322424,1.2760264,1.1998134,0.90418917,1.2972745,1.345162,0.805213,0.9986934,1.0774266,1.0085227,1.307404,0.59922326
soap,1.5459425,0.81277215,0.17227697,1.1740365,1.5123742,0.32680428,0.53286386,0.8412223,0.68595475,1.4403327,1.1935114,1.498065,0.4245082,1.5942798,1.4890711,0.6430707,1.4444469,1.2650852,0.90709674,0.25929552,0.73001856,1.2514057,0.7101548,0.5110117,0.9778053,0.822101,0.50013965,0.78187513,0.8130571,1.2311575,1.2880948,0.47381282,1.4150654,1.3503238,0.93453115,1.265985,0.7291254,0.5861643,1.4918951,0.95058125,0.23714745,1.5191422,0.44095695,1.1746783,1.4302968,1.1384183,1.0976814,1.042221,1.1976981,1.0446657,0.5178181,1.3598198,1.2592604,0.7728082,0.54375905,0.9649898,1.0809338,0.95495206,0.96036446,1.4468311,0.6773733,0.9755999,1.1976957,0.8223152,1.2951409,1.0525386,1.3977599,0.4871052,1.0985006,1.0104344,1.4241431,0.94514793,1.5411931,1.2343155,1.2113578,0.24014378,1.2518513,0.76777196,1.1907824,1.4533191,1.2610993,1.0265648,0.93722826,0.27072752,0.71970797,0.9821314,0.66438425,0.30056244,1.1943489,1.2239832,1.5037748,1.4216723,1.0186825,0.35019517,0.6311586,1.1235719,0.7201462,1.1611722,0.9352392,1.0290847,0.67206186,1.0644778,0.86384684,0.63071465,0.61833394,1.4698851,0.60285103,0.92871845,1.2401832,0.7459359,0.9724539,1.1873709,1.4555125,1.5392839,1.5056672,1.2841597,0.8293755,0.9776505,1.3314025,1.3497137,1.3903868,0.29720002,1.3565601,0.0,0.8771792,0.6069007,1.0486337,1.2052608,1.0534948,1.3343093,1.5401499,1.4503549,0.38681108,0.6360129,0.581951,1.2088282,0.7372452,0.39014834,1.3067043,0.8556805,1.0455353,0.8679817,0.59992135,1.2759113
sock,1.2362776,0.54763544,0.87909496,1.1232604,1.1575963,0.85068214,0.68891215,0.7684846,0.79956126,1.3938975,1.0356957,1.2456697,0.8182434,1.1905603,1.1695888,0.94046074,1.0779217,1.1531687,1.0831554,0.8726563,0.99171126,1.1669396,0.8728579,0.90221703,0.84504795,0.8934565,0.7231711,0.92386055,0.87157583,1.1783966,0.9430988,1.0240456,1.2680874,1.2038686,1.0714363,1.1931896,0.9774744,0.8126987,1.1349788,1.1476307,0.80048573,1.2762713,0.8846198,1.0050255,1.1169538,0.97516954,1.0557228,1.0580199,1.0313574,0.99462026,0.80868006,1.0939839,1.3566488,0.71964264,0.7450544,0.9903146,0.74399126,0.80436474,1.04992,1.1808316,1.0073167,0.23875666,1.1565528,0.88912994,1.2624571,0.8973644,0.95990616,0.627668,0.9419202,0.934907,1.1935892,0.9003269,0.9848316,1.0068662,1.0265386,0.9185066,1.1258943,0.94623214,1.1783736,0.8680471,1.2515256,1.0229155,1.0894374,0.85471696,0.74950135,0.8443935,1.037027,0.8653451,1.1528463,1.1499368,1.090472,1.0928597,1.1245654,0.80475104,0.72755283,1.0695426,0.8214501,0.9764051,0.63987577,1.1458488,0.9952723,1.2773932,0.8019697,0.7304304,0.8952624,1.0832843,0.8633419,0.91499937,1.0981046,0.997514,0.9536413,1.2892324,1.0613282,1.2050997,1.1804442,0.9177929,0.8379068,0.8150573,1.2554911,1.3377798,1.1820303,0.7304089,1.2509316,0.8771792,0.0,0.8754539,0.8899143,1.032435,1.1694376,1.0584615,1.196208,1.2576836,0.78849435,0.7006056,0.8952639,0.99776095,0.6233149,0.8570001,1.3561329,1.0121543,0.86731136,0.9630066,0.85347456,1.2090704
