,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.6103009,1.135777,1.1621177,0.95942384,0.72487575,1.126484,1.1309309,1.138067,1.254452,0.8723187,0.0,0.70601225,1.2127358,0.8172742,0.6901977,1.2079482,0.69282293,0.9198065,1.240541,1.1412345,1.2099351,1.169448,0.96676445,1.1278245,1.1756032,1.1006448,1.202713,1.1734325,1.1070933,0.3905627,1.0368817,1.1063242,1.0148534,0.7827051,1.0498526,0.9081679,1.1528643,1.0305843,0.7973776,1.0719874,1.2002814,0.8308995,1.3410993,1.0297225,0.64138126,0.9527235,1.0895995,1.1518188,0.83646715,0.95749056,1.1759542,0.5027678,0.87615246,1.1594741,1.0706403,1.0658984,1.1877961,1.2231257,0.9795668,1.0264721,1.0009114,1.0946664,0.49308354,1.1138511,0.90595436,1.0960597,1.0771979,1.1822855,0.7658699,0.9525903,0.7594703,1.2088145,0.77946967,1.1171465,1.1880411,1.1909304,0.7044304,1.0930294,1.0886837,0.86503303,0.9143553,1.0601478,1.0323548,1.0940418,1.2853808,1.0854156,0.9158933,1.189873,1.0109742,0.49764764,0.8239511,0.9376582,1.2139101,1.2006891,1.2860528,0.9697598,1.259064,0.84487027,1.0886095,1.1378263,1.1630495,1.0907947,1.1119735,1.1222376,1.0662297,1.0566534,1.3392651,1.1907037,0.53976226,1.1345174,1.2111081,0.994017,0.7435148,0.9568677,0.72781044,1.0473965,1.1268088,1.1924193,0.7709898,1.0097411,0.7433187,1.2317079,0.81237304,1.1935114,1.0356957,1.0743402,1.2210376,1.052012,0.94895726,1.160267,0.8282278,0.9144288,1.1981956,1.147137,1.1709483,1.0827482,1.1160973,1.1835366,1.0332997,0.95340264,1.1184063,1.1923575,1.1883335,0.7523621
bed,0.40022266,1.2564117,1.511143,0.8133721,0.49774623,1.414329,1.4253373,1.2128775,1.21566,0.48499995,0.70601225,0.0,1.4295459,0.3305555,0.5087414,1.3528924,0.2124592,0.58195305,0.96031576,1.4020547,1.2458731,0.77909267,1.2488276,1.2973837,1.1706746,1.2468855,1.452806,1.1893859,1.2629616,0.72447854,0.72757107,1.344588,0.4926864,0.7292687,1.205898,0.8009817,1.3328401,1.2812505,0.23360229,1.1514269,1.524734,0.26011443,1.4367113,0.958148,0.59225106,0.8470771,0.92220265,1.0363971,0.84693855,1.1311378,1.3423386,0.41445088,0.7776226,1.3625939,1.4162414,1.1818764,1.2185352,1.278358,1.1636679,0.8359724,1.341399,1.251051,0.68844974,1.2351855,0.8684449,1.067337,0.85557675,1.4764769,0.94750917,1.1286858,0.39589417,1.1248603,0.554423,1.0149806,0.8653463,1.4827859,0.68646467,1.2474341,0.92039007,0.82696474,0.7730623,1.1373017,1.2631282,1.4432079,1.2913015,1.3407385,1.263587,1.4750621,0.89258236,0.6976297,0.41132492,0.7433099,1.0142307,1.4983686,1.4605143,1.066686,1.3065759,0.5536531,1.0245656,1.0861368,1.4107088,0.90209615,1.197041,1.3733313,1.2615578,0.780119,1.3574018,1.1311951,0.6915293,1.2851367,1.1708723,0.81225175,0.7326246,0.70012957,0.49513417,0.96754014,1.2482188,1.1854326,0.6075246,0.69033784,0.34138048,1.5236479,0.58812475,1.498065,1.2456697,1.3116887,1.1826328,1.1318817,1.0892324,0.7923882,0.4440822,0.4200244,1.4096115,1.4241271,1.4198334,1.0292485,1.1922647,1.3464516,0.67752516,1.1461058,1.0731974,1.2527454,1.4087348,0.64612067
belt,1.5372221,0.8413813,0.51436496,1.3124824,1.4701087,0.5016971,0.68548495,1.140357,0.6168139,1.4207441,1.2127358,1.4295459,0.0,1.4169255,1.5582719,0.7831422,1.3580179,1.1978576,0.82977724,0.30959237,0.86451286,1.1986051,0.9626539,0.36789274,0.9985509,0.8249314,0.2989744,0.6261414,1.0757495,1.088433,1.0150585,0.56242645,1.2799816,1.2903657,0.8894561,1.0433388,1.0163893,0.7821783,1.3941839,1.2656045,0.20515221,1.4621353,0.5544287,1.1328781,1.4183528,1.140167,0.94036543,0.79485893,1.1914759,1.2040119,0.757568,1.3368721,1.3755708,0.8567496,0.46613926,0.9582604,1.1157241,0.8426803,1.1403457,1.3932003,0.7284049,0.89708334,1.165036,1.0163873,1.3873308,1.1284477,1.3762157,0.42717552,0.94242716,0.79553163,1.4448394,0.9054426,1.415451,0.9095907,1.0568976,0.3195302,1.3222696,0.95111626,1.2382032,1.5158249,1.236838,1.0806975,1.1658778,0.4364745,0.61744916,0.8141989,0.7922122,0.7537947,1.0016946,1.2911124,1.4980946,1.3810863,0.94743496,0.18710649,0.41364753,1.0619197,1.0089455,1.1128694,0.6418874,1.1247623,0.673825,1.2799127,0.8015733,0.912653,0.8518102,1.2414752,0.5060396,0.7331037,1.0995032,0.8825113,1.1297721,1.3579167,1.480391,1.3427871,1.4723744,1.1728481,0.6114868,0.72459227,1.2019644,1.3639761,1.395895,0.28582418,1.2228576,0.4245082,0.8182434,0.5680598,0.90698516,1.0633031,1.1056284,1.2796247,1.5175261,1.3474319,0.6112721,0.7719406,0.64098513,1.1046346,0.5740806,0.6138508,1.4828539,0.7725413,0.8591294,0.6482142,0.28409433,1.1333858
bench,0.4672312,1.2909174,1.6228057,0.89282274,0.47061408,1.4990276,1.4398793,1.1824949,1.311324,0.35884416,0.8172742,0.3305555,1.4169255,0.0,0.6365247,1.4083853,0.39138007,0.7850805,0.9062741,1.4490057,1.2015386,0.7383021,1.3099183,1.3606937,1.1727837,1.3308544,1.383292,1.2045562,1.1558573,0.746462,0.44327462,1.4896579,0.66195685,0.6797407,1.1585784,0.7538363,1.3307838,1.3484733,0.18683195,1.0531358,1.5717735,0.49583954,1.4710574,0.8421837,0.6044,1.0788155,0.8656504,0.91360444,0.92484903,1.0465279,1.4340413,0.60853887,0.8624908,1.3525217,1.4364898,1.1879165,1.0849942,1.1552356,1.2707267,0.5870431,1.3741711,1.1746438,0.76491845,1.2542148,0.83109957,1.1068424,0.8018098,1.4435556,0.9597048,1.0147613,0.5100404,1.1313401,0.3971362,0.7281345,0.6987747,1.529897,0.72818846,1.2712672,0.93566465,0.70003974,0.86157095,1.1430866,1.1350609,1.5523098,1.1526613,1.1840112,1.2969897,1.5120795,0.8228407,0.7340578,0.54250896,0.53004515,0.85184973,1.4948001,1.341579,1.0688467,1.239908,0.7697954,0.9026718,1.0219518,1.3133531,0.8784904,1.2064631,1.4139802,1.3884465,0.63405037,1.2208557,1.0097418,0.769709,1.2257919,1.1403311,0.86038136,0.669937,0.5256837,0.48709613,0.83736384,1.1524487,1.0294553,0.59569854,0.5200897,0.54832,1.5426315,0.5217172,1.5942798,1.1905603,1.3333167,1.0288655,1.0638645,1.0684185,0.75667787,0.45028257,0.21766472,1.51183,1.4436976,1.3952992,0.876834,1.1737579,1.5468359,0.70070493,1.18538,1.0487994,1.0669729,1.3937024,0.7014075
bib,0.47310746,1.0917566,1.4338275,0.6371836,0.48193538,1.3500134,1.301718,1.0268387,1.3317086,0.6840177,0.6901977,0.5087414,1.5582719,0.6365247,0.0,1.2862694,0.5597753,0.61372244,0.8519522,1.4764869,1.1840391,0.7727506,1.220746,1.4507737,1.0277208,1.1557276,1.5902141,1.3400358,1.1192825,0.90223646,1.0935203,1.3016063,0.77635896,0.7154115,1.1018854,0.95036453,1.2106763,1.3307893,0.64051294,1.028759,1.6079272,0.52988076,1.346307,0.94650877,0.6496716,0.61899996,1.259788,1.182333,0.46810323,0.94785047,1.223849,0.665698,0.6870096,1.229456,1.4326617,1.257104,1.0955737,1.1714754,0.83989954,0.70459694,1.2569801,1.049744,0.8455711,0.8863698,0.79570514,1.0137086,0.6807315,1.4448653,1.0519205,1.1859769,0.3369257,1.116472,0.5383925,1.0912908,1.2193035,1.5917454,0.67597306,1.0476942,0.9001372,0.5129662,0.7758429,0.94362897,1.0676805,1.4321892,1.3606106,1.1358293,1.2705688,1.3301476,1.0394454,0.77973604,0.34552264,0.7756578,0.9377149,1.5827969,1.460752,0.8523056,1.1664042,0.8339808,1.2639992,0.99464077,1.5097871,0.83408284,1.0881335,1.1455855,1.1537132,0.7181083,1.4473168,1.3559207,0.9191017,1.2805916,1.0638418,0.74475205,0.5378531,0.72843975,0.38315487,0.811752,1.2951672,1.3769505,0.9072286,0.7773041,0.4392717,1.6195354,0.8984957,1.4890711,1.1695888,1.3937361,1.1755968,1.0567727,0.9097623,0.88530177,0.46591008,0.70948416,1.3453557,1.2959204,1.3479512,0.9147227,1.3564353,1.2145143,0.6264619,1.2000257,1.1456984,1.4238194,1.4156597,0.89460933
bird,1.1513437,0.8774777,0.60235864,1.0638115,1.3485653,0.69098365,0.71132493,1.0796975,0.7790263,1.32961,1.2079482,1.3528924,0.7831422,1.4083853,1.2862694,0.0,1.3873336,1.0942867,0.96404517,0.70504695,0.95191324,1.0886334,0.9406853,0.733952,0.9637648,0.5887338,0.7467021,0.7934569,1.0324599,1.1517812,1.1828121,0.58992136,1.1546216,1.2001413,1.0157801,1.1893872,0.85821277,0.8318863,1.362635,0.91566706,0.62381595,1.2270329,0.67648643,1.1164861,1.1306908,0.9062628,1.0204124,1.0563617,1.0878952,1.137669,0.725687,1.2668257,1.1258204,1.0131346,0.6806785,0.8110524,1.0319376,1.0082996,0.578521,1.3053544,0.87273115,0.9405069,1.1408912,0.9208851,1.178798,1.0760415,1.3408873,0.58372873,0.92272353,0.95520926,1.2796943,1.0011605,1.3597672,1.0954825,0.96624047,0.5520358,1.2562447,0.9290283,1.0928532,1.1901692,0.9593205,1.1651905,0.99576145,0.7214641,0.9710443,1.1140339,0.95891446,0.6914469,1.0828077,1.1360656,1.256843,1.1394403,1.0203629,0.6550846,0.88637376,0.90940785,1.0032786,1.1898345,1.0992024,0.98028845,0.7226387,1.1481953,0.80424905,0.8745015,0.7571256,1.149774,0.78092194,0.96276635,1.2097788,0.48469788,1.0497999,1.1661681,1.3077946,1.1804321,1.3444753,0.9455051,0.9878479,0.85935533,1.2356619,1.3174073,1.2461796,0.59871835,1.2140079,0.6430707,0.94046074,0.8198554,0.9680256,0.85182536,1.0217954,0.88976717,1.3324034,1.3576105,0.61181706,0.9061868,0.98065466,1.126264,0.873868,0.5035148,1.2392037,0.9846557,1.0432435,0.7626703,0.85573065,1.2270082
blanket,0.36676097,1.1302668,1.4758095,0.97937524,0.47280097,1.414329,1.3913174,1.1178039,1.284452,0.69291115,0.69282293,0.2124592,1.3580179,0.39138007,0.5597753,1.3873336,0.0,0.6743297,1.0317094,1.3868792,1.2763908,0.9725426,1.0315474,1.3241819,1.2311918,1.2139807,1.407596,1.2141892,1.127998,0.7590351,0.7243617,1.399824,0.71570677,0.6207248,1.2180798,0.9285158,1.2458436,1.2326438,0.18418527,1.0609438,1.4936075,0.61311585,1.4882569,0.98249644,0.5798384,0.9456212,1.0765437,1.1584921,0.8981853,1.0483946,1.3604361,0.33480322,0.86477005,1.2349821,1.3278253,1.1370327,1.0722891,1.2181327,1.2196522,0.81890595,1.265605,1.0226732,0.7779846,1.2280811,0.89674896,0.9773725,0.804733,1.3607628,0.97436863,1.1358912,0.4081089,1.1934307,0.4288901,1.0806836,1.0700712,1.4835265,0.5455011,1.2357433,0.98487926,0.64003396,0.92018837,1.0991126,1.1410499,1.399777,1.1039635,1.088071,1.1922549,1.4059467,0.92179406,0.6592787,0.445606,0.68238026,1.0543706,1.4505935,1.3647628,1.0284971,1.2161543,0.45594501,0.7749499,1.0061268,1.4002802,0.99612296,1.16176,1.2498736,1.2363038,0.6983243,1.3020438,1.2153587,0.71345586,1.2734854,1.0502695,0.9057453,0.5282988,0.84940946,0.47812158,0.882171,1.1210406,1.2341251,0.74511254,0.82407004,0.5557459,1.4357779,0.7908079,1.4444469,1.0779217,1.2835253,1.2388806,1.2270141,1.0755919,0.8830536,0.43419468,0.58381194,1.4391674,1.2910275,1.3279667,1.1171201,0.9427415,1.4503266,0.81264365,1.138349,1.019648,1.322267,1.3301446,0.7898663
boat,0.66472983,1.1076205,1.2569506,0.80000585,0.82931817,1.2124082,1.1729434,1.1912405,1.0910407,0.8114538,0.9198065,0.58195305,1.1978576,0.7850805,0.61372244,1.0942867,0.6743297,0.0,0.8119429,1.2529213,1.1203659,0.7541569,1.2058835,1.1977475,1.0367974,1.061868,1.2684546,0.94205135,1.1994944,0.99473304,0.964003,1.0899655,0.8145288,0.8739425,1.0974799,0.95802313,1.1843845,1.1743363,0.7205272,1.023386,1.2649859,0.6154908,1.2211405,0.92438954,0.83880967,0.6830158,1.0969113,0.9747281,0.8126455,1.1391644,1.2371309,0.80644405,0.8782355,1.2605517,1.1533359,1.148066,1.1626114,1.1556857,0.7758046,0.9577219,1.1636372,1.1774063,0.93671757,0.99650127,0.95903003,1.0919315,1.0252699,1.2476093,1.0345721,1.1342655,0.6461164,1.0846727,0.84834206,1.0791476,1.0888636,1.3122692,0.9062503,1.1463165,0.9811633,0.90858424,0.6897887,1.0867956,1.1304574,1.2722805,1.189332,1.2064489,1.2023679,1.2639529,0.9683718,0.9058146,0.66060793,0.94929534,0.89545125,1.2533829,1.2807299,0.8214679,1.232413,0.9142827,1.0577106,0.9210452,1.2743974,0.92091054,1.0722053,1.2583209,1.1608183,0.8728767,1.1207464,1.1687284,0.901472,1.0915056,1.1295123,0.80603343,0.92603946,0.9408173,0.7800437,0.90057975,1.1546586,1.2004089,0.9601502,0.891321,0.27202624,1.2780713,0.9388025,1.2650852,1.1531687,1.2384627,1.1999819,1.0466833,1.0484618,0.86721635,0.7809075,0.8287791,1.1719104,1.2917535,1.3085953,1.056582,1.1402522,1.0155731,0.7851387,1.0471885,0.8833156,1.1805258,1.2072983,0.84646714
book,1.0946369,1.1165289,0.9541641,0.74703014,1.0740438,0.9037582,0.9788582,1.1288927,0.69526553,1.0449618,1.240541,0.96031576,0.82977724,0.9062741,0.8519522,0.96404517,1.0317094,0.8119429,0.0,0.81191444,0.96543103,0.4478808,1.2443308,1.0122312,0.8240005,0.87633556,0.9897908,0.8146624,1.20555,1.3418627,1.0176048,0.872298,0.99991953,1.1366322,1.0506468,0.943239,1.1508844,1.0502856,1.008913,1.0621289,0.8949948,0.8560163,0.7860943,1.0431828,1.2024422,0.8455672,1.119189,0.8466975,0.92391676,1.2189869,1.0035121,1.1843301,1.0781736,1.1761026,1.0185442,1.0129063,1.1605183,0.9509962,0.86889184,0.78374124,1.1247903,1.1294127,1.19388,0.64964193,1.1445615,1.0623294,1.0323384,1.0356652,1.1245705,1.0875019,0.86235654,0.87278247,1.1659828,0.92818654,1.0558838,0.95714456,1.0698186,0.8843624,0.9621739,1.1144489,0.93713295,1.0983741,1.1772912,1.0327668,1.0445133,1.1793442,1.1934872,1.0529565,0.9402996,1.1470275,1.0380127,1.2459254,0.49650532,0.83499575,0.8409956,1.048786,1.1039526,1.170734,1.0712119,0.76358473,1.1491947,0.9529903,0.88141453,1.2160691,0.968453,0.80167484,0.79383296,0.86262894,1.1076374,1.1378375,1.0733111,0.9688024,1.0751644,0.9396932,1.0384557,1.0011616,1.1453873,1.0181686,1.250028,1.0629189,0.9106168,1.0203041,1.1229266,0.90709674,1.0831554,1.0441678,0.9876184,1.094889,1.0257442,0.8800211,1.0699648,0.91801816,0.83857346,1.2246844,1.1461766,0.94471765,1.0770193,0.66222787,0.90646815,0.95531106,0.914099,1.0124729,0.9395758,1.0397143
bottle,1.5083416,0.98365355,0.33205342,1.1805325,1.4482391,0.369933,0.6826756,1.123095,0.5374085,1.4296653,1.1412345,1.4020547,0.30959237,1.4490057,1.4764869,0.70504695,1.3868792,1.2529213,0.81191444,0.0,0.8713425,1.1654621,0.966806,0.36155438,0.9087601,0.8491015,0.35238016,0.74082863,1.0259415,1.1690216,1.1191472,0.47791266,1.2489746,1.2316926,0.93220234,1.1670454,1.0651429,0.7534661,1.3837149,1.2675319,0.23925996,1.3786743,0.35217428,1.2465526,1.3924658,1.0331278,0.9399589,1.0741823,1.0910693,1.14713,0.71777934,1.3168435,1.2433869,0.86333734,0.6147039,0.86227894,1.1389477,1.0448613,1.1088626,1.3275056,0.69888914,1.0032938,1.211536,0.9956951,1.2491283,1.0701997,1.3867677,0.44571257,0.90995467,0.9081293,1.3880886,0.7888273,1.4624479,1.140218,0.97412825,0.14046615,1.2499824,1.0047644,1.1271558,1.4965749,1.1564091,1.107754,1.167916,0.2997421,0.8789649,0.96340644,0.7270047,0.65763396,1.129627,1.209011,1.4253306,1.3639579,1.0528433,0.2706673,0.5792575,1.1595656,0.96134204,1.1393981,0.9832585,1.1050876,0.6345576,1.2231109,0.75175184,0.85216314,0.7949791,1.3267169,0.6531323,0.7281015,1.1486354,0.8474731,1.0917735,1.3292394,1.3650594,1.4218975,1.4428327,1.3206308,0.88219345,0.9172622,1.1843604,1.4151266,1.3546164,0.3951037,1.1820008,0.25929552,0.8726563,0.66322136,1.0599494,1.1469551,1.0761435,1.2183385,1.4422681,1.3198034,0.53624123,0.74605006,0.68091506,1.1991107,0.84211004,0.40259302,1.4105787,0.87283003,1.0485317,0.60393286,0.5491931,1.13063
bowl,1.2981206,0.97446704,0.72829485,1.0282569,1.249958,0.6084002,0.64140064,0.8628397,0.9175436,0.8243985,1.2099351,1.2458731,0.86451286,1.2015386,1.1840391,0.95191324,1.2763908,1.1203659,0.96543103,0.8713425,0.0,1.0169963,0.967535,0.91877365,0.6226719,0.8013214,1.0098851,0.9768982,0.9791944,1.2472333,1.1608906,0.8243426,1.2204838,1.305223,0.61743325,1.0774422,0.77026093,0.9480442,1.2607527,0.95557296,0.8562086,1.2125428,0.43849856,0.2887454,1.3992505,1.182624,1.1528522,0.86524385,1.1878936,1.1047449,0.63530827,1.1680475,1.1815969,1.1453091,0.9185048,1.1276236,1.2706954,0.8420404,1.0048628,1.1056776,1.0583676,1.0600684,1.1109983,0.74043876,1.2718803,1.0470538,1.2132763,1.0212578,1.1360343,1.048758,1.254081,0.7078185,1.3518041,0.99216944,1.2664227,0.88980865,1.1944352,0.59709287,0.9623971,1.2370027,1.1347828,0.99067724,0.9627082,0.82731855,0.82203144,1.1681454,1.0548952,0.6686883,1.0694513,1.1799538,1.360376,1.3148775,0.9174702,0.9041556,1.0131459,1.1741017,0.77694994,1.2400793,1.1293921,1.0281937,1.085749,0.44803345,1.0160136,1.0598058,0.82472324,1.1733117,0.84490806,1.0761902,1.1442928,1.1248947,0.9457307,0.75456035,1.2874868,1.0755755,1.3321755,1.1184344,1.0699483,0.8763744,1.1948192,0.555382,1.0786003,0.8696861,1.1370918,0.73001856,0.99171126,0.79622334,0.6721226,0.92095596,1.0633008,1.19312,1.3315,0.969959,0.4155388,1.131917,1.0114244,1.025011,0.92667025,0.79363674,0.65866536,1.0647029,1.0979804,1.0674994,0.9740299,1.1252646
box,0.8863027,1.129082,1.309469,0.5988097,0.94740033,1.2295938,1.1656342,1.1775621,0.67391527,0.7650702,1.169448,0.77909267,1.1986051,0.7383021,0.7727506,1.0886334,0.9725426,0.7541569,0.4478808,1.1654621,1.0169963,0.0,1.3575659,1.1657982,0.6745884,1.0379597,1.1261725,0.97340477,1.2253835,1.226451,0.8203963,1.0311731,0.66070944,1.0090238,1.0797894,0.85276043,1.1869473,1.1236289,0.87446296,0.98899204,1.2736465,0.42842782,0.99334526,0.9795213,1.0550649,0.84836626,0.8309457,0.66617644,0.9645527,1.2827666,1.1919826,1.0548205,1.0098294,1.3739908,1.2982739,0.9679228,1.2539537,1.0557692,0.8917709,0.84379995,1.3184749,1.2479628,1.0697283,0.81057215,1.0791152,1.0883003,1.0378271,1.3173918,1.1736354,1.0208648,0.7803402,0.8104261,1.0402062,0.87757725,0.752948,1.2279143,0.9237547,0.9839401,0.7198792,1.0244311,0.8318683,1.168687,1.1698691,1.387736,1.1139889,1.2613888,1.3689119,1.3091801,0.6855347,1.0322573,0.8809835,1.0420606,0.5148664,1.246356,1.1442121,1.054217,1.2475665,1.1225275,1.121389,0.83096844,1.2266078,0.8569422,1.0913754,1.3786622,1.126069,0.5974794,0.8708496,0.7011496,1.0666736,1.2153149,1.1242017,0.826676,0.95928794,0.740665,0.92897135,0.86125356,1.1747237,0.99054986,0.92271656,0.8080864,0.6902035,1.3183513,0.9456142,1.2514057,1.1669396,1.1898097,0.962378,0.97042215,0.9574329,0.74426717,0.90096927,0.70515656,1.077889,1.4254893,1.3315973,0.8846327,1.2213218,0.8803211,0.6815856,1.0775609,0.9275687,0.9899816,1.173111,0.9139053
bread,1.0183972,0.80220973,0.75146186,1.2038795,1.0589408,0.9586919,0.9450501,0.5684819,1.0760822,1.3165987,0.96676445,1.2488276,0.9626539,1.3099183,1.220746,0.9406853,1.0315474,1.2058835,1.2443308,0.966806,0.967535,1.3575659,0.0,1.0164571,1.2506565,1.0387372,1.006963,1.1410793,0.6533073,0.9771954,1.2708471,1.0125992,1.3882935,1.1172318,1.091089,1.2954997,0.32945055,0.45311964,1.1912011,0.42744148,0.86718124,1.4314003,1.0282966,1.0579038,0.9471255,1.1381494,1.2453431,1.2241362,1.1914698,0.83668196,0.8662651,0.8904107,1.1602457,0.6572883,0.8013326,0.9903547,0.71408707,0.9958148,0.97738385,1.1474645,0.8253588,0.7724169,1.00413,0.9927998,1.1292106,0.48079002,0.92039293,0.9130829,1.0816095,1.0592421,1.1703582,1.1825509,1.1588776,1.2564325,1.2167029,0.8863505,0.9765445,0.8767523,1.2535937,0.9340477,1.2916936,0.89469993,0.30837578,0.7855824,0.8055854,0.7672428,0.71265423,0.65718746,1.194263,0.9991338,1.197591,1.1448284,1.2089356,0.93550473,0.8686301,1.0033748,0.56084746,0.98097414,0.9180365,0.7076483,0.8670385,1.0048078,0.9614035,0.68773127,0.837397,1.1889284,0.9371611,1.2074425,0.96657383,0.7876997,0.43042153,1.0058765,1.0118598,1.3231244,1.2332271,1.025727,0.9571731,1.0723958,1.315478,1.2070328,1.3124847,0.7250759,1.1618053,0.7101548,0.8728579,0.6730399,1.1809452,1.2483271,1.04679,1.1923175,1.205374,1.3662751,0.91847634,0.65959966,0.68415046,1.1731917,0.8819566,1.0435488,1.0980434,1.0275072,1.1069684,1.1880007,0.92173934,1.2546408
broom,1.4085307,1.0183883,0.5951192,1.1886168,1.4108193,0.6121472,0.71212214,1.1559021,0.7040014,1.3645256,1.1278245,1.2973837,0.36789274,1.3606937,1.4507737,0.733952,1.3241819,1.1977475,1.0122312,0.36155438,0.91877365,1.1657982,1.0164571,0.0,0.98146623,0.93577284,0.24304175,0.84526396,1.096669,0.9956164,0.9635401,0.6357335,1.0958686,1.2097054,0.82079583,1.0601194,1.0759163,0.8255221,1.2968541,1.2923772,0.3477974,1.255782,0.56447124,1.1705269,1.3446245,1.1502521,0.68305814,0.94331473,1.1611269,1.1951816,0.8577167,1.298635,1.254525,0.9191089,0.56863225,1.0039037,1.1343894,1.0208713,1.1735507,1.3979867,0.73075736,1.0602987,1.0915846,1.1252699,1.2441937,1.1351274,1.3622494,0.5796735,0.9993178,0.5984515,1.3873982,0.92937165,1.3622009,1.0838113,0.84335667,0.30317676,1.2842773,1.0416962,1.1393989,1.5030756,1.2386379,1.1105874,1.1859094,0.5262216,0.71173024,0.8577541,0.8523479,0.7918484,0.9960778,1.2154763,1.3893274,1.266623,1.0101247,0.37739277,0.60413766,1.1015365,1.0060892,1.0439267,0.7601603,1.2735531,0.62637085,1.2358497,0.9399498,1.0023589,0.8985062,1.2710176,0.6835648,0.6793351,1.0491952,0.85187423,1.2007114,1.2921445,1.3670485,1.3489995,1.3853538,1.2926388,0.60492736,0.84555626,0.94955385,1.3531251,1.2583349,0.46423686,1.1240003,0.5110117,0.90221703,0.48237455,1.0255091,1.1111312,1.0598801,1.2514541,1.3896048,1.2982651,0.69229996,0.81581503,0.7740387,1.1788937,0.7106378,0.67849,1.3983808,0.8275393,1.0398549,0.43004084,0.5849513,0.97804564
bucket,1.2385045,0.8794215,1.0242658,0.84526277,1.2761266,0.8768526,0.7912619,1.0808233,0.6116457,0.91007465,1.1756032,1.1706746,0.9985509,1.1727837,1.0277208,0.9637648,1.2311918,1.0367974,0.8240005,0.9087601,0.6226719,0.6745884,1.2506565,0.98146623,0.0,0.8592707,0.86667943,0.8757154,1.2469857,1.3199807,0.8772929,0.948955,0.9601212,1.2175236,0.8176483,1.1946301,1.0463622,1.086538,1.1860734,1.1561763,1.0794808,0.87170553,0.55664647,0.88456285,1.2930012,0.8820213,0.8875437,0.8616979,0.992951,1.2868234,0.80567765,1.2436002,1.2018847,1.2894832,1.0834346,0.9473263,1.2873944,0.9302304,0.93920404,1.0899965,1.2297827,0.96143776,1.1645161,0.90680903,1.2336297,1.0225033,1.2373933,0.9541374,1.0112249,0.94152945,1.1839311,0.49416006,1.3051853,1.0376142,0.9693,0.9937757,1.1105602,0.8208325,0.29845583,1.1623656,0.99461925,1.1387165,1.0726615,1.1367943,0.88997066,1.2012911,1.3213228,1.0601687,0.93140775,1.2008355,1.1856837,1.284859,0.8974428,1.0342773,1.1024418,1.0284506,1.1378341,1.152324,0.99846584,1.0890458,1.1091881,0.7506261,0.85199887,1.1675556,0.9103889,0.89877784,0.7559483,0.7190659,1.1372683,1.2282057,1.0315304,0.8556613,1.1428246,1.0279378,1.2263209,1.0384003,1.0502645,0.8646238,1.0389942,0.8156208,0.94798493,1.0902344,1.1993234,0.9778053,0.84504795,0.96422315,0.73053914,0.8860296,0.9621562,0.91851115,1.2415472,0.962906,0.69214076,1.266372,1.2539393,1.0584023,0.9454711,0.7034919,0.7864704,0.99826723,0.91885,0.9231165,1.0552573,1.0707109
