,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
rooster,0.8667309,1.0853643,1.2289689,1.2148492,0.9350306,1.1185489,1.1973892,0.826543,0.9528321,0.93104875,1.0316432,0.91552836,1.2662909,0.83021533,0.81503236,0.74528503,0.8719606,1.0003773,1.3122703,1.3035861,1.0436938,1.1063948,1.2816834,1.1381823,1.1165197,0.7479296,1.4432006,0.77471304,1.221891,0.8826643,0.9262397,1.0063457,0.9644365,1.2120643,0.8171764,0.9845007,1.0484806,0.88482237,0.8165531,0.8591691,1.4245974,0.80812883,1.3996483,0.41796696,0.74226665,1.0586346,1.0132803,0.7748913,1.2524238,0.9560709,1.2385803,0.92470163,1.2150478,0.86117256,1.2811542,0.9448893,1.1278709,1.1020685,1.1845933,0.9796842,0.5787018,0.75939316,1.1999298,0.7892731,1.027401,1.0880969,0.79821277,1.0833532,0.9563923,1.1251029,0.6324281,0.8715496,0.8501344,1.082446,0.9101079,0.95542264,0.83876526,1.1051962,1.2202796,1.0898457,0.9066621,0.949163,0.5652526,0.6557133,1.1269803,1.0430366,1.392645,1.3504994,1.1787921,1.270549,1.0112668,0.73056906,0.9341547,0.8236084,0.9191556,1.0168853,1.4191618,1.4139372,1.0682137,0.6385741,1.1157559,0.9486987,0.991121,1.3760673,0.7465451,0.97862273,0.9215075,1.2724326,1.1741426,1.125458,1.076286,0.0,1.1111093,0.9693631,0.88077176,0.76189893,0.8458563,0.92843556,0.9474481,0.9955429,0.95885134,0.90110564,1.3871157,0.95311064,1.3014609,1.141636,0.936334,1.0122553,1.0440006,1.2196298,0.7040031,0.9259696,0.90040433,0.86207634,1.1129091,1.3158057,1.3915639,0.9084771,1.1918201,1.0318807,0.9414944,1.0112337,0.753276,0.9041569,0.8742326,1.400308,1.0620602,0.87115675
sauce,1.0093638,1.1054039,0.96730566,0.8916312,1.1276672,0.919443,0.94858885,0.9299753,0.7682698,0.9984236,0.9477341,1.0071763,1.199965,1.1087759,1.1247919,0.932133,1.074199,0.7649957,0.9293685,1.0139579,0.648111,0.601218,0.94925356,1.103224,0.7797773,0.9467409,1.115471,1.1084038,1.0693456,1.0886103,1.266761,0.9264771,1.0440102,1.1939504,0.95266986,0.9078843,0.91878736,1.1681418,1.0811725,0.95960563,1.0326362,0.96621275,1.0011132,1.0646715,0.9303534,1.1266662,1.0722485,1.1005814,1.1387632,1.1242502,1.0577815,1.1129712,1.1196954,1.0546162,1.1784594,0.92761064,1.0012779,0.90585774,1.2618214,0.8456848,0.8760416,0.8944504,1.1839765,1.1535807,0.99635667,0.7466419,1.1019392,0.98401517,1.1420343,1.1010457,0.9630676,1.0884336,1.0905248,0.91851103,1.2406473,0.9730567,1.1846032,1.0822824,1.105439,0.95322084,0.88281345,0.8241458,1.1470082,1.1314538,1.0227348,0.9497712,1.0780811,1.0336387,1.1116076,1.0456108,1.0723563,0.8768502,1.0592918,1.2229983,0.86168015,0.91677743,1.0642961,1.084266,0.94640815,0.96886766,1.1321046,0.9742334,0.90897906,0.65013087,0.99097234,0.84120405,1.0733157,0.98891866,0.95208186,1.1107085,0.87261224,1.1111093,0.0,1.1970599,0.9122815,1.1926378,1.0668552,1.324327,0.8160808,0.9923543,0.9393868,0.9809121,1.1098485,1.0143902,0.9147555,1.1629395,0.7106714,0.8278745,1.014995,0.98147875,1.1907222,0.97728103,0.96337795,0.8646836,0.8527651,1.2070054,0.998395,0.9642654,1.0992986,0.864002,0.4760837,0.97439057,1.140749,1.0798969,1.1771272,1.1179808,0.99503285,0.93444586
scarf,0.9241246,0.89810264,1.1965848,1.1904318,0.60116833,1.2291119,1.2554868,0.89630353,1.1243016,0.88701075,0.85683036,0.78610533,0.7051616,1.0402815,0.48505986,1.0641731,0.68173397,1.0967308,1.1918358,1.3131218,1.1850305,1.2242901,1.1541934,1.072314,1.303006,1.1608912,1.2388849,1.0212497,1.0901692,0.90712625,1.0553867,1.1743746,1.0795659,0.84385335,1.088661,0.98299026,1.0679142,0.91115534,0.8881225,1.0126055,1.194002,0.9930017,1.3241484,0.92189735,1.0854416,1.1730874,0.8977235,0.72976094,1.1430273,0.9913432,1.0450038,0.7488588,0.95537984,0.9148121,0.87842,0.94644636,1.2105048,1.3438824,0.8342911,1.174574,1.1813431,0.9968969,0.94827616,0.95160955,1.0030204,1.1609573,0.9467496,1.1637994,0.7072263,1.2096822,1.1591289,0.9151062,0.7256041,1.16993,0.4763149,1.1340792,1.0212641,1.3790247,0.81037676,1.0780886,0.9586479,1.1324686,0.72170377,0.9410056,0.87241334,1.0748917,1.1318098,1.2169261,0.8345146,1.1029243,0.92830604,0.981677,0.61096936,0.7363266,1.1182666,1.0912004,1.1995828,1.1682738,1.1035634,1.033224,1.1091251,0.89112884,1.268904,1.2060161,1.1582294,1.1287277,0.9725804,1.2838969,1.1206871,1.1539111,0.8964565,0.9693631,1.1970599,0.0,1.0058006,0.50927037,1.0082796,0.49532866,1.1494836,0.90909946,0.99374926,0.88275987,1.1611685,0.9839172,1.3277884,0.7508814,1.0744021,1.08627,1.0862035,1.1140544,0.8214084,0.81117284,1.0710062,1.0362633,1.1932172,0.9480275,1.1350192,0.8511531,1.0916944,1.2667477,1.0548002,0.9656027,1.003561,1.1196418,1.113604,1.1205518,1.0594257,1.0847118
scissors,0.8956558,1.1510735,1.127675,1.2596856,0.9359675,1.0705415,1.056946,0.6558973,0.7855572,0.978976,1.0530018,0.97046816,1.129858,0.92620456,1.0411745,0.8548645,1.0398022,0.71576095,0.92393196,1.1331251,0.8431493,0.84455866,1.224539,0.96005285,0.98489076,0.81575626,1.2655882,0.94231445,0.9743703,1.2076147,1.0463554,0.9306592,0.9722189,1.267684,0.99669915,0.55067515,1.162935,0.908784,1.0273077,1.0750042,1.0128211,0.94142437,1.18574,1.1326505,0.9543104,1.128467,0.9030707,1.1154709,1.1187238,1.0952848,1.2378678,1.0839518,1.2792896,1.1667656,1.2023551,0.92688334,1.0374417,1.0915126,1.2709713,0.41094285,0.7943536,0.7708497,1.144547,1.1016388,1.1059163,0.92179537,1.1655749,1.0906638,1.0281739,1.2274668,0.9546774,0.47184944,0.9845344,0.8669063,1.1500273,0.7037759,0.7037525,0.95114446,1.0740745,1.2409151,1.0692041,0.9665128,0.9252615,0.7376632,1.0870764,1.332242,1.2882059,1.1862023,1.1329442,1.1948415,1.0292648,0.9658192,0.96555895,1.1949322,0.92898715,1.1073074,0.9659083,0.9414314,0.8868986,0.9108268,1.1884614,1.1480131,0.9167298,0.9401883,1.0124431,1.117116,0.9305581,0.9897613,1.2638468,1.124055,0.9247132,0.88077176,0.9122815,1.0058006,0.0,1.087626,1.0228754,1.2743508,0.55634046,0.8623018,0.91258514,0.6537152,1.248059,1.1313899,1.1085856,1.2787575,0.9806402,0.539493,0.64687395,1.1898308,0.76859707,1.0251749,0.7012566,0.89434034,0.9074736,1.3386488,1.035638,0.44529402,1.1135763,0.87763345,0.7118689,0.94548905,0.7534834,1.0084558,0.49452502,1.2199411,1.1012766,1.0170672
shirt,0.8134461,0.94634956,1.4526124,1.3245994,0.37423658,1.4455526,1.5113528,1.0841293,0.99893403,0.72432274,1.0121596,0.48600417,1.1146345,0.70464575,0.12740666,1.1762757,0.47665995,1.0952609,1.442187,1.4622574,1.1297605,1.2564585,1.4317431,1.1511481,1.3006141,1.1703877,1.3940167,0.8266482,1.2869122,0.86064017,0.79000974,1.324407,0.86248004,1.0232369,0.74970275,0.97539634,1.2311997,0.8788901,0.5004041,0.9048971,1.5261526,0.6822722,1.4526184,0.6948707,1.0497109,1.0518292,0.9426374,0.4714083,1.3019388,0.7806934,1.3388807,0.75327635,1.1249199,0.7224512,1.0615591,0.78588945,1.4307896,1.4343641,0.97237843,1.2505594,1.2099744,0.7281313,1.1606773,0.7853782,1.0029484,1.2940494,0.5011304,1.2874705,0.59309113,1.3791895,1.1720116,0.8413116,0.448339,1.1251131,0.38249302,1.2535183,0.7195399,1.5040622,1.0355248,1.253849,1.0791457,1.0890906,0.4606384,0.76717573,0.9743875,1.1720018,1.3484094,1.4192295,1.1441327,1.4016917,0.7625965,0.9051561,0.3372463,0.3931809,1.1000986,1.2468168,1.527339,1.4814717,1.330806,0.888732,1.1325794,0.977305,1.3431718,1.4111826,1.2085788,1.2081041,0.97231716,1.3383446,1.2558608,1.0984832,0.8799561,0.76189893,1.1926378,0.50927037,1.087626,0.0,1.0230464,0.510041,1.1554704,0.68490034,0.8115052,0.6555996,1.4731786,0.77551234,1.4531796,0.8493353,1.004365,1.2704434,1.2076697,1.2924583,0.58804965,0.48073328,0.95719033,0.65686154,1.4793077,1.1312004,1.3187547,0.7353527,1.1193132,1.3298781,0.86556494,0.88679993,0.9579761,1.0467873,0.97969073,1.4550045,0.93429255,1.1500077
shoe,0.87859285,0.6030569,1.2648757,0.90343386,1.0192542,1.0062143,1.1379269,1.0566415,1.1009697,1.1232942,1.1055259,1.0127592,0.7183239,0.84686375,0.9660307,1.1690357,0.8294225,1.1634804,1.0459008,1.0850817,1.0941632,1.0976187,1.1491292,0.76162696,0.98241043,1.1432856,0.99529785,1.0873597,0.99592215,0.83948255,0.71095645,1.0058985,1.2326459,0.8289479,1.0545177,0.96535605,1.0026122,0.9657074,0.9409608,0.94928616,1.1300324,1.0224259,1.2127203,0.8286072,1.0008756,1.0207473,1.0468295,0.89949787,1.1206731,0.97907835,1.1836239,0.88328296,0.82243294,1.0253202,0.80432343,1.2307014,1.0399947,1.0128343,0.66303337,1.0165176,0.9960971,1.137357,0.88431585,0.54279184,1.0392622,0.9627911,1.0704668,1.2414571,0.81715876,0.8000002,1.1275414,0.9638691,0.81302726,1.0596238,0.7794523,0.67347825,0.9896398,1.0020158,0.7203921,0.9598541,1.115217,1.09161,0.6452685,1.0458854,1.0367194,0.95728654,1.189307,0.9529502,0.77933156,1.1632888,1.0624601,1.0812685,0.9766151,0.7424114,0.9985747,1.0570507,1.0653281,1.0064746,1.041567,1.1331117,0.7388578,0.95424044,1.0246702,1.2189633,1.1666417,0.98609954,0.54259175,0.9311372,0.8990058,0.9886011,1.216646,0.8458563,1.0668552,1.0082796,1.0228754,1.0230464,0.0,0.6922506,0.9037608,1.2000417,1.085377,1.2080053,0.8233304,1.0155368,1.0837886,0.6519005,1.125407,0.9736237,0.91933274,0.9953535,0.7888634,1.1151385,1.0499142,1.0454856,1.056301,0.8081613,1.0418916,0.90758353,0.7387075,1.1458933,1.1660762,1.0414189,1.061921,1.1828189,0.8292821,0.94432116,1.2478637,1.0962011
shorts,1.0022207,0.7662522,1.2235582,1.1379821,0.7019546,1.2518935,1.2259885,1.0930873,1.1874278,1.0253383,1.0825276,0.83001983,0.58180714,0.8414355,0.594445,1.2876244,0.7219156,1.2534316,1.1743312,1.2339711,1.3198355,1.2408205,1.139193,0.9465957,1.2087321,1.2579751,1.0833169,0.9782072,0.97321445,0.91032755,0.67973775,1.2383926,1.1335973,0.7296586,1.0483608,1.0929785,1.0387938,0.89740896,0.7727243,0.9795987,1.1342896,1.0106962,1.2479728,0.9038623,1.0968463,1.0779855,1.0333496,0.6069726,1.0225267,0.83836776,1.0326025,0.7225757,0.7481297,0.902248,0.704306,1.0999215,1.1340292,1.2272607,0.59284925,1.2967813,1.2525148,1.1408215,0.8138815,0.5856057,1.0337415,1.1467407,0.83885694,1.2012379,0.7405175,0.9366685,1.2463467,1.0651306,0.66424596,1.228784,0.2865942,1.0790501,1.0112022,1.284903,0.847474,1.0155597,1.149431,1.1939263,0.64678097,0.9436755,0.89952374,1.0404243,1.0883844,1.1717255,0.80296826,1.0727508,0.93108386,1.2143781,0.73666644,0.3055743,1.2420952,1.1307075,1.1615617,1.0819485,1.1132941,1.0900029,0.78808635,0.97988355,1.2284641,1.3776532,1.2380428,1.1178383,0.82953227,1.097853,0.9646011,1.0141242,1.1034083,0.92843556,1.324327,0.49532866,1.2743508,0.510041,0.6922506,0.0,1.2094831,1.0049379,1.1015394,1.0037751,0.9521686,0.9876947,1.2213525,0.5213844,1.222493,1.2910483,1.2112777,0.9781019,0.70272726,0.84053874,1.1537869,1.0181792,1.2601193,0.7047135,1.0893146,1.0388589,0.9622967,1.2976366,1.2203698,1.0689356,0.9559144,1.1389191,0.9958988,0.9451485,1.1174825,1.1629903
shovel,1.0117222,1.0821259,1.141483,1.0747635,1.1098008,1.1692033,1.1380082,0.5939119,0.5252315,0.84887505,1.1168755,1.1374757,1.0865352,0.8892025,1.0761093,0.92442703,1.1528296,0.9201065,0.8602874,1.0581731,0.6274404,0.7982396,1.0098584,0.7277333,0.84725326,0.93216485,1.1442015,1.1075785,0.7709011,1.2844656,1.0699617,0.94229984,1.027005,1.1544943,0.8185833,0.7782185,0.95463604,1.0478381,1.1421604,0.73138946,1.0764885,0.9817515,1.1203086,1.0740044,0.9913004,1.1006322,0.8870147,1.1435822,1.1099479,1.1109664,1.1149678,1.3033943,1.2501342,1.2393779,1.2591238,1.1014147,1.062798,1.0723913,1.2798097,0.5638531,0.84958404,0.95523757,1.2415583,1.1559565,1.2180048,0.77647686,1.178473,1.0797263,1.1272221,1.2136003,0.94745374,0.800057,1.1770722,0.69942594,1.234859,0.25572693,0.9146806,1.0883722,1.1252477,1.0150355,0.8609572,0.7746826,0.98450524,1.0366758,1.1070099,1.0760598,1.3301098,1.0394354,1.1397763,1.0870309,0.8630432,1.0062469,1.2002236,1.146861,0.77800965,0.90535706,1.0012252,0.9897297,0.7918829,0.8859259,1.1308949,0.9324132,0.91542804,0.813179,1.047363,0.9939392,0.8929002,0.8787862,1.2465128,0.9627807,1.0212716,0.9474481,0.8160808,1.1494836,0.55634046,1.1554704,0.9037608,1.2094831,0.0,1.0354306,0.7100438,1.0593275,1.2112728,1.0633423,0.9274741,1.183851,0.6515853,0.27609062,0.8878168,1.1871997,1.0342169,0.93782026,0.8741299,0.83732635,0.8335578,1.3409042,0.8849512,0.6571857,1.0546823,0.97543716,0.56672704,1.0888253,0.84163415,1.0452416,0.7796863,1.2439891,1.2312875,1.1242588
shower,0.6544228,1.1487911,1.3220978,1.3748133,0.5365954,1.3320332,1.3593063,1.1354014,0.8352672,0.41449213,0.80765295,0.420619,1.3764125,0.7267319,0.7023462,1.1472894,0.69976485,0.90758395,1.3683724,1.3268919,0.83343846,1.0370159,1.3945372,1.2309202,1.1393532,1.1908292,1.3423417,1.0892704,1.3278959,0.8402583,0.90265924,1.2502203,0.46177763,1.3449317,0.6912272,1.0000782,1.2483404,0.9530866,0.53056407,1.0181437,1.4087338,0.5428474,1.2503769,0.95788974,1.2063584,0.7657181,0.54839176,0.76464045,1.3227578,0.96010536,1.3746705,0.7462192,1.2897594,0.90410703,1.2928561,0.80864006,1.5305563,1.3716404,1.2572384,1.129502,1.299793,0.6087237,1.3231113,1.3249106,0.7724229,1.3111677,0.824136,1.2917337,1.0120655,1.4852692,1.2020366,0.642731,0.6032067,0.92088544,0.74207246,1.2576334,0.6077761,1.1894424,1.2505171,1.3168128,1.1728439,0.9206269,0.96627146,0.83093286,1.0644151,1.3663337,1.2505447,1.3772955,1.3950968,1.4341381,0.49846023,0.9728787,0.5232069,0.68103755,1.075384,1.228115,1.4057033,1.4407575,1.2205738,0.83247614,1.3618671,1.1927732,1.3015957,1.076707,1.1588649,1.2495136,1.1719095,1.1260153,1.345593,0.904284,0.600176,0.9955429,0.9923543,0.90909946,0.8623018,0.68490034,1.2000417,1.0049379,1.0354306,0.0,0.47995186,0.45893103,1.4649775,0.6302144,1.3125521,1.3747187,0.9059639,1.185767,0.8666218,1.3916621,0.78936756,0.50321746,0.8635694,0.55068386,1.2911035,1.3700389,1.3936429,0.84402376,1.2591366,1.2230947,0.6571486,0.54056007,0.851333,1.2077404,0.7769555,1.4552047,0.7880451,1.0900096
sink,0.81026334,1.1506567,1.4317052,1.2837207,0.7005595,1.3341498,1.4188216,1.0351398,0.65217334,0.085332036,0.9540899,0.62329596,1.3490963,0.63229614,0.7468502,1.1979567,0.7868606,0.9904563,1.361053,1.3842006,0.44511735,1.0444512,1.2759701,1.1527735,0.9388507,1.1867746,1.395624,1.0629331,1.3230622,0.9628515,0.93326443,1.2097478,0.59346867,1.3857051,0.49473935,0.92569315,1.0449578,1.0057657,0.6620544,0.6875298,1.4926376,0.65878034,1.2211907,0.9730836,1.2554672,0.8717443,0.5251336,0.80296445,1.3318448,0.9098797,1.3099619,1.0129335,1.2969574,0.9886408,1.3256261,1.0019145,1.4504285,1.4351761,1.2423146,0.960385,1.2877808,0.53880405,1.3626125,1.3282479,0.9081501,1.1565067,0.86281,1.3607266,0.9546549,1.5316557,1.1916435,0.66316754,0.7621998,0.75957155,0.8940036,1.0646871,0.74331367,1.2459325,1.1648077,1.0894396,1.0714235,0.82219124,0.8394665,0.9439005,1.0939981,1.1415393,1.351222,1.2424529,1.3582902,1.4249854,0.41807228,0.9643577,0.7190491,0.82896525,0.86805755,1.0076168,1.4263089,1.4427416,1.1688274,0.82635754,1.2644789,1.0093882,1.3624499,0.74563146,1.1920218,1.1568315,1.075012,0.99919736,1.2651275,0.9797479,0.7804261,0.95885134,0.9393868,0.99374926,0.91258514,0.8115052,1.085377,1.1015394,0.7100438,0.47995186,0.0,0.69107234,1.4973755,0.59820706,1.2732811,1.3062749,0.614546,0.83336186,0.81258917,1.426291,0.90309054,0.5492876,0.95762914,0.48087454,1.2059542,1.4175555,1.318127,0.70536214,1.161764,1.369868,0.50113696,0.8442522,0.91483796,1.2111877,0.92856723,1.5293503,0.8601133,1.1549671
slide,0.7334563,1.2011824,1.2618105,1.4119904,0.5988455,1.2775929,1.2913682,0.8791119,0.92234164,0.635535,0.90050244,0.45112312,1.3352189,0.7192681,0.6730252,1.1451175,0.71724904,0.82753044,1.2800297,1.3543806,0.9295225,1.0079631,1.3443178,1.3192366,1.1054893,1.1544312,1.3744521,0.7618922,1.2053049,0.9552836,0.84823376,1.26268,0.7736835,1.3653454,0.7149755,0.87704873,1.2294288,0.9015082,0.51435447,1.055288,1.3331243,0.5541783,1.2932341,0.9380524,1.0760243,1.1240317,0.89349777,0.74923456,1.2932023,0.9554703,1.2620485,0.7500281,1.2544136,0.86068165,1.2394383,0.6146479,1.3731108,1.3986957,1.2499769,1.1350961,1.2041701,0.57531303,1.2892843,1.1961647,0.8455775,1.2350019,0.8155449,1.2308588,0.9884619,1.405079,1.1353053,0.7447351,0.6733602,1.0758295,0.76760477,1.2342961,0.62611103,1.287974,1.2607951,1.2950969,1.1124622,1.0419903,0.8333578,0.5619698,1.0154991,1.4014248,1.2082713,1.3222244,1.3982363,1.2964079,0.7929657,0.9310425,0.5397046,0.74404013,1.1745449,1.1866874,1.3730205,1.39057,1.1575946,0.70389724,1.2815411,1.1819324,1.3059481,1.0641607,1.1244298,1.2010701,1.0825542,1.2310846,1.327585,1.1788392,0.6911113,0.90110564,0.9809121,0.88275987,0.6537152,0.6555996,1.2080053,1.0037751,1.0593275,0.45893103,0.69107234,0.0,1.4137397,0.7016622,1.3215972,1.351624,0.9924224,1.165376,1.0633185,1.3178606,0.56540376,0.6797291,0.9637928,0.5481287,1.2463213,1.3107114,1.3759546,0.7703472,1.2845308,0.9859323,0.64463085,0.6539817,0.78092843,1.0741758,0.827823,1.4134505,0.9162816,1.0186845
slipper,1.3459809,0.8692359,0.3893075,0.66356885,1.4336529,0.57062334,0.4597062,1.110468,1.3936667,1.4987133,1.09077,1.4570209,0.3842355,1.3618028,1.4903917,1.0281967,1.3756559,1.1738207,0.5880684,0.39058882,1.2715979,0.9907695,0.42698967,0.84912115,0.9098398,1.0796397,0.2405734,1.0844612,0.6213587,1.0124464,1.0313911,0.9079765,1.3797699,0.5768065,1.4219022,1.2463297,0.88401103,1.029018,1.4232066,1.2810693,0.1552229,1.5220771,0.33657146,1.3320581,1.0788696,1.0440805,1.3537848,1.3467569,0.48052084,1.11842,0.49055284,1.0665323,0.46569592,1.0728679,0.5664185,1.2748895,0.35219902,0.48190695,0.52233547,1.1010679,0.9885975,1.5433863,0.4472105,0.82584965,1.0374066,0.8712081,1.2503785,0.7377711,1.1576782,0.3003204,1.1219349,1.3905432,1.3505912,1.2408974,1.2085392,0.92762214,1.412775,0.48621815,0.7810403,0.79583627,1.0549703,1.2389393,1.3767421,1.3096128,0.92088264,0.8078102,0.20587963,0.37317097,0.52071023,0.41847795,1.3985288,1.2721243,1.4528565,1.2589748,1.2025325,0.9519849,0.19818664,0.18706596,0.7636173,1.3517771,0.5732075,1.0469859,0.6975382,0.69891405,1.072085,0.9483029,1.0063462,0.601841,0.54974467,1.0617951,1.2496837,1.3871157,1.1098485,1.1611685,1.248059,1.4731786,0.8233304,0.9521686,1.2112728,1.4649775,1.4973755,1.4137397,0.0,1.2739265,0.52347517,0.755358,1.3722422,1.105024,1.013673,0.54515934,1.3186724,1.483301,1.1950638,1.5094765,0.7090448,0.34738612,0.52554834,1.4162238,0.76192284,0.7570084,1.4928684,1.2497245,1.2406217,0.9994444,1.1512632,0.06934214,1.2002217,1.0757786
snow,0.7636956,1.1098269,1.3148191,1.0044608,0.816561,1.2946509,1.3366064,1.2523463,1.0064805,0.533236,0.73616105,0.53276,1.2522931,0.6896015,0.80963945,1.1222568,0.68703294,0.87672424,1.2959393,1.3235172,0.97396934,1.1757472,1.3073535,0.97289133,1.3201814,1.0115476,1.2704594,0.80699915,1.3118596,0.4811479,0.8808266,1.2608187,0.7122255,1.20727,0.6233954,1.0790007,1.2248602,0.87566125,0.6089703,0.9733245,1.2953439,0.66974485,1.2141726,0.8858782,1.2986723,0.89598054,0.8584817,0.8807458,1.0431062,1.03362,1.3173456,0.61804587,1.1887811,0.9133716,1.2824907,0.9261326,1.1911398,1.261025,1.1129956,1.0877693,1.1829908,0.5840137,1.299875,1.2035278,0.4874748,1.2406937,0.8687292,1.2562224,1.1060433,1.3550878,1.1747327,0.958623,0.688485,1.169924,0.6730511,1.1210911,0.7535662,1.1978836,1.0917649,1.2283136,1.1376982,1.0265449,0.97647893,0.8049596,1.1882213,1.1288323,1.172458,1.1025283,1.2170178,1.3595237,0.77266103,0.82623786,0.63879204,0.7178846,0.92806613,1.2082982,1.2415736,1.3136196,1.1734786,0.95427674,1.0754204,1.1764829,1.2564443,1.0209386,1.1642847,1.287209,1.1492839,1.0825757,1.1944879,1.0323219,0.6858181,0.95311064,1.0143902,0.9839172,1.1313899,0.77551234,1.0155368,0.9876947,1.0633423,0.6302144,0.59820706,0.7016622,1.2739265,0.0,1.2823812,1.1794312,0.8713573,1.2264857,1.1384327,1.3372797,0.8444712,0.7140757,1.1499933,0.6001007,1.3785393,1.3160075,1.3524611,0.99407554,1.133553,1.3950484,0.8497834,0.55644876,0.8951025,1.0070298,0.9781431,1.2969655,0.7673892,1.0904987
soap,1.3414571,1.0368253,0.39834738,0.7807153,1.5164552,0.40483344,0.3203646,0.83352846,0.997805,1.3544505,1.1734385,1.5199558,0.86687756,1.3550544,1.4622207,0.81006426,1.4871159,0.9542346,0.4286723,0.27759778,0.9661217,0.7024437,0.53535557,0.90361947,0.57057023,0.83706355,0.36593205,1.123752,0.70753944,1.323036,1.1867328,0.6915021,1.2019536,0.8049253,1.3082361,1.1731983,0.8828994,1.066631,1.485871,1.1271862,0.42250645,1.4057133,0.35152018,1.3446937,0.8464621,1.0018079,1.2356608,1.399199,0.67776316,1.169133,0.5421005,1.3090819,0.96553504,1.2770407,0.95685786,1.2089161,0.5669492,0.4734956,1.0998147,1.041546,0.7168649,1.3292868,0.8622999,0.8840984,1.1949975,0.55281043,1.3432467,0.618799,1.3774892,0.36361504,0.8952612,1.3468375,1.4129214,0.76337814,1.4559029,0.8259602,1.3901627,0.48388445,1.09586,0.86047834,0.7352058,0.9358142,1.4272575,1.2636335,1.090499,0.903636,0.57085276,0.5118289,0.93327117,0.47162116,1.2927524,1.1645371,1.5457135,1.4071985,0.9520677,0.8933239,0.49208856,0.5638222,0.6839154,1.2257938,0.8404639,1.0490091,0.6308658,0.65672404,0.7675255,0.7434576,0.9431084,0.73661655,0.8612217,0.8660232,1.3018053,1.3014609,0.9147555,1.3277884,1.1085856,1.4531796,1.0837886,1.2213525,0.9274741,1.3125521,1.2732811,1.3215972,0.52347517,1.2823812,0.0,0.99314976,1.1506882,0.8082727,1.0183476,0.6207714,1.3284383,1.3876661,1.0616099,1.3915018,0.3739143,0.8151665,0.6490256,1.3226562,0.7942642,0.47209764,1.2211233,1.3162707,1.1830671,0.8523853,1.1873282,0.52785945,1.2144945,0.91113186
sock,1.1296779,0.54237807,1.0338035,0.82196903,0.9776878,0.9245439,0.93768615,1.2078657,1.1909728,1.3331237,1.1961858,1.1448835,0.5130219,1.032134,0.8272821,1.1075957,0.838464,1.154555,0.8563909,0.8961987,1.2529353,1.0386914,1.1039495,0.7673863,0.9257456,1.1521529,0.8146792,1.0341202,0.9440073,0.9485502,0.82435226,0.94770753,1.2148135,0.5216523,1.2821599,1.0286058,1.1152298,1.0319005,1.1215242,1.1543138,0.8696881,1.1882359,0.97863686,0.9877247,0.9924035,0.9527824,1.1071161,0.8709817,0.844565,1.0473249,0.94421273,1.0005922,0.8100083,1.163508,0.60144496,1.1670835,0.85322124,0.87042725,0.6016358,1.0161638,1.1285683,1.3737195,0.78705645,0.4516514,1.1416221,1.0068233,1.107961,1.0300837,0.7774285,0.68957233,1.0647087,1.1806846,0.9413684,1.1205225,0.67128336,0.9461122,1.1940486,0.9554413,0.5983356,0.99530643,1.0611117,1.2004837,0.86748034,1.2185463,0.9668595,0.89360803,0.96251845,0.9053834,0.5697973,0.89377296,1.1554543,1.2335786,0.89896554,0.8430055,1.0276581,1.1444621,0.86879057,0.83478737,1.0436599,1.2326304,0.53073,0.97805375,0.9460511,1.1958491,1.0726826,0.95507073,0.62853926,0.9542347,0.7182125,0.90180343,1.2475374,1.141636,1.1629395,0.7508814,1.2787575,0.8493353,0.6519005,0.5213844,1.183851,1.3747187,1.3062749,1.351624,0.755358,1.1794312,0.99314976,0.0,1.2392944,1.1051002,1.0756625,0.65824664,1.0504706,1.1542943,1.1048577,1.2661921,1.0244216,0.6134783,0.76935685,1.0675222,0.5969084,1.0850201,1.3751274,1.216609,1.1940137,1.020845,1.112079,0.716604,1.0375396,1.0065407
