,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
lamp,1.2984717,1.0423677,0.49448085,0.73763055,1.4380133,0.44381046,0.3608654,1.1481435,1.2322962,1.3737359,1.1240896,1.4282418,0.78969884,1.1549428,1.5420872,0.81200874,1.4186933,0.94085604,0.6654758,0.32134354,0.98047686,0.957802,0.7812116,0.7985498,0.7266399,0.8440989,0.38427627,1.0859648,0.93412495,0.9913065,0.96056885,0.680107,0.971846,0.7546995,1.1985989,1.0474472,1.1617392,1.0853803,1.3479626,1.3432238,0.41634226,1.3166579,0.3075766,1.2651683,0.9943283,0.64348924,1.0898358,1.3200259,0.6758699,1.3210237,0.7608616,1.1155791,1.0045077,1.3041787,1.0755944,1.2357054,0.58008456,0.44812012,1.0282042,0.7811408,0.84193707,1.2580097,0.7930912,0.8666256,0.99752337,1.0564514,1.317002,0.720744,1.4218796,0.37814796,0.88724124,1.0229627,1.2087115,0.97053736,1.3180231,0.9141403,1.0153804,0.0,1.081498,1.0964698,1.0543312,0.9963495,1.4823442,1.1115358,1.1942226,1.0494764,0.5471541,0.5710016,0.840431,0.6442383,1.134358,1.2724011,1.4640251,1.329037,1.0403793,1.101439,0.3424816,0.47622013,0.88171333,1.2516272,0.61249673,1.3066608,0.5234139,0.79821575,0.8028424,0.9249647,1.0120598,0.5797413,0.8448304,0.75263494,1.2742455,1.1051962,1.0822824,1.3790247,0.95114446,1.5040622,1.0020158,1.284903,1.0883722,1.1894424,1.2459325,1.287974,0.48621815,1.1978836,0.48388445,0.9554413,1.2705913,0.9564234,0.72619855,0.7668085,1.2594409,1.4166452,0.79774934,1.3078566,0.646162,0.9102755,0.76608294,1.2910151,0.7781564,0.67432165,1.437325,1.1828396,1.152142,0.8407852,0.7314683,0.47964334,0.87245834,0.8853745
leg,1.128828,0.5251027,1.0602912,0.79167116,0.922772,1.0294213,1.0385199,1.0236737,1.1848316,1.1450068,0.9697435,1.151607,0.62760776,1.0980804,0.97923356,1.1180724,1.0207258,1.2189078,0.9526358,1.0603844,1.203685,1.1728408,0.9693339,0.88112074,1.1127888,1.0935062,0.9222404,1.1560357,0.7981446,0.900494,0.9685555,0.96755594,1.2921981,0.69996345,1.2014318,1.057499,0.96520776,0.9670032,1.1604553,1.0575911,0.9072341,1.2630146,1.0578058,1.1492848,1.0908017,1.0090922,0.98687136,1.0045325,0.8224204,0.92245525,0.8430942,0.95071363,0.84006834,1.1053531,0.49466997,1.1845753,0.92492265,1.0889994,0.506336,0.9680623,1.1527728,1.2654337,0.8201323,0.860734,0.99725133,0.9843659,1.1602962,1.097149,0.5746199,0.9466505,1.1698617,1.0184621,1.0419191,1.0965173,0.8377744,0.9725488,1.1257275,1.081498,0.0,0.8919509,0.9283258,1.1655667,0.8817302,1.2426403,0.9990952,0.84126985,0.982562,0.9149238,0.5584955,0.81123143,1.1548156,1.1322455,1.018322,1.0053467,0.99910265,0.99526304,0.84364533,0.72027564,0.9747971,1.2388302,0.81098217,0.9280984,1.0824143,1.061233,1.203861,0.91863155,0.8605143,0.9170724,0.780517,1.0206982,1.061286,1.2202796,1.105439,0.81037676,1.0740745,1.0355248,0.7203921,0.847474,1.1252477,1.2505171,1.1648077,1.2607951,0.7810403,1.0917649,1.09586,0.5983356,1.1678965,0.96223754,0.92312074,0.90996075,1.1591024,1.1943797,1.1331294,1.2108147,1.0285106,0.6266105,0.7022485,0.8815975,0.8997456,1.2460917,1.2257943,1.0776967,1.2038403,1.100705,1.0637316,0.76673293,1.0786102,1.128356
meat,1.2041731,0.9446243,0.8580202,0.7452142,1.3072957,0.8474591,0.9108475,0.80850726,1.1657022,1.0464282,1.1755787,1.3739253,0.9453763,1.2714261,1.2319068,1.0705197,1.2953472,1.2507083,0.9873074,1.0381868,1.1012774,1.1435798,0.33344436,0.9448089,0.9761915,1.1046255,0.8896237,1.193179,0.7714299,1.2344975,1.1845354,0.9536635,1.2910382,0.86956483,1.1395588,1.2474468,0.06411737,1.0985485,1.3211693,0.55142343,0.95326525,1.3079355,1.0074344,1.2283568,0.92977095,1.1522853,1.1148472,1.1289859,0.8684957,0.85249084,0.6167369,1.2414789,0.7266124,0.99748856,0.7583776,1.1635194,0.848386,0.9573401,0.80796635,1.1913047,0.8961714,1.2649566,0.92119145,1.0508403,1.1948909,0.8494437,1.1183206,0.9258261,1.0569084,0.8975728,1.0837597,1.2469326,1.3235958,0.99076915,1.2651796,0.9436422,1.2397647,1.0964698,0.8919509,0.0,0.7584181,1.0175595,1.0445654,1.2652985,0.815761,0.23976284,0.8530017,0.7737174,0.83372116,0.6635407,1.1559522,1.005976,1.3542798,1.1302565,0.93693984,0.1535207,1.0331287,0.9296658,0.9059786,1.1164956,1.1001621,0.24756348,0.991489,0.87283564,1.0987674,0.65973955,1.0830238,0.95461935,0.6240546,1.049853,1.2579612,1.0898457,0.95322084,1.0780886,1.2409151,1.253849,0.9598541,1.0155597,1.0150355,1.3168128,1.0894396,1.2950969,0.79583627,1.2283136,0.86047834,0.99530643,0.97794026,0.9072648,1.0889517,0.6943542,1.2786059,1.1912305,1.1978763,1.293692,0.83804315,0.7095517,0.7772084,1.2337731,1.0022109,1.0263205,1.1562934,1.3007957,1.0887603,1.1060747,1.2491045,0.88890386,1.2383541,1.1329983
melon,1.0194448,1.0450565,0.7739978,1.0123566,1.1272215,0.7543419,0.76442236,0.56322056,0.8979753,1.0522147,1.0578256,1.1815898,1.0758313,1.2748058,1.0336492,0.96833,1.1216274,1.0838469,0.9207613,0.9313184,0.92793834,1.0146966,0.78095865,1.0728045,0.8799921,0.96468973,0.95550615,1.0633657,0.8629367,1.1865671,1.2281835,0.8558402,1.2550889,0.99963033,1.0356944,1.1844747,0.7563852,0.9732895,1.2054518,0.9179733,1.0437514,1.1755626,1.0366045,1.0724322,0.7759781,1.2009232,1.0619006,1.0556312,1.0121008,1.0840219,0.55869657,1.1459275,1.1004426,1.0228579,1.0646173,1.0502535,0.9879694,0.9515036,1.1455228,1.0808568,0.74450994,1.0450343,1.0774095,0.9512201,1.1931937,0.85842574,1.1138775,0.8239485,1.1154081,0.8719,1.0836965,1.1238401,1.1912866,0.79272264,1.1961212,0.8471029,1.2489358,1.0543312,0.9283258,0.7584181,0.0,0.8855552,0.94817585,1.0819714,1.098186,0.82615757,1.044082,0.91147196,1.0508206,0.65441716,1.2095076,0.6632063,1.1527413,1.170444,0.94077075,0.75837946,1.0964935,1.0970197,0.68723416,1.003718,1.1491866,0.69353867,0.9506428,0.88564825,1.0335451,0.5852324,1.0807441,1.1795167,0.87002325,1.1469682,1.109044,0.9066621,0.88281345,0.9586479,1.0692041,1.0791457,1.115217,1.149431,0.8609572,1.1728439,1.0714235,1.1124622,1.0549703,1.1376982,0.7352058,1.0611117,0.8503516,0.6787822,1.1026136,0.88633573,1.1055039,1.0698289,1.1012841,1.1229066,0.58156824,1.094627,0.9688149,1.1132932,1.0401928,0.795352,0.9396076,1.1348238,1.0892938,1.036909,1.258848,1.0667671,1.2420094,1.0663266
milk,0.9621865,1.1475315,1.0627108,1.0764332,1.0997775,1.0155855,1.0304629,0.88370925,0.8672459,0.893274,0.9690132,1.0972525,1.2470782,1.1071059,1.04955,0.99051076,1.1366445,0.9743701,1.0305939,0.89385265,0.6350448,0.93093276,1.012508,1.0273157,0.70285064,0.91277367,1.0752381,1.1652844,1.0336916,1.1464148,1.1115978,0.83839047,0.9294912,1.1074393,0.849517,0.9483211,0.9595618,1.0277917,1.071646,0.8484838,1.1895359,0.9847402,0.94222903,1.0162703,0.9148351,0.91271836,0.9449193,0.95526177,1.1445342,1.1038651,0.995579,1.1401076,1.2258135,1.114149,1.2873209,1.0462825,1.2016726,1.0738913,1.250731,0.9050615,0.9638973,0.8435687,1.2628849,1.1819316,1.0848601,0.93837726,1.0355616,0.9908023,1.1616817,1.1358327,0.9215397,0.87541986,1.0818655,0.63025254,1.2073935,1.0017173,1.015025,0.9963495,1.1655667,1.0175595,0.8855552,0.0,1.090074,1.0247349,1.092844,1.0261017,1.1933883,1.0879102,1.1685014,1.0429052,0.95797604,0.9101759,1.1307617,1.0777183,0.89060783,0.9450444,1.1833534,1.2181518,1.0708512,0.9405031,1.1776147,1.0189342,1.0200398,0.9361687,0.9356608,0.81107074,1.0673105,0.8959041,1.0917833,0.8643769,0.9136791,0.949163,0.8241458,1.1324686,0.9665128,1.0890906,1.09161,1.1939263,0.7746826,0.9206269,0.82219124,1.0419903,1.2389393,1.0265449,0.9358142,1.2004837,0.5608829,0.69598734,0.8378974,1.1051693,1.0963084,0.8743919,0.87632143,0.94172174,0.9041978,1.2847979,1.1027073,0.9629339,1.0812879,0.9406026,0.80386746,1.0102149,1.0337489,1.0043161,1.0161712,1.2250252,1.0909183,0.97624695
mitten,0.79109484,0.7866541,1.4427729,1.3307394,0.553164,1.2962801,1.4628203,0.9024202,0.94495136,0.804315,1.0717279,0.742001,1.1360118,0.7385659,0.411438,1.2809299,0.634991,1.2493062,1.3938935,1.4565982,1.0565928,1.1848797,1.3197603,1.1572062,1.123634,1.1628656,1.4691209,0.85556567,1.1459336,0.9865607,0.8600336,1.3419499,1.049309,1.1881927,0.812701,0.8213227,1.0498573,0.901236,0.68733656,0.73114234,1.5111809,0.79088604,1.5064883,0.6782005,0.98598534,1.246273,0.94582677,0.5690793,1.3399785,0.57775724,1.1762784,0.9028737,1.0505589,0.8060198,0.854055,0.96242857,1.3188639,1.3272204,0.90480876,1.1234586,1.0775166,0.7840759,1.1263286,0.56809855,1.1003275,0.9610694,0.636658,1.3584416,0.39914852,1.258477,1.2068267,0.8237928,0.6807357,0.9879682,0.6820747,1.0464752,0.8357177,1.4823442,0.8817302,1.0445654,0.94817585,1.090074,0.0,0.863888,0.9367775,0.9782239,1.340725,1.3466734,1.1269144,1.3176689,0.90690213,0.84860504,0.6252704,0.6389477,1.0333892,1.0825585,1.516407,1.3924832,1.128123,0.8134369,1.1846873,0.79950047,1.2755064,1.3526183,1.2863939,0.95438325,0.77924335,1.3542553,1.0209054,1.2127721,1.0106282,0.5652526,1.1470082,0.72170377,0.9252615,0.4606384,0.6452685,0.64678097,0.98450524,0.96627146,0.8394665,0.8333578,1.3767421,0.97647893,1.4272575,0.86748034,0.9193845,1.0661185,1.0836009,1.1575947,0.5888032,0.7185787,0.9803127,0.7763655,1.3182709,0.9947393,1.2289996,0.4816743,1.0409735,1.2517853,0.8507257,0.9787876,0.92511797,1.2106462,0.96870285,1.407429,1.1736205,1.229076
motorcycle,0.8887875,1.2530532,1.2537166,1.2877471,0.875531,1.2321076,1.2332038,0.97725064,0.87051916,0.9299948,0.96963304,0.7630447,1.2274312,0.81290543,0.87164146,1.0435971,0.8601831,0.90875775,1.1700594,1.2307116,1.026578,1.0537146,1.3224084,1.1174908,1.1989555,0.9189271,1.2708217,0.38908356,1.2335323,0.90665126,0.78212345,1.0005599,0.90509677,1.2226683,0.82462007,0.77291924,1.194942,0.7853102,0.7444228,1.0902182,1.2719027,0.66225576,1.2703987,0.8470819,0.95401126,1.095043,1.0251031,0.9405533,1.1073444,1.075963,1.3432738,0.88414407,1.1607398,0.8423932,1.2943665,0.70144737,1.2072868,1.1394179,1.2241907,0.9229765,0.9882969,0.54374,1.1596601,1.0089949,0.947983,1.2436377,0.84954554,1.1014667,1.0569022,1.2412963,0.9956598,0.766454,0.79418325,1.0952002,0.82456636,1.0466485,0.69782436,1.1115358,1.2426403,1.2652985,1.0819714,1.0247349,0.863888,0.0,1.1077337,1.2871635,1.2797015,1.2947872,1.3559451,1.322633,0.8566258,0.86772305,0.8492088,0.82525223,0.9870446,1.1356626,1.2308753,1.2927358,1.1169953,0.79488194,1.1321436,1.0882714,1.1083905,1.2068436,1.0232861,1.2722647,0.97707623,1.0990896,1.1797935,1.0463017,0.9727576,0.6557133,1.1314538,0.9410056,0.7376632,0.76717573,1.0458854,0.9436755,1.0366758,0.83093286,0.9439005,0.5619698,1.3096128,0.8049596,1.2636335,1.2185463,1.0001051,1.126498,1.0350026,1.2904457,0.35554326,0.86070013,0.9533423,0.77271926,1.1641505,1.3178099,1.4528532,0.9651836,1.2897235,0.9436051,0.87625706,0.87215996,0.44222277,0.5978124,0.67624533,1.2589498,0.97964275,0.99516994
mouth,1.1538098,0.75683236,0.9901483,1.0617207,0.92817765,1.0988472,1.0825045,0.9406666,1.1033257,1.0658764,1.0798177,1.0742061,0.9403475,1.1106365,0.94792014,1.1173472,1.1159358,1.1441058,1.104735,1.1147476,1.1109941,1.0834154,0.8988159,1.1424978,1.0795425,1.1069713,1.0759312,1.1023972,0.94462717,1.211211,1.1730218,1.1604445,1.1044539,1.0043716,1.10887,0.9463591,0.7960762,1.040833,1.1093464,0.9774955,0.98703575,1.1603297,1.0775214,1.1054341,1.1175234,1.1139938,1.0579911,0.9638169,1.0373558,0.62031436,0.90803367,1.0559667,0.74901855,0.89392,0.61415446,1.0296072,1.0287883,1.1029781,0.7959424,1.1110404,1.1640469,1.1693456,0.7250922,1.0954529,1.1330224,0.8718511,0.8294791,1.0670393,0.7122152,1.0882928,1.0908815,1.0447352,1.1078033,1.1001202,1.004017,1.1064109,1.1094947,1.1942226,0.9990952,0.815761,1.098186,1.092844,0.9367775,1.1077337,0.0,0.8916935,0.843598,1.096922,0.72677296,0.9966599,1.1263257,1.1305628,1.0121907,0.9968789,1.1305975,0.8917927,1.017455,0.9255649,0.95342296,1.0243402,1.1535234,0.83089244,1.0557706,1.0689387,1.0551783,0.99065423,1.0899696,1.1113727,0.8548919,1.137731,1.0275571,1.1269803,1.0227348,0.87241334,1.0870764,0.9743875,1.0367194,0.89952374,1.1070099,1.0644151,1.0939981,1.0154991,0.92088264,1.1882213,1.090499,0.9668595,1.0241024,1.0702716,1.0100126,0.84192836,1.1227968,1.0889969,0.99062705,1.1162176,1.1059996,0.6215126,0.8372822,0.9069387,1.113775,1.1012748,1.050991,1.1619153,1.0537212,1.0938345,1.1347651,0.9212256,1.0445946,0.97398216
muffin,1.2316108,0.9221628,0.8897096,0.62576246,1.2679794,0.8284606,0.9087678,0.98013747,1.18666,1.1253957,0.9898719,1.3705893,0.9346715,1.2679203,1.1416562,1.0441427,1.2007937,1.3068358,1.0992218,0.99740773,1.0998617,1.2179192,0.43774128,0.87588567,0.98650175,1.0703754,0.87587184,1.0969362,0.8538459,0.9741915,1.2399199,0.96012723,1.2452006,0.75992835,1.136861,1.1910706,0.29000252,1.0825351,1.3265357,0.5403332,0.97479725,1.3082464,0.931471,1.1034384,0.98500735,1.0342835,1.1767426,1.116546,0.86789167,0.90642154,0.70228124,1.1702791,0.83316386,0.95682096,0.8608473,1.109624,0.7815266,0.9050375,0.81263614,1.1344322,0.9350043,1.198277,0.979568,1.0025393,0.9839744,0.86622,1.0100996,0.9788116,1.0333003,0.89173704,1.0437396,1.23129,1.2661252,1.0384876,1.2120576,1.0317417,1.2237759,1.0494764,0.84126985,0.23976284,0.82615757,1.0261017,0.9782239,1.2871635,0.8916935,0.0,0.83512855,0.77082795,0.7789361,0.6702489,1.1728495,0.86707675,1.2865374,1.1380914,0.9574414,0.35497665,1.0089492,0.96237886,1.0206804,1.0749261,0.97218037,0.4075806,0.9644648,1.0068129,1.1059304,0.60507673,1.0785124,1.0029159,0.60030603,1.0759289,1.2126665,1.0430366,0.9497712,1.0748917,1.332242,1.1720018,0.95728654,1.0404243,1.0760598,1.3663337,1.1415393,1.4014248,0.8078102,1.1288323,0.903636,0.89360803,0.9141612,1.0139978,1.0977451,0.7059858,1.3401226,1.1729164,1.1951178,1.3304217,0.92892003,0.7788966,0.7889559,1.2429088,0.9116813,1.1037922,1.2692794,1.2839656,1.1430179,1.0011575,1.3385936,0.9113684,1.1519042,1.172406
nail,1.2994423,0.9994535,0.29542696,0.7795794,1.2587032,0.53657985,0.4568841,1.1811801,1.3990632,1.3232687,1.0807332,1.2924317,0.69417846,1.35726,1.3555044,1.0425671,1.3203351,1.1459222,0.7375189,0.41005832,1.1868804,1.0327512,0.4263227,1.1173537,0.964718,1.0983286,0.36975408,1.0672379,0.75038505,1.0620615,1.2183166,1.0066116,1.1981453,0.7882559,1.279218,1.2417033,0.93254864,1.1843247,1.3054609,1.2646241,0.24223542,1.4216944,0.28552443,1.3019736,1.1019189,1.0363611,1.2635825,1.2227764,0.6244817,0.9929043,0.40004504,1.0478789,0.6348796,0.9922072,0.6251593,1.1727047,0.4633634,0.5549966,0.7951919,1.2113576,1.0935527,1.3708789,0.5463445,0.9970888,1.0078781,0.88183564,1.090964,0.75831056,1.096137,0.47093493,1.0918494,1.3864814,1.3195052,1.2170854,1.2496461,1.1824816,1.3463119,0.5471541,0.982562,0.8530017,1.044082,1.1933883,1.340725,1.2797015,0.843598,0.83512855,0.0,0.4399491,0.728724,0.42702705,1.3334686,1.2091786,1.2861708,1.2579433,1.1806786,0.96800447,0.3073423,0.3235041,0.8742314,1.2165728,0.8656188,1.0727274,0.75640273,0.6056735,1.0293492,0.91043687,1.2027456,0.8448477,0.59890664,1.1175735,1.127312,1.392645,1.0780811,1.1318098,1.2882059,1.3484094,1.189307,1.0883844,1.3301098,1.2505447,1.351222,1.2082713,0.20587963,1.172458,0.57085276,0.96251845,1.2935777,1.2211306,1.0125558,0.60944957,1.3417159,1.3034812,1.1307378,1.3879957,0.81262416,0.42685747,0.6028373,1.3211473,0.8804556,0.74072725,1.3519082,1.1445878,1.2859355,1.0328646,1.2684765,0.23247153,1.0858221,1.0092146
napkin,1.1868731,1.0960199,0.61492455,0.5077752,1.4050972,0.6847925,0.65126467,0.9949964,1.2963688,1.293857,1.0486598,1.3640099,0.71663016,1.2802255,1.3894477,0.92131686,1.188961,1.1048234,0.62887335,0.5320338,1.084535,1.0152403,0.41950935,0.83534765,0.9341705,1.0499523,0.39041913,1.0656929,0.7191453,0.98848164,1.2181923,0.93698597,1.2266841,0.6914589,1.2405946,1.1986861,0.8067468,1.0549375,1.365541,0.9611177,0.40074754,1.4286094,0.426198,1.2503839,1.1187054,1.020351,1.2204547,1.3076226,0.5132057,1.2283679,0.59042704,1.1076992,0.8101804,1.2048298,0.8783851,1.2534132,0.42630738,0.63852817,0.87052,0.98119485,0.87617135,1.3787539,0.82805175,0.9568689,1.007283,0.80205697,1.3328153,0.8328812,1.2703258,0.58034945,0.9835442,1.3425193,1.2511292,1.0953817,1.2694889,0.85142523,1.3463434,0.5710016,0.9149238,0.7737174,0.91147196,1.0879102,1.3466734,1.2947872,1.096922,0.77082795,0.4399491,0.0,0.85379386,0.60811037,1.2444404,1.147897,1.3550522,1.2885785,0.8338933,0.79657704,0.37740707,0.43141544,0.81477356,1.2410872,0.6522839,0.92703307,0.833614,0.5743778,0.94557613,0.8784524,1.1160272,0.7386404,0.8273195,1.0768048,1.2109283,1.3504994,1.0336387,1.2169261,1.1862023,1.4192295,0.9529502,1.1717255,1.0394354,1.3772955,1.2424529,1.3222244,0.37317097,1.1025283,0.5118289,0.9053834,1.0771989,0.9800846,1.0407829,0.81914663,1.3670894,1.3216578,1.1721649,1.4184535,0.73648417,0.7367593,0.56047845,1.2966824,0.4314506,0.87115353,1.3404616,1.1501738,1.2295368,0.94936705,1.2411201,0.44642782,1.0852472,0.9957835
necklace,1.2923195,0.4399917,0.8466007,0.71186316,1.1863933,0.90327257,0.8722589,1.0181918,1.3452158,1.3423307,1.1000428,1.3992956,0.47133964,1.354253,1.0734057,1.0390553,1.2124288,1.2114309,0.9760056,0.8450217,1.3019893,1.2086289,0.80999136,0.68408066,1.0805081,1.0210549,0.7138831,1.2874069,0.78319454,0.9844894,1.1004492,0.9386885,1.3211167,0.48141098,1.3751364,1.0616753,0.91005665,1.0408151,1.3927317,1.1135087,0.68782735,1.4718113,0.8635739,1.2142451,1.0242468,0.97718453,1.1443485,1.084688,0.8233075,0.9223061,0.7517262,1.0266331,0.49757552,0.99586916,0.44955385,1.2731665,0.71795523,0.8130866,0.41927242,1.0112981,1.0114448,1.4428301,0.41575044,0.87452364,1.0570571,0.9764046,1.0210416,0.93705887,0.7857914,0.67538863,1.1066632,1.0134888,1.211826,1.1308414,0.9739153,0.88222575,1.1430748,0.840431,0.5584955,0.83372116,1.0508206,1.1685014,1.1269144,1.3559451,0.72677296,0.7789361,0.728724,0.85379386,0.0,0.7558331,1.3487155,1.1508836,1.224246,1.0641392,1.1114317,1.0032341,0.6460547,0.5794494,0.8998477,1.3350381,0.8443821,0.9303423,0.76919913,1.127813,1.0960851,1.002109,1.0146873,0.90235454,0.64043295,1.0092615,1.1521652,1.1787921,1.1116076,0.8345146,1.1329442,1.1441327,0.77933156,0.80296826,1.1397763,1.3950968,1.3582902,1.3982363,0.52071023,1.2170178,0.93327117,0.5697973,1.2035428,1.0296255,0.8639892,0.69182736,1.3204637,1.3764697,0.983794,1.4921077,1.0340943,0.39066958,0.6218806,1.123307,0.8681004,1.1558193,1.448215,1.252938,1.2468772,1.1324583,1.0163572,0.48652196,1.1808822,1.0555323
orange,1.3882334,0.9751715,0.30952466,0.7359097,1.4044273,0.40903378,0.28246105,0.78357434,1.246916,1.4249365,1.1199589,1.4982278,0.6771797,1.4295832,1.3868365,0.95806444,1.4312574,1.1265404,0.5875972,0.49461573,1.1177106,0.91722226,0.4037153,1.0242069,0.7365693,0.99418336,0.45890796,1.1086236,0.39182448,1.2440886,1.2040995,0.7845155,1.3786085,0.66533834,1.35042,1.2505065,0.7162844,1.0697579,1.4674858,1.1509233,0.39478528,1.4852254,0.49444538,1.3630005,0.95714957,1.0934244,1.2594126,1.3050456,0.6265254,1.1161473,0.15674043,1.2129239,0.8252678,1.1903048,0.73045164,1.1573186,0.52991486,0.6285504,0.8404865,1.1005065,0.9070983,1.4281566,0.7527416,0.8911191,1.1723078,0.77266884,1.2797933,0.67089254,1.2072073,0.43986368,1.0064986,1.3500705,1.4644465,1.0361907,1.3395271,0.98229235,1.4405177,0.6442383,0.81123143,0.6635407,0.65441716,1.0429052,1.3176689,1.322633,0.9966599,0.6702489,0.42702705,0.60811037,0.7558331,0.0,1.4208572,1.1623313,1.4754431,1.3573515,1.1313387,0.7658974,0.4894054,0.47805005,0.7378243,1.2173779,0.82159674,0.86429846,0.7507569,0.7081536,0.95207626,0.45856857,1.0455011,0.83091414,0.63734806,1.0750165,1.2782278,1.270549,1.0456108,1.1029243,1.1948415,1.4016917,1.1632888,1.0727508,1.0870309,1.4341381,1.4249854,1.2964079,0.41847795,1.3595237,0.47162116,0.89377296,1.2072716,0.8988742,1.103041,0.51519233,1.3625243,1.4292612,1.2028635,1.4578203,0.46419102,0.61446416,0.5887164,1.3450111,0.9057433,0.620366,1.3232177,1.3745735,1.2594393,0.9638248,1.3065112,0.41718686,1.2345436,1.0194662
oven,0.8458129,1.1360043,1.396902,1.205449,0.7242926,1.3382819,1.3991076,1.1409513,0.67447525,0.490875,0.9847321,0.68681943,1.161064,0.5821918,0.7822746,1.1993146,0.805182,1.1181717,1.2910082,1.2791657,0.692697,1.0682267,1.3056624,1.0137472,1.0597441,1.1899202,1.2109509,0.9742675,1.3004011,0.9095768,0.7441151,1.1271257,0.43722898,1.2019074,0.58084863,0.8750376,1.1325711,0.94430745,0.64760935,0.8657031,1.4289911,0.6311413,1.1935198,0.986432,1.268159,0.68158513,0.4618435,0.8351842,1.2663552,0.98866147,1.418225,0.9336323,1.2246606,0.9944085,1.3143041,0.9089843,1.4948153,1.334754,1.1853017,1.0003848,1.3967454,0.6893587,1.2654994,1.2164323,0.9228152,1.3338628,0.87904567,1.2506927,1.0156012,1.3854176,1.201172,0.66244805,0.6598232,0.8517807,0.7683479,1.0425613,0.6639786,1.134358,1.1548156,1.1559522,1.2095076,0.95797604,0.90690213,0.8566258,1.1263257,1.1728495,1.3334686,1.2444404,1.3487155,1.4208572,0.0,1.0283253,0.7583193,0.6883102,0.98600465,1.0993075,1.327802,1.369684,1.2668355,0.90561295,1.1034641,1.091271,1.2379456,1.1074723,1.1978955,1.2109317,0.956551,0.9049936,1.2385335,0.602752,0.8490524,1.0112668,1.0723563,0.92830604,1.0292648,0.7625965,1.0624601,0.93108386,0.8630432,0.49846023,0.41807228,0.7929657,1.3985288,0.77266103,1.2927524,1.1554543,0.87531054,1.036812,0.9444674,1.3631442,0.8156307,0.51364577,0.92994094,0.591685,1.2617823,1.371712,1.3451054,0.904902,1.1377063,1.310111,0.78722125,0.81022435,0.9045346,1.0690874,0.7812896,1.4014812,0.7039479,1.1322498
owl,0.74273217,1.1314585,1.1020252,1.0480473,0.9441263,1.0215193,1.1348972,0.83922815,0.96149886,0.9326073,0.77795416,0.91046053,1.3193572,1.1418686,0.8828802,0.80072707,0.8708303,0.95713294,1.2246462,1.1999601,0.93633616,1.10029,1.0931574,1.096302,1.1374054,0.8198457,1.2448928,0.9154367,1.1580005,0.7992788,1.249706,0.96261394,1.0503091,1.2051723,0.9161781,0.95943916,0.9587321,0.9208156,0.97573483,0.8907733,1.3138967,0.92405075,1.2403214,0.75315297,0.8050498,1.1987056,1.0321885,1.0175204,1.2862644,1.0631359,1.1092588,0.8859814,1.159409,0.7234804,1.2043157,0.8815237,1.0721979,1.0789325,1.2270249,1.008398,0.7137369,0.678735,1.2084553,1.130947,0.8091585,1.067654,0.84086263,0.93519664,1.0101593,1.2277247,0.86869675,0.9286076,1.007899,0.9271061,1.066772,1.0612111,1.021082,1.2724011,1.1322455,1.005976,0.6632063,0.9101759,0.84860504,0.86772305,1.1305628,0.86707675,1.2091786,1.147897,1.1508836,1.1623313,1.0283253,0.0,0.8879118,1.0704721,0.88765097,0.9744855,1.2962348,1.3367511,1.113554,0.7867463,1.2759404,0.8801987,1.0283457,1.1367784,0.9435072,0.9532714,1.1744735,1.2310761,1.052901,1.1974727,0.7867195,0.73056906,0.8768502,0.981677,0.9658192,0.9051561,1.0812685,1.2143781,1.0062469,0.9728787,0.9643577,0.9310425,1.2721243,0.82623786,1.1645371,1.2335786,0.8168473,1.0052767,1.047848,1.1482443,0.98260814,0.8253115,1.1359514,0.9717078,1.0600338,1.251406,1.2441331,1.0104185,1.113794,1.0277028,0.8916644,0.7932378,0.99107957,0.9994765,1.1597302,1.3029662,1.0826848,0.93728775
