,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
jacket,0.4558428,1.2968049,1.3290099,0.43749684,1.3273892,1.3924456,1.3519862,1.2908664,0.7495073,0.8347231,0.4034977,1.3645811,0.55261,0.5530895,0.716771,0.3575095,1.1539413,1.250102,1.440758,1.164419,0.7061981,1.1011807,1.3294562,0.65726453,1.5237486,1.4036021,0.9778995,0.8632541,1.1928191,1.373364,0.8518673,0.7025597,1.14587,1.118189,1.355501,0.3758155,1.1244894,1.4877801,0.7548704,1.3786378,1.0365038,0.47044122,1.0248988,1.180351,1.1054378,0.524055,1.1082895,1.3315434,0.7841681,1.1788037,0.70409864,1.1047084,1.0106479,1.4111762,1.322573,0.97017807,1.4109379,1.166352,0.82084584,0.5963629,1.4062631,0.81371146,1.1999471,0.7079005,1.3273354,0.5892351,1.4259644,1.0308363,0.90250057,0.0,1.4023206,0.41821635,1.2649007,0.9320626,1.5043836,1.3134552,1.30777,1.1771249,0.47767603,1.0966359,1.0047098,1.3144561,1.312801,1.269891,1.3256352,1.4860284,0.8339944,1.0967252,0.5483897,0.44477713,0.62092006,0.8981581,1.5083582,1.4334458,1.3358731,1.3413321,0.58767146,0.99286544,0.60590863,1.300268,1.1982892,0.9481004,1.2291633,0.8786251,0.99767303,0.8863876,0.79660463,0.79274076,0.79333943,1.0612541,0.3768229,1.0314895,0.6205426,1.1404506,0.7958479,0.88610446,0.7962686,1.4097307,0.83531386,1.4665875,0.9369025,0.7072894,1.3282492,0.96665007,1.1881202,0.88457835,0.35752296,0.59074646,1.4682311,1.1932253,1.3092,0.8089117,1.2664882,1.2450808,0.7812705,1.207777,1.189203,1.2859615,1.0594211,1.1839944
jar,1.3150542,0.8831343,0.7711023,1.3935709,0.69531226,0.76001704,0.5899302,0.64397675,1.1871136,1.1379215,1.4237695,1.0393492,1.3766334,1.2825441,1.2764938,1.409646,0.83593464,0.7374078,0.65085495,0.7477073,1.1029346,0.7391403,0.45693988,1.3338103,0.7363248,0.64833033,1.1947784,1.3109232,0.8395046,0.5065955,1.2436604,1.1005939,1.0765321,0.70001096,0.59056085,1.4416277,0.69146717,0.88437855,1.2243611,0.64477193,0.8861226,1.3126005,0.6910647,0.95989424,1.0925593,1.192872,1.1355509,0.7757324,1.218415,1.1882797,1.2229555,1.0522267,1.1208665,0.8857419,0.6365509,1.1508996,0.9991149,0.79446524,1.0361638,1.109444,0.9525951,1.0468285,0.8408747,1.2407695,0.7025887,1.2673125,0.64579654,1.0302293,1.0783904,1.4023206,0.0,1.4795365,0.89159364,1.0408733,0.7661309,1.0508212,0.97136766,0.6063863,1.2718346,0.85523885,0.99842286,0.8937728,0.69928384,0.9266551,0.9571481,0.8060949,1.1347086,0.77216846,1.3284135,1.3786473,1.2290478,1.0758493,0.826749,0.9167521,0.9575554,0.7863455,1.1663038,1.1580677,1.1288209,0.9258987,0.7188313,0.81056106,0.77166426,1.1025981,0.82795286,1.1871735,1.2093868,1.1678813,1.2387707,0.9497775,1.3918854,0.7499022,1.3220658,0.7137338,1.2420163,1.0572789,1.268595,0.8191046,1.0823548,0.6694974,1.2163308,1.0617733,0.71482384,1.0526462,1.0202323,0.9873046,1.4311508,1.2184721,0.5731979,0.9514429,0.88731956,1.1926984,0.7314668,0.61576855,1.0179143,0.91576684,0.895689,0.9892366,1.2410741,0.90549433
jeans,0.46294427,1.2312424,1.4881866,0.44219708,1.3440795,1.3912191,1.3751342,1.1949341,0.7997659,0.9025124,0.48025328,1.1924125,0.54787076,0.37497735,0.77917266,0.330176,1.1399163,1.187442,1.5235573,1.1914464,0.6741878,1.1808624,1.2516291,0.75146943,1.3961152,1.3970387,0.785321,0.8698445,1.096758,1.4728861,0.8379532,0.8379765,0.93256676,1.203613,1.2377545,0.48505867,1.2145169,1.4729197,0.74355006,1.4234533,1.0658102,0.6110821,1.0320122,1.1072258,0.9794032,0.63232785,1.0141777,1.5002458,0.7452713,1.036607,0.87835884,1.0404006,0.9335736,1.3690779,1.4960511,0.8140677,1.2398949,1.1873299,0.8893157,0.68736565,1.4367028,0.64862895,1.0561852,0.84814274,1.4046912,0.5485139,1.4737633,1.0225536,0.745052,0.41821635,1.4795365,0.0,1.2773159,0.85028434,1.5867732,1.1794556,1.2486129,1.1414042,0.39294446,1.0835944,1.0383372,1.4728117,1.3201637,1.1305317,1.3820585,1.4547038,0.8349142,1.2025367,0.24130177,0.3826059,0.6179251,0.9654271,1.4359324,1.39111,1.2670414,1.2712666,0.6415134,0.7694913,0.7226584,1.3527584,1.2783656,0.9615815,1.1597033,0.8494537,1.0446954,0.9068538,0.88010484,0.75363255,0.5432406,0.9713445,0.3702476,1.0057399,0.3984424,1.1983869,0.8090908,0.90895325,0.6762064,1.4136257,0.9327563,1.5197039,0.72560066,0.84038293,1.3300519,1.0168442,1.0827004,0.90255076,0.39661074,0.66433775,1.4495513,1.1922008,1.2357137,0.61904776,1.2607938,1.2560298,0.8403272,1.1311383,1.1449814,1.3011643,0.96636486,1.1871592
knife,1.2552905,0.8971846,0.46065104,1.2784421,0.8961357,0.78159595,0.8211502,1.0512315,1.2427493,1.2952082,1.3870606,0.5590937,1.2493281,1.4198451,1.0363537,1.3924752,1.1591593,0.89517856,0.38981593,1.0686795,1.3557923,1.1600978,0.9354437,1.131209,0.5781131,0.91904485,0.908839,1.0453626,0.91293573,0.85316753,1.2575411,1.1022377,0.92614675,1.1640439,0.830021,1.358429,1.1318878,0.37062728,1.4072576,0.62388206,1.2427865,1.282193,1.1908637,0.98072493,0.9264809,1.133756,0.9255757,0.6355887,1.0890348,0.8979455,1.2777225,0.73199123,1.1803094,0.62724483,0.73698103,0.87151104,0.37589443,0.9418608,1.2309088,1.2150526,0.4773692,0.9312034,0.89005613,1.2282449,0.77468866,1.1757007,0.5766958,1.1919796,1.1755408,1.2649007,0.89159364,1.2773159,0.0,1.2027421,0.44846892,0.88736004,0.6821454,1.1932,1.2808437,1.1879523,1.0608065,0.4694813,0.8022918,0.6474576,0.7949492,0.58706015,1.202592,1.0295838,1.3342091,1.1050067,1.2380949,1.0454473,0.33375502,0.3536005,0.65174085,0.76430225,1.183636,0.9474493,1.2700459,0.589183,0.98598135,1.2213852,0.8361936,0.9098522,1.0365595,1.0540923,0.9776302,1.1698868,0.9811009,0.8173075,1.3108213,0.98269755,1.0528947,0.7626365,1.1667727,1.2323258,1.3566208,0.45330703,1.1483483,0.5370797,0.96170014,1.2560844,0.3060376,0.8758952,0.83805436,1.1450347,1.3001912,1.3519292,0.78626335,0.694304,0.5112728,0.96037406,0.80573905,1.0711005,1.2843531,1.1008013,0.65041,0.4843223,1.1613308,1.1206459
ladder,0.7889799,1.1971306,1.3316262,0.82031,1.2760353,1.3506427,1.1697236,0.6623081,0.67729247,0.94259757,0.79305696,1.3882422,0.5325444,0.8193506,0.9713345,0.8694364,0.9404782,0.943296,1.2915537,0.9227865,0.5851557,0.95440423,0.9372973,1.0422598,1.2010854,1.206846,1.1669053,1.1243358,0.6473161,1.125928,0.56353956,0.64226997,1.0054893,0.9292695,1.0530714,0.7951426,0.9159844,1.3610073,0.3407613,1.2194533,0.8431554,0.9761393,0.90059423,0.55199337,0.756894,1.0566927,1.2955971,1.3926502,1.0214062,1.3054858,1.0870079,1.3769056,0.955734,1.3850424,1.1674848,1.209699,1.3126953,1.1572433,0.90605843,0.72422194,1.467414,1.0309148,1.1017631,1.0732481,1.2490908,0.9728105,1.3785074,0.9428683,0.56591916,0.9320626,1.0408733,0.85028434,1.2027421,0.0,1.2895805,1.2392781,1.3099039,0.80491537,0.8486099,0.89377975,1.0197402,1.4245571,1.1104478,1.3570364,1.3469748,1.3270317,0.59801483,1.1497084,0.8328965,0.93759763,0.7010515,1.0783952,1.3190168,1.3080175,1.283984,1.3385153,0.95742404,1.0818702,0.8408463,1.2722602,0.9926144,0.7541051,1.0881617,1.1177586,0.571854,0.9956546,0.80016685,0.76362807,1.0374334,0.88043284,0.9273222,1.0418704,1.0392798,0.90476733,0.643792,0.7170437,0.620401,1.4502938,0.9635592,1.3386548,1.0215281,0.75531626,1.2111622,1.0343386,1.245611,0.6054153,0.9784486,0.5743445,1.3430406,1.422791,1.3824077,0.84270924,1.1013838,0.92648226,0.78688884,0.94910127,0.71283925,1.4934729,0.79396963,0.9916989
lamp,1.4907963,0.81643116,0.33390766,1.5301678,0.6159512,0.4937235,0.77163076,1.0130038,1.2957294,1.1819863,1.4875337,0.41502786,1.4792006,1.5842865,1.2907045,1.5062307,1.0419929,0.93817914,0.24293649,0.8650109,1.5277239,1.0859503,0.83692706,1.3631027,0.35484862,0.7636707,1.2081691,0.86378926,0.87985736,0.54442775,1.1835353,1.2496641,1.0055463,1.0642335,0.7859752,1.4926245,1.0510058,0.24842417,1.4625814,0.4033028,0.9836187,1.3627418,1.1724304,0.90913737,0.94796205,1.3112612,0.9894425,0.35646957,1.0087163,0.85880405,1.2906259,0.86120653,1.1476773,0.5350313,0.59308493,1.1007397,0.497733,0.9064007,1.2317784,1.4945607,0.30275297,1.3114395,1.012251,1.2612875,0.63900733,1.4818422,0.3520887,1.1471758,1.3438692,1.5043836,0.7661309,1.5867732,0.44846892,1.2895805,0.0,0.6722118,0.6041678,1.0429258,1.6312311,1.097665,1.1146271,0.286036,0.67590183,0.5962516,0.48045146,0.35640633,1.2265295,1.0458553,1.5393896,1.3296634,1.4413451,1.151496,0.29969138,0.316442,0.52799344,0.602588,1.3510017,0.92700535,1.5017233,0.62217104,0.8424266,1.2837592,0.7887154,1.0637934,1.085704,0.9854381,1.1892092,1.3358922,1.2158253,1.1131241,1.5111294,1.0771539,1.3114247,0.75978494,1.1368524,1.253318,1.3917499,0.3655523,1.0162281,0.32946485,1.1526628,1.2706724,0.4644059,0.98747575,0.7963854,1.2993947,1.4330378,1.4887357,0.56306946,0.6916423,0.6468688,1.4049875,0.71798474,1.0019633,1.3684213,0.98815966,0.81240636,0.43597734,0.92904395,0.9232965
leg,1.3010507,0.8681048,0.8413171,1.3310245,0.7857317,0.59090054,0.8483079,1.0638541,1.3220434,1.1826954,1.2470863,0.39637685,1.2678932,1.3209599,1.0768082,1.2734648,1.0381404,0.8697164,0.6400293,1.10239,1.2307378,1.098831,0.9198995,1.0378946,0.38018745,0.9590994,0.91866827,0.8815089,0.9103527,0.86998695,1.1704193,1.2348701,0.94158745,1.0992366,0.75775623,1.2442049,1.1031384,0.47137213,1.296895,0.6360548,1.1648526,1.2373163,1.1646299,1.0244209,0.955574,1.170999,0.9003945,0.78857076,1.06174,0.7282555,1.166201,0.8338465,1.1183608,0.5319129,0.86448324,0.8453459,0.6222661,0.9242426,1.1897571,1.325366,0.55474466,0.9902577,0.9233061,1.1237137,0.8715498,1.2834718,0.5881026,1.1407627,1.2329816,1.3134552,1.0508212,1.1794556,0.88736004,1.2392781,0.6722118,0.0,0.61656976,1.1065532,1.3281022,1.0852511,1.109809,0.73405963,1.0193934,0.6168562,0.6630807,0.55320907,1.1852595,1.1312273,1.2715725,1.0906503,1.3005259,1.0267904,0.49548912,0.4902426,0.41037685,0.5757041,1.2037549,0.74801993,1.3833025,0.8609924,1.1659046,1.150775,0.86095834,1.0513375,1.1421521,1.0664408,1.1769997,1.3116677,1.0206457,1.0794864,1.2143321,1.0186306,0.927843,0.962876,1.2031378,1.289457,1.2814912,0.55931574,1.1335278,0.6447769,0.74854666,1.2246895,0.8776905,1.0752599,0.5823395,1.2297573,1.1921932,1.337523,0.6309707,0.77585816,0.8883647,1.1862422,1.0205609,1.051081,1.2539642,1.0580091,0.87814724,0.6328979,1.0333217,1.0597576
melon,1.3060901,0.83823097,0.5647577,1.358229,0.8245514,0.710979,0.61927855,1.1014785,1.3080511,1.1937171,1.3036559,0.5127429,1.3553677,1.3753018,1.0618151,1.2986448,0.9451333,0.89783967,0.58202326,1.0593183,1.3959289,1.1112901,0.96143055,1.0369849,0.68898475,0.6749976,0.9831446,0.9829845,1.0781033,0.8824667,1.3106115,1.2636735,1.0415665,1.1083581,0.76349443,1.2834944,1.1043825,0.42037588,1.3771764,0.72208124,1.1654733,1.2109891,1.1623126,1.1903342,1.1424353,1.1832683,0.91451776,0.6182078,1.0043129,0.9037335,1.1680887,0.80698854,1.0748008,0.49765742,0.6851249,0.9655319,0.6298716,0.84232855,1.0619457,1.3798407,0.53567255,1.048277,0.846225,1.2003818,0.6322017,1.3335692,0.6024118,1.0578626,1.3174883,1.30777,0.97136766,1.2486129,0.6821454,1.3099039,0.6041678,0.61656976,0.0,1.1336538,1.3860776,1.1766356,1.0484726,0.5696065,0.8596042,0.75617653,0.8208248,0.55546105,1.3088571,0.9507339,1.364018,1.2047598,1.3986748,0.94344395,0.53202164,0.5455173,0.57369184,0.64584297,1.1955484,0.81609106,1.3842115,0.74017894,1.0029409,1.2480568,0.8230959,1.0949285,1.2647481,0.97569275,1.1094671,1.1868882,1.0966334,1.0403637,1.2978101,1.1094216,1.1074549,1.0195075,1.2589643,1.2610886,1.2145412,0.5354742,1.0608488,0.5320869,1.028498,1.2108879,0.70711696,1.0921224,0.69491315,1.2949197,1.2057502,1.4190533,0.51844406,0.7853656,0.7554333,1.2638513,0.860227,0.97168094,1.3068988,0.9943067,1.0296242,0.66691107,1.122924,0.9515797
milk,1.1336242,1.0387987,1.0693971,1.1110018,1.0477176,1.1118393,0.95910126,0.5816417,0.9105217,1.0716321,1.1581875,1.2211102,1.09795,0.95014215,1.1068125,1.1548017,0.7782429,0.8768536,0.9174323,0.7497186,0.8065506,0.7907004,0.2507094,1.138901,0.96598554,0.8428717,1.2950954,1.2481507,0.89967376,0.88700926,0.93282676,1.0102937,1.1167679,0.73150635,0.97236186,1.1306727,0.73731977,1.1484985,0.85601395,0.82594764,0.72347987,1.1903208,0.82674956,0.81077796,0.99164337,1.0845903,1.2118455,1.0962054,1.1279837,1.2498075,1.072197,1.2304375,0.8887439,1.1151974,0.969665,1.1824017,1.2406172,1.0281389,0.86819834,0.91120464,1.2564073,1.0712461,0.9156284,1.0644497,1.0342451,1.1186641,1.021955,0.93957466,0.9524927,1.1771249,0.6063863,1.1414042,1.1932,0.80491537,1.0429258,1.1065532,1.1336538,0.0,1.0649093,0.7817419,1.0101014,1.1792723,0.83318484,1.1692564,1.1722856,1.0467685,0.8397982,1.0160853,1.0651908,1.1725241,0.98194563,1.0934938,1.1396617,1.1613419,1.1203008,1.1823622,1.1274794,1.1061078,1.074778,1.231507,0.79277885,0.73530376,0.8068407,1.1582297,0.6704656,1.106318,1.1118253,1.0418676,1.1800299,1.0001743,1.0781163,0.90638345,1.1914365,1.0335668,0.96438575,0.81765467,0.9423932,1.2142088,1.0671123,0.9816691,1.131229,0.9928121,1.0611153,1.1311566,1.1537043,0.80405897,1.1596696,0.9112275,0.999648,1.193505,1.1432608,0.9788063,0.8648447,0.69600517,0.8746678,0.81776476,0.90964997,1.2876079,1.006153,0.9147814
mitten,0.4630897,1.2067939,1.4837519,0.4667573,1.247457,1.3375304,1.3309655,1.2078696,0.84374523,0.83682853,0.7248053,1.412982,0.61988854,0.48371506,0.6413114,0.573154,1.2704779,1.2242271,1.5442601,1.0884331,0.75807905,0.97277707,1.1379848,0.69520926,1.4850725,1.4207485,0.6687485,1.0786666,1.1383567,1.4989436,0.988015,0.8127808,0.8936002,1.0423374,1.2268583,0.6586804,1.0532665,1.5834813,0.87841666,1.3062487,0.9197443,0.6338658,0.9115532,1.1707995,1.0582899,0.7431642,0.9854046,1.4218149,1.0563061,1.0718306,0.8507827,0.9390047,1.1155754,1.4354405,1.391293,0.7382571,1.2823012,1.0498643,0.92289716,0.53203386,1.5116668,0.34011477,0.8230257,0.77921873,1.3169279,0.34263307,1.4029998,1.0220942,0.70082295,0.47767603,1.2718346,0.39294446,1.2808437,0.8486099,1.6312311,1.3281022,1.3860776,1.0649093,0.0,1.1177844,0.77411723,1.4535708,1.1823863,1.1959682,1.2722824,1.5392067,0.903047,1.081795,0.39195502,0.6314811,0.6645561,0.8307601,1.5130446,1.4846847,1.408848,1.27466,0.5599345,0.93657225,0.5414305,1.2480258,1.2032453,0.9184746,1.2514933,0.6689491,1.0819724,1.1257892,0.6678058,0.77440727,0.6554196,0.89153486,0.5612718,0.76038057,0.6065651,1.0040964,0.9801933,0.8652116,0.7544098,1.3936801,1.139859,1.5444999,0.59714043,0.7875851,1.2377865,0.94317484,1.2106755,0.80532175,0.5454099,0.70084,1.3615139,1.0505898,1.0947319,0.45942807,1.1536605,1.1865617,0.8574454,1.2188861,1.1373675,1.2757667,1.0820911,1.1911646
motorcycle,0.98790944,1.0379398,1.0789973,1.0703881,0.91564703,1.0274622,1.0355122,0.773816,1.0309769,0.8192769,0.92842764,1.1746385,1.0125993,0.95531774,1.0179391,1.0012219,0.6069521,0.8709772,1.0848312,0.98287976,0.81890345,0.98272246,0.8965748,1.0302416,1.1125044,0.6144506,1.29674,1.1312269,0.88466126,0.7591026,0.96534574,1.0002462,1.0588415,0.93509555,1.1011798,1.0130837,0.9384882,1.1589462,0.82958853,1.1322905,0.98432684,1.0142006,0.70677555,0.9646475,0.9875536,1.0922756,1.2089893,1.2477874,0.99587315,1.2099187,1.0067427,1.286386,0.5967048,1.0444329,0.90962815,1.2887781,1.2661719,0.90053636,0.86294633,0.9896533,1.1756977,1.1515216,1.1221727,1.0827582,1.0854117,1.1434457,1.0849569,0.8361044,0.9939877,1.0966359,0.85523885,1.0835944,1.1879523,0.89377975,1.097665,1.0852511,1.1766356,0.7817419,1.1177844,0.0,1.1530169,1.2389896,1.0307221,1.2608678,1.1694363,1.1528202,0.9790113,0.97159064,1.0187198,1.1163821,0.9495135,1.1455083,1.1324196,1.1530981,1.077227,1.2455616,1.0427804,1.145996,1.0314673,1.1778438,1.0245032,0.7001974,0.90116644,1.1219131,0.9372738,1.0145087,0.9853629,1.0539887,1.1079007,0.88082725,1.055263,0.9072819,1.1438394,1.0156599,0.9980494,1.0149844,0.9416998,1.2488312,0.89216465,1.1334443,1.1851583,0.9510045,1.15985,1.0464407,1.1588615,0.5915625,1.0918115,0.8845297,1.1090803,1.299624,1.2473896,1.044966,1.0412568,0.6277157,0.9326963,0.5890803,0.9972108,1.2298242,1.0021652,0.7260722
muffin,0.925622,1.1671599,1.0967354,1.0585519,1.1423093,1.1325861,0.86136454,1.2007769,1.0274901,1.0332912,1.2258048,1.099024,1.1449773,0.99176204,0.9733835,1.0756348,1.3042957,1.2447692,1.1473211,0.9592148,1.16819,0.3446077,1.0765054,0.952564,1.1977603,1.2157611,0.74777126,1.0499258,1.2129105,1.1893432,1.1448259,1.0205139,1.1224995,0.53628206,0.97696894,1.1690958,0.56451386,1.1511834,1.151985,1.0705663,0.9784113,0.8878224,0.9843444,1.0975723,1.0984111,1.0531204,0.833928,0.92045015,1.1476483,0.94018376,0.9662418,0.89674896,1.1263565,0.99341536,1.0636251,0.818524,1.0369056,0.8553966,1.0195726,0.9267296,1.1225474,0.84891367,0.8981937,0.91498965,0.9477331,0.8788819,1.1629161,0.9726347,1.1017665,1.0047098,0.99842286,1.0383372,1.0608065,1.0197402,1.1146271,1.109809,1.0484726,1.0101014,0.77411723,1.1530169,0.0,1.0516788,0.9642596,1.0127802,1.0008088,1.006315,1.0179598,0.7961101,0.95222497,1.039356,1.0575389,0.5650809,1.1748428,1.1835916,1.0976676,0.8297185,0.915328,1.0867119,0.74702984,0.89848685,0.951711,1.1777542,1.2348539,0.84724855,1.1101865,1.1025033,0.84053135,0.9547653,0.9590017,1.0284479,1.0316187,1.1163142,0.9691268,1.0310652,1.1444745,0.9489402,1.1096132,1.1052871,1.126076,0.96140164,0.99929035,0.84329283,0.8673371,0.985477,1.0312926,1.1168301,1.0789049,1.1026988,1.0223383,0.8631362,0.93573904,1.032584,0.98588395,1.1869203,0.8376015,1.1385471,1.1671684,1.105578,1.1775118,1.0688837
nail,1.455463,0.7291915,0.18169487,1.3955303,0.6634558,0.49902433,0.7906377,1.1746043,1.3604743,1.1838777,1.3809867,0.46701378,1.4707072,1.4469552,1.2591481,1.3888847,1.0901072,0.9268828,0.23198247,1.0752834,1.5009723,1.1305957,0.94160104,1.2132553,0.5000457,0.8066215,0.95753515,1.0221357,1.1172985,0.7630005,1.3113623,1.2853441,1.1053964,1.1190784,0.8525955,1.3804699,1.1075706,0.244465,1.4873967,0.4533987,1.172292,1.3256866,1.1426733,1.1545285,1.2397604,1.1718417,0.8215144,0.2000885,1.0830346,0.75920415,1.107052,0.5360765,1.1931112,0.630983,0.6187397,0.8991594,0.55635273,1.0695312,1.2180461,1.4602641,0.17814744,1.1829143,0.84160984,1.1259768,0.61065584,1.2755461,0.3914705,1.1695676,1.3305552,1.3144561,0.8937728,1.4728117,0.4694813,1.4245571,0.286036,0.73405963,0.5696065,1.1792723,1.4535708,1.2389896,1.0516788,0.0,0.90271384,0.5333342,0.49503154,0.28735334,1.3692226,0.9406987,1.4168637,1.2442712,1.4423227,1.07281,0.4062373,0.3841588,0.5280119,0.63036513,1.1908925,1.0434963,1.3128538,0.6015178,0.9790597,1.255806,0.93540967,0.99533004,1.2773716,1.0873295,1.2970729,1.2471639,0.9660412,1.2544026,1.404562,1.1577039,1.18047,0.97745836,1.2946584,1.3242128,1.3533149,0.27138752,1.1455697,0.2864874,1.102966,1.3291817,0.64087945,0.95133793,0.733456,1.4574664,1.2780824,1.5470409,0.5984488,0.39339507,0.4125498,1.3375267,0.9018095,0.96573555,1.3943456,1.0798656,1.0586358,0.26879847,1.1399977,1.0688075
napkin,1.1025552,0.8727125,0.86912435,1.3274752,0.81492627,0.8362242,0.60076714,0.8299731,1.1104878,1.2396357,1.2988586,0.8251799,1.2729375,1.3028795,1.0242171,1.1729068,0.9412845,0.7832229,0.7795851,0.742901,1.2784414,0.84660923,0.7087444,1.2382734,0.8041301,0.8009286,1.2131721,1.0205419,0.9211466,0.71772003,1.2449294,1.2123996,0.9106064,0.8652313,0.6346648,1.338985,0.8568235,0.72830683,1.2682707,0.7720294,0.82797766,1.1333464,0.91434306,1.043125,0.9301537,1.2776164,1.2008286,0.8097298,0.9904313,1.1719084,1.3341582,1.1011366,1.1364663,0.61360574,0.7757647,1.0281935,0.7270758,0.7569889,1.0715287,1.277911,0.93295544,0.9852829,0.86148477,1.3312889,0.76661956,1.3531603,0.68848145,1.0589737,1.2245632,1.312801,0.69928384,1.3201637,0.8022918,1.1104478,0.67590183,1.0193934,0.8596042,0.83318484,1.1823863,1.0307221,0.9642596,0.90271384,0.0,0.88294566,0.9412384,0.80296123,1.1978323,0.9321506,1.2175403,1.3072243,1.151393,1.0434804,0.6482825,0.7345464,0.87661844,0.73763776,1.1504371,0.7238643,1.2809368,0.8473244,0.51067674,1.0465435,0.9074704,1.1764668,1.0781796,1.0461396,1.1187075,1.3032478,1.2448796,0.89750814,1.3833332,0.84191585,1.2446561,0.75279343,1.161356,0.9843026,1.11134,0.7400305,1.0364847,0.6521161,0.92238355,1.0592322,0.6679927,1.1065812,0.9853329,1.1128248,1.3197379,1.1519549,0.76748073,0.9680031,0.8410287,1.1296611,0.021002233,0.92035127,1.1537448,0.995009,0.9730552,1.0019257,0.97331464,0.8726821
necklace,1.3790741,0.7617416,0.7732637,1.2696484,0.87471646,0.7133979,0.92889166,1.2503285,1.3374844,1.3134415,1.444762,0.43053252,1.4021547,1.2013828,1.1922683,1.2879179,1.2879416,1.0070705,0.6714038,1.1493005,1.5141933,1.0578331,1.0216925,1.265182,0.48779547,1.0416502,0.6572326,0.8640735,0.89512867,0.8564562,1.3617638,1.1721953,0.84989864,1.0662851,0.7765578,1.4214965,1.0518126,0.5352142,1.5622454,0.72175246,1.1340146,1.222462,1.2463777,1.0584261,0.9937359,0.8598862,0.66981065,0.54452556,1.0404271,0.63519794,1.1571496,0.3995428,1.1979351,0.70647174,0.89491874,0.54540753,0.37026453,1.0195956,1.2879757,1.4126832,0.43919754,0.902152,0.90782034,1.0356151,0.7440585,0.9989713,0.53600365,1.1221588,1.1998127,1.269891,0.9266551,1.1305317,0.6474576,1.3570364,0.5962516,0.6168562,0.75617653,1.1692564,1.1959682,1.2608678,1.0127802,0.5333342,0.88294566,0.0,0.62365484,0.5609616,1.3385905,1.0542791,1.1417809,1.0283585,1.3605907,1.084555,0.4364366,0.45572835,0.5770734,0.53600395,1.1404986,0.7610513,1.2689233,0.65096074,1.1135881,1.2491637,1.0752914,0.8331202,1.2618271,1.0988791,1.1574445,1.2044394,0.94196266,1.0192863,1.1668022,0.9194443,0.85958076,0.8581289,1.3100538,1.294218,1.3161242,0.41935194,1.2478155,0.71918374,0.76359636,1.3814313,0.71778464,0.7626524,0.6935199,1.3557222,1.1696875,1.5140054,0.7692548,0.34434342,0.39827323,1.076179,0.88676196,1.2855006,1.3981714,1.1155075,0.9164596,0.37777632,1.1072185,1.0577817
nose,1.3836614,0.82615834,0.7053983,1.3374889,0.60153115,0.4860692,0.925495,1.1001761,1.291291,1.0829086,1.3774941,0.62951756,1.3379661,1.3832698,1.2196217,1.3799131,1.1954768,1.0221909,0.6711078,0.9870534,1.3633918,1.0599192,0.9887144,1.2573504,0.49979615,1.0424222,0.96615386,0.8958447,0.9286137,0.7968631,1.2039492,1.1685528,0.86733496,1.0754955,0.8862694,1.3536582,1.0763345,0.601393,1.4045635,0.6857282,0.9946117,1.1978579,1.1750221,1.008096,0.8812752,1.1891677,0.6934249,0.47178572,1.1543411,0.56844544,1.1051111,0.63829404,1.193535,0.77474755,0.85446656,0.8604913,0.64713925,0.93411136,1.1845335,1.3757348,0.5165565,1.0997148,0.8557683,1.0007653,0.8629843,1.174942,0.5155406,1.1981153,1.2011371,1.3256352,0.9571481,1.3820585,0.7949492,1.3469748,0.48045146,0.6630807,0.8208248,1.1722856,1.2722824,1.1694363,1.0008088,0.49503154,0.9412384,0.62365484,0.0,0.5925367,1.208891,1.0122885,1.3440182,1.1684365,1.2799147,1.0413811,0.6062663,0.5985994,0.73549044,0.6567303,1.179702,0.9309338,1.3121799,0.56560284,1.0372975,1.2214001,0.9359094,0.7182232,1.1854225,1.113734,1.0998728,1.2297304,1.0877407,1.2043655,1.318975,0.9699425,1.0324857,0.88726866,1.2756679,1.2145407,1.3515419,0.4778999,1.1375129,0.60441446,0.829177,1.2725036,0.80664265,0.8192558,0.7582962,1.2574196,1.2266423,1.4009023,0.6229373,0.52207637,0.66931826,1.2720139,0.9625783,1.1290315,1.3249962,1.0662566,0.9334444,0.4423803,0.99733436,1.0798173
