,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
boat,1.0880119,0.9083611,0.9382777,1.1226487,0.8444729,0.919256,0.83423615,0.6542955,0.9800549,0.8161701,0.84929776,1.113003,1.0704857,0.98519117,1.1457344,0.992051,0.0,0.61794496,0.96096617,0.9160456,0.6204939,1.0945575,0.7813641,1.067161,1.0976795,0.34187913,1.3427377,1.2403903,1.0723886,0.7811734,0.9875154,1.133169,1.1530554,1.0145413,1.0366635,0.9840427,1.0098565,0.99078363,0.6983644,1.0331813,1.0024215,1.1042181,0.74746364,1.0733395,1.0770053,1.1860089,1.2511085,1.1414216,1.0618943,1.2609935,1.0363119,1.3185222,0.66197133,0.8903544,0.8691929,1.3540499,1.2309138,0.94598573,0.78205967,1.0683829,1.1250224,1.2278367,0.95927364,1.1776685,0.87728393,1.2540393,0.986418,0.92439723,1.0108453,1.1539413,0.83593464,1.1399163,1.1591593,0.9404782,1.0419929,1.0381404,0.9451333,0.7782429,1.2704779,0.6069521,1.3042957,1.0901072,0.9412845,1.2879416,1.1954768,1.0365567,1.058854,0.9196573,1.0792086,1.3293202,0.90729356,1.1364264,1.0439512,1.0606188,0.9661796,1.1950328,1.1234028,1.1584702,1.0489318,1.1778165,0.8567184,0.68553853,0.6524044,1.2004094,1.0140479,1.0886971,1.2324114,1.0251966,1.1211082,0.9404652,1.1853698,1.0169282,1.3812637,1.2322773,1.1051672,0.9835119,0.79222906,1.1303289,0.8312963,0.9688531,1.2780868,1.0205227,1.1631404,1.23022,1.0522072,0.86126554,1.1631775,0.8458019,0.87214744,1.3301281,1.1595641,1.0611233,0.93233365,0.35300672,0.9131387,0.6673571,1.1773399,1.2278523,0.9896355,0.8082133
book,1.1113756,0.82218647,0.8293018,1.1992599,0.8841809,0.8653395,0.68488383,0.55937016,1.2310483,1.0914439,1.1111335,0.8652664,1.1654906,1.0990779,1.1896309,1.1082621,0.61794496,0.0,0.7593856,1.0236295,0.61266434,1.0386984,0.7426036,1.2583408,0.81660104,0.67665607,1.1140645,1.3268412,0.96732986,0.7318073,1.2123039,1.2108338,0.9172845,0.9953198,0.5657443,1.2156035,0.96355844,0.68343127,0.9766384,0.88473696,1.1453952,1.3243215,0.8914997,1.0793877,1.0207924,1.2993201,1.147179,1.0032278,1.2508323,1.1296237,1.2265778,1.0753725,0.9357995,0.7015889,0.80905086,1.1171567,0.88880664,0.78911495,0.82693017,1.1008669,0.9186541,1.0390266,0.60910463,1.3147806,0.81160015,1.1630272,0.8221978,1.0427929,1.0141852,1.250102,0.7374078,1.187442,0.89517856,0.943296,0.93817914,0.8697164,0.89783967,0.8768536,1.2242271,0.8709772,1.2447692,0.9268828,0.7832229,1.0070705,1.0221909,0.8758719,1.1598413,1.0628941,1.1332312,1.4109781,0.72623146,1.1956875,0.64007056,0.6540672,0.8137796,0.8534788,1.090196,1.0041285,0.92125994,1.0149953,0.889752,0.6072251,0.48322874,1.1368585,1.010659,1.2255402,1.3387588,1.1519756,1.0993199,0.73322076,1.3556238,0.8030268,1.2873387,1.1187717,1.3032173,1.1565462,1.0398005,0.8015821,0.96664304,0.7903837,1.014151,1.2262357,1.0508176,1.1569501,0.9440434,1.0226694,1.3598641,1.0825,0.69216657,1.1125938,0.8923565,0.90394545,0.7528922,0.5446278,1.0327737,0.8739108,0.984492,0.994807,1.1250914,0.916891
bottle,1.4664636,0.75160325,0.18244493,1.4772596,0.66845524,0.54569024,0.68277526,0.87782633,1.4007198,1.2471046,1.4485283,0.473086,1.4759291,1.4775357,1.2486293,1.4924147,0.96096617,0.7593856,0.0,1.0179212,1.4207263,1.12177,0.6124334,1.2808692,0.30846667,0.7085144,1.219029,1.0764271,0.92656064,0.6054435,1.274631,1.2666748,1.0897089,1.0793355,0.72864693,1.4673246,1.0598303,0.20228243,1.4168085,0.29771996,1.1886322,1.4106256,1.0123436,1.0021048,1.2095956,1.2312113,1.0867928,0.40834177,1.105558,1.0042105,1.2537987,0.8364898,1.1411968,0.5841009,0.4845249,1.1122986,0.5983993,0.97058576,1.1808681,1.3909595,0.30658972,1.178023,0.8889723,1.2200056,0.6412542,1.4304869,0.28376877,1.1408597,1.3160535,1.440758,0.65085495,1.5235573,0.38981593,1.2915537,0.24293649,0.6400293,0.58202326,0.9174323,1.5442601,1.0848312,1.1473211,0.23198247,0.7795851,0.6714038,0.6711078,0.3229171,1.2927648,1.0104464,1.4539503,1.3000746,1.4116213,1.1947824,0.31494248,0.3255092,0.43278652,0.69849336,1.3395599,1.0187435,1.39543,0.64639723,0.9460945,1.1421902,0.71760166,1.088207,1.0160913,1.0902873,1.2814801,1.3592427,1.0464681,1.1818572,1.4450041,1.0109179,1.2625448,0.8282825,1.2284083,1.3751148,1.4070028,0.3373804,1.0821238,0.23596644,1.108934,1.3673779,0.5308558,1.0757645,0.75593746,1.233845,1.3814565,1.4928247,0.60571766,0.67455035,0.6300322,1.3123915,0.78810215,0.7945535,1.3621576,0.9639497,0.77709275,0.44559908,1.1293765,0.99220455
bowl,1.0912199,1.1594653,0.9953551,1.117823,0.9073973,0.98456824,0.8844542,0.7531452,0.51310045,1.0461653,1.1454563,1.1086149,1.0578113,1.1168809,1.2150804,1.1425766,0.9160456,1.0236295,1.0179212,0.0,0.9306203,0.77749944,0.763862,1.271656,1.0620601,0.9692801,1.2764902,1.1345773,0.99907327,0.8357128,0.9332001,0.99742436,1.0047021,0.7400768,0.98205626,1.1524918,0.7560968,1.055543,0.9194437,0.5140927,0.18459463,1.3028649,1.100086,1.039055,0.83324647,1.1924014,1.2449644,1.0272559,1.0374641,1.1878958,1.1763304,1.3004272,1.0488575,1.0677962,0.99162644,1.3375244,1.1502976,1.1010393,0.97156304,0.9070359,1.2037903,1.2653213,0.90390295,1.212728,1.0689807,1.1126893,1.0970829,1.0378706,0.91268927,1.164419,0.7477073,1.1914464,1.0686795,0.9227865,0.8650109,1.10239,1.0593183,0.7497186,1.0884331,0.98287976,0.9592148,1.0752834,0.742901,1.1493005,0.9870534,0.97808087,0.86293566,1.1674159,1.0926993,1.283272,0.9851421,1.0496032,1.0962418,1.1028631,1.0327739,1.0920968,0.98303074,1.1321135,1.0377865,1.2623155,0.18588066,0.9737357,1.0125235,1.0733441,1.0122554,1.0257162,1.1571779,0.9496037,1.2558079,1.0326132,1.2099965,1.0924038,1.3105943,0.97941947,0.9432351,0.3445832,0.95027494,1.1774944,1.0074935,0.9316007,1.0925978,0.71414846,0.9292174,1.1488038,1.2649586,1.0625235,1.2621808,0.7805841,0.8494499,1.3094685,1.1934173,1.0896695,0.79282176,0.9137939,0.43301296,1.0137552,1.2039473,1.2055408,0.89467424,1.0228328
box,0.67091835,1.2528138,1.3901303,0.64685357,1.2430196,1.340806,1.1871002,0.64590204,0.70451057,0.7521552,0.5457796,1.482433,0.60030353,0.62856495,0.97584397,0.6836986,0.6204939,0.61266434,1.4207263,0.9306203,0.0,1.0361073,0.93308926,0.88987803,1.3862333,1.0926934,1.1470749,1.2103082,1.045443,1.1756451,0.7140382,0.8405534,1.0572168,0.9891332,1.109645,0.612014,0.9760623,1.4391584,0.31108165,1.3050416,0.95455176,0.95275956,0.9371836,0.94482416,0.8432815,0.9814296,1.2234817,1.5182991,1.069095,1.2440236,0.9104913,1.3912055,0.7570685,1.3196694,1.3145645,1.2386476,1.4783022,1.0551064,0.66088617,0.55884373,1.5589103,1.0238189,0.8545197,1.0237125,1.3657871,0.77037287,1.5059104,0.988005,0.60270864,0.7061981,1.1029346,0.6741878,1.3557923,0.5851557,1.5277239,1.2307378,1.3959289,0.8065506,0.75807905,0.81890345,1.16819,1.5009723,1.2784414,1.5141933,1.3633918,1.4011984,0.6922709,1.1533027,0.7237259,1.0100172,0.3878175,1.0870761,1.4448166,1.3898331,1.2957125,1.4072863,0.8508748,1.234002,0.51647764,1.4491181,0.9785338,0.54111636,0.73718476,1.0696324,0.78914803,1.0298247,1.0503178,0.6856118,0.9873721,0.7922645,0.82035637,0.97134024,1.0584263,1.3033344,0.8366146,0.7326919,0.6064717,1.530011,0.8636986,1.3989235,1.102826,0.8127263,1.4903289,1.1432891,1.2525342,0.6500142,0.8937239,0.41766798,1.2671299,1.5339093,1.4368193,0.67026716,1.2687993,0.6123112,0.55817974,0.92575336,1.0715772,1.4969401,0.98919815,1.0651305
bread,1.0466151,1.066929,1.1392508,1.1258652,1.0295365,1.0823965,0.78067476,1.0302892,0.9524765,1.0887215,1.2406278,1.1380329,1.1827163,1.1324925,1.0877643,1.1623976,1.0945575,1.0386984,1.12177,0.77749944,1.0361073,0.0,0.91944873,1.125816,1.1412674,1.0447869,1.0185527,1.2026359,1.0992447,0.91114324,1.1369729,1.0570384,1.1632457,0.060206234,0.85102165,1.2045811,0.08329332,1.1448631,1.1209533,1.0067508,0.80063224,1.0887635,0.9537612,1.0046362,1.0343918,1.0929961,1.0191848,0.9932151,1.18118,1.0687056,1.0732217,1.04909,1.0800315,0.977457,1.0233392,0.95508236,1.1501144,0.83139026,0.97103214,1.0158089,1.1822972,1.0259429,0.8810895,1.0753373,0.9414038,1.0335587,1.1090838,0.9914925,1.087144,1.1011807,0.7391403,1.1808624,1.1600978,0.95440423,1.0859503,1.098831,1.1112901,0.7907004,0.97277707,0.98272246,0.3446077,1.1305957,0.84660923,1.0578331,1.0599192,1.0511209,0.9816165,0.85285044,1.1149955,1.1858833,1.0398089,0.7032734,1.1359727,1.1653208,1.113003,0.85703784,1.0258895,1.1382136,0.9057598,1.0555112,0.7243327,1.0070834,1.0722053,1.1106305,1.0428594,1.1517081,1.0176241,1.0169975,1.199875,0.9507411,1.1695278,0.95082384,1.1209432,1.099682,1.152255,0.8141382,1.1284432,1.0992472,1.1253029,0.9396206,1.0799853,0.9040802,0.95675504,1.0560459,1.1096256,1.0415046,1.232218,1.0506351,0.95053256,0.9934327,1.0226357,1.139056,0.87440884,0.9983154,0.7308135,1.0290369,1.1497607,1.1748971,1.1555814,0.9796888
bucket,1.2958951,0.9414015,0.8285136,1.3506341,0.82604086,0.81235504,0.81558937,0.49192178,1.1727692,1.2535565,1.3439424,0.96389174,1.2565722,1.148443,1.1782594,1.3328961,0.7813641,0.7426036,0.6124334,0.763862,0.93308926,0.91944873,0.0,1.1988908,0.6033202,0.7615771,1.2720652,1.2791488,0.75642294,0.8039287,1.1454451,1.136029,1.0880039,0.8854766,0.75336504,1.3199809,0.8857147,0.8479792,1.0531081,0.56370664,0.8690715,1.2736247,0.8153268,0.8991455,1.0448395,1.1783202,1.1768061,0.9187221,1.2452698,1.186187,1.2666202,1.0827136,1.0289317,0.92467356,0.8001117,1.1081963,1.0059749,0.944548,1.0049217,1.1244993,1.0357108,0.9110664,0.7506873,1.2023315,0.92673045,1.2985845,0.6260458,1.1193762,1.036468,1.3294562,0.45693988,1.2516291,0.9354437,0.9372973,0.83692706,0.9198995,0.96143055,0.2507094,1.1379848,0.8965748,1.0765054,0.94160104,0.7087444,1.0216925,0.9887144,0.8321377,1.0394377,1.0231692,1.1756128,1.2324843,1.1440332,1.0576824,0.8342205,0.88099355,0.8755896,0.928563,1.1529402,0.9228945,1.2317727,1.0321821,0.802745,0.7708548,0.5982467,1.0366522,0.75090605,1.2018272,1.1998582,1.1395899,1.0962352,1.0498393,1.2418185,0.81450677,1.1442293,0.8989362,1.1805807,1.0510072,1.1150613,0.8870596,1.1532216,0.72418785,1.0494009,1.1297344,0.79781693,1.1754426,0.92771715,0.8581008,1.292092,1.1203969,0.67401576,1.0096884,0.9590094,1.0553609,0.7301887,0.5812414,1.0703516,0.89856124,0.76882243,1.0355095,1.1352073,0.9884978
butterfly,0.6789802,1.2017928,1.2425265,0.81180817,1.1884363,1.2044553,1.1878871,1.2438781,0.9373258,0.90095615,0.6891607,1.1514184,0.6740197,0.85522306,0.29089808,0.8146988,1.067161,1.2583408,1.2808692,1.271656,0.88987803,1.125816,1.1988908,0.0,1.34477,1.0979195,0.94653463,0.9502525,1.1317143,1.3688092,0.90339625,0.8639995,1.0151005,1.1640124,1.3036462,0.5943858,1.1763716,1.2656462,0.89715636,1.2910836,1.1289152,0.6747211,1.1383989,1.086086,1.1041816,0.7521343,0.9598845,1.2138503,0.98719007,1.0074195,0.6236661,1.0983653,1.0631208,1.0776669,1.2217084,0.94477844,1.175655,0.9772553,1.0612823,0.6473036,1.1525395,0.7626991,1.0792282,0.6697918,1.1580753,0.85403633,1.2635539,0.96556824,0.9630137,0.65726453,1.3338103,0.75146943,1.131209,1.0422598,1.3631027,1.0378946,1.0369849,1.138901,0.69520926,1.0302416,0.952564,1.2132553,1.2382734,1.265182,1.2573504,1.2451816,0.9035549,0.860529,0.9094043,0.65516895,0.91397345,0.8927874,1.316404,1.303005,1.1714592,1.2939514,0.8538267,1.0068114,0.8533506,1.0826651,1.3074852,1.0339661,1.1159303,1.0616275,0.97149396,1.0115706,0.6656404,0.9268732,0.8413648,0.97250605,0.6480541,1.02164,0.72296774,1.0860752,0.8819672,1.0334128,0.89900833,1.2266922,0.9256557,1.2505267,1.0537229,0.83360475,1.1331075,1.0584241,1.0168118,0.789624,0.62707317,0.7701629,1.194599,1.1504458,1.2115388,0.87019694,1.2448267,1.106745,1.0422919,1.1997296,1.0226805,1.1600584,1.0164504,1.1399953
can,1.5824451,0.77496815,0.57194066,1.4968843,0.7076508,0.50597936,0.7687672,0.8146713,1.4427683,1.3430231,1.5035644,0.34774345,1.3973925,1.485398,1.3131299,1.4885943,1.0976795,0.81660104,0.30846667,1.0620601,1.3862333,1.1412674,0.6033202,1.34477,0.0,0.88887155,1.03329,0.85553837,0.6034768,0.67004347,1.2122552,1.2382532,0.87615275,1.1190032,0.6081272,1.4930072,1.1015316,0.34112906,1.4132828,0.4508419,1.1954544,1.3614087,1.1404551,0.7907605,0.8959775,1.257169,0.91410196,0.57787627,1.1105744,0.7274877,1.3135631,0.7507706,1.2030253,0.62792605,0.6985331,0.85012627,0.47850174,1.0113894,1.2653064,1.4794463,0.3812598,1.0590962,1.0028175,1.2019725,0.7587351,1.4201994,0.24848366,1.2381507,1.2874599,1.5237486,0.7363248,1.3961152,0.5781131,1.2010854,0.35484862,0.38018745,0.68898475,0.96598554,1.4850725,1.1125044,1.1977603,0.5000457,0.8041301,0.48779547,0.49979615,0.35681427,1.167104,1.107693,1.417023,1.1507283,1.4391317,1.1650338,0.2947719,0.3153047,0.4138611,0.48927176,1.3647166,0.6787504,1.5337161,0.66972643,1.0823909,1.1778902,0.6754498,0.96643335,0.9124987,1.0673112,1.2429982,1.3173919,1.0791653,1.1659875,1.3639743,0.8913434,0.9888927,0.686486,1.183178,1.3951827,1.4125347,0.3196457,1.2031999,0.42959225,0.8250514,1.4160689,0.6116905,1.0081555,0.5818251,1.160591,1.35514,1.524212,0.59436655,0.60029256,0.70484024,1.2886581,0.8141308,1.0201738,1.44765,1.0048565,0.5436003,0.4437995,1.0266074,1.061583
car,1.3110726,0.80270433,0.6532141,1.4022214,0.6853692,0.7138332,0.65914273,0.78764975,1.2701325,1.0197921,1.2408537,0.85493356,1.3115088,1.2318473,1.123852,1.2587907,0.34187913,0.67665607,0.7085144,0.9692801,1.0926934,1.0447869,0.7615771,1.0979195,0.88887155,0.0,1.2247332,1.1661968,1.0414742,0.6511465,1.16036,1.2404397,1.0544554,1.0013095,0.88359106,1.2921054,0.9996302,0.73834217,1.1549956,0.8804966,1.0919199,1.2148979,0.8229002,1.0783999,1.1273848,1.2432244,1.1205344,0.85025656,1.076266,1.1344604,1.0622288,1.1237818,0.7051832,0.63954043,0.6102545,1.273803,0.9728653,0.8230463,0.9441988,1.275184,0.7733041,1.1703057,0.93675756,1.1788095,0.5447104,1.3851811,0.683064,0.9045775,1.174044,1.4036021,0.64833033,1.3970387,0.91904485,1.206846,0.7636707,0.9590994,0.6749976,0.8428717,1.4207485,0.6144506,1.2157611,0.8066215,0.8009286,1.0416502,1.0424222,0.80128664,1.2331115,0.76080704,1.3269027,1.394791,1.3101529,1.1192089,0.78053045,0.84353137,0.86441684,0.9063816,1.2281674,1.0340136,1.278966,0.91006535,0.90637046,0.86706245,0.65687007,1.232344,1.1022313,1.1277398,1.1990298,1.2339523,1.1877943,1.0077932,1.3626996,0.9346981,1.3812872,1.0627637,1.2211988,1.2101676,1.0484556,0.82275236,1.0191119,0.72297394,1.3139237,1.1621053,0.9092059,1.190439,0.8725425,1.0127674,1.2995377,1.2508326,0.6298065,1.0733286,0.90421313,1.2558098,0.8004204,0.4566399,1.2054611,0.599517,1.0972692,0.97327757,1.0394816,0.7300383
carrot,1.0712359,0.8901154,1.1863911,0.8471087,1.2193125,1.0702263,1.0515172,1.3225889,1.1721438,1.1354405,1.1501445,0.7998797,1.079685,0.92525816,0.9701443,1.0012099,1.3427377,1.1140645,1.219029,1.2764902,1.1470749,1.0185527,1.2720652,0.94653463,1.03329,1.2247332,0.0,0.9193251,1.0795523,1.3812195,1.257159,1.0606295,0.88218474,1.0954667,0.97394806,1.0826901,1.08251,1.0098509,1.2291301,1.1600492,1.2134386,0.96735096,1.0773757,1.1767919,1.0644108,0.9143982,0.4980691,0.9030673,1.0852185,0.58133495,0.97436,0.36661685,1.1137347,0.9918993,1.2120153,0.35084003,0.6624301,1.0413103,1.0993747,1.0231928,0.8618934,0.55154574,0.78371894,0.9277134,0.8533766,0.5118607,1.1112676,1.0608087,1.033632,0.9778995,1.1947784,0.785321,0.908839,1.1669053,1.2081691,0.91866827,0.9831446,1.2950954,0.6687485,1.29674,0.74777126,0.95753515,1.2131721,0.6572326,0.96615386,0.95242196,1.173022,0.9437191,0.8750351,0.8585532,1.1149396,0.78847027,0.9219503,0.92063105,1.0430682,0.6981794,0.87810624,0.8533359,0.76441026,0.8956665,1.3103105,1.1608741,1.2080163,0.6876637,1.2532799,1.09124,0.9097724,0.86401427,0.80939686,0.83745044,0.9240342,1.0145589,0.6632709,1.02992,1.2152584,1.1359527,1.0552949,0.82957023,1.2656592,1.1579854,0.7049525,1.0766374,0.9319582,0.83182657,0.7271549,1.2249746,0.8606057,1.2247318,0.93726134,0.5023126,0.55914676,0.68905073,1.2083039,1.3029721,1.1727045,1.2033839,1.0858154,0.7031322,1.1620811,1.1533521
cat,0.9862329,1.1769433,1.108494,0.9622667,1.0284244,0.9622312,1.2126027,1.2390563,0.9767064,1.0844849,0.86272687,0.77366066,0.922914,1.0278168,0.9457718,0.8107156,1.2403903,1.3268412,1.0764271,1.1345773,1.2103082,1.2026359,1.2791488,0.9502525,0.85553837,1.1661968,0.9193251,0.0,0.9065365,1.1312677,0.8951518,0.98150396,0.7727462,1.2120495,1.0898669,0.9146497,1.202244,1.015829,1.0622772,1.1313488,1.0878192,0.613745,1.2896807,0.96794343,0.8970537,0.90953165,1.0605503,0.9877335,0.45132196,0.93985623,1.0322878,1.0847638,0.9892476,1.0122887,1.1491779,0.9972124,0.8517475,1.1710219,1.1352996,1.0584128,0.89270735,1.0708436,1.4106979,0.90260625,1.0983312,1.060261,0.99502164,1.0365655,1.1244498,0.8632541,1.3109232,0.8698445,1.0453626,1.1243358,0.86378926,0.8815089,0.9829845,1.2481507,1.0786666,1.1312269,1.0499258,1.0221357,1.0205419,0.8640735,0.8958447,0.9667814,0.9415631,1.1658512,1.024102,0.64110994,1.0820972,0.99875826,0.973849,0.9535599,0.94997245,0.7985419,1.0532049,0.6296319,1.040626,0.9647969,1.1969457,1.2903402,1.1621237,0.8355106,1.0256442,0.48367423,0.83577245,1.0533032,1.0244563,1.2242495,0.80921185,1.1399108,0.8389804,0.829548,0.65639603,1.0744803,0.9757837,1.003964,0.74541944,1.1240101,0.9521531,0.9549304,1.0482812,1.0204791,0.75385964,1.1031859,0.66805094,1.0436753,1.2329408,1.0371686,1.1667924,1.081816,1.0545012,1.457196,1.1460117,1.0605727,0.93760353,0.95956695,0.7197639,1.0045099
chair,1.2317008,0.9930236,1.0434294,1.1097612,1.0161003,0.9833,1.0040898,0.73116475,0.98328894,1.2593414,1.0980315,0.8737237,0.76075125,1.1678746,1.0466323,1.1375202,1.0723886,0.96732986,0.92656064,0.99907327,1.045443,1.0992447,0.75642294,1.1317143,0.6034768,1.0414742,1.0795523,0.9065365,0.0,0.8869517,0.9270272,0.6811178,0.8757537,1.1021099,0.8186109,1.0400989,1.0894841,0.98385227,0.9130945,0.9586688,1.0426111,1.049029,1.0083263,0.6543237,0.78275716,1.0435908,1.1355782,1.1133857,1.0500528,1.032619,1.1933979,1.0810647,1.0933937,1.1129423,0.9116183,1.0016699,0.9404746,1.0641128,1.1564482,1.1372104,0.96662074,0.9297459,1.2355311,1.0998207,1.064712,1.1876056,0.7439352,1.1616627,0.9001999,1.1928191,0.8395046,1.096758,0.91293573,0.6473161,0.87985736,0.9103527,1.0781033,0.89967376,1.1383567,0.88466126,1.2129105,1.1172985,0.9211466,0.89512867,0.9286137,0.94246936,0.8590031,1.1448202,1.1538743,0.9602736,1.1611519,1.185694,0.84855306,0.8596357,0.96131504,0.9135322,1.2002838,0.67843926,1.3033946,0.90309477,1.0396498,1.002679,0.9452288,0.93943256,0.67105913,1.022328,0.9151264,1.0479028,1.1393157,0.9372979,1.0339317,0.8039259,0.88326097,0.6034349,0.9268823,1.0033251,0.9938785,0.8639811,1.118909,1.0683483,0.92708254,1.110909,0.8958449,0.9893757,0.7867905,0.6218097,1.0477674,0.87393355,1.0002302,1.0666357,1.085767,1.1536291,0.9254442,1.0143584,1.1704578,0.98421824,0.35724306,0.9720208,0.8611679,1.0764592
clock,1.3090278,0.8018634,0.65040493,1.38071,0.615037,0.66426665,0.7365056,0.78918624,1.2275337,1.057535,1.296814,0.8631001,1.4108641,1.3464682,1.3010902,1.3032997,0.7811734,0.7318073,0.6054435,0.8357128,1.1756451,0.91114324,0.8039287,1.3688092,0.67004347,0.6511465,1.3812195,1.1312677,0.8869517,0.0,1.0891643,1.2453325,1.0104064,0.849319,0.7171229,1.3763056,0.85812265,0.6678065,1.2146004,0.6908375,0.9170965,1.3704603,0.86419463,0.9257085,1.018588,1.2418755,1.1253645,0.79416996,1.0582752,1.0886412,1.18927,1.1185095,0.9694239,0.6988102,0.5879147,1.2801125,0.87952423,0.7730336,0.988532,1.3180478,0.7728942,1.3409035,1.0014141,1.2457364,0.761089,1.3993965,0.6137438,0.95470357,1.174948,1.373364,0.5065955,1.4728861,0.85316753,1.125928,0.54442775,0.86998695,0.8824667,0.88700926,1.4989436,0.7591026,1.1893432,0.7630005,0.71772003,0.8564562,0.7968631,0.7223377,1.145544,0.98575133,1.3429863,1.4010682,1.2003206,1.1802762,0.6477078,0.68608654,0.81212264,0.82646537,1.1914465,1.126399,1.319,0.8612524,0.7846908,0.91043836,0.73957825,1.1726471,0.9893177,1.0797634,1.3088453,1.1772137,1.2353463,0.94865334,1.4123876,0.9280695,1.3939726,0.89316005,1.1431797,1.1718975,1.2299469,0.778472,1.003313,0.62961745,1.2330997,1.1405917,0.79834867,0.9547454,1.0269464,1.1324804,1.4370668,1.304775,0.6316241,1.0227212,0.9212603,1.2588632,0.7267131,0.70801926,1.1011205,0.80196965,0.9568066,0.85881376,0.9957478,0.7699118
closet,0.7785976,1.2604327,1.2328278,0.66625905,1.2016233,1.2666749,1.3300608,0.90059024,0.5897025,0.82227963,0.5983286,1.316791,0.5462649,0.78471434,0.9433139,0.72622114,0.9875154,1.2123039,1.274631,0.9332001,0.7140382,1.1369729,1.1454451,0.90339625,1.2122552,1.16036,1.257159,0.8951518,0.9270272,1.0891643,0.0,0.7730751,0.9164975,1.1201295,1.2892354,0.63468045,1.1376139,1.3691642,0.45978153,1.2258637,0.87084585,0.94383246,1.1017497,0.3750888,0.60313815,0.90858525,1.1782112,1.3119096,0.8008991,1.1676381,0.7855624,1.3953887,0.89624435,1.3642182,1.2201446,1.2562913,1.3824632,1.2987078,0.9695049,0.6892506,1.3193965,1.3083398,1.4069885,0.77482355,1.3703495,0.9415007,1.3833728,0.8926888,0.6952506,0.8518673,1.2436604,0.8379532,1.2575411,0.56353956,1.1835353,1.1704193,1.3106115,0.93282676,0.988015,0.96534574,1.1448259,1.3113623,1.2449294,1.3617638,1.2039492,1.2999084,0.363124,1.1904346,0.8352426,0.86015815,0.78566563,1.137507,1.4005576,1.3533812,1.2409837,1.4096365,0.9869435,1.1597025,0.96114874,1.2910814,1.0482349,0.96989435,1.1285878,1.1643175,0.45231724,0.78633827,0.9122915,0.84721154,1.0133291,1.0889374,0.73685694,1.2009864,1.0348154,1.0283719,0.26728463,0.7140443,0.6805741,1.4707224,0.8873923,1.3317566,1.1851529,0.8490812,1.3092349,1.0938781,1.2554672,0.79479456,0.8213535,0.624893,1.4109994,1.4245275,1.4857484,1.0234078,1.2522182,1.1490775,0.76444244,0.97391254,0.8217857,1.3730676,0.45104897,1.1042321
coffee,0.8388509,1.2582551,1.203289,0.75684035,1.2455902,1.2853895,1.2801396,1.0161352,0.6133507,0.9805195,0.77555144,1.2962775,0.45606613,0.80483395,0.80474937,0.8652609,1.133169,1.2108338,1.2666748,0.99742436,0.8405534,1.0570384,1.136029,0.8639995,1.2382532,1.2404397,1.0606295,0.98150396,0.6811178,1.2453325,0.7730751,0.0,1.0421054,1.0675375,1.2386906,0.6163706,1.0656792,1.3840733,0.69199944,1.1855992,0.86215526,0.84705424,1.069786,0.7794124,0.82012635,0.7131118,1.1836766,1.229428,1.0488597,1.1813115,0.8642375,1.2203841,1.0304319,1.3927139,1.195161,1.1246047,1.3131856,1.2489619,0.9573196,0.6027229,1.3188536,1.0110415,1.2701969,0.7924323,1.2103919,0.8125954,1.339802,1.0447085,0.7871392,0.7025597,1.1005939,0.8379765,1.1022377,0.64226997,1.2496641,1.2348701,1.2636735,1.0102937,0.8127808,1.0002462,1.0205139,1.2853441,1.2123996,1.1721953,1.1685528,1.2859645,0.6483639,1.0753608,0.88466245,0.70590353,0.8049648,1.0910743,1.3882363,1.3784308,1.2823316,1.3147908,0.9919041,1.0950307,0.8287138,1.1634893,1.0031277,0.98347795,1.2223208,0.98456836,0.67323613,0.99887955,0.78416216,0.9034705,1.0213336,1.0784222,0.6519185,1.0370152,0.8362032,0.88884723,0.79615176,0.7220559,0.895522,1.31797,0.87666106,1.3567345,1.0241278,0.8111063,1.1711695,0.96924496,1.1572016,0.6106064,0.7173992,0.44168568,1.3953092,1.234614,1.3004603,1.011661,1.2201133,1.2092719,0.83178866,1.0297307,0.76605105,1.3171723,0.88836217,1.1329824
