,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
box,0.9284226,1.0663255,0.94926244,0.9427663,1.0083002,1.068716,0.86754125,0.9482626,0.97452414,0.59577614,1.2810824,0.51428545,0.62607026,1.1852545,0.60783404,0.74862194,0.41114938,1.3233008,1.3928206,0.0,1.117644,1.2633181,0.8736632,1.321265,0.9906539,1.2104405,1.1619132,0.44676965,1.3750823,0.79564786,0.89798975,0.8531384,0.90282667,0.576419,0.86644405,1.4154289,0.5153171,0.91899586,1.1923487,0.77355814,0.875686,0.81448466,0.8652042,0.987657,1.1897657,1.4381539,0.99512774,1.273311,1.3783523,1.2774687,1.2515793,1.3443046,0.92996436,1.009919,1.4802256,1.0214185,0.5223194,0.88123,0.8744187,1.3304319,1.0609996,0.6487286,0.8045944,1.1290822,0.8963139,1.4635499,0.92141515,0.9114283,0.772038,0.7900976,0.8892187,1.4269897,1.0514364,1.2924825,1.3284929,1.2025456,0.8230916,1.0800456,0.7183641,0.76247877,0.49281824,1.27607,1.0968175,1.1340808,0.80156904,1.2701292,1.3312503,1.2610719,0.95296615,1.2030885,0.75618786,0.84109855,0.7849445,1.1453146,0.79800993,1.1472158,0.87449926,1.253443,0.9607135,0.941827,0.77431434,1.4502579,1.1650658,1.1673018,1.3846416,0.9348631,1.1117698,0.87340236,0.85546035,0.58316284,1.4522521,1.3588321,1.074845,0.7623545,1.0399928,0.67189324,0.75689065,1.186383,1.3179473,1.2207254
bread,1.1011308,0.8397328,1.1173998,1.0346805,0.9943721,0.85247546,0.87345386,1.2325115,1.2603744,1.4016328,0.7047745,1.2371246,1.2513838,0.69329005,1.3219213,0.9791342,0.9669771,0.8083138,0.7711417,1.117644,0.0,0.9768168,0.7651706,0.7835744,1.0638434,0.7002351,1.1710502,1.1307763,0.81801265,1.3124315,1.0821582,1.0987475,0.7499684,1.3114133,0.7557123,0.71875036,1.347456,0.76093715,1.0141143,1.0706809,1.3068718,0.75983393,1.1759274,1.0712426,0.8360008,0.8112035,1.073769,0.54695636,0.92351055,0.90075284,0.7355211,0.8418815,0.9467812,1.2962106,0.7791071,0.9194199,0.85696137,1.1934152,0.88552415,0.624818,1.1525701,1.307965,1.1828166,0.9296337,1.2948456,0.93111765,1.085982,0.8212269,1.1919612,0.97699845,1.2270067,0.77963865,0.8454198,0.6655756,0.61147535,0.7156391,1.1754746,1.1771119,1.2991476,1.101004,1.1118126,0.59573174,0.49585724,0.881927,1.3137022,0.83697474,0.73281664,0.76313066,0.8849984,0.83201885,1.3740095,1.1799717,1.0943048,0.93499863,1.2841177,0.82080245,1.1654899,1.0225546,1.3551264,1.2105957,1.3619686,0.6090688,1.2214168,0.7070546,0.9039583,1.0263958,0.80663437,1.0757376,1.2453225,1.3379676,0.73090875,0.5671437,0.77959734,1.1357547,0.77143323,1.006559,1.0522405,1.1478966,0.7219638,1.1708536
broom,1.061696,1.0890923,1.2641796,1.1727027,1.1336683,1.0970427,0.94709325,0.8507116,1.0979466,1.4008543,0.8667665,1.2588851,1.4740411,0.772982,1.328192,1.0882266,1.2656306,0.8380822,0.85188913,1.2633181,0.9768168,0.0,0.8592087,0.6509902,0.97658956,0.8013558,0.9249991,1.0996674,0.830819,0.9854391,1.1779643,0.9865111,1.087957,1.3317119,0.9515616,0.7531061,1.2594966,0.9981493,0.9201926,1.2301393,0.81929016,0.851242,1.1682576,0.98325527,1.0702357,0.8679337,1.1844842,0.8511738,0.9041007,0.8528968,0.9054341,0.5506765,1.1460826,1.0822779,0.73152196,1.1918315,1.1568062,1.1900134,1.2395879,0.937062,0.67742884,1.227627,1.1199908,0.6739609,0.8297373,0.45706844,1.1063936,1.2135886,1.1239302,1.2656523,0.9812432,0.929031,0.85426617,0.899043,0.85752994,1.0658771,0.7804996,1.106018,1.3870729,1.0837069,1.3427689,0.8128934,0.869696,0.7498019,1.3356905,0.55262667,0.824834,1.0877935,0.7675294,0.7130279,0.9667924,1.2118145,1.1264666,0.79864436,1.2834132,0.9719537,1.2262663,0.2582785,0.8607806,1.1479142,1.2819334,0.8444363,0.89690524,0.8782573,0.55116415,1.0147362,0.9973968,0.80611837,1.2921546,1.377008,0.8014891,0.93033344,0.85336053,1.2393922,0.7999142,1.306401,1.1487352,0.40733498,0.9669059,0.6453451
bucket,1.2621518,0.929806,1.1928442,0.9247033,0.87079996,0.9857842,0.55262244,0.9297131,1.2369337,1.255195,1.029329,0.9211076,1.1964581,1.027105,1.1296287,0.9634139,0.9181025,0.65058357,0.7644196,0.8736632,0.7651706,0.8592087,0.0,0.4929266,0.900965,1.072183,1.315707,0.71004707,0.8120339,1.0154983,1.0319505,0.9418086,1.1185275,1.1504539,0.8974526,0.8900036,1.05147,0.58084935,1.1307818,0.8925009,1.0290213,0.7611346,0.9370069,1.1308101,0.89808315,0.9489489,1.182767,0.9248899,1.0873021,0.83547205,0.8839502,0.9063555,1.0448341,1.3089876,0.9945459,0.85251397,0.80785954,1.249761,1.1565081,0.79809606,1.0573753,1.2309605,1.0732167,0.9478928,1.0009968,0.79199564,1.0670604,1.1240305,0.7904849,0.93488246,1.1876236,0.9158914,0.6334745,0.9742266,0.8632345,0.82804495,0.85551214,1.1899035,1.2338418,1.0549315,1.1104094,0.89126164,0.90379864,0.8160513,1.2938783,0.81202435,0.83283937,0.8604884,0.6327875,0.7795234,1.1215357,1.2961795,1.1494608,1.0583087,1.2868807,0.79083955,1.0633993,1.0290767,1.1996516,0.83969355,1.1947281,0.81277895,1.216059,0.74155575,0.9299795,0.98528314,0.8458811,0.79646015,1.3122523,1.3035048,0.8728449,0.8632251,1.0736094,1.1336734,0.65587074,0.81400067,0.87366766,0.85039353,0.9862851,1.1067443
can,1.054893,0.8680639,1.3184161,1.1074593,1.0579762,0.8864406,0.72250164,1.0144708,1.2401114,1.4681101,0.6355107,1.277433,1.5250181,0.8697685,1.4074206,1.2404923,1.130327,0.42933226,0.37469923,1.321265,0.7835744,0.6509902,0.4929266,0.0,0.74557364,0.8165642,1.1085901,1.0433786,0.6561015,1.3395543,1.2655683,1.1081381,0.92774326,1.4407372,0.96752137,0.39008033,1.388533,0.59442407,0.96553826,1.1295744,1.1524359,0.72192025,1.1969506,1.2269045,0.7367085,0.5103752,1.1615946,0.6722876,0.7010968,0.55618995,0.8789824,0.64967275,0.9890681,1.1167853,0.45239186,1.1939976,1.0371996,1.3952985,1.2756158,0.5281237,1.1468654,1.3652554,1.3258802,0.8510211,1.1594853,0.37110358,1.2641836,1.3481274,1.1790872,1.336162,1.3502762,0.49239588,0.5773525,0.7075424,0.4839977,0.70050263,0.9807955,1.142567,1.4521308,1.3146937,1.3745464,0.52610683,0.69329536,0.54025453,1.3885678,0.47932464,0.4403829,0.79113686,0.54752845,0.4525857,1.2865319,1.3131264,1.3206196,0.9376748,1.402289,0.80660415,1.2416421,0.8035027,1.2345936,1.015621,1.292552,0.42345548,1.1240584,0.77373916,0.7836573,1.3327818,0.65597117,1.0193052,1.4062665,1.4307016,0.6695638,0.60495245,1.0481584,1.3937652,0.6245078,1.0681019,1.0447177,0.68071467,0.7259378,0.8763734
car,0.9214026,0.92399335,1.3172336,1.128849,1.1217391,0.9017559,0.71649253,1.0223436,0.96095836,1.1276026,0.8741666,1.0818894,1.3086073,0.928789,1.1068704,1.0506465,0.90447843,0.5481048,0.51554644,0.9906539,1.0638434,0.97658956,0.900965,0.74557364,0.0,0.9406728,1.0324479,0.954989,0.80398023,1.1212952,1.2528713,1.0555308,0.775225,1.1579348,1.0574948,0.6283978,1.0391676,0.796157,0.9436692,1.1771427,1.0903624,0.9361301,1.2138908,0.9641779,0.94230264,0.84044343,0.9868103,1.0495185,0.54262745,0.5267137,1.0646808,0.7617023,0.94339144,0.96639717,0.6973709,1.2135144,0.91244227,1.1458703,1.3049543,0.82055867,1.0660425,1.1213924,1.2773745,1.036915,0.9663045,0.68036115,1.305116,1.3143425,1.2524204,1.2595394,0.88450044,0.72901106,0.98594373,1.079549,0.82912546,0.96567374,0.88808036,1.029634,1.1589923,1.2671196,1.189329,0.72279835,0.96439356,0.9096879,1.1404372,0.7046624,0.6858516,0.9302479,0.8103831,0.5337975,1.0521677,0.8969675,1.198171,1.0151131,1.2308207,1.0218481,1.1796553,1.0489804,1.0650585,1.0463741,1.0466837,0.79991776,1.0758872,1.2570611,0.87807006,1.2080251,0.82355535,0.8991192,1.221471,1.1317431,0.8263542,1.081287,1.0262628,1.3463002,1.0151477,1.0308142,1.0032372,0.9397073,0.9223776,0.94124717
carrot,0.83501,0.94129574,1.1199496,1.087228,1.0492274,0.882916,1.0930166,1.3188951,1.1350173,1.346089,0.5299309,1.250051,1.314578,0.697845,1.3219326,0.96782595,1.0101988,0.7153105,0.6139091,1.2104405,0.7002351,0.8013558,1.072183,0.8165642,0.9406728,0.0,1.1513894,1.2327636,0.95437557,1.2779894,1.2611182,1.1567305,0.8427228,1.3228953,0.8244289,0.38889337,1.3148721,0.8137171,1.1053125,1.2675037,1.3333088,0.92426836,1.3538309,1.0922434,0.9181775,0.74210703,1.1496884,0.4928015,0.6468476,0.78852713,0.9772765,0.7649084,1.006124,1.0506206,0.6656629,1.1283808,0.9712913,1.2255217,1.0054781,0.7852702,1.1720965,1.1993427,1.1169778,0.9116061,1.1244485,0.89919144,1.0591254,1.1008445,1.2937475,1.1991588,1.0352094,0.5302995,0.8427216,0.7873819,0.6676005,0.825337,1.2494748,1.1843878,1.2647046,1.2324417,1.193759,0.38928843,0.47849727,0.955555,1.3189247,0.81133485,0.6083697,0.70656264,0.95544285,0.8270168,1.3539944,1.1513476,1.0554888,0.8833183,1.2556672,1.0574797,1.1737887,0.7731319,1.255348,1.2422315,1.2934723,0.7299171,1.1729858,0.96035576,0.7859521,1.2050226,0.79471016,1.231318,1.233007,1.2355927,0.788493,0.6780882,0.6240605,1.0865158,0.7527008,1.0902133,1.1944838,0.9547622,0.80157506,1.0318413
cat,0.93968976,1.3255105,0.93863326,1.2233591,1.2586222,1.0950987,1.2951437,0.79983425,0.7898699,0.8091353,1.0650225,1.0447972,0.9587993,1.1886469,0.79898524,1.1311427,1.41709,1.3403335,1.219499,1.1619132,1.1710502,0.9249991,1.315707,1.1085901,1.0324479,1.1513894,0.0,0.96027684,1.2500386,0.8984891,0.8874645,0.9540576,1.0864456,0.7868978,1.2142774,1.2985377,0.9185004,1.4869504,0.32149154,1.0045099,0.75475913,1.1356622,0.89399135,0.75690347,1.2598319,1.0092095,1.0087596,1.1685296,1.1041136,1.2469516,0.8305577,1.1705227,1.2076004,0.7298167,1.0345185,0.9305257,1.4420332,0.8964183,0.9810192,1.1087486,0.8592215,0.88604283,0.97851527,0.9476444,0.9048312,1.0835603,0.9924666,1.0087609,1.0509553,0.96291,0.84182173,1.1986307,1.0231161,1.080941,1.0571046,1.2952464,0.88231367,0.6689034,0.9325951,0.8213149,1.234564,1.3052037,1.3534884,0.6122997,0.8601717,0.9884163,1.1396557,1.2984635,0.99078506,1.1201935,0.730718,0.58728087,0.7806982,1.1599817,0.87220645,0.9907735,0.84035486,0.8743168,0.69938076,1.0807589,0.8779632,1.0721409,0.6324603,0.9661262,1.1510665,0.96389204,1.323283,0.7813764,0.7952899,0.98359597,1.081569,1.1430184,1.0715463,1.0990252,1.0077335,1.4011271,1.1125062,0.91752094,1.091439,0.741814
chair,1.0760342,1.2417941,0.88205665,1.0805242,1.1144286,1.1729567,0.9305465,0.7651312,1.0907549,0.5768793,1.136292,0.47408247,0.8336367,1.259023,0.60358393,0.95250684,0.87167907,1.2433982,1.2511426,0.44676965,1.1307763,1.0996674,0.71004707,1.0433786,0.954989,1.2327636,0.96027684,0.0,1.3820051,0.66751325,0.79893786,0.88550884,1.2424755,0.32297057,1.1417978,1.3487654,0.41115493,1.1873026,0.9324486,0.84843993,0.70475847,0.7422189,0.7900748,0.939459,1.2770984,1.4043981,1.1094915,1.170379,1.3422463,1.2391615,1.1640384,1.2811806,1.2477424,1.1172954,1.3257246,0.9132931,1.0547898,0.9444469,0.9549755,1.2055326,0.929135,0.8029275,0.9164094,0.99990547,0.6393898,1.312046,0.98744017,1.0340805,0.8271532,0.81858355,0.78683513,1.3034627,0.7932917,1.2270186,1.2619748,1.3032217,0.65270776,1.1031051,0.74252784,0.52151906,0.8844488,1.1939335,1.1422485,0.73285425,0.8019297,1.1443264,1.2413788,1.3072274,0.6780539,1.1374135,0.697063,0.8694712,0.6907279,1.187749,0.8295152,1.0932593,0.70587516,1.1377518,0.8591278,0.96661997,0.85633016,1.2591488,1.1394325,0.9743,1.2178736,1.0166221,1.1807928,0.45900542,0.79674476,0.8940033,1.329464,1.2226459,1.2810295,0.8932594,0.84530985,1.0381529,0.8944706,0.93259096,1.2237589,1.1718287
clock,1.1108104,0.6614278,1.275258,0.7920208,0.7189825,0.9304955,0.7080248,1.1440105,1.135152,1.3927631,1.0000197,1.3321213,1.4251103,0.76699495,1.3805892,1.146544,1.0752445,0.4757794,0.6041385,1.3750823,0.81801265,0.830819,0.8120339,0.6561015,0.80398023,0.95437557,1.2500386,1.3820051,0.0,1.2454574,1.226644,1.0402468,0.8683978,1.4755161,0.9345734,0.625441,1.3441018,0.6677274,1.0831544,1.0993009,1.1423036,0.9700491,1.2082145,1.1201687,0.5065657,0.6209288,1.0470091,1.0005765,0.76477134,0.60066724,0.96180135,0.57585114,0.7876846,1.0223521,0.6984849,1.1513655,0.91309553,1.2551432,1.3502547,0.7053106,1.0614939,1.3582225,1.2813295,0.98522127,1.1483253,0.3673737,1.24591,1.1291484,1.1494004,1.3110627,1.2634394,0.7320243,1.1383559,0.94142264,0.73457193,0.50759906,1.0625662,1.0709486,1.3545027,1.4209151,1.2486802,0.8383181,0.92394763,1.1069398,1.2993126,0.75348425,0.7303021,0.58884656,0.96200514,0.6267466,1.2493906,1.2684557,1.3423972,0.8038267,1.3016646,0.8745278,1.37591,0.9940704,1.1856132,1.0173309,1.2365935,0.6965399,1.0150965,1.047036,0.6086913,0.99004567,0.69256246,1.1834136,1.3292186,1.2841921,0.6210886,0.92775154,0.91074,1.3109084,1.1068573,0.82092935,1.0060993,0.8325711,0.80884624,0.9019098
closet,1.0632554,1.2066998,0.798242,1.0681336,1.09619,1.1232343,1.0157763,0.725508,0.78442246,0.63134205,1.2796237,0.7189482,0.8316615,1.2426484,0.75376964,0.9778691,1.1061168,1.2914658,1.347648,0.79564786,1.3124315,0.9854391,1.0154983,1.3395543,1.1212952,1.2779894,0.8984891,0.66751325,1.2454574,0.0,0.8038292,0.95894116,1.3068428,0.59310853,1.1631687,1.4334288,0.41518223,1.2676835,0.984347,1.0055053,0.55196893,1.0507579,0.80107796,0.90523046,1.2411764,1.353848,1.0242136,1.3517699,1.232927,1.2879438,1.1527013,1.2844216,1.2304282,0.9386657,1.3913566,0.99121195,1.1942894,0.7471709,1.113591,1.4146259,0.78363717,0.7955195,0.8013989,1.000527,0.28831732,1.192262,0.9037297,1.0510947,0.6299977,0.9510728,0.7002442,1.3756084,1.1388501,1.3506882,1.3775079,1.2839818,0.46326566,1.0662727,0.83012515,0.6746119,0.9471636,1.4417728,1.42975,1.1665874,0.76571894,1.1989355,1.3528353,1.3128117,1.1272049,1.1843742,0.36278635,0.8861151,0.928421,1.1822729,0.7390052,1.1863589,0.8522725,1.0499321,0.6051467,0.8249124,0.8078301,1.4382083,0.85033184,1.2116508,1.1442599,0.9128034,1.2396483,0.6690438,0.7515866,0.818831,1.2983823,1.4318738,1.2335303,0.8123417,1.2410256,1.1537781,0.9362668,0.8982038,1.3179137,0.8761908
coat,1.200286,1.1390177,0.81642205,0.97268695,0.9708092,1.0766735,1.0997857,0.9509455,0.953116,0.80186063,1.30634,0.8351325,0.57857734,1.1916453,0.6707938,0.9663485,1.0607002,1.3162547,1.3922185,0.89798975,1.0821582,1.1779643,1.0319505,1.2655683,1.2528713,1.2611182,0.8874645,0.79893786,1.226644,0.8038292,0.0,0.89366484,1.2140758,0.7179303,1.0138994,1.4258463,0.8944882,1.2916545,1.041064,0.87684584,0.8505232,1.0711106,0.6859926,0.906672,1.163899,1.360873,1.0866895,1.2195992,1.3616575,1.2977436,1.0705599,1.1377051,1.2420244,1.0428399,1.3941985,0.82426584,1.1078327,0.8428772,0.77500266,1.1517489,0.98972434,0.80272436,0.5674162,0.9955574,0.9689369,1.2877555,0.7397442,0.66618645,0.86617184,0.78615993,0.9780731,1.3561633,0.93782383,1.1724253,1.3177023,1.1787174,0.9145328,0.7254325,0.6438184,0.52849984,0.8214268,1.3323638,1.1819096,0.98868716,0.86166453,1.2766504,1.4052259,1.1716319,0.9745144,1.3717148,0.8043686,0.9262801,0.609831,1.0662644,0.8051047,1.1239423,0.56042206,1.1249712,0.9462524,0.9630301,0.90053976,1.3543196,0.97455376,0.9640567,1.1707859,0.89072573,1.2642083,0.9193359,0.729552,0.92305803,1.2928256,1.2458193,1.129042,0.7483685,0.9554602,1.1130055,1.0245662,1.1052598,1.1992066,1.0722193
comb,1.1540494,1.1530356,1.0533932,0.996363,0.99784696,1.149277,0.8979616,0.85078055,0.9469135,0.92963094,1.1835334,0.6290705,0.9323367,1.1302104,0.90097654,1.0377934,0.9963955,1.1081319,1.2045126,0.8531384,1.0987475,0.9865111,0.9418086,1.1081381,1.0555308,1.1567305,0.9540576,0.88550884,1.0402468,0.95894116,0.89366484,0.0,0.9197971,0.9531146,1.0389578,1.2399315,0.8761321,1.1118085,1.0009272,0.8862883,0.79382926,0.85954154,0.8662362,0.85871387,1.1438285,1.2261053,0.8946678,1.1706859,1.2138038,1.1673821,1.0438294,1.0681878,1.2004592,0.9783153,1.1935891,0.91534865,0.9260937,0.96409106,0.9082968,1.1783326,0.95678824,0.94766784,0.824475,0.8573239,1.0514377,1.0048246,0.9927746,1.0593177,0.9212751,0.9102382,0.9904726,1.2324802,1.0195694,1.1010581,1.086251,1.1413845,0.8584629,1.0047379,0.88322943,0.9581644,0.99288917,1.2237744,1.056094,1.0818721,0.9523177,1.0877795,1.3098915,1.220299,0.99426925,1.1357286,0.8868256,0.98747647,0.8881636,1.1410247,1.079848,1.1194744,0.9558939,1.0090847,0.8797065,0.9629313,0.7931396,1.2436347,0.9117592,0.91648555,1.1868359,0.9086271,1.208616,0.8982059,1.1073394,0.9114731,1.2378011,1.1554872,0.9087754,0.8623918,0.99036497,1.001963,0.94937813,0.98336464,1.0925003,0.91657275
corn,0.9489313,0.97454435,1.1076419,1.0381349,1.0360364,0.8777149,0.86975574,1.2202252,1.0703684,1.1512692,0.94428533,1.0938758,1.0554168,0.9542162,1.1719906,1.0233074,0.7686893,0.81707096,0.8846156,0.90282667,0.7499684,1.087957,1.1185275,0.92774326,0.775225,0.8427228,1.0864456,1.2424755,0.8683978,1.3068428,1.2140758,0.9197971,0.0,1.286495,0.8137668,0.7702411,1.2020406,0.7470664,1.1273384,1.1150537,1.1990368,0.9619872,1.1925099,1.1061339,0.9179628,0.9232927,0.81198096,0.90595824,0.88538647,0.8296771,1.0213124,0.8168764,0.86931396,0.9446696,0.8640029,1.208504,0.63975495,1.0449773,0.9134126,0.8794859,1.2597692,0.9861963,1.0529555,1.0072607,1.223062,0.92709845,1.0747188,1.0930954,1.1185061,1.1144936,1.0439785,0.8747082,1.0834037,0.8799926,0.8581283,0.9212744,1.1107632,0.9868979,1.0448917,1.2480186,0.9513111,0.8371719,0.74350584,1.1546024,1.1427581,0.9268636,0.9244519,0.94811726,1.0666983,0.84632015,1.1157538,0.9394354,1.2335593,0.88365805,1.166481,1.0788761,1.2888348,1.1379989,1.1620508,1.1417027,1.0634589,0.92045486,1.0523303,1.0555567,1.0541136,1.1315919,1.0062474,1.1617047,1.1846703,0.90443164,1.0038226,0.9236275,0.7107271,1.0354973,1.0879813,0.90806997,0.95625234,1.0824409,0.94750595,1.02787
couch,0.9968826,1.366162,0.60337734,1.0901663,1.1586684,1.148242,1.2584426,0.76312935,0.89794934,0.17819238,1.2875531,0.4810329,0.5086134,1.263653,0.3141976,0.993296,0.9806771,1.5204226,1.4768002,0.576419,1.3114133,1.3317119,1.1504539,1.4407372,1.1579348,1.3228953,0.7868978,0.32297057,1.4755161,0.59310853,0.7179303,0.9531146,1.286495,0.0,1.1958704,1.5781933,0.30123103,1.4112005,0.9340896,0.7962251,0.63864404,1.0741587,0.66484106,0.87635255,1.3651679,1.4504154,0.89999694,1.3079,1.3260213,1.4256872,1.184123,1.544451,1.2492477,0.98923755,1.5491314,0.8893474,1.1788412,0.66124827,0.8611594,1.4237351,0.90995634,0.62330395,0.7744628,1.1612934,0.66627765,1.5756729,0.8153831,0.9485282,0.7756276,0.7575649,0.770752,1.4135085,1.0594884,1.3731099,1.4383938,1.4029205,0.7752662,0.9013977,0.38759708,0.44449902,0.7776135,1.4614536,1.40555,0.9277178,0.45830405,1.3783962,1.4108648,1.3798168,1.0991759,1.3939018,0.57935846,0.7610928,0.6637809,1.3255368,0.50709474,1.1825106,0.5685809,1.2318627,0.6696211,0.90293276,0.63097066,1.485789,0.92142683,1.0953541,1.3958719,0.9340781,1.3921916,0.7516327,0.49940914,0.5885018,1.3947049,1.3330733,1.2727213,0.73328376,1.1233622,1.0861502,0.943082,1.1984526,1.360568,1.0893239
cracker,1.0695325,0.91315216,1.0765088,1.0464857,1.060515,0.8813021,0.9111907,1.1493751,1.0732174,1.1588571,0.9107284,1.0835903,1.0054126,0.8647894,1.1559751,0.8264345,0.67093235,0.86995864,0.9094484,0.86644405,0.7557123,0.9515616,0.8974526,0.96752137,1.0574948,0.8244289,1.2142774,1.1417978,0.9345734,1.1631687,1.0138994,1.0389578,0.8137668,1.1958704,0.0,0.81724524,1.1720928,0.72839284,1.1650453,1.06921,1.1754164,0.93127745,1.1310526,1.1118196,0.9635142,1.0246394,1.0696547,0.88091564,0.9983254,1.0027378,0.99221635,0.864823,0.9289631,1.1719738,0.99428445,1.1501223,0.63500875,1.0836998,0.9860545,1.0041755,1.1021004,0.97072035,1.0059581,0.9834376,1.1483079,0.9849095,0.9619919,1.0375764,0.97359115,1.1529171,1.159915,0.95758086,1.0827118,0.9616105,0.9745466,0.93100125,1.1483827,1.094725,1.089588,1.0916009,0.8939737,0.84296054,0.8153554,1.0744506,1.090318,0.9404589,0.8942467,1.0066075,1.0627841,0.92214394,1.170433,1.1547552,1.0397013,0.80811286,1.1239504,1.0109845,1.1629786,0.9027498,1.1624979,1.0529087,1.1289585,0.97290295,1.1062393,0.99298084,0.94846195,1.0798372,0.91212887,1.1377594,1.140906,0.98934144,0.9586035,0.9844973,0.90769494,1.0060189,1.0310531,0.9163883,0.8484429,1.0599298,0.9804519,1.1002482
crayon,0.8638844,0.7901469,1.3408244,1.1264149,1.0792474,0.8060046,0.80702245,1.2378433,1.2202594,1.5472214,0.4053406,1.3959949,1.5882579,0.69547623,1.5200732,1.1213254,1.0244724,0.26255047,0.17349976,1.4154289,0.71875036,0.7531061,0.8900036,0.39008033,0.6283978,0.38889337,1.2985377,1.3487654,0.625441,1.4334288,1.4258463,1.2399315,0.7702411,1.5781933,0.81724524,0.0,1.5117085,0.56377524,1.0916152,1.3249419,1.3912443,0.857975,1.4428644,1.1507865,0.6992912,0.4337499,1.1487436,0.48622334,0.28367132,0.36634016,1.0156,0.5207406,0.8377012,1.0985171,0.26185596,1.3045568,0.9069076,1.3864913,1.2830331,0.5039649,1.2132776,1.4025953,1.3982794,0.8504596,1.2077231,0.45001388,1.2916967,1.2839887,1.3571879,1.4514353,1.2755673,0.17967832,0.8156086,0.68120015,0.472125,0.65399706,1.2574687,1.2439442,1.4887537,1.4982297,1.367487,0.15322465,0.44889557,0.86234117,1.4159851,0.5689732,0.33095372,0.6299205,0.83898866,0.4671437,1.4641924,1.2524788,1.3277647,0.8059779,1.450556,0.9838936,1.396235,0.8266624,1.3442886,1.1626949,1.3108997,0.37981027,1.1976303,0.97238797,0.6612839,1.3517873,0.59425294,1.2782729,1.4709201,1.4126457,0.5530082,0.6041795,0.7660214,1.3289771,0.771204,1.0046792,1.1014597,0.8013089,0.54700387,0.96663636
crib,1.0139238,1.2545503,0.78365517,0.96976596,1.0454457,1.1021975,1.0481305,0.8544996,0.79874116,0.26314414,1.351043,0.44076943,0.5984684,1.2679224,0.44257414,0.9434846,0.8863556,1.3700867,1.3966181,0.5153171,1.347456,1.2594966,1.05147,1.388533,1.0391676,1.3148721,0.9185004,0.41115493,1.3441018,0.41518223,0.8944882,0.8761321,1.2020406,0.30123103,1.1720928,1.5117085,0.0,1.3085387,0.9573748,0.7392387,0.6508178,1.0310231,0.7290616,0.91834044,1.2830079,1.4233809,0.9268364,1.4240266,1.2973467,1.2946007,1.2244244,1.4272535,1.1560661,0.95274764,1.5141208,1.0020413,1.0901879,0.7554215,1.0638428,1.4420924,0.9363829,0.61673003,0.90248144,1.1768849,0.51688504,1.4375657,0.95276165,1.0785506,0.73813343,0.90689313,0.7226318,1.4301739,1.2268382,1.439537,1.414845,1.333796,0.6114305,1.00247,0.5600884,0.6275563,0.8323975,1.4649416,1.4434552,1.1666576,0.5678079,1.2910278,1.346798,1.2912318,1.0665066,1.2717862,0.49788898,0.81891173,0.80995405,1.238922,0.6743856,1.1964247,0.76264524,1.2590692,0.6877375,0.9096635,0.5341647,1.4908651,1.002224,1.294926,1.3069785,0.9032581,1.2850895,0.65982664,0.667287,0.56209797,1.3990995,1.4577236,1.2777524,0.77871907,1.2942573,0.9016381,0.76853585,1.0525916,1.347204,1.1027119
cup,1.1797416,0.71132296,1.2215257,0.888301,0.8618989,0.8693445,0.67738986,1.1930289,1.255737,1.4142319,0.82714915,1.1670749,1.2723465,0.8705658,1.4132099,1.0637385,0.50145024,0.46218646,0.5656216,0.91899586,0.76093715,0.9981493,0.58084935,0.59442407,0.796157,0.8137171,1.4869504,1.1873026,0.6677274,1.2676835,1.2916545,1.1118085,0.7470664,1.4112005,0.72839284,0.56377524,1.3085387,0.0,1.2502832,1.1398499,1.249865,0.8946076,1.2132968,1.1800236,0.6725837,0.72060126,1.0637653,0.73058397,0.74154055,0.66192937,0.9911833,0.85429424,0.83464617,1.1515517,0.7373704,1.1608125,0.35165238,1.2266957,1.077679,0.7612089,1.2740571,1.21554,1.1662761,0.96379805,1.1713732,0.7208669,1.155472,1.1426446,0.9604349,1.2037789,1.2494128,0.6625503,0.839854,0.88559186,0.7304677,0.6049764,1.0864178,1.2615495,1.303315,1.3573723,0.6796594,0.67316985,0.6715923,1.1115887,1.2908636,0.7627321,0.6821976,0.72209513,0.84099513,0.64382386,1.2297893,1.3330278,1.3393111,0.96483624,1.2228514,0.9699179,1.2651466,1.1016719,1.3254635,0.92818844,1.2527541,0.7783849,1.2647593,1.0337617,0.9207011,1.1126292,0.6491971,1.211799,1.333159,1.0304732,0.8507937,0.80554587,0.9686707,1.0746945,0.9416548,0.7425206,0.85751104,1.0576197,0.9084117,1.137542
