,alligator,ankle,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,eye,face,finger,fish,flower,fork,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hair,1.2599837,1.1781292,1.2909999,0.7699151,1.2542124,1.2698929,1.3289474,0.7135993,0.68113124,1.3180405,0.7576128,0.7493751,0.97313356,0.6105391,1.2334512,1.3477826,1.3363283,0.9745162,0.99615973,1.3580847,1.1843423,1.3024137,1.0768114,0.63815916,0.7388258,1.1501708,1.1809168,0.8555,0.6568508,1.2220407,1.4352728,0.7943015,1.3615557,0.7123965,0.8073571,0.8534212,1.3287771,0.72555566,0.99738216,0.99123365,0.6295833,1.0749007,0.8358769,1.0248448,1.3357605,1.3111207,1.0590079,1.0193079,0.96077484,1.144283,0.0,0.7411566,0.9245794,1.2323194,0.8934585,0.77530396,0.65445554,1.2289184,0.9734254,1.362442,0.72633696,0.7902049,0.91126823,1.1887503,1.2663857,1.3494655,0.9585868,0.8159103,1.1502943,0.97244006,0.60671973,0.73931926,0.8690957,1.4320655,1.4301398,1.1516904,1.2726841,1.1308,1.4521289,0.93308544,0.9930836,1.308912,1.1087296,0.8245217,0.9202712,1.1326907,0.5984197,0.98774725,0.6546844,1.1345378,0.9002398,0.95330095,1.4000418,0.9623855,1.3501518,1.2874072,1.0052688,1.217859,0.79979795,0.6616092,0.82752204,1.4925144,1.012305,1.0494263,0.79859006,1.375479,1.0664694,1.3654507,0.8959042,1.0224221,1.1797093,1.2468657,0.8064778
hand,1.2853479,1.0088311,1.0422195,0.4296862,1.1839523,1.2682419,1.3500872,0.91317433,0.84267694,1.179762,0.8032955,0.6470201,1.1364585,0.7230878,1.0036168,1.3719909,1.425598,0.864265,0.84662414,1.4302535,1.2571288,1.3410218,1.3263831,0.85137343,0.8878627,1.1944821,1.1518223,0.88251853,0.87837166,1.0953579,1.3634827,0.9793688,1.470715,0.9022117,0.7428963,1.0193441,1.2183222,0.6215241,1.0721505,0.8824518,0.80838734,0.6193062,0.74561644,1.2303205,1.1894615,1.2916439,1.1422347,0.6173154,1.0117306,0.92765373,0.7411566,0.0,1.1264603,1.2722524,0.8334278,0.9331051,0.57460046,1.0648842,1.0164064,1.5042746,0.43348515,1.0407895,0.7922132,1.0545257,1.2473977,1.2916993,0.7344531,0.72305715,1.2477564,1.1158117,0.7934287,0.6578547,0.77339095,1.2913465,1.2702963,0.94795585,1.2623522,1.2976592,1.3927333,1.0809556,1.0802728,1.2930025,0.9506075,1.0332028,1.149971,0.9466807,0.7628237,0.8417002,0.68960834,1.2035403,0.8159007,1.0419445,1.1149977,1.1102257,1.1054028,1.2725914,0.8607323,1.1833155,1.1343033,0.9057667,0.7619261,1.4020526,0.5414563,0.7444761,0.6360074,1.3957288,0.95427346,1.2816458,1.0951153,1.12398,1.0748225,1.0433732,1.0801796
hat,1.0828941,0.6658126,0.6650745,1.3189502,0.35803854,0.72382253,1.0032066,1.3518214,1.3317305,0.83846134,1.3497562,1.1044053,1.1102121,1.2165327,1.0784081,0.69930065,0.8497883,1.2614849,0.7611441,0.92613554,0.8826714,0.8521458,0.9477491,1.1498108,1.2527369,0.6671002,1.0334597,1.203676,1.2654003,0.8778729,0.74665904,1.3532666,0.7617654,1.1304253,0.8137496,1.3909814,1.1232915,0.80806416,0.5194939,0.95837617,1.1419725,0.7146344,1.1350535,0.85876554,0.90571725,0.7741577,0.71460694,0.7848435,1.0999467,0.77345014,0.9245794,1.1264603,0.0,0.8999801,1.2565739,1.1832482,1.1778066,1.0422015,1.16491,0.8987565,0.9758169,1.1550575,0.90421665,0.7750007,0.6826103,0.89102066,0.7761719,0.7716963,1.1217254,1.1055744,1.1390355,1.211674,1.2411432,0.8509053,0.8136518,0.94594413,0.74810946,0.95324713,0.89514136,1.0765998,1.1385051,0.8682599,0.82707286,1.3785564,0.78395116,0.839353,1.2181906,0.94140834,1.1117104,0.88098645,1.3657408,1.0707749,0.5781695,1.0631015,1.0615715,0.9203086,1.1178318,0.67627805,1.1851023,1.0158418,1.3419623,0.7803142,0.7538464,0.96189475,1.2172393,0.81313056,0.99421114,0.8919754,1.1859066,1.1123136,0.9623103,0.60375726,1.2602906
horse,0.9106248,0.9889995,0.8194551,1.278419,0.71729434,0.95335186,0.86292267,1.1674362,1.2914014,0.9282464,1.3034539,1.192174,1.0435048,1.2862384,0.97782356,0.8838922,0.9275596,1.1271468,1.0590396,0.89431536,0.7133863,0.9515196,0.8950119,1.0140649,1.1815721,0.754915,0.9335877,1.0825006,1.2773412,0.85802686,0.8564032,1.156991,0.86465406,0.9073406,0.9441256,1.2170419,0.9675758,1.1775113,1.0621405,1.1907319,1.161752,1.102368,1.1212249,0.86613214,0.8223936,0.63069195,1.0207158,1.0407118,1.1245674,1.0101349,1.2323194,1.2722524,0.8999801,0.0,1.1096299,1.1531788,1.2814219,1.0183557,1.0939893,0.9266741,1.1921341,0.9268285,1.0692247,0.76080954,0.95378596,0.87936723,1.090574,1.137616,1.00083,1.0439227,1.2191024,1.2619817,1.158845,0.8640725,0.8702835,0.96879804,0.905313,0.81815416,0.89114624,0.30731767,0.9610435,0.75937426,0.98234534,1.2016299,0.36381298,0.7928783,1.246508,0.985095,1.2436516,0.75619495,1.183022,1.1101937,0.79790473,1.0664611,0.88237536,0.8937776,1.0385088,0.8904424,1.0931431,1.1430783,1.2124563,0.7133902,1.1286993,1.0588405,1.1468985,0.8316109,0.9567272,0.86002755,1.0509119,0.9848994,0.94671816,0.9137556,1.1688898
hose,1.1667562,1.2166493,1.2491406,0.74422216,1.2383834,1.2879119,1.1875693,0.7153671,0.6536777,1.3166497,0.6891023,0.7690501,0.95034045,0.68454164,1.0244583,1.3408663,1.2817245,0.7718098,1.2197082,1.2655534,1.0689145,1.2997994,1.2619354,0.80975294,0.77485037,1.2175479,0.92196804,1.0196848,0.77054864,1.1839341,1.398088,0.6890305,1.3557875,0.8304428,0.9989888,0.8860645,1.121712,0.9788501,1.3407056,1.0395796,0.9492838,1.2610117,0.7055361,1.0753706,1.2763786,1.1709609,1.2866541,1.0069275,0.9665603,1.0986648,0.8934585,0.8334278,1.2565739,1.1096299,0.0,0.8818587,0.6893729,1.0031636,0.9387614,1.3552775,0.74010503,0.8380335,1.0666766,1.1420999,1.3767222,1.3023846,1.001511,1.0873816,1.0421987,0.9519708,0.8240485,0.78620654,0.7569461,1.3151817,1.335928,1.0783762,1.432169,1.1542348,1.1663752,0.9364967,0.85247,1.2441169,1.2106303,0.9052842,1.0799606,0.97319907,0.8222563,0.9320277,0.8424494,0.9989255,0.73756975,0.7483725,1.3406351,1.0590723,1.1807722,1.096284,0.41664302,1.3086212,0.941012,1.0541337,0.6390301,1.1395379,1.2287992,1.0980977,0.6445913,1.3446397,0.84799826,1.1744599,0.9681102,1.0142152,1.230133,1.268676,0.90160114
jacket,1.1843559,1.2236028,1.3166771,0.70804656,1.3099475,1.2449431,1.1993675,0.6380106,0.5662183,1.0189694,0.57240915,0.8654767,1.0775863,0.5952295,1.1679486,1.3405799,1.2584715,0.9014318,1.1777426,1.1639241,1.2386352,1.0481148,1.1290963,0.8381469,0.46948886,1.2551163,1.1725612,1.1032917,0.601302,1.2273154,1.35382,0.7804757,1.3122667,0.9386596,1.1209913,0.7037472,1.2870154,0.93475455,1.2204987,0.97061676,0.9816646,1.1982388,0.9659634,1.1266003,1.3768231,1.3024278,1.2222366,1.0171658,0.9888436,1.4371712,0.77530396,0.9331051,1.1832482,1.1531788,0.8818587,0.0,0.49662107,1.0874807,0.7853292,1.2166635,0.9547178,0.71014327,1.0084642,1.3458967,1.359922,1.1161433,1.0998042,1.0563487,0.77373457,1.0489749,0.70938045,0.42898798,0.83082914,1.3466419,1.370513,1.05541,1.0716363,1.1621718,1.3175766,1.0893507,0.9653152,1.1336182,1.2046735,0.58044666,1.1304145,1.2690679,0.5117631,0.9870724,0.38093555,1.0707798,0.7837554,0.91537637,1.4002023,0.82524586,1.3232394,1.2224934,0.9244714,1.1305753,0.31461143,0.59713113,0.75366503,1.4076045,1.2202566,1.0983511,0.9406144,1.2390945,1.2137132,1.2041972,0.8887074,1.0867531,1.1755631,1.3068058,0.8607477
jeans,1.3278471,1.1682549,1.2661936,0.45781255,1.2747182,1.3518937,1.4013786,0.64400023,0.39082575,1.1903512,0.41410148,0.7644552,1.0980848,0.3577993,1.1268699,1.5068288,1.4628148,0.7818052,1.1598845,1.447513,1.361049,1.2653308,1.3330314,0.7591825,0.45950925,1.2510289,1.2364331,0.9883694,0.42618817,1.3482397,1.500373,0.6974145,1.5360565,0.8442157,0.87502414,0.81975675,1.3479161,0.7575457,1.2428489,0.878085,0.81128263,1.0077224,0.72211385,1.2361177,1.4994617,1.4527303,1.2475609,0.7526057,0.9796881,1.2833035,0.65445554,0.57460046,1.1778066,1.2814219,0.6893729,0.49662107,0.0,1.143324,0.9065412,1.5454284,0.59376353,0.7608104,0.95593566,1.3193648,1.4310622,1.2974255,1.0137525,0.89832366,1.0372537,1.0524782,0.3910694,0.2341873,0.75591195,1.4442949,1.4512706,0.99399304,1.213258,1.4179202,1.464288,1.0940611,1.0294183,1.3120965,1.2672558,0.7674533,1.1657764,1.1570576,0.2850495,0.96068287,0.2006219,1.2071109,0.78389335,0.8825243,1.3533947,0.9706736,1.3819835,1.2706095,0.9043407,1.0913597,0.69088995,0.7120939,0.6455269,1.5475769,0.9650923,0.9783059,0.7080123,1.4448037,1.0507554,1.3253584,1.0589397,1.1863389,1.2884177,1.2929317,0.97695094
knife,0.6298591,1.0071305,1.086668,1.0095205,1.0175982,0.922511,0.7450625,1.2424831,1.2296213,0.7574027,1.0038496,1.2296218,1.0741218,1.2950722,0.97274023,0.88237715,1.0232711,1.089713,0.95379245,0.8889417,1.0140166,0.753811,1.1091312,1.1652327,1.1706278,0.85729873,0.94830084,1.0827756,1.2833545,0.90742326,0.6203141,1.244029,0.9586076,1.2341254,1.1663783,1.0127404,0.7157737,0.97695726,0.9605246,0.93334967,1.1425486,0.8544357,1.2062523,0.9373142,0.68733096,0.86634624,1.0277787,1.0678777,1.031203,1.077217,1.2289184,1.0648842,1.0422015,1.0183557,1.0031636,1.0874807,1.143324,0.0,0.68867177,0.7756063,1.1296167,1.0993356,0.89722115,1.0845945,0.9379323,0.7738712,0.90043485,1.0700833,0.86768746,1.084808,1.212846,1.1731896,1.2457385,0.4920581,0.45822346,0.8687568,1.083268,1.0992154,0.7724426,1.1692488,1.0927267,0.8762419,0.8605541,1.0961375,0.9218608,0.8237747,1.2421848,1.070176,1.1306244,0.6738088,1.1536808,1.2025818,0.761409,1.00194,0.68872416,0.83202386,1.0265979,1.0321296,1.0982906,1.1498885,1.2154121,0.93777966,0.91746783,0.96421635,1.068304,0.835722,0.989933,0.7567077,1.1456871,1.0362383,0.68518925,0.7952136,1.2048166
ladder,0.820845,1.1362929,1.3247874,0.8616229,1.2226301,1.1309621,0.78379947,1.0037218,0.94721663,0.841344,0.7442209,1.1267724,1.0661888,0.98991793,0.9311992,1.2026876,1.1992984,0.86950684,1.0084047,0.9842866,1.1166725,0.8903486,1.0041368,1.078662,0.7696178,1.1614734,1.0722839,1.0970525,0.95828635,1.016052,1.037701,0.91598815,1.194131,1.0832703,1.0841557,0.73693967,0.79558814,0.89797205,1.1360749,1.003309,1.1161405,1.0802672,1.1068206,0.8738679,0.9665731,1.1415437,1.1846392,1.0711427,0.9546816,1.2949431,0.9734254,1.0164064,1.16491,1.0939893,0.9387614,0.7853292,0.9065412,0.68867177,0.0,1.0181278,1.1713272,0.83698994,0.9388263,1.2727015,1.2707949,0.8566929,0.9797788,1.1099377,0.85071075,1.0879315,1.0397363,0.90683687,1.0439951,0.8890512,0.91464937,0.9032277,0.93893,0.9245297,1.0395461,1.1393744,0.7995553,1.0277741,1.0618682,0.7603602,1.0140941,1.0404316,1.0150614,1.0729525,0.87340534,0.856031,0.9979141,0.9491824,1.1741233,0.9543404,0.86545837,1.0089362,0.9840937,1.1654378,0.86370736,0.96070254,0.9834298,1.181909,1.1517494,1.0643122,1.0792713,0.9901647,1.22419,0.82930034,0.97667223,0.9499896,0.896254,1.1293185,0.95946175
lamp,0.5676688,0.78194296,0.91378754,1.421077,0.7974211,0.47220385,0.72131354,1.3158035,1.457695,0.5966524,1.4087076,1.3733261,0.91236407,1.5476143,1.013939,0.3509158,0.27424324,1.369561,0.9293119,0.42506093,0.8239849,0.36894006,0.69352996,1.2477925,1.3681006,0.8255178,0.91834867,1.1904289,1.4141841,0.8942724,0.2776183,1.4175744,0.20328724,1.3203362,1.4073431,0.9975339,0.77382207,1.3330235,0.70249057,1.0342577,1.2144296,0.9596312,1.408328,0.8368724,0.6642918,0.6174885,0.571753,1.3924994,0.9621755,1.0711496,1.362442,1.5042746,0.8987565,0.9266741,1.3552775,1.2166635,1.5454284,0.7756063,1.0181278,0.0,1.591094,1.286844,1.2271838,0.9136735,0.3957157,0.45636988,1.0366714,1.0899141,0.8393956,0.9256442,1.406083,1.43083,1.3528445,0.353418,0.37185073,0.97415066,0.55176747,0.7295394,0.40432996,1.1566592,1.2505876,0.53884727,0.82339334,1.0738863,0.9532001,1.1767524,1.3922427,1.2710683,1.4320976,0.88358754,1.2707584,1.2671467,0.7090113,0.8388535,0.7248263,0.7182073,1.2535596,0.7125151,1.1216372,1.1506087,1.4442291,0.5372522,1.0077187,1.1050128,1.4651091,0.36025995,1.2481415,0.72825783,0.9598117,1.0337493,0.67021835,0.6856402,0.97999096
mitten,1.3590829,1.0074688,0.983495,0.6469642,1.1088055,1.3959029,1.3233807,0.91101325,0.6860368,1.4009731,0.7105895,0.5892775,1.0655909,0.55543625,1.0363014,1.2552809,1.4285679,0.74073625,1.1200742,1.3572588,1.1836019,1.4771388,1.2157755,0.7186352,0.7386484,1.1658068,1.0243714,0.81954944,0.7116319,1.1479034,1.4991422,0.72806543,1.4628329,0.6873004,0.48687565,1.0092326,1.2343508,0.87126935,1.2079916,1.0644714,0.8431208,1.0193415,0.5507694,1.0782132,1.2774423,1.2743077,1.3335798,0.5010317,1.0989739,0.718948,0.72633696,0.43348515,0.9758169,1.1921341,0.74010503,0.9547178,0.59376353,1.1296167,1.1713272,1.591094,0.0,0.81658024,0.9640981,0.95903915,1.3380277,1.3530929,1.0553417,0.92059875,1.1958137,1.0578692,0.79932773,0.72135496,0.7433748,1.4706731,1.4579805,1.0641162,1.2904212,1.2013426,1.4323354,0.9197042,0.8737181,1.3362573,1.2195666,0.9801221,1.0857267,0.88969076,0.7320196,0.6217851,0.69802314,1.0286167,0.85320526,0.7884855,1.1762471,1.1544013,1.201334,1.169697,0.8524598,1.2554862,1.0418162,0.98658156,0.7001437,1.3175626,0.8400236,0.87168956,0.4813494,1.3785167,0.683468,1.2924004,1.120169,1.0589534,1.0741996,1.2672367,1.1072904
motorcycle,1.1202703,1.3183098,1.2803206,1.0017242,1.228295,1.4106994,1.0015616,0.77680063,0.69757617,1.191772,0.66829604,0.96921796,1.0679839,0.65095127,1.0692098,1.2861032,1.2502403,0.80102235,1.3423711,1.1355646,1.0772403,1.1317941,0.8703691,0.8579966,0.46339726,1.1075411,1.0020183,0.9698306,0.6021769,1.1832911,1.421891,0.52521604,1.3173157,0.77272886,0.71015877,0.6898581,1.1609539,1.0356979,1.3195035,1.159387,0.9672763,1.3872344,0.8758974,0.8515056,1.2535712,1.1419774,1.3451691,0.923966,1.090409,1.1651224,0.7902049,1.0407895,1.1550575,0.9268285,0.8380335,0.71014327,0.7608104,1.0993356,0.83698994,1.286844,0.81658024,0.0,1.1094463,1.1446764,1.4554193,1.1923114,1.3406643,1.2242928,0.85271865,1.0911298,0.841731,0.811977,0.95863616,1.3957855,1.4185021,1.0734606,1.0720135,0.94414,1.1897297,0.92482734,0.73144346,1.0003507,1.2742116,0.58702147,0.8759551,1.0011392,0.76259017,0.71141267,0.7250222,0.7092475,0.8532084,0.70989585,1.3601007,1.0789475,1.2957635,1.1293889,0.98560584,1.2893927,0.5267048,0.9797193,0.818262,1.2640324,1.2857034,1.2427899,0.72579134,1.2037238,0.7579264,1.0982707,0.92692715,0.76085633,0.95223546,1.387852,0.91644067
mouth,1.0604827,0.8895293,0.86201745,0.97929645,0.9666478,0.9160561,1.1856129,1.0593727,1.2066717,0.9454472,1.1263137,0.89492995,1.1025598,1.1594336,1.2033539,1.0944225,1.2248658,1.2247096,0.6005399,1.2433112,1.0854129,1.0469329,1.20977,1.0536108,1.2494364,0.9152133,1.1545353,0.7852053,1.1765326,1.0298188,0.9224512,1.2619168,1.1879731,1.0577503,0.97616994,1.1845286,1.1688199,0.5023581,0.9133328,0.57323885,0.90631557,0.49510252,1.066958,1.1597455,0.92661464,1.1202104,0.69445914,0.9727711,1.0631943,0.99657774,0.91126823,0.7922132,0.90421665,1.0692247,1.0666766,1.0084642,0.95593566,0.89722115,0.9388263,1.2271838,0.9640981,1.1094463,0.0,1.0457809,0.85964763,1.1457968,0.6245185,0.46390176,1.2497897,1.094995,0.9120287,1.0139999,1.178483,0.96653426,0.9075229,0.8924425,1.2037222,1.3117853,1.1828917,0.92381793,1.2325842,1.1634936,0.59081995,1.2254882,1.0060844,0.7693181,1.0282899,1.1870266,0.97646797,1.199952,1.1324421,1.2876353,0.68055147,1.0618087,1.1107595,1.2318043,1.1124796,0.8581271,1.112408,0.85893464,1.2091454,1.1993214,0.63857627,0.54538965,1.0728102,1.1872581,1.1413063,1.095276,1.2514458,1.2271327,0.9618355,0.6640648,1.2721735
muffin,1.0357734,0.80714595,0.67811847,1.2435875,0.6689371,0.8400581,0.8953968,1.2919192,1.3254359,0.99330395,1.3484696,0.9931044,1.0008463,1.278414,1.0396677,0.7737461,0.85057384,1.1800351,0.8683628,0.9513107,0.8517169,0.9735145,0.89238924,1.1177309,1.3716297,0.6776185,0.9208481,0.7018359,1.278209,0.8308017,0.8086116,1.2689917,0.8092934,1.0730649,0.9281753,1.2606122,0.95626336,1.0960869,0.8643498,1.1878293,1.0843151,0.898218,0.95492464,1.0128042,0.7203203,0.7956346,0.86515903,0.9155621,1.0689627,0.7109072,1.1887503,1.0545257,0.7750007,0.76080954,1.1420999,1.3458967,1.3193648,1.0845945,1.2727015,0.9136735,0.95903915,1.1446764,1.0457809,0.0,0.7579281,0.92841256,0.9082103,0.9953975,1.0901725,1.011894,1.1834991,1.323097,1.2432076,0.83384895,0.81786925,0.9735414,0.90128326,0.9117127,0.8255122,0.84042174,1.0475115,0.8752329,0.9525604,1.300293,0.863282,0.85917413,1.2385463,0.99065876,1.3520232,0.9421587,1.3019592,1.0924488,0.6943681,1.140024,0.8634076,0.8836578,1.0893402,0.7908635,1.299327,1.0749121,1.2511042,0.737246,0.85959536,1.0334518,1.0882719,0.82928777,0.89482915,0.9041803,1.1005383,1.0734856,0.9326882,0.8959121,1.1845334
nail,0.93095684,0.52774477,0.6066905,1.3561302,0.6313696,0.31079102,0.9706683,1.3373749,1.4642607,0.7926576,1.4661121,1.3068799,1.0231183,1.4676281,1.0811212,0.2629844,0.33202922,1.4028494,0.6560451,0.7290224,0.9571289,0.59190387,0.91591656,1.2890557,1.5441186,0.7104104,1.0738904,1.0814418,1.4290631,0.83411986,0.21609193,1.5341837,0.24862373,1.2960821,1.2219177,1.3108225,0.96163416,1.0249627,0.49865627,0.8747639,1.10984,0.5071628,1.3691946,1.0388633,0.7051992,0.8346077,0.22060484,1.2842941,1.027117,0.8194542,1.2663857,1.2473977,0.6826103,0.95378596,1.3767222,1.359922,1.4310622,0.9379323,1.2707949,0.3957157,1.3380277,1.4554193,0.85964763,0.7579281,0.0,0.71535116,0.8818569,0.7165003,1.1608264,1.0120438,1.2448219,1.3774872,1.3549383,0.45519316,0.37392664,1.0029554,0.83528316,1.0587869,0.60622203,1.1196661,1.329108,0.7780433,0.64792275,1.3955462,1.0425138,0.9130565,1.333664,1.2964094,1.3807366,1.0860677,1.4132081,1.4104581,0.38215566,1.0698702,0.8794134,0.8792727,1.2567393,0.44642603,1.2495713,1.1032581,1.4389086,0.6539097,0.5588098,0.85225314,1.3936952,0.5690712,1.1429487,0.8150636,1.1424419,1.162629,0.7612351,0.40846574,1.1640201
napkin,0.7714684,0.71676195,0.930894,1.3065807,0.8051652,0.6474992,0.62599725,1.4357433,1.4800594,0.4934203,1.326659,1.1638124,1.0848005,1.4710916,0.88078964,0.53257436,0.55840737,1.212879,0.8543941,0.4780829,0.7208873,0.3696407,0.8286776,1.2927129,1.2006495,0.9901676,0.92254424,1.2108358,1.4550449,0.7811971,0.41848916,1.3182355,0.45559937,1.3572178,1.1957736,1.0708593,0.7581682,1.1436365,0.7412666,1.0829878,1.2970011,0.927121,1.2552018,0.8219503,0.5847511,0.67593145,0.8043617,1.0299026,1.1906883,1.0440596,1.3494655,1.2916993,0.89102066,0.87936723,1.3023846,1.1161433,1.2974255,0.7738712,0.8566929,0.45636988,1.3530929,1.1923114,1.1457968,0.92841256,0.71535116,0.0,0.8839936,1.1134146,0.53535277,1.0984647,1.3276532,1.3783823,1.2633085,0.42715907,0.475617,0.8193643,0.45513844,0.8170078,0.5702506,1.1285585,1.02866,0.6107993,0.8999536,1.025614,1.0018833,1.0202074,1.4372733,1.1112747,1.3268846,0.89953715,1.288065,1.126343,0.7031816,0.9671227,0.638638,0.6510658,1.1571486,0.7610926,1.1756572,1.2588308,1.4156601,0.61058503,1.0515425,1.0935466,1.3061697,0.0954532,1.2453458,0.6622394,1.1241806,1.1474608,0.8460598,0.6533146,1.2003291
necklace,1.0873368,0.7179322,0.96197087,0.9401132,0.8939835,0.8675984,1.2163384,1.2798076,1.3902797,0.70063823,1.3189147,0.92935646,0.971781,1.2990942,1.180457,1.0799106,1.1671243,1.2974313,0.45270705,1.1858951,1.0180489,0.8858806,1.2560852,1.1826912,1.3401062,0.93532646,1.0662134,0.98965424,1.3766413,0.9052016,0.82241666,1.4480804,1.0877564,1.298811,1.0639325,1.2827624,1.1195945,0.4711002,0.6081376,0.68185806,1.0390811,0.41353565,1.0737393,1.1350533,0.8614725,1.0091176,0.7276299,0.76358277,1.0445273,1.017285,0.9585868,0.7344531,0.7761719,1.090574,1.001511,1.0998042,1.0137525,0.90043485,0.9797788,1.0366714,1.0553417,1.3406643,0.6245185,0.9082103,0.8818569,0.8839936,0.0,0.5049004,1.1334916,0.94055355,0.9910705,1.034205,1.1734161,0.7881006,0.7507756,0.7484116,0.9537755,1.1954387,1.0597999,1.142468,1.2448211,0.99931467,0.6334792,1.3218721,0.9644986,0.83153844,1.0915918,1.1303694,1.0251092,1.1927228,1.277961,1.328919,0.7039565,1.0044175,0.9360873,0.9413246,0.9474886,0.9387014,1.2933397,0.8734081,1.3340971,1.1131244,0.60448754,0.7012141,1.1447616,0.94172734,1.2821438,1.1417685,1.1768174,1.2949228,1.1437681,0.5221969,1.2519283
nose,1.2296141,0.8176395,0.8248496,1.0536791,1.0107175,0.83841074,1.3316674,1.1252406,1.2261183,0.9735429,1.162905,0.9821188,0.9768389,1.1531585,1.277566,1.0866029,1.1357589,1.2565607,0.38078868,1.2748462,1.183693,0.97930014,1.2993143,1.0427289,1.2088728,0.8295233,1.1117533,0.86732316,1.156675,0.99514556,0.93694556,1.3544209,1.0729064,1.1106879,0.9737865,1.1302878,1.2895906,0.46231544,0.5946953,0.36134362,0.86869276,0.3444003,1.1712005,1.1779497,1.0473757,1.1916082,0.5730483,0.9582169,1.0317209,1.0373218,0.8159103,0.72305715,0.7716963,1.137616,1.0873816,1.0563487,0.89832366,1.0700833,1.1099377,1.0899141,0.92059875,1.2242928,0.46390176,0.9953975,0.7165003,1.1134146,0.5049004,0.0,1.2499332,0.9412688,0.9280995,0.96966314,1.193795,1.0314285,0.95252115,0.8645898,1.0957925,1.2904559,1.2087663,1.0962825,1.2875516,1.1200317,0.4979118,1.2510654,0.9414528,0.8809561,0.96906805,1.3042326,0.92746747,1.1835101,1.257527,1.3076339,0.7299127,1.0794528,1.162828,1.2307539,1.0574853,0.91705835,1.2309941,0.8627229,1.25984,1.2130679,0.46590304,0.6834067,1.1622032,1.1025403,1.2731414,1.2731551,1.1987206,1.307497,1.0983537,0.57622856,1.2009284
oven,0.950731,1.0501952,1.0942457,1.1237727,1.1169775,1.0774894,0.67220044,0.9900954,1.0417454,0.73720586,0.9046674,1.0730166,1.092741,1.102783,1.0383877,0.92886376,0.9215354,0.97472656,1.1512899,0.60154617,0.93097234,0.696264,0.90013397,1.0859295,0.76093197,1.0857949,0.84346014,1.2644827,0.99721396,0.9913078,0.97905827,0.8815948,0.88167226,1.1114715,1.1659083,0.6434582,0.7407997,1.191241,1.0262531,1.1354797,1.168361,1.2615801,1.1147597,0.85964465,0.9300961,1.0274467,1.2377669,1.0396439,1.1071558,1.1981152,1.1502943,1.2477564,1.1217254,1.00083,1.0421987,0.77373457,1.0372537,0.86768746,0.85071075,0.8393956,1.1958137,0.85271865,1.2497897,1.0901725,1.1608264,0.53535277,1.1334916,1.2499332,0.0,1.0964943,1.1007453,1.0697047,1.1361146,0.9616316,0.98785454,0.9622138,0.7475212,0.7981937,0.927039,1.1072006,0.95937586,0.74086547,1.1190567,0.42362642,1.0124094,1.1685371,1.1331937,1.0007371,0.99136513,0.8408572,0.9598703,0.88717985,1.1280352,0.9665374,0.90848917,0.8082853,0.98927355,1.0696003,0.82737374,1.1012515,1.1045222,0.8123152,1.2564986,1.2078532,1.112309,0.5735557,1.1105274,0.83290374,0.96993345,0.9675746,0.892309,0.9919657,0.93352795
owl,1.012316,1.0743012,1.073901,0.98548985,1.076733,0.9486001,1.2649664,1.0250926,1.0150344,1.0200568,1.1242622,0.95607346,0.01974845,1.060635,1.1099033,1.0823278,1.0603805,1.1818157,1.053625,1.1671925,1.102285,1.119191,1.0724044,0.9226238,1.1347237,1.0515571,0.86663765,0.88902104,1.0396163,1.1735437,1.1076685,1.1061218,1.0337949,1.0553077,1.1399417,0.9849444,1.1575052,1.022714,1.0460085,0.92786306,0.9779381,1.1036768,0.95859736,1.0185026,1.078627,1.06358,0.9859658,1.1375667,0.8268565,1.0706974,0.97244006,1.1158117,1.1055744,1.0439227,0.9519708,1.0489749,1.0524782,1.084808,1.0879315,0.9256442,1.0578692,1.0911298,1.094995,1.011894,1.0120438,1.0984647,0.94055355,0.9412688,1.0964943,0.0,0.9532423,0.9901379,1.0071297,1.095667,1.097265,1.1829904,1.2070341,0.9548208,1.1472182,0.9715675,1.1353769,1.1169671,0.9925584,1.0503156,1.0531683,1.2912697,0.92553633,1.1224244,0.98936176,1.114209,0.9958288,1.0679209,1.200199,0.7731519,1.0752296,1.0213466,0.92326814,1.0882779,1.0121324,0.86661625,1.0152891,1.1253942,1.121566,1.1441224,1.0543971,1.0240245,1.1230592,1.3151709,0.91130894,1.0216672,1.2161758,1.0989732,0.86545897
