,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
rock,0.8836551,0.994585,1.0239035,1.0070966,0.82622766,0.8798746,1.0834527,0.89836895,1.0883281,1.0682213,1.1344221,1.0033917,0.9869471,1.0021029,0.8565192,1.0132192,0.97214615,1.1556422,1.0267538,1.0080702,0.78724015,1.0919924,0.97537947,1.1243732,1.0156416,1.1768137,0.8844969,1.1149061,1.0430524,1.0635607,1.0301135,0.7783792,1.0008816,0.9946146,1.1878496,1.0717931,1.1452576,1.0431654,0.87785393,0.95865554,1.120794,0.9503544,1.0643793,0.7444817,1.0682954,1.0306307,0.9651904,1.0020617,1.0537776,1.0686438,1.0506663,0.61365503,0.9986832,0.9005071,1.028769,0.9196093,1.0492129,1.1186795,0.8240156,1.0089432,0.97264,1.065558,0.95179474,0.9826655,1.1034625,1.0220023,0.9120139,1.0847254,0.97816604,0.96338624,1.0786732,1.0120151,1.0548854,1.1361909,0.9901886,1.0169468,1.0569872,1.1026715,0.879634,1.0135274,0.97215337,0.7938122,1.1333816,0.9123334,1.0111842,0.7945022,1.0213847,1.1537094,0.87012506,1.0629796,1.08801,0.94780153,1.1719253,1.2014567,0.8704139,0.8879827,0.850334,0.9733465,1.067829,0.89047337,1.023762,0.98313034,1.04146,0.8908717,1.1932111,0.0,0.8045218,1.08548,1.0307715,1.0884727,1.0888684,0.8062644,1.0515248,0.9861345,1.0546019,1.1325688,1.1151001,1.0345623,0.9763277,1.1695801,0.91212326,1.0925949,0.96294355,1.1442018,0.90006465,1.0257583,1.0913349,1.0599083,0.9543207,1.0304337,1.0742004,1.1829638,0.88839054,1.0212916,1.0102584,1.0334961,1.0708324,1.1593353,1.1539637,1.1708846
rooster,0.64463174,1.0864407,1.0608534,1.1589172,0.99566543,1.0086676,1.0893636,0.88833773,1.1672007,1.095441,1.078587,1.0582274,1.1892543,0.7753638,1.0760391,1.1992499,0.94737864,1.0404435,1.136675,1.0387745,0.9705963,1.1185796,0.73791456,1.062502,0.8028571,1.1019738,0.8176887,1.0235679,0.8959866,1.1503747,1.1115732,0.97503984,1.0445119,1.0039288,1.0643635,1.0254707,1.082586,1.0951784,0.6522554,0.8052721,1.0478508,0.9908052,1.1770675,0.7727002,1.0849004,1.0848289,0.9947208,0.9199008,0.8944832,1.1316018,1.0758526,0.8437157,0.8720668,0.96896774,0.9800157,0.6255691,0.98170096,1.0624951,0.91971695,1.0335085,0.9872524,1.0157292,0.9771152,1.1359982,1.0558548,1.0323972,0.45080513,1.0556817,1.0317849,1.0628055,1.1620657,1.0275422,1.0347638,1.0058041,1.0806725,1.1000806,1.1672643,0.881669,1.078969,1.1552831,0.9077556,1.092732,1.1395559,0.9895661,1.1538447,0.8393868,1.1005191,1.13937,0.9853482,1.15327,1.1276141,1.0534675,1.0417999,1.0629838,0.76343036,0.91780025,0.95853627,0.87593126,1.1834589,0.26196253,1.1697664,1.0492187,0.97004324,0.93823093,1.0779315,0.8045218,0.0,1.0452797,1.0532407,1.05716,1.1046724,1.0375422,1.1984478,1.0133123,0.9803692,1.1528316,1.1711166,1.0299749,1.1317084,0.8911041,1.0257881,0.91897625,0.978197,1.0595714,0.9495504,0.9083253,1.1151663,1.1407164,1.0373918,1.0431062,1.0671861,1.1132054,0.9600439,0.86178136,1.1489567,1.1514735,1.0421805,1.0301057,1.1574554,1.0322248
sauce,1.058737,1.1742227,1.0742942,1.0177354,0.86664206,0.8662584,0.90559137,1.0056676,0.8449537,0.9459889,1.1829453,1.1180226,0.89664507,1.1651925,0.98721087,0.910682,0.9252707,1.1572249,0.6549369,0.83967376,1.1209606,1.1334106,1.0388099,1.1922474,0.96977544,1.0081226,1.0515435,1.2319198,1.1309177,1.0210843,1.0110227,0.98424655,1.1205132,0.9771434,1.0717776,0.86279625,1.1659176,0.45216984,1.037804,0.8418437,1.0862288,1.0301028,1.1339849,1.0180398,0.9672708,1.1140434,1.0301051,1.1472417,0.8783034,1.0576808,0.97407544,1.1179602,0.44679916,1.1843493,1.1452824,0.68917704,0.8998125,1.0553725,1.1376057,0.9570416,0.75381374,1.0038427,1.000992,0.9767404,1.2006235,1.1362602,1.113827,1.0598568,1.0126207,1.005874,1.1403276,1.1591839,1.1868604,1.1976447,1.1101803,1.0207146,1.0319207,1.0237923,0.9386808,0.967794,0.99033856,1.0021358,1.0795516,1.2844219,1.0586779,1.1529324,1.0832684,1.1116875,0.9234302,0.900986,1.1536183,0.9670789,1.140429,1.151293,0.9587064,1.3226447,0.6153115,1.0997841,0.4285143,1.0353888,1.0809013,0.97251713,1.0691642,1.1002384,1.0816596,1.08548,1.0452797,0.0,0.92941874,0.7817687,1.0655451,1.0749208,1.201205,1.1279197,0.9891195,1.0626183,0.9603763,1.191003,0.89590454,1.1068469,1.1656325,0.56830305,1.0952106,0.9502821,0.9299816,0.8480551,1.0267813,0.76054853,1.0854166,1.1028733,0.8310319,0.8966111,1.2697719,0.58451045,0.5634521,1.0397909,1.1525737,1.2043952,1.1677474,1.054523
scarf,1.0573752,1.121141,1.3319119,0.6925703,1.106124,1.1453494,0.9677242,1.1063796,0.9091421,0.6888005,1.357643,0.8265133,0.5775293,1.2202253,0.5848703,0.83426267,1.0962324,1.3554897,1.2383792,1.0131,1.0176389,1.3582025,1.1886016,1.3813858,1.135289,1.246361,0.7122321,0.9137995,1.4350796,0.9082774,1.1535743,0.8918169,0.7077656,1.0074679,1.3982003,0.7692479,1.3933399,0.7849139,0.78616965,0.67953026,1.0243516,1.160921,0.9044601,0.8759787,0.87801594,1.2264756,0.9233086,1.0569631,0.6367206,1.1782767,1.0022409,0.88090026,0.9765617,1.0986924,1.3501155,1.0454903,1.0516198,1.0876042,0.92669547,0.9041554,1.1720197,0.48726475,0.88333523,0.9108595,0.86587405,1.1275996,1.1674896,1.3054788,0.7061902,1.0737174,0.7158233,1.3114567,1.1389489,1.4483861,0.9256669,0.798337,1.1004766,0.9535367,0.6494093,0.7391269,0.90492177,0.8392478,1.2705935,1.2348943,1.1507463,1.2084706,1.2864273,0.9240375,0.69332856,0.568272,0.79775006,0.85635114,1.3696477,1.3793464,1.0593642,1.202029,1.0034838,1.1205244,1.0947462,1.0455115,1.281781,0.66017336,1.1182799,1.1702558,1.0399818,1.0307715,1.0532407,0.92941874,0.0,0.9387678,0.6210145,0.8663496,0.83243835,1.2317989,0.86066115,1.2511934,1.0436465,1.3211303,0.80396056,1.3374816,0.9803197,0.8552353,1.3471901,1.0948706,1.1546293,0.75088704,0.66410226,0.69606376,1.3512226,1.2139055,0.9718498,1.0832127,1.0819687,1.0528257,0.90475124,0.8885377,1.2769516,1.3643513,1.2247498,0.97171086
scissors,0.7600806,1.2123071,1.342541,0.8436877,1.0372034,1.1154574,0.6292614,1.0417408,0.8240971,0.88065577,1.2486417,0.9397329,0.81922865,1.1857235,0.9254806,0.6429632,0.7402783,1.2835829,0.9602614,0.7631584,1.0982502,1.1616806,0.98842126,1.3143301,0.92829734,1.1749607,1.058329,1.1183908,1.2488863,0.9443591,0.8420919,0.7743571,1.0703418,0.77862096,1.1427766,0.8290668,1.2872183,0.6896529,1.0183761,0.9114964,1.0670391,0.6702175,1.0071262,1.0686646,1.1359724,1.3426697,1.1231593,1.2834644,1.0467669,1.1981821,0.91433364,0.9400557,0.8664999,1.3826936,1.0339651,0.64410156,0.8054683,1.2557516,0.9919528,1.0512694,0.87739414,1.1154598,1.0581963,0.9919454,1.3298253,1.032049,1.0190542,0.9280791,1.0287293,0.98028374,1.0287925,0.93874866,0.9475771,1.27695,1.119817,0.9969294,0.81609845,1.027598,0.8161608,0.69680786,1.0736572,0.9235049,1.3374658,1.1832323,1.111526,1.4229636,1.2785295,1.0839958,0.8913355,0.9672589,1.0615562,0.7377302,1.177043,1.1205119,0.8779751,1.3914623,0.9367403,1.2124629,0.6568972,0.97170186,1.1673157,0.652576,1.0965624,1.2193235,1.1058093,1.0884727,1.05716,0.7817687,0.9387678,0.0,1.0176102,0.71397793,1.1239953,0.76735806,0.99899805,0.918525,0.7869195,1.20629,0.9492144,1.2921858,0.8898213,0.9217872,0.646133,0.8293643,1.1488355,0.724216,0.99331707,0.70936316,1.0001173,1.3170817,0.65905905,0.61534315,1.214304,0.6402891,0.62294847,0.973256,1.0363096,0.97606516,1.2240727,1.1616931
shirt,1.111175,1.0679406,1.4305534,0.3381287,1.307494,1.262264,0.87368083,1.2565211,0.7654132,0.59502184,1.388161,0.6094691,0.39068824,1.2778627,0.55787605,0.9067156,1.2042726,1.462163,1.4593472,1.0728961,1.0579183,1.4174602,1.2200235,1.3195485,1.3069196,1.2793186,0.63450694,0.65398926,1.4631665,0.8352782,1.0797181,1.0193743,0.51555175,0.84004784,1.477598,0.732306,1.4967228,0.9093791,0.84167105,0.8854764,0.86512005,1.196506,0.6363498,0.81447566,0.9077768,1.2945244,0.8427539,1.120023,0.6814922,1.0290611,0.8598207,0.8569169,1.2874682,0.9319413,1.4291332,1.3250384,0.8494334,1.3197796,0.8327062,0.89678526,1.3594458,0.577259,0.9484681,0.7047089,1.1636457,1.1469188,1.2956681,1.339997,0.60889804,1.0875636,0.25526726,1.2429175,1.2517681,1.4982888,0.64266545,0.87069225,0.9843777,0.8306347,0.6823648,0.6983423,0.8411,0.88155025,1.3310342,1.1564108,1.0261613,1.335956,1.3636558,0.63551813,0.7500577,0.33421636,0.28019977,0.7203124,1.4041104,1.4034612,1.2047063,1.2534091,1.0529941,1.2730076,1.2724279,1.1974113,1.4468038,0.85486984,1.3215225,1.3098899,0.84590226,1.0888684,1.1046724,1.0655451,0.6210145,1.0176102,0.0,1.0512453,0.38153565,1.3282712,0.5963515,1.0375153,1.1860228,1.4500251,0.7451028,1.3157263,1.0309166,0.8958527,1.3667452,0.97565335,1.3239095,0.9138537,0.15485388,0.6593478,1.4927824,1.1576471,1.079196,1.1111097,0.93620914,1.3693807,1.041846,0.93350804,1.3441142,1.3470347,1.3179969,0.887624
shoe,0.9085156,0.7403194,1.2136594,0.9960595,0.96985525,1.0618942,0.9517349,0.885304,1.0365524,0.99845517,1.1132128,1.0242745,0.90599847,1.202293,0.84137255,0.8769423,0.85520303,1.1680217,1.0274552,0.83548343,1.0673062,1.0214521,1.0147969,1.1421976,1.0093409,1.1262921,1.048998,1.0201483,1.1815431,1.0234327,0.94823825,0.9027943,1.0326393,1.0621269,1.1949831,0.96910954,1.188041,0.89161104,1.0029968,0.8375349,1.1781157,0.9620985,1.1023642,0.9352851,0.96393883,1.1935055,1.0620611,1.1129583,1.0349526,0.9993158,1.0544447,0.9511554,1.0026186,1.1470008,1.0854716,0.83283675,1.0282804,1.0710666,0.61830497,1.1285791,0.89003557,1.0361392,0.99491847,0.8896462,0.89349353,1.0511111,0.99893206,0.9724187,0.95195544,0.96784574,0.95354205,1.0294645,0.94905484,1.1971433,1.0645137,1.083169,1.050118,1.0727154,0.6733824,0.7134496,1.0222192,1.0006589,1.2741389,1.047033,1.0003668,1.1096295,1.185022,1.0962274,1.0128806,0.9675993,0.9595018,0.940824,1.2428492,1.175088,0.964328,0.9777009,1.0810767,1.0307232,0.9448217,0.96947294,1.1932839,0.6009094,0.8847798,0.9285675,1.1710365,0.8062644,1.0375422,1.0749208,0.8663496,0.71397793,1.0512453,0.0,0.9255328,0.8460675,1.1160209,1.1571541,0.9984385,0.8481535,1.0327072,1.281014,0.52081126,1.042448,0.82969826,0.9927341,1.0711933,0.7015581,1.0337608,1.0174077,0.95454836,1.0037009,0.8834939,0.9392084,0.99412346,0.788497,0.8089244,1.0613321,1.0581294,1.0364513,0.99853873,1.2074473
shorts,1.1637253,0.80414724,1.1852152,0.5726275,1.2468312,1.1229808,0.9135022,1.1175735,0.8476194,0.8131742,1.065638,0.6996065,0.62658936,1.3435955,0.7165151,1.0437945,1.212663,1.2921548,1.3352964,1.085751,1.01333,1.1700345,1.2569058,0.9469045,1.3113182,1.0063485,0.8864445,0.5844434,1.3033811,0.92290044,0.985759,1.0738773,0.6421608,0.867309,1.238701,0.92438406,1.3035871,1.0801927,1.080991,0.9789319,0.925628,1.1076496,0.6871439,0.9736012,0.8570138,1.0756044,0.89159566,0.941836,1.0061579,0.79829395,0.86674505,1.0000068,1.3601861,0.7130024,1.2665641,1.3852415,0.99203664,1.0991038,0.6869975,1.0497423,1.2936757,0.8150221,1.0552199,0.72070074,0.98984915,1.1304919,1.2371694,1.2020947,0.738876,1.1343281,0.29777688,0.99671596,1.2088403,1.3389769,0.76692104,1.0081944,0.8948667,0.75802696,0.7316234,0.7940866,0.88534915,0.931054,1.1527572,0.9257444,0.8487164,1.2512342,1.1666224,0.59679896,1.0043186,0.53233504,0.16922277,0.90072906,1.202409,1.1748095,1.2983835,1.0196391,1.1685984,1.3019332,1.2882864,1.2824627,1.2890277,0.8942205,1.2031676,1.1261559,0.9336441,1.0515248,1.1984478,1.201205,0.83243835,1.1239953,0.38153565,0.9255328,0.0,1.1684455,0.6982559,0.9382888,1.2229397,1.0996609,0.9944231,1.1720295,0.91012496,1.1055238,1.1339246,0.9377474,1.2337699,0.9827671,0.50076693,0.9042397,1.3075197,0.90177685,1.0681633,1.043927,0.7654281,1.3699737,1.1537559,1.1244054,1.2223911,1.1642121,0.99523145,0.98333275
shovel,0.9706911,0.92704356,0.71901953,1.4194164,0.87457305,0.8644389,1.0454469,0.837743,1.2025255,1.4040769,0.663383,1.2282931,1.4351953,0.908089,1.4029424,0.9863458,0.89638674,0.69111073,0.6629462,0.9816598,1.0481644,0.5328175,0.79962647,0.69038856,0.81389,0.71425295,1.4828165,1.077125,0.8075775,1.2329445,0.920234,1.0862999,1.328424,1.1519407,0.72282624,1.2317688,0.67480934,1.1360219,1.2558115,1.0936528,1.0754188,0.67065626,1.2704216,1.0738775,0.9849944,0.82330596,1.3703427,1.0803225,1.1935676,0.88321966,1.0710528,1.0524263,0.9350563,0.98247737,0.7226064,0.8492771,1.0727445,0.75588304,0.98721,1.2028288,0.7054168,1.2796001,1.2105169,1.1128728,0.7829819,0.8903361,0.8016914,0.82172287,1.3752322,0.9045218,1.3153656,0.71035284,0.81658775,0.77396864,1.2220521,1.0801947,1.0484082,1.0471635,1.1829627,1.2205869,1.0842987,1.1718614,0.87785727,0.779221,0.809989,0.96764183,0.74427974,1.1815625,1.3780438,1.3998163,1.2934401,1.2617646,0.8309524,0.74149656,0.9317718,0.7810532,1.0655799,0.82550156,0.83477163,0.9558165,0.7335476,0.9613158,0.83001286,0.7874098,1.0785334,0.9861345,1.0133123,1.1279197,1.2317989,0.76735806,1.3282712,0.8460675,1.1684455,0.0,1.2112104,0.95500576,0.7959191,0.6565909,1.3723779,0.87659776,0.883795,1.1769857,0.29739857,1.0281844,0.7350266,0.9712549,1.2983615,1.3561041,0.6172513,0.83212984,0.8996389,0.7809622,0.9145028,0.8029688,1.0260991,1.0797945,0.73405665,0.6427186,0.74312466,1.2344898
shower,1.1026667,1.258094,1.4195151,0.6879944,1.3256465,1.2617066,0.9445183,0.9924477,0.33194435,0.58417356,1.443296,0.56905806,0.7239517,1.2503219,0.72902393,0.81835306,1.0446306,1.3863697,1.1684352,0.7152452,1.0527483,1.1840895,1.2531657,1.1918085,1.2002735,1.3197918,0.84542745,0.6052996,1.2811503,0.5629159,0.96085846,1.0019042,0.59477687,0.9430073,1.439447,0.51544404,1.3754023,0.78164184,0.8734536,0.94312245,0.52523005,0.97095174,0.91590476,0.8912945,1.0227526,1.3614665,0.8953844,1.1204184,0.8773781,1.1940218,0.9931491,0.9986127,1.0644509,1.0515102,1.4380901,1.251941,0.66803956,1.4128705,1.079824,0.8569827,1.2960675,0.78759545,1.034114,0.9710031,1.3837898,1.137109,1.255321,1.273801,0.7682617,1.0424039,0.64827025,1.2845441,0.98350084,1.2916752,0.7592648,0.88232946,1.0084372,0.8164533,0.86042553,0.7676114,0.9931808,0.9883308,1.3768796,1.0499592,1.2566411,1.3629072,1.3882303,0.5065116,0.9592744,0.6924614,0.58459324,0.63715374,1.4001622,1.3974771,1.1006174,1.2820272,0.990855,1.1067383,1.02778,1.1241559,1.35905,0.85178316,1.146028,1.2778121,0.5507873,1.0546019,0.9803692,0.9891195,0.86066115,0.99899805,0.5963515,1.1160209,0.6982559,1.2112104,0.0,0.74262226,1.1279656,1.491582,0.7831808,1.2017754,1.1053802,0.940468,1.307415,0.90523565,1.242283,0.7850022,0.62707937,0.61714214,1.3521693,1.2857958,1.0213236,1.1107666,0.9085945,1.1771153,0.83156836,0.9618314,1.2535698,1.11305,1.4513675,0.7688008
sink,1.0258759,1.1351938,1.0766219,1.0484962,1.186885,1.0174341,0.89647824,1.0400318,0.515502,1.0521536,0.8266546,0.7661151,1.1111349,1.0081072,1.0787182,0.83577096,0.9080557,0.9279267,0.6542827,0.78470284,1.1172894,0.7510765,0.8579329,0.757717,0.9391457,1.0772834,1.1402744,0.8147453,0.7375364,0.9187215,0.84181833,1.0641493,0.9521487,0.909701,0.85332954,0.88721883,0.78696156,0.96264493,1.2037721,1.3902032,0.8585551,0.7780106,0.9107064,1.078014,1.175703,1.1028305,1.0587451,1.0458249,1.1811903,1.1094077,0.9959997,1.0552324,1.1431463,0.99969786,1.0542203,1.2314663,0.84771705,1.024039,1.1178215,1.0047423,1.1162533,1.1635928,1.0963906,1.118154,1.1798967,0.79216766,1.1373576,0.8706702,1.0822226,0.96987844,0.9798326,0.97843874,0.9731017,0.7065717,1.0862176,1.16418,0.8629936,1.0256023,1.2597108,0.94127876,1.1449562,1.1157395,0.98145294,0.7809236,1.0620196,1.1464773,1.0765334,0.7366704,1.2302599,1.1441447,0.91611207,0.8457947,0.73338795,0.7969772,1.1458029,0.95805687,1.0028589,1.1166676,0.6271148,1.1678202,0.98165345,1.0634964,0.96460766,1.0432409,0.7430986,1.1325688,1.1528316,1.0626183,1.2511934,0.918525,1.0375153,1.1571541,0.9382888,0.95500576,0.74262226,0.0,1.0395709,0.95489305,0.9824862,0.88667166,1.1509508,1.0515847,0.8479201,0.8095448,1.1108795,1.1809454,1.0222849,0.96690154,0.8476375,1.1778765,0.9444315,0.92507315,0.89714473,1.2265365,0.8346278,1.1142931,0.99296016,0.914208,1.0435793,0.8704135
slide,1.0732304,1.1603595,1.0126119,1.1329684,1.0132889,0.97599447,0.9828325,0.98100805,1.0064836,0.8853484,0.9442016,0.99234426,1.0853293,0.9352618,1.0594039,0.62714535,0.9477555,0.9144555,0.9044997,0.9356266,1.2183752,0.8813946,0.98168945,1.0430353,0.9361445,1.0226426,1.1584698,1.023138,1.0391593,0.88000727,0.9424197,1.1452852,1.1135536,1.0340053,0.9512155,0.82337856,0.9328441,0.942059,1.0936869,1.012151,1.0044248,1.0061625,1.0453473,1.2501595,1.1983688,1.0232784,1.0094366,1.2651565,1.1714929,1.2247145,0.9392897,1.1522393,0.8739542,1.3861649,0.9278799,0.99703187,1.002,1.0387251,1.3470275,0.62271416,1.078475,1.145925,0.9993244,1.2423416,1.0612407,0.8771707,0.87413484,0.64212275,1.1157963,1.0004377,1.1542807,0.99354315,0.56172293,0.942605,1.1390502,1.0435891,1.1041033,1.3495004,1.135913,0.914237,1.1752322,1.1948465,1.0570368,1.1560295,1.093451,1.0653324,0.95433867,1.0817932,0.9727852,1.0506526,1.2217764,1.1537266,0.97145504,0.96291274,0.99853396,1.0108248,0.9673507,0.76238465,0.84897625,0.93165714,0.836949,0.87867403,0.96560085,1.0740769,0.92522496,1.1151001,1.1711166,0.9603763,1.0436465,0.7869195,1.1860228,0.9984385,1.2229397,0.7959191,1.1279656,1.0395709,0.0,1.1179105,0.7454957,1.0917327,0.98998004,0.97262275,0.95861065,0.9674107,0.93289304,0.8954919,1.0799508,0.8752953,0.9383027,1.2213104,0.98944455,0.9529882,1.1987106,0.846472,0.90714777,0.5743344,0.8686834,0.83999276,1.0880183,0.9065628
slipper,1.0025791,0.53244656,0.31490028,1.4767601,0.8576525,0.83632576,1.1938188,0.91919005,1.4683841,1.5480481,0.2149136,1.4382584,1.5394813,0.6828141,1.4754412,1.2897903,0.979556,0.33371115,0.7182164,1.2945135,1.0541832,0.5994437,0.8048055,0.41623664,0.72109014,0.40667886,1.3702369,1.2268263,0.38998842,1.3214817,1.0718869,1.1510023,1.4061222,1.1598375,0.19119656,1.5799454,0.3297652,1.4082898,1.3648185,1.3215787,1.2937891,0.995725,1.1945722,1.2534696,0.95223296,0.4669472,1.2093941,0.5319102,1.213522,0.60031545,1.166785,1.1986964,1.1191232,0.54453325,0.42718315,0.9222276,1.3923331,0.28365338,0.8828608,1.2996173,0.70931876,1.3011142,1.1237988,1.0871742,0.44694865,1.0138112,0.8104973,0.73175776,1.3808755,1.1644216,1.3090748,0.5137962,1.1002939,0.4733703,1.3094056,1.3427773,1.0904068,0.87207806,1.4039915,1.2656296,1.0090166,1.2399437,0.2818998,0.70217097,0.6644778,0.5862592,0.53069186,1.2911313,1.3998733,1.4826033,1.2485871,1.4445058,0.24389458,0.2437526,1.1801051,0.5637967,1.1247177,0.98300093,1.0633438,1.0538547,0.57266784,1.2533786,0.7238845,0.58701515,1.3420949,1.0345623,1.0299749,1.191003,1.3211303,1.20629,1.4500251,0.8481535,1.0996609,0.6565909,1.491582,0.95489305,1.1179105,0.0,1.4221122,0.36317837,1.000223,1.2318094,0.56848484,1.1927061,0.7137201,1.275001,1.478699,1.5845392,0.49262255,0.410576,1.1304157,0.85485303,0.90927,0.9397707,1.3281835,1.3107902,0.6360278,0.74396825,0.15936363,1.3116181
snow,0.9504605,1.2540946,1.3604043,0.7181329,1.1091228,1.1151638,0.9275783,1.1366525,0.7118099,0.55077714,1.3404642,0.6588156,0.679646,1.1093253,0.5871006,0.6244771,1.0931158,1.347023,1.1997391,0.97502923,1.0904465,1.3446767,1.1307971,1.3472166,1.1075408,1.3614491,0.50920445,0.9491277,1.2518313,0.76090443,1.0125679,0.92858565,0.7282779,0.8551446,1.3356082,0.6688179,1.3439806,0.8076977,0.8163594,0.9342026,0.9125147,1.1788011,0.8164832,0.9527301,1.1751884,1.2840453,0.640074,1.1406347,0.9708813,1.295598,0.8901289,0.8526846,1.0148649,1.2077146,1.2331824,1.1297742,0.83041143,1.3491218,1.1783237,0.51068485,1.2721695,0.8698201,0.91640276,1.0539712,1.3545322,0.9937995,1.2168933,1.0360278,0.8496592,1.1043241,0.7128687,1.2157311,1.0682089,1.277768,0.89223635,0.9369623,1.0019507,1.1484705,0.8568163,0.6642389,1.0927745,0.98210794,1.3007232,1.3581784,1.2714962,1.1668745,1.3152018,0.8603771,0.51187265,0.6536932,0.8351581,0.8445965,1.2437562,1.322368,1.0776916,1.2381299,0.967105,1.0577455,0.9970888,1.1151667,1.2620286,0.93124104,1.2131628,1.2612207,0.86055815,0.9763277,1.1317084,0.89590454,0.80396056,0.9492144,0.7451028,1.0327072,0.9944231,1.3723779,0.7831808,0.9824862,0.7454957,1.4221122,0.0,1.268262,1.0987339,0.7651527,1.3930161,0.91877526,1.2592481,0.97270364,0.7198391,0.5197763,1.3110622,1.3860772,1.07261,1.1039093,1.2709724,1.140502,0.8273263,0.65782297,1.2535998,1.2646399,1.4042373,0.7176321
soap,1.0203767,0.7968331,0.33275867,1.4235125,0.86823875,0.8250979,1.164155,1.0408101,1.3045397,1.4551744,0.38671452,1.4190788,1.4619154,0.62450564,1.4769946,1.2846112,1.0817134,0.2674557,0.7983011,1.2934119,1.0669892,0.6226751,0.79462075,0.43517983,0.79831564,0.5106637,1.2470337,1.2139883,0.31641096,1.2021184,1.0615166,1.1658683,1.3442852,1.109706,0.24990076,1.4811729,0.30671668,1.3669589,1.2430847,1.3316517,1.1032505,1.1292549,1.1556704,1.1944479,1.1039577,0.49423695,1.0597917,0.6254314,1.1439852,0.8409486,1.2564741,1.2379186,1.022454,0.6265704,0.58941925,0.96414745,1.1310552,0.5643033,1.1505282,1.1504866,0.8594159,1.2192867,1.1416762,1.2854164,0.6709926,1.037313,0.8410103,0.7688767,1.2653034,1.1124046,1.2992039,0.7757366,1.1166131,0.37409264,1.226596,1.251157,1.0221037,0.6557591,1.4793134,1.3431361,1.0647243,1.2647339,0.31630802,0.6777486,0.84589237,0.5926572,0.5612999,1.1984869,1.3190639,1.4410357,1.2471976,1.3467183,0.27156353,0.3040973,1.0980284,0.68285364,1.1356704,0.94637954,1.1257652,1.0128077,0.52290934,1.4296875,0.8574707,0.74090284,1.1730175,1.1695801,0.8911041,1.1068469,1.3374816,1.2921858,1.3157263,1.281014,1.1720295,0.87659776,1.2017754,0.88667166,1.0917327,0.36317837,1.268262,0.0,1.2522931,1.1387382,0.87049097,1.035671,0.7540408,1.3849189,1.302944,1.477809,0.6184709,0.5917255,1.1725233,0.9708295,0.85862345,0.9877913,1.3978126,1.216654,0.6341057,0.7502126,0.46876448,1.1681255
sock,0.8205745,0.5704938,1.1711555,0.8143774,0.95001453,1.0200753,0.8564907,1.0843166,1.03211,0.99172115,1.1487327,0.9883031,0.8408711,1.0925477,0.86413467,0.9819681,0.96549696,1.1751082,1.1233097,0.9870921,0.9459412,1.0453638,1.0970562,1.1502191,1.0966047,1.1381574,1.0036575,0.9788026,1.2030853,1.0216802,1.0139664,1.0363609,0.96716595,1.1424901,1.2045988,1.0305147,1.1396658,1.0410196,0.93602425,0.75018793,1.0760922,0.968957,0.8900044,0.7618656,0.99050266,1.1127898,0.99120194,1.114241,1.1188818,0.8877164,1.0211493,0.8798358,1.1413014,1.0689236,1.12508,0.96364444,1.1422646,1.1821973,0.41612792,1.1089399,0.94601095,1.107021,0.9273696,0.75180876,0.9491397,0.9913308,1.0046779,1.0314028,0.82396454,0.98567575,0.9900279,1.1016778,0.96555054,1.1227636,0.8346125,0.9948752,0.912065,1.0425643,0.4104631,0.9350928,1.0448861,1.0181617,1.2061831,0.8761926,1.0335058,1.0394454,1.1165608,1.0721059,1.0305115,0.89915955,0.9519968,0.8462049,1.2306758,1.1884722,1.0036912,0.7863275,1.2094233,1.0487446,1.0551219,0.9554248,1.1385403,0.8047116,0.97403157,0.9956371,1.1071167,0.91212326,1.0257881,1.1656325,0.9803197,0.8898213,1.0309166,0.52081126,0.91012496,0.883795,1.1053802,1.1509508,0.98998004,1.000223,1.0987339,1.2522931,0.0,1.1823969,0.9683075,0.9082471,1.1561078,0.8391556,1.0522901,0.97890306,1.0485698,0.946846,0.8221452,0.90495706,0.7991123,0.92297494,1.0277743,1.107832,1.0727912,0.9793599,1.0527846,1.1532155
