,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
finger,1.2225251,0.50543904,0.6864716,0.91871506,1.0035377,0.95429534,0.92091686,1.1237704,1.1930466,1.308878,0.7937492,1.2917683,1.0288107,1.1985418,1.2835431,1.242485,1.1098926,0.98387957,1.1495273,1.296587,0.78100073,1.0583311,1.0614119,0.8571595,1.1686925,0.4908328,1.1927426,1.1886736,0.90958345,1.297951,1.1646665,1.0394559,1.2331774,0.9554611,0.742532,1.4165916,0.97247946,1.2099627,1.3014779,1.0936736,1.173914,0.97991586,0.89351255,1.0072209,0.5468389,0.56791836,1.068614,0.572188,0.98249334,0.0,1.0464419,1.0112154,1.2187254,0.45015627,0.8116286,1.152325,1.1711272,0.5313951,0.6353432,1.2672455,0.71916485,0.9260556,1.0256464,0.28182364,0.6655122,1.1224996,1.1356795,1.1492003,1.0732373,1.1198583,1.0040876,0.72292954,1.3134005,1.0322785,0.861173,1.0841877,1.0072035,0.6741199,1.0172638,1.2409046,0.6731999,0.9745868,0.603149,0.9870567,0.36879814,0.87369645,0.7225026,1.1659918,1.2481613,0.98267174,0.9059099,1.0989076,0.8227213,0.7392622,1.230325,1.0105331,1.0609263,1.2586792,1.1608748,1.2234392,1.0346296,1.2934879,1.163462,0.95125484,1.2556585,1.0686438,1.1316018,1.0576808,1.1782767,1.1981821,1.0290611,0.9993158,0.79829395,0.88321966,1.1940218,1.1094077,1.2247145,0.60031545,1.295598,0.8409486,0.8877164,1.2318611,0.75257754,1.1191444,0.96681887,1.2241757,1.1106257,1.313762,0.9841783,0.114834905,0.8312015,0.67590535,1.0272932,1.1546439,1.3399649,1.2805543,1.0410869,1.0704201,0.47513914,1.2121735
firetruck,0.9640325,1.1300042,1.200912,0.81357014,1.171893,1.1700976,0.87505805,0.91591257,1.0214052,0.91485274,1.0978887,0.8667145,0.8239764,1.0102319,0.9206091,1.0144246,0.9870028,1.1863749,1.1046032,0.92628413,0.90850925,1.1177019,1.0145527,1.0788549,1.0346735,1.1029286,0.8378867,0.94617397,1.2273914,0.9898914,0.87212735,0.92898303,0.98196465,0.8256068,1.1722682,0.8462296,1.2080612,0.92026156,0.9662651,1.0198481,0.9814312,1.0400088,0.9986761,0.98159844,1.0253208,1.2381518,0.968979,1.1634874,1.0832886,1.0464419,0.0,0.94253325,1.0526286,1.1684241,1.0346801,1.0291697,0.95743984,1.0942562,0.95368797,0.96455926,1.1370609,1.0327275,0.95883167,0.793945,1.196451,0.97825265,1.0463183,1.0483876,1.0533959,1.0320958,0.9061812,0.91153806,0.9053019,1.216096,1.0683819,0.93947667,0.93554306,1.1608084,0.9622968,0.9555612,0.9378895,0.8935671,1.2180078,1.0738841,1.0990549,1.1224647,1.1923592,0.7976693,0.83857,0.8422401,0.8613778,0.8775416,1.1720378,1.1704314,1.0527737,1.0662153,0.8595177,1.0535319,0.9806336,1.0831786,1.1458143,0.93904084,1.0326177,1.1299543,0.92760295,1.0506663,1.0758526,0.97407544,1.0022409,0.91433364,0.8598207,1.0544447,0.86674505,1.0710528,0.9931491,0.9959997,0.9392897,1.166785,0.8901289,1.2564741,1.0211493,0.9456499,0.9747962,1.0557822,1.0108131,0.96341413,0.9054671,0.88019055,1.1836758,1.1518278,0.9674691,0.9730341,1.0113572,1.1237895,0.9126413,0.89645827,1.0906603,1.0608646,1.1302536,0.9713655
fish,0.8001815,1.0850136,1.2670923,0.70824194,1.0501126,1.0576216,0.715047,0.9928726,1.0502224,0.9566391,1.2815889,0.8699519,0.7722628,0.9823249,0.6950838,0.97936976,1.1141279,1.3362603,1.2638242,1.1897416,0.538109,1.3070047,0.91388136,1.340878,1.1185462,1.2140696,0.6399697,1.098943,1.2828158,1.1997064,1.017547,0.8015692,0.90216434,0.60802096,1.2477138,0.99786544,1.331147,0.97769976,0.81587726,0.979987,1.1737713,0.9901668,0.7578339,0.58234495,0.97034115,1.1947317,0.89859545,1.1339973,0.99155873,1.0112154,0.94253325,0.0,1.1167305,0.87164843,0.9673602,1.0842518,0.8759645,1.1747988,0.6663896,0.9755597,0.9209127,0.8691163,0.75020283,0.8016479,1.1666734,1.0097228,1.2131379,1.293934,0.86297774,1.0160311,0.7975515,0.88354933,1.2051944,1.3615623,0.7327395,0.8442602,1.0479968,0.9870699,0.6782387,0.9961635,0.8284308,0.69379294,1.2145474,0.89457214,1.0870593,1.0352615,1.243914,1.0210384,0.6716014,0.7557585,0.8659859,0.7601609,1.2090776,1.213422,1.05452,1.0101712,0.70028317,1.1983745,1.1463001,1.057604,1.2514701,0.99037033,1.3364598,1.2478759,1.1153628,0.61365503,0.8437157,1.1179602,0.88090026,0.9400557,0.8569169,0.9511554,1.0000068,1.0524263,0.9986127,1.0552324,1.1522393,1.1986964,0.8526846,1.2379186,0.8798358,0.98050976,0.99176717,1.0859838,1.2075721,1.0325823,0.9468151,0.9680603,1.2431247,1.0761191,0.8210664,0.78427047,0.8429191,1.2892957,1.1366541,1.0399991,1.2671494,1.2553099,1.3193327,1.0818456
flower,1.0042309,1.1779822,0.9217561,1.2240615,0.7635288,0.7754774,1.0373846,0.90889585,0.9755807,1.1314669,1.0608741,1.254781,1.0983224,0.95439196,1.0763042,1.0953889,0.80163884,0.90906584,0.55414903,0.8169769,1.1778443,0.93017775,0.82784295,1.0617957,0.8374382,0.99227345,1.1776612,1.2687657,1.0270565,1.1627028,1.0540434,1.0281451,1.2655071,1.0361308,0.9457718,0.966595,0.95178175,0.42827725,1.0090892,0.8299514,1.1356552,1.0148691,1.2867172,1.0096128,1.0752866,1.08671,1.1353432,1.2797052,1.0518217,1.2187254,1.0526286,1.1167305,0.0,1.3051906,1.0364251,0.5205138,0.9276493,1.0486532,1.139215,1.0305954,0.55438626,1.1140224,1.0234717,1.1806982,1.0955949,1.0628746,0.8520782,0.9703395,1.1361853,1.0036172,1.3572848,1.1298511,0.933992,0.9996169,1.1934558,1.0414505,1.11302,1.1879272,1.0470974,1.1377912,1.1128664,1.1190407,1.0746982,1.1350703,1.1834354,1.0547725,0.9993216,1.2798383,0.9922833,1.1220859,1.3559514,1.0275977,1.0420265,1.022328,0.8627103,1.0826491,0.6544211,0.64015746,0.49735886,0.8156471,0.9136151,0.96651775,0.90851617,0.99421835,1.0935193,0.9986832,0.8720668,0.44679916,0.9765617,0.8664999,1.2874682,1.0026186,1.3601861,0.9350563,1.0644509,1.1431463,0.8739542,1.1191232,1.0148649,1.022454,1.1413014,0.50819004,1.0413163,1.0346211,0.6586915,0.90830106,1.21988,0.9149446,0.94309765,1.2102748,0.8680138,0.90370405,1.1735811,0.45870012,0.6911919,0.92432654,0.95827234,1.0094181,1.1607044,1.1246077
foot,1.1883535,0.6256701,0.6326478,1.0894935,0.94085735,0.8608221,1.0809145,1.0296954,1.2457099,1.2660806,0.68814,1.1311842,1.1108978,1.0483278,1.1670504,1.2127523,1.1427059,0.85936624,1.1044382,1.3305508,0.79748225,0.9976662,1.0271652,0.7321435,1.0507661,0.5762861,1.0562284,1.0324146,0.7787768,1.2237906,1.2037224,0.9533376,1.0372267,0.9979812,0.69410944,1.3769667,0.83730674,1.3317668,1.2270046,1.2078481,1.2390655,1.1075867,0.83510023,0.9818307,0.7321689,0.5599926,1.0156124,0.47521538,0.9247748,0.45015627,1.1684241,0.87164843,1.3051906,0.0,0.87235373,1.2231456,1.1672394,0.58312196,0.72951627,1.2054952,0.88290083,0.9303642,1.0457808,0.7835988,0.62597317,1.1280851,1.1512625,1.1989663,1.0440309,1.1956749,0.87999344,0.74637216,1.3875304,0.9461511,0.9252911,1.06926,1.0275567,0.57153094,1.082594,1.1590474,0.7430531,0.9165749,0.5278777,0.81096303,0.6007784,0.8367683,0.7452395,1.0706356,1.1794136,1.029604,0.7789372,1.1307521,0.6981324,0.6848486,1.2169609,0.84116775,1.0994786,1.2780432,1.2972572,1.1968858,0.9764051,1.3393457,1.1265372,0.8592794,1.2743528,0.9005071,0.96896774,1.1843493,1.0986924,1.3826936,0.9319413,1.1470008,0.7130024,0.98247737,1.0515102,0.99969786,1.3861649,0.54453325,1.2077146,0.6265704,1.0689236,1.2834431,0.9276691,1.2137291,1.0211109,1.2638355,1.0784162,1.3006635,0.9397342,0.37896574,1.0308915,0.92923427,0.88567936,1.2503226,1.3860971,1.3218062,1.0400572,1.1294422,0.52413815,1.2113979
fork,0.67754143,0.863064,0.6217567,1.3811886,1.0656159,1.0028304,1.0473413,0.83463013,1.3813047,1.4467111,0.48365992,1.3128798,1.4744649,0.5841509,1.3853992,1.1994283,1.0024624,0.60728717,0.8668658,1.2332993,0.8236222,0.80928093,0.7139077,0.6636996,0.69891083,0.6287446,1.236941,1.237477,0.51437795,1.2489758,0.89530236,1.106718,1.3900863,0.85246456,0.39489865,1.4549308,0.62474084,1.3016031,1.2558315,1.2561839,1.1104847,0.8074002,1.1890545,1.1509162,1.076963,0.7183445,1.1484144,0.7397057,1.3057942,0.8116286,1.0346801,0.9673602,1.0364251,0.87235373,0.0,0.8625152,1.2941592,0.58118546,1.0654882,1.1835424,0.8324083,1.2837431,1.1074673,1.1817789,0.7524913,0.91000164,0.8014437,0.6700811,1.3062102,1.0575843,1.3260461,0.15672809,0.92929274,0.54604936,1.2177541,1.2212224,1.0487133,1.0502073,1.42111,1.3853908,1.120943,1.0765355,0.6119985,0.7378019,0.7756857,0.68845165,0.7055037,1.2478675,1.2130214,1.4014442,1.3124435,1.3533034,0.4278292,0.40878946,1.0519742,0.69984525,0.89492404,0.89294714,1.0688944,1.0112917,0.66303766,1.2769157,0.85484254,0.7807208,1.2059711,1.028769,0.9800157,1.1452824,1.3501155,1.0339651,1.4291332,1.0854716,1.2665641,0.7226064,1.4380901,1.0542203,0.9278799,0.42718315,1.2331824,0.58941925,1.12508,1.0895576,0.47970045,1.1088378,0.8227272,1.2951381,1.427971,1.4499916,0.681587,0.6730832,1.1057675,0.77906734,0.8841484,1.0322404,1.2870595,1.0984696,0.59611607,0.60882473,0.57322574,1.1429315
frog,0.6037206,1.1201993,0.89856327,1.2708168,0.6823922,0.85865134,0.88134325,0.9749817,1.2362201,1.2150787,0.99260604,1.3037527,1.1709791,0.89041424,1.0980524,1.0574182,0.7008348,1.0051755,0.81817555,0.9492531,1.0711881,1.0388043,0.61031735,1.1600122,0.55513173,1.0145475,1.0909226,1.3423674,0.90784323,1.2447816,1.1361909,0.8705561,1.2746807,1.0850916,0.8792244,1.1681805,1.0257059,0.87529206,0.90841436,0.7158039,1.2551486,0.86697865,1.2768028,1.012499,1.1286038,1.0155274,1.093275,1.0804422,0.8964017,1.152325,1.0291697,1.0842518,0.5205138,1.2231456,0.8625152,0.0,1.0499171,0.9665775,0.9839291,1.1303334,0.57302564,1.2041898,0.9935565,1.1892793,1.0237101,1.0169977,0.61125183,1.0139409,1.1592232,1.0229735,1.3583444,0.94646794,1.0652975,1.0127385,1.315666,1.1189414,1.0040563,0.9504326,1.0069492,1.074192,1.0340602,1.0153358,1.1098801,1.0988916,1.125764,1.0086105,0.9338951,1.4553483,0.9837367,1.2355828,1.3798465,1.0716362,0.9824842,0.9880869,0.72322536,1.0134248,0.87531507,0.87716216,0.7517705,0.601234,0.9828826,0.9326817,0.8760924,0.8677906,1.3349264,0.9196093,0.6255691,0.68917704,1.0454903,0.64410156,1.3250384,0.83283675,1.3852415,0.8492771,1.251941,1.2314663,0.99703187,0.9222276,1.1297742,0.96414745,0.96364444,0.83153915,0.80495524,1.0961018,0.72032136,0.91765773,1.2461629,1.0961156,0.745502,1.0967181,0.9058631,0.9539889,1.1569543,0.34167504,0.90187466,1.0784018,0.94206923,1.0631921,1.0663049,1.2482102
glass,1.1304853,1.3117276,1.3069723,0.86345863,1.021393,1.0618501,0.8157671,0.92067546,0.72712415,0.84240466,1.350626,0.8023988,0.89949304,1.162089,0.9818203,0.8750369,1.0047798,1.192224,1.0214622,0.7082738,0.99081206,0.9036037,1.0565714,1.1345922,1.087372,1.193905,0.91991216,0.9025559,1.2448316,0.83653295,0.8247752,0.8615638,0.90675086,0.7988833,1.296858,0.6416693,1.2072576,0.7300146,0.9657147,1.0135313,0.80566335,0.9623723,1.0135869,0.9063053,1.0663916,1.3251514,1.0742104,1.2574658,0.9381245,1.1711272,0.95743984,0.8759645,0.9276493,1.1672394,1.2941592,1.0499171,0.0,1.3459907,1.0947888,0.9059407,1.0021484,0.9009633,1.0932906,0.9355114,1.3895445,1.0571294,1.2194612,1.1726718,0.9455571,0.74022317,0.8447701,1.1593425,0.99588156,1.2216277,0.8040541,0.9505817,0.8722105,0.91886294,0.92101014,0.915118,0.93377197,0.9562036,1.3282009,1.1949973,1.168874,1.234573,1.2466906,0.7473954,1.0463928,0.8937617,0.8557457,0.81969327,1.301312,1.2757645,0.9476042,1.3688247,0.9121665,1.0277593,0.91941774,1.1225532,1.1711645,0.91364706,1.1301577,1.2521322,0.67170763,1.0492129,0.98170096,0.8998125,1.0516198,0.8054683,0.8494334,1.0282804,0.99203664,1.0727445,0.66803956,0.84771705,1.002,1.3923331,0.83041143,1.1310552,1.1422646,0.850345,1.1256541,0.7479464,1.1801695,0.8566967,0.8629518,0.7809228,1.155852,1.2675092,0.8854352,0.86524314,1.1481464,0.95347124,0.7573358,1.0242673,1.1541566,1.0245454,1.3712611,0.88572794
glasses,1.196597,0.70461375,0.3890795,1.4171588,0.8697149,0.8132615,1.2073581,1.0138773,1.427283,1.4855325,0.37519002,1.463352,1.3855968,0.7514518,1.4455044,1.2953694,1.0355027,0.4832484,0.85404205,1.3515735,0.9864905,0.7485024,0.80145454,0.60018146,0.81361365,0.35142374,1.3419375,1.2832726,0.5379531,1.356894,1.1939692,1.1146152,1.3858532,1.1268224,0.33726263,1.4983915,0.4900897,1.2986795,1.3366549,1.2444158,1.2311612,1.0634623,1.1769104,1.2704085,0.7877046,0.4395976,1.2247012,0.46484667,0.97115326,0.5313951,1.0942562,1.1747988,1.0486532,0.58312196,0.58118546,0.9665775,1.3459907,0.0,1.0879344,1.2124561,0.6881517,1.0392816,1.028984,0.96673447,0.37344074,1.0193591,0.8766433,0.91084087,1.376863,1.1549296,1.3040582,0.6725096,1.0789187,0.6146878,1.2954035,1.206317,1.1957846,0.88477516,1.4437017,1.3101875,0.77985746,1.0955712,0.29158342,0.88326454,0.5387925,0.689845,0.5451247,1.325988,1.3103073,1.3000343,1.249047,1.3679428,0.43067944,0.41309047,1.2006357,0.7650472,0.9732931,1.0089049,1.084111,1.0257782,0.6460762,1.2811977,0.8321763,0.71524894,1.2841077,1.1186795,1.0624951,1.0553725,1.0876042,1.2557516,1.3197796,1.0710666,1.0991038,0.75588304,1.4128705,1.024039,1.0387251,0.28365338,1.3491218,0.5643033,1.1821973,1.1043078,0.7237655,1.2549969,0.72203475,1.2793454,1.3700595,1.5290657,0.6390481,0.40335655,1.0768318,0.8664985,1.0536151,1.0363345,1.3623371,1.1916188,0.7697789,0.92582035,0.21432632,1.2165134
glove,0.8835072,0.56427634,1.1649582,0.73676944,1.0416082,1.0682327,0.7615034,1.0323648,1.1247631,1.0805503,1.1271526,0.94912344,0.74445236,1.1822454,0.74542767,1.2438142,1.1627105,1.269908,1.2562883,1.1563934,0.7925599,1.1663532,0.9584353,1.0995196,1.1680337,1.0577135,0.8273474,0.8793604,1.2619196,1.2101747,1.0537941,0.95859337,0.896994,0.92471343,1.1883689,1.1013429,1.2626408,1.059007,0.98368204,0.76162666,1.1949189,1.0397046,0.81397116,0.5639816,0.82577115,1.0854013,0.95511186,0.9737703,1.0893823,0.6353432,0.95368797,0.6663896,1.139215,0.72951627,1.0654882,0.9839291,1.0947888,1.0879344,0.0,1.3087542,0.8486383,1.0083488,0.8686072,0.49370408,0.8694898,1.1637635,1.1313475,1.2586877,0.633556,1.1080326,0.7468573,0.90248466,1.2854463,1.3001409,0.8075773,1.0830333,0.9523162,0.77198887,0.38878667,0.9136343,0.90407294,0.92869174,1.1640105,0.7338725,0.90219,0.9698097,1.1795362,0.9825855,0.99520487,0.7656984,0.71450883,0.9071435,1.1969023,1.1453232,1.1550341,0.7998454,1.1422143,1.225697,1.2002277,1.1120057,1.3128197,0.79345983,1.0912437,0.9984326,1.2225635,0.8240156,0.91971695,1.1376057,0.92669547,0.9919528,0.8327062,0.61830497,0.6869975,0.98721,1.079824,1.1178215,1.3470275,0.8828608,1.1783237,1.1505282,0.41612792,1.1440184,0.91357034,1.0268908,1.1512133,0.8688964,0.97069323,1.1077653,1.1793424,0.75737596,0.7740551,0.75925434,0.61855793,1.0512223,1.204824,1.351285,1.2571534,1.134258,0.9743659,1.2459277
grass,1.0133481,1.1955739,1.2225969,0.8945855,1.1243007,1.144707,1.0774273,1.1093664,0.799461,0.6761697,1.2056817,0.70638585,0.92047787,1.0095918,0.84172803,0.63734984,1.1201086,1.161701,1.1201005,1.0045162,1.1313412,1.1972328,1.1655029,1.2097691,1.0940174,1.2109294,0.79300344,0.91936064,1.0977547,0.7738172,1.0813037,1.0399213,0.769547,1.024734,1.1934234,0.75094247,1.1664542,0.9680537,0.83120847,0.970067,0.8423286,1.1090826,0.8941504,1.1199615,1.1427152,1.184245,0.86695874,1.135107,0.93466777,1.2672455,0.96455926,0.9755597,1.0305954,1.2054952,1.1835424,1.1303334,0.9059407,1.2124561,1.3087542,0.0,1.3409215,0.90645427,0.9052191,1.1608132,1.2552704,0.8953312,1.0991689,0.89055014,0.95765376,1.0520293,0.8394289,1.2013891,0.9124003,1.1302357,0.85113204,0.9387651,1.1557971,1.1948407,1.0083798,0.86678004,1.1103271,1.0285436,1.1445892,1.2710432,1.1697495,1.0951635,1.1715889,0.88870615,0.80577105,0.85958254,0.93354714,0.9918551,1.1039965,1.1720238,1.0511695,1.2039713,1.0738523,0.8840263,1.0357895,0.9710105,1.1161796,1.0166036,1.1050177,1.1627384,0.8227501,1.0089432,1.0335085,0.9570416,0.9041554,1.0512694,0.89678526,1.1285791,1.0497423,1.2028288,0.8569827,1.0047423,0.62271416,1.2996173,0.51068485,1.1504866,1.1089399,0.9480924,1.3293377,0.8909481,1.1565449,0.95829755,0.79625535,0.6537873,1.2508105,1.2840464,1.1145309,1.1329426,1.23346,1.1465312,0.9605625,0.53509337,1.1826386,1.094349,1.2485331,0.6829617
gum,1.0963091,0.93473285,0.64106816,1.2839886,0.47395337,0.5205656,0.9063383,0.9318864,1.2253724,1.419292,0.8114306,1.4091257,1.2195508,1.0342822,1.246972,1.1843238,0.6763458,0.7735779,0.6009588,0.9249207,0.9223488,0.7382395,0.70488,0.9228545,0.73717004,0.70237803,1.4001913,1.4217485,0.81675136,1.4214988,1.0561069,0.9299514,1.4338584,1.0212057,0.6524033,1.2947499,0.74407953,0.8120924,1.2661874,1.0191734,1.3479779,0.8183787,1.2165747,1.0317229,0.96019095,0.70889735,1.2914567,1.0005534,1.1033611,0.71916485,1.1370609,0.9209127,0.55438626,0.88290083,0.8324083,0.57302564,1.0021484,0.6881517,0.8486383,1.3409215,0.0,1.2779896,1.0220144,0.8753663,0.850473,1.0162796,0.8920797,1.1493157,1.3079922,0.99053526,1.3726156,0.8746785,1.1474667,0.89747345,1.1972717,1.0698192,0.9956459,0.9640497,1.0227292,1.3113784,0.93500835,1.0361519,0.7246129,0.94469035,0.81803083,0.96368927,0.7004068,1.4391593,1.2375026,1.1781405,1.3476341,1.0102059,0.8410195,0.77092546,0.9199761,0.9418694,0.7693615,1.0871199,0.6559509,0.94899076,0.8093432,1.1122756,0.97501165,0.8797582,1.3190658,0.97264,0.9872524,0.75381374,1.1720197,0.87739414,1.3594458,0.89003557,1.2936757,0.7054168,1.2960675,1.1162533,1.078475,0.70931876,1.2721695,0.8594159,0.94601095,0.91565764,0.72654796,1.1506605,0.7008599,1.1253085,1.3950422,1.2635269,0.55440134,0.7566738,0.72401625,0.5750258,1.0762762,0.4644282,0.8912714,1.3003535,0.8602118,1.0699376,0.76069397,1.3726438
hair,1.1726363,1.0917766,1.2757257,0.66084385,1.1689612,1.2027003,1.0366253,1.1575328,0.8897789,0.7879181,1.3497616,0.8698533,0.72344315,1.1566843,0.8297502,1.0092144,1.2200462,1.3038359,1.4063559,1.1526457,0.85877305,1.394752,1.2143637,1.2981225,1.2116431,1.1561346,0.69003356,0.9290157,1.33399,0.92354184,1.1243691,0.92075324,0.728726,0.8546692,1.362353,0.8993897,1.3673161,0.9452507,0.80787885,0.86751527,0.8914808,1.2258468,0.9281122,0.822117,0.79327345,1.106184,0.91614264,0.9276912,0.44840014,0.9260556,1.0327275,0.8691163,1.1140224,0.9303642,1.2837431,1.2041898,0.9009633,1.0392816,1.0083488,0.90645427,1.2779896,0.0,1.0005223,0.7521131,0.73570126,1.1608682,1.2449297,1.2694877,0.7631475,1.0528277,0.69930357,1.2442999,1.1493168,1.3459064,0.66305417,0.8051863,1.0098797,0.8732508,0.8309554,0.88759553,0.73335457,0.69498426,1.1405561,1.277913,1.0151933,1.1004875,1.1838226,0.88922465,0.76511157,0.7119709,0.7130083,0.9168183,1.3085126,1.2925694,1.0866334,1.2961972,1.0132048,1.0633895,1.2873025,1.1001098,1.2411431,1.0382354,1.1776849,1.1214949,0.9143011,1.065558,1.0157292,1.0038427,0.48726475,1.1154598,0.577259,1.0361392,0.8150221,1.2796001,0.78759545,1.1635928,1.145925,1.3011142,0.8698201,1.2192867,1.107021,0.9147751,1.3616701,0.99749887,1.2798607,0.9708281,0.59171945,0.8684991,1.4088432,0.93543226,1.0955117,1.1461151,1.1586411,1.2922181,1.136807,0.93134385,1.2644297,1.2504776,1.1506804,0.8342963
hamburger,0.99360895,0.9902332,1.1219543,0.86412144,1.0908931,1.0953307,0.9184813,1.0026971,1.0475842,0.77558786,1.1007049,1.0840904,0.6097194,0.93347836,0.68976235,0.9737452,1.0644628,1.1616135,1.1375103,1.1062367,0.89917964,1.2019792,1.0381505,1.2198825,1.1231068,1.1473534,0.75854594,1.1015582,1.114105,1.0883098,1.2156217,0.9834285,1.0019953,0.9596618,1.1261988,0.88979435,1.1524477,0.9999644,0.75213814,0.76300794,1.1613542,1.0921345,0.9616172,0.82074475,0.94636476,1.0489829,0.8374599,1.0679611,1.0676458,1.0256464,0.95883167,0.75020283,1.0234717,1.0457808,1.1074673,0.9935565,1.0932906,1.028984,0.8686072,0.9052191,1.0220144,1.0005223,0.0,0.8907626,1.0097693,0.9540027,1.1088917,1.1271788,0.75595534,1.0184484,1.0131942,1.1230025,1.0840826,1.1381507,1.0132943,0.9134386,1.1410079,1.1483585,0.79233587,0.936006,0.95191884,0.9639882,1.1075331,0.97327715,1.0744039,0.9270848,1.1160368,1.0428382,0.7969413,0.6278624,1.0511286,0.8969997,1.1274483,1.1537609,1.0613046,0.9713243,0.8748812,1.0160416,1.0411146,1.016875,1.0972962,0.8751601,1.1088836,1.0977364,1.0965925,0.95179474,0.9771152,1.000992,0.88333523,1.0581963,0.9484681,0.99491847,1.0552199,1.2105169,1.034114,1.0963906,0.9993244,1.1237988,0.91640276,1.1416762,0.9273696,1.0476866,1.179804,1.1441772,1.1193016,0.9052373,0.9444328,0.91493094,1.1104985,1.1064389,0.92789817,0.96928704,0.8602793,1.0822287,1.0063915,0.94145775,1.1336966,1.2306849,1.1602812,0.88919544
hand,1.1704812,0.7490606,1.1750375,0.46913004,1.1353524,1.166301,0.7461337,1.2000197,0.9354497,0.9605419,1.2769582,1.0144494,0.5725455,1.3280253,0.9263923,1.1142488,1.099456,1.3746932,1.3220509,1.1361551,0.7482257,1.3656081,1.2000487,1.2595191,1.3467703,0.933436,0.8877067,1.1090453,1.3512216,1.1514298,1.1474106,0.8928286,1.003994,0.84605664,1.2535799,1.0824219,1.3905048,0.90404296,1.0437815,0.8349976,1.0881739,1.0312793,0.8256437,0.7501931,0.5946706,1.0137376,1.0049547,0.9121978,0.8656845,0.28182364,0.793945,0.8016479,1.1806982,0.7835988,1.1817789,1.1892793,0.9355114,0.96673447,0.49370408,1.1608132,0.8753663,0.7521131,0.8907626,0.0,1.0034665,1.1661443,1.2829127,1.3176266,0.77670443,1.0350838,0.79926324,1.0131439,1.3337014,1.417444,0.67820626,0.9377854,0.9566139,0.8326222,0.63658816,1.0098499,0.68508327,0.7874287,1.0723783,1.1629037,0.64217764,1.1105092,1.1261432,1.028548,0.9512443,0.6149051,0.7282281,0.75672626,1.268969,1.1921369,1.1698397,1.2632697,0.95518935,1.2920653,1.0963606,1.2375101,1.3393718,1.037949,1.3132975,1.1985059,1.1391517,0.9826655,1.1359982,0.9767404,0.9108595,0.9919454,0.7047089,0.8896462,0.72070074,1.1128728,0.9710031,1.118154,1.2423416,1.0871742,1.0539712,1.2854164,0.75180876,1.0588908,0.9759463,0.9897049,1.1946204,0.9988789,0.8153038,0.9057473,1.3280932,0.5095107,0.6860399,0.6524316,1.0562105,1.1852598,1.0675602,1.1740179,1.2746062,1.2972443,0.9463978,1.1113443
hat,1.1725554,0.6127559,0.5160385,1.3081546,0.8254981,0.8400757,1.2960457,0.99703556,1.417177,1.3799908,0.5551146,1.3815622,1.2539622,0.8288702,1.298243,1.2835306,1.1152158,0.5738546,0.9859934,1.3473643,0.9853404,0.78275543,0.90895736,0.7100413,0.9133795,0.6115428,1.2258499,1.1410718,0.6826416,1.2992641,1.2040334,1.1239364,1.2778555,1.2069843,0.6331985,1.4186676,0.60445887,1.338537,1.2274704,1.0912138,1.2215786,1.1676906,1.1289315,1.0360519,0.75324404,0.47588605,1.1477367,0.65446544,0.9753372,0.6655122,1.196451,1.1666734,1.0955949,0.62597317,0.7524913,1.0237101,1.3895445,0.37344074,0.8694898,1.2552704,0.850473,0.73570126,1.0097693,1.0034665,0.0,1.0450289,0.84505653,0.9447976,1.1507893,1.1005949,1.1952393,0.8715527,1.031649,0.6787868,1.1059968,1.1057884,1.1340842,0.934236,1.172223,1.2106345,0.9013963,1.0138727,0.51822025,0.8329493,0.6722305,0.61151814,0.5785818,1.2486372,1.2075002,1.2180392,1.1476636,1.3787744,0.6942259,0.66126585,1.1425247,0.6548795,1.1918294,0.9047161,1.2309167,0.9937188,0.72120047,1.1332194,0.7741701,0.5512,1.2421277,1.1034625,1.0558548,1.2006235,0.86587405,1.3298253,1.1636457,0.89349353,0.98984915,0.7829819,1.3837898,1.1798967,1.0612407,0.44694865,1.3545322,0.6709926,0.9491397,1.2048606,0.8673993,1.227614,0.8274751,1.1908379,1.2241917,1.4969826,0.69535285,0.50011605,1.123958,1.0659721,0.9040139,1.0516858,1.4128839,1.1812965,0.84041506,0.91266155,0.3851667,1.1806135
