,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,face,finger,fish,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,sink,slide,slipper,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
flower,0.9901203,0.80310154,1.3800733,0.71639,0.7740448,0.7804346,0.6467371,1.1306539,1.1462874,1.1699754,1.0327053,1.2376724,1.1255149,1.1688781,1.1676967,1.0588528,0.8584449,0.6367134,0.7855257,1.0206869,1.25769,0.83786833,0.8232213,0.81873006,0.8447807,0.9892998,1.1148612,1.1273707,0.76439774,0.999247,1.235245,1.1617914,1.1266307,0.8072852,0.83516335,1.0788752,0.72455657,1.0856557,1.0425315,0.64966464,1.0893084,0.9281464,1.2991773,1.1678722,0.9547885,1.1800135,1.0603119,1.1097678,0.0,1.1841042,0.78616315,0.6692637,0.7004649,0.8111365,0.7682568,1.1502919,1.2635624,0.82183826,0.7321093,1.1750325,1.0153409,0.7430363,1.3513706,1.0920434,1.0773332,0.73901546,0.8243989,0.9816805,0.9741969,1.1456792,0.9350994,1.2525856,0.89410764,0.87177074,1.1670132,0.8194653,1.0414472,1.0845535,0.90512973,1.3269432,1.305734,1.0458584,0.77360773,0.83480185,0.8349373,0.30750382,0.91683686,0.8078706,0.92674744,0.8927454,0.9245838,1.0534201,0.9409426,1.2743615,0.971992,1.3550001,1.0201458,1.2948422,0.9785769,1.2235708,0.82537866,1.2556019,0.85069907,1.0409306,1.2493565,1.121753,0.7329241,1.1266172,1.2056332,1.0774196,0.8845315,0.6247126,0.74239874,1.0891889,0.958936,0.9641324,0.93297434
foot,1.0918864,1.0484523,0.7369985,1.0632702,1.185447,0.9842805,1.2200198,0.9598078,1.1256131,1.0219858,0.9491061,0.91001904,0.9939225,0.86060023,1.0525914,0.9846955,1.1742146,1.258227,1.3975196,1.0787337,0.7701355,1.2709849,1.249818,1.1372411,1.2878894,1.0399654,0.966313,1.0271364,1.2021697,1.0851637,0.8367521,0.91369057,0.96970046,1.1668657,1.093227,1.1643459,1.3486423,0.98963964,1.0099435,0.9984872,0.9185002,1.1313595,0.6842901,0.83143944,0.8475126,0.7471029,0.8264864,1.0494281,1.1841042,0.0,1.179068,0.8632245,1.2111231,0.90998906,0.8968032,0.84121907,0.56899124,1.0065515,1.1375371,1.0524496,1.2187552,1.1535742,0.7795211,1.055904,1.1182674,1.292984,1.1748731,0.8667051,1.1238184,0.54098475,0.994507,0.65263104,0.9145928,1.1436782,0.6010648,1.1418641,1.0677233,1.1111269,0.8894713,0.83357304,0.69840884,1.115125,1.1626645,1.1352838,1.263205,1.2582031,1.1320469,1.160381,1.0227596,1.1057422,1.1216614,0.79355013,1.1740894,0.83465505,0.7179079,0.7779902,1.0676423,1.0840437,0.66035336,0.9769033,1.1067008,1.1040213,1.1664778,1.0163625,0.92032874,0.96021897,1.1252396,0.48442614,0.70638096,1.0121855,1.1847439,1.1288868,1.2732606,1.1399338,0.9727445,0.92145526,1.1514258
fork,1.0413772,0.8307876,1.2763182,0.9126174,0.7704419,0.84629095,0.60430783,1.2050843,0.8892445,1.4474914,0.7390282,1.4069523,1.0049725,1.0227523,1.3534799,1.3062956,0.67348444,0.7418355,0.8043411,1.1812854,0.8806262,0.91659117,0.94206035,0.77577776,0.81309646,0.77246964,1.243006,1.3528795,0.6706283,1.1467314,1.0285587,0.8206387,1.4250498,0.86397284,0.5790197,1.2263869,0.7236607,1.199551,1.2399757,1.004968,1.1381186,0.91821855,1.3865402,1.0151377,0.8594003,1.1250218,0.75699395,0.90192807,0.78616315,1.179068,0.0,0.8733784,0.63503397,0.6826599,0.68530816,1.2374269,1.1585538,0.77954924,0.755599,1.0086422,0.9985783,1.051103,1.3878773,0.9606792,1.1926084,0.5952169,0.8697485,1.1388321,0.9371983,1.3294322,1.2714632,1.0468768,0.8542023,0.8317888,0.9585451,0.688257,0.7438867,1.229324,0.81806695,1.3560618,1.2796476,1.0465422,0.54202205,0.61883104,0.62020606,0.79776216,0.67512786,0.927495,1.2719126,0.7721218,1.1629324,1.2108463,0.927883,1.3580317,1.2086146,1.3444998,1.0404096,1.3041513,0.7962452,0.9463428,0.8907057,1.191819,0.8154386,1.3401914,1.2315845,1.4355743,0.78599674,0.9235275,1.0172129,1.1076841,0.6905399,1.0319562,0.7712311,1.1854403,0.993447,0.7765252,0.7855233
frog,0.6852311,0.740752,1.1866181,0.67143875,0.84330106,0.6936923,1.0493633,1.112659,1.1101787,1.2205706,0.94078964,1.3428378,1.0471364,0.9699205,1.014778,1.0461047,0.92918724,0.93642825,0.9757351,1.2879403,0.99337184,1.1087474,1.0191618,1.0908135,1.1585836,0.9196397,0.9181819,1.342509,0.8248131,1.1986014,1.0399704,1.0939937,1.2488313,0.8844578,0.7672398,1.3062904,1.0141127,0.91817176,0.875925,0.9227675,1.294134,1.179094,1.1498513,0.9559792,0.8452497,1.0771997,0.84227306,0.87480724,0.6692637,0.8632245,0.8733784,0.0,0.9933065,0.6149141,0.3831123,1.1318969,0.99071544,0.9311201,0.8589836,1.1874766,1.018475,0.8229014,1.1865234,1.2250972,1.2401506,1.0177767,1.0963361,0.7958139,1.1353339,0.81893766,1.2084526,0.95991606,0.8369764,0.8194417,0.8977165,0.8291702,1.0523221,1.3658016,0.8374762,1.1306447,1.2501122,0.9819503,0.8640557,0.8825786,0.96241313,0.67584324,0.86712307,0.8878406,1.089901,1.0763539,1.3407612,0.9985837,0.910133,1.2580357,0.86795634,1.1945559,1.1299977,1.1905518,0.79161924,1.002689,0.8883196,1.1914004,1.019088,1.2112488,1.1446772,1.2010369,0.7235961,0.8074635,0.8375607,0.99162424,0.8316119,0.64672995,0.997362,1.1076525,1.2177707,0.92142755,1.2404208
glasses,1.2311063,0.49426723,1.3349214,0.7146771,0.517566,1.0967431,0.5134592,1.3715396,1.1243825,1.5293571,0.7278127,1.4599348,1.1396734,1.1420734,1.5055565,1.3830893,0.6458542,0.3775729,0.49825454,1.16963,1.0909595,0.8425137,0.8266283,0.4180374,0.82103056,0.93007404,1.3749833,1.3938109,0.44368768,1.1422048,1.0620364,1.1933668,1.4192476,0.9118619,0.39591706,1.4079809,0.36476636,1.2821245,1.3105236,0.763,1.1221821,0.76261526,1.2970264,1.1468995,0.67065775,1.1352707,0.94488245,1.1126983,0.7004649,1.2111231,0.63503397,0.9933065,0.0,0.7901795,0.73123926,1.308009,1.2421714,0.4575408,0.6112639,1.2002215,1.1785693,1.0322449,1.4530888,0.9952208,1.2892412,0.39346987,0.6348862,1.2000035,1.0833026,1.5123637,1.1064556,0.9070674,0.511515,0.918099,0.87066865,0.39351118,0.8401304,1.2492073,0.9390204,1.434582,1.3580738,1.172238,0.3537107,0.4164163,0.4922797,0.7326181,0.5545752,0.9568455,1.2702744,0.576583,1.2185612,1.3707592,1.0656607,1.3303844,1.1495119,1.4564072,1.0650091,1.3562169,0.51755804,1.1777906,1.0032895,1.2747867,0.4553129,1.2779748,1.232661,1.5130447,0.57914203,0.72854173,0.95730066,1.2629349,0.80415756,1.0049448,0.6684917,1.296031,0.86126363,0.31418008,0.8755466
glove,1.0326382,0.8071426,1.2141614,0.7437575,0.8198199,0.909874,0.80234915,1.3468171,0.96312904,1.3647565,0.936814,1.4266582,1.1242956,0.84937847,1.1074831,1.11618,0.89784026,0.91602117,0.9449585,1.3140079,0.8987504,1.0214777,0.93657166,0.8096075,1.0703205,0.9580624,1.0872091,1.3370297,0.915348,1.0987635,0.988503,0.94863814,1.3148767,0.87503904,0.82797307,1.3388473,0.94016284,0.96840376,1.0951397,0.7825002,1.3157412,1.2028928,1.0659124,0.81525826,0.77704483,1.1791239,0.73380584,0.84166634,0.8111365,0.90998906,0.6826599,0.6149141,0.7901795,0.0,0.6131077,1.2244399,0.91589594,0.6085645,0.81492406,1.0701315,1.2046853,1.0083061,0.99809086,1.0929629,1.2469349,0.98884207,0.96849704,0.97912204,1.1007773,0.8232491,1.1623238,0.95280397,0.8645672,0.64196914,0.8457431,0.7152935,1.019687,1.3498354,0.8087388,1.0040036,1.0504044,1.1742866,0.8140843,0.8725816,0.56915283,0.9395632,0.8769467,1.0421431,1.0410937,0.9982823,1.3820662,0.9327588,1.1326871,1.2305913,0.80152106,0.9986792,1.1079642,1.2857747,0.69848305,0.89181405,0.89680946,1.1929715,1.006818,1.2334844,1.1536036,1.4094555,0.8806262,0.7144097,0.8989116,1.0575099,0.5572674,0.84899175,0.90033555,1.1782364,1.2234147,0.819233,1.183541
gum,1.1133142,0.40427506,1.3339238,0.47066426,0.5350368,0.73048913,0.9891918,1.2873842,1.0641507,1.5214252,0.7254969,1.5577588,1.1063267,1.0136989,1.4030899,1.1708827,0.60828257,0.761294,0.85563534,1.3607144,0.964892,1.0375304,1.0144075,0.8267611,1.005089,0.6122212,1.3388618,1.55027,0.6193146,1.3162675,0.842978,1.0619525,1.5087575,0.8886785,0.39695275,1.4846518,0.7388811,0.7344116,1.3089905,0.96869314,1.3327925,1.1030171,1.3236989,0.9976287,0.78895223,1.1443807,0.8461122,0.8088084,0.7682568,0.8968032,0.68530816,0.3831123,0.73123926,0.6131077,0.0,1.3877428,1.047269,0.6965984,0.698803,1.0893384,1.0127318,0.9534401,1.4253595,1.2877128,1.4023709,0.7512827,0.9874965,0.9371698,1.1769447,0.9823278,1.41412,0.7839836,0.58777356,0.8091886,0.8164909,0.6753715,0.7140554,1.472415,0.7839803,1.3410761,1.3619437,1.0390073,0.6145897,0.58837426,0.7466439,0.91072756,0.46193373,1.0748414,1.3144108,0.8625889,1.4914124,1.1318842,0.8671063,1.4244931,0.9575051,1.3899204,0.9909044,1.3318735,0.5664867,0.9155091,0.85929596,1.2304225,0.77219546,1.4642102,1.2278728,1.4820123,0.5091031,0.6145895,0.66640043,1.0402803,0.6764755,0.6833565,0.7981589,1.1536915,1.2325963,0.6656278,1.0831751
hair,0.92262495,1.3133987,0.5533328,1.3301369,1.289752,1.1292645,1.2659438,0.7960185,0.9266926,0.68365884,1.1158199,0.7584967,0.8328309,0.84500575,0.7506576,0.8638487,1.4914188,1.3112026,1.3436508,1.0062019,0.96215665,1.2214596,1.2868631,1.4096068,1.0304906,1.1871651,0.666882,0.86434376,1.3395288,0.9489063,1.0613201,0.9256687,0.7029118,1.1639493,1.3912389,0.92400026,1.3941579,1.0801193,0.75177497,1.0962223,0.91683894,1.2347556,0.48689437,0.83777344,0.95567244,0.50907004,1.068863,0.92648137,1.1502919,0.84121907,1.2374269,1.1318969,1.308009,1.2244399,1.3877428,0.0,0.7813985,1.115199,1.257344,0.9737453,0.999331,1.1922615,0.64487946,0.9383107,0.9348935,1.3348659,1.2076826,1.0982016,1.0600111,0.7703297,0.8288801,0.96041745,1.172187,1.2638592,0.8724635,1.251896,1.2216432,0.7985878,1.0966948,0.6649685,0.7881989,1.0104694,1.3929003,1.351903,1.4225184,1.1101215,1.4433061,1.0688462,0.86788845,1.2628511,0.86671007,0.8247662,1.1326228,0.43489027,0.941703,0.64695364,1.1817973,0.78891915,1.1932416,1.0230513,1.2341024,0.8799056,1.2112552,0.646538,0.7015401,0.72913885,1.3377033,1.0746326,0.95704,0.9018381,1.4066308,1.2724482,1.3836505,0.9589083,1.0829242,1.2053747,1.0794514
hand,1.1368304,1.1839079,0.4359944,1.1340005,1.270129,0.9416262,1.2785299,0.9567134,1.0853671,1.0096705,1.2208115,1.0096005,0.76814413,0.9032784,0.9523944,0.89596516,1.2202374,1.3768102,1.3332236,1.1394017,0.8628061,1.2493778,1.1954074,1.2844002,1.2394924,1.0202159,0.97919047,1.0185696,1.3483205,1.1543,0.9717085,0.8989732,1.0288292,1.1726178,1.19578,1.0527599,1.3904889,0.95611215,0.99166083,1.0126914,1.0621198,1.3246338,0.61378425,0.89725703,0.910455,0.65904033,0.52958214,0.9331281,1.2635624,0.56899124,1.1585538,0.99071544,1.2421714,0.91589594,1.047269,0.7813985,0.0,1.113478,1.2463218,0.9058931,1.0426167,1.1783597,0.72696096,0.89326334,1.0362477,1.373884,1.2284653,0.8713272,1.0152808,0.57481444,1.0344429,0.74016154,1.1031297,1.1447676,0.6140928,1.1807579,1.1501943,1.095808,0.93168616,0.53821564,0.8549254,0.94009113,1.1508353,1.2191969,1.2751801,1.2513859,1.2899823,1.1584162,1.0608015,1.2694302,1.1446874,0.7414089,0.966756,0.78153384,0.88254213,0.6312943,1.1593417,0.9603197,0.8290403,0.88755363,1.0435196,0.9820387,1.3030463,0.945684,0.83102816,0.90234697,1.3163495,0.62081444,0.86227536,0.83535177,1.2097986,1.061996,1.2314737,1.0145681,1.1742051,1.0590367,1.1718605
hat,1.3347237,0.46812892,1.2925583,0.6655163,0.4087913,1.1412053,0.67676514,1.4244725,1.0876057,1.5213375,0.72833115,1.4951571,1.1356459,1.2256384,1.4862616,1.2532735,0.7318352,0.5276407,0.74021614,1.2519307,0.96741986,1.021873,0.94498616,0.51253366,0.94870365,0.91380954,1.3886274,1.3915945,0.5401429,1.1322942,0.98422253,1.143129,1.3772233,1.0213366,0.46527064,1.4894855,0.5196178,1.1167624,1.3578856,0.726176,1.2106783,0.90437895,1.1533301,1.1954947,0.6003257,0.9662504,0.90958935,1.0999883,0.82183826,1.0065515,0.77954924,0.9311201,0.4575408,0.6085645,0.6965984,1.115199,1.113478,0.0,0.5756775,1.2318215,1.1637659,1.0515795,1.2905449,1.2385103,1.313633,0.6488698,0.6820614,1.2116565,1.1255646,1.2290964,1.1611967,0.77390116,0.49159265,0.9329749,0.75669545,0.48826218,0.8633301,1.3447955,1.038509,1.2819407,1.2715373,1.2126065,0.56777537,0.6263852,0.6118034,0.896308,0.5831586,1.0894363,1.2830667,0.7117903,1.3418965,1.2090505,1.0903493,1.1194158,1.0867026,1.3111246,1.1362445,1.360796,0.39419276,0.8909306,1.0685035,1.2610176,0.568059,1.2300736,1.0439816,1.5190516,0.5527663,0.5172693,0.83909374,1.3725481,0.8317396,0.9316193,0.82999563,1.2362756,1.00677,0.3314042,1.0188409
horse,1.1131818,0.60561633,1.3040099,0.7816907,0.53181654,0.89967215,0.77528024,1.3321974,1.116047,1.3873845,0.7316119,1.3955495,1.167985,1.1865815,1.3654792,1.2531512,0.6579593,0.61642516,0.7571337,1.1676741,0.9956113,1.0297185,0.9485835,0.6947048,0.88973826,0.7907288,1.219573,1.2878915,0.54387987,1.1025224,0.94284314,1.1338251,1.3595358,0.92945516,0.56456447,1.3422611,0.6275022,1.0443971,1.1641016,0.81815594,1.2029774,0.92057335,1.1994206,1.1663767,0.8933806,1.1386111,1.0020717,1.1176546,0.7321093,1.1375371,0.755599,0.8589836,0.6112639,0.81492406,0.698803,1.257344,1.2463218,0.5756775,0.0,1.2703513,1.0480795,0.92814684,1.3119913,1.176438,1.2667534,0.74580014,0.7286915,1.0673016,1.1392871,1.2656298,1.0494342,1.0057237,0.6949964,0.9413441,1.0266656,0.6780009,0.84204245,1.2746484,0.92473745,1.3366659,1.1683128,1.1894841,0.61943865,0.62208164,0.7194877,0.85296243,0.6446527,0.8848523,1.2223263,0.7313424,1.2811531,1.2042402,1.0475982,1.2067243,1.0435629,1.3121879,1.1414866,1.3081179,0.6562916,0.93893576,1.0107274,1.2576356,0.6834168,1.119831,1.1099191,1.4026915,0.49589646,0.82608443,0.9688558,1.3077023,0.8463837,0.81399494,0.80815125,1.1526694,0.99588394,0.60336536,1.0597903
hose,1.046835,1.3065708,0.9390472,1.0828028,1.1546904,0.93780214,1.2457954,0.73829544,0.90675735,0.9200559,1.2448972,0.86855555,0.9701938,1.0579336,0.87857807,0.8200355,1.2169639,1.2543422,1.09112,0.98478717,0.990144,0.846476,1.0017846,1.1920999,1.1307096,1.0031012,0.9312413,0.9565132,1.1965002,1.0521095,0.9753513,0.9257283,1.0031215,1.0425485,1.2042453,0.8694821,1.2322072,0.88322353,0.9693202,1.2726961,0.9702886,1.169128,0.9479899,1.0650613,1.1389047,0.9955085,1.0344305,0.8437134,1.1750325,1.0524496,1.0086422,1.1874766,1.2002215,1.0701315,1.0893384,0.9737453,0.9058931,1.2318215,1.2703513,0.0,0.9695521,1.0130049,0.8839645,0.6852866,0.98318535,1.0997832,1.0985945,0.9982857,0.85728174,0.80890334,0.9774567,1.0797375,1.305961,0.9939021,0.97832125,1.1519597,0.9788959,0.91969573,1.1036203,0.8439193,0.8981867,0.95079505,1.1398712,1.2115705,1.2177525,1.1916201,1.2053612,1.0810971,1.0151558,1.1470752,0.9529305,0.90953743,0.6326261,1.0075372,0.98592734,0.91022325,0.8559811,0.61937326,1.2557905,0.8897987,0.92619246,0.35792583,1.2526567,1.0162419,1.0391073,0.8817183,1.289221,1.2417194,1.1861289,0.5689412,1.0122988,1.0107678,0.98270166,1.0249238,0.99519736,1.2336446,0.9680037
jacket,0.85262865,1.1190622,0.9437252,0.9787444,1.097404,0.98855495,1.0465882,0.8475927,0.8430135,0.7965528,1.1307822,1.0131624,0.6209953,1.0487293,0.72726977,0.889176,1.0300515,1.1409347,1.096729,1.0523295,1.1155772,1.0409433,1.1016163,1.3085351,0.96138895,0.9200416,0.93382066,0.9857976,1.068912,1.0408585,1.0670481,0.9623914,0.99551624,0.93816704,1.0871646,0.8199023,1.1075579,0.9703505,0.96917313,1.1206279,1.149717,1.1338022,1.1482714,1.0791847,1.2340615,1.0187896,1.0993338,1.0098704,1.0153409,1.2187552,0.9985783,1.018475,1.1785693,1.2046853,1.0127318,0.999331,1.0426167,1.1637659,1.0480795,0.9695521,0.0,0.9701841,0.9617037,1.0476972,0.93042475,1.1724684,1.0799798,1.0113193,0.9960107,0.9550306,1.0791152,1.1343535,1.1368657,1.0036793,1.1543704,1.2230296,0.9572143,1.0552948,1.0925581,0.88104427,1.128415,0.532604,1.1725148,1.2156088,1.1470206,1.0307286,1.1261469,1.047335,1.0248773,1.2240782,1.0956315,1.0205132,0.62964714,1.0129629,1.0712382,1.025887,1.1067759,0.86907804,1.2058599,0.66867274,0.9852241,0.87802213,1.081172,0.9840988,0.9783941,0.8571525,1.0081227,1.2639096,1.1472253,0.9618549,1.0789704,0.77620953,1.0651709,0.84139746,1.2965469,1.2319958,1.0723066
jar,0.9313922,1.023326,1.2756147,0.71556455,0.86515,0.8247041,0.96677405,1.0612851,1.198664,1.1263276,1.227665,1.1015114,1.2033789,1.1983272,1.0871316,0.8548069,1.0106536,0.6290379,0.53756934,0.86661065,1.1859769,0.83869076,0.29764438,0.90832055,1.0305665,1.1531333,1.0583248,1.0339438,0.74063843,0.9783541,1.0852988,1.2387894,1.1321039,0.9081093,1.0993074,0.88370514,0.72840333,0.8703091,0.9243713,0.8448196,1.0343689,0.95261514,1.2606239,1.1989366,1.033317,1.1469896,1.0465142,1.1880904,0.7430363,1.1535742,1.051103,0.8229014,1.0322449,1.0083061,0.9534401,1.1922615,1.1783597,1.0515795,0.92814684,1.0130049,0.9701841,0.0,1.230012,1.1477404,0.894629,0.9066085,0.96063006,0.7125486,0.71724474,0.9543502,0.9503792,1.2306561,1.1212856,0.7909473,1.2276247,0.9879904,1.1477087,1.0389206,1.0238292,1.2248471,1.2309471,0.96348506,1.0488076,1.1231691,1.0434029,0.7571715,0.98461497,0.7844075,0.93191326,0.99745846,0.88235396,1.12942,0.8636732,1.2111177,0.91731656,1.271326,0.7771854,1.0292915,1.1781971,1.0932074,0.5803499,1.0904764,1.115981,1.0682758,1.2417105,1.0352451,0.8446954,1.2168782,1.2310568,0.9491901,0.8391203,0.6356958,0.8060926,0.8519777,0.9933036,1.1790758,1.0631915
jeans,0.8830683,1.4530452,0.5727469,1.3082883,1.4409152,1.2433904,1.3102648,0.7910838,0.7903484,0.48573232,1.1831951,0.6564387,0.90669405,0.6962936,0.5244573,0.6138189,1.4222946,1.5121307,1.3880825,1.0246017,0.968181,1.1901168,1.3030338,1.4005249,1.1612434,1.2312262,0.71885526,0.7017417,1.5221682,0.9186094,1.0573186,0.7762754,0.59591424,1.1806738,1.5338045,0.8448157,1.5208701,0.983986,0.80869824,1.1791157,0.9855272,1.2953417,0.5300754,0.6999384,1.3001685,0.88633907,1.0606234,0.8956048,1.3513706,0.7795211,1.3878773,1.1865234,1.4530888,0.99809086,1.4253595,0.64487946,0.72696096,1.2905449,1.3119913,0.8839645,0.9617037,1.230012,0.0,0.8086868,0.908779,1.5379331,1.1886886,1.0292926,1.049248,0.54757506,0.78563404,1.0744269,1.3663576,1.1992124,1.0833826,1.4569417,1.3063693,0.89380896,0.9916555,0.18095887,0.37979996,0.919793,1.5012338,1.47224,1.2941389,1.3178363,1.5094535,1.0995824,0.7074208,1.3584299,0.97803175,0.64339906,1.1275556,0.4759372,0.8005048,0.25614882,1.1668541,0.63140446,1.2802739,0.86828184,1.1670249,0.709981,1.3869631,0.6769464,0.610655,0.6351866,1.4603869,1.1811092,1.0694594,0.8922204,1.3072202,1.2267992,1.3825516,0.8984283,1.1507709,1.3653681,1.2335687
knife,0.92701864,1.3357801,0.73569685,1.1941702,1.1906059,0.96945614,0.9356721,0.8043052,0.71931964,0.8804732,1.1532116,0.7923643,0.93943495,1.0499294,0.93092036,0.94950515,1.1105958,1.117511,1.0686321,1.0185884,0.9627701,0.83623844,1.1373063,1.0896403,1.0839504,1.0394297,0.8705806,0.9185114,1.1890271,0.96737254,1.0322502,0.9841402,0.9773981,1.0721744,1.1220545,0.90708363,1.1227458,1.2063527,0.9705607,1.1291001,0.89149135,1.0328057,0.90944207,1.0585141,1.2290723,1.0512351,0.96869135,0.9459523,1.0920434,1.055904,0.9606792,1.2250972,0.9952208,1.0929629,1.2877128,0.9383107,0.89326334,1.2385103,1.176438,0.6852866,1.0476972,1.1477404,0.8086868,0.0,1.0335131,1.0272264,0.902682,0.92639035,0.9810529,1.06498,0.9686472,1.2273257,1.203227,1.103149,1.099132,1.0344611,1.0278666,0.83014655,0.9991637,0.83673954,0.87793064,1.0873954,0.88724315,0.9890549,1.0251361,1.0255924,1.1696814,0.9634845,1.0756707,1.1392248,0.83825076,0.95578736,0.92137843,0.95381254,1.1632955,0.91137284,0.98424643,0.6257403,1.1315987,1.0287445,1.0241629,0.80939436,1.1274165,1.0570334,1.030057,0.86146396,1.2785877,1.1845121,1.2079737,0.77658105,1.1057442,1.2653558,0.8756306,1.111418,0.8502171,1.0914301,0.8808604
ladder,0.9221181,1.3950119,0.93582064,1.2449076,1.3380892,1.1421674,0.9923408,0.82307076,1.1422997,0.597928,1.2754003,0.5386237,1.0022885,1.0184608,0.7641973,0.95217025,1.0735614,1.1821814,1.0315096,0.6067239,1.2223663,0.7727705,0.7912536,1.036291,0.9714035,1.1805242,0.9444485,0.37065864,1.2532008,0.7488105,1.1662236,0.92597055,0.6503556,1.0135825,1.4046284,0.1944046,1.1393024,1.0711721,0.9068991,1.0646453,0.601382,0.7402351,1.0379364,1.0458096,1.1345495,1.0159626,1.0942746,1.1830994,1.0773332,1.1182674,1.1926084,1.2401506,1.2892412,1.2469349,1.4023709,0.9348935,1.0362477,1.313633,1.2667534,0.98318535,0.93042475,0.894629,0.908779,1.0335131,0.0,1.083546,1.1270028,1.0128796,0.6934723,0.96485955,0.7750086,1.175237,1.3705325,0.89241254,1.2373636,1.3725197,1.1571922,0.46236587,1.2022318,0.93283886,0.92108893,0.7313264,1.3263966,1.35393,1.2135992,0.9610443,1.3264072,1.0187161,0.7816036,1.0031025,0.46807355,0.9721063,0.94679964,0.97364396,1.02065,0.900527,0.76942194,0.94650894,1.4028552,1.0969299,0.9428294,1.025744,1.2390406,0.74722517,1.0601821,0.5516613,1.3013873,1.3534399,1.2930992,0.89238423,0.99367267,0.98283076,1.0112196,0.66311824,0.8234569,1.3688195,0.8597069
lamp,1.032086,0.58785886,1.4083244,0.72256225,0.49667382,1.0853062,0.6467403,1.2273157,0.97919303,1.4553154,0.82987916,1.3177879,1.2287488,1.2867907,1.4663503,1.4248252,0.67461884,0.3512659,0.46030498,1.0339932,1.0472913,0.67400765,0.6595813,0.4836651,0.77003914,0.904022,1.2987769,1.2407997,0.30777383,1.1620663,1.023936,1.1952178,1.3859786,0.9055349,0.507682,1.1947839,0.29309767,1.193055,1.2556269,0.92581034,0.8817053,0.5889734,1.3962784,1.2895783,0.75488174,1.2462494,1.0158553,1.1464001,0.73901546,1.292984,0.5952169,1.0177767,0.39346987,0.98884207,0.7512827,1.3348659,1.373884,0.6488698,0.74580014,1.0997832,1.1724684,0.9066085,1.5379331,1.0272264,1.083546,0.0,0.6097877,1.1495148,0.9541699,1.5958898,1.2495073,1.0834073,0.60584044,0.7331456,1.0725334,0.42805398,0.775059,1.0500494,1.1061746,1.5253248,1.4164107,1.0413351,0.4594648,0.4739582,0.5438373,0.66259146,0.45156485,0.8758776,1.3546727,0.43692517,0.91384995,1.5182625,1.0936342,1.3381388,1.3230298,1.5536032,0.74316454,1.3960154,0.7624059,1.2532313,0.90202093,1.230932,0.5678693,1.4043097,1.2868555,1.3980132,0.609676,0.89258295,1.0283897,1.2547346,0.61025137,1.1035961,0.7337598,1.2032981,0.6847315,0.5810634,0.5335033
leg,1.1667007,0.77106893,1.1551744,0.89824414,0.69114053,1.0057464,0.7512585,1.2951603,0.9074833,1.3888716,0.8418666,1.2981474,1.0651791,1.2478757,1.3441002,1.2602708,0.9165697,0.5294742,0.77519065,1.1223011,1.1012361,0.77528894,0.89883775,0.6235457,1.0647279,1.0032629,1.2612206,1.19453,0.6642438,1.0720308,1.0817245,1.1522859,1.3099282,0.93921953,0.6771996,1.2362022,0.58042455,1.238806,1.2414882,0.8205939,0.95956755,0.84733564,1.0822507,1.2386323,0.8298454,1.1317111,1.0764381,1.1872958,0.8243989,1.1748731,0.8697485,1.0963361,0.6348862,0.96849704,0.9874965,1.2076826,1.2284653,0.6820614,0.7286915,1.0985945,1.0799798,0.96063006,1.1886886,0.902682,1.1270028,0.6097877,0.0,1.0232424,1.0995295,1.3729157,1.0629861,1.0585983,0.77403295,0.9336184,0.9529186,0.6370888,0.8827752,1.1018947,1.002507,1.1739963,1.0697773,1.2131377,0.6466044,0.66655463,0.7651451,0.7957207,0.7782919,1.0041099,1.2461652,0.83284056,1.0624453,1.2289248,1.0647409,0.96925676,1.1996572,1.2257744,1.1442899,1.1933883,0.70023346,1.0347759,1.1476977,1.1450183,0.70692,1.1664613,0.97125614,1.374366,0.70927566,0.8636137,1.1648287,1.2002461,0.85284203,1.089786,0.8481394,1.2239656,0.7419669,0.6121986,0.8075614
