,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
knife,0.79808164,0.8341894,0.7644736,1.3577166,1.0128053,0.78632426,0.87156606,0.7830827,1.2041574,1.2247039,1.370048,0.5938914,1.2999986,1.4168434,0.710922,1.4187322,1.1445606,0.8786371,0.72348434,0.7491391,1.1840405,0.7517364,0.6024879,0.8174044,0.8057036,0.68424565,1.1187227,0.7907697,1.4390478,1.1475899,1.0372938,0.85382736,1.2629967,1.1825478,1.0060148,0.67315876,0.8514471,1.4445597,0.80543447,0.46786755,1.3207929,0.73392695,0.6803087,1.1355337,1.3419224,1.1694279,1.1841648,0.7283344,1.2478662,0.93406343,0.8431037,1.2533748,0.8946514,1.3032165,0.8548025,0.6977291,0.61038333,1.0445933,0.09370458,0.89089835,1.3271829,0.6586379,1.1321017,1.1307186,0.9187178,1.3432598,1.1773746,1.2076296,1.0697638,0.95352334,0.87915426,1.0067096,1.3778126,0.89206016,1.3526545,0.0,1.1152389,0.6436252,1.055933,0.99302864,0.9630598,1.0754069,1.3942273,1.2303028,1.0462011,1.0466322,0.7459384,0.6291224,0.8318409,1.1294585,0.77645636,1.1863754,1.2146691,1.4129851,1.302888,1.1706212,1.1844687,0.3826927,0.27111912,0.6367117,0.96919876,0.9152157,0.854705,0.8202683,0.73162127,0.9154342,0.8401162,0.8860339,0.95210415,0.6800325,0.81565416,1.2384413,1.1875883,0.742451,1.0082161,0.86615086,1.254065,0.9200742,1.4343408,1.0615717,1.2112585,0.71559054,1.1469969,1.0451993,1.3023705,0.6196859,1.384756,0.6760237,0.7701759,0.95833343,0.062254786,1.0782354,1.0316964,0.82163393,1.0940671,1.4351227,1.294731,0.6691799,1.0590024,0.8347501,0.7552778,1.0790361,0.67289317,0.8792666,1.0504109,1.2328452,1.2090737,1.2423757,0.6912294,0.64563775,1.2676818
ladder,0.99739355,1.3281205,1.4514962,0.7799604,1.3135712,1.395714,1.2570843,1.0162777,0.5620751,1.0942795,0.4605657,1.3059382,0.37048692,0.90579766,1.2561109,0.6999259,0.712065,0.9150823,1.1931977,1.258867,0.6118022,1.2790844,1.008234,0.9543662,1.2259233,1.108374,0.98890924,1.2551008,0.84976244,0.3442539,1.0600466,1.0939493,0.39982283,0.61125356,0.7346928,1.3467836,1.1627929,0.56590056,1.2240368,1.3566025,0.33740777,1.1477818,1.0472484,0.8307187,0.7639397,1.0234941,0.51829904,0.8677006,0.9374168,1.3020548,1.4073431,0.92296004,1.2280779,0.9332734,1.3570602,1.3887684,1.1217518,1.1575611,1.1164002,1.3045411,0.7859318,1.3669112,1.0895493,1.0271535,1.3181678,0.89525926,1.0636765,1.064706,1.1897936,0.98858124,1.1110212,0.8244847,0.7579678,1.0783107,0.75516677,1.1152389,0.0,1.1411632,0.974411,1.0977772,1.3356276,0.9574296,0.97179127,0.5882945,1.1405365,1.176927,1.4238393,1.08782,1.221812,1.2749246,1.441209,0.5048393,0.8603592,0.8190979,0.7921731,0.83510804,1.1245563,1.2759869,1.2221172,1.4224093,1.2260146,1.017483,1.2133237,0.94485795,1.1880105,1.065105,1.3434966,1.2049854,0.71414536,1.1668258,1.2884665,0.4165113,0.9611113,1.1865329,1.0809588,1.2072477,0.846713,0.79076177,0.76367855,0.9835994,0.87637824,1.0027701,0.6475354,0.78910154,0.66472596,1.4574616,0.8564386,1.3769838,1.2516081,1.1237237,1.1794505,0.89187884,0.77811116,1.2961792,0.5523737,0.76081467,0.6473259,1.4444207,1.0236336,1.4162424,1.3412416,0.9125797,1.0925472,1.095667,0.86388147,0.8060875,0.9266433,0.7276484,0.59078383,1.382809,0.55637753
lamp,0.74889827,0.8575165,0.5404644,1.4623029,0.79746604,0.51324797,0.945508,0.63579834,1.0956694,1.10234,1.3808448,0.39630413,1.3326948,1.5293716,0.7102536,1.4407736,1.2339053,0.9335804,0.32435066,0.6133195,1.2356514,0.94369227,0.44014204,0.41178918,0.84089655,0.34392214,0.98606354,0.97149265,1.2144963,1.0097378,1.1994774,0.571884,1.2025763,1.2170014,1.2800156,0.790238,0.6111631,1.3854053,0.9256655,0.3492881,1.3641672,0.35588098,0.7834091,1.3421156,1.2671584,1.2189007,0.93971586,0.7931906,1.260481,1.0077909,0.6521148,1.1341195,0.7943252,1.3066542,0.94069505,0.73633695,0.53458387,1.0404161,0.6492479,0.97205925,1.4233725,0.5725636,1.1447,0.94808644,0.9629709,1.3358884,1.2846576,1.4289575,0.8859118,0.6326699,0.9354948,1.2284809,1.4856575,0.8750296,1.480138,0.6436252,1.1411632,0.0,1.1530377,1.211636,1.0307925,0.9917009,1.5585821,1.4107971,1.1365709,1.1346025,0.46884716,0.90893066,0.9499167,0.95008934,0.7079586,1.1181344,1.1354568,1.520335,1.3783789,1.2046083,1.2888321,0.3102072,0.38978553,0.7121353,1.0611064,0.6741344,1.0623722,0.52778137,0.9111543,0.9737942,0.70893705,0.94294035,1.0834808,0.43933392,0.5070072,1.1311085,1.2175082,0.66731703,1.2103982,0.96599364,1.2388635,1.3046836,1.4644383,1.165379,1.276335,0.46519196,1.0951579,0.93706554,1.3861126,0.47863412,1.2350028,0.50369596,0.7127875,1.0093354,0.6034757,1.1334739,1.2803103,0.76038337,1.3730636,1.4712586,1.4764955,0.32453597,1.2767318,0.8465714,0.6454603,1.4210966,0.62321126,0.9116105,1.2961369,0.97205114,1.1773762,1.0668753,0.5576228,0.5121886,0.9146566
leg,1.0777886,0.68813276,1.0074177,0.83032274,1.1665012,1.1391068,1.0737083,1.1498353,1.0023024,1.0107747,1.0941772,1.0125684,0.87216413,0.9586612,1.1216035,1.0511339,1.0924866,1.1987025,1.1530784,1.2665068,1.1555604,1.1404335,0.8328265,1.1235693,0.916574,0.92478067,1.007807,0.606583,0.9869991,0.81862426,1.0972384,1.3088281,1.0484874,1.1501881,0.9661156,1.1121923,0.9840337,1.070056,1.0432417,1.0632997,0.9971257,1.1439677,1.0618986,1.1314125,1.0823913,0.85215247,0.9058256,0.9982003,0.60428023,0.7838752,1.1466554,0.8326739,0.9343797,1.0960311,0.6229295,1.0085263,1.1044441,0.5226843,1.1560826,1.2014894,0.9113889,0.9519358,0.7427069,1.00473,1.0090064,0.9488197,0.93285596,0.64776325,0.8577697,1.1289412,1.1291591,1.0304145,1.0165945,1.0750494,0.65635794,1.055933,0.974411,1.1530377,0.0,1.0736827,0.9276985,1.158755,0.7685094,1.0321558,0.9451051,1.2004385,1.0659336,0.97671175,0.64246297,0.941198,1.1006533,0.93300676,1.216187,0.6877703,0.57414615,1.0032982,0.96833646,1.0830284,1.0779053,1.0441866,0.6135514,1.0126975,1.1195204,1.2023618,1.2537588,1.1451159,1.0599334,1.1402515,1.0088462,1.1474382,1.1548269,1.045788,1.0833179,0.9503354,1.107813,1.1182715,1.143771,1.0691284,0.80865246,0.8935297,0.43597472,0.9286221,0.9697994,1.0824548,0.9843528,0.9095275,1.0039488,0.9580348,0.9259815,1.1516892,1.0780818,1.1539224,0.89481175,0.9588902,0.9233416,0.7919914,1.2110448,1.2257969,1.1480381,0.6488269,0.8862436,0.7935828,0.9662414,1.2891629,1.2079074,1.0609244,1.0987968,1.0393075,0.99508756,0.89969534,0.9875031
meat,1.0678294,1.2091902,1.2133858,1.0969807,1.19512,1.2207308,0.845696,0.9622901,1.1531407,1.070209,1.1155111,1.2004352,1.1249315,0.9999755,1.0628891,1.0586289,1.0680857,1.031718,1.1819429,1.00739,1.0832659,0.2927748,1.1989659,1.1678499,1.0253481,1.246294,1.1425897,1.1896243,1.1595876,1.2056181,0.28594363,1.0681413,1.067815,1.0451546,1.0607541,0.49251384,0.98758274,1.1025097,0.69230086,1.2026951,1.106323,1.1879562,1.0238781,0.9167843,1.0466853,1.1856775,1.0770415,1.0812455,1.0747309,1.1517653,1.1092715,1.1102985,1.1167045,1.0405743,1.2033812,1.119108,1.0866182,1.2175617,0.9342713,1.0948498,1.0595363,1.1774848,1.1728032,1.0651821,1.1501361,1.1119232,0.8106405,1.121011,1.3220875,1.0642431,1.0540808,0.9763727,1.0125059,1.0071393,1.1065031,0.99302864,1.0977772,1.211636,1.0736827,0.0,1.0153751,0.92660874,1.1058009,1.0675966,0.9827177,0.6070166,1.1986185,0.90427935,1.1871121,1.1663404,1.0839137,1.0369724,1.0404235,1.1079546,1.1272843,1.0053207,0.8462639,1.1796337,1.1571987,0.84472215,1.1315073,1.1022397,0.15989113,1.128211,0.53087956,1.0423166,0.8982591,0.9490919,1.0873156,1.1398844,1.1440234,1.0199903,1.0032848,1.1799479,0.07870984,0.84138304,1.0349107,1.0728273,1.1096767,1.0995265,1.0977533,1.1475455,1.0998087,1.0487756,1.1014882,1.231231,1.0992991,1.0752571,1.2159395,0.7786933,1.0159221,1.0093923,1.1043656,1.1224998,1.0547203,1.0932614,0.9187536,1.1009455,0.1297918,1.2302253,1.1786667,1.1639136,1.0734129,1.1268929,0.78423357,1.0360823,1.0584204,1.0965061,1.2010125,1.2390571,1.1292086
melon,1.1030864,0.7864496,0.6319048,1.1367334,0.77854806,0.65716654,0.54424167,0.95770085,1.2372304,1.0299194,1.2081457,0.80978894,1.2691557,0.83914477,0.91644585,1.1059517,1.1843672,1.022599,0.9758239,0.9784128,1.2075734,0.9338484,0.9772059,1.1359651,0.7993629,0.9006647,0.96233594,0.6461481,1.2116694,1.2226217,0.98670715,1.1377804,1.2398617,1.2152196,1.1496046,0.8531329,0.8792194,1.2226769,0.71674335,0.73347175,1.2442708,0.97252625,0.95134497,1.0842707,1.21106,0.94607747,1.2290736,1.1453217,1.0256574,0.8180233,0.7701336,1.1407092,0.9279296,1.0728856,0.7723892,0.7551559,0.98810905,0.8754124,1.0526569,0.7315681,1.0372548,0.81472194,0.8993292,1.089385,0.6983502,1.0904428,1.0288699,0.9644551,0.8547684,1.0798074,1.0567517,1.1915058,1.0703201,1.1139268,1.0778673,0.9630598,1.3356276,1.0307925,0.9276985,1.0153751,0.0,1.1438129,0.8914782,1.2936304,0.9832999,0.99213326,0.79306316,0.79352874,0.8717009,0.90763724,0.6703587,1.2263639,1.1203982,1.0558441,1.0506588,1.0049198,0.9293635,0.92484885,0.9136411,0.56638014,0.84253633,0.9612953,0.9373507,1.0697503,0.97702044,1.0800711,0.7527919,0.8397474,1.0855513,0.9907725,0.952195,1.3129647,1.0566647,0.9231009,1.0228677,0.9623103,1.1582448,1.1303084,1.1158468,1.1432918,0.9889813,0.9985163,1.2008917,1.1532792,1.0880326,0.7522813,1.1795355,0.5829788,0.82260317,1.0370542,0.9373352,1.1088078,1.108923,0.66351354,1.212266,1.1381837,1.1596622,0.79903084,1.0624845,0.76743484,0.8807498,0.9211112,0.84144175,0.8616182,1.0911067,1.1398993,0.9743588,1.0610671,1.2982638,0.85256255,1.1977586
milk,1.0704468,1.1671523,1.1360525,1.0061494,0.98208475,0.95727974,0.94146967,1.0162717,0.98251903,1.1567434,1.0036788,1.1925938,1.0708834,1.020448,1.1269614,1.0337148,1.0383347,0.9981103,0.70559466,0.83528006,0.84617823,0.9133394,1.0777068,0.64685875,1.2412833,1.0467962,1.1994183,1.2163405,1.066438,1.0138478,0.8950496,0.9980257,0.9874585,0.8587832,1.1803801,0.9688911,0.9705442,1.0295742,1.0352365,1.1628115,0.9292836,0.67911494,0.96200114,0.90093505,0.93059963,0.9722112,0.95858186,1.116886,1.0697668,1.1747074,0.9178596,1.1649936,1.1974288,0.9817668,1.2141637,1.2654328,1.0179378,1.1271743,0.9765101,1.0623195,0.966142,1.2399879,1.0164295,1.0984324,1.0762064,0.9950984,0.98145646,1.0891086,1.1289585,0.9998245,0.88372284,1.0284609,0.9751874,0.48914754,1.1716928,1.0754069,0.9574296,0.9917009,1.158755,0.92660874,1.1438129,0.0,0.99701524,0.9789829,1.0979528,0.80591285,1.1560056,1.0106502,1.1447997,1.1624626,0.94104284,0.91255236,0.9141553,1.0799943,1.1915585,1.0352458,0.9695392,1.176302,1.1621159,1.0639769,1.1021831,1.0415864,0.9020741,0.85444605,0.8016244,0.88705856,1.1072867,0.7526463,0.90854555,1.0834019,0.9854657,0.790085,1.0650163,1.0947726,0.9077714,0.85342646,0.96330285,1.0095911,1.0413784,0.99341863,1.1611062,0.94098544,1.0215361,0.9444658,1.0329661,1.231682,0.95536226,1.1721563,1.1035879,0.7514544,1.0278555,1.0309613,1.0992138,1.1194149,0.98362863,1.0806378,0.9363003,1.0583586,0.85547256,1.2122436,1.1629195,1.0643396,1.0632688,0.89295876,0.8162266,0.9419321,1.0363636,0.973625,0.91923845,1.2134542,1.0155333
mitten,1.1421098,0.9826709,1.2360593,0.5385165,0.87538314,1.1327795,1.0858504,1.3845409,0.89561844,1.0041146,0.74820244,1.3984421,0.74690604,0.43527126,1.2953247,0.5691105,0.91603535,1.0171151,1.4431496,1.1673212,0.7803075,1.3232948,1.3821815,1.2111123,1.0932155,1.3825969,1.017421,0.89628834,0.8649867,0.8981704,1.1491504,1.341356,0.93213487,0.9061797,0.7538569,1.4135036,1.3712323,0.7238203,1.2411057,1.4673002,0.7082217,1.3008169,1.3510265,0.8121483,0.848727,0.5690528,1.031781,1.1460323,0.73774934,0.90959215,1.1065369,1.0006845,1.2638319,0.7989472,0.85735524,1.1330076,1.3188388,0.6891966,1.374557,0.95458853,0.53193694,1.3554713,0.4747426,1.1347158,0.8109579,0.80458903,0.7433125,0.40473294,0.84902424,1.3133017,1.171793,0.8857964,0.5727588,1.080473,0.5567834,1.3942273,0.97179127,1.5585821,0.7685094,1.1058009,0.8914782,0.99701524,0.0,0.7718268,0.8341339,0.9223776,1.3235397,0.9378613,0.93073416,0.95519704,1.20293,0.8806421,0.80319446,0.36858225,0.64110386,0.7129737,0.7188657,1.518517,1.476364,1.3473868,0.7795526,1.0872948,1.2532778,1.3623133,1.2179615,1.1125445,1.2918503,1.0725139,0.85441184,1.4680926,1.3498843,0.93672895,0.9477477,1.2613206,1.1214931,1.0318847,0.8346642,0.8005244,0.6200317,0.69911015,0.6501938,1.370296,0.9904728,0.96566576,0.70523834,1.3120469,0.8195694,1.3543711,1.083864,1.0570813,1.3477821,0.9635762,0.7984028,0.91130275,0.74109805,0.63455015,0.7682506,1.4362897,1.0343058,0.9795408,1.12321,0.4587047,1.1010263,0.9941601,0.8585223,1.0488564,1.0093136,0.9841933,1.2499998,1.331789,1.0077082
motorcycle,1.122124,1.2254558,1.3795425,0.71809024,1.1784091,1.3822832,1.2268754,1.3029736,0.8011348,0.9002334,0.559589,1.3047063,0.5784295,0.81742585,1.2387633,0.6763276,0.757716,1.0590116,1.3197335,1.2954719,0.711994,1.330956,1.2530218,1.206083,1.0877342,1.2251036,0.8577782,1.2656487,0.80113673,0.6206561,1.0370512,1.0997171,0.6736969,0.72210157,0.79116035,1.3918891,1.3328822,0.53504133,1.2393091,1.419214,0.55109674,1.3103912,1.1226778,0.887386,0.76742136,0.8580612,0.84372956,1.0739655,0.74887383,1.1588862,1.3057213,0.81031686,1.2169079,0.7856559,1.2714863,1.2809393,1.2360749,1.0984647,1.2461343,1.0893372,0.7241154,1.3076346,0.9971818,0.85751057,1.2439116,0.7754448,1.0839652,0.9360254,1.0943345,1.0575136,1.0652524,0.8001539,0.5796659,1.1170695,0.59330255,1.2303028,0.5882945,1.4107971,1.0321558,1.0675966,1.2936304,0.9789829,0.7718268,0.0,1.0776072,1.1631389,1.3782859,1.2189634,1.2607503,1.1532019,1.3226671,0.699011,0.85745364,0.72628886,0.6277541,0.93060285,1.0360341,1.3993143,1.3945615,1.3938327,1.1974359,1.1890215,1.2384365,1.1648543,1.2491701,1.0224398,1.298317,1.157084,0.72914034,1.1410966,1.2968247,0.69340754,0.88668317,1.1935666,1.0238833,1.2444918,0.83486414,0.57107073,0.6312456,0.73193526,0.78545165,1.259304,0.8062514,0.9405622,0.843097,1.3515549,0.78814745,1.3497509,1.1253108,1.1917981,1.286826,0.77406883,0.8863296,1.3284746,0.23484349,0.61066705,0.65446603,1.3717017,0.9946204,1.270426,1.3958359,0.8213361,1.2665608,0.9307154,0.9017683,0.96332,0.70640415,0.73987335,0.7983904,1.3337572,0.90601027
mouth,1.2326207,0.79425967,0.94486576,0.9006648,0.9180337,0.96179235,0.9574126,1.161933,1.1689727,1.1613321,1.0639081,1.0986142,1.1691082,0.8408557,1.0917562,1.0892255,1.0850253,1.1272844,1.134796,1.0009183,1.0895941,1.0396211,1.1628534,1.118505,1.0573735,1.2111845,1.1327993,0.74016136,1.1229239,1.2443898,0.97992796,1.0479492,1.0682429,1.089485,1.0264316,1.032714,1.1110158,1.0802826,1.0371989,1.0313563,1.1129833,1.0870591,1.1479672,1.0596408,1.0616951,0.93402815,1.1418751,1.081003,1.0610795,0.49763167,0.9090277,1.1417792,0.7977346,0.7698997,0.6610849,1.0784935,1.1187458,0.92376924,1.0192481,1.0941904,0.93762696,0.8484568,1.0161153,1.0927036,0.82229024,0.84998566,1.0139153,0.68803716,0.89730954,1.1879618,1.0383068,0.93776566,1.051345,1.0335531,0.94791126,1.0462011,1.1405365,1.1365709,0.9451051,0.9827177,0.9832999,1.0979528,0.8341339,1.0776072,0.0,1.0085539,0.8757185,1.1787508,0.5964396,0.49687803,0.9308595,1.1708345,1.1557171,0.90626097,1.0136737,1.0322864,0.9694081,1.0638179,0.986761,1.0165541,0.8731266,1.2268136,1.0037568,1.180003,0.9885163,1.0079731,1.034626,0.96485746,1.1917558,1.177849,1.1426839,1.1133127,0.9862773,1.047274,0.9739651,0.85310507,1.0274336,0.96459955,0.9723757,1.0122639,1.0000088,1.2064874,1.0586045,1.1279601,1.0186483,0.96739584,1.1273576,1.1058719,1.1125933,0.9149177,1.0187505,0.996455,0.9601991,0.9400691,1.0905541,1.0094513,1.0121475,1.0762113,0.94778997,0.64129794,0.53101057,0.79624176,1.2612492,1.0566292,1.0031835,1.0867053,1.0431488,1.1422644,1.2196349,0.8350036,1.1107299
muffin,0.9916446,1.1881231,1.0663989,1.0961685,0.8156181,0.8855867,0.79702747,0.9543449,1.1918608,1.1892729,1.1627468,1.262846,1.1924841,1.0724535,1.0881982,1.1071763,1.1413106,1.0644804,1.0373173,0.8121292,1.0857116,0.35824996,1.2152531,1.0323833,0.9674137,1.2851384,1.18435,1.2069616,1.1549139,1.281019,0.64503634,0.98623973,1.1279418,1.0548139,1.1974503,0.48844683,0.91048825,1.1595265,0.85247403,1.2103105,1.1851008,0.96170336,0.8647703,0.81020796,0.99226224,0.97394824,1.1359451,1.0953438,1.1986365,1.1451179,0.88738126,1.2458024,1.136369,1.0242983,1.1711806,1.1626205,1.0661685,1.110577,0.9073883,0.94426507,0.9748961,1.2324929,1.0774426,1.1638216,1.0196944,1.0640295,0.62303746,1.0639653,1.1261446,1.1514055,0.9088023,0.971931,1.1942102,0.71309465,1.2685894,1.0466322,1.176927,1.1346025,1.2004385,0.6070166,0.99213326,0.80591285,0.9223776,1.1631389,1.0085539,0.0,1.1097252,0.89323914,1.1831743,0.9558411,0.8793165,1.1299082,0.86321694,1.23035,1.3038814,1.131109,0.5169975,1.2102139,1.1597128,0.8644933,0.9194497,1.0976369,0.53433967,1.0514395,0.521173,1.0033555,0.8556669,0.7839466,1.0944791,1.1309326,0.8057775,1.1103213,1.0892017,1.1730671,0.62832206,0.4408331,1.006432,1.0573701,1.2292649,0.9641606,1.242861,1.0956969,1.2093337,1.049731,1.1396978,1.1662644,1.1078995,1.1254791,1.2099744,0.3888526,0.9733909,1.0618438,1.1299543,0.9844741,1.1652501,1.2378007,0.9955691,1.0623797,0.5805796,1.1740427,1.141001,1.1827205,1.0351173,0.96923465,0.8248951,1.0018824,1.088455,1.0599275,1.2382543,1.2507619,1.149182
nail,1.1615274,0.68697155,0.1019941,1.3857167,0.6158936,0.36965638,0.8741405,0.67276657,1.4719005,1.0829368,1.4126445,0.40084368,1.5267973,1.3946233,0.6784846,1.4587752,1.3627672,1.074074,0.33523,0.6466104,1.4313968,0.9178848,0.73755777,0.8836222,0.76761985,0.5490154,0.9614394,0.61788493,1.2418218,1.3442247,1.1733212,0.712587,1.3649819,1.3468117,1.3162618,0.73457277,0.73076105,1.4124788,0.747676,0.18569869,1.516657,0.585518,0.92494506,1.3178735,1.3036401,1.0753152,1.2536743,1.1608685,1.2427205,0.61537945,0.53515327,1.1621461,0.6083443,1.1395087,0.6299983,0.6188465,0.7347619,0.8808898,0.8318949,0.8840691,1.3576219,0.2905962,1.1649774,1.0571864,0.68649024,1.1545333,1.2930772,1.2100339,0.6694548,0.87604624,0.97699803,1.3308821,1.4347731,0.9483216,1.3846062,0.7459384,1.4238393,0.46884716,1.0659336,1.1986185,0.79306316,1.1560056,1.3235397,1.3782859,0.8757185,1.1097252,0.0,1.156516,0.82955146,0.6676201,0.46708715,1.372139,1.1820357,1.3779521,1.3329872,1.3845491,1.1461418,0.39412832,0.48846877,0.52075994,0.9517439,0.934453,1.0511265,0.84498703,1.00096,1.0177828,0.5301063,0.8825603,1.1882452,0.58433664,0.47944105,1.4270208,1.1904589,0.54025984,1.191651,0.9341116,1.22365,1.3281562,1.3810201,1.2212658,1.2684194,0.70883465,1.2422525,1.3269446,1.3815494,0.21653974,1.3159,0.448017,0.6641603,1.0933042,0.6671856,1.2241813,1.3018014,0.48761642,1.3595102,1.383269,1.4465637,0.29894996,1.2483463,0.44162244,0.3370936,1.3401897,0.9175143,0.8173884,1.3155185,1.1737677,1.0568066,1.1574243,1.0118276,0.24009943,1.2916428
napkin,0.7882463,0.915097,1.1041405,1.101538,1.0904506,0.9686811,0.88714445,0.8610772,0.89613056,1.0327166,1.0701202,0.8187062,0.88762957,0.9271626,1.0299841,0.8699373,1.0048178,0.7614909,1.1200112,0.8375598,0.96149,0.8234501,0.8566824,0.89496636,0.948974,0.81430286,1.127766,0.9135817,1.1840172,0.8210062,0.98196995,1.2293093,1.1885223,0.9667282,0.88717985,0.8858535,0.88539124,1.0665648,0.88149786,0.9549299,1.1019422,0.92944056,0.98789024,0.90297157,1.1506231,1.0829885,1.1188258,0.7649777,1.0308551,1.0959162,1.0140288,1.1235553,1.1333369,1.297445,0.9617652,0.8187556,1.005317,0.8787721,0.6816155,1.0483494,1.2313812,1.1039492,0.65263057,1.071971,1.0521929,1.3113607,0.8803703,1.0456865,0.9777386,1.1291488,1.0315845,1.0919762,0.9886095,1.0775186,1.0354724,0.6291224,1.08782,0.90893066,0.97671175,0.90427935,0.79352874,1.0106502,0.9378613,1.2189634,1.1787508,0.89323914,1.156516,0.0,0.9113001,1.1789759,1.0279087,0.9959215,1.1160395,1.0055432,0.99412805,0.7078803,0.95248723,0.8407554,0.8454602,0.87651145,0.8583015,0.5712164,0.8645334,1.080013,0.70847213,1.0497029,1.0079721,1.0989432,0.8878176,0.9848002,0.9725198,1.1490812,1.0910633,1.107927,0.9506097,0.8518433,1.1285642,1.192245,1.1561848,0.83299136,0.9320058,1.0116396,1.0748879,0.69097203,0.97072744,0.9081097,1.1248674,0.7666817,0.8603927,0.8798757,0.6966616,1.22725,1.0564154,0.8527287,1.0631458,1.1440725,1.0752405,0.93560934,0.9500124,1.0513675,1.0632917,1.1056983,0.20710552,1.1968331,0.8749722,1.1588839,1.3310928,1.2085091,1.0170997,1.0478237,1.1106071
necklace,1.136652,0.51368195,0.80729896,0.9872334,0.9812875,0.89143115,1.0300164,1.0949534,1.2309018,1.1542472,1.2963457,0.8118578,1.1987369,0.96562845,0.98029983,1.2025899,1.2137709,1.1182818,1.027656,1.1299577,1.2598959,1.128483,0.8165206,1.0447992,0.85561067,0.8496847,1.190355,0.5170156,1.2071657,1.0917203,1.2186313,1.0570583,1.2017485,1.2552056,1.0661638,1.0709252,0.88130695,1.2604663,1.0659811,0.81665146,1.2982028,1.0337195,1.0104505,1.2233149,1.2656461,0.9202453,1.0774786,0.89754266,0.7901606,0.4164511,0.9316025,1.0534637,0.6835473,1.0734661,0.3782801,0.91252244,0.8907513,0.5779151,0.8608507,1.1249261,1.1506836,0.6255741,0.7486815,1.1644133,0.80840075,0.9846945,1.040645,0.6295091,0.66027564,1.0757234,1.1031709,0.9599837,1.144326,1.0603287,0.95008975,0.8318409,1.221812,0.9499167,0.64246297,1.1871121,0.8717009,1.1447997,0.93073416,1.2607503,0.5964396,1.1831743,0.82955146,0.9113001,0.0,0.64580464,0.9335791,1.1890234,1.2684106,0.8585502,0.8932133,1.0379635,0.9893778,0.76272786,0.71670425,0.92863464,0.59153926,0.9436601,1.1564533,1.0939975,1.1301893,1.1138184,0.98585206,1.0303288,0.9650248,1.0182078,0.9529574,1.2482256,1.1046157,0.9065247,1.1681188,1.0105696,1.2142389,1.0326881,0.9412639,0.981111,0.7892318,0.9090919,1.1258788,1.1109508,1.0852145,0.70825386,1.2145283,0.8837211,0.84556603,1.104635,0.82417554,1.0848606,0.8526747,0.8389011,1.1141218,0.9555137,1.3014742,1.0421121,1.1911265,0.43908083,0.537379,0.7885661,0.89096,1.1901016,1.2699219,1.1189232,1.2542124,1.2721363,1.0445737,0.572238,1.1413534
nose,1.0843189,0.607451,0.70607483,0.9754546,0.8618926,0.8775071,0.93723464,1.1539882,1.2591168,1.0722412,1.1332728,0.9126727,1.2006857,1.0415719,1.018202,1.1366676,1.2117813,1.2678678,0.96686745,1.0167389,1.3205262,1.0768381,1.0324751,1.190105,0.97978985,1.0513208,1.0287611,0.69541425,0.9926081,1.2543482,1.1543088,1.0912101,1.1366699,1.224461,1.1052563,1.0386168,1.0190631,1.0782717,1.0999172,0.8873082,1.2698178,1.0168594,1.1831917,1.1590278,1.0165439,0.8497422,1.1053807,1.1288445,1.0975217,0.41979557,0.8479091,1.0374916,0.48111647,0.69430304,0.52402645,0.97103196,1.0906136,0.6884758,1.1193905,1.0863713,1.0617986,0.6051394,0.9487963,1.114804,0.9529662,0.6994703,1.0036566,0.7261076,0.57033426,1.0860438,1.0502084,1.1398318,1.1992191,1.0945939,1.0500408,1.1294585,1.2749246,0.95008934,0.941198,1.1663404,0.90763724,1.1624626,0.95519704,1.1532019,0.49687803,0.9558411,0.6676201,1.1789759,0.64580464,0.0,0.83666015,1.181696,1.080115,1.0359688,1.0342952,1.1647899,0.79920596,0.89869225,0.956661,1.0013208,0.71505994,1.09121,1.1596522,1.1368892,1.1271977,1.0312872,0.88320684,0.99014556,1.2851902,0.9976793,0.8922111,1.1871234,1.0599626,0.9011193,1.171676,0.85902214,1.0540028,1.1679657,1.0337391,0.9944858,1.0575446,1.1052186,1.0842025,1.1591386,1.1711818,0.6864291,1.1369656,0.8962755,0.95216554,0.93435466,1.0906678,1.1274748,0.9904649,0.90641814,1.1978589,1.0552667,1.2343805,0.8907576,1.1505914,0.44160843,0.52716494,1.0006667,1.1576698,1.184298,1.2369792,1.0786566,1.0217264,1.1029118,1.1743339,0.6481736,1.103828
