,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bed,1.075005,1.3860586,1.4720387,0.5049347,1.2411064,1.4337072,1.3765409,1.1857471,0.47729176,0.79996246,0.0,1.371741,0.3787681,0.5166785,1.3266908,0.22071874,0.5580107,0.94159293,1.3826334,1.2561705,0.58646363,1.3795716,1.24726,1.2270067,1.343873,1.3481985,1.0017307,1.3234671,0.6252006,0.567358,1.134681,1.151797,0.41915035,0.5491928,0.6742332,1.4647315,1.3279948,0.26616812,1.3158473,1.4956398,0.23006809,1.3559108,1.3080962,0.807339,0.6736525,0.8720844,0.689191,1.0309137,0.8313905,1.2812488,1.41605,0.8009271,1.2725626,0.7343832,1.2966684,1.3084348,1.3506736,1.0441546,1.3444417,1.2490242,0.756504,1.4390109,1.026431,0.8497791,1.3219984,0.7481972,1.0138067,0.8951292,1.1611111,1.1587455,1.1669472,0.8552885,0.4577855,1.2139193,0.5656556,1.370048,0.4605657,1.3808448,1.0941772,1.1155111,1.2081457,1.0036788,0.74820244,0.559589,1.0639081,1.1627468,1.4126445,1.0701202,1.2963457,1.1332728,1.4420878,0.6538533,0.8202225,0.4495771,0.70013213,0.72551316,1.0182978,1.5011306,1.4718966,1.5211821,1.1813915,1.0606058,1.2822244,1.2403382,1.2158163,1.0995634,1.3553374,1.338094,0.958177,1.3696184,1.4190948,0.55353767,0.7825031,1.4015229,1.1014988,1.1953484,0.779044,0.82379824,0.5544259,0.9781365,0.87485564,1.2868496,0.5778896,0.7852969,0.47984868,1.487804,0.6070025,1.3655794,1.3553817,1.1331075,1.4446094,0.89541966,0.8363379,1.371624,0.5870003,0.5254922,0.3832965,1.4608247,1.0121853,1.3555356,1.4385655,0.8547183,1.1313016,1.153886,0.68040645,0.8663691,0.8749573,0.8171092,1.0192937,1.4604683,0.62650454
belt,0.86780113,0.6742019,0.4402212,1.4086738,0.88568366,0.55453664,1.0219321,0.7147709,1.2387635,0.98761564,1.371741,0.0,1.3105224,1.4350015,0.6975276,1.3812249,1.2501267,0.93252003,0.45583558,0.6660523,1.2757844,0.9999339,0.61227643,0.7653619,0.70771897,0.2178219,0.80282724,0.6623656,1.2167318,1.0491298,1.2134817,0.85866445,1.3311069,1.2336473,1.1247494,0.88669765,0.8340173,1.3405858,0.83211166,0.19824177,1.4024698,0.56031805,0.92299104,1.3134441,1.3622148,1.251777,1.1743633,0.7919322,1.1790961,0.80716985,0.82304204,1.048309,0.77298737,1.2914703,0.69433343,0.3622536,0.723387,0.79248977,0.78808755,0.9028182,1.4313467,0.38825238,1.0641572,0.9258787,0.8653795,1.2628279,1.290713,1.2682285,0.7234915,0.7829314,0.9866228,1.306765,1.3674549,1.0512153,1.2287393,0.5938914,1.3059382,0.39630413,1.0125684,1.2004352,0.80978894,1.1925938,1.3984421,1.3047063,1.0986142,1.262846,0.40084368,0.8187062,0.8118578,0.9126727,0.66458195,1.2083498,1.2337122,1.3607118,1.0989758,1.2348593,1.2915393,0.2511238,0.40383345,0.66137946,0.9640379,0.66387236,1.0871553,0.8309718,1.0444702,1.0426997,0.7694378,1.1006608,1.0906554,0.37813294,0.61667854,1.349891,1.1573133,0.67114294,1.196427,1.0156866,1.2773736,1.3123114,1.349735,1.0557177,1.0143842,0.8045561,1.2137601,1.0530264,1.3177061,0.20476401,1.3313946,0.2697224,0.5522215,1.1682975,0.6373824,1.2106211,1.2438192,0.5924677,1.238124,1.3272794,1.4663627,0.38287377,1.2775527,0.635219,0.633862,1.3082747,0.513361,0.9614449,1.3480215,1.126807,1.1352221,1.1512636,0.8109125,0.3562129,1.1090573
bench,0.99136776,1.3319234,1.5450684,0.5650554,1.3588675,1.4787514,1.3592639,1.1389866,0.36475617,0.83500177,0.3787681,1.3105224,0.0,0.736192,1.3873844,0.46699405,0.5455271,0.961362,1.4447377,1.2721131,0.5153166,1.3497391,1.1606313,1.1756318,1.2648444,1.2126034,0.8589676,1.2116977,0.6442959,0.24744946,1.1152581,1.3278296,0.435086,0.42722553,0.5925199,1.4650842,1.2967708,0.2894143,1.2360475,1.516706,0.38525093,1.3123236,1.3114872,0.8190261,0.7054179,1.0633194,0.57611006,0.7805006,0.7762115,1.3159752,1.474879,0.68956393,1.3210227,0.8732975,1.2782968,1.3034289,1.3731471,0.96117467,1.347357,1.361855,0.7226246,1.4657323,0.97455484,0.86023426,1.3453772,0.8243263,0.9192575,0.86954844,1.1111072,1.1228434,1.2671328,0.8300737,0.5823784,1.2418156,0.45098412,1.2999986,0.37048692,1.3326948,0.87216413,1.1249315,1.2691557,1.0708834,0.74690604,0.5784295,1.1691082,1.1924841,1.5267973,0.88762957,1.1987369,1.2006857,1.4746034,0.46716338,0.9300983,0.5897745,0.49829733,0.6765572,0.9963949,1.4350556,1.4278535,1.5172033,1.0630724,0.96817064,1.2800465,1.2616819,1.2599177,1.2338017,1.4350953,1.3395537,0.87233585,1.3024006,1.4450653,0.48170853,0.93191373,1.4139757,1.1354017,1.2548761,0.8015789,0.855103,0.53708506,0.86485714,0.67416143,1.2490485,0.6152207,0.5063673,0.48325437,1.4630742,0.65582347,1.313719,1.2908657,1.1827825,1.4089746,0.8753707,0.6948336,1.3209417,0.6379678,0.5073915,0.542813,1.4516759,1.0779568,1.366183,1.4607015,0.83425057,0.9760581,1.2892473,0.81722546,0.89018124,0.9037949,0.71679354,0.85797554,1.4773103,0.61650974
bib,1.0977868,1.1053449,1.4185491,0.43281597,1.1027601,1.328834,1.1793875,1.3458413,0.6474565,0.7925558,0.5166785,1.4350015,0.736192,0.0,1.2491243,0.33556837,0.6847,0.8515184,1.5131323,1.247588,0.6896218,1.306174,1.4646482,1.2900915,1.2525707,1.5099676,1.1095443,1.1390415,0.7990072,0.9669063,1.0713007,1.1346827,0.78229684,0.8318392,0.6819446,1.4142883,1.3126469,0.57834995,1.3193237,1.4993778,0.62666833,1.4405546,1.3272655,0.7441255,0.8606094,0.87371916,1.0371753,1.1567843,0.7770046,1.0486106,1.2787938,0.8880021,1.1918176,0.7043248,1.0610512,1.222862,1.4205208,0.9837776,1.3562875,1.0603352,0.73923403,1.3613963,0.76753485,0.8851967,1.0270376,0.75910497,0.8595704,0.59436095,1.04364,1.3240709,1.106217,0.73732257,0.34511566,1.2533078,0.5325586,1.4168434,0.90579766,1.5293716,0.9586612,0.9999755,0.83914477,1.020448,0.43527126,0.81742585,0.8408557,1.0724535,1.3946233,0.9271626,0.96562845,1.0415719,1.3529453,0.9595758,0.96651524,0.2734816,0.68049514,0.4591028,0.95690095,1.4966611,1.4873227,1.424012,1.055412,1.0622938,1.1504139,1.387301,1.1564584,1.0415573,1.3011763,1.2225502,1.0032879,1.5576501,1.4319632,0.89859295,0.6723472,1.4563684,0.97828716,1.1087161,0.8162991,0.744717,0.4639321,0.9379505,0.8026645,1.4888616,0.80358887,0.8009782,0.4538412,1.4752249,0.69111323,1.4374621,1.2005295,1.0763998,1.4371667,0.8303816,0.7575994,1.2089312,0.88354015,0.49538058,0.4787408,1.4200338,0.92107266,1.18823,1.2054442,0.59801316,1.1604797,1.1065418,0.71319354,0.9696033,0.9583041,1.0526376,1.4177399,1.3867763,0.9085851
bird,0.6301669,0.9576274,0.7259941,1.3392215,0.8970593,0.8188188,0.86790407,0.8645052,1.2668031,0.9299216,1.3266908,0.6975276,1.3873844,1.2491243,0.0,1.2696006,1.1066505,0.9266506,0.768617,0.8880484,1.2861568,0.9884893,0.8399559,0.9434397,0.57807887,0.83549297,0.9292629,0.93005997,1.1006941,1.2991403,1.1375579,0.7575905,1.3498695,1.2771335,1.1252617,0.8821659,0.883824,1.3151251,0.99661547,0.5705917,1.3228538,0.91692173,0.58292013,1.127276,1.1560204,1.057747,1.2445134,0.99699533,1.1844923,0.97322303,0.85996497,1.0197467,0.826433,1.1879364,0.9992459,0.4417609,0.6212198,1.0032195,0.7474126,0.4898129,1.2221433,0.6868739,0.9790372,1.0134606,0.83709383,1.1826353,0.9282715,1.2583177,0.92839044,0.8116333,0.70638436,1.0485406,1.2020171,1.0893626,1.3077112,0.710922,1.2561109,0.7102536,1.1216035,1.0628891,0.91644585,1.1269614,1.2953247,1.2387633,1.0917562,1.0881982,0.6784846,1.0299841,0.98029983,1.018202,0.8516749,1.3472177,0.86928475,1.2764481,1.265456,1.1469452,1.1277814,0.5570888,0.6056537,0.8208933,1.0947247,0.9029064,1.0378553,0.6993202,1.0593234,0.74259573,0.84138566,0.953496,1.0147988,0.759362,0.78314894,1.33125,0.92493373,0.5425373,1.0732093,1.0135971,1.0956405,1.0503141,1.2499344,1.0166249,1.2187364,0.8468864,1.206372,1.1869819,1.2490225,0.6620898,1.1443459,0.7831223,0.821185,1.0842525,0.6889471,0.95311636,1.1081381,0.87202275,1.195178,1.2699621,1.3167198,0.6596807,1.1800538,0.929808,0.7129903,1.1143352,0.9187405,0.8943912,1.252794,1.0038127,1.0769484,1.1104025,0.9494156,0.70961493,1.141
blanket,0.9811875,1.3488736,1.4781278,0.51612085,1.1604588,1.391791,1.3046122,1.1945957,0.5460246,0.69422597,0.22071874,1.3812249,0.46699405,0.33556837,1.2696006,0.0,0.5780593,0.8869356,1.4602582,1.2649752,0.6547215,1.3581879,1.3165895,1.253406,1.3083491,1.3938177,1.002312,1.2912902,0.59222305,0.6613164,1.1423934,1.1989799,0.6347425,0.61233455,0.6667317,1.4810989,1.2868764,0.2757752,1.3498378,1.5265377,0.43407512,1.4145617,1.3133454,0.78976107,0.66444105,0.8738408,0.8442126,1.0697062,0.81280327,1.2666059,1.3867515,0.79981595,1.271716,0.7961045,1.2905757,1.2289668,1.3897152,1.0040839,1.3815882,1.1549722,0.7822,1.4459574,0.78042126,0.83438826,1.2353094,0.80539143,0.87026644,0.86925304,1.0719008,1.2424551,1.1731137,0.8546265,0.3036523,1.2730417,0.5134363,1.4187322,0.6999259,1.4407736,1.0511339,1.0586289,1.1059517,1.0337148,0.5691105,0.6763276,1.0892255,1.1071763,1.4587752,0.8699373,1.2025899,1.1366676,1.465723,0.76600647,0.76915497,0.32983637,0.65444064,0.6247054,0.94201,1.4978018,1.499888,1.5330244,1.1444088,0.8367621,1.2451651,1.2790198,1.238261,1.09184,1.3298929,1.3362947,0.8598242,1.424974,1.4002519,0.73975384,0.6761279,1.4572439,1.0739754,1.2184877,0.71062934,0.85368,0.5343778,0.84276086,0.7893683,1.3698404,0.67913306,0.78768104,0.42239118,1.4892731,0.540561,1.4214642,1.287038,1.1432266,1.4788644,0.9259812,0.80991757,1.319255,0.67750585,0.5022657,0.47324306,1.4482422,1.0120811,1.3746153,1.4018824,0.8190721,0.9428186,1.163078,0.74579525,0.9106102,0.94180495,0.9286247,1.163524,1.468953,0.7360029
boat,0.93376005,1.3480008,1.4160395,0.69347745,1.2527988,1.3109561,1.2685928,1.1433582,0.36303115,0.78116524,0.5580107,1.2501267,0.5455271,0.6847,1.1066505,0.5780593,0.0,0.77447426,1.3108566,1.0385678,0.43492866,1.2268627,1.2611284,1.0572772,1.2566309,1.3166234,0.93377507,1.2566105,0.85722584,0.83895767,1.107084,1.0610453,0.6124977,0.6377949,0.7863623,1.2856096,1.3173275,0.6363206,1.2068269,1.3093818,0.48175776,1.2723842,1.1756555,0.80749774,0.87262994,1.0825107,0.8684826,0.6799291,0.96322125,1.3369029,1.273427,0.85767424,1.2211328,0.90029466,1.2963142,1.0974578,1.2057824,1.1735736,1.1452945,1.0552313,0.790748,1.3152628,1.1178811,0.78761125,1.143278,0.94709826,0.88758,0.987668,1.2658962,1.0567473,1.1406978,0.74378437,0.5746021,1.1973429,0.7595444,1.1445606,0.712065,1.2339053,1.0924866,1.0680857,1.1843672,1.0383347,0.91603535,0.757716,1.0850253,1.1413106,1.3627672,1.0048178,1.2137709,1.2117813,1.3297567,0.85868245,1.0373406,0.7335075,0.9041961,0.65079707,1.0281641,1.2441999,1.2108228,1.3152592,1.1648155,1.0919443,1.1484452,1.2311215,1.1139964,1.0988986,1.2777011,1.1797543,0.9346546,1.2303903,1.4068444,0.74695003,0.7746865,1.3624016,1.0660617,1.0556078,0.8074595,0.6585834,0.76816547,1.0370945,0.97616816,1.2884346,0.7380298,0.47569174,0.48085332,1.4079889,0.6972747,1.3177879,1.3429325,1.0133035,1.2092932,0.7877219,0.76710236,1.2753153,0.8632537,0.7857505,0.5733125,1.185768,1.0225303,1.3714792,1.2956057,0.7721846,1.1293403,1.0169847,0.6820397,0.91757846,0.96926636,1.0154221,1.0772998,1.3820362,0.8363272
book,0.8630645,1.1728728,1.0693697,1.085439,0.95735645,0.97283155,1.0886264,0.77463984,0.8599827,1.1843691,0.94159293,0.93252003,0.961362,0.8515184,0.9266506,0.8869356,0.77447426,0.0,0.9216398,0.79960996,0.5146177,1.050262,1.19185,0.78721493,1.0286342,0.95385283,0.86351615,1.1345783,1.2625339,0.9543032,1.0444579,0.930608,1.0944862,0.68596375,0.8765569,1.0754554,1.162958,0.99883837,1.0022118,0.91842663,0.7552757,0.9110403,0.9039484,0.83511937,1.074358,0.96408886,1.1626153,0.6648654,1.1547245,1.1508858,1.0405605,1.2928495,1.1126257,1.1251177,1.1441026,0.8810681,0.9283052,1.2205275,0.86778206,0.8313436,1.1282084,1.0332289,0.9392005,1.1224031,0.6514814,1.2066684,0.9690082,1.0606482,1.1142553,0.9280256,0.87083834,1.0172253,0.87016284,0.99624485,1.1212779,0.8786371,0.9150823,0.9335804,1.1987025,1.031718,1.022599,0.9981103,1.0171151,1.0590116,1.1272844,1.0644804,1.074074,0.7614909,1.1182818,1.2678678,1.1369431,1.0363501,1.0377699,1.0039086,1.2097787,0.34253192,1.1860728,0.8245837,0.875023,1.0776916,1.1529598,0.7514333,1.0271877,0.9090635,0.88457143,0.84255195,1.0690981,1.073871,0.75056094,0.82665247,1.0796653,1.0324503,0.99947166,1.0137839,1.0449278,1.0165787,1.0133431,0.9431367,1.1444864,0.9423133,1.1347282,1.1803727,1.0969294,0.82457525,0.9455061,1.0435098,1.0233744,1.0777116,0.9924793,1.0083995,0.9084053,1.0207146,1.0694795,0.94549537,0.9636386,1.1716058,0.8064877,0.8979678,1.0073947,1.2071476,1.03791,0.88407075,0.7793883,0.6381514,0.83082485,0.96959203,1.0628822,1.0076753,1.0627491,1.0225456,1.0390693
bottle,1.0511652,0.9377154,0.3554113,1.4127998,0.76855,0.506099,0.89767617,0.5544476,1.3610258,1.2159668,1.3826334,0.45583558,1.4447377,1.5131323,0.768617,1.4602582,1.3108566,0.9216398,0.0,0.50162435,1.2417221,0.9057926,0.67795646,0.4723299,0.93441695,0.3907867,1.0029896,0.9298265,1.295168,1.1687891,1.1153477,0.67600036,1.2316045,1.2073574,1.3950769,0.77367103,0.6904872,1.4016068,0.7948867,0.28265548,1.3547729,0.19615382,0.767864,1.2490945,1.2280846,1.1141697,1.1066443,1.0977972,1.2561975,0.94883966,0.7053404,1.240998,0.89267105,1.2177966,0.99606997,0.81871307,0.6393523,1.0354712,0.74132895,0.959188,1.3493638,0.5522121,1.1554401,1.0969771,0.847658,1.2412255,1.2368667,1.3906664,0.8612634,0.72555786,0.90379393,1.3461878,1.4167044,0.52319145,1.4782495,0.72348434,1.1931977,0.32435066,1.1530784,1.1819429,0.9758239,0.70559466,1.4431496,1.3197335,1.134796,1.0373173,0.33523,1.1200112,1.027656,0.96686745,0.62538743,1.1508719,1.101069,1.4674492,1.4095136,1.3282456,1.2036085,0.42294383,0.50860626,0.6212162,1.1182947,0.84203386,1.0241058,0.56397355,0.88204646,0.9522109,0.68021035,0.80995417,0.96375096,0.49611127,0.46898317,1.164746,1.212007,0.6333096,1.1735445,0.9398415,1.2180367,1.2989532,1.4150367,1.1769559,1.2823827,0.56139326,1.2277262,1.2351459,1.3484621,0.47248966,1.276959,0.58955795,0.71261,0.9408605,0.64500386,1.2216388,1.3272736,0.724826,1.2733898,1.4443136,1.3920085,0.38984752,1.1842595,0.82357496,0.59916973,1.3736979,0.8401023,0.724055,1.1793767,1.0352947,1.0904437,1.0315124,0.6957661,0.43200392,1.1386064
bowl,1.0851471,1.0799911,0.6523669,1.318346,0.7072555,0.56403863,0.9720503,0.7385111,1.0780635,1.1846653,1.2561705,0.6660523,1.2721131,1.247588,0.8880484,1.2649752,1.0385678,0.79960996,0.50162435,0.0,0.90784657,0.8380405,1.0272282,0.5591476,1.0670323,0.76071763,0.97270674,1.0289924,1.330981,1.2278264,0.9835687,0.8293804,1.194457,1.0329778,1.172003,0.82957125,1.0344882,1.2994511,0.91743475,0.6400604,1.1648822,0.39698446,0.969104,0.825428,1.1920137,1.1414832,1.2104583,0.9289663,1.3422194,1.0353048,0.7445948,1.3717978,1.0416883,1.1955287,1.0860237,0.79886657,0.8578502,1.1412281,0.6880881,0.9731301,1.0439183,0.8215285,1.1355805,1.0719748,0.80831385,1.2976375,1.0289146,1.2237356,1.0113229,0.8765278,0.9696234,1.1431272,1.3145083,0.6665555,1.4242465,0.7491391,1.258867,0.6133195,1.2665068,1.00739,0.9784128,0.83528006,1.1673212,1.2954719,1.0009183,0.8121292,0.6466104,0.8375598,1.1299577,1.0167389,0.7032151,1.1217027,1.1272135,1.3526406,1.4175407,1.0984246,1.0129316,0.7186512,0.75114405,0.8364661,1.116652,0.9466773,0.8588109,0.81672204,0.44058532,1.0236175,0.7662338,0.8807976,1.104936,0.75393486,0.8112736,1.0996047,1.1730947,0.992991,1.0368439,0.69014406,1.1093459,1.1654224,1.3852289,1.142807,1.2992729,1.0023607,1.2050726,0.8104564,1.2114027,0.73735684,1.2673945,0.73169184,0.97833884,0.6397238,0.6259068,1.1106768,1.269705,0.65423197,1.2607396,1.4214959,1.0571578,0.47855747,0.97827905,1.0373894,0.8094946,1.1838865,0.82808185,0.79172343,0.6032205,0.98892987,1.1556855,1.0691705,1.0660313,0.8128591,1.1246946
box,1.0659665,1.3076957,1.4509995,0.79209685,1.0992401,1.2343943,1.2991745,1.0501417,0.41859496,1.1122217,0.58646363,1.2757844,0.5153166,0.6896218,1.2861568,0.6547215,0.43492866,0.5146177,1.2417221,0.90784657,0.0,1.2585557,1.2826123,0.76677144,1.2927501,1.144445,0.9583777,1.2987051,1.0121442,0.6709587,1.0360467,1.084373,0.6153261,0.38457417,0.71193063,1.3582765,1.3846128,0.66103595,1.1456404,1.3579451,0.28823817,1.0478202,1.2017868,0.64499587,0.8842927,0.95289963,0.7897205,0.6069795,0.98908293,1.2865704,1.2605497,1.1125062,1.3271049,0.9327245,1.3028789,1.2626014,1.1833613,1.2563374,1.167572,1.0554986,0.7285791,1.42664,1.0015829,1.0581255,0.89622825,1.0013013,0.96550906,0.92136943,1.2866964,1.1453251,1.0805665,0.8191366,0.55817276,0.9939741,0.83496535,1.1840405,0.6118022,1.2356514,1.1555604,1.0832659,1.2075734,0.84617823,0.7803075,0.711994,1.0895941,1.0857116,1.4313968,0.96149,1.2598959,1.3205262,1.3209802,0.6653604,0.9417093,0.7906399,0.9503252,0.5018392,1.081399,1.3515205,1.2976327,1.36643,1.1356717,1.1362168,1.1512321,1.1420034,1.050298,1.0067345,1.402793,1.1330718,0.76609886,1.1060225,1.370461,0.5773234,0.9459697,1.3391206,1.0845026,1.1013337,0.7935081,0.73581046,0.8266159,0.913483,0.9525846,1.3228735,0.78602046,0.5237572,0.63269866,1.4197936,0.82467157,1.3353872,1.2526817,1.0409325,1.2497193,0.83513266,0.8728917,1.1551292,0.6925875,0.8534566,0.49836534,1.2457904,0.9967741,1.4135598,1.3625238,0.70275956,1.0635659,0.714389,0.6051115,0.9348631,0.95082146,0.8573062,0.97976625,1.4077039,0.8796888
bread,0.9723534,1.0690495,0.92918867,1.324311,1.0073928,0.9114897,0.6881267,0.7134249,1.3300978,1.1846496,1.3795716,0.9999339,1.3497391,1.306174,0.9884893,1.3581879,1.2268627,1.050262,0.9057926,0.8380405,1.2585557,0.0,0.9747339,1.0228767,0.8712128,1.0536443,1.2096298,1.067542,1.3375006,1.3542409,0.35884297,0.9230102,1.2657676,1.2069447,1.230953,0.08957636,0.70731986,1.3881824,0.47661746,0.88911587,1.3970909,0.8992955,0.81637007,0.9194929,1.2066008,1.215596,1.1837928,1.0217788,1.2100832,1.1105527,0.8467682,1.2193365,0.9757101,1.2437336,1.0861561,1.0204637,0.9476098,1.1786965,0.68656677,0.96827877,1.2672818,0.9719095,1.265453,1.1583114,1.0122836,1.2870424,0.86736,1.2661238,1.2368972,0.9966599,0.9352231,1.0657815,1.3711735,0.7667675,1.3863802,0.7517364,1.2790844,0.94369227,1.1404335,0.2927748,0.9338484,0.9133394,1.3232948,1.330956,1.0396211,0.35824996,0.9178848,0.8234501,1.128483,1.0768381,0.8045226,1.2330977,1.1567104,1.4385431,1.3593202,1.2060184,0.78840303,0.8839231,0.8468212,0.4652952,1.0068475,1.027982,0.10869253,1.0079659,0.40555453,1.0018002,0.6816492,0.81177604,1.1551898,0.9061497,0.7510633,1.2454321,1.1971341,0.9939442,0.33688688,0.6232369,1.1946642,1.1545197,1.4056566,1.1232005,1.2679988,0.9001677,1.2662662,1.1211329,1.2914248,0.9079359,1.2987127,0.8481741,1.0719135,0.5898468,0.71265113,1.1294321,1.1799269,0.96761614,1.2986518,1.3930283,1.1671319,0.8159202,0.36796492,1.0474752,1.0054413,1.35152,0.92286056,0.9883992,0.922597,1.1406178,1.163006,1.2040533,1.17564,0.98718464,1.2828207
broom,0.8599663,0.75542617,0.7611654,1.3626039,1.0282993,0.78881466,0.95067054,0.7386478,1.0401244,1.0759319,1.24726,0.61227643,1.1606313,1.4646482,0.8399559,1.3165895,1.2611284,1.19185,0.67795646,1.0272282,1.2826123,0.9747339,0.0,0.67620826,0.8888115,0.40982908,1.1005582,0.8005197,1.0993152,0.86572564,1.1584156,0.8837206,1.0739577,1.2608997,1.1294658,0.83331877,0.5232814,1.3044542,0.850338,0.529773,1.2244508,0.68567896,0.8701731,1.2856523,1.2495852,1.1171912,0.7377033,0.8961372,1.0005202,0.89349645,0.9135079,0.95036453,0.8730179,1.3090463,0.7835758,0.8599604,0.5575654,0.85562253,0.69214773,1.0815212,1.2829869,0.7388158,1.0741507,0.9940678,1.061523,1.2836915,1.2375063,1.2365854,0.9416865,0.79035765,1.1184535,1.0781466,1.3718686,1.0011855,1.2276145,0.6024879,1.008234,0.44014204,0.8328265,1.1989659,0.9772059,1.0777068,1.3821815,1.2530218,1.1628534,1.2152531,0.73755777,0.8566824,0.8165206,1.0324751,0.87487173,1.0153441,1.1257063,1.3142394,1.0857911,1.2529585,1.2222476,0.5387891,0.44980967,0.69822437,0.8214204,0.8270173,1.0986218,0.6984513,1.1015123,1.1370459,0.87423116,1.024437,1.0056792,0.69154906,0.6888386,1.0722089,1.2516521,0.71458405,1.1811551,1.1001313,1.2437634,1.174851,1.3145297,1.1122831,1.0001149,0.31323493,0.9212462,1.0973206,1.2877936,0.5932169,1.1118772,0.5590866,0.7710122,1.1798049,0.6272764,1.1161842,1.0254418,0.88903064,1.1203854,1.2774324,1.435091,0.7697177,1.2943748,0.7498253,0.7968136,1.1801952,0.5923668,1.0853286,1.3606318,1.1000435,1.1187059,1.0334749,0.41685343,0.69604933,0.94423974
bucket,0.9947297,0.96306014,0.8729823,1.3363962,0.8069191,0.66030073,1.0283166,0.76151866,0.94454616,1.208588,1.2270067,0.7653619,1.1756318,1.2900915,0.9434397,1.253406,1.0572772,0.78721493,0.4723299,0.5591476,0.76677144,1.0228767,0.67620826,0.0,1.0729337,0.45512998,1.0374395,1.1108432,1.280262,0.87208074,1.1465691,0.81855404,1.0357026,0.97690725,1.1479574,0.9770866,0.8017642,1.2777852,1.0490532,0.74363494,1.0011098,0.22267342,0.8557776,1.0480502,1.1759115,1.092628,0.86447084,0.74374247,1.201914,1.1110206,0.8014294,1.2329347,1.0755807,1.2630656,1.1101564,0.9939266,0.723029,1.1027911,0.7647119,1.0233544,1.1384073,0.9694944,0.9188743,1.0923429,0.87195814,1.3103745,1.1748656,1.2950826,1.0091313,0.8202377,0.933013,1.1741043,1.1895766,0.50799006,1.3436223,0.8174044,0.9543662,0.41178918,1.1235693,1.1678499,1.1359651,0.64685875,1.2111123,1.206083,1.118505,1.0323833,0.8836222,0.89496636,1.0447992,1.190105,0.89822555,0.9113511,1.0085028,1.3182681,1.2875184,1.0068479,1.1845715,0.73164785,0.72993135,0.92615646,1.0471739,0.74337053,1.0655156,0.5889403,0.8757719,0.95532966,0.9529347,0.9021906,0.7972052,0.65505385,0.77619773,0.86511016,1.1479616,0.91566133,1.1625184,0.9603793,1.1573327,1.2035779,1.3123462,0.9672141,1.1107523,0.7073501,1.0615734,0.83793426,1.1657648,0.86716056,1.1260003,0.87961346,0.74582714,0.90844053,0.75054926,1.1399014,1.2597835,0.8148401,1.0846362,1.3503463,1.2827547,0.66629004,1.1540438,1.0977706,0.93614936,1.1844163,0.70070577,0.76868814,1.0729916,0.95692855,1.22323,1.0318569,0.59888196,0.8728052,0.9468963
butterfly,0.7471775,0.8376267,0.7338463,1.305869,0.96128356,0.84413755,0.8400843,0.9338794,1.3334143,1.0654373,1.343873,0.70771897,1.2648444,1.2525707,0.57807887,1.3083491,1.2566309,1.0286342,0.93441695,1.0670323,1.2927501,0.8712128,0.8888115,1.0729337,0.0,0.83265364,0.9060173,0.7686124,1.1844194,1.1380982,1.0321174,0.9042784,1.2960663,1.3231144,1.0985483,0.78376377,0.93911904,1.2785811,0.7914778,0.73028576,1.3431026,1.0011395,0.650092,1.1281171,1.1850605,0.9712051,1.19204,0.9380483,1.0301852,0.8836359,0.8871543,1.0648918,0.8430294,1.1776637,0.8595615,0.53253114,0.6964792,0.92395216,0.9145099,0.5517919,1.0819294,0.74094796,0.97440094,1.1024616,0.8058369,1.1544071,1.0041947,1.0894761,0.9275989,0.92542964,0.7698522,1.0866982,1.2460377,1.0450903,1.1842757,0.8057036,1.2259233,0.84089655,0.916574,1.0253481,0.7993629,1.2412833,1.0932155,1.0877342,1.0573735,0.9674137,0.76761985,0.948974,0.85561067,0.97978985,0.8341109,1.2672905,0.977787,1.2561666,1.0873923,1.1492362,0.96371067,0.7852924,0.81030995,0.75922287,0.8427781,0.9278102,0.96475345,0.883496,1.0959256,0.8705507,0.90515196,0.9588601,0.9046451,0.70568347,0.7872355,1.3309207,1.1330495,0.4944799,1.0408772,0.88452524,1.1451825,1.0986302,1.2208614,0.91812587,1.0528826,0.824504,1.2641212,1.2138338,1.3657082,0.6353378,1.2202063,0.6744196,0.74829173,0.99141073,0.7993283,1.0300772,1.0736021,0.73175955,1.0085031,1.2270274,1.3472699,0.82083315,1.1250786,0.8295779,0.8583789,1.1057298,0.93254596,0.9710108,1.3177006,1.0783925,1.0537229,1.0722462,1.0688232,0.7685443,1.1715631
