,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jeans,0.8031782,1.0643444,1.3108833,0.9212021,0.425295,1.3834758,1.3850046,1.2353988,1.2631028,0.7098177,0.825382,0.78623164,1.213388,0.5620568,0.6068148,1.0556182,0.6910885,1.2021625,1.0694239,1.4197118,1.37007,1.0182766,1.2622275,1.0966878,1.2442288,1.4469486,1.3310759,1.2646301,1.2593038,0.63511336,0.7428366,1.2493676,1.3216501,0.72905004,0.9149716,1.232175,0.77291036,1.1709971,1.2694907,0.63498795,1.1029501,1.3846803,0.8298046,1.4212012,1.323033,1.0065427,0.8617119,0.9846445,0.9323393,1.0504147,0.82186866,0.99812454,1.3584888,0.46673083,1.2110724,0.7206665,0.9604327,1.1377997,1.411078,0.8734672,1.4830325,1.2760252,0.78182113,1.2978411,0.9155311,0.7216233,1.3303893,0.6200653,1.0802777,0.73879105,0.97218096,1.2055176,0.87992394,0.46925437,1.3464706,0.0,1.2330917,0.95783705,1.4069597,1.3209424,0.87921745,1.0461808,1.0262346,0.7853582,0.7619795,0.80283064,1.1451026,1.2925515,1.2448603,0.95527494,1.2638581,1.3061533,0.7852309,0.7668759,0.42528605,0.19490981,0.8983379,1.35049,1.3383875,1.0812757,1.2248703,0.8344281,1.3512058,1.1172044,1.3138807,1.3327812,1.2320812,1.0142946,1.1616061,0.9571688,1.3802226,1.2039533,0.8021134,1.101757,0.91589135,1.2788949,1.307085,0.2752753,0.8815065,0.43630004,1.4139782,0.8494824,1.1232667,0.936875,1.188223,0.91058505,1.2354507,0.76159614,1.0821135,1.4484212,0.90852076,1.3058703,0.7249946,0.3256169,0.9471751,0.7311031,1.4238908,1.0659628,1.0392897,0.96688205,1.1726303,1.3430704,0.99817383,0.8133589,0.77131104,0.82265747,1.1651666,1.2233132,0.83584875
knife,1.016775,0.8037908,0.9141163,1.0629432,1.2189149,1.0462531,0.8810506,1.0246688,0.8403573,1.0928975,1.2547419,1.1837418,0.617267,1.0413114,1.3631517,1.1252272,1.3073485,0.68593824,1.0390406,0.8012865,0.717257,1.0498391,0.9954403,0.92053807,0.8613841,0.809357,0.72145116,0.8414545,0.86705095,1.348186,1.0997336,0.9954154,0.7556942,1.1513058,0.9507486,0.69140875,0.89685917,0.985538,0.8604597,1.3008016,0.9480447,0.6218808,1.197016,0.7656399,0.76271254,1.1911242,1.2873971,1.1972656,1.0789585,0.5542854,1.2424419,1.0823674,0.90239275,1.3041624,0.9448397,1.3014374,0.9445517,0.9610977,0.92522943,0.924482,0.39425445,0.9273404,1.290835,0.66028386,1.1518431,1.1869615,0.99969697,1.2994413,0.8391062,1.2055992,1.0166565,0.9295447,0.8690533,1.2640517,0.8218744,1.2330917,0.0,1.0903796,0.7228315,0.8262688,1.1722766,1.1264184,1.1726934,1.2456833,1.1625087,1.1393291,1.1883583,0.8697704,0.80351233,0.8771149,0.9474991,0.92262214,0.98403555,1.3467128,1.3384359,1.2579088,1.1962478,0.39051694,0.36839634,0.9202585,0.935057,1.2181169,0.736663,1.0429243,0.62653834,0.87733865,1.00256,0.9153685,0.9019279,1.0846388,0.8032918,0.9574508,1.1286871,1.1177232,1.0517983,0.8411592,0.5521482,1.346961,1.0877937,1.1934276,0.65038085,1.1378568,0.6044284,0.93781435,0.89234823,1.0678172,0.74947834,1.0708462,1.0272847,0.5014812,0.9826358,0.89566916,1.1524382,1.3550808,1.0958328,1.2518735,0.80099964,0.9591516,0.97041875,0.59054947,0.7903012,0.894089,0.87607837,1.206265,1.063057,1.1253183,0.6307476,0.72665673,1.1307901
ladder,0.97343576,1.1183811,1.3807073,0.9026215,0.9442637,1.3756536,1.2496822,1.1353207,0.740563,0.84004974,1.0636716,0.6562689,1.2357602,0.5676309,0.9317244,0.99230653,0.8706019,1.0033276,0.8439779,1.1824242,1.2389227,0.68027425,1.2097628,0.7465371,0.8957855,1.2908795,1.0635109,1.1043172,1.2404652,0.9826725,0.49610817,1.1823362,1.3456734,0.48481345,1.0078982,0.8747423,0.7992071,1.195895,1.2525696,0.7370955,0.9920075,1.2249285,0.38610685,1.1026766,1.2062235,0.81140023,0.9365692,0.86528754,0.7478937,0.78117526,0.7909162,1.0676877,1.3547764,0.91090834,1.2490604,1.0193083,1.1475189,1.1434491,1.0486768,0.9892352,1.2704585,1.1557572,0.8389268,1.2658621,1.0864538,0.8657219,1.1600056,0.9556671,1.2023517,0.9704139,1.1248324,1.1001167,1.0958681,0.84534,1.1041733,0.95783705,1.0903796,0.0,1.2200267,1.0549784,0.9087821,1.2207652,0.7464074,0.96226907,0.7393693,1.0921485,0.9323913,1.3976647,1.06844,1.1320393,1.309468,1.3502724,0.7280711,0.8869937,0.8960747,0.8504382,0.9242682,1.2469147,1.1767465,1.0222569,1.2367849,0.9053335,1.1282766,1.0530528,1.0707469,1.1821119,1.0987107,1.2413207,1.0921952,0.62364244,1.1188635,1.2802877,0.58372194,0.9069648,1.0483662,1.0550177,1.2016054,0.9501572,0.9586916,0.7822846,1.1409268,0.8519839,0.9686188,0.6732096,1.2545346,1.0475972,1.2123183,0.9346917,1.0322304,1.2492303,0.95402133,1.1856518,0.5841911,0.91449165,0.8319298,0.8742498,1.2440655,1.263267,1.0544305,0.94661343,1.0361896,0.99687535,0.9707696,0.9203605,0.6360831,0.82569915,0.80629164,1.2928274,0.6591913
lamp,1.1066388,0.80855817,0.5591906,1.3355398,1.4889262,0.61069393,0.5110137,1.0504134,0.92993176,1.0367072,1.3157088,1.3050497,0.43401206,1.192749,1.5047882,1.143393,1.3848445,0.72637355,1.1901921,0.3228457,0.4985724,1.247481,1.0273123,0.9261186,0.7083615,0.57027316,0.35308838,0.6681565,0.84148216,1.281831,1.0191281,1.0694526,0.3318336,1.2814715,0.70623446,0.582538,1.3068298,1.0480477,0.6370949,1.311912,1.1571562,0.41843247,1.3433995,0.3626572,0.75510406,1.2497199,1.2689368,1.1547992,0.94273305,0.99482685,1.2615376,0.99480355,0.70201045,1.2728438,0.64490294,1.30699,0.99453866,0.88355565,0.72964895,0.9476228,0.46339554,0.9427134,1.3076644,0.52952933,1.1907,1.1370324,0.8453271,1.3456521,1.0126587,1.4249729,0.9397066,0.9236247,1.2357268,1.3790425,0.5520903,1.4069597,0.7228315,1.2200267,0.0,0.5139481,1.4425097,1.1599009,1.1482843,1.5308149,1.264543,1.2788663,1.1828246,0.45394844,0.658967,0.9280671,0.5382539,0.685585,1.22003,1.302386,1.475522,1.3582252,1.2566531,0.38961077,0.51287395,0.9713906,0.9216602,1.249342,0.442289,1.1679862,0.5405126,0.90316844,0.8462968,0.9719606,0.9862491,1.388479,0.5407958,0.6816559,1.197316,0.9001237,1.3330083,0.9335163,0.7806867,1.3917937,1.2454183,1.3075787,0.523821,0.91879624,0.44196796,1.1634884,0.7400658,1.0127536,0.34217882,1.2863202,1.2008003,0.50330895,0.8903856,0.7524959,1.313895,1.4053429,1.2146327,1.4284639,0.5623965,0.79037094,1.0425887,1.1397452,0.65481013,0.9548277,1.2821019,1.1191558,1.3196292,1.2267165,0.5801242,0.54751474,0.92985874
leg,1.2628645,0.8048203,0.6013132,1.2175095,1.4303119,0.8202814,0.6523237,0.98830324,0.83118236,1.2616448,1.3001592,1.2326057,0.420727,1.1623394,1.3998386,1.1543775,1.3418722,0.8496422,1.210458,0.45386314,0.6840357,1.2329359,0.8752137,0.849785,0.83186567,0.7292373,0.41341412,0.8053871,0.65583384,1.1812732,1.0130466,1.0515703,0.70556307,1.1626561,0.66226697,0.5923036,1.3333086,1.0775456,0.6388187,1.2885686,0.946406,0.35853207,1.2321447,0.5269137,0.83900774,1.2974429,1.2247623,1.1545962,0.9894417,1.0827239,1.1179054,0.8526973,0.7763816,1.2758865,0.7375387,1.2882199,0.8738009,0.8949122,0.83192575,0.7717208,0.5819902,1.1185138,1.3142715,0.57883656,1.0620141,1.1201537,0.9171866,1.2779204,1.061279,1.267375,0.85789603,1.0073147,1.3286878,1.2566565,0.61409986,1.3209424,0.8262688,1.0549784,0.5139481,0.0,1.2582254,1.2276896,1.1298479,1.4114778,1.2118886,1.108145,1.0495393,0.47099936,0.61990494,0.8045531,0.46750307,0.77196574,1.2621208,1.2400346,1.2892894,1.1976947,1.3017352,0.49875212,0.5622623,1.1267325,0.92225987,1.2737979,0.6453289,1.1422957,0.7084955,0.9637399,0.95085585,0.9385981,1.0971775,1.2576888,0.66671425,0.7394426,1.1773384,0.9586231,1.3132548,0.838341,0.98787737,1.3518595,1.1654465,1.0594726,0.5530114,1.1510043,0.7127694,1.0131043,0.6439693,0.99646413,0.48953152,1.2047763,1.1667122,0.5689355,1.224104,0.88736165,1.2608128,1.3634989,1.10867,1.4321175,0.796619,0.63256526,0.9773524,1.1449656,0.55384856,1.0199015,1.2381614,1.1609707,1.1507816,1.1607025,0.69605696,0.5334419,1.0760682
meat,0.7499523,1.136929,1.301978,0.7932173,0.70409614,1.2564588,1.3123268,0.8765243,1.0987186,0.8948186,0.95698726,0.9398562,1.3624282,0.8941847,0.7596384,0.8542876,0.8371191,1.3477917,1.0680114,1.4787929,1.2342417,1.0668528,0.51428556,1.1537929,1.2602841,1.2444066,1.4789461,1.353504,1.0415074,0.70186234,1.0283695,0.85807943,1.399363,0.92122316,1.2551965,1.2528431,0.8492145,0.8995034,1.138673,0.89186937,0.6962316,1.4453409,0.9302033,1.3986586,1.1984365,0.91522944,0.7115171,0.84322846,1.0544809,1.0008885,0.7185302,0.90603685,1.1174445,0.9182199,1.1797976,0.9878341,0.97353524,0.72185993,1.2842705,0.9270512,1.191071,1.0085347,0.7868221,1.3088322,0.855288,0.9841011,1.1203583,0.88162047,0.8445497,0.5817355,1.191059,1.0931631,0.9060023,0.94332373,1.3436992,0.87921745,1.1722766,0.9087821,1.4425097,1.2582254,0.0,0.64754856,0.91684973,0.657735,1.0350955,0.8416867,0.38029885,1.3273324,1.0010426,1.0993843,1.2717848,1.2234724,0.870292,0.7163719,0.7043649,0.84870136,0.93680155,1.3568214,1.293409,0.9793431,1.0204908,0.9567687,1.268477,0.6773543,1.2853873,0.81802,1.0945334,0.8629808,1.0772872,0.865254,1.3953359,1.2621005,0.90674233,0.91180956,0.42675644,0.9633845,1.2566246,0.84195423,0.98579687,0.8297868,1.3681779,1.0607564,1.2306119,0.9909198,1.2308601,1.107697,1.342644,0.87932324,0.7651792,1.2725809,0.9103626,1.2662643,0.94195545,0.850929,0.94921994,0.8568475,1.3790832,1.1305627,0.93534493,0.92128134,1.1472733,1.3240712,0.71178544,0.9758925,0.93913895,0.90091956,1.3168252,1.3729327,0.913682
melon,0.8847622,1.2643442,0.83217335,0.8909212,0.8256473,0.7775946,0.9478197,0.6552644,1.1508311,1.0159414,0.9117861,1.1038626,1.3921251,1.1769034,0.938861,0.9339474,1.0232186,1.2645993,1.0494707,1.0878669,0.8492576,1.0839664,0.6098062,1.2936523,1.0585082,1.1339273,1.2879347,1.1085881,1.023616,0.9984676,1.2248873,0.7261626,1.1578357,1.157949,1.3121684,1.1581274,1.0482115,0.75566256,0.9751329,1.0826691,0.8170386,1.2952574,1.1195488,1.0649774,1.1493243,0.8600938,0.9094484,0.96066284,1.0872008,1.1685004,0.8500592,1.0548327,0.7318649,0.9519514,1.2025374,0.9070066,1.0817509,1.045265,1.1187166,1.2401233,1.0052626,1.0298299,0.7859072,1.2449204,0.9860759,1.0752136,0.9732458,0.95156825,0.8060671,0.76620215,1.1959871,1.0170021,0.78104925,1.1936649,0.95957917,1.0461808,1.1264184,1.2207652,1.1599009,1.2276896,0.64754856,0.0,0.8529123,0.66266656,1.2262602,1.0379782,0.83239394,1.1237684,1.0089905,1.2939279,1.1673946,0.582176,0.95802885,0.9727761,0.96884435,1.162222,0.9476624,1.2832816,1.2593883,1.0618949,0.8122789,0.948262,1.130533,0.65464014,1.1240647,0.60527,1.0590466,0.7939733,0.5978594,1.0646126,1.1901828,1.1986744,0.95699704,1.2302852,0.61356586,0.9462147,1.0047967,0.9723355,1.0349694,1.188976,1.2259284,1.0709203,1.2773619,0.9893137,1.254791,1.1165842,1.1523908,0.9946111,0.6768441,1.0927842,1.0926001,0.93105274,1.1837317,0.99313927,1.0682716,0.86750245,1.0048174,1.150704,1.1189353,0.94051164,1.1840285,1.0367092,0.64963233,0.9534385,1.2514478,0.9772397,1.2750127,1.3099728,1.0109929
milk,0.8747307,1.3131442,1.2994907,0.9667604,0.87839603,1.1361392,1.121474,1.0117099,0.8183859,0.84278023,0.9310893,0.78871906,1.3830477,0.91530675,0.75912833,0.9998057,0.7976387,1.1393133,0.71724904,0.9506423,0.93020135,0.62167567,1.1188215,0.9829069,0.5190908,1.1184365,1.0824437,1.1066499,1.3404344,1.0029776,0.83362377,1.0421723,1.2513015,0.7747812,1.1537592,0.9861881,0.89893943,1.1068261,1.0394405,0.8247373,0.79755235,1.3197362,0.66555744,0.7847433,1.1838161,0.6519451,0.87592095,0.9885134,0.93071187,0.9593316,0.8705437,1.1357303,1.24685,1.1116077,1.3537536,1.01339,1.325375,1.271539,0.9955394,1.2466371,1.231769,1.114557,0.7100831,1.36675,1.1806145,0.8868243,0.9686533,0.94659525,1.0264454,0.961447,1.1908587,0.9847209,0.86518955,0.99287236,0.8760192,1.0262346,1.1726934,0.7464074,1.1482843,1.1298479,0.91684973,0.8529123,0.0,0.85424066,0.9039652,1.2279441,1.0117137,1.3522878,0.9498867,1.2710158,1.3827968,1.195035,0.78442043,0.9737269,0.961146,1.0633351,0.7785518,1.3494456,1.3418121,0.97714454,1.1512779,1.0464585,1.020606,0.891543,1.0781028,0.8770062,1.0296973,1.186909,0.9367891,0.61828685,1.1053548,1.3979311,0.7060952,1.1560574,0.8927234,0.95792186,1.1121632,0.9090774,0.92178696,1.0821487,1.1904088,0.93530715,1.1609472,0.81004685,1.4052714,1.0464915,1.2288597,1.0093415,0.7476634,1.2259992,0.95488006,1.1116185,0.85075194,0.95859706,0.8222357,0.7209887,0.9912557,1.3950764,1.1932399,0.94659895,0.9933949,0.9639369,0.75599277,0.8464541,0.8714132,0.9052973,0.99474126,1.3863446,0.88545465
mitten,0.8453679,1.2166889,1.3537617,0.72817564,0.5760987,1.1369952,1.2600309,0.9076367,1.1123549,0.9491052,0.7117021,0.8476965,1.445178,0.8990902,0.57381856,0.83000845,0.7024164,1.2581773,0.8894217,1.4209653,1.2853594,0.7986095,1.026417,1.1217202,1.0558448,1.3356421,1.4163243,1.145468,1.2358354,0.80767214,0.93698907,0.87376624,1.4703716,0.9073903,1.2444168,1.2896305,0.8163463,1.051939,1.2670648,0.77305806,0.9725119,1.5000224,0.79010385,1.288135,1.2309991,0.7503762,0.7696636,0.60374695,1.0259702,1.032528,0.67589617,0.9455931,1.1719571,0.9054768,1.3068938,0.81287503,0.9925871,1.0311378,1.1940067,0.9927927,1.4755238,0.9296303,0.7697876,1.3911417,0.5280874,0.99275005,1.0017163,0.81960773,1.1153706,0.52955157,1.0414331,1.0921977,0.86020195,0.7964252,1.2969356,0.7853582,1.2456833,0.96226907,1.5308149,1.4114778,0.657735,0.66266656,0.85424066,0.0,0.9037916,0.8478147,0.9128077,1.3976164,1.0577055,1.1594219,1.3646712,1.2113851,0.90734094,0.7637373,0.5619287,0.8526164,0.85610163,1.4839008,1.4163874,0.9584346,1.151023,0.6985949,1.2463058,0.9784156,1.3857985,1.1415806,1.1154,0.93927747,0.93469477,0.61206627,1.3178475,1.3391246,0.90561974,1.1109793,0.78995734,1.1051351,1.0685493,0.7583083,0.62191045,0.83210313,1.3942206,1.0525723,1.4217062,0.9472751,1.0695581,1.0696211,1.4699086,0.35024768,0.93130666,1.4070573,1.0766369,1.2217023,0.7787541,0.77242184,0.8371483,0.76357746,1.2452719,1.169743,0.93879974,0.90783966,1.1471142,0.8550772,0.8615748,1.009119,0.8947433,0.93834853,1.2697344,1.355051,1.008271
motorcycle,0.8339968,1.2169385,1.3299718,1.0604073,0.7959174,1.1688306,1.2493172,1.1226355,1.0102782,0.9793501,0.8076442,0.7266721,1.2014086,0.73930967,0.84453654,0.9535997,0.7762141,1.0164077,0.92847633,1.1858723,1.2946078,0.8370521,1.3343768,0.9010341,0.9837603,1.2511259,1.0652094,0.89955556,1.3034564,0.8401321,0.58324647,1.2100348,1.2116386,0.6768696,0.82784045,1.0679431,0.92508197,1.1286063,1.1981406,0.56642807,1.1622003,1.2742579,0.6781327,1.1907585,1.0505505,0.99236536,0.86386883,0.8138784,0.91414785,0.9548104,0.9673457,1.1667999,1.3445578,0.7985991,1.2667389,0.9125941,1.2931517,1.1594565,1.0673381,1.1076204,1.2910645,0.9680461,0.9352612,1.2474439,0.93991965,0.86637247,1.1969752,0.8780301,1.2217838,1.072782,1.0536168,1.0056568,0.95201963,0.8570414,1.1810106,0.7619795,1.1625087,0.7393693,1.264543,1.2118886,1.0350955,1.2262602,0.9039652,0.9037916,0.0,1.1094248,1.083982,1.3632197,1.1380019,1.1535709,1.3076189,1.2997967,0.7768123,0.95253265,0.87175524,0.67061037,0.9794647,1.300149,1.2639089,0.9111668,1.1742845,0.87570214,1.0593573,1.0853715,1.1180923,1.2203494,0.9949107,1.2338985,1.1001633,0.58454174,0.94616807,1.2360052,0.7849629,0.8625749,1.0199789,1.1478882,1.0152085,0.7655489,0.8519094,0.75967526,1.0619787,0.95082295,1.1011102,1.0045531,1.1424994,1.0121655,1.2835617,0.9111067,1.113466,1.1548498,0.84363985,1.2465508,0.1617893,0.70124173,0.94556004,0.8704237,1.172698,1.3152285,1.2135979,1.0648191,1.024778,0.8961584,1.0463991,0.92937934,0.5312625,0.8242507,0.72859824,1.2228782,0.9719412
mouth,1.2288948,0.5972521,1.0213543,0.85836005,0.8622031,1.2108753,1.1059633,1.0593588,1.1985252,1.0167779,1.0090412,1.1346297,0.91618645,1.0123699,0.88282573,1.0829661,1.0742173,1.1000093,1.216053,1.3232219,1.2563732,1.2563477,0.85307163,1.0252588,1.2956548,1.2628163,1.2261605,1.1440301,0.670313,0.9262783,1.113208,1.069321,1.1910032,1.0417018,1.1108916,1.3385649,0.82839406,1.0005579,1.1880782,1.042622,1.0621306,1.0658655,1.1751035,1.3230584,1.1077205,1.0909798,1.0972999,1.0371637,1.0935471,1.1048263,0.8922819,0.45823848,0.98929346,0.7583852,0.7228691,0.67398787,0.42796814,0.7995996,1.3587676,0.63235706,1.2053623,1.2217852,0.85550666,0.74838907,0.6448013,1.0643327,0.987714,0.68995774,1.0887868,0.52221704,0.6641961,1.2017505,1.0983047,0.80737305,1.3165205,0.80283064,1.1393291,1.0921485,1.2788663,1.108145,0.8416867,1.0379782,1.2279441,0.8478147,1.1094248,0.0,0.8694772,0.8984512,1.1418746,0.5424288,0.74269533,1.095774,1.0771744,0.9064439,0.70968306,0.7496993,1.0630617,1.0608683,0.9738165,1.1819181,0.9897101,0.73402554,1.3033798,1.0850171,1.2880495,1.2479513,1.2651151,0.90536743,1.1813798,1.1572913,1.2684306,0.74419564,1.1222717,1.0893216,0.9574162,1.0255345,1.2668244,0.8070921,0.9459063,0.6587119,1.1602142,1.1652993,1.1028566,1.1243305,0.7236695,1.052057,1.1371598,0.8208613,1.0765487,1.1031373,0.9581601,1.0829108,1.1411643,0.85923976,1.0816855,1.133498,1.2030175,0.47002023,0.4308815,0.9503829,1.1790724,1.3357326,1.1996512,1.1117346,1.1040701,1.0200988,1.31445,0.81738865,1.0162507
muffin,1.0438094,0.9261048,1.0694464,1.0045607,1.0798022,0.9388988,1.0509398,0.83056086,0.984784,1.0645615,1.0895267,1.1283379,1.1632619,1.0647709,0.94427526,0.9361008,1.0170568,1.2036595,1.1315907,1.2319956,1.180456,1.1519793,0.3594088,1.092576,1.1603813,1.1157607,1.2006452,1.2149065,0.85918415,0.92047894,1.0614104,0.797391,1.1107423,1.0911092,1.1464771,1.1107208,1.0760595,0.81296355,0.9167881,1.0596024,0.78127235,1.2136439,1.096841,1.1768131,1.0685697,1.0664642,0.89363164,0.84005994,0.9636985,1.0420678,0.73944163,0.8188099,0.8970499,1.0558919,0.9099592,1.0528382,0.9026005,0.7461721,1.085787,0.90427953,1.0384231,0.9009787,0.94708806,1.0544116,0.89002013,1.0658054,0.93859303,0.96622837,0.84600425,0.8556098,1.0363911,1.090615,1.1521531,1.0398434,1.1302959,1.1451026,1.1883583,0.9323913,1.1828246,1.0495393,0.38029885,0.83239394,1.0117137,0.9128077,1.083982,0.8694772,0.0,1.0816312,0.96801335,0.92380863,0.97126675,1.0099101,1.0392474,0.7876034,0.95902675,1.0286812,1.0803595,1.2129431,1.1827029,0.9884402,0.899179,0.94660884,1.1096494,0.7282763,1.1098769,0.775672,1.043723,0.7768057,1.005435,0.9520757,1.1188785,0.9630651,1.0373055,0.7934848,0.67974675,0.9254742,1.2846824,1.1127934,0.9839498,0.8853591,1.1057038,1.0389876,1.1433643,1.1330628,0.9921349,1.2032802,1.2336042,1.0375779,0.915895,1.0899863,1.0102425,1.0820134,1.028449,1.0949726,1.1059469,1.102846,1.0890036,0.9233528,0.88849753,1.2114235,1.0844669,1.1602566,0.91770184,1.087932,1.0078429,1.0748829,1.1696767,1.1359481,0.9852941
nail,1.4761734,0.5514705,0.20243955,1.1744835,1.4318234,0.54424053,0.52942693,1.0121639,1.1022637,1.3687725,1.1837691,1.386413,0.3401782,1.4027877,1.4460557,1.252814,1.4531244,0.8082911,1.3086864,0.3855896,0.56001437,1.433048,0.7906007,1.0372791,1.0993651,0.6863062,0.5538371,0.7704356,0.4517901,1.2767493,1.3943665,1.0408292,0.4348685,1.4594064,0.89276826,0.9286281,1.3900485,0.9282443,0.7621025,1.4334636,1.0023142,0.20642006,1.5557197,0.6262134,0.79049796,1.3626729,1.303606,1.1611388,1.2018754,1.2847353,1.1986684,0.80815506,0.4348728,1.1469404,0.47361255,1.130496,0.571315,0.8380201,0.89756596,0.751929,0.57793623,1.08088,1.4204137,0.36140925,0.95591813,1.1919771,0.6527257,1.2220819,0.9462766,1.2062455,0.75116444,1.0680418,1.2748127,1.2288157,0.6379217,1.2925515,0.8697704,1.3976647,0.45394844,0.47099936,1.3273324,1.1237684,1.3522878,1.3976164,1.3632197,0.8984512,1.0816312,0.0,0.91754085,0.70017135,0.25076878,0.48854184,1.462554,1.2376252,1.374323,1.2925916,1.3602586,0.33541155,0.48172933,1.0987581,0.75961995,1.1208268,0.7984253,1.1463567,0.80132806,1.0399096,1.018348,0.73355603,1.0447725,1.554749,0.7235744,0.3083483,1.4914596,0.9425319,1.2620786,0.8979164,0.8492274,1.3772223,1.2231028,1.2176403,0.59126145,1.1745114,0.73672295,1.233351,0.3316918,1.0944084,0.34453058,1.1662312,1.1693369,0.57772887,1.2190557,0.6095693,1.4284197,1.380764,1.2508743,1.4727422,0.6676532,0.2932703,0.6648198,1.1795158,0.8741996,0.94667625,1.3689203,1.2173067,1.286844,1.2573786,1.006761,0.26031435,1.2601504
napkin,0.98927486,0.88152355,0.9935038,1.1563013,1.3031213,0.93931764,0.76052576,0.7952554,0.7835566,1.1260499,1.2494969,1.162624,0.74282813,1.0583758,1.064769,1.109398,0.980835,0.841612,1.115304,0.722389,0.8513332,1.2097481,0.7895105,0.90564424,0.7133215,0.8149988,0.6468005,0.8517916,0.883767,1.1792943,0.8249948,0.88530594,0.95620453,1.167678,0.6074498,0.77371895,1.2014748,1.0108384,0.5800694,1.1273266,0.9132762,0.73103905,1.1509886,0.6495816,0.8918566,1.1795648,1.1608657,0.97152364,1.0454291,0.95669746,0.978902,0.8279908,0.94754106,1.270882,1.0009136,1.4224828,0.99207443,0.7848517,0.9191241,0.87433493,0.67949563,1.0545249,1.2289988,0.84038734,0.8174678,1.2287889,0.93049926,1.3333626,0.9950578,1.1592345,0.9289046,1.018283,1.2372773,1.1274375,0.88422036,1.2448603,0.80351233,1.06844,0.658967,0.61990494,1.0010426,1.0089905,0.9498867,1.0577055,1.1380019,1.1418746,0.96801335,0.91754085,0.0,0.9185512,0.8891078,0.9994188,1.1320429,1.2016592,1.0858111,1.091044,1.1695223,0.7474179,0.7329296,0.9506521,0.93973815,1.2600312,0.37784863,1.0574886,0.87053007,0.84277284,0.95985365,0.83879423,1.0423286,1.0082356,0.882102,1.097544,1.1190612,1.0367482,1.0540133,0.9049884,1.0002089,1.2089276,0.96408784,0.95713747,0.65306866,1.1680924,0.7483567,0.88007104,0.8722189,0.9745128,0.8299856,0.8561926,1.1626627,0.63347816,1.1876005,1.0245625,1.127856,1.3344505,1.0340936,1.3690834,0.85128325,0.94748443,0.9606689,0.974022,0.09132743,1.1198323,1.1352339,1.2690549,1.0675224,1.1959211,0.7589992,0.8642914,1.0167336
necklace,1.3254771,0.43828386,0.88690233,0.9381684,1.1247938,1.0500926,0.9140191,1.1010545,1.0513226,1.2466613,1.2003912,1.2910492,0.5771387,1.1483194,1.054261,1.2003927,1.2915559,0.87517023,1.2264702,1.0034955,1.1547899,1.3444227,0.8801455,0.9641566,1.1173012,1.0229102,0.86836874,1.1131068,0.626407,1.2326093,1.1268643,1.0468556,0.9055308,1.2428489,0.7888924,1.1016092,1.0437533,1.0660534,0.9283987,1.2850845,1.0445504,0.73293555,1.3718368,0.99963194,0.8857789,1.3345072,1.31223,1.0762662,1.1643351,0.98973584,0.9231709,0.4625677,0.88041836,1.0101304,0.62585425,1.0385157,0.402609,0.864787,1.1247246,0.53174627,0.8343202,1.1568135,1.1899638,0.52290606,0.73318183,1.1480203,0.92303294,1.0370345,1.070993,0.7689967,0.6036582,1.0320171,1.2267617,0.92413694,1.0715476,0.95527494,0.8771149,1.1320393,0.9280671,0.8045531,1.0993843,1.2939279,1.2710158,1.1594219,1.1535709,0.5424288,0.92380863,0.70017135,0.9185512,0.0,0.5453495,0.99917865,1.2750587,1.1721172,0.9344493,0.8588473,1.2028364,0.7024839,0.6116325,1.0844525,0.99520564,1.0354365,1.0162983,1.2107311,0.9160621,1.2149009,1.0979824,0.7365927,1.1227058,1.1913497,0.9948979,0.62548363,1.3086901,1.0209688,1.1608628,0.9833326,1.1240537,0.959276,0.9428856,0.76358366,0.76821494,1.227006,0.96584725,1.0781744,0.55384666,1.2162545,0.9441695,0.991637,1.1710052,0.72264147,0.9490686,0.9325428,1.18673,1.0390168,1.0436249,1.3520093,1.0269029,0.38404417,0.5535649,1.0284843,0.86365503,1.2062404,1.3145775,1.1821802,1.0852872,1.1388677,1.0238177,0.48090935,1.1394746
