,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
door,0.90273696,1.1835914,1.2486635,1.1823603,0.95340216,1.2123183,1.2055441,1.2801268,0.98093516,0.49027228,1.0873667,0.7132299,1.1791122,0.6630144,0.97629833,0.98338175,0.8298025,1.1130931,1.0785851,1.1230875,1.1696408,0.88694763,1.1925077,0.6923071,0.94474745,1.159415,0.97332466,1.0769949,1.3044941,0.7833427,0.5923393,1.1770151,1.0210487,0.4778381,0.8796917,0.8357744,0.9525899,1.2436769,0.9259767,0.7039397,1.1047165,1.1942214,0.61481154,1.0546933,1.23993,0.90737677,0.86994034,0.9788261,0.0,0.72607267,0.8363511,1.0168175,1.3194332,0.87606275,1.0690165,0.9259951,1.1848118,1.2681472,1.0764632,1.1274426,1.2274021,1.1698447,0.90092707,1.1831596,1.2869818,0.8357549,1.2820187,0.87945646,1.0847043,1.007389,1.156092,1.1376528,0.94791645,0.94571453,1.0692959,0.9323393,1.0789585,0.7478937,0.94273305,0.9894417,1.0544809,1.0872008,0.93071187,1.0259702,0.91414785,1.0935471,0.9636985,1.2018754,1.0454291,1.1643351,1.1648997,1.2417723,0.6082058,0.8749457,0.8854828,0.847216,1.000221,1.2174497,1.2217011,1.084862,1.30208,0.9557511,1.0628142,1.0760179,0.93565196,1.1263237,1.1342905,1.2559603,1.0587829,0.8713613,1.0710585,1.1674864,0.3906539,1.0385256,1.0691649,1.1056857,1.1469245,0.846066,1.104379,0.837722,1.0759844,0.31747502,1.0186566,1.0089892,1.3007867,0.92694455,1.1145265,1.0713102,1.0861794,1.2169087,0.88154304,1.2107303,0.79039574,0.8645414,1.0301924,0.9323043,1.2294707,1.2122111,1.2381246,1.0801748,0.9850051,1.1552287,1.0271964,0.91584224,0.96215004,0.9609678,0.6218569,1.2682946,0.49396878
drawer,0.89231604,1.0123452,1.3317862,0.97518754,1.0500593,1.219899,1.0850228,1.1405611,0.72056746,0.6930905,1.118685,0.8709832,0.9836428,0.6482545,1.070676,1.1120151,0.9520616,0.83358043,0.81637836,1.1604735,0.9721409,0.64909744,1.1766672,0.93527156,0.8294801,1.0568342,0.91891795,0.97631866,1.1635075,1.1699216,0.7582221,1.0091738,1.0194467,0.6864944,1.0498806,0.66357464,0.7288935,1.0365473,1.1151491,0.93125814,0.9491233,1.111526,0.7141921,1.0181391,1.1151305,0.9066998,1.1243863,1.1013587,0.72607267,0.0,1.1279662,1.0350535,1.2005199,1.1577377,1.0565656,1.1510851,1.0614685,1.0974276,1.0282606,1.0507374,0.97204167,0.99620366,1.0364609,1.0336336,1.1657449,1.0548508,1.0342062,1.1864151,0.9915843,0.9923783,1.1788327,0.99693596,0.90660924,1.0202336,1.08186,1.0504147,0.5542854,0.78117526,0.99482685,1.0827239,1.0008885,1.1685004,0.9593316,1.032528,0.9548104,1.1048263,1.0420678,1.2847353,0.95669746,0.98973584,1.2390772,1.2562526,0.64025176,1.1896274,1.0908376,1.0703119,0.93779457,0.9191956,0.8689259,0.97434,1.0874424,1.0923975,0.9524896,1.0867046,0.9615627,1.0332623,1.0775858,1.0427182,1.0262437,0.7356981,0.9284693,1.1594315,0.7163331,1.1494863,1.0036644,0.979227,0.90562147,1.1011614,0.985386,1.0244693,1.0469822,0.8692619,0.7540318,0.9062062,1.1924975,1.0322016,1.1206495,0.9911055,1.0162835,1.0021886,0.7992492,1.1602575,0.92432433,1.1208426,0.87594444,0.9534104,0.96372676,1.221925,1.0705944,0.74121076,0.9356995,0.9375119,0.77434254,1.0783161,0.8754531,0.9670377,0.7859036,1.127816,0.91857505
dress,0.93776053,1.0851551,1.2112908,0.99295694,0.7890504,1.1391441,1.1652279,1.1362388,1.0533056,0.9439624,1.0199177,0.82411337,1.2740324,0.8499719,0.66745573,0.85652786,0.7813657,1.214946,1.0333898,1.198689,1.2523614,1.0538017,0.9806831,0.94446546,1.095852,1.2659125,1.2511792,1.1345522,1.2441757,0.80641747,0.8426362,1.1415967,1.3089521,0.90146,1.073179,1.168628,0.8829483,1.2091424,1.0312641,0.7947843,1.0314363,1.314645,0.8292162,1.2013719,1.2941481,0.91186756,0.824539,0.6074864,0.8363511,1.1279662,0.0,0.8425182,1.2424539,0.79410756,1.1409776,0.8441839,0.9838726,1.0261798,1.1254375,0.9344722,1.2939295,1.2170024,0.8267015,1.1851765,0.8114069,0.88106155,1.0420716,0.6944419,1.0420684,0.67460144,0.90221673,1.1703463,1.0197934,0.776552,1.1298108,0.82186866,1.2424419,0.7909162,1.2615376,1.1179054,0.7185302,0.8500592,0.8705437,0.67589617,0.9673457,0.8922819,0.73944163,1.1986684,0.978902,0.9231709,1.1282985,1.2007464,0.8680146,0.6934689,0.5498086,0.7982737,0.95081776,1.3130208,1.2967173,1.1181138,1.2883903,0.82683146,1.0933346,0.9635901,1.1939306,1.1220084,1.1304706,1.0340828,1.0410193,0.7893882,1.2528974,1.2430655,0.79140675,0.9567216,0.962567,1.1323557,1.2519815,0.6827587,0.99309355,0.7704388,1.1998804,0.9234941,1.3143475,0.9948565,1.1744826,1.141778,1.2668941,0.8866407,1.0001649,1.2724466,1.0970302,1.2332869,0.72841674,0.78095573,1.0708477,0.9382955,1.3196988,1.024596,0.9892094,1.0770743,0.9358373,1.1536363,1.0388768,0.9698426,0.9033176,0.991408,1.0682857,1.1957233,0.7359537
ear,1.3193097,0.5852518,0.95172316,1.01119,1.1539536,0.9976282,0.78571296,1.0385886,1.102404,1.1238822,1.0970026,1.2183619,0.82675356,1.1280965,1.0216697,1.1596347,1.2092674,1.052864,1.2591008,1.095647,1.0722916,1.2633295,0.8561314,0.89376277,1.0106362,1.0577244,0.94861495,1.117764,0.6490636,1.145403,1.0347439,1.0535685,1.0191154,1.1313862,0.88041747,1.0952644,1.0699716,1.0547287,0.9351108,1.1846274,1.0479574,0.91001445,1.2261742,1.0171189,1.023231,1.126313,1.2164177,0.99602973,1.0168175,1.0350535,0.8425182,0.0,0.86610615,1.034412,0.70469475,1.0635047,0.47235537,0.85765064,1.1464182,0.6318303,1.0667744,1.214761,0.9924951,0.7587419,0.78110564,1.1249046,0.8998879,1.055591,1.1843824,0.677373,0.801379,1.116887,1.191808,0.9565125,1.1584378,0.99812454,1.0823674,1.0676877,0.99480355,0.8526973,0.90603685,1.0548327,1.1357303,0.9455931,1.1667999,0.45823848,0.8188099,0.80815506,0.8279908,0.4625677,0.6055823,1.0263215,1.1723213,1.0879978,0.90459347,0.93487567,1.1912766,0.9681633,0.87512237,1.0586134,1.0097455,0.97981054,1.059636,1.1636006,1.028495,1.1705168,1.164188,0.85000014,1.0916224,1.1497123,1.0494705,0.7004379,1.1346064,1.0434206,1.1220604,0.7563375,1.2334161,1.055343,0.94690335,0.80946946,0.87181413,1.1905822,1.0975765,1.080996,0.6757067,1.1872771,1.0860864,0.87027144,0.93857825,0.8254018,0.9647073,0.92314136,1.1664126,1.157353,1.0061214,1.3215137,1.0614092,0.4744414,0.5376047,1.0377333,0.82895094,1.2922058,1.2751923,1.2180208,1.079301,1.0966737,1.0517035,0.766307,0.97306764
egg,1.4376421,0.7338586,0.24949372,1.0065053,1.4656744,0.37958163,0.44424272,0.56745327,1.11239,1.4452926,1.1146678,1.4488224,0.75489944,1.5175142,1.4495317,1.1829817,1.4779742,0.96816146,1.2428006,0.6714008,0.67758125,1.3442907,0.53136206,1.2630423,1.0979174,0.7601385,0.82821614,0.8935238,0.25922048,1.40731,1.4830596,0.63778496,0.6321499,1.5364883,1.0646031,0.994978,1.4266546,0.5138543,0.8237568,1.4741967,0.8402341,0.5719327,1.5594714,0.7821909,0.6389772,1.2653584,1.291867,1.060846,1.3194332,1.2005199,1.2424539,0.86610615,0.0,1.2077338,0.71510416,1.1465874,0.6888169,0.8711235,0.8275499,1.0010041,0.6298733,0.8853766,1.3161602,0.69925636,0.8951781,1.2884442,0.5782597,1.324849,0.863785,1.1742798,0.9291438,0.8886461,1.2421643,1.2431374,0.68451715,1.3584888,0.90239275,1.3547764,0.70201045,0.7763816,1.1174445,0.7318649,1.24685,1.1719571,1.3445578,0.98929346,0.8970499,0.4348728,0.94754106,0.88041836,0.56674,0.1660142,1.4613707,1.300678,1.4345404,1.3797214,1.3028363,0.6922357,0.6993285,1.0557225,0.4023472,1.072949,0.88881385,0.922038,0.9216105,0.7827417,0.85380566,0.56337136,0.70623183,1.4690384,0.8428962,0.5078742,1.4761171,0.9870872,1.0894533,0.81917644,0.8716347,1.4442763,1.1702113,1.2853402,0.74490917,1.2854145,0.93454677,1.14356,0.55845517,1.1325169,0.7173261,1.0769916,0.99965566,0.6010281,1.1991631,0.50332433,1.4289079,1.4317814,1.2484185,1.3824909,0.47812915,0.5716317,0.74228907,1.1778717,1.0383011,0.840893,1.1398273,1.2761632,1.2719779,1.2253652,1.2321395,0.6356314,1.3610634
elephant,0.7988759,1.010071,1.1483262,0.9848362,0.572931,1.2585683,1.3136063,1.1993604,1.2743237,0.74264705,0.8637475,0.82387733,1.2175025,0.7297261,0.7371688,1.0456222,0.72397876,1.2730242,1.1086775,1.3304548,1.330759,1.1108252,1.1615772,1.019904,1.3318502,1.3938454,1.290571,1.254175,1.1206177,0.6482258,0.81762123,1.2589092,1.259091,0.7695961,0.97340983,1.2164068,0.9041306,1.1569695,1.2246412,0.6117003,1.119668,1.2860122,0.8631459,1.3938894,1.2503835,1.045847,0.8636231,0.887319,0.87606275,1.1577377,0.79410756,1.034412,1.2077338,0.0,1.0823424,0.6037262,0.93206847,1.1000254,1.3047109,0.9017768,1.383954,1.2497082,0.7682507,1.1794119,0.94766617,0.85508764,1.2956529,0.60535914,1.0703902,0.8114624,0.8867794,1.1765119,0.9599645,0.69533646,1.26732,0.46673083,1.3041624,0.91090834,1.2728438,1.2758865,0.9182199,0.9519514,1.1116077,0.9054768,0.7985991,0.7583852,1.0558919,1.1469404,1.270882,1.0101304,1.1396089,1.1496739,0.8138231,0.76021016,0.55967736,0.43431735,0.95272213,1.307821,1.2912531,1.1477319,1.191768,0.7246179,1.2579315,1.0531977,1.2257367,1.2626066,1.1844975,1.1009489,1.0788553,1.0096245,1.297397,1.0681549,0.7411163,0.9886512,0.9595556,1.2806153,1.31159,0.48108315,1.0075544,0.605229,1.3403912,0.8219732,1.1148815,1.0351661,1.0984759,0.9622362,1.1732495,0.90436256,1.0984963,1.3887308,0.9323096,1.2371973,0.7294525,0.48344606,1.0446503,0.82728803,1.3624277,0.9626813,0.99119395,1.1241604,1.2401607,1.3093048,1.0946784,0.91404915,0.9699683,0.8916099,1.1290032,1.1793637,0.86652577
eye,1.2598908,0.43092388,0.6617261,1.1169307,1.3115387,0.7249351,0.7287711,1.0609205,1.1085526,1.2087842,1.1593794,1.3041815,0.5332974,1.2532972,1.2869674,1.0964322,1.3354341,0.95643544,1.2549658,0.8454499,0.95821244,1.3587027,0.8253305,1.006558,1.1282994,0.8716653,0.7346139,0.97471106,0.5892043,1.1593927,1.2986163,1.0800337,0.5113739,1.306029,0.8077621,0.97982836,1.1495934,0.97448766,0.84268,1.3251636,1.0343126,0.6109725,1.4294026,0.8909846,0.91744596,1.3166516,1.215858,1.0980299,1.0690165,1.0565656,1.1409776,0.70469475,0.71510416,1.0823424,0.0,1.0740883,0.5284834,0.72515815,1.0395375,0.6619265,0.8220419,0.9434498,1.1771159,0.3554895,0.79833037,1.1756858,0.7663269,1.1218396,0.9870541,0.999399,0.7233978,1.0150206,1.2528775,1.1445395,0.9305858,1.2110724,0.9448397,1.2490604,0.64490294,0.7375387,1.1797976,1.2025374,1.3537536,1.3068938,1.2667389,0.7228691,0.9099592,0.47361255,1.0009136,0.62585425,0.2757014,0.8153066,1.3139778,1.1771604,1.2457398,1.1900886,1.23121,0.5749359,0.609666,0.9530387,0.90972304,1.0027639,0.9032499,1.1859256,0.8692455,1.1442496,0.9899704,0.72049624,1.0982621,1.3895807,0.73069453,0.2039659,1.3640311,0.947581,1.1360937,1.0206158,1.0778513,1.3251169,1.053309,1.1106491,0.7907892,1.1313109,0.84418786,1.279442,0.5005968,1.0832863,0.75668573,1.1201034,1.1626571,0.76954746,1.0136173,0.847795,1.3125784,1.3022631,1.2380778,1.3990645,0.73013884,0.38850123,0.58718187,1.2120334,0.95166814,1.0911525,1.4064448,1.2110654,1.2555113,1.2150444,0.96512794,0.4267488,1.150253
face,0.9708669,1.1340208,1.107012,0.99440557,0.6749084,1.1617835,1.2826207,1.1642065,1.2290652,0.8358085,0.75875145,0.8723119,1.2939914,0.9482549,0.7411658,0.8655869,0.86495125,1.2038436,0.97962946,1.2823476,1.2502532,0.9940326,1.1674262,1.1107556,1.2650182,1.2997378,1.3462286,1.1315193,1.1662114,0.7438457,1.0501614,1.099722,1.1750811,0.8518295,1.2543656,1.297408,0.8806784,1.0713631,1.2703916,0.7902312,1.1491839,1.311529,0.8894774,1.3454739,1.2196107,0.9010066,0.7871868,0.9433962,0.9259951,1.1510851,0.8441839,1.0635047,1.1465874,0.6037262,1.0740883,0.0,1.0049343,1.1210537,1.1901389,1.0738972,1.3490536,1.1268176,0.75515336,1.1005309,0.97761476,0.83546066,1.1695592,0.3645469,1.0466006,0.76682246,0.8213195,1.0882828,0.91758984,0.84912235,1.1902404,0.7206665,1.3014374,1.0193083,1.30699,1.2882199,0.9878341,0.9070066,1.01339,0.81287503,0.9125941,0.67398787,1.0528382,1.130496,1.4224828,1.0385157,1.1169331,1.0999396,0.9031332,0.70312357,0.70041686,0.7882621,0.84061337,1.3189211,1.3251787,1.1918048,1.126092,0.50565624,1.3762293,0.9687277,1.2247664,1.1464369,1.1224674,1.1738522,1.0723561,1.0221498,1.2590793,1.0790772,0.85358965,1.087431,0.93113303,1.1928554,1.1870884,0.54826874,0.940641,0.83156836,1.372947,0.9168993,1.2635056,1.0591638,1.1288695,0.93283534,1.1646357,1.0046182,0.9859765,1.380034,0.9755092,1.1519669,0.9089841,0.5447947,0.9926308,0.81307864,1.2389479,0.9940262,0.9460673,1.0727566,1.4122894,1.1207266,1.0080421,0.85195285,0.99880415,0.8681773,1.2645471,1.2103871,0.8550896
finger,1.3972671,0.36660743,0.73485726,0.78865755,1.0324126,0.99331605,0.8804698,1.0119202,1.2011768,1.221799,1.134963,1.3198894,0.6367898,1.2057934,1.1958405,1.3233336,1.3600029,1.0554296,1.2604102,1.054673,1.1051135,1.3459171,0.7554426,0.9895157,1.2124826,1.0829152,0.95230114,1.1391448,0.4778328,1.2334095,1.2533855,1.0364459,0.98887354,1.3430823,0.9520313,1.2111267,1.0791153,0.99881756,1.0211818,1.3197831,0.94765395,0.70061404,1.4116552,1.0732304,0.94224364,1.2616287,1.3059089,0.9764058,1.1848118,1.0614685,0.9838726,0.47235537,0.6888169,0.93206847,0.5284834,1.0049343,0.0,0.816829,1.186179,0.3887607,0.92950034,1.1965092,1.1795845,0.58152306,0.54121846,1.2259219,0.7714741,1.0080155,1.0133967,0.44179964,0.6808707,1.1595693,1.2632022,0.9010604,1.1019711,0.9604327,0.9445517,1.1475189,0.99453866,0.8738009,0.97353524,1.0817509,1.325375,0.9925871,1.2931517,0.42796814,0.9026005,0.571315,0.99207443,0.402609,0.49989277,0.8617874,1.3303831,1.1767704,0.9034856,0.95711756,1.2145296,0.6633024,0.5686113,0.9923888,0.9187404,0.97737336,1.1003993,1.2157965,1.0296341,1.2669826,1.2131859,0.4705106,1.0699017,1.3700211,1.122935,0.5087352,1.3496119,1.0491655,1.0797086,1.0352827,1.1796882,1.0928402,0.9654114,0.86407906,0.9094387,1.260893,0.9414326,1.1283617,0.4441719,1.2265221,0.90429217,0.83035606,1.1947663,0.8657144,1.1073055,0.87382823,1.2814817,1.1158904,1.2017485,1.3439777,0.982262,0.15904331,0.34602714,0.96451944,0.9986454,1.1706842,1.3785487,1.2558991,1.1634116,1.1318884,1.1590601,0.4718572,1.1619587
fish,0.7813349,0.8306603,0.9225391,1.0827096,1.2045722,0.8898287,0.79413855,0.84201896,1.1072766,1.1274171,1.1037289,1.3466973,0.7545921,1.1251627,1.1752394,0.5698232,1.1870714,0.9171986,1.2415034,0.99321663,1.0929596,1.4337158,0.68713325,1.0317804,1.2290274,0.7639818,1.0046537,0.88447016,0.7494912,0.8043294,1.2175074,0.8853775,0.8913341,1.2530091,0.924655,1.1008731,0.9616381,0.8948983,0.92918074,1.2163608,0.9492556,0.87048703,1.3944554,1.0685368,0.80039954,1.3188863,0.841277,1.0537975,1.2681472,1.0974276,1.0261798,0.85765064,0.8711235,1.1000254,0.72515815,1.1210537,0.816829,0.0,1.061333,0.71640986,0.89461243,0.53936356,1.0018024,0.76834244,0.6059634,1.1393423,0.78047204,1.0561607,1.0684317,1.0034381,0.9148186,0.90194255,1.2106466,1.0989447,1.0882602,1.1377997,0.9610977,1.1434491,0.88355565,0.8949122,0.72185993,1.045265,1.271539,1.0311378,1.1594565,0.7995996,0.7461721,0.8380201,0.7848517,0.864787,0.6965382,1.0101396,1.286158,0.7650185,1.0629889,1.0306642,1.2080433,0.7697474,0.8231014,0.78958654,0.867718,0.93397427,0.8327986,1.0947658,0.991576,1.1175522,0.75805867,0.8719768,1.1858826,1.209868,1.0488353,0.84138954,1.3476752,0.5919592,0.96704805,0.961933,0.9672751,1.1998818,0.98700535,0.9749009,0.92076886,1.286293,0.8181941,1.1049979,0.67178833,0.9630506,0.8229512,0.8764543,1.1769662,0.8480896,0.9455409,0.99248284,1.2173578,1.1772261,1.2355121,1.3897971,1.0119902,0.72884166,0.72815925,0.9986949,0.8614728,1.1881653,1.2981033,1.178919,1.1570415,1.1613464,1.1107001,0.84509265,1.1198912
flower,1.0201751,1.1760074,0.79691327,1.0731547,1.4076028,0.6629239,0.7135233,0.7949641,0.841494,1.239071,1.050228,1.104811,0.97229874,1.3095262,1.250228,0.92679584,1.1924665,0.86109734,0.85088384,0.6689422,0.805178,0.8338445,1.1144705,0.842689,0.8497709,0.45893836,0.8342461,0.77454686,1.0301919,1.2977363,1.1810948,0.81206906,0.83298504,1.2199806,0.99193174,0.91589046,1.2282262,0.93923825,0.79615796,1.2097228,1.0466105,0.7528149,1.0508476,0.7371911,0.6839713,0.8416306,1.0652283,0.7975625,1.0764632,1.0282606,1.1254375,1.1464182,0.8275499,1.3047109,1.0395375,1.1901389,1.186179,1.061333,0.0,1.2077745,0.7163641,0.6774369,1.2254717,0.94101286,1.1582651,1.0324972,0.75984406,1.2254926,1.0512407,1.2994711,1.0735656,0.7597314,1.0755429,1.2492685,0.74611163,1.411078,0.92522943,1.0486768,0.72964895,0.83192575,1.2842705,1.1187166,0.9955394,1.1940067,1.0673381,1.3587676,1.085787,0.89756596,0.9191241,1.1247246,0.9475425,0.8141507,1.2311898,1.1847998,1.3767545,1.4038309,0.99715614,0.816346,0.83625716,0.94815916,0.88282406,1.216553,0.7458664,1.0114329,0.51020825,0.8603554,0.714998,1.0642803,0.8076138,1.0207447,0.7205538,1.044036,1.1516869,0.6745441,1.2428284,0.8944493,0.60379744,1.3926301,1.0097319,1.3442442,0.70075077,1.0242331,1.0640107,1.0281084,1.0056734,1.0878952,0.8379237,1.2418163,1.0095521,0.74061394,1.0527625,0.6668673,1.0696764,1.3369048,0.9625073,1.0646038,0.799084,1.1310143,1.1950347,1.0182,0.9060872,0.52867967,1.0400511,0.9046353,1.0897541,1.093925,0.77021027,0.97773635,1.119219
foot,1.2212791,0.46157938,0.9714042,0.8744424,0.96703374,1.1984468,0.97986966,1.0885286,1.1440457,1.0936443,1.1844406,1.2450191,0.47118068,0.9748827,1.1156162,1.2107075,1.2078452,0.98453754,1.2500515,1.0734411,1.1097527,1.3165464,0.9097885,0.7943352,1.1734459,1.1335613,0.8281542,1.1530381,0.6979444,1.0730532,1.0154548,1.1375017,1.0278835,1.177932,0.7656294,0.9850399,1.0134321,1.0826734,1.065092,1.1704826,1.0018698,0.7105603,1.2932968,1.0806183,1.0143948,1.2795832,1.2318995,1.013671,1.1274426,1.0507374,0.9344722,0.6318303,1.0010041,0.9017768,0.6619265,1.0738972,0.3887607,0.71640986,1.2077745,0.0,0.9709521,1.1171424,1.1835247,0.69230884,0.6167768,1.166897,1.0007398,1.0104711,1.0930208,0.6920854,0.7199146,1.2060051,1.2841127,0.96220833,1.1502349,0.8734672,0.924482,0.9892352,0.9476228,0.7717208,0.9270512,1.2401233,1.2466371,0.9927927,1.1076204,0.63235706,0.90427953,0.751929,0.87433493,0.53174627,0.63793296,1.0944588,1.2482736,1.1271334,0.85117066,0.7628672,1.2029068,0.71158874,0.64968836,1.029526,1.0092928,1.0103201,1.024413,1.1935605,1.030834,1.241696,1.2554729,0.735839,1.196787,1.1745377,1.0814127,0.6675053,1.2972196,0.9584687,1.0989044,0.90198225,1.2501392,1.0321563,0.7574146,0.69864994,0.9197156,1.2243543,0.76932025,1.1020691,0.4172656,1.1360766,0.8575725,0.7310281,1.1613282,0.8914188,1.0773844,1.0565796,1.1152215,1.0809027,1.1670988,1.3238845,1.1557112,0.38501704,0.5520141,1.026538,0.8499848,1.2561088,1.3030206,1.1870278,1.0290922,1.0728861,0.9610549,0.540862,1.0680729
fork,1.1875111,0.8177722,0.5561165,1.1363113,1.43568,0.7644094,0.73838156,0.7579563,0.83915097,1.3631756,1.3586705,1.3835447,0.5463647,1.3798186,1.5005183,1.1176317,1.4978598,0.70400834,1.1770195,0.4798298,0.55590934,1.2884724,0.6982721,1.0126913,0.88817024,0.50846,0.60299194,0.745142,0.6617334,1.4631631,1.2826399,0.80517054,0.5521569,1.4372506,0.88696736,0.77971077,1.2322683,0.81270945,0.59078586,1.4975239,0.8878887,0.38365877,1.4641447,0.5652542,0.5737001,1.2616882,1.3591874,1.1763343,1.2274021,0.97204167,1.2939295,1.0667744,0.6298733,1.383954,0.8220419,1.3490536,0.92950034,0.89461243,0.7163641,0.9709521,0.0,0.94596046,1.3363601,0.48329258,1.0960071,1.3115528,0.8979149,1.3990104,0.7246114,1.3182051,0.9704068,0.9027062,1.0075134,1.4954515,0.60364604,1.4830325,0.39425445,1.2704585,0.46339554,0.5819902,1.191071,1.0052626,1.231769,1.4755238,1.2910645,1.2053623,1.0384231,0.57793623,0.67949563,0.8343202,0.7036029,0.6444211,1.238817,1.4299695,1.5585027,1.4724127,1.3079157,0.3018186,0.29354256,0.9811167,0.70344853,1.3156025,0.5885817,0.9174887,0.5611442,0.5446473,0.9028893,0.8238836,0.8678137,1.3258946,0.60813266,0.82172763,1.340796,0.9736088,1.0405834,0.836468,0.50467354,1.5163908,1.1503917,1.3642268,0.33616102,1.2427785,0.6648084,1.0676484,0.72069186,1.0713632,0.58460015,1.3443091,1.0177965,0.18439788,1.108662,0.6653029,1.3537102,1.5245705,1.129497,1.3829529,0.5928023,0.82735777,0.99740326,0.79456544,0.7121098,0.8907139,0.9492187,1.2392853,1.2551159,1.2493799,0.72920597,0.542243,1.263352
frog,0.70019567,1.0563892,1.0027801,0.98371214,1.2038431,0.744387,0.8637868,0.7223066,1.0087279,1.1557853,0.866094,1.1542804,1.0281036,1.2421738,1.113242,0.5695509,1.0600834,0.97322714,0.8807579,1.0311016,1.1422628,0.98245454,0.9663036,1.0920718,1.135193,0.6340511,1.0710864,0.9336153,1.0124915,0.95296973,1.257014,0.65763533,0.8045969,1.2048343,1.0586071,1.0174685,1.0441643,0.763636,0.9459885,1.1370268,1.0286531,0.99660623,1.1662077,1.0835156,0.61027837,1.0549668,0.80273414,0.859403,1.1698447,0.99620366,1.2170024,1.214761,0.8853766,1.2497082,0.9434498,1.1268176,1.1965092,0.53936356,0.6774369,1.1171424,0.94596046,0.0,1.1167036,0.99022716,0.8415665,1.1455917,0.76436937,1.1830488,1.0398026,1.2323608,1.0780568,0.6565999,1.0863591,1.1106837,1.0011613,1.2760252,0.9273404,1.1557572,0.9427134,1.1185138,1.0085347,1.0298299,1.114557,0.9296303,0.9680461,1.2217852,0.9009787,1.08088,1.0545249,1.1568135,0.9910409,0.93853146,1.2519529,0.8837654,1.2408084,1.2830788,0.9933562,0.93252,0.98514664,0.5977307,0.7566423,0.98486996,0.8915533,1.0857857,0.7737713,1.0150489,0.56131816,0.97481865,0.93890405,0.9568766,0.8347005,0.99715066,1.3115257,0.6081475,1.0433389,1.0683495,0.6411731,1.2899818,0.89280397,1.2939544,0.9743506,1.1107714,1.0465593,1.088056,0.9119214,0.994202,0.9540017,1.0074068,1.1455072,0.9372825,0.91720116,0.85454965,1.0710864,1.18284,1.1005653,1.0825188,0.77800524,1.1559708,1.0497411,0.99304485,1.1166368,0.5773641,1.0917194,1.0164121,1.1611515,1.0758971,1.0534613,1.0620387,1.2575899
glass,0.78811336,1.3063798,1.3955601,0.91690093,0.5627463,1.268342,1.224473,1.1750041,1.0802906,0.5990508,0.8419496,0.81453395,1.491681,0.75497186,0.6558776,0.7277769,0.73785955,1.2583288,0.9488918,1.2849281,1.1160445,0.87423146,1.1731335,1.03631,0.95119154,1.2371006,1.4143715,1.0985051,1.3040197,0.54980403,0.88203245,1.176161,1.2098379,0.6729502,1.2734423,1.196905,0.5330136,1.1943023,1.2535285,0.76742715,1.1066908,1.5334196,0.67848986,1.1300555,1.2791989,0.62130487,0.7652978,1.1182253,0.90092707,1.0364609,0.8267015,0.9924951,1.3161602,0.7682507,1.1771159,0.75515336,1.1795845,1.0018024,1.2254717,1.1835247,1.3363601,1.1167036,0.0,1.2635244,1.0545607,0.82408893,1.0695279,0.671116,1.1344119,0.67716885,1.2182901,1.1241907,0.74906504,0.85010296,1.1935732,0.78182113,1.290835,0.8389268,1.3076644,1.3142715,0.7868221,0.7859072,0.7100831,0.7697876,0.9352612,0.85550666,0.94708806,1.4204137,1.2289988,1.1899638,1.3436263,1.3339291,0.6751938,0.59758645,0.6183152,0.81077087,0.7881944,1.4482856,1.4374576,1.1036572,1.2748134,0.86367977,1.3355538,0.97186095,1.2370104,1.0442529,1.1314493,1.3049806,1.1221418,0.7346052,1.2382016,1.2910203,0.6469287,1.0568889,0.8203133,1.0692469,1.144288,0.686174,0.91949785,0.9232944,1.3588831,0.8627937,1.159482,0.9919344,1.4421265,0.71617824,1.3409343,0.9801047,0.8058703,1.3171487,0.66459495,1.3059912,0.94165325,0.6877442,0.8615285,0.6275962,1.2050688,1.3357233,1.0599202,0.8374847,1.2797817,1.2363024,0.7719257,0.79464865,0.98986286,0.99330735,1.1840777,1.429996,0.75785726
