,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
knife,0.72480774,0.8041985,0.6972426,1.3009919,0.8546165,0.8437311,0.6616435,0.7540583,1.1466466,1.1240431,1.4827707,0.5758784,1.3684485,1.382535,0.7574277,1.4885137,1.2448752,0.5478959,0.6675622,0.592187,0.96737856,0.606299,0.6486906,0.7968414,0.5566732,0.5722295,0.97920275,0.9080837,1.2048392,1.2421284,0.80834895,1.2926272,1.4051809,0.8858472,0.9986092,1.0899242,1.4948529,1.090247,0.2936076,1.347378,0.63219076,0.78486246,0.8285195,1.3643099,1.160031,1.1540085,0.6747337,1.3750548,1.0292673,0.862122,1.2342584,0.8317114,1.3911915,1.0595504,1.1642292,0.7638496,0.972546,1.1595148,0.34077024,0.630864,1.1691785,0.7789575,1.1578342,1.3205177,0.78172874,1.3614552,1.0756123,1.2876005,0.7560551,0.75445527,1.2466773,1.4530426,1.0398849,1.3695788,0.0,0.84265697,0.9501942,1.0418836,0.7887888,1.0492147,1.344518,1.0453457,1.0291963,1.3444383,0.74441373,0.65964925,0.76610875,0.89292485,0.7161819,0.95617616,1.0784236,1.4608021,1.3541412,1.2124269,0.15703976,0.27139318,0.91084445,1.2316983,1.0283173,1.1650459,1.1463838,0.5836942,1.2072282,0.66266817,0.8205441,0.98622566,0.64318746,0.6965398,1.2145336,1.1837637,1.1963894,1.3672924,0.452384,1.4615769,1.1524999,1.0647798,0.33028084,0.5592229,1.1570308,0.5139653,1.2392312,0.75798786,1.033134,0.16921735,0.80023015,0.73714966,1.1177536,1.4987053,1.1706511,1.4474723,0.6315249,0.88004255,0.9000405,1.0220253,0.7882879,0.82173145,0.7990359,1.2539096,1.159841,0.7081746,0.562171,1.2939847
ladder,0.93860173,1.0692211,1.0211897,1.2045617,1.1113499,1.0228064,1.1131663,0.54127216,0.7734839,1.096061,1.1202797,0.7488335,0.96928954,1.2516518,0.9655436,1.3000393,1.1645652,0.8016547,0.79072124,0.84231627,0.6356846,0.9977839,0.52986735,0.63736594,0.8871632,0.50460744,0.96840364,1.0208575,1.0105618,0.6694255,0.8605718,0.8794415,1.1501703,0.7875936,0.94576037,1.040892,1.0908289,0.9550582,0.81523865,0.75797415,0.7378594,1.0061932,0.8181162,1.2034363,1.1438048,0.4906801,0.520486,1.1913228,1.1506069,1.1223403,1.2504256,1.0070492,1.180661,1.1771235,0.8908918,1.1730567,0.86969346,1.0794746,0.72797304,0.970932,1.0992104,1.1065062,1.2748696,1.176471,0.9081616,1.1954353,1.1430327,1.3059902,1.1573954,0.9936148,1.1873221,1.2483889,0.975848,1.2241417,0.84265697,0.0,0.80920774,1.138086,1.0906687,0.66065013,1.3264846,1.1276947,1.1398555,1.2118688,0.9894594,0.95819575,0.8316827,1.036247,1.0223409,0.82491857,1.163609,1.2602105,1.0631397,0.98585755,0.7899254,0.7767588,0.80442715,1.2235371,0.83119255,1.0107188,0.89858705,0.86614966,1.1453086,0.90909386,1.1580974,1.0760666,0.6475098,0.87030804,0.73493385,1.0953829,1.1353395,1.1636862,0.9575333,1.250015,1.2671609,1.0642257,0.6966554,0.5397015,1.0200505,1.0392317,1.1628585,0.94472957,1.1568207,0.89680964,0.88769585,0.9873944,1.0485901,1.2531989,1.0903432,1.1498421,0.9303879,1.104678,0.8936095,1.1073059,0.9200688,1.163792,0.92255056,1.0839233,1.0477898,0.5590261,1.116044,0.74806017
lamp,1.0694289,1.0975589,1.0407726,1.2068682,0.9273591,0.879299,1.0470872,1.001438,0.6084621,0.9634902,1.0616105,0.9882194,1.0326004,1.1306658,1.05162,1.1219397,1.0582441,1.017575,0.929829,0.83609176,0.9995252,0.9674092,0.8797879,0.7655574,1.0170295,0.8292223,0.90711033,1.0438684,0.8280445,0.9851236,0.53136885,0.98624295,1.0696256,0.859737,0.96778226,0.85200566,1.1166989,1.0036478,1.0141686,1.0363508,0.8189688,0.99922395,1.0227168,1.122699,1.1563066,0.7601929,0.92987794,1.164479,1.0922916,0.8832788,1.1588675,0.9841989,1.135808,1.1221614,1.065094,1.0643091,0.81169236,1.1413158,0.7794355,1.0326632,0.8913348,1.0966649,1.2773525,1.0499417,0.95447826,1.1069919,1.0302767,1.2192667,1.1087693,0.8374394,1.1209844,1.1895568,0.962982,1.2700288,0.9501942,0.80920774,0.0,1.1142253,0.93406916,0.7208641,1.2410669,1.0249975,1.1325258,1.0200101,1.052834,0.8210553,0.7604167,1.0319726,1.0644536,0.8452742,1.0440573,1.2207994,1.2212772,1.0084383,0.91841495,0.93692017,0.8865825,1.1374589,0.96880156,1.0129029,0.89588517,0.77019167,1.050139,0.8342427,1.1031678,1.2032926,1.0254707,0.92512125,1.0455304,1.0292258,1.072116,1.0807085,1.0813969,1.2048883,1.2284243,1.1574503,0.8320713,0.7194016,0.97451496,1.0950845,1.0706228,0.8847632,1.1716781,0.7876679,0.7229918,1.0729907,1.1487383,1.2157412,1.0124599,1.023278,0.88487506,1.1734008,0.8298634,1.0500416,0.99300927,1.1554533,1.0425264,0.9806853,1.0621071,0.938408,1.0851443,0.6546332
meat,0.86624634,0.9680185,1.1674978,0.9836593,1.0076847,1.0501403,1.0358601,0.99537504,1.0524315,1.1765602,0.96156794,1.2303354,0.9620097,1.0102671,0.8526878,0.91124225,1.1059908,0.967655,1.1755973,1.0052985,0.9847894,0.8445367,1.1687939,1.0555391,0.9919684,1.1796297,1.0680099,1.0918672,1.1204257,1.0138046,0.95412266,1.1200194,1.0482938,1.1249461,1.0941396,0.71639127,0.99633396,0.8338531,1.1610456,0.9788786,1.1320957,0.835973,1.1339172,0.5833567,0.7898059,1.0849862,1.0339204,0.9845122,1.1139433,0.9349326,0.8856982,1.1457973,1.1056576,1.1498414,1.1029373,0.89399743,0.94267684,0.9259467,1.1474762,0.93749297,1.046417,1.1136873,0.81423956,1.0377667,1.1267087,1.0946481,0.74284726,1.0842625,1.1045511,0.92504644,0.77783686,1.0777074,0.8894304,1.0705705,1.0418836,1.138086,1.1142253,0.0,0.88318837,1.0417546,0.94879293,0.9978856,1.1472776,0.8032255,1.2111602,0.7156328,0.9665373,1.2569482,1.0251712,1.0081046,0.78855103,1.0370011,1.0866853,0.96831346,1.129906,1.0860789,1.1162947,0.75343204,1.0190938,0.9347596,0.93070686,0.91531354,0.71958995,0.9783161,0.9202491,0.881562,1.0107956,1.0818496,1.0208361,0.95651203,0.7447144,1.0742562,1.1502051,1.1155419,0.9041867,1.1930443,1.0059648,1.0354899,1.1154765,1.0510118,0.9876846,1.0580032,1.0282536,1.0140387,1.1824739,1.1026602,0.87439257,1.0861816,0.96371853,0.9667613,1.0026652,1.1197778,1.2156602,1.171004,0.71244955,0.9075118,0.64699376,1.0112932,0.9234286,1.1821048,1.2176005,1.1191496
melon,0.9753977,0.72981435,0.49529213,1.245187,0.47344863,0.5079421,0.66462934,0.96575695,1.3126743,1.151526,1.423826,0.8699386,1.3856586,1.1831744,0.90837675,1.3626375,1.1920185,1.0192596,0.8018646,0.7463589,1.1724789,0.37401837,1.0160401,0.90852964,0.81331944,0.83343256,1.1742375,0.88197875,1.2353414,1.3512115,0.8550185,1.2432065,1.3083031,0.9432469,1.2291856,0.9328195,1.3492415,0.9931708,0.69877076,1.4353048,0.711876,0.6599938,0.8895272,1.2864728,0.9748039,1.2560098,0.98276174,1.2418293,0.9259556,0.35116512,1.169767,0.80444634,1.1374038,0.93308437,1.3118968,0.8962053,0.9808599,0.90890056,0.8293515,0.84896517,1.2158202,0.80892503,1.009552,1.3638397,0.79595935,1.1659877,0.75502884,1.1457877,0.5640853,1.044594,1.1332171,1.3073299,0.89913905,1.2912843,0.7887888,1.0906687,0.93406916,0.88318837,0.0,1.0940977,1.1532631,1.155251,0.953441,0.9649244,0.6257634,0.64201456,0.97003156,0.80076194,0.39418352,1.2720823,0.9369592,1.2995996,1.1915963,1.3213024,0.72153366,0.71511745,1.0031028,0.98533857,1.0605472,1.178297,1.2046869,0.68292105,1.0922277,0.59556514,0.27459908,1.0939115,0.9293366,0.6328918,1.2945027,1.2374783,1.0468556,1.3319137,0.9290892,1.2839719,1.2168475,0.99711835,0.8500782,0.9330549,1.3526874,0.58110034,1.267355,0.62337613,0.85510147,0.6718495,0.9544284,0.6208973,1.3151516,1.3273605,1.1701965,1.3561444,0.6023003,0.60558224,1.0048877,1.3540001,0.89049685,0.7303322,0.9987075,1.2549641,1.1720939,1.1112944,0.6836191,1.3500997
milk,1.1681255,1.0320054,1.2318014,1.1628678,1.104723,1.0487363,1.1009154,0.8365185,0.771862,1.1283638,1.0494785,1.0937533,0.96608156,1.0725963,1.1413567,1.0101064,1.1439058,0.84756905,0.9454953,0.8704237,0.6737192,1.1024404,0.7238306,0.3882903,1.1531618,0.77059114,1.0669446,0.9823326,1.0809262,0.7828648,0.69715035,0.7921531,1.048805,0.9534312,1.1108711,0.803551,1.0511266,0.87530386,1.1555858,0.86887634,0.72212625,0.9131491,0.98024994,1.1020867,0.91988206,0.6817893,0.82398957,0.97323585,1.1221756,0.98607224,1.1119418,1.1347274,1.1632973,1.1641192,1.0175043,1.2809917,0.84869623,0.98534405,0.99259895,1.1065788,0.79648924,1.2794247,1.1203117,1.2123586,1.0471187,1.1337187,1.0430354,1.1625198,1.2056961,0.8382767,1.1299434,1.1151229,0.7370185,1.1347573,1.0492147,0.66065013,0.7208641,1.0417546,1.0940977,0.0,1.051457,0.990502,1.1986771,0.9905614,1.2130209,0.6494887,0.8175336,1.0714432,1.2267609,0.74620605,1.1638237,1.135408,1.0519882,0.7010281,1.0947183,1.0840584,1.0648255,1.1898463,0.77820516,0.902723,0.8638766,0.73147804,1.0502756,1.0872272,1.1735437,0.81181437,1.0346788,1.0171824,0.74327636,1.0511304,1.081039,1.0378811,1.0974734,1.1483879,1.0245061,1.078278,0.78803575,0.74700415,0.98784643,1.1838348,1.1841047,0.81764007,0.948303,0.9475729,0.9192003,1.1317184,1.0020368,1.1186243,1.1370599,0.97957355,0.9421322,1.0943025,1.1304824,0.9961929,0.6286637,1.0075128,0.8455224,1.069761,1.0182766,0.77127683,1.3119605,0.9008496
mitten,1.0392252,0.9113273,1.3586411,0.6010937,1.0738504,1.1870079,1.1284777,1.2798923,0.9939597,1.0420355,0.7303995,1.2761674,0.64941204,0.6220106,1.0383284,0.41804194,0.9144556,1.2424405,1.4907897,1.3790298,0.983628,1.4224231,1.2381002,1.2965791,1.2146341,1.3860496,1.2767649,0.859223,1.0237228,0.8126888,1.317182,0.94302344,0.7915968,1.302363,1.0504192,1.0061963,0.6635927,0.8898949,1.3933779,0.8540451,1.4763074,1.1780537,1.0887651,0.77105135,0.7141783,1.1105472,1.1297116,0.5291284,0.79562664,1.2080494,0.79508996,1.0907626,0.8083444,0.79034424,1.02586,1.0307549,1.3297242,0.72437286,1.5439297,1.0789402,0.91384226,1.0494027,0.15867323,1.0340164,1.3097632,0.83379704,0.966692,0.5271728,0.9674844,1.1045761,0.9042416,0.64964414,1.064923,0.42171395,1.344518,1.3264846,1.2410669,0.94879293,1.1532631,1.051457,0.0,0.9643968,0.92436045,0.79157627,1.2810733,1.0057993,1.2136952,1.092919,1.2976382,0.9962851,1.058276,0.46446848,0.5352658,0.8020417,1.448901,1.4072838,1.3759009,0.9025787,0.790921,1.0063621,1.1579142,1.2745458,0.98769456,1.4418852,1.1192286,0.727328,1.2610664,1.2028456,0.9480288,0.97879833,0.9687632,0.6650177,1.1168509,0.5916202,0.31673628,0.7804061,1.2809756,1.5033183,0.78985226,1.0457984,0.9979217,1.4160166,0.3885522,1.4115031,1.1665525,1.303344,0.7923641,0.6110435,0.97916365,0.74857485,1.3667934,0.75856936,1.3433801,0.6495908,0.8379933,0.7864197,1.0600301,0.9166701,1.0207472,1.1988037,1.2056665,1.081666
motorcycle,1.036906,1.1638618,1.1563058,1.0737168,0.9695719,0.95607966,1.052016,1.0538267,0.95026565,1.0846295,0.9601122,1.2124051,0.9411019,1.005863,0.98620427,1.0058146,0.91236025,0.88304687,0.9876685,1.0261219,0.95219195,1.1769724,1.0485853,0.8690463,1.0621885,1.0576408,0.5718417,1.2267841,1.068406,0.84662235,0.9207263,0.78629804,1.0619985,1.0700668,1.081857,1.0228297,0.9592314,1.164679,1.1883267,0.82903063,0.9765245,0.9563422,1.1140951,0.7963818,0.7047528,0.92574173,1.0967952,1.0460218,1.1574891,1.0812984,1.1180689,1.1778033,0.95366645,1.2029035,1.0020293,1.0391486,0.87496614,1.0115833,1.0850157,1.0243802,0.7598518,1.1648747,0.96837854,0.8369679,1.0616833,0.89964443,1.0333983,1.0876979,1.0517439,0.96992546,0.8718275,1.0221918,0.86660147,0.98602253,1.0453457,1.1276947,1.0249975,0.9978856,1.155251,0.990502,0.9643968,0.0,1.1929737,1.0062181,1.2646413,1.1867948,1.0337546,1.2038594,1.193552,0.89453864,1.0564008,1.056989,1.0599905,0.90394825,1.1574326,1.2349838,1.0240048,0.9053777,1.1814206,1.0448909,0.73952717,1.011027,0.84831494,1.2208223,1.1043804,0.8070097,1.0203924,1.169648,0.8258766,1.0564183,0.9052605,1.105603,0.95123404,1.041886,0.83912146,1.1261234,1.0323087,1.0281758,0.9263402,1.2030681,0.82598925,1.0261515,1.0697654,1.0660169,1.1033952,1.1794693,0.65277153,1.0054191,0.8528011,0.8586127,1.0566975,1.2535281,1.1343653,0.8687216,1.0878081,0.7574948,0.8789375,0.9347799,0.71441495,0.8543369,1.1745903,0.92130274
mouth,1.1212833,0.8384206,0.91253453,0.86628807,0.9187608,0.95723754,0.99337727,1.1668069,1.2053896,0.99621445,1.1426975,0.8893571,1.1432877,0.84975255,1.1640021,1.0374147,1.0335673,1.2118685,1.1668575,1.1439624,1.1672754,1.0105771,1.0498344,1.2598178,1.1274532,1.1721311,1.2706704,0.6986336,1.0955477,1.2174062,1.123342,1.1221924,0.9932224,1.0584762,0.8631873,1.0286283,1.0957202,0.9539069,0.93511885,1.2243328,1.1278713,1.2500145,1.022632,1.1203312,1.1418716,1.1622031,0.9952055,0.8704817,0.37907308,0.926026,1.0488764,0.45578754,0.7642938,0.37804753,1.0467124,1.0815593,1.149555,0.92788744,1.0502104,1.0885662,0.94857484,0.5337107,0.9853748,1.1204879,0.81777143,0.8083141,1.0888937,0.6243127,0.7907196,1.1762463,1.0008274,0.95474815,1.076563,0.96021545,1.0291963,1.1398555,1.1325258,1.1472776,0.953441,1.1986771,0.92436045,1.1929737,0.0,1.0172445,0.6183822,1.0849632,1.0910912,0.42268348,0.961018,1.2311416,1.1365288,0.8814739,0.9629139,1.0523201,1.0042797,0.99641424,1.0790128,0.8785403,0.9956148,1.142236,1.1582413,1.1282703,1.058977,1.1418384,0.8940555,1.1207927,1.1036725,1.0468943,1.2056143,1.0760335,0.9524923,0.8900634,0.98969257,0.82984626,0.91734725,0.70947737,1.1700464,1.2691636,1.1613762,0.8899253,1.1338509,1.188256,0.97463185,1.0624969,1.0545326,0.9229615,1.1269548,0.8472713,1.1044905,1.1579368,1.0931232,0.5620524,1.0288522,0.96639043,1.1423739,1.1024716,1.2180055,1.0412768,1.0421656,1.1610737,0.7743582,1.1411372
muffin,1.2428569,1.0416121,1.240925,0.69284344,1.1484195,1.1227964,1.1782204,1.1247525,0.84809256,0.97303027,0.7232686,1.3264464,0.7375892,0.8302359,1.2469838,0.6966367,0.9194054,1.141737,1.3349519,1.1410899,1.0965331,1.0701212,1.2894046,1.2258064,1.3676546,1.357587,1.1475741,0.9020864,1.0020247,0.87530756,1.0947092,0.9107872,0.84473646,1.1162703,0.93593466,0.6390768,0.7874322,0.7970995,1.3912355,0.93050444,1.3096797,1.1208749,1.1200105,0.86240846,0.9341948,1.0547901,1.1716149,0.78567827,0.92287153,1.0248158,0.8746392,1.1986854,0.843994,0.8375693,1.0838218,1.0429399,1.1261542,0.7341252,1.3811449,1.3171515,0.92682153,1.1768491,0.9119532,0.86888784,1.26402,0.7804181,0.7392169,0.65522826,1.2100525,1.0792142,1.0001242,0.8013734,0.89931685,0.8379404,1.3444383,1.2118688,1.0200101,0.8032255,0.9649244,0.9905614,0.79157627,1.0062181,1.0172445,0.0,1.2651856,1.0822784,1.1635069,1.0913527,1.1521996,0.9515959,0.8362422,0.8075728,0.8704262,0.7563931,1.3672609,1.3115685,1.1550218,0.926331,1.0172899,0.8689287,1.0181767,1.117051,1.0007885,1.2350988,0.96985507,1.0573654,1.3249973,1.2126026,0.9889462,0.8738241,0.98522514,0.7938343,1.3301139,0.7727139,0.87388325,0.9111729,1.2044213,1.237265,0.85399723,1.2919102,0.90768385,1.1841242,1.0219728,1.2389667,1.1622953,1.2600237,0.979343,0.7637392,0.94795644,0.6917856,1.2036866,1.0166132,1.1875687,0.8740911,1.1044772,1.192418,0.8722924,0.9181304,0.87998164,1.2496674,1.2774518,0.97497
nail,1.0070009,0.8082484,0.22282332,1.2274063,0.5136353,0.5217891,0.7714046,0.968577,1.4604148,1.0876042,1.4723032,0.5333589,1.501489,1.1954087,0.99201435,1.3846424,1.20947,1.0042259,0.47107697,0.7941279,1.285399,0.49694955,0.95829153,1.021499,0.766942,0.76939046,1.1663731,0.8046672,1.120501,1.4967463,0.97053516,1.2824361,1.2644684,0.8155935,0.9403197,1.1809895,1.3962514,1.1475145,0.33221698,1.5166246,0.63503087,0.8757347,0.9109498,1.3822858,1.2214051,1.2778091,1.0486045,1.3312497,0.8059253,0.5450654,1.2260216,0.57471454,1.0819861,0.7092093,1.1290014,0.8652726,0.87202257,1.1147634,0.5108056,0.8916057,1.1711422,0.6129967,1.1804893,1.2818854,0.38562298,1.1523798,1.0876658,1.0896835,0.5437958,1.2024329,1.1840739,1.3186498,1.1587167,1.3439853,0.74441373,0.9894594,1.052834,1.2111602,0.6257634,1.2130209,1.2810733,1.2646413,0.6183822,1.2651856,0.0,0.8650468,0.9370451,0.46379173,0.3700825,1.4310148,1.1189383,1.3114824,1.2666624,1.365622,0.44266522,0.46353698,0.7388235,1.0358795,1.0571287,1.1782334,1.2040112,0.9062389,1.164034,0.45161647,0.5814987,1.2125057,0.90597254,0.6852195,1.3940954,1.2756178,1.0701588,1.2640879,0.717414,1.2576005,1.2650282,0.9817523,0.91565007,0.92633986,1.3815967,0.43054682,1.3127972,0.59521407,0.9257703,0.74117315,0.81918335,0.28831434,1.3075383,1.3223194,1.244461,1.4785631,0.63679457,0.50821936,0.5364028,1.2636726,0.996289,0.903499,1.3005173,1.2637544,1.2213216,1.0281265,0.33166134,1.3338633
napkin,0.8137264,0.76912165,0.8718711,1.3043932,0.8691333,0.90706563,0.6250993,0.7662131,1.0574665,1.2981212,1.348682,0.7361878,1.2280372,1.2107362,0.7707668,1.0915873,1.3984234,0.7063224,0.89125097,0.60770255,0.7870259,0.5733971,0.8675302,0.6521825,0.74167055,0.7182114,1.1695244,0.96624124,1.2784741,1.0907528,0.8248344,1.1783696,1.3411272,0.98660153,1.1452785,0.78976166,1.3917931,0.8474679,0.72973967,1.2757771,0.7201774,0.7230661,0.8132873,1.2456561,0.9066939,1.1321684,0.7508804,1.1945708,1.0171146,0.66265625,1.2008165,1.0104666,1.3777411,1.0866117,1.2267199,0.7893275,0.9341643,1.1249974,0.75147223,0.6548921,1.1285785,0.97447795,0.84048545,1.4672284,0.8575888,1.4415498,0.8570589,1.2426047,0.7774736,0.83751756,1.1718621,1.4285803,0.8922802,1.3105927,0.65964925,0.95819575,0.8210553,0.7156328,0.64201456,0.6494887,1.0057993,1.1867948,1.0849632,1.0822784,0.8650468,0.0,0.7601918,0.98996854,0.8119964,1.0180207,1.026177,1.3600056,1.2454088,1.0051241,0.69620115,0.70603096,1.0149206,1.068487,0.6129994,1.004886,1.1276219,0.4197815,1.0842766,0.6931186,0.8010517,0.79285437,0.7583859,0.75221324,1.1287398,1.2576107,0.9998934,1.3032116,0.75987345,1.4367965,1.0340465,1.0420322,0.5556981,0.64071506,1.2911992,0.60382074,1.2602807,0.7302977,0.78149754,0.56729513,0.8461585,0.79668367,1.1253629,1.4559603,1.2311718,1.2782366,0.72394484,0.8368684,1.0982082,1.178046,0.20211875,0.72039795,0.6461559,1.3152897,1.2305434,1.0368215,0.9600817,1.3032588
necklace,0.8414324,0.9011104,0.9055501,1.3625395,0.7763034,0.73813605,0.8592837,0.77609885,1.0276469,0.96071243,1.2750671,0.84374034,1.3036199,1.2035285,0.7990658,1.2557721,1.2530415,0.84329295,0.8621259,0.75618136,0.9410366,0.83450496,0.7282868,0.68842006,0.7423929,0.78484917,0.92460936,1.0660892,1.0727276,1.1846144,0.6367054,1.225138,1.1770568,0.88437736,1.0033092,0.97229666,1.3653511,0.87440664,0.76437074,1.2386687,0.7028387,0.7329043,1.0125977,1.2143594,0.9948856,1.0290273,0.89892185,1.0706277,1.0310766,0.8451394,1.1660016,0.9835548,1.3493555,1.1158286,1.0549091,0.88331187,0.6538216,1.070744,0.68067396,0.7363771,0.99298173,1.118691,1.179179,1.2075409,0.8215906,1.3774233,1.0866075,1.2959459,1.0222535,0.8575535,1.1276021,1.3344942,0.8084153,1.3000858,0.76610875,0.8316827,0.7604167,0.9665373,0.97003156,0.8175336,1.2136952,1.0337546,1.0910912,1.1635069,0.9370451,0.7601918,0.0,1.0433753,0.97183794,1.1275786,0.8631904,1.212638,1.276638,1.227565,0.75040114,0.7699783,0.9425888,1.1425581,0.9802154,0.98091656,0.84968317,0.7017905,1.0273939,0.87407506,0.9178481,1.0286641,0.8452511,0.8291187,1.0470408,1.060083,0.999178,1.1177108,0.7624792,1.3811276,1.053283,1.0118101,0.6246472,0.7828439,1.2987227,0.8129513,1.0993729,0.8152925,0.9693256,0.643503,0.7018863,0.8097067,1.0865357,1.3479367,1.1257542,1.3222165,0.8448274,1.0247883,1.0909387,1.1382365,0.74026144,0.78630096,0.888885,1.1390486,1.1146188,0.82018745,1.0404766,1.1415399
nose,1.1953961,0.7417177,0.59607583,1.0828384,0.8846172,0.9308336,0.92527664,1.1491996,1.2771677,0.9575209,1.362897,0.7261267,1.343491,1.1026655,1.2040682,1.2789898,1.1530446,1.1867688,0.9205898,1.0817626,1.2850118,0.72100604,0.9043577,1.0955725,1.0602394,0.96818113,1.2209945,0.5013336,1.0070786,1.3197222,1.0547826,1.0936267,1.090429,0.8875852,0.8947803,1.137636,1.2826104,0.942204,0.7179177,1.3790662,0.9213375,1.0712297,0.98163915,1.3155509,1.1728204,1.09855,1.0038022,1.0964644,0.35308635,0.7427137,1.1925752,0.3057577,0.8365789,0.33337224,1.1384063,1.0836481,0.9662454,0.9561342,0.776316,1.1439599,1.0553687,0.42775148,1.0996213,1.2030121,0.5428459,0.79567826,1.1627874,0.7112329,0.59434533,1.2292116,1.1702951,1.1543237,1.146538,1.1222595,0.89292485,1.036247,1.0319726,1.2569482,0.80076194,1.0714432,1.092919,1.2038594,0.42268348,1.0913527,0.46379173,0.98996854,1.0433753,0.0,0.71806675,1.3357372,1.0996774,1.1283219,1.0793809,1.2566383,0.7684952,0.79763806,0.977431,1.0075336,0.9078636,1.1799794,1.134549,1.0929303,1.1801157,0.9194002,0.70855796,1.2759898,1.0436018,0.8825127,1.2586436,1.2085277,1.0218732,0.9759141,0.95523196,1.0215644,1.0916233,0.60969144,0.99239,1.1090802,1.2790146,0.6635544,1.2715404,0.9057605,0.96708,0.88932925,0.72785664,0.6616648,1.3535336,1.0817996,1.224703,1.3690863,0.98438,0.295488,0.8408848,1.0870441,1.1061579,1.1474122,1.3320488,1.1940476,1.1606479,0.99155295,0.53281826,1.146627
orange,0.92994714,0.8528192,0.18720281,1.3211741,0.54160756,0.5572255,0.58796805,0.85781085,1.4431663,1.1494585,1.516225,0.600078,1.4734399,1.269187,0.90646595,1.4896476,1.2342111,0.91510737,0.4301461,0.61480093,1.1657445,0.3044358,0.9798922,0.93591523,0.6919055,0.68992245,1.1131543,0.84273005,1.18732,1.4455547,0.94980085,1.2786565,1.3693466,0.83728975,1.1360537,1.1334517,1.4075857,1.1726868,0.36689287,1.4704038,0.53801113,0.7585367,0.86356145,1.394968,1.1422653,1.3010294,1.0317737,1.3871179,0.9667998,0.4479649,1.2197894,0.7967024,1.1771709,0.9651911,1.2406086,0.7998816,0.9172198,1.10784,0.55759716,0.8047658,1.2810646,0.67144847,1.1420866,1.2733048,0.49120903,1.2500677,0.8616651,1.2558088,0.5590668,1.1235354,1.2201084,1.3645697,0.9668793,1.3808873,0.7161819,1.0223409,1.0644536,1.0251712,0.39418352,1.2267609,1.2976382,1.193552,0.961018,1.1521996,0.3700825,0.8119964,0.97183794,0.71806675,0.0,1.3631656,1.0049248,1.4068816,1.2730191,1.4104757,0.46891505,0.4544034,0.69107956,1.0873159,1.0768297,1.190498,1.1632078,0.65304,1.2050648,0.3703221,0.22145247,1.1653918,0.839632,0.631736,1.3392663,1.2529523,1.1836956,1.3689818,0.7574619,1.3615863,1.310835,1.0628085,0.78861326,0.82638574,1.3905326,0.4063486,1.2894585,0.47415936,0.9817817,0.6091341,0.9477504,0.32065952,1.3366709,1.40991,1.1523569,1.4698265,0.47719103,0.6451031,0.6599642,1.3940586,1.020388,0.7539413,1.0460293,1.2432263,1.2106112,1.0629303,0.3952328,1.3761879
