,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
rock,1.0932703,1.2101867,1.2851422,0.8379849,1.1996169,1.1976008,1.2147086,1.0594522,0.7216125,0.81036496,0.54635537,1.1789039,0.81029755,0.87705,1.1663786,0.75599885,0.7386294,1.0788801,1.1750579,1.1475167,1.0940278,1.1851223,1.1530594,1.1938982,1.1790934,1.2805052,0.9929911,1.1138483,0.73352563,0.9601008,1.113265,0.9620261,0.85372484,1.1613247,0.7826961,0.8937652,0.82938015,0.8218617,1.26884,0.8190621,1.2554318,1.0962816,1.1023693,0.951822,1.1451969,0.99867654,1.1331724,0.8747751,1.093368,1.2267901,0.3275957,1.1527648,0.9183911,1.1153085,0.8276901,1.0586663,1.1462004,1.0801706,1.2038697,1.2013367,1.0240732,1.0897399,1.1162646,0.60399395,1.266747,0.95950353,0.8672254,0.9491703,1.2964497,0.9776573,0.9905332,0.76747566,1.0157347,0.8069259,1.1837637,1.0953829,1.0292258,0.95651203,1.2374783,1.0511304,0.97879833,1.0564183,1.0760335,0.8738241,1.2756178,1.2576107,1.060083,1.2085277,1.2529523,0.7945863,0.64080834,0.8129714,0.95930177,0.90418124,1.2368902,1.21665,1.0926552,1.1478665,1.156357,0.7037515,1.0526483,1.225184,1.0234219,1.1561263,1.2746525,1.1157898,1.2071401,1.2691143,0.9429874,0.0,1.1729934,0.82614815,1.1728424,0.8415399,0.9830433,1.1446282,1.2601199,1.0927792,0.6512119,1.3263195,0.42084575,1.1849095,1.1578386,1.1683631,1.2441212,1.272505,1.00467,0.81204987,0.99098504,0.7775438,1.1825243,1.289248,1.0319488,0.85550886,1.2098087,1.2560353,1.0212468,0.7851397,0.9700892,1.1549809,1.2465707,0.7964407
rooster,0.87280166,0.98008156,1.1830618,0.96861684,0.9568574,0.98844564,1.1169394,1.2397676,1.0499098,1.0808141,1.0254456,1.2009379,0.9574037,1.0209353,0.85094917,0.9654341,0.9732499,1.1886636,1.2727566,1.1347904,1.0611001,1.1296794,1.0381013,1.0711955,0.993804,1.155111,0.9277514,1.0765527,1.1435338,0.9225357,0.9908958,1.0338452,0.8902574,1.1379366,1.054639,0.9213672,0.94956213,1.0429863,1.2777908,0.99440366,1.1688225,0.9919096,1.151176,0.5058642,0.823687,0.94896495,1.0882378,0.95900303,0.9461397,0.95388466,1.0409441,1.0252208,1.0018258,0.89889324,1.0867438,0.9312023,0.8152026,0.8336209,1.2290926,0.9527821,0.8673872,1.1656455,0.8862965,1.0270883,1.1128494,0.92454374,1.1175238,0.906976,1.0781692,1.0380388,0.22185826,1.0196186,1.088754,1.0235809,1.1963894,1.1353395,1.072116,0.7447144,1.0468556,1.081039,0.9687632,0.9052605,0.9524923,0.98522514,1.0701588,0.9998934,0.999178,1.0218732,1.1836956,1.11271,1.0210612,0.99271643,0.9853688,1.0512909,1.2638576,1.2635033,1.210512,0.12515062,0.97357523,1.1312122,0.79217315,1.1420797,0.1734184,1.2026765,0.9443464,0.97841644,0.94396204,1.0761636,1.0348171,1.1729934,0.0,0.98067087,1.1202421,1.01223,0.9691714,0.88204503,1.1477294,1.1544052,1.1715935,1.1865097,1.1292809,1.1670064,1.0015613,1.1959263,0.94755936,1.0268203,0.8408048,0.97736,0.87819505,1.0106684,1.1625003,0.980667,1.2290013,1.0856229,0.9488973,0.9941911,1.0120492,1.0843138,0.8267164,0.98968095,1.177753,1.0728598
scarf,1.2698112,1.1047366,1.3588555,0.52090013,1.3595694,1.3540449,1.276735,1.2786427,0.89452046,0.9011749,0.6132926,1.3874396,0.6927576,0.59987265,1.2920488,0.5256483,0.783495,1.3298328,1.3940516,1.4705046,1.1731033,1.3609484,1.1724811,1.3535728,1.4041317,1.4611493,1.1964885,0.8824575,0.87792975,0.8983735,1.27437,0.66464853,0.25980806,1.2330782,0.8965337,0.94939077,0.62116545,0.7473924,1.4425967,0.7871039,1.464491,1.2459848,1.2127215,0.7973386,0.9873411,0.91026163,1.2700725,0.42099613,0.899379,1.2617903,0.73251104,1.0238194,0.5864979,0.8081902,0.94084716,1.2089276,1.2252642,0.92577046,1.4150774,1.4102451,0.95895576,1.1235484,0.8531509,0.7902502,1.3385675,0.53488344,1.0871333,0.5471936,1.2211657,1.1432178,0.90070343,0.42224014,1.1226933,0.5404923,1.3672924,1.1636862,1.0807085,1.0742562,1.3319137,1.0378811,0.6650177,1.105603,0.8900634,0.7938343,1.2640879,1.3032116,1.1177108,0.9759141,1.3689818,1.0404835,1.0214627,0.36236632,0.5985597,0.81139076,1.427554,1.3764129,1.2475114,1.0153891,0.94117624,0.82558674,1.0552611,1.4912219,0.97926235,1.3699679,1.2735507,1.0406849,1.3477426,1.2828095,0.88431036,0.82614815,0.98067087,0.0,1.315948,0.39325297,0.8642089,0.7857006,1.4223483,1.3908167,0.7031529,1.3710749,0.8766433,1.2690599,0.9583104,1.4244359,1.0313103,1.3460517,0.94705653,0.38319492,0.94041157,0.69720745,1.4427601,1.0963815,1.1731592,0.6990273,1.1736559,1.313958,1.219571,0.80398345,1.0047824,1.122062,1.1850617,0.8016936
scissors,0.56535745,0.8703385,0.7358223,1.2683681,0.8022634,0.83667165,0.5756048,0.91255057,1.2177594,1.0653762,1.4087975,0.56654435,1.3723114,1.2669227,0.6024854,1.3202918,1.2284691,0.6175482,0.74658763,0.7217027,0.9309869,0.85975003,0.84539354,0.867257,0.4421506,0.72704554,1.0238776,0.9970048,1.2150527,1.2635381,0.9610796,1.122034,1.3679996,0.87031245,1.0120631,1.2510154,1.4219964,1.191453,0.40076327,1.3252795,0.76100636,0.8910013,0.7156112,1.3265039,1.1020408,1.1836424,0.80699646,1.3230829,0.99855095,0.9379738,1.1550618,0.9243389,1.3259616,1.0451599,1.0628982,0.6210044,0.99082255,1.1093434,0.5549358,0.43717992,1.1393254,0.8162934,0.99594265,1.2768562,0.77051365,1.3584929,1.1607972,1.1865158,0.75111204,0.71594703,1.1654897,1.3403815,1.069808,1.1551642,0.452384,0.9575333,1.0813969,1.1502051,0.9290892,1.0974734,1.1168509,0.95123404,0.98969257,1.3301139,0.717414,0.75987345,0.7624792,0.95523196,0.7574619,1.1510327,1.0229944,1.3487933,1.2418637,1.1103804,0.45664978,0.5478886,0.857425,1.1369741,1.0277964,1.0938311,1.155957,0.61931556,1.14511,0.8308008,0.8679698,0.9348668,0.70169216,0.8027222,1.1686084,1.1728424,1.1202421,1.315948,0.0,1.3037038,0.9705302,0.97027344,0.5981691,0.78636754,1.1798402,0.5958444,1.1033552,0.8428489,0.97348213,0.49624932,0.8725772,0.6579679,1.0920492,1.3554552,1.1085808,1.3730791,0.6521177,0.9016445,0.9939173,0.9209033,0.86455077,0.60965633,0.8950138,1.2744491,1.2022998,0.87777925,0.6878745,1.3201346
shirt,1.2215708,1.0323313,1.3898768,0.30888706,1.385755,1.3891976,1.3440435,1.413593,0.89170504,0.8901303,0.45811987,1.379327,0.5732529,0.4763837,1.2180969,0.47364867,0.67276114,1.3656089,1.4356664,1.5236672,1.1976053,1.475688,1.3246485,1.4669223,1.3863658,1.4987379,1.1991591,0.872669,0.81968975,0.82644355,1.3797754,0.6932435,0.36466593,1.2947792,0.9355756,1.0859135,0.41810566,1.0099412,1.513182,0.71186227,1.557537,1.3562913,1.1810459,0.7088723,1.017338,0.9886139,1.2550708,0.45009643,0.8770411,1.3451561,0.68165857,1.1161414,0.45455462,0.75881094,0.90940076,1.2276542,1.358708,0.9213345,1.5213857,1.3825965,0.9501463,1.0870712,0.74107563,0.70032096,1.4221451,0.44528544,1.040687,0.38348985,1.1997653,1.1568383,0.88543665,0.15634799,1.1824133,0.26957452,1.4615769,1.250015,1.2048883,1.1155419,1.2839719,1.1483879,0.5916202,1.041886,0.82984626,0.7727139,1.2576005,1.4367965,1.3811276,1.0215644,1.3615863,0.94545776,1.071295,0.31817096,0.3543694,0.72177696,1.5021924,1.4383907,1.2846966,0.94630367,0.9942703,0.9014947,1.1175686,1.5569754,1.0316744,1.4265879,1.3048084,1.0151961,1.3982742,1.3296492,0.90865636,0.8415399,1.01223,0.39325297,1.3037038,0.0,0.7960607,0.7458662,1.5565656,1.458142,0.64343554,1.4599103,0.7668812,1.3782924,0.98949665,1.5647268,1.2710832,1.4204891,0.9502301,0.11272919,0.87507135,0.5293336,1.5144893,1.0487044,1.1100916,0.6966887,1.3410289,1.3731189,1.2666095,0.7438561,0.9433921,1.2542777,1.1895038,0.8371769
shoe,1.0496913,0.8550199,1.321065,0.70247835,1.074901,1.155208,1.1008792,1.2132144,1.0727078,1.0572023,0.7986742,1.2554578,0.7416524,0.8239015,1.04287,0.6143762,1.0036527,1.0432456,1.3078895,1.2967486,1.0305028,1.3465872,1.1479862,1.1084737,1.1565685,1.2495328,1.1198113,0.9700568,1.1316774,0.8479055,1.1178578,1.0725411,0.9574641,1.1889762,1.0385638,1.0038365,0.75362,0.9311451,1.2618686,0.9255957,1.2784486,1.0450077,1.0543677,0.8305329,0.8132647,1.1240246,1.1299101,0.62996423,0.8163471,1.1813593,0.83821803,1.0308558,0.903288,0.8250818,1.0472515,0.9750322,1.1801474,0.6640941,1.3107475,1.0208987,0.8548553,1.0308164,0.35571188,1.0779876,1.1669439,0.8963349,1.0064949,0.6774896,0.9946576,0.9798571,0.9383562,0.8121401,0.9790632,0.5964361,1.1524999,1.2671609,1.2284243,0.9041867,1.2168475,1.0245061,0.31673628,0.83912146,0.91734725,0.87388325,1.2650282,1.0340465,1.053283,1.0916233,1.310835,1.0088406,1.0679002,0.63315666,0.71168315,0.8875358,1.2773116,1.2828001,1.2724013,0.97686625,0.8955879,1.0917987,1.0610181,1.1455562,0.96645105,1.4311397,1.1283907,0.636227,1.2511487,1.2164423,0.9520689,0.9830433,0.9691714,0.8642089,0.9705302,0.7960607,0.0,0.8733526,1.0985713,1.4304147,0.88946795,0.89597213,1.0114546,1.3333454,0.54006946,1.2302313,1.0880827,1.2327393,0.7471492,0.7738871,1.0391377,0.8494887,1.2258291,0.7960132,1.3522778,0.7330044,0.83694243,0.77230227,1.0105311,0.967303,0.96916425,1.0915548,1.1307225,1.1069834
shorts,0.9514177,0.64495754,1.0425203,0.77694607,1.1901401,1.2191408,0.9988085,1.0728564,1.101089,0.8365967,1.0985605,0.71823037,1.055696,0.94120824,0.9836771,0.96404874,1.1102922,1.2107612,1.2969661,1.1860877,1.1076565,1.0339137,0.9545272,1.1775429,0.98230994,0.983012,1.1730185,0.47088426,0.90325475,0.9320496,1.295769,1.0123729,0.8345181,0.9655068,0.8232899,1.1547441,1.0529441,0.8038522,1.0185325,1.2279103,1.2562172,1.203768,0.81044924,1.102305,1.1685073,1.1057289,0.8996763,0.799412,0.5241539,1.079141,0.9893578,0.76187795,0.9909219,0.45991284,1.1177392,0.845285,1.1848495,0.7284323,1.0893947,1.0393461,1.1180574,0.81994414,0.76389205,1.1230074,1.0061817,0.8272512,1.1970127,0.56348306,0.81060725,1.2251742,1.0536308,0.88275063,1.2731086,0.5962083,1.0647798,1.0642257,1.1574503,1.1930443,0.99711835,1.078278,0.7804061,1.1261234,0.70947737,0.9111729,0.9817523,1.0420322,1.0118101,0.60969144,1.0628085,1.1095287,1.0737507,0.8640404,0.5723996,1.1310095,1.0855242,1.1032664,1.1888398,0.8891206,0.5470355,1.1482306,1.1230956,1.2030087,1.1364484,1.2088413,0.8916762,1.1305325,0.94596195,0.921488,1.1610614,1.1446282,0.88204503,0.7857006,0.97027344,0.7458662,0.8733526,0.0,0.9885036,1.1549485,1.0373161,0.8400813,1.0907291,1.2487453,0.89603525,1.1442465,0.65900373,1.0138302,1.2806472,0.86286736,1.1895704,1.2704732,1.2332776,0.5117603,1.0509726,0.91898626,1.008242,1.303523,1.2845666,1.204498,1.1201074,1.0315399,0.8839096,1.1356997
shovel,0.7211807,0.7892927,0.75848484,1.4224014,0.94056946,0.8950874,0.74313754,0.5123564,1.0981103,1.133078,1.4827697,0.46346605,1.2992175,1.422561,0.70952064,1.4883094,1.3716487,0.57905376,0.6873447,0.41452646,0.7043345,0.6375721,0.4694749,0.5460152,0.5809963,0.31472182,1.0027531,0.957335,1.1680517,1.0019095,0.78495085,1.2507313,1.4800627,0.6914686,1.0182202,0.97209245,1.4645295,0.99288756,0.45284915,1.2873234,0.5019244,0.820959,0.69255906,1.3778877,1.0929809,1.0456973,0.5580045,1.365,1.0246016,0.92083323,1.3574729,0.9608431,1.5240645,1.123539,1.1765556,0.79566586,0.8492067,1.1570102,0.4999416,0.63667476,1.065809,0.9855001,1.1298704,1.4483217,0.7393869,1.4889189,1.0472647,1.3526553,0.8449969,0.8298913,1.2960559,1.5631118,0.8611209,1.3796715,0.33028084,0.6966554,0.8320713,1.0059648,0.8500782,0.78803575,1.2809756,1.0323087,1.1700464,1.2044213,0.91565007,0.5556981,0.6246472,0.99239,0.78861326,0.90703326,1.0595043,1.5095679,1.2942585,1.1603608,0.4151665,0.49466228,0.8243281,1.2509549,0.7443416,1.1765515,0.994189,0.4167239,1.2243831,0.78491855,0.85854435,0.9672836,0.54538226,0.57605064,0.9988842,1.2601199,1.1477294,1.4223483,0.5981691,1.5565656,1.0985713,0.9885036,0.0,0.44531673,1.2607712,0.5351896,1.2882328,0.82508147,0.963952,0.3137948,0.6543915,0.7423951,1.1097542,1.5418723,1.2319045,1.4115295,0.70777225,0.886767,0.99411035,1.1129487,0.6562627,0.82924354,0.6174835,1.3033752,1.2244194,0.5438813,0.8199484,1.2566124
sink,0.85122496,0.97890854,0.82387084,1.3622777,0.9786826,0.8779489,0.8716042,0.5263152,0.6988094,1.098652,1.2389646,0.5842313,1.0974807,1.4218338,0.82178617,1.4224353,1.2333219,0.59752846,0.6016152,0.44616467,0.6790011,0.73334986,0.64024836,0.5156076,0.7147236,0.3644936,0.79912496,1.1464456,0.99456424,0.8402921,0.8196136,1.0985233,1.2981086,0.7053026,1.0255258,1.0479074,1.2758307,1.1209356,0.63849986,1.0633439,0.5488433,0.89296216,0.6780534,1.2646701,1.179748,0.90263957,0.49686193,1.4124529,1.3124123,0.9436189,1.2770828,1.1084791,1.3857214,1.3154192,1.0997669,0.921541,0.85118747,1.2777694,0.540724,0.8190539,1.1652857,1.0913825,1.319246,1.1747633,0.82486737,1.4032958,1.0528865,1.4906476,1.0006906,0.80368125,1.2561846,1.3808608,0.9191532,1.4136912,0.5592229,0.5397015,0.7194016,1.0354899,0.9330549,0.74700415,1.5033183,1.0281758,1.2691636,1.237265,0.92633986,0.64071506,0.7828439,1.1090802,0.82638574,0.72864103,1.1278994,1.488801,1.2998439,1.1148428,0.56497926,0.6249926,0.6890789,1.2579618,0.79582655,1.0413742,0.9318576,0.55400354,1.1599598,0.5971837,1.0048131,1.0970688,0.49948537,0.8270917,0.97929513,1.0927792,1.1544052,1.3908167,0.78636754,1.458142,1.4304147,1.1549485,0.44531673,0.0,1.0190452,0.8328815,1.1116573,0.6614113,1.2092168,0.5250848,0.8382239,0.8639846,1.173563,1.4619496,1.1452206,1.2292951,0.6464904,1.2047257,0.7479783,1.2827194,0.7204,1.0339895,0.69360137,1.1864061,1.1394117,0.7040515,0.956632,1.0130847
slide,1.2067199,1.1784996,1.3973079,0.63630986,1.3103313,1.2664192,1.2630906,1.1972461,0.5039298,0.8360399,0.49858165,1.3027542,0.52445006,0.8139405,1.2043282,0.6126774,0.688029,0.9752747,1.3259001,1.2550197,0.92012966,1.455736,1.1340528,1.1922854,1.3463253,1.2415173,0.9430762,1.09717,0.7890348,0.60284936,1.2235848,0.7920083,0.760427,1.135504,0.8833108,1.0414455,0.611478,1.0483747,1.380364,0.5746254,1.4074581,1.208308,1.0318525,0.8369847,1.1440592,0.8722365,0.94506407,0.7942473,1.1809053,1.4398195,0.67378724,1.2442945,0.8162223,1.1088978,0.82186353,1.1336342,1.2912141,0.97048587,1.3346531,1.3199586,1.0572753,1.2240885,0.9647858,0.64904773,1.4150069,0.852584,0.99519324,0.802391,1.3224283,0.8897466,0.9873196,0.5964258,1.1302822,0.6141994,1.1570308,1.0200505,0.97451496,1.1154765,1.3526874,0.98784643,0.78985226,0.9263402,1.1613762,0.85399723,1.3815967,1.2911992,1.2987227,1.2790146,1.3905326,0.55466086,1.0007522,0.70701826,0.73493576,0.67799634,1.3074749,1.3037574,1.1561065,1.1787813,1.0243263,0.83494234,1.0930305,1.3161802,1.0625415,1.246051,1.4146988,0.93343896,1.159797,1.3612224,0.8043471,0.6512119,1.1715935,0.7031529,1.1798402,0.64343554,0.88946795,1.0373161,1.2607712,1.0190452,0.0,1.3883917,0.76210135,1.3025899,1.0684274,1.2441715,1.2643266,1.4182291,0.85986185,0.6506498,0.79958487,0.59212714,1.2413877,1.3200741,1.0655162,0.69516885,1.1915796,1.253389,1.0150923,0.78956914,0.942263,1.0303599,1.2273233,0.72539514
slipper,0.7701007,0.61416835,0.32030392,1.3693817,0.68102646,0.74681664,0.52897054,0.738505,1.5022769,1.11594,1.5728992,0.39550996,1.4998959,1.3490077,0.7640083,1.42875,1.3378394,0.8366858,0.51431847,0.65572983,1.1078022,0.38250792,0.8209933,0.83520854,0.5411617,0.5129565,1.1388195,0.7951625,1.1352504,1.3849591,0.9849416,1.4129221,1.4567697,0.743231,1.069582,1.1660042,1.4993833,1.0084934,0.2734018,1.5839167,0.5737541,0.6981113,0.74764335,1.4340736,1.1434741,1.3882654,0.9001058,1.3198884,0.8069335,0.642736,1.2053866,0.64366937,1.36171,0.8743844,1.2489872,0.6485547,1.0149734,1.0018879,0.4750353,0.6068873,1.3170731,0.5971345,0.85946393,1.4525942,0.4754212,1.3873537,1.0316062,1.2146206,0.40182245,1.0970533,1.2910972,1.4731865,1.0827641,1.2424458,0.5139653,1.0392317,1.0950845,1.0510118,0.58110034,1.1838348,1.0457984,1.2030681,0.8899253,1.2919102,0.43054682,0.60382074,0.8129513,0.6635544,0.4063486,1.3477659,1.0516126,1.3756945,1.1999308,1.4937301,0.3639815,0.41114163,0.78826416,1.1851178,0.8171231,1.3070402,1.2659805,0.67513895,1.2842866,0.4802736,0.54318625,0.98855186,0.7246107,0.5131541,1.3652079,1.3263195,1.1865097,1.3710749,0.5958444,1.4599103,0.89597213,0.8400813,0.5351896,0.8328815,1.3883917,0.0,1.3460994,0.666337,0.679851,0.5181109,0.68573934,0.41276765,1.3061763,1.5031941,1.313379,1.6595709,0.55008405,0.4468521,0.7443123,1.3205531,0.7263703,0.6654315,1.0941944,1.3857172,1.3245155,0.9274837,0.315157,1.514014
snow,0.9698254,1.2600055,1.2762736,0.8212856,1.2381996,1.2493539,1.0954835,1.0037494,0.860329,0.7553035,0.45802498,1.1451557,0.80232227,0.92506856,1.014943,0.72718644,0.76080257,1.0417706,1.1868238,1.1989737,1.0895137,1.2168951,1.2100129,1.2794168,1.093764,1.3044991,0.8495225,1.2313776,0.6227557,1.0206105,1.1154491,0.7776873,0.7605324,1.1302297,0.7291527,0.9814731,0.79285145,0.8117589,1.2951791,0.775835,1.3277094,1.1338682,1.1206295,0.8212254,1.0992099,1.0535908,1.1832443,0.9421583,1.1112775,1.33874,0.45149922,1.2425486,0.85972327,1.1944577,0.771466,0.8965006,1.2055606,1.1527123,1.1938653,1.0725336,1.0219861,1.1328266,1.0751524,0.44190657,1.2817621,0.84475327,0.92894745,0.9767275,1.3245866,1.0570546,0.90975285,0.7185525,1.1216452,0.7387194,1.2392312,1.1628585,1.0706228,0.9876846,1.267355,1.1841047,0.9979217,0.82598925,1.1338509,0.90768385,1.3127972,1.2602807,1.0993729,1.2715404,1.2894585,0.8776901,0.60530424,0.85139525,0.9007802,0.8512786,1.2884202,1.2839996,1.0072719,1.0301454,1.1557974,0.6585558,1.021045,1.2032539,0.9906114,1.1066201,1.3729068,1.1209874,1.1526585,1.2330045,0.9520606,0.42084575,1.1292809,0.8766433,1.1033552,0.7668812,1.0114546,1.0907291,1.2882328,1.1116573,0.76210135,1.3460994,0.0,1.215347,1.2450688,1.2830656,1.2149696,1.3271909,0.8911127,0.7828853,0.9266243,0.7145004,1.2309693,1.3772588,0.9801086,0.7976542,1.234603,1.2350538,1.0405097,0.8631815,0.953799,1.2131666,1.2909125,0.85590816
soap,1.057308,0.9488361,0.45720625,1.4299026,0.7029906,0.6612728,0.6567274,0.89188474,1.2328985,1.0830431,1.440831,0.8454077,1.4639506,1.2442651,1.0096154,1.4072216,1.1652523,0.8241862,0.31397688,0.6378984,1.1441636,0.49534297,0.9333109,0.5923673,0.80849755,0.681085,0.89289623,1.106647,1.1050097,1.3130797,0.8196434,1.0635122,1.2407979,0.84281653,1.2665259,1.0921464,1.4119912,1.1628984,0.57887274,1.2962016,0.38455695,0.63558424,0.92549074,1.3030174,0.9946075,1.1227789,1.143433,1.2866273,1.2196819,0.5144925,1.2560962,1.0197012,1.1941245,1.190364,1.1386019,0.96331185,0.7334815,1.1869509,0.5640518,0.9067156,1.1099963,0.97896105,1.3193271,1.2440295,0.62297356,1.2350363,0.99463886,1.3730466,0.73480535,0.94225276,1.2273688,1.29247,0.73630565,1.440547,0.75798786,0.94472957,0.8847632,1.0580032,0.62337613,0.81764007,1.4160166,1.0261515,1.188256,1.1841242,0.59521407,0.7302977,0.8152925,0.9057605,0.47415936,1.198663,0.9972519,1.3621185,1.3561786,1.2555511,0.577647,0.6215594,0.71545064,1.2057778,1.2071453,1.0693803,0.9821892,0.688262,1.1240866,0.4527105,0.6197517,1.0274382,0.94363457,0.75991344,1.122082,1.1849095,1.1670064,1.2690599,0.8428489,1.3782924,1.3333454,1.2487453,0.82508147,0.6614113,1.3025899,0.666337,1.215347,0.0,1.0340879,0.5931906,0.8719704,0.53722185,1.2191043,1.3494506,1.1247511,1.3330859,0.5458503,0.97628313,0.71010476,1.3105198,0.8821329,0.755833,1.0375582,1.1940873,1.137172,0.9292512,0.63874614,1.1934559
sock,0.9851871,0.6853101,0.95514363,0.92347556,0.7948221,0.88290024,0.9078368,1.0762274,1.1814601,1.1166224,1.0670682,1.0074608,0.9412407,0.9747685,0.90183467,0.8383167,1.1333637,1.0843592,1.1002133,1.1014422,1.0275289,1.0007311,1.0148698,0.9472287,0.95723534,0.99650353,1.1974003,0.86483806,1.1672605,0.98782045,1.1965202,1.1234568,1.0458689,1.1418436,1.1686804,1.0188786,0.9377527,0.96168774,0.9616308,1.1285515,1.0231172,0.8305323,0.96110654,1.067475,0.9022005,1.1493783,1.0384629,0.7534754,0.91469395,0.92644954,1.0196397,0.95538634,1.0886514,0.86888313,1.0823332,0.9719507,1.1359919,0.93815017,1.1500565,0.91102403,1.0972232,0.99253315,0.37759507,1.3292077,1.0229955,1.123248,1.032266,0.9149096,0.7450066,1.1178727,1.0354253,1.0077629,0.9318603,0.8295604,1.033134,1.1568207,1.1716781,1.0282536,0.85510147,0.948303,0.3885522,1.0697654,0.97463185,1.0219728,0.9257703,0.78149754,0.9693256,0.96708,0.9817817,1.1227633,1.0873942,0.7944342,0.76788217,1.0737994,1.0385089,1.0431706,1.2303128,1.0125401,0.7839566,1.1328036,1.1334844,1.0603828,1.0430492,1.1263272,0.86625844,0.7689203,1.068153,0.87725604,1.007069,1.1578386,1.0015613,0.9583104,0.97348213,0.98949665,0.54006946,0.89603525,0.963952,1.2092168,1.0684274,0.679851,1.2450688,1.0340879,0.0,1.0453767,0.96197397,0.8920811,0.9957411,1.0098705,1.100963,1.0691018,1.0513718,0.59741575,1.2329254,0.96750027,0.6857384,0.66094875,1.0827808,1.105329,1.1696467,0.9657436,0.97678524,1.2312337
spoon,0.84043723,0.77568746,0.6358129,1.4402173,0.76547635,0.76961577,0.58770454,0.7576754,1.0918766,1.1146777,1.5704216,0.64046746,1.4597332,1.3922303,0.8473592,1.553035,1.2918689,0.59937644,0.61524653,0.35537696,1.0028378,0.47354078,0.70091057,0.6712143,0.62698144,0.59181446,0.92392117,0.9287274,1.237777,1.2952484,0.68284917,1.3196434,1.4588094,0.8592634,1.1151943,1.0058461,1.581874,1.0977776,0.34608495,1.3880446,0.46340698,0.7248447,0.7869346,1.440141,1.118703,1.159648,0.77691406,1.4109145,1.0677166,0.6953966,1.2948622,0.86548835,1.4293483,1.062991,1.182993,0.81833386,0.90885925,1.1989412,0.3253982,0.6821684,1.1278706,0.8003413,1.2744179,1.3747612,0.696548,1.4462525,0.95699215,1.3414867,0.805604,0.75158846,1.2974075,1.5351617,0.77214074,1.511441,0.16921735,0.89680964,0.7876679,1.0140387,0.6718495,0.9475729,1.4115031,1.0660169,1.0624969,1.2389667,0.74117315,0.56729513,0.643503,0.88932925,0.6091341,0.96875906,1.0055737,1.509306,1.4921479,1.2506409,0.2120781,0.30494535,0.87652457,1.2445173,1.0950918,1.0985677,1.1453557,0.3509894,1.2148781,0.58896077,0.6953862,1.0610243,0.69003075,0.73080266,1.2305992,1.1683631,1.1959263,1.4244359,0.49624932,1.5647268,1.2302313,1.1442465,0.3137948,0.5250848,1.2441715,0.5181109,1.2830656,0.5931906,1.0453767,0.0,0.7343005,0.6744361,1.203705,1.5507512,1.1488788,1.4400688,0.5253651,0.89308053,0.8963169,1.0740556,0.8090229,0.7594576,0.68229413,1.3061358,1.1871986,0.8064789,0.6296621,1.2982669
sprinkler,0.89654857,0.7053818,0.79801464,1.2232108,0.9139402,0.94014525,0.87378234,0.9178866,1.1033883,0.76370305,1.3582367,0.66623855,1.3248484,1.2628851,0.90152967,1.3233101,1.2389674,1.0293745,0.9060421,0.91312444,1.1192877,0.798982,0.7524218,0.85130125,0.7780847,0.7472228,0.846628,0.73272496,0.85081893,1.15908,0.9255589,1.09361,0.9978966,0.7291069,0.9082913,1.0492594,1.3455926,0.8824556,0.74262536,1.3248507,0.8546989,0.9401276,0.85055596,1.2358919,1.120662,1.0052133,0.95835376,1.188799,0.9402424,0.90377414,1.2212386,0.78149825,1.277964,0.80875194,1.0536823,0.79079354,0.77767694,1.0165542,0.6499339,0.85848475,1.1231208,0.9193466,1.1230861,1.1511648,0.72417307,1.1268255,1.1724265,1.0726641,0.8835292,1.0925008,1.1653862,1.2768496,1.09578,1.128344,0.80023015,0.88769585,0.7229918,1.1824739,0.9544284,0.9192003,1.1665525,1.1033952,1.0545326,1.1622953,0.81918335,0.8461585,0.7018863,0.72785664,0.9477504,1.194331,1.0099803,1.2060592,1.1207621,1.2903944,0.7340952,0.79911304,0.9530963,1.0869482,0.77284867,1.0825908,0.9423155,0.92589533,1.1191981,0.86198497,0.9197948,1.2197163,0.8674301,0.6388302,1.1770747,1.2441212,0.94755936,1.0313103,0.8725772,1.2710832,1.0880827,0.65900373,0.6543915,0.8382239,1.2643266,0.68573934,1.2149696,0.8719704,0.96197397,0.7343005,0.0,0.73064,1.2667298,1.2680917,1.2112385,1.4025996,0.9704733,0.7416847,0.81254685,1.0769752,0.9477394,1.0986624,1.1672513,1.2127798,1.1621954,0.84965754,0.8114511,1.0262204
