,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
sink,1.0105455,1.0550029,1.0513511,1.1218886,0.83934766,1.2154815,0.9148149,0.8590142,0.92283285,0.94980675,0.74282384,1.0194705,0.9813588,1.087812,0.9816531,0.74015117,1.0037073,0.6544765,0.7365986,0.96744347,0.91425073,0.9373677,0.9775357,0.8897843,0.87864524,1.0364686,0.96251136,0.78375626,1.1252143,1.0437428,1.1713243,1.1091126,0.96160334,0.8730583,0.9005649,0.95660037,0.8625989,0.75974345,1.1226513,1.2975667,0.82207173,0.53484523,1.227672,1.2048657,0.87021637,1.1094313,1.1434251,0.95762414,1.125837,0.8454653,0.9783465,0.9751161,1.0770918,1.1669993,0.9889233,1.0896636,1.1550422,1.1289831,1.1868476,1.1186985,0.83932495,1.0708771,1.0173315,1.0575695,0.7861335,0.97142434,0.9011286,0.88446176,1.1880796,1.1174058,1.141003,0.70120466,1.1485888,1.1339034,1.0046542,0.70000046,1.1605049,1.1119678,1.0141566,0.61142766,0.97918785,0.96702474,1.0950061,0.75536406,0.97701204,1.1167566,0.70533615,1.1374805,1.1163355,1.0176377,0.7053286,1.039534,1.076091,1.0957037,1.1098548,1.1165648,1.1431227,1.0841451,1.1621274,1.0024815,0.0,0.9735108,1.0524381,0.91398036,0.7505046,1.0946952,0.81319225,0.8154502,1.056663,1.0790567,1.0971859,0.92870355,0.6767028,1.1537727,1.1241419,0.74767196,1.1726357,0.8435886,0.86246604,1.1260568,1.1581258,0.93901104
slide,0.86108756,1.261642,0.65340793,1.2398275,1.1746945,1.2514663,1.2596798,0.6473824,0.5558008,1.1538302,0.6854117,0.97726214,1.2010489,0.6676771,0.4843775,0.9280492,1.3473165,1.153241,0.8757205,1.4207253,1.0579007,0.92666614,1.2694151,1.0181055,0.82774544,1.2512653,0.88034433,0.87128943,1.1062107,0.77293366,1.2169074,0.9794608,1.2393981,0.81943405,1.2829503,0.59570265,1.3797115,0.80425406,0.88742304,1.0335873,0.95878583,1.1192803,1.0574255,0.99146855,1.1705239,0.72471434,1.0871912,1.2414836,0.9892779,1.3182287,1.2706223,0.9152586,1.2597585,1.0088743,0.81170267,1.1204994,0.82935286,0.9722402,1.4194481,0.9051722,0.86166525,0.6256971,1.0896907,0.6118261,1.2598248,1.0467238,0.91300356,1.013479,0.88362134,1.1746981,1.1805692,1.1325552,1.2476997,1.1024613,1.2809939,0.99228376,1.0377626,0.5185143,0.7622867,0.89090854,1.2543185,1.3093247,1.1664547,1.2143579,1.3118373,0.82976747,1.1783626,1.0401943,1.2685399,1.0011759,1.2104007,0.8626762,1.0325,0.9532511,1.244179,0.6520919,1.1303182,0.88574475,1.1209159,0.96168983,0.9735108,0.0,1.3203641,0.78433156,1.2168308,1.3816503,1.2405015,1.2864482,1.1876868,1.029074,0.5973264,0.72177076,1.2085581,1.2613518,1.2277378,1.2108908,1.0115712,0.9524004,1.0837758,1.1375175,1.2739801,0.84891164
slipper,1.2540953,0.3486535,1.3867862,0.30558884,0.8015659,0.7200928,1.1273252,1.4035981,1.5543225,0.7031139,1.4637167,1.0777833,0.73567814,1.419693,1.2033031,1.0961683,0.3594365,1.0092577,1.3285728,0.56502116,1.1513945,1.2519507,0.5517841,1.1309601,0.939256,0.49188316,1.137136,1.3298724,1.0012287,1.3461882,0.99350214,1.194069,0.6636931,1.4319553,0.4051299,1.5400358,0.31148624,1.3076562,1.36125,1.2265695,1.2414303,1.0812954,1.2575916,1.0539154,0.75896645,1.3190057,0.9374947,0.55913526,1.049638,0.52564454,0.6876728,1.322577,0.29876608,0.8051972,1.3529129,0.91738844,1.3362935,1.2463577,0.43177688,1.170827,1.3295149,1.332099,1.2881231,1.4555681,0.66441756,1.1376395,1.2770185,1.1661656,1.263479,0.9667794,0.4490984,1.1289458,0.55918974,1.0943842,0.660395,1.0943923,0.8828308,1.4400201,1.2988439,1.2256657,0.30682385,0.3124783,0.79014516,0.5729939,0.6895038,1.2961087,1.0727104,1.0461383,0.6627041,1.213869,0.73451626,1.2969809,1.1483759,1.3038493,0.6865773,1.4690101,0.7322242,1.1416459,0.539145,1.3045652,1.0524381,1.3203641,0.0,1.1464316,0.9055556,0.47007364,0.54791474,0.49662197,0.2231021,1.1629354,1.4695954,1.5058765,0.8248811,0.7009362,0.6780576,0.9851767,1.0154637,1.3172432,0.766567,0.55455357,0.46142507,1.2400651
snow,0.8572037,1.1454588,0.8777064,1.1698924,0.915553,1.1031128,1.1064496,0.7935891,0.8645104,1.0151889,0.9406276,0.946649,1.1407583,0.76187795,0.78176,0.99865735,1.1931088,0.98098606,1.0113379,1.1688055,1.0360302,0.88230515,1.0698214,1.0848516,1.077575,1.172848,0.7002117,1.1128397,1.0093044,0.954068,1.1425867,0.9441615,1.0758643,0.9920865,1.0441636,0.9582283,1.1732725,0.93112046,1.0671747,1.1289796,1.0663215,0.94878083,1.1429054,1.0274343,0.87419206,0.95100594,0.95852685,0.94769216,1.031231,0.98429453,0.9586459,0.9625344,1.0880581,1.0592594,0.96361977,1.0313362,0.9497493,0.9869343,1.2669516,1.035866,0.9736027,0.7741303,0.96738875,0.977679,1.0396764,1.1746597,0.7866668,0.94772977,0.99698585,1.1110762,0.9777621,0.80692685,1.1007156,1.1544082,1.033273,1.1246144,1.082115,0.8935653,0.9571424,0.8554831,1.0591744,1.0796297,1.0099337,1.0573397,1.1873194,0.9486306,1.025071,1.1313128,1.1712301,1.0332695,1.0774673,1.1943226,1.0399073,1.0632848,0.9275535,0.9731909,1.1379335,0.9417362,1.1595218,0.8766618,0.91398036,0.78433156,1.1464316,0.0,0.9940239,1.1087579,0.98799485,0.98878187,1.1716319,1.1144933,1.0321461,0.92403096,1.0050002,1.0576227,1.1046454,0.8738748,1.0841424,1.0200781,1.1600964,1.1440675,1.1289482,0.87195325
soap,0.9545211,0.8032979,1.3096814,0.86338866,0.7183492,0.80231065,0.91310996,1.0676471,1.2982777,0.9021426,1.119285,0.9127269,0.9095435,1.3485016,1.1958277,0.64123166,0.78943235,0.719609,0.836936,0.82664895,1.0455972,0.8125,0.90215904,0.838827,1.0004988,0.9684354,1.2922378,0.97946966,0.7256993,1.2372049,0.8590238,1.0470482,0.5972203,1.2044823,0.7306474,1.218067,0.7532612,1.0651095,1.2852052,1.2264489,0.9774575,0.73376167,1.0947776,1.2638409,0.72834593,1.3028378,1.0680858,0.8163979,0.87012863,0.7572047,0.6564667,1.0551215,1.0937345,0.94586545,1.1895858,0.4870277,1.4739434,1.2148407,0.9841071,1.053864,1.0910114,1.3341606,0.7015981,1.399041,0.6598977,0.9172182,1.0808266,0.82319105,1.0766733,0.9749667,1.1024103,0.644687,1.0664566,1.211279,0.769209,0.8095842,0.88878936,1.3930343,1.3029809,0.74017906,0.8537646,0.815483,0.84096026,0.7092147,0.83078206,1.1328998,0.7558558,1.0792509,1.0892805,0.79034936,0.8595351,1.0666331,1.0785394,1.2559923,0.8571764,1.4269581,0.9459758,1.2837124,0.97285795,1.2730191,0.7505046,1.2168308,0.9055556,0.9940239,0.0,1.0060306,0.7826291,0.8608658,0.9698972,1.0202279,1.347982,1.2479309,0.5627493,1.0659978,0.6761327,0.6861935,0.7706199,0.88127506,0.9013167,1.0765297,1.0285721,1.1366498
sock,1.1731813,0.6146072,1.2803823,0.5916437,0.66375965,0.6516325,1.230929,1.4211152,1.549849,0.7268432,1.4854394,0.93518555,0.66109633,1.3317724,1.2604676,1.1947858,0.56110823,1.0697571,1.3741565,0.5609164,1.1027837,1.2047548,0.64998454,1.2478433,1.0839032,0.5861754,1.1388998,1.283615,1.0265048,1.4309554,0.8825317,1.1973891,0.8121971,1.4339119,0.5603073,1.5020981,0.5623708,1.3028412,1.2963182,1.0607773,1.1742406,1.0970789,1.1470926,0.8579843,0.7564498,1.2556549,0.6707378,0.6720866,1.1384577,0.56139886,0.7695707,1.2965276,0.46103525,0.54999596,1.3981309,1.0201,1.0818588,1.0034637,0.33650577,1.1712211,1.353991,1.2597888,1.2576299,1.2969731,0.73858476,1.1189152,1.2423825,1.1248256,1.0962191,0.9947684,0.44145346,1.0025277,0.38342118,0.79900616,0.6405594,1.1891992,0.9721772,1.4683878,1.1583049,1.1924113,0.61790824,0.5078757,0.8074052,0.7883575,0.7990445,1.3562875,1.0730706,0.9179784,0.38594425,1.3006327,0.92843354,1.2523266,1.0608294,1.2771376,0.5749022,1.3884313,0.7763612,1.1067498,0.7015059,1.1157709,1.0946952,1.3816503,0.47007364,1.1087579,1.0060306,0.0,0.5802198,0.6080389,0.6786248,1.0801777,1.3774024,1.5124847,0.9376069,0.40276968,0.8059873,0.8725448,1.1750532,1.3106658,0.88803923,0.59753865,0.37214148,1.2301166
spoon,1.094878,0.65647024,1.3065248,0.75410724,0.5690268,0.6728308,1.1916273,1.376996,1.4385602,0.8109267,1.283478,1.0856898,0.7906388,1.3845842,1.2873762,0.95553476,0.72173727,0.8616079,1.1875508,0.38002527,1.0516788,1.2547498,0.47715092,1.1957662,1.0387796,0.7465468,1.1594735,1.1459224,0.8847644,1.3737471,1.1489248,0.9919194,0.7083738,1.4146414,0.17296743,1.3996711,0.6087543,1.2647165,1.3665831,1.2972702,1.1433896,0.76604724,1.3755211,1.114198,0.88222003,1.359558,0.8810515,0.5361059,1.1330346,0.1882155,0.51637405,1.2340426,0.52061033,0.9642726,1.3516147,0.95443964,1.3172704,1.14045,0.6338401,1.0800413,1.0612639,1.289838,1.2238448,1.4550898,0.22819954,1.0396693,1.0416895,1.211115,1.2605157,0.96210176,0.7072563,0.91091377,0.6795039,1.0872474,0.6468241,0.9737481,1.0472813,1.5077275,1.2999458,1.014444,0.3918965,0.24537939,0.73063916,0.6856331,0.60681623,1.2837613,0.7273643,1.1395987,0.7149083,1.2962129,0.77732503,1.3424617,1.1038104,1.3303474,0.40865916,1.5194957,0.85888064,1.0869725,0.7151878,1.1651357,0.81319225,1.2405015,0.54791474,0.98799485,0.7826291,0.5802198,0.0,0.58362526,0.7501034,1.2137301,1.4869151,1.4081633,0.7836534,0.7869172,0.83339584,0.8802858,1.2046989,1.1006238,0.90406847,0.53906286,0.5708615,1.2445043
sprinkler,1.1768234,0.50150377,1.4062762,0.5798093,0.6841136,0.80134004,0.9914524,1.4126643,1.4612046,0.5884001,1.42697,1.1679883,0.72920984,1.3887882,1.2137676,1.1467011,0.5960058,1.0034693,1.2818712,0.72243917,1.028748,1.1300251,0.56054515,0.94711214,0.9956727,0.40479487,0.96326596,1.1223379,0.9566446,1.2181516,0.99051917,1.1560767,0.7011192,1.3853731,0.5135631,1.3982391,0.35037422,1.318459,1.2177725,1.3192217,0.9498246,0.9198049,1.283577,1.1456537,0.82268083,1.3010049,1.0692277,0.4736008,0.94785154,0.4421721,0.6015805,1.0578412,0.479203,0.9244587,1.198921,1.1100634,1.3312571,1.311975,0.61953205,1.166326,1.1076376,1.2331849,1.2486212,1.4708223,0.5527537,1.0120996,1.0451097,1.131724,1.3197656,1.0118892,0.81515604,0.9593542,0.78861123,1.1399542,0.7735716,1.0886012,0.9518667,1.4951509,1.2350835,1.1418447,0.426556,0.44265455,0.97568065,0.70538336,0.836571,1.1507739,1.0997322,0.9672476,0.8873241,1.1793029,0.6003296,1.2005781,1.1357753,1.3105035,0.60011834,1.4621643,0.9076831,1.1465021,0.62428874,1.139844,0.8154502,1.2864482,0.49662197,0.98878187,0.8608658,0.6080389,0.58362526,0.0,0.602514,1.1420159,1.4191804,1.4379913,0.7360492,0.92667335,0.85658544,0.8346908,1.1447682,1.3255026,0.82594895,0.71150476,0.7039522,1.0224164
strawberry,1.2728529,0.28613067,1.268228,0.26175457,0.9664206,0.818027,1.146834,1.3028443,1.3835425,0.81039894,1.3177791,1.1678479,0.82504904,1.3362311,1.1044505,1.0155396,0.33457565,0.9216138,1.2635577,0.70686233,1.1306056,1.1785177,0.69229543,1.1677322,0.9564458,0.44357097,1.1277431,1.2788944,0.90695685,1.1781031,1.0126407,1.1312991,0.65591604,1.3334178,0.5699352,1.4069315,0.31276792,1.2545706,1.3086362,1.2633606,1.1705617,1.1917126,1.2358432,1.1573372,0.8123497,1.1903553,1.0830022,0.7105869,1.0203804,0.69842416,0.87730503,1.2877185,0.39085263,0.88088024,1.2410773,0.9839952,1.2540995,1.3146131,0.5225224,1.2043976,1.2315761,1.2812663,1.2400148,1.4038858,0.77488214,1.1205548,1.239195,1.1272063,1.2472181,0.98293525,0.58204067,1.2275782,0.7069139,1.1322381,0.75015604,1.0172968,0.861344,1.3201683,1.2905446,1.1398845,0.39428878,0.4431554,0.897665,0.72465694,0.7632953,1.162176,1.0774031,1.0257933,0.7824031,1.1140853,0.86800516,1.1933744,1.2607737,1.2842008,0.8549195,1.325995,1.0701013,1.1932522,0.5180074,1.2519498,1.056663,1.1876868,0.2231021,1.1716319,0.9698972,0.6786248,0.7501034,0.602514,0.0,1.1093202,1.3084888,1.338329,0.7966362,0.8886807,0.83069336,1.1463759,1.0116663,1.2139682,0.81017023,0.65996456,0.60827726,1.1417496
stroller,1.052269,1.0815612,1.1289324,1.0608014,1.0188891,0.88847584,0.8874239,1.0345703,1.0864687,1.0136929,1.0722924,1.1228237,0.9079659,1.1047993,0.97474355,0.9503477,1.1053199,1.0311714,0.98267376,1.098551,0.98589236,0.9250405,1.0544515,0.97036624,0.8614768,1.1756203,1.1478242,0.9824622,0.870746,1.0211664,0.7801349,0.9906532,0.9376538,1.0714582,1.2421677,0.8807979,1.1618915,1.0646263,0.90192175,0.7887643,0.867055,1.097291,0.82728696,1.12314,0.9458247,1.0594395,1.1436665,0.9858454,0.6621656,1.2122235,1.009771,1.0493075,1.2872083,0.9697776,0.89617217,0.91266537,1.096018,1.1291832,1.0846267,0.7721305,1.0751295,1.0975534,0.89907736,1.0210953,1.2087154,0.9266876,1.113123,0.9225782,0.98434824,1.0194956,1.2645574,1.0552773,1.2473018,1.062335,1.1126975,0.9089341,0.82855797,1.0403214,1.0785474,1.099625,1.3009179,1.2830334,1.0412211,1.1383986,0.9042597,0.9846646,1.0320901,0.8092514,1.0232664,0.8873309,0.8873126,0.7405657,0.74756855,0.9206954,0.9911983,1.0288618,1.0103788,1.1595662,0.9844304,0.96926415,1.0790567,1.029074,1.1629354,1.1144933,1.0202279,1.0801777,1.2137301,1.1420159,1.1093202,0.0,0.9662235,1.045637,1.0099387,1.1890651,0.9784977,1.0335679,0.85371745,0.88059026,0.88966095,1.0288473,1.2260419,1.064674
sweater,0.88018537,1.4010868,0.46222556,1.3880715,1.3740169,1.3876866,1.0843318,0.67669,0.4530561,1.2306945,0.59326094,0.8625435,1.2907784,0.45111156,0.7690046,1.0624672,1.3856936,1.2469326,0.83646286,1.4592657,1.0303996,1.0585128,1.398899,1.0238142,1.1087055,1.2755681,0.8290849,0.8494061,1.2566967,0.72621363,1.0132661,1.0208045,1.3505762,0.517164,1.4560409,0.634117,1.4948964,0.8447641,0.6950756,0.75126576,0.9406157,1.0734017,0.67446584,0.94410825,1.2644881,0.48696673,0.9942019,1.4728558,1.1487346,1.486206,1.4632292,0.8671385,1.3207326,1.0948431,0.72479963,1.2221413,0.5743003,0.7216793,1.3446772,0.91441035,0.8588326,0.44962198,1.0825565,0.29595983,1.3759412,1.0524257,0.960504,1.0242639,0.8006581,1.170141,1.1753423,1.117255,1.1371537,0.88618684,1.292002,1.0785222,1.1647359,0.22809637,0.43728995,0.9365079,1.4164615,1.457497,1.2597404,1.2535713,1.387112,0.8510449,1.2177161,0.9456685,1.2242147,0.95813465,1.3273096,0.84161484,0.9665184,0.67602956,1.5062647,0.13854527,1.1737124,0.7167406,1.3243299,0.81455994,1.0971859,0.5973264,1.4695954,1.0321461,1.347982,1.3774024,1.4869151,1.4191804,1.3084888,0.9662235,0.0,0.54537433,1.3315609,1.1050775,1.2806265,1.1749077,1.0980884,1.0060385,1.234049,1.3315378,1.2874306,0.8726619
table,0.8362997,1.4338434,0.60008377,1.4161373,1.3464594,1.404665,0.91030383,0.53379405,0.31703174,1.4124248,0.38028634,0.93899995,1.3605022,0.5623356,0.8182037,0.89562845,1.3488774,0.82663584,0.6414519,1.3516916,0.8089249,0.8523859,1.4387251,0.94758874,1.1341949,1.3626853,0.82564867,0.8267017,1.153241,0.58084667,1.1249106,0.9063249,1.3564295,0.47611344,1.4948314,0.49602294,1.4174685,0.52806413,0.6838079,0.8806868,0.9416059,0.9649383,0.78606975,1.0751182,1.1942194,0.715514,1.1423874,1.5324898,1.1138991,1.4644086,1.4501443,0.65667385,1.437421,1.2831529,0.53958595,1.1650933,0.7129029,0.81977105,1.5161853,0.9841199,0.60209304,0.7189238,0.8314162,0.6273151,1.3689177,1.028847,0.6782638,0.89434683,0.97362244,1.0936745,1.3307481,1.0013554,1.3637466,0.9548507,1.3812013,0.9138657,1.1745521,0.5061428,0.8031049,0.7633463,1.4169952,1.4858727,1.3053153,1.2767665,1.1652306,0.7550578,0.81190115,1.099561,1.3450829,0.8099989,1.2108177,0.7247157,1.0279888,0.733087,1.3984967,0.5092278,1.2794024,0.9125608,1.3921497,0.7498953,0.92870355,0.72177076,1.5058765,0.92403096,1.2479309,1.5124847,1.4081633,1.4379913,1.338329,1.045637,0.54537433,0.0,1.1882493,1.3280139,1.2760727,1.1449167,1.01525,0.619316,1.2713627,1.35123,1.4073606,0.83862567
tape,1.2255378,0.66565806,1.3303363,0.79091406,0.8316456,0.7505432,0.9814262,1.1186327,1.3897485,0.8619113,1.2336415,1.1899095,0.7800834,1.4444435,1.1998374,0.7399626,0.66373616,0.43384665,1.0437222,0.7592633,1.0231487,0.7192822,0.8493376,0.90878594,0.8840842,0.9222792,1.2452005,1.1191652,0.5879227,1.1339489,0.95743024,0.9517882,0.64380634,1.280062,0.8393374,1.2968296,0.531201,0.9192279,1.2516323,1.265377,0.9924155,0.9630862,1.2020568,1.2216278,0.6292189,1.1922047,1.1983325,0.79758215,0.81993914,0.8415404,0.77085024,1.069292,0.9749766,0.9301152,1.1881688,0.88353395,1.3778133,1.3245211,0.9239596,1.1184056,1.1397479,1.4020824,0.7506087,1.4408605,0.78607726,1.1032887,0.86804825,0.8659808,1.1987177,1.000729,1.1052066,0.8559266,1.143572,1.2049992,0.87251264,0.73990864,0.82498956,1.4168185,1.417313,0.8328525,0.8691962,0.8601054,0.9065399,0.9751457,0.7501851,1.0198758,0.65903914,1.0862076,1.0058124,0.7450955,0.8071476,1.1314282,1.2007334,1.2977843,0.8225695,1.4085693,1.1321654,1.3159335,0.76981586,1.3155129,0.6767028,1.2085581,0.8248811,1.0050002,0.5627493,0.9376069,0.7836534,0.7360492,0.7966362,1.0099387,1.3315609,1.1882493,0.0,1.1501472,0.96917224,0.89407194,0.8891493,0.8527317,0.7527251,0.82627517,0.9918534,1.1100149
toe,1.1772833,0.928879,0.85827494,0.88776374,0.8530209,0.95197725,1.255691,1.2280554,1.3453634,1.0103489,1.3318391,0.70957464,0.98827803,1.0690908,1.223769,1.2283895,0.81323415,1.2095224,1.2885827,0.7655121,1.1641676,1.327752,0.99338686,1.3188379,1.2222934,0.74282426,1.0747181,1.257108,1.1685618,1.3140129,0.94653064,1.2088773,1.0217174,1.1974144,0.7299607,1.4067223,0.92777807,1.2959034,1.2287802,0.9128443,1.1410427,0.92051554,1.0133531,0.5893909,0.89077836,1.0365024,0.2518909,0.9352158,1.237608,0.7645826,1.0421774,1.2177045,0.5264783,0.7427232,1.2987294,1.0443906,0.7650646,0.42378998,0.5421489,1.0708166,1.2506131,1.071004,1.2033463,0.9550377,0.9142674,1.1663631,1.1661092,1.1985097,0.79343414,0.9408671,0.28898966,0.99781233,0.27380776,0.48250806,0.60011697,1.2894142,1.1892699,1.1149547,0.8923952,1.1365812,0.7846106,0.7017832,0.8351698,0.8004482,1.0503293,1.2849989,1.1624572,1.0550004,0.5369866,1.2584388,1.1327404,1.2476288,0.9032869,1.0822111,0.87786084,1.032029,0.79729116,0.8482513,1.0790701,1.0862252,1.1537727,1.2613518,0.7009362,1.0576227,1.0659978,0.40276968,0.7869172,0.92667335,0.8886807,1.1890651,1.1050775,1.3280139,1.1501472,0.0,0.88115,0.9425328,1.2320896,1.3032043,1.0698067,0.92876023,0.3194663,1.1992917
toothbrush,1.0706965,0.8364489,1.1965505,0.83423233,0.9700027,0.81699765,0.9488979,1.0430409,1.2826618,0.98756516,1.2177076,0.8484781,0.8270315,1.1858802,1.1291316,0.9306326,0.7353191,1.0718533,0.9893421,0.8713188,0.96831554,0.9885286,0.8658427,0.90068895,1.0766811,0.89230204,1.2721634,1.1144763,1.008655,1.1391907,0.755777,1.1344053,0.834304,1.2856349,0.7032166,1.1129438,0.81911266,1.1565237,1.255966,0.91683894,1.1350931,0.9800006,0.8737614,1.0888511,0.99084526,1.2773999,0.98413837,0.9063081,0.93038046,0.8358,0.80901515,1.2423844,0.90637845,0.7127312,1.2832975,0.19958079,1.2963569,1.0361966,0.78888154,1.0101098,1.1270716,1.2233808,0.93086433,1.2871203,0.8564657,1.0238001,1.1606123,0.99958414,1.0830066,0.9670851,0.9109292,0.8909621,0.89359415,1.0394635,0.8955327,1.0783831,0.8724486,1.3128353,1.2298185,1.0757589,0.840261,0.76663446,0.883226,0.6794609,0.8455759,1.1585996,1.0704709,1.0480919,0.9149438,1.0322212,0.9359731,1.1107973,1.0912213,1.16449,0.6647078,1.3341969,0.6870098,1.1532943,0.885588,1.1729981,1.1241419,1.2277378,0.6780576,1.1046454,0.6761327,0.8059873,0.83339584,0.85658544,0.83069336,0.9784977,1.2806265,1.2760727,0.96917224,0.88115,0.0,0.78104347,0.57053614,1.1622273,0.98772085,0.85208756,0.80648035,1.1742384
towel,0.9787579,1.1280923,1.1052155,1.0151904,0.7308752,1.0518818,0.76133084,1.2023256,1.1053177,0.6554061,0.99162865,0.70519185,0.8777015,0.9480312,1.1685351,0.70624745,1.0828903,0.9122172,0.84203243,1.0124408,1.0347515,0.96516544,0.8975801,0.7406839,1.0871929,1.0374107,1.0736655,0.83262265,1.0957013,1.2389623,0.8165245,1.0902697,1.0109675,1.0227461,0.90499187,1.1159031,0.9911037,0.9883661,1.1792992,0.9849433,1.0501533,0.7963254,0.9187288,1.1052201,0.8984142,1.3217167,1.0124438,0.7133603,1.0316882,0.7832484,0.84606004,1.1115093,1.1240792,0.7170418,1.2334955,0.82448775,1.2783324,1.0423424,0.9722359,1.1186222,0.9799018,1.1305522,0.9322891,1.0635941,0.8529097,0.955149,1.0630801,0.8896724,1.0539196,1.0424191,1.164294,0.08591467,1.0020497,1.0660148,0.9699714,1.0102403,0.9968614,1.2403818,0.99796164,0.5565756,1.0490398,0.96357983,1.0919485,0.5747616,0.99633014,1.1239433,0.85852987,1.0859649,1.1051039,0.79795706,0.8522277,0.9959664,1.0142024,0.98845834,0.85074145,1.2026813,0.6474011,1.0075307,1.1354287,1.056274,0.74767196,1.2108908,0.9851767,0.8738748,0.6861935,0.8725448,0.8802858,0.8346908,1.1463759,1.0335679,1.1749077,1.1449167,0.89407194,0.9425328,0.78104347,0.0,1.094103,0.9621325,1.0237303,1.1679438,1.0752206,1.0137517
toy,0.9848735,1.0060358,1.1416752,0.9691591,1.2353607,0.8843102,0.9459102,0.7347632,1.0744339,1.0936381,1.0937066,1.0354204,0.96243036,1.2326386,0.8969164,0.8497361,0.9638255,1.0047579,0.8763552,1.1567924,0.99415725,0.7161126,0.9973062,0.840773,0.80689883,1.0982816,1.2563215,1.0543903,0.8631719,0.98268855,0.8676743,0.96625113,0.9418058,1.1499397,1.0579191,0.80710244,1.0440812,0.8990536,0.9626432,0.7199801,1.078417,1.1586815,0.8087955,1.0432066,0.9245117,1.0037348,1.1983802,1.0654656,0.77129394,1.2277642,0.92158693,1.1191443,1.2592261,0.8878826,1.0220336,0.42822456,1.1700238,1.1307952,1.1272221,0.87289625,1.117195,1.1907454,0.72243994,1.1662161,1.0826443,0.9838613,1.1296055,0.81257325,0.8835396,0.9072793,1.2380376,1.1370426,1.2707736,1.1466001,1.1122792,0.98349786,0.7623801,1.0438595,1.2598937,1.0229414,1.1461936,1.1522436,0.9419631,1.0589558,1.0096327,0.89510983,1.047127,0.98646206,1.1528792,0.7825437,1.0640757,0.9007309,1.0616347,1.1128584,0.94206786,1.1713021,0.9757474,1.1997448,0.9149722,1.2556605,1.1726357,1.0115712,1.0154637,1.0841424,0.7706199,1.1750532,1.2046989,1.1447682,1.0116663,0.85371745,1.0980884,1.01525,0.8891493,1.2320896,0.57053614,1.094103,0.0,0.94566894,0.89129,1.0260787,1.198251,1.0970565
tray,0.93634677,1.2328544,1.0026444,1.2640648,1.1406924,0.984955,0.8183056,0.80254054,0.80331665,1.1685026,0.7211273,1.0550151,1.1228995,1.061911,1.0019122,0.5754274,1.2742945,0.4704057,0.64316404,0.93418235,1.0104829,0.86423725,1.2495251,0.9242391,1.0249422,1.2870265,1.1937852,0.84003973,0.8278335,0.93631375,1.0557419,0.53309834,1.0698044,0.91933507,1.3127539,0.7530301,1.2241739,0.6068915,0.98522717,0.9690093,0.92480105,0.8593747,1.0273998,1.1259683,1.0104436,0.99547327,1.1651409,1.2282209,0.921165,1.2119627,1.117056,0.8287971,1.3656434,1.083477,0.922829,0.9688911,1.1148112,1.010511,1.3361619,0.95850825,0.90600145,1.1759299,0.6962914,1.0300592,1.1619627,0.87332755,0.8234943,0.9102401,1.0318123,0.8828047,1.3418642,0.78394777,1.2961749,1.1177994,1.129767,0.6736331,1.0364568,1.0044643,1.2104298,0.67513674,1.2995255,1.3016405,0.9851456,1.1775532,0.81621623,0.95046526,0.20376837,1.1594981,1.1730702,0.7933917,0.9390161,0.7997577,1.0198562,0.942583,1.0793298,1.034038,1.1567395,1.1511066,1.195116,0.95036083,0.8435886,0.9524004,1.3172432,1.0200781,0.88127506,1.3106658,1.1006238,1.3255026,1.2139682,0.88059026,1.0060385,0.619316,0.8527317,1.3032043,1.1622273,0.9621325,0.94566894,0.0,1.1058812,1.2314066,1.3268546,0.9958011
