,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
clock,1.0642488,0.84275824,1.2168481,0.8421437,0.77321875,0.88846374,1.018424,1.0972146,1.2670437,0.88181233,1.2428004,1.315108,0.9043195,1.3388411,1.0933648,0.8862282,0.83801866,0.81084514,1.1511221,0.9931313,0.92480826,0.8148038,0.9413087,0.93697596,1.0073065,0.9996098,1.1840835,1.055568,0.0,1.0232604,0.9536951,0.88202995,0.67985123,1.2927762,0.917869,1.1910203,0.78782326,0.9829212,1.1672429,1.1748068,0.8215828,1.0593643,1.1203103,1.1693128,0.70200557,1.0805025,1.1514884,0.75343335,0.8298708,0.8890064,0.74462533,0.91168094,1.0721399,1.0467732,1.1078848,0.8427682,1.223819,1.2765672,0.92778456,1.0126634,1.0800053,1.1662877,0.6997259,1.3563432,0.8516287,0.9507214,0.71679974,0.9810067,1.1853602,0.99900687,1.0865724,1.0658933,1.1429045,1.1798494,0.974402,0.7837659,0.7830887,1.2731501,1.3269384,1.0087023,0.99482995,0.9864018,0.97140014,1.1305546,0.94319844,0.9772701,0.8470724,1.0107536,1.0798289,0.8729857,0.99982816,1.0756348,1.0583279,1.1953783,0.78873515,1.2925786,1.1392208,1.2393022,0.8820524,1.1592491,1.1252143,1.1062107,1.0012287,1.0093044,0.7256993,1.0265048,0.8847644,0.9566446,0.90695685,0.870746,1.2566967,1.153241,0.5879227,1.1685618,1.008655,1.0957013,0.8631719,0.8278335,0.9482073,0.75806534,0.9912512,0.948176
closet,0.9780237,1.2636724,0.77546096,1.2633603,1.2615502,1.3267655,0.98988456,0.64892006,0.5191299,1.2555435,0.6198712,1.1006737,1.2427335,0.74869764,0.8768467,1.1113881,1.2622004,1.0997128,0.90772307,1.3690665,0.74437684,0.9299445,1.2853822,0.92719954,1.0693717,1.2481227,0.78712785,0.82331073,1.0232604,0.0,1.0610296,1.0030881,1.1771235,0.58752203,1.3731914,0.6635026,1.2631382,0.86687624,0.7365553,0.9727683,0.6344028,1.016295,0.8643797,1.0012143,1.1821146,0.80928093,1.183669,1.3421077,0.92676663,1.3637962,1.2841771,0.7949211,1.2867912,1.2498288,0.6825487,1.1118026,0.84703773,1.0120778,1.4013588,0.89348626,0.6762192,0.7359061,0.9880491,0.801151,1.2971547,0.91677487,0.7509589,0.9776535,1.018122,1.0260805,1.2596291,1.1795365,1.3368292,1.0311742,1.3217293,0.9042737,1.0406317,0.7053925,0.9097097,0.946211,1.2850349,1.3674749,1.2217529,1.3258616,1.1898125,0.71074486,1.1715441,0.9518906,1.33122,0.9429164,1.1378216,0.886191,1.013161,0.86173177,1.2796898,0.712199,1.2682384,1.0305976,1.1843629,0.7516702,1.0437428,0.77293366,1.3461882,0.954068,1.2372049,1.4309554,1.3737471,1.2181516,1.1781031,1.0211664,0.72621363,0.58084667,1.1339489,1.3140129,1.1391907,1.2389623,0.98268855,0.93631375,1.1584961,1.1123767,1.3428929,0.50403523
coat,1.1223308,0.9733501,1.1628509,0.8953731,0.95580274,0.92226946,0.7847307,1.1811466,1.2216761,0.85807425,1.1956782,1.0394074,0.9408772,1.1436353,1.1536376,1.0327038,0.86112225,1.0121423,1.1243536,1.0374961,0.97725797,0.95775014,1.0332811,0.88728726,1.1021326,0.97460026,1.0682855,1.0667044,0.9536951,1.0610296,0.0,1.0826384,0.8746411,1.1071167,1.0853251,1.1755693,0.9469167,1.1402078,0.9663653,0.7402811,0.97678655,1.1912432,0.42827868,1.06259,0.9744666,1.1635574,1.0697529,1.0097773,0.8358233,1.1391162,1.0159464,1.093437,1.1351736,0.8020233,1.1085324,0.819273,1.1441451,1.1270353,0.85269284,0.9754511,1.0436623,1.0274855,0.86341125,1.0607262,1.0628706,0.9548146,1.2048801,0.98610413,0.94472396,1.0144526,1.1076701,0.9047327,1.0350116,0.988345,1.0518799,0.9829555,0.85903645,1.1127588,0.9547158,1.0933902,1.1376269,1.1341302,1.0763497,1.0509915,0.94125146,1.0251334,1.1359726,0.72586274,1.0532362,0.83464855,1.0101999,1.0077634,0.90588665,1.0095109,0.9165663,1.0464501,0.882782,1.175817,1.002815,1.0140347,1.1713243,1.2169074,0.99350214,1.1425867,0.8590238,0.8825317,1.1489248,0.99051917,1.0126407,0.7801349,1.0132661,1.1249106,0.95743024,0.94653064,0.755777,0.8165245,0.8676743,1.0557419,0.9486188,0.9113466,1.0161612,1.1101223
cookie,0.9130856,1.1136817,1.0198351,1.1771731,1.0852089,0.873282,0.94420296,0.9826822,0.9766912,1.0980124,1.027281,1.0755537,1.0754762,0.98722535,0.9640751,0.9764824,1.2086766,0.8358915,1.0085663,0.84697425,1.0645518,0.94610554,1.0636646,1.0992335,0.95482403,1.1521428,1.0689378,1.0375468,0.88202995,1.0030881,1.0826384,0.0,1.06384,1.0418285,1.0777428,0.93907136,1.1958678,0.86848295,0.9501036,0.97653407,1.023702,1.0697968,1.0590186,0.98460144,1.0082214,0.9678187,1.1184168,1.0339826,1.0187008,1.1024449,0.92775166,0.9560108,1.1610551,1.134374,0.925349,0.9906481,1.0575131,1.0639564,1.1533033,0.923849,1.0081631,1.0311614,0.8297088,1.044924,1.027042,1.0378789,0.9261419,1.0141323,1.0550612,1.0000336,1.1852872,1.0134697,1.129832,1.0964627,1.0535058,1.0061702,1.0068569,0.9998847,1.0638442,1.0223856,1.0895855,1.0904963,0.8341598,1.1561236,0.8986544,0.9443587,0.5596113,1.0972365,1.1033862,0.91766703,0.9817659,0.9939129,1.0049572,0.96538883,0.962179,0.99577135,1.08324,1.0207945,1.0745,1.001898,1.1091126,0.9794608,1.194069,0.9441615,1.0470482,1.1973891,0.9919194,1.1560767,1.1312991,0.9906532,1.0208045,0.9063249,0.9517882,1.2088773,1.1344053,1.0902697,0.96625113,0.53309834,1.0375202,1.0877538,1.1715683,1.0512533
corn,1.1119223,0.48498625,1.3082454,0.6137729,0.73571146,0.6616304,0.93280375,1.2644216,1.3875105,0.83011067,1.3129511,1.1033401,0.8206388,1.3778099,1.1938623,0.95742047,0.55210304,0.8464079,1.2366848,0.68530625,1.0182046,1.0251741,0.760645,1.0602496,0.98311245,0.7285389,1.1680328,1.1902375,0.67985123,1.1771235,0.8746411,1.06384,0.0,1.3418417,0.6488462,1.3962237,0.51976657,1.1982951,1.2533578,1.269167,1.0433441,1.098622,1.1365228,1.219823,0.7112381,1.2620509,1.1042913,0.697106,0.8170078,0.674299,0.6779322,1.1573819,0.75851077,0.8974124,1.1852596,0.7829765,1.3314097,1.3231722,0.73308873,1.2362872,1.1673546,1.2703602,0.8715482,1.4359047,0.69127566,1.0112995,1.1610777,1.0451611,1.1004258,1.0542958,0.9384794,1.0522372,0.98988384,1.2195488,0.77549887,0.97058547,0.8793409,1.3845685,1.318113,1.0729055,0.6335051,0.6250851,0.85905004,0.7872697,0.7307552,1.0855693,0.9271827,1.0054065,1.0173403,0.963311,0.9128179,1.2126613,1.2446766,1.2887623,0.80936265,1.4234309,1.0624672,1.2030941,0.6632814,1.2074431,0.96160334,1.2393981,0.6636931,1.0758643,0.5972203,0.8121971,0.7083738,0.7011192,0.65591604,0.9376538,1.3505762,1.3564295,0.64380634,1.0217174,0.834304,1.0109675,0.9418058,1.0698044,0.83352506,0.7462703,0.7800547,1.1522659
couch,0.9104777,1.4662075,0.63580626,1.3853803,1.2930229,1.4656075,0.8131988,0.6967137,0.22672594,1.2316078,0.22675335,0.9490989,1.3333184,0.37863868,0.85725856,1.0219634,1.4351707,1.0693259,0.7011556,1.3776028,0.8002771,0.9983775,1.4125733,0.86064386,1.0651433,1.3610761,0.7512949,0.5022037,1.2927762,0.58752203,1.1071167,1.0418285,1.3418417,0.0,1.4390156,0.48751724,1.4389802,0.78161967,0.6595557,0.93597436,0.8364094,0.897058,0.82243484,0.98298967,1.2515477,0.7896507,1.0795703,1.4714646,1.1619151,1.4126208,1.4478948,0.8005675,1.4010227,1.2292855,0.6527994,1.2013621,0.7186894,0.8166884,1.4251273,0.9152243,0.56881374,0.57261175,0.9981623,0.4512254,1.3081837,0.84784424,0.86238515,0.96831185,0.925381,1.1985563,1.2790502,0.9766062,1.2981434,0.8919826,1.2949315,0.8960998,1.2557251,0.46173054,0.62056935,0.8813764,1.3995578,1.4555706,1.3218371,1.0591292,1.2632321,0.80938363,1.091155,0.95006967,1.2938534,0.9145446,1.1631913,0.80116636,0.8913264,0.6800103,1.5390894,0.48742306,1.0964762,0.78224283,1.374205,0.61576706,0.8730583,0.81943405,1.4319553,0.9920865,1.2044823,1.4339119,1.4146414,1.3853731,1.3334178,1.0714582,0.517164,0.47611344,1.280062,1.1974144,1.2856349,1.0227461,1.1499397,0.91933507,1.1750749,1.3167608,1.358817,0.75831175
crayon,1.1139385,0.51412046,1.3085248,0.5940287,0.68036175,0.76607585,1.1760422,1.3601043,1.4795489,0.737579,1.3691113,1.0018438,0.8741666,1.393469,1.246539,1.0182369,0.55252856,1.0814855,1.2340002,0.55206865,1.0465535,1.2276047,0.4940114,1.1303918,1.0934703,0.5472863,1.1242046,1.191153,0.917869,1.3731914,1.0853251,1.0777428,0.6488462,1.4390156,0.0,1.4599277,0.49383146,1.3806126,1.4168116,1.356847,1.1498543,0.8103419,1.3142523,1.0711892,0.8451948,1.3368229,0.8425728,0.5097188,1.1694002,0.17387497,0.5043492,1.3224561,0.43830144,0.9660129,1.3225442,0.8234378,1.3368998,1.1633179,0.6113081,1.1659005,1.1032394,1.2646378,1.2317302,1.4420115,0.101422906,1.0441587,1.1862606,1.2088666,1.2421079,1.0274692,0.57548743,0.99339604,0.577204,1.0995519,0.5951626,1.0668355,0.97338563,1.4670568,1.2377447,1.0219829,0.21921027,0.11502862,0.7832586,0.51242965,0.82258165,1.3235855,0.96723247,1.1661096,0.73765326,1.2913353,0.87055874,1.39044,1.1999543,1.3482985,0.52977026,1.4913268,0.8397249,1.0883361,0.7296667,1.2420166,0.9005649,1.2829503,0.4051299,1.0441636,0.7306474,0.5603073,0.17296743,0.5135631,0.5699352,1.2421677,1.4560409,1.4948314,0.8393374,0.7299607,0.7032166,0.90499187,1.0579191,1.3127539,0.94454265,0.5880062,0.4913627,1.2392759
crib,0.8893348,1.4860768,0.7411358,1.4110606,1.3553408,1.3084855,0.7705003,0.6020655,0.24991155,1.2733868,0.35522938,0.9799069,1.1912866,0.56463957,0.6491577,0.89018023,1.4852812,1.0210046,0.49556226,1.4134884,0.8411671,0.7939944,1.3985895,0.7194904,0.9393586,1.373647,0.87040913,0.40332556,1.1910203,0.6635026,1.1755693,0.93907136,1.3962237,0.48751724,1.4599277,0.0,1.5270708,0.5768665,0.6832332,0.8865947,0.871035,0.920392,0.83458835,1.0785148,1.3535604,0.81704915,1.1904354,1.4949437,1.0826836,1.4483769,1.3675191,0.8142316,1.5402526,1.193485,0.6899225,1.0014594,0.83956784,0.9119476,1.5599079,0.91495895,0.65983015,0.77931637,0.872557,0.60713583,1.3307467,0.60410243,0.9195706,0.87332195,0.9221028,1.0579392,1.4629841,1.057183,1.4529339,1.1140234,1.3773379,0.8656703,1.1126013,0.561923,0.7934147,0.90398014,1.4919624,1.5088933,1.2532455,1.2111146,1.2236153,0.7838453,0.9458504,1.0422989,1.3292494,0.89561677,1.068177,0.62510395,0.9991882,0.7580234,1.3253741,0.66979563,1.092263,0.8440763,1.3395857,0.71719575,0.95660037,0.59570265,1.5400358,0.9582283,1.218067,1.5020981,1.3996711,1.3982391,1.4069315,0.8807979,0.634117,0.49602294,1.2968296,1.4067223,1.1129438,1.1159031,0.80710244,0.7530301,1.1680857,1.3150151,1.4896892,0.78907216
cup,1.2913039,0.240718,1.4601014,0.30681807,0.71608436,0.7498926,1.022064,1.3872772,1.5552871,0.6772081,1.4297353,1.1731248,0.6954144,1.5498923,1.2688365,0.9893167,0.1418171,0.72139907,1.2774963,0.6008698,0.9969505,0.9799889,0.622078,0.9617793,1.013972,0.35655046,1.1445571,1.2024091,0.78782326,1.2631382,0.9469167,1.1958678,0.51976657,1.4389802,0.49383146,1.5270708,0.0,1.2342671,1.3816037,1.3764392,1.0142456,1.0492151,1.2535923,1.2133777,0.677661,1.3002126,1.1498625,0.6137183,0.9731924,0.52638793,0.7455721,1.0827698,0.40280652,0.8956995,1.3364353,1.0219914,1.4153085,1.4149204,0.4909861,1.288004,1.2225233,1.4343654,1.0613526,1.5777538,0.5854674,1.0059048,1.0627052,1.0031878,1.3543851,0.9937314,0.70197076,1.0926679,0.78047353,1.1581235,0.69467545,0.9211669,0.85170335,1.576813,1.3833895,1.0891063,0.33668792,0.37156528,0.96313906,0.7063833,0.71132654,1.1801994,0.9724093,1.0213134,0.7888693,1.0616138,0.7890461,1.1690717,1.3016267,1.4148157,0.74154705,1.5494964,1.0892788,1.2981336,0.5085336,1.275317,0.8625989,1.3797115,0.31148624,1.1732725,0.7532612,0.5623708,0.6087543,0.35037422,0.31276792,1.1618915,1.4948964,1.4174685,0.531201,0.92777807,0.81911266,0.9911037,1.0440812,1.2241739,0.7856115,0.5782578,0.6266156,1.0862668
dish,0.9393315,1.3367476,0.88706505,1.2571428,1.1457249,1.2612947,0.8161765,0.67268956,0.60065395,1.1915712,0.57854915,0.9477758,1.0841993,0.80305946,0.7861131,0.7764464,1.2783204,0.612946,0.53453064,1.2260666,0.86802393,0.74648,1.3504213,0.7633838,1.0194986,1.2763381,1.0276437,0.7809454,0.9829212,0.86687624,1.1402078,0.86848295,1.1982951,0.78161967,1.3806126,0.5768665,1.2342671,0.0,0.907619,0.9922955,1.0127375,0.972167,1.0038373,1.0369976,0.9545985,0.88547325,1.1656168,1.3801625,1.0789995,1.3616998,1.2766954,0.9610364,1.3303349,1.149838,0.8370973,1.0208783,0.9358391,0.9675079,1.3559698,1.0675484,0.85490906,0.9685839,0.74520445,0.8584063,1.3163493,0.93520683,0.7162262,0.82798916,0.98486745,1.0379705,1.303066,0.8689251,1.2696675,1.0391045,1.2577538,0.83331287,1.1139872,0.8296516,0.97127753,0.75266576,1.3191704,1.3712337,1.1321504,1.1730899,1.1152962,0.8871981,0.6060878,1.1814007,1.2061995,0.8148862,1.0736144,0.89145404,1.095718,0.93723977,1.2223448,0.83495927,1.1574409,1.0089779,1.2732375,0.94306165,0.75974345,0.80425406,1.3076562,0.93112046,1.0651095,1.3028412,1.2647165,1.318459,1.2545706,1.0646263,0.8447641,0.52806413,0.9192279,1.2959034,1.1565237,0.9883661,0.8990536,0.6068915,1.150386,1.2380648,1.2829305,0.958683
dog,0.7018254,1.3392532,0.86297166,1.308232,1.2537348,1.1293905,0.9171291,0.89648366,0.6773579,1.2016673,0.7535463,1.1539507,1.1769885,0.7753052,0.93007886,1.1666136,1.335427,1.1347104,0.9711461,1.2655556,0.8898038,0.9812017,1.0677565,0.9940281,0.9591277,1.2857951,0.70026314,0.92609364,1.1672429,0.7365553,0.9663653,0.9501036,1.2533578,0.6595557,1.4168116,0.6832332,1.3816037,0.907619,0.0,0.623308,0.9825337,1.2147459,0.7563069,0.94050676,1.1442549,0.8379832,1.1727492,1.230875,0.91316617,1.3838445,1.2405481,0.8273828,1.2992289,1.1475711,0.70060813,1.1858072,0.7651056,0.97485447,1.2294273,0.5814289,0.81001276,0.7880839,1.0261647,0.6521444,1.3387074,1.0211016,0.96316326,0.99716455,0.9070185,1.0158089,1.2449839,1.1482679,1.3024304,0.9996049,1.3020597,0.9997981,1.0809041,0.6546935,0.75413585,1.1179938,1.3369267,1.4110855,1.107886,1.270827,1.1458778,0.7365399,1.1604825,0.41362,1.2025703,0.9104429,1.0399393,0.8746811,0.62783706,0.75070024,1.2808557,0.6787984,1.0792093,0.90788096,1.0945275,0.9124936,1.1226513,0.88742304,1.36125,1.0671747,1.2852052,1.2963182,1.3665831,1.2177725,1.3086362,0.90192175,0.6950756,0.6838079,1.2516323,1.2287802,1.255966,1.1792992,0.9626432,0.98522717,1.0638496,1.1084607,1.3399763,0.9818672
doll,0.97614837,1.318219,0.8635983,1.2532296,1.1881714,0.9788562,1.0038059,0.9160897,0.9549921,1.2531792,1.0084397,0.9227944,0.9984356,0.9262975,1.0888991,1.127188,1.2399523,1.146299,1.0064275,1.1351376,1.0567477,1.0260663,1.0669905,1.0809394,1.0230459,1.2861371,1.1198605,1.0730562,1.1748068,0.9727683,0.7402811,0.97653407,1.269167,0.93597436,1.356847,0.8865947,1.3764392,0.9922955,0.623308,0.0,1.1486878,1.2248703,0.48447382,0.878458,0.9986945,0.9180924,0.90032685,1.2380118,0.87115383,1.3942155,1.2327862,0.9803086,1.2324828,0.8012059,0.97931105,0.95993924,0.7989076,0.7611277,0.96183556,0.6199166,1.1285027,0.9473265,1.0064868,0.7484547,1.3844432,1.0705185,1.1026185,1.0034302,0.69862473,0.8689527,1.0833225,1.0120369,1.0880525,0.8122144,1.163692,1.1635412,0.83690023,0.7376313,0.8830263,1.1415995,1.3792088,1.3544044,0.9414522,1.2548457,1.054257,0.9050149,1.1223744,0.71396196,0.98575556,0.89303315,1.0512245,0.84663117,0.6431906,0.7747865,1.0833969,0.75174725,0.91997594,0.91359353,1.1027415,1.1003824,1.2975667,1.0335873,1.2265695,1.1289796,1.2264489,1.0607773,1.2972702,1.3192217,1.2633606,0.7887643,0.75126576,0.8806868,1.265377,0.9128443,0.91683894,0.9849433,0.7199801,0.9690093,1.043532,1.1049099,1.1276665,1.1425526
door,0.9225495,1.140519,1.0742859,1.132123,0.9896163,1.2473487,0.8990681,0.9283093,0.9144957,1.1378328,0.9281438,1.1360352,1.1774163,1.0781989,1.0149919,0.89604986,1.0170344,1.0770937,0.9445546,1.204524,0.6855961,0.91154695,1.1399419,0.9402458,1.0342915,1.1254256,0.9880769,0.6769856,0.8215828,0.6344028,0.97678655,1.023702,1.0433441,0.8364094,1.1498543,0.871035,1.0142456,1.0127375,0.9825337,1.1486878,0.0,0.6417291,1.0179124,1.117333,1.0855297,0.97558767,1.1759105,1.0773345,0.95794195,1.1364223,1.0782869,0.8046942,1.1920608,1.2941395,0.9090578,1.0719459,1.0113963,1.0981474,1.2003868,0.98142046,0.8212296,0.9538948,0.9044962,0.99828553,1.0504715,0.6679053,0.8301408,0.80005056,1.0917082,1.0413061,1.2131636,1.0176839,1.2161303,1.0469978,1.2033997,0.81601906,1.0621158,1.0625657,0.98989695,0.9304906,1.1901093,1.2032177,1.2254431,1.2273564,1.1063137,0.87279236,1.0250869,0.92731744,1.1663911,0.87391275,0.84759593,0.68165827,0.9719382,0.9988917,1.0751286,0.98833597,1.2266024,1.1647521,1.19158,0.78798115,0.82207173,0.95878583,1.2414303,1.0663215,0.9774575,1.1742406,1.1433896,0.9498246,1.1705617,0.867055,0.9406157,0.9416059,0.9924155,1.1410427,1.1350931,1.0501533,1.078417,0.92480105,0.9765193,0.9416024,1.185121,0.56797206
drawer,0.9898469,1.2054455,1.0548015,1.2232494,0.88177514,1.2404602,0.8457449,0.81417155,0.92285264,1.0787387,0.80392826,0.8765111,1.2037432,0.9909951,1.0726726,0.8571111,1.1055067,0.9798227,0.6284331,0.9205158,0.82144916,1.0704721,1.0425684,0.8669627,1.1335806,1.0160255,1.1017578,0.7282564,1.0593643,1.016295,1.1912432,1.0697968,1.098622,0.897058,0.8103419,0.920392,1.0492151,0.972167,1.2147459,1.2248703,0.6417291,0.0,1.1694841,0.99782306,1.1265448,1.1043183,0.8486823,1.004805,1.2306101,0.7698339,0.930268,0.9151507,1.0050657,1.3002787,1.0668197,0.945384,1.0823593,0.86054826,1.1118383,1.1402521,0.85226315,1.0615416,0.9537583,1.0138189,0.7279663,0.8220359,0.86468863,0.98535824,1.0594295,1.0021032,0.98198473,0.74742544,0.89325285,0.9622469,0.937414,0.84870696,1.2109301,1.1215535,0.95132375,0.8194779,0.95368606,0.88798046,0.9633589,0.78777397,1.061682,1.1530442,0.71969295,1.307008,0.9762146,1.0527067,0.7874534,0.9746126,1.0479426,1.0410753,1.0127647,1.0938053,0.9585154,0.94061196,1.331476,0.8067424,0.53484523,1.1192803,1.0812954,0.94878083,0.73376167,1.0970789,0.76604724,0.9198049,1.1917126,1.097291,1.0734017,0.9649383,0.9630862,0.92051554,0.9800006,0.7963254,1.1586815,0.8593747,1.097037,1.1707236,0.9530218,0.9898754
dress,1.000126,1.227246,0.8855997,1.1724567,1.1878538,1.1731689,0.8507408,0.9416526,0.86890876,1.1154251,0.9287512,0.82311463,1.17003,0.85395145,1.0272163,1.09302,1.0972966,1.1586853,0.9756372,1.2416016,0.9675883,0.9650909,1.2378639,0.91308963,1.0810242,1.1661277,1.0143083,0.98027116,1.1203103,0.8643797,0.42827868,1.0590186,1.1365228,0.82243484,1.3142523,0.83458835,1.2535923,1.0038373,0.7563069,0.48447382,1.0179124,1.1694841,0.0,0.98327446,1.13806,0.93040943,1.0454651,1.2857859,0.95913374,1.3896447,1.2772095,0.91632265,1.3341961,0.96949935,0.8939991,0.90082777,0.82245505,0.88895106,1.1428769,0.8668143,0.9555095,0.8763711,0.89527655,0.7191474,1.278309,1.002238,1.110189,0.9802788,0.84547913,0.9624585,1.210258,0.9896428,1.1585301,0.87518126,1.1702802,1.0666687,0.8610415,0.6680411,0.7761464,1.0755838,1.3560356,1.3594259,1.1703129,1.0842192,1.0907253,0.9324466,1.2074217,0.8511976,1.1244537,0.7927184,1.215056,0.8546704,0.82405263,0.77007097,1.2332168,0.66516095,1.0098538,1.0262588,1.196372,0.9540097,1.227672,1.0574255,1.2575916,1.1429054,1.0947776,1.1470926,1.3755211,1.283577,1.2358432,0.82728696,0.67446584,0.78606975,1.2020568,1.0133531,0.8737614,0.9187288,0.8087955,1.0273998,1.0701264,1.1781682,1.1685293,1.0234891
ear,1.0442326,1.1633023,0.8730038,1.1542671,1.0757571,1.0617875,1.1664808,0.96463984,1.0175936,1.0773249,1.1434088,0.9177302,1.0979954,0.8971442,0.96211237,1.2296544,1.1746426,1.2887667,1.1687198,1.0356519,1.1170198,1.2197682,1.1190126,1.1715904,1.0631458,0.98224753,0.98612285,1.1357651,1.1693128,1.0012143,1.06259,0.98460144,1.219823,0.98298967,1.0711892,1.0785148,1.2133777,1.0369976,0.94050676,0.878458,1.117333,0.99782306,0.98327446,0.0,1.1156001,0.8696375,0.59363234,1.1155529,1.1234027,1.1109108,1.1104002,1.0291,0.8618438,0.95366764,1.018334,1.1110187,0.67012775,0.63405395,0.8818398,1.0063165,1.1013098,0.93842673,1.0963762,0.81268406,1.1467103,1.1169457,0.9598423,1.177151,0.8025005,0.93172985,0.70181185,1.1228937,0.60351956,0.6328892,0.98166543,1.1907284,1.0768849,0.88631284,0.840741,1.1609461,1.0651025,1.0660598,0.91263306,1.0718617,1.199543,0.99762875,1.1554984,1.0541332,0.7865805,1.1487172,1.1155746,1.030552,0.9184088,0.9128566,1.1076145,0.85581493,0.93535006,0.82000506,1.1520268,0.93847835,1.2048657,0.99146855,1.0539154,1.0274343,1.2638409,0.8579843,1.114198,1.1456537,1.1573372,1.12314,0.94410825,1.0751182,1.2216278,0.5893909,1.0888511,1.1052201,1.0432066,1.1259683,1.0618219,1.067837,0.7260214,1.1438339
egg,1.0849901,0.7121314,1.2485503,0.67767006,0.61823964,0.90737164,1.190234,1.1129966,1.3389163,0.96234465,1.2598922,1.0221088,0.8640873,1.3174449,1.1589338,0.9894813,0.73445034,0.7014189,1.217096,0.85214376,1.0603144,0.9736239,0.9133877,1.180751,1.0309063,0.8861203,1.0738556,1.2837763,0.70200557,1.1821146,0.9744666,1.0082214,0.7112381,1.2515477,0.8451948,1.3535604,0.677661,0.9545985,1.1442549,0.9986945,1.0855297,1.1265448,1.13806,1.1156001,0.0,1.1076199,0.9903205,0.80102783,0.9311237,0.865533,0.90361613,1.0969014,0.84180534,0.8693514,1.1341643,0.95358634,1.1573585,1.1827598,0.73290324,0.9853196,1.2572086,1.2898034,1.0131376,1.3041408,0.8875278,1.1964321,0.84556603,0.97836095,1.0523094,1.0379083,0.7028681,0.9272546,0.9198281,0.9961792,0.68152195,1.0332441,0.9423828,1.2872555,1.2987678,0.91211843,0.801629,0.8347049,0.8445181,0.89844584,0.9328695,1.1463234,0.87845916,0.9458161,0.9727022,0.9721118,1.0096257,1.2534224,0.9522128,1.3030835,0.95064807,1.2888069,1.1787212,1.2426999,0.9265504,1.2577941,0.87021637,1.1705239,0.75896645,0.87419206,0.72834593,0.7564498,0.88222003,0.82268083,0.8123497,0.9458247,1.2644881,1.1942194,0.6292189,0.89077836,0.99084526,0.8984142,0.9245117,1.0104436,0.92354405,0.9055336,0.832825,1.0345329
face,0.903953,1.248953,0.6610215,1.2419363,1.2838396,1.2432907,1.15805,0.71827596,0.70232433,1.286325,0.8236714,1.009385,1.225912,0.7533004,0.77723455,1.0824475,1.2405059,1.1667696,0.96407557,1.2767731,1.0672196,0.9961836,1.2984868,1.1391574,1.0137386,1.1821036,0.8217797,1.0659902,1.0805025,0.80928093,1.1635574,0.9678187,1.2620509,0.7896507,1.3368229,0.81704915,1.3002126,0.88547325,0.8379832,0.9180924,0.97558767,1.1043183,0.93040943,0.8696375,1.1076199,0.0,0.92778236,1.2926058,1.0805537,1.3338068,1.2810395,0.800044,1.1388196,1.130539,0.8198788,1.198684,0.40585756,0.7837011,1.2748535,1.0163366,0.9623081,0.74987435,1.0624653,0.6788697,1.2973328,1.1195986,0.9308023,0.9354418,0.87763107,0.9523433,0.9856678,1.2585944,1.0185047,0.78248125,1.1707772,1.1115843,1.176975,0.4893359,0.8361925,1.008347,1.2382395,1.2964067,1.0977093,1.2556235,1.248599,0.8781396,1.1667496,1.0909634,1.0656277,0.989694,1.2879198,0.96406305,1.0377235,0.82827616,1.3415617,0.47998857,1.2311941,0.9133288,1.1858743,0.9051682,1.1094313,0.72471434,1.3190057,0.95100594,1.3028378,1.2556549,1.359558,1.3010049,1.1903553,1.0594395,0.48696673,0.715514,1.1922047,1.0365024,1.2773999,1.3217167,1.0037348,0.99547327,1.120385,1.2148024,1.1680568,0.8291232
