,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pants,0.9168689,0.6706316,1.3904467,0.96053445,0.6052684,1.3737124,1.3667256,1.1125957,1.3156927,0.5794769,0.6830229,0.8206685,0.4683833,0.47295904,1.2096114,0.6045038,0.68264455,1.0961944,1.4308044,1.3464779,0.81727254,1.2918346,1.0990828,0.9023719,0.8545593,1.0824249,0.8027674,0.54471457,1.4008749,1.1374376,0.9382594,1.2781545,0.49286413,1.1152372,1.3695718,0.6458926,1.2663212,1.1720409,0.9113685,0.86397284,1.030061,0.64157593,0.49433678,1.1256438,1.374882,0.6315826,1.3771538,0.8320466,1.0056908,1.1134061,1.3834715,1.0254604,1.3254354,1.2882072,1.0277766,1.2063948,1.0138761,1.2262442,0.7320409,1.1144049,0.8621509,1.2655396,0.7260492,1.0672568,0.92053527,0.556303,1.2702904,0.22171903,0.86579835,0.6341619,1.4645896,1.1400697,1.0808113,1.1122059,0.7234418,1.1050305,1.236485,1.3272564,1.0480587,0.78265226,0.8710287,1.148676,1.0301075,1.0073693,0.49351782,0.0,0.8428405,1.4025402,1.4149792,1.4157996,0.98461545,1.1270647,1.0172868,0.56597954,1.2439301,1.2058938,1.2378066,1.1877575,1.1985418,0.87887394,1.421539,0.8447518,1.2103575,0.55118054,1.3040302,0.5219909,1.2975543,0.25565004,1.1002917,0.8508548,0.788259,1.001605,1.3149251,0.7660131,1.2856369,1.1836343,1.3335686,0.9523655,1.36023,0.9454127,0.54624856,0.59993887,1.4383161,1.1380875,1.1426599,1.0535334,1.2612388,1.2750363,1.0355189,1.0859113,1.0749989,0.8910801
paper,0.5765849,1.0159098,1.2267712,0.77898455,0.86474895,1.3092344,1.2840811,0.93087614,1.0591258,0.82103443,0.6494256,1.0120707,0.78389907,0.72082734,1.0265151,0.5723211,0.8084171,0.28275788,1.1253703,1.2981641,0.3791979,1.1889999,1.0544796,1.2261764,0.8017977,1.2744029,0.9411683,0.8841175,1.1495217,1.0762123,0.9352951,1.1636742,0.80102754,0.99442476,1.3202293,0.6909013,1.2854532,0.921,0.94236624,0.9207041,1.0105724,0.79569083,0.858255,1.2775106,1.1768157,0.82842076,1.2155032,0.88625485,1.1428525,1.0161781,1.396394,1.2143316,1.0447581,1.0237896,0.6523545,1.0985997,0.8425219,1.3995275,0.85141945,0.67667323,0.93283194,0.93351364,0.80180675,1.1816533,0.96021384,0.7699787,1.2770447,0.680912,0.7746483,0.8370707,1.2221576,1.0150877,0.9496235,1.0162933,0.76568043,1.2568116,1.0642152,1.3810115,1.0537974,1.1361232,1.1061034,1.2747529,0.9534876,0.8828341,0.7893901,0.8428405,0.0,1.3008432,1.3190165,1.1661439,1.0795321,1.0227109,1.0982525,0.81332886,1.1468499,1.0791435,1.007554,1.032084,1.0739917,0.85280627,1.2874565,0.79712754,1.2946708,0.7772354,1.1044296,0.78943825,1.2291554,0.8578563,1.1345676,0.974184,0.7078346,1.3128079,1.2441344,1.1120101,1.2431304,0.9599446,1.2696725,0.7843728,1.2519687,0.9778212,0.9152374,0.54753256,1.2062112,1.3799756,1.2355106,0.8935571,1.251781,0.8887579,0.71981084,1.0791823,1.3280065,0.98076546
pastry,1.2986168,1.223437,0.7228081,1.1975485,1.4367352,0.75542665,0.79599214,0.96700966,0.9561374,1.287746,1.4365118,1.0670737,1.4151886,1.4361039,0.98864263,1.4549534,1.3485966,1.1848254,0.86268914,0.46250397,1.3478701,0.41170496,1.1439228,0.81866515,1.2658955,0.7838274,1.0559657,1.4019573,0.7175814,1.0580146,1.0901333,0.42890537,1.4198623,0.5312203,0.43070728,1.4695702,0.78716856,0.93110263,1.1211184,1.2769698,1.0077562,1.3218061,1.4055519,0.52412546,0.91908747,1.4228954,0.65960604,1.256547,1.077599,0.7802911,0.4375503,0.71001256,0.62870383,0.92647743,1.242606,0.97590315,1.2285368,0.58396685,1.4234959,1.18379,1.2070429,0.92702806,1.3730083,1.0091478,1.1766675,1.3332217,0.6827966,1.4678946,1.148839,1.3305423,0.7799104,0.9500518,0.96627307,1.0529138,1.4800706,0.6780128,0.5154271,0.46919262,0.954485,1.0151575,1.0737059,0.7473774,1.0540091,0.92189187,1.439408,1.4025402,1.3008432,0.0,0.492002,0.656458,0.9262462,0.8988258,0.8984105,1.367794,0.5623245,0.8739655,0.58396,0.927973,0.87032723,1.2200828,0.7129495,1.3218508,0.72493136,1.3131628,0.8608403,1.4219222,0.5490849,1.3792589,1.0352978,1.091151,1.4348882,0.7393697,0.4760716,1.1062508,0.44315505,0.96338284,0.8967513,1.111737,0.5937035,1.1569314,1.4251409,1.4996667,0.752582,0.7285865,0.5863023,1.0492672,0.7000612,1.1289071,1.141333,1.0385597,0.69214535,1.1767509
pen,1.3316451,1.3030727,0.6299784,1.274173,1.4819883,0.67684585,0.7111658,1.1615304,1.016356,1.3007059,1.4594935,0.93623203,1.4516531,1.482292,0.9826721,1.4765189,1.4117109,1.1896422,0.6654879,0.5387951,1.4622416,0.82087076,1.1432492,0.7836509,1.2372975,0.7298685,1.0389935,1.4296019,0.5636587,1.1162035,1.0587326,0.89711946,1.4442976,1.000358,0.20533144,1.5311868,0.7081487,1.2933221,1.2138484,1.3395355,1.0255814,1.3059714,1.4513009,0.45348358,0.8945319,1.3202972,0.47218037,1.251333,0.9724923,0.6322476,0.37293106,0.64148057,0.5398635,0.85843384,1.3121368,0.9514303,1.2210604,0.32729673,1.3156481,1.1607587,1.2119178,0.8720754,1.2882326,0.88158596,1.1063623,1.3655014,0.6211327,1.5021102,1.0869701,1.4076505,0.61880654,1.1893193,1.018819,0.99684405,1.5872325,0.4491338,1.1142735,0.3028171,0.8101297,0.9287508,1.0032638,0.6171667,1.0312176,1.1093731,1.474849,1.4149792,1.3190165,0.492002,0.0,0.33087027,0.91273004,1.0757259,0.86815166,1.4023881,0.73023653,0.85505515,0.8803321,0.89179605,0.90866524,1.2519906,0.47311378,1.3836064,0.65582085,1.3047295,0.6886051,1.443477,0.38732147,1.2822411,0.9476939,1.0502261,1.4074985,0.47432023,0.31728828,1.1098635,0.47560006,1.0831418,0.67815983,1.2989602,0.48224425,1.1568265,1.4691063,1.582634,0.70914197,0.5626309,0.5493907,1.0245966,0.47433066,1.0834471,1.4217696,0.9630396,0.4492923,1.1957953
pencil,1.2656802,1.1807574,0.66063184,0.99997264,1.4120252,0.7309301,0.6380778,0.95911276,0.8987924,1.3293812,1.4436922,0.9101956,1.4646127,1.3794907,0.98701465,1.3788631,1.3164008,0.956477,0.6815932,0.6042391,1.245282,0.8836133,0.9904182,0.79968965,1.3265057,0.7559099,1.0621381,1.4780889,0.6567847,1.057301,1.04987,0.96747583,1.4718677,0.9699987,0.22646445,1.5357614,0.6866778,1.1429234,1.2880104,1.218719,1.0219977,1.2700585,1.4231622,0.6487484,0.8561647,1.3439424,0.7017233,1.32826,0.80285513,0.79458797,0.5956898,0.81278026,0.5425899,0.8267637,1.1457139,0.93546647,0.9741215,0.5147035,1.2304146,0.8976814,1.3023986,0.9215493,0.99921054,1.004568,1.2232977,1.3415083,0.72139645,1.3866992,0.82600594,1.3035622,0.65154445,1.1111603,0.93472075,0.99431705,1.3994834,0.6243274,1.0869275,0.63556576,0.9859863,0.86527395,1.0629832,0.67481035,1.0610666,1.1910733,1.4328023,1.4157996,1.1661439,0.656458,0.33087027,0.0,0.9057014,0.9236326,0.94668823,1.3505516,0.8115009,0.87686193,0.83002317,0.9616773,0.8825875,1.0613617,0.5615045,1.3971798,0.9370544,1.2346781,0.5938487,1.4231676,0.6831703,1.267602,0.9519815,1.0780095,1.3175616,0.5978104,0.6347927,0.97486454,0.6390079,0.93700194,0.77283025,1.2465258,0.59568954,1.1598606,1.4736328,1.5231938,0.5956392,0.66392034,0.6971339,0.6192145,0.7712563,0.89613235,1.1895975,0.8618585,0.5548522,1.2924718
penguin,0.89343494,1.0280621,0.80714715,1.0002589,1.1469401,0.8798266,0.8823614,0.9194597,1.1802616,1.0743243,1.1024764,0.9166352,1.0717825,1.173039,0.6472801,1.1495454,1.0938375,1.091303,1.1801815,0.9503055,1.122027,0.9928134,1.1709832,0.91810286,1.1576015,0.8508815,1.1501422,1.1657326,1.0269605,1.2408756,0.99955887,0.94923687,1.118278,0.87191105,0.7901242,1.1445099,1.0580722,1.0031482,0.8431634,1.0558089,1.2212801,1.0458175,1.1219759,0.9548431,1.0285329,1.077286,0.97678834,1.0575978,0.8623178,0.6057279,1.0857706,0.66105354,0.97912264,0.6707951,1.102821,1.0780336,1.054752,0.9643323,1.0798239,1.0087119,1.0659477,1.0063318,1.0216419,0.9357815,0.86321473,1.1254098,1.1227884,1.0488064,0.9814549,1.086931,1.1345949,1.0456905,0.74173,1.1137743,1.0617151,0.8404371,1.0262208,1.0673804,1.0672328,1.0294338,0.88799864,0.93481934,1.1911043,1.1525791,1.2152907,0.98461545,1.0795321,0.9262462,0.91273004,0.9057014,0.0,1.0531036,0.56036997,1.1136434,1.0741293,1.0731821,0.9817643,0.8146013,0.9971431,1.0273409,1.11798,1.1668594,0.9065707,1.1510042,0.94468904,1.2263666,1.016683,0.96246755,1.0271581,1.1086164,1.1246063,0.83850014,1.0216049,1.0359963,0.9836578,0.98921746,1.0507234,1.0306249,0.868127,0.86448425,1.1204789,1.1787851,0.9007065,0.928458,1.0018947,0.9675228,1.015824,1.0420262,1.1022439,1.0959793,0.80990064,1.1887245
pickle,0.97855854,1.0243008,0.8848527,0.7730452,0.9566971,1.0108355,0.9765987,0.42016917,1.0997683,0.9268741,1.2058389,1.1777698,1.1174942,1.055573,1.1068525,1.1527569,1.0531645,1.1697433,1.0559056,1.0086546,1.1959888,0.71144164,0.96420074,1.1303654,1.1632742,0.9559213,1.0672256,1.1162041,1.0555044,1.0142554,0.95082504,0.7949195,1.1267272,0.8183519,1.0190338,1.1507993,1.0213438,0.858433,1.0620577,1.0443246,0.9723397,1.1273576,1.0957526,1.0518037,0.8937568,1.08843,1.0273073,1.172157,0.8392713,0.87907153,0.99816567,1.1122849,0.9722619,0.93624806,1.1112988,1.0060952,0.9387518,1.1040355,0.9646286,0.9471415,1.1627779,0.88243127,0.86990285,1.1081676,1.1172698,1.1853893,1.1503673,1.0648744,0.80112505,1.0134643,0.9532523,0.7562052,0.6759683,1.018073,0.7963823,1.1190848,0.792583,1.0428424,0.9638269,1.0583868,1.0428076,1.0177841,1.1535096,0.8568291,1.1044837,1.1270647,1.0227109,0.8988258,1.0757259,0.9236326,1.0531036,0.0,1.171552,1.0162392,0.8099036,0.9183655,0.74381834,1.1682998,0.9160787,1.1666492,1.0000947,1.0838708,0.9888928,1.0114019,0.9738667,1.1415477,1.0609341,1.1083822,0.74630815,0.8647821,1.1213094,1.1735684,0.9815933,0.96368086,1.1053345,0.7533641,1.1419462,0.6764674,1.0241497,1.1195515,1.137158,1.1582818,1.0286181,0.98262304,1.0349447,0.6075557,1.0195805,1.0824325,0.9414509,0.94038785,1.112882,1.1061407
pig,0.80135775,1.0544279,0.8766074,1.1841196,1.1920774,0.9839017,1.005591,1.0414395,1.1064235,1.1226864,1.0841404,0.9252789,1.0317115,1.1648049,0.65042245,1.1167375,1.2023995,1.0069985,1.1204153,0.8982724,1.057641,0.92708194,1.1197344,0.8492091,1.1470925,0.9064227,1.1010938,1.1171632,0.9534636,1.201827,1.1872689,0.9091532,1.0365131,0.92738706,0.8526574,1.1220493,0.9609702,1.1558971,0.5116993,0.98223853,1.150532,1.0471741,1.2067897,0.97716504,1.0712429,1.1447036,0.9404431,1.0656984,1.029615,0.686659,0.94908273,0.7741518,1.0265292,0.5856483,1.1119546,1.1292341,1.1731417,0.9206744,1.1386442,1.1779131,1.0907692,1.1351027,1.1585741,0.9857864,0.5666349,1.1095333,0.9948364,1.1097016,1.0219474,1.0478978,1.0305537,1.0071094,0.8953079,1.0348694,1.1417775,0.8858116,1.0569829,1.0147088,1.046164,0.9792749,1.017813,0.849738,1.1058064,1.0988325,1.1952844,1.0172868,1.0982525,0.8984105,0.86815166,0.94668823,0.56036997,1.171552,0.0,1.0502732,0.96900064,0.9590241,1.0783751,0.4870553,0.8467417,1.004533,1.0539577,1.1503149,0.882704,1.2067618,0.87512666,1.2008624,0.9016751,1.054984,1.0582485,1.1518179,1.1634899,0.79372287,0.99781805,1.0626761,0.934322,1.0184857,0.9919808,1.061715,0.88106036,0.7923005,1.1633452,1.1365777,0.9912221,0.98135036,0.9402703,1.1797324,0.9489603,1.0109501,1.193718,1.0453306,0.82794297,1.1891887
pillow,0.8295524,0.6415844,1.345653,0.96176046,0.75087416,1.2352676,1.1652732,1.0193928,0.9830738,0.7706207,0.61063045,0.9675082,0.60693055,0.6781834,1.0750678,0.40292776,0.6325085,0.8014597,1.2358809,1.227768,0.64958084,1.1710783,0.88920546,0.88902295,0.86927366,1.1476035,0.96324444,0.5909313,1.2956274,0.84346926,0.8400219,1.25813,0.4855131,1.1108643,1.4404998,0.5933821,1.170997,0.9519596,0.8161327,0.4425689,0.97183084,0.8959132,0.77054894,1.3469023,1.2216523,0.7878643,1.353868,1.0243326,1.1036446,1.0766021,1.3700259,1.206698,1.3806708,1.1510577,0.88267016,0.97183174,0.9842949,1.3224883,0.43426025,0.94129765,1.0583005,1.0989401,0.8541348,1.083275,0.90583915,0.87834525,1.2820877,0.5765328,1.058465,0.65567875,1.2622612,1.0072916,1.1627266,0.9830413,0.55600446,1.311611,1.0514997,1.3980052,0.8511382,1.0264072,1.0485781,1.24038,0.9435265,1.0297359,0.75079197,0.56597954,0.81332886,1.367794,1.4023881,1.3505516,1.1136434,1.0162392,1.0502732,0.0,1.2307402,1.2135489,1.1497359,1.1224014,1.0978901,0.7470142,1.2206311,0.9658616,1.2511688,0.75279975,1.2616819,0.8385446,1.2413676,0.78861785,1.1056042,0.847329,0.71988773,1.157199,1.3570241,0.6279327,1.2994471,1.1330726,1.2534604,0.9290829,1.4218991,0.832336,0.7696529,0.5200208,1.2537086,1.2815473,1.3216916,1.0242953,0.9999701,0.872566,0.8315488,1.0171208,1.3508916,0.8587364
pizza,1.1194055,1.1866102,0.8004006,1.1507704,1.299542,0.8608315,0.8775414,0.8894482,0.98655033,1.186822,1.3573885,1.0477773,1.3632004,1.2719663,1.0462495,1.2548375,1.2946413,1.1015245,0.9120716,0.617232,1.2421104,0.2592498,1.0305457,0.9279854,1.1881685,0.9026978,1.0302838,1.3794959,0.7962506,1.0839752,1.1055521,0.44691443,1.3439747,0.5974505,0.7163739,1.4194106,0.867463,0.9357191,1.1172742,1.208931,1.1185417,1.2259359,1.2987118,0.84726506,0.9131929,1.1745046,0.88212687,1.2043767,1.08641,0.80220485,0.73819226,0.9111606,0.8244567,0.93463415,1.1384114,0.9988183,1.0429112,0.82604015,1.2209934,1.0634979,1.1690928,0.9099319,1.2374227,1.0813078,1.066622,1.2818228,0.85417414,1.3038646,1.0314337,1.3199358,0.944694,0.5523053,0.9288865,1.0411813,1.2935516,0.83843696,0.5916032,0.8003989,0.9595119,0.94720584,1.1345385,0.72516847,1.0577661,0.5950858,1.262875,1.2439301,1.1468499,0.5623245,0.73023653,0.8115009,1.0741293,0.8099036,0.96900064,1.2307402,0.0,0.9786454,0.5855607,0.9813858,0.75909764,1.1607245,0.83734405,1.2518747,0.949683,1.1713368,0.98220676,1.2539171,0.8083708,1.217835,0.9277196,1.030085,1.3368616,0.8773488,0.7538415,1.0991136,0.83559084,0.97736055,0.9381003,1.0407289,0.74211967,1.1507708,1.3048627,1.3254286,0.87922174,0.89893556,0.8802913,0.99966025,0.82739884,1.0437872,0.9325366,1.1865196,0.8823896,1.1623697
plant,0.7812828,1.181251,0.8167473,1.116674,1.1713241,0.9336513,0.9069225,1.0050523,0.8849496,1.3056251,1.2698691,0.92844313,1.2237649,1.2662761,0.9338454,1.2430077,1.1777357,1.0065067,0.71527576,0.90798074,1.115022,0.99629235,0.69222945,0.8395578,1.2533402,0.9488722,1.1277889,1.1428431,0.73766035,0.91359305,1.1841418,0.95576656,1.2101159,1.0542419,0.85617614,1.2410495,0.6650033,1.1621065,1.0126718,1.0848144,0.9458831,1.2129241,1.2294779,0.81223726,1.0718327,1.2095374,0.8802173,1.1564579,1.0227414,1.04395,0.6539898,0.9619046,0.8941191,0.5975751,1.16786,0.9893408,1.0510328,0.79206806,1.1724927,1.1723298,1.0659387,0.78787804,1.1883358,0.9140782,0.9777978,1.1999642,0.78940105,1.2839879,1.0182009,1.0518459,0.71208465,1.046501,0.87438655,0.78709775,1.0270168,0.9311213,0.9649909,0.9166064,0.8882038,0.9696963,1.1639619,1.0495548,0.8995385,1.1053847,1.2702677,1.2058938,1.0791435,0.8739655,0.85505515,0.87686193,1.0731821,0.9183655,0.9590241,1.2135489,0.9786454,0.0,1.1064283,0.8164189,0.90020704,1.0120234,0.7757195,0.90261495,0.7564553,1.1747519,0.56678706,1.2434402,0.75900465,1.2433428,0.74426955,1.1894197,1.2490778,0.8518128,0.98202515,1.0767211,0.87097836,0.9599258,0.8534755,0.9949017,0.6908328,1.0642488,1.1910058,1.1988108,1.0013961,0.9558753,0.9089174,1.0284489,0.9065299,0.9625251,1.2081362,0.7991706,0.9595682,1.0928955
plate,1.1759,1.1502322,0.85224414,0.8436128,1.2894983,0.8429419,0.6735106,0.6348598,0.87384516,0.7767641,1.3022494,1.0427274,1.1828551,1.2742486,1.0556638,1.214608,1.1073465,0.99611074,0.9928852,0.46655613,1.1386981,0.40174693,0.985537,1.104456,1.2780724,1.0104686,1.071734,1.2840356,0.9035184,1.1905493,0.8735228,0.4314729,1.2497429,0.56988364,0.8783306,1.3005579,0.9474488,0.53062975,1.1718662,1.1955072,1.0529066,0.95220035,1.246278,0.96338564,0.7558526,1.3131392,0.9749252,1.2653284,1.0634946,0.9159472,0.9809803,0.9927499,0.75936675,1.0048828,1.0100234,0.91596085,0.80019057,0.97484183,1.1379818,0.91483843,1.2827605,0.8851879,1.1101153,1.0598314,1.1710148,1.3307325,1.0936487,1.2321477,0.92046213,1.3346926,0.94468504,0.7585303,0.8677458,1.026981,1.1210874,0.9890306,0.43751025,0.97228926,0.89974797,1.0883821,1.0989664,0.88418543,1.0652769,0.92898536,1.3041568,1.2378066,1.007554,0.58396,0.8803321,0.83002317,0.9817643,0.74381834,1.0783751,1.1497359,0.5855607,1.1064283,0.0,1.06937,0.8673936,1.0768456,0.9058683,1.2351335,1.0900813,1.169307,1.0343928,1.2891419,0.9304049,1.2152123,1.2086083,0.5857706,1.1930001,1.0028801,0.9058265,1.1280606,0.9123543,0.67645466,0.97188276,0.94326866,0.8861054,1.1292584,1.3211272,1.2070466,0.6816848,1.0350807,0.9720901,0.7762601,0.9075639,0.90374327,0.56224704,1.2314339,1.0282083,1.2027042
pony,0.7930729,1.0675689,0.889336,1.1929152,1.1988358,0.9171814,0.9901971,1.1336354,1.002424,1.2087312,1.1248668,1.0723534,1.2226565,1.2279544,0.6381236,1.1485662,1.1706018,0.89658284,0.91139597,0.95515186,1.0704485,0.94856775,1.0113697,0.95343685,1.1216636,0.97887087,1.0840979,1.1789508,0.8006243,1.037658,1.1575623,0.923383,1.1710362,0.91182494,0.9283631,1.1757429,0.9070209,0.9808685,0.40613645,0.92889386,1.0708154,1.1529168,1.1993716,1.0165964,0.8839865,1.1963848,0.899389,1.0718673,1.0215406,0.7956406,0.9296273,0.9669088,1.0031174,0.5571524,1.0507356,0.8937466,1.0969114,0.98489755,1.143342,1.0797929,1.08111,0.9285636,1.2274811,1.0726634,0.36887872,1.1595517,0.9559446,1.2359632,1.1965659,1.1210961,0.838428,0.99952143,1.0731821,0.97108525,1.1817774,1.0183744,1.0078835,0.9978615,1.0233431,1.1145289,1.121501,0.9427264,1.0450085,1.1085502,1.1836308,1.1877575,1.032084,0.927973,0.89179605,0.9616773,0.8146013,1.1682998,0.4870553,1.1224014,0.9813858,0.8164189,1.06937,0.0,0.8611598,1.0675274,0.90692997,1.130389,0.840534,1.1889597,0.8139546,1.1892493,0.834392,1.2234552,1.0680524,1.1278322,1.1753674,0.99240166,0.9901009,1.0594848,0.95887667,1.0312665,0.8682231,1.083772,0.81824374,0.82297844,1.1751344,1.1900762,0.8787832,1.0072353,1.0342772,1.1144062,0.89436734,0.86714536,1.1250435,0.9822395,1.0361203,1.1386585
pumpkin,0.9768896,0.9033385,0.540239,1.0893084,1.1695266,0.64512277,0.7419916,0.8507029,1.1097479,1.2281234,1.2758075,1.1287221,1.368692,1.1359661,0.8957759,1.1743135,1.2081767,0.95768076,0.9627553,0.87858504,1.0871443,0.6684507,0.9252078,1.0045857,1.3350321,0.7563088,1.1526165,1.3932339,0.9204216,1.1193869,1.2403531,0.67724353,1.2978288,0.7905852,0.8601496,1.3903852,0.7267811,0.9508489,0.9876488,0.8705895,1.2676225,1.234241,1.200006,0.9594146,0.7233566,1.1900617,0.95145446,1.0599072,0.88668513,0.9671975,0.9200034,1.0510942,1.0651292,0.7794477,0.9377492,1.1721627,1.0092735,0.8389807,1.0888648,0.9513314,1.0369384,1.0258185,1.0020926,0.71508586,1.0578358,1.2140125,1.0914967,1.1317002,1.1926842,1.319659,1.0447712,0.8728119,0.6119271,1.1742245,1.0162052,0.87186885,0.8130677,0.8259705,1.2543095,0.85874534,0.8679174,0.46240985,1.2863071,1.0185221,1.1815757,1.1985418,1.0739917,0.87032723,0.90866524,0.8825875,0.9971431,0.9160787,0.8467417,1.0978901,0.75909764,0.90020704,0.8673936,0.8611598,0.0,1.0508935,0.9800536,1.2994471,1.0238464,1.0639169,0.9090589,1.2321148,1.0045751,1.1430259,1.0199512,1.1613259,1.1792188,0.8254999,1.0075856,0.98009485,0.98584944,0.9589478,0.96257496,1.0366108,0.6282916,1.0054046,1.1836778,1.2968152,0.77721477,0.6701734,0.9918729,0.9921291,1.1661568,0.76044893,0.9589895,1.3149234,0.82847273,1.3848789
purse,0.92160285,0.8292098,1.1596684,0.7158072,1.0137671,1.1299632,1.0310706,1.0204495,0.6213603,1.0465767,0.9229293,0.3633623,0.8806032,0.933958,1.0353655,0.7944238,0.9015536,0.68539536,0.89768744,1.0393064,0.55283076,1.1100636,0.7592453,0.93358254,1.0788302,1.1640143,1.0846362,0.9764803,1.0083582,0.8947592,0.9475363,1.1488998,0.880843,1.0838324,1.240144,0.8308985,0.82250154,0.8709117,1.041192,0.8257849,1.0575522,0.8338643,1.0463759,1.3276988,1.0931771,0.95691097,1.1850952,1.17061,1.070507,1.2435243,1.256316,1.2101412,1.1763017,1.0462266,0.89537996,0.91461897,0.71024704,1.1586215,0.6945234,0.6771771,1.1787744,0.95020753,0.91622376,1.1472179,1.0540783,0.9732758,1.0408903,0.8635069,1.0132657,0.87008417,1.0650929,0.86042476,1.023354,0.8483901,0.72664946,1.2404785,0.9732424,1.370332,0.8986975,1.0600944,1.2249161,1.3099685,0.7712083,0.9677152,0.9773003,0.87887394,0.85280627,1.2200828,1.2519906,1.0613617,1.0273409,1.1666492,1.004533,0.7470142,1.1607245,1.0120234,1.0768456,1.0675274,1.0508935,0.0,0.9573594,1.0934879,1.217658,0.94082695,0.99838006,0.9945105,1.2057912,0.8585175,1.1171924,0.98458934,0.9139656,1.059434,1.3241436,0.7769016,1.2329025,0.8856396,1.0166624,1.0601597,1.1641248,0.81289566,1.0648983,0.8491844,0.99237543,1.3087262,1.2713264,1.1119934,1.05709,0.70356894,0.80857897,0.9312141,1.1561235,1.0932473
