,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
book,0.62703294,0.9951621,1.0731308,0.87057567,1.1120391,1.1070732,1.095311,0.9702401,0.80801034,1.1031122,0.7329603,0.94305074,0.95751816,0.9711725,0.8894307,0.6592585,0.9269566,0.0,0.91138226,1.1047915,0.2755953,1.1098343,0.9509267,1.1292881,0.9434288,1.2207305,1.1188161,1.0541981,0.9751947,1.0198807,1.0112946,1.0893773,0.9378712,1.0049124,1.1523896,0.8385359,1.0430112,0.80879587,0.9443938,0.73119724,1.0597999,0.9602401,1.0770309,1.2681692,1.0217763,1.0208336,1.144214,1.0735822,1.1133846,1.122552,1.254457,1.2204312,1.0414176,0.87149614,0.45198256,1.051278,0.8368416,1.3042455,0.93687636,0.5385952,1.1072025,0.9823323,0.98128396,1.2184379,0.99870336,0.9395157,1.1192576,0.9019288,0.98853844,0.9529724,1.0686618,0.94105625,1.0128052,0.96723455,0.90236187,1.2168522,0.9637856,1.299258,1.1116108,1.1768708,1.2525607,1.2669027,0.8474064,1.01805,0.9928977,1.0961944,0.28275788,1.1848254,1.1896422,0.956477,1.091303,1.1697433,1.0069985,0.8014597,1.1015245,1.0065067,0.99611074,0.89658284,0.95768076,0.68539536,0.9838673,0.9906888,1.3147242,1.0097314,0.90705967,1.0328891,1.1530609,1.1272376,1.202277,1.0987554,0.674013,1.2151258,1.1939166,1.0112774,1.107795,0.92273724,1.116512,0.9698642,1.1316514,0.8796748,1.100803,0.65416425,0.92860466,1.3344436,1.1915905,1.0097747,1.160763,0.5263819,0.59399694,1.077466,1.2600037,1.1197532
bottle,1.2701887,1.099171,0.76966333,1.0497009,1.2779402,0.71539307,0.77475977,1.176461,0.58778673,1.359802,1.2965033,0.9557804,1.3653231,1.3364977,0.9506603,1.3463243,1.1806414,0.91138226,0.0,0.66806185,1.1331477,0.92833686,0.5105268,0.7975695,1.1858625,1.0163696,1.238406,1.2274857,0.62676144,0.62920964,1.2065086,0.9806063,1.3089094,1.1779,0.737285,1.2578628,0.46238184,1.0797392,1.1677175,1.077354,0.9462571,1.2037308,1.2842501,0.8115386,0.76867545,1.2127573,0.84134924,1.2763891,1.0855689,1.1754516,0.6724559,1.1215173,0.7687856,0.9436937,1.1337461,0.84607404,0.9883105,0.7941272,1.0485708,1.0457058,1.2211239,0.8721696,1.2930504,1.0566562,1.1594386,1.238806,0.46216595,1.4366629,1.1641413,1.1951542,0.47985518,1.0077611,1.1421461,0.5864714,1.2278272,0.94998735,1.0103861,0.77326727,0.7119887,1.1015362,1.3617082,1.0428427,0.75397515,1.200956,1.2810817,1.4308044,1.1253703,0.86268914,0.6654879,0.6815932,1.1801815,1.0559056,1.1204153,1.2358809,0.9120716,0.71527576,0.9928852,0.91139597,0.9627553,0.89768744,0.42080092,1.0949153,0.83625776,1.2517614,0.7470326,1.2597353,0.7518673,1.4043994,0.88124985,1.1094552,1.247159,0.8482052,0.8610256,0.9694932,0.76751196,0.79403794,0.6003889,1.1594373,0.6684347,0.9834642,1.251997,1.2867877,0.63167554,0.90218306,0.9825965,1.0454059,0.63518417,0.8066633,1.1383009,0.78117704,0.99380654,1.0981314
bowl,1.443777,1.1126411,0.65224725,1.1932409,1.5037218,0.5678344,0.51985604,1.0505457,0.7333609,1.1154246,1.5300008,0.8779739,1.3341038,1.5230231,0.9821055,1.4831707,1.2637439,1.1047915,0.66806185,0.0,1.2973546,0.553036,0.8750167,0.6566026,1.3535078,0.73197246,1.1556978,1.3330048,0.7060851,1.0015268,1.0920528,0.6886635,1.324063,0.87490994,0.47143686,1.474822,0.5516069,1.0035869,1.2301824,1.2298372,1.0529227,1.1875525,1.4468935,0.6735033,0.70783794,1.4200349,0.72528,1.3981011,1.0410691,0.87033904,0.5653282,0.733245,0.651579,1.0144639,1.2520325,1.0036705,1.1030781,0.5713093,1.2357817,1.1514246,1.3776838,0.9323689,1.3491371,0.9895404,1.2153372,1.472815,0.560488,1.480794,1.1319332,1.3640693,0.69222355,0.9194974,0.9476173,0.909399,1.4834702,0.7168881,0.73903126,0.6625788,0.7388561,0.9291319,1.1055098,0.70918113,0.8477988,1.1188664,1.5190644,1.3464779,1.2981641,0.46250397,0.5387951,0.6042391,0.9503055,1.0086546,0.8982724,1.227768,0.617232,0.90798074,0.46655613,0.95515186,0.87858504,1.0393064,0.544073,1.3772254,0.8591058,1.3860235,0.8611988,1.5091069,0.57443583,1.3587401,1.0878694,0.7411009,1.4536365,0.5332947,0.62139326,0.89677274,0.5795129,0.86173946,0.8385771,1.2377505,0.62318474,1.046046,1.4296687,1.4788699,0.4719231,0.7405471,0.68354106,0.9777142,0.5259826,1.0079734,1.0730182,1.0295173,0.6805052,1.2566574
box,0.6468114,0.87062764,1.3210144,0.80744064,0.8347018,1.3325837,1.2648702,1.005838,0.81205416,0.8728561,0.54953074,0.9834612,0.6173733,0.7500438,1.0215487,0.480067,0.7019124,0.2755953,1.1331477,1.2973546,0.0,1.2567313,0.8591602,1.0720165,0.753198,1.304163,1.0007081,0.72222984,1.2629781,0.97942686,0.95875704,1.2191828,0.6493759,0.9846561,1.3920207,0.5134592,1.142098,0.83850217,0.9440374,0.71225476,0.9185235,0.6762628,0.8820828,1.3277836,1.2242869,0.8572545,1.3119786,0.9930847,1.183793,1.216465,1.4666271,1.2732828,1.2087963,1.1006935,0.5359186,1.1180754,0.77134794,1.4919177,0.83025306,0.583458,1.0401686,1.0838215,0.8881543,1.2713096,0.9995176,0.7891643,1.1919552,0.6582781,0.8600515,0.71931756,1.2554071,1.0260645,1.0538915,0.9271172,0.7281916,1.3235247,1.0150987,1.501257,1.0714152,1.1756798,1.2017313,1.382772,0.7431438,0.8704648,0.7798978,0.81727254,0.3791979,1.3478701,1.4622416,1.245282,1.122027,1.1959888,1.057641,0.64958084,1.2421104,1.115022,1.1386981,1.0704485,1.0871443,0.55283076,1.2344589,0.7543782,1.3582065,0.81489825,1.0960186,0.82661295,1.3598733,0.86701256,1.1004845,1.0663716,0.5824605,1.3286766,1.3621771,0.9676734,1.2711235,0.99235255,1.2862726,0.8735244,1.3350341,0.80416,0.87043667,0.42651534,1.1877353,1.4828017,1.326178,1.0091963,1.3351091,0.66230154,0.60025346,0.9872013,1.366546,0.89929336
bread,1.1606508,1.0846813,0.7690321,1.0713141,1.2885959,0.79001594,0.83187646,0.72045386,0.96536887,1.2266417,1.4065166,1.1478682,1.4004117,1.2994226,1.0193322,1.3199487,1.2733748,1.1098343,0.92833686,0.553036,1.2567313,0.0,1.0046073,0.89802563,1.3699985,0.80566794,1.1603813,1.4264547,0.8399886,1.1246887,1.181412,0.1716072,1.354953,0.37080693,0.8050865,1.457596,0.7765683,0.7180608,1.0425212,1.1278032,1.1783258,1.2500197,1.3083487,0.91318774,0.8409312,1.3116578,0.8861635,1.2335713,0.9609065,0.85026395,0.82231313,0.94890714,0.8518481,0.8991327,1.1585736,0.9946438,1.1055672,0.8873542,1.181582,1.0725297,1.2196779,0.90664184,1.162434,1.0235826,1.1088381,1.3691115,0.8948485,1.326448,1.1314516,1.3028872,0.9707669,0.5821615,0.8588783,1.1114883,1.2162772,0.9078835,0.2243669,0.820346,0.99944466,0.9209766,1.0682601,0.7799522,1.1032112,0.76427263,1.3352493,1.2918346,1.1889999,0.41170496,0.82087076,0.8836133,0.9928134,0.71144164,0.92708194,1.1710783,0.2592498,0.99629235,0.40174693,0.94856775,0.6684507,1.1100636,0.8595766,1.3382014,0.9149649,1.2116503,1.0182663,1.3419957,0.8357632,1.2824825,1.0568444,1.0595782,1.3830416,0.85715723,0.8199505,1.013945,0.85336596,0.74827564,0.9511012,0.9683637,0.7882189,1.0794082,1.3260257,1.3813589,0.80804974,0.8300089,0.9101861,1.0270919,0.88364214,0.9991651,0.852953,1.2166288,0.88400364,1.306103
bucket,1.0848024,0.8059319,1.0703758,0.9928282,0.9003097,1.0392212,0.8328322,1.055154,0.6144785,0.96449304,1.2251036,1.0064647,1.0373194,1.1226757,0.9984442,1.2139144,0.7904297,0.9509267,0.5105268,0.8750167,0.8591602,1.0046073,0.0,0.8149135,1.1955376,1.0507048,1.1294696,0.93262196,1.0336796,0.5934934,1.0457102,1.1066576,0.9980862,1.1770648,1.1254425,1.037875,0.40516788,1.011241,1.0831816,0.8563699,0.8381577,1.0228505,1.1157523,1.0650275,0.9669177,1.1278305,1.118952,1.1744416,1.0307981,1.353918,1.056684,1.2392579,1.0949802,1.0305008,1.1068602,0.9004417,0.84901166,1.0276078,0.868223,1.0250863,1.1052383,0.8874551,1.0501881,0.96278983,1.0795237,1.1848041,0.8396584,1.1744322,1.020567,1.0048518,0.7617263,0.87437296,1.0880659,0.5307083,0.85422623,1.1652198,0.9812408,1.1637932,0.63296664,0.97520715,1.1652707,1.0550282,0.68941426,1.1579523,1.0867836,1.0990828,1.0544796,1.1439228,1.1432492,0.9904182,1.1709832,0.96420074,1.1197344,0.88920546,1.0305457,0.69222945,0.985537,1.0113697,0.9252078,0.7592453,0.82052934,0.9091293,1.0749686,1.1108949,1.0064441,1.0911676,1.1267533,1.2039294,0.86853653,0.8453473,1.1188757,0.9708686,1.2306482,0.7079921,1.0670558,0.90564126,0.9819691,1.0544055,1.0226141,1.0039458,1.0576538,1.0016521,0.9586359,1.0602387,1.1757494,0.88909334,0.92960215,0.8951095,1.0108539,0.8092929,1.1610633,0.9601519
can,1.2929938,0.79702604,0.8910443,1.2880359,1.2558303,0.8717395,0.857396,1.254745,0.9077236,1.1908151,1.3780932,0.95187724,1.1659847,1.0928679,1.0460132,1.2704455,1.1099432,1.1292881,0.7975695,0.6566026,1.0720165,0.89802563,0.8149135,0.0,1.2849387,0.7436172,1.0249008,1.0410947,0.8676045,0.8377596,1.1631836,1.0194199,1.0934025,0.99938935,0.6834106,1.2605723,0.6113759,1.2603141,1.0512118,0.9527896,0.92076087,1.1110076,1.1886938,0.73096186,1.1099249,1.1903472,0.93235767,1.3353114,1.0098112,0.9370636,0.7092247,0.68320704,0.87506187,1.033517,1.2923247,1.0868876,1.2423196,0.67085457,1.0009607,1.2078726,1.2588003,1.0137169,1.1838275,0.9890082,1.0293757,1.150075,0.5429313,1.0931991,1.1096452,0.97153956,0.85632956,1.1993885,1.0236125,0.8714579,1.3135476,0.79836017,1.0703628,0.89723307,0.731786,0.6395948,1.0757867,0.8752488,0.76207685,1.1273062,1.2008162,0.9023719,1.2261764,0.81866515,0.7836509,0.79968965,0.91810286,1.1303654,0.8492091,0.88902295,0.9279854,0.8395578,1.104456,0.95343685,1.0045857,0.93358254,0.7561178,1.2710071,0.7888583,0.9887025,0.9665343,1.2146976,0.7191017,0.9976211,0.974487,1.0497651,1.4393363,0.37696397,0.8754615,0.6267289,0.7872188,1.0782787,0.9375774,1.25538,0.76988053,0.9811172,1.1472722,1.3129604,0.941911,0.78007734,0.8261881,1.0028011,0.63137877,1.1428379,1.3755413,0.83245075,0.69221306,1.112494
car,0.7568819,1.1303002,1.2850237,0.9369222,0.83457655,1.2903209,1.3044391,1.1138408,1.0025421,0.85080075,0.41587925,1.0553089,0.60817474,0.707378,1.0267769,0.5676751,0.8411335,0.9434288,1.1858625,1.3535078,0.753198,1.3699985,1.1955376,1.2849387,0.0,1.3836336,0.7403753,0.68338835,1.1589493,0.9307505,0.840465,1.3302989,0.69760394,1.1067872,1.3233297,0.4464941,1.4232769,1.0271314,0.8956016,0.9108247,0.8898237,0.7057091,0.66064644,1.1895247,1.2419873,0.60587794,1.2070712,0.6923364,1.2752458,0.9445572,1.2301742,1.1184547,1.1265911,1.1069447,0.8421134,1.0357121,0.9758421,1.3004534,0.97819,0.9771152,0.7906834,1.0554752,1.0256554,1.1818283,0.91519403,0.5018462,1.0947769,0.7573291,0.8345753,0.8396009,1.1974103,1.1311748,1.1431078,1.0022358,0.9148964,1.2308475,1.2438351,1.2101142,1.1168113,1.3138297,1.1161023,1.2159907,1.0073099,0.8083049,0.5948306,0.8545593,0.8017977,1.2658955,1.2372975,1.3265057,1.1576015,1.1632742,1.1470925,0.86927366,1.1881685,1.2533402,1.2780724,1.1216636,1.3350321,1.0788302,1.228239,0.53730035,1.1412572,0.84843487,1.0895429,0.5801984,1.1333339,0.76985407,0.8044199,1.0657017,0.5661168,1.4086388,1.0876284,1.2102448,1.1515601,1.2229242,1.1421038,1.0016111,1.3325762,0.83924544,0.68796235,0.5379833,1.2626066,1.3773906,1.23314,1.111908,1.1754807,1.0455877,0.9647733,0.9823086,1.3549383,0.55328393
carrot,1.2894063,0.97030467,0.77547455,1.0865238,1.154491,0.70282024,0.68665373,1.1262255,1.1306432,1.1519091,1.4134532,1.0974379,1.2520381,1.2630074,1.10669,1.370476,1.1495795,1.2207305,1.0163696,0.73197246,1.304163,0.80566794,1.0507048,0.7436172,1.3836336,0.0,1.1181376,1.2369953,0.9830468,1.2385325,1.1086543,0.8700897,1.2098124,0.8540729,0.6218029,1.4085503,0.66561264,1.1436074,1.1325874,1.0985913,1.1168135,1.2232175,1.3296726,0.6414842,0.7936587,1.1925045,0.72661996,1.1175038,0.47850144,0.83273184,0.7266017,0.6568046,0.8624046,1.0453664,1.2255201,1.0920871,1.183243,0.6397501,1.0817573,0.982103,1.0794007,0.840125,0.8077404,0.78997785,1.0390549,1.3106933,0.87084675,1.2091122,1.1462903,1.2009208,0.9994028,1.1432182,0.80513126,1.1793594,1.1535604,0.5485687,0.9879782,0.6172719,0.9270194,0.7110751,0.6058245,0.50406873,1.0313919,1.0631124,1.3258485,1.0824249,1.2744029,0.7838274,0.7298685,0.7559099,0.8508815,0.9559213,0.9064227,1.1476035,0.9026978,0.9488722,1.0104686,0.97887087,0.7563088,1.1640143,0.9654397,1.3975332,0.69563085,1.2090945,1.0709176,1.3451557,0.77473223,1.020722,1.065395,0.99273914,1.3676888,0.5579798,0.74655974,0.8883689,0.9018601,0.9855555,1.014172,1.2332896,0.68862975,1.1767981,1.3017788,1.4139221,0.9323481,0.36974192,0.6474685,0.899804,0.78061324,1.1705747,1.3309519,1.0334992,0.5355888,1.2850461
cat,0.98734635,1.0591294,1.2221541,1.0921623,0.9025941,1.2297637,1.1620371,1.1460667,1.16142,0.70520824,0.91881794,0.95252407,0.7868973,0.81044596,1.1928291,0.8690403,0.95220023,1.1188161,1.238406,1.1556978,1.0007081,1.1603813,1.1294696,1.0249008,0.7403753,1.1181376,0.0,0.84971726,1.1251843,0.9206763,0.6885015,1.2024741,0.8142873,1.0820622,1.0687758,0.8798106,1.2388452,1.204416,0.92169756,1.0733596,0.71309334,0.78901535,0.8083222,0.9657779,1.2250917,0.8062198,0.980202,0.9095869,1.18667,0.97095436,0.95053506,0.92318535,1.0256096,1.1909753,1.0210772,0.8879559,1.0969507,0.9073571,0.9674419,1.1257114,0.90775126,1.1743319,0.85918486,1.0759706,0.94616854,0.8420074,1.0575513,0.83399177,0.7813443,0.96183044,1.0628982,1.1412468,1.182388,0.98362434,1.0209677,1.07919,1.203663,0.9936625,1.0335779,0.9027189,0.9137805,0.9019705,1.0703802,0.843395,0.8412537,0.8027674,0.9411683,1.0559657,1.0389935,1.0621381,1.1501422,1.0672256,1.1010938,0.96324444,1.0302838,1.1277889,1.071734,1.0840979,1.1526165,1.0846362,1.1841683,0.8169541,1.0495396,0.7587013,1.210827,0.7847229,0.9954752,0.821562,1.052225,0.78515226,0.9601664,1.0404164,0.9706264,0.9649527,0.9395282,1.3250794,1.1634464,1.0550053,1.1966919,1.2021474,0.8683888,0.9193826,1.258618,1.0947921,0.9390299,0.94591683,1.1115624,1.2987535,1.068416,1.0003175,1.0038446,0.64993006
chair,0.98569995,0.8542353,1.504283,0.9842592,0.4582137,1.4644573,1.3692312,1.1822748,0.9457788,0.46455538,0.54241234,1.024672,0.19741434,0.74679303,1.2139157,0.6629946,0.5106039,1.0541981,1.2274857,1.3330048,0.72222984,1.4264547,0.93262196,1.0410947,0.68338835,1.2369953,0.84971726,0.0,1.3120648,0.72912186,0.7779529,1.3835928,0.25714064,1.3098086,1.4904387,0.22800285,1.3531485,1.1645197,0.9348945,0.90947115,0.5244279,0.63759315,0.63300586,1.2308619,1.3236016,0.7930362,1.288561,0.8040253,1.1878834,1.2966906,1.3215811,1.1184306,1.148164,1.4085262,0.95945346,0.95766646,1.0920364,1.3517051,0.82756037,1.2222145,0.81910884,1.1603844,0.96260124,1.1742737,0.9648998,0.7202407,1.0578859,0.63965803,0.87557304,0.3626116,1.074516,1.0971433,1.3000559,0.8039937,0.8053624,1.2892373,1.281075,1.3654635,0.7573547,1.1343744,1.0301912,1.3778713,0.734853,1.0342903,0.6535538,0.54471457,0.8841175,1.4019573,1.4296019,1.4780889,1.1657326,1.1162041,1.1171632,0.5909313,1.3794959,1.1428431,1.2840356,1.1789508,1.3932339,0.9764803,1.2719764,0.47665656,1.1536725,0.8662661,1.3314734,0.6328376,1.1975974,0.78437316,1.0332274,0.7434159,0.6220649,1.2790658,1.2494057,0.94001067,1.2512319,1.1324997,1.2614113,0.8167602,1.4408971,0.86924016,0.55374426,0.34182298,1.4242444,1.3980329,1.2536467,1.1467016,1.0323637,1.2966754,1.0219288,0.69991326,1.3803713,0.4051559
clock,1.1217608,1.3093438,0.7114829,1.1900235,1.4316399,0.6821579,0.75874364,1.1659309,0.7100704,1.3660152,1.311093,0.9754743,1.4028347,1.3238999,0.8640886,1.2877933,1.4036105,0.9751947,0.62676144,0.7060851,1.2629781,0.8399886,1.0336796,0.8676045,1.1589493,0.9830468,1.1251843,1.3120648,0.0,0.8250607,1.1416668,0.77011126,1.3794646,1.0067987,0.694678,1.3149929,0.77962613,0.9699128,1.0808328,1.2624426,0.8893399,1.2957501,1.2393603,0.8551931,0.71871376,1.2628576,0.6273561,1.2693932,1.1186368,0.9008203,0.563198,0.94061327,0.6476635,0.77559125,1.154672,0.8939878,1.2423395,0.76218855,1.2944826,1.1314511,1.2346172,0.6309979,1.3993113,1.0708083,1.0313889,1.228082,0.7209999,1.4438174,1.1448163,1.2199947,0.3967836,0.9557582,1.1672382,0.8950866,1.4063427,0.9026088,0.91220146,0.7423246,0.9544017,1.0528181,1.3335043,0.93120265,0.86076355,1.1176152,1.3016181,1.4008749,1.1495217,0.7175814,0.5636587,0.6567847,1.0269605,1.0555044,0.9534636,1.2956274,0.7962506,0.73766035,0.9035184,0.8006243,0.9204216,1.0083582,0.5328821,1.2300456,0.73970306,1.2437972,0.7450236,1.2751544,0.5531868,1.3924239,0.97939456,1.1389529,1.2768693,0.8591955,0.75413316,1.1385834,0.78093517,0.84385324,0.5071033,1.1254764,0.62983227,1.0498588,1.2590611,1.3925089,0.58293205,0.9663823,0.89324784,1.1455629,0.6924938,0.9440975,1.1672628,0.7585898,0.9300977,1.1088645
closet,1.1495018,0.88978904,1.1085759,1.0409338,0.92636704,1.0694786,1.0765405,1.1925284,0.7237424,1.080808,1.0504005,1.0835761,0.99201614,1.0177977,0.9821756,1.1102153,0.8862286,1.0198807,0.62920964,1.0015268,0.97942686,1.1246887,0.5934934,0.8377596,0.9307505,1.2385325,0.9206763,0.72912186,0.8250607,0.0,0.95931953,1.1588506,0.89449847,1.2300498,1.1472654,0.8492503,0.85496557,1.0188642,0.98670274,0.8348234,0.55870265,1.1184865,0.9561392,1.1291114,1.0365411,1.0534029,1.0070872,1.1074568,1.2327491,1.2841476,0.8975096,1.2212425,1.0670718,1.1057209,1.080213,0.7410469,1.1186236,1.101775,0.9709722,1.2305412,1.0496087,0.9553216,1.234602,1.1591223,1.1313219,1.0161614,0.7028375,1.1917123,1.1273922,0.84326684,0.63840586,0.89119124,1.2837744,0.63455534,1.0075467,1.2782229,1.033196,1.1116021,0.783043,1.0804783,1.2875466,1.2303113,0.67147684,1.1132514,0.9625151,1.1374376,1.0762123,1.0580146,1.1162035,1.057301,1.2408756,1.0142554,1.201827,0.84346926,1.0839752,0.91359305,1.1905493,1.037658,1.1193869,0.8947592,0.7566792,0.7452551,1.0205394,1.0490414,1.0125705,0.9463841,1.0243969,1.2994223,0.8221769,1.0201422,1.0448221,1.1648269,1.1290468,0.79594076,0.9544136,1.0540196,0.8470127,1.0186845,1.0298462,0.8794031,0.9057968,0.937582,0.97908425,1.2364099,1.2072244,1.1203415,0.81830955,1.0559655,1.0961648,0.6736227,1.3179386,0.5660513
comb,1.0044659,0.99631935,1.2794001,0.82401633,0.9598383,1.2070882,1.0268477,0.90945697,0.802323,0.611161,1.0145763,0.9189985,0.7567338,0.9783181,1.0951945,0.9255128,0.8614113,1.0112946,1.2065086,1.0920528,0.95875704,1.181412,1.0457102,1.1631836,0.840465,1.1086543,0.6885015,0.7779529,1.1416668,0.95931953,0.0,1.2096487,0.860906,1.0510463,1.0791293,0.842468,1.2237439,1.0227647,1.0842187,1.0689951,0.76319134,0.7807861,0.9379389,1.0879552,1.0799206,0.99288356,1.1007657,1.0132443,1.1624296,0.95063645,1.0779626,0.97590685,0.87701845,1.1282547,1.0258262,0.6516759,0.92039096,0.98452246,0.9053371,0.8616009,0.9817552,0.8634912,0.957684,0.9894465,1.0434115,1.022416,1.1767019,0.9390175,0.6879316,0.925758,0.9633169,1.0277733,1.1356324,0.9632169,0.88317335,1.0816336,1.1332296,1.1092479,0.82066286,1.0878774,0.9330551,1.0760574,0.99687934,0.9151658,0.9790656,0.9382594,0.9352951,1.0901333,1.0587326,1.04987,0.99955887,0.95082504,1.1872689,0.8400219,1.1055521,1.1841418,0.8735228,1.1575623,1.2403531,0.9475363,1.1555619,0.95204866,1.1064272,0.9089337,1.076609,0.95329314,1.0432504,0.9319984,1.0819663,0.6025913,0.8989648,1.1616491,1.0335174,0.93468875,1.0630165,1.1185492,1.1418654,1.0042776,1.2812631,1.1481225,1.0309259,0.91012084,1.1517099,1.1877509,1.0741425,0.8814706,0.86967385,1.1736066,1.0082241,0.95650226,1.1353413,0.6610113
cookie,1.0744674,1.157621,0.74124,1.0590225,1.2709955,0.716058,0.838924,0.7304178,1.0245597,1.2396427,1.2944412,1.1870307,1.3606721,1.2988384,0.924873,1.2604077,1.2808924,1.0893773,0.9806063,0.6886635,1.2191828,0.1716072,1.1066576,1.0194199,1.3302989,0.8700897,1.2024741,1.3835928,0.77011126,1.1588506,1.2096487,0.0,1.3441322,0.36917937,0.8865572,1.3780994,0.8914353,0.5553001,1.0083332,1.1182575,1.1553077,1.2449603,1.2332096,0.97425956,0.77227545,1.3045075,0.80733836,1.1135492,1.0091206,0.90111923,0.8436715,0.99981385,0.86207646,0.8047802,1.0658517,1.0628138,1.0619663,0.98474413,1.2720193,1.0583987,1.1021422,0.8824419,1.2339067,0.99437785,1.0924525,1.2919822,0.98879886,1.2926773,1.1828034,1.3252323,0.95253307,0.6682522,0.8822951,1.1351732,1.1561505,0.9522891,0.19702625,0.8812161,1.1432303,1.0299716,1.0656264,0.85502464,1.1188765,0.8128664,1.3051219,1.2781545,1.1636742,0.42890537,0.89711946,0.96747583,0.94923687,0.7949195,0.9091532,1.25813,0.44691443,0.95576656,0.4314729,0.923383,0.67724353,1.1488998,0.9017047,1.2830322,0.8466279,1.229327,0.94546634,1.2998258,0.8490472,1.2954085,1.0777725,1.1368783,1.2533562,1.0082935,0.897692,1.1887836,0.9499301,0.74854815,0.8348262,0.95664966,0.77491915,1.0712086,1.2393677,1.3348166,0.7210043,0.89067996,0.95829815,1.0922705,1.0282713,0.8839788,0.7733806,1.1832095,0.958634,1.2966802
couch,0.87137884,0.8793735,1.423589,0.959153,0.5528133,1.364774,1.3421433,1.1169703,1.0893931,0.53522277,0.48974514,0.9709637,0.20131314,0.72755075,1.1944113,0.5802877,0.6062385,0.9378712,1.3089094,1.324063,0.6493759,1.354953,0.9980862,1.0934025,0.69760394,1.2098124,0.8142873,0.25714064,1.3794646,0.89449847,0.860906,1.3441322,0.0,1.2365422,1.488312,0.3440132,1.3635252,1.1359258,0.861651,0.8281022,0.78341424,0.62511253,0.69772816,1.2663748,1.2959335,0.7469946,1.3182594,0.79182714,1.1668878,1.196651,1.3845646,1.1280775,1.3076181,1.3320783,0.91648257,1.053329,1.0154335,1.3682965,0.7401185,1.1047583,0.82211447,1.2095623,0.86065924,1.1190768,0.94460857,0.7375796,1.1807508,0.55356383,0.8937484,0.48550856,1.2499669,1.0848492,1.1970537,0.92571425,0.69175655,1.2948143,1.2086135,1.3363897,0.8903709,1.1273719,0.98156404,1.3299414,0.83660996,0.98945385,0.69569254,0.49286413,0.80102754,1.4198623,1.4442976,1.4718677,1.118278,1.1267272,1.0365131,0.4855131,1.3439747,1.2101159,1.2497429,1.1710362,1.2978288,0.880843,1.3273654,0.53195643,1.2000623,0.8113113,1.3378927,0.69634336,1.2747202,0.73896825,1.0622567,0.8037894,0.5674417,1.2533019,1.2413206,0.9601966,1.2388811,1.1359011,1.272582,0.7979472,1.4507015,0.85266507,0.60500365,0.26473355,1.4204028,1.3586034,1.2595454,1.1502959,1.1482316,1.189814,0.9525019,0.8929076,1.3081415,0.55485636
cracker,0.91105753,1.0818677,0.92970717,0.932896,1.1956931,0.9567714,0.9917881,0.67499465,1.1142001,1.1751851,1.2235048,1.1768416,1.2248589,1.0829793,0.9664845,1.0647578,1.0934426,1.0049124,1.1779,0.87490994,0.9846561,0.37080693,1.1770648,0.99938935,1.1067872,0.8540729,1.0820622,1.3098086,1.0067987,1.2300498,1.0510463,0.36917937,1.2365422,0.0,0.9043493,1.257378,1.0168345,0.58750904,0.8909367,1.0071265,1.1767138,1.0359682,1.2392379,1.0002145,1.0474052,1.1669488,1.0721875,1.090843,0.97447664,0.6767291,1.006177,0.92159975,0.87677217,0.801932,1.0757754,1.0368425,0.96105987,1.1227336,1.2319719,0.8240509,1.1179152,0.8483181,0.98690844,1.1190107,0.9528691,1.1752551,1.0648922,1.1248127,0.97844297,1.1773925,1.2288259,0.89689845,0.7865839,1.207665,1.0554931,0.94430166,0.32301295,1.0019203,1.1578524,1.0208602,1.0124619,0.8831885,1.2037704,0.63260233,1.2035124,1.1152372,0.99442476,0.5312203,1.000358,0.9699987,0.87191105,0.8183519,0.92738706,1.1108643,0.5974505,1.0542419,0.56988364,0.91182494,0.7905852,1.0838324,1.1707549,1.2596629,0.8751079,1.0218005,0.9712303,1.2304455,0.97934026,1.0564966,1.0328243,1.1852708,1.2430265,1.0546904,0.9613426,1.1991308,1.0347431,0.7840642,1.0788571,0.9925861,0.94681084,0.9156205,1.235536,1.1744273,0.9774603,0.9985383,0.9972722,0.9060523,1.1183462,0.9002038,0.8181587,1.1960094,1.0447482,1.2788818
