,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nail,1.481711,0.23388457,1.3602791,1.3666681,0.7619196,0.603773,0.90891737,1.1320713,1.3345828,1.432338,0.5833508,1.4396412,1.4727644,1.5052558,1.3286316,1.1965322,0.31432104,0.99203193,1.3866985,0.40690875,0.7052071,1.0048726,1.2280271,0.6052122,0.8616104,0.8994236,1.1577111,1.377986,0.7092772,1.1658467,1.2314056,1.1726953,0.91917413,1.3389373,0.54342437,0.20215148,1.4495742,0.53453887,1.1800618,1.1610008,1.3216908,1.0794476,1.0098287,1.3213524,1.2614133,1.2895463,0.43498266,0.67439365,1.2008309,0.919269,1.1466612,0.8221459,0.19492364,0.37903887,1.1107793,0.9582658,1.1112616,1.0298767,0.41238314,0.8178963,1.1361762,1.0062151,1.116634,1.3371613,0.54335463,1.2116369,1.3307369,1.1081347,1.4294677,1.0220073,1.4152638,0.80010486,1.0012658,1.1115248,1.378396,1.0868967,0.6235975,0.95934767,0.0,0.96894205,0.8907862,0.998164,0.3485589,1.1310496,1.2130005,1.3717339,1.2750261,1.3843591,0.634729,0.7827148,0.7503402,0.9030495,0.9422542,1.2424902,0.6776392,0.70784605,0.9855026,1.0291184,1.274082,0.7793742,0.38154876,1.1203401,1.2555425,0.6320027,0.98919207,1.3269206,1.3638988,1.3137125,0.6514487,1.397543,1.3478197,0.56162643,0.9079928,0.60373586,0.23330802,1.1681725,1.3460393,1.5310476,0.5032207,0.58325917,0.29605103,1.3064069,0.95784646,1.1940618,1.3540387,1.0700003,1.2205968,0.25418115,1.1978508
napkin,1.2135017,0.8812487,1.2683501,1.2241052,0.8057716,0.76230586,0.75408876,0.70570433,1.2104024,1.2862234,0.7851466,1.1729612,1.358369,1.1279398,1.2346746,1.1024063,0.6918313,0.46623492,1.2324209,0.5611619,0.64198637,0.7388983,1.1925099,0.5594302,0.7873842,0.8937566,1.2529011,1.1360772,0.7114936,1.2481914,1.2456365,1.0585185,0.69910467,1.2930608,0.6543532,0.8489864,1.2183561,0.5101937,1.0259566,1.0957632,1.179034,0.7502788,0.9104984,1.2461424,1.2953483,1.126148,0.7377992,0.6682509,1.112855,1.051111,1.3484606,0.93338144,0.8722429,0.65012944,1.1020005,0.76409924,0.9086225,1.0044838,0.90502036,0.6071551,1.1584349,1.0389751,1.3123232,1.2734399,0.77513933,1.2664024,1.4049625,1.2053729,1.2661748,0.88476676,1.2894897,0.67515785,0.9779235,1.0122669,1.0618489,1.0806897,0.9676632,1.0344537,0.96894205,0.0,0.8219991,1.0577959,0.7395854,0.9124946,1.105518,1.3907183,1.1478512,1.4110513,0.7256415,0.73370725,0.70924854,0.5496772,0.49930227,1.1111256,0.70978385,0.96603036,1.0179068,0.5819804,0.7317141,0.5976006,0.8709299,0.9171243,1.301327,0.6642673,0.740686,1.4385726,0.9744609,1.0798447,0.87876093,1.2250867,1.3646634,0.68590367,0.66862303,0.7809619,0.83817875,0.8529346,1.3978677,1.3072089,0.5941851,0.8454119,0.94074255,1.3922482,0.13494128,1.1748668,1.3139443,1.2485844,0.95995927,0.76082367,1.3007
necklace,1.0740595,1.0149053,1.2188928,1.0992072,1.0529068,1.0011648,1.0253131,0.96106005,1.2586577,1.2552495,0.8059506,1.2562072,1.1595054,1.104183,1.2616395,1.1729552,0.8446821,0.9546291,1.3142288,0.7650696,0.66842836,1.1032597,1.1356131,0.66728014,1.0090343,0.69458014,0.84894496,1.2395146,0.5192623,1.1183548,1.0963115,0.9532539,0.98262584,1.2840873,0.8455107,0.76852787,1.2407892,0.898656,1.0232537,1.1061349,1.2894764,0.9931284,1.0451651,1.2288904,1.1429552,0.86459535,0.6394855,0.9163325,1.0222285,0.73095685,1.280911,0.6647723,0.96651167,0.74065906,1.0262202,0.5943674,1.046787,1.1542206,0.58204436,0.74199545,1.138936,1.1085182,1.0714818,0.98948294,0.7723669,1.2572953,1.2118745,1.2509344,1.0631813,0.741405,1.2727312,0.8828555,1.0729958,1.1056217,0.9156019,1.2173661,0.76992345,1.111522,0.8907862,0.8219991,0.0,0.802953,0.9343773,1.1502054,0.8215663,1.184671,0.93738985,1.3458898,0.5708303,0.59776413,0.76949334,0.9434219,0.6579942,1.0349686,0.7305619,1.0924299,0.8501662,0.98839504,1.0736792,0.6882614,0.89655167,1.0834824,1.1133195,0.796534,0.9417505,1.2261269,0.8740786,1.002449,0.99216044,1.2249583,1.2914423,0.5365382,0.6941091,0.8483331,0.8710488,1.0027819,1.3335924,1.3053569,0.9580403,0.6548462,0.7824049,1.1521728,0.69374436,1.2992809,1.2961696,1.1664551,0.9993659,0.610046,1.2054952
nose,1.0063661,1.1134807,0.9928878,1.0009953,1.060769,1.0440648,0.8518938,1.2175053,1.2415313,1.1424483,1.2380574,1.1222271,1.0167395,1.0674826,1.2222226,1.0639133,1.1063948,1.1923474,1.1025612,0.814795,1.1451192,1.2419798,1.1376022,0.9254571,1.285342,0.67204124,1.1144707,1.1746035,1.1025496,1.217526,1.0647995,1.0399734,0.86955464,1.0552139,0.9062652,0.9520016,1.2316886,1.1161964,0.99124616,1.0968995,1.1023184,1.0891823,1.1670971,0.9973633,1.128602,0.8503983,0.73250926,0.8171528,1.0437347,0.41950297,0.73851955,0.36756295,1.07577,1.1666421,0.6941322,0.8239294,1.0271274,1.0730422,0.4531405,1.0994533,1.1805956,0.944372,0.6561586,0.6470213,0.8388264,1.1934313,1.0715772,1.1464117,0.84435785,1.0292972,1.1981479,1.2843934,0.95999205,1.1810713,0.84203225,1.1627482,0.97456473,0.6687379,0.998164,1.0577959,0.802953,0.0,0.9817609,1.1228468,1.1386597,1.083652,0.81184137,1.0614648,0.8530233,0.7610342,0.78009266,0.9645447,1.0481853,0.90343,1.1079142,1.1580435,0.75240946,1.1551547,1.1639904,1.0102388,0.96867836,1.2836808,1.0976307,1.1062198,1.1144366,1.0755702,0.8001615,0.93664634,1.0729456,1.1204996,1.1953083,0.5453757,1.0306957,1.1411506,0.8672396,0.9348262,1.0762522,1.1387687,1.0971041,0.43977392,0.71794003,1.0260137,1.0468853,1.1009856,1.0956535,1.1998028,1.0192428,0.88584507,1.0847089
orange,1.4714478,0.20945132,1.3070667,1.357691,0.5961157,0.4921149,0.6046388,1.0499742,1.3574692,1.513583,0.7185546,1.4815092,1.449995,1.4591262,1.3126107,1.1217946,0.33253837,0.79994315,1.3048507,0.31997776,0.775354,0.92177325,1.2442513,0.6191785,0.8801645,0.6899066,1.2481301,1.4229065,0.75131464,1.3083539,1.3149252,1.1762843,0.6866234,1.4452708,0.4099009,0.31663537,1.5108521,0.4871261,1.1164037,1.1803495,1.2933359,0.9240845,1.0930512,1.3781042,1.361088,1.2305175,0.5092773,0.51656806,1.2481391,1.0046666,1.2246702,0.8477819,0.30883664,0.41836953,1.0485251,0.9418312,0.96425676,1.0231786,0.59080595,0.81332564,1.1865113,0.8259572,1.1302024,1.3048193,0.58722043,1.2866147,1.4648684,1.1623785,1.4177914,0.9717862,1.5019555,0.83433694,0.8913526,1.0314648,1.2976369,1.113577,0.7545559,0.82776594,0.3485589,0.7395854,0.9343773,0.9817609,0.0,1.0882702,1.1885674,1.4334894,1.2732164,1.4517328,0.65605986,0.7699596,0.617007,0.75847864,0.9784191,1.0921812,0.7115502,0.71881306,0.9699639,0.97330564,1.1261004,0.7279149,0.39327383,1.1412045,1.289114,0.6134904,0.8439095,1.3873715,1.321912,1.3207229,0.7314484,1.4182531,1.3727381,0.6103051,0.7512109,0.6957168,0.374256,1.084735,1.3861821,1.5319256,0.55354017,0.63649607,0.46272528,1.310015,0.7803848,1.1153173,1.3224996,1.1333234,1.1949651,0.41804713,1.3172549
oven,1.0500705,1.0559549,1.0057408,1.0416769,0.9643439,0.98558235,1.1119498,0.6241439,1.049279,1.0310898,0.8461709,0.8408857,1.0477962,1.0568492,1.0313922,0.81854045,0.9081189,0.9366221,0.8153685,1.1201296,0.8842613,0.7298669,0.9902048,0.8669019,0.89548296,1.0684159,1.1568128,0.88194233,1.0102249,0.8377913,1.1120007,1.0109148,1.038698,0.9807651,1.1466709,1.0480473,0.85760784,0.8080435,1.0299565,0.9452054,1.0470026,1.0196381,0.7920184,0.8484882,1.1205692,1.0486248,1.0864716,1.0325344,1.0372728,1.1870496,1.05998,1.1548707,1.0675644,1.0214303,1.192533,1.0726323,1.0356154,0.9379835,1.1644955,1.0281622,1.0854342,0.9696603,1.1339667,1.1638974,1.0949428,1.0955696,1.0623926,0.9433432,1.1003484,0.93953,0.9062359,0.7916671,1.0788804,0.8345637,1.115649,0.9494901,1.0880836,1.0667628,1.1310496,0.9124946,1.1502054,1.1228468,1.0882702,0.0,1.0630845,1.1283592,1.0641795,0.97615516,1.0206203,1.0259978,1.0645313,0.9723901,0.8683258,1.0087315,0.8945303,1.025295,1.2010515,0.9064714,0.86905444,0.8362602,1.1040462,0.54111874,1.0361913,1.0167954,0.9519547,1.1045916,0.9988534,1.0967759,1.0126784,1.0402436,1.0526471,1.1366401,1.0408581,0.9577436,1.0976405,0.8840503,1.0615402,1.025344,0.881184,1.1915132,1.1037512,1.0289365,0.9250757,0.9268995,0.93717504,1.0048383,0.8647766,1.1288497,0.94147867
owl,0.75595945,1.1572974,0.96587336,0.9510031,1.17071,1.2502635,1.1924922,1.0729487,0.87829393,0.79199755,1.1641157,1.0260836,0.66219234,0.6503316,0.8898092,1.033123,1.1749796,1.1913675,0.9528606,1.2256315,1.1899271,1.1508274,0.88182205,1.2441981,0.9856101,1.071289,0.5049052,1.0332438,0.98555905,0.9165426,0.80135727,0.9151142,1.1169281,0.94519615,1.2369198,1.2333742,0.8051813,1.2505074,0.91929406,1.0730469,0.97248167,0.9877711,1.131888,0.8665819,0.8968105,0.8485987,1.2380557,1.3030386,0.8780424,1.0896664,1.0446151,1.2223164,1.1787357,1.0586451,0.9743673,1.1094118,0.83233476,1.1457207,1.1892021,0.99745625,0.8202789,1.0092437,1.0299977,0.95406413,1.0717841,0.7709765,0.7797742,0.94385815,0.76089215,1.1605827,0.92224663,1.1560764,0.88323075,1.083877,0.78657675,0.9456255,1.1665423,1.0947734,1.2130005,1.105518,0.8215663,1.1386597,1.1885674,1.0630845,0.0,0.79992366,0.7633949,0.79326993,1.2155464,1.1634735,1.0508677,1.2703359,1.1535125,1.0301242,1.0229625,1.054382,0.9921349,1.0447807,1.0806147,1.0415992,1.1419848,1.0324116,0.5879848,1.006145,1.0916826,0.82063496,0.8208559,1.0577,1.218868,0.87011325,0.7505484,1.1658837,1.1343142,1.1277349,1.2933228,1.1730586,0.89191985,0.86896,1.1485363,1.2086645,1.2277356,0.790921,1.0515331,0.9696461,0.97204477,0.85672253,1.0750126,1.1342776,0.91567206
pajamas,0.7503178,1.3344184,0.91673744,0.47853112,1.3319726,1.4274826,1.2186499,1.2241473,0.61071247,0.45147765,1.3312426,0.69338304,0.28557348,0.4855339,0.72661024,1.0905004,1.5166376,1.3319043,0.8474572,1.5060817,1.3715656,1.2407178,0.8846044,1.4913793,1.1396027,1.3706594,0.80019367,0.6564357,1.342607,0.7798048,0.42217016,1.0522825,1.2843872,0.5296678,1.40362,1.5114429,0.6278716,1.4754338,1.029002,1.0402203,0.6985434,1.1570148,1.0195608,0.7685605,0.11234498,0.8530625,1.446084,1.3853042,0.6850134,1.1479566,0.59332955,1.2523057,1.4207475,1.5018268,0.9557547,1.2735956,1.2351439,1.1897087,1.3772916,1.2839822,0.8045255,1.3174005,0.65718246,0.7503526,1.3180397,0.6792131,0.27906418,0.9499196,0.45773602,1.2763066,0.5832703,1.3174219,1.1376168,1.0372407,0.8632109,0.89525926,1.2803541,1.0643008,1.3717339,1.3907183,1.184671,1.083652,1.4334894,1.1283592,0.79992366,0.0,0.79230994,0.67872393,1.4778512,1.3972702,1.3582132,1.2596853,1.2502768,0.9910018,1.433596,1.2002543,1.0247749,1.2001438,1.0612034,1.4401522,1.3777804,1.0085899,0.7386617,1.3766971,1.3314261,0.19033104,0.9523808,0.49937522,1.2871482,0.6275742,0.5961629,1.5023332,1.3495979,1.3034208,1.4039793,1.0923111,0.22869766,0.4649679,1.3951355,1.3882973,1.417494,0.7877768,1.3319228,1.0540175,0.8395301,0.76876247,0.96895945,1.5180271,0.5920604
pants,0.649868,1.3214933,0.9035334,0.6993506,1.3077724,1.2946374,1.0485231,1.3685246,0.67259514,0.39806163,1.1491116,0.6897365,0.7213129,0.4491303,0.96514124,1.0029962,1.448468,1.2436203,0.9910951,1.3065164,1.198003,1.4295704,1.0345895,1.2239268,1.3406144,0.9532919,0.6437007,0.8132058,1.2637572,0.9607113,0.7347639,0.81147563,1.2142313,0.6301183,1.2239482,1.1979824,0.7799557,1.369906,1.0582753,1.1634759,0.93830556,1.1538932,1.1979568,0.6722523,0.9215838,0.76347554,1.1678057,1.2305644,0.9090751,1.0717517,0.8713102,0.8160418,1.259855,1.4093189,0.89882314,1.0396904,1.1026615,1.2636547,1.1244048,1.1344247,1.0577136,1.1713365,0.902928,0.70739126,1.2537214,0.94185174,0.56508154,1.1610779,0.2937287,0.91489244,0.92015356,1.4160088,1.0179636,1.2480234,0.641577,1.2343713,0.9322551,0.8867935,1.2750261,1.1478512,0.93738985,0.81184137,1.2732164,1.0641795,0.7633949,0.79230994,0.0,0.7259735,1.0237725,0.97173506,1.0771203,1.1760478,0.92804503,0.8355694,1.398817,0.9893432,1.1491246,1.2495471,1.0739709,1.1678151,1.2398312,1.2077901,0.8253691,1.3899183,1.2079737,0.66027176,0.7302972,0.77643055,1.0647691,0.5111539,0.6330279,0.9589304,1.1745863,1.2879273,1.3114024,1.01914,0.65127015,0.5271596,1.2956803,0.9656112,1.0538039,0.85080475,1.0562874,1.1563559,1.0082178,0.9957146,0.85146916,1.2386018,0.81605923
paper,0.6868684,1.3735253,0.5541292,0.7281736,1.3040257,1.3783314,1.1394417,1.0757474,0.57572275,0.45901948,1.3397701,0.64946353,0.53273225,0.5776488,0.5196597,0.47891706,1.5332273,1.2835965,0.40990448,1.532614,1.4246391,1.1777332,0.87467086,1.5031211,1.2485147,1.1995547,0.8051034,0.76030827,1.3940325,0.77074695,0.8103137,0.8701248,1.2293608,0.64641446,1.3985842,1.4724394,0.5665643,1.5413677,0.9614537,0.8865031,0.8199197,1.101511,1.033323,0.6619193,0.77504957,0.9157165,1.5380139,1.4068935,0.8707684,1.098307,0.79020536,1.2646873,1.3807722,1.5474968,0.88767916,1.2426496,0.99639,0.8111043,1.47164,1.3913081,0.66204584,0.8707652,0.9387223,0.7344792,1.459515,0.78621864,0.62590814,0.71586823,0.66406274,1.1025952,0.6174537,1.2898778,0.94060785,1.0033772,0.76055956,0.8983995,1.2662256,1.0276692,1.3843591,1.4110513,1.3458898,1.0614648,1.4517328,0.97615516,0.79326993,0.67872393,0.7259735,0.0,1.3584633,1.3030397,1.3888035,1.2112561,1.3531684,0.7220767,1.4499263,0.8848424,1.2208232,1.228966,0.89138865,1.4640042,1.415753,1.0329792,0.5589196,1.5096233,1.0901276,0.6157038,0.9610922,0.95021045,1.1992803,0.46709716,0.46515185,1.5279398,1.3516719,1.3120148,1.5067464,1.1745657,0.6319045,0.40533167,1.3818942,1.4292574,1.3422872,0.5388998,1.4011561,0.6784105,0.4456218,0.8004537,1.0868769,1.5607204,0.78910655
pen,1.3832431,0.7322594,1.1345639,1.1800481,0.86818284,0.76872015,0.85842884,0.95863616,1.2521243,1.4206822,0.57426995,1.4083583,1.4088447,1.4538462,1.3329203,0.9535712,0.58751273,0.7794298,1.2681227,0.56214166,0.581203,0.9032134,1.2363775,0.57404363,0.9973336,0.67353165,1.2135329,1.4039819,0.63435453,1.2410531,1.336925,1.0782516,0.94075453,1.4925162,0.57289815,0.36002862,1.507787,0.611908,1.1698437,1.1014993,1.3900057,0.9300319,1.1242526,1.304994,1.3858758,1.1768857,0.53819895,0.6610352,1.264148,0.91821134,1.3630683,0.46655512,0.58027446,0.64397734,1.0746958,0.24402303,1.0204377,1.0580586,0.58713466,0.74837863,1.2559615,0.93200505,1.2592838,0.89926696,0.7905961,1.4850223,1.4782158,1.2529922,1.2644536,0.40428042,1.465323,0.787014,1.0674845,0.98607814,1.110197,1.2979773,0.6357182,1.0939878,0.634729,0.7256415,0.5708303,0.8530233,0.65605986,1.0206203,1.2155464,1.4778512,1.0237725,1.3584633,0.0,0.08662915,0.7075426,0.7876365,0.72713697,1.064454,0.6913369,0.78188205,0.98366785,0.99567914,1.0819387,0.7177536,0.6159803,1.1330138,1.2859671,0.7460476,0.70962983,1.4277496,1.1545459,1.3334419,0.5663491,1.2074883,1.3313131,0.4364298,0.31798255,0.66294706,0.58894944,0.9191682,1.4044523,1.4073504,0.787623,0.5545732,0.50489247,1.1007491,0.7235119,1.2015393,1.2611338,1.2231629,1.0772208,0.45818514,1.39223
pencil,1.3416818,0.87462735,1.019549,1.1464679,0.8661654,0.8004714,0.8211713,0.94282585,1.2644247,1.3976431,0.7179948,1.3849304,1.3048363,1.3843312,1.3308018,0.97610676,0.67147714,0.77905685,1.208492,0.6201149,0.705793,0.9117379,1.2378404,0.6426871,1.0111582,0.7044275,1.2277304,1.3726816,0.72953457,1.2723467,1.2743089,1.1146892,0.94153005,1.4233971,0.6391617,0.55623,1.4775558,0.68877935,1.16749,1.0691755,1.3496135,0.88576305,1.1534847,1.2640591,1.3184733,1.1414912,0.6202923,0.64602894,1.2223005,0.89928925,1.286643,0.38693643,0.77017546,0.76682234,1.0195479,0.17096335,1.0013282,1.029005,0.6451746,0.7692508,1.2545888,0.93595994,1.1915497,0.7411356,0.8314855,1.4644995,1.3848535,1.2370448,1.1604267,0.49584508,1.4375603,0.884361,1.0417957,0.9643699,1.0239112,1.2524145,0.7541996,1.0772483,0.7827148,0.73370725,0.59776413,0.7610342,0.7699596,1.0259978,1.1634735,1.3972702,0.97173506,1.3030397,0.08662915,0.0,0.7211508,0.7917032,0.76414335,1.0287486,0.7305716,0.8497808,0.9417489,1.002647,1.0841366,0.73762494,0.74227834,1.133522,1.2635362,0.8250648,0.7728945,1.3551221,1.0678513,1.2714386,0.7208225,1.1678995,1.3282021,0.47118467,0.3391198,0.77934366,0.69378847,0.85639334,1.300949,1.3722663,0.8463179,0.5565245,0.5797466,0.9999825,0.75307953,1.1515329,1.1872456,1.2184707,1.0590584,0.5568509,1.3612455
penguin,1.1645405,0.66867805,1.2220824,1.3080442,0.72869587,0.662092,0.6636857,1.117373,1.3735752,1.4373595,0.9179392,1.3819875,1.3793027,1.2901282,1.3334639,1.0694386,0.53509545,0.9865511,1.3319584,0.5298066,0.8299189,0.98785836,0.98339915,0.6737137,0.9680872,0.58059764,1.2108442,1.3490608,0.6830852,1.2555704,1.3110356,1.0862981,0.6650271,1.3965864,0.6104913,0.5532857,1.4063215,0.70455253,1.0375005,1.2083291,1.2621031,0.96192646,1.1491723,1.294131,1.3138148,1.1241848,0.6781573,0.657575,1.1338063,0.8419475,1.2215524,0.6386109,0.65197444,0.69315743,1.045153,0.89157116,0.70702964,1.0650978,0.610827,0.844942,1.1802545,0.7945235,1.0852925,1.1772411,0.6600417,1.200539,1.3874929,1.1038063,1.2381222,0.933764,1.3902501,0.93650997,0.8330361,1.1586034,1.0834763,1.2036633,0.8589215,0.907606,0.7503402,0.70924854,0.76949334,0.78009266,0.617007,1.0645313,1.0508677,1.3582132,1.0771203,1.3888035,0.7075426,0.7211508,0.0,0.83224213,1.0376878,1.0292675,0.6987779,0.93800986,0.9483383,0.96913695,1.2339109,0.59881806,0.6566123,1.1669157,1.2813609,0.58477,0.9200213,1.344721,1.0979701,1.2102433,0.86121047,1.3705089,1.33391,0.4256782,0.8023325,0.85965705,0.6368911,0.89528346,1.3795007,1.4836774,0.5984516,0.52576035,0.5888845,1.2801392,0.7505214,1.0639653,1.3224158,1.2095556,1.0895765,0.5038725,1.3915904
pickle,1.2568426,0.8949667,1.0762805,0.9581306,0.7970733,0.7317071,0.55579513,0.8949038,1.2009482,1.2867672,0.92922974,1.2278913,1.2597619,1.2985449,1.2100011,1.0519278,0.7884023,0.69726187,1.1429029,0.5414725,0.7246038,0.8913716,1.2094948,0.6245816,1.0764359,0.7849368,1.2234573,1.2239903,0.93491507,1.2130829,1.2021414,1.0121062,0.75507826,1.1852708,0.6043146,0.87054634,1.2955014,0.7243333,1.0891556,1.1002924,1.1758953,1.0439843,0.8687992,1.154001,1.2351,1.1011885,0.7024575,0.52108914,1.0957451,0.95992637,1.2226691,0.77316797,0.9485654,0.8164524,1.0482674,0.8212897,1.1422683,0.82931596,0.87047386,0.9183444,1.0049199,0.9853639,1.1617218,1.0553801,0.9487566,1.1664046,1.3223583,1.1164398,1.18715,0.848109,1.2625544,0.8759246,0.7312366,0.99097127,1.1075292,1.2373854,0.84839135,0.95415103,0.9030495,0.5496772,0.9434219,0.9645447,0.75847864,0.9723901,1.2703359,1.2596853,1.1760478,1.2112561,0.7876365,0.7917032,0.83224213,0.0,0.760516,0.8763914,0.95727307,0.84961385,0.96069413,0.9959583,1.0066283,0.863558,1.0151072,0.9895328,1.230369,0.85907173,0.9540803,1.3039852,1.1407194,1.0009985,0.863031,1.151268,1.3112947,0.8079277,0.82010615,0.7814001,0.8513466,0.81693393,1.2882109,1.2440422,0.7100181,0.78982294,0.84662074,1.3367697,0.59343517,1.1906099,1.1606575,1.2031472,1.0568308,0.8907466,1.2407475
pillow,1.0960001,1.0612403,1.2520814,1.0013162,1.0381191,0.99886376,1.136514,0.7378249,1.116915,1.0289953,0.64376485,0.84798115,1.2861662,1.0140224,1.1721994,1.1342138,0.91231763,0.78164047,1.1864628,0.8738928,0.46285242,0.8999717,1.1785107,0.5401718,0.9392401,1.0331812,1.0456226,0.8275609,0.75011194,1.0977082,1.0498878,0.9929075,1.0710922,0.9338968,0.9534184,0.93706584,1.0033965,0.6795729,1.0620921,1.1625001,1.116812,0.8896321,0.8062969,1.0947884,1.1574275,0.92325914,0.67532754,0.84368813,1.0836576,1.1030756,1.2503835,0.9092181,1.0380391,0.76493555,1.17383,0.7749443,1.2121294,1.0965166,0.84298587,0.6343454,1.1315134,1.2450496,1.167137,1.1344274,0.7802092,1.1913627,1.1920428,1.2141674,1.0486656,0.7390457,1.1156242,0.69506127,1.1781616,1.0404788,0.9979043,1.1270825,0.82238585,1.2168589,0.9422542,0.49930227,0.6579942,1.0481853,0.9784191,0.8683258,1.1535125,1.2502768,0.92804503,1.3531684,0.72713697,0.76414335,1.0376878,0.760516,0.0,1.2040371,0.8562468,1.1664433,0.9686931,0.8981726,0.82170993,0.6029384,1.0248765,0.8809788,1.2547169,0.8161557,1.0234509,1.2912899,0.82272613,0.8973237,0.99028355,1.1680136,1.2689196,0.77132076,0.84156364,0.7283912,0.9444117,0.94182926,1.2666538,1.1508064,0.8427346,0.8670845,0.93622416,1.3613273,0.39509666,1.2887318,1.2535379,1.1604295,0.77262956,0.7919113,0.98970836
pizza,0.8022232,1.2148551,0.7035534,0.87099373,1.1369689,1.1527836,0.6667651,1.0772078,0.9085745,0.87969136,1.2690411,0.9131788,0.9014666,0.7896466,0.99959767,0.8134967,1.2642086,0.92942685,0.87948567,0.9030373,1.3054883,1.206622,1.0128008,1.2195207,1.2292881,0.8446822,1.0741583,1.0300483,1.142921,1.0777774,1.062409,0.7447452,0.68069535,0.969239,0.76004463,1.1847444,0.98305595,1.2962731,0.8809692,1.0767533,0.9329525,1.0656799,1.2197366,0.8924909,1.05871,0.7861919,1.1894584,1.0888871,1.0340946,0.97284055,0.88722193,0.9475225,1.1970775,1.1330895,0.82305944,0.98844993,0.8905426,0.9486707,1.156033,1.1857429,0.99989235,0.9186258,0.95862967,0.7932486,1.2775729,1.0525842,0.99813616,1.0611143,0.88730025,0.9023723,0.97060984,1.2747008,0.8904112,1.1160923,0.7313092,1.0315118,1.0753762,0.7497271,1.2424902,1.1111256,1.0349686,0.90343,1.0921812,1.0087315,1.0301242,0.9910018,0.8355694,0.7220767,1.064454,1.0287486,1.0292675,0.8763914,1.2040371,0.0,1.2549628,0.6585218,1.0466366,1.15867,0.838649,1.1365808,1.081493,1.1549916,1.0122501,1.2423402,1.0019996,0.8769426,0.9631245,0.91567564,1.077993,0.73017204,0.9354057,1.0518837,0.9902796,1.3215461,1.1582798,0.9279378,0.9054132,0.6998097,1.1610243,1.0254598,1.047792,0.8605852,1.1008838,0.93182427,0.81327283,1.1008953,1.0999652,1.2193959,1.0989962
plant,1.3307574,0.64674526,1.2745337,1.4058491,0.78931504,0.6524246,1.0050213,0.80503464,1.4169794,1.5497293,0.61528367,1.3043761,1.490442,1.4843352,1.3653498,1.1428741,0.3894694,0.7701925,1.3189633,0.63941544,0.47904038,0.788051,1.0959998,0.5157653,0.5679868,0.9400969,1.1939068,1.1902678,0.43278664,1.0321494,1.3039018,1.0858036,0.88807356,1.4212033,0.76976633,0.61205137,1.3095214,0.48623413,1.0123073,1.0371219,1.2647836,0.86727554,0.75689614,1.3199987,1.3191458,1.1598902,0.6519765,0.86757934,1.1708069,0.99437785,1.2496253,0.93289727,0.67973334,0.35363632,1.1901081,0.7877754,0.88768584,0.9741829,0.6375786,0.71808356,1.1455799,1.0785171,1.1498992,1.3948299,0.6014741,1.185663,1.4147019,1.0941113,1.5195574,0.9058423,1.212486,0.47862083,1.1097035,0.9788252,1.3563912,0.8848949,0.89315224,1.1596612,0.6776392,0.70978385,0.7305619,1.1079142,0.7115502,0.8945303,1.0229625,1.433596,1.398817,1.4499263,0.6913369,0.7305716,0.6987779,0.95727307,0.8562468,1.2549628,0.0,0.9804629,1.0092483,0.7557327,1.0767641,0.55461663,0.6834688,0.81439805,1.3294839,0.418339,0.8401804,1.400358,1.1988512,1.3708702,0.8586628,1.4732734,1.4698887,0.71537244,0.72404397,0.57590246,0.6693373,0.828086,1.4007444,1.5557269,0.68136036,0.8580025,0.78128505,1.2542268,0.779073,1.1755906,1.3908634,0.98466295,0.7777789,0.51508856,1.1772342
