,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
dress,0.8678235,1.2589811,1.0172905,0.62591237,1.2538532,1.319583,1.2625904,1.125198,0.65807873,0.5093932,1.2234819,0.7325555,0.5069732,0.57185245,0.78453827,1.0998597,1.3898375,1.2742976,0.9157784,1.3979162,1.2509906,1.1417459,0.9351023,1.3732247,1.0448296,1.3434436,0.8710482,0.63705266,1.224183,0.7939329,0.5924169,1.1382129,1.2219428,0.5911546,1.3090346,1.3942351,0.6588508,1.3339524,1.0705955,1.0447851,0.7839948,1.1271049,0.94826686,0.86935216,0.0,0.9880591,1.3614166,1.2947654,0.7040328,1.174183,0.70024633,1.2405989,1.3117303,1.3559222,1.0652249,1.2231611,1.2414677,1.1696705,1.3017356,1.236793,0.8309902,1.3360263,0.71487725,0.8998386,1.241556,0.7022828,0.43922806,0.94117033,0.6875343,1.283186,0.6143924,1.1750611,1.1700122,0.98376346,0.99253184,0.9133945,1.1960669,1.0791634,1.2614133,1.2953483,1.1429552,1.128602,1.361088,1.1205692,0.8968105,0.11234498,0.9215838,0.77504957,1.3858758,1.3184733,1.3138148,1.2351,1.1574275,1.05871,1.3191458,1.2087854,1.092866,1.1572274,1.0691919,1.3479896,1.2914517,0.9872462,0.801132,1.2658069,1.2941236,0.32597113,1.0318091,0.5477805,1.2242016,0.7227234,0.6621204,1.4307553,1.2747285,1.1893873,1.2716954,1.144299,0.33249533,0.5685742,1.2796814,1.3615776,1.338202,0.90776193,1.2531923,1.0583512,0.89393425,0.74408054,0.96267873,1.4054242,0.5577294
duck,0.56336343,1.2769585,0.79267085,0.66231036,1.2833023,1.3661549,1.0907652,1.1734846,0.9486202,0.83619857,1.3034999,0.78053546,0.72442424,0.63841516,0.9707917,1.0174037,1.3366551,1.1857655,0.9530622,1.1752766,1.1994636,1.2538614,0.7701864,1.135766,1.1480457,0.97663903,0.8040664,0.9505772,1.1437182,1.1053256,0.8318848,0.63009036,1.1806034,0.79243153,1.1839617,1.2851565,0.8978634,1.3313954,0.81304735,1.1010797,0.8132047,1.0348208,1.1359664,0.80548286,0.9880591,0.0,1.0813779,1.2156985,0.8276838,0.9326886,0.8305559,0.91209215,1.2877389,1.2635939,0.74415755,1.1092494,1.0586556,1.0182759,1.0776404,1.1073214,1.0069456,1.0853353,0.80825484,0.6530713,1.1407995,0.9139252,0.9089257,1.1176498,0.58496445,1.0144482,0.8575214,1.3436884,1.0983096,1.1826744,0.43113762,1.0749806,1.2021594,0.97403127,1.2895463,1.126148,0.86459535,0.8503983,1.2305175,1.0486248,0.8485987,0.8530625,0.76347554,0.9157165,1.1768857,1.1414912,1.1241848,1.1011885,0.92325914,0.7861919,1.1598902,1.189271,0.83189166,1.1428263,1.0197808,1.0487227,1.1775419,1.1558418,0.87037987,1.1974951,1.2102895,0.9264303,0.6195901,0.663913,1.2624075,0.897715,0.99720097,1.0202821,1.2443837,1.301228,1.2707491,0.85140026,0.9903755,0.7486569,1.3269265,0.8862568,1.1352375,0.9334484,0.9975108,1.1569216,0.9395038,1.156044,0.9307081,1.2071611,1.0170786
ear,1.3604897,0.62959343,1.3188733,1.2480733,0.8254897,0.6958545,0.90916574,1.0070214,1.4062146,1.5181451,0.6657641,1.4329908,1.47339,1.5146706,1.4068656,1.2306945,0.495749,0.8624563,1.3761672,0.37899965,0.532538,1.0067891,1.1992986,0.41236567,0.9703961,0.7518132,1.1806895,1.3983092,0.6541331,1.2864838,1.2419529,1.226973,0.8194063,1.3777473,0.5261104,0.43991423,1.5589501,0.53467494,1.0901095,1.225651,1.2872511,0.9800456,1.0316063,1.3508031,1.3614166,1.0813779,0.0,0.56983644,1.2159308,0.8522128,1.2349659,0.5494083,0.5744952,0.42515916,1.0696032,0.76342964,1.0725801,1.0894209,0.36463428,0.7226746,1.2732959,1.049194,1.1188045,1.1762657,0.51258504,1.3299115,1.4492087,1.2264838,1.3152637,0.8729807,1.5188487,0.8180299,1.0054115,1.1510575,1.197818,1.1733975,0.6277474,0.83752406,0.43498266,0.7377992,0.6394855,0.73250926,0.5092773,1.0864716,1.2380557,1.446084,1.1678057,1.5380139,0.53819895,0.6202923,0.6781573,0.7024575,0.67532754,1.1894584,0.6519765,0.9829802,0.81901795,0.9297814,1.147443,0.66038465,0.5156288,1.1824905,1.3262119,0.48399377,0.92241305,1.4717879,1.0763845,1.1956661,0.6772957,1.4425831,1.471828,0.38203824,0.71960264,0.63778704,0.30008507,0.99456996,1.4633054,1.576809,0.6263734,0.48585773,0.48326522,1.4353869,0.7106303,1.2411414,1.3583102,1.2579391,1.0601732,0.3623019,1.3018968
egg,1.4085101,0.6814602,1.1070755,1.2166104,0.27761316,0.272938,0.7136655,0.99516046,1.2912989,1.4736763,0.8189643,1.4441907,1.415978,1.4497824,1.2447515,1.0822524,0.6620575,0.74150085,1.279212,0.53770226,0.7965343,0.87343407,1.2579336,0.7155585,0.9464212,0.7667271,1.3601307,1.3961885,0.89127815,1.2983276,1.3512995,1.1642065,0.6264349,1.396325,0.62035847,0.6807625,1.5135545,0.6070255,1.0795469,0.935456,1.2539866,0.83505905,1.0851469,1.3455777,1.2947654,1.2156985,0.56983644,0.0,1.1688386,0.8298464,1.1906848,0.63525945,0.6914793,0.6757183,1.04358,0.7562158,0.9424553,0.8610489,0.66698575,0.8911652,1.1802536,0.75445074,1.1208444,1.0466734,0.6404416,1.3300122,1.4613714,1.1596119,1.3323584,0.9304023,1.4772867,0.80269533,0.8752101,0.9915627,1.1807152,1.1217881,0.91544867,0.7673042,0.67439365,0.6682509,0.9163325,0.8171528,0.51656806,1.0325344,1.3030386,1.3853042,1.2305644,1.4068935,0.6610352,0.64602894,0.657575,0.52108914,0.84368813,1.0888871,0.86757934,0.8989848,1.0054958,0.86730033,1.1218277,0.84698534,0.76366127,1.1554152,1.2978573,0.733087,0.8107896,1.4104178,1.1420096,1.1566198,0.8978667,1.2823229,1.4003279,0.6214194,0.7032766,0.7800172,0.53347075,0.9557452,1.4021846,1.4455054,0.4702593,0.56480265,0.65754473,1.3318999,0.7689896,1.0196238,1.2228023,1.2056222,1.2442465,0.67805785,1.3765018
elephant,0.7944361,1.1742635,1.002275,0.7751844,1.1674993,1.2081103,1.1953839,1.0771258,0.8803643,0.7972436,1.1928732,0.8673913,0.75069344,0.7555359,0.90503335,1.0546921,1.2721002,1.2007984,0.9952929,1.2388475,1.1080084,1.1564256,0.93572897,1.2607446,1.0575345,1.0629852,0.8872889,0.8674766,1.1475466,0.95649153,0.7413188,0.9388668,1.1587973,0.86427265,1.205357,1.2605985,0.74327916,1.2353241,0.99737823,1.0690492,0.8725198,1.0758383,1.0677583,0.80238855,0.7040328,0.8276838,1.2159308,1.1688386,0.0,0.9378233,0.9013548,1.0955915,1.1920023,1.2630117,1.0637144,1.1678828,1.1219516,1.0300697,1.1995173,1.1556492,0.9616079,1.1526577,0.9213949,0.9307366,1.2040452,0.65753347,0.68874454,0.91572094,0.7499355,1.1380423,0.7664682,1.1216217,1.1086853,1.0552317,0.91449815,1.030552,1.209332,1.0511135,1.2008309,1.112855,1.0222285,1.0437347,1.2481391,1.0372728,0.8780424,0.6850134,0.9090751,0.8707684,1.264148,1.2223005,1.1338063,1.0957451,1.0836576,1.0340946,1.1708069,1.1528435,1.0027522,1.0274994,1.0422716,1.2442174,1.233789,1.0027306,0.84883523,1.1025538,1.1505888,0.74858594,0.9568567,0.613011,1.2679343,0.9154848,0.8729676,1.2464511,1.208812,1.1249273,1.2341148,1.0689999,0.7865458,0.83834964,1.2789245,1.1456171,1.2322086,0.90686536,1.0309153,1.0927699,0.9713684,0.9231442,1.0377228,1.2615032,0.9146372
eye,1.0296079,1.041823,1.0913411,1.0580527,0.9868363,0.9604155,0.9165317,1.1967052,1.2114215,1.2365439,1.1519302,1.193556,1.0788503,1.1924354,1.1415327,1.1436045,1.0674157,1.1175131,1.2547674,0.81272185,1.0798235,1.2262378,1.0367714,1.0292697,1.1130211,0.69869184,1.0033127,1.2289956,0.9886084,1.1203747,1.0966444,0.9482056,0.88204885,1.1266671,0.9324096,0.93136096,1.2074409,1.1151781,0.99638075,0.9619584,1.1217784,1.1443864,1.0992234,1.0645871,1.174183,0.9326886,0.8522128,0.8298464,0.9378233,0.0,0.825379,0.5456598,0.9783665,1.0533141,0.66843057,0.8356507,0.9863592,0.9695776,0.47197676,1.0456129,1.1139053,0.9409721,0.70326114,0.7691095,0.7640365,1.1001892,1.097236,1.0952394,1.0671238,1.0220121,1.1897091,1.0641031,0.9503569,1.1228706,0.90649045,1.1705779,0.99916565,0.6801163,0.919269,1.051111,0.73095685,0.41950297,1.0046666,1.1870496,1.0896664,1.1479566,1.0717517,1.098307,0.91821134,0.89928925,0.8419475,0.95992637,1.1030756,0.97284055,0.99437785,1.0641655,0.69350827,1.0162948,1.1181127,1.0839113,1.0300251,1.1555324,1.1843252,0.9323249,1.0203563,1.1242254,0.9563514,1.0071102,1.1442436,1.1625366,1.2201607,0.63608885,0.9685195,1.0019166,0.87803423,1.0268317,1.1780773,1.238534,1.040305,0.4995014,0.80589044,1.0477854,1.0609242,1.146164,1.1809233,1.085864,1.2026805,0.8588033,1.0952587
face,0.8436616,1.1912224,0.9662048,0.84206706,1.1657333,1.1923401,1.0707453,1.2846602,0.88967645,0.7927674,1.2460662,0.8821131,0.64116037,0.82398224,0.9470935,1.0879797,1.3593285,1.277568,0.9969805,1.271807,1.3383429,1.3051419,0.97855616,1.3660398,1.1016835,1.1819658,0.90768456,0.8815453,1.2614366,0.9138283,0.7735885,0.97672087,1.0765861,0.72439003,1.272681,1.2946501,0.85663384,1.34861,0.99883384,1.0209824,0.8125206,1.1048276,1.0533928,0.7933085,0.70024633,0.8305559,1.2349659,1.1906848,0.9013548,0.825379,0.0,0.99721414,1.2174519,1.3150012,0.7181579,1.2259836,1.0309112,1.0709027,0.931773,1.329187,1.0355612,1.1683174,0.27568007,0.7603126,0.9870982,0.76634884,0.5186272,0.98684394,0.7752215,1.290117,0.8260023,1.2804375,0.9922994,1.1566355,0.9275758,0.8851233,1.1587619,0.6050733,1.1466612,1.3484606,1.280911,0.73851955,1.2246702,1.05998,1.0446151,0.59332955,0.8713102,0.79020536,1.3630683,1.286643,1.2215524,1.2226691,1.2503835,0.88722193,1.2496253,1.1334952,1.0070045,1.1606593,1.0882181,1.3005383,1.2162485,1.0464892,0.9428165,1.2418456,1.2358857,0.5521779,0.9125321,0.8255074,1.2791268,0.83734155,0.86217654,1.1968093,1.3110453,1.2634981,1.1644908,1.0983933,0.57596457,0.837114,1.2054435,0.9968222,1.139538,0.87727624,1.39392,1.031429,0.95222217,0.88425356,1.0300066,1.2961427,0.72727257
finger,1.1470916,0.99858034,1.075228,0.9494167,0.98697114,0.8844639,0.81025577,1.2060758,1.337479,1.3281448,1.0032775,1.3450751,1.224014,1.2878014,1.3409524,1.1169002,0.88892347,1.069391,1.3194317,0.63910806,0.8976924,1.1986597,1.2253978,0.7274107,1.2754166,0.5379155,1.1643865,1.3467476,0.9275887,1.2597156,1.1911747,1.0225697,0.8493452,1.2462745,0.66806275,0.69805795,1.4492446,0.89587873,1.0833218,1.2191774,1.2765995,1.0578079,1.1731931,1.1776965,1.2405989,0.91209215,0.5494083,0.63525945,1.0955915,0.5456598,0.99721414,0.0,0.86710423,0.931822,0.7253524,0.6034131,1.0454878,1.0587187,0.43710566,0.91631776,1.2467389,0.9666499,0.85428363,0.5189005,0.7733055,1.3509142,1.1876218,1.3023669,0.9528372,0.8266827,1.4030002,1.1484414,0.9636518,1.1864502,0.8876057,1.3411222,0.74495304,0.7264208,0.8221459,0.93338144,0.6647723,0.36756295,0.8477819,1.1548707,1.2223164,1.2523057,0.8160418,1.2646873,0.46655512,0.38693643,0.6386109,0.77316797,0.9092181,0.9475225,0.93289727,1.0909683,0.7922553,1.1235523,1.2568951,0.88509345,0.83240694,1.2665263,1.329442,0.8784183,1.0345753,1.2085931,0.9620366,1.0399212,0.88883317,1.2002751,1.3409424,0.3174523,0.7956086,0.93837607,0.64458996,0.8609294,1.2193089,1.3342688,0.960824,0.22466457,0.46272904,1.1403378,0.9124397,1.2114314,1.2765715,1.2264524,1.0572063,0.65407354,1.2493262
fish,1.4112941,0.20486295,1.3393972,1.3908561,0.6565568,0.5044288,0.869335,1.1168749,1.2318127,1.4398,0.56400317,1.4813594,1.5049499,1.4714223,1.2636526,1.072711,0.33979982,0.90880144,1.3651205,0.40027297,0.7792289,0.9478813,1.1648566,0.7423297,0.83599275,0.75951564,1.2035494,1.4503417,0.6890173,1.1767313,1.3696091,1.1300373,0.7604966,1.4474704,0.48148865,0.12626392,1.4723985,0.5255245,1.1523113,1.1394142,1.2836797,1.0218139,1.1325847,1.3493905,1.3117303,1.2877389,0.5744952,0.6914793,1.1920023,0.9783665,1.2174519,0.86710423,0.0,0.37479913,1.146686,1.0095732,0.9209053,1.0753007,0.5924679,0.8163806,1.1917971,0.8553448,1.2153649,1.3731545,0.62029696,1.2113576,1.4204249,1.0795219,1.4399806,1.0046749,1.4760683,0.79804015,0.9937412,1.0820739,1.3166444,1.1624969,0.70233655,0.90619606,0.19492364,0.8722429,0.96651167,1.07577,0.30883664,1.0675644,1.1787357,1.4207475,1.259855,1.3807722,0.58027446,0.77017546,0.65197444,0.9485654,1.0380391,1.1970775,0.67973334,0.5780115,1.0783831,0.9802098,1.2414796,0.7763406,0.32189274,1.1829324,1.199832,0.5744877,0.8147285,1.3632913,1.3556777,1.3951128,0.6073986,1.3269999,1.2682781,0.56224304,0.83929175,0.6527244,0.25389832,1.2137076,1.3860728,1.5027046,0.5077486,0.62878776,0.39807367,1.3083631,0.91338277,1.0944101,1.3045672,1.0584848,1.2996576,0.34372818,1.3152418
flower,1.4572303,0.40274477,1.3463478,1.4564152,0.6739581,0.5102364,0.91405964,0.797947,1.4178431,1.5992377,0.5281856,1.4601005,1.609095,1.5447929,1.403857,1.2044173,0.31960237,0.71819425,1.4022241,0.33469808,0.52730113,0.8740415,1.1990155,0.4909712,0.69226754,0.89904237,1.218008,1.3680421,0.4438336,1.1696116,1.353946,1.1302449,0.62538445,1.5161715,0.44587797,0.39211822,1.4556023,0.4047652,1.0576901,1.1202017,1.3324037,0.87696534,0.9156724,1.4048972,1.3559222,1.2635939,0.42515916,0.6757183,1.2630117,1.0533141,1.3150012,0.931822,0.37479913,0.0,1.196769,0.87188816,0.9177362,1.0635524,0.54842263,0.6587188,1.2075157,1.0129712,1.2111754,1.482626,0.4798885,1.2720464,1.4972537,1.1367605,1.5952672,1.0048746,1.4230276,0.519621,1.0408214,1.1047399,1.3816319,1.0506483,0.71706206,0.9328284,0.37903887,0.65012944,0.74065906,1.1666421,0.41836953,1.0214303,1.0586451,1.5018268,1.4093189,1.5474968,0.64397734,0.76682234,0.69315743,0.8164524,0.76493555,1.1330895,0.35363632,0.780579,1.0405077,0.83804643,1.0761588,0.5303137,0.4098,0.9880674,1.3407993,0.29662228,0.8105358,1.4797552,1.2894363,1.3980312,0.75410354,1.480732,1.5377151,0.5955591,0.74633133,0.55324644,0.32902676,1.0903018,1.4780405,1.6359627,0.4408015,0.7541804,0.5588631,1.4811579,0.6817536,1.1680954,1.3906412,1.0405751,1.1188581,0.32930827,1.27802
foot,0.8293643,1.1502672,0.9049838,0.9420215,1.1467291,1.1678587,0.92796296,1.2092824,1.1473384,1.0424732,1.2966344,1.0151865,0.91958,0.9514609,0.9923403,1.0373785,1.2477932,1.10063,1.0305835,1.0559852,1.3039018,1.2192533,1.0077115,1.1944976,1.1792665,0.8932211,1.0294956,1.041303,1.2209321,1.1232327,0.9501546,0.7933579,0.98039764,0.98658186,1.0165821,1.174336,1.0423751,1.217112,0.75538,1.084979,0.9155199,1.0913227,1.1256287,1.0293489,1.0652249,0.74415755,1.0696032,1.04358,1.0637144,0.66843057,0.7181579,0.7253524,1.146686,1.196769,0.0,0.98375565,0.8845439,0.86631685,0.9048159,1.1004361,0.9346445,0.86238074,0.68919766,0.6019103,1.0119253,0.9790628,0.92890346,1.1228566,0.87705725,1.0953146,1.0469872,1.2582008,0.7381467,1.1219645,0.68437105,0.92112905,1.0115794,0.6800523,1.1107793,1.1020005,1.0262202,0.6941322,1.0485251,1.192533,0.9743673,0.9557547,0.89882314,0.88767916,1.0746958,1.0195479,1.045153,1.0482674,1.17383,0.82305944,1.1901081,1.1548767,0.7781718,1.1518102,0.9244298,1.2168021,1.0646957,1.1808066,1.1352645,1.1280752,1.1211958,0.94863814,0.9945403,0.92145634,1.1077527,1.0320959,1.0758872,0.9267173,1.1308593,1.2676694,1.0977421,0.9971195,0.95347124,0.97057074,1.20575,0.7356819,0.88239384,0.87287134,1.1204236,1.0248665,0.9891466,1.0990835,1.0561692,1.107125,0.9792676
fork,1.2398795,1.0520327,0.9189753,1.0403064,0.94466174,0.9278967,0.85710555,0.8905327,1.1488663,1.3026733,0.8007926,1.2682173,1.1282883,1.3132555,1.2584156,1.0741338,0.8441812,0.694056,1.1914438,0.79772365,0.76424843,0.8662838,1.1246957,0.79987377,0.98016363,0.84205663,1.143161,1.2226934,0.7442411,1.173997,1.1475493,1.0955267,0.97481745,1.3214796,0.7887435,0.83740807,1.3532318,0.82209694,1.1164154,0.9240256,1.2601011,0.84459513,1.0538329,1.1952257,1.2231611,1.1092494,0.76342964,0.7562158,1.1678828,0.8356507,1.2259836,0.6034131,1.0095732,0.87188816,0.98375565,0.0,1.0400556,0.9911411,0.7709234,0.78104687,1.2155349,1.0650547,1.1385742,0.7025166,0.8986531,1.4036855,1.3004724,1.2000394,1.1392574,0.45125663,1.2961226,0.7761303,1.1132646,0.8638369,0.8899013,1.1842654,0.94765866,1.1182247,0.9582658,0.76409924,0.5943674,0.8239294,0.9418312,1.0726323,1.1094118,1.2735956,1.0396904,1.2426496,0.24402303,0.17096335,0.89157116,0.8212897,0.7749443,0.98844993,0.7877754,0.8889631,0.8919098,0.9502936,0.9598241,0.90453464,0.94154906,1.0339695,1.2352912,0.8557043,0.7969014,1.2447472,0.9652416,1.1970271,0.866947,1.0377818,1.2577844,0.72448003,0.19140112,0.8506396,0.9071018,0.87964576,1.1881169,1.2393262,0.9463548,0.76781666,0.85892063,0.92193365,0.8006026,1.2001499,1.1780634,1.1880422,1.0322216,0.7426248,1.2212242
frog,0.74725336,0.99828285,0.8938454,1.2996633,0.7144352,0.7347771,0.7999524,1.0117105,1.1837435,1.2658033,1.0823152,1.2649461,1.1373206,1.1230794,0.99351585,0.7566262,0.99873465,1.017504,0.9612004,0.9588617,1.1481056,0.95859534,0.75058293,1.1130611,0.98070097,0.7953516,1.0694966,1.3106751,0.8468665,1.1197209,1.272377,0.98304754,0.6119802,1.2970805,0.8610923,0.9562756,1.2303597,1.0680674,0.8408164,0.8381332,0.9043696,0.57193726,1.1961105,1.1585314,1.2414677,1.0586556,1.0725801,0.9424553,1.1219516,0.9863592,1.0309112,1.0454878,0.9209053,0.9177362,0.8845439,1.0400556,0.0,1.0025798,1.0883361,0.95653594,1.0705643,0.46289718,1.092408,1.0679672,0.91049844,0.9476716,1.3000923,0.9222803,1.1953125,1.0890106,1.1931432,1.0005082,0.7166406,1.041421,0.91348076,0.8378139,1.0805448,0.8809428,1.1112616,0.9086225,1.046787,1.0271274,0.96425676,1.0356154,0.83233476,1.2351439,1.1026615,0.99639,1.0204377,1.0013282,0.70702964,1.1422683,1.2121294,0.8905426,0.88768584,0.9901017,1.0613439,0.8675177,0.8679652,0.9638779,0.9298564,1.1480762,0.9192749,0.81750864,0.61814606,1.2376224,0.89328665,1.265959,1.0340613,1.1911943,1.0020808,0.89459026,0.91154295,1.1206969,1.0171015,1.0633192,1.2521684,1.2043363,0.97611916,1.0039159,1.0443714,0.8574009,1.0593699,0.54719615,0.931544,1.0664067,1.1809498,1.0146015,1.2906678
glass,1.1399523,1.0036132,0.69615126,1.1533495,0.85406435,0.86464214,1.0795565,0.8429903,1.1083838,1.2141027,1.0569403,1.0829923,1.0429927,1.1916121,0.8306358,0.65056896,0.9169805,0.79902744,0.7912284,1.1033211,1.0202327,0.6998893,1.0246978,0.9511943,0.95091623,0.89727914,1.2104952,1.0856069,1.0653945,1.0967114,1.161474,0.89579153,1.1016804,1.149871,1.169934,1.0800761,1.0741996,0.87595445,0.9469526,0.6481414,1.1338259,1.0506976,0.9391887,1.0382134,1.1696705,1.0182759,1.0894209,0.8610489,1.0300697,0.9695776,1.0709027,1.0587187,1.0753007,1.0635524,0.86631685,0.9911411,1.0025798,0.0,1.0971348,1.0269531,0.8670591,0.61819595,1.0614954,1.00791,1.0040059,1.0830842,1.2199435,0.68531054,1.2286155,1.0358609,1.0124196,0.938555,0.7757231,0.82433295,1.0057244,0.91533923,1.0401952,1.0565096,1.0298767,1.0044838,1.1542206,1.0730422,1.0231786,0.9379835,1.1457207,1.1897087,1.2636547,0.8111043,1.0580586,1.029005,1.0650978,0.82931596,1.0965166,0.9486707,0.9741829,0.96761554,1.0541065,0.9663511,0.89169586,0.966564,1.0730888,0.951185,1.1453708,1.1419625,0.78090084,1.1647732,1.0849141,1.0649047,0.96572804,1.0874034,1.1624519,1.11511,1.0150236,0.9873847,1.1063433,0.7966953,1.1677291,1.0880469,0.95329344,1.0219655,1.0031065,0.88904625,1.059066,0.74838626,0.8359507,1.1595379,1.116294,1.0769836,1.1244068
glasses,1.3900826,0.6062435,1.3482724,1.3203349,0.8976499,0.7725544,0.86165726,1.1813905,1.468718,1.4976448,0.7632063,1.4480253,1.4460192,1.473745,1.4616226,1.2503803,0.5280092,1.0191174,1.4650847,0.4245633,0.7012538,1.1390059,1.2620212,0.5027892,0.9532585,0.7366241,1.1289841,1.3917654,0.68843585,1.2554692,1.2655051,1.1265216,0.9163353,1.3567564,0.66436887,0.43026114,1.49799,0.6282666,1.1542418,1.1800063,1.3774792,1.1121291,1.0731134,1.2610319,1.3017356,1.0776404,0.36463428,0.66698575,1.1995173,0.47197676,0.931773,0.43710566,0.5924679,0.54842263,0.9048159,0.7709234,1.0883361,1.0971348,0.0,0.8593725,1.246907,1.0884023,0.7021888,1.0970744,0.33149874,1.295367,1.3083472,1.2140218,1.3019624,0.96009547,1.433023,0.90804684,1.0075629,1.2129226,1.266581,1.1786752,0.6538861,0.775936,0.41238314,0.90502036,0.58204436,0.4531405,0.59080595,1.1644955,1.1892021,1.3772916,1.1244048,1.47164,0.58713466,0.6451746,0.610827,0.87047386,0.84298587,1.156033,0.6375786,1.0152953,0.786936,1.014888,1.2833714,0.6667702,0.56551147,1.1819034,1.3376465,0.646332,1.0663955,1.33097,1.0724605,1.2200972,0.78971547,1.4603928,1.4738216,0.2878164,0.861273,0.7163812,0.42666137,0.9967284,1.3743447,1.6002134,0.65740234,0.27978677,0.39245147,1.3656933,0.89481103,1.3104973,1.4446514,1.2021658,1.0702739,0.29330075,1.1837063
glove,1.260144,0.8620678,1.2174637,1.1571141,0.93373716,0.88352257,1.062402,0.8711441,1.2280409,1.3116472,0.62024856,1.2444234,1.2453667,1.1942692,1.1424358,1.158423,0.6474859,0.698852,1.1889377,0.7911117,0.68107384,0.72416013,1.1624564,0.7013392,0.7681424,0.96158195,1.1400868,1.1683857,0.74011785,1.1638967,1.0662934,1.1833022,0.9851892,1.2996264,0.83089346,0.8028435,1.2935625,0.6591878,1.0334036,0.989121,1.2015938,0.79895264,0.9520136,1.2564095,1.236793,1.1073214,0.7226746,0.8911652,1.1556492,1.0456129,1.329187,0.91631776,0.8163806,0.6587188,1.1004361,0.78104687,0.95653594,1.0269531,0.8593725,0.0,1.0714777,1.028804,1.2024,1.1053976,0.6302521,1.3139567,1.2667544,1.1747612,1.2069736,0.8449017,1.2793168,0.74921167,1.141653,0.9126201,0.98099506,1.0221714,0.875288,1.1957574,0.8178963,0.6071551,0.74199545,1.0994533,0.81332564,1.0281622,0.99745625,1.2839822,1.1344247,1.3913081,0.74837863,0.7692508,0.844942,0.9183444,0.6343454,1.1857429,0.71808356,1.0676602,0.9630739,0.75726444,0.84853524,0.67629504,0.69718516,0.91615844,1.2680101,0.70169574,0.8490145,1.2844381,0.849858,0.98297745,0.8035925,1.2771006,1.2388663,0.71202517,0.7108451,0.81483346,0.73823315,0.9134125,1.3203769,1.3363966,0.7756505,0.8207465,0.93219006,1.2144973,0.6058241,1.054633,1.2475003,1.1028131,0.9734882,0.63100386,1.2116275
grass,0.8878775,1.0966045,0.8657545,0.8912792,1.0831153,1.1514059,1.072048,1.0149794,0.8662893,0.7991821,1.148812,0.8389261,0.89246905,0.805407,0.8012171,0.89847255,1.1859488,1.1705797,0.8656596,1.2247462,1.1586871,1.005444,0.94119245,1.1552147,1.0438834,1.239815,0.82362103,0.8879136,1.1331096,0.82508385,0.883879,1.0692104,1.2220685,0.8019029,1.1707866,1.2426689,0.7912371,1.2090633,0.85043645,1.0813053,0.8102141,1.1756244,0.9016443,0.9810294,0.8309902,1.0069456,1.2732959,1.1802536,0.9616079,1.1139053,1.0355612,1.2467389,1.1917971,1.2075157,0.9346445,1.2155349,1.0705643,0.8670591,1.246907,1.0714777,0.0,1.0252359,1.0235988,0.97366136,1.178799,0.73247296,0.86979544,0.94034785,0.93605924,1.0906668,0.80719805,1.0852561,0.894659,0.9446796,1.0327772,0.8898312,1.0471342,1.1903725,1.1361762,1.1584349,1.138936,1.1805956,1.1865113,1.0854342,0.8202789,0.8045255,1.0577136,0.66204584,1.2559615,1.2545888,1.1802545,1.0049199,1.1315134,0.99989235,1.1455799,1.1843415,0.9561729,1.0936629,0.88542205,1.2452453,1.1617973,0.9805993,0.8022469,1.1529567,1.1598696,0.8516659,1.1110963,0.8974145,0.99474496,0.9198663,0.81905496,1.314158,1.2424417,1.0973433,1.2245597,1.0080537,0.87644875,0.8044454,1.1734937,1.2570784,1.1305286,0.88390356,1.1287984,0.9921928,0.8848451,0.86999786,1.0206581,1.2361426,0.8891343
