,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,sandwich,scissors,shirt,shoe,shorts,shower,sink,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
glass,1.1865618,0.48086184,1.4593678,1.1260544,0.5906571,1.3069582,0.95372486,1.2256432,1.3734921,0.36004162,1.1077051,1.4054132,1.4679474,1.1452596,0.4679491,0.97675323,1.3616884,1.0260625,0.8384192,0.7560513,0.37044203,1.1012973,1.004325,0.8553904,0.6769459,0.8556402,1.1200002,1.3449174,0.99406445,0.45117795,1.41797,0.5220591,0.6006787,0.96820754,1.1783081,0.9357731,1.1323602,1.0962149,1.1379122,0.802821,1.0001996,1.2270647,1.121865,0.5119823,0.66865814,0.73071325,1.0721917,1.1481175,0.0,0.71426237,1.1835117,1.0548698,1.1634526,1.1468194,1.3563765,0.8778154,1.1567373,1.0966749,1.2035422,1.289392,1.0121101,1.1977698,0.5453754,1.149364,1.3296769,0.9958288,1.4234817,1.1422011,1.2840056,0.49330437,0.5671049,0.6757127,0.70436597,0.43518746,1.0914109,1.0107431,1.3774195,1.2988586,1.392053,0.5123982,0.99544686,1.0338274,1.0133752,0.8736651,0.92605674,0.96125257,1.3202586,0.94284576,1.1362395,1.1877841,1.3911735,1.3350253,1.4270765,0.9816248,1.1881683,1.0205227,0.7247597,0.89271766,1.2969456,0.32881987,0.84263015,1.0662766,1.2160499,1.3004286,1.3287688,0.84723324,0.77044076,0.3125716,0.7649816,0.66767263,1.2946937,1.1682159,0.507229,0.5563849,0.9609001,1.2023184
glasses,1.2642748,0.5785463,1.4260063,0.93968153,0.80353934,1.0975062,1.1561083,1.4904603,1.5235515,0.6434686,1.3773268,1.225564,1.4860235,1.2466033,0.7857225,0.9466701,1.3978579,0.67589355,1.1046895,0.59992015,0.5510258,1.0284714,1.0881999,1.1329756,0.71350694,1.1295978,1.2058973,1.4297543,0.7669879,0.481632,1.5263658,0.8333467,0.7211356,0.98052865,1.1152999,1.234457,0.9603273,1.090853,0.5694506,0.6918739,0.3961494,0.9297707,0.73900795,0.7525586,0.7476035,0.6783829,0.9314583,1.1931148,0.71426237,0.0,1.0799624,1.1790441,0.7649584,0.75048745,1.1554334,0.78371656,1.1531246,1.1192929,1.1921113,1.3145615,0.9767515,1.3720577,0.91022235,1.1301463,1.3280783,1.1400905,1.3484116,1.000054,1.1615016,0.4415567,0.7049709,0.4349736,0.5346434,0.51780283,1.2072202,0.7512542,1.3737644,1.284244,1.3896115,0.45314574,0.9961863,1.182215,0.73079884,0.8195555,0.8174802,1.131329,1.3397506,0.49383354,1.3241997,1.09344,1.3132095,1.2389245,1.4198529,0.834363,1.3805128,1.3205223,0.37703562,1.0321467,1.1106973,0.68676263,0.679731,1.2160476,1.206014,1.3764715,1.5790343,0.8188038,0.61896735,0.5647762,0.7312412,0.61895096,1.2142643,1.233665,0.7723807,0.3289625,1.2194698,1.2622249
glove,0.87961084,1.1058227,0.9455732,0.76778334,1.0269551,0.8671205,0.9258699,1.1684691,1.1229893,1.0762706,1.1282318,0.8225426,0.882102,1.0940187,1.0803217,1.0717851,1.0471377,0.9733961,0.84320796,1.0713247,1.1703175,0.8228321,0.8909279,1.0944663,0.898456,1.0676594,0.9617555,1.1555729,0.9190855,1.0544024,1.0336268,0.9611814,0.9907601,0.8630856,0.89757496,1.1672965,0.89798373,1.1363138,1.0258962,0.96286625,1.0514715,1.1134354,0.96355784,0.90369475,0.91992813,1.0154587,0.7189232,0.9653138,1.1835117,1.0799624,0.0,0.9854663,1.1425616,0.9058612,0.8760198,0.95799756,0.97379184,0.99757093,0.8066339,1.0001856,0.76727104,1.2123638,1.037971,0.88931257,0.80150497,0.95576054,0.44136417,0.81961393,1.0191736,1.141313,0.9954011,1.1324519,1.1544802,1.2445173,1.0368695,0.78469616,1.0227675,1.0543603,1.0307789,0.90394115,0.8126013,0.88380134,0.92837614,0.92592984,1.0954379,1.0452209,0.81132185,0.9241718,1.158037,1.061587,0.85649425,1.1090466,0.5710203,1.1217579,1.1954552,1.174149,0.9084458,0.94364953,0.8950744,1.2805643,0.9233956,0.9740804,0.77301675,1.224681,1.0950228,0.99314785,1.161402,1.2333542,0.8959348,1.0275829,0.7437283,1.1321973,1.1341516,1.0400296,1.2126529,1.1423187
gum,1.0499753,1.024665,1.0626554,0.90223706,0.9800561,0.83522856,0.85384244,0.9590841,1.0349109,1.0989277,1.0311714,0.985699,1.0613769,0.8036704,0.7830543,0.90816027,0.76159346,1.0801653,0.68576854,1.2183689,1.1286712,1.1964375,1.1564684,1.0323125,0.99319553,1.0658665,0.93508554,1.1193757,1.0549529,0.935931,0.98190993,0.8080269,1.0969138,1.1201361,0.92663604,1.0465565,1.1090379,1.1273458,1.144706,1.132685,1.097257,1.0515531,1.191038,1.0939388,1.0120925,1.0912887,0.92227983,1.0347111,1.0548698,1.1790441,0.9854663,0.0,1.1082083,1.1876062,0.9779898,0.96511275,1.0378411,0.98590153,1.1163422,1.1201046,0.8191823,0.94490284,0.956789,1.0850985,0.9463209,0.6937371,0.98296124,0.97775775,0.9525841,1.1123114,1.1779366,1.1785706,1.1706382,1.0953404,0.9163956,1.0438038,1.1171472,1.1295307,0.90217364,1.1261898,0.7921045,1.159229,1.0431552,0.9661698,0.9065901,1.0115767,0.9810518,1.1927371,1.0079863,0.92992413,0.7952698,1.0704722,0.8984635,1.0699695,0.8112767,0.7957183,1.0888872,0.8008101,1.0149418,1.0795314,1.003264,0.8603153,0.92701024,1.0088482,0.92727625,0.8157139,1.1624638,1.0682855,0.87547755,1.1708828,0.7193996,0.7836516,1.0637715,1.1468837,1.04533,1.1790167
hair,0.984747,1.1204358,0.8752881,1.0431263,1.2193441,1.0599947,1.280381,1.0121601,0.9974214,1.152834,1.0906657,0.87343466,0.98969847,1.1138115,1.2340895,1.3394196,1.0379311,1.0144181,1.2949617,1.0686207,1.1791497,0.83489376,0.90340865,1.192362,1.1983852,1.0863129,1.0224462,0.86116266,1.063779,1.1952312,0.9622882,1.3222073,1.1424288,1.0659989,0.95714206,1.0681967,0.9124676,0.8343585,0.6349575,0.9806627,0.6218055,0.34710765,0.8458843,1.2137259,1.1608608,1.1333675,1.130935,0.99500585,1.1634526,0.7649584,1.1425616,1.1082083,0.0,0.92041135,0.72993624,0.8727187,0.828536,1.1930854,0.9044795,1.0041716,1.264646,0.93244755,1.2449352,0.9980639,1.0346473,1.0536547,0.9186794,1.0955187,1.0409156,0.9865297,1.241455,1.0342275,0.68822825,0.96923983,1.0876491,1.035367,0.9203834,0.8559778,0.9854968,1.1403985,1.1475457,1.1205587,1.1183786,1.0722064,1.3280311,1.1193641,1.1004461,0.887125,0.8368715,0.85734344,1.093824,0.6164999,1.0190023,0.8726442,0.9020507,1.1146221,1.0810031,1.190578,0.87144685,1.1026905,1.2189113,1.1578653,1.0434629,0.7618711,1.1010818,1.2626877,0.7739296,1.0831858,1.2332236,1.1156023,1.2181883,1.2891546,1.1497164,0.9718167,0.94584167,0.80274534
hamburger,1.1391002,1.024659,1.093705,0.863328,0.9490613,0.7820952,1.1750453,1.1511441,1.1832454,0.9893594,1.1323268,1.1174502,1.1654285,1.0903296,1.2302668,1.0108727,1.1542658,0.66351205,1.195596,0.6962913,0.96971947,0.7308775,1.1297313,1.2989008,0.9600482,1.2468586,1.2043717,1.0220695,0.7503688,0.95997745,1.0900038,1.1955135,1.0497113,1.0560265,1.1117167,1.1493361,0.8526232,0.9410409,0.7811714,0.7308038,0.84458166,0.81369036,0.70967567,0.7115258,0.99349093,0.8641155,0.7898133,1.1124787,1.1468194,0.75048745,0.9058612,1.1876062,0.92041135,0.0,0.8545909,1.1611649,0.95527256,1.0305728,1.0088714,1.0599717,0.9680502,1.1452256,1.2169852,1.0675567,0.98618627,1.2102149,0.9457291,0.8571405,0.88750404,0.9272941,0.8385364,0.8109593,0.88398015,1.0563134,0.960297,0.86886644,1.2445307,0.9848392,1.0037531,0.91770846,1.0551718,1.1338454,0.8159867,0.944065,0.853173,1.1755339,1.0609915,0.6741241,1.080315,0.9996879,1.0628365,0.97865206,1.0529954,1.068984,1.1996679,1.2344425,0.8188647,1.1852635,0.8768144,0.98429865,0.78243095,1.1430001,1.0224019,1.1341413,1.2407584,0.9317599,0.7479253,1.0628248,1.0037045,0.8049474,1.0570985,1.0806391,1.1533576,0.914884,1.2189778,1.0695529
hand,0.7613578,1.2580472,0.5108238,1.0038904,1.317265,0.9455924,1.2163526,0.89680046,0.8720929,1.3109671,0.9985035,0.638299,0.7632936,0.9479628,1.3880397,1.2876965,0.801843,0.87569827,1.2373222,1.218777,1.3625457,0.99754745,0.88974285,1.2974683,1.3805985,1.1869256,0.92522347,0.71221226,0.8704511,1.2912612,0.8478084,1.3914999,1.2474945,1.0364928,1.0186406,1.0907747,0.8965964,0.84731174,0.62253356,0.9795134,0.8575591,0.86130947,0.4304284,1.1967328,1.2380514,1.1301192,1.1913458,0.95342666,1.3563765,1.1554334,0.8760198,0.9779898,0.72993624,0.8545909,0.0,1.1702093,0.9202964,1.0673845,0.8718492,0.7961172,0.9745172,0.9259457,1.395778,0.94366825,0.84676117,1.0265182,0.45767123,1.1955903,0.9137079,1.1948233,1.0993217,1.1611882,0.8609421,1.2185307,0.91272134,1.2156118,0.77245504,0.82365644,0.7418469,1.1707654,0.7709193,1.0140675,0.99468726,1.2038945,1.2885139,1.1604877,0.81988186,1.2477415,0.90957695,0.8892615,0.8075075,0.8055768,0.76148206,1.0960988,0.92046076,0.97655374,1.2688227,1.2141103,0.7084768,1.2315516,0.99055237,1.1184148,1.1270704,0.84799737,0.8626681,1.2437238,0.651495,1.2658125,1.1696299,0.9897468,1.0662193,1.0565872,1.323339,1.19419,1.0173441,0.9158856
hat,1.1164773,0.7920637,1.3314099,0.85004663,0.842468,0.9470595,0.8199782,1.2702655,1.3128603,0.9466699,1.2408893,1.0896975,1.295156,1.0910969,0.74505174,0.89863926,1.0630503,0.9282932,0.76703435,0.86616135,0.8494648,1.2432921,1.1628327,1.0328056,0.8107365,1.0851992,1.1663688,1.2637733,0.9597602,0.85377324,1.263051,0.70692,0.847285,0.78270894,0.64607364,1.0944401,1.1717753,1.175396,0.9721617,1.0800438,0.9738717,0.9321201,1.0863668,1.0866627,0.7696833,1.1295898,0.865484,1.2191356,0.8778154,0.78371656,0.95799756,0.96511275,0.8727187,1.1611649,1.1702093,0.0,1.1376522,0.974752,1.0871029,1.2512295,1.1237317,1.2437664,0.80898464,1.2056035,1.3187692,0.894846,1.1484188,0.87735254,1.0017922,0.8775113,1.0658224,0.81549335,1.036826,0.8063536,1.123931,0.82503414,1.2939581,1.1805228,1.1815416,0.9690234,0.9077621,1.0486411,0.9352129,0.7353078,0.94081557,0.8180249,0.87388086,0.95136744,1.2468411,0.9079573,0.8822403,1.1780157,1.1208856,0.9049257,1.0899682,1.082114,0.77454054,0.6280309,1.1116953,0.98704606,1.0080411,0.87218493,0.8653573,1.132556,1.2642566,0.8295105,0.887365,0.93831486,0.88279146,0.9800356,0.75292027,0.992884,0.77480805,0.83055663,1.1072721,1.2327273
horse,0.9590343,1.0651817,0.7745063,1.0329107,1.1388701,1.1027429,1.1410111,0.7669549,0.76635474,1.1730514,0.8866671,1.0067822,0.8413993,0.9672261,1.124418,1.307936,0.9357333,1.2666023,1.2904801,1.1974905,1.2606384,0.5880305,0.8456852,0.9921964,1.190855,0.9336121,0.8254571,0.78771716,1.2237897,1.2316656,0.68257993,1.2031977,1.0798321,1.1255907,1.1152549,0.9348049,0.9283936,0.86994517,1.0968186,1.0759541,1.0638686,0.78896916,1.2051594,1.1180377,1.1984042,1.0568085,1.1186748,0.85831475,1.1567373,1.1531246,0.97379184,1.0378411,0.828536,0.95527256,0.9202964,1.1376522,0.0,1.0330299,0.9103725,0.9190883,1.1492828,0.7897446,1.0699662,0.99920726,0.8854158,1.1390688,0.9111169,1.0221217,1.1453223,1.0810525,1.2120208,1.3218973,1.0499947,1.126644,0.99570775,1.1301692,0.8334166,0.8668082,0.8428018,1.2863796,1.1584806,0.9753152,1.2777786,1.2351267,1.2446398,1.0255833,0.94257945,1.0657697,0.7283618,1.0658146,1.0426711,0.6808036,0.8967565,0.9987836,0.90306604,0.9903201,1.258775,1.1299269,0.8649028,1.1203837,1.2772281,1.0424509,0.96644145,0.7720909,0.91815007,1.1664289,1.1637769,1.132154,1.2695092,1.2291797,1.1645483,1.1224383,1.1505609,1.1284034,0.8683721,0.5917095
hose,1.0503501,1.1523181,1.1185246,1.0293567,1.0069524,0.9750823,0.8043045,0.99713796,1.132833,1.145317,1.0953763,1.1116077,1.0828476,1.1015012,0.94068176,0.97578514,1.0490296,1.1139199,0.8401015,1.1192349,0.948648,1.212757,1.2352319,0.72331417,0.9647098,0.92793316,1.0661184,1.0258623,1.1041945,1.070575,1.035895,0.79632497,0.96353835,0.9384741,1.0066803,0.55285645,1.0117946,1.0913013,1.0213652,1.1908154,1.0666943,1.1435243,1.0522109,1.0295688,1.0893276,0.94477844,1.071818,1.0955441,1.0966749,1.1192929,0.99757093,0.98590153,1.1930854,1.0305728,1.0673845,0.974752,1.0330299,0.0,1.0180447,1.1173836,0.9410536,0.82931983,0.74180245,1.2326847,1.0361311,0.88359296,1.0149533,1.0225753,1.0962204,1.1618271,0.8169437,0.9893713,1.1269972,1.1063308,0.7834842,1.07134,1.0924175,1.0328141,1.1652311,1.0953239,0.9264932,0.9273263,1.1018095,0.9747023,0.97475994,0.8907886,0.8856279,0.91133255,0.8400427,1.0129254,0.83326185,1.1702845,1.0196002,1.2167869,0.96683794,0.79756963,1.0556728,0.7776532,0.97607,1.1171535,0.9227576,0.7093668,1.0310355,1.0679287,1.0904659,0.99467546,0.9630505,1.1665692,0.80406505,0.9283172,0.9401654,0.9319092,0.80614483,1.0479734,0.8091951,1.0080639
jacket,0.8365693,1.3078195,0.77442694,1.0924579,1.2876968,1.0201864,1.0691222,0.9455184,0.7404361,1.0911038,0.9107626,0.8333844,0.4245727,1.0813631,1.340463,1.151372,1.0081518,0.98829204,1.1501133,1.0345631,1.2022316,0.80673516,0.76283145,1.0141867,1.2169926,1.0774257,1.028123,0.6832601,0.94498545,1.3239251,0.79969007,1.3109338,1.1863557,0.87551767,1.0011861,1.0491437,0.90358734,0.99858266,0.90596867,1.1310186,1.0448931,1.0143974,0.8506308,1.0994992,1.0999007,1.165253,1.0375141,0.94559705,1.2035422,1.1921113,0.8066339,1.1163422,0.9044795,1.0088714,0.8718492,1.0871029,0.9103725,1.0180447,0.0,0.6130152,1.0599028,0.9722073,1.236528,0.8599851,0.9196455,1.1461871,0.642436,1.0348268,0.9568681,1.2559588,1.0116304,1.1939131,1.0525184,1.3250618,0.9480935,1.0518473,0.7191098,0.6799854,0.95462626,1.10434,1.1583418,0.6445432,1.0480157,1.0480483,1.2675354,0.998838,0.59400064,1.0820556,0.92753536,1.0078174,1.0215597,0.75918305,0.7521706,0.9279337,1.0174598,1.1369267,1.1934465,1.1362907,0.58192897,1.2101059,1.1484663,1.1002928,0.96921283,0.940462,0.8508817,1.2578299,1.0785222,1.2871015,1.3165982,0.99072176,1.0731975,1.170277,1.1006037,1.2020566,0.95300925,0.8162905
jeans,0.72691834,1.4466399,0.47074795,1.0607804,1.4045604,1.1119097,1.2261739,0.6240871,0.27762204,1.0663618,0.5233254,0.6095909,0.2174809,0.83594805,1.5198172,1.1669799,0.75146437,1.1054293,1.2107977,1.2512888,1.4091578,0.7872938,0.7632832,1.0608503,1.4156332,1.0635456,0.96075773,0.53636086,1.074128,1.3440676,0.57693744,1.4684534,1.3456686,1.2328788,0.97426975,1.0690583,0.8421132,0.8134263,1.0410976,1.1381451,1.099595,0.9439116,0.94130915,1.1909819,1.4096382,1.3062699,1.0948597,0.73678243,1.289392,1.3145615,1.0001856,1.1201046,1.0041716,1.0599717,0.7961172,1.2512295,0.9190883,1.1173836,0.6130152,0.0,1.0633389,0.89294636,1.5065792,0.761124,0.7952806,1.2367331,0.6914599,1.0763175,0.93213284,1.4310423,1.2686803,1.2470115,1.1170344,1.4141424,0.93526924,1.1202239,0.21077037,0.23407358,0.7378937,1.2414896,1.1732807,0.6692294,1.0863788,1.2268233,1.2225208,1.1458561,0.65098715,1.2146033,0.8744605,1.0720756,0.95888275,0.56209373,0.60798705,0.800978,0.8768647,1.0734034,1.3336773,1.402947,0.5962334,1.2276182,1.2625391,1.2037314,1.0131601,0.6822535,0.43658876,1.2524784,1.2679893,1.3323262,1.4822925,1.253856,0.9217019,1.0152336,1.3874781,1.421059,0.9097284,0.6606028
knife,0.98197794,1.0618795,1.1560415,1.0351224,0.9660206,0.94344,0.7722257,1.0210044,1.1821802,0.8435899,0.96796864,1.1371969,1.1106455,1.0595315,0.96896905,0.7686163,1.1424875,0.8214038,0.77749896,0.98566246,0.8225841,1.0602858,0.95416385,0.88250655,0.92547625,0.88799435,0.9227699,1.2017195,0.82345057,0.73837376,1.0980421,0.8208779,0.8527237,1.0157204,1.2555312,0.9549047,0.92568195,1.1456026,1.0993972,0.7755551,1.0607615,1.3665906,0.90399754,0.73726755,0.95066607,0.62160665,1.0068258,1.1664804,1.0121101,0.9767515,0.76727104,0.8191823,1.264646,0.9680502,0.9745172,1.1237317,1.1492828,0.9410536,1.0599028,1.0633389,0.0,1.0857775,0.8112848,1.0305475,0.84612584,0.9821921,1.0019647,1.0241232,1.1359518,1.0423378,0.7325498,0.98775774,1.0104061,1.0228775,0.9183689,1.0051436,1.2042296,1.126587,1.1569064,0.60003495,0.72445774,0.9616256,0.8091059,0.9958626,0.68939424,1.0434979,0.94205683,0.98982966,1.0895756,1.0056154,0.9248607,1.3471968,1.0103482,1.3029677,1.2476096,0.9826276,0.8055618,0.99273765,0.85588515,0.97582203,0.3968284,1.1686273,1.1017164,1.3434802,1.0391161,0.84098405,1.0019848,0.99722856,0.69079417,0.88128746,1.0680336,0.77158844,0.7229104,0.94687015,1.1104305,1.2247947
ladder,0.94818896,1.2894313,0.65764487,1.301006,1.2727749,1.060652,1.0532414,0.4370488,0.60749066,1.3002527,0.6958394,0.9322829,0.80727667,1.0783002,1.1840416,1.2736541,0.92176163,1.368703,1.2236631,1.3013282,1.2865782,0.8100386,0.8028041,0.7873963,1.2256794,0.6875992,0.81325525,0.5652278,1.2943037,1.3731399,0.55698884,1.2340958,1.1875368,1.1537962,1.1058406,0.5413792,0.92584586,0.85833216,1.2125785,1.19651,1.2011094,0.9084212,1.2966858,1.2190815,1.3484762,1.0818137,1.2594208,0.8450687,1.1977698,1.3720577,1.2123638,0.94490284,0.93244755,1.1452256,0.9259457,1.2437664,0.7897446,0.82931983,0.9722073,0.89294636,1.0857775,0.0,0.95078313,1.0217614,0.82413393,1.0093865,0.93832225,1.1029361,1.059149,1.2748914,1.2202255,1.3751383,1.168654,1.280715,0.8364254,1.1777167,0.83075255,0.81746805,0.83255446,1.3579979,1.1990002,1.0677384,1.3553407,1.3083777,1.2540901,0.980554,1.0284711,1.136512,0.3287903,0.9890833,0.86226255,0.7322351,0.93604606,1.0446354,0.5586653,0.55853647,1.4136202,1.1177442,1.0031267,1.1982207,1.2480521,0.94750535,1.0525701,0.63916695,0.6424558,1.2569101,1.2459927,1.186392,1.1377754,1.3300551,1.2100996,1.0599453,1.0625837,1.3472633,0.6239911,0.68767047
lamp,1.2125957,0.77171385,1.4356273,1.0989256,0.62674814,1.2090025,0.632818,1.104908,1.3945733,0.8108808,1.1741107,1.40789,1.5181296,1.1697528,0.50868,0.93735725,1.2694907,1.2657232,0.72090733,0.8858627,0.5765523,1.272377,1.1034281,0.5718143,0.4386798,0.71125346,0.9510543,1.3401268,1.2407495,0.74546856,1.3109841,0.41096884,0.4535885,0.8726514,1.0719649,0.60085154,1.2189643,1.205863,1.239372,0.9935324,1.1411825,1.2802505,1.2922204,0.7463162,0.7079631,0.7258593,0.98033315,1.2439414,0.5453754,0.91022235,1.037971,0.956789,1.2449352,1.2169852,1.395778,0.80898464,1.0699662,0.74180245,1.236528,1.5065792,0.8112848,0.95078313,0.0,1.2396559,1.2533736,0.7623036,1.3773129,1.0270978,1.3033034,0.80889994,0.637522,0.8295671,1.0162249,0.71652853,1.050537,0.9552278,1.4609513,1.4029789,1.3179957,0.7418999,0.96123266,1.0212538,1.1675289,0.83869624,0.9015596,0.8238375,1.1982749,0.9246396,0.9307625,1.1871551,1.0806036,1.3824422,1.356394,1.2336426,1.0970213,0.75453264,0.832865,0.55033034,1.3027807,0.74421334,0.8021002,0.7053086,1.0538511,1.2178596,1.3034561,0.791435,1.0399748,0.7741927,0.54980063,0.80650187,1.1699904,0.98288727,0.30826354,0.7519036,0.87476593,1.1844327
meat,0.91678745,1.1288509,0.7562892,1.0803392,1.2145872,0.9810569,1.1294615,0.8844114,0.74862087,1.0118808,0.85507315,0.72068834,0.6383596,1.0317897,1.1868296,1.0567427,0.97287107,0.93106186,1.1364131,1.0494612,1.2009479,0.82976985,0.662095,1.1285156,1.097613,0.8672503,0.83560944,0.92205864,0.8996974,1.1972042,0.86214596,1.2242897,1.1608776,1.0045304,1.0959947,1.097569,0.8339032,0.99704343,1.0130059,1.130772,1.0604451,0.9312677,0.96420115,1.0682735,1.0401464,1.1948762,1.0673968,0.7639953,1.149364,1.1301463,0.88931257,1.0850985,0.9980639,1.0675567,0.94366825,1.2056035,0.99920726,1.2326847,0.8599851,0.761124,1.0305475,1.0217614,1.2396559,0.0,0.932175,1.1135137,0.73192036,1.1365256,0.9785548,1.1367205,1.1543846,1.1348133,1.072937,1.2022151,1.0274539,0.9079706,0.6671455,0.85830086,0.9360984,1.0843381,1.1680145,0.94507504,0.86418873,1.0802284,1.0586003,1.0929751,0.99306077,1.0864064,0.93956333,1.0011944,1.0669665,0.79976976,0.8347329,0.9556279,0.998873,1.1477726,1.1940087,1.2112803,0.96656567,1.1298319,1.1181968,1.1713755,1.0881481,0.9444841,0.818395,1.2179453,1.1807559,1.0798624,1.2409456,1.1086206,1.0556997,1.0160484,1.2159092,1.1867586,1.0240675,0.87858
melon,0.8217062,1.2324761,0.7784836,0.6898065,0.9437104,0.8483728,1.0296026,0.80874246,0.73687977,1.2154282,0.801015,0.8035686,0.6485312,0.8027067,1.2610271,0.9938449,0.7763423,1.117693,1.0357518,1.2403268,1.3578098,0.8113466,1.0153704,1.1221344,1.1796257,1.0659881,0.82854867,0.82652223,1.0960702,1.2114332,0.66346836,1.2180752,1.2810025,1.1396253,1.0445203,1.0786414,0.8701424,0.9748915,1.0897363,1.011043,1.1471848,1.0229099,1.1066489,0.9727421,1.1440759,1.088616,0.9211135,0.8416705,1.3296769,1.3280783,0.80150497,0.9463209,1.0346473,0.98618627,0.84676117,1.3187692,0.8854158,1.0361311,0.9196455,0.7952806,0.84612584,0.82413393,1.2533736,0.932175,0.0,1.0935317,0.7368897,0.96139705,0.8111741,1.3058181,1.1454711,1.397296,1.1883017,1.3268038,0.90608346,1.1977,0.80281126,0.8151897,0.71562725,1.2356014,1.0351967,0.7977202,1.0897803,1.1809757,0.9858095,1.0557307,0.85951173,1.074696,0.9087835,0.9191958,0.8302188,0.949886,0.6133153,1.1248378,0.98305744,0.9205082,1.1537294,1.2135072,0.99593955,1.2403096,1.1969415,1.082536,0.8979889,0.9602916,0.63079214,1.0183673,1.2101147,1.313658,1.2738181,1.2577301,0.79009706,0.8663883,1.3179747,1.3056631,1.0205603,0.9736206
milk,1.0108618,1.0661612,1.1194692,1.035917,1.016316,1.0044907,0.7092138,0.9834829,1.1642181,1.1022297,1.1255962,1.0247785,1.1694747,0.90803254,0.70151985,0.9736294,0.89439946,1.1643542,0.5701224,1.12266,0.970224,1.2633052,1.1396967,0.9150169,0.8506271,0.9349266,0.9582729,1.1649375,1.1781839,1.0965015,1.1381992,0.7129415,0.8937788,0.9456042,0.8642081,0.83206534,1.1259577,1.1439197,1.0672054,1.1867375,1.088025,1.0780045,1.0974104,1.1389219,0.9661494,1.0792929,0.9944392,1.1354991,0.9958288,1.1400905,0.95576054,0.6937371,1.0536547,1.2102149,1.0265182,0.894846,1.1390688,0.88359296,1.1461871,1.2367331,0.9821921,1.0093865,0.7623036,1.1135137,1.0935317,0.0,1.0335355,0.96880573,1.0349733,1.1476059,1.0052158,0.9825209,1.105668,1.0511795,0.8963451,1.0654005,1.1682754,1.1632036,0.94832534,1.098003,0.88997155,1.0328382,1.1590286,0.86172634,1.0407423,0.92794526,0.9958401,1.0634501,0.9708742,0.98559165,0.90340024,1.1534948,0.98126787,1.2377441,0.80148077,0.66552806,1.1427555,0.5679241,1.1143625,1.025593,1.0328958,0.6425116,0.9309826,1.0710793,1.0983061,0.94258386,1.0585574,1.1211389,0.76164734,1.0753229,0.9337172,0.96791863,0.9049003,1.1106472,1.0231633,1.1555445
mitten,0.669339,1.387146,0.52661335,0.95108116,1.391659,0.83383024,1.1539809,0.8441869,0.71794,1.3731571,0.87214404,0.48750675,0.507092,0.9509364,1.4515035,1.2805653,0.755341,1.043672,1.1565521,1.287993,1.5363523,0.8241279,0.7845373,1.2015375,1.2676316,1.0328062,0.7863486,0.69120073,0.97276175,1.4423504,0.7040689,1.3805625,1.2733864,1.0722462,0.92270035,1.0764316,0.8904425,0.9697536,0.89088964,1.1554699,1.0248126,0.8649862,0.86973053,1.1440413,1.25883,1.3181229,0.942267,0.90922487,1.4234817,1.3484116,0.44136417,0.98296124,0.9186794,0.9457291,0.45767123,1.1484188,0.9111169,1.0149533,0.642436,0.6914599,1.0019647,0.93832225,1.3773129,0.73192036,0.7368897,1.0335355,0.0,1.0299001,0.8277778,1.408137,1.2743113,1.3191494,1.0906821,1.4821026,0.869674,0.9679196,0.67203736,0.757435,0.71603966,1.315364,0.88271993,0.88540256,1.0946453,1.1741896,1.3522797,1.1688555,0.76674545,1.2267529,0.8749231,0.9010366,0.6351087,0.75526536,0.41440654,1.1301309,0.9548654,0.9877487,1.36316,1.2050647,0.6758362,1.3896054,1.1926543,1.0196363,0.86142176,0.88245225,0.7494856,1.2896459,1.1054041,1.4364135,1.2701112,1.2214447,0.79462034,1.0979371,1.385961,1.4354079,1.0028636,0.8731872
