,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.794767,0.9875144,1.0915287,0.97028065,0.911005,0.83304286,1.1162843,1.0223837,1.0718142,1.0878603,1.0931976,0.87861454,0.8466922,0.9825514,0.9623987,1.1413943,1.1384039,0.98140407,1.0390089,1.133075,1.1546524,1.0640713,0.7720562,0.9980174,0.79942465,1.2749913,0.91942763,0.9729317,0.9956275,0.9610597,1.0735075,0.9899461,1.0963343,1.1536659,1.1575365,0.95537823,0.8282286,1.1110579,1.0087355,0.9749306,0.82434416,1.0271719,1.1448773,0.953782,1.2427505,1.072856,0.9889496,1.0752515,0.7292979,0.72527397,1.1224594,0.964697,0.7104554,0.923555,1.0855974,1.0597792,1.0713496,0.99593633,1.0141219,1.0023395,1.0862896,1.0434698,1.0612866,1.1103302,1.1081495,1.0625144,0.89739275,0.8765966,0.8711919,1.0969727,1.0151426,1.0996966,1.17578,1.1401403,1.1111478,0.86377776,1.1627988,0.0,1.0436331,1.1641212,0.9195234,1.0101359,1.1226165,1.0673213,1.1900067,0.9311731,1.0920278,0.98480886,0.80320644,1.2137876,1.1259633,1.0635382,1.1610925,0.98668605,1.060024,0.8399658,1.0582072,0.92012775,0.9225547,1.1523724,1.0597427,0.74970937,1.1942207,0.78054464,1.1542461,0.8171853,1.0000572,1.0258497,1.2141486,1.1384349,1.0831434,0.988941,0.94067395,1.2114811,0.90464485,0.82091147,1.1961933,0.8323483,0.88892186,0.6010819,0.89402235,1.2435794,1.1583943,0.9798444
pajamas,0.8119973,1.4703101,0.51307416,1.1245066,1.256643,0.85010666,1.3009008,0.7665223,0.42141736,1.4386263,0.50032955,0.35513747,0.8697747,0.4636755,1.0968058,1.4653349,1.4689603,0.7602905,1.4245045,1.3603561,1.2934306,1.4409629,0.7830876,1.2644942,0.7577913,0.7589865,1.3222281,0.75640297,1.1012579,1.3707757,0.4542693,1.165096,1.516778,0.5496608,1.4084239,0.6752434,1.0224127,0.94064206,0.96778685,0.26471412,1.2934753,1.3430097,1.2473586,0.67511034,1.1777635,1.407808,1.4415485,1.5254428,1.2007508,0.6787555,1.4822533,0.7201608,1.0424464,1.3149133,0.6805691,0.8787778,0.9358663,0.8655554,0.469128,0.7106833,0.47714382,1.4379697,0.99571097,1.4084141,0.6718222,1.0821246,0.839328,0.6287332,0.6931575,1.0939653,1.4170814,1.3470083,1.4277586,0.9327017,1.3378823,1.3158393,1.4154426,1.0436331,0.0,0.4249823,0.88026583,1.3665929,1.3526688,1.3775609,0.8661268,0.7356866,1.3400034,1.3674282,0.9020877,1.1063235,1.4065771,1.4190644,0.82644004,1.4180614,0.7936008,1.085823,0.09968543,0.9781316,0.79311955,1.2501925,0.9342055,0.82647485,1.4884647,0.6043104,0.90266466,0.98609585,1.1854258,1.3922957,1.228291,0.6795199,0.37627435,0.5249858,1.53829,1.3470883,1.2962811,0.8773585,1.3911235,1.2704954,0.7764833,0.8869525,0.8433124,1.1684262,1.3578103,0.82340586
pants,0.96728504,1.4321216,0.54843557,1.2758682,1.3376645,0.95976293,1.1654912,0.6211512,0.61669695,1.2107813,0.58259386,0.74570346,0.91853607,0.7001734,1.1388998,1.4527186,1.2617427,0.8786245,1.1486601,1.027575,1.1835992,1.2371022,0.9677807,1.1119909,0.70121133,0.6507319,1.4021463,0.8540511,1.1817383,1.3575677,0.5915103,1.0908716,1.4503111,0.7201835,1.3135505,0.79743445,1.1471384,0.99453354,0.81573594,0.7497627,1.1593357,1.2718716,1.0414716,0.9023657,0.9014151,1.324341,1.4460754,1.3406489,1.2335968,1.0090592,1.3071867,0.8041258,1.011887,1.3213093,0.84364206,0.6459469,1.0165181,1.0083704,0.531101,0.9252919,0.11126256,1.3093956,0.9007794,1.3957874,0.700459,0.9275512,0.8855028,0.79410136,0.8864215,0.9878564,1.3839612,1.325392,1.2079061,0.84515655,1.1551883,1.2590505,1.3041034,1.1641212,0.4249823,0.0,1.0247304,1.2704875,1.2133124,1.0923573,0.73206997,0.9112625,1.2927179,1.2421416,1.0755459,1.151664,1.3766937,1.3011639,0.81055605,1.4174812,0.74932045,1.1900034,0.43938828,0.9777789,0.636449,1.1282202,0.7367519,1.1140125,1.1747266,0.84888065,0.6818643,0.9944056,1.0243539,1.44349,1.0060514,0.59304833,0.4571103,0.70519865,1.4182656,1.0696142,1.1417229,1.0419694,1.1635801,1.4334966,0.97889745,1.0338076,0.89454496,0.94105417,1.1595674,0.8647525
paper,0.73401594,1.2348737,0.8120773,0.8884209,0.97141224,0.82846594,1.0754226,0.6746266,0.7713194,1.2821419,0.79185796,0.72228307,0.90850383,0.8531299,0.23202145,1.2633586,1.1325037,0.3687284,1.3053274,1.3694586,1.1499131,1.2654308,0.8666196,0.9269163,1.1209579,0.9902229,0.9445281,0.88875157,0.89527255,1.1643704,0.8441835,0.837058,1.2763487,0.7788027,1.2320832,0.9379863,0.9694866,0.9245381,0.7126665,0.8773002,1.0092114,1.0980772,1.3150657,0.9543245,1.2263523,1.0827806,1.3897088,1.1738547,0.8326186,0.67433494,1.4758182,0.85728276,1.0348847,0.59694755,0.99192727,0.8776909,1.0496218,0.9490138,0.9711385,0.71515167,0.99691796,1.205298,0.9137663,1.103689,0.88988113,1.0640969,0.9015023,0.80785394,0.87181497,1.103224,1.2652397,1.3463364,1.2047493,0.97961026,1.3519149,1.0425862,1.0770538,0.9195234,0.88026583,1.0247304,0.0,1.0524235,0.9365594,1.2168784,0.9407139,0.7245034,1.1620723,1.0850708,0.9378321,1.022005,0.9953441,1.3955789,0.97814006,1.3453496,0.9458437,0.8204569,0.93777007,0.87397015,0.96326745,1.2297546,0.66507715,0.7622663,1.4507939,0.7747685,1.0185964,0.97097224,1.0965266,1.1646547,1.3128803,0.87042534,1.0040554,0.6089452,1.1832957,1.351546,1.2065675,0.6946983,1.2106438,0.9079817,0.43136483,0.96048045,0.991452,1.2542992,1.3721033,0.9970474
pen,1.2375433,0.7802522,1.2291213,1.0220871,0.86196077,1.085427,0.8399034,1.1069808,1.374709,0.56538415,1.3222636,1.3127453,1.1328889,1.3234167,0.76704586,0.7478658,0.82204807,1.0756217,0.97576773,0.8568397,0.8423218,0.7016313,1.0518047,0.8278174,1.124591,1.208218,0.9290068,1.1629667,0.8158965,1.0559479,1.3650763,1.0743074,0.4171661,1.2875879,0.7728177,1.3783383,1.0238445,1.124395,1.0637751,1.2410814,0.90236974,0.9597943,0.9548366,1.2516308,0.99502134,0.8272828,0.7465748,0.49311763,0.9996564,1.1337897,0.7031624,1.1024549,0.96311617,0.7609114,1.2633538,1.0549527,1.168751,1.0817003,1.1922001,1.121374,1.1694007,0.5013623,0.83020175,0.79546535,1.1983786,0.91738355,1.1731977,1.2725979,1.3815556,0.9899678,0.970407,0.8195169,0.8478745,0.98577595,0.88556,0.73834515,0.72196007,1.0101359,1.3665929,1.2704875,1.0524235,0.0,0.27468204,0.8493216,1.1247776,1.2306044,0.80474126,0.6878519,1.2104108,0.931139,0.77302456,0.764276,1.2598053,0.9044733,1.0461019,0.5901165,1.3277059,1.0475732,0.8721001,0.83846164,1.0645362,0.8364376,0.7755066,1.2294159,0.97059596,1.233444,1.1383985,0.9343096,0.9940286,1.2469333,1.279573,1.3323011,0.8446622,0.95488334,0.8674871,0.7870057,0.76290625,0.9039346,1.0138372,0.9971034,0.99359304,0.9733145,0.72426873,1.0690918
pencil,1.1955923,0.7998622,1.1561468,0.9127696,0.8429907,1.0298585,0.8859729,1.1584628,1.4151888,0.7200033,1.3346663,1.3796599,1.1313804,1.3726823,0.7237124,0.78144723,0.91105974,1.0182406,0.8789598,0.9458934,0.92441285,0.78239405,1.276383,0.70982283,1.3242648,1.1937616,0.91346675,1.2712805,0.79293597,1.0102429,1.3432935,0.8931432,0.50648063,1.2716815,0.8762948,1.3124439,0.9347368,1.1049242,0.97506064,1.2447925,0.9057093,0.95497376,0.90534514,1.2257056,0.76263374,0.8170928,0.9012696,0.6584569,0.9621043,1.2209923,0.77236307,0.9982714,1.0884159,0.6004478,1.2123675,0.79800093,1.1203682,1.0653368,1.2917374,0.99348533,1.1843677,0.66218317,0.8616954,0.7899466,1.0746624,0.8521744,1.104126,1.194396,1.3626976,0.8963776,0.93458486,0.8785951,0.91763437,0.80588627,0.8215394,0.76165855,0.7473027,1.1226165,1.3526688,1.2133124,0.9365594,0.27468204,0.0,0.79223067,1.1794202,1.2536614,0.8775886,0.8268894,1.1164556,0.89320636,0.83029985,0.77118456,1.2299291,0.97634375,1.0340339,0.5835356,1.354413,1.0272751,0.9129928,0.77427137,1.0242114,1.0201699,0.77782166,1.3396168,0.93511957,1.1933458,1.0444547,0.9653436,0.922323,1.1350936,1.2986104,1.3145919,0.8196399,0.8019123,0.8016943,0.7049431,0.9036671,0.79943025,0.9199146,1.1418431,1.1702265,0.92826676,0.74906456,1.2733861
pickle,1.103828,0.49582213,1.3069307,0.9454545,0.8113545,0.8989235,0.9403402,1.3203491,1.4588077,0.7206276,1.4262965,1.2851214,1.13037,1.3379332,1.1119996,0.80996126,0.8629643,1.3062568,0.53230184,0.7624007,0.9593038,0.81932986,1.2218598,0.7012205,1.2681624,1.3121284,0.9816656,1.3912263,1.1287693,0.8155136,1.4092225,0.96537167,0.60183054,1.3848019,0.91686726,1.2789757,0.958539,1.4166124,1.165805,1.3526796,0.9964217,0.91577667,0.52310956,1.278021,0.59490895,0.69929856,0.77248347,0.7985964,0.8511924,1.3167117,0.6721947,1.0744913,1.1078602,0.7098118,1.2435278,0.86200595,0.95361835,1.2748779,1.1772438,1.2249851,1.0696073,0.9195338,1.2739788,1.1440101,1.0855526,0.745522,0.771925,1.1597607,1.3302586,0.71943164,0.7335142,0.7590606,0.8789265,0.8569683,0.60900867,0.8363465,0.9798724,1.0673213,1.3775609,1.0923573,1.2168784,0.8493216,0.79223067,0.0,1.1012017,1.1451154,0.8415688,0.8680386,0.9074564,1.0489887,0.92808473,0.55091196,1.294502,0.83825946,0.83439815,1.0490453,1.3776803,1.112628,0.94556403,0.68276644,1.2325025,1.2873935,0.4714852,1.3655062,0.97191143,1.0069573,0.69170076,1.0308622,0.48689818,1.1740277,1.2042603,1.4309437,0.5495671,0.5780474,0.5469107,1.2253805,0.89597553,0.80605006,1.2895832,1.1110451,1.093517,1.0980793,0.4805931,1.3844229
pillow,0.8487765,1.3349388,0.85999894,0.9440241,1.0169693,1.0813891,0.82542276,0.7004928,0.6026872,0.9429028,0.6400068,0.6075076,0.99617696,0.43637455,0.9151415,1.2466174,0.82542264,0.8852736,1.0609183,0.9111014,0.98395807,0.97888285,1.0283662,1.087313,0.7735417,0.648762,1.1932056,0.91637546,1.1690624,1.1023185,0.7567849,1.0657024,1.2783918,0.7007936,1.0755922,0.80683374,0.9998506,0.97567904,0.82478726,1.0057555,0.9396579,1.1410946,1.2429215,1.1614023,1.1282794,0.90048957,1.209979,1.0457071,0.99402285,1.0596275,1.2369089,0.74104476,0.9499993,1.1159191,1.1014445,1.0228922,0.796872,1.1350302,1.1007813,1.1184603,0.74338293,1.0622652,0.9531277,1.0609163,0.92564553,0.9840423,1.0859349,0.8156998,0.995398,1.2105067,1.253695,1.3438601,0.6878965,0.8862622,1.2454425,1.1875603,1.0471269,1.1900067,0.8661268,0.73206997,0.9407139,1.1247776,1.1794202,1.1012017,0.0,0.48786473,1.2002954,1.0888093,1.0301803,0.8907544,0.9393282,1.313527,0.8141047,1.169512,0.73269033,1.174806,0.9632531,0.73096585,1.0992037,1.1788507,0.7054848,1.1404134,1.1285859,0.92511845,0.7286396,0.93757343,1.0702056,1.1192211,1.1223252,0.724624,0.94000894,0.7271768,1.2073377,1.1589122,1.2716999,1.170251,0.61295915,1.1185726,1.0019892,1.2075183,1.0101613,0.8630399,1.2314385,0.7806672
pizza,0.6830544,1.3073418,0.95141035,0.9975313,1.0747933,0.87562025,1.0893183,0.804013,0.53082466,1.3002465,0.62579393,0.40933013,0.9261559,0.42643464,0.8771343,1.3413681,1.0858831,0.73831296,1.0892001,1.2224483,1.1662173,1.2969406,0.78509355,1.0821649,0.8079195,0.9006444,1.0657434,0.7819508,1.1492755,0.94277334,0.7654459,0.96043247,1.3382242,0.630967,1.2541872,0.72984266,0.9393113,1.0187323,0.9292236,0.81353337,0.9994785,1.2177773,1.2922797,1.0572805,1.2294674,1.0122962,1.2874292,1.2479447,0.91116256,0.5804708,1.4226854,0.8212248,0.92881614,1.0190113,1.0534402,1.0483873,0.9514967,1.0164262,1.0282739,0.87510777,0.9027424,1.2622834,1.0460764,1.2301719,0.8217589,0.9996469,0.9447721,0.71596617,0.7177713,1.203791,1.1482561,1.2969036,1.0729978,0.98272043,1.3038871,1.1798673,1.2738388,0.9311731,0.7356866,0.9112625,0.7245034,1.2306044,1.2536614,1.1451154,0.48786473,0.0,1.3082587,1.0872725,0.79528844,1.0270267,1.1404747,1.341776,0.89789265,1.2264055,0.81999886,1.0306667,0.84931034,0.91483843,1.1250355,1.2028558,0.80751526,0.9118624,1.3546977,0.7530845,1.0300794,0.95181125,1.0769478,1.2355828,1.2690039,0.77659273,0.94466764,0.62032765,1.2096361,1.3190709,1.2345145,0.99943405,1.0451638,1.0246369,0.8184918,0.95710874,0.9060192,1.1342201,1.3350307,0.8082968
plant,1.214936,0.71023864,1.342634,1.0320088,0.9508852,1.2390096,0.7377951,1.3241898,1.4109452,0.62646335,1.3438988,1.3825701,1.0853089,1.3524085,0.9443544,0.38877237,0.70466876,1.2246001,0.9745123,0.6472937,0.6948819,0.5152719,1.1307657,1.0445981,1.2595553,1.0424163,0.6444995,1.1540275,1.0022435,0.864287,1.3295915,1.0497183,0.585644,1.3456378,0.5456949,1.2788479,1.0516039,0.949213,1.2360033,1.2012625,1.0296161,0.7975007,0.93298244,1.1864425,1.0023246,0.80133945,0.5114292,0.57235223,0.89863455,1.2037294,0.59759194,1.3098469,1.1135776,0.99896693,1.1654665,1.2966833,1.1705539,1.0555327,1.0934354,1.2820852,1.2928536,0.57554734,1.0234504,0.5769707,1.200759,1.0901867,1.2691193,1.4493378,1.2122984,1.1271999,0.72087306,0.71752584,0.64327204,1.0907764,0.8887464,0.91482306,0.46864414,1.0920278,1.3400034,1.2927179,1.1620723,0.80474126,0.8775886,0.8415688,1.2002954,1.3082587,0.0,0.8268721,1.1995058,0.7024427,0.683429,0.776239,1.0276386,0.5257181,1.200843,1.0592343,1.2912416,1.0486737,1.215232,0.81562936,1.2893546,1.2111679,0.6531372,1.184257,1.142421,1.1063399,1.053549,0.5689043,0.9050128,1.1303536,1.2339143,1.3416694,0.7619456,0.88459617,0.839736,1.203167,0.72096026,0.86842847,1.2426101,1.0206275,1.1557343,0.74371743,0.76057845,1.1227978
plate,1.1993065,0.66305804,1.1658508,1.1326429,0.97945684,1.0556129,0.84944814,0.78892833,1.1853715,0.5435729,1.1831572,1.3420179,1.1902307,1.2845213,0.94616425,0.65791667,0.56891096,1.1759176,0.82419765,0.82684493,0.9803312,0.65195936,1.025313,0.9018419,1.0077296,1.073012,0.8847264,1.1514955,1.0521902,0.7321082,1.2176914,1.030654,0.47799844,1.2402314,0.81999683,1.2315001,1.2522008,1.0140122,1.1172405,1.2431285,0.8642852,0.9331465,0.988089,1.2096517,1.0757217,0.7060801,0.5875961,0.37572002,1.0713892,1.1767195,0.6820485,1.3895427,0.8544613,1.0454649,1.2766949,1.2023294,1.2349906,1.1290829,1.1885103,1.1830025,1.2533717,0.33863032,0.9123846,0.7466597,1.1051754,1.1174917,1.0762279,1.3443353,1.1927404,1.1479181,0.79774207,0.5821674,0.56943905,1.1793183,0.87807006,0.67136204,0.800636,0.98480886,1.3674282,1.2421416,1.0850708,0.6878519,0.8268894,0.8680386,1.0888093,1.0872725,0.8268721,0.0,1.3117174,1.1618419,0.75375557,0.7679819,1.1970282,0.88228333,1.1953644,1.1242094,1.2928189,1.2821047,1.0911162,0.87790155,0.6364317,1.0890906,0.73542666,0.9964749,1.2228649,0.9419459,1.0451415,0.82189965,1.0701873,1.3301404,1.2658668,1.1846055,0.7637247,0.94464904,0.94707066,1.2182622,0.53239787,1.0554304,0.99724644,1.0256475,1.0317323,1.0888587,0.7674601,1.0037956
pumpkin,0.54531753,0.96267474,1.1325289,0.7264524,0.826233,0.7466891,1.1207919,1.1771748,0.973362,1.3229644,1.0334547,0.7223991,0.77709794,0.86989635,1.0825703,1.0583375,1.2407268,0.9446301,0.96477884,1.1755747,1.095492,1.2222857,0.8649541,0.9394076,1.090176,1.1861254,1.0651801,1.062874,1.1027768,1.0545868,1.0310853,1.013455,1.1968951,0.9242451,1.233071,0.84522945,0.7474141,1.2101985,0.98931456,0.94678944,1.2044729,1.0429947,1.017848,0.91061604,1.0108601,1.0363508,1.1669683,1.3857645,0.6617656,0.7494625,1.211638,0.8125419,1.1490036,0.8633418,0.94540054,0.965171,0.78519857,1.0252007,1.0251542,0.7125125,1.043809,1.3937993,1.1413032,1.2550595,0.95729154,0.9229223,0.6495472,0.68793863,0.8486774,0.89882964,1.0196165,1.0831096,1.2930155,1.0030003,1.0266572,1.0203748,1.2823169,0.80320644,0.9020877,1.0755459,0.9378321,1.2104108,1.1164556,0.9074564,1.0301803,0.79528844,1.1995058,1.3117174,0.0,1.0255728,1.268088,1.0537099,1.0482959,1.1513186,0.8687098,0.93743646,1.0036913,0.87548125,1.1186204,1.044495,1.1738881,0.9174743,1.1351072,1.1035264,1.0340773,0.8814012,0.91797423,1.2201033,0.8534583,0.8994061,0.9972576,0.9139375,0.9895586,1.0235369,0.9496513,0.92930657,1.2798134,0.6815903,0.9791486,0.8699565,0.9452931,1.1619785,1.0842812,1.1489589
purse,1.0357635,0.9626601,1.1892192,0.8222915,0.82988894,1.0825444,0.6230932,1.1759087,1.097397,0.86477137,1.0641574,1.0304202,1.097714,0.9845907,0.8120422,0.6896067,0.784978,0.8366432,1.1263804,0.95138425,0.5061126,0.7820109,1.1946639,1.0607774,1.2743976,1.0009276,0.7742903,1.0456148,1.0046794,0.89284766,1.1383336,1.0477209,0.86155736,0.9731635,0.5280957,1.0848558,0.8281722,0.9794574,1.0155712,1.0432379,1.1175721,0.96332276,1.210498,1.211587,1.1442313,0.9694568,0.8773571,0.96521676,0.92296106,1.0941911,0.97418797,1.0144924,1.2064606,0.8895223,1.1870304,1.1900167,0.8438085,0.9267439,1.0407583,1.0242411,1.1561351,0.9222229,1.1072674,0.7136433,1.1183408,1.1186377,1.1801848,1.1730964,1.097022,1.1692427,0.93327755,1.0502797,0.9093416,0.8990205,1.1122215,1.014151,0.6266601,1.2137876,1.1063235,1.151664,1.022005,0.931139,0.89320636,1.0489887,0.8907544,1.0270267,0.7024427,1.1618419,1.0255728,0.0,0.60282767,1.0023941,0.9794917,0.8070589,1.1050366,0.91269314,1.1346823,0.7935399,1.2036749,1.037494,1.1944807,1.1204525,0.9564064,1.1615093,0.9770182,1.1894044,1.0534312,0.8108894,1.0525254,0.83187747,1.0776718,1.0977045,0.9303165,1.0836399,1.088098,0.97940266,0.88736707,0.7043496,1.0322831,1.0753734,1.1704363,0.6932338,1.0278699,1.1345541
radio,1.1222911,0.81201273,1.3443496,0.86251616,0.82762873,1.2232167,0.62747747,1.1612954,1.2572992,0.5919418,1.2182765,1.330066,1.177273,1.2517328,0.70670354,0.6594897,0.5795328,0.9848724,1.0215306,0.92428875,0.66529715,0.65226865,1.0997068,0.95277166,1.317736,1.0347623,0.6431422,1.0785687,1.0019648,0.7819698,1.3163548,1.0662289,0.66249233,1.1760783,0.47740626,1.2611264,0.935397,0.9413314,1.011694,1.275188,1.0229068,0.7292614,1.066299,1.2183428,1.123203,0.6701635,0.6711128,0.5540731,0.8220438,1.239774,0.7375588,1.2433032,1.0781704,0.77704203,1.2510878,1.3456337,0.9930803,1.0765287,1.1656823,1.2826886,1.4002178,0.54278284,1.119112,0.54529077,1.2396231,1.181814,1.3410397,1.4315629,1.1413169,1.1490699,0.8219342,0.88101673,0.6016357,1.0706022,0.97183406,0.88550335,0.41383725,1.1259633,1.4065771,1.3766937,0.9953441,0.77302456,0.83029985,0.92808473,0.9393282,1.1404747,0.683429,0.75375557,1.268088,0.60282767,0.0,0.87541056,1.0635186,0.63926697,1.2111452,0.99866563,1.3460227,0.9148891,1.2270437,0.8928951,1.0935478,1.1343377,0.7509395,1.1321619,1.2184672,1.0775006,1.0380547,0.5878653,1.0474603,1.0663925,1.2382674,1.2888077,0.6352859,1.0137569,1.0015497,1.1750147,0.6311055,0.77240515,1.1239872,1.0747981,1.0505369,0.86453867,0.8884088,1.0543836
raisin,1.3955872,0.41000462,1.3408953,0.98865765,0.90067726,1.2908608,0.98343796,1.4482074,1.4958427,0.6476919,1.4856739,1.4281657,1.2786402,1.3804398,1.2411919,0.53309876,0.8814487,1.4483026,0.5818042,0.6841406,0.9039818,0.65664834,1.2019163,0.8460965,1.2175033,1.317068,0.8759075,1.3153653,1.1151694,0.86568993,1.4223328,1.1446937,0.33262974,1.4433987,0.72769374,1.313667,1.0302417,1.2226086,1.2550201,1.3353424,0.9526272,0.7832753,0.39359385,1.1264434,0.52017975,0.7920046,0.40074563,0.7097074,1.1194084,1.3280103,0.28654337,1.3381323,1.0449054,0.9524303,1.1109794,1.0090286,1.0761566,1.2153246,1.2087303,1.332974,1.2882769,0.7622169,1.2508576,0.9540956,1.3231765,0.930292,1.1724902,1.3708401,1.3790789,0.69351935,0.6009226,0.2565239,0.79919297,0.9391715,0.32278007,0.76280224,0.83188945,1.0635382,1.4190644,1.3011639,1.3955789,0.764276,0.77118456,0.55091196,1.313527,1.341776,0.776239,0.7679819,1.0537099,1.0023941,0.87541056,0.0,1.284776,0.7060732,1.0682259,1.125011,1.3884819,1.1896938,1.0359694,0.5835578,1.3978446,1.2554477,0.33124775,1.2598147,1.0988653,1.1732247,0.90634954,0.8252561,0.50367886,1.3184748,1.3331692,1.5269037,0.62941396,0.372706,0.4868397,1.2486469,0.83805263,0.89158905,1.393316,1.0957623,1.1373649,1.0255189,0.3012812,1.2685804
refrigerator,0.9724423,1.3741205,0.839843,1.229234,1.2600377,1.1664237,0.83760357,0.6744078,0.67900956,1.1911087,0.64725745,0.990252,1.0358514,0.83426064,1.0001925,1.0364699,0.87808514,0.74691045,1.2819414,0.8330717,0.77390826,1.080926,0.8922772,1.2661022,0.83707684,0.38676405,1.1165543,0.54851437,1.0654352,1.2413402,0.603119,1.0825591,1.3845155,0.5979496,0.8761664,0.82525575,1.1320348,0.5083376,0.78244287,0.906338,1.1164633,1.2479053,1.2535822,0.90839183,1.2087204,1.2754682,1.2442358,1.1910765,1.1924577,0.8552233,1.2466265,1.0905572,1.0911944,1.296991,0.8363539,1.0651344,1.1676333,0.84805465,0.9471794,0.88161826,0.880755,1.1752813,0.73218095,0.93110794,0.90584517,1.0463883,1.0950238,1.0095165,0.6843891,1.1387318,1.2884495,1.3299004,0.9263566,1.087094,1.2351068,1.2350134,0.85438335,1.1610925,0.82644004,0.81055605,0.97814006,1.2598053,1.2299291,1.294502,0.8141047,0.89789265,1.0276386,1.1970282,1.0482959,0.9794917,1.0635186,1.284776,0.0,1.1692272,0.9933798,1.2019114,0.7824508,1.0627815,1.1088475,1.2756827,0.77096546,1.1232147,1.3479806,0.94720477,0.969492,1.015021,0.93951464,1.0599036,1.1949577,0.56751716,0.840799,0.5992069,1.3605464,1.278542,1.3291569,1.108096,1.0133964,1.2977811,0.9923541,1.0279773,0.92720205,0.44749713,1.329212,0.5162706
rooster,1.1922936,0.6115955,1.3806028,0.9300768,0.8579917,1.24646,0.86811733,1.3963704,1.4553816,0.750363,1.4505681,1.401123,1.1187898,1.3797609,1.174947,0.5423697,0.7213683,1.4046232,0.7408684,0.74880993,0.7325077,0.70000744,1.1916277,1.0390512,1.1599319,1.196352,0.6209778,1.2519509,0.97272944,0.56831527,1.4205256,0.9658195,0.684302,1.3700529,0.5049274,1.1933848,0.8299609,1.0645038,1.299947,1.2497303,0.8146322,0.6431495,0.9141121,1.2095747,0.9394809,0.602244,0.32207304,0.58823466,0.84979606,1.2595567,0.5230394,1.192881,0.9764974,1.0008248,1.1012523,1.2820983,0.96655136,1.1155399,1.1862824,1.3435035,1.4192824,0.69552624,1.1765907,0.5677923,1.2423923,0.96484846,1.3183318,1.2872255,1.2427411,1.0953548,0.50679475,0.6905965,0.62144864,1.1770186,0.84088165,0.9561257,0.6239026,0.98668605,1.4180614,1.4174812,1.3453496,0.9044733,0.97634375,0.83825946,1.169512,1.2264055,0.5257181,0.88228333,1.1513186,0.8070589,0.63926697,0.7060732,1.1692272,0.0,1.2624328,1.0576543,1.3641498,0.99269426,1.2229443,0.8052244,1.3206224,1.164715,0.63144004,1.1728421,1.138857,0.9918414,0.91540694,0.28411806,0.9040735,1.2859159,1.2792852,1.4190669,0.67333984,0.77222145,0.79430664,1.2060064,0.7304436,0.8007603,1.3360829,1.0722456,1.170985,0.8857938,0.8735152,1.1395507
scarf,0.9319536,1.0882641,0.9984061,0.9543265,1.017642,0.96131575,1.093773,1.0385835,0.9425137,1.1979253,0.910869,0.83518994,0.9009581,0.83533764,1.0489848,1.1953568,1.1345153,0.9647509,0.9362895,1.0905464,1.1530204,1.2313408,0.94324917,0.7815996,1.0988466,1.0273008,1.238013,1.0795027,1.0075917,1.1504935,0.9924858,1.0017338,1.1054553,0.9617121,1.267832,1.0250297,0.82844436,1.2300655,0.88727546,0.9634653,1.1619422,1.0684574,0.84505767,1.0782977,0.8448782,0.9526958,1.2161871,1.1666087,0.98365664,0.94846106,1.1589645,0.75458705,1.0535096,0.7872681,1.022267,0.8865981,0.7548226,1.1341039,0.986301,0.93415534,0.8069948,1.2240236,1.0985682,1.3826315,0.9211731,0.8782629,0.91230917,0.86765134,1.0654399,0.956043,1.1342227,1.0881455,1.0879152,0.8331606,0.9495662,1.0423455,1.258012,1.060024,0.7936008,0.74932045,0.9458437,1.0461019,1.0340339,0.83439815,0.73269033,0.81999886,1.200843,1.1953644,0.8687098,1.1050366,1.2111452,1.0682259,0.9933798,1.2624328,0.0,0.9777709,0.9218648,1.0636749,1.037119,0.71451724,1.0752051,1.0065407,0.98827285,0.98142207,0.8490541,0.89963496,1.037911,1.2902293,0.82322955,0.777435,0.874274,0.96147954,1.0630374,0.954942,0.84112483,0.9561873,0.9927008,0.98925745,1.0791427,1.1066334,1.0790913,1.1504799,0.9949984,1.1599349
