,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
dress,0.60834754,1.3681403,0.6162629,1.3526719,1.3487843,1.1809258,1.0967416,0.5395545,0.51276624,1.3831131,0.5285706,0.57922643,0.5993296,0.36643463,0.68871975,0.96143764,1.3916664,1.1539115,0.9293749,1.3305838,1.3821838,1.3351715,0.9646255,1.0879042,0.7082701,0.69069654,1.3219831,0.950301,1.1090356,1.330211,0.8231931,1.2236348,1.0090148,0.52452177,1.2293744,1.4960744,0.54611456,1.4672796,0.91557896,0.9221487,0.7890945,0.71300554,0.96564645,1.3885021,0.0,1.1770031,1.2804972,0.8232864,1.3255854,0.8068236,1.2589654,0.70490056,1.3964763,1.1498227,0.94505334,1.2875592,0.8859985,0.9345815,1.3308411,0.7733764,1.3544044,0.96851736,1.2681863,0.44587797,1.0656161,0.40148556,1.2946593,0.6721259,1.3370937,1.1351932,1.1595668,0.740495,0.9124119,1.3078427,1.3235121,1.3754385,1.3748964,1.3620745,1.2283357,1.3569291,1.0982875,0.94921356,0.23289227,0.55855024,0.8689604,1.2755513,1.3438469,1.207429,1.0985606,1.0235167,1.3372216,1.173407,0.8663287,1.3026296,0.95509124,1.2545719,1.3902504,0.9981176,1.306164,1.2440234,0.9843578,0.35634887,1.17812,0.34685707,0.5775408,0.40937454,0.8862493,0.6933775,0.6968755,1.366617,1.2666383,0.8320994,1.0918461,1.3533448,1.1563848,1.4312068,0.6632251,0.3802629,0.48938668,1.3583946,1.3861295,1.3482091,1.2601769,1.1783124,1.1016483,0.9569288,0.8554764,1.3230352,1.3716767,0.6967914
ear,1.0872375,0.9331379,1.0704242,0.98010993,1.0214238,1.0302237,1.1203973,1.2172173,1.2763405,1.1205611,1.2769526,1.226822,1.0829659,1.2609975,1.250959,1.2711244,1.0030013,1.0307066,1.2149469,0.9230876,1.1121079,1.0354246,0.9482497,0.94595164,0.7936897,1.1809326,0.90772325,0.9450987,1.0912187,1.0705696,1.0950677,0.97950155,1.0603642,1.1111115,0.8492087,1.1035011,1.2543111,1.0219471,0.6537876,1.1021876,0.5280361,0.9545834,0.99611163,1.0581998,1.1770031,0.0,0.80773854,0.93180805,0.79071987,1.011547,1.0190622,0.7109602,0.9681806,0.9498676,1.1112632,0.8914229,0.9911197,0.99564976,1.0791745,0.9496539,0.82121533,0.9148332,0.96138877,1.1546636,1.1020353,1.2713225,1.0339524,1.0871025,0.9390999,1.1004337,1.051353,1.0567751,1.1305246,0.7900417,0.7506984,0.9371255,0.9568211,0.8114223,0.74168336,0.97804254,1.0281394,1.0027132,1.2540346,1.261012,1.1873077,0.9986475,0.98320466,0.99689484,1.0605654,1.021923,0.9385916,1.0523534,0.7792298,0.90268576,0.89310676,1.0184585,0.7074169,1.083242,0.79393834,0.9986332,0.7743462,1.1954408,1.0544639,1.148082,1.2281903,1.1126745,1.0167198,1.1474278,1.1991601,0.96232355,0.95514333,1.1720489,0.9034654,0.9272188,0.87363535,0.7663362,1.2201071,1.1777883,1.2686281,1.0122256,0.77166,0.9791652,1.0285606,0.96286595,1.1969459,1.1948524,1.0829285,1.002927,0.940354,1.0952952
egg,1.262107,0.3489008,1.2284167,0.4212029,0.6711192,0.77259314,1.2149947,1.2885557,1.3794165,0.9584186,1.4335725,1.256419,1.1945524,1.3516738,1.3577509,1.2540324,0.76975363,1.0227274,1.3404813,0.68666506,1.0061114,0.7642219,0.98936445,0.94508064,1.1418102,1.3312502,0.93961596,1.2372925,1.0995917,0.896612,1.1590651,0.7851304,0.8639089,1.248476,0.7969663,0.7666759,1.3907601,0.8269843,1.1180884,1.199243,1.1047196,1.1444567,1.2285119,0.953535,1.2804972,0.80773854,0.0,1.0366251,0.5907997,1.0588408,0.80349135,1.1722593,0.9640527,0.82262856,1.2177685,0.6804026,1.0417234,1.1191831,0.88051945,1.0010703,0.68839717,1.079746,0.97818375,1.2490039,1.0572443,1.3193123,1.0268383,1.1028435,0.90075856,0.6699432,1.2087252,1.0267226,1.0929384,0.81342083,0.68173635,0.5386226,0.8497005,0.6204916,0.6227914,0.65927684,1.0278603,1.0156032,1.3456466,1.2311934,1.2253065,1.069148,0.9501828,0.9029472,0.94274396,1.1184057,0.8713858,1.0461649,1.0775567,0.5859444,1.2488183,0.9312767,0.5941875,1.2590421,0.696145,0.8963919,1.0676991,1.0874887,1.0642818,1.2192577,1.3212372,1.1847765,1.1164603,1.2506087,1.3239189,0.6889045,0.9001034,1.089631,1.0158359,0.9589765,1.0040249,0.6738196,1.1512257,1.249124,1.402446,0.58057696,0.46672404,0.67199296,0.9666655,1.0924,0.9069325,1.3002394,1.1454091,0.9576714,0.7305155,1.3028755
face,0.91649336,1.1314807,0.81601876,1.0983092,1.2168571,1.126921,1.2225335,0.9401248,0.99511886,1.2855375,1.0398194,0.8597394,0.8882329,0.87984467,0.9810927,1.0420202,1.1954799,1.1443034,1.0337149,1.232404,1.3274539,1.2291806,0.77078485,0.9143329,0.9906501,0.9866331,1.2326927,0.885563,0.98414534,1.2471743,0.8591052,1.1414826,1.0018475,0.78658664,1.103258,1.3143375,0.9295303,1.2680387,0.95525885,0.98441565,0.86802393,0.80062103,0.94505966,1.2223709,0.8232864,0.93180805,1.0366251,0.0,0.9886656,0.92695785,1.1324407,0.8270787,1.2425544,1.0017912,0.9725258,0.8885948,0.9404946,1.0007917,1.1040576,0.18931538,1.0767738,0.79522216,1.012633,0.6957685,1.0801986,0.92124796,1.264294,0.6170708,1.2109381,1.115274,1.1081786,0.9082043,1.088429,0.92720395,0.99130756,1.1095374,1.3454584,1.0403905,0.7594148,1.1343855,1.0945599,0.9335018,0.74847984,0.97868776,0.92268467,1.1233523,1.2460728,1.0268565,1.2296895,0.9812827,1.2237655,1.1665362,1.0576818,1.2364316,1.1150758,1.2077682,1.1778765,0.911139,1.177191,1.2077317,0.96792907,0.93060946,1.1930372,0.5110119,0.8655721,0.7804345,1.0575875,0.9192771,1.0214157,1.1926388,1.1685559,1.0929823,1.0642577,1.3077507,1.006084,1.0838429,0.8873042,0.63511753,0.9047905,1.283714,1.0223844,1.1860577,1.2209736,1.2753264,1.1362488,1.028133,0.9579012,1.2308999,1.2626318,0.7742078
finger,1.3555572,0.7592026,0.9328451,0.8272118,1.0387623,1.051745,1.2304984,1.3089288,1.3694057,0.7990272,1.3789308,1.258013,1.2911085,1.3067417,1.270892,1.2260356,0.79333425,1.2437856,1.2854097,0.87447226,1.0218041,0.76193464,0.97334194,0.68131757,1.0912861,1.2638788,0.90966994,1.2224467,1.0241067,0.94728,1.005036,0.98985904,1.1009767,1.2161485,1.0046525,0.66701245,1.4151137,0.8176933,1.2771969,1.333977,1.2705395,1.1048737,1.1182475,0.7728959,1.3255854,0.79071987,0.5907997,0.9886656,0.0,1.2175089,0.8384054,1.3584529,0.8248037,1.115241,1.057441,0.41442394,0.7591187,1.1455289,0.8840586,0.9554351,0.5434154,0.539299,0.90149117,1.1062949,1.2106154,1.0813513,0.766845,1.0271428,1.0724015,1.0546759,1.2170005,0.97866285,0.8472192,0.43708122,0.7941193,0.48127687,0.7687871,0.37437207,0.31782925,0.95383584,1.066342,0.95591474,1.1845022,1.109911,1.1907028,0.72545904,0.7862611,0.71792597,0.8243253,1.2194347,0.8691216,1.2520275,0.9665304,0.8495904,1.2440404,1.0746523,0.7584115,1.2016319,0.7751617,0.9733643,1.2535499,1.113497,0.9684736,1.2182914,1.1772339,0.9698568,1.1567416,1.2484632,1.2482197,0.4018054,1.0868174,0.88810176,1.2140012,0.97385174,1.0391405,0.61254007,1.1109535,1.2359202,1.4001108,0.97564846,0.14817566,0.6185877,0.8100124,0.9401827,1.1281193,1.3561809,1.2038826,0.8776803,0.50052047,1.215172
fish,0.3811925,1.0620433,0.8420463,1.0826329,1.0577154,0.73178303,1.0393249,0.8530439,0.75217104,1.2373497,0.8135544,0.6665833,0.4070797,0.53188336,0.8186773,0.89157975,1.2776017,1.0960252,0.90162724,1.0642921,1.1545686,1.3205863,0.76008207,0.8424759,0.9217204,1.0522473,1.2365954,0.97702056,1.0596424,1.37656,0.84621155,1.0101552,0.7954963,0.9470085,0.9228882,1.1753075,0.82871795,1.3885905,0.9904499,1.0345042,0.90456843,0.7810997,1.1318152,1.2811853,0.8068236,1.011547,1.0588408,0.92695785,1.2175089,0.0,1.2257569,0.8051355,1.2651463,0.7198182,0.8867905,1.2560263,0.8275539,0.98437935,0.8573602,0.9928883,1.2771276,0.9299873,1.2594836,0.9203809,0.98467976,0.73209256,1.0977315,0.9120475,1.2838496,0.8634,1.204907,0.5664873,1.0347259,1.1503761,0.95490134,1.2191215,1.2526383,1.3071185,1.1417052,1.0645816,1.1081964,0.7544624,0.70290583,0.8363043,0.8264304,1.009361,1.102952,0.8554081,0.913269,0.7891762,1.2219781,1.1172111,1.0662091,0.9554405,0.89391273,1.2273707,1.204027,1.1971269,1.2432071,1.0357577,0.8999784,0.96258307,1.1141667,0.90660655,0.508638,0.8396354,0.85756254,0.96736246,0.88638765,1.2126249,1.3197347,0.8579111,1.0614442,1.2138116,1.2544842,1.143223,0.7151037,0.9374355,0.7512239,1.2046001,1.2814832,1.2236006,1.1412222,1.0971379,0.8208084,0.8780213,1.0414085,1.349066,1.2683396,0.9599266
flower,1.3235235,0.73269,1.311236,0.6934596,0.8882292,1.0900477,1.1236184,1.2381735,1.2924716,0.67544436,1.2445056,1.3451332,1.130623,1.391355,1.273225,1.1742848,0.29156208,1.126481,1.2995124,0.7839012,0.8261825,0.55864614,0.9817623,1.1443076,1.0416577,1.2332604,0.7213708,0.99583566,0.9354635,0.8242402,1.1377627,0.92311174,1.1573778,1.2082978,0.98155564,0.5187617,1.3674513,0.37933338,1.1133946,1.1849645,1.178128,1.3353631,1.0665282,0.90383863,1.2589654,1.0190622,0.80349135,1.1324407,0.8384054,1.2257569,0.0,1.1782026,0.9192046,1.0768919,1.2234976,0.53920966,1.3614331,1.0642164,1.12243,1.0687292,0.6062855,1.2744226,0.8245385,1.3161453,1.0297167,1.4006302,1.0165744,1.2465817,0.6835346,1.0608205,1.0598662,1.4052819,1.1679467,0.81290185,0.87603354,0.24101675,0.7073031,0.58530986,0.8713583,0.96504307,0.95882374,0.99459267,1.3849087,1.3164726,1.2712033,1.215674,1.134266,1.1466124,0.96942544,1.0543939,0.5517993,1.08349,0.9340298,1.0445961,1.1024745,0.5564922,0.58363754,0.9893194,0.4090873,0.98371303,1.1924187,1.1406313,1.0457404,1.2684474,1.3667935,1.3575644,1.2379906,1.2077324,1.1583823,0.71932805,0.78627837,1.1693976,1.1291515,1.0175967,1.026512,0.7437073,1.323352,1.2612,1.3767278,0.7614007,0.57106686,0.27592087,0.9263649,0.8678459,1.0919286,1.2853725,1.0360937,0.6410894,0.48559093,1.1892471
foot,0.5933696,1.1391548,0.975623,1.136729,1.1037945,1.1554909,0.9960586,0.8914871,0.8808232,1.296972,0.884421,0.8231821,0.726549,0.8245373,0.9500825,1.0462115,1.2831938,1.0359001,0.9477504,1.2039341,1.2585096,1.2675475,0.9326421,1.0604864,0.7454204,0.91071826,1.1576666,0.7795374,1.0810952,1.1692542,0.9849014,1.0438066,1.0067971,0.7727946,1.048873,1.3687464,0.78754854,1.2720724,0.46786916,0.9390172,0.17633724,0.7437333,0.93817115,1.1868427,0.70490056,0.7109602,1.1722593,0.8270787,1.3584529,0.8051355,1.1782026,0.0,1.2839451,0.9030014,0.96021223,1.2938898,1.0842236,0.9983995,1.1808435,0.8586731,1.2413055,1.0520365,1.1472983,0.8997005,1.0526986,0.96680397,1.238758,0.9051586,1.0849777,1.0582924,1.052579,0.9684277,1.1730838,1.2277415,1.0636348,1.2804222,1.2730627,1.3331921,1.1782323,1.092789,1.075841,1.0092514,0.84942204,0.9839053,0.97814614,1.2289973,1.2389333,1.0582813,1.1358379,0.96905196,1.1979516,1.0593361,0.8745216,1.191811,0.8508931,1.1019274,1.0808256,0.99959314,1.1564097,1.1563258,0.70350844,0.97832966,1.1137784,0.7921722,0.928353,0.8819846,1.0411602,0.9171147,1.0332463,1.3776661,1.1052775,1.0791565,0.92443365,1.181974,0.9857493,1.1493698,0.91690767,0.84394324,0.78865814,1.1867926,1.3234394,1.2676334,1.1890371,1.1207145,1.051361,0.9654645,0.96128625,1.2093567,1.3187747,0.8452034
fork,1.3642795,0.95584273,1.1231164,1.0271221,0.9475092,0.9978237,0.9176714,1.153737,1.2546868,0.7328614,1.2136818,1.3020089,1.3698881,1.4427323,1.0980555,1.0382514,0.7633536,0.7209356,1.1478986,0.73917305,0.77315414,0.7236258,1.1930791,0.9727891,1.2363806,1.2117789,0.61237127,1.150566,1.0385776,0.7118449,1.1219339,0.9073449,1.1103784,1.4214858,0.8706913,0.60624444,1.3213582,0.6746381,1.1027734,0.8827102,1.212058,1.3467646,1.1299536,0.87567145,1.3964763,0.9681806,0.9640527,1.2425544,0.8248037,1.2651463,0.9192046,1.2839451,0.0,1.024951,1.2016127,0.87405473,1.1226941,1.0694413,0.93232685,1.2303443,0.7792845,0.9202506,0.9729617,1.3260231,1.0729806,1.271714,0.30181468,1.3024628,0.6533028,1.0903615,0.7808542,1.3830361,1.1253545,0.8837769,0.92993844,0.9035472,0.74747133,0.7728041,1.0350616,0.9230811,0.9437738,1.1748874,1.3551359,1.156134,1.0535234,0.44786066,0.4099487,0.9026556,1.0633645,1.0149901,0.74786896,0.64976865,1.08359,0.86258996,1.1171162,0.863047,0.9249405,1.0796654,0.7542632,0.8254582,0.9792886,1.2914715,0.7184406,1.2683088,1.376102,1.3352737,0.54821724,0.99859405,1.0323081,0.87633485,0.7782595,1.1455166,0.881114,0.23689634,0.802083,0.9238123,1.2762697,1.2063426,1.263324,0.81352335,0.8676983,0.7875235,0.5195943,0.83879113,1.1477506,0.90966326,1.0829453,0.76355463,0.7495642,1.2370661
frog,0.6251608,0.6062004,1.2267607,0.7135415,0.7316569,0.6157209,1.0345277,1.2137017,1.1989954,1.0292915,1.2518399,0.8656925,0.88942385,0.9781163,1.1364847,0.75739384,1.0339204,1.0175078,1.0485668,0.85763085,0.8728781,1.1019945,0.90521336,1.0239918,1.1019621,1.3756946,0.84605,1.1928976,1.0497936,1.0828719,1.1094953,0.7487756,0.96896976,1.2958263,0.7638159,0.9014365,1.0744504,1.0500948,1.0179394,1.0783755,0.8977506,0.9277867,1.2774068,1.1723435,1.1498227,0.9498676,0.82262856,1.0017912,1.115241,0.7198182,1.0768919,0.9030014,1.024951,0.0,0.94310147,1.1234813,0.95259327,0.94857436,0.65086603,1.0469508,1.1149607,1.0826147,0.89963794,1.1020174,0.89956355,1.163659,1.139273,1.1451865,0.9984957,0.75985163,1.0895597,0.8653344,1.035002,1.173198,0.97418314,1.0179983,1.1232634,1.0805752,1.0195645,0.7088901,0.9424218,0.6152792,1.1226338,1.080208,0.87611496,1.0459248,0.9852395,1.0046573,1.0608548,1.0305936,0.86059266,1.0215467,1.1585486,0.9332133,1.0082133,0.95748705,0.8795638,1.2199068,0.96096176,0.8730421,0.9887578,1.1811899,0.88973844,1.1784225,0.8675688,1.1971054,1.0556315,1.2525973,1.1833404,0.98677313,0.9632353,0.9996086,1.0517868,1.0443517,0.9509094,0.8540654,0.8412267,1.1977584,1.1227591,0.8091949,1.0859838,1.0588576,1.0555277,1.1445849,0.53829485,1.0190014,0.9460657,1.0739806,1.0830183,1.2773516
glass,0.7849438,1.1034024,1.0515901,1.0953019,0.908752,0.9965535,0.8217301,1.0597917,0.99796736,1.1841096,1.0277886,0.9042808,0.7533896,0.87244266,0.98147345,0.8824453,1.1135777,1.066972,0.71661067,1.2480347,0.8961369,1.2495806,0.9030394,0.899271,1.0908738,0.9768145,1.1262907,0.7912224,1.0079618,1.003724,0.71768624,1.1551981,0.9868237,1.0163989,1.1385679,1.1050475,0.8031173,1.1423874,0.9577496,1.0172868,0.9534433,0.7763814,0.94131935,0.9819831,0.94505334,1.1112632,1.2177685,0.9725258,1.057441,0.8867905,1.2234976,0.96021223,1.2016127,0.94310147,0.0,1.2066307,0.90543026,1.0203152,0.64923406,1.0333009,1.2048775,0.97717834,1.0202163,0.90708476,0.78012514,0.9436749,1.1880937,0.96880305,1.1447752,1.0747086,0.8613158,0.7535355,0.8839507,0.98801595,1.059768,1.2040327,1.0829319,1.2150061,1.0922372,0.9711257,0.90454286,0.96129364,0.84352297,0.9934612,0.8334115,0.93351424,1.0488472,0.89639515,1.0885069,1.0698216,1.0654275,1.1263579,0.9854166,1.1161599,0.89395195,1.1828076,1.1581675,0.86638755,1.1907294,1.1415963,0.98540646,1.0413027,1.036617,1.0180938,0.71905017,0.8271918,1.1654627,1.0140423,1.112851,1.092758,0.8841968,0.9471616,0.9875894,1.188835,0.8890822,1.0086122,0.8812659,1.062135,0.9505976,1.0533301,1.175721,1.2582078,1.0308914,0.9586881,0.79630864,0.9013907,1.0959944,1.0328059,1.1550916,0.9033584
glasses,1.3672894,0.8331504,1.2529004,0.8200505,1.1166229,1.039988,1.2276294,1.3863181,1.3755283,0.5066402,1.3464866,1.3219147,1.2389343,1.3653874,1.3622208,1.232395,0.46691704,1.1929382,1.371495,0.7739309,0.91043425,0.44100386,0.8587883,1.0142412,0.9980755,1.2664633,0.7876216,1.1593664,0.8060528,0.8392145,1.115673,0.7953228,1.2422552,1.137816,1.0232323,0.51013106,1.4119052,0.5372516,1.2743737,1.2701018,1.2546033,1.3380532,1.0496818,0.7810907,1.2875592,0.8914229,0.6804026,0.8885948,0.41442394,1.2560263,0.53920966,1.2938898,0.87405473,1.1234813,1.2066307,0.0,1.077547,1.133804,1.1222082,0.8438041,0.38799667,1.106475,0.77044296,1.1842701,1.1995515,1.1893809,0.83275145,1.1315919,0.8891987,1.0930165,1.2448249,1.3048862,0.8694523,0.4695239,0.9854557,0.30045855,0.687127,0.16110432,0.30240774,0.9470047,1.0791799,0.87839043,1.3247813,1.1736131,1.3173038,0.99620587,0.94685066,1.0375464,0.8224526,1.2453737,0.695351,1.1700008,0.9218792,1.0587877,1.1898973,0.7712003,0.72882855,1.1423031,0.6268787,0.9744709,1.2681875,1.1240189,1.02345,1.2592199,1.2279245,1.1899068,1.2354729,1.3417965,1.2428272,0.31646883,1.0437515,1.1048939,1.2094054,1.0125246,1.1306292,0.8802157,1.1821792,1.308249,1.4992846,0.89957905,0.24922013,0.29273582,0.96293247,0.97484314,1.209602,1.4346657,1.1520458,0.7233626,0.38017714,1.151752
glove,0.8266461,1.1333953,0.4830919,1.16412,1.182824,0.95419294,1.1070629,1.0089487,0.94713366,1.1238565,0.96287435,0.7965975,0.9621707,0.7093454,0.93853444,0.98529714,1.3142269,1.0687068,0.94802237,1.1948262,1.1126742,1.2541984,0.95001525,0.72041035,0.89119893,0.9226441,1.2641408,1.3199453,1.0849127,1.2630193,0.8127588,1.1626053,0.88730276,0.8451462,1.0833204,1.2271245,0.91346604,1.3697706,1.068093,1.0776478,1.0357523,0.5006316,1.1196564,1.1706908,0.8859985,0.9911197,1.0417234,0.9404946,0.7591187,0.8275539,1.3614331,1.0842236,1.1226941,0.95259327,0.90543026,1.077547,0.0,1.1223202,0.8340574,0.9551472,1.3010819,0.455374,1.0039583,0.50141597,1.104996,0.5029645,0.9220983,0.79210705,1.419117,1.0505742,1.1381896,0.30499417,0.65218604,1.0585487,1.0556754,1.2303321,1.1434159,1.02349,0.7666856,1.1775664,1.1297936,0.84526217,0.69623333,0.59791815,0.8558234,0.75956464,0.8569467,0.81520903,0.8655322,1.0777041,1.2793143,1.1775856,0.9274299,0.9846006,1.1458302,1.386131,1.1862003,1.1517459,1.1876822,1.0345614,0.90516347,0.89180267,0.9502737,0.8890794,0.5629104,0.61140287,0.85158116,1.0719068,0.95380366,0.81853473,1.3270723,0.56808513,1.0004824,1.0664622,1.1438942,1.0652386,0.64957917,0.8791547,0.87557006,1.2888359,0.9876467,1.2607039,1.0378321,1.1480793,0.91102535,1.0177699,1.1076813,1.2412969,1.0543597,1.0998402
grass,0.9464783,1.037231,0.9920091,1.06174,1.022925,1.0415559,1.0659276,0.83459055,0.7867464,1.0747073,0.8226502,0.9597415,0.9088586,0.8982047,0.7504512,1.0156684,1.1267303,1.065899,1.0804163,1.0227383,1.0763527,1.1166601,0.95783365,1.0456322,0.860198,0.89958185,1.1052729,0.96591043,0.921039,1.0403764,1.0640087,1.0997859,0.935182,0.90826744,1.0183402,1.1250774,0.89340997,1.1375749,1.0260642,0.98833096,0.9958126,1.0214137,0.95864606,1.1428789,0.9345815,0.99564976,1.1191831,1.0007917,1.1455289,0.98437935,1.0642164,0.9983995,1.0694413,0.94857436,1.0203152,1.133804,1.1223202,0.0,1.0823481,0.98125553,1.1112231,1.0207632,1.1562768,0.97621053,1.0635234,0.957874,1.1397803,1.0500598,1.0489527,0.92497617,0.97393364,1.0009017,1.0594578,0.9524736,1.0681792,1.1682909,1.0756688,1.1959715,1.120207,1.1244433,1.0530114,1.0327778,0.92925525,0.9112596,0.9999918,1.0858742,1.0766289,0.96333224,1.0863433,0.86942804,1.0263708,1.0475688,1.015122,0.946775,1.0083477,1.0166149,1.1894212,1.0394948,1.1476594,1.0198786,0.9877227,0.99344826,1.0353684,0.95075995,1.0845296,0.9807117,0.9860842,0.86229146,0.83444715,1.1968946,1.0554526,0.9593478,1.049739,1.0996878,1.0369154,1.0345241,1.0733287,0.924171,0.88156354,1.0714462,1.2017097,1.1456047,1.0477885,1.059493,1.0999156,1.0332204,0.67039394,1.1407492,1.2040198,0.8938906
gum,0.9310276,0.6610138,1.14526,0.6870024,0.5572275,0.73482007,0.9256231,1.2393255,1.2211301,1.0741434,1.2878454,0.9152582,1.0732182,1.0957199,0.98510903,0.605176,1.0121986,0.99736947,0.62913597,0.9656836,0.6288823,1.1800978,0.94651055,0.8372684,1.3619728,1.355743,1.1459423,1.1897922,1.1347461,0.9121982,0.88258827,0.9516406,0.7243855,1.4604667,0.89850676,0.70786184,1.1228133,1.0137284,1.125052,0.98982334,1.185153,0.9024699,1.3076122,0.9970933,1.3308411,1.0791745,0.88051945,1.1040576,0.8840586,0.8573602,1.12243,1.1808435,0.93232685,0.65086603,0.64923406,1.1222082,0.8340574,1.0823481,0.0,1.175611,1.1420423,0.8412633,0.9732409,1.2100104,0.79977614,1.177944,1.0556355,1.1425833,1.1216205,0.70925546,0.8791536,0.7429641,0.9121368,0.8567567,0.87973076,0.96113604,1.1548985,1.0724145,1.0038309,0.76602036,0.8753575,0.8870812,1.1401105,1.0903809,0.5976909,0.6160383,0.68745863,0.81248367,1.1619815,0.9901272,1.0320896,1.0156016,1.216078,0.84181833,1.1746757,1.0615804,1.0479892,1.1358769,1.1157398,0.947096,1.0779599,1.279273,0.8053982,1.2966512,0.899065,1.1051221,1.0940064,1.1950493,1.113369,0.94213045,0.9150256,0.99836,1.0821943,1.0665293,0.9384621,0.6971729,1.0204947,1.2783946,1.055688,0.7278954,0.99302727,1.0849204,0.7606957,1.1128731,0.40371495,0.66917604,1.0314285,1.1497566,1.0974787,1.2873616
hair,0.94140685,1.136011,0.86297214,1.1041594,1.2122254,1.1302471,1.2065436,0.9531563,1.0282304,1.2491987,1.0290531,0.8934624,0.9324222,0.92081016,1.0413376,1.0506732,1.137119,1.1750259,1.0938755,1.1946982,1.3194418,1.1570102,0.88215363,1.017368,0.95652133,0.97532153,1.1760076,0.92681736,0.9906018,1.1882248,0.8947793,1.1128054,1.042918,0.7846749,1.1050076,1.2603438,0.94009084,1.2338215,1.013729,1.0132134,0.90749514,0.81125283,0.9386054,1.1837537,0.7733764,0.9496539,1.0010703,0.18931538,0.9554351,0.9928883,1.0687292,0.8586731,1.2303443,1.0469508,1.0333009,0.8438041,0.9551472,0.98125553,1.175611,0.0,1.0348138,0.8617697,0.9224379,0.69290996,1.069094,0.9310393,1.2582599,0.6948782,1.149129,1.1114353,1.1015514,0.94558775,1.0774947,0.9464618,1.0460739,1.0651457,1.2816069,0.98892355,0.7251756,1.1222671,1.118937,0.95310175,0.78226674,1.0054193,0.9731724,1.1468542,1.286231,1.0608435,1.1905984,1.0398334,1.1443917,1.195046,1.0348959,1.2016042,1.1114551,1.1800226,1.127293,0.91738373,1.0598731,1.2442231,1.0165635,0.7912406,1.1963707,0.5029869,0.9012553,0.7931046,1.1024474,0.94843423,1.0608946,1.1119957,1.1372052,1.025657,1.0821297,1.3287458,1.0653162,1.1049709,0.90356094,0.60847414,0.9379705,1.2648151,0.96561885,1.1400286,1.2016904,1.2261698,1.151163,1.1224283,0.948351,1.1641984,1.1588099,0.7857032
hamburger,1.3413894,0.86174697,1.2806545,0.8539863,1.0187668,1.0144762,1.0139356,1.369001,1.3275828,0.56466013,1.2667483,1.3917799,1.2735003,1.4267378,1.3988622,1.2015327,0.59115756,1.1882843,1.2880945,0.726846,0.89333713,0.39009452,0.9700251,1.0122542,1.0235016,1.1341385,0.55225325,0.9910273,0.86585814,0.663188,1.0968021,0.82168376,1.2433846,1.144081,0.9744999,0.61801094,1.4042981,0.48400283,1.227234,1.3071024,1.2109184,1.3786023,0.9326926,0.58647835,1.3544044,0.82121533,0.68839717,1.0767738,0.5434154,1.2771276,0.6062855,1.2413055,0.7792845,1.1149607,1.2048775,0.38799667,1.3010819,1.1112231,1.1420423,1.0348138,0.0,1.1858132,0.8090339,1.3243707,1.0932937,1.3204563,0.8855828,1.1780449,0.708606,1.079089,1.0740213,1.3778715,1.0874332,0.6182758,0.800998,0.48827398,0.48202825,0.43579018,0.57624364,0.8471354,0.9343575,0.9816997,1.4205825,1.3113058,1.34373,1.0766605,1.0428656,0.9738822,0.70527446,1.1873688,0.65929395,1.1302507,1.063622,0.87237936,0.9713522,0.74571854,0.5900384,1.0371281,0.59651124,0.91892433,1.2065444,1.1972,1.0452102,1.3190861,1.378413,1.3221171,1.3062828,1.2770432,1.2610298,0.558116,0.8298514,1.1999551,1.1364057,0.9524201,1.0312507,0.79007727,1.3109765,1.3427355,1.5223494,0.8325234,0.35597342,0.4684685,0.907052,0.7356164,1.2481815,1.3982209,1.2137607,0.6228092,0.52403086,1.1178064
