,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nose,1.2590337,0.88236964,1.0324837,0.8913199,1.1417137,1.0574439,1.2601312,1.3265159,1.3354229,0.8454922,1.3292998,1.177071,1.2199696,1.191989,1.2883658,1.1954502,0.8983097,1.1750121,1.2633629,0.9251231,1.1115055,0.86554873,0.8656909,0.85130656,1.0423836,1.2212869,1.0232897,1.2248074,0.9819041,1.0448505,1.007975,0.9164674,1.1584761,1.0734215,0.9932819,0.83962345,1.2981188,0.9521509,1.1772649,1.2338525,1.1274424,0.99915487,1.0806888,0.8821969,1.2283357,0.74168336,0.6227914,0.7594148,0.31782925,1.1417052,0.8713583,1.1782323,1.0350616,1.0195645,1.0922372,0.30240774,0.7666856,1.120207,1.0038309,0.7251756,0.57624364,0.7829548,0.8231237,0.9768433,1.2414641,1.0282663,0.9292577,0.9099185,1.1567819,1.0871613,1.2811242,0.966863,0.78052616,0.44290435,0.85811126,0.58065313,0.92388076,0.35834903,0.0,1.0074046,1.1505523,0.81939226,1.1508428,1.0143377,1.2008251,0.89545435,0.89139134,0.8261978,0.8601576,1.2126021,0.9752599,1.2223415,0.932507,1.0500221,1.2079062,1.1039255,0.7426694,1.2065884,0.7851271,1.0008153,1.0625049,1.0923643,1.0622469,1.1335948,1.0847734,0.90744615,1.1877701,1.2951,1.2661613,0.4563055,1.1977649,0.9343779,1.0942079,1.0741479,1.0935515,0.78533846,1.0159793,1.1680156,1.3654517,1.1011463,0.32439715,0.6792558,1.0477564,1.1051865,1.1332276,1.351542,1.1805725,0.97832,0.61397445,1.1262602
orange,1.1000814,0.5907109,1.2832035,0.65954727,0.50033367,0.6783742,0.9470984,1.2454817,1.2537148,0.8962115,1.2865977,1.0607778,1.2254364,1.2566133,1.2276132,0.91024935,0.86152905,0.9238952,1.131661,0.78480935,0.727204,0.9059119,1.1799535,1.0005503,1.2512538,1.2965686,0.8279772,1.1030358,1.0429496,0.7411946,1.1581626,0.74155104,1.0000191,1.3418835,0.8579204,0.7529993,1.3162527,0.77908444,1.1094562,1.0874273,1.0790673,1.256434,1.1159819,0.8656598,1.3569291,0.97804254,0.65927684,1.1343855,0.95383584,1.0645816,0.96504307,1.092789,0.9230811,0.7088901,0.9711257,0.9470047,1.1775664,1.1244433,0.76602036,1.1222671,0.8471354,1.1935482,0.8026657,1.2792351,0.8844433,1.3444021,1.0107037,1.1736988,0.8370321,0.7879108,0.8463843,1.168301,1.083833,0.9765072,0.8231355,0.8342438,0.8201148,0.8768236,1.0074046,0.0,0.90551656,1.0522695,1.3404365,1.251312,1.0412998,1.0165137,0.9801823,0.9747627,1.0574763,1.0308435,0.9271038,0.9289871,1.200969,0.691105,0.9820157,0.8918188,0.83710444,1.0717751,0.92401206,0.8469412,1.060917,1.2138693,0.87157834,1.2854009,1.1784596,1.2557044,1.1255348,1.194558,1.2080808,0.83909863,0.73268425,1.1800497,0.9904336,0.91325814,0.8785867,0.7895093,1.1454499,1.2931286,1.2830276,0.6142029,0.87624013,0.89461416,0.9436481,0.90117514,0.7917085,1.0744522,0.987842,0.9082582,0.8620223,1.2178102
oven,0.98745286,0.99145997,1.1013969,0.9930041,0.9276922,0.9898311,0.74320567,1.2131069,1.1262025,0.9478774,1.1109608,1.1236906,1.0505378,1.1415328,1.1826234,0.9180932,0.847777,1.0705568,0.8461578,1.020021,0.8757004,0.9175505,1.0240241,1.0538731,1.1681858,0.9991486,0.8697188,0.922204,1.0221992,0.9329709,0.9066733,0.9694425,1.1747113,1.0785195,1.040051,0.8729182,0.92576545,0.80101097,1.0812584,1.0940211,1.0508268,1.0789481,0.9413069,0.7154759,1.0982875,1.0281394,1.0278603,1.0945599,1.066342,1.1081964,0.95882374,1.075841,0.9437738,0.9424218,0.90454286,1.0791799,1.1297936,1.0530114,0.8753575,1.118937,0.9343575,1.1354175,0.9244001,1.155292,0.90587026,1.195983,1.0796915,1.0462991,0.81872,1.0975574,0.7510025,1.151051,1.0848349,1.0880986,1.1195284,0.986185,0.8600433,1.0554278,1.1505523,0.90551656,0.0,1.028181,1.1245589,1.1580138,0.9055443,1.0609474,1.0862546,1.0912141,0.9869829,1.0203664,0.72558874,1.0733325,1.1139133,1.0430722,0.93587905,0.73784214,0.990293,0.6228434,0.90667415,1.0218834,1.0634654,1.1074479,0.9978942,1.1316507,1.0520823,1.1393504,1.1893969,1.157743,1.1281159,1.0151569,0.6435827,1.1821609,1.0604578,1.0460094,0.9450745,1.0249939,1.0395554,1.1023173,1.1776621,0.7642077,1.0540557,0.9839831,0.91780883,0.7963846,0.95264566,1.0140575,0.99737376,0.70475304,0.893006,0.9903196
owl,0.6946293,0.96733785,1.0998764,0.98997855,1.117815,0.9032463,1.0285461,1.1279142,1.1048341,1.0177295,1.0441202,0.87226933,0.62639534,0.8155919,1.2072021,0.96795744,1.0351756,1.2088276,1.0482173,1.0362537,1.1399798,1.0303838,0.6571961,0.8858863,0.8078089,1.0992382,0.93567157,1.0058765,0.85656756,1.2430093,0.7435457,0.9104289,1.0406215,0.95026815,0.9484994,1.0507251,0.9608196,1.1234672,1.0960399,1.2008088,1.0598435,0.9543529,1.0112509,1.1156647,0.94921356,1.0027132,1.0156032,0.9335018,0.95591474,0.7544624,0.99459267,1.0092514,1.1748874,0.6152792,0.96129364,0.87839043,0.84526217,1.0327778,0.8870812,0.95310175,0.9816997,1.0367736,1.0837735,0.85914904,1.0701203,0.8804247,1.1624925,0.94317037,1.1620302,0.9953433,1.2393472,0.7272088,0.7583784,1.0093294,1.0449185,0.91461366,1.121734,0.9255479,0.81939226,1.0522695,1.028181,0.0,0.9426788,0.967832,0.88314766,1.1001537,1.0837052,1.0372105,0.8940932,1.0646485,0.92601794,1.236789,0.9538531,1.1533461,1.0447387,1.1601183,0.89285994,1.0814228,0.9240429,0.9936428,1.0782827,0.9544713,0.95657635,1.0815153,0.6669545,0.936479,1.1030712,1.1832792,1.1951294,0.8609167,1.2043988,0.85019565,1.0837663,1.21558,1.2797055,0.92975205,0.80754495,1.1511121,1.0522722,1.1466938,0.95441926,0.9495602,1.0948304,1.1603189,0.9681203,1.2007076,1.0117266,0.9928247,0.9630077,1.04883
pajamas,0.5758221,1.390012,0.4539662,1.319396,1.3351216,1.2041305,1.0864304,0.61493933,0.5123268,1.3776436,0.642631,0.3977083,0.6137473,0.19570208,0.5966942,0.7962971,1.5187793,1.1156833,0.7898054,1.3771455,1.325175,1.4759895,1.0042217,1.0185819,0.87822384,0.8084941,1.4173614,1.0357666,1.1275841,1.3619483,0.81989175,1.2780516,0.8914832,0.62222403,1.2469716,1.5034227,0.54110414,1.5558807,1.0716246,0.8770173,0.9209976,0.6262448,1.1018329,1.3709139,0.23289227,1.2540346,1.3456466,0.74847984,1.1845022,0.70290583,1.3849087,0.84942204,1.3551359,1.1226338,0.84352297,1.3247813,0.69623333,0.92925525,1.1401105,0.78226674,1.4205825,0.70223045,1.2488816,0.40674156,1.0332459,0.27194363,1.2293435,0.6852963,1.4902802,1.0779276,1.1764382,0.5753834,0.8547821,1.2144289,1.2610893,1.4361374,1.4588242,1.4088206,1.1508428,1.3404365,1.1245589,0.9426788,0.0,0.48572707,0.73396564,1.0892599,1.2404567,1.0919237,1.0497215,0.9829255,1.4757233,1.1462783,0.9687642,1.2333395,0.9425004,1.3848526,1.4537632,1.0836182,1.4316692,1.204496,1.0187556,0.57755446,1.1380329,0.3345033,0.4283932,0.2654178,0.8373462,0.74542433,0.69530797,1.3332005,1.3833182,0.70316476,1.0933195,1.3411734,1.1364547,1.3494496,0.51063937,0.3941008,0.43220967,1.416255,1.3704311,1.4585238,1.2498729,1.1949073,0.92899907,0.8210769,0.8796553,1.4446893,1.4326339,0.7696569
pants,0.80942667,1.2145411,0.5287191,1.2473785,1.2238712,1.1104752,1.1669376,0.6290763,0.36985344,0.9810803,0.52974397,0.7013846,0.86546725,0.4651057,0.55374205,0.9235846,1.4001734,1.0416758,1.0048168,1.1446189,1.1692178,1.2733918,0.90266836,0.9580936,0.8180236,0.7741923,1.3132339,1.2008265,1.0228045,1.2475893,0.94558424,1.1491742,0.9957081,0.7255857,1.1716365,1.2182233,0.7913626,1.387325,1.0882951,0.8997168,1.059975,0.86141616,1.1122713,1.2593343,0.55855024,1.261012,1.2311934,0.97868776,1.109911,0.8363043,1.3164726,0.9839053,1.156134,1.080208,0.9934612,1.1736131,0.59791815,0.9112596,1.0903809,1.0054193,1.3113058,0.8172526,1.1477879,0.47386634,1.2061777,0.18474942,1.0032166,0.76091206,1.4198756,1.0684013,1.2409893,0.67293894,0.76234853,1.1255307,1.2932062,1.2683731,1.1571723,1.1861408,1.0143377,1.251312,1.1580138,0.967832,0.48572707,0.0,0.8975529,0.95578724,1.0483934,0.9321031,0.8470626,1.0538834,1.3353752,1.04915,0.9278006,1.1799951,1.1180966,1.2710915,1.4198732,1.1693045,1.3497305,0.99996716,0.94310635,0.665354,1.0746251,0.7196009,0.6802478,0.42139202,0.86528337,0.8630303,0.44083655,1.0586201,1.4216282,0.67183816,1.0835458,1.1013548,1.2834224,1.3037479,0.72768646,0.6580114,0.6444147,1.3484576,1.2345752,1.2367939,1.2374148,1.0779228,1.0681059,0.9082633,0.9741046,1.3337166,1.2116971,0.8989537
paper,0.7907798,1.1362431,0.79122496,1.1322145,1.0337977,0.993704,0.9473396,0.79617804,0.84362614,1.3590746,0.87187284,0.44481587,0.8371122,0.6639973,0.7382065,0.27870142,1.3493556,0.9233306,0.46919793,1.226886,1.124876,1.4063468,1.0311131,0.96116513,1.1717224,1.0217748,1.2213225,1.122633,1.1504725,1.2088711,0.85957885,1.1430378,0.8434064,1.0470339,1.0435791,1.2403381,0.6506177,1.385724,1.017506,0.7015518,1.0214988,0.79566896,1.1519252,1.1836557,0.8689604,1.1873077,1.2253065,0.92268467,1.1907028,0.8264304,1.2712033,0.97814614,1.0535234,0.87611496,0.8334115,1.3173038,0.8558234,0.9999918,0.5976909,0.9731724,1.34373,0.73475194,1.23161,0.8788028,0.8091842,0.8834314,1.0613201,0.9711799,1.2107852,0.9822669,0.87972534,0.75582224,0.9681972,1.1058724,1.1082283,1.3340881,1.4186118,1.3852037,1.2008251,1.0412998,0.9055443,0.88314766,0.73396564,0.8975529,0.0,0.82317185,0.890882,0.9772935,1.255964,0.85790956,1.291312,0.9065371,1.1359086,1.1331998,1.0831064,1.2471743,1.2892523,0.991695,1.3687091,1.1371038,0.987753,1.0055697,0.92821854,0.8513086,0.65051675,0.8853203,0.815244,0.8092967,0.8351784,1.3620026,1.1588553,0.9375625,0.9540326,1.1355644,1.0598986,1.0985005,0.74643064,0.83767885,0.5122048,1.1769942,1.3570964,1.3582875,0.96188504,1.2487216,0.7240826,0.55648005,0.8083272,1.3580172,1.444845,0.98529446
pen,1.130338,1.0380224,0.90796286,1.0781152,1.0013446,0.96258825,0.9811828,1.112456,1.1309409,0.983671,1.0869987,1.0409877,1.2013962,1.1067642,0.921372,0.83611006,1.0923222,0.95007575,0.7379558,1.0434343,0.8579715,1.1205744,1.0687748,0.71151483,1.1850613,1.1214203,1.0019361,1.1749078,1.1140049,0.8937598,0.96880436,1.1012952,0.8536587,1.2443908,1.0313892,0.68956494,1.0958607,1.0760434,1.0765082,0.9740755,1.1655613,1.0254301,1.0870832,0.96772677,1.2755513,0.9986475,1.069148,1.1233523,0.72545904,1.009361,1.215674,1.2289973,0.44786066,1.0459248,0.93351424,0.99620587,0.75956464,1.0858742,0.6160383,1.1468542,1.0766605,0.62862957,1.0390123,1.0673568,1.0207516,0.9770704,0.4427142,1.0664413,1.0069424,1.0092722,0.8865531,0.88259715,0.98685986,0.793101,1.0045385,1.0937498,1.0427964,0.9484634,0.89545435,1.0165137,1.0609474,1.1001537,1.0892599,0.95578724,0.82317185,0.0,0.20638132,0.7096551,1.058469,0.9933933,1.0653385,0.9517631,1.1150547,0.9345036,1.1660302,1.157733,1.1699803,1.133127,1.1030937,0.9923408,1.0491773,1.2028443,0.59231156,1.1927458,0.99786496,0.99854153,0.65526855,1.027714,1.0214405,0.93301237,1.1200299,0.88463026,1.0058944,0.6074474,0.87115324,0.9105328,1.063062,1.157971,1.0174465,1.081719,0.941116,1.0949242,0.4047405,1.0004991,0.85485774,0.7373227,1.0648986,1.0740635,0.98229474,1.1615063
pencil,1.213674,0.9456181,1.0399874,1.0111125,0.9560587,0.8754591,0.9684748,1.1277826,1.1965916,0.9477778,1.1202437,1.1219215,1.2489907,1.2160095,0.9675182,0.91404164,1.0276252,0.8409387,0.7759918,0.9598552,0.79496026,1.0124371,1.0900736,0.77404857,1.229316,1.1531242,0.95778286,1.2444909,1.0806069,0.8609313,1.0359081,1.0018348,0.8408016,1.3015316,0.96490383,0.63901335,1.1188183,0.9823653,1.0577066,0.93509126,1.1743064,1.0771315,1.1240404,0.9242388,1.3438469,0.98320466,0.9501828,1.2460728,0.7862611,1.102952,1.134266,1.2389333,0.4099487,0.9852395,1.0488472,0.94685066,0.8569467,1.0766289,0.68745863,1.286231,1.0428656,0.7911936,1.0302696,1.2041392,1.0673766,1.1476821,0.37193865,1.1480129,0.95497954,0.9188739,0.9129287,0.98770046,0.94209015,0.8097763,1.0079256,1.0120234,0.97814,0.85928553,0.89139134,0.9801823,1.0862546,1.0837052,1.2404567,1.0483934,0.890882,0.20638132,0.0,0.78249663,1.0924737,1.0325925,1.0095769,0.83447903,1.0259671,0.85493267,1.198124,1.1255771,1.0894814,1.1686149,0.99411356,0.8855031,0.9752526,1.2320476,0.45147043,1.3084915,1.0942373,1.151445,0.6479272,1.043554,1.0672117,0.9003562,1.1000983,0.91663134,0.9678448,0.46196735,0.8312607,0.92590296,1.0880877,1.2571641,1.05659,0.9834093,0.935705,0.96321595,0.36190653,1.0185242,0.81509924,0.71708363,1.0191646,1.0003111,0.9102596,1.2173208
pickle,0.9503487,0.95746577,0.87545013,1.1032407,1.0110817,0.80016136,1.0581038,1.0003517,1.059684,1.0493829,0.99960566,1.1306242,1.1259612,1.1163485,0.9732013,1.0148805,1.1976349,0.9997364,1.0007017,0.84226984,1.1862452,1.0841677,0.89744914,0.45565265,1.0863618,1.0262938,1.1301656,1.0242214,1.160017,1.0480179,0.76554334,0.89416164,0.9457629,1.0877079,0.8125017,0.9488333,1.1557825,1.1910818,0.93650687,1.1097239,1.0686343,0.9818989,1.0530372,0.8731924,1.207429,0.99689484,0.9029472,1.0268565,0.71792597,0.8554081,1.1466124,1.0582813,0.9026556,1.0046573,0.89639515,1.0375464,0.81520903,0.96333224,0.81248367,1.0608435,0.9738822,0.66771835,1.2623609,1.0557594,0.9859761,0.9429089,0.7369862,0.9204369,1.2151371,0.9406408,1.0845368,0.85147,0.97101593,0.77952385,0.81016934,1.043059,1.0072469,1.017181,0.8261978,0.9747627,1.0912141,1.0372105,1.0919237,0.9321031,0.9772935,0.7096551,0.78249663,0.0,0.91800076,0.8917897,1.2337148,1.0215571,1.1326145,0.8430538,1.1111293,1.2479968,1.0594385,1.1134484,1.2110934,0.90232706,0.8660891,1.106247,0.9838151,1.1027963,1.1162188,0.90557253,1.0078969,0.95362276,1.0579616,0.95711,1.1852418,0.8818146,0.8882372,0.8746755,1.0549325,0.9559958,1.153868,1.0765071,1.0196711,1.1350114,0.8459534,1.0254225,0.9313888,1.0021802,1.1072955,0.93411565,1.2186606,1.2352984,1.0521413,1.0552338
pillow,0.9260194,1.0065988,1.0972314,1.0547363,1.0317161,1.0291911,0.7816017,1.2538564,0.95246285,0.43427205,0.98163515,1.0575113,0.97375834,0.85662,1.1957638,1.0459743,0.87338823,1.1618698,1.1042118,0.96987563,0.929019,0.615709,0.82214373,0.9552955,0.8451636,0.7577417,0.7831099,0.999456,0.77303493,0.8912131,0.98455757,0.8633865,1.2853818,0.80875146,1.1840293,0.7895045,1.0402081,0.79002833,1.1401031,1.3003299,1.1132087,1.0831171,0.8602948,0.6365871,1.0985606,1.0605654,0.94274396,1.2296895,0.8243253,0.913269,0.96942544,1.1358379,1.0633645,1.0608548,1.0885069,0.8224526,0.8655322,1.0863433,1.1619815,1.1905984,0.70527446,1.2085643,0.7890434,0.93496186,1.0603468,0.7594594,0.9094385,0.992274,0.94704556,1.1272736,1.1748286,0.99786526,0.85184526,0.99565303,1.1859032,0.8699799,0.48335886,0.83996636,0.8601576,1.0574763,0.9869829,0.8940932,1.0497215,0.8470626,1.255964,1.058469,1.0924737,0.91800076,0.0,1.308616,0.74642015,1.1732935,1.0285972,1.015629,0.66119385,0.69509196,0.87491333,0.99673426,0.9046509,1.0380714,1.0987161,1.0160446,1.12069,1.2733104,0.93945277,0.968967,1.2876287,1.3458636,1.0629494,0.5619916,1.127218,0.84707093,1.1322713,0.98927957,1.2422668,1.0461208,0.95244735,1.2863972,1.2835777,0.9446486,0.76448864,0.8049434,1.1079981,0.534052,1.0919974,1.3143005,1.3125398,0.67340803,0.656796,1.0505986
pizza,0.9507215,1.1358559,0.92230177,1.0954528,1.074609,0.8201123,1.0366873,0.7899829,0.9510929,1.2482371,0.9306279,0.9543809,0.8973235,0.96021533,0.88322186,0.96738935,1.1708857,0.725247,0.98618376,0.62775624,1.1764834,1.2528604,1.014661,0.9263558,1.0166479,1.1026268,1.1998395,0.9397112,1.1098592,1.1183153,0.9455531,0.79654706,0.82146597,1.0861813,0.3978377,1.2407513,1.0525765,1.214767,0.9051232,0.8285896,1.0338221,1.0326902,1.0497476,1.1901745,1.0235167,1.021923,1.1184057,0.9812827,1.2194347,0.7891762,1.0543939,0.96905196,1.0149901,1.0305936,1.0698216,1.2453737,1.0777041,0.86942804,0.9901272,1.0398334,1.1873688,0.8881289,1.2740088,1.0921897,0.9708686,1.0311469,0.98910666,1.0718086,1.1545182,0.8911108,1.0032954,0.92922133,1.1640755,1.0282004,0.7048702,1.227791,1.222968,1.2432038,1.2126021,1.0308435,1.0203664,1.0646485,0.9829255,1.0538834,0.85790956,0.9933933,1.0325925,0.8917897,1.308616,0.0,1.2148924,0.72592926,1.0342191,0.929083,1.0887946,1.2123921,1.1003522,1.0396063,1.2150211,0.63491434,0.8598328,1.1313056,1.1331153,0.96466935,1.0534803,1.0317023,0.7967795,0.78224266,0.9088223,1.3797091,1.1431516,0.99768144,0.70738834,0.90884775,1.0304489,0.9132525,1.1056432,0.94641316,0.80749786,1.1801449,1.2821022,1.1538191,1.1194625,1.1864485,1.1118655,0.7816167,0.85878134,1.2570059,1.2984043,0.9512294
plant,1.1976845,0.7373158,1.4505911,0.7670462,0.8338325,0.9496271,0.8669795,1.4863975,1.4340281,0.47895467,1.3814526,1.4161853,1.182463,1.4648443,1.4224519,1.0905831,0.31981122,1.2087489,1.2372146,0.8305978,0.6977923,0.4865799,0.94356805,1.1984708,1.0980673,1.1348253,0.41972125,0.9113422,0.7352226,0.70209324,1.075321,0.86468375,1.2675667,1.2945905,1.0190932,0.43928576,1.2903359,0.36694396,1.1287785,1.281677,1.1545887,1.3368276,0.94339657,0.6767873,1.3372216,0.9385916,0.8713858,1.2237655,0.8691216,1.2219781,0.5517993,1.1979516,0.74786896,0.86059266,1.0654275,0.695351,1.2793143,1.0263708,1.0320896,1.1443917,0.65929395,1.3870895,0.64406633,1.271832,0.8757153,1.4167886,0.9250113,1.2838607,0.49419153,1.1478555,0.90339607,1.3924183,1.0691121,0.9498873,1.1057577,0.56971824,0.47904533,0.63216645,0.9752599,0.9271038,0.72558874,0.92601794,1.4757233,1.3353752,1.291312,1.0653385,1.0095769,1.2337148,0.74642015,1.2148924,0.0,1.1626298,0.95503795,1.0449599,0.88948435,0.4294629,0.65117145,0.80635047,0.39616334,1.0221457,1.3491197,1.2090518,0.9558685,1.3913894,1.353129,1.3554239,1.2551804,1.4446493,1.2364559,0.58102965,0.6550924,1.2432009,1.2539883,0.9190958,1.0278251,0.8163756,1.3177943,1.3898664,1.5690669,0.68929285,0.7250562,0.54958135,0.81699336,0.61438453,1.0753987,1.406184,1.034029,0.2747712,0.4023906,1.1726247
plate,1.2053294,1.0226506,1.134618,1.1080009,0.9362033,0.87784284,0.9109551,0.7480134,0.9832127,1.0059161,0.9846904,1.0045273,1.2593414,1.1195655,0.87702847,0.8945033,1.0651125,0.052640557,0.9912017,0.73436797,0.8401017,1.0313358,1.2639925,1.0885152,1.2683012,1.1679561,0.99832016,1.1933439,1.2459747,0.91971266,1.2896363,0.75115573,1.0921656,1.2492656,0.6634935,1.0871223,1.1089092,0.95533574,0.9471703,0.23937637,1.0395448,1.1837386,1.2128705,1.0589871,1.173407,1.0523534,1.0461649,1.1665362,1.2520275,1.1172111,1.08349,1.0593361,0.64976865,1.0215467,1.1263579,1.1700008,1.1775856,1.0475688,1.0156016,1.195046,1.1302507,1.0783873,1.0654308,1.2537699,0.9302634,1.1416723,0.67132854,1.2674267,0.9607118,1.0734546,0.8505318,1.2380651,1.1548153,1.1365162,0.9870581,1.1653248,1.0849723,1.1141405,1.2223415,0.9289871,1.0733325,1.236789,1.1462783,1.04915,0.9065371,0.9517631,0.83447903,1.0215571,1.1732935,0.72592926,1.1626298,0.0,1.1029145,0.9592638,1.0266038,0.963153,0.95303756,1.120154,1.1025916,0.7114032,0.502452,1.1540326,1.1018472,1.1207469,1.214891,1.2108618,0.5135457,0.6525613,0.88506025,1.16421,0.8704567,1.1604863,0.3102187,0.35423088,0.8582801,1.1458169,1.0549519,1.0668414,0.8549671,0.75341713,1.2160804,1.0567281,1.1127536,1.0772517,1.048716,0.4927466,0.99464667,1.1589825,1.1220118,1.2133344
pony,1.0628649,1.161585,0.98403454,1.1424869,1.193228,1.1406603,1.0316842,1.0286579,0.95909196,0.9988902,1.0236471,1.0736078,0.85739243,1.00019,1.0836043,1.204977,0.9620727,1.0685532,1.0876225,0.9874596,1.0379575,0.9166641,0.8901633,0.9742115,0.5767083,1.020861,1.0093713,1.0067139,0.8634012,1.0947878,0.90172255,1.1804855,1.0112131,0.94530827,1.072803,1.0898057,1.0156294,1.0227597,0.70555484,1.0778748,0.69422054,1.0153936,0.99846095,1.061894,0.8663287,0.7792298,1.0775567,1.0576818,0.9665304,1.0662091,0.9340298,0.8745216,1.08359,1.1585486,0.9854166,0.9218792,0.9274299,1.015122,1.216078,1.0348959,1.063622,1.0254048,1.0564667,0.93086046,1.1503551,0.96383065,0.98029035,1.0755879,1.1800637,1.060806,1.1201143,1.0695279,0.76807123,1.0411416,1.0467228,0.9931085,0.9997687,0.812827,0.932507,1.200969,1.1139133,0.9538531,0.9687642,0.9278006,1.1359086,1.1150547,1.0259671,1.1326145,1.0285972,1.0342191,0.95503795,1.1029145,0.0,1.0821445,1.0726572,1.106901,0.9616071,1.0646384,0.7872152,0.93015474,0.9433988,0.984302,1.0658149,1.0083073,0.9775388,0.95139587,1.0233533,1.1129013,0.96582127,0.93187827,1.1086985,0.95734024,0.99569273,0.98032206,1.1113702,1.0266111,1.0307078,1.0008521,1.059444,1.1656581,0.9937406,0.9327361,1.0826255,1.0588177,1.2303617,1.1624138,1.029478,0.9328968,0.7984258,1.0017208
pumpkin,1.1278933,0.63145,1.0443547,0.6714414,0.69229513,0.6075089,0.9887575,1.1637533,1.151931,1.0100071,1.2265601,1.090469,1.1715505,1.2250595,1.0485585,1.14856,0.9339938,0.96049714,1.1293656,0.7483202,0.8167261,0.94275707,1.1344545,0.90662795,1.1104469,1.191766,0.9915498,1.108707,1.0663995,0.84316987,1.1351073,0.924378,0.46063626,1.2537538,0.8259554,0.8899132,1.2750773,0.91490686,1.0757879,1.0967909,1.1061907,1.0246196,1.1452281,0.96665543,1.3026296,0.90268576,0.5859444,1.2364316,0.8495904,0.9554405,1.0445961,1.191811,0.86258996,0.9332133,1.1161599,1.0587877,0.9846006,0.946775,0.84181833,1.2016042,0.87237936,0.91232944,0.96383965,1.2741108,0.9363148,1.2272089,0.9952736,1.225505,0.9790269,0.42676413,0.9216222,0.9309721,1.2026377,0.9659858,0.63616896,0.9530042,0.8057124,0.9469374,1.0500221,0.691105,1.0430722,1.1533461,1.2333395,1.1799951,1.1331998,0.9345036,0.85493267,0.8430538,1.015629,0.929083,1.0449599,0.9592638,1.0821445,0.0,1.0722574,1.03347,0.8379217,1.1551967,1.0027354,0.8275904,1.0398206,1.1729056,0.9660312,1.2217553,1.2500994,1.2406613,1.0889077,1.137412,1.1163862,0.9397283,0.86958754,0.99814963,1.048218,0.8622415,0.86475056,0.67937815,1.2644163,1.1827447,1.2259396,0.74354035,0.8697754,0.97537255,0.93743634,0.85666716,0.84265447,1.045801,1.08744,1.0816541,0.9806354,1.2046623
purse,0.82266957,1.134455,1.156204,1.1246161,0.95411617,1.1300459,0.62001127,1.1117492,0.9772004,1.0052998,0.90132153,0.9912646,0.87343943,0.8311307,1.0223442,1.0138289,1.0603268,0.9802994,0.88081056,1.1452111,0.9792441,1.0541621,1.1567928,1.2026927,0.9786677,0.83791274,0.8135895,0.67482984,0.99996483,0.94579995,1.0606652,1.1462617,1.2482641,0.89748275,1.1212618,1.1494964,0.8641133,1.0012218,0.7971942,1.04952,0.7764777,0.8807223,0.7441218,0.7980099,0.95509124,0.89310676,1.2488183,1.1150758,1.2440404,0.89391273,1.1024745,0.8508931,1.1171162,1.0082133,0.89395195,1.1898973,1.1458302,1.0083477,1.1746757,1.1114551,0.9713522,1.2613453,0.7559537,1.0725408,0.831798,1.0076137,1.0981212,1.064138,0.82026327,1.2373499,0.8422425,1.1289879,1.119035,1.15075,1.0823598,1.2173598,0.78849584,1.2255194,1.2079062,0.9820157,0.93587905,1.0447387,0.9425004,1.1180966,1.0831064,1.1660302,1.198124,1.1111293,0.66119385,1.0887946,0.88948435,1.0266038,1.0726572,1.0722574,0.0,0.7871741,0.8876758,0.7537909,1.0471053,1.0938003,0.8468301,1.0160998,1.1086129,1.1016793,0.9289417,1.0280004,1.1513871,1.0731919,1.0804003,1.096509,0.7850174,0.99729395,0.8703643,0.95833355,0.85471714,1.0689284,0.9638502,1.1291963,1.078321,0.9596207,1.2353985,1.1957145,1.160507,0.5269893,0.99705297,1.0279213,1.1486568,0.8505986,0.9837499,0.9031422
