,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
door,1.203325,1.0342345,0.9371124,1.260789,1.1127316,1.1658238,1.0205098,1.3004909,0.9091021,0.8672884,0.9409443,0.9513283,0.8510455,1.1893537,0.88769984,1.0513953,0.969,1.1569802,0.95704806,1.2436633,0.9013408,1.0629438,0.51682025,1.0935516,1.0443094,0.7508565,0.9708402,1.2407662,0.929848,0.58176905,0.7561381,0.5663751,0.89338946,0.8693805,1.1909974,0.9845095,1.2473785,0.80471337,1.1964263,1.0406479,0.7075119,1.030509,1.0819117,0.9683905,0.0,0.6862088,0.97688735,1.1186745,0.95672196,0.99100155,1.1606414,0.9914846,1.0353006,1.2448801,0.8530016,1.0902946,1.0578464,1.3005806,1.0852144,0.9543204,1.0875481,1.14183,1.3671279,0.9938472,1.2392396,1.1555836,1.0441073,0.9861081,1.1065387,1.1760807,1.1890675,1.0977297,0.7378663,0.57437205,0.7253074,1.0408701,0.99101293,1.1263275,1.1222727,0.9306229,1.0176212,0.9545066,0.9188473,0.9769369,0.931284,0.8964229,1.074494,1.0647895,1.1428009,1.2138481,1.0124836,0.95457923,1.3095648,0.6745046,1.138007,0.8534497,1.2376435,1.0200633,0.8895206,1.1341205,0.89552134,1.3428688,0.45351213,0.9970229,1.1535001,1.0794837,1.0136508,1.2436678,1.3038781,0.78132796,1.0145981,1.0456029,0.9970806,0.925353,0.9789817,1.0743009,1.1358521,0.8840313,1.1501435,0.91593266,1.0278786,0.9640334,1.137028,1.0762529,1.0794905,1.1387175,0.8453379,1.2762809,1.0451351,0.9392191,0.58587164,1.0758486,0.3852088
drawer,1.2940772,0.9802208,0.8416542,1.1729269,1.244053,0.8726457,0.78032887,1.1977355,0.67108023,1.0517504,1.2579553,0.85396093,1.1903722,1.3140144,0.9269357,1.2387905,1.1583687,0.7678124,0.80994034,0.9099224,0.670989,0.8783746,0.91632956,0.88710564,0.88595366,0.7246468,1.1536045,1.0643342,1.2109964,1.0783088,0.6030358,1.1686152,1.252368,0.94650686,1.1087319,0.6673218,1.1375166,1.2377046,1.1050301,0.87332845,1.1276162,0.7583837,1.1558158,0.8151055,0.6862088,0.0,1.2202133,1.0215987,0.78497374,1.131436,1.0077853,1.1560338,0.9740072,1.0341818,0.7520853,0.9988864,0.81737036,1.0617366,1.0435934,0.90644413,0.9453648,1.0634884,1.0226246,1.2147741,0.9802206,1.1312206,0.9220865,1.2779225,1.34638,1.054926,1.3160805,0.92968595,1.0009618,0.579793,0.8133406,0.9399066,0.9430296,1.2258992,1.105757,0.9545697,0.94423497,0.8605617,0.8459687,1.0266055,0.8134812,0.88603413,1.2340333,1.3386214,1.3428054,1.1770267,0.8104738,0.83187556,1.0925984,0.7439547,1.2622738,0.7656204,0.9507476,1.1276917,0.8387467,0.9300015,0.73627865,1.199909,0.878109,0.85472435,1.3082964,0.88693106,1.3437238,1.1300696,1.1115484,0.79447347,1.1793635,0.78504837,1.1960521,0.88304603,0.9280951,0.8132651,0.9265984,0.71806866,0.9709742,1.0231411,1.3195001,1.1941282,0.83693725,0.9659763,1.0062935,1.0260012,0.89044315,0.94958127,0.79551804,0.9987543,0.75345236,0.9533389,1.0999069
dress,0.6811068,1.1057242,1.3061752,0.92361796,0.6672708,1.2362202,1.3794214,0.9415153,1.2153872,0.9554344,0.6431993,1.388362,0.7141858,0.531973,0.9685717,0.64347154,0.82536876,0.9695761,1.3490728,1.1886573,1.0788885,1.2479142,0.79484934,1.279197,1.2611228,1.3681588,0.89850646,1.2963078,0.7004777,0.72092617,1.2301307,0.56846064,0.6063985,1.2114823,0.8126483,1.0785996,0.9043031,0.5536143,0.884663,1.4824668,0.7478775,1.3504864,0.71302783,1.0333525,0.97688735,1.2202133,0.0,1.0640657,1.3902159,0.88741124,1.2997832,0.6529416,1.1936309,1.2527057,1.1674502,1.1843699,1.3442668,1.1293925,1.0862044,1.3400624,0.9713122,0.92064446,1.1386697,0.71322864,1.177675,0.73934376,1.3029096,0.55900645,0.54870236,0.993903,0.54617476,1.1545244,0.782082,1.315691,1.2558839,1.060982,1.0072874,0.6919469,0.9761104,1.0615973,1.3508966,1.2276595,1.3410177,1.0495309,1.2777698,0.84980285,0.68122417,0.34131122,0.72376657,0.68245333,1.4296978,1.2444596,1.2942957,1.1284873,0.6780309,1.2370363,1.1214893,0.690974,1.2230052,0.864109,1.358717,1.1001736,0.7968935,1.2516924,0.7996413,1.2417631,0.32479858,0.85474914,1.0344148,1.1119132,0.90107214,1.477603,0.7572262,1.3208666,1.1254458,1.163841,1.2014744,1.2799761,1.3355682,0.8680968,0.46499425,0.6042826,1.4284523,1.309688,1.3515558,1.0092214,1.0768447,1.2473857,1.1302506,0.8920742,1.2163821,1.3751712,0.7354168
ear,1.0977244,0.99675006,1.0232315,1.1647954,1.1279199,0.95511615,0.9284629,1.0513865,1.2180076,1.2313118,1.2730298,0.8726967,1.2329239,0.99007,1.1161705,1.1715704,1.2366934,1.0077189,1.0781431,1.1280311,0.94363236,1.0856562,1.0051423,1.075362,0.9687401,0.93064934,1.2239,0.7098041,1.1145177,1.1823826,1.0997064,1.1314666,1.0719984,1.136688,1.0639296,1.0688845,0.93725336,1.0932552,1.0098505,0.8550135,1.2930496,1.0703335,1.1278586,1.0304506,1.1186745,1.0215987,1.0640657,0.0,0.8641336,1.1683776,0.5587294,0.9025223,0.6070875,0.9161145,1.1161101,0.36866033,0.83809114,1.0278069,1.0803213,0.52989197,0.8378785,1.0784197,0.9989505,0.75749826,0.880706,0.79370606,0.59016,1.0860655,1.1644099,1.1970944,0.9802325,0.99438405,1.1398485,1.1615669,0.73097706,1.1890355,1.1611929,0.9294999,0.62643355,0.82142603,0.7748769,1.0439428,0.75196797,0.37742484,1.0992119,1.1581495,1.113271,1.1323497,1.0477017,1.1306539,0.75029707,0.8848302,0.90108305,0.937419,1.1895642,1.1270283,1.1632283,1.146235,1.1126591,0.8784488,0.78855765,0.8298485,1.2361567,1.0638068,0.9636355,1.0385205,1.0927727,1.0411127,1.2090302,1.2773622,1.2234861,0.80225086,1.2215664,0.96989006,0.88557667,1.0573803,0.995694,0.9485175,0.7254429,1.2262487,1.1653556,1.3046494,0.9759044,0.52525455,0.7298933,0.9743638,1.0599327,1.0502673,1.2653761,1.1018986,1.0339866,0.59334946,1.051827
egg,1.4477303,0.9076916,0.45275748,1.3234195,1.2483084,0.6343534,0.4479419,1.1909013,0.8454137,1.2080884,1.5140761,0.64484316,1.4746566,1.4599946,1.1380696,1.5457748,1.2719793,1.1617441,0.6338963,1.0176325,1.0250705,0.5644645,1.0980252,0.85573816,0.8780036,0.5499324,1.2576593,0.5240747,1.2327416,1.4087147,0.87983656,1.3172314,1.2248676,0.7576842,1.2544405,0.90187037,1.2083338,1.4405571,1.1834655,0.45054764,1.4900053,0.654862,1.2749009,0.9088862,0.95672196,0.78497374,1.3902159,0.8641336,0.0,1.235814,0.6972847,1.162704,0.59759134,0.7749553,0.896075,0.72485656,0.75032383,1.1301969,0.99657995,0.50978357,1.0208837,1.161821,0.97190505,1.1457235,0.8742084,1.108775,0.57787114,1.3435333,1.4280921,1.0683203,1.4182758,0.9663142,1.3338327,0.6814767,0.63435954,0.99600464,1.1257389,1.3190099,0.93673974,0.7178824,0.4716707,0.89376044,0.6726788,0.7831198,0.4634068,1.3215985,1.2916272,1.5129287,1.3102088,1.5235043,0.5350483,0.6494489,0.7046623,0.84027845,1.337654,0.8675534,1.1065481,1.2671701,0.5838641,1.1810261,0.6488596,0.8352955,1.2479252,0.782758,1.277235,0.9520768,1.386565,1.3324726,1.1767607,1.0630084,1.2831428,0.47069007,1.3091178,0.59135145,0.901539,0.89300716,0.91488206,0.6799959,0.5578367,1.3467684,1.369294,1.5448554,0.58262336,0.42982614,0.4727167,1.0493324,0.97790605,0.93984604,0.9884462,1.1688213,0.9060689,0.48790783,1.1767566
elephant,0.6955274,1.168522,1.0717402,0.9908733,0.9106063,1.1580385,1.2264566,1.0019249,1.0991492,0.77599907,0.55344355,1.1923035,0.7132895,0.6694099,1.2058553,0.6206463,0.8823083,0.96404856,1.1609685,0.9747681,1.1296475,1.0744045,0.97458243,1.2068014,1.2906213,1.1922398,0.9085068,1.2507846,0.46018398,0.7930903,1.1232936,0.98876655,0.72627324,1.0659897,0.9863152,1.1514137,0.95608974,0.75725853,1.0006088,1.3034698,0.64651287,1.305753,0.59438396,0.9399032,0.99100155,1.131436,0.88741124,1.1683776,1.235814,0.0,1.2378702,0.93009377,1.3213904,1.1939039,1.056795,1.2594763,1.2725716,1.0314882,1.1053845,1.2422235,1.2161001,0.96200013,1.2518792,1.020138,1.1182296,0.971759,1.3221021,0.70546955,0.7029923,1.08176,0.8475969,1.0430294,0.93208015,1.0600466,1.2149587,0.93139166,0.98542166,0.92085683,1.1407089,1.1482751,1.2470787,1.0606259,1.2350312,1.1261615,1.0562208,0.98987645,0.6613111,0.67135364,0.95529914,0.75233686,1.2936401,1.1489183,1.2784653,1.1085035,0.7138765,1.0755682,0.8867187,0.6899851,0.98816705,1.0398897,1.2151823,1.1605196,0.9112269,1.075714,0.77430177,1.1549854,0.75715584,0.9145385,0.94566506,0.91466844,0.8311649,1.3448333,0.6753204,1.0962209,1.1054167,1.0670444,1.0245246,1.1830448,1.2926643,0.98687255,0.76437974,0.7699131,1.2560161,1.378777,1.2080032,0.9718864,1.0024562,1.150133,0.91828763,0.9396534,1.079984,1.2420477,0.7843132
eye,1.3171759,0.90378225,0.83809376,1.3397901,1.2688701,0.8100888,0.7746393,1.1830978,1.0427252,1.2975328,1.4306223,0.59484124,1.3306085,1.2894324,0.9387649,1.3492608,1.2228223,1.137857,0.87407684,1.1914866,0.95658934,0.9807135,1.2511076,0.9703947,0.79183435,0.7874712,1.1197602,0.5614077,1.2207139,1.3678724,0.98926634,1.2384815,1.2170537,0.8733089,1.1322472,1.0641319,1.1221151,1.2588707,1.1354879,0.54913175,1.4209533,0.9280641,1.2285022,1.0750124,1.1606414,1.0077853,1.2997832,0.5587294,0.6972847,1.2378702,0.0,1.0232779,0.54603493,0.63242126,1.0265336,0.4794618,0.7483226,1.0372294,1.1808822,0.33467245,0.9420709,1.0234888,1.0433218,0.87582266,0.7534056,1.0693034,0.43715107,1.2483366,1.2997528,1.2524774,1.1809077,1.1083696,1.1951241,0.9869482,0.73773885,1.3098776,1.2256051,1.191905,0.771226,0.8538717,0.47916245,1.0883378,0.7108134,0.4478253,0.92546606,1.0639064,1.1726612,1.3254972,1.129343,1.335928,0.54569364,0.8868164,0.744122,0.91477597,1.2288433,1.0228561,1.2559736,1.2395754,0.9896483,1.0010203,0.48966372,0.6054419,1.2619874,0.8763725,1.1810806,0.9488893,1.3037212,1.0566312,1.315379,1.2539266,1.2102762,0.4506079,1.2270672,0.76980096,0.8721924,1.1256706,1.1223795,0.5821707,0.48671186,1.2127552,1.2608352,1.4716933,0.75130105,0.3930521,0.50335217,1.1473012,1.0348775,0.9698518,1.2140998,1.1459161,0.99987847,0.30427533,1.2252105
face,0.7791256,1.1667782,1.2559285,0.91333413,0.87399656,1.1783768,1.2753122,1.0112473,1.2915568,1.0064187,0.84271455,1.1841028,0.9004898,0.79154074,0.94208014,0.9577444,0.884062,1.0691518,1.2028477,1.1741909,1.1664262,1.2373282,1.0412898,1.286258,1.1018189,1.2233194,0.89729315,1.2190531,0.82637346,0.91967934,1.2112521,0.6788639,0.7896215,1.0777241,1.0009068,1.0773333,1.0381845,0.7402035,1.00832,1.2860091,0.8483814,1.2823725,0.82448244,1.1892474,0.9914846,1.1560338,0.6529416,0.9025223,1.162704,0.93009377,1.0232779,0.0,1.069629,1.1955202,1.0965967,0.95952064,1.2099993,1.0768714,1.093983,1.0198992,1.1864412,1.0370702,1.1679403,0.36579967,0.8551237,0.8361408,1.1053473,0.7341591,0.5775291,1.0146492,0.8444551,1.1982774,0.8426039,1.2257931,1.1948144,1.1709222,1.0363327,0.8522982,0.88639104,1.0254278,1.0735729,1.2405165,1.2475655,0.76637256,1.2633185,0.9413785,0.87630725,0.59702855,0.90601104,0.9017192,1.2762307,1.2634366,1.2443068,1.2227838,0.8810738,1.1021309,1.1024219,0.8433757,1.2264493,1.1045952,1.1319562,0.8749453,0.8237571,1.1274531,0.98663515,1.17459,0.49262977,1.0231178,1.067431,1.1517098,0.9339067,1.3240424,0.8419211,1.1324885,1.1991134,1.1737055,1.1966679,1.119316,1.1916595,0.9179502,0.6428669,0.862254,1.2575414,1.0237054,1.0880277,1.0510089,1.2238748,1.2206811,1.2615669,0.90227014,1.226158,1.16156,0.8465394
finger,1.2092026,0.91884136,0.8538977,1.2565937,1.1013342,0.91611826,0.87073123,1.1524739,1.0639757,1.2426658,1.4243236,0.72966623,1.3228135,1.1540805,0.7971483,1.3294055,1.1986349,1.0913857,0.9894528,1.2777815,0.95529807,0.8981744,1.0529631,1.0672284,0.8940065,0.83879983,1.2345909,0.5546665,1.2492712,1.243907,1.0258199,1.1342537,1.1379979,0.93614817,0.9738471,0.9744353,1.150686,1.1806107,1.0945935,0.66633356,1.3995397,0.93821144,1.271962,1.0140353,1.0353006,0.9740072,1.1936309,0.6070875,0.59759134,1.3213904,0.54603493,1.069629,0.0,0.7836702,1.1273367,0.44140023,0.7015883,1.155971,1.1636865,0.58533967,0.71203125,1.0383661,0.9918384,0.931051,0.9338439,0.55384904,0.5679163,1.2552556,1.2952504,1.1637264,1.0202754,0.98066765,1.1798183,1.0500973,0.67334354,1.2344263,1.2024235,0.928424,0.77701294,0.620218,0.61963886,1.0439769,0.752136,0.52865213,0.9166761,1.083284,1.1935776,1.2356857,0.9932593,1.3304375,0.5894222,0.7262037,0.80052793,0.7376588,1.28283,1.0659186,1.2845718,1.2885468,0.9844395,0.9668567,0.700194,0.84405506,1.2082973,0.9973751,1.1914704,0.99942464,1.2072848,0.9937202,1.3216195,1.2112864,1.228553,0.54154825,1.319947,0.8901782,0.6704162,1.1221406,1.0630574,0.84442824,0.62980264,1.1989858,1.2192484,1.410536,0.9505019,0.15947914,0.62888986,1.0282577,1.0145408,1.1202667,1.1728151,1.172301,0.9921071,0.4975484,1.1695625
fish,1.1236202,0.8444445,0.80819064,1.251334,1.3320751,0.57866037,0.65714884,0.9616592,1.0724963,1.3964372,1.4204156,0.6735218,1.3771017,1.2871326,0.9138838,1.1311895,1.2814633,1.0986834,0.8875543,1.135571,1.0161602,0.8149524,1.1659296,0.74612856,0.6573255,0.8925566,1.0860006,0.5298313,0.98996013,1.4040266,0.8353759,1.2697556,1.3501501,0.9032516,1.208857,0.90068465,1.1679715,1.2935727,0.8590914,0.5948636,1.4627659,0.9338148,1.062644,0.89105564,1.2448801,1.0341818,1.2527057,0.9161145,0.7749553,1.1939039,0.63242126,1.1955202,0.7836702,0.0,0.88559234,0.78860056,0.8190019,0.72508585,1.0745044,0.78962284,0.76893675,0.82826805,0.7703974,1.1732314,0.78948057,1.1566658,0.5904408,1.1965245,1.4093242,1.1745275,1.1211128,1.1298574,1.1677654,0.95130515,0.8561922,1.026449,1.2311349,1.0116645,1.0685728,0.8639664,0.7106964,0.77275884,0.7512265,0.96432376,0.8490777,1.077156,0.9967351,1.3450834,1.1289563,1.2273486,0.7260505,0.99974155,0.56401837,0.7857419,1.0595187,0.9213417,1.2105384,1.1158092,0.9212916,0.9839309,0.6757889,0.71815276,1.2764231,0.6959729,1.1051972,0.82848763,1.4317228,0.92714,1.1871552,1.2549862,1.2778391,0.5658547,1.1031096,0.8043994,0.853619,1.0159628,1.1355119,0.48524368,0.53951484,1.0281922,1.374009,1.3781016,0.6663825,0.6481568,0.69726855,1.2197157,0.72847795,0.7021489,1.0801084,1.0838952,1.0945817,0.69172996,1.3001094
flower,1.0793586,0.9150594,0.70117855,1.19295,1.2346858,0.7647225,0.6878806,1.2221657,0.75498605,1.2519345,1.2662942,0.9323189,1.2588819,1.3661419,1.0130489,1.248395,1.2489953,0.95266336,0.6384609,1.1235242,0.88329995,0.7984561,1.013529,0.82271993,0.99195576,0.79805565,1.1437713,1.0337986,1.0474279,1.2191676,0.7022795,1.1545744,1.1659173,0.96231216,1.3008722,0.8507831,1.182939,1.2448016,1.1145086,0.85319644,1.1789174,0.7657889,0.98935366,0.75653034,0.8530016,0.7520853,1.1674502,1.1161101,0.896075,1.056795,1.0265336,1.0965967,1.1273367,0.88559234,0.0,1.1806483,1.0343297,0.9349607,0.9417042,0.9260199,1.049994,1.0779498,0.9515954,1.152176,0.95993304,1.2626872,1.0022047,0.9728069,1.2830393,1.0338274,1.3529148,1.1901066,1.0280724,0.58024144,0.9602593,1.0044322,0.9791252,1.2624375,1.0882106,1.053005,0.88382316,1.0203387,0.94185656,1.1444417,0.71945614,1.0402129,1.0512807,1.2581112,1.3326981,1.1499405,0.924857,0.9526936,1.0385344,1.0332968,1.1398151,0.17712164,1.2220106,0.9200216,0.7017559,1.0300366,0.83649206,1.1097978,0.89397895,0.60167766,1.158694,0.9452325,1.2431166,1.0777273,1.1863766,1.0911787,1.265734,0.9151682,1.0904018,0.82171535,0.88886654,1.1239486,1.1488421,0.68999827,0.9359451,0.9666338,1.1929443,1.2253605,0.73916566,1.0744039,0.903379,1.1433027,1.0799556,0.8200604,1.0151136,0.28696102,0.8825097,0.89778787,1.0144526
foot,1.2648622,0.9288131,0.9831768,1.2554319,1.2316195,0.98003966,0.90265566,1.1663249,1.1178977,1.3077911,1.3591936,0.50289285,1.2462225,1.1634665,0.9533229,1.2182086,1.2548424,1.0948294,0.98754424,1.1994954,0.87941843,1.0758071,1.0648643,1.0303308,0.6954387,0.66555715,1.2245804,0.6021675,1.1961179,1.2452886,0.98815,1.1937661,1.1379565,1.0008188,1.1228466,1.1359758,1.0884216,1.1037921,1.0688723,0.59223896,1.3797727,1.0159677,1.2650613,1.0758231,1.0902946,0.9988864,1.1843699,0.36866033,0.72485656,1.2594763,0.4794618,0.95952064,0.44140023,0.78860056,1.1806483,0.0,0.6952108,1.0295048,1.237851,0.32821333,0.8574387,1.0671984,1.0782881,0.8480754,0.78313684,0.9780812,0.4409871,1.2637857,1.2240474,1.2190007,1.0389662,1.096902,1.1954223,1.1420797,0.55845404,1.3253733,1.1733125,1.0629523,0.81114566,0.74197847,0.58444285,1.005221,0.5765418,0.5363796,1.0655682,1.0917447,1.1871041,1.2190351,1.0448855,1.2856798,0.53109705,0.84840834,0.7876716,0.6850653,1.226846,1.1493276,1.2471744,1.3021508,1.115358,0.97880334,0.53809667,0.7383051,1.2671069,1.0997716,1.0980973,0.90353596,1.1970139,1.1039358,1.3223861,1.323894,1.2538791,0.5019864,1.2519422,0.75669456,0.86288023,1.1111614,1.1135224,0.8783289,0.53861,1.2268021,1.2258357,1.4465632,0.9341724,0.32214803,0.58463913,1.1440221,0.93111753,1.0519668,1.2123305,1.2170438,0.87983894,0.4849831,1.1504697
fork,1.2727356,1.0302042,0.9414561,1.0900183,1.2630488,1.0468445,0.9337963,0.89054525,0.8622272,1.2204926,1.5015769,0.76150477,1.4020568,1.2953669,1.0066882,1.4077122,1.2847812,1.0510062,0.89315885,0.9395385,1.028582,0.88257504,1.0874455,1.0368959,0.36345255,0.81845176,1.2256043,0.69396144,1.340894,1.3166941,0.61609423,1.382802,1.2720908,0.88585585,0.9861525,0.9325508,0.89953125,1.4558055,1.0046712,0.44715822,1.3455496,0.894553,1.3447566,1.1047932,1.0578464,0.81737036,1.3442668,0.83809114,0.75032383,1.2725716,0.7483226,1.2099993,0.7015883,0.8190019,1.0343297,0.6952108,0.0,0.7095076,0.9950484,0.72488296,0.95723784,1.0559723,0.90264714,1.1499836,0.9111875,0.94100994,0.8783117,1.4591241,1.361341,1.0085665,1.3281784,0.41500592,1.2340828,0.75041294,0.7752444,0.8683341,1.1662918,1.2349691,0.87493956,0.9462896,0.8262762,0.88916856,0.39660788,0.8660253,0.90890884,1.2524436,1.2510118,1.4258928,1.2823533,1.2832769,0.36144197,0.32892632,0.75713885,0.9567269,1.2771155,0.96282643,0.9180201,1.3311591,0.9907321,1.1271368,0.7252485,0.9479363,1.2994611,0.8665035,1.1094234,0.3892492,1.3813915,1.1062249,0.86934596,1.0778624,1.2671821,0.64800817,1.3246082,0.8268819,0.8916194,0.83400285,0.45071828,0.695452,0.87125677,1.0423977,1.3828918,1.3833578,0.87137175,0.7257391,0.7360955,0.5110583,0.98286045,0.98954105,0.99234754,1.2036848,0.7895814,0.59541386,1.2655438
frog,0.6373749,0.97558874,1.189995,0.95630974,1.1497467,0.75325453,0.9206885,0.51301324,1.0621022,1.237644,1.1327691,1.0494772,1.2185788,0.9429285,1.0722218,0.9053704,1.1953645,0.8683493,1.0929918,0.99473965,0.9855395,1.0880835,1.1723998,0.86304975,0.4617182,1.1864583,1.136749,0.8052881,1.0435122,1.279239,0.8034209,1.2312778,1.2673949,1.0972784,0.99086106,1.0072042,0.85558796,1.2056676,0.58960074,0.8832856,1.1882536,1.1253692,0.971908,0.8631677,1.3005806,1.0617366,1.1293925,1.0278069,1.1301969,1.0314882,1.0372294,1.0768714,1.155971,0.72508585,0.9349607,1.0295048,0.7095076,0.0,0.7755728,1.140528,1.0270739,0.83118415,0.5508456,1.1415747,0.72477067,1.0646174,1.0156296,1.1066102,1.1388477,0.9595187,1.0819715,0.9664411,1.1048175,1.1360965,1.1579418,0.88830847,1.0468309,0.9729731,0.94024354,1.1811922,1.1887081,1.0517786,0.71722585,1.1025662,1.149224,1.0072628,0.91828674,1.1205114,1.1435521,0.7466773,1.0180733,1.0494686,0.65292245,1.148176,0.81079173,0.93046796,0.95601803,0.9958824,1.1920072,0.9968679,1.0769025,0.79137397,1.2425587,0.85553145,0.8049034,0.29955763,1.2502462,0.79692566,0.8617507,1.2577407,1.171981,1.0830337,0.95777893,1.1025407,1.0868825,0.9539509,0.9630469,0.91413355,0.9359817,0.93200123,1.2144742,1.0771214,0.8527026,1.1379485,1.0265251,0.9987658,1.1005671,0.3742342,0.9904903,1.0502075,1.1236457,1.0360062,1.2674953
glass,0.9660316,0.8661841,1.0310446,0.6849092,0.9525151,0.70796114,0.7847167,0.7324257,0.85826516,0.95329344,1.1034701,1.2654084,1.143677,1.0651493,1.1486453,1.1584609,1.0461372,1.0043185,0.80093986,0.764734,1.0456872,1.0385183,1.0699729,0.7091167,1.1100212,1.1390955,0.9900345,0.85965014,1.1416539,1.1437659,1.059986,1.0588142,1.1787062,1.135685,0.84414816,1.0126303,0.8727584,1.2274847,1.0910751,1.0899012,1.1207758,0.6333314,1.0333637,0.81076825,1.0852144,1.0435934,1.0862044,1.0803213,0.99657995,1.1053845,1.1808822,1.093983,1.1636865,1.0745044,0.9417042,1.237851,0.9950484,0.7755728,0.0,1.2425075,1.0171257,1.076923,0.47550702,1.1326388,0.90365994,0.9403178,1.1506319,1.0240209,1.083384,0.654205,1.1619154,0.84036225,1.0489632,0.99910504,1.1082938,0.6422565,0.8577322,0.92579,0.869633,1.1330113,1.1626322,1.0214143,1.1754507,1.1164161,1.0410193,1.1203249,1.1433011,1.1558343,1.0727506,0.9599555,1.1419848,0.9134327,0.80660534,1.3032539,1.1214181,0.9457094,0.82188696,0.98538584,1.0378513,1.0896307,1.2301953,0.9666703,0.98907065,1.0095836,0.98132944,1.0389417,1.0990652,0.92370427,0.71976423,0.96852875,1.0235635,1.1944774,1.111887,1.1299372,1.0927052,0.8710939,0.8089979,1.0862459,0.9611267,0.985886,1.0742719,0.94255185,0.7880677,1.1692022,1.1635522,0.75482345,1.1605523,0.6168141,1.0158128,1.0351672,1.0697265,1.1992599,1.0212591
glasses,1.4541012,0.91739774,0.6156404,1.475007,1.369348,0.91275746,0.5993876,1.3770362,0.8821244,1.2957215,1.4946082,0.36002278,1.3728595,1.4772241,1.0431093,1.4894186,1.2965792,1.110658,0.56171584,1.2332282,0.8958435,0.87423474,1.1277438,0.8614025,0.76611775,0.32003427,1.2216774,0.5851341,1.2393007,1.388689,0.85024667,1.3181107,1.1585839,0.635576,1.3190864,1.1575702,1.239923,1.3252746,1.3207183,0.26066577,1.4628906,0.73245907,1.326799,1.0136647,0.9543204,0.90644413,1.3400624,0.52989197,0.50978357,1.2422235,0.33467245,1.0198992,0.58533967,0.78962284,0.9260199,0.32821333,0.72488296,1.140528,1.2425075,0.0,1.0951388,1.1805654,1.2044914,0.9496514,0.7429171,1.2662207,0.31583452,1.352503,1.3605027,1.2858397,1.3231859,1.1629269,1.3051379,0.7511381,0.43934274,1.3691466,1.2610537,1.4647584,0.92462695,0.8569139,0.20642841,1.0424955,0.5219492,0.62078273,0.70854074,1.2019923,1.2497722,1.4635024,1.3111455,1.4974205,0.30243754,0.73454976,0.8931056,0.7960517,1.369926,0.88633764,1.3458354,1.3373455,0.761229,1.1397854,0.29700744,0.85316336,1.2278544,0.7850198,1.2037617,0.92154175,1.3831067,1.3139005,1.4350297,1.2317938,1.2861128,0.275077,1.2427771,0.38612008,0.9548375,1.218461,1.170107,0.5871098,0.4666643,1.3342485,1.3750215,1.6143005,0.6139067,0.34262013,0.26420498,1.2330282,0.9811375,0.99763274,1.1655151,1.1880615,0.7033056,0.19699115,1.1155267
glove,0.9829787,0.7635959,1.0000722,1.0041251,0.82651216,0.89248025,1.1025105,0.79735255,1.0891705,1.2474234,1.1795421,1.0425547,1.1248329,0.885642,0.7174602,0.9040596,1.3001931,1.1151332,1.231071,1.0834007,1.0259885,0.89882886,0.9297994,1.0573361,1.0284313,1.1251222,1.2176621,0.89167935,1.076724,0.9651972,1.0881277,1.0272472,0.9506643,1.2629364,0.9000666,0.8391256,0.92433983,0.9609424,0.8706993,1.1416793,1.210437,1.0436145,1.0360191,0.8207436,1.0875481,0.9453648,0.9713122,0.8378785,1.0208837,1.2161001,0.9420709,1.1864412,0.71203125,0.76893675,1.049994,0.8574387,0.95723784,1.0270739,1.0171257,1.0951388,0.0,1.0590808,0.8289308,1.0883081,1.036955,0.62970996,0.8127683,0.9760233,1.1186177,1.0846664,0.7809699,0.8737,1.0731102,1.2191756,1.0043478,0.98313624,1.0389205,0.49935722,0.95365393,0.8715035,1.2221129,0.6136542,0.94889605,0.9395671,1.0047933,1.0433844,1.0516618,1.0197263,0.7206594,1.0898118,1.0477248,0.91295457,0.78552645,0.6421195,1.0734824,1.1191165,1.104516,1.0534801,1.013456,0.5649209,1.0186445,0.89511526,1.1331751,1.1242437,0.98210675,1.0667591,1.0689348,0.75190336,0.96351886,1.1273988,1.2978718,0.9345954,1.2584693,1.2117916,0.7027291,0.8899571,0.90904224,1.0510056,0.9321554,0.93316615,1.0501078,1.1658578,1.0614713,0.8136265,1.183391,0.9338036,0.6168849,0.9878841,1.1469015,1.0801104,1.1877598,1.0232031,1.0963577
