,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
mouth,0.9968671,1.0087688,1.0731246,1.026201,0.9029494,0.9945215,1.01469,0.8931736,1.097766,1.0943592,1.2205663,1.1667101,1.2201641,0.9382827,1.148675,1.195632,1.0907601,1.1039748,1.1389153,1.0439067,1.1082686,1.0378315,1.093933,1.0862007,1.0590743,1.1509278,1.1349784,0.85321516,1.1614751,1.1650697,1.1333903,0.99893385,1.0390675,1.162333,0.9537586,0.95854527,0.921695,1.1675096,0.9957845,1.0273865,1.161021,1.0014923,1.0354195,1.0778967,1.1222727,1.105757,0.9761104,0.62643355,0.93673974,1.1407089,0.771226,0.88639104,0.77701294,1.0685728,1.0882106,0.81114566,0.87493956,0.94024354,0.869633,0.92462695,0.95365393,0.9474187,0.8051523,0.8473396,0.9185443,0.72936565,0.9797823,0.9913657,1.0768917,0.92215836,0.9944292,0.87954015,1.1152353,1.1152977,1.0470531,1.1223797,1.0917788,0.9228112,0.0,0.8563107,0.9315744,1.0761853,0.913994,0.50082445,1.1028769,1.1636044,1.0345116,1.0119742,1.0297309,1.0317538,0.9350279,0.8522599,0.9865322,1.1556866,1.0693246,1.1270652,1.06134,0.9890983,1.1137569,0.9667729,1.086301,0.94802755,1.1362,1.039788,0.98312825,0.9959495,0.96796536,1.0201509,0.9975323,1.1493185,1.110252,1.0211068,1.2040206,1.1538416,0.89771533,0.98553336,0.9127581,1.0749915,0.91598415,1.0339518,1.047062,1.1036401,1.0520382,0.7431792,0.76722395,0.81871307,1.1836014,0.9572255,1.2279284,1.0455203,1.122865,0.7721415,1.0912015
muffin,1.0859053,1.0997331,0.9646995,1.0212312,1.0056689,1.0521517,1.014311,1.1174923,1.1157924,1.0898,1.2307475,1.0095662,1.1619788,1.0290574,0.96397054,1.0899,1.0774996,1.0969324,1.1006246,1.0554963,1.0494487,0.8055467,0.8997801,1.1528268,1.0276817,0.93207085,1.2259467,0.91953814,1.079674,1.067993,1.0506625,0.9698474,1.1219819,0.97763014,1.1113173,0.69444895,1.1113725,1.0680854,0.8555841,0.9810598,1.1418298,1.0100958,1.0255716,0.95381075,0.9306229,0.9545697,1.0615973,0.82142603,0.7178824,1.1482751,0.8538717,1.0254278,0.620218,0.8639664,1.053005,0.74197847,0.9462896,1.1811922,1.1330113,0.8569139,0.8715035,1.0275216,1.0779562,0.8984744,1.0454801,0.7508261,0.931908,1.0150311,1.1859839,1.0226568,0.9925268,1.019313,1.1195784,1.045091,0.8444369,1.1106374,1.0855112,0.83383936,0.8563107,0.0,0.86537695,0.9062146,0.9026725,0.6681915,0.9927462,1.1337727,1.010287,1.0649365,1.0459256,1.1670532,0.9471619,0.9193046,1.0378071,0.76818836,1.0632365,1.1126515,1.0473725,1.0236118,1.012999,1.0347128,0.96624583,1.0253097,1.130299,1.0123271,1.1441149,1.0994042,1.0569556,1.0403608,1.1337458,1.0545576,1.1504964,0.8300506,1.2340035,0.9761802,0.8823506,0.82559454,1.0162643,0.94984704,0.9925876,1.1628015,1.0762639,1.1306795,1.1521056,0.58271205,0.80798835,1.0037581,0.88619846,1.2209463,1.0736334,1.036288,1.018855,0.88269544,0.9911038
nail,1.4278572,0.96513885,0.58893853,1.3927706,1.3335282,0.8245959,0.4654914,1.3737084,0.8745085,1.2206712,1.4359002,0.46030748,1.3727586,1.4865435,1.0737038,1.5071468,1.1614759,1.0482463,0.44644332,1.1675134,0.952457,0.8419336,1.1945193,0.7701274,0.89710766,0.41015136,1.120849,0.55904925,1.260304,1.4353596,0.85845846,1.2619948,1.2125218,0.4403479,1.2643846,1.0800271,1.2582703,1.3354074,1.3386917,0.24563563,1.4315267,0.6527726,1.3137801,1.0635715,1.0176212,0.94423497,1.3508966,0.7748769,0.4716707,1.2470787,0.47916245,1.0735729,0.61963886,0.7106964,0.88382316,0.58444285,0.8262762,1.1887081,1.1626322,0.20642841,1.2221129,1.1229349,1.0948831,1.0544564,0.7350242,1.2640575,0.4592439,1.3405153,1.3078692,1.2225151,1.3376497,1.1735629,1.3129345,0.7293494,0.58874893,1.3106186,1.2126514,1.4579654,0.9315744,0.86537695,0.0,1.0747504,0.68034863,0.77542305,0.6895342,1.230328,1.2484834,1.4494971,1.3096907,1.4399966,0.38183975,0.8069092,0.89494103,0.92985874,1.3665755,0.8624918,1.2796159,1.3097519,0.760131,1.2297082,0.45637882,0.8646127,1.2288954,0.70878285,1.2449671,1.0045828,1.3662639,1.3020469,1.3595514,1.1846824,1.1686517,0.30141544,1.2030759,0.34234393,0.9782182,1.2276419,1.1707898,0.6090769,0.4301964,1.2964717,1.3380448,1.5322217,0.5375596,0.37018633,0.15071934,1.2008106,1.054247,0.9499934,1.1761477,1.1470594,0.7693126,0.2837119,1.2065427
napkin,1.2417407,0.84189403,0.92064905,0.9873353,1.0461531,0.93061763,0.88149977,0.8620106,0.9573385,0.92434895,1.0795609,0.90265405,1.0867529,1.0319202,0.9251835,0.90571785,1.1230814,1.0905793,0.99263734,0.78423095,1.1107457,0.8227732,0.9579903,0.87076205,1.0059673,0.8706764,1.124983,0.9034227,1.1595055,1.0222378,0.9410583,1.1508627,1.1217769,1.0159453,1.1894403,0.7983221,0.97367984,1.1539631,1.0310074,0.9450146,1.125378,0.89272994,1.1820754,0.98267204,0.9545066,0.8605617,1.2276595,1.0439428,0.89376044,1.0606259,1.0883378,1.2405165,1.0439769,0.77275884,1.0203387,1.005221,0.88916856,1.0517786,1.0214143,1.0424955,0.6136542,1.0500562,0.8683233,1.229296,1.0935669,1.099063,0.9117684,1.2786874,1.2064135,0.97359633,1.1378244,0.6546928,1.2227886,0.837867,0.8451148,0.823887,1.0032421,0.92316484,1.0761853,0.9062146,1.0747504,0.0,0.9044131,1.0886844,0.8849054,1.1665351,1.1719347,1.2271428,1.0142004,1.0978173,0.91024435,0.79753715,0.8437416,0.67886865,1.1372765,1.0108335,0.78969073,1.1867391,0.926826,0.8525568,0.96195555,1.1110675,1.095046,0.94828653,1.0607896,1.0635364,1.2448157,1.160134,0.77979493,0.76067674,1.0948164,0.9048152,1.2022781,0.9461775,0.8542054,0.77989817,0.6197183,0.9494647,0.95108485,0.9509808,1.2499574,1.0845758,0.8845155,0.99589247,1.0341444,0.8046986,0.26583123,0.93195176,0.92064893,1.1647457,1.0038835,1.0600684,1.0441458
necklace,1.2479098,0.9447694,0.7953062,1.3645573,1.350373,1.007042,0.78275585,1.15104,0.8161816,1.3198429,1.4816921,0.5156554,1.3386209,1.2796018,1.0863167,1.253319,1.3167427,1.0743194,0.8240432,1.1891458,0.9473151,0.8470508,1.0385177,0.98693615,0.3742447,0.544457,1.2510967,0.75848675,1.2026066,1.2776906,0.4596281,1.3788085,1.2239578,0.8521637,1.2697577,0.9782379,1.0558699,1.33562,0.96461797,0.37538624,1.4083645,0.9223807,1.2914228,1.0495766,0.9188473,0.8459687,1.3410177,0.75196797,0.6726788,1.2350312,0.7108134,1.2475655,0.752136,0.7512265,0.94185656,0.5765418,0.39660788,0.71722585,1.1754507,0.5219492,0.94889605,0.95246327,1.0924885,1.138997,0.99283993,1.2521255,0.641457,1.4051597,1.4462582,1.2267333,1.325392,0.9610513,1.2709887,0.7329992,0.525097,1.1468283,1.2360765,1.3023989,0.913994,0.9026725,0.68034863,0.9044131,0.0,0.8623084,0.78970873,1.181333,1.1009828,1.4225647,1.2425461,1.373861,0.3891642,0.6391134,0.80367947,0.5810629,1.1501474,0.87864166,1.2325804,1.2879308,0.86752754,0.90859807,0.5664673,0.9960738,1.2556263,0.79860395,0.9046129,0.32592225,1.4686425,1.2136441,1.2159941,1.1669431,1.3164039,0.47193515,1.2579641,0.5828366,0.80069995,1.0483623,0.956586,0.6458725,0.74867284,1.1100688,1.4676106,1.5233392,0.80423033,0.6704707,0.58130145,1.1153272,0.79830635,0.9633274,0.9867582,1.1859958,0.6760121,0.46570057,1.2154651
nose,1.0866834,1.0410409,1.0275124,1.1749636,1.0642062,1.0051243,1.0311806,1.0418985,1.2401874,1.1737993,1.2270824,1.0208092,1.1998705,0.97792673,1.0127541,1.1839797,1.1642365,1.1588669,1.1544489,1.2534052,1.089619,1.0581542,0.98047364,1.2303371,1.0221198,1.0658629,1.2187058,0.7804804,1.0956085,1.1557169,1.1330326,0.9615958,1.0526321,1.021751,1.0368855,1.0393788,1.0490406,1.0372884,1.0196831,0.96398866,1.218637,1.1413963,1.108206,1.0802133,0.9769369,1.0266055,1.0495309,0.37742484,0.7831198,1.1261615,0.4478253,0.76637256,0.52865213,0.96432376,1.1444417,0.5363796,0.8660253,1.1025662,1.1164161,0.62078273,0.9395671,1.0308118,1.0992451,0.67310035,0.9281456,0.6982959,0.70582473,1.0384052,1.1322105,1.1655698,1.0261606,1.0295495,1.0807015,1.1213442,0.8768769,1.1997206,1.200353,0.824448,0.50082445,0.6681915,0.77542305,1.0886844,0.8623084,0.0,1.0917141,1.1264064,1.0202122,1.0718646,1.0143467,1.15926,0.8690488,0.9271416,0.9698682,0.9670951,1.1190724,1.1598549,1.2410905,1.0977914,1.1150386,0.9934436,0.8764546,0.72876406,1.110832,1.0837036,1.057173,1.0816455,1.0275638,1.0453889,1.2268938,1.2510047,1.2011595,0.8807638,1.2002118,1.043489,0.8569647,1.0478214,1.063513,0.94271934,0.8421966,1.1475521,1.0989729,1.2322235,1.1055943,0.45828432,0.71321094,0.95741993,1.0888484,1.1866899,1.3560861,1.0805892,1.1368129,0.6195406,0.9984361
orange,1.3222796,0.8485762,0.036133528,1.2671747,1.2512585,0.7085316,0.57478845,1.2212787,0.59021395,1.1959755,1.4205226,0.7689447,1.2981613,1.4639862,1.1973796,1.3842498,1.2555368,1.1614515,0.47805488,1.01011,0.9314389,0.17514443,1.0927862,0.72883856,0.9922413,0.6199976,1.1644236,0.83540106,1.0786029,1.2642616,0.76488066,1.3233966,1.1888341,0.95042676,1.3727895,0.9226613,1.2182186,1.4053869,1.1468108,0.5951891,1.3109301,0.5967889,1.0715923,0.63107955,0.931284,0.8134812,1.2777698,1.0992119,0.4634068,1.0562208,0.92546606,1.2633185,0.9166761,0.8490777,0.71945614,1.0655682,0.90890884,1.149224,1.0410193,0.70854074,1.0047933,1.13951,1.0964091,1.2583197,0.8943208,1.2811114,0.71234,1.1942122,1.4006323,1.0294935,1.4020014,1.0894661,1.2253939,0.60977995,0.8470353,0.96185964,1.0157386,1.4203607,1.1028769,0.9927462,0.6895342,0.8849054,0.78970873,1.0917141,0.0,1.2733943,1.0924778,1.439347,1.3986025,1.4460669,0.64964795,0.72765905,0.90406805,0.83437324,1.2179065,0.71192884,1.127309,1.0952404,0.03771639,1.0319018,0.6250107,1.073122,1.1155348,0.64299965,1.1904463,0.9476047,1.3760588,1.3170927,1.1031585,0.974675,1.2424772,0.56446946,1.2168444,0.6860709,0.9701799,1.0441656,1.0140505,0.7099751,0.8227609,1.262207,1.3350224,1.4543009,0.53431827,0.80842113,0.6509168,1.1287334,0.99327725,0.87933064,0.67746955,1.1212353,0.79757476,0.63988876,1.1709408
oven,0.8246404,1.0960284,1.2981664,0.98090166,1.0595306,1.1804211,1.2692223,1.0838195,0.9698265,0.98675615,0.7699076,0.9717169,0.74172235,0.9191326,0.7682813,0.78455156,0.9455649,0.84244454,1.1992671,1.0826141,0.60088044,1.261219,0.8263804,1.0833769,0.9765462,1.1025711,0.8732133,1.1903746,0.8775843,0.7159024,1.0137444,0.70154303,0.99482554,1.0898095,0.9524626,1.0168413,1.0574919,0.6661289,0.9736038,1.2552401,0.72022057,1.1232846,0.862222,1.0291973,0.8964229,0.88603413,0.84980285,1.1581495,1.3215985,0.98987645,1.0639064,0.9413785,1.083284,1.077156,1.0402129,1.0917447,1.2524436,1.0072628,1.1203249,1.2019923,1.0433844,1.0130005,1.0756004,0.97324294,1.0876819,1.0995468,1.1639386,0.82542384,0.8609026,1.0057018,0.8034362,1.2146869,0.55884725,1.0932766,1.041677,1.171498,0.9390378,0.9462825,1.1636044,1.1337727,1.230328,1.1665351,1.181333,1.1264064,1.2733943,0.0,0.99434114,0.84818643,0.8392924,0.8360703,1.2365937,1.2678237,1.0935413,0.9358053,0.89620143,0.9671385,1.0784886,0.87064826,1.2365776,0.8321262,0.96180594,0.98366743,0.5516808,1.0802443,1.0581229,1.0460962,0.93062574,0.93833303,1.182042,1.0075885,0.93486506,1.1787388,0.824853,1.1829259,1.1164565,1.0130618,1.2639762,1.0528115,1.112009,0.7187769,0.87763083,0.68887573,1.2171055,1.2073404,1.2656233,1.2393353,1.0249767,1.0589122,0.90843165,0.9149039,0.8878713,1.2855495,0.85183644
owl,0.5970859,1.1045376,1.0890371,0.9987705,0.87508434,1.1568717,1.2954054,0.8081574,1.1493812,1.069587,0.74037105,1.3255459,0.8369297,0.6513393,1.0155848,0.5402903,0.9301846,1.1143405,1.2615986,1.1728157,1.1359935,0.9905305,0.9746009,1.2442656,1.1171485,1.3183435,0.98013616,1.2781255,0.55627656,0.95492685,1.0501838,0.87573636,0.80863667,1.1281677,0.93932414,1.0346541,0.9185744,0.7218826,0.57755995,1.340438,0.88449264,1.3916113,0.66299343,1.0276327,1.074494,1.2340333,0.68122417,1.113271,1.2916272,0.6613111,1.1726612,0.87630725,1.1935776,0.9967351,1.0512807,1.1871041,1.2510118,0.91828674,1.1433011,1.2497722,1.0516618,0.8186386,1.2038554,0.85041237,1.1213948,0.87418854,1.2071395,0.65125114,0.87012243,1.0827906,0.78748214,1.2057018,0.8553542,1.2384541,1.2789543,1.0362992,1.0846437,0.69682527,1.0345116,1.010287,1.2484834,1.1719347,1.1009828,1.0202122,1.0924778,0.99434114,0.0,0.54458284,0.8812657,0.7536774,1.3899817,1.3425905,1.1855594,1.0038651,0.2633078,1.112682,1.0862758,0.69858515,1.0159234,1.0322998,1.2461623,1.065339,0.93834895,1.0113525,0.4897285,1.024649,0.7644402,0.7886783,1.0417098,1.1637641,0.9859294,1.299601,0.6916771,1.1487149,1.0309365,1.161644,1.2109802,1.193893,1.2915926,0.9530161,0.8717646,0.7804269,1.295615,1.2530675,1.1515384,1.106152,1.102202,1.146756,1.074894,0.884717,1.2687595,1.1738412,0.94936377
pajamas,0.5650057,1.1597892,1.4551268,0.7469402,0.47696972,1.343745,1.5179274,0.8656454,1.3695174,0.8424545,0.36014974,1.4455376,0.4797238,0.22283953,0.96184105,0.35068834,0.65143937,0.9791545,1.5289226,1.1336935,1.1530198,1.3635237,0.9479929,1.3684198,1.3036174,1.4935098,0.83434534,1.4729711,0.71374094,0.57892865,1.3096683,0.5760701,0.49347442,1.2986019,0.81253445,1.1840161,0.9148047,0.36264706,0.81597674,1.62719,0.5334353,1.5318922,0.69182837,1.1912168,1.0647895,1.3386214,0.34131122,1.1323497,1.5129287,0.67135364,1.3254972,0.59702855,1.2356857,1.3450834,1.2581112,1.2190351,1.4258928,1.1205114,1.1558343,1.4635024,1.0197263,0.86027133,1.2514641,0.7044316,1.1918185,0.68648994,1.3997977,0.55957294,0.28474826,1.0087858,0.38685572,1.1235392,0.76598823,1.4985322,1.3820064,1.1220447,1.0296435,0.53951526,1.0119742,1.0649365,1.4494971,1.2271428,1.4225647,1.0718646,1.439347,0.84818643,0.54458284,0.0,0.56272054,0.48178422,1.5908334,1.3991644,1.355707,1.1207802,0.482839,1.3316741,0.9952397,0.70938534,1.3590207,0.88948476,1.498215,1.0704849,0.85857594,1.4331049,0.64950705,1.2397755,0.16781116,0.65876603,0.930998,1.063709,0.7019286,1.5631672,0.6489639,1.392982,1.0216819,1.1939691,1.1742237,1.5040445,1.466088,0.8782575,0.29956716,0.48761934,1.521447,1.3718102,1.4170315,0.9778424,1.0763326,1.297143,1.1240174,0.862988,1.3095739,1.4678376,0.74729085
pants,0.7351156,1.0325028,1.3895943,0.8996154,0.4929781,1.2216854,1.345997,0.82594335,1.3786898,0.74038893,0.49875093,1.1863791,0.6066965,0.47506005,0.92064893,0.54624295,0.6152658,1.0478429,1.518748,1.0404363,1.2627878,1.3839681,0.9123434,1.2958921,1.2128767,1.338227,0.7050334,1.1279469,0.82711494,0.6794989,1.4224578,0.6359813,0.695541,1.1515594,0.76207185,1.2138944,0.8570276,0.50197166,0.97556615,1.40924,0.73862743,1.4470835,0.9368127,1.3478565,1.1428009,1.3428054,0.72376657,1.0477017,1.3102088,0.95529914,1.129343,0.90601104,0.9932593,1.1289563,1.3326981,1.0448855,1.2823533,1.1435521,1.0727506,1.3111455,0.7206594,0.8956308,1.1008825,0.85975987,1.1706647,0.66597605,1.086439,0.7401249,0.59547096,1.14914,0.36823237,0.95633423,0.8533103,1.4810752,1.1652967,1.0246003,1.12145,0.4778477,1.0297309,1.0459256,1.3096907,1.0142004,1.2425461,1.0143467,1.3986025,0.8392924,0.8812657,0.56272054,0.0,0.7617703,1.3292905,1.2456079,1.0178407,0.9644082,0.79239285,1.3809845,0.88483584,0.9589041,1.371342,0.65569484,1.363938,0.8747722,0.9885481,1.4303348,0.70346355,1.2599349,0.5706304,0.8369289,0.90522105,0.9351184,0.6266199,1.2950379,0.8489432,1.2841175,1.0101264,1.0334874,1.0191216,1.4193842,1.1334279,0.8558795,0.6179425,0.57157135,1.4016945,1.1659365,1.3475426,0.95733273,0.88432664,1.2525465,1.1489896,0.94927275,1.3307757,1.2989433,0.8658299
paper,0.6130024,1.1097207,1.4829695,0.69110394,0.73837173,1.1049306,1.3271343,0.61565965,1.2092613,0.795949,0.40312338,1.4141587,0.65455663,0.3753329,0.9172496,0.37663376,0.7349553,0.60875434,1.4018352,0.9245962,0.9949966,1.3479115,1.00825,1.0361344,1.1892719,1.4744177,0.8474983,1.3490436,0.80887777,0.810006,1.2472951,0.82663184,0.86336225,1.1729578,0.64769703,1.118147,0.7836709,0.6410019,0.77951354,1.5106742,0.61025625,1.3703692,0.81803155,1.150754,1.2138481,1.1770267,0.68245333,1.1306539,1.5235043,0.75233686,1.335928,0.9017192,1.3304375,1.2273486,1.1499405,1.2856798,1.2832769,0.7466773,0.9599555,1.4974205,1.0898118,0.79236615,0.84999657,0.94573706,1.1607132,0.7493433,1.4363135,0.7242656,0.5988492,0.9447041,0.64053226,1.007423,0.8890307,1.3993862,1.4225583,0.97982776,0.9152587,0.6213184,1.0317538,1.1670532,1.4399966,1.0978173,1.373861,1.15926,1.4460669,0.8360703,0.7536774,0.48178422,0.7617703,0.0,1.5181918,1.3556712,1.1744503,1.2541538,0.5746015,1.2570932,0.77234626,0.8282007,1.3817999,0.95976895,1.4890475,1.0447307,0.9710525,1.3152349,0.6721937,1.0661303,0.6586621,0.55440056,0.8246234,1.0154159,0.7295878,1.541846,0.45795023,1.3311331,1.1056015,1.0932832,1.064454,1.3883562,1.437639,0.8600448,0.7214909,0.46039653,1.2557645,1.4512981,1.3832544,0.9235333,1.0641882,0.83676326,0.9120753,0.86437094,1.3412513,1.4594555,0.94244534
pen,1.5114264,0.8867487,0.6193089,1.3757496,1.3833468,0.8927006,0.6043277,1.3135856,0.71522516,1.2391738,1.576952,0.35198462,1.4050214,1.5352076,1.0592486,1.5385693,1.2915394,1.0095073,0.56681305,1.0816448,0.96897364,0.8253483,1.1211854,0.75457054,0.6233102,0.3557744,1.2054081,0.5291821,1.3859195,1.3682779,0.69459945,1.4468552,1.2832121,0.6634582,1.2368783,1.0385371,1.1424315,1.4788742,1.3328518,0.11665583,1.473025,0.642944,1.4213486,1.0195035,1.0124836,0.8104738,1.4296978,0.75029707,0.5350483,1.2936401,0.54569364,1.2762307,0.5894222,0.7260505,0.924857,0.53109705,0.36144197,1.0180733,1.1419848,0.30243754,1.0477248,1.0944165,1.0421443,1.2070047,0.8840569,1.2037796,0.50636446,1.5126737,1.4496428,1.2154077,1.3925593,0.7309344,1.3061627,0.5988821,0.46303797,1.0964972,1.2532159,1.5361327,0.9350279,0.9471619,0.38183975,0.91024435,0.3891642,0.8690488,0.64964795,1.2365937,1.3899817,1.5908334,1.3292905,1.5181918,0.0,0.30163056,0.8002353,0.78439665,1.4627638,0.84186697,1.1822641,1.4157245,0.7350097,1.0393502,0.3750509,1.015134,1.2930591,0.7761142,1.2530739,0.693527,1.5145198,1.3139043,1.2027156,1.0711173,1.2638003,0.24293953,1.3780277,0.48047233,0.9405604,1.0981697,0.8143064,0.5800689,0.5415638,1.1648707,1.4639506,1.6004822,0.5719559,0.49153292,0.43423808,0.899929,0.8749745,0.9123022,0.9304894,1.2423172,0.5881535,0.2838906,1.2922001
pencil,1.3445754,0.9797213,0.7601452,1.1207309,1.123438,0.9740215,0.827384,1.0882652,0.7933466,1.088132,1.4169691,0.7892442,1.3195994,1.2922164,1.0625341,1.4260846,1.2350851,1.0421019,0.7846529,0.92967725,1.1515993,0.8013369,1.0207042,0.93585783,0.85427487,0.67409617,1.2426739,0.71775115,1.3269675,1.2009354,0.84600985,1.2958257,1.1214652,0.91662574,1.0828006,0.9045408,0.9711884,1.3973763,1.2290847,0.5101751,1.2808292,0.7200661,1.3047135,0.9316804,0.95457923,0.83187556,1.2444596,0.8848302,0.6494489,1.1489183,0.8868164,1.2634366,0.7262037,0.99974155,0.9526936,0.84840834,0.32892632,1.0494686,0.9134327,0.73454976,0.91295457,1.1827393,0.91287315,1.26988,1.0296642,0.88165003,0.93087983,1.3736739,1.2726057,1.0000706,1.3156948,0.31555313,1.2445048,0.65316546,0.6805408,0.85938317,1.1486844,1.265717,0.8522599,0.9193046,0.8069092,0.79753715,0.6391134,0.9271416,0.72765905,1.2678237,1.3425905,1.3991644,1.2456079,1.3556712,0.30163056,0.0,0.92832106,0.9397423,1.3660426,0.90017533,0.9509818,1.287632,0.77929306,0.9960171,0.8230581,1.1465157,1.1953106,0.9148749,1.157497,0.8196641,1.2709615,1.2270968,0.88418174,0.9278105,1.2138096,0.66249675,1.3900812,0.84891343,0.92155313,0.93211985,0.40942657,0.8721471,0.87927496,1.0885746,1.2457488,1.3644242,0.81402737,0.74942833,0.7752465,0.37179053,0.8981887,1.0134999,0.9143533,1.1902864,0.7433474,0.6753831,1.1219691
pickle,1.148006,0.9142727,0.87254643,0.9490154,1.1944587,0.75902176,0.78540987,0.5852078,1.0017816,1.3080621,1.3494148,0.75095993,1.3225291,1.2263801,1.0120599,1.2084185,1.2859895,1.1490238,0.90719134,0.88604903,1.0051877,0.8166079,1.0856928,0.8070366,0.63351965,0.9891216,1.182266,0.33757293,1.2563183,1.37012,1.0427952,1.2664064,1.2902213,1.0447907,1.079846,1.002021,0.8657882,1.3259246,0.7932921,0.6644264,1.4225186,0.88835603,1.2230188,0.98598033,1.3095648,1.0925984,1.2942957,0.90108305,0.7046623,1.2784653,0.744122,1.2443068,0.80052793,0.56401837,1.0385344,0.7876716,0.75713885,0.65292245,0.80660534,0.8931056,0.78552645,0.9635839,0.56497353,1.1721002,0.8726623,1.0934825,0.791947,1.3161546,1.3005242,0.9569152,1.1520276,0.934299,1.2199191,1.1251311,0.91022736,0.69626355,1.007677,1.0329996,0.9865322,1.0378071,0.89494103,0.8437416,0.80367947,0.9698682,0.90406805,1.0935413,1.1855594,1.355707,1.0178407,1.1744503,0.8002353,0.92832106,0.0,1.0073678,1.1178764,0.9815395,0.9875818,1.2365069,1.0116463,1.0399785,0.83940554,0.43706298,1.2856326,0.98148185,1.0994089,0.7731388,1.3359104,1.0802628,0.8654245,1.2400919,1.2662284,0.69275737,1.2059569,0.93081856,0.9765432,0.7295619,0.8880477,0.90851575,0.4506024,1.1400156,1.2618637,1.3282976,0.7060735,0.75695145,0.8786942,1.0357496,0.9263939,0.6497291,1.013087,1.1830565,1.1755964,0.8147045,1.2797215
pillow,1.1959445,0.85945934,0.8324412,1.3994677,1.1799514,0.94985116,0.9663273,1.3120499,0.92992836,1.1915016,1.1104629,0.5898802,0.953548,1.1209118,0.7747891,0.7456511,1.2045615,1.0842125,1.1031598,1.2302258,0.8028541,0.94019127,0.7179137,1.0033777,0.85989,0.6513247,1.0759854,1.0173359,0.9733027,0.8027462,0.77225906,1.0278912,1.0939655,1.0247427,1.3079082,0.92072594,1.2768433,0.7654782,1.0534902,0.8506104,1.1190724,1.0500236,1.0665967,0.886844,0.6745046,0.7439547,1.1284873,0.937419,0.84027845,1.1085035,0.91477597,1.2227838,0.7376588,0.7857419,1.0332968,0.6850653,0.9567269,1.148176,1.3032539,0.7960517,0.6421195,1.0840479,1.2804222,1.149013,1.1394079,1.1958278,0.6590022,1.1275408,1.2788911,1.3325844,0.94697815,1.1681411,0.9272968,0.904513,0.55140924,1.2729868,1.124181,0.9824452,1.1556866,0.76818836,0.92985874,0.67886865,0.5810629,0.9670951,0.83437324,0.9358053,1.0038651,1.1207802,0.9644082,1.2541538,0.78439665,0.9397423,1.0073678,0.0,1.0862851,1.0487494,1.2791158,1.1094104,0.8464228,0.67178506,0.65206563,1.1235478,0.96225923,1.0603974,1.0873417,0.93273675,1.2733026,1.0809717,1.4147041,0.9323665,1.2283926,0.5953928,1.1283505,0.85952204,0.7084547,1.0608647,1.2061635,0.8185184,0.8997593,0.9737238,1.2300285,1.2041192,1.017426,0.7272979,0.9051581,1.3316584,0.428105,1.0854368,0.8560492,1.1580939,0.671061,0.8602514,0.89360094
pizza,0.61668086,1.1419284,1.24757,0.8634274,0.82034004,1.1296321,1.3305669,0.7413243,1.2601831,0.9097859,0.6024896,1.3510002,0.68726504,0.5204511,1.0760608,0.46266115,0.72516805,0.9614253,1.3681464,1.1053597,1.0856888,1.058357,1.0802906,1.2644492,1.0526155,1.3971632,0.7928629,1.293894,0.66787183,0.88907266,1.1060524,0.90872186,0.7573673,1.1338873,0.8966195,1.0547328,0.9402055,0.69790745,0.40124345,1.414079,0.7658459,1.4452157,0.8038364,1.1588144,1.138007,1.2622738,0.6780309,1.1895642,1.337654,0.7138765,1.2288433,0.8810738,1.28283,1.0595187,1.1398151,1.226846,1.2771155,0.81079173,1.1214181,1.369926,1.0734824,0.6792843,1.1232569,0.8885554,1.1363971,0.8982926,1.3032662,0.7236332,0.6664463,1.0173707,0.7260666,1.1296467,0.91072947,1.354531,1.3211837,0.9840928,0.9586045,0.7087916,1.0693246,1.0632365,1.3665755,1.1372765,1.1501474,1.1190724,1.2179065,0.89620143,0.2633078,0.482839,0.79239285,0.5746015,1.4627638,1.3660426,1.1178764,1.0862851,0.0,1.2170353,0.96043265,0.82408017,1.1680994,1.0374802,1.3920772,1.0632062,0.9737949,1.2166655,0.43072677,0.96581155,0.6819812,0.73927295,0.98669565,1.0801305,0.75716776,1.3969195,0.57772195,1.2436496,1.0919387,1.0660231,1.1546136,1.324116,1.3373847,0.9357546,0.7695173,0.7058024,1.3529505,1.3793347,1.2550987,1.0711904,1.097957,1.0965391,0.9291855,0.91644543,1.3513067,1.3046079,0.9531816
