,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bear,1.0017745,1.0062476,1.0120502,1.1506307,0.9796955,1.1994747,1.156286,1.2383733,1.1285784,0.72964793,0.0,0.8707416,0.8463063,0.6636796,0.9502863,0.9734514,0.88896406,0.94390714,1.1414917,1.1477233,1.0552936,1.1039971,1.136066,0.9486905,1.1420653,0.93041646,0.7791426,1.0448681,0.5586345,1.0129943,0.99140173,0.9503328,0.89447725,1.0635767,0.9238979,1.001356,1.046081,0.8170514,0.96167505,0.9936707,0.90243614,1.1563138,1.0543027,1.1531885,0.99181044,1.2527933,1.0254798,1.0884326,0.95255953,1.0802532,1.1790961,0.7797539,1.0494256,1.1023371,0.83999705,0.88239706,1.0295049,1.1776865,1.0803312,0.8997706,0.86687636,0.9716611,1.1927859,0.70343095,1.2311175,1.0207635,1.1695923,1.1660029,1.0337286,0.9425756,0.90539783,0.88671786,1.1391637,0.90909123,0.97899854,1.0269631,1.043524,1.0790057,1.0738387,1.1424621,1.1223093,0.95035475,1.0977967,1.0591519,0.9503901,0.9297475,1.0177637,1.1704428,1.2430294,0.9961737,0.8368617,0.93270844,0.74019945,0.96998304,1.0437949,1.0125061,1.1574577,0.81859446,1.1945994,0.93163985,1.0925041,1.104872,1.1033115,1.0440876,1.1076143,0.9847993,1.008163,1.1963326,0.99083126,1.1636331,0.91586816,1.062738,0.9275311,1.0838335,0.8269401,0.97981346,1.1189685,0.8626399,1.0840353,0.8905443,1.0604942,1.0516298,0.96583235,0.9484492,1.1392024,0.9362176,0.8834125,1.1472406,1.1111919,0.9347506,1.1093024,0.9683255,1.2648075,1.163912,0.7377558,1.1008189,1.0303787,0.8607409
bed,0.94585675,1.2774998,1.4455252,0.83086854,0.58152634,1.3926907,1.5008396,1.2044318,1.2223026,0.75179803,0.8707416,0.0,1.4851315,0.89140064,0.4505676,0.9190529,0.16013324,0.6607605,0.74536586,1.4550388,1.458997,0.34393048,1.4329818,1.3883705,1.0551769,1.4861314,0.51652795,1.2327317,0.7811428,0.7972678,1.4553803,0.81684875,1.3395593,1.077663,1.0257558,1.41541,1.2343386,0.5184827,1.1082073,1.4776707,0.1631425,1.4251463,1.279472,0.88506,0.80861455,0.87138146,0.9696634,0.9132841,0.54492843,1.2710574,1.3847488,0.81887454,0.85931027,1.4046575,1.3444941,1.3641094,1.3532177,1.0052468,0.79904133,0.64926314,0.4780283,1.5355417,1.0398457,0.7610246,1.0425221,0.96976185,1.1547945,0.9350727,1.3966815,0.893334,0.8062428,0.6249484,0.92881817,0.5424577,1.5282128,0.99723417,1.2918546,0.76949733,0.95360273,1.1226361,0.5847678,0.4231581,1.1331091,1.0109446,1.492661,1.466324,1.5228064,1.1993551,1.3935168,1.3181908,0.5468514,0.44479895,0.7348825,0.4158393,1.5117352,1.3586963,1.3862271,1.3386929,1.061835,1.3759017,1.3051586,1.5225487,1.0723588,0.9696512,0.8330713,1.0868074,1.510311,0.9224508,0.9062035,0.9697111,0.5677457,0.48967582,0.6640935,0.9998,0.83970004,0.67222595,1.4956467,0.5422392,1.3361896,1.1450455,1.1801703,1.280601,1.3220334,1.4902359,0.6852398,0.68034816,0.2624483,1.393419,1.5063486,1.387604,0.76299185,1.498566,0.666886,0.51986235,0.8607707,1.2757014,1.5645852,0.84303725
belt,0.9189365,0.6221082,0.6142933,1.3358295,1.4568264,0.92090136,0.66564953,1.0199318,0.76806223,1.243168,0.8463063,1.4851315,0.0,0.8760273,1.4088424,1.2604332,1.3657544,1.3923899,0.9897477,0.6576768,0.54342884,1.4914659,0.8211975,0.44669014,0.9203663,0.34686083,1.2194635,0.97596854,1.168796,1.0591917,0.3878585,1.2377481,0.5969367,1.0194367,0.9076421,0.57932746,0.8114646,1.3657097,1.0505922,0.3795843,1.5274124,0.6692755,0.76183844,1.2827985,1.2219818,1.1902995,1.0634339,0.98934394,1.3940454,0.8501025,0.92221284,1.2030274,1.3041246,0.86692035,0.56938934,0.47244847,0.6202108,1.0513345,1.1872642,1.2333686,1.3868735,0.4373272,1.167285,1.1278738,1.0173895,1.2212827,0.9699688,1.332359,0.64730805,1.1858065,1.1138752,1.376519,1.3182167,1.3688123,0.34896594,1.0047989,0.7972239,1.1029717,1.3190508,0.92750114,1.5520599,1.3260074,0.95099264,1.2597046,0.49159175,0.4305055,0.48684072,1.1553928,0.9343592,0.5141642,1.290862,1.4413488,1.1501054,1.4170923,0.34937453,0.5888319,0.79825276,0.33098507,1.074331,0.45969272,0.6653743,0.71772647,1.2093996,0.99490243,1.0182855,0.7678577,0.49361634,1.1801864,1.2379651,1.0530769,1.4338129,1.2543561,1.2882917,1.0849719,1.2421422,1.3199351,0.50719076,1.3556023,0.9202642,0.75757045,1.0467075,0.69337213,0.63179564,0.43089795,1.229971,1.3454766,1.4421294,0.6683304,0.791407,0.50291926,1.2915975,0.40248764,1.2157704,1.3441894,1.1147314,0.76104474,0.36628813,1.1166863
bench,1.0180418,0.9832488,0.9426383,1.1021295,0.96692365,1.182883,1.1753966,1.1399889,1.0722044,0.637602,0.6636796,0.89140064,0.8760273,0.0,1.0626848,1.0247796,0.99482405,0.88051987,1.0627387,1.2129402,0.92654735,1.0120708,1.0811958,0.8127651,1.0232077,0.7815058,0.92064375,1.0426466,0.86443144,0.6620229,1.0028867,0.95005035,0.9757924,0.921041,0.9730758,0.97622776,1.1353453,0.6854363,1.0075853,0.89862776,0.8646904,1.2162505,1.1631093,1.0721811,1.027755,1.2354062,0.83251595,0.8238441,1.0369953,1.2682325,1.2313854,0.9321919,1.0138836,1.2057806,0.77562976,1.1144042,0.73393226,1.0840261,1.1503068,0.8982781,1.0121001,1.0893121,1.1084312,0.8661376,1.0535351,1.0457155,1.060066,1.2163043,0.9447994,0.8048162,0.8572591,0.91592145,1.0566537,0.93493795,0.84914744,0.7677026,0.9770798,1.1615897,0.8750754,1.1522774,1.0177327,1.0766789,1.0501885,1.2090244,1.1054758,0.9156612,1.1412283,1.2328669,1.1738933,0.8540512,1.0628488,0.9783054,0.6721946,1.0578511,1.0519304,0.91521144,0.9491039,0.7591523,1.2070612,1.0200021,0.99334943,1.2488437,1.049811,0.94887084,1.1156943,0.93535376,1.1889312,1.1252688,1.022632,1.0754994,0.9950166,1.1277564,0.946038,0.78287745,0.7037213,1.0113515,1.0956157,1.0277815,1.2042339,0.8172005,0.92835474,0.6481739,1.1146473,0.960345,0.9934347,0.9779687,0.53620416,0.9982651,1.2533492,1.0779256,0.96405095,0.906219,1.1068245,1.1358236,0.9364757,1.0066514,1.1055287,0.79543096
bib,0.82357836,1.2432892,1.5252888,0.6495303,0.3948244,1.4061826,1.5084281,1.1786826,1.2369856,0.70521486,0.9502863,0.4505676,1.4088424,1.0626848,0.0,0.852723,0.39835715,0.6831063,1.0155714,1.3965175,1.4399422,0.6042446,1.4217978,1.3963667,1.1767411,1.4319885,0.7675989,1.2414081,0.73796433,0.9207071,1.4122021,0.8143009,1.1920735,1.2672706,0.9603208,1.5376935,1.1680206,0.5716208,1.0581243,1.6107538,0.4824794,1.2903566,1.2516844,1.0251426,0.8662379,0.9802427,0.983923,1.049892,0.44208837,1.22407,1.3829622,0.744747,0.74033546,1.3166242,1.3229518,1.3704479,1.138206,1.1241285,0.8619627,0.75758326,0.64772385,1.4737282,0.7565634,0.84725165,1.1856313,0.83965534,1.0615278,0.733125,1.2986125,0.8601859,0.80475,0.49834,0.86530715,0.41402054,1.4562366,1.0014473,1.2261826,0.67627823,0.8837493,1.0706927,0.5324084,0.7305776,1.1379551,0.97102493,1.5047724,1.4541352,1.1888725,1.0358276,1.3530772,1.3902869,0.53248143,0.29561567,0.6286238,0.4621396,1.4899087,1.2887949,1.3881712,1.3102124,0.9692627,1.3580213,1.3334651,1.3709211,1.0671334,0.9926584,1.0252682,1.0799786,1.4453535,0.8180491,0.63019776,1.0502931,0.30915964,0.6155097,0.54520464,1.0403581,0.6985357,0.76920366,1.5112004,0.78052247,1.3091187,0.9792145,1.1994872,1.2932366,1.3288903,1.4793391,0.7696427,0.56821287,0.53887284,1.5408828,1.3803463,1.446642,0.8433038,1.5139586,1.0141435,0.8397924,0.87829316,1.2637058,1.5698168,0.8995395
bird,0.9390987,1.1781591,1.2538056,0.9089545,0.821301,1.1742243,1.2811086,0.95421827,1.0976752,0.8911664,0.9734514,0.9190529,1.2604332,1.0247796,0.852723,0.0,0.95130706,0.8516769,1.2313676,1.3111111,1.2226032,0.912796,1.0625312,1.2804949,1.2936205,1.289655,0.59141475,1.0452782,0.50934154,0.971208,1.202224,0.5677749,1.0143784,1.2058624,0.67698884,1.3274124,1.0748333,0.7377347,0.7245857,1.284125,0.73458034,1.2671344,0.95091116,1.0475154,0.859927,0.9828573,0.9182433,1.13995,0.90020597,1.1935906,1.224258,0.7410941,0.773921,1.1043065,0.80595696,1.2008699,1.1905581,0.9563062,1.0381461,0.778748,0.649017,1.2155958,1.0011322,0.9939478,1.1150293,0.88164014,1.0153751,0.9450702,1.1810884,0.5945165,0.90247345,0.6963795,1.1449738,0.70503837,1.1742102,1.0297817,1.1337869,0.9928066,0.87458897,1.2711669,0.8690363,0.9360179,0.9640117,0.9198891,1.2316236,1.2151437,1.2459921,0.99653095,1.2254475,1.2411551,0.7660421,0.89547515,0.8062894,0.89563,1.2757137,1.1949735,1.0359731,1.1741742,0.83901525,1.2278891,1.2440221,0.9551448,0.8961766,0.9333971,1.0989473,1.1125399,1.0493436,0.9109764,0.968376,1.0503837,0.747465,0.9673931,0.8493376,1.0000867,0.8691257,0.8952724,1.2468513,0.6910965,1.0959623,0.9358534,1.0709456,1.215929,1.1179618,1.2472827,0.90131634,0.86071634,0.970284,1.2483532,1.1330485,1.282579,0.8903684,1.2076536,1.1949188,1.1449288,0.9510729,1.2202944,1.2474025,0.8652599
blanket,0.8930683,1.243777,1.4496387,0.8865959,0.6183318,1.3716323,1.4403477,1.1737739,1.189348,0.81056875,0.88896406,0.16013324,1.3657544,0.99482405,0.39835715,0.95130706,0.0,0.75508404,0.7873365,1.4225695,1.4587257,0.54825103,1.3372617,1.3904718,1.0396223,1.3827722,0.6337365,1.182764,0.83209026,0.87525415,1.4153678,0.8399016,1.1770672,1.1527641,1.0104414,1.4031787,1.1143947,0.6001453,0.9877319,1.4598358,0.37854445,1.4349651,1.272418,0.94853663,0.85066855,0.8201895,1.0357708,1.0020489,0.47297502,1.2102768,1.3504959,0.9269609,0.93438166,1.3394475,1.313393,1.3800263,1.3599494,0.98579776,0.7964314,0.7457163,0.6403143,1.4718841,0.9055373,0.80003166,1.0121142,1.0107557,1.1164823,0.8904063,1.2768159,0.91109663,0.8630322,0.6103084,0.98342943,0.5262422,1.4685485,1.0786963,1.3240241,0.5228548,0.96983063,1.1419251,0.5524031,0.58920616,1.0805835,0.9774817,1.488649,1.3756809,1.3693547,1.1796256,1.3350546,1.3701124,0.4652574,0.351636,0.6529703,0.45696115,1.4368112,1.2914454,1.3639798,1.2270776,0.9942945,1.3794876,1.3237503,1.4061579,1.1062124,0.9251682,0.86585414,1.11974,1.4562979,0.89872646,0.7678878,0.96290475,0.6359737,0.45320237,0.5818796,1.0245872,0.9282218,0.7884071,1.3552907,0.6638415,1.2890112,1.0037366,1.1566753,1.3299341,1.3232284,1.3863436,0.779017,0.7289015,0.36622405,1.3520062,1.4210241,1.4155269,0.80165565,1.4337964,0.71675205,0.6300181,0.93821406,1.3184634,1.4921722,0.92650485
boat,0.999187,1.2112657,1.1850806,0.6580403,0.7796211,1.1230779,1.3611579,0.7492788,1.2288737,0.6163449,0.94390714,0.6607605,1.3923899,0.88051987,0.6831063,0.8516769,0.75508404,0.0,0.9736696,1.3398578,1.1258638,0.6752091,1.0839804,1.2930818,1.1075475,1.4414153,0.83795774,1.2071569,0.9297792,1.0595267,1.3432302,0.88115364,1.2827001,1.0738571,1.031711,1.263802,1.094979,0.8081462,1.0061774,1.3091434,0.6882661,1.2404044,1.1813382,0.8339479,1.0133123,1.112853,1.0590801,0.92919594,0.78727853,1.2218678,1.1581918,0.89949656,0.8976158,1.3068546,1.2451558,1.3164184,0.9976237,0.79286516,0.9896695,0.7716251,0.7754406,1.4278157,0.93684185,0.83983946,1.0583174,1.0252005,0.7496027,0.93707323,1.2993865,0.95066917,0.9073357,0.82638264,0.7823571,0.6084889,1.2685201,1.0265591,1.1667285,0.93491054,0.70228666,1.1481063,0.6695267,0.8714518,1.0684556,0.8422793,1.3900001,1.2999686,1.3675592,1.1264211,1.004036,1.3507857,0.84684515,0.82054853,0.7749811,0.6868336,1.3764498,1.0672053,0.94406205,1.2985746,0.8334526,1.3313934,0.80762124,1.4548509,0.88035697,0.97653353,1.1475097,1.2263138,1.3711481,0.6936722,0.9903273,0.9921437,0.74163294,0.87131333,0.8634323,0.8867486,0.4664529,0.8273936,1.310484,0.7150517,1.2673284,1.1432803,1.0317236,0.91789836,1.2431792,1.3436323,0.91352034,0.87487286,0.517119,1.1070261,1.3943694,1.3540297,0.86702037,1.2715954,0.9054956,0.82398987,0.86368304,1.2000885,1.4241443,1.0609602
book,0.8965812,1.0579866,1.0195242,1.0104825,1.2421439,1.0653963,1.0050305,0.9596395,0.88429743,1.1307524,1.1414917,0.74536586,0.9897477,1.0627387,1.0155714,1.2313676,0.7873365,0.9736696,0.0,1.024911,0.88670856,0.50339794,1.0634145,0.9336455,0.7141557,1.0185739,0.9327276,1.1345718,1.3386718,1.0429145,0.9234147,1.1466984,1.1547337,0.6147016,1.0743928,0.9703632,1.099252,1.2380476,1.0406343,0.86991626,0.9463875,0.9546251,1.0384762,0.64912724,1.0791963,0.8737831,1.1261785,0.5007807,1.1405764,1.173626,1.040361,1.1696272,1.1167196,1.1950557,1.145025,1.0380194,1.0132577,0.8562327,0.71959907,1.0771246,0.9303476,1.1870477,1.1259516,1.0707384,0.4800442,1.1992176,0.9859509,1.0540531,1.1534824,1.1438758,1.0083698,1.2702246,0.96429926,1.1807756,1.0119728,1.0564826,1.0340048,0.7540253,1.1432316,0.78737825,1.0931965,0.8391577,1.1014185,1.164533,1.0899469,0.9642574,1.1960465,1.1809652,1.0058551,0.84575975,1.1108595,1.1137583,1.2298551,0.6072061,0.96180934,0.95054996,1.0173224,1.0383892,0.76847374,1.0473281,0.7349545,1.2903609,1.1346599,0.9877253,0.64378333,0.95977885,1.0884631,1.0097153,1.1818658,0.8914113,1.1926687,0.7941347,1.1675017,0.82993305,1.1353323,0.9452703,0.96960324,1.1027634,1.1072415,1.1730381,0.9128599,0.9485859,1.081378,1.0362226,0.98144686,1.1831841,0.7604437,0.7544022,1.2448379,1.0864493,0.8913452,0.99833447,0.43605614,0.2873354,1.112476,1.0238241,1.1269252,1.2184138
bottle,1.0554185,0.8207003,0.58938336,0.9559809,1.4034204,0.6844977,0.42700732,0.9099184,0.68107855,1.3340901,1.1477233,1.4550388,0.6576768,1.2129402,1.3965175,1.3111111,1.4225695,1.3398578,1.024911,0.0,0.5860981,1.2707254,0.8309435,0.70640004,0.4655018,0.6234793,1.3030589,0.9826652,1.3784201,1.0845151,0.62556005,1.0787072,0.8147419,0.99659985,1.1928122,0.59993875,0.8503065,1.4122573,1.1458822,0.5862994,1.4133794,0.17239511,0.7774333,1.104512,1.1553354,0.9999189,1.0825685,1.0443492,1.3071785,0.81740904,0.61404127,1.3093983,1.2450902,0.9171669,1.0543125,0.5069604,0.84300053,0.9610775,1.1905969,1.2534996,1.2609657,0.759296,1.1158365,1.2037842,0.8903797,1.1814443,0.8841959,1.2625958,0.8767767,1.3298056,1.1980524,1.3190484,0.8077492,1.438353,0.7335423,1.0238025,0.787248,1.186149,1.1511358,0.50348115,1.3331593,1.2136143,1.1693932,1.0703841,0.5397071,0.57096994,0.7465066,1.1559763,0.7461867,0.60119134,1.2847446,1.4250076,1.4415929,1.3754857,0.66222167,0.9183731,0.7655731,0.7804287,1.0366541,0.50625336,0.6587083,0.70180315,1.1365764,1.066004,0.9594198,0.8463785,0.5178532,1.1057326,1.1653849,1.0209051,1.3612107,1.210499,1.3883979,1.0419241,1.2983332,1.167907,0.61442256,1.233144,0.92526144,1.1881783,1.0488243,0.91013527,0.6308987,0.60299486,1.1241313,1.282234,1.4489136,0.69282895,0.8030502,0.53523815,1.2028998,0.58820266,0.9472157,1.1822977,1.1325788,0.58597034,0.5754757,1.1703354
bowl,1.0430483,0.7722354,0.6686075,0.96179664,1.4361769,0.8462434,0.70371896,0.83161783,0.64322513,1.0237001,1.0552936,1.458997,0.54342884,0.92654735,1.4399422,1.2226032,1.4587257,1.1258638,0.88670856,0.5860981,0.0,1.2388617,0.78536123,0.7538165,0.6429324,0.5344392,1.2078397,1.0032527,1.3136374,1.002258,0.6365894,1.2169338,0.9233234,0.7307724,1.0773213,0.669352,0.8516844,1.3547888,1.0414035,0.5970064,1.3769288,0.45688134,0.88078237,1.0888081,1.156314,1.0920087,1.0975384,0.77319294,1.3448467,1.0449525,0.79477763,1.2271006,1.3569877,0.99381745,0.81319445,0.670176,0.6327367,0.99758464,1.1483691,1.2095357,1.2506001,0.7827825,1.1116861,1.14132,0.905717,1.3301636,0.68873656,1.2783802,0.9316028,1.0583515,1.2034425,1.465738,0.8918474,1.3898871,0.42806935,0.9600314,0.8368788,1.1316102,1.1184288,0.75993764,1.4032638,1.3783994,1.1117245,1.1624125,0.6973214,0.38756657,0.7787394,1.1969743,0.78695655,0.64760387,1.2678856,1.4628959,1.3143661,1.2998343,0.6386735,0.7638835,0.5950537,0.58640474,0.8208056,0.6847247,0.24952757,0.812665,0.996943,0.9832215,1.0878699,0.88570946,0.694347,0.9959476,1.2111529,1.1146257,1.4713854,1.3793244,1.3753397,0.8494282,0.9283963,1.2142067,0.6664046,1.2645681,1.0442399,0.9942812,0.821153,0.597473,0.66941285,0.6808644,1.2437079,1.3939898,1.2991486,0.542064,0.941949,0.6848054,1.2977011,0.4460045,1.0410461,1.1326265,1.1737585,0.8319416,0.6479715,1.1411002
box,0.91415703,1.2808605,1.4404099,0.735332,0.7688333,1.3986305,1.4206758,1.0370275,1.0158156,0.879375,1.1039971,0.34393048,1.4914659,1.0120708,0.6042446,0.912796,0.54825103,0.6752091,0.50339794,1.2707254,1.2388617,0.0,1.3420823,1.244277,0.75602627,1.3641143,0.6922178,1.2657361,1.0143244,0.8638798,1.3959193,0.86898845,1.3070709,0.9036756,1.0038928,1.3794534,1.2291062,0.76946485,1.0476758,1.3517797,0.3467766,1.2267876,1.1583095,0.79223526,0.92986184,0.8899839,0.93040466,0.572542,0.7944043,1.299654,1.3683617,0.8508708,0.9256091,1.4171331,1.4765894,1.3781112,1.2339084,0.94662815,0.7809133,0.6934647,0.5787989,1.5625403,1.066599,0.9148865,0.7454033,1.0795767,1.0346694,0.9134846,1.4051462,0.94643795,0.7814214,0.8180168,0.81718564,0.7716129,1.4156896,0.86761624,1.1337414,0.8347977,0.98458666,0.8978726,0.7054512,0.5036917,1.1687886,1.0122267,1.5189381,1.4434419,1.4928741,1.197689,1.2951105,1.1467807,0.7886006,0.73177445,0.9895155,0.44318318,1.4311405,1.1883076,1.261891,1.435286,0.9099112,1.3586853,1.1544408,1.562858,1.1140865,0.8923838,0.69444704,0.9967027,1.4432533,0.93413866,0.9830887,0.7884954,0.78701514,0.5462678,0.88475,0.83143365,0.84704006,0.56664395,1.4550147,0.66197866,1.3131309,1.2971253,1.0936705,1.2001975,1.288972,1.4656513,0.6984619,0.8734308,0.41074228,1.1827278,1.5502139,1.3994703,0.6258732,1.4843735,0.45976967,0.37348795,0.9208876,1.0407104,1.5708525,1.0058572
bread,1.1701372,0.83987814,0.54172164,1.0527712,1.3402717,0.6670342,0.72326696,0.6060832,0.8895496,1.3687074,1.136066,1.4329818,0.8211975,1.0811958,1.4217978,1.0625312,1.3372617,1.0839804,1.0634145,0.8309435,0.78536123,1.3420823,0.0,0.97411716,0.9518083,0.86524653,1.4020041,0.5870645,1.2969468,1.3562639,0.8860303,1.1454538,0.9804847,0.7970703,1.1087668,0.5275623,0.682603,1.3589926,0.5314232,0.63854045,1.5361779,0.842892,0.9950282,0.89521515,1.0582249,0.9514135,1.3222747,1.0408101,1.2366719,0.86686075,0.7088551,1.2086761,1.1612718,0.6155643,0.7644999,0.98390526,0.88456124,0.65918267,0.9826921,1.2938396,1.4292039,0.7776828,0.9746693,1.1880229,0.6899905,1.0995258,0.65385103,0.8915861,0.85724336,1.0018015,1.3641942,1.3599448,1.0151528,1.2880082,0.7263568,1.3071854,1.1900862,1.0136976,0.8880252,1.0685749,1.1292611,1.3166888,0.70673025,0.57632315,0.70288664,0.8943582,0.7768392,0.8935474,0.5388558,1.0104071,1.1624724,1.3648775,1.1460863,1.3019645,0.6512402,0.82952774,0.42009848,1.0727375,0.81957173,1.0447168,0.790687,0.7062723,0.78337866,1.0145359,1.0743041,1.2030034,0.85513496,0.8148477,1.1057402,1.0357357,1.338939,1.3062596,1.1861963,1.0119375,1.3003712,1.385968,0.72166324,1.3791581,0.6115352,0.9480498,0.7692428,0.7671453,1.0824782,0.63014805,1.2658231,1.2636218,1.2759831,0.62335134,0.626717,0.78852797,1.1200616,0.79321,0.97805256,1.0893458,1.2043719,1.1401763,0.69789594,1.3559215
broom,0.97599924,0.86715394,0.790813,1.321693,1.3014166,0.9493984,0.66441983,1.0998979,0.74746454,1.1252325,0.9486905,1.3883705,0.44669014,0.8127651,1.3963667,1.2804949,1.3904718,1.2930818,0.9336455,0.70640004,0.7538165,1.244277,0.97411716,0.0,0.9471414,0.38095105,1.2377119,1.0175835,1.1853477,0.9398962,0.41819215,1.2232232,0.67259437,0.9384582,0.9041023,0.6346859,0.9475473,1.2782693,1.0758187,0.44546974,1.3606414,0.7919855,0.78780043,1.2079269,1.173293,1.2855413,0.90284467,0.7735017,1.3402703,0.9218552,0.938194,1.1530011,1.1964269,0.92262256,0.76779234,0.60483825,0.6577214,1.1404058,1.2024151,1.1182775,1.2998319,0.59170437,1.2980514,1.1236353,1.0652649,1.1701485,1.1387978,1.3089561,0.8134945,1.2356136,0.9589038,1.2499361,1.2577773,1.3996658,0.5370765,0.7401584,0.5007909,1.2073328,1.2749792,0.91154444,1.5538232,1.2549081,1.0892109,1.1932586,0.6585323,0.60122746,0.70379066,1.0885997,0.96833086,0.31882322,1.3118196,1.4113154,1.228013,1.2977593,0.5249597,0.5413244,0.88660127,0.54345644,1.1971194,0.47760606,0.82753456,0.89618474,1.1653657,1.0558105,1.0356646,0.7581228,0.56044817,1.3036666,1.1921377,0.92868286,1.3569344,1.2924069,1.3503611,0.9450885,1.0965999,1.0791401,0.7024654,1.2888104,0.907109,0.9654873,1.0558946,0.72460854,0.6355032,0.5980654,1.2382798,1.2301481,1.2706461,0.8129016,0.86391187,0.6464147,1.1527,0.46116662,1.1837323,1.2247356,1.0234443,0.4934982,0.57739675,1.044393
bucket,0.9756957,0.8206606,0.9144865,0.79343116,1.3400358,0.9187757,0.7289886,0.9004527,0.753671,1.2055974,1.1420653,1.0551769,0.9203663,1.0232077,1.1767411,1.2936205,1.0396223,1.1075475,0.7141557,0.4655018,0.6429324,0.75602627,0.9518083,0.9471414,0.0,0.7529477,1.1245348,1.1104299,1.4056368,0.96441025,0.9654601,1.0869457,0.9406189,0.7517888,1.310667,0.8108305,1.034512,1.2763882,1.1432655,0.8248117,1.0933572,0.42490482,0.94840735,0.88501453,1.0931946,0.85822237,1.0621582,0.7815376,1.2073838,1.0415634,0.8669612,1.2433214,1.267687,1.2280864,1.2658722,0.9578546,0.96239537,0.8596992,1.0836139,1.1300125,1.049139,1.170502,1.061054,1.0595429,0.59799486,1.2746223,0.96048105,1.1930698,0.944856,1.2025294,1.0881369,1.1991173,0.6828941,1.2799678,0.9962697,1.0011873,0.9727951,0.9767939,1.1629648,0.4865737,1.0621148,0.99370307,1.2580805,1.146486,1.0034066,0.901829,1.0395501,1.2458081,0.8341576,0.82936716,1.1150196,1.1872467,1.2401508,1.0601301,0.9621869,0.96800876,0.94070446,0.9630701,1.0082159,0.87620986,0.7849232,1.1392825,1.0272074,0.8592874,0.76063365,0.92026716,0.9234888,1.1306759,1.1057435,0.7759267,1.2947043,0.8844144,1.2349565,0.8601208,1.1772798,0.89550453,0.80547404,1.098259,1.1666347,1.1811373,0.9041917,0.9343693,0.88023967,0.9114962,1.0102223,1.1766791,0.97289306,0.6158706,1.1922584,0.98707104,0.94096065,0.9914048,0.46352905,0.7727227,1.1736208,0.7826841,0.99914634,1.1855386
can,1.0989971,0.73572695,0.76388395,1.3176451,1.4047225,0.9227672,0.64894605,1.2244754,0.7227341,1.1328511,0.93041646,1.4861314,0.34686083,0.7815058,1.4319885,1.289655,1.3827722,1.4414153,1.0185739,0.6234793,0.5344392,1.3641143,0.86524653,0.38095105,0.7529477,0.0,1.3100535,1.0257906,1.1621406,0.8026038,0.5255115,1.0993018,0.5183977,0.9550999,0.9608061,0.66911566,0.9025961,1.1842835,1.1009258,0.50330746,1.4062359,0.62517196,0.90641487,1.2574474,1.2051053,1.1874449,0.87452203,0.7607567,1.267365,0.89836556,0.9090306,1.196056,1.299499,0.8746323,0.7487367,0.6499686,0.76161385,1.2624528,1.2279352,1.269141,1.4256728,0.53647506,1.1225785,1.152085,1.0604889,1.2094691,1.0726213,1.3465014,0.56655115,1.0177453,1.1387556,1.1125585,1.2264459,1.2911508,0.4547472,0.78528345,0.7363052,1.1468374,1.3437979,0.8665639,1.4867382,1.4023827,1.0093174,1.3341812,0.6182823,0.3729424,0.5269329,1.1247989,0.9552077,0.29623783,1.3409423,1.3369906,0.9849054,1.4212449,0.53152406,0.69439,0.8665703,0.39938837,1.238719,0.5107172,0.80126727,0.7179558,1.1504693,0.8942322,1.0318952,0.5972967,0.5930213,1.2216588,1.0490056,1.0702393,1.377602,1.373289,1.1762601,1.0957534,1.1702029,1.3271718,0.54869604,1.4326471,0.9530413,0.6688757,1.0447153,0.8532345,0.7533082,0.49761474,1.139503,1.2309641,1.3754905,0.7636898,0.75324214,0.626182,1.3506098,0.36972958,1.214772,1.3256893,1.1614454,0.60562193,0.50434184,0.9536005
