,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
radio,0.9312622,1.0177758,1.0296609,1.0409853,1.1862648,1.0599648,0.98714936,0.938995,0.92056566,1.2527335,1.1076143,0.8330713,1.0182855,1.1156943,1.0252682,1.0989473,0.86585414,1.1475097,0.64378333,0.9594198,1.0878699,0.69444704,1.0743041,1.0356646,0.76063365,1.0318952,0.79749024,1.1145911,1.0980694,1.0246344,0.99342966,1.0759454,1.0896808,0.9244702,0.96576464,0.9183302,1.0407325,1.1596488,1.0270503,0.9297776,0.94732374,1.0336919,1.0011467,0.8024661,1.0795085,0.8281882,1.0228121,0.8708292,1.0670315,0.98285204,1.1070342,1.1854768,1.0528073,1.1617198,1.1686244,1.0346813,1.1818774,0.8121324,0.9764107,1.0688863,0.83233,1.1066756,1.1181087,1.0034876,0.5285248,1.094259,1.0267228,1.0677522,1.0401337,1.2433751,1.0124017,1.1158742,0.9368005,1.1301543,1.1698418,1.1118343,0.97065574,0.9803967,1.1418556,0.8582344,1.0082225,0.6405437,1.0400873,1.0671477,1.0596194,1.165056,1.1550053,1.1717231,1.0423917,0.83261174,1.0373585,1.0923527,1.1702757,0.8664984,1.0090163,1.0104728,1.0795076,1.0803075,0.9431821,1.0366136,1.0722442,1.2672622,1.0480288,0.96884507,0.0,0.88756084,1.0260332,1.0260595,1.111306,0.772453,1.1184167,0.6857338,1.1088877,1.0925865,1.2646348,0.9170729,1.054348,0.9522827,1.0779932,1.1669441,1.0913334,1.1046791,1.060558,0.9783256,0.8359534,1.12613,0.97247994,0.83081603,1.1916456,1.0207396,0.7884637,1.1622499,0.4792927,0.70000327,1.0488536,0.88656896,1.0798676,1.0081776
refrigerator,0.9391731,0.93684834,1.1636437,1.1689179,1.0679854,1.1441805,0.95888466,1.2193348,0.7100631,1.0497903,0.9847993,1.0868074,0.7678577,0.93535376,1.0799786,1.1125399,1.11974,1.2263138,0.95977885,0.8463785,0.88570946,0.9967027,1.2030034,0.7581228,0.92026716,0.5972967,0.9871861,1.3154323,0.9523373,0.699523,0.846789,1.0088571,0.80040085,1.1253214,0.97740126,1.0873181,1.0384078,0.9597441,1.239182,1.0492806,0.95374334,0.8372139,0.87461567,1.2239486,0.9596434,1.0649503,0.6659832,0.9065795,1.0841773,0.9570342,1.1034249,0.9470723,1.0141639,1.1777778,1.083169,0.8109851,0.98165333,1.2537746,1.0276401,1.0504386,1.0102537,0.9826098,1.1176157,1.0116127,1.2016077,0.9985691,1.081332,1.2146103,0.9687013,1.0340691,1.0449599,0.91527766,1.1051877,1.1188254,0.93557274,0.6866833,0.77020633,1.1138972,1.272985,0.7125088,1.267599,1.0705026,1.2022445,1.2574414,1.0635211,0.8073759,0.86582536,1.131754,1.033551,0.5043981,1.0708472,1.1415037,1.0898293,1.0911,1.0575359,0.9707665,1.1463392,0.6914562,1.1099151,0.5769911,1.0611585,0.9847477,1.0803826,0.90152633,0.88756084,0.0,0.81504965,1.1338129,0.9695893,1.108315,1.0492166,1.1398419,1.122195,1.0927804,1.0632676,1.1134988,1.0158632,1.0661972,1.1705971,0.93821627,1.1700448,1.0824106,0.8286289,0.98417056,0.8829841,0.9876698,1.1106423,1.1202826,1.0876876,0.98921394,1.2607684,0.891894,1.1365817,1.0855231,0.9173738,0.5540346,1.0353153,0.75466675
rooster,0.91126156,0.7159474,0.702302,1.2841556,1.4620011,0.6951604,0.46634054,0.99419814,0.59774244,1.3067467,1.008163,1.510311,0.49361634,1.1889312,1.4453535,1.0493436,1.4562979,1.3711481,1.0884631,0.5178532,0.694347,1.4432533,0.85513496,0.56044817,0.9234888,0.5930213,1.2288686,1.1147517,1.0988135,1.0681492,0.39061785,1.2620249,0.6999257,1.0633514,1.0457581,0.6148724,0.9180632,1.3998622,1.0530137,0.6577314,1.4411732,0.60620207,0.52597463,1.1389465,1.0036362,1.0003147,0.98469055,1.1789997,1.3362556,0.8416916,0.6591641,1.2027863,1.2101352,1.0088065,0.7262527,0.34571648,0.84357774,0.9673254,1.1393613,1.194356,1.2853404,0.60541713,1.1927484,1.1318824,1.152162,1.1197485,1.044661,1.3996918,0.7707616,1.2704751,1.1167566,1.2877818,1.1540034,1.4648585,0.66849303,0.9415454,0.57881325,1.2326449,1.2452645,0.816609,1.4945455,1.2500151,1.1897575,1.1362829,0.54085886,0.521219,0.6455774,1.133912,0.78324693,0.6078011,1.2101974,1.4897702,1.4237084,1.4158148,0.6969013,0.87237364,0.8986142,0.47352433,1.0279031,0.33558166,0.80038327,0.5415062,1.022988,0.91312647,1.0260332,0.81504965,0.0,1.2131526,1.2132862,1.07172,1.3784404,1.2512536,1.4454966,1.111163,1.3148847,1.2128819,0.5888576,1.1681325,0.88958716,1.113005,1.1138729,0.9290636,0.4605788,0.55933684,1.1397797,1.2788484,1.5748947,0.7889796,0.81531024,0.61277425,1.3581234,0.50259256,1.1609851,1.263563,1.0078766,0.5957258,0.531604,1.0645976
sandwich,1.0261757,1.1794744,1.0264145,0.74423707,0.85393,1.1344652,1.2057172,0.8417936,1.0797153,1.0730628,1.1963326,0.9224508,1.1801864,1.1252688,0.8180491,0.9109764,0.89872646,0.6936722,1.0097153,1.1057326,0.9959476,0.93413866,0.8148477,1.3036666,1.1306759,1.2216588,1.0802178,0.9880057,1.1133884,1.0647854,1.2687638,0.9660817,1.2440846,1.1169037,1.0303619,1.0949585,0.82739854,0.97720534,0.93069327,1.1133041,0.9663229,1.1002166,1.1284267,1.0195115,0.9107249,0.93305343,1.1778232,1.0339279,0.8559052,1.0520254,1.1614196,0.9756965,0.90100974,0.99283355,1.0904969,1.2269723,0.9359223,0.8806207,0.9960441,1.060887,1.0312473,1.1692568,0.8909434,1.0293796,0.9039144,0.94157875,0.28150737,0.816623,1.1584259,0.8768958,1.125416,0.9853251,0.91387343,0.7811235,1.0675948,1.1037846,1.255044,0.89993674,0.7957659,1.0901816,0.81303203,1.014129,0.82951605,0.821221,1.1836892,1.1963762,1.0311363,0.96321166,1.0512265,1.2298336,0.9750188,0.89947045,0.9225943,0.84661657,1.0497147,1.043874,0.80195594,1.2391679,0.6285933,1.2143648,0.91812223,1.1212131,1.0054897,1.0327728,1.0260595,1.1338129,1.2131526,0.0,0.9307081,1.0397463,0.8561133,1.02855,0.8500134,0.93448,0.95379025,1.1308957,1.155284,1.0623949,1.079854,1.0079191,1.0097233,0.96228963,1.3183897,1.1679296,0.9397566,0.99117804,0.86790025,1.1020898,1.0734158,1.2112634,0.96503276,1.1957693,0.9769149,0.9548059,1.0473214,1.1530137,1.1779876,1.1398777
scarf,0.9324894,1.1854155,1.3575312,0.93298227,0.7171103,1.252589,1.2555585,1.1865985,1.0693673,0.85988307,0.99083126,0.9062035,1.2379651,1.022632,0.63019776,0.968376,0.7678878,0.9903273,1.1818658,1.1653849,1.2111529,0.9830887,1.1057402,1.1921377,1.1057435,1.0490056,1.0469115,1.0695678,0.870024,0.84875333,1.2102971,0.87700456,0.9383453,1.1735623,0.9751019,1.3027611,1.0592082,0.74928784,0.9128494,1.326531,0.85390556,1.167546,1.2149934,1.1221627,0.8943004,0.884272,0.84379417,1.015502,0.5401467,1.0010383,1.2065966,0.91385096,0.90675765,1.0483911,1.1659656,1.1981751,1.0979118,1.2189785,0.9207869,1.0158014,0.9614221,1.1152731,0.8152727,0.9417335,1.2014648,0.7471987,1.0679177,0.8497722,0.9781459,0.7840968,1.0821283,0.6484491,1.0100731,0.76334906,1.1979797,0.85460293,1.0980732,0.79922986,1.0234374,1.0615693,0.80505097,1.0645639,1.0146928,0.93308634,1.2651353,1.1836329,0.9480484,0.9579225,1.1447775,1.1764014,0.65989953,0.5150219,0.7158805,0.83622,1.2353532,1.1085899,1.1891496,1.1455791,0.961229,1.1594187,1.2807488,1.0034745,1.0327849,1.0689005,1.111306,0.9695893,1.2132862,0.9307081,0.0,1.0792727,0.6710299,0.9593459,0.6930171,1.0293825,0.913969,0.94830984,1.188423,0.9875168,1.1350952,0.88913184,1.0972716,1.2331928,1.1833668,1.2468638,0.93616915,0.6909108,0.89416206,1.3572887,1.0327905,1.228005,1.0369352,1.2011281,1.1601369,1.0502546,0.9608628,1.0489318,1.2566354,0.80748075
scissors,0.9997447,0.9675383,1.0974698,0.9592241,1.0680366,1.127834,0.99823153,0.76197314,1.0858399,1.1519111,1.1636331,0.9697111,1.0530769,1.0754994,1.0502931,1.0503837,0.96290475,0.9921437,0.8914113,1.0209051,1.1146257,0.7884954,1.0357357,0.92868286,0.7759267,1.0702393,1.0287434,1.069694,1.1847005,1.0867662,0.98594904,1.0899765,0.99074817,0.94676214,1.0524057,1.0826435,1.0154649,1.1805146,1.1218134,0.8782165,1.0134851,1.1343371,0.88231486,0.99187404,1.1046165,0.98416305,1.019464,0.969285,1.0530442,1.0557646,1.1181154,1.0712651,1.0937592,1.080661,1.1471663,1.1341144,0.9160074,0.7675876,1.0874918,0.93244755,1.0037376,1.0939667,1.0329832,1.0570745,0.72397035,1.1244715,1.0772724,0.96920264,0.97937226,1.104451,0.7686462,0.9991758,0.91368717,1.0697751,0.95340383,0.98940736,0.9256759,1.0646757,1.0136169,1.0046233,0.9622005,0.74975634,0.9857076,1.1021242,1.130144,1.2055227,1.136104,1.1082458,1.1045707,1.0407021,1.091449,1.090435,1.0893759,1.0022146,0.88477653,0.8535676,1.0193784,1.1760318,1.1103511,1.1278067,1.0513158,1.1852336,1.1095105,0.87132764,0.772453,1.108315,1.07172,1.0397463,1.0792727,0.0,1.0673362,0.6021727,1.1181991,0.86376184,1.1309862,0.5161141,0.84363234,0.8293091,1.1180394,1.1333426,0.9330274,0.8047539,1.0130525,1.0445151,0.8755736,1.0337993,1.0064433,0.7829363,1.1741822,1.1023782,0.4815306,1.1514457,0.6118432,0.91079354,1.0589406,0.8181149,1.0321208,1.1676017
shirt,0.9865426,1.3062767,1.3843327,0.84251875,0.4021315,1.2637838,1.4158463,1.197782,1.3464668,0.7125708,0.91586816,0.5677457,1.4338129,0.9950166,0.30915964,0.747465,0.6359737,0.74163294,1.1926687,1.3612107,1.4713854,0.78701514,1.338939,1.3569344,1.2947043,1.377602,0.7315191,1.1297303,0.6859042,0.87499344,1.385581,0.70556444,1.1477778,1.2955463,1.0323176,1.421362,1.2283909,0.49075323,1.1434004,1.4864001,0.52139854,1.3269308,1.21641,1.0878392,0.84633213,1.058433,0.94944066,1.1233579,0.49244332,1.1496348,1.2700914,0.63621026,0.47459286,1.194158,1.2407987,1.3030789,1.2433906,1.1369345,0.93714577,0.8680731,0.6757446,1.3170731,0.9900938,0.92071897,1.3173871,0.57329005,1.1396301,0.8377073,1.1763414,0.76078594,0.92342687,0.3053229,0.99374986,0.39402223,1.4476655,1.0081831,1.2170708,0.7786319,0.9005023,1.1572856,0.70659214,0.831227,1.0015255,0.96998334,1.347043,1.4382944,1.2353337,0.98397154,1.296909,1.3132,0.7348639,0.40400988,0.56004924,0.7284635,1.4389229,1.3144531,1.3257596,1.3368201,1.1072559,1.3139889,1.377757,1.2290136,1.0416784,1.1068012,1.1184167,1.0492166,1.3784404,0.8561133,0.6710299,1.0673362,0.0,0.89530426,0.5706623,1.1651711,0.75736856,0.83291835,1.4817339,0.75679475,1.1890143,1.0484076,1.2031487,1.3179106,1.3178134,1.3719405,0.7993207,0.28183866,0.65940857,1.5053992,1.224217,1.3628432,0.97553,1.424715,1.1760931,0.9914116,0.8124245,1.2229651,1.441275,0.7932553
shoe,0.924885,1.123312,1.3439736,0.8291068,0.86752564,1.2298799,1.2038319,0.99016833,1.1563128,1.03,1.062738,0.48967582,1.2543561,1.1277564,0.6155097,0.9673931,0.45320237,0.87131333,0.7941347,1.210499,1.3793244,0.5462678,1.3062596,1.2924069,0.8844144,1.373289,0.77500606,1.1983356,0.9887502,1.0807078,1.2853844,0.939261,1.13428,1.0992843,1.0783689,1.3445747,1.1502776,0.89221084,1.0841601,1.3448694,0.67528653,1.2733641,1.0183244,0.9440985,0.9516549,0.7517757,1.0464315,1.034636,0.8489885,1.1130219,1.2168224,1.002896,0.9558665,1.3048364,1.3102212,1.2864943,1.2604623,0.7931894,0.8784763,0.87917984,0.6795338,1.3675491,0.8901034,0.8886985,0.83464414,1.0382633,1.0823264,0.88000935,1.1352382,1.0754918,0.7207303,0.8846406,0.8687232,0.7941586,1.3443596,1.156334,1.1743411,0.79151297,0.9728733,1.0562811,0.60170573,0.3745365,1.0977083,0.9703052,1.3806252,1.3405256,1.3088174,1.1507515,1.2331663,1.3433845,0.6979752,0.7058083,0.96895295,0.64267004,1.281486,1.2331625,1.2989178,1.2571228,0.92718923,1.2721213,1.205882,1.3464663,1.0570636,0.8385728,0.6857338,1.1398419,1.2512536,1.02855,0.9593459,0.6021727,0.89530426,0.0,0.857091,0.9860343,1.0538211,0.51728016,1.0106951,0.59821343,1.2685027,1.1417228,1.1124038,1.21017,1.1843125,1.2955973,0.6153486,0.92253095,0.66927004,1.0681175,1.359307,1.280555,0.5271391,1.4311287,0.4549461,0.6644983,1.055834,1.0862727,1.3068887,1.1432436
shorts,1.0378305,1.1440836,1.3151026,0.9150158,0.41705155,1.2176644,1.3996563,1.202532,1.389442,0.71366876,0.9275311,0.6640935,1.2882917,0.946038,0.54520464,0.8493376,0.5818796,0.8634323,1.1675017,1.3883979,1.3753397,0.88475,1.1861963,1.3503611,1.2349565,1.1762601,0.92195374,0.9206888,0.73286515,0.8833485,1.5564485,0.8190563,0.936757,1.2439799,0.9154412,1.4227583,0.98366994,0.5579735,1.0346822,1.3751808,0.72280943,1.3913589,1.3379803,1.0192319,0.8922795,0.967884,1.0718629,1.1019341,0.49426854,1.0750719,1.1701597,0.7971387,0.9286237,0.8723025,1.1203854,1.431875,1.1681367,1.2463021,0.90873486,0.9477131,0.938784,1.1883094,0.6792506,0.9123031,1.2139266,0.90011054,1.0938339,0.53766066,0.9586039,0.71650034,0.8987322,0.46720672,1.0602757,0.27589226,1.132607,1.1495159,1.4052265,0.8227923,0.9256301,1.3051068,0.59762335,0.9074771,0.8322833,1.0102605,1.3151789,1.27921,0.9904114,0.90141994,1.2111328,1.3499882,0.68397677,0.28924322,0.2385391,0.79851377,1.1752608,1.1421269,1.2322634,1.1944902,1.1135317,1.4427502,1.3670979,1.101242,1.0944229,1.0748851,1.1088877,1.122195,1.4454966,0.8500134,0.6930171,1.1181991,0.5706623,0.857091,0.0,1.1118745,0.81075215,0.98258847,1.2191601,0.9189349,1.0376983,0.64672893,1.1419945,1.233323,1.4795046,1.283639,0.8361206,0.6580054,0.75620395,1.3780353,0.97227407,1.3326544,0.78212357,1.300545,1.1434413,1.0002961,1.0608246,1.309108,1.255322,0.94505185
shovel,0.9157488,1.05572,1.0715652,0.77304405,0.9803747,1.0845315,1.0716581,0.8548831,0.9975339,0.9592891,1.0838335,0.9998,1.0849719,0.78287745,1.0403581,1.0000867,1.0245872,0.8867486,0.82993305,1.0419241,0.8494282,0.83143365,1.0119375,0.9450885,0.8601208,1.0957534,1.1785161,1.0985882,1.2471181,0.8502756,1.1104456,1.1205469,1.1530966,0.8975407,1.1631117,1.1694764,1.0304632,1.0100902,1.0280132,1.0525062,0.98811644,1.0307021,0.9889844,0.87267613,0.9035832,0.9113698,0.9607323,0.79168123,1.129755,1.1659943,1.0887223,1.0313045,1.0715485,1.1492275,0.9825354,1.2085679,0.58787763,0.8608394,0.89844114,1.0036933,1.0964284,1.2759316,0.8413304,0.8784452,0.83504236,1.1490561,0.81850505,0.9247642,1.2087715,0.9436188,1.0492436,1.1795163,0.8400251,1.0718002,0.874322,0.8454684,0.9241596,0.98599535,0.7582712,0.9566462,0.8927793,1.1296296,1.0944706,1.0572696,1.2594615,1.0506625,1.1317016,0.9831187,1.0423088,1.1458483,1.1069276,1.0342034,1.0621667,0.9025957,1.0110344,0.88120174,0.9046556,1.1021707,0.9035891,1.0915339,0.8633281,1.1781794,0.99064463,0.9609882,1.0925865,1.0927804,1.111163,0.93448,1.0293825,0.86376184,1.1651711,0.9860343,1.1118745,0.0,0.8592291,0.8494578,1.0608152,1.0591043,1.1791283,1.0516741,0.8718747,0.5964274,1.0123725,1.1548059,0.94956094,1.1488626,0.7271,0.98112375,1.1899153,1.2312483,0.7120925,1.1297324,0.82790077,0.84279966,0.97123486,0.8805677,1.2045053,1.0967753
sink,1.0243976,1.1358246,1.3171604,0.78972745,0.6298517,1.302728,1.3205402,1.1023841,1.2529925,0.11773509,0.8269401,0.83970004,1.2421422,0.7037213,0.6985357,0.8691257,0.9282218,0.4664529,1.1353323,1.2983332,0.9283963,0.84704006,1.3003712,1.0965999,1.1772798,1.1702029,0.8353955,1.1418291,0.6807394,0.7613255,1.2061427,0.837922,1.0860894,0.993887,0.8324856,1.3490051,1.1300619,0.63405627,1.0167388,1.3120064,0.709401,1.1697325,1.1411458,1.1091462,1.0440977,1.2791035,0.73008084,0.8287338,0.8444007,1.2789636,1.2659097,0.8057944,0.97125274,1.1537638,1.049484,1.2147734,0.90537584,1.2800022,1.053718,0.7816616,0.80683243,1.2642099,0.91512376,0.8099423,1.2864498,1.0382266,1.0623922,0.8947105,1.2188528,0.80711555,0.7514242,0.78096473,0.8931544,0.64330214,1.0751625,0.7807372,0.93428624,0.97177464,0.89434546,1.1103748,0.8644896,0.9665775,1.1724868,0.9726371,1.3092726,1.0948216,1.1984499,1.0846939,1.2352486,1.1402841,0.8813189,0.7697065,0.6864011,0.72147644,1.2858319,1.0783973,1.1060306,1.1163402,1.0422606,1.1992,0.77723086,1.2637129,1.029857,1.1710997,1.2646348,1.0632676,1.3148847,0.95379025,0.913969,1.1309862,0.75736856,1.0538211,0.81075215,0.8592291,0.0,0.8378358,1.3699493,0.770998,1.2784245,0.94010806,0.937454,0.9195763,1.0811449,1.3283352,1.0786502,0.875418,0.5917271,1.264708,1.2511914,1.1891992,0.921968,1.1460874,1.2972143,1.0831087,0.8834479,1.1362405,1.3545394,0.7712578
slide,0.9174075,1.1372792,1.3025236,0.8553127,0.81807876,1.2261426,1.2298278,0.9620053,1.1829685,0.8539235,0.97981346,0.67222595,1.3199351,1.0113515,0.76920366,0.8952724,0.7884071,0.8273936,0.9452703,1.167907,1.2142067,0.56664395,1.385968,1.0791401,0.89550453,1.3271718,0.6995825,1.1413076,0.87380093,1.0035354,1.254292,0.96549875,1.0398976,1.0143721,0.9876808,1.2999865,1.1953683,0.9119803,1.067617,1.1839683,0.670596,1.2131702,1.0116726,0.96257144,0.9700533,1.0632164,0.9756649,0.9544083,0.9321258,1.1381464,1.1997299,0.8754297,0.97916174,1.2606511,1.319679,1.1938179,1.1502876,0.9769646,0.961312,0.7031133,0.6174383,1.308865,1.1025503,0.94684374,1.0046519,1.0519547,1.1889565,1.0073302,1.2018256,1.0196227,0.7209026,0.8668753,0.8583355,0.8987205,1.2192962,0.8831527,1.0178647,0.9800376,0.9422672,1.041319,0.8520366,0.6293894,1.2201245,1.0424395,1.3075113,1.2737634,1.3255459,1.1721044,1.2225631,1.2216523,0.7796333,0.88322806,1.0271225,0.7953923,1.2234454,1.0532912,1.2425185,1.2616136,0.96925515,1.1795301,1.1221373,1.3198248,1.0844817,1.0255145,0.9170729,1.1134988,1.2128819,1.1308957,0.94830984,0.5161141,0.83291835,0.51728016,0.98258847,0.8494578,0.8378358,0.0,1.1647084,0.5589211,1.253497,1.2588207,1.0549364,1.0669389,1.0986613,1.3016813,0.8417078,0.8891899,0.72401524,1.0959833,1.3228877,1.1830449,0.533306,1.258926,0.71862483,0.79358554,0.9048425,0.9268096,1.2839298,0.9530086
slipper,1.0449517,0.6950504,0.61757195,1.342963,1.4377449,0.62032825,0.5786381,0.8908919,0.84107375,1.3257893,1.1189685,1.4956467,0.50719076,1.0956157,1.5112004,1.2468513,1.3552907,1.310484,0.96960324,0.61442256,0.6664046,1.4550147,0.72166324,0.7024654,0.80547404,0.54869604,1.4327719,0.8396844,1.3761863,1.1289436,0.63915026,1.2620986,0.7424413,0.91780865,1.1711035,0.6144874,0.74683255,1.379359,1.1383564,0.5492954,1.5750189,0.72577816,0.78671986,1.0358129,1.1358314,0.980221,1.1773145,1.0650421,1.3390281,0.7367689,0.5794477,1.3525178,1.3018761,0.68310857,0.72270775,0.727298,0.88127774,0.8849903,1.2021263,1.3131382,1.5320748,0.5888029,0.88481814,1.1987978,0.9048451,1.2264104,0.95032895,1.1605494,0.5750804,1.2135742,1.166179,1.3198891,1.1472375,1.2841313,0.5382644,1.1803017,0.8750636,1.197668,1.1531794,0.9706138,1.2473576,1.2960653,0.8836377,1.1261845,0.577962,0.43690753,0.60185283,0.9601339,0.6788284,0.75728345,1.321043,1.3430898,1.1689436,1.4329342,0.5196602,0.7848285,0.78462386,0.54007775,1.0963783,0.7247003,0.7075105,0.6057877,0.9222456,0.75904566,1.054348,1.0158632,0.5888576,1.155284,1.188423,0.84363234,1.4817339,1.0106951,1.2191601,1.0608152,1.3699493,1.1647084,0.0,1.2994215,0.70727855,0.75819844,0.9398273,0.8054091,0.700161,0.5959761,1.1013784,1.272343,1.5234382,0.45046687,0.568618,0.6260485,1.1451076,0.48433602,0.9198009,1.2159302,1.26986,0.8244907,0.43355644,1.3183284
snow,1.0059788,1.142132,1.3388686,0.9003793,0.7824863,1.2556444,1.2516661,1.0214553,1.110226,0.71467376,0.8626399,0.5422392,1.3556023,1.0277815,0.78052247,0.6910965,0.6638415,0.7150517,1.1027634,1.233144,1.2645681,0.66197866,1.3791581,1.2888104,1.098259,1.4326471,0.50690967,1.2606457,0.6656954,0.96667075,1.3026863,0.73120016,1.2388036,1.1937593,0.8083677,1.3211863,1.1792018,0.7228031,0.99138355,1.3427281,0.48627275,1.2976257,1.0455484,1.1254847,0.9255821,1.0137007,0.84698194,1.1129785,0.8180931,1.1361377,1.2144502,0.80356705,0.9543232,1.357549,1.2234316,1.1485459,1.3175106,1.0446914,1.0932137,0.5342072,0.53158456,1.3454467,1.1108435,0.75270134,1.1333122,1.0044463,1.1489314,1.0977412,1.3215497,0.96698946,0.6418178,0.7998147,0.86747134,0.7542697,1.3387467,0.96284,1.0617392,0.95799875,0.9489962,1.1172261,0.7998599,0.43046993,1.1294254,1.026676,1.3026319,1.2831951,1.4467506,1.2190571,1.2982843,1.3333869,0.63342685,0.80413127,0.9608524,0.8093109,1.4071245,1.2376899,1.2970331,1.2701483,1.0064882,1.1972461,1.1933551,1.2813379,1.0838207,0.95666564,0.9522827,1.0661972,1.1681325,1.0623949,0.9875168,0.8293091,0.75679475,0.59821343,0.9189349,1.0591043,0.770998,0.5589211,1.2994215,0.0,1.269387,1.2555451,1.1032639,1.2373894,1.0713367,1.3372095,0.7843644,0.8546366,0.70039994,1.2208123,1.4035041,1.1741222,0.74928725,1.3577527,0.9001235,0.9761318,0.80549246,1.1234397,1.3573735,0.8412509
soap,1.1579413,1.0074697,0.641815,1.3073081,1.1777153,0.66188717,0.7373814,0.9720215,1.0383933,1.2739182,1.0840353,1.3361896,0.9202642,1.2042339,1.3091187,1.0959623,1.2890112,1.2673284,1.1072415,0.92526144,1.0442399,1.3131309,0.6115352,0.907109,1.1666347,0.9530413,1.2687514,0.5587867,1.1978128,1.2610035,0.89179635,1.1621549,0.85961396,0.87821573,1.0023512,0.61023617,0.8200525,1.2487216,0.89611983,0.7105715,1.3698733,0.98815924,0.98188347,0.9228568,1.1378051,1.0921813,1.1628395,1.1526847,1.1647433,0.58162504,0.66702914,1.0931469,0.99927443,0.37017816,0.80125535,0.9321794,1.0408282,1.0243865,1.0688605,1.1806557,1.3296682,0.4942627,1.0240138,1.2548788,0.943666,0.8867841,1.0709065,0.90106815,0.7579415,1.0986478,1.2031869,1.1803833,1.1666052,1.1500822,0.8963406,1.2258312,1.0608459,1.042469,1.0617148,1.1797621,1.2051516,1.1784722,0.53004956,0.8301253,0.5668242,0.92689776,0.6056717,0.45628524,0.71371835,0.9844195,1.240937,1.1713067,1.0919259,1.2681342,0.6648922,0.8776548,0.8808739,1.0374554,1.0975301,1.0515519,1.0173727,0.57959855,0.8821298,1.1423008,1.0779932,1.1705971,0.88958716,1.079854,1.1350952,1.1180394,1.1890143,1.2685027,1.0376983,1.1791283,1.2784245,1.253497,0.70727855,1.269387,0.0,0.9437098,0.8999507,1.0460511,0.98489094,0.7574427,1.2978711,1.1181085,1.3723124,0.7549887,0.33588737,0.7468165,1.1507304,0.8124803,1.1721275,1.1236775,1.1319373,1.1295985,0.5253557,1.1660758
sock,1.0426238,0.8396558,1.0482713,1.1571066,0.8463376,1.0195676,1.1022072,1.1915857,1.0860723,0.8803886,0.8905443,1.1450455,0.75757045,0.8172005,0.9792145,0.9358534,1.0037366,1.1432803,1.1730381,1.1881783,0.9942812,1.2971253,0.9480498,0.9654873,1.1811373,0.6688757,1.1498727,0.87830013,0.80657357,0.8516565,1.0021453,0.8845483,0.87306076,1.0905027,0.8312582,1.1391215,0.886342,0.8273509,0.94145167,0.97165895,1.1264029,1.1070504,1.2131052,1.1105156,1.063896,1.0029364,0.97960407,0.96354645,0.9934616,0.9888853,1.0451666,1.0037861,1.1819264,0.7229772,0.5258261,1.1894896,0.89458704,1.21964,1.0950735,1.1279497,1.2479606,0.8441228,0.5743172,1.0138918,1.0637118,1.0978509,1.0878469,0.8331667,0.7581866,0.67673796,1.0194021,0.91566163,1.2092272,0.7688162,0.7898675,1.0332144,1.1028247,1.00021,0.9993632,1.185614,0.833526,1.3008579,0.8144913,1.1486186,1.0472318,0.75616425,0.73038095,0.95789886,1.0572296,0.96302474,1.0101217,0.7880435,0.5411978,1.050597,0.84836954,0.8979567,0.92564905,0.6666477,1.1194272,1.073498,1.1329721,0.781639,0.9090433,0.9564524,1.1669441,0.93821627,1.113005,1.0079191,0.88913184,1.1333426,1.0484076,1.1417228,0.64672893,1.0516741,0.94010806,1.2588207,0.75819844,1.2555451,0.9437098,0.0,0.9911928,0.9811852,1.0697569,1.0121315,1.0655961,0.988642,1.1302937,1.112306,0.6954826,1.0641338,1.0146136,0.7862407,1.2969894,1.2779608,1.154132,1.1517873,0.95033616,0.9833332
