,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hair,0.93735653,1.0669346,0.87088645,0.94968736,1.1651119,1.0221162,1.0713041,0.9628323,0.8641135,1.1302482,0.813064,0.80485934,1.0242125,0.8927369,1.2237208,1.1728675,1.22998,0.99735034,0.98498887,1.0965253,1.1333042,1.1870587,1.1920853,1.0420594,1.0325754,1.0803094,1.0854653,0.84098923,0.95602655,0.98038673,0.7870058,0.7819452,1.2182037,0.88358396,1.1743319,0.97171235,0.9904374,0.9633346,1.1410143,1.0177027,0.7972272,1.0144988,1.1165918,1.1657734,1.219289,0.9964137,0.95953137,1.0418049,1.0373896,1.1877999,0.0,0.99557316,0.94805694,1.0981392,0.90942955,1.0067209,1.1362673,1.1699879,1.1332433,0.974334,0.989142,0.8916477,1.1636143,1.1282248,1.3019352,1.2132223,0.8972355,1.1731472,0.93770456,1.0571132,1.0475081,1.138301,1.1044922,1.2202181,1.1681535,0.97245854,1.2282019,1.1020306,1.1715665,0.96226513,1.0064284,1.1850687,0.996051,0.75861937,1.0730702,0.99002886,1.0018435,0.49252695,1.02169,1.0064447,1.0280476,1.0200416,1.1564732,1.1443356,0.9868,1.1503507,1.0632126,1.2406986,0.8323863,0.8163253,0.87208825,1.096689,1.0615119,1.1314304,0.9994442,1.3042961,1.1120355,1.064736,0.8257637,1.1312153,1.0872715,0.9407213
hamburger,1.1112025,0.8811992,0.87328625,0.9936625,0.9556154,1.0048603,0.9476648,1.1262186,1.0695162,1.1668825,1.0697075,0.88321257,1.0785558,0.9929623,1.0504268,1.0430524,0.9915912,0.9543181,0.2702719,1.1692518,0.9141857,1.1255194,1.1971195,0.88312733,1.1117884,1.050439,1.0184647,0.81372356,0.9602079,1.0569701,1.0081362,1.0028456,1.1894829,1.0415814,1.077889,0.80811703,0.9068982,1.0359694,0.91116655,0.88910174,0.9814342,1.0611135,1.1577076,1.1566437,1.1803926,1.0843513,0.8986153,1.1723099,0.99978876,1.0681531,0.99557316,0.0,0.92392683,1.0592974,0.9773608,1.1982272,1.0571148,1.0687819,1.0628217,0.7199499,0.98066604,0.97849077,1.0305661,1.0618583,1.0022992,1.1681238,1.0607611,1.1191595,0.888724,1.0366518,1.030541,1.1437633,1.0149376,1.1616251,1.1778994,0.8926413,0.8958451,1.1500648,1.1256019,0.9889323,0.76441765,0.9951476,1.1730726,0.92008746,1.0890704,1.0593474,0.9628747,1.0243506,1.0907984,1.0360115,0.82341444,1.2577583,0.99455625,1.0955864,1.0926858,1.0181675,1.0028048,1.0296354,0.9818162,0.9090098,0.86689055,1.1527383,0.9910809,1.1229913,1.1926,0.95961016,1.0389532,1.008412,0.9810561,1.1287378,1.2043147,1.0237112
hand,1.0003254,0.8792653,0.5977826,1.0269215,1.1861014,0.8165169,1.1910741,1.0338801,0.9481254,1.3021908,0.8551124,0.6345785,1.2137853,0.85999036,1.2780548,1.4031243,1.3349373,0.88642615,0.88442844,1.3602631,1.2991333,1.1891569,1.1615868,0.69281286,0.9158186,1.3298616,1.3373306,1.1037154,0.88842154,0.99789727,0.93968654,0.70696074,1.2502398,0.96490717,1.3693559,0.69598186,0.68855447,1.177988,1.0443778,1.0186989,1.0820863,0.36143893,1.134053,1.3372904,1.2026808,0.96347934,0.853127,1.0022149,0.5469558,0.9624801,0.94805694,0.92392683,0.0,1.1067039,0.8104734,0.82726216,1.0819627,1.3179233,1.3175133,0.7883661,0.56831324,0.97170377,1.2033367,1.1903448,1.1403389,1.0087543,0.56821114,1.2411624,1.0327297,1.0258876,0.923647,0.92879283,0.82244515,1.2269962,1.1513283,0.70638484,1.0939971,1.3572817,1.3797075,0.93887234,0.96201694,1.1829712,0.94691026,1.0543921,1.1613395,1.065661,0.91756904,0.9344967,0.7108544,1.0480093,0.6474426,1.0411761,0.853767,1.1124831,1.0188285,1.2847809,0.74349284,1.0621489,0.8444062,0.68449783,0.9528644,1.0780252,0.81805134,0.877759,0.69658256,1.2881063,1.1844751,1.1605395,1.0843107,1.3813434,1.2245127,1.1413423
hat,1.0353181,0.68077266,1.2732958,0.50606436,0.59767693,1.0086254,1.1037223,1.3902392,1.451436,0.76875144,1.4109071,1.2390113,1.0050547,1.4259233,0.85843396,0.7317219,0.89308447,1.2813948,0.9566131,0.8803739,0.8471819,0.7283728,0.8818484,0.8953562,1.1895769,1.1872753,0.7319837,1.1751276,1.2012199,1.0707575,1.4165162,1.1022646,0.7035371,1.4248616,0.7421008,1.2045796,0.9962665,1.3005129,1.041933,0.6978752,1.2117665,0.94101804,0.68276423,0.68465054,0.7684163,0.820802,1.2038436,0.63935995,0.93692344,0.691262,1.0981392,1.0592974,1.1067039,0.0,1.1508588,1.1969041,1.1472118,0.8874735,0.85707474,0.885694,0.82360226,1.1904129,0.73633516,0.624503,0.91865623,0.77010804,0.9017112,0.7248025,1.3861685,0.9507806,1.2826107,1.1250031,1.2324274,0.7267741,0.77198076,1.0727978,1.0604948,0.8494328,0.8364833,0.7219423,1.0208583,0.90503067,0.9100367,1.3586212,0.7128917,1.1450416,1.0982558,1.2482264,0.9359544,1.220269,1.102256,1.2317834,0.97310305,0.6267789,1.098504,0.7984721,1.0104383,0.77912664,1.2642899,1.2394674,1.3792921,0.7470409,0.770839,1.1025417,1.276159,0.81751055,0.68367314,1.0080913,1.1165202,0.8735603,0.65740037,1.18192
hose,0.7461512,0.9757819,0.8863182,0.82268006,1.016037,1.0537666,1.0816469,0.85283315,0.7825382,1.3396144,0.8325175,0.8274429,0.66878366,0.8005942,1.3215551,1.2926311,1.2826014,1.008267,0.8916435,1.2092191,1.1821327,1.3587465,1.1435448,0.96968216,0.9681029,1.188679,1.0476837,0.9258931,0.96178824,0.9581623,0.87234545,0.84798217,1.3260229,0.72448623,1.3447912,0.83693767,0.8397054,0.97712874,1.0096264,0.9253371,0.89372087,1.0174522,1.052952,1.264518,1.3083009,0.72752345,0.7530783,1.3259158,1.0022266,1.135684,0.90942955,0.9773608,0.8104734,1.1508588,0.0,0.9453464,1.2470516,1.2667158,0.99537843,0.82628024,0.7127212,0.861832,1.2056271,1.2036549,1.2385268,1.300515,1.0514622,1.2608011,0.92785794,0.9736786,1.1143062,1.2491591,1.0178641,1.2983516,1.2650038,0.8747597,1.1195377,1.2463514,1.315185,0.8736724,1.059003,1.024255,1.1498479,0.94212306,1.095511,0.95668447,0.81076217,0.9238398,1.1163806,0.949128,0.7421975,0.8139465,1.1892574,1.3433601,0.83118325,1.1645486,1.1173536,1.1627002,0.746384,0.935943,0.868161,1.1609472,1.1942148,1.0073018,0.8733137,1.3340793,1.0983543,1.1510172,0.92348236,1.2932875,1.3242109,0.9424315
jacket,0.96135676,1.1639192,0.90935415,0.9887518,1.2328223,1.0826116,1.0164205,0.715535,0.55699515,1.2421293,0.76072073,0.5697899,1.038328,0.4559843,1.3436621,1.2781683,1.2732543,0.93471205,1.1219783,1.1906406,1.2374712,1.2832929,0.9308955,1.0795325,0.61631,1.1601382,1.2595801,1.1027827,0.5224336,0.94337595,0.68090624,0.9346968,1.3249922,0.67143095,1.2828082,0.87977326,0.91318357,0.9025865,1.2784843,1.1377572,0.8605385,0.976085,1.2302058,1.2538805,1.2057703,1.0490743,0.993178,1.2075496,0.80564797,1.2364006,1.0067209,1.1982272,0.82726216,1.1969041,0.9453464,0.0,0.9131763,1.2784603,1.2251158,1.0801787,0.82496,1.0001998,1.1700295,1.2595774,1.0558957,1.0862259,1.0429944,1.2871282,0.9127278,1.1665244,0.6379367,0.75435686,0.87728065,1.2854811,1.2276952,1.0279341,0.8985779,1.1584008,1.2954471,0.9716899,0.85647833,1.2630941,0.83887887,0.92399013,1.1981851,0.6514729,1.0002891,0.63833827,0.8623313,0.9484838,1.0395226,0.7529854,1.1195917,1.3004858,0.86662936,1.2659667,1.0002723,1.2239282,0.85756093,0.47639412,0.69977957,1.1569933,1.2078625,1.1313884,0.81368697,1.196111,1.2344867,1.1519173,0.82597697,1.3258145,1.2413728,0.90640557
jeans,0.9933184,1.149104,1.0694088,1.0116822,1.3013442,0.8704063,0.83494294,0.79608774,0.86293274,0.6116512,0.8590977,0.8372339,1.126413,0.8028327,0.8858064,1.106227,1.1439487,0.6981429,1.1629806,1.2081898,1.0700078,0.910905,0.9435936,1.0902808,1.0625302,1.1299137,1.2067729,1.1430854,1.0124161,1.0552384,0.8902347,1.1002463,1.1485791,0.8108593,1.1369807,0.9178814,1.0815345,1.159973,0.89546585,1.2545142,1.1242435,0.9159713,1.0809937,1.2189922,1.1579409,1.0306625,1.1669253,1.1429535,0.8027575,0.97226834,1.1362673,1.0571148,1.0819627,1.1472118,1.2470516,0.9131763,0.0,1.2211422,1.316884,1.0768359,1.0026326,1.0581875,1.1656761,1.3051431,0.96945,0.93118775,1.0267634,1.0228841,0.7305201,0.8609878,0.18619424,0.2788459,0.90479255,1.2325513,1.2162416,0.83230144,0.7409553,1.0262915,1.1395266,1.0078304,0.7788803,0.89342463,0.87592834,1.0276054,1.1895193,0.9302803,1.1082598,0.99761605,0.9062254,0.43933904,1.1922243,1.0887734,0.98665804,1.096174,0.98087806,1.0519854,0.8510066,1.2335343,0.86216897,0.95148146,0.9356523,0.9666812,1.2113651,0.710582,0.9951929,0.94632417,1.0700295,1.0629833,1.0739084,1.1992303,1.0477508,1.119422
knife,1.2419317,1.0925125,1.3218498,1.2057322,0.7122667,1.2245823,0.94961166,1.1993338,1.427325,0.7250068,1.4283422,1.4844505,1.0051075,1.4693024,0.31247258,0.3607931,0.29064673,1.3300943,1.0089638,0.49793386,0.6586096,0.839784,0.76020527,1.1852566,1.1219814,0.48332238,0.5724131,1.0947375,1.2219651,1.1476786,1.4039869,1.2328959,0.37566435,1.4261129,0.3893031,1.381564,1.3764524,0.9074488,0.83123213,0.97665787,1.1950133,1.2635531,0.78290284,0.4161024,0.35778642,1.2387474,1.2647227,0.5218605,1.4571798,0.94885826,1.1699879,1.0687819,1.3179233,0.8874735,1.2667158,1.2784603,1.2211422,0.0,0.3692745,1.2803689,1.3869593,1.167946,0.6718423,0.5168271,0.45018077,0.72091866,1.1339675,0.6751003,1.3753309,1.1639203,1.4314799,1.2270918,0.9126593,0.17760432,0.41759634,1.3689228,1.0332198,0.5650194,0.1562779,1.181368,1.2287712,0.7910788,1.2167072,1.169123,0.81942725,1.1352104,1.043741,1.3437436,1.1992654,1.268589,0.9816407,1.0135232,0.80852485,0.56219393,1.1701161,0.6915722,1.1783859,0.38957423,1.5052086,1.3941386,1.3085124,0.8874703,0.76803505,1.184478,1.2187148,0.38186854,0.8263668,0.5472248,1.0926361,0.36736512,0.5598244,1.0807949
lamp,1.2149913,1.0321075,1.4189539,1.0727508,0.6264901,1.1956925,0.9427446,1.2634983,1.4867493,0.8188832,1.5107641,1.4383624,0.78108793,1.4965711,0.6800838,0.37408125,0.5180308,1.31888,0.92810774,0.56678325,0.6355482,0.85534275,0.9591843,1.1051044,1.0804716,0.6196128,0.40028322,1.0107039,1.2298414,1.1811249,1.4578091,1.2256296,0.5044621,1.4455001,0.49109203,1.3015552,1.2489092,0.80288494,0.8113007,0.8222749,1.303061,1.2786684,0.67056704,0.5270779,0.42077923,1.0784788,1.1374213,0.6737909,1.4259388,0.9109826,1.1332433,1.0628217,1.3175133,0.85707474,0.99537843,1.2251158,1.316884,0.3692745,0.0,1.2283032,1.2965407,1.2346327,0.5706663,0.63138264,0.6538096,0.64940774,1.1579385,0.7013223,1.3154517,1.0920925,1.5081115,1.2605788,1.0616485,0.38220513,0.47644806,1.4027858,1.0377487,0.54189914,0.5876888,1.1166239,1.0958507,0.78092164,1.1971662,1.147675,0.64950794,1.2211918,0.94242203,1.3552728,1.1431882,1.3570838,0.81950563,0.9389161,0.9963472,0.6609446,1.1328347,0.7024106,1.173642,0.31801713,1.5033807,1.3490152,1.3564311,0.8968007,0.757535,1.1799525,1.2139072,0.5476543,0.675934,0.8679321,1.1153905,0.38767785,0.751194,1.0011303
melon,0.6933947,0.5723949,0.9095863,0.75475466,1.0931418,0.658484,1.0046346,0.9879464,0.92620265,1.2192849,0.88975304,0.88438404,0.97650874,0.8898405,1.154476,1.3248091,1.210185,0.8299746,0.8375319,1.2596071,1.0387279,1.120632,1.1002367,0.7969581,1.0924915,1.2542127,1.1350548,0.941862,1.0023129,0.8657456,1.002225,0.8095106,1.2712374,0.928052,1.3370913,0.88334775,0.7749008,1.0967691,0.9488132,0.89553833,0.9800456,0.9504247,1.0094854,1.3153951,1.3613195,0.6820874,0.97791475,1.3875433,0.9321872,0.8314668,0.974334,0.7199499,0.7883661,0.885694,0.82628024,1.0801787,1.0768359,1.2803689,1.2283032,0.0,0.7080779,0.8475895,1.1864724,1.2389263,1.080887,1.2533097,1.0696208,1.2171569,0.9752415,1.0116736,1.0455537,1.1074787,1.0369813,1.3199519,1.3663092,0.4728912,1.012143,1.2299466,1.2895162,0.72729224,0.8270032,1.102148,1.1760976,1.0516362,1.1067693,1.0040939,0.81674474,1.0005386,1.0657989,1.0149238,0.8359885,1.1394504,1.0799836,1.2515152,0.9795087,1.0987738,1.1131387,1.2260193,0.7873058,0.9083785,0.9197335,1.1543772,1.157683,0.92731965,1.0243659,1.1568162,0.89265114,1.0683444,1.0601547,1.3726947,1.3193681,0.9730338
mitten,0.5847185,0.76686203,0.82635164,0.7739359,1.1318825,0.8631295,1.0670018,0.99505675,0.94464344,1.2974819,0.93787926,0.7766689,0.905601,0.8336369,1.2787082,1.3043101,1.3242204,0.8903978,0.90110755,1.3935977,1.1408906,1.1814642,0.9854546,0.89777017,0.92702323,1.3635067,1.2726152,1.019363,0.82216,0.8934529,1.0050153,0.7020055,1.3614218,0.9553366,1.3973972,0.78505903,0.5545423,1.183397,1.2442429,0.92456526,1.0280446,0.75728977,1.0360705,1.3579123,1.3904413,0.50688905,0.89511144,1.3013458,0.4697643,0.8275285,0.989142,0.98066604,0.56831324,0.82360226,0.7127212,0.82496,1.0026326,1.3869593,1.2965407,0.7080779,0.0,0.8040694,1.1944445,1.3007392,1.168942,1.2587831,0.92469203,1.1686481,1.0075322,0.9352057,0.86678934,0.9319565,0.99497795,1.3367631,1.3625841,0.7259004,1.0171218,1.3096339,1.3818176,0.8689755,0.8378254,1.1105211,1.000169,1.0869769,1.0891999,1.0241293,0.9295289,0.87353957,0.95257187,0.9467679,0.8826341,1.0462203,1.1448385,1.3240547,0.93487036,1.1996679,0.9454226,1.2322137,0.8115243,0.7869791,0.97860193,1.2038202,1.2031611,0.7853721,0.71511257,1.2746024,0.9417568,1.1148138,1.0567045,1.4918673,1.3604949,1.0273213
motorcycle,0.62171525,1.0514783,0.9431142,0.9647329,1.2072513,0.94064116,0.85434985,0.91016114,0.8408414,1.2688628,0.8240679,0.98880047,0.89995205,0.78866917,1.1727856,1.2634346,1.1533513,0.784915,1.0461321,1.2167559,1.1537766,1.156306,0.8215613,1.0045366,0.8880664,1.1332798,1.1933782,0.86618596,0.9024192,0.8103615,0.83279085,0.91068864,1.3309824,0.78131473,1.2704692,0.6998455,0.62376696,0.95378524,1.001001,1.1195805,0.83496267,1.1306705,1.141359,1.2407613,1.3739315,0.7809539,0.8767675,1.3025334,0.97040266,0.95780706,0.8916477,0.97849077,0.97170377,1.1904129,0.861832,1.0001998,1.0581875,1.167946,1.2346327,0.8475895,0.8040694,0.0,1.1920073,1.1979759,1.1734188,1.3109571,1.1056229,1.1421969,0.82935464,0.9866085,0.948849,1.0022945,1.1097271,1.2789288,1.3386137,0.77921546,0.9589314,1.2213888,1.1512175,1.0483471,0.88668925,1.0676547,1.050823,0.83463144,1.0217022,1.0188127,0.99747425,0.87394965,1.0645682,0.83665717,1.0820333,1.0511342,1.1744713,1.359715,1.0446846,1.1838167,1.149814,1.3808329,0.6221829,0.8253789,0.8328164,1.2178861,1.1730281,0.89963496,0.6677302,1.2338114,1.0820065,0.95369196,1.008744,1.2343642,1.2910035,0.9201933
muffin,1.1894716,0.90121746,1.3484278,1.1820863,0.66438824,0.9150243,1.0817075,1.3007262,1.4508933,0.7696967,1.4310565,1.4242809,0.97664917,1.4071901,0.7912275,0.5948807,0.7120547,1.329025,0.7183096,0.5603012,0.8693119,0.7033597,0.92772716,0.9957792,0.99949,0.86856306,0.65312976,1.1787641,1.2117904,1.1956522,1.3790491,1.1483908,0.49027163,1.4194112,0.5814762,1.0699538,1.1134818,1.0779761,1.0243492,0.8149863,1.1698225,1.0093901,0.63121,0.4099518,0.5039195,1.0292323,1.2707925,0.5311382,1.2546453,0.8235412,1.1636143,1.0305661,1.2033367,0.73633516,1.2056271,1.1700295,1.1656761,0.6718423,0.5706663,1.1864724,1.1944445,1.1920073,0.0,0.573952,0.7567989,0.6285662,0.9482422,0.57242143,1.383641,1.021829,1.3288368,1.1343412,1.1962912,0.49997318,0.4797688,1.2752103,0.9138715,0.724892,0.6628076,1.1453838,1.185862,0.91425294,0.96736664,1.3141838,0.66413766,1.1848797,1.1425351,1.3312875,1.082442,1.2744324,1.0449439,1.1564212,0.9419406,0.581035,1.2329032,0.6839057,1.0700005,0.57066226,1.405014,1.3197253,1.3663633,0.87243384,0.6656697,1.1430079,1.1845748,0.59928,0.7377192,1.0189897,1.1853985,0.61210555,0.63088953,1.1743966
nail,1.3762184,0.84886944,1.2241869,1.1045879,0.4846282,1.2269036,1.1149633,1.3962884,1.4872937,0.6913036,1.5030289,1.4110584,1.198261,1.4861501,0.74990344,0.52400786,0.67803246,1.413475,0.9154403,0.38080156,0.80323833,0.62649786,1.0065684,0.9969117,1.1294552,0.88981545,0.49772036,1.0610805,1.2135913,1.1911194,1.4225805,1.1404879,0.26902324,1.4693596,0.36510903,1.2908647,1.1938034,1.0763501,0.951135,0.7484646,1.2117352,1.1200593,0.79888237,0.31349933,0.34572256,1.2432046,1.2219012,0.46677446,1.312788,0.77383435,1.1282248,1.0618583,1.1903448,0.624503,1.2036549,1.2595774,1.3051431,0.5168271,0.63138264,1.2389263,1.3007392,1.1979759,0.573952,0.0,0.8850095,0.59709585,0.8889861,0.60026324,1.4097759,0.957225,1.4419353,1.2781086,1.2279489,0.32605577,0.26866865,1.3934679,1.1301236,0.7678,0.46456248,1.1668596,1.2755585,0.9675852,1.1107423,1.2873958,0.8268502,1.1873753,1.1297809,1.3162384,1.2023857,1.2564957,1.1226876,1.1658726,0.82593113,0.39476085,1.2505987,0.65976703,1.0948626,0.56058407,1.4108586,1.303661,1.3841348,0.7285485,0.58241045,1.181804,1.3190013,0.6845933,0.69947994,0.87682194,1.1348448,0.43092394,0.2528137,1.2198853
napkin,1.1816388,1.0913424,1.2698512,1.1809459,0.8148093,1.0660218,0.9035628,1.0004929,1.2215793,0.8201356,1.19936,1.172331,0.94206357,1.1594708,0.3524338,0.71257037,0.37026763,1.1665629,1.0230643,0.78351367,0.86433476,0.93506145,0.70034075,0.97876275,1.0365452,0.6271214,0.83652407,1.1789305,1.1862838,1.1303413,1.2403138,1.2965412,0.6583374,1.2298039,0.7191896,1.1319966,1.279617,0.97685057,0.7703564,0.98133004,1.2835066,1.1097721,0.775979,0.72262657,0.64075303,1.1603374,1.3331265,0.7610147,1.0720481,0.958371,1.3019352,1.0022992,1.1403389,0.91865623,1.2385268,1.0558957,0.96945,0.45018077,0.6538096,1.080887,1.168942,1.1734188,0.7567989,0.8850095,0.0,0.7349098,1.1630013,0.73613226,1.2258162,1.1755227,1.1287396,0.9861056,0.61034054,0.55956525,0.74323785,1.1133188,0.60965765,0.79885155,0.506666,1.1789886,0.78573215,0.7186507,1.1296766,1.2388254,0.8815745,0.94833297,1.098557,1.3207122,0.9591188,1.138975,0.944971,1.1344297,0.7220478,0.73806196,1.1784472,0.82499796,0.9340991,0.56571627,1.3832165,1.2363582,1.178937,1.0054168,0.83656114,1.0657636,1.1670425,0.15311635,0.9722476,0.78305626,1.2270159,0.73263097,0.9140475,1.0409617
necklace,1.3255575,0.8997394,1.3347614,1.1875155,0.82122254,0.88615227,1.1249882,1.3454772,1.4878855,0.5455312,1.4266853,1.2997055,1.1805856,1.4733431,0.7993226,0.6241241,0.8067308,1.2268918,1.0706706,0.71151644,0.8813194,0.49702424,1.0071241,1.0279596,1.1307187,0.9398536,0.74723613,1.2739571,1.249186,1.2874782,1.4171104,1.239137,0.39235198,1.4541645,0.45237666,1.1863942,1.215213,1.1096692,0.75747454,0.9896134,1.3645562,0.79513633,0.73248243,0.49489868,0.3148315,1.130731,1.3301613,0.4281857,1.135477,0.8021373,1.2132223,1.1681238,1.0087543,0.77010804,1.300515,1.0862259,0.93118775,0.72091866,0.64940774,1.2533097,1.2587831,1.3109571,0.6285662,0.59709585,0.7349098,0.0,0.72116035,0.5614333,1.292741,0.8816912,1.1593086,0.8272071,1.057049,0.47603148,0.3274361,1.1939175,0.9639892,0.7251513,0.7740023,1.1536584,1.1461442,0.86467564,0.9382133,1.2803787,0.81223494,1.232367,1.0988768,1.3580652,0.8977379,1.1936506,1.1537689,1.0857307,0.71209335,0.49602062,1.1890986,0.6854061,0.89005154,0.47137195,1.4491119,1.1818349,1.4520841,0.60914963,0.6680653,1.0336503,1.1759905,0.6086473,0.7194675,1.0566143,1.2658007,0.53606963,0.50446016,1.2060308
nose,1.1488019,0.91818327,0.95484173,1.1951691,1.0736108,0.74254274,1.214802,1.2508187,1.172363,1.0002362,1.0466603,0.88054854,1.1432899,1.1157312,1.1052969,1.1002134,1.1685874,1.113908,0.92338103,1.1362532,1.1766398,0.8167443,1.1149184,0.8699371,1.0916903,1.2298176,1.1311915,1.1739876,1.0523595,1.1708548,1.0982723,0.8234434,0.9372091,1.1049592,1.0328417,0.87137157,0.8959629,1.2584412,1.054039,0.9228369,1.0741957,0.3523144,0.9398151,0.99878854,0.90933883,1.0348976,1.0574582,0.5919151,0.74044985,0.96942216,0.8972355,1.0607611,0.56821114,0.9017112,1.0514622,1.0429944,1.0267634,1.1339675,1.1579385,1.0696208,0.92469203,1.1056229,0.9482422,0.8889861,1.1630013,0.72116035,0.0,0.90708035,1.1668035,0.9699893,1.0284513,0.9119954,1.0948056,0.9532045,0.85964066,0.9644091,1.1220318,1.094044,1.100952,1.146067,1.1637158,0.9914611,0.77023596,1.1464945,0.85140485,1.2157875,1.0137267,1.0256516,0.7310628,1.0801257,0.96966845,1.1518564,0.98552525,0.7666333,1.2201052,1.0788778,0.5652436,0.9180869,0.99787945,0.97009873,1.2226908,0.73929024,0.52294827,1.011736,0.91856056,1.1066554,0.958135,1.1947746,1.1694287,1.0392482,0.837548,1.2581918
orange,1.1543777,0.9216631,1.3725753,1.1533248,0.62054074,0.94959253,0.9618689,1.2781413,1.4667038,0.6025742,1.4485509,1.415077,1.0295627,1.4323839,0.6028261,0.5639883,0.6999177,1.2388296,0.9740948,0.6735729,0.87184113,0.50995463,0.84446895,0.99171114,1.2213403,0.9287056,0.7239439,1.2492255,1.1979206,1.1371924,1.4658995,1.1309415,0.4153089,1.4192123,0.46549916,1.3271261,1.149108,1.2041482,1.0739353,0.9191754,1.3163424,1.0097002,0.574552,0.5094339,0.5162103,1.0014515,1.2778105,0.57506853,1.1663657,0.6845391,1.1731472,1.1191595,1.2411624,0.7248025,1.2608011,1.2871282,1.0228841,0.6751003,0.7013223,1.2171569,1.1686481,1.1421969,0.57242143,0.60026324,0.73613226,0.5614333,0.90708035,0.0,1.4402397,0.7658294,1.2466801,1.0709474,1.1120769,0.43174225,0.5084337,1.2739387,0.85018593,0.74146557,0.5890471,1.1632056,1.1766397,0.8593613,1.0234653,1.3188801,0.82192063,1.2223566,1.1451569,1.2867078,1.2130144,1.1487767,1.1947727,1.2012676,0.93637633,0.63188094,1.1816366,0.65779716,0.9429198,0.611338,1.3699607,1.3336716,1.4092586,0.74520427,0.7880622,0.91777265,1.1662415,0.6131685,0.6336582,0.8838174,1.2518759,0.59161544,0.5152229,1.2170231
oven,0.95074177,1.1362303,0.7545633,0.95551735,1.3712066,1.0800287,0.79636747,0.7203112,0.6093284,1.2805209,0.5548794,0.76088816,0.9769341,0.68026614,1.2490541,1.2570653,1.2298297,0.5450618,1.0718827,1.3946052,1.0662051,1.249929,1.1352961,1.1433723,1.0231595,1.0517598,1.2664136,0.76517206,0.82705617,0.92885715,0.58632815,1.0123352,1.4944254,0.54558694,1.2833481,0.6834522,0.8185545,0.8234982,0.9053192,1.2647493,0.8000004,1.1290293,1.381479,1.4179394,1.4359152,1.0582057,0.8883483,1.4779942,0.89175653,1.2065151,0.93770456,0.888724,1.0327297,1.3861685,0.92785794,0.9127278,0.7305201,1.3753309,1.3154517,0.9752415,1.0075322,0.82935464,1.383641,1.4097759,1.2258162,1.292741,1.1668035,1.4402397,0.0,1.0355365,0.61017567,0.7856128,0.93581676,1.5063508,1.4351988,0.8607005,1.0101997,1.1452346,1.3536807,0.9330092,0.72086924,0.9830307,1.0085713,0.49691707,1.1989758,0.8435247,0.97368026,0.77806854,0.9801422,0.68775195,0.9620974,0.9511932,1.0882114,1.425158,0.8870879,1.3051298,1.0879176,1.3790288,0.66419375,0.7247804,0.5250567,1.2234973,1.362991,0.8597575,0.9562876,1.1951718,1.2216837,1.0203389,0.7608316,1.3140103,1.3808267,0.81911385
owl,0.9140901,0.8322315,1.11143,0.9163341,0.8482362,0.9457294,1.0811795,1.0907515,1.1469871,0.8218405,1.1272157,1.1600407,1.0423919,1.1304543,1.0300043,1.0674145,1.2014045,0.9421975,1.0136671,1.0164224,1.1219251,0.85662353,1.0690231,0.8696717,1.1918565,1.241607,0.8704015,1.0856632,1.0857708,1.0398567,1.2078459,1.0448823,0.9439228,1.117617,1.0394236,1.0528868,0.9734394,1.2394335,0.9575968,0.96020716,1.1600602,1.0026412,0.7768005,1.0050343,1.0597054,0.78138787,1.0846993,1.0407795,1.0286838,0.7114465,1.0571132,1.0366518,1.0258876,0.9507806,0.9736786,1.1665244,0.8609878,1.1639203,1.0920925,1.0116736,0.9352057,0.9866085,1.021829,0.957225,1.1755227,0.8816912,0.9699893,0.7658294,1.0355365,0.0,0.9609947,0.90881705,1.1499085,1.0414494,1.0392836,0.9114172,0.9727473,1.0889752,1.0860006,0.941807,1.1418384,1.0228199,1.017367,1.2132335,0.9595514,1.1918339,1.0990249,1.1785254,1.1000805,0.83739024,1.1429216,1.120903,1.0739295,0.9786261,0.9436503,0.8056525,1.0000168,1.1173936,1.0484129,1.1388646,1.1344959,0.7103286,1.0215396,0.6373489,0.9742432,1.155517,0.8054073,1.0488361,1.0178777,1.0708462,0.945645,1.1349033
