,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scarf,0.938944,0.9125881,1.2356248,0.8475396,1.1369612,1.0954878,1.1189826,0.8728615,1.0453413,0.8313222,1.0986536,0.98864335,0.61020863,1.104543,0.6157943,0.9956323,1.1353747,1.1430329,1.3194747,1.0151371,1.1677283,1.098572,1.1119342,0.89510876,1.1562093,0.897548,0.85985726,0.8689973,1.2296305,0.84237885,0.8487731,0.95508873,0.8813774,0.9681635,1.1946644,0.8446904,1.2433245,1.16824,0.8857265,0.64922833,0.9069206,1.0786886,0.43334055,1.0945002,0.9289121,1.2154673,0.95075804,0.9419018,1.0877421,0.98803324,1.1470286,1.038929,0.8560642,1.164661,1.014985,1.0130657,1.025697,1.0233985,0.8169899,1.0198451,1.1367066,0.862288,1.1391534,0.92923003,1.0298507,1.1523138,0.9199508,0.9947034,0.8053286,1.0126456,0.66890705,1.1648996,0.8339039,1.2389077,0.7314137,0.97155154,1.0640047,0.70848155,1.1809295,1.190268,0.9964782,0.9698158,1.0773122,1.143837,1.0701237,0.9043452,0.5423084,0.592962,0.9843473,1.1510191,1.1823407,1.1713339,0.7370531,1.1519699,1.1180348,1.3167733,1.1191133,1.0445498,0.76681113,1.2425935,1.032308,0.98354846,1.0094346,0.8990112,0.0,1.1463921,0.6517261,0.9515907,0.5751735,1.1001288,1.0189573,1.156668,1.0076945,1.1423175,0.9486486,1.1969682,0.8448311,1.1419938,1.2308098,1.1081225,0.9343667,1.0649316,0.7599878,0.6721225,0.9793768,1.0161291,1.323032,1.0433122,1.098624,1.0217681,0.9465674,1.1126105,1.2413696,1.0468562,1.1748831,0.9596953,1.2082698,0.9513721
scissors,0.6801104,1.1910305,1.3363433,0.68777275,1.150804,1.1750162,1.2823887,1.1675612,0.74258006,0.7278013,1.3981116,0.7600615,0.96624154,1.3785181,0.8039374,0.7798294,1.1478006,1.4819114,1.1829761,1.0318592,1.2921314,0.846105,1.1678631,1.4311824,1.1376629,1.0610837,1.0715598,0.9669866,1.366509,0.8581148,1.0357828,0.7565224,0.7973884,1.1015182,1.3327646,0.72049874,1.3894943,1.0616181,0.8644253,0.9692003,0.9339398,0.9614009,0.9433688,1.0672789,1.0309478,1.3781058,0.8583473,0.8355951,1.3139396,0.8888793,1.2758106,1.1528347,0.9726758,1.2789236,1.0177528,1.0785608,0.65666455,1.2539246,1.2637968,0.8895353,1.2836815,0.8909998,1.2261529,0.77314776,1.5285168,0.6718179,0.80406004,0.27725863,0.69739467,1.1490247,0.82601166,0.29855788,0.91964114,1.3335748,0.9626835,0.8086354,0.94695944,0.88291174,0.275203,1.376798,1.5024097,1.4980347,1.3143234,1.3003783,1.1235181,1.050351,0.77529424,0.83370143,0.92945784,1.271368,1.2086862,1.024128,1.337409,1.1388633,1.0488024,1.1950469,1.1534455,0.94977075,0.9015274,1.2145885,1.0942727,0.92738974,1.0467386,0.81845003,1.1463921,0.0,0.8262176,0.86142975,1.203604,0.26677763,0.92221147,0.7087341,0.7416209,1.420926,1.1432179,1.3855498,1.1911223,1.0419606,1.0837978,0.15204394,0.9355182,1.1892573,0.8727278,0.97684485,0.5834884,0.5694036,1.1277981,1.4169738,1.26415,0.5365838,1.524446,1.0449609,0.84559596,0.88852274,1.1519723,0.55215573,1.3158436,0.9808507
shirt,0.60298675,1.1828674,1.4296585,0.38112223,1.260315,1.2757962,1.2167431,1.2485459,0.64109373,0.33061242,1.347964,0.8730422,0.48512518,1.4203417,0.32109845,1.0862199,1.3207443,1.5153763,1.5376143,1.0918447,1.417957,1.3136722,1.4600611,1.3221787,1.3396091,0.9295283,0.6335918,1.0038837,1.4102592,0.48980623,0.7451947,0.61511064,0.38992512,1.1287723,1.469686,0.6418395,1.5567853,1.2766225,0.44155878,0.7258662,0.750389,1.1102501,0.56490934,1.2713901,0.7834701,1.3801405,0.5859935,0.4243369,1.1139,0.9128828,1.3951244,1.213236,0.84574354,1.4636881,1.1535943,1.0076329,0.7911611,1.0474792,1.1546174,0.72117996,1.44264,0.5255297,1.1975186,0.64849263,1.3781124,0.7956418,0.59151256,0.85221326,0.35071194,1.3380196,0.22083616,0.96911365,0.97580427,1.5439025,0.6736653,0.65551883,1.0686281,0.6235918,0.88388723,1.3209817,1.4589145,1.2790126,1.2279841,1.3300271,1.2164984,0.7605475,0.23001063,0.32614326,0.9227752,1.4666986,1.4408567,1.2897234,0.85906875,1.327114,1.2181624,1.5547839,1.2728643,1.2687805,0.9009974,1.4055653,1.24454,0.8669098,0.9920356,0.8720813,0.6517261,0.8262176,0.0,1.0298446,0.78033394,1.0927943,0.68086964,0.9343348,0.96374077,1.4761305,0.96605414,1.4476388,1.1189659,1.2289025,1.5735343,0.9010538,1.1948606,1.1533902,0.8576784,0.30941665,0.74487895,0.6222014,1.5050131,1.2270542,1.1287435,0.8508124,1.4400468,1.4044957,1.1988249,0.84637135,1.2934899,0.8800968,1.4789394,0.7648785
shoe,0.9550812,0.6807796,1.1529362,0.9913102,0.98663235,1.0767624,1.0433167,0.71041954,1.0732918,0.9792308,1.0520592,1.0164956,0.90841776,1.1462601,0.89483905,0.9533264,0.8316555,1.166509,1.1081074,0.80449414,0.99562,1.0053551,0.9702451,1.0796462,0.94837946,1.1174725,1.1341885,0.9793669,1.1948301,1.0752078,1.1971238,0.9380685,0.9834844,0.94069844,1.1693009,0.9438478,1.162736,0.97622675,1.018992,0.9095029,1.1513654,0.9891349,1.0336939,0.9791737,0.9924105,1.2391771,1.1237695,1.0098199,1.0701016,0.94088614,1.1173565,0.9750204,0.567654,1.1738037,0.88706464,1.0902805,0.99855214,1.0630491,0.7125713,1.0134658,1.0049115,1.0305947,1.1245267,0.862479,1.1255596,1.0132624,0.9815968,0.9124985,1.0276759,0.9327472,0.9380269,0.9238513,0.95783544,1.160081,0.8717036,1.015973,0.98940986,0.7539396,0.95123774,1.2415969,1.1532526,1.1530292,1.1384727,1.1006911,1.072083,1.0495807,0.9528997,0.9321259,0.8977208,1.1212049,1.1041563,0.8764567,0.95920956,0.94327855,1.0406085,1.065131,1.1139565,0.96200824,0.5444517,0.9470817,1.0165081,1.1812017,0.9778739,0.99261373,0.9515907,0.86142975,1.0298446,0.0,0.8423839,0.99789625,1.1241322,1.0232185,0.9806917,0.9662422,1.0758677,1.1606884,0.86460805,0.9750594,1.062369,0.97701925,1.0402281,0.9517415,0.6824963,1.0571111,1.0904498,1.0347252,1.0558244,0.9844524,1.0703336,0.87308335,1.1550051,0.8348681,0.91421074,1.1700654,0.9190194,0.88921726,1.0533704,1.2239621
shorts,1.1015607,0.7954151,1.1111538,0.9106395,1.093656,1.0743123,1.12192,0.87755585,1.1726767,0.9688803,0.8165168,0.9704923,0.77571994,0.95270836,0.82260334,0.9288738,1.0526593,1.040475,1.1252427,0.9436438,1.120103,1.0084354,0.9319961,0.7496464,0.97634006,0.9638343,0.9756144,0.77377385,1.153102,1.0104045,0.977629,1.1387649,0.93641186,1.0854903,1.1099342,1.0046663,1.0853841,1.107775,0.9620477,0.7613422,1.0371437,0.9847778,0.8097069,1.1083786,0.9415429,1.130275,0.9229,1.0460538,0.92883307,1.1370896,1.203106,1.099012,0.82586515,1.0322522,1.1571474,1.0681229,1.1475701,0.9088731,0.70821273,1.142806,1.1940736,1.0701647,1.0751151,1.0015234,0.87158227,1.2156368,1.0072978,1.102034,0.8856809,0.88684064,0.6782794,1.2008926,0.81330705,1.1108471,0.7530513,1.0308511,1.10533,0.8615439,1.1458306,1.13684,0.8931774,0.84164405,0.9656352,1.083973,0.9739059,1.0662599,0.7103424,0.5796982,1.0467701,1.0571083,1.0654387,1.0897065,0.6854701,1.1237552,1.0545297,1.1609358,1.0438734,1.1151567,0.8170143,1.0337441,0.9552082,1.0563074,1.0107918,1.1792405,0.5751735,1.203604,0.78033394,0.8423839,0.0,1.0204009,1.0415409,1.1551905,1.0939298,0.943524,1.0616614,1.1137854,0.7532048,1.0293862,1.0918738,1.1222577,0.7520366,1.0581267,0.80907595,0.70904803,0.95544326,1.1671199,1.179058,0.8938638,1.1463546,1.1464447,0.88964844,1.1452383,1.2059224,1.091614,1.0300305,0.9672949,1.0546628,1.0919322
shovel,0.8813928,1.0553938,1.1931022,0.8751837,1.2091312,1.1532955,1.2298915,1.0463818,0.9428781,1.0534438,1.1904402,0.6994485,1.1485322,1.1171665,1.0637314,0.69531834,1.0613776,1.232573,1.000274,1.0805795,1.126103,0.5715386,0.9184872,1.1411535,0.9513549,0.9793186,1.2252252,0.8195101,1.2412372,1.0719264,1.121062,0.93164057,1.0823451,1.091768,1.0936675,0.9026278,1.1570364,0.9124019,1.1260074,1.010151,1.0376889,1.0120802,1.0774056,1.0366795,1.1599444,1.2222521,0.99254304,1.0656687,1.239042,1.0007756,1.1374738,1.1226206,1.0163752,0.9821284,1.0726947,1.0639051,0.8642082,1.1920557,1.1755146,1.0881268,1.268343,1.0936072,1.1206926,0.98672646,1.293022,0.8929944,0.9667438,0.4203354,1.0775417,1.0222187,1.0624881,0.45361674,0.7841683,1.08311,1.0252852,0.8918399,1.020698,1.0983199,0.38981384,1.2848415,1.1776912,1.2124231,1.2759689,1.2383751,1.0264857,1.2068675,1.0330454,0.98949015,0.97516894,0.9801294,0.932476,1.046401,1.2490417,1.0477664,0.89750487,0.98234135,1.0763961,0.82761985,1.0364574,1.1192571,1.020398,0.96839285,1.0296752,0.944442,1.1001288,0.26677763,1.0927943,0.99789625,1.0204009,0.0,1.0856403,0.76350725,0.7968769,1.1573052,1.1756192,1.222116,1.0514758,0.93381983,0.75068724,0.21499956,0.5632923,1.2001367,0.95717704,1.1203948,0.5468612,0.8494524,1.1081947,1.2509234,1.2718716,0.66118884,1.1978195,1.0922213,0.88507,0.92296815,0.99772084,0.640243,1.1844712,1.0332229
shower,0.8150954,1.3109585,1.3575579,0.8068968,1.270276,1.2676504,1.2539694,1.0491501,0.30641007,0.5226161,1.2357105,0.73609626,0.84715366,1.2388297,0.5562053,1.0667512,1.2695739,1.2679617,1.3018727,1.021363,1.3657763,1.2165923,1.2145804,1.0461679,1.2320441,1.0681953,0.46133578,0.902519,1.2292298,0.3709345,0.95282644,0.57734317,0.5780124,1.0891243,1.273001,0.58890575,1.2740042,1.0990558,0.6103424,1.0282911,0.36848193,0.8964495,0.70941865,1.2266092,0.968878,1.329365,0.8642254,0.9021148,1.1768665,0.92533696,1.3158666,1.2263904,0.9825835,1.2267431,1.2361662,0.7333566,0.88684464,1.1079746,1.2810587,0.63275766,1.397898,0.8841132,1.2543223,0.98545694,1.2952193,0.7041827,0.8203553,0.82163775,0.6793816,1.2217124,0.62078804,0.9933754,0.86418426,1.1962304,0.84445006,1.0053535,1.2452066,1.0203707,0.89023125,1.2190546,1.162739,1.1384575,1.144881,1.327656,0.89939535,0.60582346,0.6470347,0.6333238,0.8596604,1.2643304,1.2657197,1.1915966,0.93915284,1.3144825,1.0129912,1.3479736,1.2292728,1.2413957,1.0248766,1.1857013,1.1694176,0.61600643,0.74346155,0.9649255,1.0189573,0.92221147,0.68086964,1.1241322,1.0415409,1.0856403,0.0,0.7699364,0.9536519,1.2906984,0.66622007,1.2820929,1.1907125,1.2122877,1.3469194,0.9521369,1.1217285,1.2563847,0.957505,0.6433494,0.8698128,0.64090484,1.3419955,1.2466674,1.173785,1.0714111,1.1774542,1.35298,1.0828565,0.89013124,1.193449,0.7835301,1.2805119,0.6697433
sink,0.83586365,1.2675126,1.3006192,0.92837524,1.2228931,1.1529838,1.2099442,0.9829045,0.52594143,0.8185984,1.2053275,0.79718435,0.9718357,1.2626605,0.832501,0.7852961,1.0007305,1.2774,0.7407445,0.84831345,1.155375,1.0580509,0.84830153,1.0512877,1.1984724,1.131171,0.95930356,0.9480522,1.2337301,0.82086444,1.1029084,0.7027625,0.8409694,0.94651544,1.2726657,0.75716347,1.07735,0.64206475,1.0132906,1.131906,0.7625612,0.69041777,1.0230259,1.114082,1.064701,1.2439307,1.0909961,0.9741625,1.2433555,1.0139945,1.1617651,1.2042526,1.034712,1.2408599,1.1374972,1.0276862,0.7217424,1.1911012,1.2183051,0.91504043,1.2642425,1.0138232,1.166039,0.8910837,1.3701932,0.7085129,1.0032073,0.7870871,0.9094756,1.0158112,0.9432422,0.6650131,1.0564619,1.1716433,1.1137568,0.7109782,0.8609853,0.97672904,0.84257126,1.3159566,1.2151762,1.2727317,1.2143933,1.1528049,0.7363835,1.0493574,0.92493165,0.91471845,0.6375494,1.1813298,1.1529473,1.0794877,1.0024412,1.0689842,0.9971335,0.8726802,1.2215269,1.0204272,0.9489093,1.0223131,0.93217576,0.6368644,0.9774355,0.92646635,1.156668,0.7087341,0.9343348,1.0232185,1.1551905,0.76350725,0.7699364,0.0,0.86550766,1.3350139,1.0268252,1.2881552,1.1320058,0.8149035,1.0889374,0.7752671,1.1219158,1.0327863,0.9150556,1.008498,0.90537745,0.63156646,1.0560863,1.3431532,1.0844843,0.8217609,1.288185,1.2116656,0.581247,1.0602841,1.2340258,0.7800395,1.2943711,0.9289055
slide,0.74364316,1.1120943,1.2068257,0.9435535,1.2380071,1.2375221,1.1231766,1.0055013,0.84372044,0.81172234,1.3130804,0.59552395,0.89255124,1.2030729,0.84413874,0.33234715,1.0127786,1.2997069,1.1394866,1.0192524,1.1706891,1.1202096,0.97932607,1.1463727,1.0122803,1.152088,1.0771486,0.81039107,1.3157516,0.8795519,0.979295,0.84183013,0.8141377,1.0472689,1.2275763,0.67501235,1.2396425,1.0313983,1.0115025,0.9814113,0.94643277,1.0651104,0.98661953,0.9503742,1.1558931,1.3030589,0.9370218,0.9688024,1.3327947,0.77949905,1.1284455,0.95761126,1.0856749,1.2618423,0.97604924,0.93267447,0.8970447,1.3124807,1.2824414,0.95449007,1.1531833,0.96248,1.1964495,1.106509,1.3325474,0.8554021,0.8702406,0.7236801,0.87546504,1.0883996,0.95148516,0.95976776,0.7344135,1.2933478,1.0812526,0.93847287,0.9294317,1.0250399,0.7538982,1.2579454,1.2806821,1.3415041,1.2793593,1.1302091,1.0477135,0.9273783,0.9159229,0.95146286,1.0074966,1.2438998,1.2470833,1.0042553,1.1469479,1.0409701,0.86395407,1.1774907,1.1301069,0.8041313,0.9773558,1.1526796,1.0430628,0.90106714,0.8854329,0.8527922,1.0076945,0.7416209,0.96374077,0.9806917,1.0939298,0.7968769,0.9536519,0.86550766,0.0,1.2921774,0.9945774,1.2043161,1.129002,1.0178994,1.242214,0.70012546,0.92335385,1.0853848,0.8225588,0.958602,0.70753986,0.6305542,1.1296021,1.3582495,1.1942322,0.8989271,1.2735112,0.7745465,0.835089,0.7092574,1.0529091,0.90037966,1.3140479,0.7863119
slipper,1.5210879,0.6827625,0.52616364,1.4714892,0.7804282,0.7692151,0.62370086,0.993942,1.4809127,1.5868906,0.2927128,1.3604455,1.3097708,0.3761003,1.5470089,1.1627264,0.832973,0.20405948,0.6522608,1.2081437,0.71317977,0.88083285,0.74108016,0.5685847,0.73966867,0.82995033,1.1446759,1.0797002,0.37332714,1.4756472,1.0632677,1.3762344,1.539774,1.1363711,0.20900214,1.585295,0.3543042,0.8475687,1.3146671,1.240267,1.3695159,1.1346359,1.3249764,0.97721916,0.8496666,0.4012642,1.1939057,1.3164728,0.41471887,1.2717874,0.4951296,0.94318104,0.9752325,0.29371744,1.0427947,1.0388397,1.4887829,0.41063762,0.54364514,1.2858342,0.46466947,1.2925218,0.5895435,1.225129,0.19449365,1.4042809,1.326361,1.4035095,1.4512025,0.86049443,1.3513037,1.2812788,1.1835071,0.35825765,1.0524491,1.3360344,1.2799925,1.3602252,1.2944615,0.2401793,0.36265892,0.19900155,0.5118543,0.77674335,1.0535501,1.1855521,1.517674,1.4238659,1.2966838,0.31224525,0.34100783,0.9387551,0.9262463,0.9132756,1.1245279,0.61152256,0.7678696,1.1504399,1.2303627,0.6906712,1.0600138,1.3410681,1.0784798,1.4121516,1.1423175,1.420926,1.4761305,0.9662422,0.943524,1.1573052,1.2906984,1.3350139,1.2921774,0.0,1.0124667,0.2806219,0.7175396,1.1135648,0.43852806,1.309208,1.0183017,0.9129603,1.2920172,1.2624118,1.3935091,1.6912785,0.6015232,0.24688983,0.5790053,1.3227395,0.29732507,0.75995797,1.2658997,1.3149002,0.77946186,1.3139248,0.14513159,1.343821
snow,1.0275319,1.1545705,1.0511322,1.043451,1.179421,1.151713,1.034453,1.0364184,0.80002016,0.92872363,0.94571966,1.0771817,0.9778011,1.0531055,0.85008836,1.0859677,1.2314919,1.0947653,1.1398058,1.2306648,1.1217811,1.1632038,1.167443,1.1333355,1.1250651,1.0757735,0.4276796,1.2216927,1.023057,0.866258,0.96341884,0.80756867,1.0548103,0.8161547,1.0306222,1.0767381,1.1057558,1.0570188,0.8352231,1.2470362,0.9507599,1.184058,1.0167183,1.1210288,0.9644407,1.0985302,0.88343537,1.0997496,0.98788387,0.9361597,1.0473458,1.1015654,1.0572919,1.0188605,1.1042439,0.27181935,0.9100158,0.9798407,1.0900627,0.5646956,1.1281364,0.98874974,1.0803216,1.0777891,1.0479105,0.95171314,0.7646861,0.97462845,0.88110435,1.1400261,0.9571134,1.1592524,1.1603296,1.0601606,0.844342,0.9737671,1.2208571,1.141938,1.0710753,1.0041354,0.9866458,0.88529557,0.9699467,1.158458,1.1501219,0.3351674,0.9994161,1.0388625,1.0887526,1.0293763,1.0655112,1.1065649,1.0242715,1.1204784,1.054673,1.1758106,1.1125574,1.0224636,1.1184968,1.1749603,1.0496823,1.078263,0.40426648,1.010777,0.9486486,1.1432179,0.96605414,1.0758677,1.0616614,1.1756192,0.66622007,1.0268252,0.9945774,1.0124667,0.0,1.084897,1.0787354,1.0461707,1.1629361,1.099292,1.0146232,1.1848837,1.2228469,0.7486367,1.092955,1.072802,1.122754,1.0290818,0.9817628,1.1551859,0.9894069,1.204517,1.1429691,0.91357577,1.0885631,1.242506,1.0709816,0.9344802
soap,1.4782687,0.85461867,0.44210553,1.4780806,0.63896316,0.6228021,0.6207701,0.948974,1.4742886,1.552297,0.49395037,1.343553,1.3144733,0.4206816,1.5591507,1.1737497,0.78839016,0.23922634,0.57179487,1.1048806,0.6526099,0.8846284,0.69545895,0.6557923,0.8059381,0.89289975,1.2852018,1.1327376,0.3789311,1.402769,1.0695771,1.425812,1.4698637,1.0354545,0.28859353,1.5064749,0.31682217,0.8677481,1.4144169,1.2936301,1.328996,1.0889108,1.3262209,0.92558044,1.0084012,0.25011486,1.2611781,1.2562423,0.5779338,1.2035327,0.50616777,0.8679143,1.1875561,0.40198827,1.0362083,1.0699363,1.4217387,0.63958776,0.7484243,1.3222224,0.38417435,1.3242044,0.5562251,1.2842984,0.35622692,1.2860835,1.3916452,1.3783133,1.4229844,0.8122715,1.4342034,1.2077572,1.2213829,0.41132575,1.2107238,1.2762244,1.0598662,1.3232427,1.2890614,0.2861132,0.3975531,0.4140395,0.57019645,0.5549625,1.0012902,1.2763453,1.519358,1.4832323,1.2252599,0.43750948,0.46071935,0.94103664,0.9557219,0.8235068,1.13876,0.5610956,0.70952535,0.966821,1.2155073,0.66929746,1.0329065,1.2851117,1.1762397,1.3460314,1.1969682,1.3855498,1.4476388,1.1606884,1.1137854,1.222116,1.2820929,1.2881552,1.2043161,0.2806219,1.084897,0.0,0.84096277,0.9810795,0.47967422,1.3037001,1.0723928,0.7875254,1.2971808,1.3130206,1.3640759,1.5527738,0.5006701,0.4840299,0.6484655,1.321615,0.3610425,0.6417684,1.0732814,1.2633058,0.8118119,1.3219941,0.2779318,1.3144889
sock,1.2228951,0.64420336,0.93178314,0.9377912,0.94881004,0.8552952,0.9092343,0.9302064,1.1828191,1.1569198,0.6074688,1.1370934,0.79845786,0.9516927,1.0663208,1.0020152,0.7871495,0.753618,0.8636016,0.96079594,0.85453534,0.8326911,0.8390867,0.7269561,1.0069036,0.64759994,1.1208692,0.9673038,0.92157525,1.2785671,1.2277826,1.2407122,1.167291,0.9935716,0.68125075,1.2228128,0.74204814,1.0518446,1.1878563,0.8866615,1.1547711,0.98562163,1.1419501,1.0242383,1.048009,0.8336375,1.0396546,1.3025078,0.694553,1.1249044,0.7761649,1.0430918,0.82343936,0.8223499,1.0222758,1.0857453,1.2773498,0.981261,0.36209953,1.229299,0.7165775,1.2833358,0.89590544,0.9800572,0.80143106,1.2720668,1.3024095,1.2307199,1.1952522,0.84937567,1.0118723,1.0664635,1.049402,0.84483397,0.98457175,1.1537433,1.0063429,0.9358766,1.2658372,0.87072843,0.5660168,0.744087,0.882324,0.89232206,0.9435327,1.1663882,1.0154264,1.0622365,0.79491466,0.6546695,0.6553722,0.9825028,0.6796024,0.94808143,1.179076,0.8512384,1.0479153,1.1067458,1.0201373,0.81483644,1.0060766,1.170778,1.1152384,1.1910138,0.8448311,1.1911223,1.1189659,0.86460805,0.7532048,1.0514758,1.1907125,1.1320058,1.129002,0.7175396,1.0787354,0.84096277,0.0,1.0503732,0.8022808,1.1643742,1.0117805,0.9980541,1.0217097,1.0573591,1.2449901,1.2962141,0.8338304,0.6720999,0.8662401,0.8684666,0.61150074,0.8204473,0.992732,1.3060068,0.9743061,1.1160257,0.77624995,1.2300828
soup,1.1664927,0.8818583,0.8987001,1.1192007,0.9705993,0.97137535,1.053622,0.8828502,1.2162014,1.2237049,1.0812615,1.1536689,1.2038395,0.9756786,1.2513802,0.9236613,0.9388086,1.0281283,0.5224947,0.9638459,0.6605714,0.92835593,0.755535,1.0863655,0.860775,1.1938443,1.3013587,1.1936196,0.95560515,1.136038,1.072232,1.2388828,1.220133,0.65959626,1.079793,1.2185916,0.83950293,0.6769035,1.2780836,1.1323026,1.1539258,1.0875298,1.1776131,0.8539294,1.1746852,0.8889453,1.1394153,1.0527993,1.1890377,1.0649983,1.0925201,0.9894926,1.135227,1.0542889,0.9923078,1.0456139,0.9651742,1.1820326,1.1635258,1.1026063,1.0249295,1.1391025,1.0510563,1.1424439,1.1168745,1.0074269,1.1449009,1.0544164,1.1773558,0.82537574,1.3517457,1.0180073,1.1090047,1.0141828,1.2085446,0.9438972,0.74167925,1.2100655,1.0138123,1.082416,0.9929671,1.1792964,1.1276869,0.7927958,0.8829574,1.1439022,1.1869277,1.2401642,1.0322974,1.0873599,1.0763408,0.8265648,1.1835923,0.61544466,0.8563147,0.5941994,0.96048033,0.74961185,1.0449727,0.9236856,0.6872448,1.0402005,1.0836797,1.0969448,1.1419938,1.0419606,1.2289025,0.9750594,1.0293862,0.93381983,1.2122877,0.8149035,1.0178994,1.1135648,1.0461707,0.9810795,1.0503732,0.0,0.8224859,0.9983322,0.86310387,0.9114435,1.1355073,1.3090569,1.0483605,1.0579203,0.76556253,1.1683227,1.0891689,1.0928812,1.0621731,0.9789268,0.76101846,0.9434271,0.8584255,1.1748278,1.1110477,1.1650908
spoon,1.4626303,0.75398976,0.60065997,1.4501309,0.76913434,0.7207891,0.8740319,0.92358327,1.4652975,1.6236916,0.5405679,1.3106365,1.3965436,0.49898946,1.6250976,1.1047893,0.766586,0.413458,0.521617,1.1271656,0.65654105,0.3842982,0.67187494,0.75669163,0.7271026,1.0063479,1.4093369,1.0919353,0.54891884,1.4859934,1.1779256,1.445166,1.5833374,1.0849644,0.3519702,1.47168,0.39901292,0.6429317,1.5008245,1.2888894,1.3495913,1.0716727,1.370099,0.7982799,1.1613655,0.539913,1.2879143,1.3505816,0.8050892,1.1545306,0.5781584,0.88732827,1.2267,0.2834909,0.96886957,1.1445036,1.2308952,0.80392873,0.7883138,1.4147763,0.58964413,1.4035254,0.7316259,1.2716894,0.57181096,1.2495015,1.3737574,1.1427393,1.474328,0.64819795,1.5600687,0.81459284,1.1340818,0.37414587,1.2400389,1.224261,1.1839551,1.4401231,1.1137943,0.5974346,0.5110966,0.5952602,0.8241623,0.823982,0.92293036,1.3957883,1.5668724,1.5355631,1.1865019,0.32925946,0.31406617,0.79223114,1.1794363,0.7773061,0.92177564,0.3742056,0.7057315,0.98974574,1.2373985,0.67831385,0.8848421,1.2281818,1.2443372,1.2106785,1.2308098,1.0837978,1.5735343,1.062369,1.0918738,0.75068724,1.3469194,1.0889374,1.242214,0.43852806,1.1629361,0.47967422,0.8022808,0.8224859,0.0,1.0571527,0.7373714,0.9384986,1.1967235,1.4190232,1.1891806,1.4713094,0.6383467,0.71816814,0.89473593,1.0564916,0.5080325,0.81314826,0.9256058,1.2684002,0.7424083,1.1076531,0.46600163,1.3125727
sprinkler,0.7386155,1.111484,1.2553554,0.76026607,1.2067811,1.1700212,1.2696291,1.1759264,0.8467036,0.8350054,1.3588965,0.7575411,1.0600393,1.2516432,0.92058724,0.70509285,1.2102702,1.3594049,1.1236767,1.1529837,1.2530997,0.8863075,1.0423814,1.3402171,1.0176396,1.0814897,1.0816371,0.98747814,1.281033,0.94650304,0.99884146,0.84007084,0.9174591,1.1308857,1.2742488,0.8222067,1.2759511,1.045604,0.9208145,1.0251734,1.0128014,1.122766,1.0064133,1.0321395,1.068547,1.2690004,0.81336784,0.889229,1.2945213,0.9090975,1.2113199,1.1104996,0.99620706,1.1960906,1.0728384,1.012203,0.77508044,1.2246609,1.283102,0.94028133,1.3140357,0.95554054,1.1966801,0.9380831,1.4236208,0.69977105,0.8220669,0.38247186,0.83931595,1.1055576,0.9191403,0.54807967,0.87065446,1.2370439,0.9246652,0.81367,1.0058925,1.0064644,0.2182731,1.2828499,1.3730458,1.3917089,1.2741766,1.2637336,1.1514204,1.066884,0.86529076,0.88487756,1.0700346,1.2391126,1.2015365,1.0350024,1.3545349,1.1099935,0.9400307,1.1525499,1.0684682,0.8896555,1.0619848,1.2532666,1.080637,1.0011878,0.98998886,0.91360414,1.1081225,0.15204394,0.9010538,0.97701925,1.1222577,0.21499956,0.9521369,0.7752671,0.70012546,1.309208,1.099292,1.3037001,1.1643742,0.9983322,1.0571527,0.0,0.8160873,1.2020768,1.0011142,0.9940492,0.5421148,0.7094115,1.1405306,1.3296802,1.2451482,0.7014754,1.3933085,1.0943108,0.9741753,0.78551084,1.0371659,0.74058163,1.2926344,0.97017866
