,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
sprinkler,0.8324264,1.1753135,1.0020431,0.96451724,0.7688399,0.76232517,0.76407015,1.2335206,0.8556067,1.0361543,1.037945,1.3331838,1.0142839,1.0004163,0.94624066,1.1015024,0.68989885,1.0981362,1.0313747,1.0083499,0.8704798,1.030564,0.8847509,0.95397574,1.1432695,1.2140831,1.0661472,1.0550796,1.1874795,1.2649617,0.9206526,1.0374308,1.160768,0.7701322,0.94802207,1.0515954,1.1574315,1.0819052,0.8920264,1.1384273,0.99181885,1.0993152,0.76125,1.0715234,0.94553894,1.1013559,0.9226132,1.1180227,0.98874915,1.0866252,0.9751156,1.2211535,0.8771219,0.9824205,1.0840816,1.230282,0.939767,0.5304574,1.1795036,1.108381,0.9910429,0.658231,1.1265488,0.91653043,0.96258926,1.2959261,1.0705942,0.64526415,1.0613245,0.74733233,1.0833714,1.0580202,1.1642187,1.000473,1.0268707,1.2146282,0.7019639,0.80514634,0.7947626,0.9744112,1.1425574,1.066512,1.2047218,1.2485964,1.2225537,1.0962392,1.0514369,0.9748052,0.9505923,1.0179023,1.1558653,0.9064443,1.0213202,1.1973835,1.1600783,1.0532557,0.8361319,1.0406574,1.2105691,1.0369503,1.0074984,0.8947515,0.72675467,1.0438251,1.0453454,1.1230654,1.0661714,1.0300293,1.0216413,0.85144675,1.1143851,0.78301185,1.0783979,0.88828415,1.1466674,0.72744733,1.0320371,0.82529616,1.0090176,1.2501504,0.99139065,1.2091635,1.1271099,0.88035446,0.9651102,0.0,0.82621855,1.1833405,1.0946782,1.0460465,0.797333,0.8450502,1.0377235,1.2237209,1.2209327,0.44212246,1.2322947,0.7371894,0.7973449,1.0720178,0.87739486,1.0310374,1.1853951,1.09525,0.99460566
stick,0.9729273,0.92827755,1.1211784,1.0944252,1.121626,1.0804826,1.0034469,0.98660815,0.9183648,1.07511,1.0833547,0.92206275,0.92798305,1.189628,1.1062025,1.1072565,1.036616,1.0370253,1.027102,1.0193251,1.0870274,1.0947824,0.82657033,1.0536842,1.0307543,0.8771758,1.0484911,0.95134485,1.081294,0.9844487,1.0476762,0.90839815,1.1278718,1.0979713,0.916535,1.1532049,0.8054813,1.0889982,0.9566829,0.765222,0.97175306,1.0547152,0.8191235,1.1076207,1.0568502,1.0453688,0.94057673,1.1510998,1.1077683,1.0190258,1.144813,0.9328665,0.9443958,1.0366615,0.8433715,0.8481961,1.0134593,1.0469481,1.0015875,1.0001525,0.86685455,0.98459584,1.2036355,1.064783,1.0150754,1.1214068,1.1488976,0.8058473,1.160909,1.0397519,1.0742183,0.6294745,0.8675957,0.885043,1.1232728,1.0277268,1.0738347,0.9603675,1.0681766,1.1020546,0.9802695,1.1176263,1.0438663,0.9447336,0.93624914,1.0437224,1.0589037,1.0100411,0.8982715,1.1689031,1.1192355,0.9905963,1.0368698,0.719945,0.64412963,1.0643476,0.8660768,1.0096586,0.93342173,1.0831741,0.97363055,1.0554845,0.97483146,1.0533895,1.0795314,1.0308701,1.0426271,0.96108323,0.9067066,1.0833528,0.9809838,0.7883097,1.181294,1.0476162,1.1451907,0.59771866,1.0131714,0.94082755,0.96409184,0.99601674,0.8630134,1.0465941,0.9545241,0.98669404,0.8068557,0.82621855,0.0,1.0917515,0.9508214,1.2091372,1.0256256,1.0854323,1.1178889,0.96886694,0.92877483,0.63523936,0.9161813,1.0689045,1.0760791,1.0122918,0.97253895,0.8312697,0.96330357,1.0754948,1.1175997
strawberry,1.4287941,0.69684434,0.33531034,1.4368182,0.5145714,0.5975807,1.1665757,0.8914568,1.3892882,1.2055535,1.5485722,0.6247705,1.4872874,1.4349823,1.0229044,1.5045335,1.1070234,0.7470604,0.46091747,0.5681812,1.1152263,0.9349255,1.3925624,0.7189566,0.5604789,0.69090474,0.8459237,0.34982938,1.2261878,1.0409546,0.542132,1.0970062,1.2635,1.0197128,1.1762362,0.6575017,0.6626986,1.4994869,1.2380072,0.4541875,1.4472523,0.39200473,1.2657862,1.3030193,1.0407609,1.2152703,1.063967,1.2580116,0.35214126,1.3159559,1.2076583,0.6193217,1.088811,0.90149546,1.0410125,0.5507571,0.8460609,1.3330568,0.87607,0.9326393,1.3123782,0.702645,1.2270145,1.0451701,1.181314,0.53147686,1.4091196,1.4532008,1.4093543,0.8503806,1.4714015,0.60229486,1.1765703,0.56934285,1.2385942,0.6187501,1.173382,1.1446,1.3317575,1.3202301,0.7697939,0.57688093,0.40238178,0.6975594,0.61678636,0.8330164,0.4008031,1.3064506,1.3614455,1.4672891,1.420165,1.2012715,1.1671154,0.51958233,0.57009625,0.81060314,0.96462816,1.1120749,1.0390531,1.0080307,1.1046215,0.61636424,1.1778691,0.4385851,1.0998619,0.7307538,0.5824004,1.1220137,1.2268099,1.2651627,1.1625812,0.97418916,1.3800769,1.2322782,1.37905,0.7115005,1.0336185,1.0654156,1.2467932,0.40507758,1.2233307,0.5043143,0.90618783,1.0118071,0.38748282,1.1833405,1.0917515,0.0,1.2764463,1.342128,1.4037838,1.3951198,0.49077076,0.58834916,0.5404741,1.2536876,0.72943634,0.6411192,1.070343,1.1392329,1.3370249,1.1710746,0.5243931,1.3182914,1.2493185
stroller,0.8525638,1.125426,1.1961515,1.113336,1.2169306,1.1915762,1.0898161,0.53837216,0.9587525,1.091224,0.83858395,1.0535659,0.71899587,1.0339645,1.0777671,0.7934951,0.8739099,0.9953871,1.0595778,1.1188688,0.7196823,1.102793,0.52708375,0.82810795,1.1469984,0.71838176,0.8645728,1.3299248,1.0729856,0.35337955,1.2149419,0.5710633,0.8801457,0.8859219,1.0240725,1.104188,1.105657,0.7742585,1.148271,1.1843274,0.44192624,1.0992887,1.0599825,0.9081619,0.68789506,0.8575338,0.81911856,0.83927214,1.34129,1.0621053,1.0723364,1.3015168,1.1266763,0.92299026,1.1300104,1.1218522,1.0188981,0.999755,1.1094235,0.985745,1.1583686,1.1445723,1.0859996,1.1215019,1.1790442,0.9907414,1.0064559,0.9190634,0.7555474,0.94967,1.0134993,1.0533547,0.5188734,0.94827783,1.1941777,1.1260982,1.0638798,0.99487996,1.0035808,0.2684552,1.2908785,1.13661,1.3457153,0.8038941,1.2278671,1.2273669,1.2590334,0.78902787,1.1743762,1.0509198,0.9317863,1.0848732,1.0689874,1.1762551,1.1902832,0.96098393,0.98105294,0.82547,0.68537253,1.1410315,0.78925383,1.1759253,0.99330825,1.228259,0.45969927,0.78584397,1.0280771,0.657041,1.1583109,1.0455667,0.9094966,1.0136249,1.0693998,0.8638443,0.9410689,0.98268086,1.0273614,0.9354055,0.49330568,1.1509674,1.0966527,1.3650212,0.97552776,1.2480915,1.0823934,1.0946782,0.9508214,1.2764463,0.0,1.0050151,0.9349716,0.9302447,1.1207451,1.2989144,1.3577497,1.0848012,0.8025967,0.9705427,0.99500966,1.0012037,0.7944513,0.35514563,1.1944867,0.7693016,0.9954793
sweater,0.7463566,1.1834437,1.3491614,0.37719715,1.3414667,1.2411091,0.8854645,1.2766086,0.85265255,0.79024935,0.5396706,1.3571061,0.7434344,0.37032664,0.9573985,0.5429125,1.0175916,1.2704417,1.4560928,1.4767057,1.1131418,1.196037,0.8838653,1.3927157,1.3121768,1.3829749,1.2574141,1.2626177,0.79258126,1.0641304,1.4368575,1.2017393,0.33306348,0.9949735,0.8777627,1.208721,1.4195585,0.6195012,0.7511836,1.467198,0.80226904,1.4802287,0.8485114,0.74571633,0.8946065,0.7286111,1.2423071,0.4845549,1.4092221,0.72961736,0.7719587,1.1901916,1.0320132,1.0469676,0.94872063,1.4719137,1.181721,0.7823336,1.201803,1.0149533,0.7631392,1.2006893,0.47885358,1.015963,0.6369393,1.3784243,0.5197932,0.6365167,0.46965516,1.2266064,0.39832306,1.4434435,1.0112116,1.4679188,0.6149115,1.2808154,0.84717405,0.92784196,0.6298562,0.9276585,1.1312819,1.2711082,1.4105353,1.364408,1.3472744,1.1904637,1.4335241,0.97130245,0.6977938,0.22871506,0.39584178,0.86961204,1.0425837,1.4591103,1.4450219,1.3482494,1.1252034,0.9590908,1.1812946,1.0678068,1.0338875,1.3271558,0.88566583,1.3723211,1.0297114,1.3887194,1.2800826,1.1045079,0.7499244,0.76233613,0.82359666,1.0632142,0.36850506,0.9352986,0.44361776,1.303576,1.017701,1.1828201,0.9028826,1.4307486,0.852262,1.3328815,0.98353726,1.0909466,1.4502065,1.0460465,1.2091372,1.342128,1.0050151,0.0,0.53654456,0.57295924,1.5161889,1.2129171,1.3521402,0.8057351,1.3053124,1.2958407,0.9055939,0.92503643,0.8348293,1.091533,1.443589,0.7153777,0.7447609
swing,0.78482985,1.3005271,1.36473,0.63499135,1.1918758,1.0982386,0.84844005,1.1555007,0.7067768,0.85933644,0.5719352,1.392246,0.7002106,0.7011878,0.95731777,0.69867647,0.6311885,1.0924693,1.3405147,1.2016075,0.88276386,1.1167003,0.64191246,1.173219,1.302911,1.2704844,1.2072409,1.2894672,1.0142443,1.0897405,1.2061937,1.0467929,0.82086253,0.9077169,0.8792993,1.1386634,1.3076388,0.7185393,0.97132504,1.3218857,0.7477768,1.3498521,0.68498254,0.9126749,0.98998886,0.9169836,1.178952,0.8500758,1.3530723,0.85505503,0.96146965,1.3269309,1.0330892,1.120092,1.0498438,1.3696227,1.1035156,0.611121,1.2417792,1.2294881,0.8215219,1.0296175,0.8040713,1.1197242,0.90043116,1.4115887,0.85534954,0.289738,0.7681513,1.0882707,0.705168,1.2304581,0.98947173,1.2821475,0.8128265,1.2939241,0.88126576,0.8849669,0.87515646,0.8947181,1.1485038,1.2247695,1.3373504,1.3162227,1.3521177,1.2385542,1.3900623,0.9652124,0.76202786,0.63491255,0.79822266,0.78406835,1.020067,1.3195668,1.2873732,1.1828703,0.97230417,0.9413247,1.1667925,1.0549071,1.0111833,1.0740887,0.8015251,1.3879625,1.0011379,1.2627958,1.2495557,1.1120744,0.88086665,0.85803485,1.101651,0.7991062,0.76813614,0.8993058,0.8363046,1.0150278,1.069445,0.94287455,0.8075474,1.3803571,0.8220079,1.2964535,1.043976,0.9916766,1.2928668,0.797333,1.0256256,1.4037838,0.9349716,0.53654456,0.0,0.45014447,1.29333,1.3314404,1.3311203,0.6000691,1.2629373,1.0122494,0.8060224,0.92246675,0.95412487,0.9740977,1.4101341,0.82045496,0.9154253
table,0.6954942,1.504744,1.4195379,0.5981851,1.3003552,1.1998132,0.8269298,1.1480833,0.5848154,0.8665831,0.39040142,1.580395,0.5021621,0.618657,1.0129939,0.6024314,0.68156147,0.98930687,1.4607828,1.2211878,0.68463194,1.0841917,0.6212367,1.1804905,1.3578534,1.3975699,1.2251599,1.3442585,1.0041558,0.9682443,1.336427,1.039997,0.72543997,0.58507097,0.8742838,1.0927786,1.4435002,0.5148529,0.8856133,1.5271463,0.51144767,1.4232774,0.65569615,0.94967186,1.0862197,0.80608803,1.0189799,0.7537335,1.4249749,0.82950723,0.8813125,1.4694668,1.0856022,1.0574008,1.212437,1.5155964,1.156095,0.47641385,1.3700632,1.3904899,0.70610446,1.0611242,0.8295163,0.92571235,0.91461617,1.566017,0.8372925,0.43841863,0.77856874,1.0639114,0.7790724,1.4000716,0.8172747,1.4242668,0.8460492,1.2026632,0.82782346,0.76422316,0.86829174,0.8638792,1.2655253,1.1881665,1.4759657,1.4611628,1.5613706,1.3035665,1.4478066,0.64758897,0.6791144,0.67991614,0.8117454,0.5773427,0.9920286,1.5424505,1.5302689,1.3143303,1.0943974,1.0593789,1.2287992,0.99409735,0.9057997,0.9317853,0.85392976,1.4648013,1.038797,1.3297005,1.3229208,0.8691702,0.7768824,0.7412761,1.1279168,0.907971,0.72843456,1.0024325,0.88497347,1.1721016,1.0726167,0.81027764,0.8605199,1.6270472,0.7211134,1.4049273,1.3314965,0.9072325,1.4553716,0.8450502,1.0854323,1.3951198,0.9302447,0.57295924,0.45014447,0.0,1.3210573,1.525744,1.4680861,0.68543553,1.4273529,1.1028602,0.37528527,0.8518857,0.67670643,0.9539214,1.5919929,0.5895215,0.8537102
tape,1.4796547,0.9479693,0.49543148,1.6320299,0.43181503,0.7198851,1.0994319,0.6912394,1.3501046,1.2633321,1.4888886,0.6367541,1.4465482,1.5029714,0.9635942,1.4748783,0.9093999,0.53409624,0.3218394,0.24169075,0.8529744,0.8188707,1.237486,0.35541612,0.6519401,0.6041864,0.8027458,0.7957826,1.315425,0.9783417,0.3208412,0.94898343,1.4734373,1.0094426,1.2028259,0.62678695,0.5768487,1.492585,1.3522667,0.45253944,1.3214958,0.27800107,1.0547676,1.3494452,0.9970004,1.3380462,0.9120301,1.2865386,0.3926438,1.4030764,1.3010736,0.9084998,1.2012732,0.9495326,1.3662381,0.62433094,0.71264267,1.2662339,0.9344115,1.0633343,1.3349869,0.6696213,1.4063888,1.0978328,1.4445122,0.43603647,1.5073364,1.3930058,1.4174745,0.5282428,1.6079644,0.5365532,1.0971335,0.4752884,1.3775055,0.6858345,1.157198,1.1093365,1.5333166,1.1928067,0.96162075,0.6275263,0.45249277,0.6748467,0.7368537,0.99831194,0.44029742,1.2191236,1.3494687,1.6122377,1.5921805,1.1202602,1.0402647,0.52095985,0.5573039,0.561834,0.8565891,1.1163526,0.8949452,0.96293294,1.0648458,0.40330452,1.2359357,0.6231313,0.98869586,0.49480408,0.5522047,1.0836459,1.278296,1.2973918,1.2363341,0.82787275,1.5033488,1.0607196,1.5461802,0.7169446,1.1134912,0.8463179,1.2783645,0.39268434,1.194494,0.67100716,1.0046234,0.8856006,0.41206878,1.0377235,1.1178889,0.49077076,1.1207451,1.5161889,1.29333,1.3210573,0.0,0.8813117,0.7099835,1.3047309,0.7243021,0.38108027,1.0778701,1.15128,1.3741324,1.0509802,0.49576426,1.4382894,1.2044215
toe,1.366693,0.2844447,0.60373867,1.1072356,0.81610996,0.80723715,1.1103812,1.0792797,1.3967032,1.2045021,1.448298,0.5441857,1.3963764,1.1795136,1.1833955,1.4265759,1.3242512,1.0589305,0.69959056,0.96201986,1.3395214,1.1190357,1.370822,1.0295334,0.7560792,0.8489158,0.88121974,0.46347517,1.0801504,1.0747838,0.7915827,1.1563733,1.1397278,1.2900879,1.181975,1.098466,0.77914083,1.3703346,1.120718,0.54522437,1.449736,0.6838517,1.306603,1.0692388,0.92708373,1.1631641,1.0245464,1.205133,0.54889554,1.0034122,1.0300521,0.07691121,1.080957,1.0043766,0.49408883,0.46247256,1.1023046,1.3571985,0.48891932,0.5492861,1.1322904,0.82429135,0.9560542,1.2257885,0.6605396,0.5122694,1.1097968,1.4474,1.2569385,1.1682671,1.0632644,0.7908379,1.128732,0.7919347,0.94981146,0.934297,1.2955068,1.2679337,1.0516071,1.3344189,0.34619766,0.99409103,0.38985294,0.7956721,0.28338706,0.47887248,0.59120566,1.3667326,1.1544243,1.0792421,1.0663612,1.3073984,1.206703,0.5405575,0.5144939,0.85348725,1.1456757,0.8648188,1.1199741,1.1034713,1.1599662,1.141016,1.1281178,0.48553705,1.2273543,0.9770142,0.8195218,1.2081314,1.2104412,1.267369,0.77133334,1.1296296,1.1415344,1.1085316,1.0665497,0.85434353,0.99383384,1.3465486,1.2963383,0.44892752,1.2365298,0.3569821,0.6543092,1.1536609,0.71440774,1.2237209,0.96886694,0.58834916,1.2989144,1.2129171,1.3314404,1.525744,0.8813117,0.0,0.29569077,1.1147993,0.86691356,0.9921883,1.4148366,1.1638254,1.2975311,1.1966197,0.3880155,1.2809305,1.1792839
tooth,1.4715136,0.44788522,0.64881945,1.3230443,0.8047821,0.81705654,1.1521955,1.0200481,1.2683477,1.1606343,1.4207493,0.32262838,1.3578483,1.3177235,1.1029223,1.4203637,1.2388566,0.94282275,0.5574709,0.6892743,1.3186153,1.0959849,1.3618184,0.95096886,0.65305793,0.70448226,0.69748026,0.45218188,0.934249,1.0789455,0.5725686,1.1697758,1.2232459,1.2658075,1.1646519,1.0789014,0.5922894,1.3488433,1.2144657,0.3152542,1.4442706,0.5072568,1.2853687,1.1861401,1.164366,1.1043508,1.0473818,1.292479,0.49828738,1.1133146,1.106261,0.32534432,1.0586876,1.0404646,0.80965424,0.38004875,1.032294,1.4176469,0.54759294,0.69346833,1.1265801,0.82815886,1.0604239,1.2120008,1.0406995,0.4713372,1.2247032,1.4655528,1.3263524,1.1574033,1.2270194,0.6569691,1.1191311,0.65836424,1.1751798,0.8386229,1.3097849,1.2403364,1.3127909,1.3831798,0.43482506,0.97209764,0.21786141,0.75991565,0.24517173,0.46375847,0.48246872,1.3355303,1.1644423,1.2797137,1.2099903,1.249075,1.1743867,0.29895246,0.3182674,0.86382216,1.1386658,1.033128,0.9930551,1.1228439,1.1944858,0.93833375,1.2536556,0.49148464,1.303942,0.86142796,0.8174547,1.1934329,1.1563126,1.3312867,0.9211159,1.0641739,1.2050922,1.2415854,1.2085549,0.8472371,0.92461544,1.1548896,1.3566835,0.37833536,1.1370072,0.25576568,0.8356212,1.1030402,0.61886024,1.2209327,0.92877483,0.5404741,1.3577497,1.3521402,1.3311203,1.4680861,0.7099835,0.29569077,0.0,1.2383256,0.79997694,0.9576051,1.3516599,1.1609439,1.312107,1.2035297,0.22707087,1.258351,1.2124991
toothbrush,0.67505777,1.1212063,1.1624168,0.65550447,1.0897988,1.0110476,0.5117506,1.2767792,0.87256026,1.047821,0.8833437,1.428014,0.826505,0.79702103,1.0614102,0.9634515,0.81387115,1.1645046,1.2773731,1.2325138,0.9936053,1.1513915,0.69951653,1.1707622,1.254595,1.2920288,1.203554,0.94850147,1.216676,1.2577276,1.278243,1.0539423,0.976823,0.99328095,0.7689725,1.2321417,1.274629,0.9532541,0.7476363,1.1493996,0.9098027,1.3359375,0.5022541,1.0160987,0.96398824,1.1016555,1.057605,1.1215072,1.192513,1.0115165,0.95890355,1.0565941,0.814496,0.9656709,0.8477317,1.1874528,1.0298039,0.5752398,1.1559509,0.9787169,0.91596895,0.6864636,0.99165493,0.97870266,0.57430446,1.4592361,1.0596591,0.42625344,1.0264542,1.0203234,0.87279165,0.97228616,1.02645,1.2933921,0.89250153,1.282938,0.68214035,0.839177,0.56870866,1.034534,1.0326327,1.244581,1.3329655,1.3356903,1.2689939,1.1210896,1.2488484,0.9972295,0.81615734,0.7684438,0.99166065,0.8606212,1.0603765,1.2019833,1.0812639,1.2384182,0.6980374,1.0093967,1.3287448,1.0768226,0.94468755,1.0446786,0.69137025,1.1925063,1.018839,1.3785424,1.2127746,1.1324791,0.9600132,0.79002106,1.028158,0.5413059,0.96878374,0.8955864,1.0374914,0.54830396,1.1088042,1.0212569,0.93103707,1.3360413,0.98635906,1.2312636,1.0419111,0.93325895,1.0272806,0.44212246,0.63523936,1.2536876,1.0848012,0.8057351,0.6000691,0.68543553,1.3047309,1.1147993,1.2383256,0.0,1.306574,0.88822204,0.7844265,1.1061847,0.9419903,0.9873545,1.322024,1.0578679,0.9514897
towel,1.2376269,0.7422101,0.9090344,1.3825154,0.9072288,0.9519336,1.2544911,0.57861656,1.1767061,1.3056648,1.2399743,0.6166358,1.1487873,1.2079661,1.0464993,0.99368906,1.0315045,0.745222,0.596447,0.75944984,0.9160599,0.9375359,1.0681063,0.66011286,0.8266045,0.5509279,0.88444644,0.92894864,1.2051884,0.7235036,0.8368205,0.6138588,1.0720191,1.1697539,1.2324153,0.88298494,0.46486795,1.2524276,1.1439447,0.64610744,1.033721,0.62524396,1.2893109,1.1038668,0.85542285,1.1446364,0.81876993,0.9382658,0.8703786,1.2129195,1.3569638,0.8980464,1.0653939,0.9255252,1.0489092,0.66498107,0.9237753,1.3604816,1.0091811,0.67034924,1.2753099,0.8819349,1.3993618,1.2257752,1.285588,0.64839983,1.2827182,1.349459,1.0551051,0.9031364,1.2314994,0.6069039,0.95001364,0.6008994,1.2518456,0.84845996,1.2961152,1.1725497,1.1088022,1.045564,1.0813109,0.8442056,0.8269435,0.04237491,0.73637265,1.0891924,0.8445879,1.0517452,1.340448,1.2848446,1.2067857,1.0820228,1.0124155,0.6413792,0.6429105,0.7945527,0.94972044,0.8479733,0.43988085,1.0851716,1.0376014,0.8973496,1.2081832,0.8471232,0.6671329,0.601235,0.9901974,0.88105404,1.158268,1.3199754,0.998375,1.0710739,1.3221557,0.83720803,1.1327518,0.7664931,1.0371996,0.92555547,0.8766531,0.5173094,1.1708016,0.8623952,0.56196153,1.1415703,0.5578585,1.2322947,0.9161813,0.72943634,0.8025967,1.3053124,1.2629373,1.4273529,0.7243021,0.86691356,0.79997694,1.306574,0.0,0.7928057,1.2567852,1.1460979,1.2428651,0.8547104,0.7225991,1.2695007,1.1791131
toy,1.1943991,1.0392646,0.5486555,1.4936488,0.38024986,0.6398078,0.9675111,0.78247786,1.390518,1.3217494,1.2768378,0.9148206,1.3183901,1.3479205,0.8229383,1.2591482,0.6376589,0.4771334,0.43404537,0.6277375,0.6934322,0.9373561,0.9385045,0.5476438,0.7749326,0.7529398,0.7933754,0.8030809,1.4087245,1.0017414,0.57774335,0.89376724,1.3453565,0.9969962,1.2057781,0.772704,0.84031916,1.3534224,1.3216705,0.56442523,1.0917087,0.5162443,1.0457145,1.1954241,0.6811059,1.4004998,0.97937065,1.2121488,0.5781082,1.3883703,1.229722,1.0428374,1.0558637,0.75841415,1.3207538,0.83953357,0.59356475,1.1360908,1.0997363,0.9971346,1.3038412,0.39308012,1.3282244,1.190746,1.3184731,0.64073986,1.4991944,0.999767,1.2436422,0.6410396,1.5095367,0.7038393,1.0402434,0.6578746,1.321099,0.92928743,0.9720704,1.1763487,1.2308202,0.9682796,1.098173,0.7538148,0.682886,0.81011283,0.97965765,1.2015462,0.5602728,1.2965517,1.3198448,1.4198606,1.5470523,0.9562445,1.1176165,0.7036023,0.73011565,0.67612964,0.8588447,1.0307581,0.9183699,1.0255883,0.88355553,0.6384329,1.0647103,0.6568625,0.7336189,0.69653475,0.6832062,1.1914504,1.3496302,1.0703591,1.2325425,0.59612614,1.4738051,0.8626852,1.5703616,0.55245775,1.2310992,1.0600395,1.085813,0.5450573,1.1765985,0.83982146,0.8742745,1.1569568,0.57627004,0.7371894,1.0689045,0.6411192,0.9705427,1.2958407,1.0122494,1.1028602,0.38108027,0.9921883,0.9576051,0.88822204,0.7928057,0.0,0.9851609,1.1429131,1.359184,0.9612439,0.7418964,1.4133681,1.0997093
tray,0.8844025,1.3669938,1.1944157,0.90001744,1.1304542,1.0724286,0.95029473,1.0106624,0.8341528,1.0017691,0.8869821,1.4026327,0.8782381,0.8993645,1.1156025,0.9668879,0.7597034,0.84393215,1.2391667,0.94419503,0.62969136,0.7140206,0.9135344,0.96860474,1.2333385,1.2145505,1.2019368,1.201129,1.257688,1.0679922,1.194536,1.0507346,1.0269387,0.3696481,0.83416075,0.7349887,1.3206248,0.9408972,0.92833656,1.3244829,0.73437154,1.1599631,0.7602154,1.2081721,1.0655221,1.0375174,0.97172457,1.0021173,1.2468972,1.1607904,0.9974502,1.329088,1.039706,1.0097442,1.248567,1.2900262,1.0399685,0.58821326,1.2314212,1.336314,1.0962107,0.8424207,1.0222595,0.7466289,0.9587204,1.4095483,1.1348383,0.7244521,0.98814154,0.86406857,1.1499933,1.127233,0.9180853,1.2441212,0.9670793,0.7668298,0.85609967,0.66451716,0.9496644,1.0053135,1.1630471,0.805176,1.3590918,1.2665172,1.3656312,1.198185,1.2927597,0.73671937,0.99414444,1.0118219,1.1647738,0.69364667,0.6922377,1.335853,1.3273326,1.1970743,0.95979404,1.0271058,1.1810004,0.7230792,0.88810873,0.5432558,0.96200275,1.3648164,0.9780207,1.1112236,1.1808445,0.94343793,0.93331134,0.9158539,1.1314434,0.88328934,1.0581533,1.0424901,1.1597958,1.0418909,1.1557361,0.6793118,0.93565744,1.406331,1.0007569,1.3008881,1.302691,0.7543153,1.1054766,0.7973449,1.0760791,1.070343,0.99500966,0.9055939,0.8060224,0.37528527,1.0778701,1.4148366,1.3516599,0.7844265,1.2567852,0.9851609,0.0,0.9829193,0.86519265,0.95007116,1.4473,0.8873744,0.9971151
tree,0.85440093,1.2331861,1.0226526,0.92157644,1.101993,1.1249369,0.9854298,1.0823039,0.8999484,0.68678164,0.8403321,1.2212975,1.0231956,0.9102552,0.97450155,0.8964756,0.89321566,1.0886081,1.151936,1.169666,1.0178673,0.972876,1.0236081,1.1376622,0.98276573,1.090812,1.1469111,1.1624513,0.8873197,1.0998724,1.1121523,0.95172197,0.99424237,0.96018183,1.0005193,1.0384688,1.0362792,0.9516115,1.0428021,1.1105157,0.95296663,1.1300923,1.1563991,1.065373,1.1886489,0.9228912,1.0497202,1.0004193,1.141045,0.90610826,0.95669,1.1515864,1.0301872,0.87752295,1.1456668,1.2068053,0.9088274,0.9239158,1.194016,1.320694,0.7036791,1.203388,0.95296115,0.9582358,1.0517082,1.25371,0.81740415,0.92349064,0.92016685,1.0353706,0.9686668,1.1666893,1.0321355,1.0883963,1.025204,1.1314691,0.9651097,0.8687261,1.1386501,0.97158366,1.104291,1.0434866,1.1255429,1.1595786,1.1868684,1.1933839,1.0979619,0.9455428,0.69071436,0.94377744,1.0400442,0.9001926,0.8899481,1.1457069,1.1614207,1.0251038,1.0400783,1.1509142,1.1638913,0.88799036,0.6362495,1.1119146,1.1412206,1.1516505,1.0577192,1.1083983,0.91533947,1.0169426,0.70287544,0.73181653,1.0862657,1.0344435,0.901249,1.1238867,1.0208551,1.1807806,0.91719854,1.035321,1.0724463,1.2381628,0.67807734,1.0966822,1.2242309,1.0107821,1.163791,1.0720178,1.0122918,1.1392329,1.0012037,0.92503643,0.92246675,0.8518857,1.15128,1.1638254,1.1609439,1.1061847,1.1460979,1.1429131,0.9829193,0.0,0.9767571,1.0992124,1.2078989,0.716238,0.8885729
