,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
meat,1.2635605,0.8862696,0.8417135,1.3048617,0.91060877,1.053904,1.2158605,0.7516193,1.2937298,1.0084001,1.3869451,0.77197456,1.2615242,1.323947,1.0197213,1.3081971,1.1930454,0.78809416,0.78190947,0.76052046,1.0061302,0.53705424,1.2637169,0.9072535,0.8315545,0.87205493,0.9737163,0.94629574,1.1390986,0.9645377,0.8897092,0.98578215,1.2294126,1.070497,1.0155147,0.46849108,0.74996364,1.3380086,0.98700005,0.79446054,1.2359641,0.7983935,1.1579859,1.1762545,0.955541,1.1692278,1.0110428,1.1255012,0.89058334,1.3158886,1.167946,0.93002194,1.0748005,0.9728076,1.0625131,0.7890074,0.9200761,1.2851939,0.91569257,1.073648,1.1583481,0.9943925,1.1549276,0.7933915,1.1736577,0.7867636,1.3022132,1.2474557,1.2478193,0.8974348,1.3667477,0.69089705,1.0466404,0.8299527,1.1019313,0.0,1.1619804,1.1769452,1.2536688,1.2107241,0.96994895,0.47626084,0.8310153,0.84357715,0.83360976,0.8919729,0.86532426,1.0348033,1.1342525,1.3226548,1.3069623,1.1514938,0.7313653,0.75990665,0.77846587,0.84217453,0.96409774,0.94878983,0.9611816,0.6966113,1.041564,0.6883508,1.0868243,0.9264896,1.0827388,0.7903685,0.87278545,1.042576,1.0099568,1.2326455,1.1153276,1.0031697,1.3099495,1.0850594,1.2677487,0.93078685,1.2156142,1.0046848,1.1115848,0.72409266,1.0328808,0.8531247,1.0533969,1.0085357,0.7569016,1.2146282,1.0277268,0.6187501,1.1260982,1.2808154,1.2939241,1.2026632,0.6858345,0.934297,0.8386229,1.282938,0.84845996,0.92928743,0.7668298,1.1314691,1.1710407,1.0215148,0.80808,1.2346299,1.1086805
melon,0.62566745,1.2346972,0.8854307,0.8247725,0.81576025,0.75529736,0.53354037,1.2572703,0.8639685,0.87238413,0.7831559,1.3692305,0.8471283,0.73702776,0.8199183,0.7630588,0.86886954,1.2259921,1.3927321,1.1338608,1.031115,0.99476296,0.842777,1.1488268,1.2417322,1.2677207,1.1697689,1.0509987,0.92948765,1.3186517,1.1163176,1.1590335,0.9937169,0.91751885,0.900581,1.0275769,1.3264918,0.85292566,0.6708572,1.3562663,0.9356824,1.3693252,0.6881328,0.8085387,1.0078245,1.1288887,1.1704209,1.0750328,0.9942079,0.99454725,0.90723777,1.2333239,0.4908536,0.96390206,1.0312287,1.4403522,0.8622,0.73836684,1.208045,1.0057602,0.88163096,0.8474605,0.95065016,0.6698609,0.8723563,1.2592142,0.90664387,0.76700294,0.89615464,1.0601285,0.8347193,1.406144,1.1475804,1.4801636,0.8556005,1.1619804,0.0,0.7905552,0.51089597,0.96785367,1.1302471,1.0133251,1.3100132,1.3072968,1.3658135,1.0021325,1.090514,1.0889534,0.8648121,0.8370706,0.8721453,0.94970393,0.9772628,1.4509776,1.4440317,1.1998221,0.7258722,1.0695596,0.97045857,0.9472309,0.9627683,0.9344887,0.8976201,1.0595495,0.88832146,1.3362093,1.0972776,1.2570677,0.9012419,0.78983665,1.0678622,1.0006843,0.9074681,0.9259114,0.8993619,1.1259685,1.1131077,1.0097548,0.92463607,1.3701428,0.9961649,1.2895396,1.1216471,0.7474987,1.31789,0.7019639,1.0738347,1.173382,1.0638798,0.84717405,0.88126576,0.82782346,1.157198,1.2955068,1.3097849,0.68214035,1.2961152,0.9720704,0.85609967,0.9651097,0.90947795,1.2220292,1.4353945,0.9763946,0.8976363
milk,0.9770839,1.2023051,1.149736,0.8272377,1.0477513,0.9307196,1.032856,1.1192973,0.7456162,0.79382145,0.95236194,1.290487,1.028474,0.8590549,1.0562744,0.9833811,0.8449481,1.1879435,1.1562521,0.83616555,0.9301048,1.011841,0.9541795,0.75164384,1.2085344,1.1254754,1.2632904,1.1890974,0.9992053,1.1532733,1.0590229,1.0796667,1.0501171,0.5924022,0.94886494,0.96950597,1.0949552,1.0030845,0.8840261,1.2860208,0.91693836,1.012529,0.65643847,1.127706,1.1875122,0.9647528,1.1104797,1.0218316,1.0891254,1.0262426,1.0392321,1.21065,1.0258412,1.2077364,1.1453285,1.2891263,1.1386373,0.5087216,1.2016232,1.1471962,0.9650308,1.0335802,0.9805847,0.89845574,0.9195875,1.2778788,0.9661825,0.8958057,1.0130572,0.817124,1.0033592,1.1832496,1.0902373,1.1358796,1.0341384,1.1769452,0.7905552,0.0,0.90735257,1.0250585,1.1878603,0.9856021,1.2682719,1.1512117,1.2546184,1.1034837,1.1953244,0.8403242,0.8299712,0.94489276,1.0669312,0.89229894,0.93013054,1.3115468,1.2993045,1.1437316,0.8948215,0.98335963,1.1577895,0.9898134,1.0848358,0.8177093,1.0498599,1.2037472,1.0776714,1.1385341,1.1909169,0.9028429,0.7735678,1.042005,1.0914414,1.1401515,0.92720187,1.059389,1.0168087,1.105586,0.8571757,0.5854728,1.0299746,1.3599968,0.85793495,1.2565007,1.174772,0.36632097,1.0462929,0.80514634,0.9603675,1.1446,0.99487996,0.92784196,0.8849669,0.76422316,1.1093365,1.2679337,1.2403364,0.839177,1.1725497,1.1763487,0.66451716,0.8687261,0.8655621,1.1131623,1.304604,0.8173552,1.0655178
mitten,0.44342995,0.89909947,1.2036618,0.50747883,1.2026503,1.0675528,0.688259,1.2728214,0.913021,0.9921035,0.7448257,1.3553638,0.7117002,0.44881868,1.0466976,0.6026616,1.0406616,1.3447227,1.5055875,1.4891586,1.1194977,1.1228979,0.86271137,1.3152605,1.2994082,1.388509,1.184764,1.039927,0.9682262,1.1612405,1.491466,1.1489966,0.70823634,1.0316784,0.86981034,1.2169094,1.4306391,0.7411655,0.4525622,1.501729,0.88313174,1.5502094,0.8021678,0.6599671,0.78010815,1.0763993,1.1615976,0.8718914,1.294589,0.79764414,0.8709769,1.0512285,0.5068832,0.81521535,0.6049853,1.3698198,1.1122894,0.7419944,1.1000317,0.5271303,0.9036866,0.8479134,0.8671215,0.8492029,0.48066503,1.3228322,0.73049664,0.7716419,0.71879685,1.1855079,0.48978364,1.4988247,1.074973,1.6025672,0.6974157,1.2536688,0.51089597,0.90735257,0.0,0.9275888,1.0620366,1.1948134,1.4712715,1.1355115,1.2539107,0.9549769,1.3340797,1.0072178,0.8597702,0.46769178,0.5290624,0.992982,1.0320274,1.5381562,1.5003657,1.2962403,0.92223006,0.7993494,0.98020864,1.0745617,0.91538155,1.2869099,0.7041466,1.164086,0.82780063,1.4688196,1.3538483,1.1731695,0.96410674,0.67879707,0.7288452,1.1357918,0.70531785,0.5937311,0.59179926,1.1124536,1.1136183,1.2019318,0.8090842,1.3227509,1.1203969,1.3211981,0.6729878,0.9966132,1.4394245,0.7947626,1.0681766,1.3317575,1.0035808,0.6298562,0.87515646,0.86829174,1.5333166,1.0516071,1.3127909,0.56870866,1.1088022,1.2308202,0.9496644,1.1386501,0.7557685,1.1351088,1.4194411,0.95301664,0.9079458
motorcycle,0.77070415,1.222831,1.2305843,1.0105922,1.1773298,1.1606084,1.0606382,0.7566681,0.9195836,0.96996295,0.80376506,1.1477479,0.751791,0.9538382,0.93478525,0.78761286,0.8302906,1.014886,1.122957,1.1682879,0.791728,1.1387122,0.6032024,0.9469025,1.1370814,0.9258857,0.612418,1.3139853,0.92565525,0.6031744,1.1598667,0.7811079,0.84701574,0.8805897,0.9512856,1.1089264,1.2500675,0.73990446,1.068437,1.2808199,0.580729,1.1741219,1.0260413,0.7628506,0.74057996,0.8693256,0.92553836,0.873573,1.3355265,0.9883522,0.91783476,1.3464174,1.0128666,0.8900254,1.0708057,1.1859739,0.9903753,0.91476154,1.1217799,1.0116805,1.0191685,1.1112227,0.9353046,1.0130835,1.0929357,1.0695086,0.8877193,0.85226524,0.7765336,0.949203,0.9628852,1.219246,0.7334359,1.094917,1.1411506,1.2107241,0.96785367,1.0250585,0.9275888,0.0,1.2842269,1.1476202,1.3428451,1.0445796,1.3043296,1.1323067,1.2672968,0.8168648,1.0579274,0.9822139,0.8852926,1.0225006,1.1118047,1.2668929,1.3157008,0.93380654,1.075515,0.9816753,0.8685069,1.1191983,0.84315264,1.1735898,0.87907803,1.2460454,0.5939354,0.8693248,1.0471038,0.7493588,1.1300395,0.8677654,0.98191535,1.014459,0.9719255,0.86776716,0.9207674,1.1455468,0.98148733,0.9860795,0.5867297,1.2427742,0.9876805,1.3515427,1.1121432,1.185329,1.2431824,0.9744112,1.1020546,1.3202301,0.2684552,0.9276585,0.8947181,0.8638792,1.1928067,1.3344189,1.3831798,1.034534,1.045564,0.9682796,1.0053135,0.97158366,0.6819694,0.54199123,1.2272706,0.7218554,0.9051496
mouth,1.2141051,0.6083012,0.7563859,1.1096026,0.9890059,0.94904673,1.0181998,1.1488655,1.2261649,1.1247447,1.2236856,0.7364326,1.1927364,0.9992346,1.0810078,1.221838,1.2095481,1.1081855,1.0010934,1.0509137,1.241922,1.0952736,1.2395666,1.1550884,0.87405956,1.0273921,0.87915754,0.5312889,1.0936756,1.1398386,0.9427079,1.1702007,1.1098589,1.1523454,1.0337842,1.1092961,1.0630322,1.1604891,1.1479038,0.75260675,1.2734234,0.91983426,1.1914225,1.1183374,1.0675683,1.0864455,1.005644,1.1656041,0.75989854,0.95927364,0.78718895,0.3355162,0.9551069,1.0497352,0.7679527,0.5967809,1.0478787,1.2087743,0.36419797,0.7568624,1.0983038,0.8807363,0.80367595,1.1353241,0.7858117,0.7420902,1.032936,1.2484971,1.1155312,1.1990833,1.0187746,0.93924874,1.0599964,1.0260255,0.92989975,0.96994895,1.1302471,1.1878603,1.0620366,1.2842269,0.0,1.0133998,0.5974915,1.0440722,0.35188758,0.45702803,0.8565619,1.2108719,1.0828544,1.0541457,1.028737,1.1976359,1.0981666,0.7463193,0.74298435,0.9100464,1.2092112,1.0648344,1.1631777,1.0367988,1.1620629,1.0752423,1.0361952,0.798853,1.1724318,1.0913253,0.910868,1.2316155,1.1912466,1.1290054,0.69086146,1.0279908,0.99266976,1.1223977,1.0275714,0.9946105,1.0416464,1.2768449,1.2040006,0.7197023,1.2009279,0.5624001,0.914749,1.0849047,0.92726576,1.1425574,0.9802695,0.7697939,1.2908785,1.1312819,1.1485038,1.2655253,0.96162075,0.34619766,0.43482506,1.0326327,1.0813109,1.098173,1.1630471,1.104291,1.1941448,1.2070919,0.6139417,1.1645974,1.0730371
muffin,1.2567499,0.9849175,0.6903173,1.3304855,0.7243047,0.8260209,1.1463997,0.89442426,1.230561,1.0670404,1.3276846,0.96643054,1.3035951,1.3191829,1.0262955,1.2918949,1.0298561,0.7734441,0.8119286,0.6688853,0.8203043,0.57926834,1.2664443,0.7309876,0.8799809,0.8871496,1.0670565,0.85859776,1.2276499,1.1323354,0.7643614,1.0405312,1.3434458,0.9218121,1.055042,0.053595543,0.79053926,1.3391345,1.0304409,0.88665175,1.274049,0.7657497,1.1006511,1.1848755,0.9620301,1.2071038,0.96519977,1.2390306,0.7396563,1.2539644,1.1631758,1.0124998,1.0541496,1.053943,1.1146475,0.9217304,0.8387681,1.163179,1.0755028,1.1705446,1.2180903,0.8157455,1.2248555,0.9187624,1.2194035,0.84066665,1.2941524,1.2635452,1.2521629,0.65311015,1.3933176,0.8123765,1.1931028,0.8282094,1.1141689,0.47626084,1.0133251,0.9856021,1.1948134,1.1476202,1.0133998,0.0,0.87109387,0.8061334,0.9912342,0.9567749,0.81457996,1.1050003,1.240948,1.3939521,1.3896749,1.0159745,0.8408679,0.8978662,0.9128142,0.8524705,0.9023188,1.0207146,0.9667105,0.78492284,1.1003999,0.5860023,1.1312239,0.8837284,0.96545213,0.7915071,0.8525778,1.1150066,1.0606369,1.1778873,1.1637936,1.0103587,1.3248897,1.1003382,1.3331265,0.927088,1.0953224,0.8898144,1.0811421,0.82182145,1.09922,0.8870417,1.0307056,0.8074409,0.7877431,1.066512,1.1176263,0.57688093,1.13661,1.2711082,1.2247695,1.1881665,0.6275263,0.99409103,0.97209764,1.244581,0.8442056,0.7538148,0.805176,1.0434866,1.2396407,1.1420363,0.99974495,1.2846464,1.125172
nail,1.5085567,0.6795001,0.46545827,1.4411857,0.4965105,0.67381364,1.2291416,0.9861634,1.4025313,1.1756991,1.4563963,0.40024853,1.4839587,1.437402,1.0552694,1.4644581,1.1651074,0.81294584,0.30067897,0.5596553,1.2279906,1.0489037,1.4017005,0.8101225,0.60989404,0.6776902,0.7534449,0.5204405,1.0478462,1.1200213,0.33988857,1.123001,1.3150778,1.1933115,1.2473735,0.93141454,0.61046636,1.4147475,1.3447881,0.22006375,1.4861524,0.29279792,1.2757118,1.260579,1.1193832,1.1745025,1.0697733,1.2965072,0.29884517,1.1613692,1.0979236,0.47957748,1.1645304,1.0358602,1.0323294,0.44692588,0.9527763,1.4220412,0.6310749,0.911619,1.196483,0.77663994,1.1328142,1.2178252,1.2267643,0.34004366,1.3108959,1.4649692,1.3687401,0.98160195,1.3768997,0.6253645,1.1757526,0.51121646,1.2198589,0.8310153,1.3100132,1.2682719,1.4712715,1.3428451,0.5974915,0.87109387,0.0,0.79911304,0.3781767,0.61023885,0.2380374,1.3613191,1.2441211,1.421174,1.3634083,1.2593082,1.2138573,0.2752961,0.31821775,0.7211739,1.1274517,1.1386707,1.0549918,1.0879855,1.1763877,0.8176813,1.2947097,0.3456211,1.3061457,0.8063185,0.5007988,1.2202911,1.1999341,1.2848557,1.0448339,1.0197513,1.29228,1.2706999,1.3171695,0.8480796,1.0125053,1.1992738,1.3880749,0.2892927,1.1432753,0.2247799,0.8908593,1.0769122,0.52877057,1.2047218,1.0438663,0.40238178,1.3457153,1.4105353,1.3373504,1.4759657,0.45249277,0.38985294,0.21786141,1.3329655,0.8269435,0.682886,1.3590918,1.1255429,1.3630183,1.2070289,0.18050182,1.3205324,1.1735327
napkin,1.2643836,0.7165377,0.83466864,1.3956162,0.87318355,0.89123905,1.2266814,0.60856193,1.2259883,1.3428416,1.3232363,0.6221854,1.2208108,1.2300758,1.08642,1.1213952,1.0918825,0.73538566,0.57446855,0.71195644,0.90610105,0.90643287,1.0951122,0.60355,0.8016521,0.5484876,0.8704928,0.88097304,1.2445694,0.70900404,0.7960492,0.63016546,1.1339779,1.1587547,1.2671496,0.8423797,0.45212877,1.3014281,1.1526477,0.66267765,1.1007392,0.57511973,1.2919459,1.0920249,0.8163593,1.154564,0.8199742,0.96763194,0.790074,1.2409799,1.356665,0.8399086,1.0931126,0.92164993,1.0354453,0.6345276,0.9158435,1.3236657,0.9562965,0.6462035,1.3391259,0.8838251,1.4005705,1.2062427,1.2584735,0.5859399,1.3138472,1.4292998,1.141498,0.8648835,1.287167,0.59261835,0.97768795,0.55204517,1.2552078,0.84357715,1.3072968,1.1512117,1.1355115,1.0445796,1.0440722,0.8061334,0.79911304,0.0,0.697823,1.0270202,0.7972287,1.0760233,1.4036753,1.331314,1.234354,1.0845139,1.0039058,0.6429006,0.62607336,0.72612035,0.953954,0.8223789,0.48421538,1.0655037,1.0334722,0.8844385,1.2075757,0.78788227,0.6879187,0.55959696,0.95573205,0.8571242,1.2222408,1.3459547,0.99174076,1.1013587,1.3481598,0.9189595,1.1479396,0.7626188,1.0379485,0.9188588,0.88927984,0.5202916,1.2374452,0.82333434,0.6180225,1.1127714,0.52915,1.2485964,0.9447336,0.6975594,0.8038941,1.364408,1.3162227,1.4611628,0.6748467,0.7956721,0.75991565,1.3356903,0.04237491,0.81011283,1.2665172,1.1595786,1.2395076,0.82212955,0.6778197,1.2702286,1.2046994
necklace,1.4406819,0.35816765,0.6930362,1.3749793,0.89763016,0.90447366,1.189316,0.9270905,1.371089,1.1921215,1.5026176,0.268749,1.4019008,1.213802,1.1378876,1.4056674,1.2395601,0.945647,0.61452967,0.8121965,1.2726686,1.1340849,1.3356587,0.8923925,0.60033584,0.6885035,0.7691499,0.53468317,1.0073457,0.9738023,0.6569305,1.082004,1.1203287,1.2599707,1.1526332,1.0984018,0.6863019,1.4039743,1.3049057,0.40714276,1.3849788,0.5678586,1.321387,1.1881065,1.0415719,1.0896732,0.93007964,1.1925591,0.64218396,1.1801819,1.0637698,0.27163088,1.0558201,0.9953481,0.82556576,0.31892705,0.98451376,1.4140745,0.29512954,0.610949,1.2249613,0.8610871,1.0098016,1.2589195,0.9853473,0.39062226,1.2019664,1.4445167,1.2366453,1.1453521,1.2091731,0.655672,1.0092626,0.6172694,1.1880502,0.83360976,1.3658135,1.2546184,1.2539107,1.3043296,0.35188758,0.9912342,0.3781767,0.697823,0.0,0.4758094,0.6390667,1.2960074,1.2370725,1.2582132,1.1621321,1.2725527,1.2038918,0.36891162,0.41149783,0.78083175,1.2132471,0.98671865,0.96569234,1.1219198,1.1590428,0.9856549,1.1782125,0.5835732,1.0913476,0.8234186,0.8006215,1.1496129,1.2398951,1.329843,0.69787323,0.98932683,1.1756462,1.0956231,1.1234694,0.81464887,0.94910324,1.1892314,1.2962264,0.351017,1.2503963,0.48969346,0.7517945,1.1378183,0.57869947,1.2225537,0.93624914,0.61678636,1.2278671,1.3472744,1.3521177,1.5613706,0.7368537,0.28338706,0.24517173,1.2689939,0.73637265,0.97965765,1.3656312,1.1868684,1.3332102,1.0887841,0.22891694,1.2934182,1.2111714
nose,1.1663783,0.5897723,0.7747605,1.133793,0.92020166,0.83999896,1.0539361,1.1234443,1.1289998,1.0200704,1.2347689,0.68724376,1.1324117,1.0646243,1.1575284,1.2289156,1.2771801,1.1767797,0.99877185,0.9165562,1.2159234,1.0574659,1.2040964,1.0978576,0.8946281,1.0001255,0.7849783,0.6084789,0.87926006,1.1279418,0.7890996,1.17746,1.0822049,1.1296285,1.0597041,1.0545222,0.98910654,1.144854,0.9994031,0.8424669,1.2677782,0.9244907,1.0915356,0.92600906,1.0034401,1.0528812,0.9942464,1.1832744,0.70440227,1.0289078,0.9279574,0.5120367,0.8806599,1.0383235,0.67726195,0.68363214,1.1688759,1.1596475,0.49517745,0.70328474,1.0226574,0.93561757,0.87841624,1.0160323,0.866022,0.7057883,1.0265093,1.3448249,1.1427324,1.1937823,1.0135902,1.054974,1.096479,1.0417503,1.0476589,0.8919729,1.0021325,1.1034837,0.9549769,1.1323067,0.45702803,0.9567749,0.61023885,1.0270202,0.4758094,0.0,0.79374707,1.1511805,1.0404174,1.0776317,0.9858974,1.2467657,1.1344539,0.8195436,0.85247123,0.9777919,1.2050496,1.0120487,1.0844868,1.0698048,1.2178738,1.0402751,1.0484883,0.7201154,1.2425249,1.1136684,0.92728364,1.1421742,1.102503,1.1287651,0.804491,1.2224611,1.050033,1.2026414,0.99148285,1.0906076,0.98814917,1.1597307,1.1966562,0.79579955,1.1339154,0.6632066,0.9849965,0.9212719,1.0272893,1.0962392,1.0437224,0.8330164,1.2273669,1.1904637,1.2385542,1.3035665,0.99831194,0.47887248,0.46375847,1.1210896,1.0891924,1.2015462,1.198185,1.1933839,1.1029336,1.2298002,0.6137857,1.0777255,1.0668007
orange,1.369044,0.77815515,0.3416232,1.4322157,0.36862785,0.56305045,1.0399219,0.9694032,1.3888773,1.2413887,1.441544,0.6032831,1.4526198,1.4471488,1.004796,1.446302,1.1409221,0.78013486,0.36795914,0.54117614,1.1148462,0.94637805,1.2830412,0.7415921,0.71682954,0.73123866,0.8201463,0.46157932,1.1694957,1.1415312,0.49066573,1.0812088,1.3735075,1.1644337,1.2923274,0.9046111,0.7001847,1.3920798,1.2156163,0.3847717,1.4325016,0.36986423,1.1982777,1.2893322,1.0629792,1.2321068,1.0790479,1.2827625,0.20366216,1.1902201,1.1518298,0.6861206,1.0754352,0.91933376,1.0766155,0.6460055,0.9157199,1.323185,0.844543,0.98227954,1.2137691,0.7593664,1.2565403,1.0031172,1.2598153,0.4856066,1.339519,1.420772,1.3969752,0.8244815,1.41072,0.73279214,1.1738652,0.57864887,1.2015831,0.86532426,1.090514,1.1953244,1.3340797,1.2672968,0.8565619,0.81457996,0.2380374,0.7972287,0.6390667,0.79374707,0.0,1.3135011,1.2823937,1.4275138,1.3931801,1.2192132,1.132487,0.49649668,0.5112556,0.78791857,0.9197836,1.0935128,1.02036,1.0015392,1.0665073,0.7979808,1.2357428,0.10485542,1.2074504,0.83787787,0.5232866,1.1547222,1.247436,1.2156343,1.0922153,1.0663035,1.3350222,1.2389859,1.3619518,0.7920574,1.0506508,1.1494381,1.295752,0.44201708,1.178655,0.3854761,0.92269576,1.0345627,0.58247995,1.0514369,1.0589037,0.4008031,1.2590334,1.4335241,1.3900623,1.4478066,0.44029742,0.59120566,0.48246872,1.2488484,0.8445879,0.5602728,1.2927597,1.0979619,1.3121254,1.1644131,0.40995872,1.340939,1.1616501
oven,0.8954342,1.2886653,1.3959447,0.8675643,1.3610678,1.2608125,1.0330324,0.9076651,0.5271983,1.0458868,0.7296419,1.2385898,0.58558035,0.9232808,1.122227,0.7973065,0.89814216,1.1026112,1.292416,1.0575838,0.683582,0.9348559,0.8555345,0.9607728,1.2818019,1.1383967,1.0834584,1.3307831,1.0079013,0.8403075,1.2701323,0.70971966,0.86762744,0.80982494,0.9108355,1.0531963,1.1831452,0.66213685,0.95953643,1.3868735,0.68535566,1.2363983,0.95232093,1.0554397,1.1631663,0.6396532,0.5243207,0.8875402,1.34798,0.9011789,0.9654126,1.3156846,1.160173,1.170809,1.1235026,1.2531403,1.2346568,0.7375605,1.1676238,1.279711,0.91015327,1.3100195,1.0164698,0.8113555,1.0395249,1.3325632,0.9576725,0.8449831,0.87737614,0.99922943,0.93451196,1.1306412,0.8655917,1.1752051,0.98608446,1.0348033,1.0889534,0.8403242,1.0072178,0.8168648,1.2108719,1.1050003,1.3613191,1.0760233,1.2960074,1.1511805,1.3135011,0.0,0.9321617,0.9598343,0.88880295,0.8670709,0.8568273,1.3105625,1.3147329,1.1940777,1.044673,1.0990726,1.0363834,0.9073753,1.0451074,1.0396295,0.939783,1.3397882,0.9747458,0.92382115,1.2299159,0.28703612,0.90758955,0.98478895,1.0497651,1.0944523,0.9297185,1.0068101,0.8899564,1.1534338,0.82860714,0.5567802,0.82936394,1.3940923,0.8923112,1.2638686,1.2308512,0.9797362,1.2233827,0.9748052,1.0100411,1.3064506,0.78902787,0.97130245,0.9652124,0.64758897,1.2191236,1.3667326,1.3355303,0.9972295,1.0517452,1.2965517,0.73671937,0.9455428,0.56378925,0.8012304,1.3296269,0.6759737,0.95878756
owl,0.8217686,1.1767442,1.3091768,0.67136866,1.228076,1.2376828,0.86921096,1.2822764,0.74815106,0.46823132,0.6338057,1.3567622,0.76585805,0.7105632,0.86365575,0.71106005,0.95269924,1.2669394,1.4331914,1.3730528,1.1786674,1.1015856,0.93787986,1.4316416,1.2110792,1.3931036,1.2698838,1.2484301,0.60370547,1.2979531,1.2835252,1.1146204,0.7788138,1.08351,0.8950339,1.2173926,1.1349695,0.7765385,0.61561745,1.3567703,0.996563,1.4339902,0.82850564,0.7654799,1.209954,0.94397634,1.1688776,0.9109565,1.2781262,0.71563655,0.98796123,1.1332407,1.0056005,1.1333476,0.94066185,1.3555579,1.1170189,0.820259,1.1621513,1.2087042,0.15191984,1.2577448,0.86591834,0.9697207,0.7992464,1.3905407,0.63797724,0.6391761,0.88007987,1.2445036,0.6231051,1.3621731,1.1635609,1.3561296,0.80175817,1.1342525,0.8648121,0.8299712,0.8597702,1.0579274,1.0828544,1.240948,1.2441211,1.4036753,1.2370725,1.0404174,1.2823937,0.9321617,0.0,0.6083177,0.77761114,0.8773755,0.9925312,1.3485794,1.3316839,1.1028543,1.1216949,0.9955257,1.2821903,0.9994361,1.0649543,1.2888191,0.94196606,1.2469573,1.2661134,1.3154645,1.176362,1.1583979,0.3216675,0.8099848,1.0463372,1.067775,0.7739475,0.8755697,0.8474651,1.2579714,0.98607117,1.1082081,1.1577477,1.3808461,0.21144074,1.2234474,1.2027764,0.8708307,1.397146,0.9505923,0.8982715,1.3614455,1.1743762,0.6977938,0.76202786,0.6791144,1.3494687,1.1544243,1.1644423,0.81615734,1.340448,1.3198448,0.99414444,0.69071436,0.90251815,1.3081625,1.317832,0.8437948,0.75521684
pajamas,0.7424271,1.0422046,1.4039679,0.252223,1.3924539,1.2842557,0.8649621,1.3236305,0.8477045,0.771932,0.44980782,1.3072546,0.69945014,0.25565457,0.99920905,0.42614537,1.0787785,1.3365268,1.5431032,1.58991,1.2078669,1.2259604,0.8902178,1.506705,1.3572373,1.4417135,1.289368,1.2259295,0.7615618,1.1364868,1.5053905,1.2173419,0.41844487,1.0909233,0.87730086,1.3584132,1.4240181,0.51156306,0.64712274,1.502228,0.772591,1.5806305,0.891614,0.6650393,0.8817369,0.79467994,1.190167,0.54196966,1.4252405,0.63571006,0.7459943,1.0540314,0.90241796,1.1336035,0.77011746,1.4210286,1.2470047,0.809173,1.1054533,0.80325097,0.7004792,1.2149993,0.54517186,1.0256588,0.4685409,1.4094701,0.51183236,0.69484234,0.42159808,1.3149366,0.19019878,1.5100324,1.0093588,1.5385175,0.4940241,1.3226548,0.8370706,0.94489276,0.46769178,0.9822139,1.0541457,1.3939521,1.421174,1.331314,1.2582132,1.0776317,1.4275138,0.9598343,0.6083177,0.0,0.30907053,0.904647,1.0487497,1.4680274,1.4376084,1.4260161,1.2050582,0.7461421,1.0454359,1.0836304,1.1045767,1.4628236,0.8316698,1.3232486,1.0752482,1.4249933,1.3765477,1.1535189,0.7452508,0.806896,0.71136636,1.1740477,0.32199347,0.8481503,0.34153318,1.3656628,1.0255532,1.2268101,0.9907468,1.458065,0.89389306,1.2922921,0.9125996,1.0791452,1.5488274,1.0179023,1.1689031,1.4672891,1.0509198,0.22871506,0.63491255,0.67991614,1.6122377,1.0792421,1.2797137,0.7684438,1.2848446,1.4198606,1.0118219,0.94377744,0.8296355,1.1843019,1.4028691,0.7551361,0.74673057
