,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
rock,0.6797584,1.1457204,1.2508434,0.9694985,0.7199166,1.0980816,1.1743077,1.2197571,1.2204696,0.65568596,0.7224797,1.2241282,0.9375097,0.7698742,1.0326755,0.6608689,0.8434764,1.2581576,1.3605964,1.2787247,1.1314757,1.1606727,1.1768174,1.2852325,1.1095382,1.370008,1.1353133,1.0911943,0.8628788,1.1312474,1.2579288,0.84441656,1.1290007,0.9636812,1.0294925,1.0854427,0.7756903,0.99797934,1.3191714,0.92799187,1.3643672,1.16531,1.0142725,0.7893503,1.0502331,0.9401612,1.1538273,0.8578645,1.0566067,1.0550275,1.2996639,0.78056,0.87714624,1.1016961,0.89264506,1.2098916,1.2422519,1.146637,1.2298279,0.9748385,0.727116,1.2333617,1.2271034,0.634834,1.1289016,0.8145679,1.2130983,0.8180895,1.3357311,0.7647353,0.5923556,0.984418,1.0039294,1.2278965,0.5781882,1.1066412,1.0241991,1.3891122,0.93818367,0.6987986,0.72546244,1.0618335,0.74300873,0.8874474,1.0398312,0.9103556,1.2634466,1.2371378,1.3036883,0.7246386,1.2503875,1.1080832,0.74134195,0.75433135,0.7434119,0.96598655,1.2815573,1.2800678,1.0469625,0.9094183,1.1070715,0.96798056,0.9639631,1.1696802,1.2267449,1.1093932,1.3002611,1.2450132,1.1514474,0.0,1.0893008,1.0170441,0.9425607,1.2273682,0.7561664,1.1311601,0.8169502,1.1398163,0.93633157,0.9099436,0.8345299,1.2809842,0.62387323,1.3279926,1.09871,0.80526364,1.2207289,0.8908886,0.645469,1.3504468,1.1421669,0.83701587,0.74297696,1.3355321,1.234491,1.193056,0.9385072,1.273873,1.3304522,0.9238497,0.71801716,1.0506842,1.0807426,1.1885654,1.356419,0.8241194
rooster,1.2457417,1.0242279,0.66308165,1.032132,1.3603839,0.72185326,0.77869964,1.0681691,1.0981739,1.3757551,1.4011297,0.9441652,0.9904525,1.2867243,0.38471788,1.3584622,0.989762,0.8497244,0.57907087,0.7673719,1.1128594,0.84771055,0.6979549,0.6631402,0.86055744,0.84625065,0.68070877,1.0019819,1.2116476,1.0262173,0.77559704,1.3171554,1.0367079,1.2634021,1.2947583,1.1490016,1.4027514,0.91995215,0.7294773,1.3260379,0.65368426,0.5384133,1.0807799,1.0643351,0.8679645,1.2845138,1.2007343,1.1715401,0.37934005,1.1332353,0.7325238,1.0341179,1.1873622,1.0957501,1.0797427,0.60315645,0.70293623,1.0835094,0.77531815,0.70446503,1.242038,0.8871259,0.91877204,1.1413639,0.886767,1.227948,0.82539666,1.2259762,0.6103265,1.1159179,1.0481123,0.93631077,1.2954302,0.7595512,1.4043726,1.05951,1.2584366,0.615051,1.1806432,1.2029994,1.2520697,1.0154556,1.2993813,1.0542961,1.2102541,1.0673287,0.77820677,0.9222867,0.87225467,1.1172826,0.7194414,1.2715433,1.0528486,1.2902844,1.3501267,1.1198823,0.76854426,0.7534118,0.67073613,1.03281,1.0253283,1.1553216,0.7859416,0.97465265,0.6519597,1.0206643,0.7384803,0.79488516,1.1728672,1.0893008,0.0,1.0991637,1.2455155,0.8807583,1.3500419,0.866572,1.2759116,0.7430792,1.1895001,1.1851345,1.1191006,0.655826,1.2448008,0.67911124,1.072747,1.2132767,0.77506965,0.97625166,0.9114642,0.65263,0.9173429,1.3884792,1.3471845,0.7230073,0.87527835,0.89066863,1.2113707,0.9130123,0.6900431,1.2042575,1.0193964,0.8993294,0.7325607,0.8563091,0.5953117,1.2154475
sauce,0.9542524,1.1533365,1.0966111,0.8128731,1.0059875,1.0708628,1.0523152,0.9946252,0.97917014,0.908438,1.1019676,1.3230636,1.0186502,1.0201354,1.0461777,1.0570515,0.9201601,0.995501,1.1328617,0.7614367,0.8759062,0.90410525,1.0765849,0.9329864,0.94508916,1.1421831,1.1901164,1.0256876,1.2373222,1.1120837,1.160616,1.0726569,0.9910989,0.91617596,1.0899022,0.95185876,1.1415547,0.7768246,1.2031285,1.0215899,0.9473238,1.0657358,0.64098704,1.0790793,0.98799485,1.1437316,1.1370016,0.98954535,1.0486114,1.1247059,0.98269033,0.94374394,1.118811,1.2148974,0.9029367,1.126426,0.9820214,1.0364151,1.0782053,0.9681487,0.7506031,1.242245,0.97801274,0.95513487,0.84282535,1.1398499,0.79338014,1.0179571,1.2850945,0.9482964,1.0097406,1.0181072,1.1808324,0.85257167,1.1204578,1.0897212,1.1122609,1.2044073,1.0318372,0.7516098,0.94129264,0.8916996,0.9797476,1.0143819,1.1363666,0.77020705,1.2248853,1.1803216,1.2498682,1.0840217,1.0704088,0.8968896,1.013972,1.0178756,1.1543752,0.8672485,1.2342877,1.2406496,1.052258,1.0751141,1.170599,0.5464006,0.9146918,0.6244751,1.0432403,1.1498138,1.0495878,1.2769825,0.9842455,1.0170441,1.0991637,0.0,1.0622554,0.9324432,1.1592072,0.8894919,1.1970458,0.80902153,1.1460745,0.7172464,0.8332385,1.1747011,1.059693,1.1132361,1.0074618,0.5047926,0.6907072,0.9805786,0.91468704,0.9306151,1.078695,1.129685,0.792,0.92972565,1.25563,1.1816676,0.9067533,1.1532358,0.995881,0.5325675,0.975456,0.9903143,1.0727993,1.0951942,1.1828351,1.0715177
scarf,0.72323895,1.0798934,1.3163841,1.0455462,0.7421612,1.1710309,1.1775922,1.0904717,0.835068,0.9284518,0.72157174,1.2453942,1.0328144,0.5337523,1.2089763,0.5041264,1.1488727,1.2927048,1.3402797,1.4103968,1.1089623,1.2816511,1.1411568,1.3055046,1.1538966,1.1737512,1.2395202,1.1040391,0.815713,0.9791533,1.3439674,0.9077809,0.82569015,1.1300384,0.866561,0.8299537,0.7664074,1.0885266,1.3145401,0.72203565,1.3609335,1.1320231,1.0190498,0.83482397,0.8736986,0.93883675,1.143753,0.5772935,1.2156147,0.9095507,1.3033514,0.9095544,0.80727667,1.0527244,0.94919455,1.3322577,1.1299953,0.8660015,1.1515515,1.055836,0.8145157,1.0715296,0.9344504,0.9865099,1.165308,0.6878951,1.2543333,0.88983,1.2093468,0.95273244,0.8062499,0.8490467,0.64822745,1.2590406,0.54581857,1.1874726,0.8099979,1.3137821,0.91122484,0.89873767,0.8322288,1.101197,0.6987902,0.9784426,0.96381015,1.0351759,1.2792304,0.99670535,1.0136443,0.9015904,1.2894828,0.9862468,0.7323212,0.5419051,0.6219728,1.1164899,1.2952154,1.2962453,1.2918702,0.9323537,1.0105033,1.025911,1.0431597,1.3372097,1.2395251,0.8782504,1.3395909,1.1889149,1.039369,0.9425607,1.2455155,1.0622554,0.0,1.1645279,0.59477746,1.0823632,0.6093834,1.2163582,1.0235113,1.129108,0.99121416,1.222836,0.97397375,1.3526337,0.6806331,0.92669433,1.2158276,0.94337934,1.0806997,1.2497582,0.9232412,0.43273747,0.86826116,1.3401747,1.1555184,1.1152834,0.8736764,0.9939548,1.312554,0.99843,0.97646457,1.0941592,1.137773,1.1078265,1.2437359,0.93075967
scissors,1.3889798,0.9479396,0.76891077,0.9674315,1.3546674,0.7999296,0.88109356,0.620432,1.0418167,1.2945457,1.4077268,0.7634751,1.0208957,1.3362538,0.8532304,1.3801955,0.9114639,0.7993736,0.69608784,0.70321333,1.1008817,0.8150607,0.6919589,0.76652217,0.73738897,0.87432384,0.91616,0.79229015,1.285568,1.0544189,0.73054874,1.2788427,1.028517,1.1756343,0.9962037,0.9736587,1.3973777,0.7959988,0.4921428,1.3296154,0.7095193,0.67867446,1.1034973,1.2874303,1.1097755,1.2828413,1.0033056,1.2520286,0.84789133,1.0339477,0.76775634,1.161654,1.2544692,1.0037798,1.0614884,0.53913504,0.84519506,0.92031807,0.6011567,0.7737179,1.1863675,0.91315705,0.5171088,1.0685844,0.59121996,1.3361813,0.8098339,1.1752758,0.7413247,1.2792544,1.2756984,0.7897713,1.2232836,0.95693666,1.3247466,0.6346396,1.2073979,0.68261355,1.2461175,1.2112689,1.1605341,1.0714164,1.1847196,1.285406,1.0841168,1.0585697,0.8031846,0.7204544,0.70036924,1.214398,0.77464724,1.3052478,1.1700494,1.3508505,1.4135215,1.0370724,0.55752206,0.59266186,0.7753414,1.096565,0.9680751,1.1579708,1.014094,0.72480154,0.81115884,0.9782906,0.817774,0.82061493,1.2463703,1.2273682,0.8807583,0.9324432,1.1645279,0.0,1.370106,0.8037276,1.355361,0.42190397,1.1610053,1.1212337,0.88167036,0.6235279,1.2242799,0.68499523,0.9526742,1.0306152,0.32010734,0.9354138,0.9762114,0.7907393,1.134079,1.3227265,1.2304885,0.5917418,0.9028016,0.7957771,0.7806529,0.72233355,0.48165143,0.9461704,1.1938486,1.1266568,1.02514,0.86047405,0.6425302,1.3427812
shirt,0.5271869,1.1524706,1.3209585,1.1867722,0.4161129,1.2499213,1.2498091,1.2556076,1.1163661,0.6575399,0.3775488,1.1519675,1.1454053,0.4512248,1.3505468,0.44484234,1.1655322,1.3689287,1.4430547,1.494771,1.1368213,1.3526096,1.4033413,1.4871843,1.2556996,1.3262556,1.3176545,1.1144974,0.44902253,1.0934366,1.321457,0.687011,0.9815512,0.83852977,0.92781234,1.0185435,0.40084743,1.2880309,1.419263,0.69442946,1.4864976,1.3257877,1.1304417,0.6019719,1.0452783,0.7159135,1.107952,0.6005533,1.3043174,0.9008006,1.3957797,0.80875456,0.388857,0.9967226,1.0096471,1.4907689,1.3397837,1.0733923,1.3459783,1.1205328,0.7199452,1.0428687,1.2466314,0.8420763,1.4005766,0.51160085,1.365748,0.7913219,1.3139926,0.77618873,0.5944339,1.1771754,0.5510119,1.284299,0.2596414,1.192208,0.74987686,1.4221616,0.7040878,0.7674446,0.7732276,1.0710422,0.7244002,0.8652181,0.8540702,1.0988113,1.2329125,1.2799629,1.1353972,0.80048466,1.3035119,0.90495586,0.6784923,0.40808964,0.29909688,1.0140982,1.3467315,1.3422422,1.3127215,0.8713139,1.1185287,1.0843577,1.2397345,1.3815491,1.3281639,0.99231017,1.3841803,1.1733134,0.95793974,0.7561664,1.3500419,1.1592072,0.59477746,1.370106,0.0,1.2654898,0.3982767,1.4629524,0.8319528,1.0207225,1.0453093,1.4150392,0.7084315,1.3881516,0.98307276,0.905073,1.463334,1.0237904,1.087187,1.4014447,1.0967414,0.2566421,0.67806906,1.4571624,1.1796324,1.1569883,0.9232861,1.3149216,1.4875686,0.9344451,0.84572953,1.0914483,1.1571187,1.2182124,1.3778194,0.67641354
shoe,1.1510044,1.0418587,1.0159061,0.96127343,1.2226126,0.8519412,0.81909055,0.9401529,0.9004506,1.2581786,1.2219234,1.1444907,0.9032732,1.0663149,0.8171153,1.1367832,0.8509077,0.7277184,0.8874234,0.89683867,0.88393635,0.98766524,0.92957914,0.6937849,0.8478776,1.0052688,0.9475725,1.158102,1.2784925,0.9815148,1.034229,1.172337,0.84379804,1.177872,1.0994811,1.0346717,1.2435864,0.922826,0.98897886,1.1242461,0.89055157,0.88079274,0.9472877,1.0750991,0.8837334,1.2644485,1.074089,0.99464846,0.84878963,1.0594105,0.89565873,1.0834517,1.201676,1.0994737,1.0093569,0.93168014,0.78372085,0.4899583,0.8285748,0.9035585,1.148857,1.0649314,0.59400415,1.044487,0.7352135,1.2579927,0.8587847,1.0727814,0.885171,1.1274791,1.1803329,0.8252474,1.0812964,0.8636793,1.1382062,1.1324785,1.1307733,0.9162098,1.0314505,1.0840012,1.1515309,0.94754195,0.90354383,1.0635518,1.2279445,0.9975578,1.085435,0.93779,0.96897936,1.1782022,1.0315402,1.109812,1.1635436,1.0446147,1.2321538,1.0370966,1.043239,1.0804842,0.9186547,1.0799098,0.97312194,0.8840023,0.93439114,0.90265906,0.9101067,0.73973066,0.71449417,1.0682391,1.1630259,1.1311601,0.866572,0.8894919,1.0823632,0.8037276,1.2654898,0.0,1.1696705,0.76844347,1.2261448,1.0740641,0.84801763,0.5398574,1.2090715,0.9451437,0.71487474,1.1721629,0.8331469,0.9804711,1.187252,0.7836972,0.9457107,1.2062678,1.1663183,0.7692269,0.99209785,1.0610785,1.0222099,0.841071,0.60198414,1.028749,1.1958388,0.94194084,0.81079364,0.957668,0.7884772,1.3041518
shorts,0.7541749,0.87381303,1.2979397,1.1461198,0.5782841,1.2396705,1.2160304,1.1354845,1.0015794,0.8497497,0.5812892,0.9581487,1.0872895,0.49765813,1.286207,0.5236158,1.1966699,1.281049,1.3956606,1.4743729,1.0718848,1.2659025,1.2454083,1.3634028,1.3035431,1.1082956,1.2595478,0.9614902,0.6954538,0.95764196,1.3566868,0.8293713,0.77381414,0.9229017,0.89636207,0.9590538,0.5770709,1.2322365,1.339489,0.7528138,1.4113115,1.3204082,1.1342001,0.677672,0.88477165,0.80533737,0.9128131,0.6401903,1.2927635,0.9205061,1.3449008,0.93834746,0.70521164,0.83508575,0.9794804,1.4066288,1.3362162,0.85351515,1.3694897,1.1604983,0.86756396,0.9726982,1.122749,1.0537916,1.342707,0.72276616,1.3064344,0.7624469,1.1973075,0.9782969,0.8208139,1.0697708,0.4320122,1.2545584,0.37350863,1.0426126,0.74252486,1.3707148,0.6700566,0.93997616,0.8984472,1.091464,0.6647305,0.8955683,0.77610654,1.0891984,1.2113016,0.99493855,0.95530516,0.76394904,1.2551987,0.8889059,0.8571427,0.5228623,0.14636791,1.042074,1.2788718,1.2325677,1.2494743,0.73349524,0.83235574,1.0880706,1.2571989,1.3962681,1.2369235,0.75217205,1.2890244,1.1368598,0.9391698,0.8169502,1.2759116,1.1970458,0.6093834,1.355361,0.3982767,1.1696705,0.0,1.3614485,0.9743668,1.1135716,1.076376,1.1941633,1.0090109,1.3567455,0.67822605,1.0180804,1.3525548,0.99155813,1.0706475,1.3543413,0.94405603,0.4743315,0.92176056,1.4089144,1.0103718,1.0206441,0.93813056,1.0462914,1.4202344,1.1306446,1.0648931,1.063873,1.1732391,1.0689111,1.283807,0.9292952
shovel,1.4438884,1.0488611,0.9402825,0.9155588,1.4115446,0.78494275,0.8216933,0.9646185,0.9821726,1.2218871,1.459871,0.9593135,0.72264373,1.4391122,0.7065898,1.4298344,0.6834091,0.7668014,0.6633368,0.56178916,0.9389261,0.9014058,0.354661,0.49563026,0.77840865,0.71593344,0.8322512,1.1280181,1.4355319,0.8450768,0.80714524,1.2516801,0.9957772,1.1934572,1.0961274,1.0202922,1.4549794,0.80286443,0.6460304,1.2810088,0.56441647,0.67829114,0.8746947,1.3785484,1.0511135,1.2204432,1.0432405,1.2177814,0.78636885,1.2717925,0.77270126,1.1129458,1.3761693,1.207561,1.0222453,0.5324122,0.8284156,1.0649314,0.60451186,1.0348442,1.0870847,1.0518214,0.6881654,0.9882712,0.72400296,1.4467477,0.89639217,1.2703531,0.83637834,1.039347,1.2177639,0.6776689,1.3513688,0.7611594,1.4187005,0.66769236,1.198008,0.5675798,1.2480092,1.2423806,1.3014505,0.92726004,1.3087194,1.0744357,1.3062143,0.9998225,0.98638546,0.8673443,0.8894001,1.2945638,0.9623437,1.1810353,1.2307655,1.3893747,1.462737,0.94634694,0.6971664,0.70069766,0.77431566,1.2029779,1.03475,1.136978,0.84788764,0.7048809,0.835292,0.94051975,0.6525488,1.0352237,1.0682851,1.1398163,0.7430792,0.80902153,1.2163582,0.42190397,1.4629524,0.76844347,1.3614485,0.0,1.144099,0.9089796,0.830758,0.703287,1.0945184,0.8074974,1.0470082,1.0288843,0.27643472,0.81783986,0.873839,0.7637292,1.0038737,1.4106185,1.1580298,0.6750624,1.0569158,1.0559641,0.86988294,0.7771352,0.6349714,0.90424454,1.1325897,0.86950827,0.84082913,0.6633179,0.752787,1.3055148
shower,0.92853165,1.056434,1.1797829,1.1708112,0.91452056,1.2096792,1.1506742,1.1985095,1.037423,0.52588195,0.7820214,0.9987276,0.9686663,1.0770763,1.148369,0.8981056,1.0301487,1.1370776,1.0637122,1.1216303,0.8900981,1.2239343,0.93016446,1.1542629,1.0253007,0.94143707,0.99749446,1.1875168,0.5624165,0.9000794,0.9870298,0.53923637,0.99046564,0.8161895,0.9801102,1.1053612,0.75500226,1.2441411,1.0573999,0.7805319,1.0747153,1.0558759,1.0560014,0.86994064,1.1913589,0.3122676,0.9485379,0.9769681,1.1310729,1.018727,1.2246715,1.0049562,0.84669095,1.1644766,0.9278717,1.1313102,1.149191,1.1975886,1.0425842,1.1697781,0.93904066,1.0631236,1.2550932,1.0225493,1.2893267,0.8254661,1.2074275,1.0891505,1.170074,0.88236463,0.9181238,1.1054507,0.9259522,1.0385587,0.93897516,0.8714869,0.846717,0.91254324,0.82219183,1.0211731,1.0629326,0.9191064,1.1112237,0.8642043,1.0140944,1.1351962,1.0628594,1.0853058,1.1611904,1.0241882,1.197959,0.7770089,0.92263895,0.97381675,0.82307756,0.85412675,1.0185133,1.0387089,1.1953506,0.9237095,1.0134906,1.2171565,1.0197785,1.1562586,1.2180321,1.0581105,1.0862651,1.0799254,0.56542426,0.93633157,1.1895001,1.1460745,1.0235113,1.1610053,0.8319528,1.2261448,0.9743668,1.144099,0.0,0.7720145,1.0219748,1.2682881,0.6345968,1.138442,1.2618618,0.992741,1.1892431,0.825072,0.93883485,1.1682565,0.92993414,0.94556665,0.9171273,1.1881288,1.1397024,1.1191602,1.0550491,1.1073794,1.2803717,1.0715978,0.86615694,1.0073732,1.0551502,0.81138426,1.2729657,0.6193184
sink,0.942412,1.1356549,1.2727059,0.98696566,0.95358753,1.2137747,1.1453595,1.1727597,0.96814,0.54757416,0.8969485,1.0880125,0.9504496,1.0878772,1.0868108,0.98766834,0.7633687,1.010612,1.0940201,0.7036138,0.80809206,1.0938373,1.0241765,0.9095198,1.0421126,1.0302104,1.0815619,1.21574,1.0707686,1.0092207,1.0794177,0.8028317,1.1118364,0.7186246,0.9966084,1.0385796,0.9156197,1.0851585,1.2029693,0.87352705,0.91046995,1.1566615,0.7769171,1.0652817,1.0964681,0.7673818,0.8147168,1.131255,1.1117668,1.0336294,1.1476374,0.97341233,1.0335373,1.1761794,0.9063473,1.1732615,1.1353025,1.1983228,1.0801188,1.1325179,0.66056514,1.168615,1.1291809,0.9191447,1.0832629,1.0452439,1.094941,0.97238976,1.285599,0.8539431,0.92864394,0.99833924,1.157516,0.83207023,1.0430735,0.91198957,1.0222555,1.0689402,0.8164246,0.89931226,0.9805117,0.8375434,1.0630474,0.8684838,1.0642678,0.99139094,1.2204087,1.1585083,1.3001168,1.014265,1.2615149,0.56814,0.9580878,1.064479,0.99150014,0.79139197,1.1534698,1.1766315,1.0807621,1.1051075,1.1086001,0.900039,0.99576515,0.71181226,1.2776935,1.0738765,0.88150036,1.270752,0.67075753,0.9099436,1.1851345,0.7172464,1.129108,1.1212337,1.0207225,1.0740641,1.1135716,0.9089796,0.7720145,0.0,0.85048723,1.2447641,0.83459175,1.1988668,1.211666,0.7238734,0.86071926,0.8110459,0.9550085,1.2164171,1.0377697,1.0687147,0.7547553,1.0063363,1.2611989,1.1788311,0.91773325,1.1849924,1.1865678,0.6719549,1.0003875,0.99205613,1.0364964,0.9316626,1.2525151,0.8825037
slide,0.82851934,1.2562284,1.282163,1.1237043,0.952966,0.9734635,1.0402507,1.0655426,0.86539924,0.7630557,0.8358257,1.322781,0.608039,0.9084745,0.9756596,0.83792436,0.30606717,1.1390529,1.2924579,1.0780754,0.8403284,1.314738,1.0456626,0.9627507,1.0551147,1.1803005,1.1529903,1.2716551,1.1517009,0.7553567,1.3428531,0.87345433,1.0047008,0.9922936,1.1793879,0.966716,0.8864752,1.0960004,1.2611605,0.7180317,1.2208186,1.0827378,0.89500356,0.9974591,0.8580327,0.99894583,1.1417937,0.81864595,1.0256994,1.1092746,1.2342724,0.86543584,1.0216662,1.3071151,0.39190364,1.1703477,1.0754286,1.0561154,1.1601814,0.96919525,0.86471266,1.3382086,0.8146242,0.51180977,1.0811536,1.108588,1.2240348,1.0529319,1.337118,0.72548056,0.7782502,0.75560516,1.1114081,1.1694751,0.84709907,1.2331824,0.76578224,1.2582958,1.004457,0.8534625,0.9574685,0.9621022,0.911523,0.95055836,1.1921167,1.0660907,1.3337326,1.2010875,1.351433,1.0733811,1.2952677,0.98332,0.9704693,0.8231667,1.0693879,0.9557449,1.2826928,1.3154674,1.1583714,1.0521904,1.16053,1.0328733,0.89401364,1.0099286,1.1870085,1.0057875,1.1162246,1.3520062,1.0143192,0.8345299,1.1191006,0.8332385,0.99121416,0.88167036,1.0453093,0.84801763,1.076376,0.830758,1.0219748,0.85048723,0.0,1.2447149,0.8365303,1.3218325,1.0497429,0.8525336,1.0255971,0.759364,0.94376856,1.2445177,1.0031629,0.97891915,0.63834816,1.1410676,1.3604217,1.3000824,0.7453565,1.1096966,0.8534498,0.6812907,0.75404906,0.97043556,1.0219204,1.120022,1.3568559,0.83017373
slipper,1.6007352,0.6237721,0.4677177,1.1314932,1.4232398,0.75526786,0.8002526,0.75781274,1.1502358,1.5764905,1.5669154,0.5236126,1.0738488,1.3892474,0.7605297,1.4540282,1.0789787,0.65627,0.42364627,0.6815724,1.283176,0.6029028,0.684933,0.59787446,0.7582892,0.60470676,0.5941663,0.6682712,1.1771587,1.0640448,0.5737333,1.4777843,1.0291371,1.41751,1.0449084,1.1530628,1.5157051,0.92210746,0.32400906,1.5818627,0.57081234,0.6464736,1.2580256,1.3700628,1.1190864,1.3869488,1.0099597,1.2329983,0.75289524,0.99429953,0.6368474,1.1653636,1.2814178,0.5758591,1.2604171,0.41403604,0.7708001,0.6586037,0.6092907,1.1087385,1.5476326,0.49350297,0.7125273,1.2846346,0.8602972,1.22807,0.6772977,1.0301049,0.31817067,1.401458,1.3111416,0.9942816,1.1053213,0.895399,1.372386,0.7136186,1.3773345,0.51986545,1.1526508,1.3527507,1.4273386,1.2020712,1.3419535,1.2816428,0.9120415,1.2124656,0.39444625,0.5894191,0.37872124,1.0837667,0.509209,1.3222365,1.2457023,1.3736726,1.3201965,1.276071,0.3696432,0.35568005,0.72253966,1.1058093,0.81109875,1.1669403,1.0700922,0.90058374,0.51951325,0.9075923,0.61706203,0.47047317,1.2796055,1.2809842,0.655826,1.1747011,1.222836,0.6235279,1.4150392,0.5398574,1.1941633,0.703287,1.2682881,1.2447641,1.2447149,0.0,1.3049395,0.38788617,0.7943399,1.5071324,0.6882202,1.1748056,1.148807,0.40926856,1.0864388,1.324249,1.6172607,0.5654514,0.33376426,0.47506714,1.1851196,0.54017323,0.6669004,1.4255943,1.3303921,1.0020664,0.810259,0.90168065,0.24479127,1.4608101
snow,0.6647972,1.2501725,1.2774837,1.095396,0.7557172,1.1759269,1.2285739,1.3128561,1.213877,0.47896105,0.62720954,1.2522773,0.8193668,0.9476236,1.1426919,0.7041105,0.824532,1.2385695,1.3353863,1.2657249,1.0780437,1.2280624,1.0359544,1.3090816,0.9945588,1.3005548,1.1472865,1.206304,0.6291306,0.9691123,1.150882,0.5687086,1.2635243,0.9412598,0.9968545,1.1732466,0.7574302,1.0888653,1.1900029,0.8287683,1.3513051,1.1162486,0.95024693,0.8598147,1.1955895,0.6397455,1.0583819,0.8977445,1.1448336,1.0404966,1.28301,0.64319557,0.8795458,1.1591469,0.9837336,1.182313,1.2200757,1.2744969,1.1120486,1.1263016,0.8837563,1.2048056,1.3221508,0.57948446,1.3282256,0.752398,1.2438606,0.99615186,1.3821981,0.61660576,0.5945451,1.0437335,1.077126,1.2510861,0.7167935,1.0463302,0.8777908,1.1603966,0.8371737,0.79742885,0.9490868,1.0461129,1.0380448,0.919063,1.0718489,1.0679958,1.1781806,1.3338442,1.2931356,0.99152917,1.2931275,0.93673337,0.72679865,0.8028685,0.89575225,0.9108034,1.133379,1.1749059,1.2205697,0.968503,1.2771666,1.0259894,0.998632,1.2064075,1.2786429,1.2725077,1.2847016,1.1599863,0.9476982,0.62387323,1.2448008,1.059693,0.97397375,1.2242799,0.7084315,1.2090715,1.0090109,1.0945184,0.6345968,0.83459175,0.8365303,1.3049395,0.0,1.2391948,1.2669365,0.8558444,1.2995427,0.877733,0.8023579,1.223383,1.2632217,0.6993801,0.6016259,1.2869667,1.2249165,1.1964223,1.0990907,1.323354,1.3767136,0.86223996,0.5150147,0.985123,1.0721354,1.1271478,1.3398434,0.52926064
soap,1.5657946,0.7254119,0.219535,1.0221226,1.4898634,0.6112946,0.69577634,0.6757538,1.1244096,1.4611111,1.4881678,0.4570378,1.1284118,1.4133265,0.8369672,1.4836156,1.1151365,0.6139395,0.22253036,0.44696903,1.1319667,0.4649973,0.7459503,0.59201515,0.87015057,0.5714189,0.58256865,0.6334098,1.1567363,1.1563268,0.29921806,1.345654,1.1043715,1.2631078,1.0232382,1.1888442,1.43613,0.8716899,0.24352586,1.505263,0.37100613,0.6849992,1.178443,1.4185989,1.2595614,1.26409,0.9772394,1.3369226,0.78772545,1.1079981,0.35654783,1.2458792,1.2781408,0.7938819,1.2826647,0.32240593,0.7722249,0.99595106,0.7122653,1.0729553,1.5167407,0.626616,0.8666784,1.2901648,0.72541296,1.3171909,0.61787236,1.2942725,0.3176093,1.4050989,1.4760268,1.1176126,1.190849,0.70688295,1.4812349,0.8103966,1.3535793,0.46088398,1.2345625,1.3822743,1.2321584,1.1069019,1.4711721,1.3376034,0.95866716,1.1553301,0.23959494,0.5404918,0.50096333,1.2154676,0.2724852,1.2432216,1.3046157,1.4817299,1.4219234,1.101468,0.30879927,0.2993908,0.63777494,1.1027163,0.77991164,1.1055268,1.1073487,0.65850765,0.42216372,1.1119734,0.6339983,0.444574,1.1884655,1.3279926,0.67911124,1.1132361,1.3526337,0.68499523,1.3881516,0.9451437,1.3567455,0.8074974,1.138442,1.1988668,1.3218325,0.38788617,1.2391948,0.0,1.0885794,1.3284569,0.7577305,1.2512627,1.2078041,0.39074308,1.1838231,1.3463035,1.4958107,0.37428743,0.5174644,0.5147079,1.2656088,0.5259888,0.52103263,1.2808456,1.2660128,1.0903162,0.8839256,1.0246259,0.33426946,1.3150909
