,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bed,0.29687178,1.3341247,1.4897008,1.1681128,0.42408323,1.2984598,1.3097283,1.2709739,0.83799446,0.38158953,0.0,1.2665697,0.8955838,0.48711866,1.3405546,0.17179245,1.01035,1.293463,1.5680951,1.4737028,0.8971357,1.4260705,1.3821173,1.484091,1.3328955,1.4082118,1.3936557,1.2812076,0.6481801,0.8623469,1.4511065,0.49273878,1.0138589,0.55867517,0.9288054,0.99691767,0.12973106,1.2492677,1.5670432,0.2970454,1.5730125,1.3821309,1.0340376,0.49772346,0.8364503,0.58357203,0.9982509,0.6773913,1.3200619,1.0024362,1.471673,0.9032515,0.65792394,1.210902,0.92569816,1.5883754,1.3482525,1.0712988,1.4194252,0.98739016,0.6887882,1.313426,1.2570952,0.67528814,1.3582203,0.7297268,1.3844417,0.91075945,1.5260813,0.65923536,0.71558756,1.0860022,0.6685881,1.303566,0.30857956,1.291812,0.46388948,1.4993184,0.6720959,0.7719298,0.66995716,1.0622308,0.66494465,0.712008,1.0186087,1.1003709,1.409756,1.2770661,1.4592335,0.9303749,1.4308778,0.68512416,0.7815427,0.38211775,0.44801295,0.8277037,1.4935158,1.4807931,1.3718878,0.7645758,0.96011543,1.0429113,1.1459277,1.3081782,1.4487518,0.9393309,1.3686078,1.384779,0.84239674,0.7224797,1.4011297,1.1019676,0.72157174,1.4077268,0.3775488,1.2219234,0.5812892,1.459871,0.7820214,0.8969485,0.8358257,1.5669154,0.62720954,1.4881678,1.061343,0.8013487,1.5365307,1.0292909,1.0571197,1.5377274,0.93978655,0.39958805,0.35040832,1.4505887,1.4037558,1.3594905,0.8949282,1.3036346,1.3687383,0.708903,0.82037014,0.9970988,1.2076106,1.1754211,1.5290477,0.58329684
belt,1.504543,0.60802954,0.5534408,1.1993598,1.3177118,0.93441516,0.93234545,0.6858769,1.0578339,1.2953694,1.2665697,0.0,1.0594759,1.3064342,1.0364741,1.2801831,1.0558393,0.62838584,0.47765934,0.645314,1.0658767,0.6420272,0.81080306,0.7718401,1.0436083,0.45047736,0.64921343,0.65426373,0.94929177,0.9484111,0.5752263,1.2143185,0.97041315,1.0408862,0.86812675,1.0617081,1.1142806,1.060371,0.31660926,1.2699277,0.6266327,0.8921583,1.2621548,1.2936672,1.2405022,1.0171201,0.73250985,1.3398547,0.9879583,1.0163956,0.81879973,1.3467166,1.1477047,0.69155806,1.1910547,0.5154759,0.9905148,0.97001547,0.7877624,1.2173991,1.4489287,0.5446857,0.912138,1.3529205,1.0151,1.1521978,0.83472276,1.1485286,0.42338794,1.3514074,1.4173906,1.1333016,0.8376712,0.93976396,1.2554493,0.49113292,1.0858433,0.5681596,1.189906,1.4199157,1.2737966,1.1226625,1.3674555,1.1498712,0.7111627,1.1692958,0.4231838,0.44526196,0.42945564,1.1505978,0.571342,1.0210503,1.3270288,1.3762307,1.069754,1.0606102,0.25514817,0.26137626,0.6841791,0.99409366,0.4899699,1.238483,1.2014811,0.89566123,0.6957884,0.8415284,0.64964783,0.5822199,0.9632541,1.2241282,0.9441652,1.3230636,1.2453942,0.7634751,1.1519675,1.1444907,0.9581487,0.9593135,0.9987276,1.0880125,1.322781,0.5236126,1.2522773,0.4570378,1.0234308,1.4066741,0.8485945,1.238811,1.1060456,0.7559316,0.9560608,1.1079229,1.434559,0.80278766,0.5691606,0.51752126,1.1910553,0.4840765,0.8833662,1.3604339,1.3212374,1.0887016,0.998928,0.7723893,0.5421891,1.1983074
bench,1.0764136,1.132222,1.287857,1.196368,1.118915,1.1265553,1.0802376,1.1403391,0.7308297,0.8695338,0.8955838,1.0594759,0.0,1.16406,0.8654657,0.87299246,0.44430614,0.7276627,1.0235778,0.9474908,0.6834243,1.1536677,0.66077316,0.7555901,1.0391614,0.7687697,0.89203024,1.3137698,1.1841754,0.20140302,1.2306373,0.87101823,0.95738626,0.87939304,1.057599,0.9853302,0.8714032,0.99418724,1.0760578,0.66754556,0.9796328,0.91550255,0.9552503,1.0878754,0.932449,0.83346486,0.86781263,0.8940095,0.8807158,1.2670629,1.2309469,1.025981,1.2375648,1.3758457,0.63624805,1.0022045,0.88777125,1.1193719,0.9698108,1.1243849,1.1287175,1.3061272,0.961345,0.85096204,1.0656828,1.231619,1.0933867,1.2791784,1.1799799,0.78598523,0.9432643,0.83566725,1.0464003,0.93802136,0.9816174,1.0123694,0.5986619,0.90317124,1.1580131,1.1191226,1.3409741,0.9754011,1.2161903,0.7705183,1.3231095,1.197659,1.2930484,1.0229919,1.1954485,1.2528222,1.2984221,0.83352846,1.1617897,0.9855957,1.1023841,0.9181645,1.0820312,1.0984346,1.0511993,1.0335289,0.86497957,1.1651974,0.807722,1.0743573,1.1833107,0.8511456,0.78444564,1.3464359,0.7583531,0.9375097,0.9904525,1.0186502,1.0328144,1.0208957,1.1454053,0.9032732,1.0872895,0.72264373,0.9686663,0.9504496,0.608039,1.0738488,0.8193668,1.1284118,1.1547896,1.1231973,1.0166163,0.95813334,0.81093264,1.099317,0.7505883,1.0677589,0.6987883,1.0588908,1.3371189,1.3236395,1.096283,0.9172913,0.9328231,0.9363146,0.879758,0.7833024,0.9065156,0.7650175,1.1032897,0.8128171
bib,0.5259609,1.0670477,1.3403258,1.064681,0.48020864,1.1353058,1.1061141,1.1479805,0.9036897,0.776425,0.48711866,1.3064342,1.16406,0.0,1.3263564,0.39577287,1.1568077,1.2670841,1.5084739,1.4800324,1.0586033,1.2941254,1.4278232,1.4487605,1.1981891,1.4235513,1.3606789,1.1103464,0.76597035,1.1243868,1.4013267,0.8277346,0.88166463,0.93196523,0.928827,0.9407144,0.6121839,1.1377902,1.4935095,0.62312007,1.532013,1.3569975,1.0342623,0.63266635,0.5564258,0.9400966,1.0773764,0.40914512,1.3110452,0.91190195,1.281301,0.9711832,0.73097634,0.97883356,0.92356825,1.5097384,1.313143,0.81859493,1.3655286,0.9334793,0.7033237,1.1752547,1.094815,0.9042882,1.2125654,0.6920177,1.2465947,0.7072881,1.3222989,0.9236779,0.79076236,1.1397057,0.65124017,1.3143528,0.39104044,1.301857,0.80442923,1.515091,0.75955844,0.7331465,0.52396506,1.0601631,0.42780077,0.9698096,0.90522516,1.0255995,1.3361175,1.1207182,1.1145713,0.8013779,1.3053641,0.9126363,0.78306067,0.24130768,0.49395704,0.8907443,1.4434773,1.412764,1.291758,0.8852325,1.0203949,0.8878525,1.2361212,1.2214546,1.2865374,0.9207093,1.3940912,1.2625601,1.0848134,0.7698742,1.2867243,1.0201354,0.5337523,1.3362538,0.4512248,1.0663149,0.49765813,1.4391122,1.0770763,1.0878772,0.9084745,1.3892474,0.9476236,1.4133265,0.6807628,0.8332354,1.410511,0.94936335,1.1164939,1.3544774,1.016304,0.41383797,0.6676737,1.3893743,1.2008307,1.1287786,0.699557,1.1521752,1.2483304,0.847324,1.027959,1.1602355,1.1811144,1.3063911,1.3336673,0.9025038
bird,1.1895225,1.0715797,0.88391626,1.0376886,1.3269372,0.84466845,0.8570983,0.99590915,1.0420179,1.3488588,1.3405546,1.0364741,0.8654657,1.3263564,0.0,1.2885561,0.81959224,0.87626845,0.78394675,0.8376117,0.96879786,0.9477006,0.8028074,0.65565014,0.756083,0.8639366,0.779366,1.1185138,1.2741224,0.92661333,0.86495006,1.2129502,1.0273271,1.173408,1.1651982,1.0137032,1.2986417,0.91509116,0.85423577,1.2434903,0.7699729,0.6187911,1.0241055,1.1291904,0.96575844,1.2257955,1.0467156,1.129458,0.111359835,1.0924196,0.8112531,0.98028845,1.2312032,1.1835485,0.96318656,0.7273519,0.7835759,1.0988911,0.7222044,0.7730782,1.3385931,1.0247087,0.78143406,1.0600857,0.8809979,1.3082739,0.87364006,1.2639354,0.75511706,1.0469567,1.0126692,0.80168664,1.2319125,0.8788003,1.3456551,1.0488007,1.1977059,0.73587734,1.2217695,1.1995311,1.2429978,1.0109811,1.2076795,0.99487466,1.2748075,1.0714461,0.9715013,0.94015974,1.0485342,1.1808192,0.93181145,1.103582,1.1597468,1.2683483,1.3624704,1.0711483,0.8797687,0.93279403,0.76218975,1.0823951,0.986254,1.1304095,0.7643919,0.96751386,0.8593023,0.8987458,0.64589,0.96435744,1.1176418,1.0326755,0.38471788,1.0461777,1.2089763,0.8532304,1.3505468,0.8171153,1.286207,0.7065898,1.148369,1.0868108,0.9756596,0.7605297,1.1426919,0.8369672,1.1474513,1.2067956,0.7918178,0.9359108,0.8933619,0.8337984,0.9491414,1.3383069,1.2461592,0.72739697,1.0346007,1.1403195,1.2763114,0.92088467,0.7171399,1.1476235,0.9245874,0.96068877,0.7994045,0.77943945,0.76776206,1.1783808
blanket,0.36018324,1.2121873,1.5066513,1.1292834,0.4941492,1.2741239,1.2894614,1.1850138,0.82601047,0.53397745,0.17179245,1.2801831,0.87299246,0.39577287,1.2885561,0.0,0.9368831,1.2821721,1.5980637,1.5061378,0.9992629,1.3857397,1.3328357,1.4509528,1.2329632,1.3820957,1.3499576,1.240878,0.6488082,0.898465,1.4966443,0.67933035,0.87544847,0.7620298,0.86594844,0.935632,0.34652567,1.1509969,1.5285699,0.43606436,1.6129749,1.3367041,1.0354854,0.5606938,0.81010044,0.7598711,1.0549958,0.61939204,1.2724411,1.0042597,1.486709,0.84889084,0.79312396,1.1952912,0.92771703,1.5163032,1.3253736,0.9833662,1.329726,0.97130966,0.7836118,1.311817,1.1025333,0.7348852,1.3124107,0.7753414,1.3590933,0.90122974,1.4644005,0.7620888,0.7413273,0.96224046,0.57874054,1.3831549,0.25706756,1.2800608,0.65698117,1.5554508,0.76055104,0.76778716,0.6647229,1.1642418,0.5705183,0.8122358,1.0502214,1.1108227,1.4390733,1.0844203,1.3462924,0.9422837,1.4648783,0.8029192,0.68229115,0.32570815,0.43767732,0.9165026,1.4690385,1.4762607,1.3079646,0.7052299,0.78805053,1.0212581,1.1043675,1.3401301,1.4456636,0.88095456,1.3876575,1.3980049,1.0080026,0.6608689,1.3584622,1.0570515,0.5041264,1.3801955,0.44484234,1.1367832,0.5236158,1.4298344,0.8981056,0.98766834,0.83792436,1.4540282,0.7041105,1.4836156,0.88954616,0.8245679,1.4642713,1.06545,1.012862,1.4530075,0.9791573,0.3653847,0.53873646,1.4618576,1.3855716,1.319037,0.98770386,1.0779423,1.4131997,0.8324864,0.83848345,1.0501865,1.2165723,1.2735683,1.470592,0.7245805
boat,1.0623952,1.1617386,1.2037423,1.1503651,1.162119,0.9627638,1.0039976,0.98598886,0.90946704,0.8680158,1.01035,1.0558393,0.44430614,1.1568077,0.81959224,0.9368831,0.0,0.82921535,1.0792427,0.7618419,0.7562171,1.1153971,0.87855756,0.6821442,0.98112404,0.8936296,0.8266125,1.3247838,1.2159173,0.6913637,1.169148,0.9993983,1.0210392,1.016478,1.1413143,0.9358929,1.0270917,1.0249754,1.0481975,0.86839914,1.0096025,0.953137,0.8581823,1.1807017,1.0300031,1.0327857,1.0170268,1.0343667,0.8653003,1.2549928,1.152068,0.88719857,1.1883848,1.3584492,0.53918415,0.9024577,0.99239177,1.1905893,0.97109836,1.069161,1.0609106,1.2879786,0.8320482,0.6586558,1.0266924,1.2275251,1.0833097,1.214724,1.1620216,0.7365144,0.89884526,0.784214,1.1833154,1.0266535,1.044241,1.0590833,0.9399899,1.0427611,1.1872345,1.0315926,1.1540852,0.97527045,1.15044,0.871358,1.269899,1.0851418,1.2577381,1.0800874,1.2705215,1.2292088,1.2424781,0.93953073,1.0503415,1.0627017,1.2034181,0.92856145,1.0504448,1.1275352,0.92100096,1.1023499,0.91252095,1.0938792,0.8126688,0.8660599,1.1521832,0.91385645,0.7522519,1.3498225,0.99794847,0.8434764,0.989762,0.9201601,1.1488727,0.9114639,1.1655322,0.8509077,1.1966699,0.6834091,1.0301487,0.7633687,0.30606717,1.0789787,0.824532,1.1151365,1.2570713,0.9923326,0.91076195,0.89854515,0.86392576,1.1381503,0.9110394,1.1423932,0.8140459,1.0290831,1.352527,1.3045502,1.0257857,0.9413062,0.8757506,0.78721225,0.7961404,0.8570969,0.8375281,0.9801732,1.1942055,0.8968272
book,1.4131277,0.97269225,0.82468903,1.0624006,1.352433,0.9312725,0.8955294,0.77614415,0.8614807,1.309617,1.293463,0.62838584,0.7276627,1.2670841,0.87626845,1.2821721,0.82921535,0.0,0.5470313,0.58868027,0.5566204,0.71994853,0.7805537,0.6216542,0.84113693,0.62692964,0.65896225,1.0160916,1.3479693,0.783225,0.7345034,1.3014146,0.991642,0.9680406,0.8484211,0.9830364,1.2422875,0.8366313,0.5780385,1.1101948,0.612959,0.83399045,0.95192456,1.3720632,1.0621083,1.1831262,0.73673695,1.283883,0.86631525,1.1839412,0.7816682,1.3048906,1.2871804,1.0354182,1.0610654,0.6198062,0.75176036,0.9246875,0.65950954,1.054385,1.2691464,0.9538443,0.8048487,1.2752852,0.5636175,1.39104,0.7054765,1.2107472,0.7339605,1.2718675,1.3899314,1.0090096,1.1309111,0.7461043,1.3575284,0.73253196,1.0653864,0.6259267,1.2724668,1.2813538,1.2701243,0.8121229,1.2755964,1.0695833,1.1467011,1.0795833,0.84294176,0.6783289,0.80270755,1.3689802,0.838197,0.8936111,1.3404739,1.3497717,1.3577096,0.5392815,0.58160186,0.62578213,0.7911414,1.2358449,0.6741002,0.93220216,0.9834447,0.6639545,0.87602395,0.8358347,0.43630373,0.9827925,0.96031386,1.2581576,0.8497244,0.995501,1.2927048,0.7993736,1.3689287,0.7277184,1.281049,0.7668014,1.1370776,1.010612,1.1390529,0.65627,1.2385695,0.6139395,1.1160506,1.2906435,0.8118148,1.1884584,1.0249121,0.7480719,0.9065879,1.3100858,1.1927192,0.7038053,0.97336584,0.8881068,1.1254475,0.6296173,0.5859592,1.0552356,1.2604133,0.97612417,0.7997023,0.8657936,0.6433074,1.2330028
bottle,1.6323909,0.81246203,0.31974387,1.0701547,1.5496509,0.63525903,0.7063019,0.89131564,1.0590713,1.5012401,1.5680951,0.47765934,1.0235778,1.5084739,0.78394675,1.5980637,1.0792427,0.5470313,0.0,0.35456407,1.0307604,0.6132773,0.6089358,0.39901036,0.93013597,0.3957917,0.4495405,0.83240217,1.2599883,1.0252923,0.33963692,1.3473296,0.9823638,1.2754014,1.0984852,1.187437,1.4695393,0.9562053,0.24921978,1.4563463,0.12613201,0.5992648,1.139299,1.4647341,1.2070787,1.1984551,1.009613,1.3343048,0.7667949,1.1701837,0.4989667,1.2999504,1.3027409,0.93089706,1.1906593,0.30860078,0.6689359,1.0067927,0.6648344,1.12945,1.3500996,0.67934346,0.84007406,1.3186349,0.68739414,1.3568835,0.73682636,1.362734,0.30302924,1.3653058,1.483134,1.0679787,1.2001034,0.43879902,1.540425,0.7938055,1.310684,0.30297375,1.2824123,1.4374624,1.3694093,0.8666455,1.5318902,1.2037082,1.107459,1.1624255,0.33625925,0.60064536,0.5290264,1.2891126,0.38971144,1.199828,1.3206091,1.5232838,1.4524906,1.133434,0.33392668,0.3195864,0.65412,1.2439165,0.8454596,1.2059222,0.9702645,0.7454938,0.45268667,1.0469627,0.48697174,0.5612664,0.99333787,1.3605964,0.57907087,1.1328617,1.3402797,0.69608784,1.4430547,0.8874234,1.3956606,0.6633368,1.0637122,1.0940201,1.2924579,0.42364627,1.3353863,0.22253036,1.1080831,1.3400121,0.61839205,1.1414448,1.2046173,0.44216335,0.97292036,1.4315351,1.4802284,0.50270647,0.6198136,0.6132954,1.1863549,0.55783594,0.52521133,1.2531636,1.266692,0.96095973,0.7420002,0.7629775,0.31698442,1.2802644
bowl,1.51208,0.9265129,0.5698623,0.92511475,1.5522428,0.68120456,0.7012533,0.83009815,0.9105871,1.2860428,1.4737028,0.645314,0.9474908,1.4800324,0.8376117,1.5061378,0.7618419,0.58868027,0.35456407,0.0,0.8259903,0.54292256,0.76034606,0.28418612,0.93493056,0.49457008,0.63538826,1.0115141,1.3788007,1.0575292,0.4649222,1.2793922,1.0639063,1.0051564,1.137657,1.0559019,1.4183176,0.8230287,0.5504333,1.3196719,0.21963996,0.7401382,0.8270652,1.4780508,1.1923387,1.2561125,0.9491261,1.3967003,0.8138673,1.2048005,0.5106532,1.2420356,1.3604262,1.1535844,1.135585,0.5043155,0.77922213,1.1784583,0.76854587,1.0841833,1.1329983,0.90636146,0.8426654,1.1445533,0.68084955,1.4618857,0.6197027,1.358264,0.5782039,1.2093326,1.4861355,0.9763217,1.3662684,0.4452322,1.5579956,0.88968974,1.3500946,0.5375551,1.3330998,1.3262782,1.1949333,0.91671187,1.4446747,1.1598642,1.1572812,0.9989068,0.6451751,0.75409883,0.8673807,1.3313158,0.59092546,1.0597944,1.3071222,1.529743,1.5208018,0.92703325,0.60052395,0.61567897,0.65721273,1.2331421,0.83191603,0.9830191,0.91227436,0.29501474,0.62751126,1.0367316,0.44288164,0.8866428,1.0209851,1.2787247,0.7673719,0.7614367,1.4103968,0.70321333,1.494771,0.89683867,1.4743729,0.56178916,1.1216303,0.7036138,1.0780754,0.6815724,1.2657249,0.44696903,1.2521291,0.93804723,0.48703265,1.0979447,1.1464319,0.64706963,1.0100939,1.461629,1.1880324,0.43333018,0.9455133,0.86789995,1.179729,0.7115716,0.56561816,0.81192464,1.2405508,0.95583284,0.8236699,0.8819221,0.6097766,1.2554281
box,0.9999069,1.1726241,1.2672172,0.9775837,1.0543077,1.1181235,1.0458918,1.0884497,0.5716739,0.8510685,0.8971357,1.0658767,0.6834243,1.0586033,0.96879786,0.9992629,0.7562171,0.5566204,1.0307604,0.8259903,0.0,1.1270384,1.0660856,0.7205446,1.1085479,0.77257735,1.1134561,1.319457,1.258446,0.67688197,1.1264092,0.85709894,0.85869396,0.7011406,0.95532846,0.9519682,0.8662807,0.928885,1.2044967,0.5972379,0.88471705,1.1041404,0.7786862,1.070919,0.9444273,0.81086063,0.64705765,1.0735266,1.0283078,1.2042192,1.0084246,1.1528344,1.1324042,1.3131948,0.8434975,1.2117921,1.0127807,1.0264791,1.0379772,1.0557793,0.9199927,1.2905611,0.9243166,1.0924534,0.77228796,1.2683597,1.0828712,1.1500155,1.2107375,0.9301851,1.1585013,0.8864618,1.0233595,0.78388417,1.0948498,1.0403738,0.7357404,0.97197765,1.0904602,1.0640173,1.0506694,0.585011,0.96798325,0.8307253,1.1909989,0.94994813,1.3121244,1.0216285,1.2917451,1.2462057,1.2317376,0.57186484,1.173987,1.0671929,1.0884796,0.5262078,1.1933852,1.218005,1.1242578,1.1031474,0.8514179,0.94764525,0.94263405,0.8360585,1.2139693,0.6478169,0.59190404,1.3574587,0.6704787,1.1314757,1.1128594,0.8759062,1.1089623,1.1008817,1.1368213,0.88393635,1.0718848,0.9389261,0.8900981,0.80809206,0.8403284,1.283176,1.0780437,1.1319667,1.1113153,0.9081554,1.026018,0.9476678,1.0700349,1.1834737,0.7685641,1.099494,0.79214704,0.9273782,1.3636253,1.2865641,0.92226434,0.96936315,0.7575784,0.7316586,1.0572114,0.93687665,0.9735662,0.86912274,1.2244688,0.968176
bread,1.3229609,0.72900033,0.5235972,0.8473578,1.3187584,0.8214003,0.7905452,0.72616726,1.2512345,1.3590534,1.4260705,0.6420272,1.1536677,1.2941254,0.9477006,1.3857397,1.1153971,0.71994853,0.6132773,0.54292256,1.1270384,0.0,0.9228275,0.78237796,0.962177,0.7660599,0.7852496,0.5957625,1.1949911,1.2154787,0.6269767,1.3072562,1.1403687,1.1262398,1.037558,1.1061883,1.376969,0.56156534,0.58574295,1.4952917,0.62550277,0.78704095,0.89455676,1.2972834,1.188494,1.3057837,1.0442777,1.3252094,0.8772189,1.0352616,0.45614153,1.2043462,1.2218328,0.7583823,1.3029422,0.55550206,0.9201638,0.97967565,0.8637614,0.96362585,1.2777476,0.776036,0.8640562,1.2743058,0.83831805,1.2216605,0.24211681,1.138558,0.58401513,1.309536,1.3903732,1.230601,1.2106571,0.80185664,1.413036,0.794729,1.3963664,0.712867,1.2397557,1.1257991,1.060369,1.1376454,1.221313,1.2640264,0.86382234,0.75306904,0.54619396,0.5946444,0.704471,0.9740232,0.48258793,1.105904,1.2556496,1.4177903,1.3137827,1.0222446,0.6438178,0.60130847,0.7741113,1.0583439,0.7912218,0.6641805,1.1846336,0.40415913,0.6262381,1.1365014,0.76668227,0.6738099,1.1617393,1.1606727,0.84771055,0.90410525,1.2816511,0.8150607,1.3526096,0.98766524,1.2659025,0.9014058,1.2239343,1.0938373,1.314738,0.6029028,1.2280624,0.4649973,1.112629,1.0684823,0.7086421,1.2918986,1.1658013,0.5780982,1.1935499,1.3731493,1.3406253,0.537174,0.61012495,0.6217084,1.2490842,0.63994056,0.7959144,1.1745348,1.2748008,1.0849596,0.9807506,1.1515629,0.5313722,1.3020992
broom,1.4803879,0.94214064,0.8822473,1.0902448,1.4215804,0.81402504,0.88455826,0.9501396,0.92842346,1.2261064,1.3821173,0.81080306,0.66077316,1.4278232,0.8028074,1.3328357,0.87855756,0.7805537,0.6089358,0.76034606,1.0660856,0.9228275,0.0,0.6069168,0.8180425,0.5840141,0.61449885,1.0570433,1.261047,0.6740306,0.8005834,1.1571525,0.92555076,1.184631,1.0862907,1.0242373,1.3412606,1.0054355,0.57717836,1.1780986,0.62811935,0.5971533,1.0839686,1.3377764,1.0601485,0.9879208,0.999226,1.1503226,0.8288602,1.1740175,0.8626509,1.1709777,1.322017,1.1906711,1.0437856,0.5166718,0.7468211,1.1010008,0.6002889,1.0965666,1.293492,0.9472878,0.9566838,1.1541553,1.0370197,1.3466871,0.89363223,1.3492808,0.7916338,1.0259808,1.2364466,0.78579223,1.1671977,0.7928922,1.3901416,0.696922,1.0396717,0.38849944,1.1574373,1.3794255,1.4264865,0.9839382,1.459893,0.9223621,1.2420725,1.1518556,0.90640163,0.8025533,0.7889775,1.2958336,0.9193768,1.1269741,1.1871502,1.3484273,1.3043728,1.108758,0.59345436,0.5743456,0.84446025,1.1099248,0.87465197,1.271775,0.76704234,0.9574539,0.7709409,0.97112274,0.74589133,0.9773566,0.8785175,1.1768174,0.6979549,1.0765849,1.1411568,0.6919589,1.4033413,0.92957914,1.2454083,0.354661,0.93016446,1.0241765,1.0456626,0.684933,1.0359544,0.7459503,1.1238735,1.2576692,0.5727117,0.7693608,0.8935904,0.72248673,0.8299564,1.3509719,1.2837623,0.7800294,0.9879772,1.0077214,1.1758751,0.7396875,0.83658326,1.2131838,1.027123,0.75568604,0.7854409,0.5035986,0.72425467,1.0982255
bucket,1.5598567,0.88486946,0.7704877,0.99790287,1.5565248,0.6783073,0.66092527,0.93585163,0.76673484,1.3835452,1.484091,0.7718401,0.7555901,1.4487605,0.65565014,1.4509528,0.6821442,0.6216542,0.39901036,0.28418612,0.7205446,0.78237796,0.6069168,0.0,0.8750117,0.2838806,0.62694585,1.1715131,1.4301372,0.7651566,0.6677283,1.2534025,0.91075754,1.114169,1.1283183,1.089225,1.4159012,0.98572046,0.67106295,1.2181485,0.22252846,0.59495455,1.0056362,1.4577966,1.1173235,1.1968509,0.93793887,1.2666807,0.6880935,1.2532511,0.60352594,1.2018878,1.4243445,1.2321501,1.032674,0.6322705,0.71253306,1.0586354,0.68962854,1.1849464,1.2636393,0.9819077,0.74141216,1.1974399,0.78846276,1.5065769,0.769143,1.4112955,0.5440829,1.0877103,1.4488915,0.78519934,1.2062917,0.36146307,1.5031567,0.96568704,1.2150202,0.49598593,1.3464613,1.4084438,1.3728107,0.76730895,1.3754679,0.96560323,1.3294027,1.0946982,0.83626646,0.7863054,0.8582493,1.3819987,0.7850971,1.0039011,1.3434335,1.4559065,1.4496646,1.0813571,0.7208675,0.7486111,0.76555365,1.2500001,0.78262556,1.1997948,0.7716383,0.6332264,0.6502325,0.7195963,0.27459937,0.9997091,0.94930327,1.2852325,0.6631402,0.9329864,1.3055046,0.76652217,1.4871843,0.6937849,1.3634028,0.49563026,1.1542629,0.9095198,0.9627507,0.59787446,1.3090816,0.59201515,1.0877209,1.1613632,0.5527454,0.9563201,1.1921139,0.63569176,0.7842119,1.4371905,1.3243059,0.4455868,0.9930579,1.0559068,1.274327,0.66795075,0.5467106,1.053927,1.2093475,0.7161189,0.7419011,0.63332546,0.58967435,1.3073822
butterfly,1.2411621,0.89238197,0.9383477,0.94116527,1.1470656,0.866616,0.8231244,0.8594464,1.0940418,1.2523218,1.3328955,1.0436083,1.0391614,1.1981891,0.756083,1.2329632,0.98112404,0.84113693,0.93013597,0.93493056,1.1085479,0.962177,0.8180425,0.8750117,0.0,0.9788525,0.871364,0.98710215,1.1370649,1.0326284,0.8139541,1.2054689,1.0421522,1.2009165,0.8226362,0.9669497,1.3432306,0.91744375,0.7775595,1.2898972,0.91358316,0.75121576,1.0677394,1.215611,1.0762776,1.2097081,1.0153385,1.1745043,0.75447774,0.9949344,0.8771878,0.99652666,1.177077,0.9717308,1.1004708,0.73832804,0.74734807,1.0529771,0.45013958,0.905372,1.214678,0.98466694,0.77543664,1.1362444,0.86243653,1.165228,0.86739755,0.9839992,0.88611466,1.1550134,1.0895528,0.79711026,1.1400039,1.0014653,1.3082522,0.9244953,1.267594,0.73612577,1.2078534,1.0543138,1.16389,1.0014246,1.083685,1.1560222,1.1515819,1.1087681,0.9610033,0.81157434,0.90608495,1.1272345,0.9839985,1.1793647,1.0678881,1.2650504,1.2889298,0.94510436,0.7741215,0.8369256,0.9180237,1.1107011,0.94775134,1.0257839,0.8521278,0.92729217,0.87053,1.1104856,0.8689047,0.9597383,1.1963532,1.1095382,0.86055744,0.94508916,1.1538966,0.73738897,1.2556996,0.8478776,1.3035431,0.77840865,1.0253007,1.0421126,1.0551147,0.7582892,0.9945588,0.87015057,0.9951271,1.1781749,0.82177764,0.9362446,0.7961849,0.70158565,1.1382384,1.2354318,1.2532485,0.8762423,0.91802114,0.91993,1.1414025,0.83440447,0.9175398,1.169337,1.0308827,1.0017631,0.9016698,0.94498503,0.85936815,1.1966193
