,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
eye,1.3945782,0.7856195,0.6772361,1.3672111,0.75112945,0.5605376,1.2217197,0.9859043,1.230206,1.3223712,0.63752484,1.3141289,1.3277482,1.332097,0.6395306,1.3054838,0.91403025,1.0168022,1.2705908,0.9914829,1.1472094,0.8609724,1.0710206,0.8785969,0.62659067,1.2740395,0.9539057,1.1416196,0.6327322,1.2069422,1.0576692,0.8248315,1.3124928,1.0214567,0.62035704,1.3141036,0.8739654,1.0006981,1.2283325,1.045406,1.042355,1.1593351,0.98462313,0.72656584,0.0,1.0968602,0.87079984,1.115288,0.6088493,0.84039915,0.76767045,0.9696623,0.9823953,0.80579805,1.0689398,1.0129161,0.7826462,1.1884477,1.3130987,0.5478995,1.0555122,0.99878967,0.7592932,1.1371602,0.8734436,1.1837177,0.5868504,0.827332,1.3376627,1.0063713,1.3235871,1.0589232,1.0441071,1.1044817,0.72517484,0.98535424,0.6242913,0.8735162,1.0661641,0.89167064,0.91474396,1.369064,1.2446346,1.393925,0.7107382,0.7664559,1.0277053,0.9692289,0.97030526,0.8883966,1.1311015,1.3983728,1.1963726,1.0026323,0.80392665,1.2002115,1.156452,1.122341,1.1791967,1.1112132,1.2516136,1.1828961,1.1751432,1.2220044,1.1771438,1.0194297,1.0907109,0.57161415,0.93260646,0.7078046,0.88883954,1.1064076,0.73921645,0.6632677,1.1333176,0.67323256,0.9734722,1.3074511,1.3471112,0.4435705,0.80716467,1.0272377,1.0837901,0.8100994,0.850384,1.2532809,0.9739237,1.1643027,0.94680667,0.5895684,1.1569204
face,0.79396224,1.1728115,1.1157316,0.9397634,1.0381161,1.1419199,1.1236142,1.0171449,0.9866075,0.9005134,1.2093338,0.9910597,0.90198106,0.90659225,1.076159,1.022557,1.0758591,1.098097,1.0181919,1.1303113,1.0370485,1.0794928,0.8716265,1.1373637,1.0477364,1.1417289,0.9710489,1.1022799,1.0338486,0.8969111,1.009193,1.1096544,0.8650298,1.0785375,1.2111349,0.86006856,1.1208022,0.9089316,0.9484825,0.9260392,1.1787969,0.90295005,1.0135045,1.1463419,1.0968602,0.0,1.0209671,0.9020346,1.1290337,1.0133089,1.2302815,1.0031853,0.9281799,0.7471558,1.1348526,1.0506735,1.0667661,0.35650253,0.882744,1.0882776,0.94190097,1.0381687,1.0984763,0.89096534,1.2126756,0.95482075,1.1944643,1.1381128,0.9160745,1.1828136,0.9272537,0.95939195,0.8921119,1.000273,1.0249658,1.2682786,1.1092677,0.841533,1.1311128,1.1202297,1.069443,0.95678324,0.9301429,0.89730376,1.1623387,1.1349596,1.0231079,1.1449856,1.1433102,1.0881423,1.0622597,0.827121,0.9753183,1.1155651,1.038074,0.9247881,1.0103388,0.93333805,0.9082514,1.067477,0.82459533,0.9040879,0.9982567,1.0235888,0.88612044,1.1107398,1.0008044,1.2158412,1.0174825,1.1396075,1.0793201,0.92460465,1.2085258,1.0740663,1.0847327,1.177785,1.0021769,0.8087634,0.88718903,1.1793712,0.92903733,0.97995675,1.0097523,1.2556264,1.0443285,1.0342271,1.0116934,0.94478077,1.0777491,1.1951435,0.8739133
finger,1.3813972,0.6513657,0.5236387,1.1136792,1.1482792,0.74793184,0.86418575,1.399615,1.4580157,1.471499,0.71414155,1.3700004,1.3614867,1.4109722,0.8467414,1.2765663,1.0760531,1.1222334,1.3438623,0.9310219,1.2838793,1.2965484,0.73679996,1.0426245,1.0003852,0.5885736,1.2590089,1.2437335,0.9170934,1.3820584,1.0843723,0.7789608,1.4884398,0.94517595,0.46935105,1.5955534,1.0309291,1.3729172,1.2372644,1.2724015,0.920203,1.2405831,0.735888,0.3562501,0.87079984,1.0209671,0.0,1.0715479,0.9326235,0.32729006,0.8746673,1.1387043,1.1565222,0.48463988,0.9054905,1.1832639,0.85898376,1.1383929,0.5650211,0.7360151,1.1328845,1.0130366,1.0400139,1.0602257,0.7465423,1.261472,0.82319903,1.0105133,1.2070727,0.8695166,1.0964323,1.286782,0.66726446,0.9300617,0.52206045,0.95888186,0.43339682,0.64400065,0.5691671,1.1139047,1.2358419,1.08588,1.1161156,1.3839049,0.610346,0.437167,0.7637168,1.1716728,1.0030173,1.1029797,1.0940236,1.2019702,0.8959131,1.2525625,1.1022378,1.337498,1.1457672,0.8986682,1.168781,1.3210448,1.1411349,1.1716081,0.92522126,1.169627,1.2625127,1.2383157,1.2464817,0.5286247,1.2117833,0.7265694,0.6384595,0.8095146,0.80993533,0.73397887,1.0306518,0.50190705,1.2710547,1.0925229,1.3858564,0.91129446,0.14103776,0.37721753,0.6824509,0.9014346,1.2712746,1.4275031,1.1699543,1.2717246,1.0947745,0.5521999,1.3449206
fish,0.6102462,1.2575668,0.9860135,0.9698469,0.87833273,1.1001891,0.6367739,0.9631591,1.0908353,0.93540204,1.1957204,1.0824674,0.7313654,0.8116061,1.1342924,0.9263005,1.0761905,1.0289748,1.0296981,0.937828,1.122512,1.1263702,0.7749549,1.4219141,1.2767868,0.9935318,0.8311876,1.3441896,1.2807453,1.0858024,1.0384704,1.0149295,1.0433435,0.82041043,1.227498,0.90147054,1.2899189,0.7582672,0.746303,1.261241,1.114899,0.94952816,0.97446513,1.0134476,1.115288,0.9020346,1.0715479,0.0,0.9808721,1.1705401,1.2270515,0.56839657,0.9635869,0.9446005,0.7308179,0.9977061,0.9504079,0.8897626,0.83558226,1.1306468,1.0203458,0.9746629,1.2173464,0.89598155,1.2002263,1.256194,1.4220196,1.0017289,0.5337362,0.9953514,0.6129923,1.1203415,0.8729586,0.5878287,1.0753098,1.1734474,1.136741,0.95630264,1.1871552,1.3650017,0.83342814,0.85574806,0.83021986,0.853223,1.214955,1.1802739,0.74555933,1.1320314,1.0128683,1.1611497,0.96598464,0.84250414,0.69608134,1.0492871,1.2143333,1.2864374,0.9789051,0.8346262,0.6335335,0.83712983,0.93806094,0.78654826,0.96686715,0.75857913,1.067142,1.1560532,0.9462734,1.1869957,0.97484905,1.0564431,1.0594482,0.8300142,1.2411982,1.1758423,1.1438631,1.0230616,1.228858,0.8833008,0.9045917,1.1942761,1.1136932,0.81056345,0.9903163,1.3390119,0.95398104,0.7974736,1.1952732,1.0887299,1.2739257,1.3555577,1.1723459
flower,1.3062813,0.7181483,0.7623681,1.3863583,0.81087077,0.636964,0.9942538,0.8767155,1.3225272,1.3482311,0.43176728,1.2689275,1.3230394,1.2789305,0.6024891,1.0515997,0.9144371,1.1035742,0.9737385,0.8950329,0.9980901,0.890603,1.0399162,0.82450247,0.73239636,1.1681283,1.0744121,1.0714724,0.55701196,1.2358488,1.040027,0.72676766,1.3204188,0.9354246,0.48101592,1.2930998,0.9749554,1.1931704,1.1676661,1.1145866,1.1121583,1.1152369,0.96797746,0.68854064,0.6088493,1.1290337,0.9326235,0.9808721,0.0,0.86876094,0.73120534,0.7081954,1.1899744,0.91329515,1.0586741,0.98760206,0.78171533,1.1943319,1.3743179,0.63613737,1.1854594,1.0411055,0.7616986,1.2976891,0.6964602,1.1276288,0.5563741,0.88272524,1.2467728,1.066601,1.2571235,1.0748312,1.1315913,0.930789,0.627027,0.7131939,0.7184345,1.0332034,0.9642187,0.9089068,0.9037185,1.4213972,1.3117486,1.2644904,0.5966662,0.6786846,0.8803558,0.89457077,0.88697755,0.8138979,1.1526645,1.335151,1.152927,0.9512757,0.8875115,1.2272508,1.2253469,1.2269074,1.2843196,1.0608493,1.2942638,1.0982478,1.2262676,1.1817048,1.3002945,1.1073208,1.157456,0.5258249,1.075273,0.45453513,0.8682615,1.2246654,0.7533473,0.5916668,1.0766737,0.5986402,1.030754,1.4094766,1.3063385,0.688439,0.90028286,1.0708528,1.0095097,0.6220919,0.7346343,1.0992436,1.0108393,1.109447,0.91831005,0.7921128,1.1899297
foot,1.4351618,0.46179283,0.6058587,1.1706196,1.1875482,0.73134995,1.0644478,1.3166904,1.3326323,1.4138899,0.62501293,1.2388895,1.4406086,1.3978183,0.8294329,1.3217785,1.0572027,1.0939465,1.2577093,0.93524015,1.1596328,1.2130876,0.84277445,0.78564715,0.983293,0.7408785,1.1536658,1.0666394,0.8160529,1.2877293,1.0878152,0.8322848,1.3902037,0.99758875,0.5039909,1.5310131,0.987187,1.2942431,1.2523259,1.1828642,0.9775983,1.1922472,0.72238076,0.46700716,0.84039915,1.0133089,0.32729006,1.1705401,0.86876094,0.0,0.8216511,1.1746514,1.2285947,0.52247894,1.0026243,1.1024404,0.9845127,1.1179256,0.83198965,0.6438018,1.0885966,1.0558876,1.0125793,1.0041684,0.6753012,1.1578388,0.7513087,0.9618396,1.3139837,0.89628905,1.2044064,1.2380857,0.76197994,1.0798113,0.6390454,0.8325869,0.43636775,0.7405512,0.5393592,0.96351844,1.2684891,1.2209013,1.1582301,1.4363856,0.6076542,0.53450537,0.8107544,1.0797033,0.99514705,1.1099416,1.0766146,1.2572191,1.0569354,1.0864995,1.0649402,1.1983393,1.1930697,1.0855592,1.207062,1.328927,1.144606,1.154981,0.9452195,1.3106949,1.2254035,1.0852,1.1934232,0.4079665,1.149385,0.625811,0.62860763,1.0086154,0.79550767,0.691581,1.0769724,0.516307,1.2099411,1.1249282,1.3530293,0.85841167,0.23362315,0.6471973,0.88923186,0.69671166,1.2205722,1.3879039,1.1034743,1.2354879,1.0534565,0.60247695,1.263206
fork,1.4295251,0.67943347,0.82935214,1.3001555,1.0758682,0.8201808,1.1458056,1.0128136,1.1530616,1.4154267,0.6164573,1.2121253,1.4386332,1.4298389,0.6863116,1.135803,0.97066927,0.8922456,1.066652,0.8002156,1.0545747,0.90221936,1.0197849,0.8806293,0.7140796,0.9762224,1.2283216,0.8611475,0.7597488,1.2714214,1.036061,0.761441,1.3780389,0.87969625,0.5176151,1.4146676,0.74872917,1.3240405,1.2953144,1.0718021,0.80231386,1.3094819,1.0203263,0.7194253,0.76767045,1.2302815,0.8746673,1.2270515,0.73120534,0.8216511,0.0,1.0433449,1.0440139,0.8954183,1.0900512,1.0817885,0.93520796,1.3133278,1.1945547,0.87900233,1.2520199,1.1696128,0.87186724,1.3316077,0.27681565,1.0308536,0.43904024,0.7673484,1.330975,0.92167956,1.4342291,1.060176,1.044792,1.0676067,0.8803557,0.63011116,0.6380748,1.1006827,0.861855,0.89416754,1.1057901,1.4215585,1.3143861,1.3234897,0.40591466,0.3782547,1.0737244,0.94152653,0.7092815,0.7728634,0.750095,1.285483,1.1538633,0.80291706,0.86057246,1.1384574,1.1556965,1.1467597,1.2345973,0.9847291,1.31331,1.2414622,1.2151287,1.0657884,1.2271435,0.8549792,1.2500186,0.5740052,1.1703494,0.7242258,0.88323617,1.1330463,0.022345483,0.75209457,0.83558357,0.7033765,0.9267603,1.4321852,1.2264578,0.61717606,0.87551,0.950833,0.8269564,0.679351,1.0388284,1.1308812,0.9613273,1.1212862,0.78561354,0.61352885,1.2238345
frog,0.7483633,1.1954436,0.99254876,1.1455542,0.77497995,0.99229944,0.69416004,0.8722432,1.1628598,0.9813491,1.0717652,1.1262958,0.8184977,0.89158016,1.0402235,0.67950964,0.9136865,1.0090759,0.7563975,0.9095731,0.92094,0.9116061,0.9665834,1.2863811,1.0645066,1.067314,0.9869585,1.1969124,1.1584842,1.1264951,1.1608928,0.90596664,1.0202744,0.84046125,1.1627849,0.9340563,1.0837061,0.7230005,0.6820646,1.1967052,1.0889277,0.9873047,1.0688387,1.0923944,0.9696623,1.0031853,1.1387043,0.56839657,0.7081954,1.1746514,1.0433449,0.0,1.0246696,1.1798006,0.7737409,1.0368298,0.8047397,1.005859,1.0076895,1.0864264,1.1005776,1.0428602,1.0298439,1.0984509,1.1109449,1.0859517,1.1779964,0.9363613,0.7170256,0.90669733,0.7953659,0.96786696,1.0665729,0.758199,1.2081356,1.0599796,1.2075447,1.0103632,1.3005255,1.1581842,0.84976226,1.0617889,0.9874143,0.7741515,1.1530674,1.1208465,0.69398886,0.94546175,0.95975983,0.9604114,1.0459903,1.0748998,0.7998181,0.9992104,0.9022518,1.2911706,1.0539573,0.9927903,0.8994335,0.7153762,1.0701741,0.7887124,1.1420707,0.89128196,1.1316074,1.2124418,1.0654483,1.1732457,1.0861537,0.8407129,1.0096185,1.0120133,1.0736089,1.1924641,1.1568435,0.9794438,1.0302827,1.0646731,0.96965885,0.9719992,1.2127713,1.0660933,0.9926547,1.1755329,0.55321985,0.7742131,1.1106533,0.96615255,1.0968378,1.2923577,1.1415312
glass,0.72664094,1.3249631,1.1956346,0.858199,0.8517952,1.1322176,0.9248772,0.88409686,0.74714273,0.85482526,1.2827721,1.0631406,0.78904104,0.9067926,1.2757392,0.9590622,0.7404332,0.70123255,0.9128483,1.1445796,1.0987978,0.7628393,1.0937744,1.0853167,1.1335695,1.116483,0.86124897,1.1303364,1.1222153,0.89334714,0.96531254,1.1688794,0.9742563,1.0461407,1.3202319,0.8722337,0.7419775,0.91916037,0.9923148,0.9348559,1.1354424,0.96300024,1.139043,1.2276192,0.9823953,0.9281799,1.1565222,0.9635869,1.1899744,1.2285947,1.0440139,1.0246696,0.0,1.167193,0.9266305,0.9584191,0.88764966,0.9045185,0.82874596,1.2449615,1.0088477,0.9570622,0.91500914,1.0480448,1.3055702,1.0136672,1.1319875,1.169977,0.9098482,0.89979225,0.94581574,0.92452663,1.018512,0.94509685,1.2487316,1.1442921,1.1996837,1.1193821,1.187221,1.0058255,0.9833049,0.8738177,0.9913598,0.87275624,1.2824364,1.2667029,1.0520719,1.1588138,1.1279423,0.94636446,0.8893689,0.9686316,0.8921781,1.0918294,0.9386708,0.9151399,0.95017904,0.70030576,0.9791749,0.7759694,0.94949156,0.98696,1.1503434,0.79846966,0.89175653,0.8066079,0.95514166,1.3219744,0.89388806,1.2876081,1.2140384,0.7475822,0.9932721,1.1401503,1.0890815,1.2756743,0.9485541,0.8934683,0.77779245,0.8468349,1.2351758,1.0448679,0.8968923,1.2139969,0.99412364,0.86828446,0.97853,0.9529027,0.9915898,1.0823493,0.9203623
glasses,1.3101166,0.69196373,0.68401164,1.2065003,1.2353574,0.9249793,1.0802513,1.3488647,1.352624,1.3946176,0.7492398,1.2682055,1.3131602,1.3405851,0.86825025,1.2904541,1.1757973,1.2126056,1.3003349,0.95592415,1.1782677,1.309804,0.47498238,1.071516,1.0162795,0.8038927,1.1193863,1.2050629,0.8759118,1.2491946,1.0718246,0.8162095,1.3792205,0.99257475,0.55895203,1.412925,1.1535119,1.2759184,1.2684748,1.1760403,1.0567522,1.1928551,0.5100061,0.57748437,0.80579805,0.7471558,0.48463988,0.9446005,0.91329515,0.52247894,0.8954183,1.1798006,1.167193,0.0,1.1463916,1.1322535,0.99324775,0.8029063,0.7881447,0.7052128,0.9880103,0.88401794,1.1560669,1.0264056,0.80251753,1.1840819,0.8679167,1.0456414,1.2306076,1.0611393,1.2349528,1.2289205,0.62862575,0.92572266,0.536324,1.0446337,0.32824504,0.53406346,0.7973465,1.1315271,1.2292928,1.1994377,1.0551269,1.3571146,0.6598171,0.5281878,0.84726095,1.2583632,1.0497689,1.19094,1.0954894,1.1480535,1.0376099,1.1511952,1.1527885,1.2073483,1.1304153,1.032552,1.0839297,1.2832427,1.0071454,1.111996,0.8864934,1.1714638,1.1766955,1.2215196,1.2838935,0.58538204,1.1764351,0.7915212,0.6315124,0.8963065,0.8395558,0.63363045,1.1509069,0.72265214,1.180567,1.014018,1.3246169,0.97720253,0.34643257,0.43015885,0.77488744,1.0214955,1.3259873,1.3561592,1.2008243,1.2257867,1.1294824,0.65563536,1.2293167
glove,0.95264333,1.2031429,1.0634841,0.85924065,0.87851083,0.9185053,0.6864512,1.0111363,1.1209131,1.0152185,1.2155635,1.1965941,0.80646956,0.8705964,1.2216393,0.99856305,0.9945293,1.0154246,0.9712633,1.0567933,0.93034315,0.9637687,1.1090257,1.0992175,1.0546675,0.90666693,1.0826725,1.1061392,1.2410371,1.1713605,0.9637813,1.1213305,1.1043979,0.9665114,1.2059083,1.0574684,1.0524004,0.9102679,0.5261782,1.1094537,1.0416995,0.8452597,0.9449998,1.1152022,1.0689398,1.1348526,0.9054905,0.7308179,1.0586741,1.0026243,1.0900512,0.7737409,0.9266305,1.1463916,0.0,1.1302398,0.8669597,1.0845257,0.5915952,0.95851934,1.0981823,1.0117861,1.0486588,1.0174981,1.3021846,1.226657,1.2334629,1.0625764,0.8746659,0.7751876,0.40636432,0.89422625,1.0180362,0.6980722,1.2798083,0.8932343,1.0790579,0.9302928,1.0127023,1.0741981,0.9722315,0.5891514,1.0013964,1.0172629,1.2815278,1.1827848,0.8447689,0.7671757,1.1048657,1.0488739,1.1129622,0.9696698,0.72330844,0.92554003,1.03535,1.212346,1.0614656,0.85761416,0.9597303,0.8800633,0.9328806,0.918848,0.79134303,0.8963368,1.1603086,1.2524818,0.9034579,1.1972451,1.0870655,1.0582503,0.8532439,0.89314616,1.0578809,1.3012617,1.1088756,1.0425864,0.8737353,0.9202198,1.1574547,1.1093966,0.96630824,0.9356168,0.74020046,0.9598193,0.7791549,0.98632884,1.0695266,0.9574838,0.9896856,1.0481172,1.1438805
grass,0.98834443,0.9944472,1.2062216,0.90977067,1.0930475,1.1122282,1.0275321,1.047363,0.64211327,0.74483705,1.0250907,0.7279569,0.89942014,0.82132053,0.9795566,0.96143186,1.2363011,1.2045648,1.0864664,1.1520492,1.035709,1.1893231,1.0167725,1.1067693,1.0476624,1.0096757,0.31214976,0.99506444,1.1177353,0.83394396,0.8803076,1.2085178,0.8127396,1.1610466,1.0736967,0.8063593,1.2123063,0.8831252,1.1720555,0.9171761,1.0756284,1.0027941,1.1433148,1.1871483,1.0129161,1.0506735,1.1832639,0.9977061,0.98760206,1.1024404,1.0817885,1.0368298,0.9584191,1.1322535,1.1302398,0.0,1.1121067,0.9558695,1.122247,1.099609,0.7865991,0.7041757,1.1436287,0.8386245,0.9540813,0.9823024,1.0260282,1.1283678,0.97996247,1.0343682,1.088263,1.0245824,1.0980353,1.0213329,1.0786561,1.0848639,1.0830601,1.1337495,1.0433621,1.1157966,0.9575835,0.9247013,0.89890456,0.9297652,1.0154088,1.0861746,1.1188717,0.9149036,1.1199464,0.96634096,1.2225173,1.0408536,1.266479,1.0406,1.2150812,0.80524915,0.57481825,1.2277606,0.8568144,0.9189391,0.8108043,1.0117311,1.0720552,1.1105887,0.92809075,0.8770281,0.8376703,1.0512371,0.39919972,1.0512774,1.1400341,1.2557836,1.1433904,0.9560429,0.96433944,1.1415068,1.0787637,0.8614678,1.0300746,1.2137364,1.1806381,1.1956724,1.226299,0.98812014,1.1380816,0.9898007,0.862494,0.9728832,1.1642377,1.1232588,0.8548367
gum,1.0829163,0.96742874,0.8928125,1.2566705,0.7836135,0.6673586,0.92526805,0.7944368,1.2521911,1.2641739,0.78327155,1.2359805,1.1096652,1.1778582,0.9234376,0.6649276,0.70949244,0.95337355,0.85004735,1.0467386,1.125525,0.8052793,0.9658565,0.9286646,0.87910914,0.98414105,1.2462,1.1807426,0.8376043,1.21384,0.8545542,0.9796069,1.2497919,1.0133485,0.7563486,1.221936,0.822777,1.1401463,1.044008,1.171314,0.9850505,1.0794157,0.97030944,0.85247415,0.7826462,1.0667661,0.85898376,0.9504079,0.78171533,0.9845127,0.93520796,0.8047397,0.88764966,0.99324775,0.8669597,1.1121067,0.0,1.1505153,0.93910897,0.87333983,1.1516789,1.2227678,0.749293,1.2647015,0.97023606,1.236001,0.92964464,0.9744175,1.1367913,0.9248152,1.0181028,1.056538,0.936215,0.9468885,0.88627815,0.98883927,0.9316151,0.98943394,1.0781437,1.0410607,1.0411955,1.0860064,1.1869287,0.99045897,0.83630514,0.83656377,0.8744129,1.0582441,1.0019321,0.9118749,1.059594,1.166746,1.0186421,0.9532052,0.7547295,1.2831969,1.1479712,1.0257404,0.98054624,0.9108267,1.2828429,1.0856801,1.102049,0.97662264,1.1739209,1.1748757,1.0545396,0.8638906,1.2676384,0.75974965,0.96315444,1.0162035,0.9226031,0.9351655,1.1663778,0.79066706,1.0252277,1.2681317,1.1247277,0.7328241,0.9189599,0.8977901,0.79620105,0.9524548,0.7782457,0.9042185,1.0548639,1.0880778,1.0496633,0.8051159,1.2311363
hair,0.7007214,1.2327212,1.2606382,0.69778264,1.1420174,1.2638845,1.095987,1.1275964,0.9192964,0.780755,1.2953602,0.9687546,0.6853893,0.8014703,1.1938105,0.980382,1.1560422,1.1669788,1.0229185,1.1944255,0.9694968,1.2515622,0.83011174,1.1916027,1.1720204,1.0741667,0.8386225,1.0574746,1.1623279,0.8064108,0.9720202,1.2483494,0.7525135,1.1156291,1.3193233,0.72304195,1.2378604,0.8251804,0.84639645,0.8576825,1.2761295,0.70843756,0.87230754,1.2834406,1.1884477,0.35650253,1.1383929,0.8897626,1.1943319,1.1179256,1.3133278,1.005859,0.9045185,0.8029063,1.0845257,0.9558695,1.1505153,0.0,0.78035396,1.1108097,0.64931726,0.8155704,1.2321948,0.8395905,1.2989252,0.912748,1.3270419,1.223331,0.8700199,1.1627556,0.80309886,0.96645486,0.9166743,0.9852327,1.12504,1.3403877,1.1428103,0.94251937,1.1018937,1.1370926,1.015817,0.75240755,0.81207556,0.834836,1.2454226,1.2258337,1.0058933,1.1618528,1.1934371,1.1631062,1.1201663,0.70235175,0.9702096,1.153274,1.1714652,0.8351488,0.93464446,0.9810748,0.8253583,0.9883459,0.5268787,0.9751133,0.85169286,1.0072088,0.8047632,1.1223252,1.049964,1.3096025,0.956707,1.223699,1.1400447,0.973681,1.289581,1.1746,1.1470759,1.3246771,1.0102569,0.58744705,0.82509744,1.339877,1.0619881,1.048132,0.9349194,1.3297459,1.1213913,1.0408586,1.0003856,0.930979,1.0884036,1.2852639,0.7819553
hand,0.78101295,1.2229896,1.0692561,0.5506414,1.2112163,1.2142683,0.7427328,1.274472,1.0909226,1.03681,1.3367699,1.1015561,0.7781141,0.9959386,1.3563387,0.8779161,1.0926969,1.012269,1.0152855,1.1096346,1.1603978,1.2710292,0.7557905,1.3329613,1.3639271,0.53775537,1.1086357,1.1658479,1.3537605,1.1082933,0.99218714,1.1848044,1.0621836,0.97680646,1.2051091,1.0657057,1.1253252,1.0293636,0.81717765,1.0976257,1.0254956,0.9459559,0.7646669,1.0060456,1.3130987,0.882744,0.5650211,0.83558226,1.3743179,0.83198965,1.1945547,1.0076895,0.82874596,0.7881447,0.5915952,1.122247,0.93910897,0.78035396,0.0,1.2548814,0.9512164,0.93463403,1.2439189,0.94348556,1.2479267,1.1588349,1.395037,1.1872168,0.8428192,0.7352171,0.61458373,1.1210908,0.7661631,0.7606846,1.1350764,1.2155831,0.9470706,0.7995523,0.8693589,1.2170149,1.1707164,0.5619521,0.8451176,0.8842031,1.1928135,0.9834503,0.8111209,1.2446666,1.145155,1.2090793,1.023502,0.74341327,0.73105407,1.2129209,1.2202197,1.1334559,0.94243145,0.7554818,0.8443421,0.9102239,0.725853,0.99413437,0.7894528,0.8620117,0.96595734,1.1854892,1.1184608,1.236047,1.1351291,1.2704604,0.92832863,0.73651433,1.1380744,1.2395463,1.0871354,1.1324402,1.1626384,0.7050038,0.9467678,1.2858064,0.6324158,0.54842347,0.5545727,1.3380963,1.2554379,1.016303,1.1445968,1.0669835,1.1871762,1.0304065,1.1267917
hat,1.426177,0.48997426,0.67358947,1.3916229,0.87215596,0.45895314,1.1249031,1.1323719,1.3411939,1.4214191,0.46243322,1.2629721,1.3974913,1.340248,0.58686274,1.3284016,0.8971109,1.1406295,1.2688978,1.038871,1.1232216,0.97912043,1.058475,0.5975329,0.6907133,1.1232752,1.0266193,0.983525,0.53144246,1.3404112,1.027583,0.87447333,1.3688772,1.0885808,0.46747625,1.406855,0.9193733,1.1450143,1.2072964,1.1719725,1.0317926,1.1629784,0.73737144,0.59905136,0.5478995,1.0882776,0.7360151,1.1306468,0.63613737,0.6438018,0.87900233,1.0864264,1.2449615,0.7052128,0.95851934,1.099609,0.87333983,1.1108097,1.2548814,0.0,1.0091692,0.90151644,0.81520045,1.0256448,0.81509423,1.1959239,0.6158575,0.92811275,1.262982,1.0791864,1.2225547,1.1394037,1.0506673,1.1485395,0.5241577,0.74870145,0.5563297,0.8664845,0.74834883,0.85753447,1.0807307,1.3415098,1.1828277,1.434542,0.6289284,0.6938894,0.9475458,0.8054478,1.0734518,0.9283382,1.1937429,1.3589103,1.0889692,0.91600984,0.9792567,1.1628482,1.2943685,1.2165194,1.2079691,1.3028793,1.1387658,1.1178573,1.0030289,1.2948172,1.3093734,1.0196438,1.0282698,0.3550812,1.0206798,0.5442657,0.6815806,1.1682065,0.8572265,0.56383675,1.134084,0.51198226,1.0521486,1.2025293,1.417482,0.71895295,0.6562683,1.0103018,1.0361835,0.535399,0.9604878,1.2563353,1.105799,1.2114136,0.8959139,0.5914196,1.1918072
horse,0.72532904,1.1272229,1.1886086,0.7879887,1.0898983,1.2207272,1.0487835,1.0668243,0.8452569,0.7920091,1.1786208,0.89945936,0.7461561,0.8192269,1.112321,1.0385478,1.1476213,1.1578369,1.0555421,1.2051318,0.92379344,1.1880028,0.9685513,1.1218582,1.0456415,1.1057553,0.64282554,1.1165223,1.1402955,0.8808642,0.92196035,1.191722,0.83219093,1.1187534,1.1874415,0.7298223,1.218701,0.71717644,0.92334104,1.0006498,1.2215049,0.8007239,0.9961977,1.2358289,1.0555122,0.94190097,1.1328845,1.0203458,1.1854594,1.0885966,1.2520199,1.1005776,1.0088477,0.9880103,1.0981823,0.7865991,1.1516789,0.64931726,0.9512164,1.0091692,0.0,0.6856626,1.1693745,0.76745194,1.2011913,1.0052176,1.2604481,1.188623,0.9972633,1.1528414,0.87780774,0.8917555,1.04849,0.99512607,1.0293725,1.3052568,1.097782,0.9044924,1.131829,1.1468217,0.9279503,0.88333684,0.7782769,0.8792531,1.1662619,1.1762671,1.13059,1.1715827,1.193944,1.1269531,1.2058434,0.8499928,1.0740111,1.1682553,1.1698436,0.87544125,0.9428462,1.1295118,0.887063,0.9588367,0.675592,1.0653982,0.93880266,1.055155,0.89320207,1.0875319,0.9106781,1.1512481,0.8161322,1.1896559,1.1457876,1.1143097,1.2437952,1.0650568,1.1264746,1.2043647,0.95300204,0.6588477,0.8159024,1.260417,1.0468518,1.0742106,1.0224092,1.2562294,1.1233777,0.9751623,0.90788877,0.86276186,1.1523527,1.1577208,0.74572855
