,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
orange,1.3683379,0.444081,0.7346475,0.9279325,1.1231925,0.7013322,1.0144302,1.3497484,1.1885145,1.3151169,0.72144514,1.1770275,1.2421205,1.3208276,0.8314029,1.2644445,1.0109957,1.0020813,1.1896137,0.95926523,1.1892085,1.2601428,0.9689162,0.85855484,1.0739022,0.56256974,1.1374452,1.062329,0.78631896,1.2544632,1.1129099,0.92078096,1.2694521,1.054597,0.58879775,1.3690077,0.98391813,1.3592052,1.2125461,1.1019522,0.892165,1.1069233,0.92016155,0.39949065,1.0661641,1.1311128,0.5691671,1.1871552,0.9642187,0.5393592,0.861855,1.3005255,1.187221,0.7973465,1.0127023,1.0433621,1.0781437,1.1018937,0.8693589,0.74834883,1.131829,1.0778085,1.0443115,1.0060649,0.6258663,1.2228848,0.7946685,1.0509838,1.1123486,0.76937634,1.1707476,1.3429034,0.9729385,1.1001533,0.5756775,0.7156334,0.6503492,0.87297404,0.0,1.0951904,1.1900412,1.034789,1.1630882,1.3249853,0.60250133,0.61157703,0.86480963,0.9850551,1.0566063,1.1625756,0.9311461,1.1125538,0.7552005,1.1228669,1.1163404,1.070758,1.1039641,0.73803043,1.2908955,1.2483193,1.0662868,1.2204301,0.89893633,1.1547406,1.2517166,0.9088266,1.0631622,0.5688723,1.0155005,0.8217061,0.8197986,0.69594693,0.84714866,0.64171135,0.9407353,0.6186832,1.3334355,1.0806369,1.2441161,0.9886343,0.6145489,0.80880797,0.8415812,0.7342896,1.2943113,1.3036461,1.0426719,1.2937198,1.1313882,0.7283898,1.1288528
oven,1.1920698,0.873791,1.0777669,1.1458584,1.1178305,0.9229207,1.2442855,0.9623512,0.844954,1.069253,0.8286609,0.7497292,1.3183907,1.1382778,0.8454492,0.969949,0.94682246,1.0435258,0.8585459,1.0280898,0.9309083,0.8116178,1.0867549,0.31822467,0.78669894,1.1656976,1.0906417,0.58957565,0.8777585,0.7449516,1.027898,1.0777292,0.9710919,1.0494928,0.94588625,1.0740299,0.85827136,1.0988319,1.1623919,0.60610235,0.6145552,1.1414415,0.8011532,1.1569245,0.89167064,1.1202297,1.1139047,1.3650017,0.9089068,0.96351844,0.89416754,1.1581842,1.0058255,1.1315271,1.0741981,1.1157966,1.0410607,1.1370926,1.2170149,0.85753447,1.1468217,1.0441698,0.79624903,1.0875508,0.9303084,0.62210363,0.6708209,0.9621543,1.2372828,1.1006558,1.2579477,0.9695575,1.1336715,1.1656455,1.1548405,0.7429597,1.0675168,1.1188669,1.0951904,0.0,1.0566493,1.1886485,1.0863705,1.1281239,0.9263447,0.99173194,1.1032407,0.7615833,0.9424025,0.8477748,1.0769366,1.1311439,1.3116708,0.8359101,0.8427118,0.48218364,1.1181167,1.1834953,1.1834311,1.2044529,1.1006422,0.99890965,0.9650548,1.1469457,0.8722012,0.5689623,1.151432,0.85555017,1.0750592,0.83742017,0.88502955,1.2074399,0.9308838,0.92838734,1.0915939,1.0106728,0.8389307,1.1320901,1.1910639,0.81245303,1.1014838,1.2078975,1.2308518,0.550678,1.0236387,0.9089294,0.926832,1.0409583,0.6294565,0.91088194,0.8594802
owl,0.84600383,1.1718006,1.0661261,1.0439819,0.7324331,1.1110655,1.0186445,0.7184497,1.0616354,0.8763957,1.1339183,1.0470351,0.83741784,0.78692365,1.0361036,0.953161,1.0044743,0.9311434,0.9292649,0.88118285,1.043921,0.8084017,1.119616,1.115776,0.9523064,1.2018762,0.8942943,1.1371512,0.9738055,1.0058448,0.9453784,0.8992746,0.952081,0.76752216,1.2080706,0.8964113,0.972877,0.63443124,0.8728192,0.999235,1.1833268,0.9310342,1.0690643,1.2278948,0.91474396,1.069443,1.2358419,0.83342814,0.9037185,1.2684891,1.1057901,0.84976226,0.9833049,1.2292928,0.9722315,0.9575835,1.0411955,1.015817,1.1707164,1.0807307,0.9279503,1.1193371,0.83110774,1.1362033,1.2276187,1.061206,1.0831473,0.9429508,0.815182,1.0756639,0.8469486,1.0056728,1.2018442,0.84538,1.1238451,1.0136456,1.1489656,1.1269414,1.1900412,1.0566493,0.0,0.9919078,1.0760926,0.89686906,1.2615776,1.2863998,1.0879406,0.89221656,0.8563733,0.94237864,0.9208981,0.9392189,0.9723809,1.0427941,0.8137424,1.0916418,1.1180078,0.9794495,0.93178535,1.0205317,1.0773094,0.9692129,1.1340528,1.0060896,0.96933484,1.1122555,1.1058608,1.159691,0.86129695,1.0917506,1.0905018,1.0546799,1.0928456,1.1855198,0.9357283,1.1464838,0.96639156,1.0214527,0.93190175,0.87528414,1.2195494,1.1491144,1.1532178,1.0727402,0.8033093,0.93610966,1.0271469,1.0303594,1.0234585,1.0513334,1.0466805
pajamas,0.6213434,1.356494,1.3735943,0.3935293,1.0886548,1.3655303,0.86059844,1.1312141,0.84148735,0.5326338,1.5024773,0.8443736,0.31471467,0.46252805,1.3744607,0.82527417,1.1646041,1.0644556,1.0080397,1.2030334,1.0106119,1.2114755,1.0061526,1.2844933,1.3341892,0.8018891,0.87079704,1.1012303,1.4209753,0.8643154,0.91448313,1.3333467,0.6429039,1.138682,1.4871902,0.6144334,1.201921,0.83087635,0.6069424,1.0072997,1.0410309,0.5472132,1.0446469,1.3258038,1.369064,0.95678324,1.08588,0.85574806,1.4213972,1.2209013,1.4215585,1.0617889,0.8738177,1.1994377,0.5891514,0.9247013,1.0860064,0.75240755,0.5619521,1.3415098,0.88333684,0.8191686,1.2898216,0.59317917,1.4590597,1.1030002,1.5185691,1.2025031,0.7541778,0.89331573,0.42848873,1.0333585,0.9471182,0.9088847,1.3273282,1.1549456,1.3093355,1.0462391,1.034789,1.1886485,0.9919078,0.0,0.54600716,0.61537045,1.4855613,1.431257,1.0398495,0.8554476,1.2455772,1.2423788,1.0682758,0.56297284,0.8496745,1.1127884,1.2006613,0.988247,0.8412471,0.7961396,0.73894936,0.9047351,0.50006074,0.9086433,0.44971406,0.88299274,0.87488896,1.1270249,0.8849157,1.471113,0.93443197,1.3812002,1.0944867,0.82972497,1.4135145,1.3860993,1.1053438,1.3978204,1.079644,0.5193767,0.78122497,1.408408,1.1512355,0.9800848,0.9198993,1.2088001,1.1188388,0.89000404,1.0419211,0.9703526,1.2390624,1.2695132,0.922642
pants,0.57436943,1.2548125,1.265002,0.6868069,1.2514856,1.3878936,0.8444499,1.2586755,0.7118995,0.5664724,1.357418,0.64728594,0.5664502,0.5273817,1.1860318,0.887334,1.2456584,1.1919074,1.0719895,1.1629913,1.08546,1.3384471,0.82050014,1.1378825,1.1521646,0.8322363,0.71646357,1.0667485,1.366177,0.7033658,0.9852479,1.2135937,0.6960219,1.1353171,1.3105842,0.7421011,1.345901,0.8135495,0.97793144,1.0423819,0.9931335,0.90421045,0.994515,1.2236168,1.2446346,0.9301429,1.1161156,0.83021986,1.3117486,1.1582301,1.3143861,0.9874143,0.9913598,1.0551269,1.0013964,0.89890456,1.1869287,0.81207556,0.8451176,1.1828277,0.7782769,0.5629443,1.3765942,0.30189884,1.2170844,0.94512624,1.4151788,1.2098331,0.84027815,0.98990715,0.7870388,1.0020403,0.9904058,0.90030086,1.1791366,1.2956011,1.314225,1.150059,1.1630882,1.0863705,1.0760926,0.54600716,0.0,0.6973766,1.258635,1.236874,0.9009424,0.94365466,1.2394941,1.2792072,1.1055849,0.64965177,1.0392421,1.1466315,1.3255624,0.79854214,0.91437984,1.0801947,0.6693412,0.99913883,0.40124655,0.7478366,0.46451026,0.90774524,0.8452281,0.95865643,0.9954619,1.2715108,0.8187093,1.1377901,1.0678368,1.0536519,1.3411813,1.2239618,1.2099907,1.2918563,0.97515607,0.34679925,0.8033187,1.3876176,1.1887131,0.99164957,1.2189949,1.2656224,1.3672967,0.8866524,1.1136459,0.9953209,1.2194319,1.3232313,0.8867176
paper,0.4173947,1.4695249,1.4444034,0.66764426,0.930594,1.4161288,0.91385627,0.72100407,0.66004515,0.4494351,1.447532,0.69566023,0.33211416,0.366351,1.2856158,0.2514248,1.0401064,1.0103225,0.5713719,1.21485,0.9392567,0.93611884,1.0582137,1.195567,1.2778778,1.0453831,0.898687,1.0044196,1.2734816,0.776095,0.82693493,1.304204,0.5349031,1.1434252,1.5102874,0.41404104,1.1385348,0.74631,0.6958348,1.0167483,1.0364344,0.7798842,1.214782,1.4747955,1.393925,0.89730376,1.3839049,0.853223,1.2644904,1.4363856,1.3234897,0.7741515,0.87275624,1.3571146,1.0172629,0.9297652,0.99045897,0.834836,0.8842031,1.434542,0.8792531,0.9710982,1.137169,0.80804336,1.3430555,0.8969963,1.3533888,1.1408423,0.78757507,1.0216515,0.71190405,0.90205586,1.1236039,1.033499,1.3720717,1.2069113,1.5144022,1.1982518,1.3249853,1.1281239,0.89686906,0.61537045,0.6973766,0.0,1.4142809,1.4193821,1.0936674,0.88243073,1.1771698,1.0447052,0.98406756,0.71136826,0.96579957,0.95471185,0.92352766,0.8875829,0.80846465,0.98093873,0.7506304,0.6866286,0.778013,0.880322,0.9543582,0.83526295,0.7973251,0.9791955,0.8800936,1.5330172,1.0126354,1.34798,1.3061998,1.0217538,1.3612492,1.3790767,1.0123601,1.4916854,0.9959756,0.71676564,0.57748353,1.3394374,1.4291973,1.2429081,1.0284438,1.2741369,0.8652232,0.58985126,0.99098593,0.7934089,1.1254598,1.3717285,0.80190986
pen,1.5084078,0.37503052,0.7142505,1.3397503,1.1428432,0.6217206,1.1522374,1.2076255,1.2843907,1.498647,0.24880165,1.2317827,1.5571644,1.5013435,0.3739928,1.2081139,1.0268352,1.1893964,1.301819,0.93116295,1.1430309,1.17355,0.9374704,0.76622623,0.7637323,0.87757856,1.1279445,1.0558648,0.5102358,1.3181787,1.0794904,0.80730104,1.4599372,1.0205346,0.118190825,1.5284436,0.9833434,1.4064933,1.4407045,1.1528237,0.8676957,1.316217,0.88757944,0.4160583,0.7107382,1.1623387,0.610346,1.214955,0.5966662,0.6076542,0.40591466,1.1530674,1.2824364,0.6598171,1.2815278,1.0154088,0.83630514,1.2454226,1.1928135,0.6289284,1.1662619,1.0629314,0.9314158,1.1829554,0.124302685,1.1252635,0.34580588,0.86772245,1.3826448,0.99947846,1.5013485,1.2633839,0.93815494,1.2271712,0.3767352,0.7251656,0.5163279,0.94524556,0.60250133,0.9263447,1.2615776,1.4855613,1.258635,1.4142809,0.0,0.0811193,1.0290585,0.9846229,0.87787676,0.90047294,1.0730311,1.3508584,1.2800121,1.1052006,1.0258453,1.1708411,1.138344,1.2518315,1.1968865,1.1757226,1.2884758,1.2893867,1.1565728,1.2242314,1.2522885,0.89724064,1.2490444,0.19509536,1.1674345,0.49225396,0.8139533,1.1878905,0.42717528,0.27606046,0.8605305,0.50903136,1.1989517,1.3589959,1.4043071,0.75254446,0.59733254,0.84360737,0.73896575,0.55495495,1.1889406,1.2829213,1.0256634,1.2733034,0.9063631,0.51600045,1.2423116
pencil,1.5177189,0.43916994,0.6781459,1.3319182,1.2289548,0.6792247,1.057916,1.2883267,1.3542365,1.5475978,0.35901988,1.2709408,1.5470803,1.5232992,0.49786013,1.1861933,1.1069087,1.2032123,1.3065937,0.87533855,1.1435013,1.2401409,0.8447411,0.8850929,0.8100207,0.75341994,1.2095869,1.1234457,0.6765839,1.3636911,1.090241,0.75132465,1.5298228,0.9466572,0.1517703,1.6065003,1.0176896,1.4472628,1.4253618,1.1931709,0.8290677,1.3634975,0.7903891,0.37924325,0.7664559,1.1349596,0.437167,1.1802739,0.6786846,0.53450537,0.3782547,1.1208465,1.2667029,0.5281878,1.1827848,1.0861746,0.83656377,1.2258337,0.9834503,0.6938894,1.1762671,1.0463816,0.9979957,1.2017796,0.1570499,1.1607239,0.42844325,0.8663034,1.375335,0.97350436,1.4266579,1.2813845,0.82823074,1.1142542,0.45727378,0.7515708,0.4332857,0.8649727,0.61157703,0.99173194,1.2863998,1.431257,1.236874,1.4193821,0.0811193,0.0,0.9016269,1.0340893,0.85026795,0.96421814,1.0365069,1.3120236,1.2113787,1.1478485,1.0514115,1.2355881,1.1365719,1.1926168,1.1976235,1.1962943,1.2634153,1.2904892,1.1052692,1.1588011,1.2841225,0.9940145,1.3313842,0.26308954,1.2120172,0.48640674,0.6985986,1.1020961,0.37914872,0.4152093,0.8535134,0.5103378,1.2092979,1.3095646,1.4344008,0.7936428,0.46699357,0.6162333,0.6244431,0.6537319,1.273005,1.3225653,1.0961646,1.2899373,0.9503552,0.50967276,1.2965391
pickle,1.035352,0.965298,0.8821111,1.181994,1.0774578,0.8111992,0.5999216,1.2771778,1.1757932,1.2227666,1.0324371,1.0441159,1.1120003,1.1460953,1.0462267,0.9823539,1.1101493,1.048609,1.0613668,0.8552877,1.04994,1.2764313,0.7165128,1.1605412,1.1508772,0.73684156,1.0855224,1.1244783,1.2247368,1.1217606,1.0874816,0.8654666,1.1784993,0.865709,0.95900106,1.2476374,1.168081,1.0924562,1.056949,1.1114677,0.9353639,1.084271,0.8678826,0.7847043,1.0277053,1.0231079,0.7637168,0.74555933,0.8803558,0.8107544,1.0737244,0.69398886,1.0520719,0.84726095,0.8447689,1.1188717,0.8744129,1.0058933,0.8111209,0.9475458,1.13059,0.9794935,1.2577102,0.9416674,1.0116588,1.1048632,1.1303611,1.0031091,0.8159184,0.8512991,0.8596686,1.1555972,0.85212046,0.8188451,1.0078362,0.9500685,0.94254345,0.88994676,0.86480963,1.1032407,1.0879406,1.0398495,0.9009424,1.0936674,1.0290585,0.9016269,0.0,1.046526,0.9936415,1.1196607,0.9183701,1.1208292,0.78174853,1.1362311,1.1762077,1.1195228,1.0469369,0.8894691,1.0180459,1.1405032,1.0459459,0.9467223,0.9255236,0.8831698,1.1476495,1.0011237,1.0956337,0.96847594,1.049102,0.67577434,0.81636995,0.8205249,1.0807146,1.02904,1.1287988,0.824211,1.2061386,0.9788003,1.1080776,1.0208925,0.8860612,0.6454452,1.0311605,1.096867,1.169083,1.070645,1.0594809,1.1366485,1.1900117,1.1727749,1.1225319
pillow,1.131826,0.9048998,1.2086048,1.1115494,0.8809203,0.8923919,1.1193484,1.0046648,0.867082,0.6922219,0.87115544,0.76922095,0.9272164,0.5618954,0.7309629,0.88348675,1.0859793,1.1736269,0.9407632,1.0834562,1.030682,0.94490623,1.1726468,0.7452289,0.73035955,1.1251385,0.9217065,0.81686205,0.9561315,0.97979337,0.90007085,1.1728269,0.74931145,1.1300577,1.0169559,0.9096031,1.0237741,0.96361536,0.9538981,0.89709115,0.8293464,0.9814535,0.9825884,1.1398983,0.9692289,1.1449856,1.1716728,1.1320314,0.89457077,1.0797033,0.94152653,0.94546175,1.1588138,1.2583632,0.7671757,0.9149036,1.0582441,1.1618528,1.2446666,0.8054478,1.1715827,1.0040082,0.978219,0.89363056,0.94949275,0.92544115,0.8171224,1.0462043,1.1295269,1.0452228,0.9397667,0.97134185,1.2193002,1.1550926,1.1808587,0.6340981,1.1694034,1.2037507,0.9850551,0.7615833,0.89221656,0.8554476,0.94365466,0.88243073,0.9846229,1.0340893,1.046526,0.0,1.0535529,0.8893142,1.1181021,1.117972,1.2147236,0.7889053,0.9519845,0.8619508,1.0745809,1.1833409,1.0254018,1.1543287,1.0686111,0.86874145,0.8907578,1.1765012,1.1283034,0.77445596,0.9094889,0.915977,0.93520945,0.7871522,0.79153633,1.2194703,1.0144458,0.9928449,0.93887305,1.0696143,0.87182605,1.0604614,1.2470059,1.1151385,1.1661747,1.3232803,1.1716712,0.5020592,0.9017512,0.95662093,0.9386134,1.039832,0.88822657,1.0650289,0.9272545
pizza,1.2142178,0.96760434,0.81674254,1.1828886,1.0705001,1.0323454,0.9057302,1.060722,1.2972322,1.2800053,0.86903185,1.1418854,1.2669156,1.2585008,0.9215831,1.0466331,1.0696892,0.8724069,1.0411983,0.12249476,1.0380708,1.0610013,1.0121188,1.1005495,0.91517043,1.0375651,1.2707944,1.0548167,0.9463781,1.2613809,1.0851536,0.3764981,1.2639987,0.18452603,0.8863079,1.3267369,0.8566736,1.1654209,1.1959162,1.199004,0.98294276,1.176157,1.0550076,0.8996904,0.97030526,1.1433102,1.0030173,1.0128683,0.88697755,0.99514705,0.7092815,0.95975983,1.1279423,1.0497689,1.1048657,1.1199464,1.0019321,1.1934371,1.145155,1.0734518,1.193944,1.2207354,1.0520648,1.322232,0.7662331,1.1225872,0.95565367,0.2534392,0.8168597,1.0791174,1.1279384,1.1173395,0.9648555,0.77300155,1.0288823,0.6408645,0.9025243,1.1219207,1.0566063,0.9424025,0.8563733,1.2455772,1.2394941,1.1771698,0.87787676,0.85026795,0.9936415,1.0535529,0.0,0.9826673,0.39164948,1.0984828,0.9551048,0.8796989,0.89105844,1.2684985,1.0636199,1.031771,1.1403505,1.0803354,1.3028141,1.0019075,1.1729714,0.66529435,1.1703167,1.1497823,1.2262033,0.91595656,1.0859762,0.90987194,0.93392843,1.0493127,0.71044,1.0537344,0.7427795,0.8806915,1.1210495,1.3169999,0.9041757,0.7219211,1.0057319,0.84545153,1.0887066,0.9056131,1.0231869,1.1657465,1.0595882,1.1356605,1.0079023,0.9344677,1.2985222
plant,1.129498,1.0168991,1.0388469,1.1506362,0.8567625,0.85851556,1.0222819,0.7321207,0.95603424,1.0987898,0.921442,1.0491754,1.1781468,1.1258373,0.8843303,0.9755779,0.7560603,0.9252891,0.8647719,1.1255776,0.90740675,0.6275681,1.1522436,0.79581857,0.8143445,1.1702889,1.0838946,0.8671566,0.87415683,1.0780061,0.91071725,1.13096,1.0606042,1.0814571,0.9236567,1.0643743,0.6943651,1.0114353,1.1100714,0.94140685,1.023397,1.105609,1.14623,1.1423233,0.8883966,1.0881423,1.1029797,1.1611497,0.8138979,1.1099416,0.7728634,0.9604114,0.94636446,1.19094,1.0488739,0.96634096,0.9118749,1.1631062,1.2090793,0.9283382,1.1269531,1.1599408,0.6815138,1.2494328,0.9213575,0.870175,0.6488763,0.9386608,1.0400875,1.0373068,1.1478728,0.91968155,1.1076103,1.158577,1.1081903,0.8234903,1.0160629,1.1444988,1.1625756,0.8477748,0.94237864,1.2423788,1.2792072,1.0447052,0.90047294,0.96421814,1.1196607,0.8893142,0.9826673,0.0,1.1205994,1.1287878,1.1634138,0.8387405,0.78795326,0.948246,1.0208404,1.1443896,1.0835719,0.8402503,1.2643936,1.0169543,1.3068862,1.0617287,0.94686365,0.9572288,0.8396319,0.98037547,1.1328286,1.0051343,1.0670289,1.1748871,0.7813627,0.94983727,0.7823994,1.0282489,0.85454875,1.3245106,1.1056567,0.8313942,1.1094221,1.2163674,0.9020406,0.8075226,0.7563909,0.95568293,0.85773104,0.9835636,0.7026449,0.8760312,0.9857051
plate,1.0529492,1.0799322,0.9430048,1.0418435,1.0427961,1.060986,0.9126775,1.0962422,1.0729722,1.1046478,1.0988259,1.062293,1.0444777,1.1261114,1.0881476,0.9770581,0.9510241,0.6137623,0.97313327,0.3816616,1.1396027,1.0278412,0.98448575,1.1812274,1.0523369,0.9286362,1.2476002,1.0284507,1.0246211,1.1285882,1.0986972,0.5258886,1.0992352,0.4460386,1.1019149,1.1120054,0.80928063,1.107447,1.1028441,1.1278101,0.8953873,1.1144687,1.1630131,0.91940325,1.1311015,1.0622597,1.0940236,0.96598464,1.1526645,1.0766146,0.750095,1.0459903,0.8893689,1.0954894,1.1129622,1.2225173,1.059594,1.1201663,1.023502,1.1937429,1.2058434,1.2749457,1.1461092,1.1650603,0.9153987,1.1138912,1.1129107,0.6046973,0.74228644,0.9288316,1.0711584,1.1210644,0.9311352,0.87872404,1.0887649,0.7490622,1.0916502,1.1052322,0.9311461,1.0769366,0.9208981,1.0682758,1.1055849,0.98406756,1.0730311,1.0365069,0.9183701,1.1181021,0.39164948,1.1205994,0.0,1.0833195,0.7228502,0.95818627,0.9649474,1.1402904,1.0675732,0.7234125,1.0876431,1.0375144,1.2027099,0.9822562,1.1154054,0.64223355,1.118884,0.867333,1.1069221,1.1015552,1.0600797,1.0428834,1.0857413,0.7263102,0.7446397,1.1412339,0.8667183,1.0174874,1.1652021,1.1627285,0.5637938,0.8116838,1.1301976,0.888519,1.0745307,1.0796398,1.117402,1.0191617,1.0753479,1.1074047,1.1119411,1.0964823,1.1213206
pony,0.54395473,1.3169715,1.3199549,0.6142494,1.1736498,1.4140487,0.9380091,0.99805766,0.8092952,0.6703186,1.4292147,0.7723409,0.62631774,0.63467085,1.3194516,0.8790043,1.1221654,1.1356606,0.89303625,1.1270638,0.94046724,1.1457331,0.97384596,1.1677645,1.2399629,0.9248381,0.96881205,0.89918834,1.3149629,0.7200592,0.8766217,1.2293097,0.7550459,1.040407,1.4157102,0.7371791,1.2125076,0.82167906,0.8536521,0.8237324,1.0243074,0.765072,1.0562338,1.3685466,1.3983728,0.827121,1.2019702,0.84250414,1.335151,1.2572191,1.285483,1.0748998,0.9686316,1.1480535,0.9696698,1.0408536,1.166746,0.70235175,0.74341327,1.3589103,0.8499928,0.9218568,1.2103989,0.74501055,1.2629397,0.83681023,1.3857355,1.175601,0.8378948,1.1118072,0.7037292,0.9392185,1.0498639,0.9357919,1.3021917,1.2446119,1.2665238,1.2045108,1.1125538,1.1311439,0.9392189,0.56297284,0.64965177,0.71136826,1.3508584,1.3120236,1.1208292,1.117972,1.0984828,1.1287878,1.0833195,0.0,0.8973186,0.9925538,1.1484063,0.83889705,0.87400836,0.9675689,0.66401464,0.8311188,0.6048778,0.7944398,0.6396384,0.80416405,0.70569193,1.0740478,0.93645257,1.4117097,1.0678997,1.3125091,1.1195395,0.98171353,1.2817433,1.3401794,1.000103,1.3888406,0.913748,0.6383204,0.8217695,1.3421458,1.2221514,1.0164107,0.964874,1.3111943,1.1691815,0.8680291,1.0298164,0.96774495,1.054801,1.232427,0.8311438
pumpkin,0.8260459,1.1704323,0.9569129,0.8407985,0.8784337,1.0021284,0.62991,1.0545475,1.1445119,1.0871401,1.3122748,1.2724266,0.790227,1.0744886,1.2550346,1.0237421,0.78430426,0.76235986,0.94362867,0.82701766,1.0584066,0.98017114,1.0239238,1.3234181,1.2180424,0.8760779,1.253664,1.2250608,1.1646026,1.2041876,1.165774,0.8431113,1.0971137,0.8036906,1.2260082,1.0250088,0.9316052,0.98365283,0.71113145,1.2424215,1.1779191,0.8806707,1.1000316,0.8848188,1.1963726,0.9753183,0.8959131,0.69608134,1.152927,1.0569354,1.1538633,0.7998181,0.8921781,1.0376099,0.72330844,1.266479,1.0186421,0.9702096,0.73105407,1.0889692,1.0740111,1.2187691,1.1486577,1.0189384,1.2634677,1.2556431,1.357719,0.98469484,0.61619097,0.79039,0.67134696,1.0798202,0.9822722,0.8100122,1.0632336,0.9726476,1.1005592,0.8196412,0.7552005,1.3116708,0.9723809,0.8496745,1.0392421,0.96579957,1.2800121,1.2113787,0.78174853,1.2147236,0.9551048,1.1634138,0.7228502,0.8973186,0.0,1.0359726,1.0361567,1.2449517,0.9668685,0.50416213,1.0746344,0.9214348,1.0514244,0.9729443,0.9333954,0.6050168,1.1335402,1.2018425,0.909787,1.2782657,1.0426583,1.144068,0.9977424,0.5146062,1.0875261,1.2439405,1.0348217,1.0421702,1.1519151,0.9648832,0.79571027,1.0454485,1.0090084,0.8477341,0.7941821,1.2678641,0.8767823,1.0324668,1.1647507,1.0155096,1.1553862,1.1877091,1.1136136
purse,1.03789,1.0314145,1.0573235,1.1820841,0.88051194,0.98367846,1.1447229,0.60997105,0.9340788,1.0033981,1.0559304,0.9323926,1.0630162,0.9411188,1.091098,0.8716918,0.84858906,0.9359435,0.6112325,0.9506823,0.98626405,0.6183639,1.1373086,0.7416717,0.86746556,1.1625024,1.1305792,0.57262456,1.0082247,0.9967925,0.92243034,1.1006534,0.9568155,1.0015752,1.1149737,0.97059435,0.805171,1.0145692,0.9475916,0.994248,0.7958168,1.0175238,1.0717418,1.1541184,1.0026323,1.1155651,1.2525625,1.0492871,0.9512757,1.0864995,0.80291706,0.9992104,1.0918294,1.1511952,0.92554003,1.0406,0.9532052,1.153274,1.2129209,0.91600984,1.1682553,1.1207377,0.829289,1.125701,1.0084827,0.9210039,0.9684581,0.83192366,1.1263239,1.0083524,1.0804206,0.8642856,1.1013371,1.0520744,1.2385762,0.7805736,1.0594833,1.1570013,1.1228669,0.8359101,1.0427941,1.1127884,1.1466315,0.95471185,1.1052006,1.1478485,1.1362311,0.7889053,0.8796989,0.8387405,0.95818627,0.9925538,1.0359726,0.0,0.80773747,1.0099994,1.093726,1.1393708,0.96134615,0.8804553,1.1126405,0.9757644,1.0021998,0.9805012,1.0477211,1.0128815,0.8990989,1.0444282,1.0843759,1.0143538,1.0227697,1.1564504,0.8282895,1.1872519,0.96203816,1.0082954,0.7714964,1.1863024,1.1189176,0.9355665,1.2049178,1.2235156,1.1739014,0.87175953,0.79678357,0.82862407,0.94244033,0.9231939,0.8361785,0.9807348,1.0621475
radio,1.0875186,1.0468289,0.91626036,1.1848499,0.6764441,0.8641235,1.1693197,0.58352095,1.130652,1.1281954,0.9490608,1.1632125,1.0550658,1.1164154,0.9837612,0.7918037,0.78522426,0.8079941,0.68727016,0.96068895,0.96450233,0.5531455,1.2641671,0.8192742,0.80463415,1.2816155,1.2523772,1.0338385,0.7245347,1.1316755,0.9359021,0.87309706,1.0896639,1.005804,1.0216964,1.0611895,0.65077114,1.021007,0.95818996,1.0172168,0.9840193,1.0788047,1.1100754,1.068403,0.80392665,1.038074,1.1022378,1.2143333,0.8875115,1.0649402,0.86057246,0.9022518,0.9386708,1.1527885,1.03535,1.2150812,0.7547295,1.1714652,1.2202197,0.9792567,1.1698436,1.2540947,0.59989905,1.2953725,1.0525396,1.0570649,0.72350556,0.9114339,1.1503247,1.0616889,1.1141315,0.9192987,1.1207834,1.1921277,1.048847,0.8572198,1.003803,1.0237402,1.1163404,0.8427118,0.8137424,1.2006613,1.3255624,0.92352766,1.0258453,1.0514115,1.1762077,0.9519845,0.89105844,0.78795326,0.9649474,1.1484063,1.0361567,0.80773747,0.0,1.121787,1.1052896,0.9649025,1.1698194,0.90611166,1.3096974,1.0631653,1.2198926,1.0511522,1.0710651,1.0831757,1.0613502,1.0160483,1.1848478,1.0766685,1.0363424,1.0033497,0.8456081,1.0111527,0.97513664,1.0217004,0.92123806,1.2963505,1.0410728,0.6515512,1.0495424,1.2043294,1.0151559,0.867809,0.6223586,0.95545566,1.0272073,0.97643346,0.81839824,0.7732786,1.1247565
