,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
rock,0.5224101,1.0201375,1.196444,0.9734196,1.1602639,1.231733,0.84112877,1.2475299,0.78106105,0.4127071,0.54695046,1.3501368,0.5845611,0.7584548,1.048793,0.5620607,0.8509737,1.460891,1.1705539,0.9480886,0.96464735,0.8470273,1.4655261,1.4024073,0.9585002,1.1650379,0.44148117,1.244262,1.3322225,0.90182257,1.2165306,0.97000927,0.8784285,0.90484345,0.9279277,1.3889827,0.63819283,1.4871057,0.6752418,0.85690904,1.064613,1.1756704,0.8058471,1.1786774,1.1700753,0.81490314,1.0615819,0.9229125,1.1881268,0.7967442,1.2786577,1.2105634,1.2915331,0.93225974,0.97425914,1.1794235,0.9721487,0.524358,1.1908144,0.9330895,0.8524021,1.0031489,1.2258763,0.8828298,0.98956215,0.74024844,1.3147122,0.7524764,1.3574266,1.2793326,1.3947203,0.9032033,0.912374,1.1260135,0.8252164,0.8635595,1.1345847,1.1339324,1.2550956,1.2411985,1.3652973,1.1685812,0.99692273,1.2758543,0.76929593,0.73089534,0.8200017,0.86584216,1.4041412,1.3697723,0.7503853,0.98517776,1.150831,0.82796276,1.3273911,1.2317611,0.7932467,1.1971881,1.0404015,1.315295,1.1461353,1.119755,0.0,1.2360471,0.8140055,0.9362885,0.9040268,1.1921544,0.8467431,0.6920859,0.8560442,1.052294,0.95797116,1.0361562,0.76332235,1.2848423,0.5605114,1.3499422,1.1364534,0.96774143,1.1653142,1.0161588,0.881953,0.83138293,0.7452476,1.2217526,1.2760975,1.2355425,1.2067541,1.3741317,1.0407667,0.80903363,1.3363365,1.3416256,1.1138023
rooster,1.2774953,0.8238231,0.74982035,1.3934954,0.77839285,0.7686845,1.0248556,0.81099004,1.4311792,1.1342822,1.4359779,0.43483377,1.4030089,1.4649212,0.41652536,1.4266441,1.236624,0.6581841,1.0215431,1.3083501,1.0305053,1.0259516,0.77179885,0.6571139,1.1921967,0.7515617,1.0970768,1.0467194,0.41980028,1.2760355,1.0403297,1.1276199,0.9707713,1.1228148,1.2197564,0.5268871,1.402417,0.6929167,1.0309433,1.1287112,1.1005253,0.767347,1.3299868,0.7619335,0.7527783,1.0594698,0.9328962,1.1097113,0.8522131,0.74224234,0.7831601,0.7374411,0.8616809,0.6844625,1.1699642,0.8520911,1.0718166,1.0580375,0.812274,1.2223556,1.2126327,1.3069246,0.63249344,1.0905186,0.8573281,1.3952472,0.9686839,1.3451549,0.7921908,0.7457111,0.5483782,1.094671,1.2855917,1.1115485,1.1932539,1.2841173,1.1198229,0.8478599,0.63052064,1.0150553,0.518488,0.84673923,0.96119165,0.9157374,0.91764486,1.4389994,1.2735374,1.354104,0.6203946,0.66096425,0.9982553,0.8158294,0.4791013,1.3864226,0.46216702,0.9028919,0.95336443,0.66261935,1.074755,0.5044222,0.8102344,1.1318817,1.2360471,0.0,1.3937347,1.1761456,1.1084527,0.8804772,1.4247372,1.344593,1.1816558,1.1529254,1.1043015,1.1427532,1.3945205,0.46662492,1.2340575,0.6309813,0.9096516,1.1941017,1.0406399,1.1040256,1.3059564,1.386201,1.4369586,0.672047,0.66364914,0.6151701,1.0341557,0.5930946,0.85539675,1.2947407,0.80217487,0.5758085,0.98724294
sandwich,0.7421377,1.1149998,1.1075004,0.7399808,1.1491783,1.1153607,0.6939642,1.1869286,0.8629334,0.9557388,0.823712,1.4282883,0.79484975,0.69889176,1.2127087,0.82631266,0.889026,1.260561,0.8798553,0.9764116,0.3277564,0.94639784,1.2813792,1.4260433,1.0247583,1.1892886,1.0098666,1.2064202,1.3313897,0.9827168,1.0137542,0.9936593,0.6802007,1.1540416,0.19935775,1.3629224,0.8866898,1.3153212,0.9633888,0.8240417,1.178705,1.3479753,0.9589693,1.2002314,1.2317742,1.1196342,1.140302,0.98781073,1.0448261,1.1436727,1.095885,1.2256229,1.1290017,1.1614217,0.8451138,1.2051277,0.945941,0.98938847,0.9536317,0.89896774,0.39851838,0.6920753,1.3348644,0.968459,1.1613925,0.7934753,1.0941335,0.9543278,1.2054211,1.3665166,1.3637354,1.1301297,0.5078775,0.9429431,0.86816585,0.8999617,0.9306871,0.8469042,1.2571113,0.83607066,1.3938228,1.2296585,1.0968446,1.2790326,1.0350239,0.75000596,0.9837887,0.64228034,1.3222158,1.3169069,0.93315184,1.0471282,1.3357949,0.24179506,1.2597778,0.9455968,1.0203903,1.2257309,1.1254675,1.3071992,1.098833,1.207943,0.8140055,1.3937347,0.0,0.71258914,0.9600446,1.1050184,0.8563837,0.83809024,0.98491806,0.93373704,1.1456716,1.0519804,0.80680835,1.3368009,0.87055373,1.2339492,1.1415647,0.64231277,0.96101636,1.0729357,0.8959986,0.8266486,0.6120574,1.1948012,1.2115045,1.1905451,1.000412,1.330926,1.1154891,0.9044403,1.3338903,1.3447461,1.1881635
sauce,1.0495152,1.1754088,1.1200647,0.9102459,1.1378753,1.0849614,0.9314112,1.1563107,0.9125701,1.0546207,0.9417924,1.20306,0.9338417,0.9172635,1.1383072,1.0049824,0.9226146,1.134666,0.31117886,0.92253715,0.8133849,0.96043587,1.079616,1.1296699,0.89447546,1.2633691,0.99382126,1.0503991,1.114327,1.0399505,0.8005461,0.9673157,0.9440297,1.0782833,0.7773019,1.2812526,0.9559794,1.0307269,0.9039754,0.9019668,1.099672,1.1531918,1.0825906,1.2689936,1.1686914,0.9879752,1.2019961,1.0411212,1.256896,1.0618881,0.94777906,1.320277,0.8232297,1.1127001,0.88637805,1.2027262,1.095771,0.9691162,1.0630667,1.0115777,0.6797298,0.9941707,1.2672462,1.083354,1.1344237,1.0513097,0.7989045,1.1089585,1.1719866,1.2282395,1.1967468,1.1238776,0.26864028,0.96616787,1.0123601,0.83601594,0.8937621,0.84442544,1.2289201,1.026444,1.2808403,1.2680819,0.9357844,1.081196,1.016604,0.9894625,1.043091,0.85205793,1.2332755,1.2435869,1.0130885,1.1170722,1.22916,0.7596561,1.1113374,0.50069165,1.0008179,1.2002023,1.1875873,1.1724623,1.0903404,1.0176277,0.9362885,1.1761456,0.71258914,0.0,0.99519944,1.0808176,1.0305524,1.0375682,1.070844,0.8418106,1.0404438,0.98514205,0.9471595,1.2741742,0.9630153,1.1710869,1.1740669,0.09437281,0.44034147,1.0924288,0.8886135,0.99762905,0.73086977,1.0055178,1.3355867,1.2826658,1.0469826,1.2776464,1.0702096,0.9732785,1.1742281,1.3013697,1.0706315
scarf,0.61483413,1.1449046,1.1424925,0.8901154,1.1340199,1.140094,0.96285534,1.2659163,1.1139646,0.92320466,0.93898857,1.1697392,0.92963165,0.75319386,1.086849,0.82403475,0.94095504,1.2699376,1.2307762,1.030319,1.0576689,0.46312332,1.2777337,1.134373,1.0054772,1.1454943,0.8341117,1.0908648,1.2560441,1.1811361,1.155251,0.9647846,0.9988706,0.95768034,0.9174194,1.2401733,0.9113381,1.275185,0.9061885,0.8914944,1.1054443,1.1848323,0.74830234,1.057212,1.1827791,1.1334459,0.9737488,0.8679633,1.0889342,0.76451117,1.0087249,1.0268437,1.2406362,0.9586321,0.9115478,0.944353,0.67701066,1.1024185,0.9794349,0.6451209,0.83300036,0.83402836,1.0980994,0.9106509,1.0188621,0.85683054,1.0464244,0.69401646,1.2246763,1.2318846,1.3743734,0.87819815,0.9644048,1.0945766,0.6231469,0.9763064,0.934936,1.0236977,1.2098625,1.081853,1.0776193,0.94824165,0.9877391,1.1360135,1.0250857,0.7273549,0.76581633,0.8460636,1.2427583,1.2472069,0.9081553,0.88418597,1.2563248,0.9203178,1.0937214,1.2585182,0.9493401,1.1341158,1.0280278,1.3395758,1.1331112,1.0822651,0.9040268,1.1084527,0.9600446,0.99519944,0.0,1.046243,0.67813337,0.8766485,0.778209,0.9739862,1.1487398,1.2027632,0.8720704,1.2088677,1.0443726,1.3025701,0.9056784,0.95653194,1.1418583,0.9430779,0.90742946,0.6229717,0.9845711,1.3723738,1.1344757,1.1735327,0.9779315,1.1810564,0.9864293,0.91336244,1.1006039,1.280447,1.0392811
scissors,1.2377028,1.0800781,1.0560118,1.1544307,0.9001303,0.75715935,0.96858716,0.7530596,1.0454556,1.2684984,1.2743268,0.8956246,1.3256135,1.2306002,0.8565011,1.1532427,1.0211537,0.82591254,0.9312672,1.1281563,1.0687697,0.89643586,0.793301,1.1158285,1.2046691,0.96385044,1.311225,0.9708044,0.88910013,1.1851765,0.9654338,0.34537578,1.0088996,1.2154753,1.0927461,0.69052845,1.267845,0.91955775,1.2027074,1.0034223,1.1843596,0.99502593,1.2281891,0.964646,0.9829753,1.1061603,0.94153196,1.2192063,0.9549193,1.0457914,0.9060898,1.118899,0.34579086,0.8575358,1.1368967,0.9600269,1.0335274,1.2267022,0.6073178,1.2629853,1.1606383,1.1352692,0.87923646,1.1086084,1.0448023,1.2681998,0.985835,1.3330579,0.61448705,0.9032775,0.83994055,1.2169194,1.2200049,0.81643254,1.0849792,1.0106142,0.87074256,0.96908885,0.9250475,0.97092336,0.9495185,1.0649767,1.0858607,1.0517843,1.0703471,1.3055191,1.3354863,1.1521577,0.7331657,0.7257029,0.99824804,1.0516706,0.99049294,1.1508423,0.82460916,0.6358612,1.1506622,0.9712891,0.83972555,0.9108792,0.7984538,1.1893817,1.1921544,0.8804772,1.1050184,1.0808176,1.046243,0.0,1.3645937,1.0334654,1.386589,0.32769847,1.1918944,0.9055852,1.013174,0.85021585,1.276563,0.78610533,0.82320416,1.1541959,0.74144,1.0218003,0.9205236,1.3380398,1.1878111,0.7592461,0.95438164,0.8794232,0.2139048,0.8867252,0.7185576,0.76345515,0.7081047,0.85616875,1.1961584
shirt,0.5198747,1.1962694,1.2550182,0.6230155,1.351248,1.3914921,1.0922501,1.4056342,0.74687576,0.75730914,0.56289,1.4011927,0.5961447,0.32420665,1.3373554,0.63087213,0.84158254,1.4369475,1.239323,0.88120425,1.1897995,1.0705941,1.4234862,1.2633464,0.7411212,1.2684231,0.7031521,1.0467676,1.3969305,0.8222294,1.1332347,1.0963881,1.1555836,0.8439028,0.97232544,1.4905579,0.5619138,1.4433327,0.8582083,0.9004351,0.8931843,1.2084906,0.38400567,1.134929,1.169379,0.87650657,1.1291021,0.83374846,1.1494275,1.0905099,1.2337576,1.1277853,1.3962649,1.2592285,0.78973716,1.1417898,0.7899169,0.833847,1.3205156,0.37803644,0.90403175,0.61323005,1.3573492,0.67851365,1.0253369,0.2857132,1.1054087,0.35648793,1.3478503,1.247601,1.4935851,0.6143541,0.86478317,1.0733967,0.69327426,0.7993962,0.98213553,1.2272948,1.4275279,1.122721,1.2709907,1.0829377,1.1590575,1.1458533,1.0592531,0.24548161,0.3773563,0.67549264,1.4350032,1.4012502,0.9892801,1.0673742,1.3422985,0.80031633,1.3780369,1.3939714,0.9230727,1.2743806,1.0230654,1.409307,1.3282535,0.87894577,0.8467431,1.4247372,0.8563837,1.0305524,0.67813337,1.3645937,0.0,0.7513341,0.49425876,1.123667,0.77367204,1.0961424,0.7818523,1.5249426,0.70712066,1.429254,1.1651913,0.95803094,1.1895529,0.84318835,0.7846985,0.12939966,0.62729204,1.5256683,1.2957011,1.2982221,1.2289276,1.3147919,1.3337829,0.81817216,1.2232833,1.4445071,0.9213035
shoe,0.60824275,1.1167667,1.155782,0.88738704,1.0527494,1.0938431,0.8265496,1.1381997,0.9325131,0.9200778,0.60982835,1.314847,0.7017134,0.5135485,1.2665625,0.25167716,0.6057441,1.2845285,1.1798615,0.7086805,1.1224738,0.9552191,1.2390062,1.3642776,1.0065838,1.23234,0.8919099,1.1577406,1.3019965,0.992103,0.9182689,0.9581281,1.0713682,1.0246652,0.91102165,1.3720847,0.706537,1.2905127,0.9384249,0.7453064,1.1892595,1.1794653,0.73336476,1.2332087,1.1144251,0.95546985,1.0696669,0.9984574,1.1858132,0.8948192,1.1687075,1.26507,1.291548,0.88002336,1.0295336,1.2554197,0.61469084,1.0236676,0.85657406,0.9757799,0.9560405,0.8868902,1.0195991,0.95679724,1.1457232,0.6004274,1.0706095,0.6896037,1.3066654,1.1901767,1.3773063,1.0771828,0.9757559,1.026126,0.50677776,0.8893893,0.85326123,1.1142082,1.295228,1.1100839,1.3548148,1.1783193,0.9897385,1.1802307,1.0017006,0.5964279,0.7949189,0.6997018,1.3854017,1.3755465,0.96498376,0.9919539,1.3121095,0.75511277,1.2657017,1.1632302,0.9069847,1.1853516,0.45926082,1.2404743,1.0768939,1.1677281,0.6920859,1.344593,0.83809024,1.0375682,0.8766485,1.0334654,0.7513341,0.0,0.9331311,1.0149403,1.1339587,1.100763,0.61376035,1.2167115,0.90108585,1.3144045,0.71419054,1.0244691,1.1806558,1.116955,0.715119,0.76626694,0.77730525,1.0315188,1.2377597,1.1678153,1.0656354,1.3372272,0.6795688,0.6244832,1.1926469,1.262891,1.2527179
shorts,0.6439664,0.8739705,1.0928658,0.82290685,1.3005211,1.3636649,1.126174,1.3663752,0.9159317,0.7965145,0.70180583,1.2045292,0.6846156,0.70311844,1.2357162,0.8637879,1.0158199,1.427356,1.259092,0.97950673,1.1499118,1.0635976,1.405872,1.0756832,0.9722752,1.0046908,0.703168,1.2278426,1.2589157,0.93134695,1.1905828,1.167091,1.1326138,0.8225989,0.98192644,1.3153524,0.73489296,1.360274,0.8792118,1.0140264,0.85301113,1.0138347,0.6367028,0.89303434,0.9117628,0.9801426,1.083731,0.6543741,0.91178447,0.99162996,1.3508675,0.8002008,1.387902,1.1533669,0.8565059,0.87677693,0.9351726,0.84440434,1.323878,0.53275,0.8577091,0.69220656,1.2150656,0.7589305,1.0700514,0.6399143,1.1682914,0.38042593,1.2636822,1.1889588,1.4098837,0.5346162,0.94997704,1.2126259,0.85078996,0.9347974,1.0046965,1.1991214,1.1996756,1.1835326,0.98337597,0.83154345,1.0809047,1.2080116,1.0837482,0.57452834,0.37559986,0.8844531,1.3014352,1.2357955,0.9637944,0.73104113,1.159467,0.90471923,1.4121389,1.3710713,0.95925367,1.0911748,1.1102669,1.3316298,1.1980361,0.96600986,0.8560442,1.1816558,0.98491806,1.070844,0.778209,1.386589,0.49425876,0.9331311,0.0,1.1626184,0.86381906,1.1382378,0.9191852,1.2416482,0.8220599,1.3291328,1.2105649,1.0427283,1.2363242,0.7535844,0.92142546,0.42912513,0.8511491,1.4217781,0.9283406,1.2475573,1.3573511,1.2307521,1.3684341,0.8905709,1.2151988,1.2721993,0.978621
shovel,1.0605024,1.1544564,1.1284384,0.9838183,1.101937,1.0352015,1.0922967,0.9709576,0.79504895,1.0894779,1.0167516,1.084153,1.0257423,1.0512238,1.0972383,1.0391158,1.008216,1.010087,0.8435807,1.0076888,1.1111691,0.8830333,0.9890969,1.1001685,0.98485494,1.1501644,1.1194583,0.95594704,1.0308405,0.9717587,1.0159544,0.13946885,1.1878719,1.0701559,1.0234663,1.0070045,0.96308875,1.0760757,1.1195486,1.0333331,1.0353695,1.0854408,1.0937269,1.1301119,1.1445751,1.0875485,1.0341412,1.0611428,1.1154685,1.1667788,0.988124,1.2758969,0.44387275,1.170304,1.0155023,1.1082001,1.1273042,1.0519875,0.969601,1.0104747,1.0313486,1.0443696,1.1739541,0.9900315,1.0860515,1.1004919,1.0347958,1.1233455,0.87669206,1.0486765,1.0474669,1.1636662,0.9719626,0.8006152,1.0599811,0.8294387,0.95950407,1.0418068,1.1157336,0.98412997,1.197676,1.1361115,1.137541,1.0753106,1.1222363,1.096777,1.1204096,1.0012395,0.98405546,0.97277635,1.0072932,1.0791178,1.2069142,0.9956922,1.0425172,0.6338347,1.0856957,1.2057244,0.99833965,1.0268635,0.9735006,0.99647284,1.052294,1.1529254,0.93373704,0.8418106,0.9739862,0.32769847,1.123667,1.0149403,1.1626184,0.0,1.0148143,0.824998,0.9035436,1.1621616,1.0601746,1.0644218,1.0769075,0.8863287,0.7513355,0.92541367,0.8673986,1.0767258,0.89812654,1.075613,1.1512778,1.1503847,0.255198,1.1280708,1.077525,0.5550976,0.8250217,1.1575761,1.0591651
shower,0.9438363,1.1670879,1.2220117,1.0655731,1.2120163,1.231569,1.2566884,1.0376436,0.43900907,0.7415895,0.7117563,1.0602108,0.64927375,0.9661643,1.1558206,0.92443556,1.0282321,1.123734,1.0964854,0.8468034,1.3164902,1.0523983,1.0993531,0.82446826,0.5963194,1.2525508,0.7739986,0.885283,0.9210821,0.3292526,1.1508477,1.0205501,1.11112,0.70276374,1.1930676,1.2119098,0.56927323,1.1372759,1.0347188,1.1844903,0.33169955,0.9016007,0.753544,1.2013825,1.2117666,0.83856535,1.1810831,1.000891,1.3510196,1.1405258,1.1165267,1.1534327,1.1828475,1.1888064,0.97219425,1.1828496,1.3063183,0.5465132,1.444072,0.87563753,1.1748431,1.1154029,1.2639263,0.8290087,0.7969284,0.81657565,1.1523244,0.76545334,1.1799388,0.8021139,0.8897066,0.7264396,1.0674269,0.9351896,1.2094167,0.65988433,1.174645,1.2792901,1.2322285,1.0038757,1.1459975,1.1579322,1.0610167,0.90524715,0.93218917,0.89841104,0.77724993,0.9863259,1.186114,1.1595725,1.1157537,1.1754789,1.0442792,1.1110741,1.0781561,1.204974,0.995171,1.2601085,1.0155076,0.98404956,1.3577682,0.46566784,0.95797116,1.1043015,1.1456716,1.0404438,1.1487398,1.1918944,0.77367204,1.1339587,0.86381906,1.0148143,0.0,0.65338516,0.9358839,1.2759165,0.52132106,1.0970187,1.2436457,1.0552343,1.1883938,0.6184865,0.9913902,0.8004117,0.89637005,1.2265962,1.2984459,1.2455822,1.1214997,0.89463294,1.3633733,0.9537396,0.8911644,1.2436941,0.57409453
sink,1.1126361,1.0207945,1.1241584,1.0503019,1.1545942,1.0310098,1.017977,0.9462161,0.22562134,1.0199913,0.90896803,0.9503636,0.6601454,1.1267264,1.1123259,1.0406396,1.0514659,0.90854007,0.8687267,0.8040179,1.1721832,1.00879,0.8191446,0.74948466,0.70418274,1.2120056,1.0415132,0.84290874,0.99723125,0.5639962,0.9607803,0.8820982,1.0276501,0.7153578,1.0828526,1.0614334,0.72892135,0.9076267,1.0811924,1.2283182,0.7012675,0.69312215,1.1133581,1.2807503,1.1497386,1.0655302,1.133722,1.1501746,1.2311897,1.1272355,1.0147066,1.2202737,0.8743713,1.1104453,0.8909807,1.1850077,1.2588999,0.82109725,1.0654942,1.093608,1.1784165,1.1230702,1.1720057,1.0882252,0.9482677,1.0683905,0.9757968,1.0509096,0.9035318,0.83138335,0.76949763,0.9776748,1.0808403,0.85933375,1.239401,0.8323438,1.0091562,1.1837482,1.1937355,0.79585755,1.2274829,1.1511618,1.0368396,0.71828425,1.1920655,1.161965,1.0815583,0.99581707,0.98236775,0.9845925,1.0015013,1.1414927,0.90810126,1.080879,1.049224,0.9108448,1.1074425,1.262162,1.0406448,0.8439631,1.1903266,0.59196854,1.0361562,1.1427532,1.0519804,0.98514205,1.2027632,0.9055852,1.0961424,1.100763,1.1382378,0.824998,0.65338516,0.0,0.82227457,1.1940815,0.81565636,0.96049976,1.1695113,1.0063926,0.8999433,0.8570927,1.028531,1.0894508,0.9231866,1.0210401,1.2771102,1.110937,0.85157716,0.9615773,1.1579232,0.82753825,0.77332056,1.1444592,0.8493172
slide,0.708892,1.2199819,1.2265708,0.92728084,1.204434,1.1437671,1.0097928,1.1093192,0.6554476,0.95885897,0.541124,1.3521533,0.48278832,0.5580469,1.1739911,0.4624492,0.7124387,1.270397,1.0985938,0.70151263,1.1043684,0.8143029,1.1807617,1.2147816,0.85707796,1.3785067,0.89329344,0.799393,1.3567815,0.7633355,1.0695513,0.9031112,0.946464,0.78487086,0.9300466,1.3732774,0.508571,1.2853683,0.8432477,0.8093975,0.9208898,1.1716654,0.7348131,1.3786619,1.3224182,1.0157914,1.2013835,1.0983728,1.3178235,1.0939947,1.0973268,1.3358805,1.1581482,1.086001,0.97961515,1.3026791,1.0795075,0.90912634,1.0127667,0.8422163,1.0041636,0.97562593,1.3717017,1.0622389,1.052113,0.77587783,1.0332494,0.7926422,1.1840767,1.1209551,1.2748096,0.979719,0.94152784,0.96477747,0.9653881,0.8345527,0.878463,1.1067108,1.4068577,1.0117023,1.4243332,1.2782443,0.96905375,1.0474538,1.1118219,0.624941,0.8449538,0.7722558,1.32524,1.308085,1.016882,1.1135448,1.301568,0.76703537,1.1350491,1.1648159,0.86046404,1.3526055,0.70345795,1.2612655,1.29864,0.8562842,0.76332235,1.3945205,0.80680835,0.9471595,0.8720704,1.013174,0.7818523,0.61376035,0.9191852,0.9035436,0.9358839,0.82227457,0.0,1.4258425,0.8309638,1.2974138,1.1248873,0.95293134,1.0733366,0.92924017,0.5042266,0.81824553,0.62347806,1.2590045,1.436719,1.3674495,0.925363,1.2647228,0.87662464,0.66148907,1.0524602,1.4379026,0.9482835
slipper,1.5055461,0.5531129,0.57391906,1.3558828,0.49583125,0.7093081,1.099428,0.69955575,1.5058415,1.2142813,1.5268143,0.23241997,1.5601736,1.5412912,0.5812184,1.3747277,1.3274525,0.5427028,0.95068884,1.402848,0.9429681,1.1688738,0.645976,0.6799768,1.3841103,0.3845423,1.3601134,1.0178454,0.4495839,1.4049737,1.0999284,1.15511,0.97586256,1.2767351,1.2587253,0.16222954,1.6160123,0.53462976,1.2979164,1.2553691,1.244187,0.87349963,1.4017857,0.4996301,0.59759295,0.9923421,0.6643456,1.1280351,0.5635311,0.8603271,0.9845219,0.46080303,0.7286027,0.81917304,1.4264772,0.57641715,0.9638388,1.2217326,0.82199746,1.4053895,1.2539606,1.308187,0.24692559,1.0965115,0.96534264,1.4326899,1.1423646,1.4063203,0.6073714,0.8329413,0.49348617,1.1962538,1.3461643,1.1346179,1.2113203,1.3776867,1.1693243,1.0260614,0.15391016,0.94912505,0.33746284,0.60346746,1.0017627,0.86830163,1.0024453,1.5177165,1.3594859,1.4502382,0.27500415,0.35409337,1.1502395,0.85989755,0.39118373,1.4054378,0.68305993,0.79188013,1.2037514,0.65488636,0.9512228,0.51355684,0.697318,1.283735,1.2848423,0.46662492,1.3368009,1.2741742,1.2088677,0.85021585,1.5249426,1.2167115,1.2416482,1.1621616,1.2759165,1.1940815,1.4258425,0.0,1.328996,0.4764676,0.61001337,1.2971051,1.033252,1.2684835,1.3964373,1.5195246,1.4585791,0.41335702,0.30904853,0.3820899,0.88966453,0.53786963,0.7870825,1.3419871,0.8618227,0.12592757,1.1181467
snow,0.6455573,1.1753901,1.2277098,1.0049925,1.2121471,1.2470152,1.076894,1.2068344,0.5418854,0.41383094,0.5239425,1.2368903,0.55685,0.7359697,1.2649742,0.65399706,0.90921146,1.3500156,1.1054312,0.9383227,1.0869328,1.0519037,1.3588095,1.1821413,0.7642598,1.2153093,0.6062912,1.0644346,1.1958122,0.648386,1.1856623,1.0287012,0.8916535,0.8437916,0.9598796,1.3342838,0.5693675,1.3803288,0.9330605,1.0629047,0.7785861,1.0979186,0.6605185,1.170577,1.1932006,0.7989267,1.1402678,0.9603805,1.2892498,1.0224898,1.2160681,1.1715446,1.2366664,1.164018,0.9782261,1.2272536,1.1368568,0.3909024,1.3317306,0.88280797,0.9945199,1.0420653,1.3108505,0.7718216,0.84074485,0.7106687,1.2550792,0.70917964,1.2316132,1.129815,1.2363915,0.8792153,0.86024654,1.048061,1.0515486,0.77052176,1.2152388,1.2637072,1.2748079,1.0457044,1.2342262,1.1682941,1.0844905,1.1203299,0.7427933,0.71025413,0.77669996,0.77579916,1.3204312,1.2700387,1.0761906,1.0646954,1.11453,0.8127529,1.2127931,1.1772324,0.9649194,1.2499722,1.0528619,1.2503519,1.3073936,0.87901807,0.5605114,1.2340575,0.87055373,0.9630153,1.0443726,1.276563,0.70712066,0.90108585,0.8220599,1.0601746,0.52132106,0.81565636,0.8309638,1.328996,0.0,1.2767501,1.2652478,0.9185864,1.1372515,0.9274403,0.9826163,0.77655387,0.7415349,1.264493,1.3380289,1.232426,1.2189784,1.1649219,1.3331283,0.9056959,1.2129658,1.3485236,0.90365076
soap,1.4710871,0.8237265,0.7593215,1.3790656,0.5820815,0.6497052,0.9132359,0.5428139,1.2485508,1.3540795,1.4861913,0.6196873,1.5091616,1.4546896,0.5559894,1.4462696,1.2193011,0.2975055,0.85019594,1.1987312,0.828386,1.1427284,0.45132166,0.69952047,1.152162,0.82893515,1.3265517,0.94416004,0.54031575,1.1657741,0.9378731,1.1055726,0.82709926,1.2517107,1.1244221,0.44485676,1.4714234,0.4256035,1.1892099,1.1657152,1.0909834,0.93106043,1.359628,0.8808174,0.886132,1.0945693,0.9406644,1.1207658,0.92904174,1.089287,0.8050085,0.82353723,0.7725049,0.79245776,1.0803924,0.86603343,1.2043536,1.2420008,0.7144369,1.3111427,1.1161213,1.3640697,0.58142424,1.1514254,1.0075951,1.343599,0.89461124,1.4727293,0.7249834,0.7563212,0.41320848,1.1198542,1.2567672,0.82475674,1.3743277,1.2377018,1.0828942,0.8365921,0.49624527,0.9016013,0.73770535,1.0217258,1.0552076,0.859083,1.1103593,1.4628675,1.4183552,1.3221564,0.504412,0.57643807,0.9343447,1.1536764,0.61723363,1.2816643,0.56596494,0.73040724,1.1092774,0.7294506,0.91041934,0.5297053,0.7962093,1.095874,1.3499422,0.6309813,1.2339492,1.1710869,1.3025701,0.78610533,1.429254,1.3144045,1.3291328,1.0644218,1.0970187,0.96049976,1.2974138,0.4764676,1.2767501,0.0,0.9023577,1.2121663,0.99032724,1.1434648,1.2656207,1.434648,1.3290532,0.50917286,0.7339896,0.6939173,0.7894167,0.5412406,0.7153738,1.2618415,0.8277727,0.4280814,1.0167923
